English Word	Emotion	Emotion-Intensity-Score	Vietnamese Word
musket	fear	0.391	súng hỏa mai
brimstone	fear	0.391	diêm sanh
repellent	fear	0.391	sự xua đuổi
discrimination	fear	0.391	phân biệt
unrest	fear	0.391	bất ổn
insolvency	fear	0.391	vỡ nợ
submission	fear	0.391	nộp hồ sơ
mental	fear	0.391	tâm thần
scarecrow	fear	0.391	bù nhìn
snare	fear	0.391	cạm bẫy
unemployed	fear	0.391	thất nghiệp
stifled	fear	0.391	ngột ngạt
procedure	fear	0.391	thủ tục
excitation	fear	0.391	sự kích động
cyst	fear	0.391	u nang
avoiding	fear	0.391	tránh né
lose	fear	0.391	mất
nervy	fear	0.391	lo lắng
gulp	fear	0.391	nuốt chửng
conquer	fear	0.391	chinh phục
dubious	fear	0.391	mơ hồ
hardened	fear	0.391	cứng
radon	fear	0.391	radon
urgency	fear	0.391	khẩn cấp
theocratic	fear	0.391	thần quyền
poverty	fear	0.391	nghèo nàn
throb	fear	0.388	nhói lên
outcast	fear	0.388	bỏ bơ vơ
orc	fear	0.388	orc
disapprove	fear	0.380	không tán thành
dontpanic	fear	0.378	không hoảng loạn
withdrawals	fear	0.377	rút tiền
plea	fear	0.377	lời thú tội
expose	fear	0.375	phơi ra
edict	fear	0.375	sắc lệnh
frigate	fear	0.375	khinh hạm
bunker	fear	0.375	hầm trú ẩn
obligor	fear	0.375	người có nghĩa vụ
suspected	fear	0.375	nghi ngờ
interrogate	fear	0.375	tra khảo
escaped	fear	0.375	trốn thoát
flu	fear	0.375	bệnh cúm
ocd	fear	0.375	ocd
taunt	fear	0.375	chế nhạo
sultan	fear	0.375	sultan
bad	fear	0.375	xấu
bankrupt	fear	0.375	phá sản
psychological	fear	0.375	tâm lý
dentistry	fear	0.375	nha khoa
chimera	fear	0.375	chimera
sneaking	fear	0.375	lén lút
nauseous	fear	0.375	buồn nôn
barricade	fear	0.375	chướng ngại vật
locust	fear	0.375	cào cào
dissolution	fear	0.375	giải tán
misconception	fear	0.375	quan niệm sai lầm
embarrassment	fear	0.375	sự lúng túng
chasm	fear	0.375	hang sâu
grieve	fear	0.375	đau buồn
khan	fear	0.375	khan
coldness	fear	0.375	sự lạnh lùng
kerosene	fear	0.375	dầu hỏa
antsy	fear	0.375	có kiến
mentalhealth	fear	0.375	sức khỏe tinh thần
obi	fear	0.375	obi
pressure	fear	0.375	sức ép
military	fear	0.375	quân đội
whirlpool	fear	0.375	xoáy nước
repellant	fear	0.373	chất đẩy lùi
unknown	fear	0.369	không xác định
pare	fear	0.367	bóc vỏ
jealousy	fear	0.365	lòng ghen tị
formidable	fear	0.359	ghê gớm
desert	fear	0.359	sa mạc
cautionary	fear	0.359	cảnh giác
onedge	fear	0.359	trên mép
jaundice	fear	0.359	vàng da
pessimism	fear	0.359	bi quan
recurring	fear	0.359	định kỳ
difficult	fear	0.359	khó khăn
concerned	fear	0.359	lo lắng
consternation	fear	0.359	sự mất tinh thần
bottomless	fear	0.359	không đáy
revolution	fear	0.359	Cuộc cách mạng
stint	fear	0.359	còn tồn tại
government	fear	0.359	chính quyền
bankruptcy	fear	0.359	phá sản
timid	fear	0.359	nhút nhát
contempt	fear	0.359	khinh thường
warned	fear	0.359	cảnh báo
measles	fear	0.359	bệnh sởi
rejects	fear	0.359	từ chối
sectarian	fear	0.359	bè phái
headaches	fear	0.359	đau đầu
dart	fear	0.359	phi tiêu
sortie	fear	0.359	xuất kích
wasting	fear	0.359	lãng phí
conquest	fear	0.359	sự chinh phục
depreciation	fear	0.359	khấu hao
mournful	fear	0.359	bi ai
mandamus	fear	0.359	mandamus
spike	fear	0.359	mũi nhọn
cur	fear	0.359	hay gây
burke	fear	0.359	burke
rebel	fear	0.359	nổi loạn
exam	fear	0.359	thi
anomaly	fear	0.359	nghĩa bóng
mug	fear	0.359	cái ca
constrain	fear	0.358	ràng buộc
languishing	fear	0.358	uể oải
bane	fear	0.356	tai ương
impeach	fear	0.354	buộc tội
warden	fear	0.354	cai ngục
adverse	fear	0.352	bất lợi
lawyer	fear	0.349	luật sư
libel	fear	0.348	phỉ báng
retrenchment	fear	0.345	Cắt giảm
imminent	fear	0.345	sắp xảy ra
shame	fear	0.344	xấu hổ
avoidance	fear	0.344	sự tránh né
shortage	fear	0.344	sự thiếu
opium	fear	0.344	thuốc phiện
swerve	fear	0.344	xoay chuyển
evade	fear	0.344	trốn tránh
servile	fear	0.344	đặc quyền
pest	fear	0.344	côn trùng
hesitation	fear	0.344	do dự
loneliness	fear	0.344	sự cô đơn
discipline	fear	0.344	kỷ luật
fanaticism	fear	0.344	sự cuồng tín
sorrow	fear	0.344	nỗi buồn
hiss	fear	0.344	tiếng xì xì
belittle	fear	0.344	chê
knell	fear	0.344	tiếng chuông
contentious	fear	0.344	gây tranh cãi
bearish	fear	0.344	giảm giá
opposed	fear	0.344	phản đối
launches	fear	0.344	ra mắt
taboo	fear	0.344	điều cấm kỵ
cutter	fear	0.344	máy cắt
defy	fear	0.344	thách thức
unjustifiable	fear	0.344	không chính đáng
parachute	fear	0.344	cái dù bay
eel	fear	0.344	con lươn
psych	fear	0.344	psych
aaaaaaah	fear	0.344	aaaaaaah
verdict	fear	0.344	bản án
mri	fear	0.344	mri
shaky	fear	0.344	lung lay
resistant	fear	0.344	kháng cự
obstacle	fear	0.344	trở ngại
reckless	fear	0.344	liều lĩnh
recession	fear	0.344	suy thoái
disrespectful	fear	0.343	không tôn trọng
phalanx	fear	0.342	phalanx
creature	fear	0.340	sinh vật
specter	fear	0.331	bóng ma
mortgage	fear	0.331	thế chấp
enigmatic	fear	0.329	bí ẩn
supremacy	fear	0.328	quyền tối cao
bugaboo	fear	0.328	ông kẹ
defendant	fear	0.328	bị cáo
feeling	fear	0.328	cảm giác
ethereal	fear	0.328	thanh tao
undesirable	fear	0.328	không mong muốn
mishap	fear	0.328	làm sai
outpost	fear	0.328	tiền đồn
weirdo	fear	0.328	bất thường
caution	fear	0.328	thận trọng
spillin	fear	0.328	tràn ra
dike	fear	0.328	đê
dominion	fear	0.328	quyền thống trị
wimp	fear	0.328	làm nũng
quash	fear	0.328	hủy án
subordinate	fear	0.328	cấp dưới
shank	fear	0.328	chân
remove	fear	0.328	gỡ bỏ
senseless	fear	0.328	vô tri
shutdown	fear	0.328	tắt
gametime	fear	0.328	thời gian chơi game
uhoh	fear	0.328	uh
loom	fear	0.328	khung cửi
police	fear	0.328	cảnh sát viên
wrongly	fear	0.328	nhầm
unlucky	fear	0.328	không may
gladiator	fear	0.328	đấu sĩ
adrift	fear	0.328	xa rời
hives	fear	0.328	tổ ong
smut	fear	0.328	nói bậy
encumbrance	fear	0.328	sự cản trở
unsettled	fear	0.327	không ổn định
scarce	fear	0.327	khan hiếm
antisocial	fear	0.324	chống đối xã hội
astray	fear	0.320	lạc đường
vigilant	fear	0.319	cảnh giác
socialist	fear	0.318	nhà xã hội học
halter	fear	0.318	dây
pessimist	fear	0.317	người bi quan
pacing	fear	0.316	nhịp độ
wimpy	fear	0.312	mềm yếu
clinical	fear	0.312	lâm sàng
blight	fear	0.312	bạc màu
muzzle	fear	0.312	rọ mõm
ahhhhhhhh	fear	0.312	ahhhhhhhh
therapist	fear	0.312	nhà trị liệu
laxative	fear	0.312	nhuận tràng
obsessing	fear	0.312	ám ảnh
seclusion	fear	0.312	ẩn dật
foreigner	fear	0.312	người nước ngoài
dentist	fear	0.312	bác sĩ nha khoa
chargeable	fear	0.312	tính phí
deadline	fear	0.312	đường giới hạn
uneasy	fear	0.312	khó chịu
valium	fear	0.312	valium
powerful	fear	0.312	mạnh mẽ
opponent	fear	0.312	phản đối
ordnance	fear	0.312	vũ khí
cram	fear	0.312	nhồi nhét
unexpected	fear	0.312	không ngờ tới
thorny	fear	0.312	gai
discontinuity	fear	0.312	sự gián đoạn
conspire	fear	0.312	âm mưu
collusion	fear	0.312	thông đồng
litigate	fear	0.312	kiện tụng
unkind	fear	0.312	không ngoan
whirlwind	fear	0.312	gió lốc
nether	fear	0.312	nether
trickery	fear	0.312	thủ đoạn
bewilderment	fear	0.312	hoang mang
overthinking	fear	0.309	suy nghĩ quá nhiều
doubts	fear	0.308	nghi ngờ
seriousness	fear	0.305	sự nghiêm túc
irrational	fear	0.305	không hợp lý
erase	fear	0.303	tẩy xóa
teasing	fear	0.303	trêu chọc
razor	fear	0.303	dao cạo
sweating	fear	0.298	đổ mồ hôi
mage	fear	0.297	pháp sư
giant	fear	0.297	người khổng lồ
weighty	fear	0.297	nặng nề
warning	fear	0.297	cảnh báo
avoid	fear	0.297	tránh xa
inflation	fear	0.297	lạm phát
mislead	fear	0.297	đánh lạc hướng
adjudicate	fear	0.297	phân xử
endless	fear	0.297	bất tận
deflation	fear	0.297	giảm phát
depreciated	fear	0.297	mất giá
bitch	fear	0.297	chó cái
swamp	fear	0.297	đầm lầy
bale	fear	0.297	kiện hàng
dashed	fear	0.297	gạch ngang
crouching	fear	0.297	cúi người
flounder	fear	0.297	cá bơn
hide	fear	0.297	ẩn giấu
reluctant	fear	0.297	lưỡng lự
unsurpassed	fear	0.297	vượt trội
medical	fear	0.297	Y khoa
timidity	fear	0.297	rụt rè
auditor	fear	0.297	kiểm toán viên
deluge	fear	0.287	trận lụt lớn
disinformation	fear	0.286	thông tin sai lệch
court	fear	0.284	tòa án
aversion	fear	0.283	ác cảm
cartridge	fear	0.281	hộp đạn
unfriendly	fear	0.281	không thân thiện
cautious	fear	0.281	dè dặt
surveillance	fear	0.281	giám sát
yelp	fear	0.281	kêu lên
confusion	fear	0.281	sự hoang mang
apache	fear	0.281	apache
flying	fear	0.281	bay
submitting	fear	0.281	đệ trình
discourage	fear	0.281	không khuyến khích
rush	fear	0.281	cây bấc
fortress	fear	0.281	Pháo đài
dwarfed	fear	0.281	lùn
challenge	fear	0.281	thách đấu
notready	fear	0.281	chưa sẵn sàng
wan	fear	0.281	wan
mistaken	fear	0.281	nhầm lẫn
hurryup	fear	0.281	nhanh lên
swelling	fear	0.281	sưng tấy
oncoming	fear	0.281	đang đến
remains	fear	0.281	còn lại
unruly	fear	0.281	ngỗ nghịch
bigoted	fear	0.281	cố chấp
intense	fear	0.279	mãnh liệt
noncompliance	fear	0.276	không tuân thủ
alerts	fear	0.276	cảnh báo
planes	fear	0.274	máy bay
cop	fear	0.273	cảnh sát
displeased	fear	0.273	không hài lòng
unbridled	fear	0.271	không kiềm chế
problem	fear	0.266	vấn đề
crouch	fear	0.266	Khúm núm
sneak	fear	0.266	đánh lén
hood	fear	0.266	mui xe
force	fear	0.266	lực lượng
confession	fear	0.266	lời thú tội
posse	fear	0.266	sở hữu
banger	fear	0.266	cái đập
belt	fear	0.266	dây nịt
crowds	fear	0.266	đám đông
elevation	fear	0.266	độ cao
insomnia	fear	0.266	mất ngủ
auditions	fear	0.266	buổi thử giọng
forgotten	fear	0.266	bị lãng quên
affront	fear	0.266	đối đầu
cloak	fear	0.266	áo choàng
newjob	fear	0.266	việc làm mới
blindfold	fear	0.266	bịt mắt
skid	fear	0.266	trượt
blemish	fear	0.266	tì vết
uncanny	fear	0.266	kỳ lạ
sentence	fear	0.266	kết án
cupping	fear	0.266	giác hơi
regiment	fear	0.266	trung đoàn
hooded	fear	0.266	trùm đầu
operation	fear	0.266	hoạt động
immerse	fear	0.266	đắm
shanghai	fear	0.266	thượng hải
acrobat	fear	0.266	diễn viên xiếc
flurries	fear	0.266	sự lo lắng
spur	fear	0.262	thúc đẩy
mortgagor	fear	0.258	người thế chấp
defense	fear	0.258	phòng thủ
insect	fear	0.250	côn trùng
defend	fear	0.250	phòng vệ
cataract	fear	0.250	đục thủy tinh thể
stealthy	fear	0.250	lén lút
swampy	fear	0.250	đầm lầy
sunk	fear	0.250	chìm đắm
run	fear	0.250	chạy
scapegoat	fear	0.250	vật tế thần
jobinterview	fear	0.250	phỏng vấn xin việc
repent	fear	0.250	ăn năn
breakingnews	fear	0.250	tin nóng hổi
obliging	fear	0.250	nghĩa vụ
rascal	fear	0.250	thô kệch
impatiently	fear	0.250	sốt ruột
react	fear	0.250	phản ứng
doubt	fear	0.250	nghi ngờ
guard	fear	0.250	bảo vệ
forewarned	fear	0.250	báo trước
foul	fear	0.250	Hôi
indifference	fear	0.250	thờ ơ
hag	fear	0.250	hag
picket	fear	0.250	cái cuốc
delusional	fear	0.250	ảo tưởng
standstill	fear	0.250	bế tắc
rating	fear	0.250	Xếp hạng
spinster	fear	0.250	con quay
unfamiliar	fear	0.250	không quen
indecisive	fear	0.250	thiếu quyết đoán
grounded	fear	0.242	căn cứ
badhabit	fear	0.242	thói quen xấu
highest	fear	0.236	cao nhất
aaaah	fear	0.234	aaaah
shrink	fear	0.234	co lại
insomniac	fear	0.234	mất ngủ
chicken	fear	0.234	Gà
bee	fear	0.234	con ong
inequality	fear	0.234	bất bình đẳng
verge	fear	0.234	bờ vực
shelters	fear	0.234	nơi trú ẩn
buzz	fear	0.234	buzz
buck	fear	0.234	Cái xô
discontent	fear	0.234	bất mãn
difficulty	fear	0.234	sự khó khăn
finalized	fear	0.234	hoàn thành
overdrive	fear	0.234	chạy quá tốc độ
pinion	fear	0.234	bánh răng cưa
scaffold	fear	0.234	khung
dependence	fear	0.234	sự phụ thuộc
rekindle	fear	0.234	nhen nhóm lại
instinctive	fear	0.234	thuộc về bản năng
thatmoment	fear	0.234	khoảng khắc đó
sleepless	fear	0.234	chứng mất ngủ
intercede	fear	0.234	cầu hôn
psychiatrist	fear	0.234	bác sĩ tâm lý
rushing	fear	0.233	gấp gáp
overslept	fear	0.226	ngủ quên
default	fear	0.226	mặc định
confessional	fear	0.225	tòa giải tội
impatient	fear	0.224	nóng nảy
tactics	fear	0.219	chiến thuật
aga	fear	0.219	aga
blues	fear	0.219	blues
thrill	fear	0.219	sợ hãi
immigrant	fear	0.219	di trú
veer	fear	0.219	veer
sweat	fear	0.219	mồ hôi
cane	fear	0.219	cây mía
revelations	fear	0.219	tiết lộ
whatif	fear	0.219	chuyện gì xảy ra nếu
waver	fear	0.219	lung lay
jungle	fear	0.219	rừng nhiệt đới
fingerscrossed	fear	0.219	đan chéo ngón tay
stingy	fear	0.219	keo kiệt
bait	fear	0.219	mồi
unequal	fear	0.219	không cân bằng
lastminute	fear	0.219	phút trước
heft	fear	0.219	gánh nặng
overtired	fear	0.218	mệt mỏi
prognosis	fear	0.217	tiên lượng
alertness	fear	0.216	sự tỉnh táo
hyped	fear	0.214	cường điệu
wishmeluck	fear	0.212	chúc tôi may mắn
somuchtodo	fear	0.212	somuchtodo
toomuchtodo	fear	0.212	quá nhiều việc phải làm
tryouts	fear	0.210	thử đồ
clowns	fear	0.207	những chú hề
fluctuation	fear	0.204	sự dao động
examination	fear	0.204	kiểm tra
restless	fear	0.204	bồn chồn
uphill	fear	0.203	lên dốc
quail	fear	0.203	chim cun cút
phew	fear	0.203	phew
mighty	fear	0.203	hùng mạnh
cross	fear	0.203	đi qua
hurry	fear	0.203	vội vàng
recesses	fear	0.203	chỗ lõm
intimacy	fear	0.203	sự thân mật
overcome	fear	0.203	vượt qua
birth	fear	0.203	Sinh
acceptances	fear	0.203	sự chấp nhận
help	fear	0.203	Cứu giúp
fearless	fear	0.200	Không sợ hãi
change	fear	0.198	biến đổi
ware	fear	0.198	đồ
withstand	fear	0.197	chịu được
asap	fear	0.191	càng sớm càng tốt
heighten	fear	0.188	nâng cao
watch	fear	0.188	đồng hồ
tract	fear	0.188	đường
advance	fear	0.188	nâng cao
overcoming	fear	0.188	vượt qua
attorney	fear	0.188	luật sư
deadlines	fear	0.188	thời hạn cuối cùng
bug	fear	0.188	sâu bọ
knots	fear	0.188	thắt nút
owing	fear	0.188	nợ
waitinggame	fear	0.188	trò chơi chờ đợi
unorganised	fear	0.188	không có tổ chức
gnome	fear	0.188	gnome
fragile	fear	0.188	dễ vỡ
cautiously	fear	0.188	thận trọng
stillness	fear	0.188	sự tĩnh lặng
intrigue	fear	0.188	âm mưu
rule	fear	0.188	qui định
elf	fear	0.185	gia tinh
stillwaiting	fear	0.184	vẫn đang chờ đợi
lonely	fear	0.183	cô đơn
slippery	fear	0.181	trơn
interview	fear	0.180	phỏng vấn
everyman	fear	0.178	tất cả đàn ông
speculation	fear	0.176	suy đoán
needtoknow	fear	0.173	cần phải biết
worship	fear	0.172	thờ cúng
unsure	fear	0.172	không chắc chắn
surprise	fear	0.172	bất ngờ
settlor	fear	0.172	người định cư
competition	fear	0.172	cuộc đua, cuộc thi
readytogo	fear	0.172	sẵn sàng để đi
checkpoint	fear	0.172	trạm kiểm soát
composure	fear	0.172	điềm tĩnh
interviewer	fear	0.172	người phỏng vấn
chaff	fear	0.172	chaff
regulatory	fear	0.172	quy định
birch	fear	0.172	bạch dương
shell	fear	0.172	vỏ bọc
assessment	fear	0.172	thẩm định, lượng định, đánh giá
uncertain	fear	0.172	không chắc chắn
rod	fear	0.172	gậy
humanrights	fear	0.172	quyền con người
less	fear	0.167	ít hơn
coy	fear	0.162	coy
iris	fear	0.160	mống mắt
intimately	fear	0.156	thân mật
hearing	fear	0.156	thính giác
legalized	fear	0.156	hợp pháp hóa
needit	fear	0.156	cần nó
audition	fear	0.156	thử giọng
retirement	fear	0.156	sự nghỉ hưu
countdown	fear	0.156	đếm ngược
sly	fear	0.156	ranh mãnh
bases	fear	0.156	căn cứ
ceasefire	fear	0.156	ngừng bắn
medication	fear	0.156	thuốc
courageous	fear	0.154	can đảm
overthinker	fear	0.153	người suy nghĩ quá nhiều
backtrack	fear	0.151	nhạc nền
dawned	fear	0.150	rạng rỡ
censor	fear	0.149	người kiểm duyệt
bailiff	fear	0.147	thừa phát lại
syllabus	fear	0.147	giáo trình
delay	fear	0.141	sự chậm trễ
newcomer	fear	0.141	người mới
imagination	fear	0.141	trí tưởng tượng
waiting	fear	0.141	đang chờ đợi
gent	fear	0.141	Quý ông
validity	fear	0.141	hợp lệ
cove	fear	0.141	cove
rationality	fear	0.141	tính hợp lý
caricature	fear	0.141	biếm họa
eventuality	fear	0.141	sự kiện
alreadyyyyy	fear	0.140	đãyyyy
shy	fear	0.140	nhát
symptom	fear	0.133	triệu chứng
excite	fear	0.132	kích thích
raccoon	fear	0.127	Gấu mèo. - Gấu mèo
clown	fear	0.125	thằng hề
tryout	fear	0.125	ăn thử
needtorelax	fear	0.125	Needtorelax
swim	fear	0.125	bơi
campaigning	fear	0.125	vận động
hawk	fear	0.125	chim ưng
prevent	fear	0.125	ngăn ngừa
gameday	fear	0.125	gameday
ahhh	fear	0.125	ahhh
marry	fear	0.125	kết hôn
sprite	fear	0.125	ma
soready	fear	0.125	bạn đã sẵn sàng
sag	fear	0.123	chùng xuống
pharmacy	fear	0.123	tiệm thuốc
policeman	fear	0.121	cảnh sát
dreamt	fear	0.111	đã mơ
lace	fear	0.111	ren
homework	fear	0.109	bài tập về nhà
destination	fear	0.109	điểm đến
incase	fear	0.109	trong trường hợp
pray	fear	0.109	cầu nguyện
knot	fear	0.109	nút thắt
confidence	fear	0.109	lòng tin
bigday	fear	0.109	ngày trọng đại
holiness	fear	0.109	sự thánh thiện
notoriety	fear	0.109	tai tiếng
weight	fear	0.109	trọng lượng
slender	fear	0.100	mảnh khảnh
undecided	fear	0.098	chưa quyết định
sympathetic	fear	0.097	thông cảm
poise	fear	0.094	đĩnh đạc
case	fear	0.094	trường hợp
treat	fear	0.094	điều trị
locate	fear	0.094	định vị
loyal	fear	0.094	trung thành
grades	fear	0.094	điểm
god	fear	0.094	Chúa Trời
helmet	fear	0.094	mũ bảo hiểm
confident	fear	0.094	tin chắc
counsellor	fear	0.094	cố vấn
northeast	fear	0.088	đông bắc
graduation	fear	0.078	tốt nghiệp
compassion	fear	0.078	thương hại
nurture	fear	0.078	dưỡng dục
graded	fear	0.075	xếp loại
mum	fear	0.070	mẹ
infant	fear	0.067	trẻ sơ sinh
journey	fear	0.062	hành trình
parade	fear	0.062	cuộc diễu hành
gradschool	fear	0.062	gradschool
civilian	fear	0.062	dân thường
cloudiness	fear	0.062	mây mù
cash	fear	0.062	tiền mặt
civilians	fear	0.062	thường dân
guidelines	fear	0.062	hướng dẫn
soulmate	fear	0.062	tri kỷ
youth	fear	0.062	thiếu niên
opera	fear	0.057	opera
synonymous	fear	0.056	đồng nghĩa
honest	fear	0.047	thật thà
praying	fear	0.047	cầu nguyện
intelligence	fear	0.038	Sự thông minh
volunteer	fear	0.031	Tình nguyện viên
romance	fear	0.031	lãng mạn
lines	fear	0.031	dòng
obey	fear	0.016	tuân theo
happiest	joy	0.986	hạnh phúc nhất
happiness	joy	0.984	niềm hạnh phúc
bliss	joy	0.971	phúc lạc
celebrating	joy	0.970	kỷ niệm
jubilant	joy	0.969	hân hoan
ecstatic	joy	0.954	ngây ngất
elation	joy	0.944	sự phấn khởi
beaming	joy	0.938	cười rạng rỡ
bestdayever	joy	0.938	tốt nhất
loveee	joy	0.932	người yêu
celebration	joy	0.929	lễ kỷ niệm
awesomeness	joy	0.926	sự tuyệt vời
joy	joy	0.924	vui sướng
joyous	joy	0.922	vui vẻ
fabulous	joy	0.922	tuyệt vời
happily	joy	0.922	hạnh phúc
excitement	joy	0.922	phấn khích
exuberance	joy	0.922	hoa mỹ
makesmehappy	joy	0.922	làm cho tôi hạnh phúc
euphoria	joy	0.922	niềm hạnh phúc
lovee	joy	0.920	người yêu
gratitude	joy	0.914	lòng biết ơn
happydance	joy	0.912	nhay hanh phuc
merriment	joy	0.912	sự vui vẻ
spectacular	joy	0.912	hùng vĩ
overjoyed	joy	0.909	vui mừng khôn xiết
purebliss	joy	0.909	thuần chủng
triumphant	joy	0.907	đắc thắng
ecstasy	joy	0.906	thuốc lắc
lovelovelove	joy	0.906	tình yêu tình yêu tình yêu
cheerful	joy	0.906	vui lòng
cheer	joy	0.897	nâng cốc
elated	joy	0.894	phấn khởi
peaceofmind	joy	0.891	Yên tâm
jolly	joy	0.891	vui vẻ
delighted	joy	0.891	vui mừng
lovethis	joy	0.891	thích cái này
excitation	joy	0.891	sự kích động
exhilaration	joy	0.891	sự phấn khởi
pleasures	joy	0.891	thú vui
laugh	joy	0.891	cười
marvelously	joy	0.881	kỳ diệu
loving	joy	0.879	thương
joyful	joy	0.879	hân hoan
blissful	joy	0.879	hạnh phúc
outstanding	joy	0.879	vượt trội
pleasurable	joy	0.877	dễ chịu
lovinglife	joy	0.875	cuộc sống tình yêu
enthusiastic	joy	0.875	nhiệt tình
glee	joy	0.875	hân hoan
iloveher	joy	0.875	tôi yêu cô ấy
yaaaay	joy	0.875	yaaaay
overthemoon	joy	0.875	rất sung sướng
happyplace	joy	0.875	nơi hạnh phúc
sohappy	joy	0.868	rất hạnh phúc
superb	joy	0.864	tuyệt vời
woohoo	joy	0.864	woohoo
laughing	joy	0.864	đang cười
wonderful	joy	0.863	Tuyệt vời
hooray	joy	0.859	hoan hô
loved	joy	0.859	yêu
tearsofjoy	joy	0.859	nước mắt của niềm vui
hallelujah	joy	0.859	hallelujah
magnificent	joy	0.859	tráng lệ
glory	joy	0.859	vinh quang
ilovechristmas	joy	0.859	tôi yêu Giáng sinh
brilliant	joy	0.859	rực rỡ
celebrated	joy	0.859	tôn vinh
cheering	joy	0.859	Hân hoan
yayyyy	joy	0.859	yayyyy
heavenly	joy	0.853	trên trời
exciting	joy	0.853	kích thích
thrilled	joy	0.851	hồi hộp
mademyday	joy	0.848	ngày lễ
hohoho	joy	0.845	hohoho
celebrate	joy	0.844	kỉ niệm
wonderfully	joy	0.844	tuyệt vời
blessing	joy	0.844	phước lành
favoriteholiday	joy	0.844	kỳ nghỉ yêu thích
paradise	joy	0.833	thiên đường
marvellous	joy	0.833	kỳ diệu
festive	joy	0.833	lễ hội
sweetness	joy	0.833	ngọt ngào
blessed	joy	0.833	Hạnh phúc
celebrations	joy	0.833	lễ kỷ niệm
compliment	joy	0.831	khen ngợi
smiling	joy	0.828	mỉm cười
allsmiles	joy	0.828	allsmiles
love	joy	0.828	yêu và quý
enchanting	joy	0.828	mê hoặc
homesweethome	joy	0.826	ngôi nhà thân yêu
thankyougod	joy	0.824	thankyougod
marvelous	joy	0.824	kỳ diệu
laughter	joy	0.824	tiếng cười
goodmood	joy	0.819	tâm trạng tốt
goodness	joy	0.818	lòng tốt
excellence	joy	0.818	xuất sắc
sensational	joy	0.818	giật gân
joys	joy	0.818	niềm vui
delightful	joy	0.818	thú vị
excited	joy	0.818	bị kích thích
rejoicing	joy	0.818	hân hoan
happyheart	joy	0.818	người yêu
celebratory	joy	0.818	mang tính kỷ niệm
greatful	joy	0.816	tuyệt vời
jovial	joy	0.814	vui vẻ
rejoice	joy	0.812	hân hoan
splendid	joy	0.812	lộng lẫy
enjoy	joy	0.812	vui thích
smiley	joy	0.812	mặt cười
glorious	joy	0.812	vinh quang
victorious	joy	0.812	chiến thắng
lovemaking	joy	0.812	làm tình
bonanza	joy	0.812	bonanza
greatday	joy	0.812	ngày tuyệt vời
excellent	joy	0.812	Xuất sắc
goodtimes	joy	0.811	thời gian tốt
whatmakesmesmile	joy	0.811	whatmakesmesmile
happyday	joy	0.809	ngày hạnh phúc
myfavorite	joy	0.804	myfavorite
thankyoulord	joy	0.803	thankyoulord
gladness	joy	0.803	sự vui mừng
yayyy	joy	0.803	yayyy
yeahhhh	joy	0.803	yeahhhh
pleasure	joy	0.803	vui lòng
giggle	joy	0.802	cười khúc khích
happier	joy	0.797	hạnh phúc hơn
lovemylife	joy	0.797	yêu cuộc sống của tôi
magnificence	joy	0.797	sự tráng lệ
happytweet	joy	0.797	happytweet
lovinlife	joy	0.797	tình yêu
yesss	joy	0.797	vâng
dancing	joy	0.797	khiêu vũ
success	joy	0.797	thành công
grateful	joy	0.789	biết ơn
amuse	joy	0.788	giải trí
splendor	joy	0.788	huy hoàng
happy	joy	0.788	vui mừng
fun	joy	0.788	vui vẻ
giggling	joy	0.781	cười khúc khích
glad	joy	0.781	vui vẻ
glorify	joy	0.781	tôn vinh
radiant	joy	0.781	bức xạ
beautiful	joy	0.781	xinh đẹp
solucky	joy	0.781	may mắn quá
sothankful	joy	0.781	rất cảm ơn
enchanted	joy	0.781	mê hoặc
romance	joy	0.779	lãng mạn
perfection	joy	0.779	sự hoàn hảo
christmassy	joy	0.779	christmassy
heavens	joy	0.779	thiên đàng
thrilling	joy	0.776	kịch tính
lovable	joy	0.773	đáng yêu
congrats	joy	0.773	chúc mừng
fiesta	joy	0.773	fiesta
entertain	joy	0.773	sự giải trí
happyvalentinesday	joy	0.773	chúc mừng ngày lễ tình nhân ❤ ️ 🌹 🌷
miraculous	joy	0.773	kỳ diệu
cheers	joy	0.773	hoan hô
cheered	joy	0.773	hoan hô
positivity	joy	0.773	sự tích cực
funday	joy	0.772	ngày vui vẻ
enjoying	joy	0.771	thưởng thức
lifeisgood	joy	0.766	cuộc sống tốt
amused	joy	0.766	thích thú
goodfeeling	joy	0.766	tình cảm
christmasspirit	joy	0.766	tinh thần Giáng sinh
cuddling	joy	0.766	âu yếm
smiles	joy	0.766	nụ cười
sosweet	joy	0.766	sosweet
thebest	joy	0.766	tốt nhất
party	joy	0.765	bữa tiệc
delight	joy	0.765	Hân hoan
orgasm	joy	0.765	cực khoái
positive	joy	0.761	tích cực
sweetheart	joy	0.758	người yêu
enlighten	joy	0.758	khai sáng
cheerfulness	joy	0.758	vui vẻ
miracles	joy	0.758	phép lạ
giddy	joy	0.757	ham chơi
christmastime	joy	0.757	thời gian Giáng sinh
gratify	joy	0.750	hài lòng
greatness	joy	0.750	sự vĩ đại
friendliness	joy	0.750	thân thiện
blessings	joy	0.750	phúc lành
laughs	joy	0.750	cười
tistheseason	joy	0.750	tistheseason
smile	joy	0.750	nụ cười
pleasing	joy	0.750	làm hài lòng
romantic	joy	0.750	lãng mạn
happyholidays	joy	0.750	happyholidays
