English Word	Emotion	Emotion-Intensity-Score	Basque Word
cuddled	joy	0.703	kuxkutatuta
goodlife	joy	0.703	bizitza ona
gooood	joy	0.703	ona
sweetest	joy	0.703	gozoena
yaay	joy	0.700	bai
entertained	joy	0.700	entretenituta
excite	joy	0.697	kitzikatu
newbeginnings	joy	0.693	hasiera berriak
praisejesus	joy	0.691	laudatu Jesus
birthday	joy	0.691	urtebetetzea
greatfriends	joy	0.688	lagun handiak
adoration	joy	0.688	adorazioa
godsend	joy	0.688	jainko-opari
favorite	joy	0.688	gogokoena
content	joy	0.688	edukia
entertaining	joy	0.688	entretenigarria
honored	joy	0.688	ohoratua
metime	joy	0.688	denbora
exquisite	joy	0.688	dotorea
holidayseason	joy	0.688	opor garaia
thankyoujesus	joy	0.688	eskerrik asko Jesus
angelic	joy	0.688	aingerukoa
goodhealth	joy	0.682	Osasun ona
majestic	joy	0.682	dotorea
luscious	joy	0.682	goxoa
memoriesiwontforget	joy	0.682	oroitzapenak ahaztuko
bestfriends	joy	0.682	lagun minak
precious	joy	0.682	preziatua
appreciated	joy	0.682	estimatua
exaltation	joy	0.682	goraipatzea
smiled	joy	0.682	irribarre egin zuen
brightens	joy	0.682	argitzen du
tranquility	joy	0.679	lasaitasuna
marry	joy	0.676	ezkondu
embrace	joy	0.676	besarkatu
positively	joy	0.676	positiboki
grin	joy	0.672	irribarre
hug	joy	0.672	besarkada
hilarious	joy	0.672	barregarri
dearest	joy	0.672	maiteena
contentment	joy	0.672	kontentu
accomplished	joy	0.672	betea
relaxation	joy	0.672	erlaxazioa
bday	joy	0.672	eguna
enliven	joy	0.672	biziarazi
weeeee	joy	0.672	weeeee
giggles	joy	0.672	algarak
fulfilled	joy	0.667	beteta
bountiful	joy	0.667	oparoa
victor	joy	0.667	garaile
adore	joy	0.667	adoratu
boisterous	joy	0.667	zalapartatsua
fulfill	joy	0.664	bete
cuddles	joy	0.662	besarkadak
prosperous	joy	0.660	oparoa
appreciation	joy	0.656	estimua
serenity	joy	0.656	lasaitasuna
happynewyear	joy	0.656	urte berri on
humor	joy	0.656	umorea
satisfy	joy	0.656	asebete
besties	joy	0.656	bestiak
encouraged	joy	0.656	animatu
captivate	joy	0.656	liluratu
christmaseve	joy	0.656	Gabon gaua
glow	joy	0.656	distira
romanticism	joy	0.656	erromantizismoa
innerpeace	joy	0.656	barruko bakea
pleasant	joy	0.656	atsegina
praises	joy	0.652	laudorioak
abundance	joy	0.652	ugaritasuna
fortunes	joy	0.652	zoriak
engaged	joy	0.652	engaiatua
praised	joy	0.652	goraipatu
relaxing	joy	0.652	lasaigarria
treasure	joy	0.652	altxorra
satisfaction	joy	0.652	gogobetetasuna
nothingbetter	joy	0.647	ezer hoberik
affection	joy	0.647	maitasuna
relieved	joy	0.647	arindu
complement	joy	0.647	osagarri
carnival	joy	0.643	inauteriak
priceless	joy	0.641	preziorik gabekoa
uplifting	joy	0.641	altxagarria
sensuality	joy	0.641	sentsualitatea
saintly	joy	0.641	santu
champion	joy	0.641	txapeldun
thanksgiving	joy	0.641	eskerrak ematea
harmoniously	joy	0.641	harmoniatsu
wedding	joy	0.641	ezkontza
achieve	joy	0.641	lortu
divine	joy	0.641	jainkotiarra
jackpot	joy	0.641	jackpot
honeymoon	joy	0.636	eztei-bidaia
exalt	joy	0.636	goratu
twinkle	joy	0.636	dirdira
comforting	joy	0.636	kontsolagarria
felicity	joy	0.636	zoriona
peaceful	joy	0.636	baketsua
climax	joy	0.636	gorena
winner	joy	0.636	irabazlea
reverie	joy	0.636	ameskeria
yayy	joy	0.636	baia
cuddle	joy	0.636	besarkatu
xoxo	joy	0.634	xoxo
stargazing	joy	0.625	izarrak begiratzen
festival	joy	0.625	jaialdia
sweet	joy	0.625	gozoa
generosity	joy	0.625	eskuzabaltasuna
brighter	joy	0.625	distiratsuagoa
praisegod	joy	0.625	laudorio jainkoa
gorgeous	joy	0.625	zoragarria
hearts	joy	0.625	bihotzak
amusing	joy	0.625	dibertigarria
fondness	joy	0.625	zaletasuna
snuggling	joy	0.625	kikiltzen
reward	joy	0.625	Saria
sex	joy	0.622	sexua
kind	joy	0.621	jatorra
genial	joy	0.621	jenial
parade	joy	0.621	kalejira
applause	joy	0.621	txaloak
beauty	joy	0.621	edertasuna
fulfilling	joy	0.618	betetzen
aspiring	joy	0.618	aspiratzailea
newlife	joy	0.618	bizitza berria
godbless	joy	0.616	jainkozko
virtuous	joy	0.613	bertutetsu
kiss	joy	0.610	musu
christmas	joy	0.609	gabonak
rainbows	joy	0.609	ortzadarrak
elegance	joy	0.609	dotorezia
generous	joy	0.609	eskuzabala
super	joy	0.609	super
playful	joy	0.609	jostari
enlightenment	joy	0.609	argitasuna
praiseworthy	joy	0.609	laudagarria
awards	joy	0.609	sariak
adorable	joy	0.609	adoragarria
rekindle	joy	0.609	berpiztu
winnings	joy	0.609	irabaziak
independence	joy	0.607	independentzia
amour	joy	0.607	maitasuna
kindness	joy	0.606	adeitasuna
surprises	joy	0.606	sorpresak
heheh	joy	0.606	jejeje
hilarity	joy	0.606	barregarritasuna
wonder	joy	0.606	harritzen
freely	joy	0.606	libreki
successful	joy	0.606	arrakastatsua
inspired	joy	0.606	inspiratua
onelove	joy	0.606	maitasun bat
whimsical	joy	0.603	xelebrea
entertainment	joy	0.603	entretenimendua
passion	joy	0.603	pasioa
stressfree	joy	0.601	estresarik gabe
beautify	joy	0.601	edertu
sunrise	joy	0.600	egunsentia
godisgood	joy	0.597	jainko on
goodmusic	joy	0.594	musika ona
revere	joy	0.594	errespetatu
whoo	joy	0.594	auk
fanfare	joy	0.594	fanfarrea
inspire	joy	0.594	inspiratu
angel	joy	0.594	aingerua
thankgod	joy	0.594	eskerrak Jainkoari
goodies	joy	0.594	onak
jesus	joy	0.594	jesus
accomplishment	joy	0.594	lorpena
snuggled	joy	0.594	kikilduta
peacefully	joy	0.594	bakean
flirt	joy	0.594	flirtatu
friendship	joy	0.591	adiskidetasuna
singing	joy	0.591	kantuan
heroic	joy	0.591	heroikoa
exalted	joy	0.591	goratu
fortune	joy	0.591	fortuna
highest	joy	0.591	altuena
summer	joy	0.591	udara
contented	joy	0.588	pozik
rollicking	joy	0.588	biribilka
overflowing	joy	0.588	gainezka
woot	joy	0.588	woot
accolade	joy	0.586	laudorioa
hope	joy	0.586	itxaropena
cozy	joy	0.583	erosoa
delicious	joy	0.579	goxoa
raving	joy	0.578	txundituta
thelife	joy	0.578	bizitza
darling	joy	0.578	laztana
sensuous	joy	0.578	sentsuala
picturesque	joy	0.578	pintoreskoa
friendly	joy	0.578	lagunartekoa
everlasting	joy	0.578	betikoa
praise	joy	0.578	laudorio
ambition	joy	0.578	anbizioa
sparkle	joy	0.577	txinparta
sensual	joy	0.576	sentsuala
peace	joy	0.576	bakea
flattering	joy	0.576	lausengarri
grace	joy	0.576	grazia
luckygirl	joy	0.576	zorte neska
heroism	joy	0.576	heroismoa
succeeding	joy	0.576	arrakastaz
yeahhh	joy	0.576	bai
special	joy	0.574	berezia
livelife	joy	0.574	Bizi bizitza
tantalizing	joy	0.572	erakargarri
pumped	joy	0.567	ponpatu
yey	joy	0.562	bai
surprise	joy	0.562	sorpresa
sunny	joy	0.562	eguzkitsua
prevail	joy	0.562	gailendu
revels	joy	0.562	gozatzen
humorous	joy	0.562	umoretsu
sweets	joy	0.562	gozokiak
liking	joy	0.562	gustura
admirable	joy	0.562	miresgarria
superstar	joy	0.562	superstar
relax	joy	0.562	erlaxatu
prosper	joy	0.562	aurrera egin
hero	joy	0.562	heroia
hugs	joy	0.562	besarkadak
worthwhile	joy	0.562	merezi du
newyear	joy	0.561	urte berri
tenderness	joy	0.561	samurtasuna
bless	joy	0.561	bedeinkatu
favorable	joy	0.561	aldekoa
freedom	joy	0.561	askatasuna
masterpiece	joy	0.561	maisulana
dreams	joy	0.559	ametsak
hopeful	joy	0.559	itxaropentsu
home	joy	0.559	etxera
cruising	joy	0.556	zeharkaldia
gracias	joy	0.554	eskerrik asko
faithfulness	joy	0.553	leialtasuna
eagerness	joy	0.552	gogoa
closeness	joy	0.552	hurbiltasuna
sunshine	joy	0.551	eguzkia
comfy	joy	0.551	erosoa
vacation	joy	0.547	oporrak
celestial	joy	0.547	zeruko
good	joy	0.547	ona
elite	joy	0.547	elitea
illuminate	joy	0.547	argitu
confidence	joy	0.547	konfiantza
mistletoe	joy	0.547	mistoa
daughter	joy	0.547	alaba
lifted	joy	0.547	altxatu
goodmorning	joy	0.547	egun on
zeal	joy	0.547	gogoa
gifts	joy	0.547	opariak
gift	joy	0.547	opari
astonishment	joy	0.547	harridura
heart	joy	0.547	bihotza
completion	joy	0.547	osatzea
bonus	joy	0.547	bonus
charmed	joy	0.546	xarmatuta
dance	joy	0.545	dantza
sublime	joy	0.545	sublime
recreation	joy	0.545	aisialdia
encouragement	joy	0.545	animoak
god	joy	0.545	jainkoa
gush	joy	0.545	urratu
freshstart	joy	0.544	hasiberria
free	joy	0.544	dohainik
savior	joy	0.543	salbatzailea
sanctuary	joy	0.541	santutegia
grandchildren	joy	0.540	bilobak
wellness	joy	0.537	ongizatea
revel	joy	0.534	gozatu
music	joy	0.531	musika
fab	joy	0.531	Fab
bridal	joy	0.531	ezkongai
soar	joy	0.531	igotzen
alive	joy	0.531	bizirik
money	joy	0.531	dirua
soothing	joy	0.531	lasaigarria
serene	joy	0.531	lasai
holiness	joy	0.531	santutasuna
inspirational	joy	0.531	inspiratzailea
matrimony	joy	0.531	ezkontza
dayoff	joy	0.531	egun librea
savor	joy	0.531	dastatu
vitality	joy	0.531	bizitasun
confident	joy	0.531	ziur
firstborn	joy	0.531	lehen-semeak
rainbow	joy	0.531	ortzadarra
liberation	joy	0.531	askapena
elegant	joy	0.530	dotorea
mastery	joy	0.530	maisutasuna
glimmer	joy	0.530	distira
illumination	joy	0.530	argiztapena
blossom	joy	0.530	loratu
warmth	joy	0.530	beroa
welcomed	joy	0.530	ongi etorria
treat	joy	0.529	tratatu
faithful	joy	0.529	fidela
snuggles	joy	0.522	kikiltzen
laurels	joy	0.521	erramuak
commendable	joy	0.519	txalogarria
succeed	joy	0.516	arrakasta
jingle	joy	0.516	txinga
zest	joy	0.516	zestoa
noschool	joy	0.516	eskolarik ez
brotherly	joy	0.516	senide
silly	joy	0.516	tontoa
abundant	joy	0.516	ugaria
fancy	joy	0.516	fantasia
resplendent	joy	0.516	distiratsu
strengthening	joy	0.516	indartuz
presents	joy	0.516	opariak
pride	joy	0.516	harrotasuna
almighty	joy	0.516	ahalguztidun
powerful	joy	0.516	indartsua
aspire	joy	0.516	aspiratu
remarkable	joy	0.516	nabarmena
greeted	joy	0.516	agurtu
thanking	joy	0.515	eskerrak emanez
cutie	joy	0.515	kutia
kudos	joy	0.515	zorionak
therapeutic	joy	0.515	terapeutikoa
zen	joy	0.515	zen
coronation	joy	0.515	koroatzea
complete	joy	0.515	osatu
shining	joy	0.515	distiratsu
spirit	joy	0.515	izpiritua
princely	joy	0.515	printzezkoa
vivid	joy	0.515	bizia
comfort	joy	0.515	erosotasuna
leisure	joy	0.515	aisialdia
reunited	joy	0.515	berriro elkartu
kid	joy	0.515	umea
newme	joy	0.515	berriame
payday	joy	0.515	soldata eguna
animated	joy	0.515	animatua
familytime	joy	0.515	familia garaia
relationship	joy	0.514	harremana
godly	joy	0.514	jainkotiarra
marriage	joy	0.514	ezkontza
daymade	joy	0.514	egun egina
spouse	joy	0.507	ezkontide
intimately	joy	0.507	intimoan
respect	joy	0.500	errespetua
bloom	joy	0.500	loratu
purr	joy	0.500	purrustada
carefree	joy	0.500	arduragabe
nature	joy	0.500	natura
encourage	joy	0.500	animatu
soulful	joy	0.500	arimatsu
refreshed	joy	0.500	freskatu
family	joy	0.500	familia
gem	joy	0.500	harribitxi
meritorious	joy	0.500	merezimenduzkoa
achieved	joy	0.500	lortua
motherhood	joy	0.500	amatasuna
holyspirit	joy	0.500	espiritu saindua
surreal	joy	0.500	surrealista
charitable	joy	0.500	karitatezko
teamjesus	joy	0.500	talde jesus
stressrelief	joy	0.500	estresa kentzea
erotic	joy	0.500	erotikoa
inviting	joy	0.500	gonbidatzen
baby	joy	0.500	umea
dignity	joy	0.500	duintasuna
satisfied	joy	0.500	pozik
visionary	joy	0.500	ikuskaria
memorable	joy	0.500	gogoangarria
veracity	joy	0.500	egiazkotasuna
healthy	joy	0.500	osasuntsu
welcoming	joy	0.500	ongietorria
diamond	joy	0.500	diamantea
christ	joy	0.500	kristo
beach	joy	0.500	hondartza
accomplish	joy	0.500	bete
friends	joy	0.500	lagunak
excel	joy	0.500	excel
health	joy	0.493	osasuna
aura	joy	0.493	aura
yehey	joy	0.486	bai
approved	joy	0.486	onartua
oasis	joy	0.486	oasia
liberty	joy	0.486	askatasuna
crowning	joy	0.485	koroatzea
aspiration	joy	0.485	aspirazioa
privileged	joy	0.485	pribilegiatua
crescendo	joy	0.485	crescendo
rapture	joy	0.485	harrapadura
liberate	joy	0.485	askatu
nocomplaints	joy	0.485	kexarik ez
prestige	joy	0.485	prestigioa
bounty	joy	0.485	sari
gentle	joy	0.485	leuna
inseparable	joy	0.485	banaezina
engaging	joy	0.485	erakargarria
loyal	joy	0.485	leial
betrothed	joy	0.485	ezkongaia
transcendence	joy	0.484	transzendentzia
selfworth	joy	0.484	norberaren balioa
yummy	joy	0.484	goxoa
datenight	joy	0.484	egun gaua
destiny	joy	0.484	patua
heyday	joy	0.484	gorena
aloha	joy	0.484	aloha
desire	joy	0.484	gogoa
dream	joy	0.484	ametsa
luck	joy	0.484	zortea
fete	joy	0.484	festa
trophy	joy	0.484	garaikurra
bouquet	joy	0.484	sorta
chocolate	joy	0.484	txokolatea
creativity	joy	0.484	sormena
boyfriend	joy	0.480	mutil-laguna
commemoration	joy	0.479	oroitzapena
intelligence	joy	0.477	adimena
readiness	joy	0.473	prest
friend	joy	0.471	laguna
bride	joy	0.471	emaztegaia
enthusiast	joy	0.471	zaletu
lush	joy	0.470	oparoa
inheritance	joy	0.470	herentzia
soothe	joy	0.470	baretu
tickle	joy	0.470	kilikida
kiddo	joy	0.470	umetxoa
nostalgia	joy	0.470	nostalgia
massage	joy	0.470	masajea
calming	joy	0.470	lasaigarria
adventure	joy	0.470	abentura
pretty	joy	0.469	polita
purring	joy	0.469	purrustaka
eternal	joy	0.469	betierekoa
humanitarian	joy	0.469	humanitarioa
nurture	joy	0.469	elikatu
giving	joy	0.469	emanez
rest	joy	0.469	atsedena
getaway	joy	0.469	ihes
goals	joy	0.469	helburuak
pray	joy	0.469	otoitz egin
bridegroom	joy	0.469	ezkongai
heartily	joy	0.469	bihotz-bihotzez
luster	joy	0.469	distira
bonding	joy	0.469	lotura
princess	joy	0.469	printzesa
amicable	joy	0.469	adiskidetsua
benevolence	joy	0.469	onginahia
child	joy	0.466	ume
salutary	joy	0.465	osasungarria
invite	joy	0.457	gonbidatu
beam	joy	0.456	habea
reminiscing	joy	0.456	gogoratzen
befriend	joy	0.455	lagun egin
aesthetics	joy	0.455	estetika
friday	joy	0.455	ostirala
freshair	joy	0.455	Aire freskoa
ceremony	joy	0.455	zeremonia
kindred	joy	0.455	senideak
mindfulness	joy	0.455	gogoantasuna
sonice	joy	0.455	Hain polita
elevation	joy	0.455	kota
tropical	joy	0.455	tropikalak
scholarship	joy	0.455	beka
hee	joy	0.455	hee
noworries	joy	0.453	ez kezkatu
allure	joy	0.453	erakargarritasuna
approve	joy	0.453	onartzea
scenery	joy	0.453	paisaia
waterfall	joy	0.453	ur-jauzia
vindication	joy	0.453	errebindikazioa
namaste	joy	0.453	namaste
commemorate	joy	0.453	gogoratu
faith	joy	0.453	fedea
birth	joy	0.453	jaiotza
forgiveness	joy	0.453	barkamena
journey	joy	0.447	bidaia
meditation	joy	0.446	meditazioa
relaxed	joy	0.442	lasai
present	joy	0.441	presente
weekend	joy	0.441	asteburu
tender	joy	0.441	samurra
tranquil	joy	0.441	lasai
lyrical	joy	0.439	lirikoa
sharing	joy	0.439	partekatzea
esteem	joy	0.439	estimua
nostalgic	joy	0.439	nostalgikoa
prayer	joy	0.439	otoitza
righteousness	joy	0.439	zuzentasuna
husband	joy	0.438	senarra
relief	joy	0.438	erliebea
strength	joy	0.438	indarra
mighty	joy	0.438	ahaltsu
unbeaten	joy	0.438	garaitu gabe
eager	joy	0.438	irrikaz
share	joy	0.438	partekatu
newday	joy	0.438	egun berria
sonnet	joy	0.438	sonetoa
meditate	joy	0.438	gogoeta egin
life	joy	0.438	bizitza
winterbreak	joy	0.429	neguko oporrak
warm	joy	0.429	epela
movingforward	joy	0.429	aurrera eginez
buddy	joy	0.427	laguna
oneness	joy	0.426	batasuna
unconstrained	joy	0.424	mugagabea
amen	joy	0.424	amen
reverence	joy	0.424	begirunea
healthful	joy	0.424	osasuntsu
thelittlethings	joy	0.424	gauza txikiak
medal	joy	0.424	domina
unsurpassed	joy	0.424	gaindituezina
candlelight	joy	0.424	kandela-argia
carols	joy	0.424	kantak
ejaculation	joy	0.424	eiakulazioa
beginnings	joy	0.422	hastapenak
sledding	joy	0.422	trineoa
graduation	joy	0.422	graduazioa
frisky	joy	0.422	birringarri
lml	joy	0.422	lml
ease	joy	0.422	erraztasuna
symphony	joy	0.422	sinfonia
wealth	joy	0.422	aberastasuna
helpful	joy	0.422	lagungarria
musical	joy	0.422	musikala
glitter	joy	0.422	distira
calmness	joy	0.422	lasaitasuna
energy	joy	0.422	energia
safe	joy	0.422	seguru
nostress	joy	0.421	gureak
soundness	joy	0.421	sendotasuna
promise	joy	0.415	agintzen
reunite	joy	0.414	elkartu
mother	joy	0.412	ama
salvation	joy	0.412	salbazioa
poems	joy	0.412	poemak
clown	joy	0.409	pailazoa
lavender	joy	0.409	izpilikua
immaculate	joy	0.409	garbigabea
purify	joy	0.409	garbitu
inauguration	joy	0.409	inaugurazioa
aromatherapy	joy	0.409	aromaterapia
lighten	joy	0.409	argitu
travel	joy	0.409	bidaiatu
cash	joy	0.406	eskudirua
companion	joy	0.406	bidelagun
live	joy	0.406	bizi
opportune	joy	0.406	aproposa
completing	joy	0.406	osatuz
charity	joy	0.406	karitatea
heal	joy	0.406	sendatu
star	joy	0.406	izarra
wishing	joy	0.406	desiratuz
flowers	joy	0.406	loreak
income	joy	0.403	errenta
soul	joy	0.401	arima
munchies	joy	0.400	makalak
emancipation	joy	0.397	emantzipazioa
indescribable	joy	0.397	deskribaezina
progress	joy	0.397	aurrerapena
equality	joy	0.394	berdintasuna
childhood	joy	0.394	haurtzaroa
together	joy	0.394	elkarrekin
rhythmical	joy	0.394	erritmikoa
fullness	joy	0.394	betetasuna
calm	joy	0.394	lasai
hammock	joy	0.394	hamaka
picnic	joy	0.394	piknika
movies	joy	0.393	filmak
zealous	joy	0.393	gogotsu
playground	joy	0.391	jolastokia
affluence	joy	0.391	oparotasuna
warms	joy	0.391	berotzen
choir	joy	0.391	abesbatza
littlethings	joy	0.391	gauza txikiak
auspicious	joy	0.391	aproposa
meaningful	joy	0.391	esanguratsua
adventures	joy	0.391	abenturak
goofy	joy	0.391	goxoa
starry	joy	0.391	izartsua
humanity	joy	0.391	gizatasuna
gesture	joy	0.387	keinua
witty	joy	0.382	gogotsu
vow	joy	0.382	zin
shopping	joy	0.382	erosketak
vibes	joy	0.379	giroak
worship	joy	0.379	gurtza
jump	joy	0.379	salto egin
communion	joy	0.379	jaunartzea
reverend	joy	0.377	erreberendoa
rising	joy	0.375	igotzen
advance	joy	0.375	aldez aurretik
beaches	joy	0.375	hondartzak
sonorous	joy	0.375	soinutsua
courtship	joy	0.375	gorteiatzea
experience	joy	0.375	esperientzia
reunion	joy	0.375	bilera
simplicity	joy	0.375	sinpletasuna
full	joy	0.375	betea
hymn	joy	0.375	ereserkia
spirits	joy	0.375	izpirituak
unforgettable	joy	0.375	ahaztezina
mirth	joy	0.375	alaitasuna
youth	joy	0.375	gazteria
scenic	joy	0.375	eszenikoa
unique	joy	0.375	bakarra
redeemed	joy	0.375	erredimituak
alliance	joy	0.368	aliantza
baptismal	joy	0.368	bataioa
grant	joy	0.366	beka
kitten	joy	0.364	katutxoa
sanctification	joy	0.364	santutzea
conciliation	joy	0.364	kontziliazioa
improves	joy	0.364	hobetzen du
pure	joy	0.364	hutsa
improve	joy	0.364	hobetu
authentic	joy	0.364	benetakoa
moonlight	joy	0.364	ilargia
weightloss	joy	0.362	pisua galtzea
raspberries	joy	0.360	mugurdiak
feeling	joy	0.359	sentimendua
jest	joy	0.359	broma
independent	joy	0.359	independentea
sanctify	joy	0.359	saindu
devotional	joy	0.359	deboziozkoa
tinsel	joy	0.359	tinsel
proficiency	joy	0.359	trebetasuna
listenting	joy	0.359	entzuten
fidelity	joy	0.359	fideltasuna
revival	joy	0.359	berpiztea
giver	joy	0.353	emaile
cocoa	joy	0.353	kakaoa
deliverance	joy	0.348	askapena
melody	joy	0.348	doinua
unification	joy	0.348	bateratzea
romp	joy	0.348	zalaparta
purpose	joy	0.348	helburua
choral	joy	0.348	korala
exceed	joy	0.348	gainditu
dolphin	joy	0.348	izurdea
roaring	joy	0.348	orroka
favor	joy	0.348	mesede
hotyoga	joy	0.347	hotyoga
voluptuous	joy	0.344	boluptuosoa
fruits	joy	0.344	fruituak
cookies	joy	0.344	cookieak
manicure	joy	0.344	manikura
nowork	joy	0.344	lanik ez
date	joy	0.344	data
newstart	joy	0.344	berri hasiera
hedonism	joy	0.344	hedonismoa
pledge	joy	0.344	konpromisoa
electric	joy	0.344	elektrikoa
humble	joy	0.344	apala
roadtrip	joy	0.344	errepide bidaia
thx	joy	0.344	eskerrik asko
kiddos	joy	0.344	umetxoak
celebrity	joy	0.342	ospetsu
bridesmaid	joy	0.338	andregaia
rhythm	joy	0.338	erritmoa
spa	joy	0.333	bainuetxea
snowday	joy	0.333	elur eguna
familiarity	joy	0.333	familiartasuna
coffee	joy	0.333	kafea
edification	joy	0.333	eraikuntza
garden	joy	0.333	lorategi
renovation	joy	0.333	berritzea
dawn	joy	0.333	egunsentia
connoisseur	joy	0.333	jakitun
gazing	joy	0.333	begira
obliging	joy	0.333	behartsu
partner	joy	0.333	bikotekidea
foodie	joy	0.331	janarizalea
synchronize	joy	0.329	sinkronizatu
tribulation	joy	0.328	tribulazioa
psalm	joy	0.328	salmoa
pedicure	joy	0.328	pedikura
noregrets	joy	0.328	damurik ez
chirping	joy	0.328	txintxiloka
saint	joy	0.328	santua
healing	joy	0.328	sendatzea
carol	joy	0.328	karol
true	joy	0.328	egia
hobby	joy	0.328	zaletasun
amnesty	joy	0.328	amnistia
respite	joy	0.324	atseden
recreational	joy	0.318	aisialdirako
cousins	joy	0.318	lehengusuak
mellow	joy	0.318	leuna
restorative	joy	0.318	zaharberritzailea
lazyday	joy	0.318	alferra
classics	joy	0.318	klasikoak
reconciliation	joy	0.316	adiskidetzea
woods	joy	0.312	basoak
progression	joy	0.312	progresioa
muchneeded	joy	0.312	behar-beharrezkoa
sterling	joy	0.312	esterlina
dove	joy	0.312	usoa
simplify	joy	0.312	sinplifikatu
fitness	joy	0.312	fitness
sunset	joy	0.312	ilunabarra
wisdom	joy	0.312	jakinduria
relight	joy	0.312	berriro argitu
living	joy	0.312	bizi
presto	joy	0.312	presto
playhouse	joy	0.312	ludoteka
superman	joy	0.312	supergizona
pony	joy	0.312	pottoka
recovery	joy	0.312	berreskuratzea
crafts	joy	0.312	eskulanak
lord	joy	0.312	jauna
deal	joy	0.312	tratua
improvement	joy	0.309	hobekuntza
infant	joy	0.309	haurtxoa
absolution	joy	0.306	absoluzioa
honest	joy	0.303	zintzoa
gently	joy	0.303	astiro-astiro
banquet	joy	0.303	oturuntza
established	joy	0.303	ezarri
endless	joy	0.303	amaigabea
decorating	joy	0.303	apaintzea
providing	joy	0.300	eskainiz
lounging	joy	0.297	atseden hartzen
growth	joy	0.297	hazkundea
strolling	joy	0.297	paseatzen
feat	joy	0.297	balentria
morals	joy	0.297	morala
mine	joy	0.297	nirea
spending	joy	0.297	gastua
light	joy	0.297	argia
spiritual	joy	0.297	espirituala
quaint	joy	0.297	bitxia
fraternal	joy	0.297	senide
notable	joy	0.297	nabarmena
softly	joy	0.297	emeki
harvest	joy	0.297	uzta
yearning	joy	0.297	irrika
breeze	joy	0.297	haizea
joker	joy	0.297	txantxalari
meditating	joy	0.297	gogoeta egiten
fervor	joy	0.295	sutsutasuna
quotes	joy	0.294	komatxoak
volunteer	joy	0.294	boluntario
gain	joy	0.288	irabazia
resources	joy	0.288	baliabideak
create	joy	0.288	sortu
psalms	joy	0.288	salmoak
hippie	joy	0.288	hippie
taoism	joy	0.288	taoismoa
midwife	joy	0.288	emagina
receiving	joy	0.287	jasotzen
snowfall	joy	0.286	elurra
ocean	joy	0.286	ozeanoa
lsd	joy	0.286	lsd
hiking	joy	0.283	mendi ibilaldiak
evergreen	joy	0.281	hosto iraunkorrak
destination	joy	0.281	helmuga
candid	joy	0.281	lañoa
unwind	joy	0.281	desegin
truce	joy	0.281	tregua
toast	joy	0.281	topa
chill	joy	0.281	hoztu
infinity	joy	0.281	infinitua
rested	joy	0.281	atseden hartu
buzzing	joy	0.281	burrunbaka
venerable	joy	0.279	agurgarria
balance	joy	0.275	oreka
retirement	joy	0.275	erretiroa
fireplace	joy	0.273	tximinia
buddha	joy	0.273	buda
devout	joy	0.273	debotoa
drinks	joy	0.273	edariak
rapt	joy	0.273	harrotuta
swim	joy	0.273	igeri egin
compensate	joy	0.273	konpentsatu
snowing	joy	0.271	elurra egiten
sublimation	joy	0.270	sublimazioa
fruity	joy	0.268	fruitutsua
sunday	joy	0.266	igandea
sketching	joy	0.266	zirriborratzen
paragon	joy	0.266	paragoia
humility	joy	0.266	apaltasuna
ministry	joy	0.266	ministerioa
waves	joy	0.266	olatuak
cathedral	joy	0.266	katedrala
sun	joy	0.266	eguzkia
yoga	joy	0.266	yoga
fortitude	joy	0.266	sendotasuna
salute	joy	0.266	agurra
buddhism	joy	0.266	budismoa
whim	joy	0.266	kapritxoa
artwork	joy	0.265	artelana
practiced	joy	0.264	praktikatu
clean	joy	0.260	garbi
running	joy	0.258	korrika
clarity	joy	0.258	argitasuna
found	joy	0.258	aurkituta
fitting	joy	0.258	egokitzea
immerse	joy	0.258	murgildu
exercise	joy	0.258	ariketa
food	joy	0.258	janari
autumn	joy	0.254	udazkena
fit	joy	0.250	egokitu
morning	joy	0.250	goizean
contagious	joy	0.250	kutsakorra
outdoors	joy	0.250	kanpoan
hardy	joy	0.250	gogorra
candles	joy	0.250	kandelak
advocacy	joy	0.250	aldarrikapena
countryside	joy	0.250	landa
demonstrative	joy	0.250	erakusgarri
football	joy	0.250	futbola
chirp	joy	0.250	txirrindu
chilled	joy	0.250	hoztuta
undying	joy	0.250	hilezin
visitor	joy	0.250	bisitaria
clap	joy	0.250	txaloka
diary	joy	0.250	egunkaria
ardent	joy	0.250	sutsu
expedient	joy	0.250	komenigarria
mountain	joy	0.250	mendia
cradle	joy	0.247	sehaska
trance	joy	0.246	trantzea
intense	joy	0.242	bizia
procession	joy	0.242	prozesioa
church	joy	0.242	eliza
pay	joy	0.242	ordaindu
supremacy	joy	0.242	nagusitasuna
preservative	joy	0.242	kontserbatzailea
grow	joy	0.242	hazi
breakfast	joy	0.242	gosaria
consecration	joy	0.235	sagarapena
salary	joy	0.234	soldata
lifetime	joy	0.234	bizitza
incense	joy	0.234	intsentsua
ordination	joy	0.234	ordenazioa
snowy	joy	0.234	elurra
art	joy	0.234	art
nursery	joy	0.234	haurtzaindegia
skiing	joy	0.234	eskiatzen
candle	joy	0.234	kandela
doll	joy	0.234	panpina
vote	joy	0.234	bozkatu
humbled	joy	0.234	apaldu
lyre	joy	0.234	lira
pastry	joy	0.229	gozogintza
remedy	joy	0.227	erremedio
