English Word	Emotion	Emotion-Intensity-Score	Corsican Word
displaced	fear	0.438	spustatu
dislocated	fear	0.438	dislocatu
prick	fear	0.438	picca
targeting	fear	0.438	targeting
obstruct	fear	0.438	ostaculi
gasping	fear	0.438	ansante
scarcity	fear	0.438	scarsità
irreconcilable	fear	0.438	irreconciliable
impermeable	fear	0.438	impermeable
broke	fear	0.438	ruttu
halting	fear	0.435	fermendu
mysterious	fear	0.435	misteriu
insulting	fear	0.435	insultante
rebels	fear	0.435	ribelli
repulsion	fear	0.431	repulsione
glare	fear	0.430	splendore
punitive	fear	0.425	punitivu
sordid	fear	0.425	sordidu
stake	fear	0.423	palu
tempest	fear	0.423	tempesta
deleterious	fear	0.422	deleteriu
reticent	fear	0.422	reticenti
stresses	fear	0.422	stresses
fainting	fear	0.422	svenimentu
offense	fear	0.422	offense
extrajudicial	fear	0.422	extragiudiziale
delusion	fear	0.422	illusione
thumping	fear	0.422	battendu
lament	fear	0.422	lamentu
depress	fear	0.422	deprime
usurped	fear	0.422	usurpatu
bigot	fear	0.422	biguttu
hydra	fear	0.422	idra
stressin	fear	0.422	stressin
coyote	fear	0.422	coyote
wilderness	fear	0.422	desertu
infamous	fear	0.422	infame
troll	fear	0.422	troll
dissident	fear	0.422	dissidenti
unnatural	fear	0.422	innaturale
disappear	fear	0.422	spariscia
bayonet	fear	0.422	baionetta
depresson	fear	0.422	depressione
anathema	fear	0.422	anatema
steal	fear	0.422	arrubbari
publicspeaking	fear	0.422	parlà in publicu
burdensome	fear	0.422	pisanti
bier	fear	0.422	bier
prowl	fear	0.422	prugna
ultimatum	fear	0.422	ultimatum
varicella	fear	0.422	varicella
suspension	fear	0.422	sospensjoni
unsteady	fear	0.422	instabile
heathen	fear	0.422	pagani
alien	fear	0.422	alien
adversity	fear	0.418	avversità
ineptitude	fear	0.417	ineptitude
outsider	fear	0.413	fora
ugliness	fear	0.410	bruttura
immoral	fear	0.410	immurali
vulture	fear	0.410	vulturu
ghetto	fear	0.406	ghettu
nausea	fear	0.406	nausea
weakly	fear	0.406	debbuli
penance	fear	0.406	penitenza
distressed	fear	0.406	afflittu
dominant	fear	0.406	dominante
disallowed	fear	0.406	disattivatu
recklessness	fear	0.406	imprudenza
insolvent	fear	0.406	insolvente
wary	fear	0.406	prudente
scar	fear	0.406	cicatrice
ohdear	fear	0.406	oh caru
drones	fear	0.406	droni
tearful	fear	0.406	in lacrime
stretcher	fear	0.406	barella
stressing	fear	0.406	stressing
omnipotence	fear	0.406	omnipotenza
rubble	fear	0.406	macerie
escape	fear	0.406	scappà
whimper	fear	0.406	piagnu
dismissal	fear	0.406	licenziamentu
screech	fear	0.406	stridulu
resection	fear	0.406	resection
disorder	fear	0.406	disordine
possession	fear	0.406	pusessu
claw	fear	0.406	unghie
blackout	fear	0.406	blackout
squall	fear	0.406	burrasca
disabled	fear	0.406	disabilitatu
deport	fear	0.406	deportà
disgust	fear	0.406	disgustu
stressful	fear	0.406	stressanti
socialism	fear	0.405	sucialismu
conspiracy	fear	0.400	cuspirazione
toughness	fear	0.400	durezza
defection	fear	0.398	defezione
absence	fear	0.396	assenza
moan	fear	0.394	lagna
crusade	fear	0.392	cruciata
overt	fear	0.391	palesa
whatdoido	fear	0.391	chistu
refutation	fear	0.391	refutazione
descent	fear	0.391	discendenza
reject	fear	0.391	ricusà
suspicion	fear	0.391	suspettu
exigent	fear	0.391	esigente
concealment	fear	0.391	dissimulazione
xanax	fear	0.391	xanax
cleave	fear	0.391	fende
diagnosis	fear	0.391	diagnosi
separation	fear	0.391	separazione
spaz	fear	0.391	spaz
musket	fear	0.391	moschettu
brimstone	fear	0.391	zolfo
repellent	fear	0.391	repellent
discrimination	fear	0.391	discriminazione
unrest	fear	0.391	disordine
insolvency	fear	0.391	insolvenza
submission	fear	0.391	sottumissione
mental	fear	0.391	mentale
scarecrow	fear	0.391	spaventapasseri
snare	fear	0.391	trappula
unemployed	fear	0.391	disoccupati
stifled	fear	0.391	affucatu
procedure	fear	0.391	prucedura
excitation	fear	0.391	eccitazione
cyst	fear	0.391	cisti
avoiding	fear	0.391	evitendu
lose	fear	0.391	perde
nervy	fear	0.391	nervi
gulp	fear	0.391	gulp
conquer	fear	0.391	cunquistà
dubious	fear	0.391	dubbitu
hardened	fear	0.391	indurita
radon	fear	0.391	radon
urgency	fear	0.391	urgenza
theocratic	fear	0.391	teocràticu
poverty	fear	0.391	miseria
throb	fear	0.388	battitu
outcast	fear	0.388	emarginatu
orc	fear	0.388	orcu
disapprove	fear	0.380	disappruvà
dontpanic	fear	0.378	ùn ci voli micca à essa spavintatu
withdrawals	fear	0.377	ritiri
plea	fear	0.377	pregu
expose	fear	0.375	espose
edict	fear	0.375	edittu
frigate	fear	0.375	fregata
bunker	fear	0.375	bunker
obligor	fear	0.375	debitore
suspected	fear	0.375	suspettatu
interrogate	fear	0.375	interrogate
escaped	fear	0.375	scappatu
flu	fear	0.375	influenza
ocd	fear	0.375	ocd
taunt	fear	0.375	burla
sultan	fear	0.375	sultanu
bad	fear	0.375	male
bankrupt	fear	0.375	fallimentu
psychological	fear	0.375	psicologicu
dentistry	fear	0.375	odontologia
chimera	fear	0.375	chimera
sneaking	fear	0.375	furtuna
nauseous	fear	0.375	nauseous
barricade	fear	0.375	barricata
locust	fear	0.375	locusta
dissolution	fear	0.375	dissoluzione
misconception	fear	0.375	misconception
embarrassment	fear	0.375	vargogna
chasm	fear	0.375	abissu
grieve	fear	0.375	piantà
khan	fear	0.375	Khan
coldness	fear	0.375	friddizza
kerosene	fear	0.375	kerosene
antsy	fear	0.375	anziana
mentalhealth	fear	0.375	salute mentale
obi	fear	0.375	obi
pressure	fear	0.375	pressione
military	fear	0.375	militari
whirlpool	fear	0.375	vortice
repellant	fear	0.373	repellent
unknown	fear	0.369	scunnisciutu
pare	fear	0.367	pare
jealousy	fear	0.365	ghjilosia
formidable	fear	0.359	formidable
desert	fear	0.359	desertu
cautionary	fear	0.359	prudente
onedge	fear	0.359	onedge
jaundice	fear	0.359	itterizia
pessimism	fear	0.359	pessimismu
recurring	fear	0.359	recurrente
difficult	fear	0.359	difficiule
concerned	fear	0.359	cuncernatu
consternation	fear	0.359	custernazione
bottomless	fear	0.359	senza fondu
revolution	fear	0.359	rivuluzione
stint	fear	0.359	stint
government	fear	0.359	guvernu
bankruptcy	fear	0.359	fallimentu
timid	fear	0.359	timidu
contempt	fear	0.359	disprezzu
warned	fear	0.359	avvistatu
measles	fear	0.359	morbillu
rejects	fear	0.359	rifiuta
sectarian	fear	0.359	settariu
headaches	fear	0.359	mal di testa
dart	fear	0.359	dardo
sortie	fear	0.359	sortita
wasting	fear	0.359	perdu
conquest	fear	0.359	cunquista
depreciation	fear	0.359	ammortizzazioni
mournful	fear	0.359	luttu
mandamus	fear	0.359	mandamus
spike	fear	0.359	spiccu
cur	fear	0.359	cur
burke	fear	0.359	burke
rebel	fear	0.359	ribellu
exam	fear	0.359	esame
anomaly	fear	0.359	anomalia
mug	fear	0.359	mug
constrain	fear	0.358	custringhje
languishing	fear	0.358	languindu
bane	fear	0.356	bane
impeach	fear	0.354	impeach
warden	fear	0.354	guardianu
adverse	fear	0.352	avversu
lawyer	fear	0.349	avvucatu
libel	fear	0.348	libellu
retrenchment	fear	0.345	ritirata
imminent	fear	0.345	imminente
shame	fear	0.344	vergogna
avoidance	fear	0.344	evità
shortage	fear	0.344	carenza
opium	fear	0.344	oppiu
swerve	fear	0.344	sviate
evade	fear	0.344	evade
servile	fear	0.344	servile
pest	fear	0.344	peste
hesitation	fear	0.344	esitazione
loneliness	fear	0.344	sulitudine
discipline	fear	0.344	disciplina
fanaticism	fear	0.344	fanatisimu
sorrow	fear	0.344	dulore
hiss	fear	0.344	sibila
belittle	fear	0.344	sminuisce
knell	fear	0.344	chjappà
contentious	fear	0.344	cuntinciosa
bearish	fear	0.344	ribassista
opposed	fear	0.344	oppostu
launches	fear	0.344	lancia
taboo	fear	0.344	tabù
cutter	fear	0.344	cutter
defy	fear	0.344	sfida
unjustifiable	fear	0.344	inghjustificabile
parachute	fear	0.344	parachute
eel	fear	0.344	anguilla
psych	fear	0.344	psichica
aaaaaaah	fear	0.344	aaaaaaah
verdict	fear	0.344	verdict
mri	fear	0.344	mri
shaky	fear	0.344	tremuli
resistant	fear	0.344	resistente
obstacle	fear	0.344	ostaculu
reckless	fear	0.344	imprudente
recession	fear	0.344	ricessione
disrespectful	fear	0.343	senza rispettu
phalanx	fear	0.342	falange
creature	fear	0.340	criatura
specter	fear	0.331	spettru
mortgage	fear	0.331	ipoteca
enigmatic	fear	0.329	enigmaticu
supremacy	fear	0.328	supremazia
bugaboo	fear	0.328	bugabu
defendant	fear	0.328	accusatu
feeling	fear	0.328	sintimentu
ethereal	fear	0.328	etereu
undesirable	fear	0.328	indesevule
mishap	fear	0.328	disgrazia
outpost	fear	0.328	avanzata
weirdo	fear	0.328	stranu
caution	fear	0.328	prudenza
spillin	fear	0.328	spillinu
dike	fear	0.328	diga
dominion	fear	0.328	duminiu
wimp	fear	0.328	sciacca
quash	fear	0.328	scaccià
subordinate	fear	0.328	subordinatu
shank	fear	0.328	stincu
remove	fear	0.328	caccià
senseless	fear	0.328	senza sensu
shutdown	fear	0.328	chjodi
gametime	fear	0.328	tempu di ghjocu
uhoh	fear	0.328	uhoh
loom	fear	0.328	tela
police	fear	0.328	Polizia
wrongly	fear	0.328	sbagliatu
unlucky	fear	0.328	sfurtunatu
gladiator	fear	0.328	gladiatore
adrift	fear	0.328	a deriva
hives	fear	0.328	bugni
smut	fear	0.328	smut
encumbrance	fear	0.328	ingaghjamentu
unsettled	fear	0.327	inseme
scarce	fear	0.327	scarsa
antisocial	fear	0.324	antisociale
astray	fear	0.320	sviatu
vigilant	fear	0.319	vigilante
socialist	fear	0.318	sucialistu
halter	fear	0.318	cavezza
pessimist	fear	0.317	pessimista
pacing	fear	0.316	ritmu
wimpy	fear	0.312	sciacca
clinical	fear	0.312	clinicu
blight	fear	0.312	torcia
muzzle	fear	0.312	muschiu
ahhhhhhhh	fear	0.312	ahhhhhhh
therapist	fear	0.312	terapeuta
laxative	fear	0.312	lassativu
obsessing	fear	0.312	obsessing
seclusion	fear	0.312	isolamentu
foreigner	fear	0.312	straneru
dentist	fear	0.312	dentista
chargeable	fear	0.312	incaricatu
deadline	fear	0.312	scadenza
uneasy	fear	0.312	inquietu
valium	fear	0.312	valium
powerful	fear	0.312	putenti
opponent	fear	0.312	avversu
ordnance	fear	0.312	urdinamentu
cram	fear	0.312	cram
unexpected	fear	0.312	imprevisu
thorny	fear	0.312	spinosa
discontinuity	fear	0.312	discontinuità
conspire	fear	0.312	conspira
collusion	fear	0.312	collusione
litigate	fear	0.312	litigà
unkind	fear	0.312	sgradu
whirlwind	fear	0.312	turbulenza
nether	fear	0.312	nether
trickery	fear	0.312	inganni
bewilderment	fear	0.312	smarrimentu
overthinking	fear	0.309	overthinking
doubts	fear	0.308	dubbiti
seriousness	fear	0.305	serietà
irrational	fear	0.305	irrazionale
erase	fear	0.303	sguassà
teasing	fear	0.303	scherzi
razor	fear	0.303	rasoio
sweating	fear	0.298	sudatu
mage	fear	0.297	magu
giant	fear	0.297	giant
weighty	fear	0.297	pesi
warning	fear	0.297	avvirtimentu
avoid	fear	0.297	evitari
inflation	fear	0.297	inflazioni
mislead	fear	0.297	ingannà
adjudicate	fear	0.297	ghjudicà
endless	fear	0.297	infinitu
deflation	fear	0.297	deflazione
depreciated	fear	0.297	deprezzatu
bitch	fear	0.297	cagna
swamp	fear	0.297	palude
bale	fear	0.297	balla
dashed	fear	0.297	trattu
crouching	fear	0.297	accovacciata
flounder	fear	0.297	liscia
hide	fear	0.297	ammuccià
reluctant	fear	0.297	riluttante
unsurpassed	fear	0.297	insuperabile
medical	fear	0.297	medicale
timidity	fear	0.297	timidezza
auditor	fear	0.297	auditor
deluge	fear	0.287	diluviu
disinformation	fear	0.286	disinformazione
court	fear	0.284	tribunale
aversion	fear	0.283	aversione
cartridge	fear	0.281	cartuccia
unfriendly	fear	0.281	amichevule
cautious	fear	0.281	prudente
surveillance	fear	0.281	surviglianza
yelp	fear	0.281	ghjalà
confusion	fear	0.281	cunfusione
apache	fear	0.281	apache
flying	fear	0.281	vulendu
submitting	fear	0.281	sottumessu
discourage	fear	0.281	scoraggià
rush	fear	0.281	fretta
fortress	fear	0.281	fortezza
dwarfed	fear	0.281	nanu
challenge	fear	0.281	sfida
notready	fear	0.281	no pronti
wan	fear	0.281	wan
mistaken	fear	0.281	sbagliatu
hurryup	fear	0.281	spiccia ti
swelling	fear	0.281	gonfiore
oncoming	fear	0.281	venendu
remains	fear	0.281	resta
unruly	fear	0.281	indisciplinatu
bigoted	fear	0.281	bigotti
intense	fear	0.279	intensu
noncompliance	fear	0.276	incunformità
alerts	fear	0.276	avvisi
planes	fear	0.274	aerei
cop	fear	0.273	cop
displeased	fear	0.273	dispiaciuta
unbridled	fear	0.271	senza frenu
problem	fear	0.266	prublema
crouch	fear	0.266	accuccià
sneak	fear	0.266	sneak
hood	fear	0.266	cappucciu
force	fear	0.266	forza
confession	fear	0.266	cunfessioni
posse	fear	0.266	pusse
banger	fear	0.266	banger
belt	fear	0.266	cintura
crowds	fear	0.266	folle
elevation	fear	0.266	elevazione
insomnia	fear	0.266	insomnia
auditions	fear	0.266	audizioni
forgotten	fear	0.266	scurdatu
affront	fear	0.266	affront
cloak	fear	0.266	mantellu
newjob	fear	0.266	novu travagliu
blindfold	fear	0.266	benda
skid	fear	0.266	skid
blemish	fear	0.266	difettu
uncanny	fear	0.266	inquietante
sentence	fear	0.266	sentenza
cupping	fear	0.266	cupping
regiment	fear	0.266	regimentu
hooded	fear	0.266	incappucciatu
operation	fear	0.266	funziunamentu
immerse	fear	0.266	immerse
shanghai	fear	0.266	shanghai
acrobat	fear	0.266	acrobata
flurries	fear	0.266	raffica
spur	fear	0.262	spur
mortgagor	fear	0.258	ipotecariu
defense	fear	0.258	difesa
insect	fear	0.250	insettu
defend	fear	0.250	difende
cataract	fear	0.250	cataratta
stealthy	fear	0.250	furtiva
swampy	fear	0.250	paludosa
sunk	fear	0.250	affundatu
run	fear	0.250	corre
scapegoat	fear	0.250	capru espiatore
jobinterview	fear	0.250	intervista di travagliu
repent	fear	0.250	pentite
breakingnews	fear	0.250	ultime notizie
obliging	fear	0.250	ubligatoriu
rascal	fear	0.250	furtuna
impatiently	fear	0.250	impaziente
react	fear	0.250	reagisce
doubt	fear	0.250	dubbitu
guard	fear	0.250	guardia
forewarned	fear	0.250	avvistu
foul	fear	0.250	bruttu
indifference	fear	0.250	indifferenza
hag	fear	0.250	hag
picket	fear	0.250	piccu
delusional	fear	0.250	delirante
standstill	fear	0.250	fermu
rating	fear	0.250	valutazione
spinster	fear	0.250	zitella
unfamiliar	fear	0.250	scunnisciutu
indecisive	fear	0.250	indecisu
grounded	fear	0.242	in terra
badhabit	fear	0.242	cattivu
highest	fear	0.236	più altu
aaaah	fear	0.234	aaaah
shrink	fear	0.234	strincà
insomniac	fear	0.234	insomniacu
chicken	fear	0.234	pollulu
bee	fear	0.234	ape
inequality	fear	0.234	inuguaglianza
verge	fear	0.234	bordu
shelters	fear	0.234	rifugi
buzz	fear	0.234	buzz
buck	fear	0.234	buck
discontent	fear	0.234	scuntentu
difficulty	fear	0.234	difficultà
finalized	fear	0.234	finalizatu
overdrive	fear	0.234	overdrive
pinion	fear	0.234	pignone
scaffold	fear	0.234	scaffold
dependence	fear	0.234	dipendenza
rekindle	fear	0.234	rinasce
instinctive	fear	0.234	istintivu
thatmoment	fear	0.234	quellu mumentu
sleepless	fear	0.234	senza sonnu
intercede	fear	0.234	intercede
psychiatrist	fear	0.234	psichiatra
rushing	fear	0.233	corse
overslept	fear	0.226	dormitu
default	fear	0.226	predeterminatu
confessional	fear	0.225	cunfessionale
impatient	fear	0.224	impaciente
tactics	fear	0.219	tattiche
aga	fear	0.219	aga
blues	fear	0.219	blues
thrill	fear	0.219	eccitazione
immigrant	fear	0.219	immigratu
veer	fear	0.219	vira
sweat	fear	0.219	sudore
cane	fear	0.219	canna
revelations	fear	0.219	rivelazioni
whatif	fear	0.219	chì si
waver	fear	0.219	vacillare
jungle	fear	0.219	jungla
fingerscrossed	fear	0.219	dita incrociate
stingy	fear	0.219	avara
bait	fear	0.219	esca
unequal	fear	0.219	ineguali
lastminute	fear	0.219	lastminute
heft	fear	0.219	pezza
overtired	fear	0.218	stancu
prognosis	fear	0.217	prognosi
alertness	fear	0.216	vigilanza
hyped	fear	0.214	hyped
wishmeluck	fear	0.212	auguri
somuchtodo	fear	0.212	somuchtudu
toomuchtodo	fear	0.212	troppu muttu
tryouts	fear	0.210	prove
clowns	fear	0.207	pagliacci
fluctuation	fear	0.204	fluttuazione
examination	fear	0.204	esame
restless	fear	0.204	inquietu
uphill	fear	0.203	in salita
quail	fear	0.203	quaglia
phew	fear	0.203	ufà
mighty	fear	0.203	putente
cross	fear	0.203	croce
hurry	fear	0.203	fretta
recesses	fear	0.203	recessi
intimacy	fear	0.203	intimità
overcome	fear	0.203	vince
birth	fear	0.203	nascita
acceptances	fear	0.203	accettazioni
help	fear	0.203	aiutu
fearless	fear	0.200	senza paura
change	fear	0.198	cambià
ware	fear	0.198	ware
withstand	fear	0.197	resisti
asap	fear	0.191	asap
heighten	fear	0.188	accurtà
watch	fear	0.188	fighjulà
tract	fear	0.188	trattu
advance	fear	0.188	avanzu
overcoming	fear	0.188	superà
attorney	fear	0.188	avvucatu
deadlines	fear	0.188	scadenze
bug	fear	0.188	bug
knots	fear	0.188	nodi
owing	fear	0.188	duvutu
waitinggame	fear	0.188	ghjocu in attesa
unorganised	fear	0.188	senza urganizazione
gnome	fear	0.188	gnomu
fragile	fear	0.188	fragile
cautiously	fear	0.188	cun prudenza
stillness	fear	0.188	quiete
intrigue	fear	0.188	intriga
rule	fear	0.188	regula
elf	fear	0.185	elfo
stillwaiting	fear	0.184	ancora aspittendu
lonely	fear	0.183	sulitariu
slippery	fear	0.181	scivolosa
interview	fear	0.180	intervista
everyman	fear	0.178	ogni omu
speculation	fear	0.176	speculazione
needtoknow	fear	0.173	bisognu di sapè
worship	fear	0.172	cultu
unsure	fear	0.172	incertu
surprise	fear	0.172	sorpresa
settlor	fear	0.172	settlor
competition	fear	0.172	cumpetizione
readytogo	fear	0.172	pronti à andà
checkpoint	fear	0.172	puntu di cuntrollu
composure	fear	0.172	cumpusizioni
interviewer	fear	0.172	intervistatore
chaff	fear	0.172	paglia
regulatory	fear	0.172	regulamentaria
birch	fear	0.172	betula
shell	fear	0.172	cunchiglia
assessment	fear	0.172	valutazione
uncertain	fear	0.172	incertu
rod	fear	0.172	verga
humanrights	fear	0.172	diritti umani
less	fear	0.167	menu
coy	fear	0.162	coghju
iris	fear	0.160	iris
intimately	fear	0.156	intimamente
hearing	fear	0.156	sente
legalized	fear	0.156	legalizatu
needit	fear	0.156	bisognu
audition	fear	0.156	audizione
retirement	fear	0.156	ritirata
countdown	fear	0.156	countdown
sly	fear	0.156	astutu
bases	fear	0.156	basi
ceasefire	fear	0.156	cessà u focu
medication	fear	0.156	medicazione
courageous	fear	0.154	curaggiu
overthinker	fear	0.153	overthinker
backtrack	fear	0.151	retrocede
dawned	fear	0.150	spuntò
censor	fear	0.149	censore
bailiff	fear	0.147	baillif
syllabus	fear	0.147	prugramma
delay	fear	0.141	ritardu
newcomer	fear	0.141	novu vinutu
imagination	fear	0.141	imaginazione
waiting	fear	0.141	aspittendu
gent	fear	0.141	gent
validity	fear	0.141	validità
cove	fear	0.141	cala
rationality	fear	0.141	razionalità
caricature	fear	0.141	caricatura
eventuality	fear	0.141	eventualità
alreadyyyyy	fear	0.140	giàyyyy
shy	fear	0.140	timido
symptom	fear	0.133	sintomu
excite	fear	0.132	eccitare
raccoon	fear	0.127	raccoon
clown	fear	0.125	clown
tryout	fear	0.125	prova
needtorelax	fear	0.125	bisognu di rilassate
swim	fear	0.125	natà
campaigning	fear	0.125	campagna
hawk	fear	0.125	falcu
prevent	fear	0.125	impediscenu
gameday	fear	0.125	ghjornu di ghjocu
ahhh	fear	0.125	ahhh
marry	fear	0.125	marità
sprite	fear	0.125	sprite
soready	fear	0.125	malatu
sag	fear	0.123	sag
pharmacy	fear	0.123	farmacia
policeman	fear	0.121	pulizzeru
dreamt	fear	0.111	sunniatu
lace	fear	0.111	lace
homework	fear	0.109	i travaglii di casa
destination	fear	0.109	destinazione
incase	fear	0.109	in casu
pray	fear	0.109	pricà
knot	fear	0.109	nodu
confidence	fear	0.109	cunfidenza
bigday	fear	0.109	bigday
holiness	fear	0.109	santità
notoriety	fear	0.109	notorietà
weight	fear	0.109	pesu
slender	fear	0.100	sveltu
undecided	fear	0.098	indecisu
sympathetic	fear	0.097	simpaticu
poise	fear	0.094	equilibriu
case	fear	0.094	casu
treat	fear	0.094	tratta
locate	fear	0.094	situà
loyal	fear	0.094	fideli
grades	fear	0.094	gradi
god	fear	0.094	diu
helmet	fear	0.094	cascu
confident	fear	0.094	cunfidendu
counsellor	fear	0.094	cunsiglieru
northeast	fear	0.088	nord-est
graduation	fear	0.078	graduazione
compassion	fear	0.078	cumpassione
nurture	fear	0.078	nutriscia
graded	fear	0.075	classificatu
mum	fear	0.070	mamma
infant	fear	0.067	zitellu
journey	fear	0.062	viaghju
parade	fear	0.062	parata
gradschool	fear	0.062	liceu
civilian	fear	0.062	civili
cloudiness	fear	0.062	nebulosità
cash	fear	0.062	cash
civilians	fear	0.062	civili
guidelines	fear	0.062	linee guida
soulmate	fear	0.062	anima gemella
youth	fear	0.062	ghjuventù
opera	fear	0.057	opera
synonymous	fear	0.056	sinonimu
honest	fear	0.047	onestu
praying	fear	0.047	pricà
intelligence	fear	0.038	intelligenza
volunteer	fear	0.031	vuluntariu
romance	fear	0.031	romanzu
lines	fear	0.031	linii
obey	fear	0.016	ubbidite
happiest	joy	0.986	più felice
happiness	joy	0.984	felicità
bliss	joy	0.971	felicità
celebrating	joy	0.970	festighjendu
jubilant	joy	0.969	giubilanti
ecstatic	joy	0.954	estatica
elation	joy	0.944	elazione
beaming	joy	0.938	radiante
bestdayever	joy	0.938	u megliu ghjornu
loveee	joy	0.932	amore
celebration	joy	0.929	celebrazione
awesomeness	joy	0.926	meraviglia
joy	joy	0.924	gioia
joyous	joy	0.922	gioiosa
fabulous	joy	0.922	fabulosa
happily	joy	0.922	felice
excitement	joy	0.922	eccitazione
exuberance	joy	0.922	esuberanza
makesmehappy	joy	0.922	rende felice
euphoria	joy	0.922	euforia
lovee	joy	0.920	amore
gratitude	joy	0.914	gratitùdine
happydance	joy	0.912	happydance
merriment	joy	0.912	allegria
spectacular	joy	0.912	spettaculari
overjoyed	joy	0.909	felicità
purebliss	joy	0.909	purezza
triumphant	joy	0.907	triunfante
ecstasy	joy	0.906	l'estasi
lovelovelove	joy	0.906	amore amore
cheerful	joy	0.906	allegru
cheer	joy	0.897	allegria
elated	joy	0.894	esultatu
peaceofmind	joy	0.891	pace di mente
jolly	joy	0.891	allegra
delighted	joy	0.891	piacè
lovethis	joy	0.891	amate questu
excitation	joy	0.891	eccitazione
exhilaration	joy	0.891	euforia
pleasures	joy	0.891	piacè
laugh	joy	0.891	ride
marvelously	joy	0.881	meravigliosamente
loving	joy	0.879	amuri
joyful	joy	0.879	allegria
blissful	joy	0.879	beata
outstanding	joy	0.879	eccezziunale
pleasurable	joy	0.877	piacevule
lovinglife	joy	0.875	amare a vita
enthusiastic	joy	0.875	entusiasta
glee	joy	0.875	gioia
iloveher	joy	0.875	iloveher
yaaaay	joy	0.875	jaaaay
overthemoon	joy	0.875	sopraluna
happyplace	joy	0.875	locu felice
sohappy	joy	0.868	tantu felice
superb	joy	0.864	superbe
woohoo	joy	0.864	woohoo
laughing	joy	0.864	ridendu
wonderful	joy	0.863	maravigliosu
hooray	joy	0.859	urrà
loved	joy	0.859	amatu
tearsofjoy	joy	0.859	lacrime di gioia
hallelujah	joy	0.859	alleluia
magnificent	joy	0.859	magnificu
glory	joy	0.859	gloria
ilovechristmas	joy	0.859	amore di natale
brilliant	joy	0.859	brillanti
celebrated	joy	0.859	celebratu
cheering	joy	0.859	acclasciatu
yayyyy	joy	0.859	iayyy
heavenly	joy	0.853	celeste
exciting	joy	0.853	eccitante
thrilled	joy	0.851	entusiasta
mademyday	joy	0.848	fattu u mo ghjornu
hohoho	joy	0.845	hohoho
celebrate	joy	0.844	celebrà
wonderfully	joy	0.844	meravigliosamente
blessing	joy	0.844	benedizzione
favoriteholiday	joy	0.844	festa preferita
paradise	joy	0.833	paradisu
marvellous	joy	0.833	maravigghiusu
festive	joy	0.833	festiu
sweetness	joy	0.833	dolcezza
blessed	joy	0.833	benedettu
celebrations	joy	0.833	celebrazioni
compliment	joy	0.831	cumplimentu
smiling	joy	0.828	surrisu
allsmiles	joy	0.828	tutti i sorrisi
love	joy	0.828	amore
enchanting	joy	0.828	incantevule
homesweethome	joy	0.826	casa dolce casa
thankyougod	joy	0.824	grazie dio
marvelous	joy	0.824	maravigghiusu
laughter	joy	0.824	risata
goodmood	joy	0.819	bona umore
goodness	joy	0.818	bè
excellence	joy	0.818	eccellenza
sensational	joy	0.818	sensazionale
joys	joy	0.818	gioie
delightful	joy	0.818	deliziosu
excited	joy	0.818	eccitati
rejoicing	joy	0.818	aligria
happyheart	joy	0.818	cori felice
celebratory	joy	0.818	celebrative
greatful	joy	0.816	grande
jovial	joy	0.814	ghjoviali
rejoice	joy	0.812	rallegra
splendid	joy	0.812	splendidu
enjoy	joy	0.812	piacè
smiley	joy	0.812	smiley
glorious	joy	0.812	gloriosu
victorious	joy	0.812	vittorioso
lovemaking	joy	0.812	l'amore
bonanza	joy	0.812	bonanza
greatday	joy	0.812	gran ghjornu
excellent	joy	0.812	eccellente
goodtimes	joy	0.811	boni tempi
whatmakesmesmile	joy	0.811	ciò chì face un sorrisu
happyday	joy	0.809	felice ghjornu
myfavorite	joy	0.804	u mo preferitu
thankyoulord	joy	0.803	grazie signore
gladness	joy	0.803	felicità
yayyy	joy	0.803	ayyy
yeahhhh	joy	0.803	ièhhh
pleasure	joy	0.803	piacè
giggle	joy	0.802	risata
happier	joy	0.797	più felice
lovemylife	joy	0.797	a mo vita
magnificence	joy	0.797	magnificenza
happytweet	joy	0.797	happytweet
lovinlife	joy	0.797	a vita d'amore
yesss	joy	0.797	iè
dancing	joy	0.797	ballà
success	joy	0.797	successu
grateful	joy	0.789	grati
amuse	joy	0.788	divertite
splendor	joy	0.788	splendore
happy	joy	0.788	cuntentu
fun	joy	0.788	piacè
giggling	joy	0.781	risatina
glad	joy	0.781	cuntentu
glorify	joy	0.781	glurificà
radiant	joy	0.781	radiante
beautiful	joy	0.781	bellu
solucky	joy	0.781	suluccatu
sothankful	joy	0.781	tantu ringraziatu
enchanted	joy	0.781	incantatu
romance	joy	0.779	romanzu
perfection	joy	0.779	perfezione
christmassy	joy	0.779	natale
heavens	joy	0.779	i celi
thrilling	joy	0.776	eccitante
lovable	joy	0.773	amabile
congrats	joy	0.773	felicitazioni
fiesta	joy	0.773	festa
entertain	joy	0.773	intrattenimentu
happyvalentinesday	joy	0.773	bon valentinesday
miraculous	joy	0.773	miraculosa
cheers	joy	0.773	A salute
cheered	joy	0.773	acclanciatu
positivity	joy	0.773	pusitività
funday	joy	0.772	fundà
enjoying	joy	0.771	piacè
lifeisgood	joy	0.766	a vita hè bona
amused	joy	0.766	divertitu
goodfeeling	joy	0.766	bon sentimentu
christmasspirit	joy	0.766	spiritu di natale
cuddling	joy	0.766	cuddling
smiles	joy	0.766	surrisu
sosweet	joy	0.766	cusì dolce
thebest	joy	0.766	u megliu
party	joy	0.765	festa
delight	joy	0.765	piacè
