English Word	Emotion	Emotion-Intensity-Score	Luxembourgish Word
crusade	fear	0.392	Kräizzuch
overt	fear	0.391	oppen
whatdoido	fear	0.391	Wat maachen ech
refutation	fear	0.391	refutation
descent	fear	0.391	Ofstamung
reject	fear	0.391	refuséieren
suspicion	fear	0.391	Verdacht
exigent	fear	0.391	ustrengend
concealment	fear	0.391	verstoppen
xanax	fear	0.391	xanax
cleave	fear	0.391	kloen
diagnosis	fear	0.391	Diagnos
separation	fear	0.391	Trennung
spaz	fear	0.391	spaz
musket	fear	0.391	musket
brimstone	fear	0.391	Schwefel
repellent	fear	0.391	repellent
discrimination	fear	0.391	Diskriminatioun
unrest	fear	0.391	Onrouen
insolvency	fear	0.391	Insolvenz
submission	fear	0.391	Soumissioun
mental	fear	0.391	mental
scarecrow	fear	0.391	Schrecken
snare	fear	0.391	scharf
unemployed	fear	0.391	Chômeuren
stifled	fear	0.391	gestéiert
procedure	fear	0.391	Prozedur
excitation	fear	0.391	Opreegung
cyst	fear	0.391	cyst
avoiding	fear	0.391	vermeiden
lose	fear	0.391	verléieren
nervy	fear	0.391	nervös
gulp	fear	0.391	schlofen
conquer	fear	0.391	eroberen
dubious	fear	0.391	zweifelhaft
hardened	fear	0.391	gehärt
radon	fear	0.391	radon
urgency	fear	0.391	dréngend
theocratic	fear	0.391	theokratesch
poverty	fear	0.391	Aarmut
throb	fear	0.388	dreemen
outcast	fear	0.388	ausgestreckt
orc	fear	0.388	orc
disapprove	fear	0.380	ofzestëmmen
dontpanic	fear	0.378	Panikéiert net
withdrawals	fear	0.377	Réckzuch
plea	fear	0.377	plädéieren
expose	fear	0.375	ausstelle
edict	fear	0.375	edikt
frigate	fear	0.375	fregatt
bunker	fear	0.375	bunker
obligor	fear	0.375	obligator
suspected	fear	0.375	verdächtegt
interrogate	fear	0.375	froen
escaped	fear	0.375	geflücht
flu	fear	0.375	Gripp
ocd	fear	0.375	ocd
taunt	fear	0.375	trauen
sultan	fear	0.375	sultan
bad	fear	0.375	schlecht
bankrupt	fear	0.375	Faillite
psychological	fear	0.375	psychologesch
dentistry	fear	0.375	Zänndokter
chimera	fear	0.375	chimera
sneaking	fear	0.375	schlecken
nauseous	fear	0.375	nauseous
barricade	fear	0.375	barrikade
locust	fear	0.375	sprëtzen
dissolution	fear	0.375	Opléisung
misconception	fear	0.375	Mëssverständnis
embarrassment	fear	0.375	genéiert
chasm	fear	0.375	kromme
grieve	fear	0.375	traureg
khan	fear	0.375	khan
coldness	fear	0.375	Keelt
kerosene	fear	0.375	Kerosin
antsy	fear	0.375	antsy
mentalhealth	fear	0.375	geeschteg Gesondheet
obi	fear	0.375	obi
pressure	fear	0.375	Drock
military	fear	0.375	militäresch
whirlpool	fear	0.375	Whirlpool
repellant	fear	0.373	repellant
unknown	fear	0.369	onbekannt
pare	fear	0.367	paréieren
jealousy	fear	0.365	Jalousie
formidable	fear	0.359	formidabel
desert	fear	0.359	Wüst
cautionary	fear	0.359	virsiichteg
onedge	fear	0.359	eent
jaundice	fear	0.359	Geelsucht
pessimism	fear	0.359	pessimismus
recurring	fear	0.359	widderhuelend
difficult	fear	0.359	schwéier
concerned	fear	0.359	besuergt
consternation	fear	0.359	Konsternatioun
bottomless	fear	0.359	Buedemlos
revolution	fear	0.359	Revolutioun
stint	fear	0.359	stinn
government	fear	0.359	Regierung
bankruptcy	fear	0.359	Faillite
timid	fear	0.359	schei
contempt	fear	0.359	Veruechtung
warned	fear	0.359	gewarnt
measles	fear	0.359	Maselen
rejects	fear	0.359	refuséiert
sectarian	fear	0.359	sekteresch
headaches	fear	0.359	Kappwéi
dart	fear	0.359	dart
sortie	fear	0.359	sortie
wasting	fear	0.359	verschwenden
conquest	fear	0.359	Eruewerung
depreciation	fear	0.359	Ofschätzung
mournful	fear	0.359	traureg
mandamus	fear	0.359	mandamus
spike	fear	0.359	spike
cur	fear	0.359	cur
burke	fear	0.359	burk
rebel	fear	0.359	rebelléieren
exam	fear	0.359	Examen
anomaly	fear	0.359	Anomalie
mug	fear	0.359	becher
constrain	fear	0.358	begrenzen
languishing	fear	0.358	verschwannen
bane	fear	0.356	bane
impeach	fear	0.354	impeachéieren
warden	fear	0.354	warden
adverse	fear	0.352	negativ
lawyer	fear	0.349	Affekot
libel	fear	0.348	belounen
retrenchment	fear	0.345	Ofbau
imminent	fear	0.345	imminent
shame	fear	0.344	schued
avoidance	fear	0.344	evitéieren
shortage	fear	0.344	Mangel
opium	fear	0.344	opium
swerve	fear	0.344	verschwannen
evade	fear	0.344	evitéieren
servile	fear	0.344	servile
pest	fear	0.344	pest
hesitation	fear	0.344	zécken
loneliness	fear	0.344	Einsamkeet
discipline	fear	0.344	Disziplin
fanaticism	fear	0.344	Fanatismus
sorrow	fear	0.344	leed
hiss	fear	0.344	hiss
belittle	fear	0.344	verklengeren
knell	fear	0.344	knall
contentious	fear	0.344	ëmstridden
bearish	fear	0.344	bearish
opposed	fear	0.344	dogéint
launches	fear	0.344	lancéiert
taboo	fear	0.344	tabu
cutter	fear	0.344	Cutter
defy	fear	0.344	verteidegen
unjustifiable	fear	0.344	ongerechtfäerdegt
parachute	fear	0.344	Fallschierm
eel	fear	0.344	eel
psych	fear	0.344	psych
aaaaaaah	fear	0.344	aaaaaah
verdict	fear	0.344	Uerteel
mri	fear	0.344	mri
shaky	fear	0.344	wackeleg
resistant	fear	0.344	resistent
obstacle	fear	0.344	Hindernis
reckless	fear	0.344	recklos
recession	fear	0.344	Räzess
disrespectful	fear	0.343	respektlos
phalanx	fear	0.342	phalanx
creature	fear	0.340	Kreatur
specter	fear	0.331	Gesiicht
mortgage	fear	0.331	Hypothéik
enigmatic	fear	0.329	enigmatesch
supremacy	fear	0.328	Iwwerhand
bugaboo	fear	0.328	bugaboo
defendant	fear	0.328	Verteideger
feeling	fear	0.328	Gefill
ethereal	fear	0.328	äthereschen
undesirable	fear	0.328	onerwënscht
mishap	fear	0.328	ongléck
outpost	fear	0.328	Auspost
weirdo	fear	0.328	komesch
caution	fear	0.328	virsiichteg
spillin	fear	0.328	spillin
dike	fear	0.328	dike
dominion	fear	0.328	Herrschaft
wimp	fear	0.328	wimp
quash	fear	0.328	quash
subordinate	fear	0.328	ënnergeuerdnet
shank	fear	0.328	Schank
remove	fear	0.328	ewechzehuelen
senseless	fear	0.328	sënnlos
shutdown	fear	0.328	zou maachen
gametime	fear	0.328	Spillzäit
uhoh	fear	0.328	uhh
loom	fear	0.328	weem
police	fear	0.328	Police
wrongly	fear	0.328	falsch
unlucky	fear	0.328	onglécklech
gladiator	fear	0.328	gladiator
adrift	fear	0.328	oflafen
hives	fear	0.328	hife
smut	fear	0.328	schmutz
encumbrance	fear	0.328	Beschäftegung
unsettled	fear	0.327	onbestänneg
scarce	fear	0.327	knapp
antisocial	fear	0.324	antisozial
astray	fear	0.320	verwandelt
vigilant	fear	0.319	waakreg
socialist	fear	0.318	sozialistesch
halter	fear	0.318	halter
pessimist	fear	0.317	pessimistesch
pacing	fear	0.316	pacing
wimpy	fear	0.312	wimpy
clinical	fear	0.312	klinesch
blight	fear	0.312	bléist
muzzle	fear	0.312	muzzle
ahhhhhhhh	fear	0.312	ahhhhhh
therapist	fear	0.312	Therapeut
laxative	fear	0.312	laxative
obsessing	fear	0.312	obsesséieren
seclusion	fear	0.312	Ofsécherung
foreigner	fear	0.312	Auslänner
dentist	fear	0.312	Zänndokter
chargeable	fear	0.312	chargeable
deadline	fear	0.312	Termin
uneasy	fear	0.312	onroueg
valium	fear	0.312	valium
powerful	fear	0.312	mächteg
opponent	fear	0.312	Géigespiller
ordnance	fear	0.312	ordonnanz
cram	fear	0.312	kram
unexpected	fear	0.312	onerwaart
thorny	fear	0.312	dorneg
discontinuity	fear	0.312	Diskontinuitéit
conspire	fear	0.312	konspireieren
collusion	fear	0.312	Zesummenaarbecht
litigate	fear	0.312	litigéieren
unkind	fear	0.312	onfrëndlech
whirlwind	fear	0.312	Wirbelen
nether	fear	0.312	netter
trickery	fear	0.312	trickery
bewilderment	fear	0.312	Verstuerwen
overthinking	fear	0.309	iwwerdenken
doubts	fear	0.308	Zweifel
seriousness	fear	0.305	Eescht
irrational	fear	0.305	irrational
erase	fear	0.303	läschen
teasing	fear	0.303	kierzen
razor	fear	0.303	Raséierapparat
sweating	fear	0.298	schweessen
mage	fear	0.297	magesch
giant	fear	0.297	rieseg
weighty	fear	0.297	gewiicht
warning	fear	0.297	Warnung
avoid	fear	0.297	vermeiden
inflation	fear	0.297	Inflatioun
mislead	fear	0.297	täuschen
adjudicate	fear	0.297	beurteelen
endless	fear	0.297	endlos
deflation	fear	0.297	Deflatioun
depreciated	fear	0.297	ofgeschaaft
bitch	fear	0.297	béis
swamp	fear	0.297	Sumpf
bale	fear	0.297	bal
dashed	fear	0.297	gestiermt
crouching	fear	0.297	kräischen
flounder	fear	0.297	bluddeg
hide	fear	0.297	verstoppen
reluctant	fear	0.297	zréckzéien
unsurpassed	fear	0.297	oniwwertraff
medical	fear	0.297	medezinesch
timidity	fear	0.297	Angscht
auditor	fear	0.297	auditor
deluge	fear	0.287	Iwwerschwemmung
disinformation	fear	0.286	Desinformatioun
court	fear	0.284	Geriicht
aversion	fear	0.283	Aversioun
cartridge	fear	0.281	Cartouche
unfriendly	fear	0.281	onfrëndlech
cautious	fear	0.281	virsiichteg
surveillance	fear	0.281	Iwwerwaachung
yelp	fear	0.281	jop
confusion	fear	0.281	Duercherneen
apache	fear	0.281	apache
flying	fear	0.281	fléien
submitting	fear	0.281	ofginn
discourage	fear	0.281	decouragéieren
rush	fear	0.281	presséiert
fortress	fear	0.281	Festung
dwarfed	fear	0.281	zwerg
challenge	fear	0.281	erauszefuerderen
notready	fear	0.281	net fäerdeg
wan	fear	0.281	wan
mistaken	fear	0.281	falsch
hurryup	fear	0.281	maach virun
swelling	fear	0.281	Schwellung
oncoming	fear	0.281	kommend
remains	fear	0.281	bleift
unruly	fear	0.281	onroueg
bigoted	fear	0.281	groussaarteg
intense	fear	0.279	intensiv
noncompliance	fear	0.276	Noncompliance
alerts	fear	0.276	Alarmer
planes	fear	0.274	Fligeren
cop	fear	0.273	cop
displeased	fear	0.273	onzefridden
unbridled	fear	0.271	ongebremst
problem	fear	0.266	Problem
crouch	fear	0.266	kräischen
sneak	fear	0.266	schlecken
hood	fear	0.266	Hood
force	fear	0.266	Kraaft
confession	fear	0.266	Beicht
posse	fear	0.266	posse
banger	fear	0.266	banger
belt	fear	0.266	Gürtel
crowds	fear	0.266	vill Leit
elevation	fear	0.266	Héicht
insomnia	fear	0.266	insomnia
auditions	fear	0.266	Auditioune
forgotten	fear	0.266	vergiess
affront	fear	0.266	Affront
cloak	fear	0.266	mantel
newjob	fear	0.266	nei Aarbecht
blindfold	fear	0.266	blindfold
skid	fear	0.266	schlitt
blemish	fear	0.266	flësseg
uncanny	fear	0.266	onheemlech
sentence	fear	0.266	Saz
cupping	fear	0.266	cupping
regiment	fear	0.266	Regiment
hooded	fear	0.266	kaputt
operation	fear	0.266	Operatioun
immerse	fear	0.266	ënnerzegoen
shanghai	fear	0.266	shanghai
acrobat	fear	0.266	akrobat
flurries	fear	0.266	flurries
spur	fear	0.262	spur
mortgagor	fear	0.258	Hypothekarier
defense	fear	0.258	Verteidegung
insect	fear	0.250	Insekt
defend	fear	0.250	verdeedegen
cataract	fear	0.250	Katarakt
stealthy	fear	0.250	stealthy
swampy	fear	0.250	sumpfeg
sunk	fear	0.250	gesenkt
run	fear	0.250	lafen
scapegoat	fear	0.250	Sëndbock
jobinterview	fear	0.250	Virstellungsgespréich
repent	fear	0.250	berouegen
breakingnews	fear	0.250	breakingnews
obliging	fear	0.250	verflichtend
rascal	fear	0.250	rasch
impatiently	fear	0.250	ongedëlleg
react	fear	0.250	reagéieren
doubt	fear	0.250	Zweiwel
guard	fear	0.250	bewaacht
forewarned	fear	0.250	virausgesot
foul	fear	0.250	foul
indifference	fear	0.250	Gläichgëltegkeet
hag	fear	0.250	haag
picket	fear	0.250	piket
delusional	fear	0.250	wahnsinneg
standstill	fear	0.250	stoe bleiwen
rating	fear	0.250	Bewäertung
spinster	fear	0.250	spinster
unfamiliar	fear	0.250	onbekannt
indecisive	fear	0.250	onbestëmmend
grounded	fear	0.242	gegrënnt
badhabit	fear	0.242	schlecht Gewunnecht
highest	fear	0.236	héchste
aaaah	fear	0.234	aaaah
shrink	fear	0.234	schrumpfen
insomniac	fear	0.234	insomniac
chicken	fear	0.234	Poulet
bee	fear	0.234	bee
inequality	fear	0.234	Ongläichheet
verge	fear	0.234	riicht
shelters	fear	0.234	Ënnerdaach
buzz	fear	0.234	buzz
buck	fear	0.234	buck
discontent	fear	0.234	Onzefriddenheet
difficulty	fear	0.234	Schwieregkeet
finalized	fear	0.234	finaliséiert
overdrive	fear	0.234	iwwerdreiwen
pinion	fear	0.234	pinion
scaffold	fear	0.234	scaffold
dependence	fear	0.234	Ofhängegkeet
rekindle	fear	0.234	erëmfannen
instinctive	fear	0.234	instinktiv
thatmoment	fear	0.234	dee Moment
sleepless	fear	0.234	schloflos
intercede	fear	0.234	intercedéieren
psychiatrist	fear	0.234	psychiater
rushing	fear	0.233	presséiert
overslept	fear	0.226	iwwerschlof
default	fear	0.226	Default
confessional	fear	0.225	beicht
impatient	fear	0.224	ongedëlleg
tactics	fear	0.219	Taktik
aga	fear	0.219	aga
blues	fear	0.219	blues
thrill	fear	0.219	begeeschteren
immigrant	fear	0.219	Immigrant
veer	fear	0.219	vir
sweat	fear	0.219	schweessen
cane	fear	0.219	cane
revelations	fear	0.219	Offenbarungen
whatif	fear	0.219	Wat wier wann
waver	fear	0.219	wackelen
jungle	fear	0.219	jungle
fingerscrossed	fear	0.219	Fanger gekräizegt
stingy	fear	0.219	schaarf
bait	fear	0.219	Köder
unequal	fear	0.219	ongläich
lastminute	fear	0.219	lastminute
heft	fear	0.219	heft
overtired	fear	0.218	iwwermidd
prognosis	fear	0.217	Prognose
alertness	fear	0.216	alertheet
hyped	fear	0.214	hyped
wishmeluck	fear	0.212	wënsch mir Gléck
somuchtodo	fear	0.212	Somuchtodo
toomuchtodo	fear	0.212	toomuchtodo
tryouts	fear	0.210	ausprobéieren
clowns	fear	0.207	Clownen
fluctuation	fear	0.204	Schwankung
examination	fear	0.204	Examen
restless	fear	0.204	onroueg
uphill	fear	0.203	biergof
quail	fear	0.203	Wachtel
phew	fear	0.203	paff
mighty	fear	0.203	mächteg
cross	fear	0.203	Kräiz
hurry	fear	0.203	presséiert
recesses	fear	0.203	recesses
intimacy	fear	0.203	Intimitéit
overcome	fear	0.203	iwwerwannen
birth	fear	0.203	Gebuert
acceptances	fear	0.203	Akzeptanz
help	fear	0.203	hëllefen
fearless	fear	0.200	Angschtlos
change	fear	0.198	änneren
ware	fear	0.198	ware
withstand	fear	0.197	widderstoen
asap	fear	0.191	asap
heighten	fear	0.188	erhéijen
watch	fear	0.188	kucken
tract	fear	0.188	Tract
advance	fear	0.188	viraus
overcoming	fear	0.188	iwwerwannen
attorney	fear	0.188	Affekot
deadlines	fear	0.188	Frist
bug	fear	0.188	Käfer
knots	fear	0.188	Knuet
owing	fear	0.188	verdanken
waitinggame	fear	0.188	waardenspill
unorganised	fear	0.188	onorganiséiert
gnome	fear	0.188	Gnom
fragile	fear	0.188	fragil
cautiously	fear	0.188	virsiichteg
stillness	fear	0.188	Stillheet
intrigue	fear	0.188	Intrig
rule	fear	0.188	regéieren
elf	fear	0.185	elf
stillwaiting	fear	0.184	nach ëmmer waarden
lonely	fear	0.183	einsam
slippery	fear	0.181	rutscheg
interview	fear	0.180	Interview
everyman	fear	0.178	jidderee
speculation	fear	0.176	Spekulatiounen
needtoknow	fear	0.173	muss wëssen
worship	fear	0.172	Gottesdéngscht
unsure	fear	0.172	onsécher
surprise	fear	0.172	Iwwerraschung
settlor	fear	0.172	settler
competition	fear	0.172	Concours
readytogo	fear	0.172	prett fir ze goen
checkpoint	fear	0.172	Kontrollpunkt
composure	fear	0.172	roueg
interviewer	fear	0.172	interviewer
chaff	fear	0.172	kaf
regulatory	fear	0.172	reglementaresche
birch	fear	0.172	Birch
shell	fear	0.172	Schuel
assessment	fear	0.172	Bewäertung
uncertain	fear	0.172	onsécher
rod	fear	0.172	rod
humanrights	fear	0.172	Mënscherechter
less	fear	0.167	manner
coy	fear	0.162	kuer
iris	fear	0.160	iris
intimately	fear	0.156	intim
hearing	fear	0.156	héieren
legalized	fear	0.156	legaliséiert
needit	fear	0.156	brauch
audition	fear	0.156	Auditioun
retirement	fear	0.156	Pensioun
countdown	fear	0.156	Countdown
sly	fear	0.156	schlau
bases	fear	0.156	Basen
ceasefire	fear	0.156	Waffestëllstand
medication	fear	0.156	Medikamenter
courageous	fear	0.154	couragéiert
overthinker	fear	0.153	iwwerdenken
backtrack	fear	0.151	Réckwee
dawned	fear	0.150	opgedaucht
censor	fear	0.149	Zensur
bailiff	fear	0.147	Geriichtshaff
syllabus	fear	0.147	Stonneplang
delay	fear	0.141	Retard
newcomer	fear	0.141	Newcomer
imagination	fear	0.141	Phantasie
waiting	fear	0.141	waarden
gent	fear	0.141	gengs
validity	fear	0.141	Validitéit
cove	fear	0.141	cove
rationality	fear	0.141	Rationalitéit
caricature	fear	0.141	Karikatur
eventuality	fear	0.141	Eventualitéit
alreadyyyyy	fear	0.140	schoyyyy
shy	fear	0.140	schei
symptom	fear	0.133	Symptom
excite	fear	0.132	begeeschteren
raccoon	fear	0.127	Raccoon
clown	fear	0.125	clown
tryout	fear	0.125	ausprobéieren
needtorelax	fear	0.125	brauch ze relaxen
swim	fear	0.125	schwammen
campaigning	fear	0.125	Campagne
hawk	fear	0.125	hawk
prevent	fear	0.125	verhënneren
gameday	fear	0.125	Spilldag
ahhh	fear	0.125	aahhh
marry	fear	0.125	bestueden
sprite	fear	0.125	spritt
soready	fear	0.125	éierlech
sag	fear	0.123	sagen
pharmacy	fear	0.123	Apdikt
policeman	fear	0.121	Polizist
dreamt	fear	0.111	gedreemt
lace	fear	0.111	Spëtz
homework	fear	0.109	Hausaufgab
destination	fear	0.109	Destinatioun
incase	fear	0.109	wann
pray	fear	0.109	biet
knot	fear	0.109	knut
confidence	fear	0.109	Vertrauen
bigday	fear	0.109	groussen Dag
holiness	fear	0.109	Hellegkeet
notoriety	fear	0.109	Bekanntheet
weight	fear	0.109	Gewiicht
slender	fear	0.100	schlank
undecided	fear	0.098	entscheedend
sympathetic	fear	0.097	sympathesch
poise	fear	0.094	poise
case	fear	0.094	Fall
treat	fear	0.094	behandelen
locate	fear	0.094	lokaliséieren
loyal	fear	0.094	trei
grades	fear	0.094	Qualitéiten
god	fear	0.094	gudd
helmet	fear	0.094	Helm
confident	fear	0.094	zouversiichtlech
counsellor	fear	0.094	conseiller
northeast	fear	0.088	Nordosten
graduation	fear	0.078	Ofschloss
compassion	fear	0.078	Matgefill
nurture	fear	0.078	ernären
graded	fear	0.075	klasséiert
mum	fear	0.070	mamm
infant	fear	0.067	Puppelchen
journey	fear	0.062	Rees
parade	fear	0.062	parade
gradschool	fear	0.062	gradschool
civilian	fear	0.062	zivil
cloudiness	fear	0.062	Wolleken
cash	fear	0.062	boer
civilians	fear	0.062	Zivilisten
guidelines	fear	0.062	Richtlinnen
soulmate	fear	0.062	Séil Mate
youth	fear	0.062	Jugend
opera	fear	0.057	oper
synonymous	fear	0.056	synonym
honest	fear	0.047	éierlech
praying	fear	0.047	bieden
intelligence	fear	0.038	Intelligenz
volunteer	fear	0.031	fräiwëlleg
romance	fear	0.031	Romance
lines	fear	0.031	Linnen
obey	fear	0.016	befollegen
happiest	joy	0.986	am glécklechsten
happiness	joy	0.984	glécklech
bliss	joy	0.971	Gléck
celebrating	joy	0.970	feieren
jubilant	joy	0.969	jubel
ecstatic	joy	0.954	ekstatesch
elation	joy	0.944	Erhuelung
beaming	joy	0.938	strahlend
bestdayever	joy	0.938	beschten Dag iwwerall
loveee	joy	0.932	léif
celebration	joy	0.929	Feier
awesomeness	joy	0.926	awesomeness
joy	joy	0.924	Freed
joyous	joy	0.922	frou
fabulous	joy	0.922	fabelhaft
happily	joy	0.922	glécklech
excitement	joy	0.922	Opreegung
exuberance	joy	0.922	exuberance
makesmehappy	joy	0.922	mécht mech glécklech
euphoria	joy	0.922	Euphorie
lovee	joy	0.920	léif
gratitude	joy	0.914	dankbarkeet
happydance	joy	0.912	happydance
merriment	joy	0.912	Freed
spectacular	joy	0.912	spektakulär
overjoyed	joy	0.909	iwwerglécklech
purebliss	joy	0.909	pure Bliss
triumphant	joy	0.907	triumphant
ecstasy	joy	0.906	Ekstas
lovelovelove	joy	0.906	Léift Léift
cheerful	joy	0.906	lëschteg
cheer	joy	0.897	jubelen
elated	joy	0.894	opgereegt
peaceofmind	joy	0.891	Séilenfridden
jolly	joy	0.891	jolly
delighted	joy	0.891	begeeschtert
lovethis	joy	0.891	hunn dëst gär
excitation	joy	0.891	Opreegung
exhilaration	joy	0.891	Erhuelung
pleasures	joy	0.891	Genoss
laugh	joy	0.891	laachen
marvelously	joy	0.881	wonnerbar
loving	joy	0.879	gnädeg
joyful	joy	0.879	frou
blissful	joy	0.879	glécklech
outstanding	joy	0.879	ausgezeechent
pleasurable	joy	0.877	agreabel
lovinglife	joy	0.875	Léift Liewen
enthusiastic	joy	0.875	begeeschtert
glee	joy	0.875	gleewe
iloveher	joy	0.875	Ech hunn hatt gär
yaaaay	joy	0.875	joaaaa
overthemoon	joy	0.875	overthemoon
happyplace	joy	0.875	happyplace
sohappy	joy	0.868	sou frou
superb	joy	0.864	super
woohoo	joy	0.864	wuuuuu
laughing	joy	0.864	laachen
wonderful	joy	0.863	wonnerbar
hooray	joy	0.859	hjoer
loved	joy	0.859	gär
tearsofjoy	joy	0.859	Tréinen Freed
hallelujah	joy	0.859	hallelujah
magnificent	joy	0.859	herrlech
glory	joy	0.859	Herrlechkeet
ilovechristmas	joy	0.859	ilove Chrëschtdag
brilliant	joy	0.859	genial
celebrated	joy	0.859	gefeiert
cheering	joy	0.859	jubelen
yayyyy	joy	0.859	yayyyy
heavenly	joy	0.853	himmlesch
exciting	joy	0.853	spannend
thrilled	joy	0.851	begeeschtert
mademyday	joy	0.848	huet mäin Dag gemaach
hohoho	joy	0.845	hohoho
celebrate	joy	0.844	feieren
wonderfully	joy	0.844	wonnerbar
blessing	joy	0.844	Segen
favoriteholiday	joy	0.844	Lieblingsvakanz
paradise	joy	0.833	Paradäis
marvellous	joy	0.833	wonnerbar
festive	joy	0.833	feierlech
sweetness	joy	0.833	séiss
blessed	joy	0.833	geseent
celebrations	joy	0.833	Feierdeeg
compliment	joy	0.831	kompliment
smiling	joy	0.828	laachen
allsmiles	joy	0.828	allmiles
love	joy	0.828	Léift
enchanting	joy	0.828	verzauberen
homesweethome	joy	0.826	Doheem, schéint Doheem
thankyougod	joy	0.824	merci gud
marvelous	joy	0.824	wonnerbar
laughter	joy	0.824	laachen
goodmood	joy	0.819	gutt Laun
goodness	joy	0.818	Guttheet
excellence	joy	0.818	excellence
sensational	joy	0.818	sensationell
joys	joy	0.818	Freed
delightful	joy	0.818	herrlech
excited	joy	0.818	opgereegt
rejoicing	joy	0.818	gefreet
happyheart	joy	0.818	glécklech Häerz
celebratory	joy	0.818	feierlech
greatful	joy	0.816	flott
jovial	joy	0.814	jovial
rejoice	joy	0.812	freeën
splendid	joy	0.812	herrlech
enjoy	joy	0.812	genéissen
smiley	joy	0.812	smiley
glorious	joy	0.812	herrlechen
victorious	joy	0.812	Victoire
lovemaking	joy	0.812	Léift maachen
bonanza	joy	0.812	bonanza
greatday	joy	0.812	flotten Dag
excellent	joy	0.812	excellent
goodtimes	joy	0.811	gutt Zäiten
whatmakesmesmile	joy	0.811	wat schéi mécht
happyday	joy	0.809	glécklechen Dag
myfavorite	joy	0.804	mäin Favorit
thankyoulord	joy	0.803	merci Här
gladness	joy	0.803	Freed
yayyy	joy	0.803	yyyyy
yeahhhh	joy	0.803	johhh
pleasure	joy	0.803	Genoss
giggle	joy	0.802	laachen
happier	joy	0.797	méi glécklech
lovemylife	joy	0.797	lovemylife
magnificence	joy	0.797	herrlechkeet
happytweet	joy	0.797	happytweet
lovinlife	joy	0.797	léiwe Liewen
yesss	joy	0.797	joss
dancing	joy	0.797	danzen
success	joy	0.797	Erfolleg
grateful	joy	0.789	dankbar
amuse	joy	0.788	ameséieren
splendor	joy	0.788	pracht
happy	joy	0.788	glécklech
fun	joy	0.788	Spaass
giggling	joy	0.781	laachen
glad	joy	0.781	frou
glorify	joy	0.781	verherrlechen
radiant	joy	0.781	strahlend
beautiful	joy	0.781	schéin
solucky	joy	0.781	solucky
sothankful	joy	0.781	sou dankbar
enchanted	joy	0.781	verzaubert
romance	joy	0.779	Romance
perfection	joy	0.779	Perfektioun
christmassy	joy	0.779	Chrëschtdag
heavens	joy	0.779	Himmel
thrilling	joy	0.776	spannend
lovable	joy	0.773	léif
congrats	joy	0.773	gratuléieren
fiesta	joy	0.773	fiesta
entertain	joy	0.773	amuséieren
happyvalentinesday	joy	0.773	schéinen Vältesdag
miraculous	joy	0.773	wonnerbar
cheers	joy	0.773	Prost
cheered	joy	0.773	gejot
positivity	joy	0.773	Positivitéit
funday	joy	0.772	funday
enjoying	joy	0.771	genéissen
lifeisgood	joy	0.766	Liewen ass gutt
amused	joy	0.766	amuséiert
goodfeeling	joy	0.766	gudd Gefill
christmasspirit	joy	0.766	Chrëschtgeescht
cuddling	joy	0.766	kuschelen
smiles	joy	0.766	laacht
sosweet	joy	0.766	sou séiss
thebest	joy	0.766	dat Bescht
party	joy	0.765	Partei
delight	joy	0.765	Freed
orgasm	joy	0.765	orgasmus
positive	joy	0.761	positiv
sweetheart	joy	0.758	Schatz
enlighten	joy	0.758	erliichteren
cheerfulness	joy	0.758	Freedlechkeet
miracles	joy	0.758	Wonner
giddy	joy	0.757	geckeg
christmastime	joy	0.757	Chrëschtdag
gratify	joy	0.750	zefridden
greatness	joy	0.750	Gréisst
friendliness	joy	0.750	Frëndlechkeet
blessings	joy	0.750	Segen
laughs	joy	0.750	laacht
tistheseason	joy	0.750	der Saison
smile	joy	0.750	laachen
pleasing	joy	0.750	erfreelech
romantic	joy	0.750	romanteschen
happyholidays	joy	0.750	Schéin Vakanz
frolic	joy	0.748	froen
jubilee	joy	0.742	jubileum
miracle	joy	0.742	Wonner
enthusiasm	joy	0.742	Begeeschterung
selflove	joy	0.742	selwer Léift
triumph	joy	0.742	triumph
magical	joy	0.742	magesch
rewarding	joy	0.742	belount
goodvibes	joy	0.742	gut Stëmmung
positiveenergy	joy	0.742	positiv Energie
feelgood	joy	0.736	sëch gudd fillen
prosperity	joy	0.735	Wuelstand
behappy	joy	0.734	Sief frou
admiration	joy	0.734	Bewonnerung
passionate	joy	0.734	passionéierte
goodday	joy	0.734	Gudden Dag
luxurious	joy	0.734	luxuriéise
tgif	joy	0.734	tgif
victory	joy	0.734	Victoire
feelinggood	joy	0.734	gutt Gefill
enchant	joy	0.734	verzauberen
greatnight	joy	0.734	super Nuecht
vivacious	joy	0.734	liewensfrou
glorification	joy	0.733	Verherrlechung
sing	joy	0.729	sangen
glowing	joy	0.729	glänzend
yessss	joy	0.728	josss
fulfillment	joy	0.728	Erfëllung
breathtaking	joy	0.728	atemberaubend
thankful	joy	0.727	dankbar
cheery	joy	0.727	frëndlech
santa	joy	0.727	santa
hurrah	joy	0.727	hurra
christmasbreak	joy	0.727	Chrëschtdag
win	joy	0.727	gewannen
atpeace	joy	0.727	a Fridden
award	joy	0.727	Auszeechnung
merry	joy	0.727	frou
inspiration	joy	0.725	Inspiratioun
radiance	joy	0.725	ausstralung
pleased	joy	0.725	frou
uplift	joy	0.723	ophiewen
optimistic	joy	0.723	optimistesch
