English Word	Emotion	Emotion-Intensity-Score	Icelandic Word
incursion	fear	0.531	innrás
stalk	fear	0.531	stöngul
frenzied	fear	0.531	æði
disembodied	fear	0.531	líkamslaus
superstitious	fear	0.531	hjátrúarfullur
stressed	fear	0.531	stressuð
leeches	fear	0.531	blóðsugur
helpless	fear	0.531	hjálparvana
harbinger	fear	0.531	fyrirboði
saber	fear	0.531	saber
atherosclerosis	fear	0.531	æðakölkun
deserted	fear	0.531	í eyði
manifestation	fear	0.531	birtingarmynd
theft	fear	0.531	þjófnaði
captor	fear	0.531	fangar
slave	fear	0.531	þræll
distrust	fear	0.531	vantraust
subjugation	fear	0.531	undirgefni
buried	fear	0.531	grafinn
wrangling	fear	0.531	rífast
freakout	fear	0.531	fríka út
rebellion	fear	0.531	uppreisn
abandon	fear	0.531	að segja skilið við
eek	fear	0.531	eek
jarring	fear	0.531	ögrandi
swastika	fear	0.531	hakakross
failing	fear	0.531	mistakast
stormy	fear	0.531	stormasamt
bacterium	fear	0.531	bakteríu
suspense	fear	0.529	spennu
blood	fear	0.525	blóði
hiding	fear	0.524	fela sig
bear	fear	0.524	björn
unlawful	fear	0.519	ólöglegt
crazy	fear	0.519	brjálaður
anxious	fear	0.518	kvíðinn
cult	fear	0.518	sértrúarsöfnuður
captive	fear	0.517	fangi
deportation	fear	0.517	brottvísun
emaciated	fear	0.516	afmáður
badfeeling	fear	0.516	Slæm tilfinning
troublesome	fear	0.516	vandræðalegt
unthinkable	fear	0.516	óhugsandi
robber	fear	0.516	ræningi
embolism	fear	0.516	blóðsegarek
plight	fear	0.516	vanda
intolerance	fear	0.516	óþol
sorcery	fear	0.516	galdrar
helplessness	fear	0.516	hjálparleysi
foreboding	fear	0.516	fyrirboði
grievous	fear	0.516	ömurlegur
plunder	fear	0.516	ræna
exacerbation	fear	0.516	versnun
relapse	fear	0.516	bakslag
chased	fear	0.516	eltur
insidious	fear	0.516	lúmsk
smite	fear	0.516	slá
detainee	fear	0.516	fangi
suspect	fear	0.516	grunar
shriek	fear	0.516	öskra
oppress	fear	0.516	kúga
busted	fear	0.516	gómaður
growl	fear	0.516	grenja
pernicious	fear	0.516	skaðleg
incite	fear	0.516	hvetja til
harshness	fear	0.516	hörku
fang	fear	0.516	fang
sting	fear	0.516	stinga
enforce	fear	0.516	framfylgja
conspirator	fear	0.516	samsærismaður
darkness	fear	0.516	myrkur
revulsion	fear	0.516	andstyggð
exile	fear	0.516	útlegð
biopsy	fear	0.516	vefjasýni
palsy	fear	0.516	lömun
depression	fear	0.508	þunglyndi
confinement	fear	0.507	innilokun
subvert	fear	0.500	grafa undan
infarct	fear	0.500	infarct
surrender	fear	0.500	uppgjöf
prayforme	fear	0.500	Biddu fyrir mér
mistrust	fear	0.500	vantraust
odious	fear	0.500	viðbjóðslegur
madden	fear	0.500	brjálaður
eeeek	fear	0.500	eeeek
hunting	fear	0.500	veiða
constraint	fear	0.500	þvingun
suppression	fear	0.500	bælingu
alcoholism	fear	0.500	alkóhólismi
intolerant	fear	0.500	óþolandi
blob	fear	0.500	blöbb
cliff	fear	0.500	kletti
frenetic	fear	0.500	æðislegur
illegal	fear	0.500	ólöglegt
scalpel	fear	0.500	skurðhníf
downfall	fear	0.500	fall
prohibited	fear	0.500	bönnuð
suppress	fear	0.500	bæla niður
raving	fear	0.500	röfl
squeamish	fear	0.500	svekktur
instability	fear	0.500	óstöðugleiki
vertigo	fear	0.500	svimi
brute	fear	0.500	skepna
sinful	fear	0.500	syndugt
ruined	fear	0.500	eyðilagður
premeditated	fear	0.500	yfirvegað
snowmageddon	fear	0.500	snowmageddon
defiance	fear	0.500	ögrun
wasp	fear	0.500	geitungur
towering	fear	0.500	gnæfandi
woe	fear	0.491	vei
lash	fear	0.484	augnhár
indefensible	fear	0.484	óforsvaranleg
dismay	fear	0.484	óánægju
disgusting	fear	0.484	ógeðslegt
divorce	fear	0.484	skilnað
hate	fear	0.484	hata
freakish	fear	0.484	æðislegt
sonervous	fear	0.484	þunglyndur
ambulance	fear	0.484	sjúkrabíll
rabble	fear	0.484	röfl
flinch	fear	0.484	hrökklast við
palpitations	fear	0.484	hjartsláttarónot
fiend	fear	0.484	djöfull
hallucination	fear	0.484	ofskynjanir
blackness	fear	0.484	sorti
defamation	fear	0.484	ærumeiðingar
intrusion	fear	0.484	afskipti
syringe	fear	0.484	sprautu
prejudiced	fear	0.484	fordómafullur
indictment	fear	0.484	ákæru
worrying	fear	0.484	áhyggjuefni
retard	fear	0.484	þroskaheftur
canthandleit	fear	0.484	getur ekki höndlað það
insecurity	fear	0.484	óöryggi
ravine	fear	0.484	gil
poaching	fear	0.484	rjúpnaveiðar
cracked	fear	0.484	klikkaður
hospital	fear	0.484	sjúkrahús
slam	fear	0.484	skella
armor	fear	0.484	Brynja
warrior	fear	0.484	kappi
coerce	fear	0.484	þvingun
hearse	fear	0.484	Líkbíll
jumpy	fear	0.484	stökk
cutting	fear	0.484	klippa
dishonor	fear	0.484	vanvirðu
perjury	fear	0.484	meinsæri
accusing	fear	0.484	ásakandi
worse	fear	0.484	verri
endemic	fear	0.484	landlæg
ohno	fear	0.484	Ó nei
restriction	fear	0.484	Takmarkanir
ravenous	fear	0.484	gráðugur
rat	fear	0.484	rotta
lion	fear	0.484	ljón
shiver	fear	0.484	skjálfa
averse	fear	0.483	andstyggilegur
inspection	fear	0.483	skoðun
sinner	fear	0.483	syndari
despairing	fear	0.474	örvæntingarfullur
missing	fear	0.474	vantar
darken	fear	0.471	myrkva
austere	fear	0.470	strangur
unhealthy	fear	0.469	óhollt
revoke	fear	0.469	afturkalla
fret	fear	0.469	pirra sig
breakdown	fear	0.469	brotna niður
superstition	fear	0.469	hjátrú
criticize	fear	0.469	gagnrýna
armored	fear	0.469	brynvarinn
illegality	fear	0.469	ólögmæti
overwhelmed	fear	0.469	yfirbugaður
infidelity	fear	0.469	óheilindi
thresh	fear	0.469	þreskja
scrapie	fear	0.469	riðuveiki
precipice	fear	0.469	helli
idolatry	fear	0.469	skurðgoðadýrkun
depressed	fear	0.469	þunglyndur
subversion	fear	0.469	niðurrif
asteroid	fear	0.469	smástirni
jaws	fear	0.469	kjálka
accused	fear	0.469	ákærður
sinking	fear	0.469	sökkva
admonition	fear	0.469	áminning
indict	fear	0.469	ákæra
quiver	fear	0.469	titra
startle	fear	0.469	skelfa
toothache	fear	0.469	tannpína
soulless	fear	0.469	andlaus
foreclose	fear	0.469	útiloka
aftermath	fear	0.469	eftirmáli
fierce	fear	0.469	grimmur
fever	fear	0.469	hiti
intrusive	fear	0.469	uppáþrengjandi
decomposition	fear	0.469	niðurbrot
nervous	fear	0.469	kvíðin
animosity	fear	0.469	fjandskapur
inmate	fear	0.469	fangi
regime	fear	0.469	stjórn
spear	fear	0.468	spjót
nasty	fear	0.466	viðbjóðslegur
worried	fear	0.466	áhyggjur
puma	fear	0.465	puma
thirteenth	fear	0.465	þrettánda
contraband	fear	0.464	smygl
insecure	fear	0.461	óörugg
disturbance	fear	0.459	truflun
denunciation	fear	0.456	uppsögn
destitute	fear	0.455	snauður
stigma	fear	0.455	stigma
powerfully	fear	0.454	kröftuglega
apprehension	fear	0.453	fangi
derogatory	fear	0.453	niðrandi
disruption	fear	0.453	truflun
rigor	fear	0.453	strangleiki
dinosaur	fear	0.453	risaeðla
rifle	fear	0.453	riffil
illicit	fear	0.453	ólöglegt
grope	fear	0.453	þreifa
howl	fear	0.453	væla
stranger	fear	0.453	ókunnugur
resisting	fear	0.453	standast
resign	fear	0.453	segja af sér
spasm	fear	0.453	krampi
unspeakable	fear	0.453	óræða
quandary	fear	0.453	vandræðagangur
shrill	fear	0.453	skelfilegur
penal	fear	0.453	refsing
lockup	fear	0.453	læsingu
indoctrination	fear	0.453	innrætingu
restrain	fear	0.453	aðhald
disreputable	fear	0.453	óvirtur
scold	fear	0.453	skamma
wail	fear	0.453	kveina
omgomgomg	fear	0.453	umgomgomg
hydrocephalus	fear	0.453	vatnshöfuð
warn	fear	0.453	vara við
batter	fear	0.453	deig
ohgod	fear	0.453	Ó Guð
penalty	fear	0.453	víti
straits	fear	0.453	sund
orphan	fear	0.453	munaðarlaus
urgent	fear	0.450	brýnt
arraignment	fear	0.450	réttarhöld
tramp	fear	0.440	flakkari
stress	fear	0.439	streitu
behemoth	fear	0.439	æði
accidental	fear	0.438	óvart
dominate	fear	0.438	ráða yfir
cabal	fear	0.438	kabal
accuser	fear	0.438	ákærandi
debacle	fear	0.438	ógöngur
perverse	fear	0.438	pervers
looming	fear	0.438	yfirvofandi
yell	fear	0.438	öskra
forfeiture	fear	0.438	upptöku
infirmity	fear	0.438	veikleika
expel	fear	0.438	reka út
probation	fear	0.438	Skilorð
falter	fear	0.438	hiksta
tribunal	fear	0.438	dómstóll
atrophy	fear	0.438	rýrnun
aghhh	fear	0.438	ahhh
bewildered	fear	0.438	ráðvilltur
asp	fear	0.438	asp
mace	fear	0.438	mace
wince	fear	0.438	hrynja
concealed	fear	0.438	falið
indomitable	fear	0.438	ódrepandi
illegitimate	fear	0.438	ólögmætt
stripped	fear	0.438	sviptur
unprepared	fear	0.438	óundirbúinn
entangled	fear	0.438	flækt
coldsweat	fear	0.438	kaldur sviti
dentists	fear	0.438	tannlækna
predicament	fear	0.438	vandræði
rheumatism	fear	0.438	gigt
displaced	fear	0.438	á flótta
dislocated	fear	0.438	farið úr liði
prick	fear	0.438	stinga
targeting	fear	0.438	miða
obstruct	fear	0.438	hindra
gasping	fear	0.438	andköf
scarcity	fear	0.438	skortur
irreconcilable	fear	0.438	ósættanlegt
impermeable	fear	0.438	ógegndræpi
broke	fear	0.438	braut
halting	fear	0.435	stöðva
mysterious	fear	0.435	dularfullur
insulting	fear	0.435	móðgandi
rebels	fear	0.435	uppreisnarmenn
repulsion	fear	0.431	fráhrindingu
glare	fear	0.430	glampi
punitive	fear	0.425	refsivert
sordid	fear	0.425	asnalegt
stake	fear	0.423	hlut
tempest	fear	0.423	stormur
deleterious	fear	0.422	skaðlegt
reticent	fear	0.422	hlédrægur
stresses	fear	0.422	streitu
fainting	fear	0.422	yfirlið
offense	fear	0.422	móðgun
extrajudicial	fear	0.422	utan dómstóla
delusion	fear	0.422	blekking
thumping	fear	0.422	dúndrandi
lament	fear	0.422	harma
depress	fear	0.422	þunglyndi
usurped	fear	0.422	rænt
bigot	fear	0.422	stórmenni
hydra	fear	0.422	hýdra
stressin	fear	0.422	stressin
coyote	fear	0.422	sléttuúlfur
wilderness	fear	0.422	óbyggðir
infamous	fear	0.422	alræmdur
troll	fear	0.422	tröll
dissident	fear	0.422	andófsmaður
unnatural	fear	0.422	óeðlilegt
disappear	fear	0.422	hverfa
bayonet	fear	0.422	byssur
depresson	fear	0.422	þunglyndi
anathema	fear	0.422	anathema
steal	fear	0.422	stela
publicspeaking	fear	0.422	ræðumennsku
burdensome	fear	0.422	íþyngjandi
bier	fear	0.422	bier
prowl	fear	0.422	flakka
ultimatum	fear	0.422	ultimatum
varicella	fear	0.422	hlaupabólu
suspension	fear	0.422	frestun
unsteady	fear	0.422	óstöðugur
heathen	fear	0.422	heiðinn
alien	fear	0.422	geimvera
adversity	fear	0.418	mótlæti
ineptitude	fear	0.417	vanhæfni
outsider	fear	0.413	utanaðkomandi
ugliness	fear	0.410	ljótleiki
immoral	fear	0.410	siðlaus
vulture	fear	0.410	geirfugl
ghetto	fear	0.406	gettó
nausea	fear	0.406	ógleði
weakly	fear	0.406	veikt
penance	fear	0.406	iðrun
distressed	fear	0.406	í uppnámi
dominant	fear	0.406	ríkjandi
disallowed	fear	0.406	óheimilt
recklessness	fear	0.406	kæruleysi
insolvent	fear	0.406	gjaldþrota
wary	fear	0.406	varkár
scar	fear	0.406	ör
ohdear	fear	0.406	kæri
drones	fear	0.406	dróna
tearful	fear	0.406	tárvot
stretcher	fear	0.406	börum
stressing	fear	0.406	stressandi
omnipotence	fear	0.406	almætti
rubble	fear	0.406	rústum
escape	fear	0.406	flýja
whimper	fear	0.406	væli
dismissal	fear	0.406	uppsögn
screech	fear	0.406	öskur
resection	fear	0.406	brottnám
disorder	fear	0.406	röskun
possession	fear	0.406	eign
claw	fear	0.406	kló
blackout	fear	0.406	myrkvun
squall	fear	0.406	skafrenningur
disabled	fear	0.406	fatlaður
deport	fear	0.406	brottvísun
disgust	fear	0.406	viðbjóð
stressful	fear	0.406	stressandi
socialism	fear	0.405	sósíalismi
conspiracy	fear	0.400	samsæri
toughness	fear	0.400	hörku
defection	fear	0.398	brotthvarf
absence	fear	0.396	fjarveru
moan	fear	0.394	stynja
crusade	fear	0.392	krossferð
overt	fear	0.391	augljóst
whatdoido	fear	0.391	hvað geri ég
refutation	fear	0.391	afsönnun
descent	fear	0.391	niðurkoma
reject	fear	0.391	hafna
suspicion	fear	0.391	grunur
exigent	fear	0.391	brýnt
concealment	fear	0.391	leyndarmál
xanax	fear	0.391	xanax
cleave	fear	0.391	klofna
diagnosis	fear	0.391	greiningu
separation	fear	0.391	aðskilnað
spaz	fear	0.391	spaz
musket	fear	0.391	musket
brimstone	fear	0.391	brennisteini
repellent	fear	0.391	fráhrindandi
discrimination	fear	0.391	mismunun
unrest	fear	0.391	óróleika
insolvency	fear	0.391	gjaldþrot
submission	fear	0.391	uppgjöf
mental	fear	0.391	andlegt
scarecrow	fear	0.391	fuglahræða
snare	fear	0.391	snara
unemployed	fear	0.391	atvinnulaus
stifled	fear	0.391	kæfður
procedure	fear	0.391	málsmeðferð
excitation	fear	0.391	örvun
cyst	fear	0.391	blöðru
avoiding	fear	0.391	forðast
lose	fear	0.391	tapa
nervy	fear	0.391	taugaóstyrkur
gulp	fear	0.391	gúffa
conquer	fear	0.391	sigra
dubious	fear	0.391	vafasöm
hardened	fear	0.391	harðnað
radon	fear	0.391	radon
urgency	fear	0.391	brýnt
theocratic	fear	0.391	guðræðislegur
poverty	fear	0.391	fátækt
throb	fear	0.388	dunka
outcast	fear	0.388	útskúfaður
orc	fear	0.388	ork
disapprove	fear	0.380	hafna
dontpanic	fear	0.378	ekki hræðast
withdrawals	fear	0.377	úttektir
plea	fear	0.377	bón
expose	fear	0.375	afhjúpa
edict	fear	0.375	tilskipun
frigate	fear	0.375	freigátu
bunker	fear	0.375	glompa
obligor	fear	0.375	skuldbundinn
suspected	fear	0.375	grunaður
interrogate	fear	0.375	yfirheyra
escaped	fear	0.375	slapp
flu	fear	0.375	flensu
ocd	fear	0.375	ocd
taunt	fear	0.375	hæða
sultan	fear	0.375	sultan
bad	fear	0.375	slæmt
bankrupt	fear	0.375	gjaldþrota
psychological	fear	0.375	sálfræðileg
dentistry	fear	0.375	tannlækningar
chimera	fear	0.375	chimera
sneaking	fear	0.375	laumast
nauseous	fear	0.375	ógleði
barricade	fear	0.375	hindrun
locust	fear	0.375	engisprettu
dissolution	fear	0.375	upplausn
misconception	fear	0.375	misskilningur
embarrassment	fear	0.375	vandræði
chasm	fear	0.375	gjá
grieve	fear	0.375	syrgja
khan	fear	0.375	khan
coldness	fear	0.375	kulda
kerosene	fear	0.375	steinolíu
antsy	fear	0.375	andstyggilegur
mentalhealth	fear	0.375	andleg heilsa
obi	fear	0.375	óbi
pressure	fear	0.375	þrýstingi
military	fear	0.375	her
whirlpool	fear	0.375	nuddpottur
repellant	fear	0.373	fráhrindandi
unknown	fear	0.369	Óþekktur
pare	fear	0.367	pare
jealousy	fear	0.365	öfund
formidable	fear	0.359	ógnvekjandi
desert	fear	0.359	eyðimörk
cautionary	fear	0.359	varúðarráðstafanir
onedge	fear	0.359	á brúninni
jaundice	fear	0.359	gulu
pessimism	fear	0.359	svartsýni
recurring	fear	0.359	endurtekið
difficult	fear	0.359	erfitt
concerned	fear	0.359	áhyggjur
consternation	fear	0.359	skelfing
bottomless	fear	0.359	botnlaus
revolution	fear	0.359	byltingu
stint	fear	0.359	ástundun
government	fear	0.359	ríkisstjórn
bankruptcy	fear	0.359	gjaldþrot
timid	fear	0.359	huglítill
contempt	fear	0.359	fyrirlitningu
warned	fear	0.359	varaði við
measles	fear	0.359	mislingum
rejects	fear	0.359	hafnar
sectarian	fear	0.359	sértrúarsöfnuður
headaches	fear	0.359	höfuðverkur
dart	fear	0.359	píla
sortie	fear	0.359	sortie
wasting	fear	0.359	eyða
conquest	fear	0.359	landvinninga
depreciation	fear	0.359	gengislækkun
mournful	fear	0.359	sorgmæddur
mandamus	fear	0.359	mandamus
spike	fear	0.359	toppur
cur	fear	0.359	cur
burke	fear	0.359	burke
rebel	fear	0.359	uppreisnarmaður
exam	fear	0.359	prófi
anomaly	fear	0.359	frávik
mug	fear	0.359	mál
constrain	fear	0.358	hefta
languishing	fear	0.358	sýkjandi
bane	fear	0.356	bann
impeach	fear	0.354	ákæra
warden	fear	0.354	varðstjóri
adverse	fear	0.352	skaðleg
lawyer	fear	0.349	lögfræðingur
libel	fear	0.348	meiðyrði
retrenchment	fear	0.345	niðurskurður
imminent	fear	0.345	yfirvofandi
shame	fear	0.344	skömm
avoidance	fear	0.344	forðast
shortage	fear	0.344	skortur
opium	fear	0.344	ópíum
swerve	fear	0.344	sveigja
evade	fear	0.344	komast hjá
servile	fear	0.344	þjónandi
pest	fear	0.344	meindýr
hesitation	fear	0.344	hik
loneliness	fear	0.344	einmanaleika
discipline	fear	0.344	aga
fanaticism	fear	0.344	ofstæki
sorrow	fear	0.344	sorg
hiss	fear	0.344	hvæs
belittle	fear	0.344	gera lítið úr
knell	fear	0.344	knýja
contentious	fear	0.344	umdeildur
bearish	fear	0.344	bearish
opposed	fear	0.344	á móti
launches	fear	0.344	kynnir
taboo	fear	0.344	tabú
cutter	fear	0.344	skeri
defy	fear	0.344	ögra
unjustifiable	fear	0.344	óafsakanlegt
parachute	fear	0.344	fallhlíf
eel	fear	0.344	áll
psych	fear	0.344	sálfræði
aaaaaaah	fear	0.344	aaaaaah
verdict	fear	0.344	dómur
mri	fear	0.344	mri
shaky	fear	0.344	skjálfandi
resistant	fear	0.344	þola
obstacle	fear	0.344	hindrun
reckless	fear	0.344	kærulaus
recession	fear	0.344	kreppa
disrespectful	fear	0.343	virðingarleysi
phalanx	fear	0.342	fallhlífar
creature	fear	0.340	skepna
specter	fear	0.331	Vofa
mortgage	fear	0.331	veð
enigmatic	fear	0.329	dularfullur
supremacy	fear	0.328	yfirburði
bugaboo	fear	0.328	bugaboo
defendant	fear	0.328	stefnda
feeling	fear	0.328	tilfinningu
ethereal	fear	0.328	eterískt
undesirable	fear	0.328	óæskilegt
mishap	fear	0.328	óhapp
outpost	fear	0.328	útvörður
weirdo	fear	0.328	skrítinn
caution	fear	0.328	Varúð
spillin	fear	0.328	spilla
dike	fear	0.328	díki
dominion	fear	0.328	yfirráð
wimp	fear	0.328	fífl
quash	fear	0.328	ógilda
subordinate	fear	0.328	víkjandi
shank	fear	0.328	skaft
remove	fear	0.328	fjarlægja
senseless	fear	0.328	vitlaus
shutdown	fear	0.328	lokun
gametime	fear	0.328	leiktími
uhoh	fear	0.328	uhh
loom	fear	0.328	vefstóll
police	fear	0.328	lögreglu
wrongly	fear	0.328	ranglega
unlucky	fear	0.328	óheppinn
gladiator	fear	0.328	skylmingakappi
adrift	fear	0.328	á reki
hives	fear	0.328	ofsakláði
smut	fear	0.328	skítkast
encumbrance	fear	0.328	kvöð
unsettled	fear	0.327	órólegur
scarce	fear	0.327	sjaldgæft
antisocial	fear	0.324	andfélagslegur
astray	fear	0.320	villist
vigilant	fear	0.319	vakandi
socialist	fear	0.318	sósíalista
halter	fear	0.318	grimmur
pessimist	fear	0.317	svartsýnni
pacing	fear	0.316	skeið
wimpy	fear	0.312	töff
clinical	fear	0.312	klínískt
blight	fear	0.312	korndrepi
muzzle	fear	0.312	trýni
ahhhhhhhh	fear	0.312	ahhhhhhh
therapist	fear	0.312	meðferðaraðili
laxative	fear	0.312	hægðalyf
obsessing	fear	0.312	þráhyggju
seclusion	fear	0.312	einangrun
foreigner	fear	0.312	útlendingur
dentist	fear	0.312	tannlæknir
chargeable	fear	0.312	gjaldskyld
deadline	fear	0.312	frestur
uneasy	fear	0.312	órólegur
valium	fear	0.312	valíum
powerful	fear	0.312	öflugur
opponent	fear	0.312	andstæðingur
ordnance	fear	0.312	skotvopn
cram	fear	0.312	troða
unexpected	fear	0.312	óvænt
thorny	fear	0.312	þyrnum stráð
discontinuity	fear	0.312	ósamfellu
conspire	fear	0.312	samsæri
collusion	fear	0.312	samráð
litigate	fear	0.312	höfða mál
unkind	fear	0.312	óvingjarnlegur
whirlwind	fear	0.312	hvirfilvindur
nether	fear	0.312	neðar
trickery	fear	0.312	brögð
bewilderment	fear	0.312	ráðaleysi
overthinking	fear	0.309	ofhugsa
doubts	fear	0.308	efasemdir
seriousness	fear	0.305	alvara
irrational	fear	0.305	óræð
erase	fear	0.303	eyða
teasing	fear	0.303	stríðni
razor	fear	0.303	rakvél
sweating	fear	0.298	svitamyndun
mage	fear	0.297	töframaður
giant	fear	0.297	risastór
weighty	fear	0.297	þungbær
warning	fear	0.297	viðvörun
avoid	fear	0.297	forðast
inflation	fear	0.297	verðbólgu
mislead	fear	0.297	villa um
adjudicate	fear	0.297	dæma
endless	fear	0.297	endalaus
deflation	fear	0.297	verðhjöðnun
depreciated	fear	0.297	afskrifað
bitch	fear	0.297	tík
swamp	fear	0.297	mýri
bale	fear	0.297	bagga
dashed	fear	0.297	strikað
crouching	fear	0.297	krjúpandi
flounder	fear	0.297	flundra
hide	fear	0.297	fela sig
reluctant	fear	0.297	tregur
unsurpassed	fear	0.297	óviðjafnanlegt
medical	fear	0.297	læknisfræðilegt
timidity	fear	0.297	feimni
auditor	fear	0.297	endurskoðanda
deluge	fear	0.287	flóð
disinformation	fear	0.286	óupplýsingar
court	fear	0.284	dómstóll
aversion	fear	0.283	andúð
cartridge	fear	0.281	skothylki
unfriendly	fear	0.281	óvingjarnlegur
cautious	fear	0.281	varkár
surveillance	fear	0.281	eftirlit
yelp	fear	0.281	æpið
confusion	fear	0.281	rugl
apache	fear	0.281	apache
flying	fear	0.281	fljúga
submitting	fear	0.281	leggja fram
discourage	fear	0.281	draga kjark úr
rush	fear	0.281	þjóta
fortress	fear	0.281	virki
dwarfed	fear	0.281	dvergvaxinn
challenge	fear	0.281	áskorun
notready	fear	0.281	ekki tilbúinn
wan	fear	0.281	vá
mistaken	fear	0.281	rangt
hurryup	fear	0.281	flýttu þér
swelling	fear	0.281	bólga
oncoming	fear	0.281	komandi
remains	fear	0.281	eftir
unruly	fear	0.281	óstýrilátur
bigoted	fear	0.281	stórhuga
intense	fear	0.279	ákafur
noncompliance	fear	0.276	vanefnda
alerts	fear	0.276	viðvaranir
planes	fear	0.274	flugvélar
cop	fear	0.273	lögga
displeased	fear	0.273	óánægður
unbridled	fear	0.271	taumlaus
problem	fear	0.266	vandamál
crouch	fear	0.266	húka
sneak	fear	0.266	laumast
hood	fear	0.266	hetta
force	fear	0.266	afl
confession	fear	0.266	játning
posse	fear	0.266	eiga
banger	fear	0.266	banger
belt	fear	0.266	belti
crowds	fear	0.266	mannfjöldi
elevation	fear	0.266	hækkun
insomnia	fear	0.266	svefnleysi
auditions	fear	0.266	prufur
forgotten	fear	0.266	gleymt
affront	fear	0.266	níðingur
cloak	fear	0.266	skikkju
newjob	fear	0.266	nýtt starf
blindfold	fear	0.266	fyrir augun
skid	fear	0.266	renna
blemish	fear	0.266	lýti
uncanny	fear	0.266	óhugnanlegt
sentence	fear	0.266	setningu
cupping	fear	0.266	bollun
regiment	fear	0.266	herdeild
hooded	fear	0.266	hettuklæddur
operation	fear	0.266	aðgerð
immerse	fear	0.266	sökkva niður
shanghai	fear	0.266	Shanghai
acrobat	fear	0.266	loftfimleika
flurries	fear	0.266	flúrar
spur	fear	0.262	spora
mortgagor	fear	0.258	veðhafa
defense	fear	0.258	vörn
insect	fear	0.250	skordýr
defend	fear	0.250	verja
cataract	fear	0.250	drer
stealthy	fear	0.250	laumuspil
swampy	fear	0.250	mýri
sunk	fear	0.250	sökkt
run	fear	0.250	hlaupa
scapegoat	fear	0.250	blóraböggli
jobinterview	fear	0.250	atvinnuviðtal
repent	fear	0.250	iðrast
breakingnews	fear	0.250	stórfréttir
obliging	fear	0.250	skyldug
rascal	fear	0.250	ræfill
impatiently	fear	0.250	óþolinmóð
react	fear	0.250	bregðast við
doubt	fear	0.250	efast
guard	fear	0.250	vörður
forewarned	fear	0.250	varað við
foul	fear	0.250	rangt
indifference	fear	0.250	afskiptaleysi
hag	fear	0.250	hag
picket	fear	0.250	vallargangur
delusional	fear	0.250	blekkingar
standstill	fear	0.250	kyrrstöðu
rating	fear	0.250	einkunn
spinster	fear	0.250	snúningur
unfamiliar	fear	0.250	ókunnugt
indecisive	fear	0.250	óákveðinn
grounded	fear	0.242	jarðtengdur
badhabit	fear	0.242	slæmur ávani
highest	fear	0.236	hæsta
aaaah	fear	0.234	aaaah
shrink	fear	0.234	skreppa saman
insomniac	fear	0.234	svefnleysi
chicken	fear	0.234	kjúklingur
bee	fear	0.234	bí
inequality	fear	0.234	misrétti
verge	fear	0.234	brún
shelters	fear	0.234	skjól
buzz	fear	0.234	suð
buck	fear	0.234	krónur
discontent	fear	0.234	óánægju
difficulty	fear	0.234	erfiðleikar
finalized	fear	0.234	lokið
overdrive	fear	0.234	yfirkeyrsla
pinion	fear	0.234	pinion
scaffold	fear	0.234	vinnupallinn
dependence	fear	0.234	ósjálfstæði
rekindle	fear	0.234	kveikja aftur
instinctive	fear	0.234	eðlislæg
thatmoment	fear	0.234	það augnablik
sleepless	fear	0.234	svefnlaus
intercede	fear	0.234	biðjast fyrir
psychiatrist	fear	0.234	geðlæknir
rushing	fear	0.233	þjóta
overslept	fear	0.226	svaf yfir sig
default	fear	0.226	sjálfgefið
confessional	fear	0.225	játningargrein
impatient	fear	0.224	óþolinmóð
tactics	fear	0.219	taktík
aga	fear	0.219	aga
blues	fear	0.219	blús
thrill	fear	0.219	unaður
immigrant	fear	0.219	innflytjandi
veer	fear	0.219	veer
sweat	fear	0.219	sviti
cane	fear	0.219	reyr
revelations	fear	0.219	opinberanir
whatif	fear	0.219	hvað ef
waver	fear	0.219	hvika
jungle	fear	0.219	frumskógur
fingerscrossed	fear	0.219	krossa fingur
stingy	fear	0.219	snjall
bait	fear	0.219	beita
unequal	fear	0.219	ójöfn
lastminute	fear	0.219	síðasta mínúta
heft	fear	0.219	þungt
overtired	fear	0.218	ofþreyttur
prognosis	fear	0.217	horfur
alertness	fear	0.216	árvekni
hyped	fear	0.214	uppörvandi
wishmeluck	fear	0.212	óskaðu mér góðs gengis
somuchtodo	fear	0.212	semuchtodo
toomuchtodo	fear	0.212	toomuchtodo
tryouts	fear	0.210	prufur
clowns	fear	0.207	trúða
fluctuation	fear	0.204	sveiflur
examination	fear	0.204	próf
restless	fear	0.204	eirðarlaus
uphill	fear	0.203	upp á við
quail	fear	0.203	vaktill
phew	fear	0.203	púff
mighty	fear	0.203	voldugur
cross	fear	0.203	kross
hurry	fear	0.203	drífa sig
recesses	fear	0.203	rýmum
intimacy	fear	0.203	nánd
overcome	fear	0.203	sigrast á
birth	fear	0.203	fæðingu
acceptances	fear	0.203	samþykki
help	fear	0.203	hjálp
fearless	fear	0.200	óttalaus
change	fear	0.198	breyta
ware	fear	0.198	varningur
withstand	fear	0.197	standast
asap	fear	0.191	sem fyrst
heighten	fear	0.188	hækka
watch	fear	0.188	horfa á
tract	fear	0.188	svæði
advance	fear	0.188	fyrirfram
overcoming	fear	0.188	sigrast á
attorney	fear	0.188	lögmaður
deadlines	fear	0.188	fresti
bug	fear	0.188	galla
knots	fear	0.188	hnúta
owing	fear	0.188	vegna
waitinggame	fear	0.188	biðleikur
unorganised	fear	0.188	óskipulagt
gnome	fear	0.188	gnome
