English Word	Emotion	Emotion-Intensity-Score	Serbian Word
buck	fear	0.234	долар
discontent	fear	0.234	незадовољство
difficulty	fear	0.234	тешкоћа
finalized	fear	0.234	финализовано
overdrive	fear	0.234	овердриве
pinion	fear	0.234	зупчаник
scaffold	fear	0.234	скела
dependence	fear	0.234	зависност
rekindle	fear	0.234	поново запалити
instinctive	fear	0.234	инстинктивно
thatmoment	fear	0.234	тај тренутак
sleepless	fear	0.234	неиспаван
intercede	fear	0.234	посредовати
psychiatrist	fear	0.234	психијатар
rushing	fear	0.233	журећи
overslept	fear	0.226	преспавао
default	fear	0.226	Уобичајено
confessional	fear	0.225	исповедаоница
impatient	fear	0.224	нестрпљив
tactics	fear	0.219	тактика
aga	fear	0.219	ага
blues	fear	0.219	блуес
thrill	fear	0.219	узбуђење
immigrant	fear	0.219	имигрант
veer	fear	0.219	веер
sweat	fear	0.219	зној
cane	fear	0.219	трска
revelations	fear	0.219	откровења
whatif	fear	0.219	шта ако
waver	fear	0.219	колебати се
jungle	fear	0.219	џунгла
fingerscrossed	fear	0.219	држати палчеве
stingy	fear	0.219	шкрт
bait	fear	0.219	мамац
unequal	fear	0.219	неједнаки
lastminute	fear	0.219	ласт минуте
heft	fear	0.219	хефт
overtired	fear	0.218	преуморен
prognosis	fear	0.217	прогноза
alertness	fear	0.216	будност
hyped	fear	0.214	хипед
wishmeluck	fear	0.212	висхмелуцк
somuchtodo	fear	0.212	толико посла
toomuchtodo	fear	0.212	тоомуцхтодо
tryouts	fear	0.210	проба
clowns	fear	0.207	кловнови
fluctuation	fear	0.204	флуктуација
examination	fear	0.204	преглед
restless	fear	0.204	немиран
uphill	fear	0.203	узбрдо
quail	fear	0.203	препелица
phew	fear	0.203	фуј
mighty	fear	0.203	моћан
cross	fear	0.203	крст
hurry	fear	0.203	пожурите
recesses	fear	0.203	удубљења
intimacy	fear	0.203	интимност
overcome	fear	0.203	савладати
birth	fear	0.203	рођење
acceptances	fear	0.203	прихватања
help	fear	0.203	помоћ
fearless	fear	0.200	неустрашиви
change	fear	0.198	променити
ware	fear	0.198	варе
withstand	fear	0.197	издржати
asap	fear	0.191	што пре
heighten	fear	0.188	појачати
watch	fear	0.188	гледати
tract	fear	0.188	трактат
advance	fear	0.188	унапред
overcoming	fear	0.188	превазилажење
attorney	fear	0.188	адвокат
deadlines	fear	0.188	рокови
bug	fear	0.188	буг
knots	fear	0.188	чворови
owing	fear	0.188	дугујући
waitinggame	fear	0.188	ваитинггаме
unorganised	fear	0.188	неорганизовано
gnome	fear	0.188	гноме
fragile	fear	0.188	крхак
cautiously	fear	0.188	опрезно
stillness	fear	0.188	мировање
intrigue	fear	0.188	интрига
rule	fear	0.188	владати
elf	fear	0.185	елф
stillwaiting	fear	0.184	још увек чека
lonely	fear	0.183	усамљен
slippery	fear	0.181	клизав
interview	fear	0.180	интервју
everyman	fear	0.178	сваки човек
speculation	fear	0.176	спекулација
needtoknow	fear	0.173	треба да знају
worship	fear	0.172	обожавање
unsure	fear	0.172	несигурно
surprise	fear	0.172	изненађење
settlor	fear	0.172	насељеник
competition	fear	0.172	конкуренција
readytogo	fear	0.172	Спреман за полазак
checkpoint	fear	0.172	контролни пункт
composure	fear	0.172	прибраност
interviewer	fear	0.172	интервјуер
chaff	fear	0.172	пљеве
regulatory	fear	0.172	регулаторне
birch	fear	0.172	бреза
shell	fear	0.172	шкољка
assessment	fear	0.172	процена
uncertain	fear	0.172	неизвесно
rod	fear	0.172	род
humanrights	fear	0.172	људска права
less	fear	0.167	мање
coy	fear	0.162	цои
iris	fear	0.160	Дужица
intimately	fear	0.156	интимно
hearing	fear	0.156	слух
legalized	fear	0.156	легализовано
needit	fear	0.156	треба га
audition	fear	0.156	Аудиција
retirement	fear	0.156	одлазак у пензију
countdown	fear	0.156	одбројавање
sly	fear	0.156	лукав
bases	fear	0.156	базе
ceasefire	fear	0.156	прекид ватре
medication	fear	0.156	лекове
courageous	fear	0.154	храбар
overthinker	fear	0.153	претерано мислилац
backtrack	fear	0.151	бацктрацк
dawned	fear	0.150	освануло
censor	fear	0.149	цензор
bailiff	fear	0.147	судски извршитељ
syllabus	fear	0.147	Наставни план
delay	fear	0.141	кашњење
newcomer	fear	0.141	новајлија
imagination	fear	0.141	машту
waiting	fear	0.141	чекајући
gent	fear	0.141	гент
validity	fear	0.141	пуноважност
cove	fear	0.141	увала
rationality	fear	0.141	рационалност
caricature	fear	0.141	карикатура
eventuality	fear	0.141	евентуалност
alreadyyyyy	fear	0.140	већииии
shy	fear	0.140	стидљив
symptom	fear	0.133	симптом
excite	fear	0.132	узбудити
raccoon	fear	0.127	ракун
clown	fear	0.125	кловн
tryout	fear	0.125	испробати
needtorelax	fear	0.125	неедторелак
swim	fear	0.125	пливати
campaigning	fear	0.125	кампања
hawk	fear	0.125	Јастреб
prevent	fear	0.125	спречити
gameday	fear	0.125	дан игре
ahhh	fear	0.125	аххх
marry	fear	0.125	удати се
sprite	fear	0.125	сприте
soready	fear	0.125	сореади
sag	fear	0.123	саг
pharmacy	fear	0.123	апотека
policeman	fear	0.121	полицајац
dreamt	fear	0.111	сањао
lace	fear	0.111	чипка
homework	fear	0.109	домаћи задатак
destination	fear	0.109	одредиште
incase	fear	0.109	у случају
pray	fear	0.109	молите се
knot	fear	0.109	чвор
confidence	fear	0.109	самопоуздање
bigday	fear	0.109	Велики дан
holiness	fear	0.109	светост
notoriety	fear	0.109	озлоглашеност
weight	fear	0.109	тежина
slender	fear	0.100	витка
undecided	fear	0.098	неодлучан
sympathetic	fear	0.097	симпатичан
poise	fear	0.094	сталоженост
case	fear	0.094	случај
treat	fear	0.094	лечити
locate	fear	0.094	лоцирати
loyal	fear	0.094	одан
grades	fear	0.094	оцене
god	fear	0.094	Бог
helmet	fear	0.094	Кацига
confident	fear	0.094	самоуверен
counsellor	fear	0.094	саветник
northeast	fear	0.088	североистоку
graduation	fear	0.078	дипломирање
compassion	fear	0.078	саосећање
nurture	fear	0.078	неговати
graded	fear	0.075	степеновано
mum	fear	0.070	мама
infant	fear	0.067	дојенче
journey	fear	0.062	путовање
parade	fear	0.062	парада
gradschool	fear	0.062	градсцхоол
civilian	fear	0.062	цивилна
cloudiness	fear	0.062	облачност
cash	fear	0.062	готовина
civilians	fear	0.062	цивили
guidelines	fear	0.062	Смернице
soulmate	fear	0.062	сродна душа
youth	fear	0.062	младости
opera	fear	0.057	опера
synonymous	fear	0.056	синоним
honest	fear	0.047	поштени
praying	fear	0.047	молећи се
intelligence	fear	0.038	интелигенција
volunteer	fear	0.031	добровољац
romance	fear	0.031	романса
lines	fear	0.031	линије
obey	fear	0.016	поштовати
happiest	joy	0.986	најсрећнији
happiness	joy	0.984	срећа
bliss	joy	0.971	блаженство
celebrating	joy	0.970	славећи
jubilant	joy	0.969	ликујући
ecstatic	joy	0.954	екстатичан
elation	joy	0.944	усхићење
beaming	joy	0.938	озарена
bestdayever	joy	0.938	најбољи дан икада
loveee	joy	0.932	ловеее
celebration	joy	0.929	славље
awesomeness	joy	0.926	авесоменесс
joy	joy	0.924	радост
joyous	joy	0.922	радосни
fabulous	joy	0.922	феноменалне
happily	joy	0.922	срећно
excitement	joy	0.922	узбуђење
exuberance	joy	0.922	бујност
makesmehappy	joy	0.922	чини ме срећним
euphoria	joy	0.922	еуфорија
lovee	joy	0.920	ловее
gratitude	joy	0.914	захвалност
happydance	joy	0.912	хаппиданце
merriment	joy	0.912	весеље
spectacular	joy	0.912	спектакуларно
overjoyed	joy	0.909	пресрећан
purebliss	joy	0.909	пуреблисс
triumphant	joy	0.907	тријумфално
ecstasy	joy	0.906	екстаза
lovelovelove	joy	0.906	љубав Љубав Љубав
cheerful	joy	0.906	весела
cheer	joy	0.897	навијати
elated	joy	0.894	усхићен
peaceofmind	joy	0.891	смиреност ума
jolly	joy	0.891	весело
delighted	joy	0.891	одушевљен
lovethis	joy	0.891	ловетхис
excitation	joy	0.891	узбуђење
exhilaration	joy	0.891	усхићење
pleasures	joy	0.891	задовољства
laugh	joy	0.891	смех
marvelously	joy	0.881	чудесно
loving	joy	0.879	љубављу
joyful	joy	0.879	радостан
blissful	joy	0.879	блажен
outstanding	joy	0.879	изванредан
pleasurable	joy	0.877	пријатно
lovinglife	joy	0.875	љубави Живот
enthusiastic	joy	0.875	ентузијастичан
glee	joy	0.875	раздраганост
iloveher	joy	0.875	волим је
yaaaay	joy	0.875	иааааи
overthemoon	joy	0.875	овертхемоон
happyplace	joy	0.875	хаппиплаце
sohappy	joy	0.868	тако срећан
superb	joy	0.864	диван
woohoo	joy	0.864	воохоо
laughing	joy	0.864	смејати се
wonderful	joy	0.863	предивна
hooray	joy	0.859	ура
loved	joy	0.859	вољен
tearsofjoy	joy	0.859	сузе радоснице
hallelujah	joy	0.859	алелуја
magnificent	joy	0.859	величанствени
glory	joy	0.859	слава
ilovechristmas	joy	0.859	Волим Божић
brilliant	joy	0.859	бриљантно
celebrated	joy	0.859	славио
cheering	joy	0.859	навијајући
yayyyy	joy	0.859	иаииии
heavenly	joy	0.853	небески
exciting	joy	0.853	узбудљиво
thrilled	joy	0.851	одушевљен
mademyday	joy	0.848	мадемидаи
hohoho	joy	0.845	Хо Хо Хо
celebrate	joy	0.844	славити
wonderfully	joy	0.844	дивно
blessing	joy	0.844	благослов
favoriteholiday	joy	0.844	омиљени празник
paradise	joy	0.833	рај
marvellous	joy	0.833	дивно
festive	joy	0.833	свечани
sweetness	joy	0.833	сласт
blessed	joy	0.833	блажени
celebrations	joy	0.833	прославе
compliment	joy	0.831	комплимент
smiling	joy	0.828	осмехујући се
allsmiles	joy	0.828	аллсмилес
love	joy	0.828	љубав
enchanting	joy	0.828	очаравајући
homesweethome	joy	0.826	доме слатки доме
thankyougod	joy	0.824	тханкиоугод
marvelous	joy	0.824	дивно
laughter	joy	0.824	смех
goodmood	joy	0.819	Добро расположење
goodness	joy	0.818	доброта
excellence	joy	0.818	изврсност
sensational	joy	0.818	сензационално
joys	joy	0.818	радости
delightful	joy	0.818	диван
excited	joy	0.818	узбуђено
rejoicing	joy	0.818	радујући се
happyheart	joy	0.818	хаппихеарт
celebratory	joy	0.818	слављенички
greatful	joy	0.816	великодушан
jovial	joy	0.814	весело
rejoice	joy	0.812	радуј се
splendid	joy	0.812	сјајан
enjoy	joy	0.812	уживати
smiley	joy	0.812	Смајли
glorious	joy	0.812	славни
victorious	joy	0.812	победнички
lovemaking	joy	0.812	вођење љубави
bonanza	joy	0.812	бонанца
greatday	joy	0.812	Велики дан
excellent	joy	0.812	одличан
goodtimes	joy	0.811	добра времена
whatmakesmesmile	joy	0.811	вхатмакесмесмиле
happyday	joy	0.809	Срећан дан
myfavorite	joy	0.804	моје омиљено
thankyoulord	joy	0.803	тханкиоулорд
gladness	joy	0.803	весеље
yayyy	joy	0.803	иаиии
yeahhhh	joy	0.803	иеахххх
pleasure	joy	0.803	задовољство
giggle	joy	0.802	кикотати се
happier	joy	0.797	срећнији
lovemylife	joy	0.797	волим свој живот
magnificence	joy	0.797	величанственост
happytweet	joy	0.797	хаппитвеет
lovinlife	joy	0.797	ловинлифе
yesss	joy	0.797	иессс
dancing	joy	0.797	плесање
success	joy	0.797	успех
grateful	joy	0.789	захвалан
amuse	joy	0.788	забавити
splendor	joy	0.788	раскош
happy	joy	0.788	срећна
fun	joy	0.788	забавно
giggling	joy	0.781	кикоћући се
glad	joy	0.781	драго
glorify	joy	0.781	величати
radiant	joy	0.781	блистава
beautiful	joy	0.781	Лепа
solucky	joy	0.781	те среће
sothankful	joy	0.781	сотханкфул
enchanted	joy	0.781	очаран
romance	joy	0.779	романса
perfection	joy	0.779	савршенство
christmassy	joy	0.779	Божић
heavens	joy	0.779	небеса
thrilling	joy	0.776	узбудљиво
lovable	joy	0.773	љупки
congrats	joy	0.773	честитам
fiesta	joy	0.773	фиеста
entertain	joy	0.773	забавити
happyvalentinesday	joy	0.773	хаппивалентинесдаи
miraculous	joy	0.773	чудесно
cheers	joy	0.773	Живели
cheered	joy	0.773	навијао
positivity	joy	0.773	позитивност
funday	joy	0.772	забаван дан
enjoying	joy	0.771	уживајући
lifeisgood	joy	0.766	живот је добар
amused	joy	0.766	забављена
goodfeeling	joy	0.766	добар осећај
christmasspirit	joy	0.766	Божићно расположење
cuddling	joy	0.766	мажење
smiles	joy	0.766	осмехује се
sosweet	joy	0.766	баш слатко
thebest	joy	0.766	Најбољи
party	joy	0.765	журка
delight	joy	0.765	Сласт
orgasm	joy	0.765	оргазам
positive	joy	0.761	позитивним
sweetheart	joy	0.758	Душица
enlighten	joy	0.758	просветлити
cheerfulness	joy	0.758	ведрина
miracles	joy	0.758	чуда
giddy	joy	0.757	вртоглаво
christmastime	joy	0.757	Божични празници
gratify	joy	0.750	задовољити
greatness	joy	0.750	величина
friendliness	joy	0.750	љубазност
blessings	joy	0.750	благослови
laughs	joy	0.750	смеје се
tistheseason	joy	0.750	тистхесеасон
smile	joy	0.750	осмех
pleasing	joy	0.750	угодан
romantic	joy	0.750	романтичан
happyholidays	joy	0.750	срећни празници
frolic	joy	0.748	брчкати се
jubilee	joy	0.742	јубилеј
miracle	joy	0.742	чудо
enthusiasm	joy	0.742	ентузијазам
selflove	joy	0.742	самољубље
triumph	joy	0.742	тријумф
magical	joy	0.742	магичан
rewarding	joy	0.742	награђивање
goodvibes	joy	0.742	добре вибрације
positiveenergy	joy	0.742	позитивна енергија
feelgood	joy	0.736	осећати се добро
prosperity	joy	0.735	просперитет
behappy	joy	0.734	буди срецна
admiration	joy	0.734	дивљење
passionate	joy	0.734	страствено
goodday	joy	0.734	Добар дан
luxurious	joy	0.734	луксузан
tgif	joy	0.734	тгиф
victory	joy	0.734	победа
feelinggood	joy	0.734	осећати се добро
enchant	joy	0.734	очарати
greatnight	joy	0.734	величанствена ноћ
vivacious	joy	0.734	живахан
glorification	joy	0.733	величање
sing	joy	0.729	синг
glowing	joy	0.729	светлећи
yessss	joy	0.728	иесссс
fulfillment	joy	0.728	испуњење
breathtaking	joy	0.728	одузима дах
thankful	joy	0.727	захвалан
cheery	joy	0.727	весело
santa	joy	0.727	санта
hurrah	joy	0.727	ура
christmasbreak	joy	0.727	Божићни распуст
win	joy	0.727	победити
atpeace	joy	0.727	у миру
award	joy	0.727	награда
merry	joy	0.727	весело
inspiration	joy	0.725	инспирација
radiance	joy	0.725	сјај
pleased	joy	0.725	задовољан
uplift	joy	0.723	уздизање
optimistic	joy	0.723	оптимистичан
heaven	joy	0.721	небо
lucky	joy	0.721	срећан
godisgreat	joy	0.721	Бог је велик
holidays	joy	0.721	празници
thrill	joy	0.721	узбуђење
congratulatory	joy	0.719	честитајући
thriving	joy	0.719	напредан
amusement	joy	0.719	забава
perfect	joy	0.719	савршен
lover	joy	0.719	љубавник
xmas	joy	0.719	кмас
heartfelt	joy	0.719	од срца
utopian	joy	0.719	утопијски
lovely	joy	0.719	љупки
harmony	joy	0.719	хармонија
praising	joy	0.719	хвалећи
brighten	joy	0.719	разведрити
luckiest	joy	0.712	најсрећнији
merrychristmas	joy	0.712	срећан Божић
magic	joy	0.712	магија
achievement	joy	0.712	достигнуће
yay	joy	0.712	То, бре
holiday	joy	0.712	празник
treasures	joy	0.712	блага
luxury	joy	0.712	луксуз
bestfeeling	joy	0.712	бестфеелинг
intimate	joy	0.710	интимна
soblessed	joy	0.706	тако благословен
yaaay	joy	0.706	иаааи
rave	joy	0.706	раве
chuckle	joy	0.706	смејати се
proud	joy	0.704	поносан
winning	joy	0.703	Побеђивати
cherish	joy	0.703	неговати
goodnews	joy	0.703	добре вести
fuckyeah	joy	0.703	фуцкиеах
optimism	joy	0.703	оптимизам
amazingly	joy	0.703	невероватно
lovelife	joy	0.703	волим живот
truelove	joy	0.703	права љубав
beautification	joy	0.703	улепшавање
satisfying	joy	0.703	задовољавајући
appreciates	joy	0.703	цени
cuddled	joy	0.703	мажени
goodlife	joy	0.703	Добар живот
gooood	joy	0.703	добро
sweetest	joy	0.703	најслађи
yaay	joy	0.700	иааи
entertained	joy	0.700	забављали
excite	joy	0.697	узбудити
newbeginnings	joy	0.693	Нови почеци
praisejesus	joy	0.691	праисејесус
birthday	joy	0.691	рођендан
greatfriends	joy	0.688	добре пријатељице
adoration	joy	0.688	обожавање
godsend	joy	0.688	божји дар
favorite	joy	0.688	омиљени
content	joy	0.688	садржаја
entertaining	joy	0.688	забавним
honored	joy	0.688	почаствован
metime	joy	0.688	метиме
exquisite	joy	0.688	изврстан
holidayseason	joy	0.688	празнична сезона
thankyoujesus	joy	0.688	тханкиоујесус
angelic	joy	0.688	анђеоски
goodhealth	joy	0.682	добро здравље
majestic	joy	0.682	величанствено
luscious	joy	0.682	сластан
memoriesiwontforget	joy	0.682	мемориесивонтфоргет
bestfriends	joy	0.682	најбољи пријатељ
precious	joy	0.682	драгоцен
appreciated	joy	0.682	цењен
exaltation	joy	0.682	узвишеност
smiled	joy	0.682	насмешио се
brightens	joy	0.682	осветљава
tranquility	joy	0.679	спокојство
marry	joy	0.676	удати се
embrace	joy	0.676	загрлити
positively	joy	0.676	позитивно
grin	joy	0.672	осмех
hug	joy	0.672	загрлити
hilarious	joy	0.672	урнебесно
dearest	joy	0.672	најдражи
contentment	joy	0.672	задовољство
accomplished	joy	0.672	остварено
relaxation	joy	0.672	опуштање
bday	joy	0.672	бдаи
enliven	joy	0.672	оживити
weeeee	joy	0.672	веееее
giggles	joy	0.672	кикоће се
fulfilled	joy	0.667	испуњено
bountiful	joy	0.667	обилан
victor	joy	0.667	победник
adore	joy	0.667	обожавам
boisterous	joy	0.667	буран
fulfill	joy	0.664	испунити
cuddles	joy	0.662	мажење
prosperous	joy	0.660	просперитетна
appreciation	joy	0.656	уважавање
serenity	joy	0.656	спокојство
happynewyear	joy	0.656	Срећна Нова година
humor	joy	0.656	хумор
satisfy	joy	0.656	задовољити
besties	joy	0.656	бестиес
encouraged	joy	0.656	охрабрен
captivate	joy	0.656	заробити
christmaseve	joy	0.656	Бадње вече
glow	joy	0.656	сјај
romanticism	joy	0.656	романтизам
innerpeace	joy	0.656	унутрашњи мир
pleasant	joy	0.656	пријатно
praises	joy	0.652	похвале
abundance	joy	0.652	заступљеност
fortunes	joy	0.652	богатства
engaged	joy	0.652	ангажовани
praised	joy	0.652	хваљен
relaxing	joy	0.652	опуштајући
treasure	joy	0.652	благо
satisfaction	joy	0.652	задовољство
nothingbetter	joy	0.647	ништа боље
affection	joy	0.647	наклоност
relieved	joy	0.647	растерећено
complement	joy	0.647	допуњују
carnival	joy	0.643	карневал
priceless	joy	0.641	непроцењиво
uplifting	joy	0.641	уздизање
sensuality	joy	0.641	сензуалност
saintly	joy	0.641	светачки
champion	joy	0.641	шампион
thanksgiving	joy	0.641	захваљивање
harmoniously	joy	0.641	складно
wedding	joy	0.641	венчање
achieve	joy	0.641	постићи
divine	joy	0.641	божански
jackpot	joy	0.641	џекпот
honeymoon	joy	0.636	Медени месец
exalt	joy	0.636	узвисити
twinkle	joy	0.636	светлуцање
comforting	joy	0.636	утешне
felicity	joy	0.636	фелицити
peaceful	joy	0.636	мирна
climax	joy	0.636	врхунац
winner	joy	0.636	победник
reverie	joy	0.636	сањарење
yayy	joy	0.636	иаии
cuddle	joy	0.636	загрљај
xoxo	joy	0.634	коко
stargazing	joy	0.625	посматрање звезда
festival	joy	0.625	Фестивал
sweet	joy	0.625	слатко
generosity	joy	0.625	великодушност
brighter	joy	0.625	светлије
praisegod	joy	0.625	слава Богу
gorgeous	joy	0.625	диван
hearts	joy	0.625	срца
amusing	joy	0.625	забаван
fondness	joy	0.625	наклоност
snuggling	joy	0.625	приљубивши се
reward	joy	0.625	награда
sex	joy	0.622	сек
kind	joy	0.621	врста
genial	joy	0.621	генијалан
parade	joy	0.621	парада
applause	joy	0.621	аплауз
beauty	joy	0.621	лепота
fulfilling	joy	0.618	испуњавање
aspiring	joy	0.618	тежњи
newlife	joy	0.618	Нови живот
godbless	joy	0.616	Бог благослови
virtuous	joy	0.613	врлински
kiss	joy	0.610	пољубац
christmas	joy	0.609	Божић
rainbows	joy	0.609	дуге
elegance	joy	0.609	елеганција
generous	joy	0.609	великодушан
super	joy	0.609	супер
playful	joy	0.609	разиграни
enlightenment	joy	0.609	просвећености
praiseworthy	joy	0.609	хвале вредан
awards	joy	0.609	награде
adorable	joy	0.609	адорабле
rekindle	joy	0.609	поново запалити
winnings	joy	0.609	добитке
independence	joy	0.607	независност
amour	joy	0.607	амоур
kindness	joy	0.606	љубазност
surprises	joy	0.606	изненађења
heheh	joy	0.606	хехех
hilarity	joy	0.606	весеље
wonder	joy	0.606	питати се
freely	joy	0.606	слободно
successful	joy	0.606	успешан
inspired	joy	0.606	инспирисан
onelove	joy	0.606	једна љубав
whimsical	joy	0.603	ћудљив
entertainment	joy	0.603	Забава
passion	joy	0.603	страст
stressfree	joy	0.601	без стреса
beautify	joy	0.601	улепшати
sunrise	joy	0.600	излазак Сунца
godisgood	joy	0.597	Бог је добар
goodmusic	joy	0.594	добра музика
revere	joy	0.594	ревере
whoo	joy	0.594	ву
fanfare	joy	0.594	фанфаре
inspire	joy	0.594	инспирисати
angel	joy	0.594	анђео
thankgod	joy	0.594	Хвала Богу
goodies	joy	0.594	доброте
jesus	joy	0.594	Исусе
accomplishment	joy	0.594	остварење
snuggled	joy	0.594	ушушкана
peacefully	joy	0.594	мирно
flirt	joy	0.594	флертовати
friendship	joy	0.591	пријатељство
singing	joy	0.591	певање
heroic	joy	0.591	јуначки
exalted	joy	0.591	узвишени
fortune	joy	0.591	богатство
highest	joy	0.591	највиши
summer	joy	0.591	лето
contented	joy	0.588	задовољан
rollicking	joy	0.588	ваљање
overflowing	joy	0.588	преливајући
woot	joy	0.588	воот
accolade	joy	0.586	аццоладе
hope	joy	0.586	надати се
cozy	joy	0.583	удобан
delicious	joy	0.579	укусно
raving	joy	0.578	бунцање
thelife	joy	0.578	Живот
darling	joy	0.578	драга
sensuous	joy	0.578	чулни
picturesque	joy	0.578	сликовито
friendly	joy	0.578	пријатељски
everlasting	joy	0.578	вечна
praise	joy	0.578	похвала
ambition	joy	0.578	амбиција
sparkle	joy	0.577	искра
sensual	joy	0.576	сензуалан
peace	joy	0.576	мир
flattering	joy	0.576	ласкаво
grace	joy	0.576	грациозност
luckygirl	joy	0.576	срећна девојка
heroism	joy	0.576	јунаштво
succeeding	joy	0.576	успевајући
yeahhh	joy	0.576	иеаххх
special	joy	0.574	посебан
livelife	joy	0.574	живети живот
tantalizing	joy	0.572	мамљиво
pumped	joy	0.567	пумпед
yey	joy	0.562	иеи
surprise	joy	0.562	изненађење
sunny	joy	0.562	сунчан
prevail	joy	0.562	преовлађивати
revels	joy	0.562	ревелс
humorous	joy	0.562	шаљив
sweets	joy	0.562	слаткиши
liking	joy	0.562	допадање
admirable	joy	0.562	достојан дивљења
superstar	joy	0.562	супер Звезда
relax	joy	0.562	опустити
prosper	joy	0.562	просперирати
hero	joy	0.562	јунак
hugs	joy	0.562	загрљаји
worthwhile	joy	0.562	вредно труда
newyear	joy	0.561	Нова Година
tenderness	joy	0.561	нежност
bless	joy	0.561	благослови
favorable	joy	0.561	повољан
freedom	joy	0.561	слобода
masterpiece	joy	0.561	ремек-дело
dreams	joy	0.559	сновима
hopeful	joy	0.559	пун наде
home	joy	0.559	кућа
cruising	joy	0.556	крстарење
gracias	joy	0.554	грациас
faithfulness	joy	0.553	верност
eagerness	joy	0.552	нестрпљивост
closeness	joy	0.552	блискост
sunshine	joy	0.551	сунце
comfy	joy	0.551	удобно
vacation	joy	0.547	годишњи одмор
celestial	joy	0.547	небески
good	joy	0.547	Добро
elite	joy	0.547	елита
illuminate	joy	0.547	осветлити
confidence	joy	0.547	самопоуздање
mistletoe	joy	0.547	имела
daughter	joy	0.547	кћери
lifted	joy	0.547	подигнута
goodmorning	joy	0.547	добро јутро
zeal	joy	0.547	ревност
gifts	joy	0.547	поклони
gift	joy	0.547	поклон
astonishment	joy	0.547	чуђење
heart	joy	0.547	срце
completion	joy	0.547	завршетак
bonus	joy	0.547	бонус
charmed	joy	0.546	очарани
dance	joy	0.545	плесати
sublime	joy	0.545	узвишени
recreation	joy	0.545	рекреација
encouragement	joy	0.545	охрабрење
god	joy	0.545	Бог
gush	joy	0.545	гусх
freshstart	joy	0.544	Нови почетак
free	joy	0.544	бесплатно
savior	joy	0.543	спаситељ
sanctuary	joy	0.541	светилиште
grandchildren	joy	0.540	унуци
wellness	joy	0.537	Спа
revel	joy	0.534	ревел
music	joy	0.531	музика
fab	joy	0.531	фаб
bridal	joy	0.531	свадбени
soar	joy	0.531	једрити
alive	joy	0.531	жив
money	joy	0.531	новац
soothing	joy	0.531	умирујуће
serene	joy	0.531	спокојан
holiness	joy	0.531	светост
inspirational	joy	0.531	инспиративно
matrimony	joy	0.531	брак
dayoff	joy	0.531	Слободан дан
savor	joy	0.531	савор
vitality	joy	0.531	виталност
confident	joy	0.531	самоуверен
firstborn	joy	0.531	првенац
rainbow	joy	0.531	дуга
liberation	joy	0.531	ослобођење
elegant	joy	0.530	елегантан
mastery	joy	0.530	мајсторство
glimmer	joy	0.530	светлуцање
illumination	joy	0.530	осветљење
blossom	joy	0.530	цветати
warmth	joy	0.530	топлина
welcomed	joy	0.530	добродошли
treat	joy	0.529	лечити
faithful	joy	0.529	верни
snuggles	joy	0.522	снугглес
laurels	joy	0.521	ловорике
commendable	joy	0.519	похвално
succeed	joy	0.516	успети
jingle	joy	0.516	јингле
zest	joy	0.516	зест
noschool	joy	0.516	без школе
brotherly	joy	0.516	братски
silly	joy	0.516	глупо
abundant	joy	0.516	обилно
fancy	joy	0.516	фенси
resplendent	joy	0.516	сјајан
strengthening	joy	0.516	јачање
presents	joy	0.516	представља
pride	joy	0.516	Понос
almighty	joy	0.516	свемогући
powerful	joy	0.516	моћна
aspire	joy	0.516	тежити
remarkable	joy	0.516	изузетан
greeted	joy	0.516	поздравио
thanking	joy	0.515	захваљујући
cutie	joy	0.515	цутие
kudos	joy	0.515	свака част
therapeutic	joy	0.515	терапеутски
zen	joy	0.515	зен
coronation	joy	0.515	крунисање
complete	joy	0.515	комплетан
shining	joy	0.515	сијајући
spirit	joy	0.515	дух
princely	joy	0.515	кнежевски
vivid	joy	0.515	живописан
comfort	joy	0.515	удобности
leisure	joy	0.515	Слободно време
reunited	joy	0.515	поново уједињени
kid	joy	0.515	клинац
newme	joy	0.515	невме
payday	joy	0.515	паидаи
animated	joy	0.515	анимирани
familytime	joy	0.515	време проведено с породицом
relationship	joy	0.514	однос
godly	joy	0.514	побожан
marriage	joy	0.514	брак
daymade	joy	0.514	даимаде
spouse	joy	0.507	супруга
intimately	joy	0.507	интимно
respect	joy	0.500	поштовање
bloom	joy	0.500	цветати
purr	joy	0.500	пурр
carefree	joy	0.500	безбрижан
nature	joy	0.500	природа
encourage	joy	0.500	подстицати
soulful	joy	0.500	соулфул
refreshed	joy	0.500	освежени
family	joy	0.500	породица
gem	joy	0.500	драгуљ
meritorious	joy	0.500	заслужан
achieved	joy	0.500	постићи
motherhood	joy	0.500	материнство
holyspirit	joy	0.500	Свети Дух
surreal	joy	0.500	надреално
charitable	joy	0.500	добротворна
teamjesus	joy	0.500	теамјесус
stressrelief	joy	0.500	ослобађање од стреса
erotic	joy	0.500	еротски
inviting	joy	0.500	позивајући
baby	joy	0.500	беба
dignity	joy	0.500	достојанство
satisfied	joy	0.500	задовољан
visionary	joy	0.500	визионарски
memorable	joy	0.500	незабораван
veracity	joy	0.500	истинитост
healthy	joy	0.500	здрав
welcoming	joy	0.500	добродошлице
diamond	joy	0.500	дијамант
christ	joy	0.500	Христос
beach	joy	0.500	плажа
accomplish	joy	0.500	остварити
friends	joy	0.500	пријатељи
excel	joy	0.500	екцел
