English Word	Emotion	Emotion-Intensity-Score	Tatar Word
fled	fear	0.534	кача
rejection	fear	0.533	кире кагу
hopelessness	fear	0.531	өметсезлек
shaking	fear	0.531	калтырану
endocarditis	fear	0.531	эндокардит
cowardly	fear	0.531	куркак
lawlessness	fear	0.531	канунсызлык
punish	fear	0.531	җәза
manipulation	fear	0.531	манипуляция
broken	fear	0.531	ватылган
carnivorous	fear	0.531	карнавор
impotence	fear	0.531	импотенция
unstable	fear	0.531	тотрыксыз
penetration	fear	0.531	үтеп керү
incursion	fear	0.531	кертү
stalk	fear	0.531	сабак
frenzied	fear	0.531	усал
disembodied	fear	0.531	бүленде
superstitious	fear	0.531	хорафат
stressed	fear	0.531	басым ясады
leeches	fear	0.531	сөлекләр
helpless	fear	0.531	ярдәмсез
harbinger	fear	0.531	гарбингер
saber	fear	0.531	кылыч
atherosclerosis	fear	0.531	атеросклероз
deserted	fear	0.531	ташландык
manifestation	fear	0.531	күренеше
theft	fear	0.531	урлау
captor	fear	0.531	капитор
slave	fear	0.531	кол
distrust	fear	0.531	ышанмау
subjugation	fear	0.531	буйсыну
buried	fear	0.531	күмелгән
wrangling	fear	0.531	бәхәс
freakout	fear	0.531	.әр сүзнең
rebellion	fear	0.531	фетнә
abandon	fear	0.531	ташлау
eek	fear	0.531	eek
jarring	fear	0.531	ярсу
swastika	fear	0.531	свастика
failing	fear	0.531	уңышсызлык
stormy	fear	0.531	буранлы
bacterium	fear	0.531	бактерия
suspense	fear	0.529	шикләнү
blood	fear	0.525	кан
hiding	fear	0.524	яшерү
bear	fear	0.524	аю
unlawful	fear	0.519	законсыз
crazy	fear	0.519	акылсыз
anxious	fear	0.518	борчыла
cult	fear	0.518	культ
captive	fear	0.517	әсир
deportation	fear	0.517	депортация
emaciated	fear	0.516	арыган
badfeeling	fear	0.516	начар хис итү
troublesome	fear	0.516	борчулы
unthinkable	fear	0.516	уйламыйча
robber	fear	0.516	карак
embolism	fear	0.516	эмболизм
plight	fear	0.516	авыр
intolerance	fear	0.516	түземсезлек
sorcery	fear	0.516	сихер
helplessness	fear	0.516	ярдәмсезлек
foreboding	fear	0.516	алдан әйтү
grievous	fear	0.516	аяныч
plunder	fear	0.516	талау
exacerbation	fear	0.516	көчәйтү
relapse	fear	0.516	кабатлану
chased	fear	0.516	куа
insidious	fear	0.516	мәкерле
smite	fear	0.516	кыйна
detainee	fear	0.516	тоткарланган
suspect	fear	0.516	шикләнүче
shriek	fear	0.516	кычкыр
oppress	fear	0.516	җәберләү
busted	fear	0.516	бюст
growl	fear	0.516	үкерү
pernicious	fear	0.516	куркыныч
incite	fear	0.516	котырту
harshness	fear	0.516	кырыслык
fang	fear	0.516	тән
sting	fear	0.516	усаллык
enforce	fear	0.516	үтәү
conspirator	fear	0.516	конспиратор
darkness	fear	0.516	караңгылык
revulsion	fear	0.516	нәфрәт
exile	fear	0.516	сөрген
biopsy	fear	0.516	биопси
palsy	fear	0.516	паралич
depression	fear	0.508	депрессия
confinement	fear	0.507	төрмә
subvert	fear	0.500	алмаштыру
infarct	fear	0.500	инфаркт
surrender	fear	0.500	бирелү
prayforme	fear	0.500	дога
mistrust	fear	0.500	ышанмау
odious	fear	0.500	ямьсез
madden	fear	0.500	акылдан язган
eeeek	fear	0.500	eeeek
hunting	fear	0.500	ау
constraint	fear	0.500	чикләү
suppression	fear	0.500	бастыру
alcoholism	fear	0.500	алкоголизм
intolerant	fear	0.500	түземсезлек
blob	fear	0.500	блок
cliff	fear	0.500	кыя
frenetic	fear	0.500	френетик
illegal	fear	0.500	законсыз
scalpel	fear	0.500	скальпель
downfall	fear	0.500	төшү
prohibited	fear	0.500	тыелган
suppress	fear	0.500	бастыру
raving	fear	0.500	селкенү
squeamish	fear	0.500	кычкыру
instability	fear	0.500	тотрыксызлык
vertigo	fear	0.500	вертико
brute	fear	0.500	тупас
sinful	fear	0.500	гөнаһлы
ruined	fear	0.500	җимерелгән
premeditated	fear	0.500	алдан уйланган
snowmageddon	fear	0.500	карлыгач
defiance	fear	0.500	буйсынмау
wasp	fear	0.500	wasp
towering	fear	0.500	манара
woe	fear	0.491	кайгы
lash	fear	0.484	камчы
indefensible	fear	0.484	түземсез
dismay	fear	0.484	курку
disgusting	fear	0.484	җирәнгеч
divorce	fear	0.484	аерылышу
hate	fear	0.484	нәфрәт
freakish	fear	0.484	гаҗәп
sonervous	fear	0.484	sonervous
ambulance	fear	0.484	ашыгыч ярдәм
rabble	fear	0.484	раббл
flinch	fear	0.484	флинч
palpitations	fear	0.484	палититация
fiend	fear	0.484	fiend
hallucination	fear	0.484	галлюцинация
blackness	fear	0.484	кара
defamation	fear	0.484	яла ягу
intrusion	fear	0.484	кертү
syringe	fear	0.484	шприц
prejudiced	fear	0.484	тискәре караш
indictment	fear	0.484	гаепләү
worrying	fear	0.484	борчулы
retard	fear	0.484	тоткарлау
canthandleit	fear	0.484	кантандлеит
insecurity	fear	0.484	куркынычсызлык
ravine	fear	0.484	яр
poaching	fear	0.484	браконьерлык
cracked	fear	0.484	ярылган
hospital	fear	0.484	больница
slam	fear	0.484	слам
armor	fear	0.484	бронь
warrior	fear	0.484	сугышчы
coerce	fear	0.484	мәҗбүр итү
hearse	fear	0.484	мич
jumpy	fear	0.484	сикерү
cutting	fear	0.484	кисү
dishonor	fear	0.484	хурлык
perjury	fear	0.484	ялган
accusing	fear	0.484	гаепләү
worse	fear	0.484	начаррак
endemic	fear	0.484	эндемик
ohno	fear	0.484	охно
restriction	fear	0.484	чикләү
ravenous	fear	0.484	кыргый
rat	fear	0.484	тычкан
lion	fear	0.484	арыслан
shiver	fear	0.484	калтырану
averse	fear	0.483	кире кагу
inspection	fear	0.483	тикшерү
sinner	fear	0.483	гөнаһлы
despairing	fear	0.474	өметсезлек
missing	fear	0.474	югалган
darken	fear	0.471	караңгылану
austere	fear	0.470	кыстыргыч
unhealthy	fear	0.469	сәламәт түгел
revoke	fear	0.469	кире кагу
fret	fear	0.469	фрет
breakdown	fear	0.469	сынарга
superstition	fear	0.469	хорафат
criticize	fear	0.469	тәнкыйтьләү
armored	fear	0.469	броня
illegality	fear	0.469	законсызлык
overwhelmed	fear	0.469	.әр сүзнең
infidelity	fear	0.469	имансызлык
thresh	fear	0.469	бусага
scrapie	fear	0.469	сыныклар
precipice	fear	0.469	явым-төшем
idolatry	fear	0.469	потка табыну
depressed	fear	0.469	депрессия
subversion	fear	0.469	җимерү
asteroid	fear	0.469	астероид
jaws	fear	0.469	иҗекләр
accused	fear	0.469	гаепләнүче
sinking	fear	0.469	бату
admonition	fear	0.469	үгет
indict	fear	0.469	гаепләү
quiver	fear	0.469	калтырау
startle	fear	0.469	аптырау
toothache	fear	0.469	теш авыртуы
soulless	fear	0.469	җансыз
foreclose	fear	0.469	кире кагу
aftermath	fear	0.469	нәтиҗәләре
fierce	fear	0.469	каты
fever	fear	0.469	кызышу
intrusive	fear	0.469	интрузив
decomposition	fear	0.469	черү
nervous	fear	0.469	нерв
animosity	fear	0.469	дошманлык
inmate	fear	0.469	төрмә
regime	fear	0.469	режим
spear	fear	0.468	сөңге
nasty	fear	0.466	җирәнеч
worried	fear	0.466	борчыла
puma	fear	0.465	пума
thirteenth	fear	0.465	унөченче
contraband	fear	0.464	контрабанда
insecure	fear	0.461	куркынычсыз
disturbance	fear	0.459	тәртип бозу
denunciation	fear	0.456	хөкем итү
destitute	fear	0.455	ярлы
stigma	fear	0.455	стигма
powerfully	fear	0.454	көчле
apprehension	fear	0.453	курку
derogatory	fear	0.453	кимсетү
disruption	fear	0.453	өзелү
rigor	fear	0.453	катгый
dinosaur	fear	0.453	динозавр
rifle	fear	0.453	мылтык
illicit	fear	0.453	законсыз
grope	fear	0.453	култык
howl	fear	0.453	елау
stranger	fear	0.453	чит кеше
resisting	fear	0.453	каршы тору
resign	fear	0.453	отставкага китү
spasm	fear	0.453	спазм
unspeakable	fear	0.453	әйтеп булмый
quandary	fear	0.453	бәхәс
shrill	fear	0.453	шрил
penal	fear	0.453	штраф
lockup	fear	0.453	бикләргә
indoctrination	fear	0.453	индуктивация
restrain	fear	0.453	тыю
disreputable	fear	0.453	бәхәссез
scold	fear	0.453	мыскыллау
wail	fear	0.453	ела
omgomgomg	fear	0.453	омгомгомг
hydrocephalus	fear	0.453	гидросефал
warn	fear	0.453	кисәт
batter	fear	0.453	кыйнау
ohgod	fear	0.453	охгод
penalty	fear	0.453	штраф
straits	fear	0.453	бугаз
orphan	fear	0.453	ятим
urgent	fear	0.450	ашыгыч
arraignment	fear	0.450	армия
tramp	fear	0.440	трамвай
stress	fear	0.439	стресс
behemoth	fear	0.439	бехемот
accidental	fear	0.438	очраклы
dominate	fear	0.438	өстенлек итә
cabal	fear	0.438	кабель
accuser	fear	0.438	гаепләүче
debacle	fear	0.438	дебак
perverse	fear	0.438	бозык
looming	fear	0.438	Киләчәк
yell	fear	0.438	кычкыр
forfeiture	fear	0.438	мәҗбүри
infirmity	fear	0.438	зәгыйфьлек
expel	fear	0.438	куып чыгару
probation	fear	0.438	сынау
falter	fear	0.438	начаррак
tribunal	fear	0.438	трибунал
atrophy	fear	0.438	атрофия
aghhh	fear	0.438	аг
bewildered	fear	0.438	аптырап
asp	fear	0.438	asp
mace	fear	0.438	краска
wince	fear	0.438	винс
concealed	fear	0.438	яшерелгән
indomitable	fear	0.438	бетмәс
illegitimate	fear	0.438	легитим
stripped	fear	0.438	киенгән
unprepared	fear	0.438	әзер түгел
entangled	fear	0.438	бәйләнгән
coldsweat	fear	0.438	салкын тию
dentists	fear	0.438	стоматологлар
predicament	fear	0.438	авырлык
rheumatism	fear	0.438	ревматизм
displaced	fear	0.438	күчерелгән
dislocated	fear	0.438	урнаштырылган
prick	fear	0.438	прик
targeting	fear	0.438	адреслау
obstruct	fear	0.438	комачаулау
gasping	fear	0.438	газаплану
scarcity	fear	0.438	кытлык
irreconcilable	fear	0.438	килешеп булмый
impermeable	fear	0.438	үтеп булмый
broke	fear	0.438	ватылды
halting	fear	0.435	туктату
mysterious	fear	0.435	серле
insulting	fear	0.435	мыскыллау
rebels	fear	0.435	фетнәчеләр
repulsion	fear	0.431	нәфрәт
glare	fear	0.430	ялтыравык
punitive	fear	0.425	җәза
sordid	fear	0.425	сордид
stake	fear	0.423	багана
tempest	fear	0.423	давыл
deleterious	fear	0.422	бетерү
reticent	fear	0.422	тыелган
stresses	fear	0.422	басым ясый
fainting	fear	0.422	хәлсезләнү
offense	fear	0.422	рәнҗетү
extrajudicial	fear	0.422	судтан тыш
delusion	fear	0.422	алдау
thumping	fear	0.422	ыргыту
lament	fear	0.422	елый
depress	fear	0.422	депрессия
usurped	fear	0.422	урланган
bigot	fear	0.422	зур
hydra	fear	0.422	гидра
stressin	fear	0.422	стрессин
coyote	fear	0.422	койот
wilderness	fear	0.422	чүл
infamous	fear	0.422	абруйлы
troll	fear	0.422	тролл
dissident	fear	0.422	диссидент
unnatural	fear	0.422	табигый булмаган
disappear	fear	0.422	юкка чыга
bayonet	fear	0.422	баян
depresson	fear	0.422	депрессия
anathema	fear	0.422	анатема
steal	fear	0.422	урлау
publicspeaking	fear	0.422	халык алдында сөйләү
burdensome	fear	0.422	авыр
bier	fear	0.422	биер
prowl	fear	0.422	.әр сүзнең
ultimatum	fear	0.422	ультиматум
varicella	fear	0.422	вариселла
suspension	fear	0.422	туктату
unsteady	fear	0.422	тотрыксыз
heathen	fear	0.422	мәҗүсиләр
alien	fear	0.422	чит
adversity	fear	0.418	авырлыклар
ineptitude	fear	0.417	тәҗрибәсезлек
outsider	fear	0.413	чит кеше
ugliness	fear	0.410	ямьсезлек
immoral	fear	0.410	әхлаксызлык
vulture	fear	0.410	вулкан
ghetto	fear	0.406	гетто
nausea	fear	0.406	күңел төшү
weakly	fear	0.406	зәгыйфь
penance	fear	0.406	тәүбә
distressed	fear	0.406	.әр сүзнең
dominant	fear	0.406	доминант
disallowed	fear	0.406	рөхсәт ителмәгән
recklessness	fear	0.406	игътибарсызлык
insolvent	fear	0.406	түләүсез
wary	fear	0.406	сак
scar	fear	0.406	сызык
ohdear	fear	0.406	аһ, җаным
drones	fear	0.406	дроннар
tearful	fear	0.406	елый
stretcher	fear	0.406	носилка
stressing	fear	0.406	басым ясау
omnipotence	fear	0.406	кодрәт
rubble	fear	0.406	чүп-чар
escape	fear	0.406	качу
whimper	fear	0.406	пышылдау
dismissal	fear	0.406	эштән алу
screech	fear	0.406	кычкыру
resection	fear	0.406	резекция
disorder	fear	0.406	тәртип бозу
possession	fear	0.406	ия булу
claw	fear	0.406	тырнак
blackout	fear	0.406	сүндерү
squall	fear	0.406	сквалл
disabled	fear	0.406	инвалид
deport	fear	0.406	депортация
disgust	fear	0.406	җирәнгеч
stressful	fear	0.406	стресслы
socialism	fear	0.405	социализм
conspiracy	fear	0.400	конспирация
toughness	fear	0.400	кырыслык
defection	fear	0.398	дефекция
absence	fear	0.396	юклык
moan	fear	0.394	елау
crusade	fear	0.392	крест
overt	fear	0.391	артык
whatdoido	fear	0.391	Нәрсә миңа эшләргә
refutation	fear	0.391	кире кагу
descent	fear	0.391	төшү
reject	fear	0.391	кире кагу
suspicion	fear	0.391	шик
exigent	fear	0.391	.әр сүзнең
concealment	fear	0.391	яшерү
xanax	fear	0.391	канакс
cleave	fear	0.391	ябышу
diagnosis	fear	0.391	диагноз
separation	fear	0.391	аерылу
spaz	fear	0.391	спаз
musket	fear	0.391	мушкет
brimstone	fear	0.391	күкерт
repellent	fear	0.391	.әр сүзнең
discrimination	fear	0.391	дискриминация
unrest	fear	0.391	тәртипсезлек
insolvency	fear	0.391	куәте
submission	fear	0.391	тапшыру
mental	fear	0.391	психик
scarecrow	fear	0.391	карка
snare	fear	0.391	тозак
unemployed	fear	0.391	эшсез
stifled	fear	0.391	урланган
procedure	fear	0.391	процедурасы
excitation	fear	0.391	дулкынлану
cyst	fear	0.391	кист
avoiding	fear	0.391	качу
lose	fear	0.391	югалту
nervy	fear	0.391	нерв
gulp	fear	0.391	гөл
conquer	fear	0.391	яулап алу
dubious	fear	0.391	шикле
hardened	fear	0.391	каты
radon	fear	0.391	радон
urgency	fear	0.391	ашыгычлык
theocratic	fear	0.391	теократик
poverty	fear	0.391	ярлылык
throb	fear	0.388	троб
outcast	fear	0.388	куылган
orc	fear	0.388	orc
disapprove	fear	0.380	хупламый
dontpanic	fear	0.378	dontpanic
withdrawals	fear	0.377	алу
plea	fear	0.377	үтенеч
expose	fear	0.375	фаш итү
edict	fear	0.375	боерык
frigate	fear	0.375	фрегат
bunker	fear	0.375	бункер
obligor	fear	0.375	бурычлы
suspected	fear	0.375	шикләнелә
interrogate	fear	0.375	сорау
escaped	fear	0.375	кача
flu	fear	0.375	грипп
ocd	fear	0.375	ocd
taunt	fear	0.375	мыскыллау
sultan	fear	0.375	солтан
bad	fear	0.375	начар
bankrupt	fear	0.375	банкрот
psychological	fear	0.375	психологик
dentistry	fear	0.375	стоматология
chimera	fear	0.375	химера
sneaking	fear	0.375	урлау
nauseous	fear	0.375	күңелсезләнү
barricade	fear	0.375	баррикада
locust	fear	0.375	саранча
dissolution	fear	0.375	таркату
misconception	fear	0.375	ялгыш караш
embarrassment	fear	0.375	оят
chasm	fear	0.375	хазм
grieve	fear	0.375	кайгы
khan	fear	0.375	хан
coldness	fear	0.375	салкынлык
kerosene	fear	0.375	керосин
antsy	fear	0.375	анцы
mentalhealth	fear	0.375	психик сәламәтлек
obi	fear	0.375	obi
pressure	fear	0.375	басым
military	fear	0.375	хәрби
whirlpool	fear	0.375	буран
repellant	fear	0.373	репеллант
unknown	fear	0.369	билгесез
pare	fear	0.367	пар
jealousy	fear	0.365	көнчелек
formidable	fear	0.359	куркыныч
desert	fear	0.359	чүл
cautionary	fear	0.359	сак
onedge	fear	0.359	onedge
jaundice	fear	0.359	сарык
pessimism	fear	0.359	пессимизм
recurring	fear	0.359	кабатлана
difficult	fear	0.359	авыр
concerned	fear	0.359	борчыла
consternation	fear	0.359	аптыраш
bottomless	fear	0.359	төпсез
revolution	fear	0.359	революция
stint	fear	0.359	стинт
government	fear	0.359	хөкүмәт
bankruptcy	fear	0.359	банкротлык
timid	fear	0.359	оялчан
contempt	fear	0.359	кимсетү
warned	fear	0.359	кисәтте
measles	fear	0.359	кызамык
rejects	fear	0.359	кире кага
sectarian	fear	0.359	мәзһәб
headaches	fear	0.359	баш авырту
dart	fear	0.359	дарт
sortie	fear	0.359	сорти
wasting	fear	0.359	әрәм итү
conquest	fear	0.359	яулап алу
depreciation	fear	0.359	амортизация
mournful	fear	0.359	моңлы
mandamus	fear	0.359	мандам
spike	fear	0.359	ботак
cur	fear	0.359	кур
burke	fear	0.359	бурк
rebel	fear	0.359	фетнәче
exam	fear	0.359	имтихан
anomaly	fear	0.359	аномалия
mug	fear	0.359	кружка
constrain	fear	0.358	чикләү
languishing	fear	0.358	.әр сүзнең
bane	fear	0.356	.әр сүзнең
impeach	fear	0.354	импич
warden	fear	0.354	инспектор
adverse	fear	0.352	тискәре
lawyer	fear	0.349	яклаучы
libel	fear	0.348	яла ягу
retrenchment	fear	0.345	retrenchment
imminent	fear	0.345	якын
shame	fear	0.344	оят
avoidance	fear	0.344	качу
shortage	fear	0.344	кытлык
opium	fear	0.344	әфьюн
swerve	fear	0.344	сверв
evade	fear	0.344	качу
servile	fear	0.344	сервис
pest	fear	0.344	корткыч
hesitation	fear	0.344	икеләнү
loneliness	fear	0.344	ялгызлык
discipline	fear	0.344	тәртип
fanaticism	fear	0.344	фанатизм
sorrow	fear	0.344	кайгы
hiss	fear	0.344	чыршы
belittle	fear	0.344	кимсетү
knell	fear	0.344	тезләнү
contentious	fear	0.344	бәхәсле
bearish	fear	0.344	.әр сүзнең
opposed	fear	0.344	каршы
launches	fear	0.344	җибәрә
taboo	fear	0.344	табу
cutter	fear	0.344	кисүче
defy	fear	0.344	.әр сүзнең
unjustifiable	fear	0.344	нигезсез
parachute	fear	0.344	парашют
eel	fear	0.344	еланбалык
psych	fear	0.344	психик
aaaaaaah	fear	0.344	aaaaaaah
verdict	fear	0.344	хөкем карары
mri	fear	0.344	мри
shaky	fear	0.344	калтырану
resistant	fear	0.344	чыдам
obstacle	fear	0.344	киртә
reckless	fear	0.344	игътибарсыз
recession	fear	0.344	рецессия
disrespectful	fear	0.343	хөрмәтсезлек
phalanx	fear	0.342	фаланкс
creature	fear	0.340	җан иясе
specter	fear	0.331	тамашачы
mortgage	fear	0.331	ипотека
enigmatic	fear	0.329	энигматик
supremacy	fear	0.328	өстенлек
bugaboo	fear	0.328	бугабу
defendant	fear	0.328	гаепләнүче
feeling	fear	0.328	хис
ethereal	fear	0.328	эфир
undesirable	fear	0.328	теләмәгән
mishap	fear	0.328	хата
outpost	fear	0.328	форпост
weirdo	fear	0.328	вирдо
caution	fear	0.328	сак
spillin	fear	0.328	спиллин
dike	fear	0.328	.әр сүзнең
dominion	fear	0.328	өстенлек
wimp	fear	0.328	wimp
quash	fear	0.328	кваш
subordinate	fear	0.328	буйсынучы
shank	fear	0.328	танк
remove	fear	0.328	бетерү
senseless	fear	0.328	мәгънәсез
shutdown	fear	0.328	cүндерү
gametime	fear	0.328	уен вакыты
uhoh	fear	0.328	ух
loom	fear	0.328	туку
police	fear	0.328	полиция
wrongly	fear	0.328	ялгыш
unlucky	fear	0.328	бәхетсез
gladiator	fear	0.328	гладиатор
adrift	fear	0.328	адрифт
hives	fear	0.328	умарта
smut	fear	0.328	смут
encumbrance	fear	0.328	кабул итү
unsettled	fear	0.327	көйләнмәгән
scarce	fear	0.327	бик аз
antisocial	fear	0.324	антисоциаль
astray	fear	0.320	адаштыр
vigilant	fear	0.319	уяу
socialist	fear	0.318	социалистик
halter	fear	0.318	чылбыр
pessimist	fear	0.317	пессимист
pacing	fear	0.316	тизлек
wimpy	fear	0.312	усал
clinical	fear	0.312	клиник
blight	fear	0.312	блит
muzzle	fear	0.312	авыз
ahhhhhhhh	fear	0.312	ахххххх
therapist	fear	0.312	терапевт
laxative	fear	0.312	лексив
obsessing	fear	0.312	обсессия
seclusion	fear	0.312	ялгызлык
foreigner	fear	0.312	чит ил кешесе
dentist	fear	0.312	теш табибы
chargeable	fear	0.312	түләүле
deadline	fear	0.312	ремонтка бирү
uneasy	fear	0.312	уңайсыз
valium	fear	0.312	валиум
powerful	fear	0.312	көчле
opponent	fear	0.312	көндәш
ordnance	fear	0.312	снаряд
cram	fear	0.312	крам
unexpected	fear	0.312	көтелмәгән
thorny	fear	0.312	чәнечкеле
discontinuity	fear	0.312	туктату
conspire	fear	0.312	конспирация
collusion	fear	0.312	берләшү
litigate	fear	0.312	суд
unkind	fear	0.312	мәрхәмәтсез
whirlwind	fear	0.312	буран
nether	fear	0.312	түбән
trickery	fear	0.312	хәйлә
bewilderment	fear	0.312	аптырау
overthinking	fear	0.309	карашлар буенча
doubts	fear	0.308	шикләр
seriousness	fear	0.305	җитдилек
irrational	fear	0.305	иррациональ
erase	fear	0.303	бетерү
teasing	fear	0.303	мыскыллау
razor	fear	0.303	умарта
sweating	fear	0.298	тирләү
mage	fear	0.297	маг
giant	fear	0.297	гигант
weighty	fear	0.297	авыр
warning	fear	0.297	кисәтү
avoid	fear	0.297	саклан
inflation	fear	0.297	инфляция
mislead	fear	0.297	адаштыру
adjudicate	fear	0.297	хөкем итү
endless	fear	0.297	чиксез
deflation	fear	0.297	дефляция
depreciated	fear	0.297	амортизация
bitch	fear	0.297	канчык
swamp	fear	0.297	сазлык
bale	fear	0.297	бәләкәй
dashed	fear	0.297	сызылган
crouching	fear	0.297	иелү
flounder	fear	0.297	буталырга
hide	fear	0.297	яшер
reluctant	fear	0.297	теләми
unsurpassed	fear	0.297	.әр сүзнең
medical	fear	0.297	медицина
timidity	fear	0.297	оялчанлык
auditor	fear	0.297	аудитор
deluge	fear	0.287	Туфан
disinformation	fear	0.286	дезинформация
court	fear	0.284	суд
aversion	fear	0.283	нәфрәт
cartridge	fear	0.281	картридж
unfriendly	fear	0.281	дус түгел
cautious	fear	0.281	сак
surveillance	fear	0.281	күзәтү
yelp	fear	0.281	елп
confusion	fear	0.281	буталчык
apache	fear	0.281	апаче
flying	fear	0.281	оча
submitting	fear	0.281	тапшыру
discourage	fear	0.281	боек
rush	fear	0.281	ашыга
fortress	fear	0.281	крепость
dwarfed	fear	0.281	курчак
challenge	fear	0.281	авырлык
notready	fear	0.281	инде
wan	fear	0.281	теләсәң
mistaken	fear	0.281	ялгыш
hurryup	fear	0.281	ашык
swelling	fear	0.281	шешү
oncoming	fear	0.281	алда
remains	fear	0.281	кала
unruly	fear	0.281	тәртипсез
bigoted	fear	0.281	зур
intense	fear	0.279	интенсив
noncompliance	fear	0.276	туры килмәү
alerts	fear	0.276	хәбәрләр
planes	fear	0.274	самолетлар
cop	fear	0.273	коп
displeased	fear	0.273	риза түгел
unbridled	fear	0.271	идарә ителмәгән
problem	fear	0.266	проблема
crouch	fear	0.266	кру
sneak	fear	0.266	урлау
hood	fear	0.266	капот
force	fear	0.266	көч
confession	fear	0.266	тану
posse	fear	0.266	поссе
banger	fear	0.266	бангер
belt	fear	0.266	каеш
crowds	fear	0.266	халык
elevation	fear	0.266	биеклек
insomnia	fear	0.266	йокысызлык
auditions	fear	0.266	тыңлаулар
forgotten	fear	0.266	онытылган
affront	fear	0.266	афронт
cloak	fear	0.266	плащ
newjob	fear	0.266	newjob
blindfold	fear	0.266	күз ябу
skid	fear	0.266	skid
blemish	fear	0.266	кимчелек
uncanny	fear	0.266	сихер
sentence	fear	0.266	җөмлә
cupping	fear	0.266	чынаяк
regiment	fear	0.266	полк
hooded	fear	0.266	капланган
operation	fear	0.266	операция
immerse	fear	0.266	чуму
shanghai	fear	0.266	Шанхай
acrobat	fear	0.266	акробат
flurries	fear	0.266	бураннар
spur	fear	0.262	этәрү
mortgagor	fear	0.258	ипотека
defense	fear	0.258	оборона
insect	fear	0.250	бөҗәк
defend	fear	0.250	яклау
cataract	fear	0.250	катаракт
stealthy	fear	0.250	яшерен
swampy	fear	0.250	баткак
sunk	fear	0.250	батты
run	fear	0.250	йөгер
scapegoat	fear	0.250	гаеп
jobinterview	fear	0.250	эш урыны
repent	fear	0.250	тәүбә итегез
breakingnews	fear	0.250	яңалыклар
obliging	fear	0.250	бурычлы
rascal	fear	0.250	усал
impatiently	fear	0.250	түземсезлек белән
react	fear	0.250	реакция
doubt	fear	0.250	шик
guard	fear	0.250	сакчы
forewarned	fear	0.250	алдан кисәтелгән
foul	fear	0.250	бозык
indifference	fear	0.250	битарафлык
hag	fear	0.250	хаг
picket	fear	0.250	пикет
delusional	fear	0.250	алдану
standstill	fear	0.250	туктау
rating	fear	0.250	рейтингы
spinster	fear	0.250	спинстер
unfamiliar	fear	0.250	таныш түгел
indecisive	fear	0.250	карарсыз
grounded	fear	0.242	нигезләнгән
badhabit	fear	0.242	начар яшәү
highest	fear	0.236	иң югары
aaaah	fear	0.234	aaaah
shrink	fear	0.234	кыскарту
insomniac	fear	0.234	йокысызлык
chicken	fear	0.234	тавык
bee	fear	0.234	умарта
inequality	fear	0.234	тигезсезлек
verge	fear	0.234	кыр
shelters	fear	0.234	приютлар
buzz	fear	0.234	тавыш
buck	fear	0.234	бак
discontent	fear	0.234	ризасызлык
difficulty	fear	0.234	кыенлык
finalized	fear	0.234	тәмамланды
overdrive	fear	0.234	артык драйвер
pinion	fear	0.234	пиньон
scaffold	fear	0.234	скафольд
dependence	fear	0.234	бәйлелек
rekindle	fear	0.234	яңарту
instinctive	fear	0.234	инстинктив
thatmoment	fear	0.234	.әр сүзнең
sleepless	fear	0.234	йокысыз
intercede	fear	0.234	шәфәгать итегез
psychiatrist	fear	0.234	психиатр
rushing	fear	0.233	ашыга
overslept	fear	0.226	чиктән тыш
default	fear	0.226	Килешү
confessional	fear	0.225	конфессия
impatient	fear	0.224	түземсезлек
tactics	fear	0.219	тактика
aga	fear	0.219	ага
blues	fear	0.219	блюз
thrill	fear	0.219	дулкынлану
immigrant	fear	0.219	иммигрант
veer	fear	0.219	veer
sweat	fear	0.219	тир
cane	fear	0.219	камыш
revelations	fear	0.219	ачылышлар
whatif	fear	0.219	Нәрсә Әгәр
waver	fear	0.219	дулкынлану
jungle	fear	0.219	джунгли
fingerscrossed	fear	0.219	бармаклар
stingy	fear	0.219	усал
bait	fear	0.219	җим
unequal	fear	0.219	тигез түгел
lastminute	fear	0.219	соңгы минут
heft	fear	0.219	зур
overtired	fear	0.218	артык
prognosis	fear	0.217	прогноз
alertness	fear	0.216	уяулык
hyped	fear	0.214	.әр сүзнең
wishmeluck	fear	0.212	теләк
somuchtodo	fear	0.212	somuchtodo
toomuchtodo	fear	0.212	томухтодо
tryouts	fear	0.210	сынау
clowns	fear	0.207	клоуннар
fluctuation	fear	0.204	үзгәрү
examination	fear	0.204	экспертиза
restless	fear	0.204	тынгысыз
uphill	fear	0.203	өскә
quail	fear	0.203	бөдрә
phew	fear	0.203	пью
mighty	fear	0.203	көчле
cross	fear	0.203	кросс
hurry	fear	0.203	ашык
recesses	fear	0.203	каникуллар
intimacy	fear	0.203	якынлык
overcome	fear	0.203	җиңү
birth	fear	0.203	туу
acceptances	fear	0.203	кабул итү
help	fear	0.203	Ярдәм итегез
fearless	fear	0.200	курыкмыйча
change	fear	0.198	үзгәртү
ware	fear	0.198	савыт
withstand	fear	0.197	каршы тор
asap	fear	0.191	мөмкин булганча тиз
heighten	fear	0.188	көчәйтү
watch	fear	0.188	карау
tract	fear	0.188	трактат
advance	fear	0.188	алга
overcoming	fear	0.188	җиңү
attorney	fear	0.188	адвокат
deadlines	fear	0.188	сроклары
bug	fear	0.188	хата
knots	fear	0.188	төймәләр
owing	fear	0.188	бурычлы
waitinggame	fear	0.188	көтү
