English Word	Emotion	Emotion-Intensity-Score	Telugu Word
victorious	joy	0.812	విజేత
lovemaking	joy	0.812	రాస క్రీడ
bonanza	joy	0.812	బొనాంజా
greatday	joy	0.812	గొప్ప రోజు
excellent	joy	0.812	అద్భుతమైన
goodtimes	joy	0.811	మంచి రోజులు
whatmakesmesmile	joy	0.811	ఏమి చేస్తుంది మెస్మైల్
happyday	joy	0.809	మంచి రోజు
myfavorite	joy	0.804	నాకు ఇష్టమైనది
thankyoulord	joy	0.803	ధన్యవాదములు స్వామి
gladness	joy	0.803	ఆనందం
yayyy	joy	0.803	yayyy
yeahhhh	joy	0.803	అవును
pleasure	joy	0.803	ఆనందం
giggle	joy	0.802	ముసిముసి నవ్వులు
happier	joy	0.797	సంతోషముగా
lovemylife	joy	0.797	lovemylife
magnificence	joy	0.797	వైభవం
happytweet	joy	0.797	హ్యాపీట్వీట్
lovinlife	joy	0.797	ప్రేమ జీవితం
yesss	joy	0.797	అవును
dancing	joy	0.797	నృత్యం
success	joy	0.797	విజయం
grateful	joy	0.789	కృతజ్ఞతతో
amuse	joy	0.788	వినోదం
splendor	joy	0.788	శోభ
happy	joy	0.788	సంతోషంగా
fun	joy	0.788	సరదాగా
giggling	joy	0.781	ముసిముసి నవ్వులు
glad	joy	0.781	సంతోషం
glorify	joy	0.781	కీర్తించండి
radiant	joy	0.781	ప్రకాశించే
beautiful	joy	0.781	అందమైన
solucky	joy	0.781	చాలా అదృష్టం
sothankful	joy	0.781	కృతజ్ఞతగల
enchanted	joy	0.781	మంత్రముగ్ధులను చేసింది
romance	joy	0.779	శృంగారం
perfection	joy	0.779	పరిపూర్ణత
christmassy	joy	0.779	క్రిస్మస్
heavens	joy	0.779	స్వర్గం
thrilling	joy	0.776	థ్రిల్లింగ్
lovable	joy	0.773	ప్రీతికరమైన
congrats	joy	0.773	అభినందనలు
fiesta	joy	0.773	ఫియస్టా
entertain	joy	0.773	వినోదం
happyvalentinesday	joy	0.773	ప్రేమికుల రోజు శుభాకాంక్షలు
miraculous	joy	0.773	అద్భుతం
cheers	joy	0.773	ఆనందోత్సాహాలు
cheered	joy	0.773	ఉత్సాహపరిచారు
positivity	joy	0.773	సానుకూలత
funday	joy	0.772	సరదా గా గడిపిన రోజు
enjoying	joy	0.771	ఆనందించే
lifeisgood	joy	0.766	జీవితం చాల బాగుంది
amused	joy	0.766	నవ్వించాడు
goodfeeling	joy	0.766	మంచి భావన
christmasspirit	joy	0.766	క్రిస్మస్ స్పిరిట్
cuddling	joy	0.766	కౌగిలించుకోవడం
smiles	joy	0.766	నవ్వుతుంది
sosweet	joy	0.766	చాలా తీయగా ఉంది
thebest	joy	0.766	అత్యుత్తమమైన
party	joy	0.765	పార్టీ
delight	joy	0.765	ఆనందం
orgasm	joy	0.765	భావప్రాప్తి
positive	joy	0.761	అనుకూల
sweetheart	joy	0.758	ప్రియురాలు
enlighten	joy	0.758	జ్ఞానోదయం
cheerfulness	joy	0.758	ఉల్లాసం
miracles	joy	0.758	అద్భుతాలు
giddy	joy	0.757	తలతిప్పి
christmastime	joy	0.757	క్రిస్మస్ సమయం
gratify	joy	0.750	సంతోషించు
greatness	joy	0.750	గొప్పతనం
friendliness	joy	0.750	స్నేహశీలత
blessings	joy	0.750	దీవెనలు
laughs	joy	0.750	నవ్వుతుంది
tistheseason	joy	0.750	సీజన్
smile	joy	0.750	చిరునవ్వు
pleasing	joy	0.750	ఆహ్లాదకరమైన
romantic	joy	0.750	శృంగార
happyholidays	joy	0.750	శుభ శెలవుదినాలు
frolic	joy	0.748	ఉల్లాసంగా
jubilee	joy	0.742	జయంతి
miracle	joy	0.742	అద్భుతం
enthusiasm	joy	0.742	అత్యుత్సాహం
selflove	joy	0.742	స్వప్రేమ
triumph	joy	0.742	విజయం
magical	joy	0.742	మాయా
rewarding	joy	0.742	బహుమానం
goodvibes	joy	0.742	మంచి వైబ్స్
positiveenergy	joy	0.742	సానుకూల శక్తి
feelgood	joy	0.736	మంచి అనుభూతి
prosperity	joy	0.735	శ్రేయస్సు
behappy	joy	0.734	సంతోషకరమైన
admiration	joy	0.734	మెచ్చుకోవడం
passionate	joy	0.734	మక్కువ
goodday	joy	0.734	శుభదినం
luxurious	joy	0.734	విలాసవంతమైన
tgif	joy	0.734	tgif
victory	joy	0.734	విజయం
feelinggood	joy	0.734	హ్యాపీ గ వున్నా
enchant	joy	0.734	మంత్రముగ్ధులను చేయండి
greatnight	joy	0.734	గొప్ప రాత్రి
vivacious	joy	0.734	ఉల్లాసమైన
glorification	joy	0.733	కీర్తించడం
sing	joy	0.729	పాడతారు
glowing	joy	0.729	ప్రకాశించే
yessss	joy	0.728	yessss
fulfillment	joy	0.728	నెరవేర్చుట
breathtaking	joy	0.728	ఉత్కంఠభరితమైన
thankful	joy	0.727	కృతజ్ఞతతో
cheery	joy	0.727	ఉల్లాసంగా
santa	joy	0.727	శాంటా
hurrah	joy	0.727	హుర్రే
christmasbreak	joy	0.727	క్రిస్మస్ బ్రేక్
win	joy	0.727	గెలుపు
atpeace	joy	0.727	ప్రశాంతతో
award	joy	0.727	అవార్డు
merry	joy	0.727	ఉల్లాసంగా
inspiration	joy	0.725	ప్రేరణ
radiance	joy	0.725	ప్రకాశము
pleased	joy	0.725	సంతోషించారు
uplift	joy	0.723	ఉద్ధరించుట
optimistic	joy	0.723	ఆశావాద
heaven	joy	0.721	స్వర్గం
lucky	joy	0.721	అదృష్ట
godisgreat	joy	0.721	దేవుడు గొప్పవాడు
holidays	joy	0.721	సెలవులు
thrill	joy	0.721	థ్రిల్
congratulatory	joy	0.719	అభినందనలు
thriving	joy	0.719	అభివృద్ధి చెందుతోంది
amusement	joy	0.719	వినోదం
perfect	joy	0.719	పరిపూర్ణమైనది
lover	joy	0.719	ప్రేమికుడు
xmas	joy	0.719	క్రిస్మస్
heartfelt	joy	0.719	హృదయపూర్వక
utopian	joy	0.719	ఆదర్శధామ
lovely	joy	0.719	సుందరమైన
harmony	joy	0.719	సామరస్యం
praising	joy	0.719	పొగుడుతున్నారు
brighten	joy	0.719	ప్రకాశవంతం చేస్తాయి
luckiest	joy	0.712	అదృష్టవంతుడు
merrychristmas	joy	0.712	క్రిస్మస్ శుభాకాంక్షలు
magic	joy	0.712	మంత్రము
achievement	joy	0.712	సాధించిన
yay	joy	0.712	అవును
holiday	joy	0.712	సెలవు
treasures	joy	0.712	సంపదలు
luxury	joy	0.712	విలాసవంతమైన
bestfeeling	joy	0.712	ఉత్తమ అనుభూతి
intimate	joy	0.710	సన్నిహితుడు
soblessed	joy	0.706	గంభీరమైన
yaaay	joy	0.706	అవును
rave	joy	0.706	రేవ్
chuckle	joy	0.706	నవ్వు
proud	joy	0.704	గర్వంగా ఉంది
winning	joy	0.703	గెలుస్తోంది
cherish	joy	0.703	ఆదరించు
goodnews	joy	0.703	శుభవార్త
fuckyeah	joy	0.703	ఫక్యే
optimism	joy	0.703	ఆశావాదం
amazingly	joy	0.703	అద్భుతంగా
lovelife	joy	0.703	జీవితం ప్రేమ
truelove	joy	0.703	నిజమైన ప్రేమ
beautification	joy	0.703	సుందరీకరణ
satisfying	joy	0.703	సంతృప్తికరంగా
appreciates	joy	0.703	మెచ్చుకుంటుంది
cuddled	joy	0.703	కౌగిలించుకున్నాడు
goodlife	joy	0.703	మంచి జీవితం
gooood	joy	0.703	బాగుంది
sweetest	joy	0.703	మధురమైనది
yaay	joy	0.700	అవును
entertained	joy	0.700	అలరించారు
excite	joy	0.697	ఉత్తేజితం
newbeginnings	joy	0.693	కొత్త ప్రారంభం
praisejesus	joy	0.691	స్తుతించు యేసు
birthday	joy	0.691	పుట్టినరోజు
greatfriends	joy	0.688	గొప్ప స్నేహితులు
adoration	joy	0.688	ఆరాధన
godsend	joy	0.688	వరప్రసాదం
favorite	joy	0.688	ఇష్టమైన
content	joy	0.688	విషయము
entertaining	joy	0.688	వినోదాత్మక
honored	joy	0.688	సత్కరించారు
metime	joy	0.688	ఈ సమయంలో
exquisite	joy	0.688	సున్నితమైన
holidayseason	joy	0.688	సెలవు కాలం
thankyoujesus	joy	0.688	ధన్యవాదాలు యేసు
angelic	joy	0.688	దేవదూతల
goodhealth	joy	0.682	మంచి ఆరోగ్యం
majestic	joy	0.682	గంభీరమైన
luscious	joy	0.682	తియ్యని
memoriesiwontforget	joy	0.682	జ్ఞాపకాలు మరచిపోవు
bestfriends	joy	0.682	గాఢ స్నేహితులు
precious	joy	0.682	విలువైన
appreciated	joy	0.682	ప్రశంసించారు
exaltation	joy	0.682	ఔన్నత్యం
smiled	joy	0.682	నవ్వింది
brightens	joy	0.682	ప్రకాశవంతం చేస్తుంది
tranquility	joy	0.679	ప్రశాంతత
marry	joy	0.676	పెళ్లి చేసుకుంటారు
embrace	joy	0.676	కౌగిలించుకుంటారు
positively	joy	0.676	సానుకూలంగా
grin	joy	0.672	నవ్వు
hug	joy	0.672	కౌగిలింత
hilarious	joy	0.672	ఉల్లాసంగా
dearest	joy	0.672	ప్రియమైన
contentment	joy	0.672	సంతృప్తి
accomplished	joy	0.672	సాధించారు
relaxation	joy	0.672	సడలింపు
bday	joy	0.672	bday
enliven	joy	0.672	జీవం పోస్తుంది
weeeee	joy	0.672	weeeee
giggles	joy	0.672	ముసిముసి నవ్వులు
fulfilled	joy	0.667	నెరవేరింది
bountiful	joy	0.667	ఔదార్యమైన
victor	joy	0.667	విజేత
adore	joy	0.667	ఆరాధించు
boisterous	joy	0.667	సందడిగల
fulfill	joy	0.664	నెరవేరుస్తాయి
cuddles	joy	0.662	కౌగిలించుకుంటాడు
prosperous	joy	0.660	సుసంపన్నమైన
appreciation	joy	0.656	ప్రశంసతో
serenity	joy	0.656	ప్రశాంతత
happynewyear	joy	0.656	నూతన సంవత్సర శుభాకాంక్షలు
humor	joy	0.656	హాస్యం
satisfy	joy	0.656	సంతృప్తి
besties	joy	0.656	బెస్ట్రీస్
encouraged	joy	0.656	ప్రోత్సహించారు
captivate	joy	0.656	అమితాకర్షితమైన
christmaseve	joy	0.656	క్రిస్మస్ సెవ్
glow	joy	0.656	మెరుస్తుంది
romanticism	joy	0.656	రొమాంటిసిజం
innerpeace	joy	0.656	మనశ్శాంతి
pleasant	joy	0.656	ఆహ్లాదకరమైన
praises	joy	0.652	ప్రశంసలు
abundance	joy	0.652	సమృద్ధి
fortunes	joy	0.652	అదృష్టాలు
engaged	joy	0.652	నిశ్చితార్థం
praised	joy	0.652	కొనియాడారు
relaxing	joy	0.652	సడలించడం
treasure	joy	0.652	నిధి
satisfaction	joy	0.652	సంతృప్తి
nothingbetter	joy	0.647	ఏమీ మంచిది కాదు
affection	joy	0.647	ఆప్యాయత
relieved	joy	0.647	ఉపశమనం
complement	joy	0.647	పూరకంగా
carnival	joy	0.643	కార్నివాల్
priceless	joy	0.641	వెలకట్టలేనిది
uplifting	joy	0.641	ఉద్ధరించే
sensuality	joy	0.641	ఇంద్రియ సంబంధము
saintly	joy	0.641	సాధువు
champion	joy	0.641	ఛాంపియన్
thanksgiving	joy	0.641	థాంక్స్ గివింగ్
harmoniously	joy	0.641	సామరస్యపూర్వకంగా
wedding	joy	0.641	పెండ్లి
achieve	joy	0.641	సాధిస్తారు
divine	joy	0.641	దైవ సంబంధమైన
jackpot	joy	0.641	జాక్‌పాట్
honeymoon	joy	0.636	హనీమూన్
exalt	joy	0.636	ఔన్నత్యం
twinkle	joy	0.636	మెరుపు
comforting	joy	0.636	ఓదార్పునిస్తుంది
felicity	joy	0.636	ఆనందం
peaceful	joy	0.636	శాంతియుతమైనది
climax	joy	0.636	అంతిమ ఘట్టం
winner	joy	0.636	విజేత
reverie	joy	0.636	రెవెరీ
yayy	joy	0.636	అవును
cuddle	joy	0.636	కౌగిలించుకో
xoxo	joy	0.634	xoxo
stargazing	joy	0.625	నక్షత్ర వీక్షణ
festival	joy	0.625	పండుగ
sweet	joy	0.625	తీపి
generosity	joy	0.625	దాతృత్వం
brighter	joy	0.625	ప్రకాశవంతంగా
praisegod	joy	0.625	స్తుతి దేవుడు
gorgeous	joy	0.625	బ్రహ్మాండమైన
hearts	joy	0.625	హృదయాలు
amusing	joy	0.625	వినోదభరితమైన
fondness	joy	0.625	అభిమానం
snuggling	joy	0.625	స్నిగ్లింగ్
reward	joy	0.625	బహుమతి
sex	joy	0.622	సెక్స్
kind	joy	0.621	రకం
genial	joy	0.621	మేధావి
parade	joy	0.621	కవాతు
applause	joy	0.621	చప్పట్లు
beauty	joy	0.621	అందం
fulfilling	joy	0.618	నెరవేర్చుట
aspiring	joy	0.618	ఆకాంక్షించే
newlife	joy	0.618	కొత్త జీవితం
godbless	joy	0.616	దైవానుగ్రహము
virtuous	joy	0.613	సద్గుణవంతుడు
kiss	joy	0.610	ముద్దు
christmas	joy	0.609	క్రిస్మస్
rainbows	joy	0.609	హరివిల్లులు
elegance	joy	0.609	గాంభీర్యం
generous	joy	0.609	ఉదారంగా
super	joy	0.609	సూపర్
playful	joy	0.609	సరదా
enlightenment	joy	0.609	జ్ఞానోదయం
praiseworthy	joy	0.609	ప్రశంసనీయమైనది
awards	joy	0.609	అవార్డులు
adorable	joy	0.609	పూజ్యమైన
rekindle	joy	0.609	పునరుజ్జీవింపజేయు
winnings	joy	0.609	విజయాలు
independence	joy	0.607	స్వాతంత్ర్యం
amour	joy	0.607	రసిక
kindness	joy	0.606	దయ
surprises	joy	0.606	ఆశ్చర్యాలు
heheh	joy	0.606	heheh
hilarity	joy	0.606	ఉల్లాసం
wonder	joy	0.606	ఆశ్చర్యం
freely	joy	0.606	స్వేచ్ఛగా
successful	joy	0.606	విజయవంతమైంది
inspired	joy	0.606	ప్రేరణ పొందింది
onelove	joy	0.606	ఒక ప్రేమ
whimsical	joy	0.603	విచిత్రమైన
entertainment	joy	0.603	వినోదం
passion	joy	0.603	అభిరుచి
stressfree	joy	0.601	ఒత్తిడి లేని
beautify	joy	0.601	సుందరీకరిస్తాయి
sunrise	joy	0.600	సూర్యోదయం
godisgood	joy	0.597	భగవంతుడు మంచివాడు
goodmusic	joy	0.594	మంచి సంగీతం
revere	joy	0.594	గౌరవించేవారు
whoo	joy	0.594	ఎవరు
fanfare	joy	0.594	కోలాహలం
inspire	joy	0.594	స్ఫూర్తినిస్తాయి
angel	joy	0.594	దేవదూత
thankgod	joy	0.594	ధన్యవాదాలు
goodies	joy	0.594	గూడీస్
jesus	joy	0.594	యేసు
accomplishment	joy	0.594	సాఫల్యం
snuggled	joy	0.594	పొత్తుపెట్టుకున్నాడు
peacefully	joy	0.594	శాంతియుతంగా
flirt	joy	0.594	పరిహసముచేయు
friendship	joy	0.591	స్నేహం
singing	joy	0.591	పాడుతున్నారు
heroic	joy	0.591	వీరోచితమైన
exalted	joy	0.591	ఉన్నతమైన
fortune	joy	0.591	అదృష్టం
highest	joy	0.591	అత్యధిక
summer	joy	0.591	వేసవి
contented	joy	0.588	సంతృప్తి చెందారు
rollicking	joy	0.588	రోలింగ్
overflowing	joy	0.588	పొంగిపొర్లుతున్నాయి
woot	joy	0.588	వూట్
accolade	joy	0.586	ప్రశంసలు
hope	joy	0.586	ఆశిస్తున్నాము
cozy	joy	0.583	హాయిగా
delicious	joy	0.579	రుచికరమైన
raving	joy	0.578	ఆవేశం
thelife	joy	0.578	జీవితం
darling	joy	0.578	ప్రియతమా
sensuous	joy	0.578	ఇంద్రియ సంబంధమైన
picturesque	joy	0.578	సుందరమైన
friendly	joy	0.578	స్నేహపూర్వక
everlasting	joy	0.578	శాశ్వతమైన
praise	joy	0.578	ప్రశంసలు
ambition	joy	0.578	ఆశయం
sparkle	joy	0.577	మెరుపు
sensual	joy	0.576	ఇంద్రియ సంబంధమైన
peace	joy	0.576	శాంతి
flattering	joy	0.576	ముఖస్తుతి
grace	joy	0.576	దయ
luckygirl	joy	0.576	లక్కీగర్ల్
heroism	joy	0.576	వీరత్వం
succeeding	joy	0.576	విజయం సాధిస్తోంది
yeahhh	joy	0.576	అవును
special	joy	0.574	ప్రత్యేక
livelife	joy	0.574	జీవితాని జీవించండి
tantalizing	joy	0.572	ప్రలోభపెట్టడం
pumped	joy	0.567	పంప్ చేయబడింది
yey	joy	0.562	అవును
surprise	joy	0.562	ఆశ్చర్యం
sunny	joy	0.562	ఎండ
prevail	joy	0.562	వ్యాప్తి చెందడం
revels	joy	0.562	ఆనందిస్తాడు
humorous	joy	0.562	హాస్యభరితమైన
sweets	joy	0.562	స్వీట్లు
liking	joy	0.562	ఇష్టపడుతున్నారు
admirable	joy	0.562	ప్రశంసనీయమైనది
superstar	joy	0.562	సూపర్ స్టార్
relax	joy	0.562	విశ్రాంతి తీసుకోండి
prosper	joy	0.562	అభివృద్ధి చెందుతాయి
hero	joy	0.562	హీరో
hugs	joy	0.562	కౌగిలింతలు
worthwhile	joy	0.562	విలువైనది
newyear	joy	0.561	కొత్త సంవత్సరం
tenderness	joy	0.561	సున్నితత్వం
bless	joy	0.561	అనుగ్రహించు
favorable	joy	0.561	అనుకూలమైన
freedom	joy	0.561	స్వేచ్ఛ
masterpiece	joy	0.561	కళాఖండం
dreams	joy	0.559	కలలు
hopeful	joy	0.559	ఆశాజనకంగా
home	joy	0.559	ఇల్లు
cruising	joy	0.556	క్రూజింగ్
gracias	joy	0.554	దయ
faithfulness	joy	0.553	విశ్వసనీయత
eagerness	joy	0.552	ఆత్రుత
closeness	joy	0.552	సాన్నిహిత్యం
sunshine	joy	0.551	సూర్యరశ్మి
comfy	joy	0.551	సౌకర్యవంతమైన
vacation	joy	0.547	సెలవు
celestial	joy	0.547	ఖగోళ సంబంధమైన
good	joy	0.547	మంచిది
elite	joy	0.547	ఉన్నతవర్గం
illuminate	joy	0.547	ప్రకాశించు
confidence	joy	0.547	విశ్వాసం
mistletoe	joy	0.547	మిస్టేల్టోయ్
daughter	joy	0.547	కూతురు
lifted	joy	0.547	ఎత్తివేసింది
goodmorning	joy	0.547	శుభోదయం
zeal	joy	0.547	ఉత్సాహం
gifts	joy	0.547	బహుమతులు
gift	joy	0.547	బహుమతి
astonishment	joy	0.547	ఆశ్చర్యం
heart	joy	0.547	గుండె
completion	joy	0.547	పూర్తి
bonus	joy	0.547	ఉపరి లాభ బహుమానము
charmed	joy	0.546	ముగ్ధుడయ్యాడు
dance	joy	0.545	నృత్యం
sublime	joy	0.545	ఉత్కృష్టమైన
recreation	joy	0.545	వినోదం
encouragement	joy	0.545	ప్రోత్సాహం
god	joy	0.545	దేవుడు
gush	joy	0.545	ఉప్పొంగుతుంది
freshstart	joy	0.544	తాజాగా మొదలుపెట్టు
free	joy	0.544	ఉచిత
savior	joy	0.543	రక్షకుడు
sanctuary	joy	0.541	అభయారణ్యం
grandchildren	joy	0.540	మనవాళ్ళు
wellness	joy	0.537	క్షేమం
revel	joy	0.534	ఆనందించండి
music	joy	0.531	సంగీతం
fab	joy	0.531	ఫ్యాబ్
bridal	joy	0.531	పెళ్లికూతురు
soar	joy	0.531	ఎగురుతుంది
alive	joy	0.531	సజీవంగా
money	joy	0.531	డబ్బు
soothing	joy	0.531	ఓదార్పు
serene	joy	0.531	నిర్మలమైన
holiness	joy	0.531	పవిత్రత
inspirational	joy	0.531	స్ఫూర్తిదాయకం
matrimony	joy	0.531	దాంపత్యం
dayoff	joy	0.531	సెలవు
savor	joy	0.531	రుచి చూడు
vitality	joy	0.531	తేజము
confident	joy	0.531	నమ్మకంగా
firstborn	joy	0.531	మొదటి సంతానం
rainbow	joy	0.531	ఇంద్రధనస్సు
liberation	joy	0.531	విముక్తి
elegant	joy	0.530	సొగసైన
mastery	joy	0.530	పాండిత్యం
glimmer	joy	0.530	మెరుపు
illumination	joy	0.530	ప్రకాశం
blossom	joy	0.530	మొగ్గ
warmth	joy	0.530	వెచ్చదనం
welcomed	joy	0.530	స్వాగతించారు
treat	joy	0.529	చికిత్స
faithful	joy	0.529	నమ్మకమైన
snuggles	joy	0.522	స్నగ్ల్స్
laurels	joy	0.521	పురస్కారాలు
commendable	joy	0.519	ప్రశంసనీయమైనది
succeed	joy	0.516	విజయం సాధిస్తారు
jingle	joy	0.516	జింగిల్
zest	joy	0.516	అభిరుచి
noschool	joy	0.516	పాఠశాల
brotherly	joy	0.516	సోదరసంబంధమైన
silly	joy	0.516	వెర్రి
abundant	joy	0.516	సమృద్ధిగా
fancy	joy	0.516	ఫాన్సీ
resplendent	joy	0.516	ప్రకాశవంతంగా
strengthening	joy	0.516	బలపరచడం
presents	joy	0.516	బహుకరిస్తుంది
pride	joy	0.516	అహంకారం
almighty	joy	0.516	దేవుడు
powerful	joy	0.516	శక్తివంతమైన
aspire	joy	0.516	ఆశపడతారు
remarkable	joy	0.516	విశేషమైనది
greeted	joy	0.516	పలకరించారు
thanking	joy	0.515	ధన్యవాదములు
cutie	joy	0.515	అందమైన పడుచుపిల్ల
kudos	joy	0.515	వైభవము
therapeutic	joy	0.515	చికిత్సాపరమైన
zen	joy	0.515	జెన్
coronation	joy	0.515	పట్టాభిషేకం
complete	joy	0.515	పూర్తి
shining	joy	0.515	మెరుస్తున్నది
spirit	joy	0.515	ఆత్మ
princely	joy	0.515	రాచరికం
vivid	joy	0.515	స్పష్టమైన
comfort	joy	0.515	సౌకర్యం
leisure	joy	0.515	విశ్రాంతి
reunited	joy	0.515	తిరిగి కలిశారు
kid	joy	0.515	చిన్నపిల్ల
newme	joy	0.515	కొత్తది
payday	joy	0.515	జీతం
animated	joy	0.515	యానిమేటెడ్
familytime	joy	0.515	కుటుంబ సమయం
relationship	joy	0.514	సంబంధం
godly	joy	0.514	దైవభక్తిగల
marriage	joy	0.514	వివాహం
daymade	joy	0.514	పగటిపూట
spouse	joy	0.507	జీవిత భాగస్వామి
intimately	joy	0.507	సన్నిహితంగా
respect	joy	0.500	గౌరవం
bloom	joy	0.500	వికసించు
purr	joy	0.500	purr
carefree	joy	0.500	శ్రద్ధలేని
nature	joy	0.500	ప్రకృతి
encourage	joy	0.500	ప్రోత్సహిస్తాయి
soulful	joy	0.500	ఆత్మీయమైన
refreshed	joy	0.500	రిఫ్రెష్ చేయబడింది
family	joy	0.500	కుటుంబం
gem	joy	0.500	రత్నం
meritorious	joy	0.500	యోగ్యత కలిగిన
achieved	joy	0.500	సాధించారు
motherhood	joy	0.500	మాతృత్వం
holyspirit	joy	0.500	పరిశుద్ధ ఆత్మ
surreal	joy	0.500	అధివాస్తవికమైన
charitable	joy	0.500	ధార్మికమైనది
teamjesus	joy	0.500	జట్టు జీసస్
stressrelief	joy	0.500	ఒత్తిడి నుండి ఉపశమనం
erotic	joy	0.500	శృంగారభరిత
inviting	joy	0.500	ఆహ్వానిస్తున్నాను
baby	joy	0.500	శిశువు
dignity	joy	0.500	గౌరవం
satisfied	joy	0.500	సంతృప్తి చెందారు
visionary	joy	0.500	దూరదృష్టి గల
memorable	joy	0.500	చిరస్మరణీయం
veracity	joy	0.500	యథార్థత
healthy	joy	0.500	ఆరోగ్యకరమైన
welcoming	joy	0.500	స్వాగతించడం
diamond	joy	0.500	వజ్రం
christ	joy	0.500	క్రీస్తు
beach	joy	0.500	బీచ్
accomplish	joy	0.500	సాధిస్తారు
friends	joy	0.500	స్నేహితులు
excel	joy	0.500	ఎక్సెల్
health	joy	0.493	ఆరోగ్యం
aura	joy	0.493	సౌరభం
yehey	joy	0.486	యేయ్
approved	joy	0.486	ఆమోదించబడింది
oasis	joy	0.486	ఒయాసిస్
liberty	joy	0.486	స్వేచ్ఛ
crowning	joy	0.485	కిరీటం
aspiration	joy	0.485	ఆకాంక్ష
privileged	joy	0.485	విశేషమైన
crescendo	joy	0.485	క్రెసెండో
rapture	joy	0.485	రప్చర్
liberate	joy	0.485	విముక్తి
nocomplaints	joy	0.485	ఫిర్యాదులు లేవు
prestige	joy	0.485	ప్రతిష్ట
bounty	joy	0.485	అనుగ్రహం
gentle	joy	0.485	సౌమ్యుడు
inseparable	joy	0.485	విడదీయరాని
engaging	joy	0.485	మనసుకు
loyal	joy	0.485	నమ్మకమైన
betrothed	joy	0.485	నిశ్చితార్థం చేసుకున్నాడు
transcendence	joy	0.484	పరమార్థం
selfworth	joy	0.484	స్వీయ విలువ
yummy	joy	0.484	రుచికరమైన
datenight	joy	0.484	రాత్రి
destiny	joy	0.484	విధి
heyday	joy	0.484	ఉచ్ఛస్థితి
aloha	joy	0.484	అలోహా
desire	joy	0.484	కోరిక
dream	joy	0.484	కల
luck	joy	0.484	అదృష్టం
fete	joy	0.484	పండు
trophy	joy	0.484	ట్రోఫీ
bouquet	joy	0.484	గుత్తి
chocolate	joy	0.484	చాక్లెట్
creativity	joy	0.484	సృజనాత్మకత
boyfriend	joy	0.480	ప్రియుడు
commemoration	joy	0.479	జ్ఞాపకార్థం
intelligence	joy	0.477	తెలివితేటలు
readiness	joy	0.473	సంసిద్ధత
friend	joy	0.471	స్నేహితుడు
bride	joy	0.471	వధువు
enthusiast	joy	0.471	ఉత్సాహవంతుడు
lush	joy	0.470	పచ్చని
inheritance	joy	0.470	వారసత్వం
soothe	joy	0.470	ఓదార్పు
tickle	joy	0.470	చక్కిలిగింత
kiddo	joy	0.470	చిన్నపిల్ల
nostalgia	joy	0.470	వ్యామోహం
massage	joy	0.470	మసాజ్
calming	joy	0.470	ప్రశాంతత
adventure	joy	0.470	సాహసం
pretty	joy	0.469	చక్కని
purring	joy	0.469	పుర్రింగ్
eternal	joy	0.469	శాశ్వతమైన
humanitarian	joy	0.469	మానవతావాది
nurture	joy	0.469	పోషణ
giving	joy	0.469	ఇవ్వడం
rest	joy	0.469	విశ్రాంతి
getaway	joy	0.469	తప్పించుకొనుట
goals	joy	0.469	లక్ష్యాలు
pray	joy	0.469	ప్రార్థించండి
bridegroom	joy	0.469	వరుడు
heartily	joy	0.469	హృదయపూర్వకంగా
luster	joy	0.469	మెరుపు
bonding	joy	0.469	బంధం
princess	joy	0.469	యువరాణి
amicable	joy	0.469	స్నేహపూర్వకమైన
benevolence	joy	0.469	పరోపకారం
child	joy	0.466	బిడ్డ
salutary	joy	0.465	నమస్కారము
invite	joy	0.457	ఆహ్వానించండి
beam	joy	0.456	పుంజం
reminiscing	joy	0.456	జ్ఞాపకాలను నెమరువేసుకుంటున్నారు
befriend	joy	0.455	స్నేహం
aesthetics	joy	0.455	సౌందర్యశాస్త్రం
friday	joy	0.455	శుక్రవారం
freshair	joy	0.455	తాజా గాలి
ceremony	joy	0.455	వేడుక
kindred	joy	0.455	బంధువులు
mindfulness	joy	0.455	బుద్ధిపూర్వకత
sonice	joy	0.455	చాల బాగుంది
elevation	joy	0.455	ఎత్తు
tropical	joy	0.455	ఉష్ణమండల
scholarship	joy	0.455	స్కాలర్షిప్
hee	joy	0.455	హీ
noworries	joy	0.453	పరవాలేదు
allure	joy	0.453	ఆకర్షణ
approve	joy	0.453	ఆమోదించడానికి
scenery	joy	0.453	దృశ్యం
waterfall	joy	0.453	జలపాతం
vindication	joy	0.453	నిరూపణ
namaste	joy	0.453	నమస్తే
commemorate	joy	0.453	స్మరించుకుంటారు
faith	joy	0.453	విశ్వాసం
birth	joy	0.453	పుట్టిన
forgiveness	joy	0.453	క్షమాపణ
journey	joy	0.447	ప్రయాణం
meditation	joy	0.446	ధ్యానం
relaxed	joy	0.442	సడలించింది
present	joy	0.441	ప్రస్తుతం
weekend	joy	0.441	వారాంతం
tender	joy	0.441	టెండర్
tranquil	joy	0.441	ప్రశాంతమైన
lyrical	joy	0.439	గీతిక
sharing	joy	0.439	పంచుకోవడం
esteem	joy	0.439	గౌరవం
nostalgic	joy	0.439	వ్యామోహం
prayer	joy	0.439	ప్రార్థన
righteousness	joy	0.439	ధర్మం
husband	joy	0.438	భర్త
relief	joy	0.438	ఉపశమనం
strength	joy	0.438	బలం
mighty	joy	0.438	పరాక్రమవంతుడు
