English Word	Emotion	Emotion-Intensity-Score	Yoruba Word
triumph	joy	0.742	isegun
magical	joy	0.742	idan
rewarding	joy	0.742	ere
goodvibes	joy	0.742	goodvibes
positiveenergy	joy	0.742	agbara rere
feelgood	joy	0.736	lero ti o dara
prosperity	joy	0.735	aisiki
behappy	joy	0.734	je kini re dun
admiration	joy	0.734	ifojuri
passionate	joy	0.734	kepe
goodday	joy	0.734	ojo dada
luxurious	joy	0.734	adun
tgif	joy	0.734	tgif
victory	joy	0.734	isegun
feelinggood	joy	0.734	rilara ti o dara
enchant	joy	0.734	enchant
greatnight	joy	0.734	ale nla
vivacious	joy	0.734	vivacious
glorification	joy	0.733	ogo
sing	joy	0.729	kọrin
glowing	joy	0.729	didan
yessss	joy	0.728	yesss
fulfillment	joy	0.728	imuse
breathtaking	joy	0.728	yanilenu
thankful	joy	0.727	dupe
cheery	joy	0.727	cheery
santa	joy	0.727	Santa
hurrah	joy	0.727	iyara
christmasbreak	joy	0.727	isinmi keresimesi
win	joy	0.727	bori
atpeace	joy	0.727	alafia
award	joy	0.727	eye
merry	joy	0.727	ariya
inspiration	joy	0.725	awokose
radiance	joy	0.725	imole
pleased	joy	0.725	dùn
uplift	joy	0.723	igbega
optimistic	joy	0.723	ireti
heaven	joy	0.721	orun
lucky	joy	0.721	orire
godisgreat	joy	0.721	Olorun tobi
holidays	joy	0.721	isinmi
thrill	joy	0.721	iwunilori
congratulatory	joy	0.719	oriire
thriving	joy	0.719	gbígbóná janjan
amusement	joy	0.719	iṣere
perfect	joy	0.719	pipe
lover	joy	0.719	ololufe
xmas	joy	0.719	xmas
heartfelt	joy	0.719	t’okan
utopian	joy	0.719	utopian
lovely	joy	0.719	ẹlẹwà
harmony	joy	0.719	isokan
praising	joy	0.719	iyin
brighten	joy	0.719	tan imọlẹ
luckiest	joy	0.712	orire julọ
merrychristmas	joy	0.712	ikini ọdun keresimesi
magic	joy	0.712	idan
achievement	joy	0.712	aseyori
yay	joy	0.712	yay
holiday	joy	0.712	isinmi
treasures	joy	0.712	awọn iṣura
luxury	joy	0.712	igbadun
bestfeeling	joy	0.712	ti o dara ju
intimate	joy	0.710	timotimo
soblessed	joy	0.706	soblessed
yaaay	joy	0.706	yaaay
rave	joy	0.706	igbogun ti
chuckle	joy	0.706	ẹrin
proud	joy	0.704	igberaga
winning	joy	0.703	bori
cherish	joy	0.703	ṣe akiyesi
goodnews	joy	0.703	o dara
fuckyeah	joy	0.703	fokii
optimism	joy	0.703	ireti
amazingly	joy	0.703	iyalẹnu
lovelife	joy	0.703	igbesi aye ife
truelove	joy	0.703	ife otito
beautification	joy	0.703	ẹwa
satisfying	joy	0.703	itelorun
appreciates	joy	0.703	mọrírì
cuddled	joy	0.703	fọwọkan
goodlife	joy	0.703	igbesi aye rere
gooood	joy	0.703	ire
sweetest	joy	0.703	didun julọ
yaay	joy	0.700	yaay
entertained	joy	0.700	idanilaraya
excite	joy	0.697	ṣojulọyin
newbeginnings	joy	0.693	awọn ibẹrẹ tuntun
praisejesus	joy	0.691	iyin jesu
birthday	joy	0.691	ojo ibi
greatfriends	joy	0.688	awọn ọrẹ nla
adoration	joy	0.688	ijosin
godsend	joy	0.688	ọlọrun
favorite	joy	0.688	ayanfẹ
content	joy	0.688	akoonu
entertaining	joy	0.688	idanilaraya
honored	joy	0.688	ola
metime	joy	0.688	akoko
exquisite	joy	0.688	olorinrin
holidayseason	joy	0.688	akoko isinmi
thankyoujesus	joy	0.688	thankyoujesus
angelic	joy	0.688	angẹli
goodhealth	joy	0.682	ilera to dara
majestic	joy	0.682	alalanla
luscious	joy	0.682	alarinrin
memoriesiwontforget	joy	0.682	memoriesiwont gbagbe
bestfriends	joy	0.682	awọn ọrẹ to dara julọ
precious	joy	0.682	iyebiye
appreciated	joy	0.682	abẹ
exaltation	joy	0.682	igbega
smiled	joy	0.682	rerin musẹ
brightens	joy	0.682	tan imọlẹ
tranquility	joy	0.679	ifokanbale
marry	joy	0.676	fẹ
embrace	joy	0.676	gba esin
positively	joy	0.676	daadaa
grin	joy	0.672	ẹrin
hug	joy	0.672	famọra
hilarious	joy	0.672	panilerin
dearest	joy	0.672	olufẹ julọ
contentment	joy	0.672	itelorun
accomplished	joy	0.672	ṣẹ
relaxation	joy	0.672	isinmi
bday	joy	0.672	bday
enliven	joy	0.672	enliven
weeeee	joy	0.672	weeee
giggles	joy	0.672	giggles
fulfilled	joy	0.667	ṣẹ
bountiful	joy	0.667	lọpọlọpọ
victor	joy	0.667	asegun
adore	joy	0.667	gbajugbaja
boisterous	joy	0.667	alariwo
fulfill	joy	0.664	ṣẹ
cuddles	joy	0.662	cuddles
prosperous	joy	0.660	busi i
appreciation	joy	0.656	mọrírì
serenity	joy	0.656	ifokanbale
happynewyear	joy	0.656	e ku odun, eku iyedun
humor	joy	0.656	arin takiti
satisfy	joy	0.656	ni itẹlọrun
besties	joy	0.656	besties
encouraged	joy	0.656	iwuri
captivate	joy	0.656	captivate
christmaseve	joy	0.656	keresimesi
glow	joy	0.656	alábá
romanticism	joy	0.656	romanticism
innerpeace	joy	0.656	ifokanbale
pleasant	joy	0.656	dídùn
praises	joy	0.652	iyin
abundance	joy	0.652	lọpọlọpọ
fortunes	joy	0.652	Fortune
engaged	joy	0.652	npese
praised	joy	0.652	iyin
relaxing	joy	0.652	ranpe
treasure	joy	0.652	iṣura
satisfaction	joy	0.652	itelorun
nothingbetter	joy	0.647	ohunkohun dara
affection	joy	0.647	ìfẹni
relieved	joy	0.647	tutù
complement	joy	0.647	iranlowo
carnival	joy	0.643	Carnival
priceless	joy	0.641	ainiyele
uplifting	joy	0.641	igbega
sensuality	joy	0.641	ifarakanra
saintly	joy	0.641	mimọ
champion	joy	0.641	asiwaju
thanksgiving	joy	0.641	idupẹ
harmoniously	joy	0.641	isokan
wedding	joy	0.641	igbeyawo
achieve	joy	0.641	se aseyori
divine	joy	0.641	Ibawi
jackpot	joy	0.641	jackpot
honeymoon	joy	0.636	ijẹfaaji
exalt	joy	0.636	gbega
twinkle	joy	0.636	twinkle
comforting	joy	0.636	itunu
felicity	joy	0.636	felicity
peaceful	joy	0.636	alaafia
climax	joy	0.636	ipari
winner	joy	0.636	olubori
reverie	joy	0.636	reverie
yayy	joy	0.636	yay
cuddle	joy	0.636	faramọ
xoxo	joy	0.634	xoxo
stargazing	joy	0.625	stargazing
festival	joy	0.625	ajọdun
sweet	joy	0.625	dun
generosity	joy	0.625	oninurere
brighter	joy	0.625	tan imọlẹ
praisegod	joy	0.625	olorun
gorgeous	joy	0.625	alayeye
hearts	joy	0.625	awọn ọkàn
amusing	joy	0.625	amurele
fondness	joy	0.625	iferan
snuggling	joy	0.625	snuggling
reward	joy	0.625	ère
sex	joy	0.622	ibalopo
kind	joy	0.621	irú
genial	joy	0.621	agba
parade	joy	0.621	Itolẹsẹẹsẹ
applause	joy	0.621	ìyìn
beauty	joy	0.621	ẹwa
fulfilling	joy	0.618	imuse
aspiring	joy	0.618	aspiring
newlife	joy	0.618	igbesi aye tuntun
godbless	joy	0.616	ibukun Ọlọrun
virtuous	joy	0.613	oniwa rere
kiss	joy	0.610	fẹnuko
christmas	joy	0.609	keresimesi
rainbows	joy	0.609	rainbows
elegance	joy	0.609	didara
generous	joy	0.609	oninurere
super	joy	0.609	Super
playful	joy	0.609	elere
enlightenment	joy	0.609	imole
praiseworthy	joy	0.609	iyin
awards	joy	0.609	awọn ẹbun
adorable	joy	0.609	joniloju
rekindle	joy	0.609	rekindle
winnings	joy	0.609	winnings
independence	joy	0.607	ominira
amour	joy	0.607	amure
kindness	joy	0.606	oore
surprises	joy	0.606	iyanilẹnu
heheh	joy	0.606	heheh
hilarity	joy	0.606	hilarity
wonder	joy	0.606	iyalẹnu
freely	joy	0.606	larọwọto
successful	joy	0.606	aseyori
inspired	joy	0.606	atilẹyin
onelove	joy	0.606	ifẹ kan
whimsical	joy	0.603	whimsical
entertainment	joy	0.603	Idanilaraya
passion	joy	0.603	ife gidigidi
stressfree	joy	0.601	wahala
beautify	joy	0.601	ṣe ẹwa
sunrise	joy	0.600	Ilaorun
godisgood	joy	0.597	olorun
goodmusic	joy	0.594	orin rere
revere	joy	0.594	ibowo
whoo	joy	0.594	woo
fanfare	joy	0.594	fanfare
inspire	joy	0.594	iwuri
angel	joy	0.594	angẹli
thankgod	joy	0.594	adupe lowo Olorun
goodies	joy	0.594	ire
jesus	joy	0.594	Jesu
accomplishment	joy	0.594	aseyori
snuggled	joy	0.594	snuggled
peacefully	joy	0.594	alaafia
flirt	joy	0.594	flirt
friendship	joy	0.591	ore
singing	joy	0.591	orin
heroic	joy	0.591	akọni
exalted	joy	0.591	gbega
fortune	joy	0.591	orire
highest	joy	0.591	ti o ga julọ
summer	joy	0.591	igba ooru
contented	joy	0.588	inu didun
rollicking	joy	0.588	sẹsẹ
overflowing	joy	0.588	àkúnwọ́sílẹ̀
woot	joy	0.588	woot
accolade	joy	0.586	iyin
hope	joy	0.586	ireti
cozy	joy	0.583	farabale
delicious	joy	0.579	ti nhu
raving	joy	0.578	raving
thelife	joy	0.578	igbesi aye
darling	joy	0.578	ololufe
sensuous	joy	0.578	ifarako
picturesque	joy	0.578	ẹlẹwà
friendly	joy	0.578	ore
everlasting	joy	0.578	ayeraye
praise	joy	0.578	iyin
ambition	joy	0.578	okanjuwa
sparkle	joy	0.577	sparkle
sensual	joy	0.576	ti ifẹkufẹ
peace	joy	0.576	alafia
flattering	joy	0.576	ipọnni
grace	joy	0.576	oore-ọfẹ
luckygirl	joy	0.576	luckygirl
heroism	joy	0.576	akọni
succeeding	joy	0.576	aseyori
yeahhh	joy	0.576	yeah
special	joy	0.574	pataki
livelife	joy	0.574	gbe aye
tantalizing	joy	0.572	tantalizing
pumped	joy	0.567	fifa soke
yey	joy	0.562	yeye
surprise	joy	0.562	iyalenu
sunny	joy	0.562	oorun
prevail	joy	0.562	bori
revels	joy	0.562	revels
humorous	joy	0.562	alarinrin
sweets	joy	0.562	awọn didun lete
liking	joy	0.562	fẹran
admirable	joy	0.562	admirable
superstar	joy	0.562	alagbara
relax	joy	0.562	Sinmi
prosper	joy	0.562	rere
hero	joy	0.562	akoni
hugs	joy	0.562	famọra
worthwhile	joy	0.562	wulo
newyear	joy	0.561	odun titun
tenderness	joy	0.561	tutu
bless	joy	0.561	sure fun
favorable	joy	0.561	ọjo
freedom	joy	0.561	ominira
masterpiece	joy	0.561	aṣetan
dreams	joy	0.559	àlá
hopeful	joy	0.559	ireti
home	joy	0.559	ile
cruising	joy	0.556	irin kiri
gracias	joy	0.554	gracias
faithfulness	joy	0.553	otitọ
eagerness	joy	0.552	itara
closeness	joy	0.552	isunmọtosi
sunshine	joy	0.551	oorun
comfy	joy	0.551	itunu
vacation	joy	0.547	isinmi
celestial	joy	0.547	ọrun
good	joy	0.547	dara
elite	joy	0.547	olutayo
illuminate	joy	0.547	tan imọlẹ
confidence	joy	0.547	igbekele
mistletoe	joy	0.547	mistletoe
daughter	joy	0.547	ọmọbinrin
lifted	joy	0.547	gbe soke
goodmorning	joy	0.547	e kaaro
zeal	joy	0.547	itara
gifts	joy	0.547	ebun
gift	joy	0.547	ebun
astonishment	joy	0.547	iyalẹnu
heart	joy	0.547	okan
completion	joy	0.547	ipari
bonus	joy	0.547	ajeseku
charmed	joy	0.546	charmed
dance	joy	0.545	ijó
sublime	joy	0.545	giga
recreation	joy	0.545	ere idaraya
encouragement	joy	0.545	iwuri
god	joy	0.545	ọlọrun
gush	joy	0.545	riru
freshstart	joy	0.544	alabapade
free	joy	0.544	ofe
savior	joy	0.543	olugbala
sanctuary	joy	0.541	ibi mimọ
grandchildren	joy	0.540	omo omo
wellness	joy	0.537	alafia
revel	joy	0.534	revel
music	joy	0.531	orin
fab	joy	0.531	fab
bridal	joy	0.531	iyawo
soar	joy	0.531	sor
alive	joy	0.531	laaye
money	joy	0.531	owo
soothing	joy	0.531	itunu
serene	joy	0.531	alaafia
holiness	joy	0.531	mimọ
inspirational	joy	0.531	imoriya
matrimony	joy	0.531	igbeyawo
dayoff	joy	0.531	isinmi ojo kan
savor	joy	0.531	adun
vitality	joy	0.531	igbesi aye
confident	joy	0.531	igboya
firstborn	joy	0.531	akọbi
rainbow	joy	0.531	òṣùmàrè
liberation	joy	0.531	ominira
elegant	joy	0.530	yangan
mastery	joy	0.530	oga
glimmer	joy	0.530	didan
illumination	joy	0.530	itanna
blossom	joy	0.530	tanna
warmth	joy	0.530	igbona
welcomed	joy	0.530	tewogba
treat	joy	0.529	toju
faithful	joy	0.529	olododo
snuggles	joy	0.522	snuggles
laurels	joy	0.521	laureli
commendable	joy	0.519	iyìn
succeed	joy	0.516	se aseyori
jingle	joy	0.516	jingle
zest	joy	0.516	zest
noschool	joy	0.516	noschool
brotherly	joy	0.516	ará
silly	joy	0.516	aimọgbọnwa
abundant	joy	0.516	lọpọlọpọ
fancy	joy	0.516	alafẹfẹ
resplendent	joy	0.516	resplendent
strengthening	joy	0.516	okun
presents	joy	0.516	awọn ẹbun
pride	joy	0.516	igberaga
almighty	joy	0.516	olodumare
powerful	joy	0.516	alagbara
aspire	joy	0.516	lepa
remarkable	joy	0.516	o lapẹẹrẹ
greeted	joy	0.516	kí
thanking	joy	0.515	dupe
cutie	joy	0.515	cutie
kudos	joy	0.515	iyin
therapeutic	joy	0.515	mba
zen	joy	0.515	zen
coronation	joy	0.515	itẹlọrun
complete	joy	0.515	pari
shining	joy	0.515	didan
spirit	joy	0.515	ẹmi
princely	joy	0.515	alade
vivid	joy	0.515	han gidigidi
comfort	joy	0.515	itunu
leisure	joy	0.515	fàájì
reunited	joy	0.515	tun pade
kid	joy	0.515	omode
newme	joy	0.515	tuntun
payday	joy	0.515	ojo isanwo
animated	joy	0.515	ti ere idaraya
familytime	joy	0.515	akoko idile
relationship	joy	0.514	ìbáṣepọ
godly	joy	0.514	oníwà-bí-Ọlọ́run
marriage	joy	0.514	igbeyawo
daymade	joy	0.514	daymade
spouse	joy	0.507	oko tabi aya
intimately	joy	0.507	timotimo
respect	joy	0.500	ọwọ
bloom	joy	0.500	Bloom
purr	joy	0.500	purr
carefree	joy	0.500	aibikita
nature	joy	0.500	iseda
encourage	joy	0.500	iwuri
soulful	joy	0.500	ẹmi
refreshed	joy	0.500	tunu
family	joy	0.500	ebi
gem	joy	0.500	tiodaralopolopo
meritorious	joy	0.500	iteriba
achieved	joy	0.500	waye
motherhood	joy	0.500	abiyamọ
holyspirit	joy	0.500	emi mimo
surreal	joy	0.500	surreal
charitable	joy	0.500	alanu
teamjesus	joy	0.500	egbejesus
stressrelief	joy	0.500	wahala
erotic	joy	0.500	itagiri
inviting	joy	0.500	pípe
baby	joy	0.500	Ọmọ
dignity	joy	0.500	iyì
satisfied	joy	0.500	itelorun
visionary	joy	0.500	iriran
memorable	joy	0.500	manigbagbe
veracity	joy	0.500	otitọ
healthy	joy	0.500	ni ilera
welcoming	joy	0.500	aabọ
diamond	joy	0.500	okuta iyebiye
christ	joy	0.500	kristi
beach	joy	0.500	eti okun
accomplish	joy	0.500	ṣe aṣeyọri
friends	joy	0.500	awọn ọrẹ
excel	joy	0.500	tayọ
health	joy	0.493	ilera
aura	joy	0.493	aura
yehey	joy	0.486	yehey
approved	joy	0.486	fọwọsi
oasis	joy	0.486	oasis
liberty	joy	0.486	ominira
crowning	joy	0.485	ade ade
aspiration	joy	0.485	ifẹkufẹ
privileged	joy	0.485	anfani
crescendo	joy	0.485	crescendo
rapture	joy	0.485	igbasoke
liberate	joy	0.485	gba ominira
nocomplaints	joy	0.485	awọn ẹdun ọkan
prestige	joy	0.485	ọlá
bounty	joy	0.485	ẹbun
gentle	joy	0.485	Onírẹlẹ
inseparable	joy	0.485	aipinya
engaging	joy	0.485	lowosi
loyal	joy	0.485	olóòótọ́
betrothed	joy	0.485	iyawo
transcendence	joy	0.484	irekọja
selfworth	joy	0.484	ara ẹni
yummy	joy	0.484	oloyinmọmọ
datenight	joy	0.484	alẹ ọjọ
destiny	joy	0.484	Kadara
heyday	joy	0.484	heyday
aloha	joy	0.484	aloha
desire	joy	0.484	ifẹ
dream	joy	0.484	ala
luck	joy	0.484	orire
fete	joy	0.484	fete
trophy	joy	0.484	ife eye
bouquet	joy	0.484	oorun didun
chocolate	joy	0.484	chocolate
creativity	joy	0.484	àtinúdá
boyfriend	joy	0.480	ọrẹkunrin
commemoration	joy	0.479	iranti
intelligence	joy	0.477	oye
readiness	joy	0.473	imurasilẹ
friend	joy	0.471	ọrẹ
bride	joy	0.471	iyawo
enthusiast	joy	0.471	iyaragaga
lush	joy	0.470	ọti
inheritance	joy	0.470	ogún
soothe	joy	0.470	tutù
tickle	joy	0.470	tickle
kiddo	joy	0.470	omode
nostalgia	joy	0.470	nostalgia
massage	joy	0.470	ifọwọra
calming	joy	0.470	tunu
adventure	joy	0.470	ìrìn
pretty	joy	0.469	lẹwa
purring	joy	0.469	purring
eternal	joy	0.469	ayeraye
humanitarian	joy	0.469	omoniyan
nurture	joy	0.469	tọ́jú
giving	joy	0.469	fifunni
rest	joy	0.469	isinmi
getaway	joy	0.469	lọ kuro
goals	joy	0.469	afojusun
pray	joy	0.469	gbadura
bridegroom	joy	0.469	ọkọ iyawo
heartily	joy	0.469	tọkàntọkàn
luster	joy	0.469	didan
bonding	joy	0.469	imora
princess	joy	0.469	binrin
amicable	joy	0.469	alaafia
benevolence	joy	0.469	oore
child	joy	0.466	ọmọ
salutary	joy	0.465	salutari
invite	joy	0.457	pè
beam	joy	0.456	tan ina
reminiscing	joy	0.456	nṣe iranti
befriend	joy	0.455	ọrẹ
aesthetics	joy	0.455	aesthetics
friday	joy	0.455	Friday
freshair	joy	0.455	Ategun alaafia
ceremony	joy	0.455	ayeye
kindred	joy	0.455	ebi
mindfulness	joy	0.455	iṣaro
sonice	joy	0.455	sonice
elevation	joy	0.455	igbega
tropical	joy	0.455	Tropical
scholarship	joy	0.455	sikolashipu
hee	joy	0.455	hee
noworries	joy	0.453	ko si wahala
allure	joy	0.453	allure
approve	joy	0.453	fi ọwọ si
scenery	joy	0.453	iwoye
waterfall	joy	0.453	isosileomi
vindication	joy	0.453	idalare
namaste	joy	0.453	namaste
commemorate	joy	0.453	ṣe iranti
faith	joy	0.453	igbagbọ
birth	joy	0.453	ibimọ
forgiveness	joy	0.453	idariji
journey	joy	0.447	irin ajo
meditation	joy	0.446	iṣaro
relaxed	joy	0.442	ni ihuwasi
present	joy	0.441	lọwọlọwọ
weekend	joy	0.441	ìparí
tender	joy	0.441	tutu
tranquil	joy	0.441	ifokanbale
lyrical	joy	0.439	lyrical
sharing	joy	0.439	pinpin
esteem	joy	0.439	iyin
nostalgic	joy	0.439	nostalgic
prayer	joy	0.439	adura
righteousness	joy	0.439	ododo
husband	joy	0.438	ọkọ
relief	joy	0.438	iderun
strength	joy	0.438	agbara
mighty	joy	0.438	alagbara
unbeaten	joy	0.438	unbeaten
eager	joy	0.438	itara
share	joy	0.438	pin
newday	joy	0.438	ojo tuntun
sonnet	joy	0.438	sonnet
meditate	joy	0.438	ṣe àṣàrò
life	joy	0.438	aye
winterbreak	joy	0.429	igba otutu
warm	joy	0.429	loworo
movingforward	joy	0.429	gbigbe siwaju
buddy	joy	0.427	ore
oneness	joy	0.426	isokan
unconstrained	joy	0.424	ti ko ni ihamọ
amen	joy	0.424	Amin
reverence	joy	0.424	ibowo
healthful	joy	0.424	ilera
thelittlethings	joy	0.424	awọn nkan kekere
medal	joy	0.424	medal
unsurpassed	joy	0.424	unsurpassed
candlelight	joy	0.424	fitila
carols	joy	0.424	orin dín
ejaculation	joy	0.424	ejaculation
beginnings	joy	0.422	awọn ibẹrẹ
sledding	joy	0.422	sledding
graduation	joy	0.422	ayẹyẹ ipari ẹkọ
frisky	joy	0.422	frisky
lml	joy	0.422	lml
ease	joy	0.422	irorun
symphony	joy	0.422	simfoni
wealth	joy	0.422	ọrọ̀
helpful	joy	0.422	wulo
musical	joy	0.422	orin
glitter	joy	0.422	dake
calmness	joy	0.422	ifọkanbalẹ
energy	joy	0.422	agbara
safe	joy	0.422	ailewu
nostress	joy	0.421	nostress
soundness	joy	0.421	didara
promise	joy	0.415	ileri
reunite	joy	0.414	tun pade
mother	joy	0.412	iya
salvation	joy	0.412	igbala
poems	joy	0.412	awọn ewi
clown	joy	0.409	apanilerin
lavender	joy	0.409	lafenda
immaculate	joy	0.409	ailabawọn
purify	joy	0.409	sọ di mimọ
inauguration	joy	0.409	inauguration
aromatherapy	joy	0.409	aromatherapy
lighten	joy	0.409	fẹẹrẹfẹ
travel	joy	0.409	ajo
cash	joy	0.406	owo
companion	joy	0.406	ẹlẹgbẹ
live	joy	0.406	gbe
opportune	joy	0.406	anfani
completing	joy	0.406	ipari
charity	joy	0.406	ifẹ
heal	joy	0.406	larada
star	joy	0.406	irawo
wishing	joy	0.406	nfẹ
flowers	joy	0.406	awọn ododo
income	joy	0.403	owo oya
soul	joy	0.401	ọkàn
munchies	joy	0.400	munchies
emancipation	joy	0.397	emancipation
indescribable	joy	0.397	aláìlèsọ
progress	joy	0.397	ilọsiwaju
equality	joy	0.394	dọgbadọgba
childhood	joy	0.394	ewe
together	joy	0.394	papọ
rhythmical	joy	0.394	rhythmical
fullness	joy	0.394	kikun
calm	joy	0.394	tunu
hammock	joy	0.394	hammock
picnic	joy	0.394	pikiniki
movies	joy	0.393	sinima
zealous	joy	0.393	onítara
playground	joy	0.391	ibi isereile
affluence	joy	0.391	ọlọrọ
warms	joy	0.391	igbona
choir	joy	0.391	akorin
littlethings	joy	0.391	ohun kekere
auspicious	joy	0.391	oloore
meaningful	joy	0.391	ti o nilari
adventures	joy	0.391	seresere
goofy	joy	0.391	gofy
starry	joy	0.391	irawọ
humanity	joy	0.391	eda eniyan
gesture	joy	0.387	idari
witty	joy	0.382	ogbon
vow	joy	0.382	ẹjẹ
shopping	joy	0.382	ohun tio wa
vibes	joy	0.379	gbigbọn
worship	joy	0.379	ijosin
jump	joy	0.379	fo
communion	joy	0.379	komunioni
reverend	joy	0.377	ọlá
rising	joy	0.375	nyara
advance	joy	0.375	ilosiwaju
beaches	joy	0.375	awọn eti okun
sonorous	joy	0.375	sonorous
courtship	joy	0.375	ibaṣepọ
experience	joy	0.375	iriri
reunion	joy	0.375	itungbepapo
simplicity	joy	0.375	ayedero
full	joy	0.375	kun
hymn	joy	0.375	orin iyin
spirits	joy	0.375	awọn ẹmi
unforgettable	joy	0.375	ailegbagbe
mirth	joy	0.375	idunnu
youth	joy	0.375	odo
scenic	joy	0.375	iho-ilẹ
unique	joy	0.375	oto
redeemed	joy	0.375	irapada
alliance	joy	0.368	Alliance
baptismal	joy	0.368	baptisi
grant	joy	0.366	fifunni
kitten	joy	0.364	ọmọ ologbo
sanctification	joy	0.364	isọdimimọ
conciliation	joy	0.364	ilaja
improves	joy	0.364	ilọsiwaju
pure	joy	0.364	funfun
improve	joy	0.364	mu dara
authentic	joy	0.364	ojulowo
moonlight	joy	0.364	oṣupa
weightloss	joy	0.362	àdánù làìpẹ
raspberries	joy	0.360	raspberries
feeling	joy	0.359	rilara
jest	joy	0.359	awada
independent	joy	0.359	ominira
sanctify	joy	0.359	sọ di mímọ́
devotional	joy	0.359	olufọkansin
tinsel	joy	0.359	tinsel
proficiency	joy	0.359	pipe
listenting	joy	0.359	gbigbọ
fidelity	joy	0.359	ifaramo
revival	joy	0.359	isoji
giver	joy	0.353	olufunni
cocoa	joy	0.353	koko
deliverance	joy	0.348	idande
melody	joy	0.348	orin aladun
unification	joy	0.348	isokan
romp	joy	0.348	romp
purpose	joy	0.348	idi
choral	joy	0.348	akorin
exceed	joy	0.348	koja
dolphin	joy	0.348	ẹja nla
roaring	joy	0.348	ramúramù
favor	joy	0.348	ojurere
hotyoga	joy	0.347	hotyoga
voluptuous	joy	0.344	voluptuous
fruits	joy	0.344	eso
cookies	joy	0.344	kukisi
manicure	joy	0.344	eekanna
nowork	joy	0.344	iṣẹ-ṣiṣe
date	joy	0.344	ọjọ
newstart	joy	0.344	bẹrẹ iroyin
hedonism	joy	0.344	hedonism
pledge	joy	0.344	ògo
electric	joy	0.344	itanna
humble	joy	0.344	onirẹlẹ
roadtrip	joy	0.344	irin ajo
thx	joy	0.344	thx
kiddos	joy	0.344	awọn ọmọ wẹwẹ
celebrity	joy	0.342	olokiki
bridesmaid	joy	0.338	iyawo iyawo
rhythm	joy	0.338	ilu
spa	joy	0.333	spa
snowday	joy	0.333	ojo yinyin
familiarity	joy	0.333	faramọ
coffee	joy	0.333	kọfi
edification	joy	0.333	atunse
garden	joy	0.333	ọgba
renovation	joy	0.333	atunse
dawn	joy	0.333	owurọ
connoisseur	joy	0.333	onimọran
gazing	joy	0.333	wiwo
obliging	joy	0.333	ọranyan
partner	joy	0.333	alabaṣepọ
foodie	joy	0.331	onjẹ
synchronize	joy	0.329	muṣiṣẹpọ
tribulation	joy	0.328	iponju
psalm	joy	0.328	psalm
pedicure	joy	0.328	pedicure
noregrets	joy	0.328	noregrets
chirping	joy	0.328	chirping
saint	joy	0.328	mimọ
healing	joy	0.328	iwosan
carol	joy	0.328	carol
true	joy	0.328	otitọ
hobby	joy	0.328	ifisere
amnesty	joy	0.328	idariji
respite	joy	0.324	isinmi
recreational	joy	0.318	ìdárayá
cousins	joy	0.318	awọn ibatan
mellow	joy	0.318	alawẹwẹ
restorative	joy	0.318	isọdọtun
lazyday	joy	0.318	ọlẹ
classics	joy	0.318	kilasika
reconciliation	joy	0.316	ilaja
woods	joy	0.312	igbo
progression	joy	0.312	lilọsiwaju
muchneeded	joy	0.312	nilo pupọ
sterling	joy	0.312	meta o
dove	joy	0.312	àdàbà
simplify	joy	0.312	rọrun
fitness	joy	0.312	amọdaju
sunset	joy	0.312	Iwọoorun
wisdom	joy	0.312	ogbon
relight	joy	0.312	tan imọlẹ
living	joy	0.312	ngbe
presto	joy	0.312	presto
playhouse	joy	0.312	ile iṣere
superman	joy	0.312	superman
pony	joy	0.312	Esin
recovery	joy	0.312	imularada
crafts	joy	0.312	iṣẹ-ọnà
lord	joy	0.312	oluwa
deal	joy	0.312	idunadura
improvement	joy	0.309	ilọsiwaju
infant	joy	0.309	ìkókó
absolution	joy	0.306	abolution
honest	joy	0.303	ooto
gently	joy	0.303	rọra
banquet	joy	0.303	àsè
established	joy	0.303	mulẹ
endless	joy	0.303	ailopin
decorating	joy	0.303	ohun ọṣọ
providing	joy	0.300	pese
lounging	joy	0.297	lounging
growth	joy	0.297	Idagba
strolling	joy	0.297	lilọ kiri
feat	joy	0.297	feat
morals	joy	0.297	iwa
mine	joy	0.297	temi
spending	joy	0.297	inawo
light	joy	0.297	imole
spiritual	joy	0.297	ti ẹmí
quaint	joy	0.297	aibikita
fraternal	joy	0.297	ará
notable	joy	0.297	akiyesi
softly	joy	0.297	jẹjẹ
harvest	joy	0.297	ikore
yearning	joy	0.297	ifẹ
breeze	joy	0.297	afẹfẹ
joker	joy	0.297	awada
meditating	joy	0.297	iṣaro
fervor	joy	0.295	igbona
quotes	joy	0.294	avvon
volunteer	joy	0.294	iyọọda
gain	joy	0.288	jèrè
resources	joy	0.288	oro
create	joy	0.288	ṣẹda
psalms	joy	0.288	psalmu
hippie	joy	0.288	hippie
taoism	joy	0.288	taoism
midwife	joy	0.288	agbẹbi
receiving	joy	0.287	gba
snowfall	joy	0.286	ojo yinyin
ocean	joy	0.286	okun
lsd	joy	0.286	lsd
hiking	joy	0.283	irinse
evergreen	joy	0.281	alawọ ewe
destination	joy	0.281	nlo
candid	joy	0.281	olooto
unwind	joy	0.281	sinmi
truce	joy	0.281	ijakadi
toast	joy	0.281	tositi
chill	joy	0.281	biba
infinity	joy	0.281	ailopin
rested	joy	0.281	sinmi
