English Word	Emotion	Emotion-Intensity-Score	Swedish Word
occult	fear	0.559	ockult
intimidation	fear	0.559	skrämsel
disable	fear	0.558	inaktivera
decay	fear	0.557	förfall
autopsy	fear	0.557	obduktion
affliction	fear	0.557	lidande
vulnerability	fear	0.548	sårbarhet
growling	fear	0.547	morrande
scandal	fear	0.547	skandal
scorpion	fear	0.547	skorpion
appendicitis	fear	0.547	appendicit
thief	fear	0.547	tjuv
siren	fear	0.547	siren
brigade	fear	0.547	brigad
insanity	fear	0.547	vansinne
enmity	fear	0.547	fiendskap
beware	fear	0.547	akta sig
ailing	fear	0.547	sjuklig
talons	fear	0.547	klor
expulsion	fear	0.547	uteslutning
asylum	fear	0.547	asyl
needles	fear	0.547	nålar
outburst	fear	0.547	utbrott
cannon	fear	0.547	kanon
outcry	fear	0.547	skrik
defenseless	fear	0.547	försvarslös
apparition	fear	0.547	uppenbarelse
flood	fear	0.547	översvämning
precarious	fear	0.547	osäker
derogation	fear	0.547	undantag
overthrow	fear	0.547	störta
gonorrhea	fear	0.547	gonorré
bondage	fear	0.547	träldom
neuralgia	fear	0.547	neuralgi
deformity	fear	0.547	deformitet
samurai	fear	0.547	samuraj
communism	fear	0.547	kommunism
adder	fear	0.547	huggorm
coercion	fear	0.547	tvång
jeopardize	fear	0.547	äventyra
senile	fear	0.547	senil
noxious	fear	0.547	skadlig
abhor	fear	0.547	avsky
mad	fear	0.547	galen
plunge	fear	0.547	doppa
uprising	fear	0.545	uppror
retribution	fear	0.545	vedergällning
cemetery	fear	0.541	kyrkogård
badness	fear	0.539	dålighet
phantom	fear	0.538	Spöke
abandoned	fear	0.534	övergiven
fled	fear	0.534	flydde
rejection	fear	0.533	avslag
hopelessness	fear	0.531	hopplöshet
shaking	fear	0.531	skakning
endocarditis	fear	0.531	endokardit
cowardly	fear	0.531	feg
lawlessness	fear	0.531	laglöshet
punish	fear	0.531	straffa
manipulation	fear	0.531	manipulation
broken	fear	0.531	bruten
carnivorous	fear	0.531	köttätande
impotence	fear	0.531	impotens
unstable	fear	0.531	instabil
penetration	fear	0.531	genomslag
incursion	fear	0.531	intrång
stalk	fear	0.531	stjälk
frenzied	fear	0.531	frenetisk
disembodied	fear	0.531	kroppslös
superstitious	fear	0.531	vidskeplig
stressed	fear	0.531	stressad
leeches	fear	0.531	iglar
helpless	fear	0.531	hjälplös
harbinger	fear	0.531	förebud
saber	fear	0.531	sabel
atherosclerosis	fear	0.531	åderförkalkning
deserted	fear	0.531	folktom
manifestation	fear	0.531	manifestation
theft	fear	0.531	stöld
captor	fear	0.531	fånge
slave	fear	0.531	slav
distrust	fear	0.531	misstro
subjugation	fear	0.531	underkastelse
buried	fear	0.531	begravd
wrangling	fear	0.531	gräl
freakout	fear	0.531	flippa ur
rebellion	fear	0.531	uppror
abandon	fear	0.531	överge
eek	fear	0.531	eek
jarring	fear	0.531	skärande
swastika	fear	0.531	hakkors
failing	fear	0.531	brist
stormy	fear	0.531	stormig
bacterium	fear	0.531	bakterie
suspense	fear	0.529	spänning
blood	fear	0.525	blod
hiding	fear	0.524	gömmer sig
bear	fear	0.524	Björn
unlawful	fear	0.519	olaglig
crazy	fear	0.519	galen
anxious	fear	0.518	angelägen
cult	fear	0.518	kult
captive	fear	0.517	fången
deportation	fear	0.517	Deportation
emaciated	fear	0.516	utmärglad
badfeeling	fear	0.516	dålig känsla
troublesome	fear	0.516	besvärlig
unthinkable	fear	0.516	otänkbar
robber	fear	0.516	rånare
embolism	fear	0.516	emboli
plight	fear	0.516	svår situation
intolerance	fear	0.516	intolerans
sorcery	fear	0.516	trolldom
helplessness	fear	0.516	hjälplöshet
foreboding	fear	0.516	förebud
grievous	fear	0.516	svår
plunder	fear	0.516	plundra
exacerbation	fear	0.516	förvärrande
relapse	fear	0.516	återfall
chased	fear	0.516	jagade
insidious	fear	0.516	smygande
smite	fear	0.516	slå
detainee	fear	0.516	fången
suspect	fear	0.516	misstänka
shriek	fear	0.516	skrika
oppress	fear	0.516	förtrycka
busted	fear	0.516	avslöjad
growl	fear	0.516	morra
pernicious	fear	0.516	fördärvlig
incite	fear	0.516	hetsa
harshness	fear	0.516	hårdhet
fang	fear	0.516	huggtand
sting	fear	0.516	sting
enforce	fear	0.516	förstärka
conspirator	fear	0.516	konspiratör
darkness	fear	0.516	mörker
revulsion	fear	0.516	motvilja
exile	fear	0.516	exil
biopsy	fear	0.516	biopsi
palsy	fear	0.516	förlamning
depression	fear	0.508	depression
confinement	fear	0.507	förlossning
subvert	fear	0.500	omstörta
infarct	fear	0.500	infarkt
surrender	fear	0.500	överlämna
prayforme	fear	0.500	be för mig
mistrust	fear	0.500	misstro
odious	fear	0.500	motbjudande
madden	fear	0.500	galen
eeeek	fear	0.500	eeeek
hunting	fear	0.500	jakt
constraint	fear	0.500	begränsning
suppression	fear	0.500	undertryckande
alcoholism	fear	0.500	alkoholism
intolerant	fear	0.500	intolerant
blob	fear	0.500	klick
cliff	fear	0.500	klippa
frenetic	fear	0.500	frenetisk
illegal	fear	0.500	olaglig
scalpel	fear	0.500	skalpell
downfall	fear	0.500	undergång
prohibited	fear	0.500	förbjuden
suppress	fear	0.500	dämpa
raving	fear	0.500	raving
squeamish	fear	0.500	kinkig
instability	fear	0.500	instabilitet
vertigo	fear	0.500	vertigo
brute	fear	0.500	djurisk
sinful	fear	0.500	syndig
ruined	fear	0.500	förstörd
premeditated	fear	0.500	uppsåtlig
snowmageddon	fear	0.500	snowmageddon
defiance	fear	0.500	trots
wasp	fear	0.500	geting
towering	fear	0.500	höga
woe	fear	0.491	ve
lash	fear	0.484	surra
indefensible	fear	0.484	oförsvarlig
dismay	fear	0.484	bestörtning
disgusting	fear	0.484	äcklig
divorce	fear	0.484	äktenskapsskillnad
hate	fear	0.484	hata
freakish	fear	0.484	underlig
sonervous	fear	0.484	så nervös
ambulance	fear	0.484	ambulans
rabble	fear	0.484	slödder
flinch	fear	0.484	rygga tillbaka
palpitations	fear	0.484	hjärtklappning
fiend	fear	0.484	djävul
hallucination	fear	0.484	hallucination
blackness	fear	0.484	svärta
defamation	fear	0.484	ärekränkning
intrusion	fear	0.484	intrång
syringe	fear	0.484	spruta
prejudiced	fear	0.484	fördomsfull
indictment	fear	0.484	åtal
worrying	fear	0.484	oroande
retard	fear	0.484	hämma
canthandleit	fear	0.484	orkar inte
insecurity	fear	0.484	osäkerhet
ravine	fear	0.484	ravin
poaching	fear	0.484	tjuvjakt
cracked	fear	0.484	knäckt
hospital	fear	0.484	sjukhus
slam	fear	0.484	slam
armor	fear	0.484	rustning
warrior	fear	0.484	krigare
coerce	fear	0.484	tvinga
hearse	fear	0.484	likvagn
jumpy	fear	0.484	nervös
cutting	fear	0.484	skärande
dishonor	fear	0.484	vanära
perjury	fear	0.484	mened
accusing	fear	0.484	anklagande
worse	fear	0.484	värre
endemic	fear	0.484	endemisk
ohno	fear	0.484	Å nej
restriction	fear	0.484	restriktion
ravenous	fear	0.484	glupande
rat	fear	0.484	råtta
lion	fear	0.484	lejon
shiver	fear	0.484	darrning
averse	fear	0.483	motvillig
inspection	fear	0.483	inspektion
sinner	fear	0.483	syndare
despairing	fear	0.474	förtvivlad
missing	fear	0.474	saknas
darken	fear	0.471	mörkna
austere	fear	0.470	stram
unhealthy	fear	0.469	ohälsosam
revoke	fear	0.469	återkalla
fret	fear	0.469	band
breakdown	fear	0.469	bryta ner
superstition	fear	0.469	vidskepelse
criticize	fear	0.469	klandra
armored	fear	0.469	armerad
illegality	fear	0.469	olaglighet
overwhelmed	fear	0.469	överväldigad
infidelity	fear	0.469	otrohet
thresh	fear	0.469	tröska
scrapie	fear	0.469	skrapie
precipice	fear	0.469	stup
idolatry	fear	0.469	avgudadyrkan
depressed	fear	0.469	deprimerad
subversion	fear	0.469	omstörtning
asteroid	fear	0.469	asteroid
jaws	fear	0.469	käftar
accused	fear	0.469	den anklagade
sinking	fear	0.469	sjunkande
admonition	fear	0.469	förmaning
indict	fear	0.469	åtala
quiver	fear	0.469	koger
startle	fear	0.469	skrämma
toothache	fear	0.469	tandvärk
soulless	fear	0.469	själlös
foreclose	fear	0.469	utestänga
aftermath	fear	0.469	verkningarna
fierce	fear	0.469	våldsam
fever	fear	0.469	feber
intrusive	fear	0.469	påträngande
decomposition	fear	0.469	sönderfall
nervous	fear	0.469	nervös
animosity	fear	0.469	fientlighet
inmate	fear	0.469	intagen
regime	fear	0.469	regimen
spear	fear	0.468	spjut
nasty	fear	0.466	otäck
worried	fear	0.466	orolig
puma	fear	0.465	puma
thirteenth	fear	0.465	trettonde
contraband	fear	0.464	smuggelgods
insecure	fear	0.461	osäker
disturbance	fear	0.459	störning
denunciation	fear	0.456	uppsägning
destitute	fear	0.455	utblottad
stigma	fear	0.455	stigma
powerfully	fear	0.454	kraftigt
apprehension	fear	0.453	uppfattning
derogatory	fear	0.453	nedsättande
disruption	fear	0.453	störning
rigor	fear	0.453	stränghet
dinosaur	fear	0.453	dinosaurie
rifle	fear	0.453	gevär
illicit	fear	0.453	olaglig
grope	fear	0.453	famla
howl	fear	0.453	tjut
stranger	fear	0.453	främling
resisting	fear	0.453	göra motstånd
resign	fear	0.453	avgå
spasm	fear	0.453	spasm
unspeakable	fear	0.453	outsäglig
quandary	fear	0.453	dilemma
shrill	fear	0.453	gäll
penal	fear	0.453	straff-
lockup	fear	0.453	Låsa in
indoctrination	fear	0.453	indoktrinering
restrain	fear	0.453	hålla tillbaka
disreputable	fear	0.453	vanhedrande
scold	fear	0.453	skälla
wail	fear	0.453	jämra sig
omgomgomg	fear	0.453	omgomgomg
hydrocephalus	fear	0.453	hydrocephalus
warn	fear	0.453	varna
batter	fear	0.453	smet
ohgod	fear	0.453	Åh Gud
penalty	fear	0.453	straff
straits	fear	0.453	sund
orphan	fear	0.453	föräldralös
urgent	fear	0.450	brådskande
arraignment	fear	0.450	åtal
tramp	fear	0.440	luffare
stress	fear	0.439	påfrestning
behemoth	fear	0.439	gigantisk
accidental	fear	0.438	olycklig
dominate	fear	0.438	dominera
cabal	fear	0.438	kabal
accuser	fear	0.438	åklagare
debacle	fear	0.438	debacle
perverse	fear	0.438	perverst
looming	fear	0.438	hotande
yell	fear	0.438	skrik
forfeiture	fear	0.438	förverkande
infirmity	fear	0.438	svaghet
expel	fear	0.438	utvisa
probation	fear	0.438	villkorlig dom
falter	fear	0.438	vackla
tribunal	fear	0.438	domstol
atrophy	fear	0.438	atrofi
aghhh	fear	0.438	ahhh
bewildered	fear	0.438	förvirrad
asp	fear	0.438	asp
mace	fear	0.438	mace
wince	fear	0.438	rygga tillbaka
concealed	fear	0.438	dold
indomitable	fear	0.438	okuvlig
illegitimate	fear	0.438	illegitim
stripped	fear	0.438	avskalad
unprepared	fear	0.438	oförberedd
entangled	fear	0.438	intrasslad
coldsweat	fear	0.438	kallsvett
dentists	fear	0.438	tandläkare
predicament	fear	0.438	knipa
rheumatism	fear	0.438	reumatism
displaced	fear	0.438	förskjuten
dislocated	fear	0.438	ur led
prick	fear	0.438	sticka
targeting	fear	0.438	inriktning
obstruct	fear	0.438	hindra
gasping	fear	0.438	flämtande
scarcity	fear	0.438	brist
irreconcilable	fear	0.438	oförenlig
impermeable	fear	0.438	ogenomsläpplig
broke	fear	0.438	pank
halting	fear	0.435	stanna
mysterious	fear	0.435	mystisk
insulting	fear	0.435	förolämpande
rebels	fear	0.435	rebeller
repulsion	fear	0.431	repulsion
glare	fear	0.430	lysa skarpt
punitive	fear	0.425	straff-
sordid	fear	0.425	smutsig
stake	fear	0.423	insats
tempest	fear	0.423	storm
deleterious	fear	0.422	skadlig
reticent	fear	0.422	förtegen
stresses	fear	0.422	stressar
fainting	fear	0.422	svimning
offense	fear	0.422	anfall
extrajudicial	fear	0.422	utomrättsliga
delusion	fear	0.422	villfarelse
thumping	fear	0.422	dunkande
lament	fear	0.422	beklaga
depress	fear	0.422	sänka
usurped	fear	0.422	tillskansat sig
bigot	fear	0.422	trångsynt
hydra	fear	0.422	hydra
stressin	fear	0.422	stressa
coyote	fear	0.422	prärievarg
wilderness	fear	0.422	vildmark
infamous	fear	0.422	ökänd
troll	fear	0.422	troll
dissident	fear	0.422	oliktänkande
unnatural	fear	0.422	onaturlig
disappear	fear	0.422	försvinna
bayonet	fear	0.422	bajonett
depresson	fear	0.422	depression
anathema	fear	0.422	förbannelse
steal	fear	0.422	stjäla
publicspeaking	fear	0.422	tala inför publik
burdensome	fear	0.422	betungande
bier	fear	0.422	bår
prowl	fear	0.422	stryka omkring
ultimatum	fear	0.422	ultimatum
varicella	fear	0.422	vattkoppor
suspension	fear	0.422	suspension
unsteady	fear	0.422	ostadig
heathen	fear	0.422	hedning
alien	fear	0.422	utomjording
adversity	fear	0.418	motgång
ineptitude	fear	0.417	inkompetens
outsider	fear	0.413	utomstående
ugliness	fear	0.410	fulhet
immoral	fear	0.410	omoralisk
vulture	fear	0.410	gam
ghetto	fear	0.406	getto
nausea	fear	0.406	illamående
weakly	fear	0.406	svagt
penance	fear	0.406	bot
distressed	fear	0.406	bedrövad
dominant	fear	0.406	dominerande
disallowed	fear	0.406	otillåten
recklessness	fear	0.406	övermod
insolvent	fear	0.406	insolvent
wary	fear	0.406	försiktig
scar	fear	0.406	ärr
ohdear	fear	0.406	kära nån
drones	fear	0.406	drönare
tearful	fear	0.406	tårfylld
stretcher	fear	0.406	bår
stressing	fear	0.406	stressar
omnipotence	fear	0.406	allmakt
rubble	fear	0.406	spillror
escape	fear	0.406	fly
whimper	fear	0.406	gnälla
dismissal	fear	0.406	uppsägning
screech	fear	0.406	tjut
resection	fear	0.406	resektion
disorder	fear	0.406	oordning
possession	fear	0.406	besittning
claw	fear	0.406	klo
blackout	fear	0.406	mörkläggning
squall	fear	0.406	skråla
disabled	fear	0.406	Inaktiverad
deport	fear	0.406	deportera
disgust	fear	0.406	avsky
stressful	fear	0.406	stressig
socialism	fear	0.405	socialism
conspiracy	fear	0.400	konspiration
toughness	fear	0.400	seghet
defection	fear	0.398	avhopp
absence	fear	0.396	frånvaro
moan	fear	0.394	stöna
crusade	fear	0.392	korståg
overt	fear	0.391	uppenbar
whatdoido	fear	0.391	vad gör jag
refutation	fear	0.391	vederläggning
descent	fear	0.391	härkomst
reject	fear	0.391	avvisa
suspicion	fear	0.391	misstanke
exigent	fear	0.391	krävande
concealment	fear	0.391	döljande
xanax	fear	0.391	xanax
cleave	fear	0.391	klyva
diagnosis	fear	0.391	diagnos
separation	fear	0.391	separation
spaz	fear	0.391	spaz
musket	fear	0.391	musköt
brimstone	fear	0.391	svavel
repellent	fear	0.391	frånstötande
discrimination	fear	0.391	diskriminering
unrest	fear	0.391	oro
insolvency	fear	0.391	insolvens
submission	fear	0.391	underkastelse
mental	fear	0.391	mental
scarecrow	fear	0.391	fågelskrämma
snare	fear	0.391	snara
unemployed	fear	0.391	arbetslös
stifled	fear	0.391	kvävd
procedure	fear	0.391	procedur
excitation	fear	0.391	excitation
cyst	fear	0.391	cysta
avoiding	fear	0.391	undviker
lose	fear	0.391	tappa bort
nervy	fear	0.391	nervig
gulp	fear	0.391	klunk
conquer	fear	0.391	erövra
dubious	fear	0.391	tvivelaktiga
hardened	fear	0.391	härdad
radon	fear	0.391	radon
urgency	fear	0.391	brådskande karaktär
theocratic	fear	0.391	teokratisk
poverty	fear	0.391	fattigdom
throb	fear	0.388	bulta
outcast	fear	0.388	utstött
orc	fear	0.388	orc
disapprove	fear	0.380	ogilla
dontpanic	fear	0.378	få inte panik
withdrawals	fear	0.377	uttag
plea	fear	0.377	vädjan
expose	fear	0.375	översikt
edict	fear	0.375	påbud
frigate	fear	0.375	fregatt
bunker	fear	0.375	bunkra
obligor	fear	0.375	gäldenär
suspected	fear	0.375	misstänkt
interrogate	fear	0.375	förhöra
escaped	fear	0.375	rymde
flu	fear	0.375	influensa
ocd	fear	0.375	ocd
taunt	fear	0.375	håna
sultan	fear	0.375	sultan
bad	fear	0.375	dålig
bankrupt	fear	0.375	bankrutt
psychological	fear	0.375	psykologisk
dentistry	fear	0.375	tandvård
chimera	fear	0.375	chimär
sneaking	fear	0.375	smygande
nauseous	fear	0.375	äcklig
barricade	fear	0.375	barrikad
locust	fear	0.375	gräshoppa
dissolution	fear	0.375	upplösning
misconception	fear	0.375	missuppfattning
embarrassment	fear	0.375	förlägenhet
chasm	fear	0.375	klyfta
grieve	fear	0.375	sörja
khan	fear	0.375	khan
coldness	fear	0.375	kyla
kerosene	fear	0.375	fotogen
antsy	fear	0.375	surt
mentalhealth	fear	0.375	mental hälsa
obi	fear	0.375	obi
pressure	fear	0.375	tryck
military	fear	0.375	militär-
whirlpool	fear	0.375	bubbelpool
repellant	fear	0.373	repellerande medel
unknown	fear	0.369	okänd
pare	fear	0.367	pare
jealousy	fear	0.365	svartsjuka
formidable	fear	0.359	formidabel
desert	fear	0.359	öken-
cautionary	fear	0.359	varnande
onedge	fear	0.359	på kanten
jaundice	fear	0.359	gulsot
pessimism	fear	0.359	pessimism
recurring	fear	0.359	återkommande
difficult	fear	0.359	svår
concerned	fear	0.359	bekymrad
consternation	fear	0.359	bestörtning
bottomless	fear	0.359	bottenlös
revolution	fear	0.359	rotation
stint	fear	0.359	stint
government	fear	0.359	regering
bankruptcy	fear	0.359	konkurs
timid	fear	0.359	skygg
contempt	fear	0.359	förakt
warned	fear	0.359	varnade
measles	fear	0.359	mässling
rejects	fear	0.359	avvisar
sectarian	fear	0.359	sekteristisk
headaches	fear	0.359	huvudvärk
dart	fear	0.359	pil
sortie	fear	0.359	utfall
wasting	fear	0.359	slöseri
conquest	fear	0.359	erövring
depreciation	fear	0.359	avskrivning
mournful	fear	0.359	sorgsen
mandamus	fear	0.359	mandamus
spike	fear	0.359	spika
cur	fear	0.359	byracka
burke	fear	0.359	burke
rebel	fear	0.359	rebell
exam	fear	0.359	examen
anomaly	fear	0.359	anomali
mug	fear	0.359	mugg
constrain	fear	0.358	begränsa
languishing	fear	0.358	smäktande
bane	fear	0.356	fördärv
impeach	fear	0.354	anklaga
warden	fear	0.354	vakt
adverse	fear	0.352	ogynnsam
lawyer	fear	0.349	advokat
libel	fear	0.348	förtal
retrenchment	fear	0.345	nedskärning
imminent	fear	0.345	nära förestående
shame	fear	0.344	skam
avoidance	fear	0.344	undvikande
shortage	fear	0.344	brist
opium	fear	0.344	opium
swerve	fear	0.344	vika av
evade	fear	0.344	undgå
servile	fear	0.344	underdånig
pest	fear	0.344	skadedjur
hesitation	fear	0.344	tvekan
loneliness	fear	0.344	ensamhet
discipline	fear	0.344	disciplin
fanaticism	fear	0.344	fanatism
sorrow	fear	0.344	sorg
hiss	fear	0.344	väsa
belittle	fear	0.344	förringa
knell	fear	0.344	knäböja
contentious	fear	0.344	omtvistad
bearish	fear	0.344	baisseartad
opposed	fear	0.344	motsatt
launches	fear	0.344	lanseras
taboo	fear	0.344	tabu
cutter	fear	0.344	fräs
defy	fear	0.344	trotsa
unjustifiable	fear	0.344	oförsvarligt
parachute	fear	0.344	fallskärm
eel	fear	0.344	ål
psych	fear	0.344	psyk
aaaaaaah	fear	0.344	aaaaaah
verdict	fear	0.344	dom
mri	fear	0.344	mri
shaky	fear	0.344	skakig
resistant	fear	0.344	resistent
obstacle	fear	0.344	hinder
reckless	fear	0.344	hänsynslös
recession	fear	0.344	lågkonjunktur
disrespectful	fear	0.343	respektlös
phalanx	fear	0.342	falang
creature	fear	0.340	varelse
specter	fear	0.331	spöke
mortgage	fear	0.331	inteckning
enigmatic	fear	0.329	gåtfull
supremacy	fear	0.328	överlägsenhet
bugaboo	fear	0.328	bugaboo
defendant	fear	0.328	svarande
feeling	fear	0.328	känsla
ethereal	fear	0.328	eterisk
undesirable	fear	0.328	oönskad
mishap	fear	0.328	missöde
outpost	fear	0.328	utpost
weirdo	fear	0.328	konstig
caution	fear	0.328	varning
spillin	fear	0.328	spillin
dike	fear	0.328	dike
dominion	fear	0.328	herravälde
wimp	fear	0.328	mes
quash	fear	0.328	krossa
subordinate	fear	0.328	underlydande
shank	fear	0.328	skaft
remove	fear	0.328	ta bort
senseless	fear	0.328	meningslös
shutdown	fear	0.328	stänga av
gametime	fear	0.328	speltid
uhoh	fear	0.328	Hoppsan
loom	fear	0.328	vävstol
police	fear	0.328	polis
wrongly	fear	0.328	felaktigt
unlucky	fear	0.328	olycklig
gladiator	fear	0.328	gladiator
adrift	fear	0.328	på drift
hives	fear	0.328	nässelfeber
smut	fear	0.328	smuts
encumbrance	fear	0.328	belastning
unsettled	fear	0.327	orolig
scarce	fear	0.327	knapp
antisocial	fear	0.324	asocial
astray	fear	0.320	vilse
vigilant	fear	0.319	vaksam
socialist	fear	0.318	socialistisk
halter	fear	0.318	grimma
pessimist	fear	0.317	pessimist
pacing	fear	0.316	pacing
wimpy	fear	0.312	pigg
clinical	fear	0.312	klinisk
blight	fear	0.312	fördärv
muzzle	fear	0.312	munkorg
ahhhhhhhh	fear	0.312	ahhhhhhhh
therapist	fear	0.312	terapeut
laxative	fear	0.312	laxativ
obsessing	fear	0.312	besatt
seclusion	fear	0.312	avskildhet
foreigner	fear	0.312	utlänning
dentist	fear	0.312	tandläkare
chargeable	fear	0.312	avgiftsbelagd
deadline	fear	0.312	deadline
uneasy	fear	0.312	illa till mods
valium	fear	0.312	valium
powerful	fear	0.312	kraftfull
opponent	fear	0.312	motståndare
ordnance	fear	0.312	krigsmateriel
cram	fear	0.312	plugga
unexpected	fear	0.312	oväntat
thorny	fear	0.312	taggig
discontinuity	fear	0.312	avbrott
conspire	fear	0.312	konspirera
collusion	fear	0.312	maskopi
litigate	fear	0.312	processa
unkind	fear	0.312	ovänlig
whirlwind	fear	0.312	virvelvind
nether	fear	0.312	nedre
trickery	fear	0.312	knep
bewilderment	fear	0.312	förvirring
overthinking	fear	0.309	övertänkande
doubts	fear	0.308	tvivel
seriousness	fear	0.305	allvar
irrational	fear	0.305	irrationell
erase	fear	0.303	radera
teasing	fear	0.303	kitslig
razor	fear	0.303	rakapparat
sweating	fear	0.298	svettas
mage	fear	0.297	magiker
giant	fear	0.297	jätte
weighty	fear	0.297	tung
warning	fear	0.297	varning
avoid	fear	0.297	undvika
inflation	fear	0.297	inflation
mislead	fear	0.297	vilseleda
adjudicate	fear	0.297	döma
endless	fear	0.297	ändlös
deflation	fear	0.297	deflation
depreciated	fear	0.297	avskrivna
bitch	fear	0.297	tik
swamp	fear	0.297	träsk
bale	fear	0.297	bal
dashed	fear	0.297	streckade
crouching	fear	0.297	hukande
flounder	fear	0.297	flundra
hide	fear	0.297	Dölj
reluctant	fear	0.297	motvillig
unsurpassed	fear	0.297	oöverträffad
medical	fear	0.297	medicinsk
timidity	fear	0.297	skygghet
auditor	fear	0.297	revisor
deluge	fear	0.287	syndaflod
disinformation	fear	0.286	desinformation
court	fear	0.284	domstol
aversion	fear	0.283	motvilja
cartridge	fear	0.281	patron
unfriendly	fear	0.281	ovänlig
cautious	fear	0.281	försiktig
surveillance	fear	0.281	övervakning
yelp	fear	0.281	gläfsa
confusion	fear	0.281	förvirring
apache	fear	0.281	apache
flying	fear	0.281	flygande
submitting	fear	0.281	inlämnande
discourage	fear	0.281	avskräcka
rush	fear	0.281	rusa
fortress	fear	0.281	fästning
dwarfed	fear	0.281	dvärgväxt
challenge	fear	0.281	utmaning
notready	fear	0.281	inte redo
wan	fear	0.281	glåmig
mistaken	fear	0.281	felaktig
hurryup	fear	0.281	skynda dig
swelling	fear	0.281	svullnad
oncoming	fear	0.281	mötande
remains	fear	0.281	resterna
unruly	fear	0.281	ostyrig
bigoted	fear	0.281	bigott
intense	fear	0.279	intensiv
noncompliance	fear	0.276	bristande efterlevnad
alerts	fear	0.276	varningar
planes	fear	0.274	flygplan
cop	fear	0.273	polis
displeased	fear	0.273	missnöjd
unbridled	fear	0.271	ohämmad
problem	fear	0.266	problem
crouch	fear	0.266	huka
sneak	fear	0.266	smyg
hood	fear	0.266	huva
force	fear	0.266	tvinga
confession	fear	0.266	bekännelse
posse	fear	0.266	besitta
banger	fear	0.266	skorv
belt	fear	0.266	bälte
crowds	fear	0.266	folkmassor
elevation	fear	0.266	elevation
insomnia	fear	0.266	sömnlöshet
auditions	fear	0.266	provspelningar
forgotten	fear	0.266	glömt
affront	fear	0.266	skymf
cloak	fear	0.266	dölja
newjob	fear	0.266	nya jobb
blindfold	fear	0.266	ögonbindel
skid	fear	0.266	glid
blemish	fear	0.266	fläck
uncanny	fear	0.266	kuslig
sentence	fear	0.266	mening
cupping	fear	0.266	koppning
regiment	fear	0.266	regemente
hooded	fear	0.266	huva
operation	fear	0.266	drift
immerse	fear	0.266	fördjupa
shanghai	fear	0.266	shanghai
acrobat	fear	0.266	akrobat
flurries	fear	0.266	upplopp
spur	fear	0.262	sporre
mortgagor	fear	0.258	pantsättare
defense	fear	0.258	försvar
insect	fear	0.250	insekt
defend	fear	0.250	försvara
cataract	fear	0.250	grå starr
stealthy	fear	0.250	smyg
swampy	fear	0.250	sumpig
sunk	fear	0.250	sänkt
run	fear	0.250	springa
scapegoat	fear	0.250	syndabock
jobinterview	fear	0.250	jobbintervju
repent	fear	0.250	ångra
breakingnews	fear	0.250	breakingnews
obliging	fear	0.250	förpliktigande
rascal	fear	0.250	skojare
impatiently	fear	0.250	otåligt
react	fear	0.250	reagera
doubt	fear	0.250	tvivel
guard	fear	0.250	vakt
forewarned	fear	0.250	förvarnat
foul	fear	0.250	ojust spel
indifference	fear	0.250	likgiltighet
hag	fear	0.250	hagga
picket	fear	0.250	postering
delusional	fear	0.250	förvirrad
standstill	fear	0.250	stå still
rating	fear	0.250	betyg
spinster	fear	0.250	ogift kvinna
unfamiliar	fear	0.250	obekant
indecisive	fear	0.250	obeslutsam
grounded	fear	0.242	grundad
badhabit	fear	0.242	dålig vana
highest	fear	0.236	högsta
aaaah	fear	0.234	aaaah
shrink	fear	0.234	krympa
insomniac	fear	0.234	sömnlös person
chicken	fear	0.234	kyckling
bee	fear	0.234	bi
inequality	fear	0.234	olikhet
verge	fear	0.234	gränsen
shelters	fear	0.234	skyddsrum
buzz	fear	0.234	surr
buck	fear	0.234	bock
discontent	fear	0.234	missnöje
difficulty	fear	0.234	svårighet
finalized	fear	0.234	slutförd
overdrive	fear	0.234	överväxling
pinion	fear	0.234	drev
scaffold	fear	0.234	ställning
dependence	fear	0.234	beroende
rekindle	fear	0.234	tända igen
instinctive	fear	0.234	instinktiv
thatmoment	fear	0.234	det ögonblicket
sleepless	fear	0.234	sömnlös
intercede	fear	0.234	medla
psychiatrist	fear	0.234	psykiater
rushing	fear	0.233	rusar
overslept	fear	0.226	försov sig
default	fear	0.226	standard
confessional	fear	0.225	konfessionell
impatient	fear	0.224	otålig
tactics	fear	0.219	taktik
aga	fear	0.219	aga
blues	fear	0.219	blues
thrill	fear	0.219	spänning
immigrant	fear	0.219	invandrare
veer	fear	0.219	svänga
sweat	fear	0.219	svettas
cane	fear	0.219	sockerrör
revelations	fear	0.219	uppenbarelser
whatif	fear	0.219	Tänk om
waver	fear	0.219	vackla
jungle	fear	0.219	djungel
fingerscrossed	fear	0.219	håller tummarna
stingy	fear	0.219	snål
bait	fear	0.219	bete
unequal	fear	0.219	olika
lastminute	fear	0.219	sista minuten
heft	fear	0.219	vikt
overtired	fear	0.218	övertrött
prognosis	fear	0.217	prognos
alertness	fear	0.216	vakenhet
hyped	fear	0.214	hajpade
wishmeluck	fear	0.212	önska mig lycka till
somuchtodo	fear	0.212	så mycket att göra
toomuchtodo	fear	0.212	toomuchtodo
tryouts	fear	0.210	provtagningar
clowns	fear	0.207	clowner
fluctuation	fear	0.204	fluktuation
examination	fear	0.204	undersökning
restless	fear	0.204	rastlös
uphill	fear	0.203	uppför
quail	fear	0.203	vaktel
phew	fear	0.203	puh
mighty	fear	0.203	mäktig
