English Word	Emotion	Emotion-Intensity-Score	Hmong Word
advance	fear	0.188	ua ntej
overcoming	fear	0.188	kov yeej
attorney	fear	0.188	tus kws lij choj
deadlines	fear	0.188	hnub kawg
bug	fear	0.188	kab laum
knots	fear	0.188	knots
owing	fear	0.188	tshuav
waitinggame	fear	0.188	tos kev ua si
unorganised	fear	0.188	tsis koom
gnome	fear	0.188	gnome
fragile	fear	0.188	yooj yim
cautiously	fear	0.188	ceev faj
stillness	fear	0.188	kev nyob ntsiag to
intrigue	fear	0.188	intrigue
rule	fear	0.188	txoj cai
elf	fear	0.185	elf
stillwaiting	fear	0.184	tseem tos
lonely	fear	0.183	kho siab
slippery	fear	0.181	nplua
interview	fear	0.180	xam phaj
everyman	fear	0.178	txhua tus
speculation	fear	0.176	kev kwv yees
needtoknow	fear	0.173	xav paub
worship	fear	0.172	pe hawm
unsure	fear	0.172	tsis paub meej
surprise	fear	0.172	xav tsis thoob
settlor	fear	0.172	chaw nyob
competition	fear	0.172	kev sib tw
readytogo	fear	0.172	readytogo
checkpoint	fear	0.172	chaw kuaj mob
composure	fear	0.172	kev tso siab
interviewer	fear	0.172	tus neeg xam phaj
chaff	fear	0.172	chav
regulatory	fear	0.172	kev cai
birch	fear	0.172	birch
shell	fear	0.172	plhaub
assessment	fear	0.172	kev soj ntsuam
uncertain	fear	0.172	tsis paub meej
rod	fear	0.172	rod
humanrights	fear	0.172	tib neeg txoj cai
less	fear	0.167	tsawg
coy	fear	0.162	coj
iris	fear	0.160	iris
intimately	fear	0.156	sib raug zoo
hearing	fear	0.156	hnov lus
legalized	fear	0.156	raug cai
needit	fear	0.156	xav tau
audition	fear	0.156	audition
retirement	fear	0.156	nyiaj laus
countdown	fear	0.156	countdown
sly	fear	0.156	sly
bases	fear	0.156	hauv paus
ceasefire	fear	0.156	tsum tsum
medication	fear	0.156	tshuaj
courageous	fear	0.154	ua siab loj
overthinker	fear	0.153	kev xav ntau dhau
backtrack	fear	0.151	rov qab
dawned	fear	0.150	kaj ntug
censor	fear	0.149	censor
bailiff	fear	0.147	tus kws lij choj
syllabus	fear	0.147	cov ntawv kawm
delay	fear	0.141	ncua
newcomer	fear	0.141	tus tshiab
imagination	fear	0.141	kev xav
waiting	fear	0.141	tos
gent	fear	0.141	neeg
validity	fear	0.141	siv tau
cove	fear	0.141	cove
rationality	fear	0.141	rationality
caricature	fear	0.141	caricature
eventuality	fear	0.141	kev tshwm sim
alreadyyyyy	fear	0.140	xa yyj
shy	fear	0.140	txaj muag
symptom	fear	0.133	cov tsos mob
excite	fear	0.132	zoo siab
raccoon	fear	0.127	raccoon
clown	fear	0.125	neeg dag
tryout	fear	0.125	kev sim
needtorelax	fear	0.125	needtorelax
swim	fear	0.125	ua luam dej
campaigning	fear	0.125	kev tawm suab
hawk	fear	0.125	hawk
prevent	fear	0.125	tiv thaiv
gameday	fear	0.125	hnub ua si
ahhh	fear	0.125	ahhh
marry	fear	0.125	yuav
sprite	fear	0.125	sprite
soready	fear	0.125	txaus lawm
sag	fear	0.123	sag
pharmacy	fear	0.123	tsev muag tshuaj
policeman	fear	0.121	tub ceev xwm
dreamt	fear	0.111	ua npau suav
lace	fear	0.111	lace
homework	fear	0.109	ua haujlwm tom tsev
destination	fear	0.109	qhov chaw
incase	fear	0.109	hauv
pray	fear	0.109	thov Vajtswv
knot	fear	0.109	knot
confidence	fear	0.109	kev ntseeg siab
bigday	fear	0.109	loj
holiness	fear	0.109	kev dawb huv
notoriety	fear	0.109	tsis muaj npe
weight	fear	0.109	hnyav
slender	fear	0.100	daim tawv nqaij
undecided	fear	0.098	tsis tau txiav txim siab
sympathetic	fear	0.097	txaus siab
poise	fear	0.094	poise
case	fear	0.094	cas
treat	fear	0.094	kho
locate	fear	0.094	nrhiav
loyal	fear	0.094	loyal
grades	fear	0.094	qib
god	fear	0.094	vajtswv
helmet	fear	0.094	kaus mom hlau
confident	fear	0.094	ntseeg siab
counsellor	fear	0.094	tus kws pab tswv yim
northeast	fear	0.088	sab qaum teb sab hnub tuaj
graduation	fear	0.078	kawm tiav
compassion	fear	0.078	kev khuv leej
nurture	fear	0.078	txhawb nqa
graded	fear	0.075	qib
mum	fear	0.070	niam
infant	fear	0.067	menyuam mos
journey	fear	0.062	taug kev
parade	fear	0.062	kev ua yeeb yam
gradschool	fear	0.062	kawm ntawv qib siab
civilian	fear	0.062	pej xeem
cloudiness	fear	0.062	huab
cash	fear	0.062	nyiaj ntsuab
civilians	fear	0.062	cov pej xeem
guidelines	fear	0.062	cov lus qhia
soulmate	fear	0.062	tus ntsuj plig
youth	fear	0.062	hluas
opera	fear	0.057	ua yeeb yam
synonymous	fear	0.056	lub ntsiab lus
honest	fear	0.047	ncaj ncees
praying	fear	0.047	thov Vajtswv
intelligence	fear	0.038	txawj ntse
volunteer	fear	0.031	pab dawb
romance	fear	0.031	kev sib hlub
lines	fear	0.031	kab
obey	fear	0.016	ua raws
happiest	joy	0.986	zoo siab tshaj plaws
happiness	joy	0.984	kev zoo siab
bliss	joy	0.971	kev kaj siab
celebrating	joy	0.970	ua kev zoo siab
jubilant	joy	0.969	jubilant
ecstatic	joy	0.954	ecstatic
elation	joy	0.944	kev zoo siab
beaming	joy	0.938	beaming
bestdayever	joy	0.938	hnub zoo tshaj plaws
loveee	joy	0.932	hlub
celebration	joy	0.929	kev ua koob tsheej
awesomeness	joy	0.926	kev txaus ntshai
joy	joy	0.924	kev xyiv fab
joyous	joy	0.922	zoo siab
fabulous	joy	0.922	zoo heev
happily	joy	0.922	zoo siab
excitement	joy	0.922	kev zoo siab
exuberance	joy	0.922	exuberance
makesmehappy	joy	0.922	ua rau kuv zoo siab
euphoria	joy	0.922	kev zoo siab
lovee	joy	0.920	hlub
gratitude	joy	0.914	ua tsaug
happydance	joy	0.912	zoo siab
merriment	joy	0.912	kev zoo siab
spectacular	joy	0.912	zoo kawg li
overjoyed	joy	0.909	zoo siab heev
purebliss	joy	0.909	dawb huv
triumphant	joy	0.907	yeej
ecstasy	joy	0.906	ecstasy
lovelovelove	joy	0.906	hlub hlub
cheerful	joy	0.906	zoo siab
cheer	joy	0.897	zoo siab
elated	joy	0.894	zoo siab
peaceofmind	joy	0.891	kev kaj siab lug
jolly	joy	0.891	lom zem
delighted	joy	0.891	zoo siab
lovethis	joy	0.891	hlub no
excitation	joy	0.891	kev zoo siab
exhilaration	joy	0.891	kev zoo siab
pleasures	joy	0.891	kev zoo siab
laugh	joy	0.891	luag
marvelously	joy	0.881	zoo kawg nkaus
loving	joy	0.879	kev hlub
joyful	joy	0.879	zoo siab
blissful	joy	0.879	zoo siab
outstanding	joy	0.879	zoo heev
pleasurable	joy	0.877	txaus siab
lovinglife	joy	0.875	kev hlub
enthusiastic	joy	0.875	txaus siab
glee	joy	0.875	zoo siab
iloveher	joy	0.875	iloveher
yaaaay	joy	0.875	yaaaa
overthemoon	joy	0.875	overthemoon
happyplace	joy	0.875	zoo siab
sohappy	joy	0.868	zoo siab
superb	joy	0.864	zoo heev
woohoo	joy	0.864	woohoo
laughing	joy	0.864	luag
wonderful	joy	0.863	zoo kawg
hooray	joy	0.859	hlo
loved	joy	0.859	hlub
tearsofjoy	joy	0.859	kua muag
hallelujah	joy	0.859	Hallelujah
magnificent	joy	0.859	zoo kawg li
glory	joy	0.859	koob meej
ilovechristmas	joy	0.859	ilovechristmas
brilliant	joy	0.859	ci ntsa iab
celebrated	joy	0.859	ua kev zoo siab
cheering	joy	0.859	zoo siab
yayyyy	joy	0.859	yayyyy
heavenly	joy	0.853	ntuj ceeb tsheej
exciting	joy	0.853	zoo siab heev
thrilled	joy	0.851	zoo siab heev
mademyday	joy	0.848	ua myday
hohoho	joy	0.845	hlo
celebrate	joy	0.844	ua kev zoo siab
wonderfully	joy	0.844	zoo kawg nkaus
blessing	joy	0.844	koob hmoov
favoriteholiday	joy	0.844	nyiam hnub so
paradise	joy	0.833	lub vaj kaj siab
marvellous	joy	0.833	zoo kawg li
festive	joy	0.833	kev ua koob tsheej
sweetness	joy	0.833	qab zib
blessed	joy	0.833	tau koob hmoov
celebrations	joy	0.833	kev ua koob tsheej
compliment	joy	0.831	qhuas
smiling	joy	0.828	luag ntxhi
allsmiles	joy	0.828	tag nrho luag ntxhi
love	joy	0.828	kev hlub
enchanting	joy	0.828	ntxim nyiam
homesweethome	joy	0.826	tsev zoo
thankyougod	joy	0.824	ua tsaug
marvelous	joy	0.824	zoo kawg li
laughter	joy	0.824	luag
goodmood	joy	0.819	zoo siab
goodness	joy	0.818	kev zoo
excellence	joy	0.818	kev ua tau zoo
sensational	joy	0.818	kev xav
joys	joy	0.818	kev xyiv fab
delightful	joy	0.818	zoo siab
excited	joy	0.818	zoo siab
rejoicing	joy	0.818	zoo siab
happyheart	joy	0.818	zoo siab
celebratory	joy	0.818	kev ua koob tsheej
greatful	joy	0.816	zoo heev
jovial	joy	0.814	jovial
rejoice	joy	0.812	zoo siab
splendid	joy	0.812	zoo nkauj
enjoy	joy	0.812	lom zem
smiley	joy	0.812	luag ntxhi
glorious	joy	0.812	muaj koob meej
victorious	joy	0.812	yeej
lovemaking	joy	0.812	kev hlub
bonanza	joy	0.812	zoo heev
greatday	joy	0.812	hnub zoo
excellent	joy	0.812	zoo heev
goodtimes	joy	0.811	sijhawm zoo
whatmakesmesmile	joy	0.811	ua dab tsi
happyday	joy	0.809	zoo siab hnub
myfavorite	joy	0.804	kuv nyiam
thankyoulord	joy	0.803	ua tsaug
gladness	joy	0.803	kev zoo siab
yayyy	joy	0.803	yayy
yeahhhh	joy	0.803	yees
pleasure	joy	0.803	txaus siab
giggle	joy	0.802	luag
happier	joy	0.797	zoo siab dua
lovemylife	joy	0.797	hlubmylife
magnificence	joy	0.797	zoo kawg nkaus
happytweet	joy	0.797	zoo siab tweet
lovinlife	joy	0.797	kev hlub
yesss	joy	0.797	yees
dancing	joy	0.797	seev cev
success	joy	0.797	kev vam meej
grateful	joy	0.789	ua tsaug
amuse	joy	0.788	lom zem
splendor	joy	0.788	kev zoo nkauj
happy	joy	0.788	zoo siab
fun	joy	0.788	lom zem
giggling	joy	0.781	luag
glad	joy	0.781	zoo siab
glorify	joy	0.781	qhuas
radiant	joy	0.781	radiant
beautiful	joy	0.781	zoo nkauj
solucky	joy	0.781	zoo siab
sothankful	joy	0.781	zoo siab heev
enchanted	joy	0.781	enchanted
romance	joy	0.779	kev sib hlub
perfection	joy	0.779	zoo tag nrho
christmassy	joy	0.779	Christmas
heavens	joy	0.779	ntuj ceeb tsheej
thrilling	joy	0.776	zoo siab heev
lovable	joy	0.773	ntxim hlub
congrats	joy	0.773	zoo siab
fiesta	joy	0.773	fiesta
entertain	joy	0.773	lom zem
happyvalentinesday	joy	0.773	happyvalentinesday
miraculous	joy	0.773	txuj ci tseem ceeb
cheers	joy	0.773	zoo siab
cheered	joy	0.773	zoo siab
positivity	joy	0.773	kev zoo
funday	joy	0.772	nyiaj txiag
enjoying	joy	0.771	txaus siab
lifeisgood	joy	0.766	ua neej nyob zoo
amused	joy	0.766	lom zem
goodfeeling	joy	0.766	kev zoo siab
christmasspirit	joy	0.766	Christmas kev ua koob tsheej
cuddling	joy	0.766	nyuv
smiles	joy	0.766	luag ntxhi
sosweet	joy	0.766	sosweet
thebest	joy	0.766	qhov zoo tshaj plaws
party	joy	0.765	tog
delight	joy	0.765	zoo siab
orgasm	joy	0.765	orgasm
positive	joy	0.761	zoo
sweetheart	joy	0.758	tus hlub
enlighten	joy	0.758	paub meej
cheerfulness	joy	0.758	kev zoo siab
miracles	joy	0.758	txuj ci tseem ceeb
giddy	joy	0.757	giddy
christmastime	joy	0.757	Christmas sij hawm
gratify	joy	0.750	ua tsaug
greatness	joy	0.750	kev zoo
friendliness	joy	0.750	kev phooj ywg
blessings	joy	0.750	koob hmoov
laughs	joy	0.750	luag
tistheseason	joy	0.750	lub caij nyoog
smile	joy	0.750	luag ntxhi
pleasing	joy	0.750	txaus siab
romantic	joy	0.750	romantic
happyholidays	joy	0.750	zoo siab hnub so
frolic	joy	0.748	frolic
jubilee	joy	0.742	jubilee
miracle	joy	0.742	txuj ci tseem ceeb
enthusiasm	joy	0.742	kev txaus siab
selflove	joy	0.742	kev hlub tus kheej
triumph	joy	0.742	yeej
magical	joy	0.742	tej yam yees siv
rewarding	joy	0.742	khoom plig
goodvibes	joy	0.742	goodvibes
positiveenergy	joy	0.742	lub zog zoo
feelgood	joy	0.736	zoo siab
prosperity	joy	0.735	kev vam meej
behappy	joy	0.734	zoo siab
admiration	joy	0.734	kev qhuas
passionate	joy	0.734	mob siab rau
goodday	joy	0.734	hnub zoo
luxurious	joy	0.734	khoom kim heev
tgif	joy	0.734	tgif ua
victory	joy	0.734	yeej
feelinggood	joy	0.734	zoo siab
enchant	joy	0.734	nyiam
greatnight	joy	0.734	hmo ntuj
vivacious	joy	0.734	vivacious
glorification	joy	0.733	kev qhuas
sing	joy	0.729	hu nkauj
glowing	joy	0.729	ci ntsa iab
yessss	joy	0.728	yees
fulfillment	joy	0.728	ua kom tiav
breathtaking	joy	0.728	ua tsis taus pa
thankful	joy	0.727	ua tsaug
cheery	joy	0.727	zoo siab
santa	joy	0.727	Santa
hurrah	joy	0.727	hurray
christmasbreak	joy	0.727	christmasbreak
win	joy	0.727	yeej
atpeace	joy	0.727	kev kaj siab
award	joy	0.727	khoom plig
merry	joy	0.727	zoo siab
inspiration	joy	0.725	kev tshoov siab
radiance	joy	0.725	radiance
pleased	joy	0.725	txaus siab
uplift	joy	0.723	txhawb nqa
optimistic	joy	0.723	kev cia siab
heaven	joy	0.721	ntuj ceeb tsheej
lucky	joy	0.721	muaj hmoo
godisgreat	joy	0.721	vajtswv loj
holidays	joy	0.721	hnub so
thrill	joy	0.721	kev zoo siab
congratulatory	joy	0.719	zoo siab
thriving	joy	0.719	vam meej
amusement	joy	0.719	kev lom zem
perfect	joy	0.719	zoo tag nrho
lover	joy	0.719	tus hlub
xmas	joy	0.719	xmas
heartfelt	joy	0.719	mob siab
utopian	joy	0.719	utopian
lovely	joy	0.719	zoo nkauj
harmony	joy	0.719	kev sib raug zoo
praising	joy	0.719	qhuas
brighten	joy	0.719	ci ntsa iab
luckiest	joy	0.712	hmoov zoo
merrychristmas	joy	0.712	merry Christmas
magic	joy	0.712	khawv koob
achievement	joy	0.712	kev ua tiav
yay	joy	0.712	yaj
holiday	joy	0.712	hnub so
treasures	joy	0.712	cov khoom muaj nqis
luxury	joy	0.712	khoom kim heev
bestfeeling	joy	0.712	zoo siab heev
intimate	joy	0.710	sib raug zoo
soblessed	joy	0.706	soblessed
yaaay	joy	0.706	yaaj
rave	joy	0.706	rave
chuckle	joy	0.706	luag nyav
proud	joy	0.704	txaus siab
winning	joy	0.703	yeej
cherish	joy	0.703	hlub
goodnews	joy	0.703	xov xwm zoo
fuckyeah	joy	0.703	fuckyeah
optimism	joy	0.703	kev cia siab
amazingly	joy	0.703	zoo kawg nkaus
lovelife	joy	0.703	kev hlub
truelove	joy	0.703	kev hlub tiag
beautification	joy	0.703	kev zoo nkauj
satisfying	joy	0.703	txaus siab
appreciates	joy	0.703	txaus siab
cuddled	joy	0.703	cuddled
goodlife	joy	0.703	zoo neej
gooood	joy	0.703	good ua
sweetest	joy	0.703	qab zib tshaj
yaay	joy	0.700	yaay
entertained	joy	0.700	lom zem
excite	joy	0.697	zoo siab
newbeginnings	joy	0.693	pib tshiab
praisejesus	joy	0.691	qhuas Yexus
birthday	joy	0.691	hnub yug
greatfriends	joy	0.688	phooj ywg zoo
adoration	joy	0.688	kev qhuas
godsend	joy	0.688	godsend
favorite	joy	0.688	nyiam
content	joy	0.688	cov ntsiab lus
entertaining	joy	0.688	lom zem
honored	joy	0.688	hwm
metime	joy	0.688	sij hawm
exquisite	joy	0.688	zoo heev
holidayseason	joy	0.688	lub caij so
thankyoujesus	joy	0.688	ua tsaug
angelic	joy	0.688	tus tim tswv
goodhealth	joy	0.682	noj qab nyob zoo
majestic	joy	0.682	majestic
luscious	joy	0.682	lus
memoriesiwontforget	joy	0.682	nco nco
bestfriends	joy	0.682	phooj ywg zoo
precious	joy	0.682	muaj nuj nqis
appreciated	joy	0.682	txaus siab
exaltation	joy	0.682	kev ua siab loj
smiled	joy	0.682	luag nyav
brightens	joy	0.682	brightens
tranquility	joy	0.679	kev thaj yeeb
marry	joy	0.676	yuav
embrace	joy	0.676	puag
positively	joy	0.676	zoo
grin	joy	0.672	luag ntxhi
hug	joy	0.672	puag
hilarious	joy	0.672	lom zem
dearest	joy	0.672	tus hlub tshaj
contentment	joy	0.672	txaus siab
accomplished	joy	0.672	ua tiav
relaxation	joy	0.672	kev so
bday	joy	0.672	bday ua
enliven	joy	0.672	enliven
weeeee	joy	0.672	weeeee
giggles	joy	0.672	luag
fulfilled	joy	0.667	ua tiav
bountiful	joy	0.667	muaj nuj nqis
victor	joy	0.667	yeej
adore	joy	0.667	hlub
boisterous	joy	0.667	chim siab
fulfill	joy	0.664	ua kom tiav
cuddles	joy	0.662	cuddles
prosperous	joy	0.660	vam meej
appreciation	joy	0.656	kev txaus siab
serenity	joy	0.656	kev kaj siab lug
happynewyear	joy	0.656	zoo siab xyoo tshiab
humor	joy	0.656	lom zem
satisfy	joy	0.656	txaus siab
besties	joy	0.656	cov phooj ywg
encouraged	joy	0.656	txhawb nqa
captivate	joy	0.656	captivate
christmaseve	joy	0.656	Christmas
glow	joy	0.656	ci ntsa iab
romanticism	joy	0.656	romanticism
innerpeace	joy	0.656	kev kaj siab lug
pleasant	joy	0.656	zoo siab
praises	joy	0.652	qhuas
abundance	joy	0.652	kev nplua nuj
fortunes	joy	0.652	hmoov zoo
engaged	joy	0.652	koom nrog
praised	joy	0.652	qhuas
relaxing	joy	0.652	so kom txaus
treasure	joy	0.652	cov khoom muaj nqis
satisfaction	joy	0.652	txaus siab
nothingbetter	joy	0.647	tsis muaj dab tsi zoo dua
affection	joy	0.647	kev hlub
relieved	joy	0.647	zoo siab
complement	joy	0.647	ntxiv
carnival	joy	0.643	kev ua koob tsheej
priceless	joy	0.641	tsis muaj nqi
uplifting	joy	0.641	txhawb nqa
sensuality	joy	0.641	kev xav
saintly	joy	0.641	neeg dawb huv
champion	joy	0.641	yeej
thanksgiving	joy	0.641	ua tsaug
harmoniously	joy	0.641	sib haum xeeb
wedding	joy	0.641	tshoob
achieve	joy	0.641	ua tiav
divine	joy	0.641	los saum ntuj los
jackpot	joy	0.641	nyiaj jackpot
honeymoon	joy	0.636	zib mu
exalt	joy	0.636	ua siab loj
twinkle	joy	0.636	xiab
comforting	joy	0.636	kev nplij siab
felicity	joy	0.636	kev zoo siab
peaceful	joy	0.636	kev thaj yeeb
climax	joy	0.636	qhov kawg
winner	joy	0.636	tus yeej
reverie	joy	0.636	reverie
yayy	joy	0.636	yayy
cuddle	joy	0.636	cuddle
xoxo	joy	0.634	xob
stargazing	joy	0.625	stargazing
festival	joy	0.625	kev ua koob tsheej
sweet	joy	0.625	qab zib
generosity	joy	0.625	kev ua siab dawb
brighter	joy	0.625	ci dua
praisegod	joy	0.625	qhuas
gorgeous	joy	0.625	zoo nkauj
hearts	joy	0.625	lub siab
amusing	joy	0.625	lom zem
fondness	joy	0.625	kev hlub
snuggling	joy	0.625	snuggling
reward	joy	0.625	nqi zog
sex	joy	0.622	poj niam deev
kind	joy	0.621	zoo
genial	joy	0.621	ntse
parade	joy	0.621	kev ua yeeb yam
applause	joy	0.621	npuaj teg
beauty	joy	0.621	kev zoo nkauj
fulfilling	joy	0.618	ua tiav
aspiring	joy	0.618	xav
newlife	joy	0.618	txoj sia tshiab
godbless	joy	0.616	tsis muaj Vajtswv
virtuous	joy	0.613	tsim txiaj
kiss	joy	0.610	hnia
christmas	joy	0.609	Christmas
rainbows	joy	0.609	zaj sawv
elegance	joy	0.609	elegance
generous	joy	0.609	siab dav
super	joy	0.609	super
playful	joy	0.609	ua si
enlightenment	joy	0.609	kev paub
praiseworthy	joy	0.609	qhuas
awards	joy	0.609	khoom plig
adorable	joy	0.609	ntxim hlub
rekindle	joy	0.609	rov ua dua
winnings	joy	0.609	yeej
independence	joy	0.607	kev ywj pheej
amour	joy	0.607	kev nyiam
kindness	joy	0.606	siab zoo
surprises	joy	0.606	xav tsis thoob
heheh	joy	0.606	hehehe
hilarity	joy	0.606	kev lom zem
wonder	joy	0.606	xav tsis thoob
freely	joy	0.606	ywj siab
successful	joy	0.606	ua tiav
inspired	joy	0.606	tshoov siab
onelove	joy	0.606	ib hlub
whimsical	joy	0.603	luag ntxhi
entertainment	joy	0.603	kev lom zem
passion	joy	0.603	mob siab rau
stressfree	joy	0.601	tsis muaj kev ntxhov siab
beautify	joy	0.601	zoo nkauj
sunrise	joy	0.600	hnub sawv
godisgood	joy	0.597	Vajtswv tsis zoo
goodmusic	joy	0.594	suab paj nruag zoo
revere	joy	0.594	hwm
whoo	joy	0.594	qho
fanfare	joy	0.594	kiv cua
inspire	joy	0.594	txhawb nqa
angel	joy	0.594	tus tim tswv
thankgod	joy	0.594	ua tsaug
goodies	joy	0.594	khoom zoo
jesus	joy	0.594	Yexus
accomplishment	joy	0.594	kev ua tiav
snuggled	joy	0.594	snugged
peacefully	joy	0.594	thaj yeeb
flirt	joy	0.594	flirt
friendship	joy	0.591	kev phooj ywg
singing	joy	0.591	hu nkauj
heroic	joy	0.591	heroic
exalted	joy	0.591	ua siab loj
fortune	joy	0.591	hmoov zoo
highest	joy	0.591	siab tshaj
summer	joy	0.591	lub caij ntuj sov
contented	joy	0.588	txaus siab
rollicking	joy	0.588	rollicking
overflowing	joy	0.588	dej ntws
woot	joy	0.588	ua woot
accolade	joy	0.586	qhuas
hope	joy	0.586	vam
cozy	joy	0.583	xis nyob
delicious	joy	0.579	qab
raving	joy	0.578	raving
thelife	joy	0.578	txoj sia
darling	joy	0.578	hlub
sensuous	joy	0.578	kev xav
picturesque	joy	0.578	duab zoo nkauj
friendly	joy	0.578	phooj ywg
everlasting	joy	0.578	nyob mus ib txhis
praise	joy	0.578	qhuas
ambition	joy	0.578	ambition
sparkle	joy	0.577	sparkle
sensual	joy	0.576	kev xav
peace	joy	0.576	kev thaj yeeb
flattering	joy	0.576	luag ntxhi
grace	joy	0.576	kev hlub
luckygirl	joy	0.576	muaj hmoo ntxhais
heroism	joy	0.576	heroism
succeeding	joy	0.576	ua tiav
yeahhh	joy	0.576	yees
special	joy	0.574	tshwj xeeb
livelife	joy	0.574	ua neej nyob
tantalizing	joy	0.572	tantalizing
pumped	joy	0.567	twj
yey	joy	0.562	yog
surprise	joy	0.562	xav tsis thoob
sunny	joy	0.562	hnub ci
prevail	joy	0.562	yeej
revels	joy	0.562	kev tshwm sim
humorous	joy	0.562	lom zem
sweets	joy	0.562	khoom qab zib
liking	joy	0.562	nyiam
admirable	joy	0.562	qhuas
superstar	joy	0.562	superstar
relax	joy	0.562	so kom txaus
prosper	joy	0.562	vam meej
hero	joy	0.562	hero
hugs	joy	0.562	puag
worthwhile	joy	0.562	tsim nyog
newyear	joy	0.561	xyoo tshiab
tenderness	joy	0.561	kev mos
bless	joy	0.561	foom koob hmoov
favorable	joy	0.561	haum
freedom	joy	0.561	kev ywj pheej
masterpiece	joy	0.561	tus tswv
dreams	joy	0.559	npau suav
hopeful	joy	0.559	kev cia siab
home	joy	0.559	tsev
cruising	joy	0.556	caij nkoj
gracias	joy	0.554	gracias
faithfulness	joy	0.553	kev ntseeg
eagerness	joy	0.552	kev mob siab
closeness	joy	0.552	nyob ze
sunshine	joy	0.551	hnub ci
comfy	joy	0.551	xis nyob
vacation	joy	0.547	hnub so
celestial	joy	0.547	xilethi-aus
good	joy	0.547	zoo
elite	joy	0.547	cov neeg tseem ceeb
illuminate	joy	0.547	teeb pom kev
confidence	joy	0.547	kev ntseeg siab
mistletoe	joy	0.547	mistletoe
daughter	joy	0.547	tus ntxhais
lifted	joy	0.547	nqa
goodmorning	joy	0.547	nyob zoo sawv ntxov
zeal	joy	0.547	mob siab
gifts	joy	0.547	khoom plig
gift	joy	0.547	khoom plig
astonishment	joy	0.547	xav tsis thoob
heart	joy	0.547	plawv
completion	joy	0.547	ua tiav
bonus	joy	0.547	lawm
charmed	joy	0.546	ntxim nyiam
dance	joy	0.545	seev cev
sublime	joy	0.545	sublime
recreation	joy	0.545	kev ua si
encouragement	joy	0.545	kev txhawb siab
god	joy	0.545	vajtswv
gush	joy	0.545	gush
freshstart	joy	0.544	tshiab pib
free	joy	0.544	dawb
savior	joy	0.543	tus cawm seej
sanctuary	joy	0.541	lub chaw dawb huv
grandchildren	joy	0.540	cov xeeb ntxwv
wellness	joy	0.537	kev noj qab haus huv
revel	joy	0.534	kev tshwm sim
music	joy	0.531	suab paj nruag
fab	joy	0.531	fab
bridal	joy	0.531	nkauj nyab
soar	joy	0.531	dhia
alive	joy	0.531	ciaj sia
money	joy	0.531	nyiaj
soothing	joy	0.531	soothing
serene	joy	0.531	nyob zoo
holiness	joy	0.531	kev dawb huv
inspirational	joy	0.531	kev tshoov siab
matrimony	joy	0.531	kev sib yuav
dayoff	joy	0.531	hnub so
savor	joy	0.531	qab
vitality	joy	0.531	qhov tseem ceeb
confident	joy	0.531	ntseeg siab
firstborn	joy	0.531	tus tub hlob
rainbow	joy	0.531	zaj sawv
liberation	joy	0.531	kev ywj pheej
elegant	joy	0.530	elegant
mastery	joy	0.530	kev txawj ntse
glimmer	joy	0.530	glimmer
illumination	joy	0.530	teeb pom kev zoo
blossom	joy	0.530	paj
warmth	joy	0.530	sov sov
welcomed	joy	0.530	txais tos
treat	joy	0.529	kho
faithful	joy	0.529	ncaj ncees
snuggles	joy	0.522	snuggles
laurels	joy	0.521	laurels
commendable	joy	0.519	qhuas
succeed	joy	0.516	ua tiav
jingle	joy	0.516	jingle
zest	joy	0.516	zest
noschool	joy	0.516	kawm ntawv
brotherly	joy	0.516	kwv tij
silly	joy	0.516	ruam
abundant	joy	0.516	ntau
fancy	joy	0.516	zoo nkauj
resplendent	joy	0.516	zoo siab
strengthening	joy	0.516	ntxiv dag zog
presents	joy	0.516	khoom plig
pride	joy	0.516	kev khav theeb
almighty	joy	0.516	tus muaj hwjchim
powerful	joy	0.516	muaj zog
aspire	joy	0.516	aspire
remarkable	joy	0.516	zoo kawg li
greeted	joy	0.516	tos txais
thanking	joy	0.515	ua tsaug
cutie	joy	0.515	ntxim hlub
kudos	joy	0.515	kudos
therapeutic	joy	0.515	kho mob
zen	joy	0.515	zen
coronation	joy	0.515	coronation
complete	joy	0.515	ua kom tiav
shining	joy	0.515	ci ntsa iab
spirit	joy	0.515	ntsuj plig
princely	joy	0.515	nom tswv
vivid	joy	0.515	vivid
comfort	joy	0.515	kev nplij siab
leisure	joy	0.515	kev lom zem
reunited	joy	0.515	rov sib ntsib
kid	joy	0.515	me nyuam
newme	joy	0.515	tshiab
payday	joy	0.515	hnub them nyiaj
animated	joy	0.515	animated
familytime	joy	0.515	tsev neeg
relationship	joy	0.514	kev sib raug zoo
godly	joy	0.514	ua Vajtswv tsaug
marriage	joy	0.514	kev sib yuav
daymade	joy	0.514	ua haujlwm ntev
spouse	joy	0.507	tus txij nkawm
intimately	joy	0.507	sib raug zoo
respect	joy	0.500	hwm
bloom	joy	0.500	paj
purr	joy	0.500	purr ua
carefree	joy	0.500	tsis txhawj
nature	joy	0.500	xwm
encourage	joy	0.500	txhawb
soulful	joy	0.500	ntsuj plig
refreshed	joy	0.500	refreshed
family	joy	0.500	tsev neeg
gem	joy	0.500	lub pov haum
meritorious	joy	0.500	ua zoo
achieved	joy	0.500	ua tiav
motherhood	joy	0.500	niam txiv
holyspirit	joy	0.500	dawb huv
surreal	joy	0.500	surreal
charitable	joy	0.500	kev siab hlub
teamjesus	joy	0.500	teamyexus
