English Word	Emotion	Emotion-Intensity-Score	Greek Word
heft	fear	0.219	σηκώνω
overtired	fear	0.218	υπερβολικά κουρασμένος
prognosis	fear	0.217	πρόγνωση
alertness	fear	0.216	ετοιμότητα
hyped	fear	0.214	διαφημίστηκε
wishmeluck	fear	0.212	ευχήσου μου καλή τύχη
somuchtodo	fear	0.212	τόσα πολλά να κάνω
toomuchtodo	fear	0.212	πάρα πολύ
tryouts	fear	0.210	δοκιμασίες
clowns	fear	0.207	κλόουν
fluctuation	fear	0.204	διακύμανση
examination	fear	0.204	εξέταση
restless	fear	0.204	ανήσυχος
uphill	fear	0.203	ανηφορικος ΔΡΟΜΟΣ
quail	fear	0.203	ορτύκι
phew	fear	0.203	Φτου
mighty	fear	0.203	ισχυρός
cross	fear	0.203	σταυρός
hurry	fear	0.203	βιασύνη
recesses	fear	0.203	εσοχές
intimacy	fear	0.203	οικειότητα
overcome	fear	0.203	καταβάλλω
birth	fear	0.203	γέννηση
acceptances	fear	0.203	αποδοχές
help	fear	0.203	βοήθεια
fearless	fear	0.200	ατρόμητος
change	fear	0.198	αλλαγή
ware	fear	0.198	προϊόντα
withstand	fear	0.197	αντέχω
asap	fear	0.191	αμέσως
heighten	fear	0.188	υψώ
watch	fear	0.188	παρακολουθώ
tract	fear	0.188	έκταση
advance	fear	0.188	προκαταβολή
overcoming	fear	0.188	ξεπερνώντας
attorney	fear	0.188	δικηγόρος
deadlines	fear	0.188	προθεσμίες
bug	fear	0.188	έντομο
knots	fear	0.188	κόμβους
owing	fear	0.188	οφειλόμενος
waitinggame	fear	0.188	παιχνίδι αναμονής
unorganised	fear	0.188	αδιοργάνωτος
gnome	fear	0.188	νάνος
fragile	fear	0.188	εύθραυστο
cautiously	fear	0.188	προσεκτικά
stillness	fear	0.188	ηρεμία
intrigue	fear	0.188	ραδιουργία
rule	fear	0.188	κανόνας
elf	fear	0.185	ξωτικό
stillwaiting	fear	0.184	ακόμα περιμένω
lonely	fear	0.183	μοναχικός
slippery	fear	0.181	ολισθηρός
interview	fear	0.180	συνέντευξη
everyman	fear	0.178	καθε ΑΝΤΡΑΣ
speculation	fear	0.176	κερδοσκοπία
needtoknow	fear	0.173	πρέπει να ξέρω
worship	fear	0.172	λατρεία
unsure	fear	0.172	αβέβαιος
surprise	fear	0.172	έκπληξη
settlor	fear	0.172	οικιστής
competition	fear	0.172	ανταγωνισμός
readytogo	fear	0.172	έτοιμος να φύγω
checkpoint	fear	0.172	σημείο ελέγχου
composure	fear	0.172	ψυχραιμία
interviewer	fear	0.172	δημοσιογράφος
chaff	fear	0.172	άχυρο
regulatory	fear	0.172	ρυθμιστικές
birch	fear	0.172	σημύδα
shell	fear	0.172	κέλυφος
assessment	fear	0.172	εκτίμηση
uncertain	fear	0.172	αβέβαιος
rod	fear	0.172	ράβδος
humanrights	fear	0.172	ανθρώπινα δικαιώματα
less	fear	0.167	πιο λιγο
coy	fear	0.162	ντροπαλός
iris	fear	0.160	Ίρις
intimately	fear	0.156	από κοντά
hearing	fear	0.156	ακρόαση
legalized	fear	0.156	νομιμοποιήθηκε
needit	fear	0.156	χρειάζεται
audition	fear	0.156	ακοή
retirement	fear	0.156	συνταξιοδότηση
countdown	fear	0.156	αντίστροφη μέτρηση
sly	fear	0.156	πονηρός
bases	fear	0.156	βάσεις
ceasefire	fear	0.156	κατάπαυση του πυρός
medication	fear	0.156	φαρμακευτική αγωγή
courageous	fear	0.154	θαρραλέος
overthinker	fear	0.153	υπερσκεπτόμενος
backtrack	fear	0.151	οπισθοδρόμηση
dawned	fear	0.150	ξημέρωσε
censor	fear	0.149	λογοκριτής
bailiff	fear	0.147	δικαστικός κλητήρας
syllabus	fear	0.147	περίληψη
delay	fear	0.141	καθυστέρηση
newcomer	fear	0.141	νεοφερμένος
imagination	fear	0.141	φαντασία
waiting	fear	0.141	αναμονή
gent	fear	0.141	gent
validity	fear	0.141	εγκυρότητα
cove	fear	0.141	λιμανάκι
rationality	fear	0.141	λογική
caricature	fear	0.141	καρικατούρα
eventuality	fear	0.141	ενδεχόμενο
alreadyyyyy	fear	0.140	ήδη εεεε
shy	fear	0.140	ντροπαλός
symptom	fear	0.133	σύμπτωμα
excite	fear	0.132	διεγείρω
raccoon	fear	0.127	ρακούν
clown	fear	0.125	κλόουν
tryout	fear	0.125	δοκίμασε
needtorelax	fear	0.125	χρειάζεται χαλάρωση
swim	fear	0.125	ζάλη
campaigning	fear	0.125	εκστρατεία
hawk	fear	0.125	γεράκι
prevent	fear	0.125	αποτρέψει
gameday	fear	0.125	ημέρα παιχνιδιού
ahhh	fear	0.125	αχχχ
marry	fear	0.125	παντρεύω
sprite	fear	0.125	ξωτικό
soready	fear	0.125	πονεμένος
sag	fear	0.123	γέρνω
pharmacy	fear	0.123	φαρμακείο
policeman	fear	0.121	αστυνομικός
dreamt	fear	0.111	ονειρεύτηκα
lace	fear	0.111	δαντέλα
homework	fear	0.109	εργασία για το σπίτι
destination	fear	0.109	προορισμός
incase	fear	0.109	σε περίπτωση
pray	fear	0.109	προσεύχομαι
knot	fear	0.109	κόμπος
confidence	fear	0.109	αυτοπεποίθηση
bigday	fear	0.109	μεγάλη μέρα
holiness	fear	0.109	αγιότητα
notoriety	fear	0.109	κακή φήμη
weight	fear	0.109	βάρος
slender	fear	0.100	λεπτός
undecided	fear	0.098	αναποφάσιστος
sympathetic	fear	0.097	συμπονετικός
poise	fear	0.094	ισορροπία
case	fear	0.094	υπόθεση
treat	fear	0.094	θεραπεύω
locate	fear	0.094	εγκατάσταση
loyal	fear	0.094	πιστός
grades	fear	0.094	βαθμοί
god	fear	0.094	θεός
helmet	fear	0.094	κράνος
confident	fear	0.094	βέβαιος
counsellor	fear	0.094	σύμβουλος
northeast	fear	0.088	Βορειοανατολικός
graduation	fear	0.078	αποφοίτηση
compassion	fear	0.078	συμπόνια
nurture	fear	0.078	ανατροφή
graded	fear	0.075	βαθμολογήθηκε
mum	fear	0.070	μαμά
infant	fear	0.067	βρέφος
journey	fear	0.062	ταξίδι
parade	fear	0.062	παρέλαση
gradschool	fear	0.062	gradschool
civilian	fear	0.062	πολίτης
cloudiness	fear	0.062	συννεφιά
cash	fear	0.062	μετρητά
civilians	fear	0.062	άμαχος πληθυσμός
guidelines	fear	0.062	Κατευθυντήριες γραμμές
soulmate	fear	0.062	αδελφή ψυχή
youth	fear	0.062	νεολαία
opera	fear	0.057	ΛΥΡΙΚΗ ΣΚΗΝΗ
synonymous	fear	0.056	συνώνυμος
honest	fear	0.047	τίμιος
praying	fear	0.047	προσευχόμενος
intelligence	fear	0.038	νοημοσύνη
volunteer	fear	0.031	εθελοντής
romance	fear	0.031	ειδύλλιο
lines	fear	0.031	γραμμές
obey	fear	0.016	υπακούω
happiest	joy	0.986	πιο ευτυχισμένος
happiness	joy	0.984	ευτυχία
bliss	joy	0.971	ευδαιμονία
celebrating	joy	0.970	γιορτάζοντας
jubilant	joy	0.969	περιχαρής
ecstatic	joy	0.954	εκστατικός
elation	joy	0.944	έξαρση
beaming	joy	0.938	ακτινοβολώντας
bestdayever	joy	0.938	η καλύτερη μέρα
loveee	joy	0.932	αγαπητέ
celebration	joy	0.929	εορτασμός
awesomeness	joy	0.926	φοβερότητα
joy	joy	0.924	Χαρά
joyous	joy	0.922	περιχαρής
fabulous	joy	0.922	υπέροχο
happily	joy	0.922	ευτυχώς
excitement	joy	0.922	ενθουσιασμός
exuberance	joy	0.922	μεγάλη αφθονία
makesmehappy	joy	0.922	με κάνει χαρούμενο
euphoria	joy	0.922	ευφορία
lovee	joy	0.920	αγαπώ
gratitude	joy	0.914	ευγνωμοσύνη
happydance	joy	0.912	χαρούμενος χορός
merriment	joy	0.912	ευθυμία
spectacular	joy	0.912	θεαματικός
overjoyed	joy	0.909	περιχαρής
purebliss	joy	0.909	καθαρότητα
triumphant	joy	0.907	θριαμβευτικός
ecstasy	joy	0.906	έκσταση
lovelovelove	joy	0.906	αγάπη αγάπη αγάπη
cheerful	joy	0.906	χαρούμενος
cheer	joy	0.897	κέφι
elated	joy	0.894	περιχαρής
peaceofmind	joy	0.891	πνευματική ηρεμία
jolly	joy	0.891	χαρούμενος
delighted	joy	0.891	ευχαριστημένος
lovethis	joy	0.891	αγαπώ αυτό
excitation	joy	0.891	διέγερση
exhilaration	joy	0.891	χαρά
pleasures	joy	0.891	απολαύσεις
laugh	joy	0.891	γέλιο
marvelously	joy	0.881	θαυμάσια
loving	joy	0.879	τρυφερός
joyful	joy	0.879	χαρούμενος
blissful	joy	0.879	ευτυχισμένος
outstanding	joy	0.879	εξαιρετική
pleasurable	joy	0.877	απολαυστικός
lovinglife	joy	0.875	ερωτική ζωή
enthusiastic	joy	0.875	ενθουσιώδης
glee	joy	0.875	χαρά
iloveher	joy	0.875	την αγαπώ
yaaaay	joy	0.875	νααααι
overthemoon	joy	0.875	πάνω από το φεγγάρι
happyplace	joy	0.875	χαρούμενο μέρος
sohappy	joy	0.868	τόσο χαρούμενος
superb	joy	0.864	υπέροχος
woohoo	joy	0.864	ουοου
laughing	joy	0.864	γέλιο
wonderful	joy	0.863	εκπληκτικός
hooray	joy	0.859	Ζήτω
loved	joy	0.859	αγαπημενος
tearsofjoy	joy	0.859	δάκρυα χαράς
hallelujah	joy	0.859	Αλληλούια
magnificent	joy	0.859	μεγαλοπρεπής
glory	joy	0.859	δόξα
ilovechristmas	joy	0.859	αγαπώ τα Χριστούγεννα
brilliant	joy	0.859	λαμπρός
celebrated	joy	0.859	διάσημος
cheering	joy	0.859	επευφημίες
yayyyy	joy	0.859	ναιιιι
heavenly	joy	0.853	ουράνιος
exciting	joy	0.853	συναρπαστικός
thrilled	joy	0.851	κατενθουσιασμένος
mademyday	joy	0.848	μου έφτιαξε τη μέρα
hohoho	joy	0.845	χο χο χο
celebrate	joy	0.844	γιορτάζω
wonderfully	joy	0.844	υπέροχα
blessing	joy	0.844	ευλογία
favoriteholiday	joy	0.844	αγαπημένες διακοπές
paradise	joy	0.833	παράδεισος
marvellous	joy	0.833	θαυμάσιος
festive	joy	0.833	εορταστικός
sweetness	joy	0.833	γλύκα
blessed	joy	0.833	ευλογημένος
celebrations	joy	0.833	εορταστικές εκδηλώσεις
compliment	joy	0.831	φιλοφρόνηση
smiling	joy	0.828	χαμογελαστά
allsmiles	joy	0.828	χαμόγελα
love	joy	0.828	αγάπη
enchanting	joy	0.828	μαγευτικός
homesweethome	joy	0.826	σπίτι μου σπιτάκι μου
thankyougod	joy	0.824	ευχαριστώ Θεέ μου
marvelous	joy	0.824	θαυμάσιος
laughter	joy	0.824	γέλιο
goodmood	joy	0.819	καλή διάθεση
goodness	joy	0.818	καλοσύνη
excellence	joy	0.818	υπεροχή
sensational	joy	0.818	εντυπωσιακός
joys	joy	0.818	χαρές
delightful	joy	0.818	γοητευτικός
excited	joy	0.818	ενθουσιασμένος
rejoicing	joy	0.818	χαρά
happyheart	joy	0.818	ευτυχισμένη καρδιά
celebratory	joy	0.818	εορταστική
greatful	joy	0.816	υπέροχος
jovial	joy	0.814	πρόσχαρος
rejoice	joy	0.812	χαίρομαι
splendid	joy	0.812	λαμπρός
enjoy	joy	0.812	απολαμβάνω
smiley	joy	0.812	χαμογελαστός
glorious	joy	0.812	ένδοξος
victorious	joy	0.812	νικηφόρος
lovemaking	joy	0.812	Λατρεύω να φτιάχνω
bonanza	joy	0.812	εύρημα
greatday	joy	0.812	υπέροχη μέρα
excellent	joy	0.812	έξοχος
goodtimes	joy	0.811	καλές στιγμές
whatmakesmesmile	joy	0.811	whatmakesmesmile
happyday	joy	0.809	χαρούμενη μέρα
myfavorite	joy	0.804	το αγαπημένο μου
thankyoulord	joy	0.803	ευχαριστώ Θεέ μου
gladness	joy	0.803	χαρά
yayyy	joy	0.803	ναι
yeahhhh	joy	0.803	ναιχχχ
pleasure	joy	0.803	ευχαρίστηση
giggle	joy	0.802	νευρικό γέλιο
happier	joy	0.797	πιο χαρούμενος
lovemylife	joy	0.797	αγαπώ την ζωή μου
magnificence	joy	0.797	μεγαλοπρέπεια
happytweet	joy	0.797	χαρούμενο tweet
lovinlife	joy	0.797	η αγαπημένη ζωή
yesss	joy	0.797	ναι
dancing	joy	0.797	χορός
success	joy	0.797	επιτυχία
grateful	joy	0.789	ευγνώμων
amuse	joy	0.788	διασκεδάζω
splendor	joy	0.788	μεγαλείο
happy	joy	0.788	χαρούμενος
fun	joy	0.788	διασκεδαστικο
giggling	joy	0.781	γελώντας
glad	joy	0.781	χαρούμενος
glorify	joy	0.781	δοξάζω
radiant	joy	0.781	ακτινοβόλος
beautiful	joy	0.781	πανεμορφη
solucky	joy	0.781	τόσο τυχερός
sothankful	joy	0.781	ευγνώμων
enchanted	joy	0.781	μαγεμένος
romance	joy	0.779	ειδύλλιο
perfection	joy	0.779	τελειότητα
christmassy	joy	0.779	χριστουγεννιάτικα
heavens	joy	0.779	ουράνια
thrilling	joy	0.776	συγκινητικός
lovable	joy	0.773	αξιαγάπητος
congrats	joy	0.773	συγχαρητήρια
fiesta	joy	0.773	γιορτή
entertain	joy	0.773	διασκεδάζω
happyvalentinesday	joy	0.773	ευτυχισμένη ημέρα του Αγίου Βαλεντίνου
miraculous	joy	0.773	θαυματουργός
cheers	joy	0.773	Στην υγειά σας
cheered	joy	0.773	επευφημούσε
positivity	joy	0.773	θετικότητα
funday	joy	0.772	διασκεδαστική μέρα
enjoying	joy	0.771	απολαμβάνοντας
lifeisgood	joy	0.766	η ζωη ΕΙΝΑΙ ΩΡΑΙΑ
amused	joy	0.766	διασκέδασε
goodfeeling	joy	0.766	καλό προαίσθημα
christmasspirit	joy	0.766	πνεύμα τών ΧΡΙΣΤΟΥΓΕΝΝΩΝ
cuddling	joy	0.766	αγκαλιά
smiles	joy	0.766	χαμόγελα
sosweet	joy	0.766	τόσο γλυκό
thebest	joy	0.766	το καλύτερο
party	joy	0.765	κόμμα
delight	joy	0.765	απόλαυση
orgasm	joy	0.765	οργασμός
positive	joy	0.761	θετικός
sweetheart	joy	0.758	Αγαπημένος
enlighten	joy	0.758	διαφωτίζω
cheerfulness	joy	0.758	φαιδρότητα
miracles	joy	0.758	θαύματα
giddy	joy	0.757	ζαλισμένος
christmastime	joy	0.757	Χριστούγεννα
gratify	joy	0.750	ικανοποιώ
greatness	joy	0.750	μεγαλείο
friendliness	joy	0.750	φιλικότητα
blessings	joy	0.750	ευλογίες
laughs	joy	0.750	γελάει
tistheseason	joy	0.750	αυτή τη σεζόν
smile	joy	0.750	χαμόγελο
pleasing	joy	0.750	ευχάριστος
romantic	joy	0.750	ρομαντικός
happyholidays	joy	0.750	καλές διακοπές
frolic	joy	0.748	ευθυμία
jubilee	joy	0.742	εορτή
miracle	joy	0.742	θαύμα
enthusiasm	joy	0.742	ενθουσιασμός
selflove	joy	0.742	Άγάπη για τον εαυτό
triumph	joy	0.742	θρίαμβος
magical	joy	0.742	μαγικός
rewarding	joy	0.742	επιβράβευση
goodvibes	joy	0.742	θετική ενέργεια
positiveenergy	joy	0.742	θετική ενέργεια
feelgood	joy	0.736	νιώθω καλά
prosperity	joy	0.735	ευημερία
behappy	joy	0.734	να είσαι χαρούμενος
admiration	joy	0.734	θαυμασμός
passionate	joy	0.734	παθιασμένος
goodday	joy	0.734	καλή μέρα
luxurious	joy	0.734	πολυτελής
tgif	joy	0.734	tgif
victory	joy	0.734	νίκη
feelinggood	joy	0.734	αισθάνομαι καλά
enchant	joy	0.734	θέλγω
greatnight	joy	0.734	τέλεια βραδια
vivacious	joy	0.734	ζωηρός
glorification	joy	0.733	δοξολογία
sing	joy	0.729	τραγουδώ
glowing	joy	0.729	λαμπερός
yessss	joy	0.728	ναιιιιιι
fulfillment	joy	0.728	εκπλήρωση
breathtaking	joy	0.728	κόβει την ανάσα
thankful	joy	0.727	ευγνώμων
cheery	joy	0.727	χαρωπός
santa	joy	0.727	Άγιος Βασίλης
hurrah	joy	0.727	Ζήτω
christmasbreak	joy	0.727	ΔΙΑΚΟΠΕΣ ΧΡΙΣΤΟΥΓΕΝΝΩΝ
win	joy	0.727	νίκη
atpeace	joy	0.727	εν ειρήνη
award	joy	0.727	βραβείο
merry	joy	0.727	εύθυμος
inspiration	joy	0.725	έμπνευση
radiance	joy	0.725	ακτινοβολία
pleased	joy	0.725	ευχαριστημένος
uplift	joy	0.723	ανύψωση
optimistic	joy	0.723	αισιόδοξος
heaven	joy	0.721	παράδεισος
lucky	joy	0.721	τυχερός
godisgreat	joy	0.721	θεοσεβής
holidays	joy	0.721	διακοπές
thrill	joy	0.721	συγκίνηση
congratulatory	joy	0.719	συγχαρητήριος
thriving	joy	0.719	ακμάζουσα
amusement	joy	0.719	διασκέδαση
perfect	joy	0.719	τέλειος
lover	joy	0.719	εραστής
xmas	joy	0.719	Χριστούγεννα
heartfelt	joy	0.719	εγκάρδιος
utopian	joy	0.719	ουτοπικός
lovely	joy	0.719	ωραίος
harmony	joy	0.719	αρμονία
praising	joy	0.719	εξύμνηση
brighten	joy	0.719	λαμπρύνω
luckiest	joy	0.712	πιο τυχερός
merrychristmas	joy	0.712	καλά Χριστούγεννα
magic	joy	0.712	μαγεία
achievement	joy	0.712	κατόρθωμα
yay	joy	0.712	ναι
holiday	joy	0.712	αργία
treasures	joy	0.712	θησαυρούς
luxury	joy	0.712	πολυτέλεια
bestfeeling	joy	0.712	καλύτερο συναίσθημα
intimate	joy	0.710	οικείος
soblessed	joy	0.706	τόσο ευλογημένος
yaaay	joy	0.706	ναι
rave	joy	0.706	ουρλιάζω
chuckle	joy	0.706	συγκρατημένο γέλιο
proud	joy	0.704	υπερήφανος
winning	joy	0.703	επιτυχής
cherish	joy	0.703	διατηρώ
goodnews	joy	0.703	καλα ΝΕΑ
fuckyeah	joy	0.703	γαμημένο ναι
optimism	joy	0.703	αισιοδοξία
amazingly	joy	0.703	καταπληκτικά
lovelife	joy	0.703	αγαπώ τη ζωή
truelove	joy	0.703	αληθινή αγάπη
beautification	joy	0.703	καλλωπισμός
satisfying	joy	0.703	ικανοποιητική
appreciates	joy	0.703	εκτιμά
cuddled	joy	0.703	αγκαλιά
goodlife	joy	0.703	καλή ζωή
gooood	joy	0.703	καλο
sweetest	joy	0.703	πιο γλυκιά
yaay	joy	0.700	ναι
entertained	joy	0.700	ψυχαγωγημένος
excite	joy	0.697	διεγείρω
newbeginnings	joy	0.693	νέες αρχές
praisejesus	joy	0.691	έπαινος
birthday	joy	0.691	γενέθλια
greatfriends	joy	0.688	καλοί φίλοι
adoration	joy	0.688	λατρεία
godsend	joy	0.688	απροσδόκητο καλό
favorite	joy	0.688	αγαπημένη
content	joy	0.688	περιεχόμενο
entertaining	joy	0.688	διασκεδαστικο
honored	joy	0.688	τιμημένος
metime	joy	0.688	χρόνος με τον εαυτό μου
exquisite	joy	0.688	πανέμορφος
holidayseason	joy	0.688	περίοδος διακοπών
thankyoujesus	joy	0.688	ευχαριστώ Ιησού
angelic	joy	0.688	αγγελικός
goodhealth	joy	0.682	καλή υγεία
majestic	joy	0.682	μεγαλοπρεπής
luscious	joy	0.682	γλυκύτατος
memoriesiwontforget	joy	0.682	οι αναμνήσεις δεν θα ξεχάσουν
bestfriends	joy	0.682	ΚΑΛΥΤΕΡΟΙ ΦΙΛΟΙ
precious	joy	0.682	πολύτιμος
appreciated	joy	0.682	εκτιμωμένος
exaltation	joy	0.682	εξύψωση
smiled	joy	0.682	χαμογέλασε
brightens	joy	0.682	φωτίζει
tranquility	joy	0.679	ηρεμία
marry	joy	0.676	παντρεύω
embrace	joy	0.676	εναγκαλισμός
positively	joy	0.676	θετικώς
grin	joy	0.672	γκριμάτσα
hug	joy	0.672	αγκαλιάζω
hilarious	joy	0.672	εύθυμος
dearest	joy	0.672	φίλτατος
contentment	joy	0.672	ικανοποίηση
accomplished	joy	0.672	τέλειος
relaxation	joy	0.672	χαλάρωση
bday	joy	0.672	ημέρα
enliven	joy	0.672	ζωντανεύω
weeeee	joy	0.672	ρεεεεε
giggles	joy	0.672	γελάει
fulfilled	joy	0.667	πληρούνται
bountiful	joy	0.667	γενναιόδωρος
victor	joy	0.667	νικητής
adore	joy	0.667	λατρεύω
boisterous	joy	0.667	θορυβώδης
fulfill	joy	0.664	εκπληρώ
cuddles	joy	0.662	αγκαλιές
prosperous	joy	0.660	επιτυχημένος
appreciation	joy	0.656	εκτίμηση
serenity	joy	0.656	ηρεμία
happynewyear	joy	0.656	ευτυχισμένο το νέο έτος
humor	joy	0.656	χιούμορ
satisfy	joy	0.656	ικανοποιώ
besties	joy	0.656	καλοί
encouraged	joy	0.656	ενθαρρύνεται
captivate	joy	0.656	σαγηνεύω
christmaseve	joy	0.656	παραμονή Χριστουγέννων
glow	joy	0.656	λάμψη
romanticism	joy	0.656	ρομαντισμός
innerpeace	joy	0.656	εσωτερική ειρήνη
pleasant	joy	0.656	ευχάριστος
praises	joy	0.652	επαίνους
abundance	joy	0.652	αφθονία
fortunes	joy	0.652	περιουσίες
engaged	joy	0.652	αρραβωνιασμένος
praised	joy	0.652	εξήρε
relaxing	joy	0.652	χαλαρωτικό
treasure	joy	0.652	θησαυρός
satisfaction	joy	0.652	ικανοποίηση
nothingbetter	joy	0.647	τίποτα καλύτερο
affection	joy	0.647	στοργή
relieved	joy	0.647	ανακουφισμένος
complement	joy	0.647	συμπλήρωμα
carnival	joy	0.643	καρναβάλι
priceless	joy	0.641	ανεκτιμητης ΑΞΙΑΣ
uplifting	joy	0.641	ανυψωτικό
sensuality	joy	0.641	φιληδονία
saintly	joy	0.641	άγιος
champion	joy	0.641	πρωταθλητής
thanksgiving	joy	0.641	ευχαριστία
harmoniously	joy	0.641	αρμονικά
wedding	joy	0.641	γάμος
achieve	joy	0.641	φέρνω σε πέρας
divine	joy	0.641	θεϊκός
jackpot	joy	0.641	σύνολο στοιχημάτων
honeymoon	joy	0.636	ΓΑΜΗΛΙΟ ΤΑΞΙΔΙ
exalt	joy	0.636	εκθειάζω
twinkle	joy	0.636	ανοιγοκλείω τα βλέφαρα
comforting	joy	0.636	παρηγορητικό
felicity	joy	0.636	ευδαιμονία
peaceful	joy	0.636	ειρηνικός
climax	joy	0.636	κορύφωση
winner	joy	0.636	νικητής
reverie	joy	0.636	ονειροπόληση
yayy	joy	0.636	ναι
cuddle	joy	0.636	αγκαλιάζω
xoxo	joy	0.634	χο χο
stargazing	joy	0.625	κοιτάζοντας τα αστέρια
festival	joy	0.625	Φεστιβάλ
sweet	joy	0.625	γλυκός
generosity	joy	0.625	γενναιοδωρία
brighter	joy	0.625	φωτεινότερος
praisegod	joy	0.625	έπαινος
gorgeous	joy	0.625	υπέροχος
hearts	joy	0.625	καρδιές
amusing	joy	0.625	διασκεδαστικός
fondness	joy	0.625	αγάπη
snuggling	joy	0.625	χουχουλιάζοντας
reward	joy	0.625	ανταμοιβή
sex	joy	0.622	φύλο
kind	joy	0.621	είδος
genial	joy	0.621	καλόκαρδος
parade	joy	0.621	παρέλαση
applause	joy	0.621	χειροκροτήματα
beauty	joy	0.621	ομορφιά
fulfilling	joy	0.618	εκπληρώνοντας
aspiring	joy	0.618	φιλοδοξώντας
newlife	joy	0.618	νέα ζωή
godbless	joy	0.616	ο Θεός να ευλογεί
virtuous	joy	0.613	ενάρετος
kiss	joy	0.610	φιλί
christmas	joy	0.609	Χριστούγεννα
rainbows	joy	0.609	ουράνια τόξα
elegance	joy	0.609	κομψότητα
generous	joy	0.609	γενναιόδωρος
super	joy	0.609	σούπερ
playful	joy	0.609	παιχνιδιάρικος
enlightenment	joy	0.609	διαφώτιση
praiseworthy	joy	0.609	αξιέπαινος
awards	joy	0.609	βραβεία
adorable	joy	0.609	λατρευτός
rekindle	joy	0.609	ξανανάβω
winnings	joy	0.609	κέρδη
independence	joy	0.607	ανεξαρτησία
amour	joy	0.607	ερωτοδουλιά
kindness	joy	0.606	καλοσύνη
surprises	joy	0.606	εκπλήξεις
heheh	joy	0.606	χεχε
hilarity	joy	0.606	ιλαρότητα
wonder	joy	0.606	θαύμα
freely	joy	0.606	ελευθερώς
successful	joy	0.606	επιτυχής
inspired	joy	0.606	εμπνευσμένος
onelove	joy	0.606	μια αγάπη
whimsical	joy	0.603	φαντασιόπληκτος
entertainment	joy	0.603	ψυχαγωγία
passion	joy	0.603	πάθος
stressfree	joy	0.601	χωρίς άγχος
beautify	joy	0.601	καλλωπίζω
sunrise	joy	0.600	Ανατολή ηλίου
godisgood	joy	0.597	Ο Θεός είναι καλός
goodmusic	joy	0.594	καλή μουσική
revere	joy	0.594	τιμώ
whoo	joy	0.594	όου
fanfare	joy	0.594	σαλπίσματα
inspire	joy	0.594	εμπνέω
angel	joy	0.594	άγγελος
thankgod	joy	0.594	δόξα τω θεώ
goodies	joy	0.594	καλούδια
jesus	joy	0.594	Ιησούς
accomplishment	joy	0.594	εκπλήρωση
snuggled	joy	0.594	στριμωγμένος
peacefully	joy	0.594	ειρηνικά
flirt	joy	0.594	φλερτάρω
friendship	joy	0.591	φιλία
singing	joy	0.591	τραγούδι
heroic	joy	0.591	ηρωϊκός
exalted	joy	0.591	εξυψωμένος
fortune	joy	0.591	τύχη
highest	joy	0.591	ύψιστος
summer	joy	0.591	καλοκαίρι
contented	joy	0.588	ευχαριστημένος
rollicking	joy	0.588	διασκεδάζων θορυβωδώς
overflowing	joy	0.588	ξέχειλος
woot	joy	0.588	woot
accolade	joy	0.586	χειροτονία ιππότου
hope	joy	0.586	Ελπίζω
cozy	joy	0.583	ζεστός
delicious	joy	0.579	νόστιμο
raving	joy	0.578	έξαλλος
thelife	joy	0.578	η ζωή
darling	joy	0.578	πολυαγαπημένος
sensuous	joy	0.578	αισθησιακός
picturesque	joy	0.578	γραφικός
friendly	joy	0.578	φιλικός
everlasting	joy	0.578	αιώνιος
praise	joy	0.578	έπαινος
ambition	joy	0.578	φιλοδοξία
sparkle	joy	0.577	λάμπω
sensual	joy	0.576	αισθησιακός
peace	joy	0.576	ειρήνη
flattering	joy	0.576	κολακευτικός
grace	joy	0.576	χάρη
luckygirl	joy	0.576	τυχερό κορίτσι
heroism	joy	0.576	ηρωϊσμός
succeeding	joy	0.576	πετυχαίνοντας
yeahhh	joy	0.576	ναι
special	joy	0.574	ειδικός
livelife	joy	0.574	ζήσε τη ζωή
tantalizing	joy	0.572	δελεαστικός
pumped	joy	0.567	αντλείται
yey	joy	0.562	ναι
surprise	joy	0.562	έκπληξη
sunny	joy	0.562	ηλιόλουστος
prevail	joy	0.562	επικρατώ
revels	joy	0.562	γλεντάει
humorous	joy	0.562	κωμικός
sweets	joy	0.562	γλυκα
liking	joy	0.562	αρέσκεια
admirable	joy	0.562	θαυμαστός
superstar	joy	0.562	σούπερ σταρ
relax	joy	0.562	χαλαρώστε
prosper	joy	0.562	ευημερώ
hero	joy	0.562	ήρωας
hugs	joy	0.562	αγκαλιές
worthwhile	joy	0.562	που αξίζει τον κόπο
newyear	joy	0.561	νέος χρόνος
tenderness	joy	0.561	τρυφερότητα
bless	joy	0.561	ευλογώ
favorable	joy	0.561	ευνοϊκός
freedom	joy	0.561	ελευθερία
masterpiece	joy	0.561	αριστούργημα
dreams	joy	0.559	όνειρα
hopeful	joy	0.559	ελπιδοφόρος
home	joy	0.559	Σπίτι
cruising	joy	0.556	κρουαζιέρες
gracias	joy	0.554	χάρης
faithfulness	joy	0.553	πιστότητα
eagerness	joy	0.552	προθυμία
closeness	joy	0.552	εγγύτητα
sunshine	joy	0.551	λιακάδα
comfy	joy	0.551	άνετο
vacation	joy	0.547	διακοπές
celestial	joy	0.547	ουράνιος
good	joy	0.547	Καλός
elite	joy	0.547	αφρόκρεμα
illuminate	joy	0.547	διαφωτίζω
confidence	joy	0.547	αυτοπεποίθηση
mistletoe	joy	0.547	γκι
daughter	joy	0.547	κόρη
