English Word	Emotion	Emotion-Intensity-Score	Odia Word
unfriendly	fear	0.281	ବନ୍ଧୁତ୍ୱପୂର୍ଣ୍ଣ
cautious	fear	0.281	ସତର୍କ
surveillance	fear	0.281	ତଦାରଖ
yelp	fear	0.281	yelp
confusion	fear	0.281	ଦ୍ୱନ୍ଦ୍ୱ |
apache	fear	0.281	ଆପାଚେ
flying	fear	0.281	ଉଡିବା
submitting	fear	0.281	ଦାଖଲ
discourage	fear	0.281	ନିରାଶ
rush	fear	0.281	ଶୀଘ୍ର
fortress	fear	0.281	ଦୁର୍ଗ
dwarfed	fear	0.281	ବଧୂ
challenge	fear	0.281	ଆହ୍ .ାନ |
notready	fear	0.281	ପୂର୍ବରୁ ନୁହେଁ
wan	fear	0.281	ୱାନ୍
mistaken	fear	0.281	ଭୁଲ୍
hurryup	fear	0.281	ଶୀଘ୍ର
swelling	fear	0.281	ଫୁଲା
oncoming	fear	0.281	ଆଗାମୀ
remains	fear	0.281	ରହିଥାଏ |
unruly	fear	0.281	ଅନିୟମିତତା |
bigoted	fear	0.281	ବଡ
intense	fear	0.279	ତୀବ୍ର
noncompliance	fear	0.276	ଅସମ୍ପୂର୍ଣ୍ଣତା |
alerts	fear	0.276	ସତର୍କ ସୂଚନା
planes	fear	0.274	ବିମାନ
cop	fear	0.273	କପି
displeased	fear	0.273	ଅସନ୍ତୁଷ୍ଟ
unbridled	fear	0.271	ଅବ୍ୟବହୃତ
problem	fear	0.266	ସମସ୍ୟା
crouch	fear	0.266	କ୍ରୁଚ୍
sneak	fear	0.266	ଚୋରି
hood	fear	0.266	ହୁଡ୍ |
force	fear	0.266	ବଳ
confession	fear	0.266	ସ୍ୱୀକାର
posse	fear	0.266	posse
banger	fear	0.266	ବାଙ୍ଗର
belt	fear	0.266	ବେଲ୍ଟ
crowds	fear	0.266	ଭିଡ଼
elevation	fear	0.266	ଉଚ୍ଚତା
insomnia	fear	0.266	ଅନିଦ୍ରା
auditions	fear	0.266	ଅଡିସନ୍
forgotten	fear	0.266	ଭୁଲିଗଲେ
affront	fear	0.266	ଆଫ୍ରଣ୍ଟ୍
cloak	fear	0.266	ବସ୍ତ୍ର
newjob	fear	0.266	newjob
blindfold	fear	0.266	ଅନ୍ଧ
skid	fear	0.266	ସ୍କିଡ୍
blemish	fear	0.266	ଦୋଷ
uncanny	fear	0.266	ଅଜ୍ଞାତ
sentence	fear	0.266	ବାକ୍ୟ
cupping	fear	0.266	କପିଙ୍ଗ୍ |
regiment	fear	0.266	ରେଜିମେଣ୍ଟ
hooded	fear	0.266	ହୁଡ୍
operation	fear	0.266	ଅପରେସନ୍
immerse	fear	0.266	ବୁଡ଼ ପକାନ୍ତୁ |
shanghai	fear	0.266	ସାଂଘାଇ |
acrobat	fear	0.266	ଆକ୍ରୋବାଟ୍ |
flurries	fear	0.266	ଫ୍ଲୁରିସ୍ |
spur	fear	0.262	spur
mortgagor	fear	0.258	ବନ୍ଧକ
defense	fear	0.258	ପ୍ରତିରକ୍ଷା
insect	fear	0.250	କୀଟ
defend	fear	0.250	ରକ୍ଷା କର
cataract	fear	0.250	ମୋତିଆବିନ୍ଦୁ |
stealthy	fear	0.250	ଚୋରି
swampy	fear	0.250	ଜଳାଶୟ
sunk	fear	0.250	ବୁଡ଼ିଗଲା |
run	fear	0.250	ଚଲାନ୍ତୁ |
scapegoat	fear	0.250	scapegoat
jobinterview	fear	0.250	ଚାକିରି ପାଇଁ ସାକ୍ଷାତକାର
repent	fear	0.250	ଅନୁତାପ କର |
breakingnews	fear	0.250	ତାଜା ଖବର
obliging	fear	0.250	ବାଧ୍ୟତାମୂଳକ
rascal	fear	0.250	rascal
impatiently	fear	0.250	ଧ ati ର୍ଯ୍ୟର ସହିତ |
react	fear	0.250	ପ୍ରତିକ୍ରିୟା କରନ୍ତୁ |
doubt	fear	0.250	ସନ୍ଦେହ |
guard	fear	0.250	ରାକ୍ଷୀ
forewarned	fear	0.250	ଚେତାବନୀ
foul	fear	0.250	ଖରାପ
indifference	fear	0.250	ଉଦାସୀନତା |
hag	fear	0.250	ହଗ୍
picket	fear	0.250	ପିକେଟ୍
delusional	fear	0.250	ଭ୍ରମାତ୍ମକ |
standstill	fear	0.250	ସ୍ଥିର
rating	fear	0.250	ମୂଲ୍ୟାୟନ
spinster	fear	0.250	ସ୍ପିନଷ୍ଟର
unfamiliar	fear	0.250	ଅପରିଚିତ
indecisive	fear	0.250	ନିର୍ଣ୍ଣୟ
grounded	fear	0.242	ଗ୍ରାଉଣ୍ଡ୍
badhabit	fear	0.242	badhabit
highest	fear	0.236	ସର୍ବୋଚ୍ଚ
aaaah	fear	0.234	ଆ
shrink	fear	0.234	ସଙ୍କୋଚନ
insomniac	fear	0.234	ଅନିଦ୍ରା
chicken	fear	0.234	ଚିକେନ୍
bee	fear	0.234	ମହୁମାଛି
inequality	fear	0.234	ଅସମାନତା
verge	fear	0.234	ଧାର
shelters	fear	0.234	ଆଶ୍ରୟସ୍ଥଳ
buzz	fear	0.234	ଗୁଜବ
buck	fear	0.234	ବାଲ
discontent	fear	0.234	ଅସନ୍ତୋଷ |
difficulty	fear	0.234	ଅସୁବିଧା
finalized	fear	0.234	ଚୂଡାନ୍ତ
overdrive	fear	0.234	ଓଭରଡ୍ରାଇଭ୍ |
pinion	fear	0.234	ପିନିଅନ୍ |
scaffold	fear	0.234	ସ୍କାଫୋଲ୍ଡ |
dependence	fear	0.234	ନିର୍ଭରଶୀଳତା |
rekindle	fear	0.234	ପୁନର୍ବାର
instinctive	fear	0.234	ପ୍ରବୃତ୍ତି
thatmoment	fear	0.234	ସେହି
sleepless	fear	0.234	ନିଦ୍ରାହୀନ |
intercede	fear	0.234	ମଧ୍ୟସ୍ଥି
psychiatrist	fear	0.234	ମାନସିକ ରୋଗ ବିଶେଷଜ୍ଞ |
rushing	fear	0.233	ଦ ing ଡୁଛି |
overslept	fear	0.226	ଓଭରସେପ୍ଟ |
default	fear	0.226	ଡିଫଲ୍ଟ |
confessional	fear	0.225	ସ୍ ession ୀକାର
impatient	fear	0.224	ଧ ati ର୍ଯ୍ୟହରା |
tactics	fear	0.219	କ act ଶଳ |
aga	fear	0.219	ଆଗ
blues	fear	0.219	ବ୍ଲୁଜ୍
thrill	fear	0.219	ରୋମାଞ୍ଚକର |
immigrant	fear	0.219	ପ୍ରବାସୀ
veer	fear	0.219	veer
sweat	fear	0.219	at ାଳ
cane	fear	0.219	ବାଡ଼ି
revelations	fear	0.219	ପ୍ରକାଶ
whatif	fear	0.219	କଣ ହେବ ଯଦି
waver	fear	0.219	waver
jungle	fear	0.219	ଜଙ୍ଗଲ
fingerscrossed	fear	0.219	ଆଙ୍ଗୁଠି
stingy	fear	0.219	କଳଙ୍କିତ
bait	fear	0.219	ଟୋପି
unequal	fear	0.219	ଅସମାନ
lastminute	fear	0.219	ଶେଷ ମିନିଟ୍
heft	fear	0.219	ହେଫ୍ଟ
overtired	fear	0.218	ଓଲଟପାଲଟ |
prognosis	fear	0.217	ପୂର୍ବାନୁମାନ
alertness	fear	0.216	ସତର୍କତା
hyped	fear	0.214	ହାଇପେଡ୍ |
wishmeluck	fear	0.212	ମୋ ପାଇଁ ସୌଭାଗ୍ୟ କାମନା କରନ୍ତୁ
somuchtodo	fear	0.212	somuchtodo
toomuchtodo	fear	0.212	toomuchtodo
tryouts	fear	0.210	ଚେଷ୍ଟା
clowns	fear	0.207	କ୍ଲାଉନ୍
fluctuation	fear	0.204	ଉତ୍ତୋଳନ
examination	fear	0.204	ପରୀକ୍ଷା
restless	fear	0.204	ଅସ୍ଥିର |
uphill	fear	0.203	ଉପରକୁ
quail	fear	0.203	କୁମ୍ଭୀର
phew	fear	0.203	phew
mighty	fear	0.203	ଶକ୍ତିଶାଳୀ
cross	fear	0.203	କ୍ରସ୍
hurry	fear	0.203	ଜଲ୍ଦି
recesses	fear	0.203	ଛୁଟି
intimacy	fear	0.203	ନିବିଡ଼ତା
overcome	fear	0.203	ଅତିକ୍ରମ କର |
birth	fear	0.203	ଜନ୍ମ
acceptances	fear	0.203	ଗ୍ରହଣ
help	fear	0.203	ସାହାଯ୍ୟ
fearless	fear	0.200	ନିର୍ଭୟରେ
change	fear	0.198	ପରିବର୍ତ୍ତନ
ware	fear	0.198	ଗୋଦାମ
withstand	fear	0.197	ପ୍ରତିରୋଧ କର |
asap	fear	0.191	ଯଥା ଶୀଘ୍ର ସମ୍ଭବ
heighten	fear	0.188	ଉଚ୍ଚ କର
watch	fear	0.188	ଦେଖନ୍ତୁ |
tract	fear	0.188	ଟ୍ରାକ୍ଟର
advance	fear	0.188	ଅଗ୍ରିମ
overcoming	fear	0.188	ଅତିକ୍ରମ କରିବା |
attorney	fear	0.188	ଓକିଲ
deadlines	fear	0.188	ସମୟସୀମା |
bug	fear	0.188	ତ୍ରୁଟି
knots	fear	0.188	ଗଣ୍ଠି
owing	fear	0.188	ow ଣ
waitinggame	fear	0.188	ଅପେକ୍ଷା
unorganised	fear	0.188	ଅସଂଗଠିତ |
gnome	fear	0.188	gnome
fragile	fear	0.188	ଭଗ୍ନ
cautiously	fear	0.188	ସତର୍କତାର ସହିତ |
stillness	fear	0.188	ସ୍ଥିରତା
intrigue	fear	0.188	ଷଡଯନ୍ତ୍ର
rule	fear	0.188	ନିୟମ |
elf	fear	0.185	elf
stillwaiting	fear	0.184	ଅପେକ୍ଷା ରେ
lonely	fear	0.183	ଏକାକୀ
slippery	fear	0.181	ସ୍ଲିପର
interview	fear	0.180	ସାକ୍ଷାତକାର
everyman	fear	0.178	ପ୍ରତ୍ୟେକ
speculation	fear	0.176	ଅନୁମାନ
needtoknow	fear	0.173	ଆବଶ୍ୟକ
worship	fear	0.172	ପୂଜା
unsure	fear	0.172	ଅନିଶ୍ଚିତ
surprise	fear	0.172	ଆଶ୍ଚର୍ଯ୍ୟ
settlor	fear	0.172	ସମାଧାନକାରୀ |
competition	fear	0.172	ପ୍ରତିଯୋଗିତା
readytogo	fear	0.172	ପ୍ରସ୍ତୁତ
checkpoint	fear	0.172	ଯା check ୍ଚ ବିନ୍ଦୁ
composure	fear	0.172	ସାନ୍ତ୍ୱନା |
interviewer	fear	0.172	ସାକ୍ଷାତକାର
chaff	fear	0.172	ଚାଉଳ |
regulatory	fear	0.172	ନିୟାମକ
birch	fear	0.172	ବିରି
shell	fear	0.172	ଶେଲ୍ |
assessment	fear	0.172	ମୂଲ୍ୟାଙ୍କନ
uncertain	fear	0.172	ଅନିଶ୍ଚିତତା |
rod	fear	0.172	ବାଡ଼ି
humanrights	fear	0.172	ମାନବାଧିକାର
less	fear	0.167	କମ୍
coy	fear	0.162	କୋଇ
iris	fear	0.160	ଆଇରିସ୍
intimately	fear	0.156	ଅନ୍ତରଙ୍ଗ ଭାବରେ |
hearing	fear	0.156	ଶୁଣାଣି
legalized	fear	0.156	ଆଇନଗତ ହୋଇଛି |
needit	fear	0.156	ଆବଶ୍ୟକତା
audition	fear	0.156	ଅଡିସନ
retirement	fear	0.156	ଅବସର
countdown	fear	0.156	ଗଣନା
sly	fear	0.156	ଚତୁର
bases	fear	0.156	ଆଧାର
ceasefire	fear	0.156	ଅସ୍ତ୍ରବିରତି
medication	fear	0.156	ication ଷଧ
courageous	fear	0.154	ସାହସୀ
overthinker	fear	0.153	overthinker
backtrack	fear	0.151	ବ୍ୟାକଟ୍ରାକ୍
dawned	fear	0.150	ପ୍ରଭାତ
censor	fear	0.149	ସେନ୍ସର
bailiff	fear	0.147	ଜାମିନଦାର
syllabus	fear	0.147	ପାଠ୍ୟକ୍ରମ
delay	fear	0.141	ବିଳମ୍ବ
newcomer	fear	0.141	ନବାଗତ
imagination	fear	0.141	କଳ୍ପନା
waiting	fear	0.141	ଅପେକ୍ଷା
gent	fear	0.141	ଭଦ୍ର
validity	fear	0.141	ବ valid ଧତା |
cove	fear	0.141	ଲୋଭ
rationality	fear	0.141	ଯୁକ୍ତିଯୁକ୍ତତା |
caricature	fear	0.141	ବ୍ୟଙ୍ଗ
eventuality	fear	0.141	ଘଟଣା
alreadyyyyy	fear	0.140	ଆଗରୁ
shy	fear	0.140	ଲାଜୁଆ
symptom	fear	0.133	ଲକ୍ଷଣ
excite	fear	0.132	ଉତ୍ତେଜିତ
raccoon	fear	0.127	ରେକନ୍ |
clown	fear	0.125	କ୍ଲାଉନ୍
tryout	fear	0.125	ଚେଷ୍ଟା କର
needtorelax	fear	0.125	needtorelax
swim	fear	0.125	ପହଁରିବା
campaigning	fear	0.125	ପ୍ରଚାର
hawk	fear	0.125	ବାଘ
prevent	fear	0.125	ପ୍ରତିରୋଧ କରନ୍ତୁ |
gameday	fear	0.125	ଗେମେଡେ |
ahhh	fear	0.125	ଆହା
marry	fear	0.125	ବିବାହ କର
sprite	fear	0.125	ସ୍ପ୍ରିଟ୍
soready	fear	0.125	ଯନ୍ତ୍ରଣା
sag	fear	0.123	sag
pharmacy	fear	0.123	phar ଷଧ
policeman	fear	0.121	ପୋଲିସ୍
dreamt	fear	0.111	ସ୍ୱପ୍ନ ଦେଖିଲେ
lace	fear	0.111	ଲେସ୍
homework	fear	0.109	ଗୃହ କାର୍ଯ୍ୟ
destination	fear	0.109	ଗନ୍ତବ୍ୟସ୍ଥଳ
incase	fear	0.109	ଇନସେସ୍
pray	fear	0.109	ପ୍ରାର୍ଥନା କର
knot	fear	0.109	ଗଣ୍ଠି
confidence	fear	0.109	ଆତ୍ମବିଶ୍ୱାସ
bigday	fear	0.109	ବଡ ଦିନ
holiness	fear	0.109	ପବିତ୍ରତା
notoriety	fear	0.109	କୁଖ୍ୟାତି
weight	fear	0.109	ଓଜନ
slender	fear	0.100	ପତଳା
undecided	fear	0.098	ନିଷ୍ପତ୍ତି
sympathetic	fear	0.097	ସହାନୁଭୂତି
poise	fear	0.094	ଶାନ୍ତ
case	fear	0.094	କେସ୍
treat	fear	0.094	ଚିକିତ୍ସା କର |
locate	fear	0.094	ଖୋଜ
loyal	fear	0.094	ବିଶ୍ୱସ୍ତ
grades	fear	0.094	ଗ୍ରେଡ୍
god	fear	0.094	ଭଗବାନ
helmet	fear	0.094	ହେଲମେଟ |
confident	fear	0.094	ଆତ୍ମବିଶ୍ୱାସୀ |
counsellor	fear	0.094	ପରାମର୍ଶଦାତା |
northeast	fear	0.088	ଉତ୍ତର-ପୂର୍ବ
graduation	fear	0.078	ସ୍ନାତକ
compassion	fear	0.078	ଦୟା
nurture	fear	0.078	ପୋଷଣ
graded	fear	0.075	ଗ୍ରେଡ୍
mum	fear	0.070	ମା
infant	fear	0.067	ଶିଶୁ
journey	fear	0.062	ଯାତ୍ରା
parade	fear	0.062	ପରେଡ
gradschool	fear	0.062	ଗ୍ରେଡ୍ସ୍କୁଲ୍
civilian	fear	0.062	ସାଧାରଣ ନାଗରିକ
cloudiness	fear	0.062	ମେଘୁଆ
cash	fear	0.062	ନଗଦ
civilians	fear	0.062	ସାଧାରଣ ନାଗରିକ
guidelines	fear	0.062	ନିର୍ଦ୍ଦେଶାବଳୀ
soulmate	fear	0.062	ପ୍ରାଣକର୍ମୀ
youth	fear	0.062	ଯୁବକ
opera	fear	0.057	ଅପେରା
synonymous	fear	0.056	ସମକକ୍ଷ |
honest	fear	0.047	ସଚ୍ଚୋଟ
praying	fear	0.047	ପ୍ରାର୍ଥନା
intelligence	fear	0.038	ବୁଦ୍ଧି
volunteer	fear	0.031	ସ୍ୱେଚ୍ଛାସେବୀ
romance	fear	0.031	ରୋମାନ୍ସ
lines	fear	0.031	ରେଖା |
obey	fear	0.016	ମାନ
happiest	joy	0.986	ସବୁଠୁ ଖୁସି
happiness	joy	0.984	ଖୁସି
bliss	joy	0.971	ସୁଖ
celebrating	joy	0.970	ଉତ୍ସବ ପାଳନ
jubilant	joy	0.969	ଆନନ୍ଦ
ecstatic	joy	0.954	ଆନନ୍ଦିତ |
elation	joy	0.944	ଆନନ୍ଦ
beaming	joy	0.938	ଆଲୋକିତ
bestdayever	joy	0.938	bestdayever
loveee	joy	0.932	ଲଭ୍
celebration	joy	0.929	ଉତ୍ସବ
awesomeness	joy	0.926	ଅଦ୍ଭୁତତା |
joy	joy	0.924	ଆନନ୍ଦ
joyous	joy	0.922	ଆନନ୍ଦ
fabulous	joy	0.922	ଚମତ୍କାର
happily	joy	0.922	ଖୁସିରେ
excitement	joy	0.922	ଉତ୍ସାହ
exuberance	joy	0.922	ଅତ୍ୟଧିକ
makesmehappy	joy	0.922	makemehappy
euphoria	joy	0.922	ଇଫୋରିଆ |
lovee	joy	0.920	ଲଭ୍
gratitude	joy	0.914	କୃତଜ୍ଞତା
happydance	joy	0.912	ଖୁସି
merriment	joy	0.912	ଆନନ୍ଦ
spectacular	joy	0.912	ଚମତ୍କାର |
overjoyed	joy	0.909	ଅତ୍ୟଧିକ ଆନନ୍ଦିତ |
purebliss	joy	0.909	ଶୁଦ୍ଧବଲିସ୍ |
triumphant	joy	0.907	ଜୟ
ecstasy	joy	0.906	ଆନନ୍ଦ
lovelovelove	joy	0.906	ଲଭ୍ ଲଭ୍
cheerful	joy	0.906	ଖୁସି
cheer	joy	0.897	ଖୁସି କର |
elated	joy	0.894	ଆନନ୍ଦିତ |
peaceofmind	joy	0.891	ମନର ଶାନ୍ତି
jolly	joy	0.891	ଉପହାସ
delighted	joy	0.891	ଆନନ୍ଦିତ
lovethis	joy	0.891	ଲଭଟିସ୍ |
excitation	joy	0.891	ଉତ୍ତେଜନା
exhilaration	joy	0.891	ଉତ୍ସାହ
pleasures	joy	0.891	ଭୋଗ
laugh	joy	0.891	ହସିବା
marvelously	joy	0.881	ଆଶ୍ଚର୍ଯ୍ୟଜନକ
loving	joy	0.879	ସ୍ନେହୀ
joyful	joy	0.879	ଆନନ୍ଦିତ
blissful	joy	0.879	ସୁଖୀ
outstanding	joy	0.879	ଉଲ୍ଲେଖନୀୟ
pleasurable	joy	0.877	ଆନନ୍ଦଦାୟକ
lovinglife	joy	0.875	ପ୍ରେମ ଜୀବନ
enthusiastic	joy	0.875	ଉତ୍ସାହୀ
glee	joy	0.875	ଚମକ
iloveher	joy	0.875	ମୁ ତାକୁ ଭଲ ପାଏ
yaaaay	joy	0.875	ୟା
overthemoon	joy	0.875	ଅତ୍ୟଧିକ ସମୟ
happyplace	joy	0.875	ଖୁସି ସ୍ଥାନ
sohappy	joy	0.868	ବହୁତ୍ ଖୁସି
superb	joy	0.864	ଉତ୍ତମ
woohoo	joy	0.864	woohoo
laughing	joy	0.864	ହସୁଛି
wonderful	joy	0.863	ଅଦ୍ଭୁତ
hooray	joy	0.859	ହୋର୍
loved	joy	0.859	ଭଲପାଏ |
tearsofjoy	joy	0.859	ଲୁହ
hallelujah	joy	0.859	ହାଲ୍ଲୁଜା
magnificent	joy	0.859	ଚମତ୍କାର
glory	joy	0.859	ଗ glory ରବ
ilovechristmas	joy	0.859	ilovechristmas
brilliant	joy	0.859	ଉଜ୍ଜ୍ୱଳ
celebrated	joy	0.859	ପାଳନ
cheering	joy	0.859	ଖୁସି
yayyyy	joy	0.859	yayyyy
heavenly	joy	0.853	ସ୍ୱର୍ଗୀୟ
exciting	joy	0.853	ରୋମାଞ୍ଚକର |
thrilled	joy	0.851	ଆନନ୍ଦିତ
mademyday	joy	0.848	mademyday
hohoho	joy	0.845	hohoho
celebrate	joy	0.844	ଉତ୍ସବ ପାଳନ କର |
wonderfully	joy	0.844	ଆଶ୍ଚର୍ଯ୍ୟଜନକ
blessing	joy	0.844	ଆଶୀର୍ବାଦ
favoriteholiday	joy	0.844	ପ୍ରିୟ ହୋଲିଡେ |
paradise	joy	0.833	ସ୍ୱର୍ଗ
marvellous	joy	0.833	ଆଶ୍ଚର୍ଯ୍ୟଜନକ
festive	joy	0.833	ଉତ୍ସବ
sweetness	joy	0.833	ମଧୁରତା
blessed	joy	0.833	ଆଶୀର୍ବାଦ
celebrations	joy	0.833	ଉତ୍ସବ
compliment	joy	0.831	ପ୍ରଶଂସା
smiling	joy	0.828	ହସୁଛି |
allsmiles	joy	0.828	allsmiles
love	joy	0.828	ପ୍ରେମ
enchanting	joy	0.828	ଚିତ୍ତାକର୍ଷକ |
homesweethome	joy	0.826	ଘର ସୁଦର ଘର
thankyougod	joy	0.824	ଧନ୍ୟବାଦ
marvelous	joy	0.824	ଆଶ୍ଚର୍ଯ୍ୟଜନକ
laughter	joy	0.824	ହସ
goodmood	joy	0.819	ଭଲ ମନ
goodness	joy	0.818	ଉତ୍ତମତା
excellence	joy	0.818	ଉତ୍କର୍ଷ
sensational	joy	0.818	ସମ୍ବେଦନଶୀଳ |
joys	joy	0.818	ଆନନ୍ଦ
delightful	joy	0.818	ଆନନ୍ଦଦାୟକ
excited	joy	0.818	ଉତ୍ସାହିତ
rejoicing	joy	0.818	ଆନନ୍ଦ
happyheart	joy	0.818	ଖୁସି
celebratory	joy	0.818	ଉତ୍ସବ
greatful	joy	0.816	ମହାନ
jovial	joy	0.814	ଜୋଭିଆଲ୍ |
rejoice	joy	0.812	ଆନନ୍ଦ କର
splendid	joy	0.812	ଚମତ୍କାର
enjoy	joy	0.812	ଉପଭୋଗ କର |
smiley	joy	0.812	ହସ
glorious	joy	0.812	ଗ ious ରବମୟ
victorious	joy	0.812	ବିଜୟୀ
lovemaking	joy	0.812	ପ୍ରେମ ତିଆରି
bonanza	joy	0.812	bonanza
greatday	joy	0.812	ମହାନ ଦିନ
excellent	joy	0.812	ଉତ୍କୃଷ୍ଟ
goodtimes	joy	0.811	ଶୁଭ ସମୟ
whatmakesmesmile	joy	0.811	whatmakesmesmile
happyday	joy	0.809	ଖୁସି ଦିନ
myfavorite	joy	0.804	ମୋର ମନପସନ୍ଦ
thankyoulord	joy	0.803	ଧନ୍ୟବାଦ
gladness	joy	0.803	ଆନନ୍ଦ
yayyy	joy	0.803	yayyy
yeahhhh	joy	0.803	ହଁ
pleasure	joy	0.803	ଆନନ୍ଦ
giggle	joy	0.802	ଗିଗ୍
happier	joy	0.797	ଅଧିକ ଖୁସି
lovemylife	joy	0.797	ଲଭ୍ ଲାଇଫ୍
magnificence	joy	0.797	ମହିମା
happytweet	joy	0.797	ଖୁସି
lovinlife	joy	0.797	lovinlife
yesss	joy	0.797	yesss
dancing	joy	0.797	ନାଚ
success	joy	0.797	ସଫଳତା
grateful	joy	0.789	କୃତଜ୍ଞ
amuse	joy	0.788	ଆମୋଦ
splendor	joy	0.788	ମହିମା
happy	joy	0.788	ଖୁସି
fun	joy	0.788	ମଜା
giggling	joy	0.781	ଗିଗ୍ଲିଙ୍ଗ୍ |
glad	joy	0.781	ଖୁସି
glorify	joy	0.781	ଗ ify ରବ ଦିଅ |
radiant	joy	0.781	ଉଜ୍ଜ୍ୱଳ
beautiful	joy	0.781	ସୁନ୍ଦର
solucky	joy	0.781	ସଫଳ
sothankful	joy	0.781	sothankful
enchanted	joy	0.781	ମନ୍ତ୍ରଜ୍
romance	joy	0.779	ରୋମାନ୍ସ
perfection	joy	0.779	ସିଦ୍ଧତା
christmassy	joy	0.779	ଖ୍ରୀଷ୍ଟମାସ
heavens	joy	0.779	ସ୍ୱର୍ଗ
thrilling	joy	0.776	ରୋମାଞ୍ଚକର
lovable	joy	0.773	ସ୍ନେହୀ
congrats	joy	0.773	ଅଭିନନ୍ଦନ
fiesta	joy	0.773	ଫିଷ୍ଟା |
entertain	joy	0.773	ଚିତ୍ତାକର୍ଷକ |
happyvalentinesday	joy	0.773	ହ୍ୟାପି ଭାଲେଣ୍ଟାଇନସ୍ ଡେ
miraculous	joy	0.773	ଚମତ୍କାର
cheers	joy	0.773	ଖୁସି
cheered	joy	0.773	ଖୁସି
positivity	joy	0.773	ସକରାତ୍ମକତା
funday	joy	0.772	ପାଣ୍ଠି
enjoying	joy	0.771	ଉପଭୋଗ କରିବା
lifeisgood	joy	0.766	ଜୀବନ ଟା ଭଲ
amused	joy	0.766	ଆମୋଦିତ
goodfeeling	joy	0.766	ଶୁଭେଚ୍ଛା
christmasspirit	joy	0.766	ଖ୍ରୀଷ୍ଟମାସ
cuddling	joy	0.766	କୁଡ଼ିଆ
smiles	joy	0.766	ହସୁଛି |
sosweet	joy	0.766	ଆଃ କି ମଧୁର
thebest	joy	0.766	ସର୍ବଶ୍ରେଷ୍ଠ
party	joy	0.765	ପାର୍ଟୀ
delight	joy	0.765	ଆନନ୍ଦ
orgasm	joy	0.765	ଅର୍ଗାଜିମ୍ |
positive	joy	0.761	ସକରାତ୍ମକ |
sweetheart	joy	0.758	ପ୍ରିୟା
enlighten	joy	0.758	ଆଲୋକିତ କର |
cheerfulness	joy	0.758	ଆନନ୍ଦ
miracles	joy	0.758	ଚମତ୍କାର
giddy	joy	0.757	ଗିଡି
christmastime	joy	0.757	ଖ୍ରୀଷ୍ଟମାସ
gratify	joy	0.750	ସନ୍ତୁଷ୍ଟ
greatness	joy	0.750	ମହାନତା
friendliness	joy	0.750	ବନ୍ଧୁତା
blessings	joy	0.750	ଆଶୀର୍ବାଦ
laughs	joy	0.750	ହସୁଛି |
tistheseason	joy	0.750	tistheseason
smile	joy	0.750	ହସ
pleasing	joy	0.750	ପ୍ରସନ୍ନ
romantic	joy	0.750	ରୋମାଣ୍ଟିକ୍
happyholidays	joy	0.750	ଶୁଭ ଛୁଟିଦିନ
frolic	joy	0.748	ଫ୍ରୋଲିକ୍ |
jubilee	joy	0.742	ଜୟନ୍ତୀ
miracle	joy	0.742	ଚମତ୍କାର
enthusiasm	joy	0.742	ଉତ୍ସାହ
selflove	joy	0.742	ସ୍ନେହ
triumph	joy	0.742	ବିଜୟ
magical	joy	0.742	ଯାଦୁକର
rewarding	joy	0.742	ପୁରସ୍କାର
goodvibes	joy	0.742	ସଦ୍ଭାବନା
positiveenergy	joy	0.742	ସକରାତ୍ମକ ଶକ୍ତି
feelgood	joy	0.736	ଭଲଲାଗିବା
prosperity	joy	0.735	ସମୃଦ୍ଧତା
behappy	joy	0.734	ଖୁସିରେ ରୁହ
admiration	joy	0.734	ପ୍ରଶଂସା
passionate	joy	0.734	ଉତ୍ସାହୀ
goodday	joy	0.734	ଦିନଟି ଭଲରେ କଟୁ
luxurious	joy	0.734	ବିଳାସପୂର୍ଣ୍ଣ
tgif	joy	0.734	tgif
victory	joy	0.734	ବିଜୟ
feelinggood	joy	0.734	ଭଲ ଲାଗୁଛି
enchant	joy	0.734	ମନ୍ତ୍ରଜ୍
greatnight	joy	0.734	ମହାନ ରାତି
vivacious	joy	0.734	ଜୀବନ୍ତ
glorification	joy	0.733	ଗ ification ରବ
sing	joy	0.729	ଗାଅ
glowing	joy	0.729	ଉଜ୍ଜ୍ୱଳ
yessss	joy	0.728	yessss
fulfillment	joy	0.728	ପୂର୍ଣ୍ଣତା
breathtaking	joy	0.728	ଚମତ୍କାର
thankful	joy	0.727	ଧନ୍ୟବାଦ
cheery	joy	0.727	ଖୁସି
santa	joy	0.727	ସାନ୍ତା |
hurrah	joy	0.727	ହୁରେ
christmasbreak	joy	0.727	ଖ୍ରୀଷ୍ଟମାସ
win	joy	0.727	ଜିତନ୍ତୁ |
atpeace	joy	0.727	atpeace
award	joy	0.727	ପୁରସ୍କାର
merry	joy	0.727	ଆନନ୍ଦ
inspiration	joy	0.725	ପ୍ରେରଣା
radiance	joy	0.725	ଉଜ୍ଜ୍ୱଳତା
pleased	joy	0.725	ଖୁସି
uplift	joy	0.723	ଉନ୍ନତି
optimistic	joy	0.723	ଆଶାବାଦୀ |
heaven	joy	0.721	ସ୍ୱର୍ଗ
lucky	joy	0.721	ଭାଗ୍ୟବାନ
godisgreat	joy	0.721	ଭଗବାନ୍ ମହାନ୍
holidays	joy	0.721	ଛୁଟିଦିନ
thrill	joy	0.721	ରୋମାଞ୍ଚକର |
congratulatory	joy	0.719	ଅଭିନନ୍ଦନ
