English Word	Emotion	Emotion-Intensity-Score	Xhosa Word
fearless	fear	0.200	ngokungenaloyiko
change	fear	0.198	utshintsho
ware	fear	0.198	impahla
withstand	fear	0.197	ukumelana
asap	fear	0.191	Ngokukhawuleza okudibene nokungxama
heighten	fear	0.188	nyusa
watch	fear	0.188	jonga
tract	fear	0.188	iphecana
advance	fear	0.188	phambili
overcoming	fear	0.188	ukoyisa
attorney	fear	0.188	igqwetha
deadlines	fear	0.188	imihla emisiweyo
bug	fear	0.188	impazamo
knots	fear	0.188	amaqhina
owing	fear	0.188	ityala
waitinggame	fear	0.188	umdlalo wokulinda
unorganised	fear	0.188	ngokungacwangciswanga
gnome	fear	0.188	i-gnome
fragile	fear	0.188	eethe-ethe
cautiously	fear	0.188	ngononophelo
stillness	fear	0.188	ukuthula
intrigue	fear	0.188	iyelenqe
rule	fear	0.188	lawula
elf	fear	0.185	elf
stillwaiting	fear	0.184	salindile
lonely	fear	0.183	unesithukuthezi
slippery	fear	0.181	mtyibilizi
interview	fear	0.180	udliwano-ndlebe
everyman	fear	0.178	wonke umntu
speculation	fear	0.176	intelekelelo
needtoknow	fear	0.173	kufuneka ukwazi
worship	fear	0.172	unqulo
unsure	fear	0.172	engaqinisekanga
surprise	fear	0.172	ukothuka
settlor	fear	0.172	indawo yokuhlala
competition	fear	0.172	ukhuphiswano
readytogo	fear	0.172	le ukuhamba
checkpoint	fear	0.172	indawo yokuhlola
composure	fear	0.172	ukuzola
interviewer	fear	0.172	udliwano-ndlebe
chaff	fear	0.172	umququ
regulatory	fear	0.172	ulawulo
birch	fear	0.172	birch
shell	fear	0.172	iqokobhe
assessment	fear	0.172	uvavanyo
uncertain	fear	0.172	ukungaqiniseki
rod	fear	0.172	intonga
humanrights	fear	0.172	amalungelo abantu
less	fear	0.167	Ngaphantsi
coy	fear	0.162	coy
iris	fear	0.160	iris
intimately	fear	0.156	ngokusondeleyo
hearing	fear	0.156	ukuva
legalized	fear	0.156	isemthethweni
needit	fear	0.156	needit
audition	fear	0.156	uphicotho
retirement	fear	0.156	umhlalaphantsi
countdown	fear	0.156	ukubala uyehla
sly	fear	0.156	ngobuqhophololo
bases	fear	0.156	iziseko
ceasefire	fear	0.156	ukuphelisa imfazwe
medication	fear	0.156	iyeza
courageous	fear	0.154	nesibindi
overthinker	fear	0.153	overthinker
backtrack	fear	0.151	umva
dawned	fear	0.150	kwasa
censor	fear	0.149	censor
bailiff	fear	0.147	umncedisi wenkundla
syllabus	fear	0.147	isilabhasi
delay	fear	0.141	ukulibazisa
newcomer	fear	0.141	umntu omtsha
imagination	fear	0.141	ukucinga
waiting	fear	0.141	ukulinda
gent	fear	0.141	kakuhle
validity	fear	0.141	ubunyani
cove	fear	0.141	ukugquma
rationality	fear	0.141	ukuba nengqiqo
caricature	fear	0.141	i-caricature
eventuality	fear	0.141	into eyenzekayo
alreadyyyyy	fear	0.140	kakadeyyyy
shy	fear	0.140	uneentloni
symptom	fear	0.133	uphawu
excite	fear	0.132	vuyisa
raccoon	fear	0.127	irakhoni
clown	fear	0.125	umhlekisi
tryout	fear	0.125	zama
needtorelax	fear	0.125	idinga ukuphumla
swim	fear	0.125	qubha
campaigning	fear	0.125	ukhankaso
hawk	fear	0.125	ukhetshe
prevent	fear	0.125	thintela
gameday	fear	0.125	usuku lomdlalo
ahhh	fear	0.125	ahh
marry	fear	0.125	tshata
sprite	fear	0.125	sprite
soready	fear	0.125	soready
sag	fear	0.123	sag
pharmacy	fear	0.123	ikhemesti
policeman	fear	0.121	ipolisa
dreamt	fear	0.111	waphupha
lace	fear	0.111	ileyisi
homework	fear	0.109	umsebenzi wasekhaya
destination	fear	0.109	indawo ekuyiwa kuyo
incase	fear	0.109	mhlawumbi
pray	fear	0.109	thandaza
knot	fear	0.109	iqhina
confidence	fear	0.109	ukuzithemba
bigday	fear	0.109	usuku olukhulu
holiness	fear	0.109	ubungcwele
notoriety	fear	0.109	udumo
weight	fear	0.109	ubunzima
slender	fear	0.100	obhityileyo
undecided	fear	0.098	engagqibanga
sympathetic	fear	0.097	novelwano
poise	fear	0.094	ukuzola
case	fear	0.094	ityala
treat	fear	0.094	phatha
locate	fear	0.094	khangela
loyal	fear	0.094	unyanisekile
grades	fear	0.094	amabanga
god	fear	0.094	uthixo
helmet	fear	0.094	Isigcina-ntloko
confident	fear	0.094	ukuzithemba
counsellor	fear	0.094	umcebisi
northeast	fear	0.088	kumntla-mpuma
graduation	fear	0.078	isidanga
compassion	fear	0.078	uvelwano
nurture	fear	0.078	ukondla
graded	fear	0.075	udidi
mum	fear	0.070	umama
infant	fear	0.067	usana
journey	fear	0.062	uhambo
parade	fear	0.062	umngcelele
gradschool	fear	0.062	kwisikolo samabanga aphakamileyo
civilian	fear	0.062	umntu ongekho mkhosini
cloudiness	fear	0.062	ukuba namafu
cash	fear	0.062	imali
civilians	fear	0.062	abemi
guidelines	fear	0.062	izikhokelo
soulmate	fear	0.062	iqabane lomphefumlo
youth	fear	0.062	ulutsha
opera	fear	0.057	iopera
synonymous	fear	0.056	isithethantonye
honest	fear	0.047	unyanisekile
praying	fear	0.047	ukuthandaza
intelligence	fear	0.038	ubukrelekrele
volunteer	fear	0.031	ivolontiya
romance	fear	0.031	uthando
lines	fear	0.031	imigca
obey	fear	0.016	thobela
happiest	joy	0.986	onwabe kakhulu
happiness	joy	0.984	ulonwabo
bliss	joy	0.971	ulonwabo
celebrating	joy	0.970	ukubhiyozela
jubilant	joy	0.969	uvuyo
ecstatic	joy	0.954	imincili
elation	joy	0.944	ulonwabo
beaming	joy	0.938	ukukhanya
bestdayever	joy	0.938	ngeyona mini
loveee	joy	0.932	uthandoee
celebration	joy	0.929	umbhiyozo
awesomeness	joy	0.926	ubumnandi
joy	joy	0.924	uvuyo
joyous	joy	0.922	uvuyo
fabulous	joy	0.922	emangalisayo
happily	joy	0.922	ngovuyo
excitement	joy	0.922	uvuyo
exuberance	joy	0.922	ukonwaba
makesmehappy	joy	0.922	iyandonwabisa
euphoria	joy	0.922	euphoria
lovee	joy	0.920	uthando
gratitude	joy	0.914	umbulelo
happydance	joy	0.912	happy dance
merriment	joy	0.912	ulonwabo
spectacular	joy	0.912	inomtsalane
overjoyed	joy	0.909	evuya kakhulu
purebliss	joy	0.909	ubunyulu
triumphant	joy	0.907	uloyiso
ecstasy	joy	0.906	uvuyo
lovelovelove	joy	0.906	uthandolove
cheerful	joy	0.906	ochwayitileyo
cheer	joy	0.897	vuya
elated	joy	0.894	ndivuya
peaceofmind	joy	0.891	uxolo lwengqondo
jolly	joy	0.891	ngovuyo
delighted	joy	0.891	Ndonywatyisiwe
lovethis	joy	0.891	thanda Oku
excitation	joy	0.891	uchulumanco
exhilaration	joy	0.891	ulonwabo
pleasures	joy	0.891	iziyolo
laugh	joy	0.891	hleka
marvelously	joy	0.881	ngokumangalisayo
loving	joy	0.879	uthando
joyful	joy	0.879	ndivuya
blissful	joy	0.879	ukonwaba
outstanding	joy	0.879	ebalaseleyo
pleasurable	joy	0.877	eyonwabisayo
lovinglife	joy	0.875	ubomi bothando
enthusiastic	joy	0.875	ngomdla
glee	joy	0.875	glee
iloveher	joy	0.875	ndiyamthanda
yaaaay	joy	0.875	yhooo
overthemoon	joy	0.875	ngaphezulu kwenyanga
happyplace	joy	0.875	indawo yolonwabo
sohappy	joy	0.868	ndonwabe kakhulu
superb	joy	0.864	kuhle kakhulu
woohoo	joy	0.864	yhooo
laughing	joy	0.864	ehleka
wonderful	joy	0.863	emangalisayo
hooray	joy	0.859	iholo
loved	joy	0.859	ethandwayo
tearsofjoy	joy	0.859	iinyembezi zovuyo
hallelujah	joy	0.859	haleluya
magnificent	joy	0.859	buhle
glory	joy	0.859	uzuko
ilovechristmas	joy	0.859	iKrisimesi
brilliant	joy	0.859	eqaqambileyo
celebrated	joy	0.859	kubhiyozelwa
cheering	joy	0.859	ukugcoba
yayyyy	joy	0.859	yyyyy
heavenly	joy	0.853	ezulwini
exciting	joy	0.853	inika umdla
thrilled	joy	0.851	ndivuya
mademyday	joy	0.848	wenze Usuku lwam
hohoho	joy	0.845	hohoho
celebrate	joy	0.844	bhiyozela
wonderfully	joy	0.844	ngokumangalisayo
blessing	joy	0.844	intsikelelo
favoriteholiday	joy	0.844	iholide ethandwayo
paradise	joy	0.833	iparadesi
marvellous	joy	0.833	emangalisayo
festive	joy	0.833	umthendeleko
sweetness	joy	0.833	ubumnandi
blessed	joy	0.833	usikelelwe
celebrations	joy	0.833	imibhiyozo
compliment	joy	0.831	ncoma
smiling	joy	0.828	encumile
allsmiles	joy	0.828	uncumo
love	joy	0.828	uthando
enchanting	joy	0.828	ukuthakatha
homesweethome	joy	0.826	ekhaya elimyoli
thankyougod	joy	0.824	thankyougod
marvelous	joy	0.824	emangalisayo
laughter	joy	0.824	ukuhleka
goodmood	joy	0.819	imvakalelo emnandi
goodness	joy	0.818	ukulunga
excellence	joy	0.818	ukugqwesa
sensational	joy	0.818	iyachukumisa
joys	joy	0.818	uvuyo
delightful	joy	0.818	imnandi
excited	joy	0.818	yimincili
rejoicing	joy	0.818	bevuya
happyheart	joy	0.818	intliziyo eyonwabileyo
celebratory	joy	0.818	umbhiyozo
greatful	joy	0.816	kakhulu
jovial	joy	0.814	uyolo
rejoice	joy	0.812	vuyani
splendid	joy	0.812	buhle
enjoy	joy	0.812	yonwabele
smiley	joy	0.812	uncumo
glorious	joy	0.812	ezukileyo
victorious	joy	0.812	owoyisileyo
lovemaking	joy	0.812	ukwenza uthando
bonanza	joy	0.812	bonanza
greatday	joy	0.812	usuku oluhle
excellent	joy	0.812	kuhle kakhulu
goodtimes	joy	0.811	amaxesha amnandi
whatmakesmesmile	joy	0.811	yintoni eyenza ndincume
happyday	joy	0.809	Usuku lokonwaba
myfavorite	joy	0.804	endiythanda kakhulu
thankyoulord	joy	0.803	enkosi
gladness	joy	0.803	uvuyo
yayyy	joy	0.803	hayi
yeahhhh	joy	0.803	yeahhh
pleasure	joy	0.803	ulonwabo
giggle	joy	0.802	gigitheka
happier	joy	0.797	ndonwabe ngakumbi
lovemylife	joy	0.797	lovemylife
magnificence	joy	0.797	ubungangamsha
happytweet	joy	0.797	happytweet
lovinlife	joy	0.797	lovinlife
yesss	joy	0.797	ewe
dancing	joy	0.797	ukudanisa
success	joy	0.797	impumelelo
grateful	joy	0.789	ndinombulelo
amuse	joy	0.788	hlekisa
splendor	joy	0.788	ubukhazikhazi
happy	joy	0.788	ndonwabile
fun	joy	0.788	ulonwabo
giggling	joy	0.781	egigitheka
glad	joy	0.781	ndiyavuya
glorify	joy	0.781	zukisa
radiant	joy	0.781	khazimla
beautiful	joy	0.781	entle
solucky	joy	0.781	solucky
sothankful	joy	0.781	ndinombulelo
enchanted	joy	0.781	uthakathiwe
romance	joy	0.779	uthando
perfection	joy	0.779	imfezeko
christmassy	joy	0.779	ikrisimesi
heavens	joy	0.779	amazulu
thrilling	joy	0.776	echwayitisayo
lovable	joy	0.773	ethandekayo
congrats	joy	0.773	sivuyisana nawe
fiesta	joy	0.773	ifiesta
entertain	joy	0.773	yonwabise
happyvalentinesday	joy	0.773	Usuku olumnandi levalentines
miraculous	joy	0.773	ngummangaliso
cheers	joy	0.773	Masinwabe
cheered	joy	0.773	kwachwayita
positivity	joy	0.773	ukuba nethemba
funday	joy	0.772	funday
enjoying	joy	0.771	ukonwabela
lifeisgood	joy	0.766	ubomi bumnandi
amused	joy	0.766	hlekisa
goodfeeling	joy	0.766	imvakalelo emnandi
christmasspirit	joy	0.766	ikrisimesi
cuddling	joy	0.766	ukugona
smiles	joy	0.766	uncumo
sosweet	joy	0.766	iswiti kakhulu
thebest	joy	0.766	egqibelele
party	joy	0.765	itheko
delight	joy	0.765	uyolo
orgasm	joy	0.765	i-orgasm
positive	joy	0.761	entle
sweetheart	joy	0.758	sithandwa
enlighten	joy	0.758	khanyisa
cheerfulness	joy	0.758	ukuchwayita
miracles	joy	0.758	imimangaliso
giddy	joy	0.757	giddy
christmastime	joy	0.757	ixesha lekrisimesi
gratify	joy	0.750	kwanelisa
greatness	joy	0.750	ubukhulu
friendliness	joy	0.750	ubuhlobo
blessings	joy	0.750	iintsikelelo
laughs	joy	0.750	uyahleka
tistheseason	joy	0.750	titheseason
smile	joy	0.750	uncumo
pleasing	joy	0.750	ukukholisa
romantic	joy	0.750	zothando
happyholidays	joy	0.750	iholide ezimnandi
frolic	joy	0.748	dlala
jubilee	joy	0.742	Intlokoma
miracle	joy	0.742	ummangaliso
enthusiasm	joy	0.742	umdlandla
selflove	joy	0.742	ukuzithanda
triumph	joy	0.742	uloyiso
magical	joy	0.742	zomlingo
rewarding	joy	0.742	kunomvuzo
goodvibes	joy	0.742	imvakalelo emnandi
positiveenergy	joy	0.742	amandla alungileyo
feelgood	joy	0.736	yiva kamnandi
prosperity	joy	0.735	impumelelo
behappy	joy	0.734	Yonwaba
admiration	joy	0.734	ukuncoma
passionate	joy	0.734	nomdla
goodday	joy	0.734	Usuku olumnwandi
luxurious	joy	0.734	obutofotofo
tgif	joy	0.734	tgif
victory	joy	0.734	uloyiso
feelinggood	joy	0.734	yiva kamnandi
enchant	joy	0.734	umthakathi
greatnight	joy	0.734	ubusuku obuhle
vivacious	joy	0.734	udlamkile
glorification	joy	0.733	uzuko
sing	joy	0.729	cula
glowing	joy	0.729	ekhazimlayo
yessss	joy	0.728	yesss
fulfillment	joy	0.728	inzaliseko
breathtaking	joy	0.728	ukuphefumla
thankful	joy	0.727	enkosi
cheery	joy	0.727	uvuyo
santa	joy	0.727	usanta
hurrah	joy	0.727	khawuleza
christmasbreak	joy	0.727	ikhefu lekrisimesi
win	joy	0.727	ukuphumelela
atpeace	joy	0.727	uxolo
award	joy	0.727	ibhaso
merry	joy	0.727	vuya
inspiration	joy	0.725	impembelelo
radiance	joy	0.725	ukukhanya
pleased	joy	0.725	ndiyavuya
uplift	joy	0.723	phakamisa
optimistic	joy	0.723	nethemba
heaven	joy	0.721	ezulwini
lucky	joy	0.721	unethamsanqa
godisgreat	joy	0.721	UThixo mhle kakhulu
holidays	joy	0.721	iiholide
thrill	joy	0.721	uchulumanco
congratulatory	joy	0.719	ndiyavuyisana nawe
thriving	joy	0.719	echumayo
amusement	joy	0.719	ukuzonwabisa
perfect	joy	0.719	igqibelele
lover	joy	0.719	isithandwa
xmas	joy	0.719	I-xmas
heartfelt	joy	0.719	ngokusuka entliziyweni
utopian	joy	0.719	utopian
lovely	joy	0.719	ithandekayo
harmony	joy	0.719	imvisiswano
praising	joy	0.719	ukuncoma
brighten	joy	0.719	qaqambisa
luckiest	joy	0.712	onethamsanqa
merrychristmas	joy	0.712	Ikrismesi emnandi
magic	joy	0.712	umlingo
achievement	joy	0.712	impumelelo
yay	joy	0.712	yay
holiday	joy	0.712	iholide
treasures	joy	0.712	ubutyebi
luxury	joy	0.712	ubunewunewu
bestfeeling	joy	0.712	imvakalelo engcono
intimate	joy	0.710	ngokusondeleyo
soblessed	joy	0.706	lusizi
yaaay	joy	0.706	yaay
rave	joy	0.706	qhwaba
chuckle	joy	0.706	hleka
proud	joy	0.704	ndinebhongo
winning	joy	0.703	okuphumelela
cherish	joy	0.703	xabisa
goodnews	joy	0.703	Iindaba ezimnandi
fuckyeah	joy	0.703	Mka yeah
optimism	joy	0.703	ithemba
amazingly	joy	0.703	ngokumangalisayo
lovelife	joy	0.703	ubomi bothando
truelove	joy	0.703	uthando lokwenyaniso
beautification	joy	0.703	ubuhle
satisfying	joy	0.703	eyanelisayo
appreciates	joy	0.703	ndiyabulela
cuddled	joy	0.703	ndamanga
goodlife	joy	0.703	ubomi obumnandi
gooood	joy	0.703	kuhle
sweetest	joy	0.703	eyona nto imnandi
yaay	joy	0.700	hayi
entertained	joy	0.700	ukonwabisa
excite	joy	0.697	vuyisa
newbeginnings	joy	0.693	iziqalo ezintsha
praisejesus	joy	0.691	dumisa uYesu
birthday	joy	0.691	usuku lokuzalwa
greatfriends	joy	0.688	abahlobo abakhulu
adoration	joy	0.688	ukunqula
godsend	joy	0.688	godsend
favorite	joy	0.688	intandokazi
content	joy	0.688	umxholo
entertaining	joy	0.688	ukonwabisa
honored	joy	0.688	imbeko
metime	joy	0.688	ixesha
exquisite	joy	0.688	mhle
holidayseason	joy	0.688	ixesha leholide
thankyoujesus	joy	0.688	enkosi Yesu
angelic	joy	0.688	eyengelosi
goodhealth	joy	0.682	impilo entle
majestic	joy	0.682	ngobungangamsha
luscious	joy	0.682	luscious
memoriesiwontforget	joy	0.682	iinkumbulowontforget
bestfriends	joy	0.682	Abahlobo abagqibelele
precious	joy	0.682	zixabisekile
appreciated	joy	0.682	ixatyiswe
exaltation	joy	0.682	ukuphakanyiswa
smiled	joy	0.682	wancuma
brightens	joy	0.682	iyaqaqambisa
tranquility	joy	0.679	ukuzola
marry	joy	0.676	tshata
embrace	joy	0.676	sangana
positively	joy	0.676	ngokuqinisekileyo
grin	joy	0.672	grin
hug	joy	0.672	hug
hilarious	joy	0.672	mnandi
dearest	joy	0.672	othandekayo
contentment	joy	0.672	ukwaneliseka
accomplished	joy	0.672	ifezekisiwe
relaxation	joy	0.672	ukuphumla
bday	joy	0.672	bday
enliven	joy	0.672	philisa
weeeee	joy	0.672	weeeee
giggles	joy	0.672	iyagigitheka
fulfilled	joy	0.667	izalisekile
bountiful	joy	0.667	nesisa
victor	joy	0.667	ophumeleleyo
adore	joy	0.667	nqula
boisterous	joy	0.667	nomsindo
fulfill	joy	0.664	zalisekisa
cuddles	joy	0.662	sangana
prosperous	joy	0.660	nempumelelo
appreciation	joy	0.656	ukuxabisa
serenity	joy	0.656	ukuzola
happynewyear	joy	0.656	Nyakhomtsha
humor	joy	0.656	uburharha
satisfy	joy	0.656	anelise
besties	joy	0.656	abahlobo
encouraged	joy	0.656	khuthazwa
captivate	joy	0.656	thimba
christmaseve	joy	0.656	ngaphimbi kwekhisimusi
glow	joy	0.656	khazimla
romanticism	joy	0.656	uthando
innerpeace	joy	0.656	uxolo lwangaphakathi
pleasant	joy	0.656	mnandi
praises	joy	0.652	iindumiso
abundance	joy	0.652	ubuninzi
fortunes	joy	0.652	ithamsanqa
engaged	joy	0.652	ukuzibandakanya
praised	joy	0.652	wancoma
relaxing	joy	0.652	ukuphumla
treasure	joy	0.652	ubutyebi
satisfaction	joy	0.652	ulwaneliseko
nothingbetter	joy	0.647	akukho nto ibhetele
affection	joy	0.647	uthando
relieved	joy	0.647	ukukhululeka
complement	joy	0.647	umphelelisi
carnival	joy	0.643	icarnival
priceless	joy	0.641	exabiso likhulu
uplifting	joy	0.641	ukuphakamisa
sensuality	joy	0.641	inkanuko
saintly	joy	0.641	ngokungcwele
champion	joy	0.641	intshatsheli
thanksgiving	joy	0.641	umbulelo
harmoniously	joy	0.641	ngemvisiswano
wedding	joy	0.641	umtshato
achieve	joy	0.641	zuza
divine	joy	0.641	yobuThixo
jackpot	joy	0.641	jackpot
honeymoon	joy	0.636	ihoneymoon
exalt	joy	0.636	phakamisa
twinkle	joy	0.636	kudanyaza
comforting	joy	0.636	ethuthuzelayo
felicity	joy	0.636	ukonwaba
peaceful	joy	0.636	enoxolo
climax	joy	0.636	uvuthondaba
winner	joy	0.636	ophumeleleyo
reverie	joy	0.636	reverie
yayy	joy	0.636	hayi
cuddle	joy	0.636	manga
xoxo	joy	0.634	xoxo
stargazing	joy	0.625	ukujonga iinkwenkwezi
festival	joy	0.625	umthendeleko
sweet	joy	0.625	mnandi
generosity	joy	0.625	ububele
brighter	joy	0.625	liqaqambe ngakumbi
praisegod	joy	0.625	uthixo wokudumisa
gorgeous	joy	0.625	mhle
hearts	joy	0.625	iintliziyo
amusing	joy	0.625	iyahlekisa
fondness	joy	0.625	ukuthanda
snuggling	joy	0.625	ukufutha
reward	joy	0.625	ibuyiselo
sex	joy	0.622	ngesondo
kind	joy	0.621	ububele
genial	joy	0.621	genial
parade	joy	0.621	umngcelele
applause	joy	0.621	intswahla yezandla
beauty	joy	0.621	ubuhle
fulfilling	joy	0.618	ezalisekisa
aspiring	joy	0.618	abanqwenelayo
newlife	joy	0.618	ubomi obutsha
godbless	joy	0.616	inkosi ikusikelele
virtuous	joy	0.613	enesidima
kiss	joy	0.610	ukwanga
christmas	joy	0.609	Krisimesi
rainbows	joy	0.609	umnyama
elegance	joy	0.609	ubuhle
generous	joy	0.609	onesisa
super	joy	0.609	super
playful	joy	0.609	dlalayo
enlightenment	joy	0.609	ukhanyiselo
praiseworthy	joy	0.609	encomekayo
awards	joy	0.609	iimbasa
adorable	joy	0.609	iyathandeka
rekindle	joy	0.609	vuselela
winnings	joy	0.609	okuphumelela
independence	joy	0.607	ukuzimela
amour	joy	0.607	uthando
kindness	joy	0.606	ububele
surprises	joy	0.606	izinto ezimangalisayo
heheh	joy	0.606	heheh
hilarity	joy	0.606	ukonwaba
wonder	joy	0.606	mangalisa
freely	joy	0.606	ngokukhululekileyo
successful	joy	0.606	ngempumelelo
inspired	joy	0.606	iphefumlelwe
onelove	joy	0.606	uthando olunye
whimsical	joy	0.603	ehlekisayo
entertainment	joy	0.603	ukuzonwabisa
passion	joy	0.603	uthando
stressfree	joy	0.601	Ungenastresi
beautify	joy	0.601	lungisa
sunrise	joy	0.600	ukuphuma kwelanga
godisgood	joy	0.597	godisgood
goodmusic	joy	0.594	umculo olungileyo
revere	joy	0.594	hlonipha
whoo	joy	0.594	yho
fanfare	joy	0.594	umdla
inspire	joy	0.594	khuthaza
angel	joy	0.594	ingelosi
thankgod	joy	0.594	enkosi thixo
goodies	joy	0.594	izinto ezimnandi
jesus	joy	0.594	uYesu
accomplishment	joy	0.594	impumelelo
snuggled	joy	0.594	qhuqha
peacefully	joy	0.594	ngoxolo
flirt	joy	0.594	dlala ngothando
friendship	joy	0.591	ubuhlobo
singing	joy	0.591	ukucula
heroic	joy	0.591	ubuqhawe
exalted	joy	0.591	uphakamile
fortune	joy	0.591	ithamsanqa
highest	joy	0.591	phezulu
summer	joy	0.591	ihlobo
contented	joy	0.588	wanelisekile
rollicking	joy	0.588	ukuqengqeleka
overflowing	joy	0.588	ephuphumayo
woot	joy	0.588	woot
accolade	joy	0.586	ukuncoma
hope	joy	0.586	ithemba
cozy	joy	0.583	upholile
delicious	joy	0.579	emnandi
raving	joy	0.578	raving
thelife	joy	0.578	ubomi
darling	joy	0.578	sithandwa
sensuous	joy	0.578	inkanuko
picturesque	joy	0.578	intle
friendly	joy	0.578	nobubele
everlasting	joy	0.578	ngonaphakade
praise	joy	0.578	dumisani
ambition	joy	0.578	amabhongo
sparkle	joy	0.577	ukumenyezela
sensual	joy	0.576	inkanuko
peace	joy	0.576	uxolo
flattering	joy	0.576	ukuncoma
grace	joy	0.576	ubabalo
luckygirl	joy	0.576	intombi enethamsanqa
heroism	joy	0.576	ubugorha
succeeding	joy	0.576	ukuphumelela
yeahhh	joy	0.576	yeahhh
special	joy	0.574	ekhethekileyo
livelife	joy	0.574	phila ubomi
tantalizing	joy	0.572	enomtsalane
pumped	joy	0.567	impontshiwe
yey	joy	0.562	ewe
surprise	joy	0.562	ukothuka
sunny	joy	0.562	linelanga
prevail	joy	0.562	ukoyisa
revels	joy	0.562	iziyunguma
humorous	joy	0.562	hlekisa
sweets	joy	0.562	iilekese
liking	joy	0.562	ukuthanda
admirable	joy	0.562	encomekayo
superstar	joy	0.562	superstar
relax	joy	0.562	Phola
prosper	joy	0.562	nempumelelo
hero	joy	0.562	iqhawe
hugs	joy	0.562	ukwanga
worthwhile	joy	0.562	kufanelekile
newyear	joy	0.561	nyaka omtsha
tenderness	joy	0.561	ububele
bless	joy	0.561	sikelela
favorable	joy	0.561	evumayo
freedom	joy	0.561	inkululeko
masterpiece	joy	0.561	umkhulu
dreams	joy	0.559	amaphupha
hopeful	joy	0.559	ndinethemba
home	joy	0.559	ekhaya
cruising	joy	0.556	ukuhamba ngenqanawa
gracias	joy	0.554	ubabalo
faithfulness	joy	0.553	ukuthembeka
eagerness	joy	0.552	ngolangazelelo
closeness	joy	0.552	ukusondela
sunshine	joy	0.551	ukukhanya kwelanga
comfy	joy	0.551	kamnandi
vacation	joy	0.547	iholide
celestial	joy	0.547	yasezulwini
good	joy	0.547	kulungile
elite	joy	0.547	abaphezulu
illuminate	joy	0.547	khanyisa
confidence	joy	0.547	ukuzithemba
mistletoe	joy	0.547	imistletoe
daughter	joy	0.547	intomba
lifted	joy	0.547	iphakanyisiwe
goodmorning	joy	0.547	molweni ekuseni
zeal	joy	0.547	inzondelelo
gifts	joy	0.547	izipho
gift	joy	0.547	isipho
astonishment	joy	0.547	ukukhwankqiswa
heart	joy	0.547	intliziyo
completion	joy	0.547	ukugqitywa
bonus	joy	0.547	ibhonasi
charmed	joy	0.546	Utsalekile
dance	joy	0.545	umdaniso
sublime	joy	0.545	ebalaseleyo
recreation	joy	0.545	ukuzonwabisa
encouragement	joy	0.545	inkuthazo
god	joy	0.545	uthixo
gush	joy	0.545	gush
freshstart	joy	0.544	ukuqala ngokutsha
free	joy	0.544	simahla
savior	joy	0.543	umsindisi
sanctuary	joy	0.541	indawo engcwele
grandchildren	joy	0.540	abazukulwana
wellness	joy	0.537	ukuba sempilweni
revel	joy	0.534	ukuzonwabisa
music	joy	0.531	umculo
fab	joy	0.531	ifab
bridal	joy	0.531	umtshakazi
soar	joy	0.531	phezulu
alive	joy	0.531	ephila
money	joy	0.531	imali
soothing	joy	0.531	ukuthomalalisa
serene	joy	0.531	zizolile
holiness	joy	0.531	ubungcwele
inspirational	joy	0.531	iyakhuthaza
matrimony	joy	0.531	umtshato
dayoff	joy	0.531	usuku uphumle
savor	joy	0.531	ubumnandi
vitality	joy	0.531	amandla
confident	joy	0.531	ukuzithemba
firstborn	joy	0.531	owamazibulo
rainbow	joy	0.531	umnyama
liberation	joy	0.531	inkululeko
elegant	joy	0.530	ubuhle
mastery	joy	0.530	ubukhosi
glimmer	joy	0.530	ukubengezela
illumination	joy	0.530	isikhanyiso
blossom	joy	0.530	dubula
warmth	joy	0.530	ubushushu
welcomed	joy	0.530	wamkelwe
treat	joy	0.529	phatha
faithful	joy	0.529	ethembekileyo
snuggles	joy	0.522	ii-snuggles
laurels	joy	0.521	iilaureli
commendable	joy	0.519	iyancomeka
succeed	joy	0.516	yimpumelelo
jingle	joy	0.516	jingle
zest	joy	0.516	zest
noschool	joy	0.516	akukho sikolo
brotherly	joy	0.516	ngabazalwana
silly	joy	0.516	bubudenge
abundant	joy	0.516	buninzi
fancy	joy	0.516	fancy
resplendent	joy	0.516	ekhazimlayo
strengthening	joy	0.516	ukomeleza
presents	joy	0.516	izipho
pride	joy	0.516	ukuzingca
almighty	joy	0.516	usomandla
powerful	joy	0.516	enamandla
aspire	joy	0.516	nqwenela
remarkable	joy	0.516	ephawulekayo
greeted	joy	0.516	ndibulise
thanking	joy	0.515	ukubulela
cutie	joy	0.515	umhlekazi
kudos	joy	0.515	ukubulela
therapeutic	joy	0.515	kwezonyango
zen	joy	0.515	zen
coronation	joy	0.515	ukuthweswa isithsaba
complete	joy	0.515	gqibezela
shining	joy	0.515	ekhanyayo
spirit	joy	0.515	umoya
princely	joy	0.515	ngenkosana
vivid	joy	0.515	ecacileyo
comfort	joy	0.515	intuthuzelo
leisure	joy	0.515	ukuphumla
reunited	joy	0.515	simanyene kwakhona
kid	joy	0.515	umntwana
newme	joy	0.515	entsha
payday	joy	0.515	usuku lokurhola
animated	joy	0.515	oopopayi
familytime	joy	0.515	ixesha losapho
relationship	joy	0.514	ubudlelwane
godly	joy	0.514	ngokuhlonela uThixo
marriage	joy	0.514	umtshato
daymade	joy	0.514	yenziwe emini
spouse	joy	0.507	iqabane
intimately	joy	0.507	ngokusondeleyo
respect	joy	0.500	intlonipho
bloom	joy	0.500	dubula
