English Word	Emotion	Emotion-Intensity-Score	Igbo Word
afflict	fear	0.562	mmekpa ahụ
martyr	fear	0.562	okwukwe
purge	fear	0.562	sachapụ
worries	fear	0.562	nchegbu
distressing	fear	0.562	na-ewute
travesty	fear	0.562	travesty
deterioration	fear	0.562	mmebi
corrupting	fear	0.562	na-emebi emebi
ulcer	fear	0.562	ọnyá afọ
overpowering	fear	0.562	na-emebiga ihe ókè
thrash	fear	0.562	ogwugwu
incrimination	fear	0.562	mpụ
grave	fear	0.562	ili
confine	fear	0.562	kpochie
appalling	fear	0.562	dị egwu
lawsuit	fear	0.562	ikpe
risky	fear	0.562	dị ize ndụ
incubus	fear	0.562	incubus
punishing	fear	0.562	na-ata ahụhụ
powerless	fear	0.562	enweghị ike
freak	fear	0.562	egwu
mange	fear	0.562	mange
risk	fear	0.562	ihe ize ndụ
sacrifices	fear	0.562	àjà
duel	fear	0.562	duel
pitfall	fear	0.562	ọnyà
gunpowder	fear	0.562	ntụ ntụ
turbulence	fear	0.562	ọgba aghara
eeek	fear	0.562	eeek
martyrdom	fear	0.562	okwukwe
unsafe	fear	0.561	adịghị ize ndụ
worstfeeling	fear	0.560	mmetụta kasị njọ
perpetrator	fear	0.560	onye na-eme ihe
sin	fear	0.560	mmehie
occult	fear	0.559	mgbaasị
intimidation	fear	0.559	iyi egwu
disable	fear	0.558	gbanyụọ
decay	fear	0.557	ire ere
autopsy	fear	0.557	nyocha anya
affliction	fear	0.557	nhụsianya
vulnerability	fear	0.548	adịghị ike
growling	fear	0.547	na-eti mkpu
scandal	fear	0.547	asịrị
scorpion	fear	0.547	akpị
appendicitis	fear	0.547	appendicitis
thief	fear	0.547	onye ohi
siren	fear	0.547	siren
brigade	fear	0.547	brigade
insanity	fear	0.547	ara
enmity	fear	0.547	iro
beware	fear	0.547	kpachara anya
ailing	fear	0.547	na-arịa ọrịa
talons	fear	0.547	ụkwụ
expulsion	fear	0.547	nchụpụ
asylum	fear	0.547	mgbapu
needles	fear	0.547	agịga
outburst	fear	0.547	ntiwa
cannon	fear	0.547	egbe egbe
outcry	fear	0.547	mkpu ákwá
defenseless	fear	0.547	enweghị nchebe
apparition	fear	0.547	ọdịdị
flood	fear	0.547	idei mmiri
precarious	fear	0.547	dị ize ndụ
derogation	fear	0.547	nbibi
overthrow	fear	0.547	kwatuo
gonorrhea	fear	0.547	gonorrhea
bondage	fear	0.547	ịgba ohu
neuralgia	fear	0.547	neuralgia
deformity	fear	0.547	nrụrụ
samurai	fear	0.547	samurai
communism	fear	0.547	ọchịchị Kọmunist
adder	fear	0.547	mgbakwunye
coercion	fear	0.547	mmanye
jeopardize	fear	0.547	tinye ihe egwu
senile	fear	0.547	agadi nwoke
noxious	fear	0.547	na-egbu egbu
abhor	fear	0.547	ịkpọ asị
mad	fear	0.547	ara
plunge	fear	0.547	tufuo
uprising	fear	0.545	ọgba aghara
retribution	fear	0.545	nkwụghachi ụgwọ
cemetery	fear	0.541	ebe a na-eli ozu
badness	fear	0.539	ihe ọjọọ
phantom	fear	0.538	egwu
abandoned	fear	0.534	gbahapụrụ
fled	fear	0.534	gbalaga
rejection	fear	0.533	njụ
hopelessness	fear	0.531	enweghị olileanya
shaking	fear	0.531	na-ama jijiji
endocarditis	fear	0.531	endocarditis
cowardly	fear	0.531	ujo
lawlessness	fear	0.531	mmebi iwu
punish	fear	0.531	taa ahụhụ
manipulation	fear	0.531	aghụghọ
broken	fear	0.531	gbajiri agbaji
carnivorous	fear	0.531	anụ anụ
impotence	fear	0.531	enweghi ike
unstable	fear	0.531	ejighị n'aka
penetration	fear	0.531	ntinye
incursion	fear	0.531	mbubata
stalk	fear	0.531	ikpu
frenzied	fear	0.531	obi tara mmiri
disembodied	fear	0.531	agbazere
superstitious	fear	0.531	nkwenkwe ụgha
stressed	fear	0.531	mesiri ike
leeches	fear	0.531	leeches
helpless	fear	0.531	enweghị enyemaka
harbinger	fear	0.531	onye na-ese ihe
saber	fear	0.531	saber
atherosclerosis	fear	0.531	atherosclerosis
deserted	fear	0.531	gbahapụrụ
manifestation	fear	0.531	ngosipụta
theft	fear	0.531	izu ohi
captor	fear	0.531	onye njide
slave	fear	0.531	ohu
distrust	fear	0.531	enweghị ntụkwasị obi
subjugation	fear	0.531	ido onwe
buried	fear	0.531	lie
wrangling	fear	0.531	esemokwu
freakout	fear	0.531	freakout
rebellion	fear	0.531	nnupụisi
abandon	fear	0.531	hapụ
eek	fear	0.531	eek
jarring	fear	0.531	na-egbu egbu
swastika	fear	0.531	swastika
failing	fear	0.531	na-ada ada
stormy	fear	0.531	oké ifufe
bacterium	fear	0.531	nje bacteria
suspense	fear	0.529	nkwusioru
blood	fear	0.525	ọbara
hiding	fear	0.524	na-ezo
bear	fear	0.524	bea
unlawful	fear	0.519	iwu na-akwadoghị
crazy	fear	0.519	onye ara
anxious	fear	0.518	na-echegbu onwe ya
cult	fear	0.518	òtù nzuzo
captive	fear	0.517	n'agha
deportation	fear	0.517	nchụpụ
emaciated	fear	0.516	ike gwụrụ
badfeeling	fear	0.516	mmetụta ọjọọ
troublesome	fear	0.516	nsogbu
unthinkable	fear	0.516	enweghị atụ
robber	fear	0.516	onye ohi
embolism	fear	0.516	embolism
plight	fear	0.516	nsogbu
intolerance	fear	0.516	enweghi ndidi
sorcery	fear	0.516	afa afa
helplessness	fear	0.516	enweghị enyemaka
foreboding	fear	0.516	na-ebu amụma
grievous	fear	0.516	dị mwute
plunder	fear	0.516	ịkwakọrọ ihe
exacerbation	fear	0.516	ihe ka njọ
relapse	fear	0.516	nlọghachi azụ
chased	fear	0.516	chụrụ
insidious	fear	0.516	aghụghọ
smite	fear	0.516	tie
detainee	fear	0.516	onye ejidere
suspect	fear	0.516	enyo enyo
shriek	fear	0.516	mkpu
oppress	fear	0.516	emegbu
busted	fear	0.516	gbawara
growl	fear	0.516	tie mkpu
pernicious	fear	0.516	dị egwu
incite	fear	0.516	kpalie
harshness	fear	0.516	obi ọjọọ
fang	fear	0.516	fang
sting	fear	0.516	agba
enforce	fear	0.516	mmanye
conspirator	fear	0.516	onye na-agba izu
darkness	fear	0.516	ọchịchịrị
revulsion	fear	0.516	mkparị
exile	fear	0.516	biri n'ala ọzọ
biopsy	fear	0.516	biopsy
palsy	fear	0.516	kpọnwụrụ akpọnwụ
depression	fear	0.508	ịda mbà n'obi
confinement	fear	0.507	mkpochi
subvert	fear	0.500	ntughari
infarct	fear	0.500	infarct
surrender	fear	0.500	nyefee
prayforme	fear	0.500	kpee ekpere
mistrust	fear	0.500	enweghị ntụkwasị obi
odious	fear	0.500	na-asọ oyi
madden	fear	0.500	ara ara
eeeek	fear	0.500	eeeek
hunting	fear	0.500	ịchụ nta
constraint	fear	0.500	mmachi
suppression	fear	0.500	nkwụsị
alcoholism	fear	0.500	mmanya na-egbu egbu
intolerant	fear	0.500	enweghị ndidi
blob	fear	0.500	blob
cliff	fear	0.500	okwute
frenetic	fear	0.500	frenetic
illegal	fear	0.500	iwu na-akwadoghị
scalpel	fear	0.500	akpụkpọ anụ
downfall	fear	0.500	ọdịda
prohibited	fear	0.500	amachibidoro
suppress	fear	0.500	kpochie
raving	fear	0.500	agụụ
squeamish	fear	0.500	mmuo
instability	fear	0.500	akwusighi ike
vertigo	fear	0.500	vertigo
brute	fear	0.500	obi ọjọọ
sinful	fear	0.500	nmehie
ruined	fear	0.500	mebiri emebi
premeditated	fear	0.500	ebum n'obi
snowmageddon	fear	0.500	snowmageddon
defiance	fear	0.500	nnupụisi
wasp	fear	0.500	ozigbo
towering	fear	0.500	elu
woe	fear	0.491	ahuhu
lash	fear	0.484	ire ere
indefensible	fear	0.484	enweghị nchebe
dismay	fear	0.484	itujo
disgusting	fear	0.484	na-asọ oyi
divorce	fear	0.484	ịgba alụkwaghịm
hate	fear	0.484	ịkpọ asị
freakish	fear	0.484	nke ọhụrụ
sonervous	fear	0.484	obi ike
ambulance	fear	0.484	ụgbọ ihe mberede
rabble	fear	0.484	mmuo
flinch	fear	0.484	tụfuo
palpitations	fear	0.484	obi mgbawa
fiend	fear	0.484	fiend
hallucination	fear	0.484	echiche efu
blackness	fear	0.484	oji
defamation	fear	0.484	nkwulu
intrusion	fear	0.484	ntinye aka
syringe	fear	0.484	sirinji
prejudiced	fear	0.484	ajọ mbunobi
indictment	fear	0.484	ebubo
worrying	fear	0.484	na-echegbu onwe
retard	fear	0.484	laghachi azụ
canthandleit	fear	0.484	canthandleit
insecurity	fear	0.484	enweghị nchebe
ravine	fear	0.484	ndagwurugwu
poaching	fear	0.484	ịchụ nta
cracked	fear	0.484	gbawara
hospital	fear	0.484	ụlọ ọgwụ
slam	fear	0.484	slam
armor	fear	0.484	ihe agha
warrior	fear	0.484	dike
coerce	fear	0.484	mmanye
hearse	fear	0.484	anụ ihe
jumpy	fear	0.484	na-awụlikwa elu
cutting	fear	0.484	ịcha
dishonor	fear	0.484	ihere
perjury	fear	0.484	ịgba akaebe
accusing	fear	0.484	na-ebo ebubo
worse	fear	0.484	njọ
endemic	fear	0.484	endemic
ohno	fear	0.484	ohno
restriction	fear	0.484	mmachi
ravenous	fear	0.484	erimeri
rat	fear	0.484	oke
lion	fear	0.484	ọdụm
shiver	fear	0.484	ịma jijiji
averse	fear	0.483	ịkpọasị
inspection	fear	0.483	nnyocha
sinner	fear	0.483	onye nmehie
despairing	fear	0.474	na-enwe obi nkoropụ
missing	fear	0.474	efu
darken	fear	0.471	gbaa ọchịchịrị
austere	fear	0.470	obi ike
unhealthy	fear	0.469	adịghị mma
revoke	fear	0.469	kagbuo
fret	fear	0.469	iwe iwe
breakdown	fear	0.469	gbarie
superstition	fear	0.469	nkwenkwe ụgha
criticize	fear	0.469	nkatọ
armored	fear	0.469	ejikere
illegality	fear	0.469	iwu na-akwadoghị
overwhelmed	fear	0.469	riri nne
infidelity	fear	0.469	ekwesịghị ntụkwasị obi
thresh	fear	0.469	nzọcha mkpụrụ
scrapie	fear	0.469	scrapie
precipice	fear	0.469	ugwu
idolatry	fear	0.469	ikpere arụsị
depressed	fear	0.469	dara mbà n'obi
subversion	fear	0.469	imebi iwu
asteroid	fear	0.469	asteroid
jaws	fear	0.469	agba
accused	fear	0.469	ebubo
sinking	fear	0.469	imikpu
admonition	fear	0.469	ndụmọdụ
indict	fear	0.469	gosi
quiver	fear	0.469	akụ akụ
startle	fear	0.469	itujo
toothache	fear	0.469	eze mgbu
soulless	fear	0.469	enweghị mkpụrụ obi
foreclose	fear	0.469	igbapu
aftermath	fear	0.469	n'esochi
fierce	fear	0.469	dị egwu
fever	fear	0.469	ahụ ọkụ
intrusive	fear	0.469	ntinye aka
decomposition	fear	0.469	ire ere
nervous	fear	0.469	ụjọ
animosity	fear	0.469	iro
inmate	fear	0.469	onye mkpọrọ
regime	fear	0.469	ọchịchị
spear	fear	0.468	ube
nasty	fear	0.466	obi ojoo
worried	fear	0.466	na-echegbu onwe ya
puma	fear	0.465	puma
thirteenth	fear	0.465	nke iri na atọ
contraband	fear	0.464	ihe mgbochi
insecure	fear	0.461	enweghị ntụkwasị obi
disturbance	fear	0.459	nsogbu
denunciation	fear	0.456	nkatọ
destitute	fear	0.455	dara ogbenye
stigma	fear	0.455	ihere
powerfully	fear	0.454	ike
apprehension	fear	0.453	ụjọ
derogatory	fear	0.453	mkparị
disruption	fear	0.453	nkwụsịtụ
rigor	fear	0.453	siri ike
dinosaur	fear	0.453	dinosaur
rifle	fear	0.453	égbè
illicit	fear	0.453	ezighi ezi
grope	fear	0.453	ikpokọta
howl	fear	0.453	tie mkpu
stranger	fear	0.453	onye ala ọzọ
resisting	fear	0.453	iguzogide
resign	fear	0.453	arụkwaghịm
spasm	fear	0.453	spasm
unspeakable	fear	0.453	ekwughi okwu
quandary	fear	0.453	nsogbu
shrill	fear	0.453	mkpu
penal	fear	0.453	ntaramahụhụ
lockup	fear	0.453	mkpọchi
indoctrination	fear	0.453	indoctrination
restrain	fear	0.453	igbochi
disreputable	fear	0.453	enweghị aha
scold	fear	0.453	mba
wail	fear	0.453	kwaa akwa
omgomgomg	fear	0.453	ogbomgomg
hydrocephalus	fear	0.453	hydrocephalus
warn	fear	0.453	dọọ aka ná ntị
batter	fear	0.453	batter
ohgod	fear	0.453	Chineke
penalty	fear	0.453	ntaramahụhụ
straits	fear	0.453	nsogbu
orphan	fear	0.453	nwa mgbei
urgent	fear	0.450	ngwa ngwa
arraignment	fear	0.450	ikpe
tramp	fear	0.440	tramp
stress	fear	0.439	nrụgide
behemoth	fear	0.439	behemoth
accidental	fear	0.438	mberede
dominate	fear	0.438	achị
cabal	fear	0.438	cabal
accuser	fear	0.438	onye nkwubo
debacle	fear	0.438	imebi
perverse	fear	0.438	agbagọ
looming	fear	0.438	na-achọsi ike
yell	fear	0.438	tie mkpu
forfeiture	fear	0.438	nkwụsị
infirmity	fear	0.438	adịghị ike
expel	fear	0.438	ịchụpụ
probation	fear	0.438	nnwale
falter	fear	0.438	daa
tribunal	fear	0.438	ụlọ ikpe
atrophy	fear	0.438	atrophy
aghhh	fear	0.438	ahuhu
bewildered	fear	0.438	gbagwojuru anya
asp	fear	0.438	asp
mace	fear	0.438	nwanyi
wince	fear	0.438	merie
concealed	fear	0.438	zoro ezo
indomitable	fear	0.438	enweghi ike imeri
illegitimate	fear	0.438	ezighi ezi
stripped	fear	0.438	yipu
unprepared	fear	0.438	adịghị njikere
entangled	fear	0.438	gbakọrọ ọnụ
coldsweat	fear	0.438	oyi oyi
dentists	fear	0.438	ndị dọkịta ezé
predicament	fear	0.438	nsogbu
rheumatism	fear	0.438	rheumatism
displaced	fear	0.438	chụpụrụ
dislocated	fear	0.438	agbapụ
prick	fear	0.438	tuo
targeting	fear	0.438	ezubere iche
obstruct	fear	0.438	igbochi
gasping	fear	0.438	na-eku ume
scarcity	fear	0.438	ụkọ
irreconcilable	fear	0.438	enweghi ike imekorita
impermeable	fear	0.438	enweghị ike ime ya
broke	fear	0.438	mebiri
halting	fear	0.435	ịkwụsị
mysterious	fear	0.435	ihe omimi
insulting	fear	0.435	mkparị
rebels	fear	0.435	ndị nnupụisi
repulsion	fear	0.431	nchupu
glare	fear	0.430	onwunwu
punitive	fear	0.425	ntaramahụhụ
sordid	fear	0.425	dị nro
stake	fear	0.423	osisi
tempest	fear	0.423	oké ifufe
deleterious	fear	0.422	na-emebi emebi
reticent	fear	0.422	reticent
stresses	fear	0.422	nrụgide
fainting	fear	0.422	na-ada mbà
offense	fear	0.422	iwe
extrajudicial	fear	0.422	extra ikpe
delusion	fear	0.422	aghụghọ
thumping	fear	0.422	na-akụtu
lament	fear	0.422	kwaa akwa
depress	fear	0.422	ịda mbà n'obi
usurped	fear	0.422	ejigidere
bigot	fear	0.422	nnukwu
hydra	fear	0.422	hydra
stressin	fear	0.422	nrụgide
coyote	fear	0.422	oyibo
wilderness	fear	0.422	ozara
infamous	fear	0.422	aha ọjọọ
troll	fear	0.422	troll
dissident	fear	0.422	dissist
unnatural	fear	0.422	ekwekọghị n'okike
disappear	fear	0.422	pụọ
bayonet	fear	0.422	bayonet
depresson	fear	0.422	ịda mbà n'obi
anathema	fear	0.422	anathema
steal	fear	0.422	izu ohi
publicspeaking	fear	0.422	ikwu okwu ọha
burdensome	fear	0.422	ibu arọ
bier	fear	0.422	igwe
prowl	fear	0.422	ịkwaga
ultimatum	fear	0.422	ultimatum
varicella	fear	0.422	varicella
suspension	fear	0.422	nkwusioru
unsteady	fear	0.422	na-eguzosighị ike
heathen	fear	0.422	ndị ọgọ mmụọ
alien	fear	0.422	ọbịa
adversity	fear	0.418	ahụhụ
ineptitude	fear	0.417	enweghị uche
outsider	fear	0.413	onye ozo
ugliness	fear	0.410	jọrọ njọ
immoral	fear	0.410	omume rụrụ arụ
vulture	fear	0.410	udele
ghetto	fear	0.406	ghetto
nausea	fear	0.406	ọgbụgbọ
weakly	fear	0.406	adịghị ike
penance	fear	0.406	nchegharị
distressed	fear	0.406	obi mgbawa
dominant	fear	0.406	na-achị
disallowed	fear	0.406	anabataghị
recklessness	fear	0.406	enweghị uche
insolvent	fear	0.406	akwụghị ụgwọ
wary	fear	0.406	ịkpachara anya
scar	fear	0.406	ọnya
ohdear	fear	0.406	oo, ezigbo
drones	fear	0.406	drones
tearful	fear	0.406	anya mmiri
stretcher	fear	0.406	ihe ndọta
stressing	fear	0.406	na-emesi ike
omnipotence	fear	0.406	ike nile
rubble	fear	0.406	mkpọmkpọ ebe
escape	fear	0.406	mgbapụ
whimper	fear	0.406	ịhịa aka n'ahụ
dismissal	fear	0.406	nchụpụ
screech	fear	0.406	sreek
resection	fear	0.406	resection
disorder	fear	0.406	ọgba aghara
possession	fear	0.406	ihe onwunwe
claw	fear	0.406	nkàrà
blackout	fear	0.406	ịgbanyụ ọkụ
squall	fear	0.406	squall
disabled	fear	0.406	nkwarụ
deport	fear	0.406	mbula
disgust	fear	0.406	ịkpọasị
stressful	fear	0.406	na-akpata nrụgide
socialism	fear	0.405	socialism
conspiracy	fear	0.400	izu nzuzo
toughness	fear	0.400	ike
defection	fear	0.398	nruhie
absence	fear	0.396	enweghị
moan	fear	0.394	asụ ude
crusade	fear	0.392	crusade
overt	fear	0.391	kpochapuru
whatdoido	fear	0.391	Kedu ihe m ga-eme
refutation	fear	0.391	nkwuputa
descent	fear	0.391	mgbada
reject	fear	0.391	jụ
suspicion	fear	0.391	nrutuaka
exigent	fear	0.391	dị ụtọ
concealment	fear	0.391	nzuzo
xanax	fear	0.391	xanax
cleave	fear	0.391	mgbawa
diagnosis	fear	0.391	nchoputa
separation	fear	0.391	nkewa
spaz	fear	0.391	spaz
musket	fear	0.391	musket
brimstone	fear	0.391	brimstone
repellent	fear	0.391	nke na-asọ oyi
discrimination	fear	0.391	ịkpa oke
unrest	fear	0.391	ọgba aghara
insolvency	fear	0.391	insolvency
submission	fear	0.391	nrubeisi
mental	fear	0.391	nke uche
scarecrow	fear	0.391	ujo
snare	fear	0.391	ọnyà
unemployed	fear	0.391	enweghị ọrụ
stifled	fear	0.391	akpọchi
procedure	fear	0.391	usoro
excitation	fear	0.391	mkpali
cyst	fear	0.391	cyst
avoiding	fear	0.391	na-ezere
lose	fear	0.391	tụfuo
nervy	fear	0.391	ụjọ
gulp	fear	0.391	gopu
conquer	fear	0.391	merie
dubious	fear	0.391	na-enyo enyo
hardened	fear	0.391	agbasie ike
radon	fear	0.391	radon
urgency	fear	0.391	ngwa ngwa
theocratic	fear	0.391	ọchịchị Chineke
poverty	fear	0.391	ịda ogbenye
throb	fear	0.388	iti aka
outcast	fear	0.388	achupu
orc	fear	0.388	orc
disapprove	fear	0.380	anabataghị
dontpanic	fear	0.378	atụna ụjọ
withdrawals	fear	0.377	ndọrọ ego
plea	fear	0.377	arịrịọ
expose	fear	0.375	ikpughe
edict	fear	0.375	iwu
frigate	fear	0.375	frigate
bunker	fear	0.375	bonka
obligor	fear	0.375	mmanye
suspected	fear	0.375	enyo enyo
interrogate	fear	0.375	gbara ajụjụ ọnụ
escaped	fear	0.375	gbapụrụ
flu	fear	0.375	flu
ocd	fear	0.375	ocd
taunt	fear	0.375	ịkwa emo
sultan	fear	0.375	sultan
bad	fear	0.375	ọjọọ
bankrupt	fear	0.375	odida
psychological	fear	0.375	uche
dentistry	fear	0.375	dọkịta eze
chimera	fear	0.375	chimera
sneaking	fear	0.375	na-ezoro ezo
nauseous	fear	0.375	ọgbụgbọ
barricade	fear	0.375	ihe mgbochi
locust	fear	0.375	igurube
dissolution	fear	0.375	mgbasa
misconception	fear	0.375	echiche na-ezighi ezi
embarrassment	fear	0.375	ihere
chasm	fear	0.375	chasm
grieve	fear	0.375	iru uju
khan	fear	0.375	khan
coldness	fear	0.375	oyi
kerosene	fear	0.375	mmanụ ọkụ
antsy	fear	0.375	ntụsara ahụ
mentalhealth	fear	0.375	ahụike uche
obi	fear	0.375	obi
pressure	fear	0.375	nrụgide
military	fear	0.375	agha
whirlpool	fear	0.375	mmiri iyi
repellant	fear	0.373	onye na-achụgharị
unknown	fear	0.369	amaghị
pare	fear	0.367	oke
jealousy	fear	0.365	ekworo
formidable	fear	0.359	dị egwu
desert	fear	0.359	ọzara
cautionary	fear	0.359	ịdọ aka ná ntị
onedge	fear	0.359	otu
jaundice	fear	0.359	jaundice
pessimism	fear	0.359	enweghị nchekwube
recurring	fear	0.359	ugboro ugboro
difficult	fear	0.359	siri ike
concerned	fear	0.359	nchegbu
consternation	fear	0.359	mgbagwoju anya
bottomless	fear	0.359	enweghi ike
revolution	fear	0.359	mgbanwe
stint	fear	0.359	nkeji
government	fear	0.359	ọchịchị
bankruptcy	fear	0.359	odida ego
timid	fear	0.359	ihere
contempt	fear	0.359	nlelị
warned	fear	0.359	dọrọ aka ná ntị
measles	fear	0.359	measles
rejects	fear	0.359	na-ajụ
sectarian	fear	0.359	òtù nzuzo
headaches	fear	0.359	isi ọwụwa
dart	fear	0.359	dat
sortie	fear	0.359	ụdị
wasting	fear	0.359	imefusị ihe
conquest	fear	0.359	mmeri
depreciation	fear	0.359	mbelata ọnụ ahịa
mournful	fear	0.359	iru uju
mandamus	fear	0.359	mandamus
spike	fear	0.359	ọgọ
cur	fear	0.359	kwara
burke	fear	0.359	burke
rebel	fear	0.359	nnupụisi
exam	fear	0.359	ule
anomaly	fear	0.359	anomaly
mug	fear	0.359	iko
constrain	fear	0.358	mmachi
languishing	fear	0.358	na-ata ahụhụ
bane	fear	0.356	bane
impeach	fear	0.354	impeach
warden	fear	0.354	onye nche
adverse	fear	0.352	ọjọọ
lawyer	fear	0.349	onye ọka iwu
libel	fear	0.348	nkwutọ
retrenchment	fear	0.345	retrenchment
imminent	fear	0.345	dị nso
shame	fear	0.344	ihere
avoidance	fear	0.344	zere
shortage	fear	0.344	ụkọ
opium	fear	0.344	opium
swerve	fear	0.344	itughari
evade	fear	0.344	gbanarị
servile	fear	0.344	eje ozi
pest	fear	0.344	pesti
hesitation	fear	0.344	igbu oge
loneliness	fear	0.344	owu ọmụma
discipline	fear	0.344	ịdọ aka ná ntị
fanaticism	fear	0.344	fanaticism
sorrow	fear	0.344	mwute
hiss	fear	0.344	ito
belittle	fear	0.344	eleda
knell	fear	0.344	gbue ikpere n'ala
contentious	fear	0.344	na-ese okwu
bearish	fear	0.344	bearish
opposed	fear	0.344	megidere
launches	fear	0.344	malite
taboo	fear	0.344	taboo
cutter	fear	0.344	cutter
defy	fear	0.344	megidere
unjustifiable	fear	0.344	na-ezighị ezi
parachute	fear	0.344	parachute
eel	fear	0.344	eel
psych	fear	0.344	psych
aaaaaaah	fear	0.344	aaaaaaa
verdict	fear	0.344	ikpe
mri	fear	0.344	mri
shaky	fear	0.344	maa jijiji
resistant	fear	0.344	na-eguzogide ọgwụ
obstacle	fear	0.344	ihe mgbochi
reckless	fear	0.344	akpachapụghị anya
recession	fear	0.344	nlaazu
disrespectful	fear	0.343	enweghị nkwanye ùgwù
phalanx	fear	0.342	phalanx
creature	fear	0.340	ihe e kere eke
specter	fear	0.331	nlegharị anya
mortgage	fear	0.331	nnyefe
enigmatic	fear	0.329	enigmatic
supremacy	fear	0.328	elu
bugaboo	fear	0.328	bugaboo
defendant	fear	0.328	onye ebubo
feeling	fear	0.328	mmetụta
ethereal	fear	0.328	ethereal
undesirable	fear	0.328	na-achọghị
mishap	fear	0.328	ihe ojoo
outpost	fear	0.328	outpost
weirdo	fear	0.328	weirdo
caution	fear	0.328	ịkpachara anya
spillin	fear	0.328	ifesa
dike	fear	0.328	dike
dominion	fear	0.328	ọchịchị
wimp	fear	0.328	wimp
quash	fear	0.328	kpochapu
subordinate	fear	0.328	nọ n'okpuru
shank	fear	0.328	nkpu
remove	fear	0.328	wepụ
senseless	fear	0.328	enweghị isi
shutdown	fear	0.328	mechie
gametime	fear	0.328	oge egwuregwu
uhoh	fear	0.328	uhoh
loom	fear	0.328	loom
police	fear	0.328	uwe ojii
wrongly	fear	0.328	ezighi ezi
unlucky	fear	0.328	enweghi ihu ọma
gladiator	fear	0.328	gladiator
adrift	fear	0.328	iduhie
hives	fear	0.328	hives
smut	fear	0.328	smut
encumbrance	fear	0.328	nnabata
unsettled	fear	0.327	edozighi
scarce	fear	0.327	ụkọ
antisocial	fear	0.324	imegide ọha
astray	fear	0.320	kpafuo
vigilant	fear	0.319	mụrụ anya
socialist	fear	0.318	onye na-elekọta mmadụ
halter	fear	0.318	nkwụsị
pessimist	fear	0.317	enweghị nchekwube
pacing	fear	0.316	pacing
wimpy	fear	0.312	wimpy
clinical	fear	0.312	ụlọ ọgwụ
blight	fear	0.312	ọria
muzzle	fear	0.312	imipu
ahhhhhhhh	fear	0.312	ahhhhhhh
therapist	fear	0.312	therapist
laxative	fear	0.312	laxative
obsessing	fear	0.312	na-ahụ anya
seclusion	fear	0.312	iche
foreigner	fear	0.312	onye mba ọzọ
dentist	fear	0.312	dọkịta eze
chargeable	fear	0.312	chajị
deadline	fear	0.312	oge imecha
uneasy	fear	0.312	ahụ erughị ala
valium	fear	0.312	valịọm
powerful	fear	0.312	ike
opponent	fear	0.312	onye mmegide
ordnance	fear	0.312	ngwa
cram	fear	0.312	cram
unexpected	fear	0.312	na-atụghị anya ya
thorny	fear	0.312	ogwu
discontinuity	fear	0.312	nkwụsị
conspire	fear	0.312	agba izu
collusion	fear	0.312	njikọ aka
litigate	fear	0.312	ikpe ikpe
unkind	fear	0.312	adịghị obiọma
whirlwind	fear	0.312	oké ifufe
nether	fear	0.312	abaghikwa
trickery	fear	0.312	aghụghọ
bewilderment	fear	0.312	mgbagwoju anya
overthinking	fear	0.309	na-eche oke echiche
doubts	fear	0.308	obi abụọ
seriousness	fear	0.305	mkpa
irrational	fear	0.305	enweghị uche
erase	fear	0.303	kpochapu
teasing	fear	0.303	njakịrị
razor	fear	0.303	aguba
sweating	fear	0.298	ọsụsọ
mage	fear	0.297	mage
giant	fear	0.297	ibu
weighty	fear	0.297	arọ
warning	fear	0.297	ịdọ aka ná ntị
avoid	fear	0.297	zere
inflation	fear	0.297	onu oriri
mislead	fear	0.297	eduhie
adjudicate	fear	0.297	kpee ikpe
endless	fear	0.297	adịghị agwụ agwụ
deflation	fear	0.297	deflation
depreciated	fear	0.297	dara ọnụ ahịa
bitch	fear	0.297	Anụ ọhịa
swamp	fear	0.297	apiti
bale	fear	0.297	bale
dashed	fear	0.297	daapu
crouching	fear	0.297	ịmakpu
flounder	fear	0.297	ndagharị
hide	fear	0.297	zoo
reluctant	fear	0.297	na-ala azụ
unsurpassed	fear	0.297	enweghị atụ
medical	fear	0.297	ọgwụ
timidity	fear	0.297	ihere
auditor	fear	0.297	onye nyocha
deluge	fear	0.287	iju mmiri
disinformation	fear	0.286	mgbasa ozi
court	fear	0.284	ụlọ ikpe
aversion	fear	0.283	ịkpọasị
cartridge	fear	0.281	katrij
unfriendly	fear	0.281	enweghị enyi
cautious	fear	0.281	kpachara anya
surveillance	fear	0.281	onyunyo
yelp	fear	0.281	agba
confusion	fear	0.281	mgbagwoju anya
apache	fear	0.281	apache
flying	fear	0.281	na-efe efe
submitting	fear	0.281	nrubeisi
discourage	fear	0.281	daa mba
rush	fear	0.281	ọsọ ọsọ
fortress	fear	0.281	ebe ewusiri ike
dwarfed	fear	0.281	dwarfed
challenge	fear	0.281	ịma aka
notready	fear	0.281	adịchaghị njikere
wan	fear	0.281	wan
mistaken	fear	0.281	ihie ụzọ
hurryup	fear	0.281	mee ọsọ ọsọ
swelling	fear	0.281	ọzịza
oncoming	fear	0.281	na-abata
remains	fear	0.281	foduru
unruly	fear	0.281	na-adịghị akwụwa aka ọtọ
bigoted	fear	0.281	onye ukwu
intense	fear	0.279	siri ike
noncompliance	fear	0.276	ekweghiekwe
alerts	fear	0.276	ọkwa
planes	fear	0.274	ụgbọ elu
