English Word	Emotion	Emotion-Intensity-Score	Punjabi Word
homesweethome	joy	0.826	ਘਰ ਪਿਆਰਾ ਘਰ
thankyougod	joy	0.824	ਵਾਹਿਗੁਰੂ ਦਾ ਧੰਨਵਾਦ
marvelous	joy	0.824	ਸ਼ਾਨਦਾਰ
laughter	joy	0.824	ਹਾਸਾ
goodmood	joy	0.819	ਚੰਗਾ ਮੂਡ
goodness	joy	0.818	ਚੰਗਿਆਈ
excellence	joy	0.818	ਉੱਤਮਤਾ
sensational	joy	0.818	ਸਨਸਨੀਖੇਜ਼
joys	joy	0.818	ਖੁਸ਼ੀਆਂ
delightful	joy	0.818	ਅਨੰਦਦਾਇਕ
excited	joy	0.818	ਉਤਸ਼ਾਹਿਤ
rejoicing	joy	0.818	ਖੁਸ਼ੀ
happyheart	joy	0.818	ਖੁਸ਼ਦਿਲ
celebratory	joy	0.818	ਜਸ਼ਨ
greatful	joy	0.816	ਮਹਾਨ
jovial	joy	0.814	ਮਜ਼ੇਦਾਰ
rejoice	joy	0.812	ਖੁਸ਼ੀ
splendid	joy	0.812	ਸ਼ਾਨਦਾਰ
enjoy	joy	0.812	ਆਨੰਦ ਮਾਣੋ
smiley	joy	0.812	ਸਮਾਈਲੀ
glorious	joy	0.812	ਸ਼ਾਨਦਾਰ
victorious	joy	0.812	ਜੇਤੂ
lovemaking	joy	0.812	ਪਿਆਰ ਬਣਾਉਣਾ
bonanza	joy	0.812	ਬੋਨਾਂਜ਼ਾ
greatday	joy	0.812	ਮਹਾਨ ਦਿਨ
excellent	joy	0.812	ਸ਼ਾਨਦਾਰ
goodtimes	joy	0.811	ਚੰਗੇ ਸਮੇਂ
whatmakesmesmile	joy	0.811	ਕੀ ਮੁਸਕਰਾਉਂਦਾ ਹੈ
happyday	joy	0.809	ਖੁਸ਼ੀ ਦਾ ਦਿਨ
myfavorite	joy	0.804	ਮੇਰੀ ਪਸੰਦੀਦਾ
thankyoulord	joy	0.803	ਧੰਨਵਾਦ ਪ੍ਰਭੂ
gladness	joy	0.803	ਖੁਸ਼ੀ
yayyy	joy	0.803	yayyyy
yeahhhh	joy	0.803	yeahhhh
pleasure	joy	0.803	ਖੁਸ਼ੀ
giggle	joy	0.802	ਹੱਸਣਾ
happier	joy	0.797	ਵਧੇਰੇ ਖੁਸ਼
lovemylife	joy	0.797	lovemylife
magnificence	joy	0.797	ਮਹਿਮਾ
happytweet	joy	0.797	happytweet
lovinlife	joy	0.797	ਪਿਆਰ ਦੀ ਜ਼ਿੰਦਗੀ
yesss	joy	0.797	ਹਾਂ
dancing	joy	0.797	ਨੱਚਣਾ
success	joy	0.797	ਸਫਲਤਾ
grateful	joy	0.789	ਧੰਨਵਾਦੀ
amuse	joy	0.788	ਮਨੋਰੰਜਨ
splendor	joy	0.788	ਸ਼ਾਨ
happy	joy	0.788	ਖੁਸ਼
fun	joy	0.788	ਮਜ਼ੇਦਾਰ
giggling	joy	0.781	ਹੱਸਣਾ
glad	joy	0.781	ਖੁਸ਼
glorify	joy	0.781	ਵਡਿਆਈ
radiant	joy	0.781	ਚਮਕਦਾਰ
beautiful	joy	0.781	ਸੁੰਦਰ
solucky	joy	0.781	ਸੰਜੀਦਾ
sothankful	joy	0.781	ਬਹੁਤ ਸ਼ੁਕਰਗੁਜ਼ਾਰ
enchanted	joy	0.781	ਮੋਹਿਤ
romance	joy	0.779	ਰੋਮਾਂਸ
perfection	joy	0.779	ਸੰਪੂਰਨਤਾ
christmassy	joy	0.779	ਕ੍ਰਿਸਮਸ
heavens	joy	0.779	ਸਵਰਗ
thrilling	joy	0.776	ਰੋਮਾਂਚਕ
lovable	joy	0.773	ਪਿਆਰਾ
congrats	joy	0.773	ਵਧਾਈਆਂ
fiesta	joy	0.773	ਤਿਉਹਾਰ
entertain	joy	0.773	ਮਨੋਰੰਜਨ
happyvalentinesday	joy	0.773	ਪ੍ਰੇਮ ਦਿਹਾੜਾ ਮੁਬਾਰਕ
miraculous	joy	0.773	ਚਮਤਕਾਰੀ
cheers	joy	0.773	ਚੀਅਰਸ
cheered	joy	0.773	ਖੁਸ਼ ਕੀਤਾ
positivity	joy	0.773	ਸਕਾਰਾਤਮਕਤਾ
funday	joy	0.772	ਫੰਡਡੇ
enjoying	joy	0.771	ਆਨੰਦ ਮਾਣ ਰਿਹਾ ਹੈ
lifeisgood	joy	0.766	ਜੀਵਨ ਚੰਗਾ
amused	joy	0.766	ਮਜ਼ੇਦਾਰ
goodfeeling	joy	0.766	ਚੰਗਾ ਅਹਿਸਾਸ
christmasspirit	joy	0.766	ਕ੍ਰਿਸਮਸ ਦੀ ਆਤਮਾ
cuddling	joy	0.766	ਗਲਵੱਕੜੀ ਪਾਉਣਾ
smiles	joy	0.766	ਮੁਸਕਰਾਹਟ
sosweet	joy	0.766	ਕਿੰਨਾ ਪਿਆਰਾ
thebest	joy	0.766	ਸੱਬਤੋਂ ਉੱਤਮ
party	joy	0.765	ਪਾਰਟੀ
delight	joy	0.765	ਖੁਸ਼ੀ
orgasm	joy	0.765	orgasm
positive	joy	0.761	ਸਕਾਰਾਤਮਕ
sweetheart	joy	0.758	ਪਿਆਰੇ
enlighten	joy	0.758	ਗਿਆਨ ਦੇਣਾ
cheerfulness	joy	0.758	ਪ੍ਰਸੰਨਤਾ
miracles	joy	0.758	ਚਮਤਕਾਰ
giddy	joy	0.757	ਘਬਰਾਹਟ
christmastime	joy	0.757	ਕ੍ਰਿਸਮਸ ਟਾਈਮ
gratify	joy	0.750	ਸੰਤੁਸ਼ਟ ਕਰਨਾ
greatness	joy	0.750	ਮਹਾਨਤਾ
friendliness	joy	0.750	ਦੋਸਤੀ
blessings	joy	0.750	ਅਸੀਸਾਂ
laughs	joy	0.750	ਹੱਸਦਾ ਹੈ
tistheseason	joy	0.750	tisthes ਸੀਜ਼ਨ
smile	joy	0.750	ਮੁਸਕਰਾਹਟ
pleasing	joy	0.750	ਪ੍ਰਸੰਨ
romantic	joy	0.750	ਰੋਮਾਂਟਿਕ
happyholidays	joy	0.750	ਛੁੱਟੀਆਂ ਮੁਬਾਰਕ
frolic	joy	0.748	ਵਿਰਲਾਪ
jubilee	joy	0.742	ਜੁਬਲੀ
miracle	joy	0.742	ਚਮਤਕਾਰ
enthusiasm	joy	0.742	ਉਤਸ਼ਾਹ
selflove	joy	0.742	ਆਪਣੇ ਆਪ ਨੂੰ ਪਿਆਰ
triumph	joy	0.742	ਜਿੱਤ
magical	joy	0.742	ਜਾਦੂਈ
rewarding	joy	0.742	ਫਲਦਾਇਕ
goodvibes	joy	0.742	ਚੰਗੀ ਭਾਵਨਾਵਾਂ
positiveenergy	joy	0.742	ਸਕਾਰਾਤਮਕ ਊਰਜਾ
feelgood	joy	0.736	ਚੰਗਾ ਮਹਿਸੂਸ
prosperity	joy	0.735	ਖੁਸ਼ਹਾਲੀ
behappy	joy	0.734	ਖੁਸ਼ ਰਵੋ
admiration	joy	0.734	ਪ੍ਰਸ਼ੰਸਾ
passionate	joy	0.734	ਭਾਵੁਕ
goodday	joy	0.734	ਚੰਗਾ ਦਿਨ
luxurious	joy	0.734	ਆਲੀਸ਼ਾਨ
tgif	joy	0.734	tgif
victory	joy	0.734	ਜਿੱਤ
feelinggood	joy	0.734	ਚੰਗਾ ਲੱਗ ਰਿਹਾ ਹੈ
enchant	joy	0.734	ਮੋਹਿਤ
greatnight	joy	0.734	ਮਹਾਨ ਰਾਤ
vivacious	joy	0.734	ਜੋਸ਼ਦਾਰ
glorification	joy	0.733	ਵਡਿਆਈ
sing	joy	0.729	ਗਾਓ
glowing	joy	0.729	ਚਮਕਦਾਰ
yessss	joy	0.728	ਹਾਂ
fulfillment	joy	0.728	ਪੂਰਤੀ
breathtaking	joy	0.728	ਸਾਹ ਲੈਣ ਵਾਲਾ
thankful	joy	0.727	ਧੰਨਵਾਦੀ
cheery	joy	0.727	ਖੁਸ਼ੀ
santa	joy	0.727	ਸੰਤਾ
hurrah	joy	0.727	ਹੁਰੇ
christmasbreak	joy	0.727	ਕ੍ਰਿਸਮਸ ਬ੍ਰੇਕ
win	joy	0.727	ਜਿੱਤ
atpeace	joy	0.727	ਐਟਪੀਸ
award	joy	0.727	ਪੁਰਸਕਾਰ
merry	joy	0.727	ਖੁਸ਼ੀ
inspiration	joy	0.725	ਪ੍ਰੇਰਨਾ
radiance	joy	0.725	ਚਮਕ
pleased	joy	0.725	ਖੁਸ਼
uplift	joy	0.723	ਉਥਾਨ
optimistic	joy	0.723	ਆਸ਼ਾਵਾਦੀ
heaven	joy	0.721	ਸਵਰਗ
lucky	joy	0.721	ਖੁਸ਼ਕਿਸਮਤ
godisgreat	joy	0.721	ਰੱਬ ਮਹਾਨ ਹੈ
holidays	joy	0.721	ਛੁੱਟੀਆਂ
thrill	joy	0.721	ਰੋਮਾਂਚ
congratulatory	joy	0.719	ਵਧਾਈ
thriving	joy	0.719	ਸੰਪੰਨ
amusement	joy	0.719	ਮਨੋਰੰਜਨ
perfect	joy	0.719	ਸੰਪੂਰਣ
lover	joy	0.719	ਪ੍ਰੇਮੀ
xmas	joy	0.719	ਕ੍ਰਿਸਮਸ
heartfelt	joy	0.719	ਦਿਲੋਂ
utopian	joy	0.719	ਯੂਟੋਪੀਅਨ
lovely	joy	0.719	ਪਿਆਰਾ
harmony	joy	0.719	ਸਦਭਾਵਨਾ
praising	joy	0.719	ਪ੍ਰਸ਼ੰਸਾ
brighten	joy	0.719	ਚਮਕਾਉਣਾ
luckiest	joy	0.712	ਸਭ ਤੋਂ ਖੁਸ਼ਕਿਸਮਤ
merrychristmas	joy	0.712	ਮੇਰੀ ਕਰਿਸਮਸ
magic	joy	0.712	ਜਾਦੂ
achievement	joy	0.712	ਪ੍ਰਾਪਤੀ
yay	joy	0.712	ਹਾਂ
holiday	joy	0.712	ਛੁੱਟੀ
treasures	joy	0.712	ਖਜ਼ਾਨੇ
luxury	joy	0.712	ਲਗਜ਼ਰੀ
bestfeeling	joy	0.712	ਵਧੀਆ ਭਾਵਨਾ
intimate	joy	0.710	ਗੂੜ੍ਹਾ
soblessed	joy	0.706	ਸ਼ਾਂਤ
yaaay	joy	0.706	yaaay
rave	joy	0.706	ਰੌਲਾ
chuckle	joy	0.706	ਹੱਸਣਾ
proud	joy	0.704	ਮਾਣ
winning	joy	0.703	ਜਿੱਤ
cherish	joy	0.703	ਪਾਲਨਾ
goodnews	joy	0.703	ਖ਼ੁਸ਼ ਖ਼ਬਰੀ
fuckyeah	joy	0.703	fuckyeah
optimism	joy	0.703	ਆਸ਼ਾਵਾਦ
amazingly	joy	0.703	ਹੈਰਾਨੀਜਨਕ
lovelife	joy	0.703	ਪਿਆਰ ਵਾਲੀ ਜਿਂਦਗੀ
truelove	joy	0.703	ਸੱਚਾ ਪਿਆਰ
beautification	joy	0.703	ਸੁੰਦਰਤਾ
satisfying	joy	0.703	ਸੰਤੁਸ਼ਟੀਜਨਕ
appreciates	joy	0.703	ਕਦਰ ਕਰਦਾ ਹੈ
cuddled	joy	0.703	ਗਲਵੱਕੜੀ ਪਾਈ
goodlife	joy	0.703	ਚੰਗਾ ਜੀਵਨ
gooood	joy	0.703	ਚੰਗਾ
sweetest	joy	0.703	ਸਭ ਤੋਂ ਮਿੱਠਾ
yaay	joy	0.700	yaay
entertained	joy	0.700	ਮਨੋਰੰਜਨ ਕੀਤਾ
excite	joy	0.697	ਉਤੇਜਿਤ
newbeginnings	joy	0.693	ਨਵੀਂ ਸ਼ੁਰੂਆਤ
praisejesus	joy	0.691	ਪ੍ਰਸ਼ੰਸਾ
birthday	joy	0.691	ਜਨਮਦਿਨ
greatfriends	joy	0.688	ਮਹਾਨ ਦੋਸਤ
adoration	joy	0.688	ਪੂਜਾ
godsend	joy	0.688	ਦੇਵਤੇ
favorite	joy	0.688	ਪਸੰਦੀਦਾ
content	joy	0.688	ਸਮੱਗਰੀ
entertaining	joy	0.688	ਮਨੋਰੰਜਕ
honored	joy	0.688	ਸਨਮਾਨਿਤ ਕੀਤਾ
metime	joy	0.688	metime
exquisite	joy	0.688	ਨਿਹਾਲ
holidayseason	joy	0.688	ਛੁੱਟੀਆਂ ਦਾ ਮੌਸਮ
thankyoujesus	joy	0.688	ਧੰਨਵਾਦ ਜੀਸਸ
angelic	joy	0.688	ਦੂਤ
goodhealth	joy	0.682	ਚੰਗੀ ਸਿਹਤ
majestic	joy	0.682	ਸ਼ਾਨਦਾਰ
luscious	joy	0.682	ਸੁਹਾਵਣਾ
memoriesiwontforget	joy	0.682	ਯਾਦਾਂ ਭੁੱਲਣੀਆਂ ਨਹੀਂ
bestfriends	joy	0.682	ਸਭਤੋਂ ਅੱਛੇ ਦੋਸਤ
precious	joy	0.682	ਕੀਮਤੀ
appreciated	joy	0.682	ਸ਼ਲਾਘਾ ਕੀਤੀ
exaltation	joy	0.682	ਉੱਚਾ
smiled	joy	0.682	ਮੁਸਕਰਾਇਆ
brightens	joy	0.682	ਚਮਕਾਉਂਦਾ ਹੈ
tranquility	joy	0.679	ਸ਼ਾਂਤੀ
marry	joy	0.676	ਵਿਆਹ
embrace	joy	0.676	ਗਲੇ ਲਗਾਓ
positively	joy	0.676	ਸਕਾਰਾਤਮਕ ਤੌਰ 'ਤੇ
grin	joy	0.672	ਮੁਸਕੁਰਾਉਣਾ
hug	joy	0.672	ਜੱਫੀ
hilarious	joy	0.672	ਪ੍ਰਸੰਨ
dearest	joy	0.672	ਸਭ ਤੋਂ ਪਿਆਰਾ
contentment	joy	0.672	ਸੰਤੁਸ਼ਟੀ
accomplished	joy	0.672	ਪੂਰਾ ਕੀਤਾ
relaxation	joy	0.672	ਆਰਾਮ
bday	joy	0.672	ਜਨਮ ਦਿਨ
enliven	joy	0.672	ਜੀਵਿਤ
weeeee	joy	0.672	weeeee
giggles	joy	0.672	ਹੱਸਦਾ ਹੈ
fulfilled	joy	0.667	ਪੂਰਾ ਕੀਤਾ
bountiful	joy	0.667	ਭਰਪੂਰ
victor	joy	0.667	ਜੇਤੂ
adore	joy	0.667	ਪਿਆਰ ਕਰਨਾ
boisterous	joy	0.667	ਹੁਸ਼ਿਆਰ
fulfill	joy	0.664	ਪੂਰਾ ਕਰੋ
cuddles	joy	0.662	ਗਲਵੱਕੜੀ
prosperous	joy	0.660	ਖੁਸ਼ਹਾਲ
appreciation	joy	0.656	ਪ੍ਰਸ਼ੰਸਾ
serenity	joy	0.656	ਸ਼ਾਂਤੀ
happynewyear	joy	0.656	ਨਵਾ ਸਾਲ ਮੁਬਾਰਕ
humor	joy	0.656	ਹਾਸੇ
satisfy	joy	0.656	ਸੰਤੁਸ਼ਟ ਕਰੋ
besties	joy	0.656	ਸਾਥੀ
encouraged	joy	0.656	ਉਤਸ਼ਾਹਿਤ ਕੀਤਾ
captivate	joy	0.656	ਮਨਮੋਹਕ
christmaseve	joy	0.656	ਕ੍ਰਿਸਮਿਸ ਤੋਂ ਪਹਿਲਾਂ
glow	joy	0.656	ਗਲੋ
romanticism	joy	0.656	ਰੋਮਾਂਟਿਕਵਾਦ
innerpeace	joy	0.656	ਅੰਦਰੂਨੀ ਸ਼ਾਂਤੀ
pleasant	joy	0.656	ਸੁਹਾਵਣਾ
praises	joy	0.652	ਪ੍ਰਸ਼ੰਸਾ
abundance	joy	0.652	ਭਰਪੂਰਤਾ
fortunes	joy	0.652	ਕਿਸਮਤ
engaged	joy	0.652	ਲੱਗੇ
praised	joy	0.652	ਪ੍ਰਸ਼ੰਸਾ ਕੀਤੀ
relaxing	joy	0.652	ਆਰਾਮਦਾਇਕ
treasure	joy	0.652	ਖਜ਼ਾਨਾ
satisfaction	joy	0.652	ਸੰਤੁਸ਼ਟੀ
nothingbetter	joy	0.647	ਕੁਝ ਵੀ ਬਿਹਤਰ ਨਹੀਂ
affection	joy	0.647	ਪਿਆਰ
relieved	joy	0.647	ਰਾਹਤ
complement	joy	0.647	ਸਹਾਇਕਣ
carnival	joy	0.643	ਕਾਰਨੀਵਲ
priceless	joy	0.641	ਅਨਮੋਲ
uplifting	joy	0.641	ਉੱਚਾ ਚੁੱਕਣਾ
sensuality	joy	0.641	ਕਾਮੁਕਤਾ
saintly	joy	0.641	ਸੰਤ
champion	joy	0.641	ਜੇਤੂ
thanksgiving	joy	0.641	ਧੰਨਵਾਦ
harmoniously	joy	0.641	ਇਕਸੁਰਤਾ ਨਾਲ
wedding	joy	0.641	ਵਿਆਹ
achieve	joy	0.641	ਪ੍ਰਾਪਤ ਕਰੋ
divine	joy	0.641	ਬ੍ਰਹਮ
jackpot	joy	0.641	ਜੈਕਪਾਟ
honeymoon	joy	0.636	ਹਨੀਮੂਨ
exalt	joy	0.636	ਉੱਚਾ
twinkle	joy	0.636	ਚਮਕਣਾ
comforting	joy	0.636	ਦਿਲਾਸਾ ਦੇਣ ਵਾਲਾ
felicity	joy	0.636	ਖੁਸ਼ਹਾਲੀ
peaceful	joy	0.636	ਸ਼ਾਂਤੀਪੂਰਨ
climax	joy	0.636	ਕਲਾਈਮੈਕਸ
winner	joy	0.636	ਜੇਤੂ
reverie	joy	0.636	reverie
yayy	joy	0.636	yayy
cuddle	joy	0.636	ਗਲਵੱਕੜੀ
xoxo	joy	0.634	xoxo
stargazing	joy	0.625	ਤਾਰਾ ਦੇਖਣਾ
festival	joy	0.625	ਤਿਉਹਾਰ
sweet	joy	0.625	ਮਿੱਠਾ
generosity	joy	0.625	ਉਦਾਰਤਾ
brighter	joy	0.625	ਚਮਕਦਾਰ
praisegod	joy	0.625	ਪਰਮੇਸ਼ੁਰ ਦੀ ਉਸਤਤਿ
gorgeous	joy	0.625	ਸ਼ਾਨਦਾਰ
hearts	joy	0.625	ਦਿਲ
amusing	joy	0.625	ਮਜ਼ੇਦਾਰ
fondness	joy	0.625	ਸ਼ੌਕ
snuggling	joy	0.625	snuggling
reward	joy	0.625	ਇਨਾਮ
sex	joy	0.622	ਸੈਕਸ
kind	joy	0.621	ਕਿਸਮ
genial	joy	0.621	ਮਿਲਣਸਾਰ
parade	joy	0.621	ਪਰੇਡ
applause	joy	0.621	ਪ੍ਰਸੰਸਾ
beauty	joy	0.621	ਸੁੰਦਰਤਾ
fulfilling	joy	0.618	ਪੂਰਾ ਕਰਨਾ
aspiring	joy	0.618	ਚਾਹਵਾਨ
newlife	joy	0.618	ਨਵੀਂ ਜਿੰਦਗੀ
godbless	joy	0.616	ਭਗਵਾਨ ਭਲਾ ਕਰੇ
virtuous	joy	0.613	ਨੇਕ
kiss	joy	0.610	ਚੁੰਮਣਾ
christmas	joy	0.609	ਕ੍ਰਿਸਮਸ
rainbows	joy	0.609	ਸਤਰੰਗੀ ਪੀਂਘ
elegance	joy	0.609	ਖੂਬਸੂਰਤੀ
generous	joy	0.609	ਉਦਾਰ
super	joy	0.609	ਸੁਪਰ
playful	joy	0.609	ਖਿਲੰਦੜਾ
enlightenment	joy	0.609	ਗਿਆਨ
praiseworthy	joy	0.609	ਸ਼ਲਾਘਾਯੋਗ
awards	joy	0.609	ਪੁਰਸਕਾਰ
adorable	joy	0.609	ਮਨਮੋਹਕ
rekindle	joy	0.609	ਮੁੜ ਜਗਾਉਣਾ
winnings	joy	0.609	ਜਿੱਤਾਂ
independence	joy	0.607	ਆਜ਼ਾਦੀ
amour	joy	0.607	ਪਿਆਰ
kindness	joy	0.606	ਦਿਆਲਤਾ
surprises	joy	0.606	ਹੈਰਾਨੀ
heheh	joy	0.606	ਹੇਹੇਹ
hilarity	joy	0.606	ਪ੍ਰਸੰਨਤਾ
wonder	joy	0.606	ਹੈਰਾਨ
freely	joy	0.606	ਆਜ਼ਾਦ ਤੌਰ 'ਤੇ
successful	joy	0.606	ਸਫਲ
inspired	joy	0.606	ਪ੍ਰੇਰਿਤ
onelove	joy	0.606	ਇੱਕ ਪਿਆਰ
whimsical	joy	0.603	ਸਨਕੀ
entertainment	joy	0.603	ਮਨੋਰੰਜਨ
passion	joy	0.603	ਜਨੂੰਨ
stressfree	joy	0.601	ਤਣਾਅ ਮੁਕਤ
beautify	joy	0.601	ਸੁੰਦਰ ਬਣਾਉਣਾ
sunrise	joy	0.600	ਸੂਰਜ ਚੜ੍ਹਨਾ
godisgood	joy	0.597	ਚੰਗਾ
goodmusic	joy	0.594	ਚੰਗਾ ਸੰਗੀਤ
revere	joy	0.594	ਸਤਿਕਾਰ
whoo	joy	0.594	ਹੂ
fanfare	joy	0.594	ਧੂਮਧਾਮ
inspire	joy	0.594	ਪ੍ਰੇਰਿਤ ਕਰੋ
angel	joy	0.594	ਦੂਤ
thankgod	joy	0.594	ਭਗਵਾਨ ਦਾ ਸ਼ੁਕਰ ਹੈ
goodies	joy	0.594	ਚੰਗੀਆਂ ਚੀਜ਼ਾਂ
jesus	joy	0.594	ਯਿਸੂ
accomplishment	joy	0.594	ਪ੍ਰਾਪਤੀ
snuggled	joy	0.594	snuggled
peacefully	joy	0.594	ਸ਼ਾਂਤੀ ਨਾਲ
flirt	joy	0.594	ਫਲਰਟ
friendship	joy	0.591	ਦੋਸਤੀ
singing	joy	0.591	ਗਾਉਣਾ
heroic	joy	0.591	ਬਹਾਦਰੀ
exalted	joy	0.591	ਉੱਚਾ
fortune	joy	0.591	ਕਿਸਮਤ
highest	joy	0.591	ਸਭ ਤੋਂ ਉੱਚਾ
summer	joy	0.591	ਗਰਮੀਆਂ
contented	joy	0.588	ਸੰਤੁਸ਼ਟ
rollicking	joy	0.588	ਰੋਲਕਿੰਗ
overflowing	joy	0.588	ਓਵਰਫਲੋ
woot	joy	0.588	ਵੂਟ
accolade	joy	0.586	ਪ੍ਰਸ਼ੰਸਾ
hope	joy	0.586	ਉਮੀਦ
cozy	joy	0.583	ਆਰਾਮਦਾਇਕ
delicious	joy	0.579	ਸੁਆਦੀ
raving	joy	0.578	raving
thelife	joy	0.578	ਜੀਵਨ
darling	joy	0.578	ਪਿਆਰੇ
sensuous	joy	0.578	ਸੰਵੇਦੀ
picturesque	joy	0.578	ਖੂਬਸੂਰਤ
friendly	joy	0.578	ਦੋਸਤਾਨਾ
everlasting	joy	0.578	ਸਦੀਵੀ
praise	joy	0.578	ਪ੍ਰਸ਼ੰਸਾ
ambition	joy	0.578	ਅਭਿਲਾਸ਼ਾ
sparkle	joy	0.577	ਚਮਕ
sensual	joy	0.576	ਸੰਵੇਦੀ
peace	joy	0.576	ਸ਼ਾਂਤੀ
flattering	joy	0.576	ਚਾਪਲੂਸੀ
grace	joy	0.576	ਕਿਰਪਾ
luckygirl	joy	0.576	ਖੁਸ਼ਕਿਸਮਤ ਕੁੜੀ
heroism	joy	0.576	ਬਹਾਦਰੀ
succeeding	joy	0.576	ਸਫਲ ਹੋ ਰਿਹਾ ਹੈ
yeahhh	joy	0.576	ਹਾਂ
special	joy	0.574	ਵਿਸ਼ੇਸ਼
livelife	joy	0.574	ਜ਼ਿੰਦਗੀ ਜੀਓ
tantalizing	joy	0.572	ਟੈਂਟਲਾਈਜ਼ਿੰਗ
pumped	joy	0.567	ਪੰਪ
yey	joy	0.562	ਹਾਂ
surprise	joy	0.562	ਹੈਰਾਨੀ
sunny	joy	0.562	ਧੁੱਪ
prevail	joy	0.562	ਪ੍ਰਬਲ
revels	joy	0.562	ਅਨੰਦ ਮਾਣਦਾ ਹੈ
humorous	joy	0.562	ਹਾਸੋਹੀਣੀ
sweets	joy	0.562	ਮਿਠਾਈਆਂ
liking	joy	0.562	ਪਸੰਦ
admirable	joy	0.562	ਪ੍ਰਸ਼ੰਸਾਯੋਗ
superstar	joy	0.562	ਸੁਪਰਸਟਾਰ
relax	joy	0.562	ਸ਼ਾਂਤ ਹੋ ਜਾਓ
prosper	joy	0.562	ਖੁਸ਼ਹਾਲ
hero	joy	0.562	ਹੀਰੋ
hugs	joy	0.562	ਜੱਫੀ
worthwhile	joy	0.562	ਲਾਭਦਾਇਕ
newyear	joy	0.561	ਨਵਾਂ ਸਾਲ
tenderness	joy	0.561	ਕੋਮਲਤਾ
bless	joy	0.561	ਅਸੀਸ
favorable	joy	0.561	ਅਨੁਕੂਲ
freedom	joy	0.561	ਆਜ਼ਾਦੀ
masterpiece	joy	0.561	ਮਾਸਟਰਪੀਸ
dreams	joy	0.559	ਸੁਪਨੇ
hopeful	joy	0.559	ਆਸਵੰਦ
home	joy	0.559	ਘਰ
cruising	joy	0.556	ਕਰੂਜ਼ਿੰਗ
gracias	joy	0.554	ਧੰਨਵਾਦ
faithfulness	joy	0.553	ਵਫ਼ਾਦਾਰੀ
eagerness	joy	0.552	ਉਤਸੁਕਤਾ
closeness	joy	0.552	ਨੇੜਤਾ
sunshine	joy	0.551	ਧੁੱਪ
comfy	joy	0.551	ਆਰਾਮਦਾਇਕ
vacation	joy	0.547	ਛੁੱਟੀ
celestial	joy	0.547	ਆਕਾਸ਼ੀ
good	joy	0.547	ਚੰਗਾ
elite	joy	0.547	ਕੁਲੀਨ
illuminate	joy	0.547	ਰੋਸ਼ਨੀ
confidence	joy	0.547	ਦਾ ਭਰੋਸਾ
mistletoe	joy	0.547	ਮਿਸਲੇਟੋ
daughter	joy	0.547	ਧੀ
lifted	joy	0.547	ਚੁੱਕ ਲਿਆ
goodmorning	joy	0.547	ਸ਼ੁਭ ਸਵੇਰ
zeal	joy	0.547	ਜੋਸ਼
gifts	joy	0.547	ਤੋਹਫ਼ੇ
gift	joy	0.547	ਤੋਹਫ਼ਾ
astonishment	joy	0.547	ਹੈਰਾਨੀ
heart	joy	0.547	ਦਿਲ
completion	joy	0.547	ਸੰਪੂਰਨਤਾ
bonus	joy	0.547	ਬੋਨਸ
charmed	joy	0.546	ਖੁਸ਼ ਕੀਤਾ
dance	joy	0.545	ਡਾਂਸ
sublime	joy	0.545	ਸ੍ਰੇਸ਼ਟ
recreation	joy	0.545	ਮਨੋਰੰਜਨ
encouragement	joy	0.545	ਹੌਂਸਲਾ ਅਫ਼ਜ਼ਾਈ
god	joy	0.545	ਰੱਬ
gush	joy	0.545	ਗਸ਼
freshstart	joy	0.544	ਤਾਜ਼ਾ ਸ਼ੁਰੂਆਤ
free	joy	0.544	ਮੁਫ਼ਤ
savior	joy	0.543	ਮੁਕਤੀਦਾਤਾ
sanctuary	joy	0.541	ਅਸਥਾਨ
grandchildren	joy	0.540	ਪੋਤੇ-ਪੋਤੀਆਂ
wellness	joy	0.537	ਤੰਦਰੁਸਤੀ
revel	joy	0.534	ਆਨੰਦ
music	joy	0.531	ਸੰਗੀਤ
fab	joy	0.531	ਫੈਬ
bridal	joy	0.531	ਵਿਆਹ
soar	joy	0.531	ਉੱਡਣਾ
alive	joy	0.531	ਜਿੰਦਾ
money	joy	0.531	ਪੈਸਾ
soothing	joy	0.531	ਆਰਾਮਦਾਇਕ
serene	joy	0.531	ਸ਼ਾਂਤ
holiness	joy	0.531	ਪਵਿੱਤਰਤਾ
inspirational	joy	0.531	ਪ੍ਰੇਰਣਾਦਾਇਕ
matrimony	joy	0.531	ਵਿਆਹ
dayoff	joy	0.531	ਛੁੱਟੀ
savor	joy	0.531	ਸੁਆਦ
vitality	joy	0.531	ਜੀਵਨਸ਼ਕਤੀ
confident	joy	0.531	ਭਰੋਸਾ
firstborn	joy	0.531	ਜੇਠਾ
rainbow	joy	0.531	ਸਤਰੰਗੀ ਪੀਂਘ
liberation	joy	0.531	ਮੁਕਤੀ
elegant	joy	0.530	ਸ਼ਾਨਦਾਰ
mastery	joy	0.530	ਮੁਹਾਰਤ
glimmer	joy	0.530	ਝਲਕ
illumination	joy	0.530	ਪ੍ਰਕਾਸ਼
blossom	joy	0.530	ਖਿੜ
warmth	joy	0.530	ਨਿੱਘ
welcomed	joy	0.530	ਸਵਾਗਤ ਕੀਤਾ
treat	joy	0.529	ਇਲਾਜ
faithful	joy	0.529	ਵਫ਼ਾਦਾਰ
snuggles	joy	0.522	snuggles
