English Word	Emotion	Emotion-Intensity-Score	Japanese Word
chuckle	joy	0.706	含み笑い
proud	joy	0.704	誇り
winning	joy	0.703	勝利
cherish	joy	0.703	大切にする
goodnews	joy	0.703	朗報
fuckyeah	joy	0.703	ふざけんな
optimism	joy	0.703	楽観
amazingly	joy	0.703	驚くほど
lovelife	joy	0.703	ラブライフ
truelove	joy	0.703	真実の恋
beautification	joy	0.703	美化
satisfying	joy	0.703	満足のいく
appreciates	joy	0.703	感謝します
cuddled	joy	0.703	抱きしめた
goodlife	joy	0.703	いい人生
gooood	joy	0.703	グーッ
sweetest	joy	0.703	甘い
yaay	joy	0.700	やあ
entertained	joy	0.700	楽しませた
excite	joy	0.697	エキサイト
newbeginnings	joy	0.693	新たな始まり
praisejesus	joy	0.691	賛美歌
birthday	joy	0.691	誕生日
greatfriends	joy	0.688	親友
adoration	joy	0.688	礼拝
godsend	joy	0.688	天の恵み
favorite	joy	0.688	お気に入り
content	joy	0.688	コンテンツ
entertaining	joy	0.688	面白い
honored	joy	0.688	光栄な
metime	joy	0.688	ミータイム
exquisite	joy	0.688	絶妙な
holidayseason	joy	0.688	連休シーズン
thankyoujesus	joy	0.688	ありがとうございます
angelic	joy	0.688	天使のような
goodhealth	joy	0.682	健康
majestic	joy	0.682	雄大な
luscious	joy	0.682	甘美な
memoriesiwontforget	joy	0.682	思い出は忘れない
bestfriends	joy	0.682	親友
precious	joy	0.682	貴重
appreciated	joy	0.682	感謝
exaltation	joy	0.682	高揚
smiled	joy	0.682	微笑んだ
brightens	joy	0.682	明るくなる
tranquility	joy	0.679	静けさ
marry	joy	0.676	結婚する
embrace	joy	0.676	擁する
positively	joy	0.676	積極的に
grin	joy	0.672	ニヤニヤ
hug	joy	0.672	抱擁
hilarious	joy	0.672	陽気な
dearest	joy	0.672	最愛の人
contentment	joy	0.672	満足
accomplished	joy	0.672	達成した
relaxation	joy	0.672	リラクゼーション
bday	joy	0.672	誕生日
enliven	joy	0.672	活気づける
weeeee	joy	0.672	ウィーイー
giggles	joy	0.672	くすくす笑う
fulfilled	joy	0.667	満たされた
bountiful	joy	0.667	豊かな
victor	joy	0.667	ビクター
adore	joy	0.667	崇拝します
boisterous	joy	0.667	騒々しい
fulfill	joy	0.664	満たす
cuddles	joy	0.662	抱きしめる
prosperous	joy	0.660	繁栄
appreciation	joy	0.656	感謝
serenity	joy	0.656	静けさ
happynewyear	joy	0.656	明けましておめでとうございます
humor	joy	0.656	ユーモア
satisfy	joy	0.656	満足
besties	joy	0.656	仲良し
encouraged	joy	0.656	勧められた
captivate	joy	0.656	魅了する
christmaseve	joy	0.656	クリスマス・イブ
glow	joy	0.656	グロー
romanticism	joy	0.656	ロマンチシズム
innerpeace	joy	0.656	インナーピース
pleasant	joy	0.656	楽しい
praises	joy	0.652	賞賛する
abundance	joy	0.652	豊富
fortunes	joy	0.652	運命
engaged	joy	0.652	従事している
praised	joy	0.652	賞賛した
relaxing	joy	0.652	リラックス
treasure	joy	0.652	宝物
satisfaction	joy	0.652	満足
nothingbetter	joy	0.647	より良いものはない
affection	joy	0.647	愛情
relieved	joy	0.647	安心した
complement	joy	0.647	補体
carnival	joy	0.643	カーニバル
priceless	joy	0.641	貴重な
uplifting	joy	0.641	高揚する
sensuality	joy	0.641	官能
saintly	joy	0.641	神聖な
champion	joy	0.641	チャンピオン
thanksgiving	joy	0.641	感謝祭
harmoniously	joy	0.641	調和的に
wedding	joy	0.641	結婚式
achieve	joy	0.641	成し遂げる
divine	joy	0.641	神々しい
jackpot	joy	0.641	ジャックポット
honeymoon	joy	0.636	ハネムーン
exalt	joy	0.636	高揚する
twinkle	joy	0.636	きらめき
comforting	joy	0.636	慰める
felicity	joy	0.636	フェリシティ
peaceful	joy	0.636	平和的
climax	joy	0.636	クライマックス
winner	joy	0.636	勝者
reverie	joy	0.636	空想
yayy	joy	0.636	やった
cuddle	joy	0.636	抱きしめる
xoxo	joy	0.634	XO XO
stargazing	joy	0.625	天体観測
festival	joy	0.625	まつり
sweet	joy	0.625	甘い
generosity	joy	0.625	寛大さ
brighter	joy	0.625	より明るく
praisegod	joy	0.625	賛美神
gorgeous	joy	0.625	素敵
hearts	joy	0.625	心
amusing	joy	0.625	面白い
fondness	joy	0.625	愛情
snuggling	joy	0.625	寄り添う
reward	joy	0.625	褒美
sex	joy	0.622	セックス
kind	joy	0.621	親切
genial	joy	0.621	優しい
parade	joy	0.621	パレード
applause	joy	0.621	拍手
beauty	joy	0.621	美しさ
fulfilling	joy	0.618	充実した
aspiring	joy	0.618	志望
newlife	joy	0.618	新生活
godbless	joy	0.616	神のご加護を
virtuous	joy	0.613	高潔な
kiss	joy	0.610	接吻
christmas	joy	0.609	クリスマス
rainbows	joy	0.609	虹
elegance	joy	0.609	優雅
generous	joy	0.609	優しい
super	joy	0.609	素晴らしい
playful	joy	0.609	遊び心のある
enlightenment	joy	0.609	啓発
praiseworthy	joy	0.609	称賛に値する
awards	joy	0.609	賞
adorable	joy	0.609	愛らしい
rekindle	joy	0.609	再燃させる
winnings	joy	0.609	賞金
independence	joy	0.607	独立
amour	joy	0.607	情事
kindness	joy	0.606	親切
surprises	joy	0.606	驚き
heheh	joy	0.606	へへへ
hilarity	joy	0.606	はしゃぎ
wonder	joy	0.606	不思議
freely	joy	0.606	自由に
successful	joy	0.606	成功
inspired	joy	0.606	インスパイヤされた
onelove	joy	0.606	一つの愛
whimsical	joy	0.603	気まぐれな
entertainment	joy	0.603	エンターテイメント
passion	joy	0.603	情熱
stressfree	joy	0.601	ストレスフリー
beautify	joy	0.601	美しくする
sunrise	joy	0.600	日の出
godisgood	joy	0.597	神は良いです
goodmusic	joy	0.594	良い音楽
revere	joy	0.594	敬う
whoo	joy	0.594	おっと
fanfare	joy	0.594	ファンファーレ
inspire	joy	0.594	インスパイヤ
angel	joy	0.594	天使
thankgod	joy	0.594	ああ、助かった
goodies	joy	0.594	グッズ
jesus	joy	0.594	イエス
accomplishment	joy	0.594	達成
snuggled	joy	0.594	寄り添った
peacefully	joy	0.594	平和的に
flirt	joy	0.594	浮気する
friendship	joy	0.591	友情
singing	joy	0.591	歌う
heroic	joy	0.591	ヒロイック
exalted	joy	0.591	高貴な
fortune	joy	0.591	運
highest	joy	0.591	最高
summer	joy	0.591	夏
contented	joy	0.588	満足した
rollicking	joy	0.588	うろついている
overflowing	joy	0.588	あふれる
woot	joy	0.588	ウート
accolade	joy	0.586	称賛
hope	joy	0.586	望み
cozy	joy	0.583	居心地の良い
delicious	joy	0.579	おいしい
raving	joy	0.578	絶賛
thelife	joy	0.578	生活
darling	joy	0.578	ダーリン
sensuous	joy	0.578	官能的な
picturesque	joy	0.578	絵のように美しい
friendly	joy	0.578	フレンドリー
everlasting	joy	0.578	永遠の
praise	joy	0.578	賞賛
ambition	joy	0.578	野心
sparkle	joy	0.577	輝く
sensual	joy	0.576	官能的な
peace	joy	0.576	平和
flattering	joy	0.576	お世辞
grace	joy	0.576	グレース
luckygirl	joy	0.576	ラッキーガール
heroism	joy	0.576	ヒロイズム
succeeding	joy	0.576	成功する
yeahhh	joy	0.576	うん
special	joy	0.574	特別な
livelife	joy	0.574	生きる
tantalizing	joy	0.572	食欲をそそる
pumped	joy	0.567	揚水
yey	joy	0.562	ええ
surprise	joy	0.562	サプライズ
sunny	joy	0.562	晴れ
prevail	joy	0.562	勝つ
revels	joy	0.562	レベル
humorous	joy	0.562	ユーモラス
sweets	joy	0.562	お菓子
liking	joy	0.562	好み
admirable	joy	0.562	立派な
superstar	joy	0.562	スーパースター
relax	joy	0.562	リラックス
prosper	joy	0.562	繁栄する
hero	joy	0.562	ヒーロー
hugs	joy	0.562	抱擁
worthwhile	joy	0.562	価値のある
newyear	joy	0.561	新年
tenderness	joy	0.561	優しさ
bless	joy	0.561	祝福する
favorable	joy	0.561	好ましい
freedom	joy	0.561	フリーダム
masterpiece	joy	0.561	傑作
dreams	joy	0.559	夢
hopeful	joy	0.559	希望に満ちた
home	joy	0.559	家
cruising	joy	0.556	クルージング
gracias	joy	0.554	グラシアス
faithfulness	joy	0.553	忠実
eagerness	joy	0.552	意気込み
closeness	joy	0.552	近さ
sunshine	joy	0.551	日光
comfy	joy	0.551	快適
vacation	joy	0.547	休暇
celestial	joy	0.547	天体の
good	joy	0.547	良い
elite	joy	0.547	エリート
illuminate	joy	0.547	を明らかにする
confidence	joy	0.547	自信
mistletoe	joy	0.547	ヤドリギ
daughter	joy	0.547	娘
lifted	joy	0.547	持ち上げた
goodmorning	joy	0.547	おはよう
zeal	joy	0.547	熱意
gifts	joy	0.547	ギフト
gift	joy	0.547	贈り物
astonishment	joy	0.547	驚き
heart	joy	0.547	心臓
completion	joy	0.547	完了
bonus	joy	0.547	ボーナス
charmed	joy	0.546	チャームド〜魔女3姉妹
dance	joy	0.545	ダンス
sublime	joy	0.545	荘厳な
recreation	joy	0.545	レクリエーション
encouragement	joy	0.545	奨励
god	joy	0.545	神様
gush	joy	0.545	噴出
freshstart	joy	0.544	フレッシュスタート
free	joy	0.544	自由
savior	joy	0.543	救世主
sanctuary	joy	0.541	聖域
grandchildren	joy	0.540	孫
wellness	joy	0.537	ウェルネス
revel	joy	0.534	歓喜する
music	joy	0.531	音楽
fab	joy	0.531	ファブ
bridal	joy	0.531	ブライダル
soar	joy	0.531	舞い上がる
alive	joy	0.531	生きている
money	joy	0.531	お金
soothing	joy	0.531	なだめるような
serene	joy	0.531	穏やかな
holiness	joy	0.531	神聖さ
inspirational	joy	0.531	心に強く訴える
matrimony	joy	0.531	結婚
dayoff	joy	0.531	休みの日
savor	joy	0.531	味わう
vitality	joy	0.531	活力
confident	joy	0.531	自信満々
firstborn	joy	0.531	初子
rainbow	joy	0.531	虹
liberation	joy	0.531	解放
elegant	joy	0.530	エレガント
mastery	joy	0.530	習熟
glimmer	joy	0.530	きらめき
illumination	joy	0.530	イルミネーション
blossom	joy	0.530	花
warmth	joy	0.530	暖かさ
welcomed	joy	0.530	歓迎された
treat	joy	0.529	扱う
faithful	joy	0.529	忠実な
snuggles	joy	0.522	寄り添う
laurels	joy	0.521	月桂樹
commendable	joy	0.519	賞賛に値する
succeed	joy	0.516	成功した
jingle	joy	0.516	ジングル
zest	joy	0.516	熱意
noschool	joy	0.516	休校
brotherly	joy	0.516	兄弟的
silly	joy	0.516	馬鹿な
abundant	joy	0.516	豊富
fancy	joy	0.516	はで
resplendent	joy	0.516	輝かしい
strengthening	joy	0.516	強化
presents	joy	0.516	プレゼント
pride	joy	0.516	誇り
almighty	joy	0.516	全能
powerful	joy	0.516	パワフル
aspire	joy	0.516	志す
remarkable	joy	0.516	顕著
greeted	joy	0.516	挨拶した
thanking	joy	0.515	感謝
cutie	joy	0.515	キューティー
kudos	joy	0.515	称賛
therapeutic	joy	0.515	治療的
zen	joy	0.515	禅
coronation	joy	0.515	戴冠式
complete	joy	0.515	完了
shining	joy	0.515	シャイニング
spirit	joy	0.515	精神
princely	joy	0.515	王子様
vivid	joy	0.515	鮮やか
comfort	joy	0.515	快適
leisure	joy	0.515	レジャー
reunited	joy	0.515	再会した
kid	joy	0.515	子供
newme	joy	0.515	新しい自分
payday	joy	0.515	給料日
animated	joy	0.515	アニメーション
familytime	joy	0.515	家族の時間
relationship	joy	0.514	関係
godly	joy	0.514	敬虔な
marriage	joy	0.514	結婚
daymade	joy	0.514	日雇い
spouse	joy	0.507	配偶者
intimately	joy	0.507	親密に
respect	joy	0.500	尊敬する
bloom	joy	0.500	咲く
purr	joy	0.500	ゴロゴロ
carefree	joy	0.500	屈託のない
nature	joy	0.500	自然
encourage	joy	0.500	奨励します
soulful	joy	0.500	ソウルフル
refreshed	joy	0.500	リフレッシュした
family	joy	0.500	家族
gem	joy	0.500	宝石
meritorious	joy	0.500	功績のある
achieved	joy	0.500	達成
motherhood	joy	0.500	母性
holyspirit	joy	0.500	聖霊
surreal	joy	0.500	シュールな
charitable	joy	0.500	慈善
teamjesus	joy	0.500	チームイエス
stressrelief	joy	0.500	応力緩和
erotic	joy	0.500	エロチック
inviting	joy	0.500	誘う
baby	joy	0.500	赤ちゃん
dignity	joy	0.500	尊厳
satisfied	joy	0.500	満足し
visionary	joy	0.500	先見の明のある
memorable	joy	0.500	記憶に残る
veracity	joy	0.500	真実
healthy	joy	0.500	健康
welcoming	joy	0.500	歓迎
diamond	joy	0.500	ダイヤモンド
christ	joy	0.500	キリスト
beach	joy	0.500	ビーチ
accomplish	joy	0.500	達成
friends	joy	0.500	友達
excel	joy	0.500	エクセル
health	joy	0.493	健康
aura	joy	0.493	オーラ
yehey	joy	0.486	やあ
approved	joy	0.486	承認済み
oasis	joy	0.486	オアシス
liberty	joy	0.486	自由
crowning	joy	0.485	クラウニング
aspiration	joy	0.485	願望
privileged	joy	0.485	特権的な
crescendo	joy	0.485	クレッシェンド
rapture	joy	0.485	携挙
liberate	joy	0.485	解放する
nocomplaints	joy	0.485	苦情なし
prestige	joy	0.485	名声
bounty	joy	0.485	報奨金
gentle	joy	0.485	優しい
inseparable	joy	0.485	切り離せない
engaging	joy	0.485	魅力的な
loyal	joy	0.485	忠実
betrothed	joy	0.485	婚約者
transcendence	joy	0.484	超越
selfworth	joy	0.484	自尊心
yummy	joy	0.484	うまい
datenight	joy	0.484	デートの夜
destiny	joy	0.484	運命
heyday	joy	0.484	全盛期
aloha	joy	0.484	アロハ
desire	joy	0.484	欲望
dream	joy	0.484	夢
luck	joy	0.484	幸運
fete	joy	0.484	フェテ
trophy	joy	0.484	トロフィー
bouquet	joy	0.484	花束
chocolate	joy	0.484	チョコレート
creativity	joy	0.484	創造性
boyfriend	joy	0.480	彼氏
commemoration	joy	0.479	記念
intelligence	joy	0.477	知能
readiness	joy	0.473	準備
friend	joy	0.471	友達
bride	joy	0.471	花嫁
enthusiast	joy	0.471	愛好家
lush	joy	0.470	青々とした
inheritance	joy	0.470	継承
soothe	joy	0.470	なだめる
tickle	joy	0.470	くすぐる
kiddo	joy	0.470	キッド
nostalgia	joy	0.470	懐かしさ
massage	joy	0.470	マッサージ
calming	joy	0.470	落ち着く
adventure	joy	0.470	冒険
pretty	joy	0.469	かわいい
purring	joy	0.469	ごろごろ
eternal	joy	0.469	永遠
humanitarian	joy	0.469	人道的な
nurture	joy	0.469	育成
giving	joy	0.469	与える
rest	joy	0.469	休み
getaway	joy	0.469	逃げる
goals	joy	0.469	目標
pray	joy	0.469	祈る
bridegroom	joy	0.469	花婿
heartily	joy	0.469	心から
luster	joy	0.469	光沢
bonding	joy	0.469	ボンディング
princess	joy	0.469	王女
amicable	joy	0.469	友好的
benevolence	joy	0.469	慈悲
child	joy	0.466	子
salutary	joy	0.465	有益な
invite	joy	0.457	招待
beam	joy	0.456	ビーム
reminiscing	joy	0.456	回想
befriend	joy	0.455	友達になる
aesthetics	joy	0.455	美学
friday	joy	0.455	金曜日
freshair	joy	0.455	新鮮な空気
ceremony	joy	0.455	式
kindred	joy	0.455	親族
mindfulness	joy	0.455	マインドフルネス
sonice	joy	0.455	ソニス
elevation	joy	0.455	標高
tropical	joy	0.455	トロピカル
scholarship	joy	0.455	奨学金
hee	joy	0.455	へー
noworries	joy	0.453	心配ない
allure	joy	0.453	魅力
approve	joy	0.453	承認
scenery	joy	0.453	景色
waterfall	joy	0.453	滝
vindication	joy	0.453	立証
namaste	joy	0.453	ナマステ
commemorate	joy	0.453	記念する
faith	joy	0.453	信仰
birth	joy	0.453	誕生
forgiveness	joy	0.453	許し
journey	joy	0.447	旅
meditation	joy	0.446	瞑想
relaxed	joy	0.442	リラックス
present	joy	0.441	現在
weekend	joy	0.441	週末
tender	joy	0.441	入札
tranquil	joy	0.441	静かな
lyrical	joy	0.439	叙情的な
sharing	joy	0.439	共有
esteem	joy	0.439	尊敬する
nostalgic	joy	0.439	懐かしい
prayer	joy	0.439	祈り
righteousness	joy	0.439	正義
husband	joy	0.438	夫
relief	joy	0.438	安心
strength	joy	0.438	力
mighty	joy	0.438	強大な
unbeaten	joy	0.438	無敗
eager	joy	0.438	熱心
share	joy	0.438	シェア
newday	joy	0.438	新しい日
sonnet	joy	0.438	ソネット
meditate	joy	0.438	瞑想する
life	joy	0.438	生活
winterbreak	joy	0.429	冬休み
warm	joy	0.429	暖かい
movingforward	joy	0.429	前進する
buddy	joy	0.427	バディ
oneness	joy	0.426	一体感
unconstrained	joy	0.424	制約のない
amen	joy	0.424	アーメン
reverence	joy	0.424	畏敬の念
healthful	joy	0.424	健康的な
thelittlethings	joy	0.424	ささいなこと
medal	joy	0.424	メダル
unsurpassed	joy	0.424	卓越した
candlelight	joy	0.424	キャンドルライト
carols	joy	0.424	キャロル
ejaculation	joy	0.424	射精
beginnings	joy	0.422	始まり
sledding	joy	0.422	そり
graduation	joy	0.422	卒業
frisky	joy	0.422	陽気な
lml	joy	0.422	1ml
ease	joy	0.422	簡易
symphony	joy	0.422	交響曲
wealth	joy	0.422	富
helpful	joy	0.422	役に立った
musical	joy	0.422	ミュージカル
glitter	joy	0.422	キラキラ
calmness	joy	0.422	静けさ
energy	joy	0.422	エネルギー
safe	joy	0.422	安全
nostress	joy	0.421	ストレスがない
soundness	joy	0.421	健全性
promise	joy	0.415	約束
reunite	joy	0.414	再会する
mother	joy	0.412	母親
salvation	joy	0.412	救い
poems	joy	0.412	詩
clown	joy	0.409	ピエロ
lavender	joy	0.409	ラベンダー
immaculate	joy	0.409	真っ白な
purify	joy	0.409	清める
inauguration	joy	0.409	就任式
aromatherapy	joy	0.409	アロマテラピー
lighten	joy	0.409	軽くする
travel	joy	0.409	トラベル
cash	joy	0.406	現金
companion	joy	0.406	仲間
live	joy	0.406	住む
opportune	joy	0.406	好機
completing	joy	0.406	完了
charity	joy	0.406	チャリティー
heal	joy	0.406	癒し
star	joy	0.406	星
wishing	joy	0.406	希望
flowers	joy	0.406	フラワーズ
income	joy	0.403	所得
soul	joy	0.401	魂
munchies	joy	0.400	マンチーズ
emancipation	joy	0.397	解放
indescribable	joy	0.397	筆舌に尽くしがたい
progress	joy	0.397	進捗
equality	joy	0.394	平等
childhood	joy	0.394	子供時代
together	joy	0.394	一緒
rhythmical	joy	0.394	リズミカルな
fullness	joy	0.394	膨満感
calm	joy	0.394	落ち着いて
hammock	joy	0.394	ハンモック
picnic	joy	0.394	ピクニック
movies	joy	0.393	映画
zealous	joy	0.393	熱心な
playground	joy	0.391	遊び場
affluence	joy	0.391	豊かさ
warms	joy	0.391	温める
choir	joy	0.391	合唱団
littlethings	joy	0.391	ささいなこと
auspicious	joy	0.391	縁起の良い
meaningful	joy	0.391	意味のある
adventures	joy	0.391	冒険
goofy	joy	0.391	間抜けな
starry	joy	0.391	星空
humanity	joy	0.391	人類
gesture	joy	0.387	ジェスチャー
witty	joy	0.382	機知に富んだ
vow	joy	0.382	誓い
shopping	joy	0.382	買い物
vibes	joy	0.379	バイブ
worship	joy	0.379	崇拝
jump	joy	0.379	ジャンプ
communion	joy	0.379	交わり
reverend	joy	0.377	敬虔
rising	joy	0.375	上昇中
advance	joy	0.375	前進
beaches	joy	0.375	ビーチ
sonorous	joy	0.375	響き渡る
courtship	joy	0.375	求愛
experience	joy	0.375	経験
reunion	joy	0.375	再会
simplicity	joy	0.375	シンプルさ
full	joy	0.375	満杯
hymn	joy	0.375	賛美歌
spirits	joy	0.375	精霊
unforgettable	joy	0.375	忘れられない
mirth	joy	0.375	陽気
youth	joy	0.375	若者
scenic	joy	0.375	風光明媚な
unique	joy	0.375	個性的
redeemed	joy	0.375	引き換えた
alliance	joy	0.368	アライアンス
baptismal	joy	0.368	洗礼式
grant	joy	0.366	許す
kitten	joy	0.364	子猫
sanctification	joy	0.364	聖化
conciliation	joy	0.364	調停
improves	joy	0.364	改善する
pure	joy	0.364	ピュア
improve	joy	0.364	向上
authentic	joy	0.364	本物
moonlight	joy	0.364	月光
weightloss	joy	0.362	減量
raspberries	joy	0.360	ラズベリー
feeling	joy	0.359	フィーリング
jest	joy	0.359	冗談
independent	joy	0.359	独立
sanctify	joy	0.359	聖別する
devotional	joy	0.359	敬虔な
tinsel	joy	0.359	ティンセル
proficiency	joy	0.359	習熟度
listenting	joy	0.359	聞いている
fidelity	joy	0.359	忠実度
revival	joy	0.359	復活
giver	joy	0.353	与える人
cocoa	joy	0.353	ココア
deliverance	joy	0.348	救出
melody	joy	0.348	メロディー
unification	joy	0.348	統一
romp	joy	0.348	暴れ回る
purpose	joy	0.348	目的
choral	joy	0.348	合唱
exceed	joy	0.348	超えた
dolphin	joy	0.348	イルカ
roaring	joy	0.348	とどろいている
favor	joy	0.348	好意
hotyoga	joy	0.347	ほよが
voluptuous	joy	0.344	官能的な
fruits	joy	0.344	果物
cookies	joy	0.344	クッキー
manicure	joy	0.344	マニキュア
nowork	joy	0.344	ノーワーク
date	joy	0.344	日にち
newstart	joy	0.344	再スタート
hedonism	joy	0.344	快楽主義
pledge	joy	0.344	誓約
electric	joy	0.344	電気の
humble	joy	0.344	謙虚
roadtrip	joy	0.344	ロードトリップ
thx	joy	0.344	どうも
kiddos	joy	0.344	キドス
celebrity	joy	0.342	有名人
bridesmaid	joy	0.338	花嫁介添人
rhythm	joy	0.338	リズム
spa	joy	0.333	スパ
snowday	joy	0.333	雪の日
familiarity	joy	0.333	親しみ
coffee	joy	0.333	コーヒー
edification	joy	0.333	啓発
garden	joy	0.333	公園
renovation	joy	0.333	リノベーション
dawn	joy	0.333	夜明け
connoisseur	joy	0.333	目利き
gazing	joy	0.333	見つめる
obliging	joy	0.333	義務付け
partner	joy	0.333	相棒
foodie	joy	0.331	食通
synchronize	joy	0.329	同期する
tribulation	joy	0.328	苦難
psalm	joy	0.328	詩篇
pedicure	joy	0.328	ペディキュア
noregrets	joy	0.328	後悔しない
chirping	joy	0.328	さえずり
saint	joy	0.328	聖人
healing	joy	0.328	癒し
carol	joy	0.328	キャロル
true	joy	0.328	真実
hobby	joy	0.328	趣味
amnesty	joy	0.328	恩赦
respite	joy	0.324	休む
recreational	joy	0.318	レクリエーション
cousins	joy	0.318	いとこ
mellow	joy	0.318	まろやかな
restorative	joy	0.318	修復的な
lazyday	joy	0.318	怠惰な一日
classics	joy	0.318	古典
reconciliation	joy	0.316	和解
woods	joy	0.312	森
progression	joy	0.312	進行
muchneeded	joy	0.312	非常に必要な
sterling	joy	0.312	スターリング
dove	joy	0.312	鳩
simplify	joy	0.312	簡素化する
fitness	joy	0.312	フィットネス
sunset	joy	0.312	日没
wisdom	joy	0.312	知恵
relight	joy	0.312	再点灯
living	joy	0.312	生活
presto	joy	0.312	プレスト
playhouse	joy	0.312	劇場
superman	joy	0.312	スーパーマン
pony	joy	0.312	ポニー
recovery	joy	0.312	回復
crafts	joy	0.312	工芸品
lord	joy	0.312	主
deal	joy	0.312	対処
improvement	joy	0.309	改善
infant	joy	0.309	子供
absolution	joy	0.306	赦免
honest	joy	0.303	本音
gently	joy	0.303	やさしく
banquet	joy	0.303	バンケット
established	joy	0.303	設立
endless	joy	0.303	エンドレス
decorating	joy	0.303	飾る
providing	joy	0.300	提供する
lounging	joy	0.297	のんびり
growth	joy	0.297	成長
strolling	joy	0.297	散策
feat	joy	0.297	偉業
morals	joy	0.297	道徳
mine	joy	0.297	私の
spending	joy	0.297	支出
light	joy	0.297	ライト
spiritual	joy	0.297	スピリチュアル
quaint	joy	0.297	古風な
fraternal	joy	0.297	兄弟の
notable	joy	0.297	注目に値する
softly	joy	0.297	そっと
harvest	joy	0.297	収穫
yearning	joy	0.297	憧れ
breeze	joy	0.297	風
joker	joy	0.297	ジョーカー
meditating	joy	0.297	瞑想
fervor	joy	0.295	熱意
quotes	joy	0.294	引用符
volunteer	joy	0.294	ボランティア
gain	joy	0.288	利得
resources	joy	0.288	資力
create	joy	0.288	作成
psalms	joy	0.288	詩篇
hippie	joy	0.288	ヒッピー
taoism	joy	0.288	道教
midwife	joy	0.288	助産師
receiving	joy	0.287	受け取り
snowfall	joy	0.286	降雪
ocean	joy	0.286	海洋
lsd	joy	0.286	lsd
hiking	joy	0.283	ハイキング
evergreen	joy	0.281	常緑
destination	joy	0.281	行き先
candid	joy	0.281	率直な
unwind	joy	0.281	くつろぐ
truce	joy	0.281	休戦
toast	joy	0.281	トースト
chill	joy	0.281	チル
infinity	joy	0.281	無限大
rested	joy	0.281	休んだ
buzzing	joy	0.281	ブンブン
venerable	joy	0.279	由緒ある
balance	joy	0.275	残高
retirement	joy	0.275	退職
fireplace	joy	0.273	暖炉
buddha	joy	0.273	仏
devout	joy	0.273	敬虔な
drinks	joy	0.273	飲み物
rapt	joy	0.273	激怒
swim	joy	0.273	泳ぐ
compensate	joy	0.273	補償
snowing	joy	0.271	雪が降る
sublimation	joy	0.270	昇華
fruity	joy	0.268	フルーティー
sunday	joy	0.266	日曜日
sketching	joy	0.266	スケッチ
paragon	joy	0.266	パラゴン
humility	joy	0.266	謙虚
ministry	joy	0.266	省
waves	joy	0.266	波
cathedral	joy	0.266	大聖堂
sun	joy	0.266	太陽
yoga	joy	0.266	ヨガ
fortitude	joy	0.266	不屈の精神
salute	joy	0.266	敬礼
buddhism	joy	0.266	仏教
whim	joy	0.266	気まぐれ
artwork	joy	0.265	アートワーク
practiced	joy	0.264	練習した
clean	joy	0.260	掃除
running	joy	0.258	ランニング
clarity	joy	0.258	明瞭さ
found	joy	0.258	見つかった
fitting	joy	0.258	フィッティング
immerse	joy	0.258	浸る
exercise	joy	0.258	エクササイズ
food	joy	0.258	食物
autumn	joy	0.254	秋
fit	joy	0.250	フィット
morning	joy	0.250	朝
contagious	joy	0.250	伝染性
outdoors	joy	0.250	屋外
hardy	joy	0.250	丈夫な
candles	joy	0.250	ろうそく
advocacy	joy	0.250	擁護
countryside	joy	0.250	田舎
demonstrative	joy	0.250	実証的な
football	joy	0.250	フットボール
chirp	joy	0.250	チャープ
chilled	joy	0.250	冷やした
undying	joy	0.250	不滅
visitor	joy	0.250	ビジター
clap	joy	0.250	拍手
diary	joy	0.250	日記
ardent	joy	0.250	熱烈な
expedient	joy	0.250	都合のよい
mountain	joy	0.250	山
cradle	joy	0.247	ゆりかご
trance	joy	0.246	トランス
intense	joy	0.242	集中
procession	joy	0.242	行列
church	joy	0.242	教会
pay	joy	0.242	支払い
supremacy	joy	0.242	覇権
preservative	joy	0.242	防腐剤
grow	joy	0.242	育つ
breakfast	joy	0.242	朝ごはん
consecration	joy	0.235	奉献
salary	joy	0.234	給料
lifetime	joy	0.234	一生
incense	joy	0.234	お香
ordination	joy	0.234	叙階
snowy	joy	0.234	雪に覆われた
art	joy	0.234	美術
nursery	joy	0.234	保育園
skiing	joy	0.234	スキー
candle	joy	0.234	キャンドル
doll	joy	0.234	人形
vote	joy	0.234	投票
humbled	joy	0.234	謙虚な
lyre	joy	0.234	リラ
pastry	joy	0.229	ペストリー
remedy	joy	0.227	療法
chilling	joy	0.227	身も凍るような
firefly	joy	0.227	ホタル
rescue	joy	0.225	救援
camping	joy	0.221	キャンプ
perspective	joy	0.221	視点
orchestra	joy	0.221	オーケストラ
orchard	joy	0.221	オーチャード
breezy	joy	0.219	さわやかな
gardens	joy	0.219	庭園
castle	joy	0.219	城
lamb	joy	0.219	子羊
possess	joy	0.219	所持
bouttime	joy	0.212	試合時間
pho	joy	0.212	フォー
reggae	joy	0.212	レゲエ
countrymusic	joy	0.212	カントリーミュージック
teach	joy	0.212	教える
brisk	joy	0.212	活発な
ribbon	joy	0.212	リボン
raindrops	joy	0.212	雨滴
mucis	joy	0.212	粘液
repay	joy	0.212	返済する
listneing	joy	0.212	聞いている
nap	joy	0.206	昼寝
legalized	joy	0.203	合法化された
unexpected	joy	0.203	予期しない
vernal	joy	0.203	春の
chant	joy	0.203	聖歌
hire	joy	0.203	雇用
uncontrollable	joy	0.203	制御不能
stillness	joy	0.203	静止
