English Word	Emotion	Emotion-Intensity-Score	Haitian-Creole Word
nauseous	fear	0.375	kè plen
barricade	fear	0.375	barikad
locust	fear	0.375	krikèt
dissolution	fear	0.375	yap divòse
misconception	fear	0.375	miskonsepsyon
embarrassment	fear	0.375	anbarasman
chasm	fear	0.375	gwo twou san fon
grieve	fear	0.375	lapenn
khan	fear	0.375	khan
coldness	fear	0.375	frèt
kerosene	fear	0.375	kewozèn
antsy	fear	0.375	antsy
mentalhealth	fear	0.375	Sante mantal
obi	fear	0.375	obi
pressure	fear	0.375	presyon
military	fear	0.375	militè
whirlpool	fear	0.375	toubiyon
repellant	fear	0.373	repouse
unknown	fear	0.369	enkoni
pare	fear	0.367	pare
jealousy	fear	0.365	jalouzi
formidable	fear	0.359	tèribl
desert	fear	0.359	dezè
cautionary	fear	0.359	prekosyon
onedge	fear	0.359	onedge
jaundice	fear	0.359	lajònis
pessimism	fear	0.359	pesimis
recurring	fear	0.359	renouvlab
difficult	fear	0.359	difisil
concerned	fear	0.359	konsène
consternation	fear	0.359	konstènasyon
bottomless	fear	0.359	san fon
revolution	fear	0.359	revolisyon
stint	fear	0.359	ti tan
government	fear	0.359	gouvènman an
bankruptcy	fear	0.359	fayit
timid	fear	0.359	timid
contempt	fear	0.359	mepri
warned	fear	0.359	te avèti
measles	fear	0.359	lawoujòl
rejects	fear	0.359	rejte
sectarian	fear	0.359	sèktè
headaches	fear	0.359	tèt fè mal
dart	fear	0.359	flechèt
sortie	fear	0.359	sorti
wasting	fear	0.359	gaspiye
conquest	fear	0.359	konkèt
depreciation	fear	0.359	depresyasyon
mournful	fear	0.359	lapenn
mandamus	fear	0.359	mandamus
spike	fear	0.359	spike
cur	fear	0.359	kou
burke	fear	0.359	burke
rebel	fear	0.359	rebèl
exam	fear	0.359	egzamen an
anomaly	fear	0.359	anomali
mug	fear	0.359	tas
constrain	fear	0.358	kontrent
languishing	fear	0.358	langaj
bane	fear	0.356	malè
impeach	fear	0.354	defi
warden	fear	0.354	gadyen
adverse	fear	0.352	negatif
lawyer	fear	0.349	avoka
libel	fear	0.348	difamasyon
retrenchment	fear	0.345	retranchman
imminent	fear	0.345	iminan
shame	fear	0.344	wont
avoidance	fear	0.344	evite
shortage	fear	0.344	mank
opium	fear	0.344	opyòm
swerve	fear	0.344	vire
evade	fear	0.344	evade
servile	fear	0.344	sèvil
pest	fear	0.344	ensèk nuizib
hesitation	fear	0.344	ezitasyon
loneliness	fear	0.344	solitid
discipline	fear	0.344	disiplin
fanaticism	fear	0.344	fanatik
sorrow	fear	0.344	lapenn
hiss	fear	0.344	sifle
belittle	fear	0.344	minimize
knell	fear	0.344	sonnen
contentious	fear	0.344	kontwovèsyal
bearish	fear	0.344	bearish
opposed	fear	0.344	opoze
launches	fear	0.344	lanse
taboo	fear	0.344	tabou
cutter	fear	0.344	kouto
defy	fear	0.344	defye
unjustifiable	fear	0.344	enjistifyab
parachute	fear	0.344	parachit
eel	fear	0.344	zangi
psych	fear	0.344	psik
aaaaaaah	fear	0.344	aaaaaaah
verdict	fear	0.344	vèdik
mri	fear	0.344	mri
shaky	fear	0.344	tranble
resistant	fear	0.344	rezistan
obstacle	fear	0.344	obstak
reckless	fear	0.344	ensousyan
recession	fear	0.344	resesyon
disrespectful	fear	0.343	derespektan
phalanx	fear	0.342	falanj
creature	fear	0.340	bèt
specter	fear	0.331	spectre
mortgage	fear	0.331	ipotèk
enigmatic	fear	0.329	enigmatik
supremacy	fear	0.328	sipremasi
bugaboo	fear	0.328	bugaboo
defendant	fear	0.328	akize
feeling	fear	0.328	santi
ethereal	fear	0.328	etere
undesirable	fear	0.328	endezirab
mishap	fear	0.328	malè
outpost	fear	0.328	avanpòs
weirdo	fear	0.328	etranj
caution	fear	0.328	prekosyon
spillin	fear	0.328	spillin
dike	fear	0.328	dike
dominion	fear	0.328	dominasyon
wimp	fear	0.328	wimp
quash	fear	0.328	kraze
subordinate	fear	0.328	sibòdone
shank	fear	0.328	tij
remove	fear	0.328	retire
senseless	fear	0.328	san sans
shutdown	fear	0.328	fèmen
gametime	fear	0.328	tan jwèt
uhoh	fear	0.328	uhoh
loom	fear	0.328	tise
police	fear	0.328	lapolis
wrongly	fear	0.328	mal
unlucky	fear	0.328	malheureux
gladiator	fear	0.328	gladyatè
adrift	fear	0.328	derive
hives	fear	0.328	itikè
smut	fear	0.328	chabon
encumbrance	fear	0.328	encombrance
unsettled	fear	0.327	deranje
scarce	fear	0.327	ra
antisocial	fear	0.324	antisosyal
astray	fear	0.320	egare
vigilant	fear	0.319	vijilan
socialist	fear	0.318	sosyalis
halter	fear	0.318	halter
pessimist	fear	0.317	pesimis
pacing	fear	0.316	ritm
wimpy	fear	0.312	wimpy
clinical	fear	0.312	klinik
blight	fear	0.312	cheche
muzzle	fear	0.312	mizo
ahhhhhhhh	fear	0.312	ahhhhhhh
therapist	fear	0.312	terapis
laxative	fear	0.312	laksatif
obsessing	fear	0.312	obsede
seclusion	fear	0.312	izolasyon
foreigner	fear	0.312	etranje
dentist	fear	0.312	dantis
chargeable	fear	0.312	chaje
deadline	fear	0.312	dat limit
uneasy	fear	0.312	alèz
valium	fear	0.312	valyòm
powerful	fear	0.312	pwisan
opponent	fear	0.312	advèsè
ordnance	fear	0.312	òdonans
cram	fear	0.312	kram
unexpected	fear	0.312	inatandi
thorny	fear	0.312	pikan
discontinuity	fear	0.312	diskontinuite
conspire	fear	0.312	konplo
collusion	fear	0.312	konplisite
litigate	fear	0.312	litige
unkind	fear	0.312	mechan
whirlwind	fear	0.312	toubiyon
nether	fear	0.312	nether
trickery	fear	0.312	riz
bewilderment	fear	0.312	dezòd
overthinking	fear	0.309	panse twop
doubts	fear	0.308	dout
seriousness	fear	0.305	gravite
irrational	fear	0.305	irasyonèl
erase	fear	0.303	efase
teasing	fear	0.303	takine
razor	fear	0.303	razwa
sweating	fear	0.298	swe
mage	fear	0.297	maj
giant	fear	0.297	jeyan
weighty	fear	0.297	pwa
warning	fear	0.297	avètisman
avoid	fear	0.297	evite
inflation	fear	0.297	enflasyon
mislead	fear	0.297	twonpe
adjudicate	fear	0.297	jije
endless	fear	0.297	kontinuèl
deflation	fear	0.297	deflasyon
depreciated	fear	0.297	depresyasyon
bitch	fear	0.297	chen
swamp	fear	0.297	marekaj
bale	fear	0.297	bal
dashed	fear	0.297	tirè
crouching	fear	0.297	akoupi
flounder	fear	0.297	flet
hide	fear	0.297	kache
reluctant	fear	0.297	ezite
unsurpassed	fear	0.297	san parèy
medical	fear	0.297	medikal
timidity	fear	0.297	timidite
auditor	fear	0.297	oditè
deluge	fear	0.287	delij
disinformation	fear	0.286	dezenfòmasyon
court	fear	0.284	tribinal
aversion	fear	0.283	degoutans
cartridge	fear	0.281	katouch
unfriendly	fear	0.281	pa zanmitay
cautious	fear	0.281	pridan
surveillance	fear	0.281	siveyans
yelp	fear	0.281	yelp
confusion	fear	0.281	konfizyon
apache	fear	0.281	apache
flying	fear	0.281	vole
submitting	fear	0.281	soumèt
discourage	fear	0.281	dekouraje
rush	fear	0.281	prese
fortress	fear	0.281	fò
dwarfed	fear	0.281	tinen
challenge	fear	0.281	defi
notready	fear	0.281	pa pare
wan	fear	0.281	wan
mistaken	fear	0.281	fè erè
hurryup	fear	0.281	fè vit
swelling	fear	0.281	anfle
oncoming	fear	0.281	kap vini
remains	fear	0.281	rete
unruly	fear	0.281	dezobeyisan
bigoted	fear	0.281	fanatik
intense	fear	0.279	entans
noncompliance	fear	0.276	non-konpliyans
alerts	fear	0.276	alèt
planes	fear	0.274	avyon
cop	fear	0.273	jandam
displeased	fear	0.273	pa kontan
unbridled	fear	0.271	san fren
problem	fear	0.266	pwoblèm
crouch	fear	0.266	akoupi
sneak	fear	0.266	fofile
hood	fear	0.266	kapot
force	fear	0.266	fòs
confession	fear	0.266	konfesyon
posse	fear	0.266	posse
banger	fear	0.266	banger
belt	fear	0.266	sentiwon
crowds	fear	0.266	foul moun
elevation	fear	0.266	elevasyon
insomnia	fear	0.266	lensomni
auditions	fear	0.266	odisyon yo
forgotten	fear	0.266	bliye
affront	fear	0.266	afwont
cloak	fear	0.266	manto
newjob	fear	0.266	nouvo travay
blindfold	fear	0.266	je
skid	fear	0.266	glise
blemish	fear	0.266	defo
uncanny	fear	0.266	etranj
sentence	fear	0.266	fraz
cupping	fear	0.266	ventouse
regiment	fear	0.266	rejiman
hooded	fear	0.266	kapuchon
operation	fear	0.266	operasyon
immerse	fear	0.266	plonje
shanghai	fear	0.266	shanghai
acrobat	fear	0.266	akrobat
flurries	fear	0.266	rafal
spur	fear	0.262	espyon
mortgagor	fear	0.258	ipotèk
defense	fear	0.258	defans
insect	fear	0.250	ensèk
defend	fear	0.250	defann
cataract	fear	0.250	katarak
stealthy	fear	0.250	furtif
swampy	fear	0.250	marekaj
sunk	fear	0.250	koule
run	fear	0.250	kouri
scapegoat	fear	0.250	bouk kabrit
jobinterview	fear	0.250	entèvyou travay
repent	fear	0.250	repanti
breakingnews	fear	0.250	Denye nouvel
obliging	fear	0.250	obliyan
rascal	fear	0.250	koken
impatiently	fear	0.250	enpasyan
react	fear	0.250	reyaji
doubt	fear	0.250	dout
guard	fear	0.250	gad
forewarned	fear	0.250	avèti
foul	fear	0.250	move
indifference	fear	0.250	endiferans
hag	fear	0.250	hag
picket	fear	0.250	pikèt
delusional	fear	0.250	delirant
standstill	fear	0.250	kanpe
rating	fear	0.250	evalyasyon
spinster	fear	0.250	jennès
unfamiliar	fear	0.250	abitye
indecisive	fear	0.250	endesizyon
grounded	fear	0.242	chita
badhabit	fear	0.242	move abitid
highest	fear	0.236	pi wo
aaaah	fear	0.234	aaaah
shrink	fear	0.234	retresi
insomniac	fear	0.234	insomniac
chicken	fear	0.234	poul
bee	fear	0.234	myèl
inequality	fear	0.234	inegalite
verge	fear	0.234	kwen
shelters	fear	0.234	abri
buzz	fear	0.234	buz
buck	fear	0.234	bouk
discontent	fear	0.234	mekontantman
difficulty	fear	0.234	difikilte
finalized	fear	0.234	finalize
overdrive	fear	0.234	overdrive
pinion	fear	0.234	pinyon
scaffold	fear	0.234	echafodaj
dependence	fear	0.234	depandans
rekindle	fear	0.234	reviv
instinctive	fear	0.234	enstenktif
thatmoment	fear	0.234	moman sa
sleepless	fear	0.234	san dòmi
intercede	fear	0.234	lapriyè
psychiatrist	fear	0.234	sikyat
rushing	fear	0.233	prese
overslept	fear	0.226	dòmi twòp
default	fear	0.226	default
confessional	fear	0.225	konfesyon
impatient	fear	0.224	enpasyan
tactics	fear	0.219	taktik
aga	fear	0.219	aga
blues	fear	0.219	blues
thrill	fear	0.219	frison
immigrant	fear	0.219	imigran
veer	fear	0.219	vire
sweat	fear	0.219	swe
cane	fear	0.219	kann
revelations	fear	0.219	revelasyon
whatif	fear	0.219	kisa
waver	fear	0.219	vag
jungle	fear	0.219	forè
fingerscrossed	fear	0.219	dwèt kwaze
stingy	fear	0.219	chich
bait	fear	0.219	Garnier
unequal	fear	0.219	inegal
lastminute	fear	0.219	dènye minit
heft	fear	0.219	pwa
overtired	fear	0.218	fatige twòp
prognosis	fear	0.217	pronostik
alertness	fear	0.216	vijilans
hyped	fear	0.214	ekspresyon
wishmeluck	fear	0.212	swete m bòn chans
somuchtodo	fear	0.212	somuchtodo
toomuchtodo	fear	0.212	toouchtodo
tryouts	fear	0.210	esè
clowns	fear	0.207	makakri
fluctuation	fear	0.204	fluctuation
examination	fear	0.204	egzaminasyon
restless	fear	0.204	M'enerve
uphill	fear	0.203	monte
quail	fear	0.203	zòtolan
phew	fear	0.203	ouf
mighty	fear	0.203	vanyan sòlda
cross	fear	0.203	kwa
hurry	fear	0.203	prese
recesses	fear	0.203	rekreyasyon
intimacy	fear	0.203	entimite
overcome	fear	0.203	simonte
birth	fear	0.203	nesans
acceptances	fear	0.203	akseptasyon
help	fear	0.203	ede
fearless	fear	0.200	san pè
change	fear	0.198	chanje
ware	fear	0.198	ware
withstand	fear	0.197	kenbe tèt ak
asap	fear	0.191	asap
heighten	fear	0.188	ogmante
watch	fear	0.188	gade
tract	fear	0.188	aparèy
advance	fear	0.188	avanse
overcoming	fear	0.188	simonte
attorney	fear	0.188	avoka
deadlines	fear	0.188	dat limit yo
bug	fear	0.188	pinèz
knots	fear	0.188	ne
owing	fear	0.188	dwe
waitinggame	fear	0.188	waitinggame
unorganised	fear	0.188	pa òganize
gnome	fear	0.188	fòlklorik lan
fragile	fear	0.188	frajil
cautiously	fear	0.188	avèk prekosyon
stillness	fear	0.188	silans
intrigue	fear	0.188	entrige
rule	fear	0.188	règ
elf	fear	0.185	farfade
stillwaiting	fear	0.184	toujou ap tann
lonely	fear	0.183	poukont
slippery	fear	0.181	glise
interview	fear	0.180	entèvyou
everyman	fear	0.178	tout moun
speculation	fear	0.176	espekilasyon
needtoknow	fear	0.173	bezwen konnen
worship	fear	0.172	adore
unsure	fear	0.172	pa sèten
surprise	fear	0.172	sipriz
settlor	fear	0.172	kolon
competition	fear	0.172	konpetisyon
readytogo	fear	0.172	Prè pou ale
checkpoint	fear	0.172	pòs kontwòl
composure	fear	0.172	konpozisyon
interviewer	fear	0.172	entèvyou
chaff	fear	0.172	pay
regulatory	fear	0.172	regilasyon
birch	fear	0.172	Birch
shell	fear	0.172	kokiy
assessment	fear	0.172	evalyasyon
uncertain	fear	0.172	ensèten
rod	fear	0.172	baton
humanrights	fear	0.172	dwa moun
less	fear	0.167	mwens
coy	fear	0.162	koy
iris	fear	0.160	iris
intimately	fear	0.156	intimman
hearing	fear	0.156	tande
legalized	fear	0.156	legalize
needit	fear	0.156	bezwen
audition	fear	0.156	odisyon
retirement	fear	0.156	retrèt
countdown	fear	0.156	dekont
sly	fear	0.156	sounwa
bases	fear	0.156	baz
ceasefire	fear	0.156	sispann tire
medication	fear	0.156	medikaman
courageous	fear	0.154	vanyan gason
overthinker	fear	0.153	overthinker
backtrack	fear	0.151	fè bak
dawned	fear	0.150	leve
censor	fear	0.149	sansi
bailiff	fear	0.147	Gouverneurs
syllabus	fear	0.147	progranm
delay	fear	0.141	reta
newcomer	fear	0.141	fèk vini
imagination	fear	0.141	imajinasyon
waiting	fear	0.141	ap tann
gent	fear	0.141	mesye
validity	fear	0.141	validite
cove	fear	0.141	cove
rationality	fear	0.141	rationalité
caricature	fear	0.141	karikatura
eventuality	fear	0.141	evantyalite
alreadyyyyy	fear	0.140	dejayyyy
shy	fear	0.140	timid
symptom	fear	0.133	sentòm
excite	fear	0.132	eksite
raccoon	fear	0.127	raccoon
clown	fear	0.125	kloun
tryout	fear	0.125	esè
needtorelax	fear	0.125	bezwen rilaks
swim	fear	0.125	naje
campaigning	fear	0.125	fè kanpay
hawk	fear	0.125	malfini
prevent	fear	0.125	anpeche
gameday	fear	0.125	jou match
ahhh	fear	0.125	ahhh
marry	fear	0.125	marye
sprite	fear	0.125	luten
soready	fear	0.125	parey
sag	fear	0.123	sag
pharmacy	fear	0.123	famasi
policeman	fear	0.121	polisye
dreamt	fear	0.111	reve
lace	fear	0.111	dantèl
homework	fear	0.109	devwa
destination	fear	0.109	destinasyon
incase	fear	0.109	incase
pray	fear	0.109	lapriyè
knot	fear	0.109	ne
confidence	fear	0.109	konfyans
bigday	fear	0.109	gwo jou
holiness	fear	0.109	sentete
notoriety	fear	0.109	notoryete
weight	fear	0.109	pwa
slender	fear	0.100	mens
undecided	fear	0.098	deside
sympathetic	fear	0.097	senpatik
poise	fear	0.094	balans
case	fear	0.094	ka
treat	fear	0.094	trete
locate	fear	0.094	lokalize
loyal	fear	0.094	rete fidèl
grades	fear	0.094	klas
god	fear	0.094	Bondye
helmet	fear	0.094	kas
confident	fear	0.094	konfyans
counsellor	fear	0.094	konseye
northeast	fear	0.088	nòdès
graduation	fear	0.078	gradyasyon
compassion	fear	0.078	konpasyon
nurture	fear	0.078	nouri
graded	fear	0.075	gradye
mum	fear	0.070	manman
infant	fear	0.067	tibebe
journey	fear	0.062	vwayaj
parade	fear	0.062	parad
gradschool	fear	0.062	gradschool
civilian	fear	0.062	sivil
cloudiness	fear	0.062	nwaj
cash	fear	0.062	lajan kach
civilians	fear	0.062	sivil yo
guidelines	fear	0.062	direktiv yo
soulmate	fear	0.062	nanm konpayon
youth	fear	0.062	jenès
opera	fear	0.057	opera
synonymous	fear	0.056	sinonim
honest	fear	0.047	onèt
praying	fear	0.047	lapriyè
intelligence	fear	0.038	entèlijans
volunteer	fear	0.031	volontè
romance	fear	0.031	romans
lines	fear	0.031	liy
obey	fear	0.016	obeyi
happiest	joy	0.986	pi kontan
happiness	joy	0.984	kontantman
bliss	joy	0.971	benediksyon
celebrating	joy	0.970	selebre
jubilant	joy	0.969	rejwisans
ecstatic	joy	0.954	ekstaz
elation	joy	0.944	elasyon
beaming	joy	0.938	rayonnant
bestdayever	joy	0.938	bestdayever
loveee	joy	0.932	loveee
celebration	joy	0.929	selebrasyon
awesomeness	joy	0.926	awesomeness
joy	joy	0.924	kè kontan
joyous	joy	0.922	lajwa
fabulous	joy	0.922	fabuleux
happily	joy	0.922	san pwoblèm mwen tap
excitement	joy	0.922	eksitasyon
exuberance	joy	0.922	eksuberans
makesmehappy	joy	0.922	fèm kontan
euphoria	joy	0.922	gwo mouvman
lovee	joy	0.920	amoure
gratitude	joy	0.914	rekonesans
happydance	joy	0.912	happydance
merriment	joy	0.912	kontantman
spectacular	joy	0.912	espektakilè
overjoyed	joy	0.909	kontan anpil
purebliss	joy	0.909	pi bonite
triumphant	joy	0.907	triyonfan
ecstasy	joy	0.906	ecstasy
lovelovelove	joy	0.906	lovelovelove
cheerful	joy	0.906	kè kontan
cheer	joy	0.897	aplodi
elated	joy	0.894	kontan
peaceofmind	joy	0.891	lapè nan tèt
jolly	joy	0.891	joly
delighted	joy	0.891	kontan
lovethis	joy	0.891	renmen sa
excitation	joy	0.891	eksitasyon
exhilaration	joy	0.891	eksitasyon
pleasures	joy	0.891	plezi
laugh	joy	0.891	ri
marvelously	joy	0.881	mèveye
loving	joy	0.879	renmen
joyful	joy	0.879	kè kontan
blissful	joy	0.879	byennere
outstanding	joy	0.879	eksepsyonel
pleasurable	joy	0.877	plezi
lovinglife	joy	0.875	renmen lavi
enthusiastic	joy	0.875	antouzyastik
glee	joy	0.875	kontan
iloveher	joy	0.875	iloveher
yaaaay	joy	0.875	yaaay
overthemoon	joy	0.875	overthemoon
happyplace	joy	0.875	kè kontan
sohappy	joy	0.868	kontan anpil
superb	joy	0.864	sipèb
woohoo	joy	0.864	woooo
laughing	joy	0.864	ri
wonderful	joy	0.863	bèl bagay
hooray	joy	0.859	owa
loved	joy	0.859	renmen
tearsofjoy	joy	0.859	tearsofjoy
hallelujah	joy	0.859	alelouya
magnificent	joy	0.859	manyifik
glory	joy	0.859	laglwa
ilovechristmas	joy	0.859	ilovechristmas
brilliant	joy	0.859	briyan
celebrated	joy	0.859	selebre
cheering	joy	0.859	aplodi
yayyyy	joy	0.859	yayyyy
heavenly	joy	0.853	nan syèl la
exciting	joy	0.853	eksitan
thrilled	joy	0.851	frisonen
mademyday	joy	0.848	fèmjou
hohoho	joy	0.845	hohoho
celebrate	joy	0.844	selebre
wonderfully	joy	0.844	bèl bagay
blessing	joy	0.844	benediksyon
favoriteholiday	joy	0.844	favoriteholiday
paradise	joy	0.833	paradi
marvellous	joy	0.833	mèveye
festive	joy	0.833	fèstivite
sweetness	joy	0.833	dous
blessed	joy	0.833	beni
celebrations	joy	0.833	selebrasyon
compliment	joy	0.831	konpliman
smiling	joy	0.828	souri
allsmiles	joy	0.828	tout souri
love	joy	0.828	renmen
enchanting	joy	0.828	mayifik
homesweethome	joy	0.826	lakay se lakay
thankyougod	joy	0.824	mèsi Bondye
marvelous	joy	0.824	mèveye
laughter	joy	0.824	ri
goodmood	joy	0.819	bon atitid
goodness	joy	0.818	bonte
excellence	joy	0.818	ekselans
sensational	joy	0.818	sansasyonalis
joys	joy	0.818	lajwa
delightful	joy	0.818	délisyeu
excited	joy	0.818	eksite
rejoicing	joy	0.818	rejwi
happyheart	joy	0.818	kè kontan
celebratory	joy	0.818	selebrasyon
greatful	joy	0.816	gran anpil
jovial	joy	0.814	jovial
rejoice	joy	0.812	fè kè nou kontan
splendid	joy	0.812	sipè
enjoy	joy	0.812	jwi
smiley	joy	0.812	smiley
glorious	joy	0.812	bèl pouvwa
victorious	joy	0.812	viktorye
lovemaking	joy	0.812	fe lanmou
bonanza	joy	0.812	bonanza
greatday	joy	0.812	gran jou
excellent	joy	0.812	ekselan
goodtimes	joy	0.811	bon moman
whatmakesmesmile	joy	0.811	sa ki fè yon souri
happyday	joy	0.809	happyday
myfavorite	joy	0.804	pi renmen mwen
thankyoulord	joy	0.803	mèsi mesye
gladness	joy	0.803	kè kontan
yayyy	joy	0.803	yayyy
yeahhhh	joy	0.803	yeahhh
pleasure	joy	0.803	plezi
giggle	joy	0.802	ri
happier	joy	0.797	pi kontan
lovemylife	joy	0.797	lovemylife
magnificence	joy	0.797	mayifisans
happytweet	joy	0.797	happytweet
lovinlife	joy	0.797	lovinlife
yesss	joy	0.797	wi
dancing	joy	0.797	danse
success	joy	0.797	siksè
grateful	joy	0.789	rekonesan
amuse	joy	0.788	amize
splendor	joy	0.788	bèl
happy	joy	0.788	kontan
fun	joy	0.788	plezi
giggling	joy	0.781	ri
glad	joy	0.781	kontan
glorify	joy	0.781	fè lwanj
radiant	joy	0.781	radyan
beautiful	joy	0.781	bèl
solucky	joy	0.781	solucky
sothankful	joy	0.781	rekonesan
enchanted	joy	0.781	anchante
romance	joy	0.779	romans
perfection	joy	0.779	pèfeksyon
christmassy	joy	0.779	nwèl
heavens	joy	0.779	syèl la
thrilling	joy	0.776	sezisman
lovable	joy	0.773	renmen
congrats	joy	0.773	felisitasyon
fiesta	joy	0.773	fiesta
entertain	joy	0.773	amize
happyvalentinesday	joy	0.773	happyvalentinesday
miraculous	joy	0.773	mirak
cheers	joy	0.773	bravo
cheered	joy	0.773	aplodi
positivity	joy	0.773	pozitivite
funday	joy	0.772	funday
enjoying	joy	0.771	jwi
lifeisgood	joy	0.766	lavi a bon
amused	joy	0.766	amize
goodfeeling	joy	0.766	bon santiman
christmasspirit	joy	0.766	lespri nwèl
cuddling	joy	0.766	karese
smiles	joy	0.766	souri
sosweet	joy	0.766	dous
thebest	joy	0.766	pi bon an
party	joy	0.765	pati
delight	joy	0.765	plezi
orgasm	joy	0.765	orgasme
positive	joy	0.761	pozitif
sweetheart	joy	0.758	cheri
enlighten	joy	0.758	eklere
cheerfulness	joy	0.758	kè kontan
miracles	joy	0.758	mirak
giddy	joy	0.757	toudi
christmastime	joy	0.757	nwèl
gratify	joy	0.750	satisfè
greatness	joy	0.750	grandè
friendliness	joy	0.750	amitye
blessings	joy	0.750	benediksyon
laughs	joy	0.750	ri
tistheseason	joy	0.750	sezon sa a
smile	joy	0.750	souri
pleasing	joy	0.750	plezi
romantic	joy	0.750	amoure
happyholidays	joy	0.750	happyholidays
frolic	joy	0.748	frole
jubilee	joy	0.742	rejwisans
miracle	joy	0.742	mirak
enthusiasm	joy	0.742	antouzyasm
selflove	joy	0.742	lanmou pwòp tèt ou
triumph	joy	0.742	triyonf
magical	joy	0.742	majik
rewarding	joy	0.742	rekonpanse
goodvibes	joy	0.742	goodvibes
positiveenergy	joy	0.742	enèji pozitif
feelgood	joy	0.736	santim byen
prosperity	joy	0.735	pwosperite
behappy	joy	0.734	gen kè kontan
admiration	joy	0.734	admirasyon
passionate	joy	0.734	pasyone
goodday	joy	0.734	Bonjou
luxurious	joy	0.734	abondan
tgif	joy	0.734	tgif
victory	joy	0.734	viktwa
feelinggood	joy	0.734	santim byen
enchant	joy	0.734	anchante
greatnight	joy	0.734	grannwit
vivacious	joy	0.734	vivan
glorification	joy	0.733	glwa
sing	joy	0.729	chante
glowing	joy	0.729	lumineux
yessss	joy	0.728	wisss
fulfillment	joy	0.728	akonplisman
breathtaking	joy	0.728	mayifik
thankful	joy	0.727	rekonesan
cheery	joy	0.727	kè kontan
santa	joy	0.727	Santa
hurrah	joy	0.727	prese
christmasbreak	joy	0.727	Nwèl
win	joy	0.727	genyen
atpeace	joy	0.727	nan lapè
award	joy	0.727	prim
merry	joy	0.727	kontan
inspiration	joy	0.725	enspirasyon
radiance	joy	0.725	klere
pleased	joy	0.725	kontan
uplift	joy	0.723	leve
optimistic	joy	0.723	optimis
heaven	joy	0.721	syèl la
lucky	joy	0.721	chans
godisgreat	joy	0.721	Bondye gran
holidays	joy	0.721	jou ferye
thrill	joy	0.721	frison
congratulatory	joy	0.719	felisitasyon
thriving	joy	0.719	pwospere
amusement	joy	0.719	amizman
perfect	joy	0.719	pafè
lover	joy	0.719	lover
xmas	joy	0.719	ksma
heartfelt	joy	0.719	sensè
utopian	joy	0.719	utopi
lovely	joy	0.719	bèl
harmony	joy	0.719	amoni
praising	joy	0.719	fè lwanj
brighten	joy	0.719	eklere
luckiest	joy	0.712	pi chans
merrychristmas	joy	0.712	Jwaye Nwel
magic	joy	0.712	majik
achievement	joy	0.712	reyalizasyon
yay	joy	0.712	wi
holiday	joy	0.712	jou ferye
treasures	joy	0.712	trezò
luxury	joy	0.712	liks
bestfeeling	joy	0.712	pi bon santiman
intimate	joy	0.710	entim
soblessed	joy	0.706	beni
yaaay	joy	0.706	yaaay
rave	joy	0.706	rave
chuckle	joy	0.706	ri
proud	joy	0.704	fyè
winning	joy	0.703	genyen
cherish	joy	0.703	cheri
goodnews	joy	0.703	bon nouvel
fuckyeah	joy	0.703	fuckyeah
optimism	joy	0.703	optimis
amazingly	joy	0.703	etonan
lovelife	joy	0.703	renmen lavi
truelove	joy	0.703	Vrè lanmou
beautification	joy	0.703	anbelisman
satisfying	joy	0.703	satisfè
appreciates	joy	0.703	apresye
cuddled	joy	0.703	karese
goodlife	joy	0.703	bon lavi
gooood	joy	0.703	bon
sweetest	joy	0.703	pi dous
yaay	joy	0.700	yaay
entertained	joy	0.700	amize
excite	joy	0.697	eksite
newbeginnings	joy	0.693	nouvo kòmansman
praisejesus	joy	0.691	fè lwanj Jezi
birthday	joy	0.691	anivèsè nesans
greatfriends	joy	0.688	gran zanmi
adoration	joy	0.688	adorasyon
godsend	joy	0.688	obèn
favorite	joy	0.688	pi renmen
content	joy	0.688	kontni
entertaining	joy	0.688	amizan
honored	joy	0.688	onore
metime	joy	0.688	moman
exquisite	joy	0.688	ekskiz
holidayseason	joy	0.688	sezon fèt
thankyoujesus	joy	0.688	mèsi Jezi
angelic	joy	0.688	zanj
goodhealth	joy	0.682	bòn sante
majestic	joy	0.682	majeste
luscious	joy	0.682	apetisan
memoriesiwontforget	joy	0.682	memwa pap bliye
bestfriends	joy	0.682	Bon zanmi
precious	joy	0.682	presye
appreciated	joy	0.682	apresye
exaltation	joy	0.682	egzaltasyon
smiled	joy	0.682	souri
brightens	joy	0.682	eklere
tranquility	joy	0.679	trankilite
marry	joy	0.676	marye
embrace	joy	0.676	anbrase
positively	joy	0.676	pozitivman
grin	joy	0.672	griyen
hug	joy	0.672	akolad
hilarious	joy	0.672	komik
dearest	joy	0.672	cheri
contentment	joy	0.672	kontantman
accomplished	joy	0.672	akonpli
relaxation	joy	0.672	detant
bday	joy	0.672	lajounen
enliven	joy	0.672	anime
weeeee	joy	0.672	weeeee
giggles	joy	0.672	ri
fulfilled	joy	0.667	akonpli
bountiful	joy	0.667	abondan
victor	joy	0.667	vikteur
adore	joy	0.667	adore
boisterous	joy	0.667	briyan
fulfill	joy	0.664	akonpli
cuddles	joy	0.662	karese
prosperous	joy	0.660	gremesi
appreciation	joy	0.656	apresyasyon
serenity	joy	0.656	trankilite
happynewyear	joy	0.656	bon ane
humor	joy	0.656	imè
satisfy	joy	0.656	satisfè
besties	joy	0.656	meyè
