English Word	Emotion	Emotion-Intensity-Score	Urdu Word
elation	joy	0.944	خوشی
beaming	joy	0.938	بیمنگ
bestdayever	joy	0.938	سب سے بہترین دن
loveee	joy	0.932	پیاری
celebration	joy	0.929	جشن
awesomeness	joy	0.926	کمال
joy	joy	0.924	خوشی
joyous	joy	0.922	خوشی
fabulous	joy	0.922	شاندار
happily	joy	0.922	خوشی سے
excitement	joy	0.922	جوش
exuberance	joy	0.922	جوش
makesmehappy	joy	0.922	مجھے خوش کرتا ہے
euphoria	joy	0.922	خوشی
lovee	joy	0.920	محبت
gratitude	joy	0.914	شکرگزاری
happydance	joy	0.912	خوش رقص
merriment	joy	0.912	خوشی
spectacular	joy	0.912	شاندار
overjoyed	joy	0.909	بہت خوش
purebliss	joy	0.909	پاکیزگی
triumphant	joy	0.907	فاتح
ecstasy	joy	0.906	ایکسٹیسی
lovelovelove	joy	0.906	محبت محبت محبت
cheerful	joy	0.906	خوشگوار
cheer	joy	0.897	خوشی
elated	joy	0.894	پرجوش
peaceofmind	joy	0.891	ذہنی سکون
jolly	joy	0.891	خوش مزاج
delighted	joy	0.891	خوش
lovethis	joy	0.891	اس سے محبت
excitation	joy	0.891	جوش
exhilaration	joy	0.891	حوصلہ افزائی
pleasures	joy	0.891	خوشیاں
laugh	joy	0.891	ہنسنا
marvelously	joy	0.881	حیرت انگیز طور پر
loving	joy	0.879	محبت
joyful	joy	0.879	خوش کن
blissful	joy	0.879	خوشگوار
outstanding	joy	0.879	شاندار
pleasurable	joy	0.877	خوشگوار
lovinglife	joy	0.875	پیار کرنے والی زندگی
enthusiastic	joy	0.875	پرجوش
glee	joy	0.875	خوشی
iloveher	joy	0.875	مجھے اس سے پیار
yaaaay	joy	0.875	yaaaay
overthemoon	joy	0.875	overthemoon
happyplace	joy	0.875	خوشی کی جگہ
sohappy	joy	0.868	بہت خوش
superb	joy	0.864	شاندار
woohoo	joy	0.864	ووہو
laughing	joy	0.864	ہنسنا
wonderful	joy	0.863	شاندار
hooray	joy	0.859	ہورے
loved	joy	0.859	پیار کیا
tearsofjoy	joy	0.859	خوشی کے آنسو
hallelujah	joy	0.859	ہللوجہ
magnificent	joy	0.859	شاندار
glory	joy	0.859	جلال
ilovechristmas	joy	0.859	ilovecrismas
brilliant	joy	0.859	شاندار
celebrated	joy	0.859	منایا
cheering	joy	0.859	خوش کرنا
yayyyy	joy	0.859	yayyyy
heavenly	joy	0.853	آسمانی
exciting	joy	0.853	دلچسپ
thrilled	joy	0.851	پرجوش
mademyday	joy	0.848	میرا دن بنا دیا
hohoho	joy	0.845	ہو ہو ہو
celebrate	joy	0.844	منانا
wonderfully	joy	0.844	حیرت انگیز طور پر
blessing	joy	0.844	برکت
favoriteholiday	joy	0.844	پسندیدہ چھٹی
paradise	joy	0.833	جنت
marvellous	joy	0.833	شاندار
festive	joy	0.833	تہوار
sweetness	joy	0.833	مٹھاس
blessed	joy	0.833	مبارک
celebrations	joy	0.833	تقریبات
compliment	joy	0.831	تعریف
smiling	joy	0.828	مسکراتے ہوئے
allsmiles	joy	0.828	تمام مسکراہٹیں
love	joy	0.828	محبت
enchanting	joy	0.828	پرفتن
homesweethome	joy	0.826	گھر پیارا گھر
thankyougod	joy	0.824	یا اللہ تیرا شکر ہے
marvelous	joy	0.824	شاندار
laughter	joy	0.824	ہنسی
goodmood	joy	0.819	اچھے مزاج
goodness	joy	0.818	نیکی
excellence	joy	0.818	اتکرجتا
sensational	joy	0.818	سنسنی خیز
joys	joy	0.818	خوشیاں
delightful	joy	0.818	خوشگوار
excited	joy	0.818	بہت پرجوش
rejoicing	joy	0.818	خوشی
happyheart	joy	0.818	خوش دل
celebratory	joy	0.818	جشن منانے والا
greatful	joy	0.816	عظیم
jovial	joy	0.814	خوش مزاج
rejoice	joy	0.812	خوش ہونا
splendid	joy	0.812	شاندار
enjoy	joy	0.812	لطف اندوز
smiley	joy	0.812	سمائلی
glorious	joy	0.812	شاندار
victorious	joy	0.812	فاتح
lovemaking	joy	0.812	پیار کرنا
bonanza	joy	0.812	بونانزا
greatday	joy	0.812	عظیم دن
excellent	joy	0.812	بہترین
goodtimes	joy	0.811	اچھے وقت
whatmakesmesmile	joy	0.811	کیا بناتی ہے مسکراہٹ
happyday	joy	0.809	خوشی کا دن
myfavorite	joy	0.804	میرا پسندیدہ
thankyoulord	joy	0.803	مالک تیرا شکر ہے
gladness	joy	0.803	خوشی
yayyy	joy	0.803	yayyy
yeahhhh	joy	0.803	ہاں
pleasure	joy	0.803	خوشی
giggle	joy	0.802	کھسیانا
happier	joy	0.797	زیادہ خوش
lovemylife	joy	0.797	پیاری زندگی
magnificence	joy	0.797	عظمت
happytweet	joy	0.797	happytweet
lovinlife	joy	0.797	محبت کی زندگی
yesss	joy	0.797	ہاں
dancing	joy	0.797	رقص
success	joy	0.797	کامیابی
grateful	joy	0.789	شکر گزار
amuse	joy	0.788	تفریح
splendor	joy	0.788	شان
happy	joy	0.788	خوش
fun	joy	0.788	مزہ
giggling	joy	0.781	ہنسنا
glad	joy	0.781	خوشی
glorify	joy	0.781	تسبیح
radiant	joy	0.781	منور
beautiful	joy	0.781	خوبصورت
solucky	joy	0.781	بہت خوش قسمت
sothankful	joy	0.781	شکر گزار
enchanted	joy	0.781	جادو
romance	joy	0.779	رومانوی
perfection	joy	0.779	کمال
christmassy	joy	0.779	کرسمس
heavens	joy	0.779	آسمان
thrilling	joy	0.776	سنسنی خیز
lovable	joy	0.773	پیارا
congrats	joy	0.773	مبارک ہو
fiesta	joy	0.773	تہوار
entertain	joy	0.773	تفریح
happyvalentinesday	joy	0.773	اظهار محبت کا دن مبارک هو
miraculous	joy	0.773	معجزانہ
cheers	joy	0.773	خوش آمدید
cheered	joy	0.773	خوش کیا
positivity	joy	0.773	مثبتیت
funday	joy	0.772	فنڈ ڈے
enjoying	joy	0.771	لطف اندوز
lifeisgood	joy	0.766	زندگی اچھی ہے
amused	joy	0.766	دل لگی
goodfeeling	joy	0.766	اچھا احساس
christmasspirit	joy	0.766	کرسمس کی روح
cuddling	joy	0.766	گلے لگانا
smiles	joy	0.766	مسکراہٹ
sosweet	joy	0.766	کتنا پیارا
thebest	joy	0.766	سب سے اچھا
party	joy	0.765	پارٹی
delight	joy	0.765	خوشی
orgasm	joy	0.765	orgasm
positive	joy	0.761	مثبت
sweetheart	joy	0.758	پیاری
enlighten	joy	0.758	روشن کرنا
cheerfulness	joy	0.758	خوش مزاجی
miracles	joy	0.758	معجزات
giddy	joy	0.757	چکرانا
christmastime	joy	0.757	کرسمس کے وقت
gratify	joy	0.750	تسلی دینا
greatness	joy	0.750	عظمت
friendliness	joy	0.750	دوستی
blessings	joy	0.750	برکتیں
laughs	joy	0.750	ہنستا ہے
tistheseason	joy	0.750	عشائیہ کا موسم
smile	joy	0.750	مسکراہٹ
pleasing	joy	0.750	خوش کن
romantic	joy	0.750	رومانوی
happyholidays	joy	0.750	خوش چھٹیاں
frolic	joy	0.748	ہلچل
jubilee	joy	0.742	جوبلی
miracle	joy	0.742	معجزہ
enthusiasm	joy	0.742	جوش
selflove	joy	0.742	خود محبت
triumph	joy	0.742	فتح
magical	joy	0.742	جادوئی
rewarding	joy	0.742	فائدہ مند
goodvibes	joy	0.742	اچھا تاثر
positiveenergy	joy	0.742	مثبت توانائی
feelgood	joy	0.736	اچھا محسوس کرنا
prosperity	joy	0.735	خوشحالی
behappy	joy	0.734	خوش رہو
admiration	joy	0.734	تعریف
passionate	joy	0.734	پرجوش
goodday	joy	0.734	اچھا دن
luxurious	joy	0.734	پرتعیش
tgif	joy	0.734	tgif
victory	joy	0.734	فتح
feelinggood	joy	0.734	احساس اچھا
enchant	joy	0.734	جادو
greatnight	joy	0.734	عظیم رات
vivacious	joy	0.734	متحرک
glorification	joy	0.733	تسبیح
sing	joy	0.729	گانا
glowing	joy	0.729	چمکنے والا
yessss	joy	0.728	ہاں
fulfillment	joy	0.728	تکمیل
breathtaking	joy	0.728	سانس لینے والا
thankful	joy	0.727	شکر گزار
cheery	joy	0.727	خوشگوار
santa	joy	0.727	سانتا
hurrah	joy	0.727	ہیرے
christmasbreak	joy	0.727	کرسمس کی چھٹیاں
win	joy	0.727	جیت
atpeace	joy	0.727	امن
award	joy	0.727	ایوارڈ
merry	joy	0.727	خوشی
inspiration	joy	0.725	پریرتا
radiance	joy	0.725	چمک
pleased	joy	0.725	خوش
uplift	joy	0.723	ترقی
optimistic	joy	0.723	پر امید
heaven	joy	0.721	جنت
lucky	joy	0.721	خوش قسمت
godisgreat	joy	0.721	اللہ بہت بڑا ہے
holidays	joy	0.721	چھٹیاں
thrill	joy	0.721	سنسنی
congratulatory	joy	0.719	مبارکباد
thriving	joy	0.719	فروغ پزیر
amusement	joy	0.719	تفریح
perfect	joy	0.719	کامل
lover	joy	0.719	عاشق
xmas	joy	0.719	کرسمس
heartfelt	joy	0.719	دل سے
utopian	joy	0.719	یوٹوپیائی
lovely	joy	0.719	پیارا
harmony	joy	0.719	ہم آہنگی
praising	joy	0.719	تعریف کرنا
brighten	joy	0.719	روشن
luckiest	joy	0.712	خوش قسمت ترین
merrychristmas	joy	0.712	میری کرسمس
magic	joy	0.712	جادو
achievement	joy	0.712	کامیابی
yay	joy	0.712	ہاں
holiday	joy	0.712	چھٹی
treasures	joy	0.712	خزانے
luxury	joy	0.712	عیش و آرام
bestfeeling	joy	0.712	بہترین احساس
intimate	joy	0.710	مباشرت
soblessed	joy	0.706	بے چین
yaaay	joy	0.706	yaaay
rave	joy	0.706	بڑبڑانا
chuckle	joy	0.706	منہ دبا ہنسنا
proud	joy	0.704	فخر
winning	joy	0.703	جیتنا
cherish	joy	0.703	پالنے
goodnews	joy	0.703	اچھی خبر
fuckyeah	joy	0.703	بھاڑ میں جاؤ
optimism	joy	0.703	رجائیت
amazingly	joy	0.703	حیرت انگیز طور پر
lovelife	joy	0.703	زندگی سے پیار
truelove	joy	0.703	سچا پیار
beautification	joy	0.703	خوبصورتی
satisfying	joy	0.703	تسلی بخش
appreciates	joy	0.703	تعریف کرتا ہے
cuddled	joy	0.703	لپیٹ لیا
goodlife	joy	0.703	اچھی زندگی
gooood	joy	0.703	اچھا
sweetest	joy	0.703	سب سے پیارا
yaay	joy	0.700	yaay
entertained	joy	0.700	تفریح
excite	joy	0.697	پرجوش
newbeginnings	joy	0.693	نیا آغاز
praisejesus	joy	0.691	تعریف
birthday	joy	0.691	سالگرہ
greatfriends	joy	0.688	عظیم دوست
adoration	joy	0.688	عبادت
godsend	joy	0.688	دیوتا
favorite	joy	0.688	پسندیدہ
content	joy	0.688	مواد
entertaining	joy	0.688	دل لگی
honored	joy	0.688	عزت دی
metime	joy	0.688	وقت
exquisite	joy	0.688	شاندار
holidayseason	joy	0.688	چھٹیوں کا موسم
thankyoujesus	joy	0.688	شکریہ حضرت عیسی علیہ السلام
angelic	joy	0.688	فرشتہ
goodhealth	joy	0.682	اچھی صحت
majestic	joy	0.682	شاندار
luscious	joy	0.682	خوش کن
memoriesiwontforget	joy	0.682	یادیں نہیں بھولیں گی۔
bestfriends	joy	0.682	بہترین دوست
precious	joy	0.682	قیمتی
appreciated	joy	0.682	تعریف
exaltation	joy	0.682	سربلندی
smiled	joy	0.682	مسکرایا
brightens	joy	0.682	چمکتا ہے
tranquility	joy	0.679	سکون
marry	joy	0.676	شادی
embrace	joy	0.676	گلے لگانا
positively	joy	0.676	مثبت طور پر
grin	joy	0.672	مسکرانا
hug	joy	0.672	گلے
hilarious	joy	0.672	مزاحیہ
dearest	joy	0.672	عزیز ترین
contentment	joy	0.672	قناعت
accomplished	joy	0.672	مکمل
relaxation	joy	0.672	آرام
bday	joy	0.672	سالگرہ
enliven	joy	0.672	زندہ کرنا
weeeee	joy	0.672	weeeee
giggles	joy	0.672	ہنسی
fulfilled	joy	0.667	پوری
bountiful	joy	0.667	وافر
victor	joy	0.667	فاتح
adore	joy	0.667	پسند کرنا
boisterous	joy	0.667	شوخ
fulfill	joy	0.664	پورا
cuddles	joy	0.662	گلے لگانا
prosperous	joy	0.660	خوشحال
appreciation	joy	0.656	تعریف
serenity	joy	0.656	سکون
happynewyear	joy	0.656	نیا سال مبارک ہو
humor	joy	0.656	مزاح
satisfy	joy	0.656	مطمئن کرنا
besties	joy	0.656	دوست
encouraged	joy	0.656	حوصلہ افزائی کی
captivate	joy	0.656	موہ لینا
christmaseve	joy	0.656	کرسمس کے موقع
glow	joy	0.656	چمک
romanticism	joy	0.656	رومانویت
innerpeace	joy	0.656	اندرونی امن
pleasant	joy	0.656	خوشگوار
praises	joy	0.652	تعریفیں
abundance	joy	0.652	کثرت
fortunes	joy	0.652	خوش قسمتی
engaged	joy	0.652	مصروف
praised	joy	0.652	تعریف کی
relaxing	joy	0.652	آرام دہ
treasure	joy	0.652	خزانہ
satisfaction	joy	0.652	اطمینان
nothingbetter	joy	0.647	کچھ بہتر نہیں ہے
affection	joy	0.647	پیار
relieved	joy	0.647	سکون
complement	joy	0.647	تکمیل
carnival	joy	0.643	کارنیول
priceless	joy	0.641	انمول
uplifting	joy	0.641	ترقی
sensuality	joy	0.641	جنسیت
saintly	joy	0.641	مقدس
champion	joy	0.641	چیمپئن
thanksgiving	joy	0.641	یوم تشکر
harmoniously	joy	0.641	ہم آہنگی سے
wedding	joy	0.641	شادی
achieve	joy	0.641	حاصل کرنا
divine	joy	0.641	الہی
jackpot	joy	0.641	جیک پاٹ
honeymoon	joy	0.636	سہاگ رات
exalt	joy	0.636	بلند کرنا
twinkle	joy	0.636	چمکنا
comforting	joy	0.636	تسلی بخش
felicity	joy	0.636	خوشی
peaceful	joy	0.636	پرامن
climax	joy	0.636	کلائمکس
winner	joy	0.636	فاتح
reverie	joy	0.636	reverie
yayy	joy	0.636	ہاں
cuddle	joy	0.636	گلے لگانا
xoxo	joy	0.634	xoxo
stargazing	joy	0.625	ستاروں کو دیکھنا
festival	joy	0.625	تہوار
sweet	joy	0.625	میٹھا
generosity	joy	0.625	سخاوت
brighter	joy	0.625	روشن
praisegod	joy	0.625	خدا کی تعریف
gorgeous	joy	0.625	خوبصورت
hearts	joy	0.625	دل
amusing	joy	0.625	دل لگی
fondness	joy	0.625	شوق
snuggling	joy	0.625	snuggling
reward	joy	0.625	انعام
sex	joy	0.622	جنس
kind	joy	0.621	قسم
genial	joy	0.621	ملنسار
parade	joy	0.621	پریڈ
applause	joy	0.621	تالیاں
beauty	joy	0.621	خوبصورتی
fulfilling	joy	0.618	پورا کرنے والا
aspiring	joy	0.618	خواہشمند
newlife	joy	0.618	نئی زندگی
godbless	joy	0.616	خدا بھلا کرے
virtuous	joy	0.613	نیک
kiss	joy	0.610	بوسہ
christmas	joy	0.609	کرسمس
rainbows	joy	0.609	قوس قزح
elegance	joy	0.609	خوبصورتی
generous	joy	0.609	بے لوث
super	joy	0.609	سپر
playful	joy	0.609	چنچل
enlightenment	joy	0.609	روشن خیالی
praiseworthy	joy	0.609	قابل تعریف
awards	joy	0.609	ایوارڈز
adorable	joy	0.609	دلکش
rekindle	joy	0.609	دوبارہ جلانا
winnings	joy	0.609	جیت
independence	joy	0.607	آزادی
amour	joy	0.607	محبت
kindness	joy	0.606	مہربانی
surprises	joy	0.606	حیرت
heheh	joy	0.606	heheh
hilarity	joy	0.606	مزاح
wonder	joy	0.606	تعجب
freely	joy	0.606	آزادانہ طور پر
successful	joy	0.606	کامیاب
inspired	joy	0.606	حوصلہ افزائی
onelove	joy	0.606	ایک محبت
whimsical	joy	0.603	سنکی
entertainment	joy	0.603	تفریح
passion	joy	0.603	جذبہ
stressfree	joy	0.601	دبائو سے آزاد
beautify	joy	0.601	خوبصورت بنانا
sunrise	joy	0.600	طلوع آفتاب
godisgood	joy	0.597	خدا اچھا ہے
goodmusic	joy	0.594	اچھی موسیقی
revere	joy	0.594	تعظیم
whoo	joy	0.594	کون
fanfare	joy	0.594	دھوم دھام
inspire	joy	0.594	حوصلہ افزائی
angel	joy	0.594	فرشتہ
thankgod	joy	0.594	خدا کا شکر ہے
goodies	joy	0.594	اچھی چیزیں
jesus	joy	0.594	یسوع
accomplishment	joy	0.594	کامیابی
snuggled	joy	0.594	snuggled
peacefully	joy	0.594	امن سے
flirt	joy	0.594	اشکبازی
friendship	joy	0.591	دوستی
singing	joy	0.591	گانا
heroic	joy	0.591	بہادر
exalted	joy	0.591	بلند
fortune	joy	0.591	خوش قسمتی
highest	joy	0.591	سب سے زیادہ
summer	joy	0.591	موسم گرما
contented	joy	0.588	مطمئن
rollicking	joy	0.588	گھومنا
overflowing	joy	0.588	بہتا ہوا
woot	joy	0.588	woot
accolade	joy	0.586	تعریف
hope	joy	0.586	امید
cozy	joy	0.583	آرام دہ
delicious	joy	0.579	مزیدار
raving	joy	0.578	بڑبڑانا
thelife	joy	0.578	زندگی
darling	joy	0.578	پیاری
sensuous	joy	0.578	فحش
picturesque	joy	0.578	دلکش
friendly	joy	0.578	دوستانہ
everlasting	joy	0.578	لازوال
praise	joy	0.578	تعریف
ambition	joy	0.578	خواہش
sparkle	joy	0.577	چمک
sensual	joy	0.576	جنسی
peace	joy	0.576	امن
flattering	joy	0.576	چاپلوسی
grace	joy	0.576	فضل
luckygirl	joy	0.576	خوش قسمت لڑکی
heroism	joy	0.576	بہادری
succeeding	joy	0.576	کامیاب
yeahhh	joy	0.576	ہاں
special	joy	0.574	خصوصی
livelife	joy	0.574	زندگی جیو
tantalizing	joy	0.572	طنزیہ
pumped	joy	0.567	پمپ
yey	joy	0.562	ہاں
surprise	joy	0.562	حیرت
sunny	joy	0.562	دھوپ
prevail	joy	0.562	غالب
revels	joy	0.562	revels
humorous	joy	0.562	مزاحیہ
sweets	joy	0.562	مٹھائیاں
liking	joy	0.562	پسند
admirable	joy	0.562	قابل تعریف
superstar	joy	0.562	سپر اسٹار
relax	joy	0.562	آرام کرو
prosper	joy	0.562	خوشحال
hero	joy	0.562	ہیرو
hugs	joy	0.562	گلے لگانا
worthwhile	joy	0.562	قابل قدر
newyear	joy	0.561	نیا سال
tenderness	joy	0.561	نرمی
bless	joy	0.561	برکت
favorable	joy	0.561	سازگار
freedom	joy	0.561	آزادی
masterpiece	joy	0.561	شاہکار
dreams	joy	0.559	خواب
hopeful	joy	0.559	امید مند
home	joy	0.559	گھر
cruising	joy	0.556	سمندری سفر
gracias	joy	0.554	شکریہ
faithfulness	joy	0.553	وفاداری
eagerness	joy	0.552	بے تابی
closeness	joy	0.552	قربت
sunshine	joy	0.551	دھوپ
comfy	joy	0.551	آرام دہ
vacation	joy	0.547	چھٹی
celestial	joy	0.547	آسمانی
good	joy	0.547	اچھی
elite	joy	0.547	اشرافیہ
illuminate	joy	0.547	روشن کرنا
confidence	joy	0.547	اعتماد
mistletoe	joy	0.547	مسٹلٹو
daughter	joy	0.547	بیٹی
lifted	joy	0.547	اٹھا لیا
goodmorning	joy	0.547	صبح بخیر
zeal	joy	0.547	جوش
gifts	joy	0.547	تحائف
gift	joy	0.547	تحفہ
astonishment	joy	0.547	حیرت
heart	joy	0.547	دل
completion	joy	0.547	تکمیل
bonus	joy	0.547	اضافی انعام
charmed	joy	0.546	دلکش
dance	joy	0.545	رقص
sublime	joy	0.545	شاندار
recreation	joy	0.545	تفریح
encouragement	joy	0.545	حوصلہ افزائی
god	joy	0.545	خدا
gush	joy	0.545	گش
freshstart	joy	0.544	تازہ آغاز
free	joy	0.544	مفت
savior	joy	0.543	نجات دہندہ
sanctuary	joy	0.541	پناہ گاہ
grandchildren	joy	0.540	پوتے
wellness	joy	0.537	تندرستی
revel	joy	0.534	خوشی منانا
music	joy	0.531	موسیقی
fab	joy	0.531	فیب
bridal	joy	0.531	دلہن
soar	joy	0.531	چڑھنا
alive	joy	0.531	زندہ
money	joy	0.531	پیسہ
soothing	joy	0.531	سکون بخش
serene	joy	0.531	پرسکون
holiness	joy	0.531	تقدس
inspirational	joy	0.531	متاثر کن
matrimony	joy	0.531	شادی
dayoff	joy	0.531	چھٹی کا دن
savor	joy	0.531	ذائقہ
vitality	joy	0.531	جیورنبل
confident	joy	0.531	پراعتماد
firstborn	joy	0.531	پہلوٹھے
rainbow	joy	0.531	قوس قزح
liberation	joy	0.531	آزادی
elegant	joy	0.530	خوبصورت
mastery	joy	0.530	مہارت
glimmer	joy	0.530	چمک
illumination	joy	0.530	روشنی
blossom	joy	0.530	کھلنا
warmth	joy	0.530	گرمی
welcomed	joy	0.530	خوش آمدید
treat	joy	0.529	علاج
faithful	joy	0.529	وفادار
snuggles	joy	0.522	snuggles
laurels	joy	0.521	اعزاز
commendable	joy	0.519	قابل تعریف
succeed	joy	0.516	کامیاب
jingle	joy	0.516	گیت
zest	joy	0.516	جوش
noschool	joy	0.516	نواسکول
brotherly	joy	0.516	برادرانہ
silly	joy	0.516	پاگل
abundant	joy	0.516	وافر
fancy	joy	0.516	پسند
resplendent	joy	0.516	چمکدار
strengthening	joy	0.516	مضبوط کرنا
presents	joy	0.516	پیش کرتا ہے
pride	joy	0.516	فخر
almighty	joy	0.516	قادر مطلق
powerful	joy	0.516	طاقتور
aspire	joy	0.516	خواہش
remarkable	joy	0.516	قابل ذکر
greeted	joy	0.516	سلام کیا
thanking	joy	0.515	شکریہ
cutie	joy	0.515	پیاری
kudos	joy	0.515	تعریف
therapeutic	joy	0.515	علاج
zen	joy	0.515	زین
coronation	joy	0.515	تاجپوشی
complete	joy	0.515	مکمل
shining	joy	0.515	چمک
spirit	joy	0.515	روح
princely	joy	0.515	شاہی
vivid	joy	0.515	وشد
comfort	joy	0.515	آرام
leisure	joy	0.515	تفریح
reunited	joy	0.515	دوبارہ متحد
kid	joy	0.515	بچہ
newme	joy	0.515	newme
payday	joy	0.515	تنخواہ کا دن
animated	joy	0.515	متحرک
familytime	joy	0.515	گھر والوں کا وقت
relationship	joy	0.514	رشتہ
godly	joy	0.514	دیندار
marriage	joy	0.514	شادی
daymade	joy	0.514	دن کا بنا ہوا
spouse	joy	0.507	شریک حیات
intimately	joy	0.507	مباشرت سے
respect	joy	0.500	احترام
bloom	joy	0.500	کھلنا
purr	joy	0.500	purr
carefree	joy	0.500	لاپرواہ
nature	joy	0.500	فطرت
encourage	joy	0.500	حوصلہ افزائی
soulful	joy	0.500	روح پرور
refreshed	joy	0.500	تازہ دم
family	joy	0.500	خاندان
gem	joy	0.500	منی
meritorious	joy	0.500	قابل تحسین
achieved	joy	0.500	حاصل کیا
motherhood	joy	0.500	زچگی
holyspirit	joy	0.500	روح القدس
surreal	joy	0.500	غیر حقیقی
charitable	joy	0.500	خیراتی
teamjesus	joy	0.500	ٹیم جیسس
stressrelief	joy	0.500	دباو سے آرام
erotic	joy	0.500	شہوانی، شہوت انگیز
inviting	joy	0.500	مدعو کرنا
baby	joy	0.500	بچه
dignity	joy	0.500	وقار
satisfied	joy	0.500	مطمئن
visionary	joy	0.500	بصیرت
memorable	joy	0.500	یادگار
veracity	joy	0.500	سچائی
healthy	joy	0.500	صحت مند
welcoming	joy	0.500	خوش آمدید
diamond	joy	0.500	ہیرا
christ	joy	0.500	مسیح
beach	joy	0.500	ساحل سمندر
accomplish	joy	0.500	پورا
friends	joy	0.500	دوست
excel	joy	0.500	ایکسل
health	joy	0.493	صحت
aura	joy	0.493	چمک
yehey	joy	0.486	ہاں
approved	joy	0.486	منظورشدہ
oasis	joy	0.486	نخلستان
liberty	joy	0.486	آزادی
crowning	joy	0.485	تاج
aspiration	joy	0.485	خواہش
privileged	joy	0.485	مراعات یافتہ
crescendo	joy	0.485	عروج
rapture	joy	0.485	بے خودی
liberate	joy	0.485	آزاد کرنا
nocomplaints	joy	0.485	کوئی شکایت نہیں
prestige	joy	0.485	وقار
bounty	joy	0.485	فضل
gentle	joy	0.485	نرم
inseparable	joy	0.485	لازم و ملزوم
engaging	joy	0.485	مشغول
loyal	joy	0.485	وفادار
betrothed	joy	0.485	منگنی کی
transcendence	joy	0.484	ماورائی
selfworth	joy	0.484	خود قابل قدر
yummy	joy	0.484	مزیدار
datenight	joy	0.484	تاریخ کی رات
destiny	joy	0.484	تقدیر
heyday	joy	0.484	ہیے دن
aloha	joy	0.484	aloha
desire	joy	0.484	خواہش
dream	joy	0.484	خواب
luck	joy	0.484	قسمت
fete	joy	0.484	تہوار
trophy	joy	0.484	ٹرافی
bouquet	joy	0.484	گلدستہ
chocolate	joy	0.484	چاکلیٹ
creativity	joy	0.484	تخلیقی صلاحیت
boyfriend	joy	0.480	بوائے فرینڈ
commemoration	joy	0.479	یادگاری
intelligence	joy	0.477	ذہانت
readiness	joy	0.473	تیاری
friend	joy	0.471	دوست
bride	joy	0.471	دلہن
enthusiast	joy	0.471	پرجوش
lush	joy	0.470	سرسبز
inheritance	joy	0.470	وراثت
soothe	joy	0.470	سکون دینا
tickle	joy	0.470	گدگدی
kiddo	joy	0.470	بچہ
nostalgia	joy	0.470	پرانی یادوں
massage	joy	0.470	مساج
calming	joy	0.470	پرسکون
adventure	joy	0.470	مہم جوئی
pretty	joy	0.469	خوبصورت
purring	joy	0.469	purring
eternal	joy	0.469	ابدی
humanitarian	joy	0.469	انسانی
nurture	joy	0.469	پرورش
giving	joy	0.469	دینا
rest	joy	0.469	آرام
getaway	joy	0.469	دور ہو جاو
goals	joy	0.469	مقاصد
pray	joy	0.469	دعا
bridegroom	joy	0.469	دولہا
heartily	joy	0.469	دل سے
luster	joy	0.469	چمک
bonding	joy	0.469	بانڈنگ
princess	joy	0.469	شہزادی
amicable	joy	0.469	دوستانہ
benevolence	joy	0.469	احسان
child	joy	0.466	بچہ
salutary	joy	0.465	سلامی
invite	joy	0.457	دعوت دینا
beam	joy	0.456	بیم
reminiscing	joy	0.456	یاد دلانے والا
befriend	joy	0.455	دوستی
aesthetics	joy	0.455	جمالیات
friday	joy	0.455	جمعہ
freshair	joy	0.455	تازہ ہوا
ceremony	joy	0.455	تقریب
kindred	joy	0.455	رشتہ دار
mindfulness	joy	0.455	ذہن سازی
sonice	joy	0.455	اتنی اچھی
elevation	joy	0.455	بلندی
tropical	joy	0.455	اشنکٹبندیی
scholarship	joy	0.455	وظیفہ
hee	joy	0.455	ہیے
noworries	joy	0.453	کوئی غم نہیں
allure	joy	0.453	رغبت
approve	joy	0.453	منظور کرنا
scenery	joy	0.453	مناظر
waterfall	joy	0.453	آبشار
vindication	joy	0.453	تصدیق
namaste	joy	0.453	نمستے
commemorate	joy	0.453	یادگاری
faith	joy	0.453	ایمان
birth	joy	0.453	پیدائش
forgiveness	joy	0.453	معافی
journey	joy	0.447	سفر
meditation	joy	0.446	مراقبہ
relaxed	joy	0.442	آرام دہ
present	joy	0.441	موجودہ
weekend	joy	0.441	ہفتے کے آخر
tender	joy	0.441	ٹینڈر
tranquil	joy	0.441	پرسکون
lyrical	joy	0.439	گیت
sharing	joy	0.439	اشتراک
esteem	joy	0.439	عزت
nostalgic	joy	0.439	پرانی یادوں
prayer	joy	0.439	دعا
righteousness	joy	0.439	راستبازی
husband	joy	0.438	شوہر
relief	joy	0.438	ریلیف
strength	joy	0.438	طاقت
mighty	joy	0.438	طاقتور
unbeaten	joy	0.438	ناقابل شکست
eager	joy	0.438	شوقین
share	joy	0.438	بانٹیں
newday	joy	0.438	نیا دن
sonnet	joy	0.438	سونٹ
meditate	joy	0.438	مراقبہ
life	joy	0.438	زندگی
winterbreak	joy	0.429	موسم سرما کے وقفے
warm	joy	0.429	گرم
movingforward	joy	0.429	آگے بڑھنا
buddy	joy	0.427	دوست
oneness	joy	0.426	وحدت
unconstrained	joy	0.424	غیر محدود
amen	joy	0.424	آمین
reverence	joy	0.424	تعظیم
healthful	joy	0.424	صحت مند
thelittlethings	joy	0.424	چھوٹی چیزیں
medal	joy	0.424	تمغہ
unsurpassed	joy	0.424	بے مثال
candlelight	joy	0.424	موم بتی کی روشنی
