English Word	Emotion	Emotion-Intensity-Score	Uzbek Word
spear	fear	0.468	nayza
nasty	fear	0.466	jirkanch
worried	fear	0.466	xavotirda
puma	fear	0.465	puma
thirteenth	fear	0.465	o'n uchinchi
contraband	fear	0.464	kontrabanda
insecure	fear	0.461	xatarli
disturbance	fear	0.459	bezovtalik
denunciation	fear	0.456	denonsatsiya
destitute	fear	0.455	bechora
stigma	fear	0.455	stigma
powerfully	fear	0.454	kuchli
apprehension	fear	0.453	qo'rquv
derogatory	fear	0.453	kamsituvchi
disruption	fear	0.453	buzilish
rigor	fear	0.453	qattiqqo'llik
dinosaur	fear	0.453	dinozavr
rifle	fear	0.453	miltiq
illicit	fear	0.453	noqonuniy
grope	fear	0.453	paypaslash
howl	fear	0.453	qichqirmoq
stranger	fear	0.453	begona
resisting	fear	0.453	qarshilik ko'rsatish
resign	fear	0.453	iste'foga chiqish
spasm	fear	0.453	spazm
unspeakable	fear	0.453	so'zlab bo'lmaydigan
quandary	fear	0.453	ikkilanish
shrill	fear	0.453	shitirlash
penal	fear	0.453	jazo
lockup	fear	0.453	Qulflamoq
indoctrination	fear	0.453	singdirish
restrain	fear	0.453	cheklash
disreputable	fear	0.453	obro'siz
scold	fear	0.453	tanbeh
wail	fear	0.453	yig'lamoq
omgomgomg	fear	0.453	omgomgomg
hydrocephalus	fear	0.453	gidrosefali
warn	fear	0.453	ogohlantir
batter	fear	0.453	xamir
ohgod	fear	0.453	Ey Xudo
penalty	fear	0.453	jarima
straits	fear	0.453	bo'g'ozlar
orphan	fear	0.453	etim
urgent	fear	0.450	shoshilinch
arraignment	fear	0.450	ayblov
tramp	fear	0.440	sershovqin
stress	fear	0.439	stress
behemoth	fear	0.439	begemot
accidental	fear	0.438	tasodifiy
dominate	fear	0.438	hukmronlik qiladi
cabal	fear	0.438	kabal
accuser	fear	0.438	ayblovchi
debacle	fear	0.438	halokat
perverse	fear	0.438	buzuq
looming	fear	0.438	yaqinlashmoqda
yell	fear	0.438	baqirmoq
forfeiture	fear	0.438	musodara qilish
infirmity	fear	0.438	zaiflik
expel	fear	0.438	haydab chiqarish
probation	fear	0.438	sinov muddati
falter	fear	0.438	sustlash
tribunal	fear	0.438	tribunal
atrophy	fear	0.438	atrofiya
aghhh	fear	0.438	aghhh
bewildered	fear	0.438	dovdirab qolgan
asp	fear	0.438	asp
mace	fear	0.438	gurzi
wince	fear	0.438	qimirlamoq
concealed	fear	0.438	yashiringan
indomitable	fear	0.438	buzilmas
illegitimate	fear	0.438	noqonuniy
stripped	fear	0.438	yechib olingan
unprepared	fear	0.438	tayyorlanmagan
entangled	fear	0.438	chigallashgan
coldsweat	fear	0.438	sovuq ter
dentists	fear	0.438	stomatologlar
predicament	fear	0.438	qiyin ahvol
rheumatism	fear	0.438	revmatizm
displaced	fear	0.438	ko'chirilgan
dislocated	fear	0.438	dislokatsiya qilingan
prick	fear	0.438	sanchmoq
targeting	fear	0.438	nishonga olish
obstruct	fear	0.438	to'sqinlik qilmoq
gasping	fear	0.438	nafas olish
scarcity	fear	0.438	tanqislik
irreconcilable	fear	0.438	murosasiz
impermeable	fear	0.438	suv o'tkazmaydigan
broke	fear	0.438	buzildi
halting	fear	0.435	to'xtash
mysterious	fear	0.435	sirli
insulting	fear	0.435	haqoratli
rebels	fear	0.435	isyonchilar
repulsion	fear	0.431	itarish
glare	fear	0.430	yarqirash
punitive	fear	0.425	jazolovchi
sordid	fear	0.425	jirkanch
stake	fear	0.423	qoziq
tempest	fear	0.423	bo'ron
deleterious	fear	0.422	zararli
reticent	fear	0.422	sokin
stresses	fear	0.422	stresslar
fainting	fear	0.422	hushidan ketish
offense	fear	0.422	jinoyat
extrajudicial	fear	0.422	suddan tashqari
delusion	fear	0.422	aldanish
thumping	fear	0.422	urish
lament	fear	0.422	nola
depress	fear	0.422	tushkunlikka tushmoq
usurped	fear	0.422	tortib olingan
bigot	fear	0.422	mutaassib
hydra	fear	0.422	gidra
stressin	fear	0.422	stress
coyote	fear	0.422	koyot
wilderness	fear	0.422	cho'l
infamous	fear	0.422	mashxur
troll	fear	0.422	troll
dissident	fear	0.422	dissident
unnatural	fear	0.422	g'ayritabiiy
disappear	fear	0.422	yo'qoladi
bayonet	fear	0.422	nayza
depresson	fear	0.422	depressiya
anathema	fear	0.422	anathema
steal	fear	0.422	o'g'irlash
publicspeaking	fear	0.422	ommaviy nutq
burdensome	fear	0.422	og'ir
bier	fear	0.422	bier
prowl	fear	0.422	ovlash
ultimatum	fear	0.422	ultimatum
varicella	fear	0.422	suvchechak
suspension	fear	0.422	to'xtatib turish
unsteady	fear	0.422	beqaror
heathen	fear	0.422	butparast
alien	fear	0.422	begona
adversity	fear	0.418	musibat
ineptitude	fear	0.417	qobiliyatsizlik
outsider	fear	0.413	begona
ugliness	fear	0.410	xunuklik
immoral	fear	0.410	axloqsiz
vulture	fear	0.410	kalxat
ghetto	fear	0.406	getto
nausea	fear	0.406	ko'ngil aynishi
weakly	fear	0.406	kuchsiz
penance	fear	0.406	tavba
distressed	fear	0.406	g'amgin
dominant	fear	0.406	hukmron
disallowed	fear	0.406	ruxsat berilmagan
recklessness	fear	0.406	ehtiyotsizlik
insolvent	fear	0.406	nochor
wary	fear	0.406	ehtiyotkor
scar	fear	0.406	chandiq
ohdear	fear	0.406	azizim
drones	fear	0.406	dronlar
tearful	fear	0.406	ko'z yoshi
stretcher	fear	0.406	zambil
stressing	fear	0.406	ta'kidlash
omnipotence	fear	0.406	hamma narsaga qodirlik
rubble	fear	0.406	vayronalar
escape	fear	0.406	qochish
whimper	fear	0.406	shivirlash
dismissal	fear	0.406	ishdan bo'shatish
screech	fear	0.406	qichqiriq
resection	fear	0.406	rezektsiya
disorder	fear	0.406	tartibsizlik
possession	fear	0.406	egalik qilish
claw	fear	0.406	tirnoq
blackout	fear	0.406	qorayish
squall	fear	0.406	shivirlash
disabled	fear	0.406	nogiron
deport	fear	0.406	deport qilish
disgust	fear	0.406	jirkanish
stressful	fear	0.406	stressli
socialism	fear	0.405	sotsializm
conspiracy	fear	0.400	fitna
toughness	fear	0.400	qattiqlik
defection	fear	0.398	chetlanish
absence	fear	0.396	yo'qligi
moan	fear	0.394	nola
crusade	fear	0.392	salib yurishi
overt	fear	0.391	ochiq
whatdoido	fear	0.391	Men nima qilaman
refutation	fear	0.391	rad etish
descent	fear	0.391	tushish
reject	fear	0.391	rad qilish
suspicion	fear	0.391	shubha
exigent	fear	0.391	talabchan
concealment	fear	0.391	yashirish
xanax	fear	0.391	xanax
cleave	fear	0.391	yormoq
diagnosis	fear	0.391	tashxis
separation	fear	0.391	ajratish
spaz	fear	0.391	spaz
musket	fear	0.391	mushket
brimstone	fear	0.391	oltingugurt
repellent	fear	0.391	qaytaruvchi
discrimination	fear	0.391	diskriminatsiya
unrest	fear	0.391	tartibsizlik
insolvency	fear	0.391	to'lovga layoqatsizlik
submission	fear	0.391	topshirish
mental	fear	0.391	ruhiy
scarecrow	fear	0.391	qo'rqinchli
snare	fear	0.391	tuzoq
unemployed	fear	0.391	ishsiz
stifled	fear	0.391	bo'g'ildi
procedure	fear	0.391	tartib
excitation	fear	0.391	qo'zg'alish
cyst	fear	0.391	kist
avoiding	fear	0.391	qochish
lose	fear	0.391	yo'qotish
nervy	fear	0.391	asabiy
gulp	fear	0.391	yutish
conquer	fear	0.391	zabt etmoq
dubious	fear	0.391	shubhali
hardened	fear	0.391	qotib qolgan
radon	fear	0.391	radon
urgency	fear	0.391	shoshilinchlik
theocratic	fear	0.391	teokratik
poverty	fear	0.391	qashshoqlik
throb	fear	0.388	urish
outcast	fear	0.388	chetlangan
orc	fear	0.388	orc
disapprove	fear	0.380	rad etmoq
dontpanic	fear	0.378	vahimaga tushma
withdrawals	fear	0.377	yechib olish
plea	fear	0.377	iltimos
expose	fear	0.375	fosh qilish
edict	fear	0.375	farmon
frigate	fear	0.375	fregat
bunker	fear	0.375	bunker
obligor	fear	0.375	qarzdor
suspected	fear	0.375	gumon qilingan
interrogate	fear	0.375	so'roq qilish
escaped	fear	0.375	qochib ketdi
flu	fear	0.375	gripp
ocd	fear	0.375	okd
taunt	fear	0.375	masxara qilish
sultan	fear	0.375	sulton
bad	fear	0.375	yomon
bankrupt	fear	0.375	bankrot
psychological	fear	0.375	psixologik
dentistry	fear	0.375	stomatologiya
chimera	fear	0.375	kimera
sneaking	fear	0.375	yashirincha
nauseous	fear	0.375	ko'ngil aynishi
barricade	fear	0.375	barrikada
locust	fear	0.375	chigirtka
dissolution	fear	0.375	erishi
misconception	fear	0.375	noto'g'ri tushuncha
embarrassment	fear	0.375	sharmandalik
chasm	fear	0.375	jarlik
grieve	fear	0.375	qayg'urmoq
khan	fear	0.375	xon
coldness	fear	0.375	sovuqlik
kerosene	fear	0.375	kerosin
antsy	fear	0.375	antsy
mentalhealth	fear	0.375	ruhiy salomatlik
obi	fear	0.375	obi
pressure	fear	0.375	bosim
military	fear	0.375	harbiy
whirlpool	fear	0.375	girdob
repellant	fear	0.373	qaytaruvchi
unknown	fear	0.369	noma'lum
pare	fear	0.367	par
jealousy	fear	0.365	hasad
formidable	fear	0.359	dahshatli
desert	fear	0.359	cho'l
cautionary	fear	0.359	ogohlantiruvchi
onedge	fear	0.359	bir chekka
jaundice	fear	0.359	sariqlik
pessimism	fear	0.359	pessimizm
recurring	fear	0.359	takrorlanuvchi
difficult	fear	0.359	qiyin
concerned	fear	0.359	tashvish
consternation	fear	0.359	hayrat
bottomless	fear	0.359	tubsiz
revolution	fear	0.359	inqilob
stint	fear	0.359	tirishqoqlik
government	fear	0.359	hukumat
bankruptcy	fear	0.359	bankrotlik
timid	fear	0.359	qo'rqoq
contempt	fear	0.359	nafrat
warned	fear	0.359	ogohlantirilgan
measles	fear	0.359	qizamiq
rejects	fear	0.359	rad etadi
sectarian	fear	0.359	sektaviy
headaches	fear	0.359	bosh og'rig'i
dart	fear	0.359	dart
sortie	fear	0.359	navbat
wasting	fear	0.359	isrof qilish
conquest	fear	0.359	zabt etish
depreciation	fear	0.359	amortizatsiya
mournful	fear	0.359	qayg'uli
mandamus	fear	0.359	mandamus
spike	fear	0.359	boshoq
cur	fear	0.359	cur
burke	fear	0.359	burke
rebel	fear	0.359	isyonchi
exam	fear	0.359	imtihon
anomaly	fear	0.359	anomaliya
mug	fear	0.359	krujka
constrain	fear	0.358	cheklash
languishing	fear	0.358	sustlash
bane	fear	0.356	yomon
impeach	fear	0.354	impichment
warden	fear	0.354	nazoratchi
adverse	fear	0.352	salbiy
lawyer	fear	0.349	yurist
libel	fear	0.348	tuhmat
retrenchment	fear	0.345	ishdan bo'shatish
imminent	fear	0.345	yaqin
shame	fear	0.344	uyat
avoidance	fear	0.344	qochish
shortage	fear	0.344	etishmovchilik
opium	fear	0.344	afyun
swerve	fear	0.344	burilish
evade	fear	0.344	qochish
servile	fear	0.344	xizmatkor
pest	fear	0.344	zararkunanda
hesitation	fear	0.344	ikkilanish
loneliness	fear	0.344	yolg'izlik
discipline	fear	0.344	intizom
fanaticism	fear	0.344	fanatizm
sorrow	fear	0.344	qayg'u
hiss	fear	0.344	shivirlash
belittle	fear	0.344	kamsitish
knell	fear	0.344	tiz cho'kmoq
contentious	fear	0.344	bahsli
bearish	fear	0.344	ayiq
opposed	fear	0.344	qarshi chiqdi
launches	fear	0.344	ishga tushiradi
taboo	fear	0.344	tabu
cutter	fear	0.344	kesuvchi
defy	fear	0.344	qarshilik ko'rsatish
unjustifiable	fear	0.344	asoslab bo'lmaydigan
parachute	fear	0.344	parashyut
eel	fear	0.344	Ilonbaliq
psych	fear	0.344	ruhiy
aaaaaaah	fear	0.344	aaaaaah
verdict	fear	0.344	hukm
mri	fear	0.344	mri
shaky	fear	0.344	titroq
resistant	fear	0.344	chidamli
obstacle	fear	0.344	to'siq
reckless	fear	0.344	beparvo
recession	fear	0.344	turg'unlik
disrespectful	fear	0.343	hurmatsizlik
phalanx	fear	0.342	falanks
creature	fear	0.340	mavjudot
specter	fear	0.331	xayolot
mortgage	fear	0.331	ipoteka
enigmatic	fear	0.329	jumboqli
supremacy	fear	0.328	ustunlik
bugaboo	fear	0.328	bugabu
defendant	fear	0.328	sudlanuvchi
feeling	fear	0.328	tuyg'u
ethereal	fear	0.328	efirli
undesirable	fear	0.328	istalmagan
mishap	fear	0.328	baxtsiz hodisa
outpost	fear	0.328	forpost
weirdo	fear	0.328	g'alati
caution	fear	0.328	ehtiyot
spillin	fear	0.328	to'kilish
dike	fear	0.328	dik
dominion	fear	0.328	hukmronlik
wimp	fear	0.328	ahmoq
quash	fear	0.328	bosmoq
subordinate	fear	0.328	bo'ysunuvchi
shank	fear	0.328	shank
remove	fear	0.328	olib tashlash
senseless	fear	0.328	ma'nosiz
shutdown	fear	0.328	yopmoq
gametime	fear	0.328	o'yin vaqti
uhoh	fear	0.328	uhoh
loom	fear	0.328	dastgoh
police	fear	0.328	politsiya
wrongly	fear	0.328	noto'g'ri
unlucky	fear	0.328	omadsiz
gladiator	fear	0.328	gladiator
adrift	fear	0.328	suzmoq
hives	fear	0.328	uyalar
smut	fear	0.328	ahmoq
encumbrance	fear	0.328	yuk
unsettled	fear	0.327	beqaror
scarce	fear	0.327	kam
antisocial	fear	0.324	antisosyal
astray	fear	0.320	adashgan
vigilant	fear	0.319	hushyor
socialist	fear	0.318	sotsialistik
halter	fear	0.318	xalta
pessimist	fear	0.317	pessimist
pacing	fear	0.316	qadam tezligi
wimpy	fear	0.312	ahmoq
clinical	fear	0.312	klinik
blight	fear	0.312	xastalik
muzzle	fear	0.312	tumshuq
ahhhhhhhh	fear	0.312	ahhhhhhh
therapist	fear	0.312	terapevt
laxative	fear	0.312	laksatif
obsessing	fear	0.312	obsessing
seclusion	fear	0.312	yolg'izlik
foreigner	fear	0.312	chet ellik
dentist	fear	0.312	stomatolog
chargeable	fear	0.312	haq olinadi
deadline	fear	0.312	topshirish muddati; tugatish muddati
uneasy	fear	0.312	bezovta
valium	fear	0.312	qiymat
powerful	fear	0.312	kuchli
opponent	fear	0.312	raqib
ordnance	fear	0.312	o'q-dorilar
cram	fear	0.312	tiqmoq
unexpected	fear	0.312	kutilmagan
thorny	fear	0.312	tikanli
discontinuity	fear	0.312	uzilish
conspire	fear	0.312	til biriktirish
collusion	fear	0.312	til biriktirish
litigate	fear	0.312	da'vo qilish
unkind	fear	0.312	shafqatsiz
whirlwind	fear	0.312	bo'ron
nether	fear	0.312	nether
trickery	fear	0.312	ayyorlik
bewilderment	fear	0.312	dovdirab qolish
overthinking	fear	0.309	haddan ziyod ko'p o'ylamoq
doubts	fear	0.308	shubhalar
seriousness	fear	0.305	jiddiylik
irrational	fear	0.305	mantiqsiz
erase	fear	0.303	o'chirish
teasing	fear	0.303	masxara qilish
razor	fear	0.303	ustara
sweating	fear	0.298	terlash
mage	fear	0.297	sehrgar
giant	fear	0.297	gigant
weighty	fear	0.297	salmoqli
warning	fear	0.297	ogohlantirish
avoid	fear	0.297	qochish
inflation	fear	0.297	inflyatsiya
mislead	fear	0.297	adashtirish
adjudicate	fear	0.297	hukm qilmoq
endless	fear	0.297	cheksiz
deflation	fear	0.297	deflyatsiya
depreciated	fear	0.297	amortizatsiya qilingan
bitch	fear	0.297	kaltak
swamp	fear	0.297	botqoq
bale	fear	0.297	balya
dashed	fear	0.297	chizilgan
crouching	fear	0.297	cho'kkalab
flounder	fear	0.297	qalqonbaliq
hide	fear	0.297	yashirish
reluctant	fear	0.297	istaksiz
unsurpassed	fear	0.297	beqiyos
medical	fear	0.297	tibbiy
timidity	fear	0.297	qo'rqoqlik
auditor	fear	0.297	auditor
deluge	fear	0.287	to'fon
disinformation	fear	0.286	dezinformatsiya
court	fear	0.284	sud
aversion	fear	0.283	nafrat
cartridge	fear	0.281	kartrij
unfriendly	fear	0.281	do'stona emas
cautious	fear	0.281	ehtiyotkor
surveillance	fear	0.281	nazorat
yelp	fear	0.281	qichqirmoq
confusion	fear	0.281	chalkashlik
apache	fear	0.281	apache
flying	fear	0.281	uchish
submitting	fear	0.281	topshirish
discourage	fear	0.281	tushkunlikka tushirish
rush	fear	0.281	shoshilish
fortress	fear	0.281	qal'a
dwarfed	fear	0.281	mitti
challenge	fear	0.281	qiyinchilik
notready	fear	0.281	tayyormas
wan	fear	0.281	wan
mistaken	fear	0.281	xato
hurryup	fear	0.281	Shoshilmoq
swelling	fear	0.281	shishish
oncoming	fear	0.281	kelayotgan
remains	fear	0.281	qoladi
unruly	fear	0.281	itoatsiz
bigoted	fear	0.281	mutaassib
intense	fear	0.279	shiddatli
noncompliance	fear	0.276	mos kelmaslik
alerts	fear	0.276	ogohlantirishlar
planes	fear	0.274	samolyotlar
cop	fear	0.273	politsiya
displeased	fear	0.273	norozi
unbridled	fear	0.271	jilovsiz
problem	fear	0.266	muammo
crouch	fear	0.266	cho'kmoq
sneak	fear	0.266	yashirincha
hood	fear	0.266	kaput
force	fear	0.266	kuch
confession	fear	0.266	tan olish
posse	fear	0.266	egalik
banger	fear	0.266	banger
belt	fear	0.266	kamar
crowds	fear	0.266	olomon
elevation	fear	0.266	balandlik
insomnia	fear	0.266	uyqusizlik
auditions	fear	0.266	tinglovlar
forgotten	fear	0.266	unutilgan
affront	fear	0.266	haqorat qilish
cloak	fear	0.266	plash
newjob	fear	0.266	yangi ish
blindfold	fear	0.266	ko'zi bog'langan
skid	fear	0.266	skid
blemish	fear	0.266	dog'
uncanny	fear	0.266	g'alati
sentence	fear	0.266	jumla
cupping	fear	0.266	chashka
regiment	fear	0.266	polk
hooded	fear	0.266	qalpoqli
operation	fear	0.266	operatsiya
immerse	fear	0.266	botirmoq
shanghai	fear	0.266	shanxay
acrobat	fear	0.266	akrobat
flurries	fear	0.266	chayqalishlar
spur	fear	0.262	shnur
mortgagor	fear	0.258	garovga oluvchi
defense	fear	0.258	mudofaa
insect	fear	0.250	hasharot
defend	fear	0.250	himoya qilish
cataract	fear	0.250	katarakt
stealthy	fear	0.250	yashirin
swampy	fear	0.250	botqoqli
sunk	fear	0.250	cho'kib ketgan
run	fear	0.250	yugur
scapegoat	fear	0.250	ayb echkisi
jobinterview	fear	0.250	ish suhbati
repent	fear	0.250	tavba qil
breakingnews	fear	0.250	Tezkor xabarlar
obliging	fear	0.250	majburiyat beruvchi
rascal	fear	0.250	beadab
impatiently	fear	0.250	sabrsizlik bilan
react	fear	0.250	reaksiyaga kirishish
doubt	fear	0.250	shubha
guard	fear	0.250	qo'riqchi
forewarned	fear	0.250	oldindan ogohlantirgan
foul	fear	0.250	yomon
indifference	fear	0.250	befarqlik
hag	fear	0.250	xag
picket	fear	0.250	piket
delusional	fear	0.250	xayolparast
standstill	fear	0.250	to'xtab turish
rating	fear	0.250	reyting
spinster	fear	0.250	spinster
unfamiliar	fear	0.250	notanish
indecisive	fear	0.250	qat'iyatsiz
grounded	fear	0.242	tuproqli
badhabit	fear	0.242	yomon odat
highest	fear	0.236	eng yuqori
aaaah	fear	0.234	aaaah
shrink	fear	0.234	qisqarish
insomniac	fear	0.234	uyqusizlik
chicken	fear	0.234	tovuq
bee	fear	0.234	ari
inequality	fear	0.234	tengsizlik
verge	fear	0.234	chegara
shelters	fear	0.234	boshpanalar
buzz	fear	0.234	shovqin
buck	fear	0.234	pul
discontent	fear	0.234	norozilik
difficulty	fear	0.234	qiyinchilik
finalized	fear	0.234	yakunlandi
overdrive	fear	0.234	haddan tashqari yuk
pinion	fear	0.234	pinion
scaffold	fear	0.234	iskala
dependence	fear	0.234	qaramlik
rekindle	fear	0.234	qayta yoqish
instinctive	fear	0.234	instinktiv
thatmoment	fear	0.234	o'sha on
sleepless	fear	0.234	uyqusiz
intercede	fear	0.234	shafoat qilmoq
psychiatrist	fear	0.234	psixiatr
rushing	fear	0.233	shoshilish
overslept	fear	0.226	uxlab qoldi
default	fear	0.226	standart
confessional	fear	0.225	tan oluvchi
impatient	fear	0.224	sabrsiz
tactics	fear	0.219	taktika
aga	fear	0.219	og'a
blues	fear	0.219	blyuz
thrill	fear	0.219	hayajon
immigrant	fear	0.219	muhojir
veer	fear	0.219	o'gir
sweat	fear	0.219	ter
cane	fear	0.219	qamish
revelations	fear	0.219	vahiylar
whatif	fear	0.219	Agar .. bo'lsa nima bo'ladi
waver	fear	0.219	tebranish
jungle	fear	0.219	o'rmon
fingerscrossed	fear	0.219	barmoqlar bilan kesishgan
stingy	fear	0.219	ziqna
bait	fear	0.219	o'lja
unequal	fear	0.219	tengsiz
lastminute	fear	0.219	oxirgi daqiqa
heft	fear	0.219	og'ir
overtired	fear	0.218	haddan tashqari charchagan
prognosis	fear	0.217	prognoz
alertness	fear	0.216	hushyorlik
hyped	fear	0.214	hayajonlangan
wishmeluck	fear	0.212	menga omad tila
somuchtodo	fear	0.212	somuchtodo
toomuchtodo	fear	0.212	toomuchtodo
tryouts	fear	0.210	sinovlar
clowns	fear	0.207	masxarabozlar
fluctuation	fear	0.204	tebranish
examination	fear	0.204	imtihon
restless	fear	0.204	bezovta
uphill	fear	0.203	tepaga
quail	fear	0.203	bedana
phew	fear	0.203	vay
mighty	fear	0.203	qudratli
cross	fear	0.203	kesib o'tish
hurry	fear	0.203	shoshiling
recesses	fear	0.203	chuqurchalar
intimacy	fear	0.203	yaqinlik
overcome	fear	0.203	yengish
birth	fear	0.203	tug'ilish
acceptances	fear	0.203	qabullar
help	fear	0.203	Yordam bering
fearless	fear	0.200	qo'rqmas
change	fear	0.198	o'zgartirish
ware	fear	0.198	buyum
withstand	fear	0.197	chidash
asap	fear	0.191	iloji boricha tez
heighten	fear	0.188	oshirish
watch	fear	0.188	tomosha qiling
tract	fear	0.188	trakt
advance	fear	0.188	avans
overcoming	fear	0.188	yengish
attorney	fear	0.188	advokat
deadlines	fear	0.188	muddatlari
bug	fear	0.188	xato
knots	fear	0.188	tugunlar
owing	fear	0.188	qarz
waitinggame	fear	0.188	kutish o'yini
unorganised	fear	0.188	uyushmagan
gnome	fear	0.188	gnom
fragile	fear	0.188	mo'rt
cautiously	fear	0.188	ehtiyotkorlik bilan
stillness	fear	0.188	sukunat
intrigue	fear	0.188	intriga
rule	fear	0.188	qoida
elf	fear	0.185	elf
stillwaiting	fear	0.184	haliyam kutyapman
lonely	fear	0.183	yolg'iz
slippery	fear	0.181	sirg'anchiq
interview	fear	0.180	intervyu
everyman	fear	0.178	hamma
speculation	fear	0.176	spekülasyon
needtoknow	fear	0.173	bilish kerak
worship	fear	0.172	sajda qilish
unsure	fear	0.172	ishonchsiz
surprise	fear	0.172	ajablanib
settlor	fear	0.172	ko'chmanchi
competition	fear	0.172	musobaqa
readytogo	fear	0.172	ketishga tayyor
checkpoint	fear	0.172	nazorat punkti
composure	fear	0.172	xotirjamlik
interviewer	fear	0.172	suhbatdosh
chaff	fear	0.172	somon
regulatory	fear	0.172	tartibga soluvchi
birch	fear	0.172	qayin
shell	fear	0.172	qobiq
assessment	fear	0.172	baholash
uncertain	fear	0.172	noaniq
rod	fear	0.172	tayoq
humanrights	fear	0.172	inson huquqlari
less	fear	0.167	Kamroq
coy	fear	0.162	hayajonli
iris	fear	0.160	iris
intimately	fear	0.156	yaqindan
hearing	fear	0.156	eshitish
legalized	fear	0.156	qonuniylashtirilgan
needit	fear	0.156	kerak
audition	fear	0.156	tinglash
retirement	fear	0.156	iste'fo
countdown	fear	0.156	ortga hisoblash
sly	fear	0.156	ayyor
bases	fear	0.156	asoslar
ceasefire	fear	0.156	sulh
medication	fear	0.156	dori
courageous	fear	0.154	jasur
overthinker	fear	0.153	ortiqcha fikrlovchi
backtrack	fear	0.151	orqaga qaytish
dawned	fear	0.150	tong otdi
censor	fear	0.149	tsenzura
bailiff	fear	0.147	sud ijrochisi
syllabus	fear	0.147	o'quv rejasi
delay	fear	0.141	kechikish
newcomer	fear	0.141	yangi kelgan
imagination	fear	0.141	tasavvur
waiting	fear	0.141	kutish
gent	fear	0.141	janob
validity	fear	0.141	haqiqiyligi
cove	fear	0.141	koy
rationality	fear	0.141	ratsionallik
caricature	fear	0.141	karikatura
eventuality	fear	0.141	ehtimollik
alreadyyyyy	fear	0.140	allaqachonyyyy
shy	fear	0.140	uyatchan
symptom	fear	0.133	simptom
excite	fear	0.132	hayajonlantirish
raccoon	fear	0.127	yenot
clown	fear	0.125	masxaraboz
tryout	fear	0.125	tatib ko'rish
needtorelax	fear	0.125	yengillik kerak
swim	fear	0.125	suzish
campaigning	fear	0.125	tashviqot
hawk	fear	0.125	qirg'iy
prevent	fear	0.125	oldini olish
gameday	fear	0.125	o'yin kuni
ahhh	fear	0.125	ahhh
marry	fear	0.125	uylanmoq
sprite	fear	0.125	sprite
soready	fear	0.125	og'ir
sag	fear	0.123	cho'kish
pharmacy	fear	0.123	dorixona
policeman	fear	0.121	politsiyachi
dreamt	fear	0.111	orzu qilgan
lace	fear	0.111	dantel
homework	fear	0.109	Uy ishi
destination	fear	0.109	maqsad
incase	fear	0.109	bu holatda
pray	fear	0.109	ibodat qiling
knot	fear	0.109	tugun
confidence	fear	0.109	ishonch
bigday	fear	0.109	katta kun
holiness	fear	0.109	muqaddaslik
notoriety	fear	0.109	mashhurlik
weight	fear	0.109	vazn
slender	fear	0.100	nozik
undecided	fear	0.098	qarorsiz
sympathetic	fear	0.097	hamdard
poise	fear	0.094	vazmin
case	fear	0.094	hol
treat	fear	0.094	davolash
locate	fear	0.094	toping
loyal	fear	0.094	sodiq
grades	fear	0.094	baholar
god	fear	0.094	xudo
helmet	fear	0.094	dubulg'a
confident	fear	0.094	o'ziga ishongan
counsellor	fear	0.094	maslahatchi
northeast	fear	0.088	shimoli-sharqiy
graduation	fear	0.078	Bitiruv
compassion	fear	0.078	hamdardlik
nurture	fear	0.078	tarbiyalash
graded	fear	0.075	baholangan
mum	fear	0.070	onam
infant	fear	0.067	chaqaloq
journey	fear	0.062	sayohat
parade	fear	0.062	parad
gradschool	fear	0.062	oliy o'quv yurti
civilian	fear	0.062	fuqarolik
cloudiness	fear	0.062	bulutlilik
cash	fear	0.062	naqd pul
civilians	fear	0.062	tinch aholi
guidelines	fear	0.062	ko'rsatmalar
soulmate	fear	0.062	ruhdosh
youth	fear	0.062	yoshlar
opera	fear	0.057	opera
synonymous	fear	0.056	sinonim
honest	fear	0.047	halol
praying	fear	0.047	ibodat qilish
intelligence	fear	0.038	razvedka
volunteer	fear	0.031	ko'ngilli
romance	fear	0.031	romantika
lines	fear	0.031	chiziqlar
obey	fear	0.016	itoat et
happiest	joy	0.986	eng baxtli
happiness	joy	0.984	baxt
bliss	joy	0.971	baxt
celebrating	joy	0.970	nishonlash
jubilant	joy	0.969	quvonarli
ecstatic	joy	0.954	hayajonli
elation	joy	0.944	ko'tarinkilik
beaming	joy	0.938	nurlanish
bestdayever	joy	0.938	eng yaxshi kun
loveee	joy	0.932	sevgilim
celebration	joy	0.929	bayram
awesomeness	joy	0.926	ajoyiblik
joy	joy	0.924	quvonch
joyous	joy	0.922	quvonchli
fabulous	joy	0.922	ajoyib
happily	joy	0.922	baxtli
excitement	joy	0.922	hayajon
exuberance	joy	0.922	jo'shqinlik
makesmehappy	joy	0.922	meni baxtli qiladi
euphoria	joy	0.922	eyforiya
lovee	joy	0.920	sevgilim
gratitude	joy	0.914	minnatdorchilik
happydance	joy	0.912	baxtli raqs
merriment	joy	0.912	quvnoqlik
spectacular	joy	0.912	ajoyib
overjoyed	joy	0.909	xursand bo'ldi
purebliss	joy	0.909	pok baxt
triumphant	joy	0.907	g'olib
ecstasy	joy	0.906	ekstaz
lovelovelove	joy	0.906	sevgisevgi
cheerful	joy	0.906	quvnoq
cheer	joy	0.897	hayqiriq
elated	joy	0.894	xursand
peaceofmind	joy	0.891	xotirjamlik
jolly	joy	0.891	quvnoq
delighted	joy	0.891	Men maftunman
