English Word	Emotion	Emotion-Intensity-Score	Catalan Word
defy	fear	0.344	desafiar
unjustifiable	fear	0.344	injustificable
parachute	fear	0.344	paracaigudes
eel	fear	0.344	anguila
psych	fear	0.344	psicològic
aaaaaaah	fear	0.344	aaaaaaah
verdict	fear	0.344	veredicte
mri	fear	0.344	mri
shaky	fear	0.344	tremolós
resistant	fear	0.344	resistent
obstacle	fear	0.344	obstacle
reckless	fear	0.344	imprudent
recession	fear	0.344	recessió
disrespectful	fear	0.343	irrespectuós
phalanx	fear	0.342	falange
creature	fear	0.340	criatura
specter	fear	0.331	espectre
mortgage	fear	0.331	hipoteca
enigmatic	fear	0.329	enigmàtic
supremacy	fear	0.328	supremacia
bugaboo	fear	0.328	bugaboo
defendant	fear	0.328	acusat
feeling	fear	0.328	sentiment
ethereal	fear	0.328	eteri
undesirable	fear	0.328	indesitjable
mishap	fear	0.328	contratemps
outpost	fear	0.328	avançada
weirdo	fear	0.328	estrany
caution	fear	0.328	precaució
spillin	fear	0.328	vessar
dike	fear	0.328	dic
dominion	fear	0.328	domini
wimp	fear	0.328	flaut
quash	fear	0.328	anul·lar
subordinate	fear	0.328	subordinat
shank	fear	0.328	canya
remove	fear	0.328	eliminar
senseless	fear	0.328	sense sentit
shutdown	fear	0.328	tancar
gametime	fear	0.328	temps de joc
uhoh	fear	0.328	UH oh
loom	fear	0.328	teler
police	fear	0.328	policia
wrongly	fear	0.328	erròniament
unlucky	fear	0.328	mala sort
gladiator	fear	0.328	gladiador
adrift	fear	0.328	a la deriva
hives	fear	0.328	urticària
smut	fear	0.328	smut
encumbrance	fear	0.328	gravamen
unsettled	fear	0.327	inestables
scarce	fear	0.327	escassa
antisocial	fear	0.324	antisocial
astray	fear	0.320	per mal camí
vigilant	fear	0.319	vigilant
socialist	fear	0.318	socialista
halter	fear	0.318	cabestret
pessimist	fear	0.317	pessimista
pacing	fear	0.316	ritme
wimpy	fear	0.312	feble
clinical	fear	0.312	clínica
blight	fear	0.312	plaga
muzzle	fear	0.312	morrió
ahhhhhhhh	fear	0.312	ahhhhhhh
therapist	fear	0.312	terapeuta
laxative	fear	0.312	laxant
obsessing	fear	0.312	obsessionant
seclusion	fear	0.312	aïllament
foreigner	fear	0.312	estranger
dentist	fear	0.312	dentista
chargeable	fear	0.312	cobrable
deadline	fear	0.312	data límit
uneasy	fear	0.312	incòmode
valium	fear	0.312	valium
powerful	fear	0.312	potent
opponent	fear	0.312	oponent
ordnance	fear	0.312	artilleria
cram	fear	0.312	cram
unexpected	fear	0.312	inesperat
thorny	fear	0.312	espinós
discontinuity	fear	0.312	discontinuïtat
conspire	fear	0.312	conspirar
collusion	fear	0.312	connivència
litigate	fear	0.312	litigar
unkind	fear	0.312	desagradable
whirlwind	fear	0.312	remolí
nether	fear	0.312	més avall
trickery	fear	0.312	engany
bewilderment	fear	0.312	desconcert
overthinking	fear	0.309	sobrepensant
doubts	fear	0.308	dubtes
seriousness	fear	0.305	serietat
irrational	fear	0.305	irracional
erase	fear	0.303	esborrar
teasing	fear	0.303	burla
razor	fear	0.303	navalla
sweating	fear	0.298	suant
mage	fear	0.297	mag
giant	fear	0.297	gegant
weighty	fear	0.297	pesada
warning	fear	0.297	advertència
avoid	fear	0.297	evitar
inflation	fear	0.297	inflació
mislead	fear	0.297	enganyar
adjudicate	fear	0.297	adjudicar
endless	fear	0.297	sense fi
deflation	fear	0.297	deflació
depreciated	fear	0.297	depreciat
bitch	fear	0.297	gossa
swamp	fear	0.297	pantà
bale	fear	0.297	bale
dashed	fear	0.297	puntejat
crouching	fear	0.297	ajupit
flounder	fear	0.297	llisa
hide	fear	0.297	amagar
reluctant	fear	0.297	reticents
unsurpassed	fear	0.297	insuperable
medical	fear	0.297	mèdic
timidity	fear	0.297	timidesa
auditor	fear	0.297	auditor
deluge	fear	0.287	diluvi
disinformation	fear	0.286	desinformació
court	fear	0.284	cort
aversion	fear	0.283	aversió
cartridge	fear	0.281	cartutx
unfriendly	fear	0.281	antipàtic
cautious	fear	0.281	prudent
surveillance	fear	0.281	vigilància
yelp	fear	0.281	gemec
confusion	fear	0.281	confusió
apache	fear	0.281	apache
flying	fear	0.281	volant
submitting	fear	0.281	la presentació
discourage	fear	0.281	desanimar
rush	fear	0.281	pressa
fortress	fear	0.281	fortalesa
dwarfed	fear	0.281	nanos
challenge	fear	0.281	desafiament
notready	fear	0.281	no està llest
wan	fear	0.281	wan
mistaken	fear	0.281	equivocat
hurryup	fear	0.281	donat pressa
swelling	fear	0.281	inflor
oncoming	fear	0.281	s'acosta
remains	fear	0.281	restes
unruly	fear	0.281	indisciplinat
bigoted	fear	0.281	fanàtic
intense	fear	0.279	intens
noncompliance	fear	0.276	incompliment
alerts	fear	0.276	alertes
planes	fear	0.274	avions
cop	fear	0.273	policia
displeased	fear	0.273	disgustat
unbridled	fear	0.271	desenfrenat
problem	fear	0.266	problema
crouch	fear	0.266	ajupir-se
sneak	fear	0.266	colar
hood	fear	0.266	caputxa
force	fear	0.266	força
confession	fear	0.266	confessió
posse	fear	0.266	posse
banger	fear	0.266	banger
belt	fear	0.266	cinturó
crowds	fear	0.266	multituds
elevation	fear	0.266	elevació
insomnia	fear	0.266	insomni
auditions	fear	0.266	audicions
forgotten	fear	0.266	oblidat
affront	fear	0.266	afront
cloak	fear	0.266	capa
newjob	fear	0.266	nou treball
blindfold	fear	0.266	bena els ulls
skid	fear	0.266	patinar
blemish	fear	0.266	taca
uncanny	fear	0.266	estrany
sentence	fear	0.266	frase
cupping	fear	0.266	ventosa
regiment	fear	0.266	regiment
hooded	fear	0.266	encaputxat
operation	fear	0.266	funcionament
immerse	fear	0.266	submergir
shanghai	fear	0.266	Xangai
acrobat	fear	0.266	acròbata
flurries	fear	0.266	ràfegues
spur	fear	0.262	esperó
mortgagor	fear	0.258	deutor hipotecari
defense	fear	0.258	defensa
insect	fear	0.250	insecte
defend	fear	0.250	defensar
cataract	fear	0.250	cataracta
stealthy	fear	0.250	sigilós
swampy	fear	0.250	pantanós
sunk	fear	0.250	enfonsat
run	fear	0.250	correr
scapegoat	fear	0.250	boc expiatori
jobinterview	fear	0.250	entrevista de feina
repent	fear	0.250	penedir-se
breakingnews	fear	0.250	notícies d'última hora
obliging	fear	0.250	complaent
rascal	fear	0.250	canalla
impatiently	fear	0.250	amb impaciència
react	fear	0.250	reaccionar
doubt	fear	0.250	dubte
guard	fear	0.250	guàrdia
forewarned	fear	0.250	avisat
foul	fear	0.250	falta
indifference	fear	0.250	indiferència
hag	fear	0.250	bruja
picket	fear	0.250	piquet
delusional	fear	0.250	delirant
standstill	fear	0.250	parada
rating	fear	0.250	qualificació
spinster	fear	0.250	soltera
unfamiliar	fear	0.250	desconegut
indecisive	fear	0.250	indecís
grounded	fear	0.242	connectat a terra
badhabit	fear	0.242	mal costum
highest	fear	0.236	més alt
aaaah	fear	0.234	aaaah
shrink	fear	0.234	encongir
insomniac	fear	0.234	insomni
chicken	fear	0.234	pollastre
bee	fear	0.234	abella
inequality	fear	0.234	desigualtat
verge	fear	0.234	vorera
shelters	fear	0.234	refugis
buzz	fear	0.234	brunzit
buck	fear	0.234	dòlar
discontent	fear	0.234	descontentament
difficulty	fear	0.234	dificultat
finalized	fear	0.234	finalitzat
overdrive	fear	0.234	overdrive
pinion	fear	0.234	pinyó
scaffold	fear	0.234	bastida
dependence	fear	0.234	dependència
rekindle	fear	0.234	reavivar
instinctive	fear	0.234	instintiu
thatmoment	fear	0.234	aquest moment
sleepless	fear	0.234	sense dormir
intercede	fear	0.234	intercedir
psychiatrist	fear	0.234	psiquiatre
rushing	fear	0.233	precipitant-se
overslept	fear	0.226	es va adormir
default	fear	0.226	per defecte
confessional	fear	0.225	confessional
impatient	fear	0.224	impacient
tactics	fear	0.219	tàctiques
aga	fear	0.219	aga
blues	fear	0.219	blaus
thrill	fear	0.219	emoció
immigrant	fear	0.219	immigrant
veer	fear	0.219	virar
sweat	fear	0.219	suar
cane	fear	0.219	canya
revelations	fear	0.219	revelacions
whatif	fear	0.219	què si
waver	fear	0.219	vacil·lar
jungle	fear	0.219	Selva
fingerscrossed	fear	0.219	dits creuats
stingy	fear	0.219	avaro
bait	fear	0.219	esquer
unequal	fear	0.219	desigual
lastminute	fear	0.219	últim minut
heft	fear	0.219	pes
overtired	fear	0.218	cansat
prognosis	fear	0.217	pronòstic
alertness	fear	0.216	alerta
hyped	fear	0.214	exaltat
wishmeluck	fear	0.212	desitja'm sort
somuchtodo	fear	0.212	somuchtodo
toomuchtodo	fear	0.212	toouchtodo
tryouts	fear	0.210	proves
clowns	fear	0.207	pallassos
fluctuation	fear	0.204	fluctuació
examination	fear	0.204	examen
restless	fear	0.204	inquiet
uphill	fear	0.203	costa amunt
quail	fear	0.203	guatlla
phew	fear	0.203	uf
mighty	fear	0.203	poderós
cross	fear	0.203	creu
hurry	fear	0.203	pressa
recesses	fear	0.203	recessos
intimacy	fear	0.203	intimitat
overcome	fear	0.203	superar
birth	fear	0.203	naixement
acceptances	fear	0.203	acceptacions
help	fear	0.203	ajuda
fearless	fear	0.200	sense por
change	fear	0.198	canvi
ware	fear	0.198	articles
withstand	fear	0.197	suportar
asap	fear	0.191	el més aviat possible
heighten	fear	0.188	augmentar
watch	fear	0.188	veure
tract	fear	0.188	tracte
advance	fear	0.188	avançar
overcoming	fear	0.188	superació
attorney	fear	0.188	advocat
deadlines	fear	0.188	terminis
bug	fear	0.188	error
knots	fear	0.188	nusos
owing	fear	0.188	degut
waitinggame	fear	0.188	joc d'espera
unorganised	fear	0.188	desorganitzat
gnome	fear	0.188	gnom
fragile	fear	0.188	fràgil
cautiously	fear	0.188	amb cautela
stillness	fear	0.188	quietud
intrigue	fear	0.188	intriga
rule	fear	0.188	regla
elf	fear	0.185	elf
stillwaiting	fear	0.184	segueix esperant
lonely	fear	0.183	solitària
slippery	fear	0.181	relliscós
interview	fear	0.180	entrevista
everyman	fear	0.178	cada home
speculation	fear	0.176	l'especulació
needtoknow	fear	0.173	cal saber
worship	fear	0.172	adoració
unsure	fear	0.172	insegur
surprise	fear	0.172	sorpresa
settlor	fear	0.172	colonitzador
competition	fear	0.172	competició
readytogo	fear	0.172	llest per anar
checkpoint	fear	0.172	punt de control
composure	fear	0.172	compostura
interviewer	fear	0.172	entrevistador
chaff	fear	0.172	palla
regulatory	fear	0.172	reguladora
birch	fear	0.172	bedoll
shell	fear	0.172	closca
assessment	fear	0.172	valoració
uncertain	fear	0.172	incert
rod	fear	0.172	vareta
humanrights	fear	0.172	drets humans
less	fear	0.167	menys
coy	fear	0.162	tímida
iris	fear	0.160	iris
intimately	fear	0.156	íntimament
hearing	fear	0.156	audició
legalized	fear	0.156	legalitzat
needit	fear	0.156	necessita
audition	fear	0.156	audició
retirement	fear	0.156	jubilació
countdown	fear	0.156	compte enrere
sly	fear	0.156	astut
bases	fear	0.156	bases
ceasefire	fear	0.156	alto el foc
medication	fear	0.156	medicació
courageous	fear	0.154	valenta
overthinker	fear	0.153	sobrepensador
backtrack	fear	0.151	retrocedir
dawned	fear	0.150	va matinar
censor	fear	0.149	censor
bailiff	fear	0.147	agutzil
syllabus	fear	0.147	temari
delay	fear	0.141	retard
newcomer	fear	0.141	nouvingut
imagination	fear	0.141	imaginació
waiting	fear	0.141	esperant
gent	fear	0.141	gent
validity	fear	0.141	validesa
cove	fear	0.141	cala
rationality	fear	0.141	racionalitat
caricature	fear	0.141	caricatura
eventuality	fear	0.141	eventualitat
alreadyyyyy	fear	0.140	jaaaaa
shy	fear	0.140	tímid
symptom	fear	0.133	símptoma
excite	fear	0.132	emocionar
raccoon	fear	0.127	mapache
clown	fear	0.125	pallasso
tryout	fear	0.125	prova
needtorelax	fear	0.125	necessitat de relaxar-se
swim	fear	0.125	nedar
campaigning	fear	0.125	fent campanya
hawk	fear	0.125	falcó
prevent	fear	0.125	prevenir
gameday	fear	0.125	dia de partit
ahhh	fear	0.125	ahhh
marry	fear	0.125	casar-se
sprite	fear	0.125	sprite
soready	fear	0.125	amb dolor
sag	fear	0.123	enfonsament
pharmacy	fear	0.123	farmàcia
policeman	fear	0.121	policia
dreamt	fear	0.111	somiat
lace	fear	0.111	encaix
homework	fear	0.109	deures
destination	fear	0.109	destinació
incase	fear	0.109	en cas de
pray	fear	0.109	pregar
knot	fear	0.109	nus
confidence	fear	0.109	confiança
bigday	fear	0.109	gran dia
holiness	fear	0.109	santedat
notoriety	fear	0.109	notorietat
weight	fear	0.109	pes
slender	fear	0.100	esvelta
undecided	fear	0.098	indecisos
sympathetic	fear	0.097	simpàtic
poise	fear	0.094	equilibri
case	fear	0.094	Caixa
treat	fear	0.094	tractar
locate	fear	0.094	localitzar
loyal	fear	0.094	lleial
grades	fear	0.094	graus
god	fear	0.094	Déu
helmet	fear	0.094	casc
confident	fear	0.094	confiat
counsellor	fear	0.094	conseller
northeast	fear	0.088	nord-est
graduation	fear	0.078	graduació
compassion	fear	0.078	compassió
nurture	fear	0.078	nodrir
graded	fear	0.075	qualificat
mum	fear	0.070	mare
infant	fear	0.067	infant
journey	fear	0.062	viatge
parade	fear	0.062	cercavila
gradschool	fear	0.062	batxillerat
civilian	fear	0.062	civil
cloudiness	fear	0.062	nuvolositat
cash	fear	0.062	diners en efectiu
civilians	fear	0.062	civils
guidelines	fear	0.062	directrius
soulmate	fear	0.062	ànima bessona
youth	fear	0.062	joventut
opera	fear	0.057	òpera
synonymous	fear	0.056	sinònim
honest	fear	0.047	honest
praying	fear	0.047	pregant
intelligence	fear	0.038	intel·ligència
volunteer	fear	0.031	voluntari
romance	fear	0.031	romanç
lines	fear	0.031	línies
obey	fear	0.016	obeir
happiest	joy	0.986	més feliç
happiness	joy	0.984	felicitat
bliss	joy	0.971	felicitat
celebrating	joy	0.970	celebrant
jubilant	joy	0.969	jubilós
ecstatic	joy	0.954	extàtica
elation	joy	0.944	exaltació
beaming	joy	0.938	radiant
bestdayever	joy	0.938	millor dia
loveee	joy	0.932	amor
celebration	joy	0.929	celebració
awesomeness	joy	0.926	genialitat
joy	joy	0.924	alegria
joyous	joy	0.922	alegre
fabulous	joy	0.922	fabulós
happily	joy	0.922	feliçment
excitement	joy	0.922	emoció
exuberance	joy	0.922	exuberància
makesmehappy	joy	0.922	em fa feliç
euphoria	joy	0.922	eufòria
lovee	joy	0.920	amor
gratitude	joy	0.914	gratitud
happydance	joy	0.912	happydance
merriment	joy	0.912	alegria
spectacular	joy	0.912	espectacular
overjoyed	joy	0.909	encantat
purebliss	joy	0.909	pura felicitat
triumphant	joy	0.907	triomfant
ecstasy	joy	0.906	èxtasi
lovelovelove	joy	0.906	amor Amor amor
cheerful	joy	0.906	alegre
cheer	joy	0.897	animar
elated	joy	0.894	exaltat
peaceofmind	joy	0.891	tranquil·litat
jolly	joy	0.891	alegre
delighted	joy	0.891	encantat
lovethis	joy	0.891	estima això
excitation	joy	0.891	excitació
exhilaration	joy	0.891	il·lusió
pleasures	joy	0.891	plaers
laugh	joy	0.891	riure
marvelously	joy	0.881	meravellosament
loving	joy	0.879	amorós
joyful	joy	0.879	alegre
blissful	joy	0.879	feliç
outstanding	joy	0.879	excepcional
pleasurable	joy	0.877	plaent
lovinglife	joy	0.875	vida amorosa
enthusiastic	joy	0.875	entusiasta
glee	joy	0.875	alegria
iloveher	joy	0.875	l'estimo a ella
yaaaay	joy	0.875	jaaaay
overthemoon	joy	0.875	sobre la lluna
happyplace	joy	0.875	lloc feliç
sohappy	joy	0.868	tan feliç
superb	joy	0.864	genial
woohoo	joy	0.864	woohoo
laughing	joy	0.864	rient
wonderful	joy	0.863	meravellós
hooray	joy	0.859	hurra
loved	joy	0.859	estimat
tearsofjoy	joy	0.859	llàgrimes d'alegria
hallelujah	joy	0.859	al·leluia
magnificent	joy	0.859	magnífic
glory	joy	0.859	glòria
ilovechristmas	joy	0.859	amor de Nadal
brilliant	joy	0.859	brillant
celebrated	joy	0.859	celebrat
cheering	joy	0.859	animant
yayyyy	joy	0.859	jayyyy
heavenly	joy	0.853	celestial
exciting	joy	0.853	emocionant
thrilled	joy	0.851	emocionat
mademyday	joy	0.848	fet el meu dia
hohoho	joy	0.845	hohoho
celebrate	joy	0.844	celebrar
wonderfully	joy	0.844	meravellosament
blessing	joy	0.844	benedicció
favoriteholiday	joy	0.844	vacances preferides
paradise	joy	0.833	paradís
marvellous	joy	0.833	meravellós
festive	joy	0.833	festiva
sweetness	joy	0.833	dolçor
blessed	joy	0.833	beneït
celebrations	joy	0.833	celebracions
compliment	joy	0.831	compliment
smiling	joy	0.828	somrient
allsmiles	joy	0.828	tots somriu
love	joy	0.828	amor
enchanting	joy	0.828	encantador
homesweethome	joy	0.826	llar dolça llar
thankyougod	joy	0.824	gràcies, Déu
marvelous	joy	0.824	meravellós
laughter	joy	0.824	riure
goodmood	joy	0.819	bon humor
goodness	joy	0.818	bondat
excellence	joy	0.818	excel·lència
sensational	joy	0.818	sensacional
joys	joy	0.818	alegries
delightful	joy	0.818	deliciós
excited	joy	0.818	emocionat
rejoicing	joy	0.818	alegrant-se
happyheart	joy	0.818	cor feliç
celebratory	joy	0.818	de celebració
greatful	joy	0.816	genial
jovial	joy	0.814	jovial
rejoice	joy	0.812	alegrar-se
splendid	joy	0.812	esplèndid
enjoy	joy	0.812	gaudir
smiley	joy	0.812	somrient
glorious	joy	0.812	gloriós
victorious	joy	0.812	victoriós
lovemaking	joy	0.812	fer l'amor
bonanza	joy	0.812	bonança
greatday	joy	0.812	gran dia
excellent	joy	0.812	excel · lent
goodtimes	joy	0.811	bons moments
whatmakesmesmile	joy	0.811	el que fa somriure
happyday	joy	0.809	dia feliç
myfavorite	joy	0.804	el meu preferit
thankyoulord	joy	0.803	Gràcies senyor
gladness	joy	0.803	alegria
yayyy	joy	0.803	jayyy
yeahhhh	joy	0.803	síhhh
pleasure	joy	0.803	plaer
giggle	joy	0.802	riure
happier	joy	0.797	més feliç
lovemylife	joy	0.797	estimo la meva vida
magnificence	joy	0.797	magnificència
happytweet	joy	0.797	happytweet
lovinlife	joy	0.797	vida amorosa
yesss	joy	0.797	siss
dancing	joy	0.797	ballant
success	joy	0.797	èxit
grateful	joy	0.789	agraït
amuse	joy	0.788	divertir
splendor	joy	0.788	esplendor
happy	joy	0.788	feliç
fun	joy	0.788	diversió
giggling	joy	0.781	rient
glad	joy	0.781	content
glorify	joy	0.781	glorificar
radiant	joy	0.781	radiant
beautiful	joy	0.781	bonic
solucky	joy	0.781	força afortunat
sothankful	joy	0.781	tan agraït
enchanted	joy	0.781	encantat
romance	joy	0.779	romanç
perfection	joy	0.779	perfecció
christmassy	joy	0.779	nadalenc
heavens	joy	0.779	cels
thrilling	joy	0.776	emocionant
lovable	joy	0.773	estimable
congrats	joy	0.773	Felicitats
fiesta	joy	0.773	festa
entertain	joy	0.773	entretenir
happyvalentinesday	joy	0.773	feliç dia de Sant Valentí
miraculous	joy	0.773	miraculós
cheers	joy	0.773	ànims
cheered	joy	0.773	animat
positivity	joy	0.773	positivitat
funday	joy	0.772	dia divertit
enjoying	joy	0.771	gaudint
lifeisgood	joy	0.766	la vida és bona
amused	joy	0.766	divertit
goodfeeling	joy	0.766	bona sensació
christmasspirit	joy	0.766	esperit nadalenc
cuddling	joy	0.766	abraçada
smiles	joy	0.766	somriures
sosweet	joy	0.766	molt dolç
thebest	joy	0.766	el millor
party	joy	0.765	festa
delight	joy	0.765	delícia
orgasm	joy	0.765	orgasme
positive	joy	0.761	positiu
sweetheart	joy	0.758	amor
enlighten	joy	0.758	il·luminar
cheerfulness	joy	0.758	alegria
miracles	joy	0.758	miracles
giddy	joy	0.757	vertigen
christmastime	joy	0.757	hora de nadal
gratify	joy	0.750	gratificar
greatness	joy	0.750	grandesa
friendliness	joy	0.750	amabilitat
blessings	joy	0.750	benediccions
laughs	joy	0.750	rialles
tistheseason	joy	0.750	aquesta temporada
smile	joy	0.750	somriure
pleasing	joy	0.750	plaent
romantic	joy	0.750	romàntic
happyholidays	joy	0.750	bones vacances
frolic	joy	0.748	xocar
jubilee	joy	0.742	jubileu
miracle	joy	0.742	miracle
enthusiasm	joy	0.742	entusiasme
selflove	joy	0.742	amor propi
triumph	joy	0.742	triomf
magical	joy	0.742	màgic
rewarding	joy	0.742	gratificant
goodvibes	joy	0.742	bones vibracions
positiveenergy	joy	0.742	energia positiva
feelgood	joy	0.736	sentir-se bé
prosperity	joy	0.735	prosperitat
behappy	joy	0.734	sigues feliç
admiration	joy	0.734	admiració
passionate	joy	0.734	apassionat
goodday	joy	0.734	bon dia
luxurious	joy	0.734	luxós
tgif	joy	0.734	tgif
victory	joy	0.734	victòria
feelinggood	joy	0.734	sentir-se bé
enchant	joy	0.734	encantar
greatnight	joy	0.734	gran nit
vivacious	joy	0.734	vivaç
glorification	joy	0.733	glorificació
sing	joy	0.729	cantar
glowing	joy	0.729	brillant
yessss	joy	0.728	sisss
fulfillment	joy	0.728	realització
breathtaking	joy	0.728	impressionant
thankful	joy	0.727	agraït
cheery	joy	0.727	alegre
santa	joy	0.727	santa
hurrah	joy	0.727	hurra
christmasbreak	joy	0.727	Nadal
win	joy	0.727	guanyar
atpeace	joy	0.727	en pau
award	joy	0.727	premi
merry	joy	0.727	alegre
inspiration	joy	0.725	inspiració
radiance	joy	0.725	resplendor
pleased	joy	0.725	content
uplift	joy	0.723	elevació
optimistic	joy	0.723	optimista
heaven	joy	0.721	el cel
lucky	joy	0.721	sort
godisgreat	joy	0.721	déu genial
holidays	joy	0.721	vacances
thrill	joy	0.721	emoció
congratulatory	joy	0.719	felicitació
thriving	joy	0.719	pròsper
amusement	joy	0.719	diversió
perfect	joy	0.719	perfecte
lover	joy	0.719	amant
xmas	joy	0.719	Nadal
heartfelt	joy	0.719	sincera
utopian	joy	0.719	utòpic
lovely	joy	0.719	encantador
harmony	joy	0.719	harmonia
praising	joy	0.719	lloant
brighten	joy	0.719	il·luminar
luckiest	joy	0.712	més afortunat
merrychristmas	joy	0.712	bon nadal
magic	joy	0.712	màgia
achievement	joy	0.712	assoliment
yay	joy	0.712	Visca
holiday	joy	0.712	festa
treasures	joy	0.712	tresors
luxury	joy	0.712	luxe
bestfeeling	joy	0.712	millor sentiment
intimate	joy	0.710	íntim
soblessed	joy	0.706	benaventurat
yaaay	joy	0.706	jaaay
rave	joy	0.706	deliri
chuckle	joy	0.706	riure
proud	joy	0.704	orgullós
winning	joy	0.703	guanyant
cherish	joy	0.703	estimar
goodnews	joy	0.703	bones notícies
fuckyeah	joy	0.703	merda
optimism	joy	0.703	optimisme
amazingly	joy	0.703	sorprenentment
lovelife	joy	0.703	estima la vida
truelove	joy	0.703	amor vertader
beautification	joy	0.703	embelliment
satisfying	joy	0.703	satisfactòria
appreciates	joy	0.703	agraeix
cuddled	joy	0.703	abraçat
goodlife	joy	0.703	bona vida
gooood	joy	0.703	boooo
sweetest	joy	0.703	més dolça
yaay	joy	0.700	jaay
entertained	joy	0.700	entretingut
excite	joy	0.697	emocionar
newbeginnings	joy	0.693	nous començaments
praisejesus	joy	0.691	lloar Jesús
birthday	joy	0.691	aniversari
greatfriends	joy	0.688	grans amics
adoration	joy	0.688	adoració
godsend	joy	0.688	regal del Déu
favorite	joy	0.688	favorit
content	joy	0.688	contingut
entertaining	joy	0.688	entretingut
honored	joy	0.688	honrat
metime	joy	0.688	temps
exquisite	joy	0.688	exquisit
holidayseason	joy	0.688	període de vacances
thankyoujesus	joy	0.688	gràcies Jesús
angelic	joy	0.688	angelical
goodhealth	joy	0.682	bona salut
majestic	joy	0.682	majestuós
luscious	joy	0.682	deliciós
memoriesiwontforget	joy	0.682	records que no oblidaré
bestfriends	joy	0.682	millors amics
precious	joy	0.682	preciós
appreciated	joy	0.682	apreciat
exaltation	joy	0.682	exaltació
smiled	joy	0.682	va somriure
brightens	joy	0.682	il·lumina
tranquility	joy	0.679	tranquil·litat
marry	joy	0.676	casar-se
embrace	joy	0.676	abraçar
positively	joy	0.676	positivament
grin	joy	0.672	somriure
hug	joy	0.672	abraçada
hilarious	joy	0.672	hilarant
dearest	joy	0.672	estimada
contentment	joy	0.672	contentament
accomplished	joy	0.672	complert
relaxation	joy	0.672	relaxació
bday	joy	0.672	dia
enliven	joy	0.672	animar
weeeee	joy	0.672	weeeee
giggles	joy	0.672	rialles
fulfilled	joy	0.667	complert
bountiful	joy	0.667	generós
victor	joy	0.667	vencedor
adore	joy	0.667	adorar
boisterous	joy	0.667	bulliciosa
fulfill	joy	0.664	complir
cuddles	joy	0.662	abraçades
prosperous	joy	0.660	pròsper
appreciation	joy	0.656	apreciació
serenity	joy	0.656	serenitat
happynewyear	joy	0.656	bon any nou
humor	joy	0.656	humor
satisfy	joy	0.656	satisfer
besties	joy	0.656	besties
encouraged	joy	0.656	animat
captivate	joy	0.656	captivar
christmaseve	joy	0.656	nit de Nadal
glow	joy	0.656	brillar
romanticism	joy	0.656	romanticisme
innerpeace	joy	0.656	la pau interior
pleasant	joy	0.656	agradable
praises	joy	0.652	elogis
abundance	joy	0.652	abundància
fortunes	joy	0.652	fortunes
engaged	joy	0.652	compromesa
praised	joy	0.652	lloat
relaxing	joy	0.652	relaxant
treasure	joy	0.652	tresor
satisfaction	joy	0.652	satisfacció
nothingbetter	joy	0.647	res millor
affection	joy	0.647	afecte
relieved	joy	0.647	alleujat
complement	joy	0.647	complement
carnival	joy	0.643	carnaval
priceless	joy	0.641	impagable
uplifting	joy	0.641	edificant
sensuality	joy	0.641	sensualitat
saintly	joy	0.641	sant
champion	joy	0.641	campió
thanksgiving	joy	0.641	acció de gràcies
harmoniously	joy	0.641	harmoniosament
wedding	joy	0.641	casament
achieve	joy	0.641	aconseguir
divine	joy	0.641	divina
jackpot	joy	0.641	Jackpot
honeymoon	joy	0.636	lluna de mel
exalt	joy	0.636	exaltar
twinkle	joy	0.636	centellejar
comforting	joy	0.636	reconfortant
felicity	joy	0.636	felicitat
peaceful	joy	0.636	Pacífic
climax	joy	0.636	clímax
winner	joy	0.636	guanyador
reverie	joy	0.636	somni
yayy	joy	0.636	jajaja
cuddle	joy	0.636	abraçar
xoxo	joy	0.634	xoxo
stargazing	joy	0.625	contemplant les estrelles
festival	joy	0.625	Festival
sweet	joy	0.625	dolça
generosity	joy	0.625	generositat
brighter	joy	0.625	més brillant
praisegod	joy	0.625	Déu de lloança
gorgeous	joy	0.625	preciosa
hearts	joy	0.625	cors
amusing	joy	0.625	divertit
fondness	joy	0.625	afició
snuggling	joy	0.625	arraulant-se
reward	joy	0.625	recompensa
sex	joy	0.622	sexe
kind	joy	0.621	amable
genial	joy	0.621	genial
parade	joy	0.621	cercavila
applause	joy	0.621	aplaudiments
beauty	joy	0.621	bellesa
fulfilling	joy	0.618	complint
aspiring	joy	0.618	aspirant
newlife	joy	0.618	nova vida
godbless	joy	0.616	Déu els beneeixi
virtuous	joy	0.613	virtuós
kiss	joy	0.610	petó
christmas	joy	0.609	Nadal
rainbows	joy	0.609	arc de Sant Martí
elegance	joy	0.609	elegància
generous	joy	0.609	generós
super	joy	0.609	súper
playful	joy	0.609	juganer
enlightenment	joy	0.609	la il·luminació
praiseworthy	joy	0.609	lloable
awards	joy	0.609	premis
adorable	joy	0.609	adorable
rekindle	joy	0.609	reavivar
winnings	joy	0.609	guanys
independence	joy	0.607	independència
amour	joy	0.607	amor
kindness	joy	0.606	bondat
surprises	joy	0.606	sorpreses
heheh	joy	0.606	heheh
hilarity	joy	0.606	hilaritat
wonder	joy	0.606	meravella
freely	joy	0.606	lliurement
successful	joy	0.606	reeixit
inspired	joy	0.606	inspirat
onelove	joy	0.606	un amor
whimsical	joy	0.603	capritxosa
entertainment	joy	0.603	entreteniment
passion	joy	0.603	passió
stressfree	joy	0.601	sense estrés
beautify	joy	0.601	embellir
