English Word	Emotion	Emotion-Intensity-Score	Chichewa Word
rebels	fear	0.435	opanduka
repulsion	fear	0.431	kubweza
glare	fear	0.430	kuwala
punitive	fear	0.425	wolanga
sordid	fear	0.425	zoipa
stake	fear	0.423	mtengo
tempest	fear	0.423	mphepo yamkuntho
deleterious	fear	0.422	zowononga
reticent	fear	0.422	wosasamala
stresses	fear	0.422	kupsinjika
fainting	fear	0.422	kukomoka
offense	fear	0.422	cholakwa
extrajudicial	fear	0.422	extrajudicial
delusion	fear	0.422	chinyengo
thumping	fear	0.422	kugunda
lament	fear	0.422	maliro
depress	fear	0.422	kukhumudwa
usurped	fear	0.422	kulanda
bigot	fear	0.422	wamkulu
hydra	fear	0.422	hydra
stressin	fear	0.422	stressin
coyote	fear	0.422	nkhandwe
wilderness	fear	0.422	chipululu
infamous	fear	0.422	wosatchuka
troll	fear	0.422	troll
dissident	fear	0.422	wotsutsa
unnatural	fear	0.422	zachilendo
disappear	fear	0.422	kutha
bayonet	fear	0.422	bayonet
depresson	fear	0.422	kupsinjika maganizo
anathema	fear	0.422	anathema
steal	fear	0.422	kuba
publicspeaking	fear	0.422	kuyankhula pagulu
burdensome	fear	0.422	zolemetsa
bier	fear	0.422	mbewu
prowl	fear	0.422	kuyenda
ultimatum	fear	0.422	chiwonongeko
varicella	fear	0.422	varicella
suspension	fear	0.422	kuyimitsidwa
unsteady	fear	0.422	osakhazikika
heathen	fear	0.422	wachikunja
alien	fear	0.422	mlendo
adversity	fear	0.418	mavuto
ineptitude	fear	0.417	kusachita bwino
outsider	fear	0.413	wakunja
ugliness	fear	0.410	kuipa
immoral	fear	0.410	wachiwerewere
vulture	fear	0.410	mbulu
ghetto	fear	0.406	ghetto
nausea	fear	0.406	nseru
weakly	fear	0.406	mofooka
penance	fear	0.406	kulapa
distressed	fear	0.406	wokhumudwa
dominant	fear	0.406	wolamulira
disallowed	fear	0.406	osaloledwa
recklessness	fear	0.406	kusasamala
insolvent	fear	0.406	wosalipirira
wary	fear	0.406	wochenjera
scar	fear	0.406	chilonda
ohdear	fear	0.406	Oo Pepa
drones	fear	0.406	drones
tearful	fear	0.406	wamisozi
stretcher	fear	0.406	machira
stressing	fear	0.406	kutsindika
omnipotence	fear	0.406	wamphamvuzonse
rubble	fear	0.406	bwinja
escape	fear	0.406	kuthawa
whimper	fear	0.406	kulira
dismissal	fear	0.406	kuchotsedwa ntchito
screech	fear	0.406	kulira
resection	fear	0.406	resection
disorder	fear	0.406	chisokonezo
possession	fear	0.406	kukhala nacho
claw	fear	0.406	chikhasu
blackout	fear	0.406	kuzimitsa
squall	fear	0.406	squall
disabled	fear	0.406	olumala
deport	fear	0.406	kuthamangitsa
disgust	fear	0.406	kunyansidwa
stressful	fear	0.406	zopanikiza
socialism	fear	0.405	socialism
conspiracy	fear	0.400	chiwembu
toughness	fear	0.400	kulimba
defection	fear	0.398	kupatuka
absence	fear	0.396	kusapezeka
moan	fear	0.394	kubuula
crusade	fear	0.392	nkhondo
overt	fear	0.391	kuposa
whatdoido	fear	0.391	nditani
refutation	fear	0.391	kutsutsa
descent	fear	0.391	kutsika
reject	fear	0.391	kukana
suspicion	fear	0.391	kukayikira
exigent	fear	0.391	exigent
concealment	fear	0.391	kubisa
xanax	fear	0.391	xanax
cleave	fear	0.391	kukanika
diagnosis	fear	0.391	matenda
separation	fear	0.391	kulekana
spaz	fear	0.391	spaz
musket	fear	0.391	mutu
brimstone	fear	0.391	sulufule
repellent	fear	0.391	zobweza
discrimination	fear	0.391	tsankho
unrest	fear	0.391	chipwirikiti
insolvency	fear	0.391	kulephera
submission	fear	0.391	kugonjera
mental	fear	0.391	maganizo
scarecrow	fear	0.391	mantha
snare	fear	0.391	msampha
unemployed	fear	0.391	osagwira ntchito
stifled	fear	0.391	zokanidwa
procedure	fear	0.391	ndondomeko
excitation	fear	0.391	chisangalalo
cyst	fear	0.391	chotupa
avoiding	fear	0.391	kupewa
lose	fear	0.391	kutaya
nervy	fear	0.391	mantha
gulp	fear	0.391	kumeza
conquer	fear	0.391	gonjetsa
dubious	fear	0.391	zokayikitsa
hardened	fear	0.391	wowumitsidwa
radon	fear	0.391	radon
urgency	fear	0.391	changu
theocratic	fear	0.391	zateokrase
poverty	fear	0.391	umphawi
throb	fear	0.388	kupweteka
outcast	fear	0.388	wothamangitsidwa
orc	fear	0.388	orc
disapprove	fear	0.380	osavomereza
dontpanic	fear	0.378	osachita mantha mopitirira
withdrawals	fear	0.377	kuchotsa
plea	fear	0.377	pempho
expose	fear	0.375	sonyeza
edict	fear	0.375	lamula
frigate	fear	0.375	frigate
bunker	fear	0.375	nyumba
obligor	fear	0.375	wofunika
suspected	fear	0.375	kuganiziridwa
interrogate	fear	0.375	funsa
escaped	fear	0.375	anathawa
flu	fear	0.375	chimfine
ocd	fear	0.375	ocd
taunt	fear	0.375	kunyoza
sultan	fear	0.375	sultani
bad	fear	0.375	zoipa
bankrupt	fear	0.375	kusowa ndalama
psychological	fear	0.375	zamaganizo
dentistry	fear	0.375	zamano
chimera	fear	0.375	chimera
sneaking	fear	0.375	kuzembera
nauseous	fear	0.375	nseru
barricade	fear	0.375	chotchinga
locust	fear	0.375	dzombe
dissolution	fear	0.375	kuwonongeka
misconception	fear	0.375	maganizo olakwika
embarrassment	fear	0.375	manyazi
chasm	fear	0.375	phokoso
grieve	fear	0.375	chisoni
khan	fear	0.375	khan
coldness	fear	0.375	kuzizira
kerosene	fear	0.375	palafini
antsy	fear	0.375	antsy
mentalhealth	fear	0.375	matenda amisala
obi	fear	0.375	obi
pressure	fear	0.375	kupanikizika
military	fear	0.375	asilikali
whirlpool	fear	0.375	whirlpool
repellant	fear	0.373	wobwebweta
unknown	fear	0.369	osadziwika
pare	fear	0.367	pare
jealousy	fear	0.365	nsanje
formidable	fear	0.359	woopsa
desert	fear	0.359	chipululu
cautionary	fear	0.359	chenjezo
onedge	fear	0.359	umodzi
jaundice	fear	0.359	jaundice
pessimism	fear	0.359	kukayikakayika
recurring	fear	0.359	mobwerezabwereza
difficult	fear	0.359	zovuta
concerned	fear	0.359	okhudzidwa
consternation	fear	0.359	kuda nkhawa
bottomless	fear	0.359	opanda malire
revolution	fear	0.359	kusintha
stint	fear	0.359	stint
government	fear	0.359	boma
bankruptcy	fear	0.359	kusowa ndalama
timid	fear	0.359	wamantha
contempt	fear	0.359	kunyoza
warned	fear	0.359	anachenjeza
measles	fear	0.359	chikuku
rejects	fear	0.359	amakana
sectarian	fear	0.359	wampatuko
headaches	fear	0.359	mutu
dart	fear	0.359	dart
sortie	fear	0.359	mtundu
wasting	fear	0.359	kuwononga
conquest	fear	0.359	kugonjetsa
depreciation	fear	0.359	kuchepa
mournful	fear	0.359	wachisoni
mandamus	fear	0.359	mandamus
spike	fear	0.359	spike
cur	fear	0.359	cur
burke	fear	0.359	burk
rebel	fear	0.359	wopanduka
exam	fear	0.359	mayeso
anomaly	fear	0.359	zosamveka
mug	fear	0.359	makapu
constrain	fear	0.358	kukakamiza
languishing	fear	0.358	akuvutika
bane	fear	0.356	bane
impeach	fear	0.354	kutsutsa
warden	fear	0.354	woyang'anira
adverse	fear	0.352	wotsutsa
lawyer	fear	0.349	woyimira mlandu
libel	fear	0.348	zoipa
retrenchment	fear	0.345	kuchotsedwa ntchito
imminent	fear	0.345	chapafupi
shame	fear	0.344	manyazi
avoidance	fear	0.344	kupewa
shortage	fear	0.344	kuchepa
opium	fear	0.344	opiamu
swerve	fear	0.344	tembenuka
evade	fear	0.344	zembera
servile	fear	0.344	servle
pest	fear	0.344	tizilombo
hesitation	fear	0.344	kukayika
loneliness	fear	0.344	kusungulumwa
discipline	fear	0.344	chilango
fanaticism	fear	0.344	kutengeka maganizo
sorrow	fear	0.344	chisoni
hiss	fear	0.344	zake
belittle	fear	0.344	chepetsa
knell	fear	0.344	kugwada
contentious	fear	0.344	wokangana
bearish	fear	0.344	bearish
opposed	fear	0.344	otsutsa
launches	fear	0.344	ayambitsa
taboo	fear	0.344	tabu
cutter	fear	0.344	wodula
defy	fear	0.344	kunyoza
unjustifiable	fear	0.344	zosavomerezeka
parachute	fear	0.344	parachuti
eel	fear	0.344	njoka yam'madzi
psych	fear	0.344	maganizo
aaaaaaah	fear	0.344	aaaaaah
verdict	fear	0.344	chigamulo
mri	fear	0.344	mri
shaky	fear	0.344	zogwedezeka
resistant	fear	0.344	wosamva
obstacle	fear	0.344	chopinga
reckless	fear	0.344	wosasamala
recession	fear	0.344	kuchepa kwachuma
disrespectful	fear	0.343	wopanda ulemu
phalanx	fear	0.342	phalanx
creature	fear	0.340	cholengedwa
specter	fear	0.331	chododometsa
mortgage	fear	0.331	ngongole yanyumba
enigmatic	fear	0.329	zodabwitsa
supremacy	fear	0.328	ukulu
bugaboo	fear	0.328	bwalo
defendant	fear	0.328	wozengedwa mlandu
feeling	fear	0.328	kumva
ethereal	fear	0.328	ethereal
undesirable	fear	0.328	osafunika
mishap	fear	0.328	vuto
outpost	fear	0.328	positi
weirdo	fear	0.328	zodabwitsa
caution	fear	0.328	chenjezo
spillin	fear	0.328	spillin
dike	fear	0.328	dike
dominion	fear	0.328	ulamuliro
wimp	fear	0.328	wimp
quash	fear	0.328	quash
subordinate	fear	0.328	wapansi
shank	fear	0.328	shanki
remove	fear	0.328	chotsani
senseless	fear	0.328	opanda nzeru
shutdown	fear	0.328	Tsekani
gametime	fear	0.328	nthawi yamasewera
uhoh	fear	0.328	uwu
loom	fear	0.328	nsalu
police	fear	0.328	apolisi
wrongly	fear	0.328	molakwika
unlucky	fear	0.328	watsoka
gladiator	fear	0.328	gladiator
adrift	fear	0.328	kuthamangitsidwa
hives	fear	0.328	ming'oma
smut	fear	0.328	smut
encumbrance	fear	0.328	zovuta
unsettled	fear	0.327	osakhazikika
scarce	fear	0.327	zochepa
antisocial	fear	0.324	odana ndi anthu
astray	fear	0.320	kusokera
vigilant	fear	0.319	watcheru
socialist	fear	0.318	socialist
halter	fear	0.318	halter
pessimist	fear	0.317	wopanda chiyembekezo
pacing	fear	0.316	kuyenda
wimpy	fear	0.312	wimpy
clinical	fear	0.312	zachipatala
blight	fear	0.312	kuwonongeka
muzzle	fear	0.312	mphuno
ahhhhhhhh	fear	0.312	ahhhhhhhh
therapist	fear	0.312	dokotala
laxative	fear	0.312	mankhwala ofewetsa tuvi tolimba
obsessing	fear	0.312	kutengeka
seclusion	fear	0.312	kudzipatula
foreigner	fear	0.312	mlendo
dentist	fear	0.312	dokotala wa mano
chargeable	fear	0.312	cholipiritsa
deadline	fear	0.312	tsiku lomalizira
uneasy	fear	0.312	wosakhazikika
valium	fear	0.312	valium
powerful	fear	0.312	wamphamvu
opponent	fear	0.312	wotsutsa
ordnance	fear	0.312	ulamuliro
cram	fear	0.312	cram
unexpected	fear	0.312	mosayembekezereka
thorny	fear	0.312	waminga
discontinuity	fear	0.312	kusapitiriza
conspire	fear	0.312	chitira chiwembu
collusion	fear	0.312	kugwirizana
litigate	fear	0.312	milandu
unkind	fear	0.312	wopanda chifundo
whirlwind	fear	0.312	kamvuluvulu
nether	fear	0.312	ayi
trickery	fear	0.312	chinyengo
bewilderment	fear	0.312	kudodoma
overthinking	fear	0.309	kuganiza mopitilira muyeso
doubts	fear	0.308	kukaikira
seriousness	fear	0.305	kutsimikiza
irrational	fear	0.305	wopanda nzeru
erase	fear	0.303	kufufuta
teasing	fear	0.303	kuseka
razor	fear	0.303	lumo
sweating	fear	0.298	thukuta
mage	fear	0.297	mage
giant	fear	0.297	chimphona
weighty	fear	0.297	zolemera
warning	fear	0.297	chenjezo
avoid	fear	0.297	pewani
inflation	fear	0.297	kukwera kwa mitengo
mislead	fear	0.297	kusocheretsa
adjudicate	fear	0.297	weruza
endless	fear	0.297	zosatha
deflation	fear	0.297	deflation
depreciated	fear	0.297	watsika mtengo
bitch	fear	0.297	kuluma
swamp	fear	0.297	madambo
bale	fear	0.297	bale
dashed	fear	0.297	chodutsa
crouching	fear	0.297	kugwada
flounder	fear	0.297	fulonda
hide	fear	0.297	kubisa
reluctant	fear	0.297	wosafuna
unsurpassed	fear	0.297	osapambana
medical	fear	0.297	zachipatala
timidity	fear	0.297	mantha
auditor	fear	0.297	wowerengera
deluge	fear	0.287	chigumula
disinformation	fear	0.286	disinformation
court	fear	0.284	khoti
aversion	fear	0.283	kuipidwa
cartridge	fear	0.281	katiriji
unfriendly	fear	0.281	osachezeka
cautious	fear	0.281	wochenjera
surveillance	fear	0.281	kuyang'anira
yelp	fear	0.281	ayi
confusion	fear	0.281	chisokonezo
apache	fear	0.281	apache
flying	fear	0.281	zowuluka
submitting	fear	0.281	kugonjera
discourage	fear	0.281	kulefula
rush	fear	0.281	kuthamanga
fortress	fear	0.281	linga
dwarfed	fear	0.281	chaching'ono
challenge	fear	0.281	kutsutsa
notready	fear	0.281	notready
wan	fear	0.281	wanu
mistaken	fear	0.281	kulakwitsa
hurryup	fear	0.281	Fulumirani
swelling	fear	0.281	kutupa
oncoming	fear	0.281	akubwera
remains	fear	0.281	zotsalira
unruly	fear	0.281	wosalamulirika
bigoted	fear	0.281	wodzikweza
intense	fear	0.279	kwambiri
noncompliance	fear	0.276	kusamvera
alerts	fear	0.276	zidziwitso
planes	fear	0.274	ndege
cop	fear	0.273	wapolisi
displeased	fear	0.273	osakondwera
unbridled	fear	0.271	wosalamulirika
problem	fear	0.266	vuto
crouch	fear	0.266	khala
sneak	fear	0.266	zembera
hood	fear	0.266	nyumba
force	fear	0.266	mphamvu
confession	fear	0.266	kuvomereza
posse	fear	0.266	kukhala
banger	fear	0.266	banger
belt	fear	0.266	lamba
crowds	fear	0.266	makamu
elevation	fear	0.266	kukwera
insomnia	fear	0.266	kusowa tulo
auditions	fear	0.266	mayeso
forgotten	fear	0.266	kuyiwalika
affront	fear	0.266	kunyoza
cloak	fear	0.266	chovala
newjob	fear	0.266	newjob
blindfold	fear	0.266	chophimba m'maso
skid	fear	0.266	skid
blemish	fear	0.266	chilema
uncanny	fear	0.266	zamatsenga
sentence	fear	0.266	chiganizo
cupping	fear	0.266	makapu
regiment	fear	0.266	gulu
hooded	fear	0.266	chovala
operation	fear	0.266	ntchito
immerse	fear	0.266	kumiza
shanghai	fear	0.266	Shanghai
acrobat	fear	0.266	masewera acrobat
flurries	fear	0.266	ziwombankhanga
spur	fear	0.262	limbikitsa
mortgagor	fear	0.258	wobwereketsa
defense	fear	0.258	chitetezo
insect	fear	0.250	tizilombo
defend	fear	0.250	kuteteza
cataract	fear	0.250	ng'ala
stealthy	fear	0.250	zachabechabe
swampy	fear	0.250	madambo
sunk	fear	0.250	anamira
run	fear	0.250	thamanga
scapegoat	fear	0.250	mbuzi ya Azazeli
jobinterview	fear	0.250	kuyankhulana kwa ntchito
repent	fear	0.250	Lapani
breakingnews	fear	0.250	breakingnews
obliging	fear	0.250	kukakamiza
rascal	fear	0.250	wankhanza
impatiently	fear	0.250	mopanda chipiriro
react	fear	0.250	chitani
doubt	fear	0.250	kukaikira
guard	fear	0.250	mlonda
forewarned	fear	0.250	anachenjezeratu
foul	fear	0.250	zoipa
indifference	fear	0.250	mphwayi
hag	fear	0.250	hag
picket	fear	0.250	picket
delusional	fear	0.250	zachinyengo
standstill	fear	0.250	kuyimirira
rating	fear	0.250	mlingo
spinster	fear	0.250	spinster
unfamiliar	fear	0.250	osadziwika
indecisive	fear	0.250	wosatsimikiza mtima
grounded	fear	0.242	maziko
badhabit	fear	0.242	anthu
highest	fear	0.236	apamwamba
aaaah	fear	0.234	aaaah
shrink	fear	0.234	kuchepa
insomniac	fear	0.234	wosagona tulo
chicken	fear	0.234	nkhuku
bee	fear	0.234	njuchi
inequality	fear	0.234	kusalingana
verge	fear	0.234	kumapeto
shelters	fear	0.234	malo ogona
buzz	fear	0.234	buzz
buck	fear	0.234	ndalama
discontent	fear	0.234	kusakhutira
difficulty	fear	0.234	zovuta
finalized	fear	0.234	anamaliza
overdrive	fear	0.234	kuthamangitsa
pinion	fear	0.234	pinion
scaffold	fear	0.234	mkanjo
dependence	fear	0.234	kudalira
rekindle	fear	0.234	kuyatsanso
instinctive	fear	0.234	wachibadwa
thatmoment	fear	0.234	nthawi imeneyo
sleepless	fear	0.234	osagona
intercede	fear	0.234	yimira pakati
psychiatrist	fear	0.234	katswiri wa zamaganizo
rushing	fear	0.233	kuthamanga
overslept	fear	0.226	kugona kwambiri
default	fear	0.226	kusakhulupirika
confessional	fear	0.225	wovomereza
impatient	fear	0.224	wosaleza mtima
tactics	fear	0.219	njira
aga	fear	0.219	aga
blues	fear	0.219	blues
thrill	fear	0.219	chisangalalo
immigrant	fear	0.219	wochokera kudziko lina
veer	fear	0.219	zedi
sweat	fear	0.219	thukuta
cane	fear	0.219	ndodo
revelations	fear	0.219	mavumbulutso
whatif	fear	0.219	zingatani Zitati
waver	fear	0.219	kugwedezeka
jungle	fear	0.219	nkhalango
fingerscrossed	fear	0.219	kuphatikizika zala
stingy	fear	0.219	wotopetsa
bait	fear	0.219	nyambo
unequal	fear	0.219	wosafanana
lastminute	fear	0.219	mphindi yotsiriza
heft	fear	0.219	heft
overtired	fear	0.218	wotopa kwambiri
prognosis	fear	0.217	kuneneratu
alertness	fear	0.216	tcheru
hyped	fear	0.214	hyped
wishmeluck	fear	0.212	zabwino zonse
somuchtodo	fear	0.212	somuchtodo
toomuchtodo	fear	0.212	kwambiri
tryouts	fear	0.210	kuyesa
clowns	fear	0.207	amatsenga
fluctuation	fear	0.204	kusinthasintha
examination	fear	0.204	kufufuza
restless	fear	0.204	wosakhazikika
uphill	fear	0.203	kukwera
quail	fear	0.203	zinziri
phew	fear	0.203	uwu
mighty	fear	0.203	wamphamvu
cross	fear	0.203	mtanda
hurry	fear	0.203	fulumira
recesses	fear	0.203	zopuma
intimacy	fear	0.203	ubwenzi
overcome	fear	0.203	gonjetsani
birth	fear	0.203	kubadwa
acceptances	fear	0.203	kuvomereza
help	fear	0.203	Thandizeni
fearless	fear	0.200	opanda mantha
change	fear	0.198	kusintha
ware	fear	0.198	ware
withstand	fear	0.197	kupirira
asap	fear	0.191	posachedwa
heighten	fear	0.188	kulitsa
watch	fear	0.188	penyani
tract	fear	0.188	thirakiti
advance	fear	0.188	patsogolo
overcoming	fear	0.188	kugonjetsa
attorney	fear	0.188	woyimira milandu
deadlines	fear	0.188	masiku omalizira
bug	fear	0.188	cholakwika
knots	fear	0.188	mfundo
owing	fear	0.188	chifukwa
waitinggame	fear	0.188	waitgame
unorganised	fear	0.188	osakonzekera
gnome	fear	0.188	gnome
fragile	fear	0.188	osalimba
cautiously	fear	0.188	mosamala
stillness	fear	0.188	bata
intrigue	fear	0.188	chiwembu
rule	fear	0.188	ulamuliro
elf	fear	0.185	elf
stillwaiting	fear	0.184	akuyembekezerabe
lonely	fear	0.183	wosungulumwa
slippery	fear	0.181	woterera
interview	fear	0.180	kuyankhulana
everyman	fear	0.178	aliyense
speculation	fear	0.176	kulingalira
needtoknow	fear	0.173	muyenera kudziwa
worship	fear	0.172	kulambira
unsure	fear	0.172	osatsimikiza
surprise	fear	0.172	zodabwitsa
settlor	fear	0.172	kukhazikika
competition	fear	0.172	mpikisano
readytogo	fear	0.172	readytogo
checkpoint	fear	0.172	pofufuza
composure	fear	0.172	bata
interviewer	fear	0.172	wofunsa mafunso
chaff	fear	0.172	mankhusu
regulatory	fear	0.172	zowongolera
birch	fear	0.172	birch
shell	fear	0.172	chipolopolo
assessment	fear	0.172	kuwunika
uncertain	fear	0.172	wosatsimikizika
rod	fear	0.172	ndodo
humanrights	fear	0.172	ufulu wa anthu
less	fear	0.167	Zochepa
coy	fear	0.162	koy
iris	fear	0.160	iris
intimately	fear	0.156	mwachikondi
hearing	fear	0.156	kumva
legalized	fear	0.156	zovomerezeka
needit	fear	0.156	needit
audition	fear	0.156	mayeso
retirement	fear	0.156	kupuma pantchito
countdown	fear	0.156	kuwerengera pansi
sly	fear	0.156	wochenjera
bases	fear	0.156	maziko
ceasefire	fear	0.156	kuyimitsa moto
medication	fear	0.156	mankhwala
courageous	fear	0.154	wolimba mtima
overthinker	fear	0.153	overthinker
backtrack	fear	0.151	kumbuyo
dawned	fear	0.150	kunacha
censor	fear	0.149	censor
bailiff	fear	0.147	wapolisi
syllabus	fear	0.147	silabasi
delay	fear	0.141	kuchedwa
newcomer	fear	0.141	watsopano
imagination	fear	0.141	kulingalira
waiting	fear	0.141	kuyembekezera
gent	fear	0.141	bwino
validity	fear	0.141	kutsimikizika
cove	fear	0.141	pansi
rationality	fear	0.141	kuganiza bwino
caricature	fear	0.141	chitumbuwa
eventuality	fear	0.141	zochitika
alreadyyyyy	fear	0.140	kaleyyy
shy	fear	0.140	wamanyazi
symptom	fear	0.133	chizindikiro
excite	fear	0.132	sangalatsa
raccoon	fear	0.127	raccoon
clown	fear	0.125	wojambula
tryout	fear	0.125	Yesani
needtorelax	fear	0.125	needtorelax
swim	fear	0.125	kusambira
campaigning	fear	0.125	kuchita kampeni
hawk	fear	0.125	khwangwala
prevent	fear	0.125	kupewa
gameday	fear	0.125	tsiku lamasewera
ahhh	fear	0.125	ahh
marry	fear	0.125	kukwatira
sprite	fear	0.125	sprite
soready	fear	0.125	zatha
sag	fear	0.123	sag
pharmacy	fear	0.123	pharmacy
policeman	fear	0.121	wapolisi
dreamt	fear	0.111	kulota
lace	fear	0.111	lace
homework	fear	0.109	ntchito yakunyumba
destination	fear	0.109	kopita
incase	fear	0.109	kuti mwina
pray	fear	0.109	pempherani
knot	fear	0.109	mfundo
confidence	fear	0.109	chidaliro
bigday	fear	0.109	tsiku lalikulu
holiness	fear	0.109	chiyero
notoriety	fear	0.109	mbiri
weight	fear	0.109	kulemera
slender	fear	0.100	woonda
undecided	fear	0.098	osatsimikiza
sympathetic	fear	0.097	wachifundo
poise	fear	0.094	bata
case	fear	0.094	mlandu
treat	fear	0.094	chithandizo
locate	fear	0.094	pezani
loyal	fear	0.094	okhulupirika
grades	fear	0.094	magiredi
god	fear	0.094	mulungu
helmet	fear	0.094	chisoti
confident	fear	0.094	wodzidalira
counsellor	fear	0.094	mlangizi
northeast	fear	0.088	kumpoto chakum'mawa
graduation	fear	0.078	kumaliza maphunziro
compassion	fear	0.078	chifundo
nurture	fear	0.078	kulera
graded	fear	0.075	kalasi
mum	fear	0.070	amayi
infant	fear	0.067	khanda
journey	fear	0.062	ulendo
parade	fear	0.062	parade
gradschool	fear	0.062	gradschool
civilian	fear	0.062	wamba
cloudiness	fear	0.062	mtambo
cash	fear	0.062	ndalama
civilians	fear	0.062	anthu wamba
guidelines	fear	0.062	malangizo
soulmate	fear	0.062	mzimu
youth	fear	0.062	unyamata
opera	fear	0.057	opera
synonymous	fear	0.056	ofanana
honest	fear	0.047	woona mtima
praying	fear	0.047	kupemphera
intelligence	fear	0.038	nzeru
volunteer	fear	0.031	wodzipereka
romance	fear	0.031	chikondi
lines	fear	0.031	mizere
obey	fear	0.016	mverani
happiest	joy	0.986	osangalala kwambiri
happiness	joy	0.984	chisangalalo
bliss	joy	0.971	chisangalalo
celebrating	joy	0.970	kukondwerera
jubilant	joy	0.969	wosangalala
ecstatic	joy	0.954	chisangalalo
elation	joy	0.944	chisangalalo
beaming	joy	0.938	kuwala
bestdayever	joy	0.938	tsiku labwino kwambiri
loveee	joy	0.932	chikondi
celebration	joy	0.929	chikondwerero
awesomeness	joy	0.926	zodabwitsa
joy	joy	0.924	chisangalalo
joyous	joy	0.922	chisangalalo
fabulous	joy	0.922	zodabwitsa
happily	joy	0.922	mosangalala
excitement	joy	0.922	chisangalalo
exuberance	joy	0.922	chisangalalo
makesmehappy	joy	0.922	zimandisangalatsa
euphoria	joy	0.922	chisangalalo
lovee	joy	0.920	chikondi
gratitude	joy	0.914	kuyamikira
happydance	joy	0.912	happydance
merriment	joy	0.912	chisangalalo
spectacular	joy	0.912	zochititsa chidwi
overjoyed	joy	0.909	kusangalala kwambiri
purebliss	joy	0.909	chiyero
triumphant	joy	0.907	wopambana
ecstasy	joy	0.906	chisangalalo
lovelovelove	joy	0.906	chikondi chikondi
cheerful	joy	0.906	wokondwa
cheer	joy	0.897	chisangalalo
elated	joy	0.894	wokondwa
peaceofmind	joy	0.891	mtendere wamalingaliro
jolly	joy	0.891	chisangalalo
delighted	joy	0.891	Wokondwa
lovethis	joy	0.891	amakonda izi
excitation	joy	0.891	chisangalalo
exhilaration	joy	0.891	chisangalalo
pleasures	joy	0.891	zosangalatsa
laugh	joy	0.891	kuseka
marvelously	joy	0.881	modabwitsa
loving	joy	0.879	kukonda
joyful	joy	0.879	wokondwa
blissful	joy	0.879	wosangalala
outstanding	joy	0.879	zabwino kwambiri
pleasurable	joy	0.877	zokondweretsa
lovinglife	joy	0.875	moyo wachikondi
enthusiastic	joy	0.875	wachangu
glee	joy	0.875	gle
iloveher	joy	0.875	ndimamukonda
yaaaay	joy	0.875	ayi
overthemoon	joy	0.875	overthemoon
happyplace	joy	0.875	malo osangalala
sohappy	joy	0.868	wosangalala
superb	joy	0.864	wapamwamba
woohoo	joy	0.864	uwu
laughing	joy	0.864	kuseka
wonderful	joy	0.863	zodabwitsa
hooray	joy	0.859	kulira
loved	joy	0.859	wokondedwa
tearsofjoy	joy	0.859	misodziofjoy
hallelujah	joy	0.859	aleluya
magnificent	joy	0.859	zodabwitsa
glory	joy	0.859	ulemerero
ilovechristmas	joy	0.859	Krisimasi
brilliant	joy	0.859	wanzeru
celebrated	joy	0.859	kukondwerera
cheering	joy	0.859	kukondwera
yayyyy	joy	0.859	ayi
heavenly	joy	0.853	wakumwamba
exciting	joy	0.853	zosangalatsa
thrilled	joy	0.851	wokondwa
mademyday	joy	0.848	mademyday
hohoho	joy	0.845	hoho
celebrate	joy	0.844	kondwerera
wonderfully	joy	0.844	modabwitsa
blessing	joy	0.844	madalitso
favoriteholiday	joy	0.844	tchuthi chokondedwa
paradise	joy	0.833	paradiso
marvellous	joy	0.833	zodabwitsa
festive	joy	0.833	chikondwerero
sweetness	joy	0.833	kukoma
blessed	joy	0.833	wodala
celebrations	joy	0.833	zikondwerero
compliment	joy	0.831	kuyamika
smiling	joy	0.828	kumwetulira
allsmiles	joy	0.828	kumwetulira
love	joy	0.828	chikondi
enchanting	joy	0.828	zochititsa chidwi
homesweethome	joy	0.826	kwanu nkwanu
thankyougod	joy	0.824	thankyougod
marvelous	joy	0.824	zodabwitsa
laughter	joy	0.824	kuseka
goodmood	joy	0.819	zabwino
goodness	joy	0.818	ubwino
excellence	joy	0.818	kupambana
sensational	joy	0.818	zochititsa chidwi
joys	joy	0.818	chisangalalo
delightful	joy	0.818	zokondweretsa
excited	joy	0.818	okondwa
rejoicing	joy	0.818	kusangalala
happyheart	joy	0.818	happyheart
celebratory	joy	0.818	chikondwerero
greatful	joy	0.816	chachikulu
jovial	joy	0.814	chisangalalo
rejoice	joy	0.812	kondwerani
splendid	joy	0.812	wokongola
enjoy	joy	0.812	sangalalani
smiley	joy	0.812	kumwetulira
glorious	joy	0.812	waulemerero
victorious	joy	0.812	wopambana
lovemaking	joy	0.812	kupanga chikondi
bonanza	joy	0.812	bonanza
greatday	joy	0.812	tsiku lalikulu
excellent	joy	0.812	zabwino kwambiri
goodtimes	joy	0.811	nthawi zabwino
whatmakesmesmile	joy	0.811	zomwe zimaseketsa
happyday	joy	0.809	tsiku losangalala
myfavorite	joy	0.804	yokondwedwa
thankyoulord	joy	0.803	thankyoulord
gladness	joy	0.803	chisangalalo
yayyy	joy	0.803	ayi
yeahhhh	joy	0.803	uwu
pleasure	joy	0.803	chisangalalo
giggle	joy	0.802	seka
happier	joy	0.797	wokondwa kwambiri
lovemylife	joy	0.797	lovemylife
magnificence	joy	0.797	ukulu
happytweet	joy	0.797	happytweet
lovinlife	joy	0.797	chikondi
