English Word	Emotion	Emotion-Intensity-Score	Korean Word
help	fear	0.203	돕다
fearless	fear	0.200	두려움 없는
change	fear	0.198	변화
ware	fear	0.198	제품
withstand	fear	0.197	버티다
asap	fear	0.191	최대한 빨리
heighten	fear	0.188	높이다
watch	fear	0.188	보다
tract	fear	0.188	관
advance	fear	0.188	전진
overcoming	fear	0.188	극복
attorney	fear	0.188	변호사
deadlines	fear	0.188	마감일
bug	fear	0.188	벌레
knots	fear	0.188	매듭
owing	fear	0.188	빚진
waitinggame	fear	0.188	대기 게임
unorganised	fear	0.188	조직화되지 않은
gnome	fear	0.188	금언
fragile	fear	0.188	부서지기 쉬운
cautiously	fear	0.188	조심성 있게
stillness	fear	0.188	고요함
intrigue	fear	0.188	음모
rule	fear	0.188	규칙
elf	fear	0.185	꼬마 요정
stillwaiting	fear	0.184	아직 대기 중
lonely	fear	0.183	외로운
slippery	fear	0.181	미끄러운
interview	fear	0.180	회견
everyman	fear	0.178	모든 사람들
speculation	fear	0.176	추측
needtoknow	fear	0.173	알 필요가있다
worship	fear	0.172	예배
unsure	fear	0.172	불안정한
surprise	fear	0.172	놀라다
settlor	fear	0.172	정착민
competition	fear	0.172	경쟁
readytogo	fear	0.172	레디토고
checkpoint	fear	0.172	검문소
composure	fear	0.172	침착
interviewer	fear	0.172	면접관
chaff	fear	0.172	왕겨
regulatory	fear	0.172	규제
birch	fear	0.172	자작나무
shell	fear	0.172	껍데기
assessment	fear	0.172	평가
uncertain	fear	0.172	불확실한
rod	fear	0.172	막대
humanrights	fear	0.172	인권
less	fear	0.167	더 적은
coy	fear	0.162	수줍음
iris	fear	0.160	아이리스
intimately	fear	0.156	친밀하게
hearing	fear	0.156	듣기
legalized	fear	0.156	합법화
needit	fear	0.156	필요해
audition	fear	0.156	오디션
retirement	fear	0.156	퇴직
countdown	fear	0.156	카운트다운
sly	fear	0.156	교활한
bases	fear	0.156	기지
ceasefire	fear	0.156	정전
medication	fear	0.156	약물
courageous	fear	0.154	용기 있는
overthinker	fear	0.153	지나치게 생각하는 사람
backtrack	fear	0.151	역추적
dawned	fear	0.150	새벽
censor	fear	0.149	검열
bailiff	fear	0.147	집행관
syllabus	fear	0.147	강의 계획서
delay	fear	0.141	지연
newcomer	fear	0.141	새로 온 사람
imagination	fear	0.141	상상력
waiting	fear	0.141	대기 중
gent	fear	0.141	신사
validity	fear	0.141	타당성
cove	fear	0.141	후미
rationality	fear	0.141	합리성
caricature	fear	0.141	풍자 만화
eventuality	fear	0.141	궁극
alreadyyyyy	fear	0.140	벌써
shy	fear	0.140	수줍은
symptom	fear	0.133	징후
excite	fear	0.132	일으키다
raccoon	fear	0.127	너구리
clown	fear	0.125	시골뜨기
tryout	fear	0.125	시험
needtorelax	fear	0.125	필요 이완
swim	fear	0.125	수영
campaigning	fear	0.125	캠페인
hawk	fear	0.125	매
prevent	fear	0.125	예방하다
gameday	fear	0.125	경기 날
ahhh	fear	0.125	아아
marry	fear	0.125	결혼하다
sprite	fear	0.125	스프라이트
soready	fear	0.125	지겹다
sag	fear	0.123	처짐
pharmacy	fear	0.123	약국
policeman	fear	0.121	경관
dreamt	fear	0.111	꿈꾸다
lace	fear	0.111	레이스
homework	fear	0.109	숙제
destination	fear	0.109	목적지
incase	fear	0.109	...을 넣다
pray	fear	0.109	기도하다
knot	fear	0.109	매듭
confidence	fear	0.109	신뢰
bigday	fear	0.109	빅데이
holiness	fear	0.109	신성한 것
notoriety	fear	0.109	평판
weight	fear	0.109	무게
slender	fear	0.100	날씬한
undecided	fear	0.098	미정
sympathetic	fear	0.097	교감 신경
poise	fear	0.094	평정
case	fear	0.094	사례
treat	fear	0.094	치료하다
locate	fear	0.094	위치하고 있다
loyal	fear	0.094	충실한
grades	fear	0.094	성적
god	fear	0.094	하느님
helmet	fear	0.094	헬멧
confident	fear	0.094	자신감
counsellor	fear	0.094	참사관
northeast	fear	0.088	북동
graduation	fear	0.078	눈금
compassion	fear	0.078	동정심
nurture	fear	0.078	양육하다
graded	fear	0.075	등급
mum	fear	0.070	침묵
infant	fear	0.067	유아
journey	fear	0.062	여행
parade	fear	0.062	퍼레이드
gradschool	fear	0.062	대학원
civilian	fear	0.062	일반 민간인
cloudiness	fear	0.062	흐림
cash	fear	0.062	현금
civilians	fear	0.062	사복
guidelines	fear	0.062	지침
soulmate	fear	0.062	소울메이트
youth	fear	0.062	청소년
opera	fear	0.057	오페라
synonymous	fear	0.056	동의어
honest	fear	0.047	솔직한
praying	fear	0.047	기도하다
intelligence	fear	0.038	지능
volunteer	fear	0.031	자원 봉사자
romance	fear	0.031	로맨스
lines	fear	0.031	윤곽
obey	fear	0.016	순종하다
happiest	joy	0.986	가장 행복한
happiness	joy	0.984	행복
bliss	joy	0.971	다시 없는 기쁨
celebrating	joy	0.970	축하
jubilant	joy	0.969	기뻐하는
ecstatic	joy	0.954	황홀한
elation	joy	0.944	의기 양양
beaming	joy	0.938	빛나는
bestdayever	joy	0.938	최고의 날
loveee	joy	0.932	연인
celebration	joy	0.929	축하
awesomeness	joy	0.926	대단함
joy	joy	0.924	기쁨
joyous	joy	0.922	즐거운
fabulous	joy	0.922	굉장한
happily	joy	0.922	행복하게
excitement	joy	0.922	흥분
exuberance	joy	0.922	충일
makesmehappy	joy	0.922	행복하게
euphoria	joy	0.922	행복감
lovee	joy	0.920	사랑하는
gratitude	joy	0.914	고마움
happydance	joy	0.912	해피댄스
merriment	joy	0.912	명랑한 소동
spectacular	joy	0.912	장관을 이루는
overjoyed	joy	0.909	기뻐하다
purebliss	joy	0.909	순수한 행복
triumphant	joy	0.907	의기 양양한
ecstasy	joy	0.906	엑스터시
lovelovelove	joy	0.906	사랑 사랑 사랑
cheerful	joy	0.906	쾌활한
cheer	joy	0.897	환호
elated	joy	0.894	의기 양양한
peaceofmind	joy	0.891	마음의 평화
jolly	joy	0.891	즐거운
delighted	joy	0.891	아주 기뻐하는
lovethis	joy	0.891	이거 너무 좋아
excitation	joy	0.891	자극
exhilaration	joy	0.891	들뜬
pleasures	joy	0.891	즐거움
laugh	joy	0.891	웃다
marvelously	joy	0.881	놀랍게
loving	joy	0.879	사랑하는
joyful	joy	0.879	즐거운
blissful	joy	0.879	더없이 행복한
outstanding	joy	0.879	훌륭해
pleasurable	joy	0.877	즐거운
lovinglife	joy	0.875	사랑하는 삶
enthusiastic	joy	0.875	열렬한
glee	joy	0.875	기쁨
iloveher	joy	0.875	그녀를 사랑합니다
yaaaay	joy	0.875	야야야
overthemoon	joy	0.875	초월
happyplace	joy	0.875	행복한 장소
sohappy	joy	0.868	아주 행복한
superb	joy	0.864	훌륭한
woohoo	joy	0.864	우후
laughing	joy	0.864	웃음
wonderful	joy	0.863	아주 멋진
hooray	joy	0.859	만세
loved	joy	0.859	사랑하는
tearsofjoy	joy	0.859	기쁨의 눈물
hallelujah	joy	0.859	할렐루야
magnificent	joy	0.859	웅장한
glory	joy	0.859	영광
ilovechristmas	joy	0.859	아이러브크리스마스
brilliant	joy	0.859	훌륭한
celebrated	joy	0.859	유명한
cheering	joy	0.859	응원
yayyyy	joy	0.859	야야야
heavenly	joy	0.853	천국 같은
exciting	joy	0.853	신나는
thrilled	joy	0.851	감동
mademyday	joy	0.848	메이데이
hohoho	joy	0.845	호 호 호
celebrate	joy	0.844	축하하다
wonderfully	joy	0.844	훌륭하게
blessing	joy	0.844	축복
favoriteholiday	joy	0.844	좋아하는 휴일
paradise	joy	0.833	파라다이스
marvellous	joy	0.833	기이
festive	joy	0.833	축제
sweetness	joy	0.833	단맛
blessed	joy	0.833	축복 받은
celebrations	joy	0.833	축하
compliment	joy	0.831	칭찬
smiling	joy	0.828	웃고있는
allsmiles	joy	0.828	올스마일
love	joy	0.828	사랑
enchanting	joy	0.828	매혹적인
homesweethome	joy	0.826	집이 좋아
thankyougod	joy	0.824	신 이시여 감사합니다
marvelous	joy	0.824	기이
laughter	joy	0.824	웃음
goodmood	joy	0.819	좋은 분위기
goodness	joy	0.818	선량
excellence	joy	0.818	우수
sensational	joy	0.818	눈부신
joys	joy	0.818	기쁨
delightful	joy	0.818	매우 기쁜
excited	joy	0.818	흥분한
rejoicing	joy	0.818	기쁨
happyheart	joy	0.818	행복한 마음
celebratory	joy	0.818	축하
greatful	joy	0.816	대단한
jovial	joy	0.814	유쾌한
rejoice	joy	0.812	기쁘게 하다
splendid	joy	0.812	화려한
enjoy	joy	0.812	즐겨
smiley	joy	0.812	웃는
glorious	joy	0.812	거룩한
victorious	joy	0.812	승리
lovemaking	joy	0.812	사랑 만들기
bonanza	joy	0.812	대성공
greatday	joy	0.812	좋은 하루
excellent	joy	0.812	훌륭한
goodtimes	joy	0.811	좋은 시간
whatmakesmesmile	joy	0.811	뭐해
happyday	joy	0.809	행복한 날
myfavorite	joy	0.804	내가 좋아하는 것
thankyoulord	joy	0.803	신 이여, 감사합니다
gladness	joy	0.803	기쁨
yayyy	joy	0.803	야이
yeahhhh	joy	0.803	응
pleasure	joy	0.803	기쁨
giggle	joy	0.802	킬킬 웃음
happier	joy	0.797	더 행복한
lovemylife	joy	0.797	내 인생
magnificence	joy	0.797	웅대
happytweet	joy	0.797	해피트윗
lovinlife	joy	0.797	로빈 라이프
yesss	joy	0.797	네
dancing	joy	0.797	무용
success	joy	0.797	성공
grateful	joy	0.789	고마워하는
amuse	joy	0.788	기쁘게하다
splendor	joy	0.788	화려
happy	joy	0.788	행복하다
fun	joy	0.788	재미있는
giggling	joy	0.781	킬킬거리다
glad	joy	0.781	기쁜
glorify	joy	0.781	영화 롭게하다
radiant	joy	0.781	광점
beautiful	joy	0.781	아름다운
solucky	joy	0.781	행운의
sothankful	joy	0.781	고마운
enchanted	joy	0.781	마법에 걸린
romance	joy	0.779	로맨스
perfection	joy	0.779	완전
christmassy	joy	0.779	크리스마스
heavens	joy	0.779	하늘
thrilling	joy	0.776	떨리는
lovable	joy	0.773	사랑스러운
congrats	joy	0.773	축하해요
fiesta	joy	0.773	축제
entertain	joy	0.773	즐겁게 하다
happyvalentinesday	joy	0.773	행복한 발렌타인 데이
miraculous	joy	0.773	기적적
cheers	joy	0.773	건배
cheered	joy	0.773	환호
positivity	joy	0.773	양성
funday	joy	0.772	펀데이
enjoying	joy	0.771	즐기는
lifeisgood	joy	0.766	생명이 좋다
amused	joy	0.766	즐기는
goodfeeling	joy	0.766	좋은 감정
christmasspirit	joy	0.766	크리스마스 정신
cuddling	joy	0.766	껴안다
smiles	joy	0.766	미소
sosweet	joy	0.766	달콤한
thebest	joy	0.766	최고
party	joy	0.765	파티
delight	joy	0.765	기쁨
orgasm	joy	0.765	오르가슴
positive	joy	0.761	긍정적인
sweetheart	joy	0.758	여보
enlighten	joy	0.758	밝히다
cheerfulness	joy	0.758	쾌활함
miracles	joy	0.758	기적
giddy	joy	0.757	현기증
christmastime	joy	0.757	크리스마스 때
gratify	joy	0.750	채우다
greatness	joy	0.750	위대
friendliness	joy	0.750	우정
blessings	joy	0.750	축복
laughs	joy	0.750	웃다
tistheseason	joy	0.750	계절
smile	joy	0.750	웃다
pleasing	joy	0.750	유쾌한
romantic	joy	0.750	로맨틱
happyholidays	joy	0.750	해피 홀리데이
frolic	joy	0.748	장난치며 놀다
jubilee	joy	0.742	축제
miracle	joy	0.742	기적
enthusiasm	joy	0.742	열광
selflove	joy	0.742	자기 사랑
triumph	joy	0.742	승리
magical	joy	0.742	마법 같은
rewarding	joy	0.742	보람있는
goodvibes	joy	0.742	좋은 느낌
positiveenergy	joy	0.742	긍정적 에너지
feelgood	joy	0.736	기분 좋은
prosperity	joy	0.735	번영
behappy	joy	0.734	행복해요
admiration	joy	0.734	감탄
passionate	joy	0.734	열렬한
goodday	joy	0.734	좋은 하루에요
luxurious	joy	0.734	호화로운
tgif	joy	0.734	tgif
victory	joy	0.734	승리
feelinggood	joy	0.734	기분 좋은
enchant	joy	0.734	호리다
greatnight	joy	0.734	멋진 밤
vivacious	joy	0.734	활기 있는
glorification	joy	0.733	축제
sing	joy	0.729	노래
glowing	joy	0.729	빛나는
yessss	joy	0.728	예스
fulfillment	joy	0.728	이행
breathtaking	joy	0.728	아슬 아슬한
thankful	joy	0.727	감사합니다
cheery	joy	0.727	기분 좋은
santa	joy	0.727	산타
hurrah	joy	0.727	만세
christmasbreak	joy	0.727	크리스마스 휴가
win	joy	0.727	이기다
atpeace	joy	0.727	평화
award	joy	0.727	상
merry	joy	0.727	즐거운
inspiration	joy	0.725	영감
radiance	joy	0.725	발광
pleased	joy	0.725	기쁜
uplift	joy	0.723	융기
optimistic	joy	0.723	낙관적인
heaven	joy	0.721	천국
lucky	joy	0.721	운이 좋은
godisgreat	joy	0.721	신은 위대하다
holidays	joy	0.721	휴가
thrill	joy	0.721	스릴
congratulatory	joy	0.719	축하
thriving	joy	0.719	번성
amusement	joy	0.719	즐거움
perfect	joy	0.719	완벽한
lover	joy	0.719	애인
xmas	joy	0.719	크리스마스
heartfelt	joy	0.719	진심으로
utopian	joy	0.719	유토피아
lovely	joy	0.719	사랑스러운
harmony	joy	0.719	조화
praising	joy	0.719	찬양
brighten	joy	0.719	닦다
luckiest	joy	0.712	가장 운이 좋은
merrychristmas	joy	0.712	메리 크리스마스
magic	joy	0.712	마법
achievement	joy	0.712	성취
yay	joy	0.712	야
holiday	joy	0.712	휴일
treasures	joy	0.712	보물
luxury	joy	0.712	사치
bestfeeling	joy	0.712	최고의 느낌
intimate	joy	0.710	친밀한
soblessed	joy	0.706	너무 감사 한
yaaay	joy	0.706	야야
rave	joy	0.706	날뛰다
chuckle	joy	0.706	킬킬 웃음
proud	joy	0.704	자랑스러운
winning	joy	0.703	승리
cherish	joy	0.703	아끼다
goodnews	joy	0.703	좋은 소식
fuckyeah	joy	0.703	젠장
optimism	joy	0.703	낙천주의
amazingly	joy	0.703	놀랍게도
lovelife	joy	0.703	사랑 생활
truelove	joy	0.703	진실한 사랑
beautification	joy	0.703	아름다움
satisfying	joy	0.703	만족스러운
appreciates	joy	0.703	감사합니다
cuddled	joy	0.703	껴안다
goodlife	joy	0.703	좋은 인생
gooood	joy	0.703	굿굿
sweetest	joy	0.703	가장 달콤한
yaay	joy	0.700	야야
entertained	joy	0.700	즐겁게
excite	joy	0.697	일으키다
newbeginnings	joy	0.693	새로운 시작
praisejesus	joy	0.691	찬미예수
birthday	joy	0.691	생신
greatfriends	joy	0.688	좋은 친구들
adoration	joy	0.688	동경
godsend	joy	0.688	신의 선물
favorite	joy	0.688	가장 좋아하는
content	joy	0.688	콘텐츠
entertaining	joy	0.688	재미있는
honored	joy	0.688	영광
metime	joy	0.688	시간
exquisite	joy	0.688	절묘한
holidayseason	joy	0.688	휴가철
thankyoujesus	joy	0.688	하느님 감사합니다
angelic	joy	0.688	천사의
goodhealth	joy	0.682	좋은 건강
majestic	joy	0.682	위엄 있는
luscious	joy	0.682	감미로운
memoriesiwontforget	joy	0.682	잊지못할 추억
bestfriends	joy	0.682	가장 친한 친구
precious	joy	0.682	귀중한
appreciated	joy	0.682	감사합니다
exaltation	joy	0.682	항진
smiled	joy	0.682	미소
brightens	joy	0.682	밝게
tranquility	joy	0.679	평온
marry	joy	0.676	결혼하다
embrace	joy	0.676	포옹하다
positively	joy	0.676	전적으로
grin	joy	0.672	이를 드러내고 웃다
hug	joy	0.672	껴안다
hilarious	joy	0.672	아주 웃긴
dearest	joy	0.672	가장 사랑하는
contentment	joy	0.672	만족
accomplished	joy	0.672	뛰어난
relaxation	joy	0.672	기분 전환
bday	joy	0.672	bday
enliven	joy	0.672	활기 있게 만들다
weeeee	joy	0.672	이봐
giggles	joy	0.672	킥킥
fulfilled	joy	0.667	충족
bountiful	joy	0.667	풍부한
victor	joy	0.667	승리자
adore	joy	0.667	숭배하다
boisterous	joy	0.667	거친
fulfill	joy	0.664	다하다
cuddles	joy	0.662	껴안다
prosperous	joy	0.660	번영
appreciation	joy	0.656	감사
serenity	joy	0.656	평온
happynewyear	joy	0.656	새해 복 많이 받으세요
humor	joy	0.656	기분
satisfy	joy	0.656	풀다
besties	joy	0.656	절친
encouraged	joy	0.656	격려
captivate	joy	0.656	마음을 사로잡다
christmaseve	joy	0.656	크리스마스이브
glow	joy	0.656	불타는 듯한 빛깔
romanticism	joy	0.656	낭만주의
innerpeace	joy	0.656	내면의 평화
pleasant	joy	0.656	즐거운
praises	joy	0.652	칭찬
abundance	joy	0.652	풍부
fortunes	joy	0.652	재산
engaged	joy	0.652	약속 된
praised	joy	0.652	칭찬
relaxing	joy	0.652	편안한
treasure	joy	0.652	보물
satisfaction	joy	0.652	만족
nothingbetter	joy	0.647	더 나은
affection	joy	0.647	애정
relieved	joy	0.647	안도하는
complement	joy	0.647	보어
carnival	joy	0.643	사육제
priceless	joy	0.641	아주 재미있는
uplifting	joy	0.641	고양
sensuality	joy	0.641	호색
saintly	joy	0.641	성스럽게
champion	joy	0.641	챔피언
thanksgiving	joy	0.641	추수 감사절
harmoniously	joy	0.641	조화롭게
wedding	joy	0.641	혼례
achieve	joy	0.641	성취하다
divine	joy	0.641	신성한
jackpot	joy	0.641	공동 자금
honeymoon	joy	0.636	신흔 여행
exalt	joy	0.636	높이다
twinkle	joy	0.636	눈빛
comforting	joy	0.636	위안
felicity	joy	0.636	지복
peaceful	joy	0.636	평화로운
climax	joy	0.636	클라이맥스
winner	joy	0.636	우승자
reverie	joy	0.636	환상
yayy	joy	0.636	야이
cuddle	joy	0.636	껴안다
xoxo	joy	0.634	키스와 포옹
stargazing	joy	0.625	별을 바라보다
festival	joy	0.625	제전
sweet	joy	0.625	달콤한
generosity	joy	0.625	관대
brighter	joy	0.625	더 밝게
praisegod	joy	0.625	칭찬 신
gorgeous	joy	0.625	아주 멋진
hearts	joy	0.625	마음
amusing	joy	0.625	즐거움
fondness	joy	0.625	기호
snuggling	joy	0.625	껴안다
reward	joy	0.625	보상
sex	joy	0.622	섹스
kind	joy	0.621	친절한
genial	joy	0.621	온화한
parade	joy	0.621	퍼레이드
applause	joy	0.621	박수 갈채
beauty	joy	0.621	아름다움
fulfilling	joy	0.618	충족
aspiring	joy	0.618	야심찬
newlife	joy	0.618	새로운 삶
godbless	joy	0.616	무신
virtuous	joy	0.613	덕 있는
kiss	joy	0.610	키스
christmas	joy	0.609	크리스마스
rainbows	joy	0.609	무지개
elegance	joy	0.609	우아
generous	joy	0.609	관대한
super	joy	0.609	감독자
playful	joy	0.609	장난이 심하다
enlightenment	joy	0.609	계발
praiseworthy	joy	0.609	기특한
awards	joy	0.609	상
adorable	joy	0.609	사랑스러운
rekindle	joy	0.609	다시 불을 붙이다
winnings	joy	0.609	상금
independence	joy	0.607	독립
amour	joy	0.607	정사
kindness	joy	0.606	친절
surprises	joy	0.606	놀라움
heheh	joy	0.606	헤헤
hilarity	joy	0.606	환희
wonder	joy	0.606	궁금하다
freely	joy	0.606	자유로이
successful	joy	0.606	성공적인
inspired	joy	0.606	탁월한
onelove	joy	0.606	하나의 사랑
whimsical	joy	0.603	이상한
entertainment	joy	0.603	오락
passion	joy	0.603	열정
stressfree	joy	0.601	스트레스 없는
beautify	joy	0.601	아름답게 하다
sunrise	joy	0.600	해돋이
godisgood	joy	0.597	하나님은 좋은
goodmusic	joy	0.594	좋은 음악
revere	joy	0.594	존경하다
whoo	joy	0.594	후우
fanfare	joy	0.594	과시
inspire	joy	0.594	고무하다
angel	joy	0.594	천사
thankgod	joy	0.594	감사합니다
goodies	joy	0.594	맛있는
jesus	joy	0.594	예수
accomplishment	joy	0.594	완수
snuggled	joy	0.594	껴안았다
peacefully	joy	0.594	평화롭게
flirt	joy	0.594	바람둥이
friendship	joy	0.591	우정
singing	joy	0.591	명음
heroic	joy	0.591	과장된 어조
exalted	joy	0.591	고귀한
fortune	joy	0.591	행운
highest	joy	0.591	제일 높은
summer	joy	0.591	여름
contented	joy	0.588	만족
rollicking	joy	0.588	들떠 떠들어 대는
overflowing	joy	0.588	범람
woot	joy	0.588	우트
accolade	joy	0.586	영예
hope	joy	0.586	희망
cozy	joy	0.583	아늑한
delicious	joy	0.579	맛있는
raving	joy	0.578	미쳐 날뛰는
thelife	joy	0.578	생활
darling	joy	0.578	여보
sensuous	joy	0.578	감각적인
picturesque	joy	0.578	그림 같은
friendly	joy	0.578	친숙한
everlasting	joy	0.578	영구
praise	joy	0.578	칭찬
ambition	joy	0.578	큰 뜻
sparkle	joy	0.577	불꽃
sensual	joy	0.576	관능적 인
peace	joy	0.576	평화
flattering	joy	0.576	유망한
grace	joy	0.576	우아함
luckygirl	joy	0.576	운이 좋은 소녀
heroism	joy	0.576	영웅적 자질
succeeding	joy	0.576	성공
yeahhh	joy	0.576	응
special	joy	0.574	특별한
livelife	joy	0.574	생활
tantalizing	joy	0.572	감질나게 하는
pumped	joy	0.567	펌핑
yey	joy	0.562	야
surprise	joy	0.562	놀라다
sunny	joy	0.562	맑은
prevail	joy	0.562	만연하다
revels	joy	0.562	흥청망청
humorous	joy	0.562	재미있는
sweets	joy	0.562	과자
liking	joy	0.562	기호
admirable	joy	0.562	훌륭한
superstar	joy	0.562	슈퍼스타
relax	joy	0.562	안심하다
prosper	joy	0.562	번영하다
hero	joy	0.562	영웅
hugs	joy	0.562	포옹
worthwhile	joy	0.562	할 보람 있는
newyear	joy	0.561	새해
tenderness	joy	0.561	유연함
bless	joy	0.561	신을 하다
favorable	joy	0.561	유리한
freedom	joy	0.561	자유
masterpiece	joy	0.561	걸작
dreams	joy	0.559	꿈
hopeful	joy	0.559	유망한
home	joy	0.559	집
cruising	joy	0.556	항속
gracias	joy	0.554	그라시아스
faithfulness	joy	0.553	충실
eagerness	joy	0.552	열의
closeness	joy	0.552	근사
sunshine	joy	0.551	햇빛
comfy	joy	0.551	안락한
vacation	joy	0.547	휴가
celestial	joy	0.547	천체의
good	joy	0.547	좋은
elite	joy	0.547	엘리트
illuminate	joy	0.547	비추다
confidence	joy	0.547	신뢰
mistletoe	joy	0.547	겨우살이
daughter	joy	0.547	딸
lifted	joy	0.547	들어 올린
goodmorning	joy	0.547	좋은 아침
zeal	joy	0.547	열성
gifts	joy	0.547	선물
gift	joy	0.547	선물
astonishment	joy	0.547	놀람
heart	joy	0.547	마음
completion	joy	0.547	완성
bonus	joy	0.547	보너스
charmed	joy	0.546	매료
dance	joy	0.545	춤
sublime	joy	0.545	숭고한
recreation	joy	0.545	휴양
encouragement	joy	0.545	격려
god	joy	0.545	하느님
gush	joy	0.545	분출
freshstart	joy	0.544	새로 시작하다
free	joy	0.544	무료
savior	joy	0.543	구조자
sanctuary	joy	0.541	성역
grandchildren	joy	0.540	손자
wellness	joy	0.537	웰빙
revel	joy	0.534	술잔치
music	joy	0.531	음악
fab	joy	0.531	팹
bridal	joy	0.531	신부
soar	joy	0.531	날기
alive	joy	0.531	살아 있는
money	joy	0.531	돈
soothing	joy	0.531	달래는
serene	joy	0.531	고요한
holiness	joy	0.531	신성한 것
inspirational	joy	0.531	영감을주는
matrimony	joy	0.531	결혼
dayoff	joy	0.531	휴일
savor	joy	0.531	맛
vitality	joy	0.531	활력
confident	joy	0.531	자신감
firstborn	joy	0.531	맏아들
rainbow	joy	0.531	무지개
liberation	joy	0.531	해방
elegant	joy	0.530	우아한
mastery	joy	0.530	지배
glimmer	joy	0.530	희미한 빛
illumination	joy	0.530	조명
blossom	joy	0.530	꽃
warmth	joy	0.530	따뜻함
welcomed	joy	0.530	환영
treat	joy	0.529	치료하다
faithful	joy	0.529	충실한
snuggles	joy	0.522	껴안다
laurels	joy	0.521	명예
commendable	joy	0.519	칭찬할 만하다
succeed	joy	0.516	성공하다
jingle	joy	0.516	징글 마차
zest	joy	0.516	풍미
noschool	joy	0.516	학교 없음
brotherly	joy	0.516	형제 같은
silly	joy	0.516	바보 같은
abundant	joy	0.516	풍부한
fancy	joy	0.516	팬시한
resplendent	joy	0.516	빛나는
strengthening	joy	0.516	강하게 하는 것
presents	joy	0.516	선물
pride	joy	0.516	자부심
almighty	joy	0.516	전능자
powerful	joy	0.516	강한
aspire	joy	0.516	열망하다
remarkable	joy	0.516	놀랄 만한
greeted	joy	0.516	인사
thanking	joy	0.515	감사
cutie	joy	0.515	귀염둥이
kudos	joy	0.515	명성
therapeutic	joy	0.515	학의
zen	joy	0.515	선
coronation	joy	0.515	대관식
complete	joy	0.515	완벽한
shining	joy	0.515	빛나는
spirit	joy	0.515	영혼
princely	joy	0.515	왕자 다운
vivid	joy	0.515	생생한
comfort	joy	0.515	편안
leisure	joy	0.515	여가
reunited	joy	0.515	재회
kid	joy	0.515	어린이
newme	joy	0.515	뉴미
payday	joy	0.515	월급날
animated	joy	0.515	생기 있는
familytime	joy	0.515	가족 시간
relationship	joy	0.514	관계
godly	joy	0.514	경건한
marriage	joy	0.514	결혼
daymade	joy	0.514	데이메이드
spouse	joy	0.507	배우자
intimately	joy	0.507	친밀하게
respect	joy	0.500	존경
bloom	joy	0.500	꽃
purr	joy	0.500	푸르르르
carefree	joy	0.500	근심 없는
nature	joy	0.500	자연
encourage	joy	0.500	장려하다
soulful	joy	0.500	소울풀한
refreshed	joy	0.500	상쾌한
family	joy	0.500	가족
gem	joy	0.500	보석
meritorious	joy	0.500	가치 있는
achieved	joy	0.500	달성
motherhood	joy	0.500	어머니
holyspirit	joy	0.500	성령
surreal	joy	0.500	초현실적
charitable	joy	0.500	자비로운
teamjesus	joy	0.500	팀예수
stressrelief	joy	0.500	스트레스 풀기
erotic	joy	0.500	에로틱
inviting	joy	0.500	초대
baby	joy	0.500	아기
dignity	joy	0.500	위엄
satisfied	joy	0.500	만족하는
visionary	joy	0.500	공상가
memorable	joy	0.500	기억에 남는
veracity	joy	0.500	정확성
healthy	joy	0.500	건강한
welcoming	joy	0.500	환영
diamond	joy	0.500	다이아몬드
christ	joy	0.500	그리스도
beach	joy	0.500	해변
accomplish	joy	0.500	성취하다
friends	joy	0.500	친구들
excel	joy	0.500	뛰어나다
health	joy	0.493	건강
aura	joy	0.493	영기
yehey	joy	0.486	어이
approved	joy	0.486	승인
oasis	joy	0.486	오아시스
liberty	joy	0.486	자유
crowning	joy	0.485	더할 나위 없는
aspiration	joy	0.485	포부
privileged	joy	0.485	특권을 가진
crescendo	joy	0.485	진전
rapture	joy	0.485	황홀경
liberate	joy	0.485	자유롭게 하다
nocomplaints	joy	0.485	불만 없음
prestige	joy	0.485	명성
bounty	joy	0.485	하사품
gentle	joy	0.485	온화한
inseparable	joy	0.485	나눌 수 없는
engaging	joy	0.485	매력적인
loyal	joy	0.485	충실한
betrothed	joy	0.485	약혼자
transcendence	joy	0.484	초월
selfworth	joy	0.484	자기 가치
yummy	joy	0.484	아주 맛있는
datenight	joy	0.484	데이트나잇
destiny	joy	0.484	운명
heyday	joy	0.484	전성기
aloha	joy	0.484	알로하
desire	joy	0.484	욕구
dream	joy	0.484	꿈
luck	joy	0.484	운
fete	joy	0.484	축제
trophy	joy	0.484	트로피
bouquet	joy	0.484	꽃다발
chocolate	joy	0.484	초콜릿
creativity	joy	0.484	독창성
boyfriend	joy	0.480	남자 친구
commemoration	joy	0.479	기념
intelligence	joy	0.477	지능
readiness	joy	0.473	준비
friend	joy	0.471	친구
bride	joy	0.471	신부
enthusiast	joy	0.471	열성가
lush	joy	0.470	풍부한
inheritance	joy	0.470	계승
soothe	joy	0.470	달래다
tickle	joy	0.470	간지럼
kiddo	joy	0.470	꼬마
nostalgia	joy	0.470	노스탤지어
massage	joy	0.470	마사지
calming	joy	0.470	진정
adventure	joy	0.470	모험
pretty	joy	0.469	예쁜
purring	joy	0.469	그르렁
eternal	joy	0.469	영원한
humanitarian	joy	0.469	인도적
nurture	joy	0.469	양육하다
giving	joy	0.469	기부
rest	joy	0.469	쉬다
getaway	joy	0.469	도주
goals	joy	0.469	목표
pray	joy	0.469	기도하다
