English Word	Emotion	Emotion-Intensity-Score	Lithuanian Word
halter	fear	0.318	apynasris
pessimist	fear	0.317	pesimistas
pacing	fear	0.316	tempimas
wimpy	fear	0.312	šlykštus
clinical	fear	0.312	klinikinės
blight	fear	0.312	maras
muzzle	fear	0.312	snukis
ahhhhhhhh	fear	0.312	ahhhhhhh
therapist	fear	0.312	terapeutas
laxative	fear	0.312	vidurius laisvinantis
obsessing	fear	0.312	apsėstas
seclusion	fear	0.312	atsiskyrimas
foreigner	fear	0.312	užsienietis
dentist	fear	0.312	odontologas
chargeable	fear	0.312	apmokestinami
deadline	fear	0.312	terminas
uneasy	fear	0.312	neramus
valium	fear	0.312	valiumas
powerful	fear	0.312	galingas
opponent	fear	0.312	priešininkas
ordnance	fear	0.312	šovinys
cram	fear	0.312	prikimšti
unexpected	fear	0.312	netikėtas
thorny	fear	0.312	dygliuotas
discontinuity	fear	0.312	nenutrūkstamumas
conspire	fear	0.312	konspiruoti
collusion	fear	0.312	susitarimas
litigate	fear	0.312	bylinėtis
unkind	fear	0.312	negeras
whirlwind	fear	0.312	viesulas
nether	fear	0.312	nether
trickery	fear	0.312	gudravimas
bewilderment	fear	0.312	pasimetimas
overthinking	fear	0.309	per daug mąstantis
doubts	fear	0.308	abejonių
seriousness	fear	0.305	rimtumas
irrational	fear	0.305	neracionalus
erase	fear	0.303	ištrinti
teasing	fear	0.303	erzinti
razor	fear	0.303	skustuvas
sweating	fear	0.298	prakaitavimas
mage	fear	0.297	magas
giant	fear	0.297	milžinas
weighty	fear	0.297	svarūs
warning	fear	0.297	įspėjimas
avoid	fear	0.297	vengti
inflation	fear	0.297	infliacija
mislead	fear	0.297	suklaidinti
adjudicate	fear	0.297	spręsti
endless	fear	0.297	begalinis
deflation	fear	0.297	defliacija
depreciated	fear	0.297	nuvertėjo
bitch	fear	0.297	kalyte
swamp	fear	0.297	pelkė
bale	fear	0.297	rulonas
dashed	fear	0.297	punktyriškai
crouching	fear	0.297	tupintis
flounder	fear	0.297	plekšnė
hide	fear	0.297	paslėpti
reluctant	fear	0.297	nenoriai
unsurpassed	fear	0.297	nepralenkiamas
medical	fear	0.297	medicinos
timidity	fear	0.297	nedrąsumas
auditor	fear	0.297	auditorius
deluge	fear	0.287	potvynis
disinformation	fear	0.286	dezinformacija
court	fear	0.284	teismas
aversion	fear	0.283	pasibjaurėjimas
cartridge	fear	0.281	kasetė
unfriendly	fear	0.281	nedraugiškas
cautious	fear	0.281	atsargus
surveillance	fear	0.281	stebėjimas
yelp	fear	0.281	šaukti
confusion	fear	0.281	sumišimas
apache	fear	0.281	apache
flying	fear	0.281	skraidantis
submitting	fear	0.281	pateikiant
discourage	fear	0.281	atgrasyti
rush	fear	0.281	skubėti
fortress	fear	0.281	tvirtovė
dwarfed	fear	0.281	nykštukė
challenge	fear	0.281	iššūkis
notready	fear	0.281	nepasirengusi
wan	fear	0.281	wan
mistaken	fear	0.281	suklydo
hurryup	fear	0.281	Paskubėk
swelling	fear	0.281	patinimas
oncoming	fear	0.281	artėjantis
remains	fear	0.281	lieka
unruly	fear	0.281	nepaklusnus
bigoted	fear	0.281	fanatiškas
intense	fear	0.279	intensyvus
noncompliance	fear	0.276	neatitikimas
alerts	fear	0.276	įspėjimai
planes	fear	0.274	lėktuvai
cop	fear	0.273	policininkas
displeased	fear	0.273	nepatenkintas
unbridled	fear	0.271	nežabotas
problem	fear	0.266	problema
crouch	fear	0.266	tupi
sneak	fear	0.266	sėlinti
hood	fear	0.266	gaubtas
force	fear	0.266	jėga
confession	fear	0.266	išpažintis
posse	fear	0.266	posse
banger	fear	0.266	bangeris
belt	fear	0.266	diržas
crowds	fear	0.266	minios
elevation	fear	0.266	pakilimas
insomnia	fear	0.266	nemiga
auditions	fear	0.266	perklausos
forgotten	fear	0.266	pamiršta
affront	fear	0.266	įžeidimas
cloak	fear	0.266	apsiaustas
newjob	fear	0.266	naujas darbas
blindfold	fear	0.266	užrištomis akimis
skid	fear	0.266	slysti
blemish	fear	0.266	dėmė
uncanny	fear	0.266	keista
sentence	fear	0.266	sakinys
cupping	fear	0.266	taurinimas
regiment	fear	0.266	pulkas
hooded	fear	0.266	su gobtuvu
operation	fear	0.266	operacija
immerse	fear	0.266	panardinti
shanghai	fear	0.266	Šanchajus
acrobat	fear	0.266	akrobatas
flurries	fear	0.266	audros
spur	fear	0.262	paskatinti
mortgagor	fear	0.258	hipotekos davėjas
defense	fear	0.258	gynyba
insect	fear	0.250	vabzdys
defend	fear	0.250	ginti
cataract	fear	0.250	katarakta
stealthy	fear	0.250	pasislėpęs
swampy	fear	0.250	pelkėtas
sunk	fear	0.250	nuskendo
run	fear	0.250	paleisti
scapegoat	fear	0.250	atpirkimo ožiu
jobinterview	fear	0.250	darbo pokalbis
repent	fear	0.250	atgailauti
breakingnews	fear	0.250	naujienos
obliging	fear	0.250	įpareigojantis
rascal	fear	0.250	niekšas
impatiently	fear	0.250	nekantriai
react	fear	0.250	reaguoti
doubt	fear	0.250	abejoti
guard	fear	0.250	apsauga
forewarned	fear	0.250	įspėtas
foul	fear	0.250	pražanga
indifference	fear	0.250	abejingumas
hag	fear	0.250	hag
picket	fear	0.250	piketas
delusional	fear	0.250	kliedesinis
standstill	fear	0.250	sustojimas
rating	fear	0.250	įvertinimas
spinster	fear	0.250	suktukas
unfamiliar	fear	0.250	nepažįstamas
indecisive	fear	0.250	neryžtingas
grounded	fear	0.242	įžemintas
badhabit	fear	0.242	Blogas įprotis
highest	fear	0.236	aukščiausias
aaaah	fear	0.234	aaaah
shrink	fear	0.234	susitraukti
insomniac	fear	0.234	nemiga
chicken	fear	0.234	vištiena
bee	fear	0.234	bitė
inequality	fear	0.234	nelygybė
verge	fear	0.234	riba
shelters	fear	0.234	prieglaudos
buzz	fear	0.234	zvimbimas
buck	fear	0.234	bakas
discontent	fear	0.234	nepasitenkinimas
difficulty	fear	0.234	sunkumas
finalized	fear	0.234	baigtas
overdrive	fear	0.234	pervargimas
pinion	fear	0.234	krumpliaratis
scaffold	fear	0.234	pastoliai
dependence	fear	0.234	priklausomybę
rekindle	fear	0.234	atgaivinti
instinctive	fear	0.234	instinktyvus
thatmoment	fear	0.234	Šis momentas
sleepless	fear	0.234	bemiegė
intercede	fear	0.234	užtarti
psychiatrist	fear	0.234	psichiatras
rushing	fear	0.233	skubantis
overslept	fear	0.226	permiegojo
default	fear	0.226	numatytas
confessional	fear	0.225	išpažintinis
impatient	fear	0.224	nekantrus
tactics	fear	0.219	taktikos
aga	fear	0.219	aga
blues	fear	0.219	bliuzas
thrill	fear	0.219	jaudulys
immigrant	fear	0.219	imigrantas
veer	fear	0.219	pakrypti
sweat	fear	0.219	prakaitas
cane	fear	0.219	cukranendrių
revelations	fear	0.219	apreiškimų
whatif	fear	0.219	kas, jeigu
waver	fear	0.219	banguoti
jungle	fear	0.219	džiunglės
fingerscrossed	fear	0.219	sukryžiuoti pirštai
stingy	fear	0.219	šykštus
bait	fear	0.219	masalas
unequal	fear	0.219	nelygios
lastminute	fear	0.219	Paskutinės minutės
heft	fear	0.219	Heft
overtired	fear	0.218	pervargęs
prognosis	fear	0.217	prognozė
alertness	fear	0.216	budrumas
hyped	fear	0.214	sujaudintas
wishmeluck	fear	0.212	palinkėk man sėkmės
somuchtodo	fear	0.212	somuchtodo
toomuchtodo	fear	0.212	per daug daryti
tryouts	fear	0.210	bandymai
clowns	fear	0.207	klounai
fluctuation	fear	0.204	svyravimas
examination	fear	0.204	apžiūra
restless	fear	0.204	neramus
uphill	fear	0.203	įkalnėn
quail	fear	0.203	putpelių
phew	fear	0.203	fu
mighty	fear	0.203	galingas
cross	fear	0.203	kirsti
hurry	fear	0.203	paskubėk
recesses	fear	0.203	įdubimai
intimacy	fear	0.203	intymumas
overcome	fear	0.203	įveikti
birth	fear	0.203	Gimdymas
acceptances	fear	0.203	priėmimus
help	fear	0.203	padėti
fearless	fear	0.200	bebaimis
change	fear	0.198	pakeisti
ware	fear	0.198	indai
withstand	fear	0.197	atlaikyti
asap	fear	0.191	kaip galima greičiau
heighten	fear	0.188	padidinti
watch	fear	0.188	žiūrėti
tract	fear	0.188	traktas
advance	fear	0.188	avansu
overcoming	fear	0.188	įveikimas
attorney	fear	0.188	advokatas
deadlines	fear	0.188	terminai
bug	fear	0.188	klaida
knots	fear	0.188	mazgai
owing	fear	0.188	skolingas
waitinggame	fear	0.188	laukimo žaidimas
unorganised	fear	0.188	neorganizuotas
gnome	fear	0.188	nykštukas
fragile	fear	0.188	trapios
cautiously	fear	0.188	atsargiai
stillness	fear	0.188	tyla
intrigue	fear	0.188	intriga
rule	fear	0.188	taisyklė
elf	fear	0.185	elfas
stillwaiting	fear	0.184	vis dar laukiu
lonely	fear	0.183	vienišas
slippery	fear	0.181	Slidu
interview	fear	0.180	interviu
everyman	fear	0.178	kiekvienas žmogus
speculation	fear	0.176	spekuliacija
needtoknow	fear	0.173	reikia žinoti
worship	fear	0.172	garbinimas
unsure	fear	0.172	netikri
surprise	fear	0.172	siurprizas
settlor	fear	0.172	naujakuris
competition	fear	0.172	varzybos
readytogo	fear	0.172	pasiruošęs eiti
checkpoint	fear	0.172	patikros punktas
composure	fear	0.172	santūrumas
interviewer	fear	0.172	pašnekovas
chaff	fear	0.172	pelai
regulatory	fear	0.172	reguliavimo
birch	fear	0.172	beržas
shell	fear	0.172	apvalkalas
assessment	fear	0.172	įvertinimas
uncertain	fear	0.172	neapibrėžtas
rod	fear	0.172	strypas
humanrights	fear	0.172	Žmonių teisės
less	fear	0.167	mažiau
coy	fear	0.162	gudruolis
iris	fear	0.160	rainelė
intimately	fear	0.156	intymiai
hearing	fear	0.156	klausos
legalized	fear	0.156	legalizuotas
needit	fear	0.156	to reikia
audition	fear	0.156	perklausa
retirement	fear	0.156	išėjimas į pensiją
countdown	fear	0.156	atgalinis skaičiavimas
sly	fear	0.156	gudrus
bases	fear	0.156	bazės
ceasefire	fear	0.156	paliaubos
medication	fear	0.156	vaistas
courageous	fear	0.154	drąsus
overthinker	fear	0.153	per daug mąstantis
backtrack	fear	0.151	atsitraukti
dawned	fear	0.150	išaušo
censor	fear	0.149	cenzorius
bailiff	fear	0.147	antstolis
syllabus	fear	0.147	mokymo programa
delay	fear	0.141	uždelsimas
newcomer	fear	0.141	naujokas
imagination	fear	0.141	vaizduotė
waiting	fear	0.141	laukimas
gent	fear	0.141	ponas
validity	fear	0.141	galiojimas
cove	fear	0.141	įlanka
rationality	fear	0.141	racionalumo
caricature	fear	0.141	karikatūra
eventuality	fear	0.141	atsitiktinumas
alreadyyyyy	fear	0.140	jauyyyy
shy	fear	0.140	drovus
symptom	fear	0.133	simptomas
excite	fear	0.132	sujaudinti
raccoon	fear	0.127	meškėnas
clown	fear	0.125	klounas
tryout	fear	0.125	pabandyk
needtorelax	fear	0.125	reikia atsipalaiduoti
swim	fear	0.125	plaukti
campaigning	fear	0.125	kampaniją
hawk	fear	0.125	vanagas
prevent	fear	0.125	užkirsti kelią
gameday	fear	0.125	žaidimo diena
ahhh	fear	0.125	ahhh
marry	fear	0.125	susituokti
sprite	fear	0.125	sprite
soready	fear	0.125	liūdnas
sag	fear	0.123	nusmukti
pharmacy	fear	0.123	vaistinė
policeman	fear	0.121	policininkas
dreamt	fear	0.111	svajojo
lace	fear	0.111	nėriniai
homework	fear	0.109	namų darbai
destination	fear	0.109	Kelionės tikslas
incase	fear	0.109	tuo atveju
pray	fear	0.109	melstis
knot	fear	0.109	mazgas
confidence	fear	0.109	pasitikėjimą
bigday	fear	0.109	svarbi diena
holiness	fear	0.109	šventumas
notoriety	fear	0.109	žinomumas
weight	fear	0.109	svorio
slender	fear	0.100	lieknas
undecided	fear	0.098	neapsisprendęs
sympathetic	fear	0.097	užjaučiantis
poise	fear	0.094	nusiteikimas
case	fear	0.094	atveju
treat	fear	0.094	gydyti
locate	fear	0.094	surasti
loyal	fear	0.094	ištikimas
grades	fear	0.094	pažymių
god	fear	0.094	dievas
helmet	fear	0.094	šalmas
confident	fear	0.094	įsitikinęs
counsellor	fear	0.094	patarėjas
northeast	fear	0.088	į šiaurės rytus
graduation	fear	0.078	baigimo
compassion	fear	0.078	užuojauta
nurture	fear	0.078	puoselėti
graded	fear	0.075	įvertino
mum	fear	0.070	mama
infant	fear	0.067	kūdikis
journey	fear	0.062	kelionė
parade	fear	0.062	paradas
gradschool	fear	0.062	vidurinė mokykla
civilian	fear	0.062	civilis
cloudiness	fear	0.062	debesuotumas
cash	fear	0.062	grynųjų pinigų
civilians	fear	0.062	civiliai
guidelines	fear	0.062	Gairės
soulmate	fear	0.062	sielos draugas
youth	fear	0.062	jaunimas
opera	fear	0.057	opera
synonymous	fear	0.056	sinonimas
honest	fear	0.047	nuoširdus
praying	fear	0.047	meldžiantis
intelligence	fear	0.038	intelektas
volunteer	fear	0.031	savanoris
romance	fear	0.031	romantika
lines	fear	0.031	linijos
obey	fear	0.016	paklusti
happiest	joy	0.986	laimingiausias
happiness	joy	0.984	laimė
bliss	joy	0.971	palaima
celebrating	joy	0.970	švenčiant
jubilant	joy	0.969	džiūgaujantis
ecstatic	joy	0.954	ekstazė
elation	joy	0.944	pakylėjimas
beaming	joy	0.938	švytintis
bestdayever	joy	0.938	geriausia diena
loveee	joy	0.932	mylimoji
celebration	joy	0.929	šventė
awesomeness	joy	0.926	nuostabumas
joy	joy	0.924	džiaugsmas
joyous	joy	0.922	džiaugsmingas
fabulous	joy	0.922	nuostabus
happily	joy	0.922	laimingai
excitement	joy	0.922	susijaudinimas
exuberance	joy	0.922	gausybė
makesmehappy	joy	0.922	padaro mane laiminga
euphoria	joy	0.922	euforija
lovee	joy	0.920	meilė
gratitude	joy	0.914	dėkingumą
happydance	joy	0.912	laimingas šokis
merriment	joy	0.912	linksmybės
spectacular	joy	0.912	įspūdingas
overjoyed	joy	0.909	be galo apsidžiaugęs
purebliss	joy	0.909	gryna laimė
triumphant	joy	0.907	triumfuojantis
ecstasy	joy	0.906	ekstazis
lovelovelove	joy	0.906	meilė meilė meilė
cheerful	joy	0.906	linksmas
cheer	joy	0.897	nudžiuginti
elated	joy	0.894	pakylėtas
peaceofmind	joy	0.891	ramybė
jolly	joy	0.891	linksmas
delighted	joy	0.891	nudžiugo
lovethis	joy	0.891	myliu šitai
excitation	joy	0.891	sužadinimas
exhilaration	joy	0.891	susijaudinimas
pleasures	joy	0.891	malonumai
laugh	joy	0.891	juoktis
marvelously	joy	0.881	nuostabiai
loving	joy	0.879	mylintis
joyful	joy	0.879	džiaugsmingas
blissful	joy	0.879	palaimingas
outstanding	joy	0.879	išskirtinis
pleasurable	joy	0.877	malonus
lovinglife	joy	0.875	mylintis gyvenimą
enthusiastic	joy	0.875	entuziastingas
glee	joy	0.875	linksmybes
iloveher	joy	0.875	aš myliu ją
yaaaay	joy	0.875	yaaaay
overthemoon	joy	0.875	per mėnulį
happyplace	joy	0.875	laiminga vieta
sohappy	joy	0.868	labai laimingas
superb	joy	0.864	puikus
woohoo	joy	0.864	woohoo
laughing	joy	0.864	juokdamasis
wonderful	joy	0.863	nuostabus
hooray	joy	0.859	urra
loved	joy	0.859	mylėjo
tearsofjoy	joy	0.859	džiaugsmo ašaros
hallelujah	joy	0.859	aleliuja
magnificent	joy	0.859	didinga
glory	joy	0.859	šlovė
ilovechristmas	joy	0.859	linksmosios Kalėdos
brilliant	joy	0.859	puikus
celebrated	joy	0.859	šventė
cheering	joy	0.859	džiūgaujantis
yayyyy	joy	0.859	yayyyy
heavenly	joy	0.853	dangiškas
exciting	joy	0.853	jaudinantis
thrilled	joy	0.851	susijaudinęs
mademyday	joy	0.848	pralinksmino visai dienai
hohoho	joy	0.845	Ho Ho Ho
celebrate	joy	0.844	švesti
wonderfully	joy	0.844	nuostabiai
blessing	joy	0.844	palaiminimas
favoriteholiday	joy	0.844	mėgstamiausia šventė
paradise	joy	0.833	rojus
marvellous	joy	0.833	nuostabus
festive	joy	0.833	šventinis
sweetness	joy	0.833	saldumas
blessed	joy	0.833	palaimintas
celebrations	joy	0.833	šventės
compliment	joy	0.831	komplimentas
smiling	joy	0.828	šypsodamasis
allsmiles	joy	0.828	visos šypsenos
love	joy	0.828	meilė
enchanting	joy	0.828	kerintis
homesweethome	joy	0.826	namai namučiai
thankyougod	joy	0.824	Ačiū Dievui
marvelous	joy	0.824	nuostabus
laughter	joy	0.824	juokas
goodmood	joy	0.819	gera nuotaika
goodness	joy	0.818	gerumas
excellence	joy	0.818	puikybė
sensational	joy	0.818	sensacinga
joys	joy	0.818	džiaugsmai
delightful	joy	0.818	žavinga
excited	joy	0.818	susijaudinęs
rejoicing	joy	0.818	džiūgaujantis
happyheart	joy	0.818	laiminga širdis
celebratory	joy	0.818	šventinis
greatful	joy	0.816	puiku
jovial	joy	0.814	linksmas
rejoice	joy	0.812	džiaugtis
splendid	joy	0.812	puikus
enjoy	joy	0.812	mėgautis
smiley	joy	0.812	šypsenėlė
glorious	joy	0.812	šlovingas
victorious	joy	0.812	pergalingas
lovemaking	joy	0.812	mylėtis
bonanza	joy	0.812	laimė
greatday	joy	0.812	puiki diena
excellent	joy	0.812	puikiai
goodtimes	joy	0.811	geri laikai
whatmakesmesmile	joy	0.811	kas kelia šypseną
happyday	joy	0.809	laiminga diena
myfavorite	joy	0.804	Mano mėgstamiausias
thankyoulord	joy	0.803	Ačiū valdove
gladness	joy	0.803	džiaugsmas
yayyy	joy	0.803	yayyy
yeahhhh	joy	0.803	yeahhh
pleasure	joy	0.803	malonumas
giggle	joy	0.802	kikenti
happier	joy	0.797	laimingesnis
lovemylife	joy	0.797	Myliu savo gyvenimą
magnificence	joy	0.797	didybė
happytweet	joy	0.797	laimingas tviteris
lovinlife	joy	0.797	mylintis gyvenimas
yesss	joy	0.797	yesss
dancing	joy	0.797	šokiai
success	joy	0.797	sėkmė
grateful	joy	0.789	dėkingas
amuse	joy	0.788	linksmintis
splendor	joy	0.788	spindesys
happy	joy	0.788	laimingas
fun	joy	0.788	linksma
giggling	joy	0.781	kikendamas
glad	joy	0.781	džiaugiuosi
glorify	joy	0.781	šlovinti
radiant	joy	0.781	švytintis
beautiful	joy	0.781	graži
solucky	joy	0.781	toks laimingas
sothankful	joy	0.781	labai dėkingas
enchanted	joy	0.781	užkerėtas
romance	joy	0.779	romantika
perfection	joy	0.779	tobulumą
christmassy	joy	0.779	kalėdinis
heavens	joy	0.779	dangus
thrilling	joy	0.776	jaudinantis
lovable	joy	0.773	mielas
congrats	joy	0.773	Sveikinimai
fiesta	joy	0.773	fiesta
entertain	joy	0.773	pramogauti
happyvalentinesday	joy	0.773	laimingos Valentino dienos
miraculous	joy	0.773	stebuklinga
cheers	joy	0.773	sveikinimai
cheered	joy	0.773	nudžiugino
positivity	joy	0.773	pozityvumas
funday	joy	0.772	linksma diena
enjoying	joy	0.771	mėgaujantis
lifeisgood	joy	0.766	gyvenimas yra geras
amused	joy	0.766	linksminosi
goodfeeling	joy	0.766	geras jausmas
christmasspirit	joy	0.766	kalėdinė dvasia
cuddling	joy	0.766	prisiglausti
smiles	joy	0.766	šypsosi
sosweet	joy	0.766	mielas
thebest	joy	0.766	geriausias
party	joy	0.765	vakarėlis
delight	joy	0.765	malonumas
orgasm	joy	0.765	orgazmas
positive	joy	0.761	teigiamas
sweetheart	joy	0.758	mieloji
enlighten	joy	0.758	apšviesti
cheerfulness	joy	0.758	linksmumas
miracles	joy	0.758	stebuklai
giddy	joy	0.757	svaigsta galva
christmastime	joy	0.757	Kalėdų laikas
gratify	joy	0.750	džiuginti
greatness	joy	0.750	didybė
friendliness	joy	0.750	draugiškumas
blessings	joy	0.750	palaiminimai
laughs	joy	0.750	juokiasi
tistheseason	joy	0.750	šį sezoną
smile	joy	0.750	šypsokis
pleasing	joy	0.750	malonus
romantic	joy	0.750	romantiškas
happyholidays	joy	0.750	linksmų švenčių
frolic	joy	0.748	linksmintis
jubilee	joy	0.742	jubiliejus
miracle	joy	0.742	stebuklas
enthusiasm	joy	0.742	entuziazmo
selflove	joy	0.742	savimyla
triumph	joy	0.742	triumfas
magical	joy	0.742	magiškas
rewarding	joy	0.742	apdovanojantis
goodvibes	joy	0.742	gera energija
positiveenergy	joy	0.742	teigiama energija
feelgood	joy	0.736	jaustis gerai
prosperity	joy	0.735	klestėjimas
behappy	joy	0.734	Būk laimingas
admiration	joy	0.734	susižavėjimas
passionate	joy	0.734	aistringas
goodday	joy	0.734	gera diena
luxurious	joy	0.734	prabangus
tgif	joy	0.734	tgif
victory	joy	0.734	pergalę
feelinggood	joy	0.734	jaustis gerai
enchant	joy	0.734	užkerėti
greatnight	joy	0.734	puiki naktis
vivacious	joy	0.734	žvalus
glorification	joy	0.733	šlovinimas
sing	joy	0.729	dainuoti
glowing	joy	0.729	švytinti
yessss	joy	0.728	yessss
fulfillment	joy	0.728	išpildymas
breathtaking	joy	0.728	kvapą gniaužianti
thankful	joy	0.727	dėkingas
cheery	joy	0.727	linksmas
santa	joy	0.727	Kalėdų senelis
hurrah	joy	0.727	urai
christmasbreak	joy	0.727	Kalėdų atostogos
win	joy	0.727	laimėti
atpeace	joy	0.727	taikoje
award	joy	0.727	apdovanojimas
merry	joy	0.727	linksmas
inspiration	joy	0.725	įkvėpimas
radiance	joy	0.725	spindesio
pleased	joy	0.725	patenkintas
uplift	joy	0.723	pakilimas
optimistic	joy	0.723	optimistiškas
heaven	joy	0.721	rojus
lucky	joy	0.721	pasisekė
godisgreat	joy	0.721	Dievas yra didis
holidays	joy	0.721	atostogos
thrill	joy	0.721	jaudulys
congratulatory	joy	0.719	sveikinu
thriving	joy	0.719	klestintis
amusement	joy	0.719	pramoga
perfect	joy	0.719	puikus
lover	joy	0.719	meilužis
xmas	joy	0.719	Kalėdos
heartfelt	joy	0.719	nuoširdus
utopian	joy	0.719	utopinis
lovely	joy	0.719	miela
harmony	joy	0.719	harmonija
praising	joy	0.719	giria
brighten	joy	0.719	pašviesinti
luckiest	joy	0.712	pasisekė
merrychristmas	joy	0.712	linksmų Kalėdų
magic	joy	0.712	magija
achievement	joy	0.712	pasiekimas
yay	joy	0.712	Valio
holiday	joy	0.712	šventė
treasures	joy	0.712	lobiai
luxury	joy	0.712	prabanga
bestfeeling	joy	0.712	geriausias jausmas
intimate	joy	0.710	intymus
soblessed	joy	0.706	palaimintas
yaaay	joy	0.706	yaaay
rave	joy	0.706	siautėti
chuckle	joy	0.706	kikenu
proud	joy	0.704	didžiuotis
winning	joy	0.703	laimėti
cherish	joy	0.703	branginti
goodnews	joy	0.703	geros naujienos
fuckyeah	joy	0.703	velnias
optimism	joy	0.703	optimizmas
amazingly	joy	0.703	nuostabiai
lovelife	joy	0.703	Mylėk gyvenimą
truelove	joy	0.703	tikra meilė
beautification	joy	0.703	pagražinimas
satisfying	joy	0.703	patenkinti
appreciates	joy	0.703	vertina
cuddled	joy	0.703	apsikabinęs
goodlife	joy	0.703	geras gyvenimas
gooood	joy	0.703	gerai
sweetest	joy	0.703	mieliausias
yaay	joy	0.700	taip
entertained	joy	0.700	linksminosi
excite	joy	0.697	sujaudinti
newbeginnings	joy	0.693	nauja pradžia
praisejesus	joy	0.691	giriu jezau
birthday	joy	0.691	gimtadienis
greatfriends	joy	0.688	puikūs draugai
adoration	joy	0.688	garbinimas
godsend	joy	0.688	Dievo dovana
favorite	joy	0.688	mėgstamiausias
content	joy	0.688	turinys
entertaining	joy	0.688	linksmas
honored	joy	0.688	pagerbtas
metime	joy	0.688	laikas
exquisite	joy	0.688	išskirtinis
holidayseason	joy	0.688	atostogų sezonas
thankyoujesus	joy	0.688	aciu jezau
angelic	joy	0.688	angeliškas
goodhealth	joy	0.682	gera sveikata
majestic	joy	0.682	didingas
luscious	joy	0.682	saldus
memoriesiwontforget	joy	0.682	prisiminimai nebus pamiršti
bestfriends	joy	0.682	Geriausi draugai
precious	joy	0.682	brangus
appreciated	joy	0.682	vertinamas
exaltation	joy	0.682	išaukštinimas
smiled	joy	0.682	nusišypsojo
brightens	joy	0.682	pašviesina
tranquility	joy	0.679	ramybė
marry	joy	0.676	susituokti
embrace	joy	0.676	apkabinti
positively	joy	0.676	teigiamai
grin	joy	0.672	šypsnys
hug	joy	0.672	apkabinti
hilarious	joy	0.672	linksmas
dearest	joy	0.672	brangiausias
contentment	joy	0.672	pasitenkinimas
accomplished	joy	0.672	įvykdytas
relaxation	joy	0.672	atsipalaidavimas
bday	joy	0.672	bday
enliven	joy	0.672	pagyvinti
weeeee	joy	0.672	weeeee
giggles	joy	0.672	kikena
fulfilled	joy	0.667	įvykdė
bountiful	joy	0.667	gausus
victor	joy	0.667	nugalėtojas
adore	joy	0.667	dievinu
boisterous	joy	0.667	audringas
fulfill	joy	0.664	įvykdyti
cuddles	joy	0.662	glaustosi
prosperous	joy	0.660	klestintis
appreciation	joy	0.656	įvertinimas
serenity	joy	0.656	ramybė
happynewyear	joy	0.656	laimingų Naujųjų metų
humor	joy	0.656	humoras
satisfy	joy	0.656	Patenkinti
besties	joy	0.656	geriausiais
encouraged	joy	0.656	skatinamas
captivate	joy	0.656	sužavėti
christmaseve	joy	0.656	Kūčios
glow	joy	0.656	švytėjimas
romanticism	joy	0.656	romantizmas
innerpeace	joy	0.656	vidinė ramybė
pleasant	joy	0.656	malonus
praises	joy	0.652	giria
abundance	joy	0.652	gausa
fortunes	joy	0.652	turtus
engaged	joy	0.652	susižadėjęs
praised	joy	0.652	gyrė
relaxing	joy	0.652	atpalaiduojantis
treasure	joy	0.652	lobis
satisfaction	joy	0.652	pasitenkinimas
nothingbetter	joy	0.647	nieko geriau
affection	joy	0.647	meilė
relieved	joy	0.647	palengvėjo
complement	joy	0.647	papildyti
carnival	joy	0.643	karnavalas
priceless	joy	0.641	neįkainojamas
uplifting	joy	0.641	pakelianti nuotaiką
sensuality	joy	0.641	jausmingumas
saintly	joy	0.641	šventasis
champion	joy	0.641	čempionas
thanksgiving	joy	0.641	padėkos diena
harmoniously	joy	0.641	harmoningai
wedding	joy	0.641	Vestuvės
achieve	joy	0.641	pasiekti
divine	joy	0.641	dieviškas
jackpot	joy	0.641	jackpotas
honeymoon	joy	0.636	medaus mėnuo
exalt	joy	0.636	išaukštinti
twinkle	joy	0.636	mirksėti
comforting	joy	0.636	guodžiantis
felicity	joy	0.636	laimės
peaceful	joy	0.636	taikiai
climax	joy	0.636	kulminacija
winner	joy	0.636	nugalėtojas
reverie	joy	0.636	svajoti
yayy	joy	0.636	yayy
cuddle	joy	0.636	prisiglausti
xoxo	joy	0.634	xoxo
stargazing	joy	0.625	žvaigždžių stebėjimas
festival	joy	0.625	festivalis
sweet	joy	0.625	saldus
generosity	joy	0.625	dosnumu
brighter	joy	0.625	ryškesnis
praisegod	joy	0.625	šlovinti Dievą
gorgeous	joy	0.625	spalvingas
hearts	joy	0.625	širdyse
amusing	joy	0.625	linksmas
fondness	joy	0.625	meilė
snuggling	joy	0.625	prisiglaudęs
reward	joy	0.625	atlygis
sex	joy	0.622	seksas
kind	joy	0.621	malonus
genial	joy	0.621	genialus
parade	joy	0.621	paradas
applause	joy	0.621	plojimai
beauty	joy	0.621	grožis
fulfilling	joy	0.618	išpildanti
aspiring	joy	0.618	siekiantis
newlife	joy	0.618	naujas gyvenimas
godbless	joy	0.616	Telaimina Dievas
virtuous	joy	0.613	dorybingas
kiss	joy	0.610	pabučiuoti
christmas	joy	0.609	Kalėdos
rainbows	joy	0.609	vaivorykštės
elegance	joy	0.609	elegancija
generous	joy	0.609	dosnus
super	joy	0.609	super
playful	joy	0.609	žaismingas
enlightenment	joy	0.609	nušvitimas
praiseworthy	joy	0.609	pagirtinas
awards	joy	0.609	apdovanojimai
adorable	joy	0.609	žavinga
rekindle	joy	0.609	atgaivinti
winnings	joy	0.609	laimėjimai
