English Word	Emotion	Emotion-Intensity-Score	Azerbaijani Word
northeast	fear	0.088	şimal-şərq
graduation	fear	0.078	məzuniyyət
compassion	fear	0.078	şəfqət
nurture	fear	0.078	tərbiyə etmək
graded	fear	0.075	dərəcəli
mum	fear	0.070	ana
infant	fear	0.067	körpə
journey	fear	0.062	səyahət
parade	fear	0.062	parad
gradschool	fear	0.062	ali məktəb
civilian	fear	0.062	mülki
cloudiness	fear	0.062	buludluluq
cash	fear	0.062	nağd pul
civilians	fear	0.062	mülki şəxslər
guidelines	fear	0.062	təlimatlar
soulmate	fear	0.062	can yoldaşı
youth	fear	0.062	gənclik
opera	fear	0.057	opera
synonymous	fear	0.056	sinonim
honest	fear	0.047	vicdanlı
praying	fear	0.047	dua edir
intelligence	fear	0.038	kəşfiyyat
volunteer	fear	0.031	könüllü
romance	fear	0.031	romantika
lines	fear	0.031	xətlər
obey	fear	0.016	tabe olmaq
happiest	joy	0.986	ən xoşbəxt
happiness	joy	0.984	xoşbəxtlik
bliss	joy	0.971	zövq
celebrating	joy	0.970	qeyd edir
jubilant	joy	0.969	şən
ecstatic	joy	0.954	ecstatik
elation	joy	0.944	sevinc
beaming	joy	0.938	nur saçan
bestdayever	joy	0.938	ən yaxşı gün
loveee	joy	0.932	sevgilim
celebration	joy	0.929	qeyd etmək
awesomeness	joy	0.926	zəhmlilik
joy	joy	0.924	sevinc
joyous	joy	0.922	sevincli
fabulous	joy	0.922	inanılmaz
happily	joy	0.922	xoşbəxtliklə
excitement	joy	0.922	həyəcan
exuberance	joy	0.922	coşğunluq
makesmehappy	joy	0.922	məni xoşbəxt edir
euphoria	joy	0.922	eyforiya
lovee	joy	0.920	sevgilim
gratitude	joy	0.914	minnətdarlıq
happydance	joy	0.912	xoşbəxt rəqs
merriment	joy	0.912	şənlik
spectacular	joy	0.912	möhtəşəm
overjoyed	joy	0.909	hədsiz sevindi
purebliss	joy	0.909	saf xoşbəxtlik
triumphant	joy	0.907	qalib
ecstasy	joy	0.906	ekstaz
lovelovelove	joy	0.906	sevgisevgi
cheerful	joy	0.906	şən
cheer	joy	0.897	şadlanmaq
elated	joy	0.894	sevindi
peaceofmind	joy	0.891	dinclik
jolly	joy	0.891	şən
delighted	joy	0.891	sevindi
lovethis	joy	0.891	bunu sev
excitation	joy	0.891	həyəcan
exhilaration	joy	0.891	coşğunluq
pleasures	joy	0.891	zövqlər
laugh	joy	0.891	gülmək
marvelously	joy	0.881	heyrətamiz şəkildə
loving	joy	0.879	sevən
joyful	joy	0.879	şən
blissful	joy	0.879	xoşbəxt
outstanding	joy	0.879	görkəmli
pleasurable	joy	0.877	zövqlü
lovinglife	joy	0.875	sevgi dolu həyat
enthusiastic	joy	0.875	həvəsli
glee	joy	0.875	sevinmək
iloveher	joy	0.875	Mən onu sevirəm
yaaaay	joy	0.875	yaaaay
overthemoon	joy	0.875	ay üstü
happyplace	joy	0.875	xoşbəxt yer
sohappy	joy	0.868	çox xoşbəxt
superb	joy	0.864	əla
woohoo	joy	0.864	wohoo
laughing	joy	0.864	gülür
wonderful	joy	0.863	gözəl
hooray	joy	0.859	vay
loved	joy	0.859	sevdi
tearsofjoy	joy	0.859	Sevinc göz yaşları
hallelujah	joy	0.859	halal olsun
magnificent	joy	0.859	möhtəşəm
glory	joy	0.859	şöhrət
ilovechristmas	joy	0.859	Milad bayramı
brilliant	joy	0.859	parlaq
celebrated	joy	0.859	qeyd etdi
cheering	joy	0.859	alqışlamaq
yayyyy	joy	0.859	ayyyy
heavenly	joy	0.853	səmavi
exciting	joy	0.853	həyəcanverici
thrilled	joy	0.851	həyəcanlandı
mademyday	joy	0.848	mademyday
hohoho	joy	0.845	hohoho
celebrate	joy	0.844	qeyd etmək
wonderfully	joy	0.844	heyrətamiz
blessing	joy	0.844	xeyir-dua
favoriteholiday	joy	0.844	sevimli bayram
paradise	joy	0.833	cənnət
marvellous	joy	0.833	ecazkar
festive	joy	0.833	bayram
sweetness	joy	0.833	şirinlik
blessed	joy	0.833	mübarək
celebrations	joy	0.833	qeyd etmələr
compliment	joy	0.831	kompliment
smiling	joy	0.828	gülümsəyən
allsmiles	joy	0.828	gülümsəyir
love	joy	0.828	sevgi
enchanting	joy	0.828	cazibədar
homesweethome	joy	0.826	şirin ev
thankyougod	joy	0.824	allaha şükür
marvelous	joy	0.824	ecazkar
laughter	joy	0.824	gülüş
goodmood	joy	0.819	yaxşı əhval
goodness	joy	0.818	yaxşılıq
excellence	joy	0.818	mükəmməllik
sensational	joy	0.818	sensasiyalı
joys	joy	0.818	sevinclər
delightful	joy	0.818	ləzzətli
excited	joy	0.818	həyəcanlı
rejoicing	joy	0.818	sevindirici
happyheart	joy	0.818	xoşbəxt ürək
celebratory	joy	0.818	bayram
greatful	joy	0.816	möhtəşəm
jovial	joy	0.814	şən
rejoice	joy	0.812	sevinmək
splendid	joy	0.812	möhtəşəm
enjoy	joy	0.812	həzz alın
smiley	joy	0.812	təbəssüm
glorious	joy	0.812	şanlı
victorious	joy	0.812	qalib
lovemaking	joy	0.812	sevişmə
bonanza	joy	0.812	xeyirxahlıq
greatday	joy	0.812	böyük gün
excellent	joy	0.812	əla
goodtimes	joy	0.811	xoş anlar
whatmakesmesmile	joy	0.811	mesmile edən
happyday	joy	0.809	xoş gün
myfavorite	joy	0.804	mənim sevimlim
thankyoulord	joy	0.803	sağ ol ağa
gladness	joy	0.803	şadlıq
yayyy	joy	0.803	ayyy
yeahhhh	joy	0.803	hahhh
pleasure	joy	0.803	zovq
giggle	joy	0.802	gülmək
happier	joy	0.797	daha xoşbəxt
lovemylife	joy	0.797	həyatımı sevirəm
magnificence	joy	0.797	möhtəşəmlik
happytweet	joy	0.797	xoşbəxt tvit
lovinlife	joy	0.797	sevən həyatı
yesss	joy	0.797	bəli
dancing	joy	0.797	rəqs
success	joy	0.797	uğur
grateful	joy	0.789	minnetdar
amuse	joy	0.788	əyləndirmək
splendor	joy	0.788	əzəmət
happy	joy	0.788	xoşbəxt
fun	joy	0.788	əyləncəli
giggling	joy	0.781	gülmək
glad	joy	0.781	sevindim
glorify	joy	0.781	tərifləmək
radiant	joy	0.781	nurlu
beautiful	joy	0.781	gözəl
solucky	joy	0.781	şanslı
sothankful	joy	0.781	minnətdaram
enchanted	joy	0.781	ovsunlanmış
romance	joy	0.779	romantika
perfection	joy	0.779	mükəmməllik
christmassy	joy	0.779	Milad bayramı
heavens	joy	0.779	göylər
thrilling	joy	0.776	həyəcanlandıran
lovable	joy	0.773	sevimli
congrats	joy	0.773	təbrik edirəm
fiesta	joy	0.773	bayram
entertain	joy	0.773	əyləndirmək
happyvalentinesday	joy	0.773	sevgililər gününüz mübarək
miraculous	joy	0.773	möcüzəli
cheers	joy	0.773	alqış
cheered	joy	0.773	alqışladı
positivity	joy	0.773	pozitivlik
funday	joy	0.772	əyləncəli gün
enjoying	joy	0.771	zövq almaq
lifeisgood	joy	0.766	həyat yaxşıdır
amused	joy	0.766	əyləndi
goodfeeling	joy	0.766	yaxşı hiss
christmasspirit	joy	0.766	Milad ruhu
cuddling	joy	0.766	qucaqlamaq
smiles	joy	0.766	gülümsəyir
sosweet	joy	0.766	çox şirin
thebest	joy	0.766	ən yaxşı
party	joy	0.765	partiya
delight	joy	0.765	ləzzət
orgasm	joy	0.765	orqazm
positive	joy	0.761	müsbət
sweetheart	joy	0.758	sevgilim
enlighten	joy	0.758	maarifləndirmək
cheerfulness	joy	0.758	şənlik
miracles	joy	0.758	möcüzələr
giddy	joy	0.757	başgicəllənmə
christmastime	joy	0.757	Milad zamanı
gratify	joy	0.750	məmnun etmək
greatness	joy	0.750	böyüklük
friendliness	joy	0.750	dostluq
blessings	joy	0.750	xeyir-dua
laughs	joy	0.750	gülür
tistheseason	joy	0.750	tisteseson
smile	joy	0.750	gülümsəmək
pleasing	joy	0.750	sevindirici
romantic	joy	0.750	romantik
happyholidays	joy	0.750	Bayramınız mübarək
frolic	joy	0.748	əylənmək
jubilee	joy	0.742	yubiley
miracle	joy	0.742	möcüzə
enthusiasm	joy	0.742	həvəs
selflove	joy	0.742	özünü sevmək
triumph	joy	0.742	zəfər
magical	joy	0.742	sehrli
rewarding	joy	0.742	mükafatlandırmaq
goodvibes	joy	0.742	xoş hisslər
positiveenergy	joy	0.742	müsbət enerji
feelgood	joy	0.736	yaxşı hiss etmək
prosperity	joy	0.735	firavanlıq
behappy	joy	0.734	xoşbəxt
admiration	joy	0.734	heyranlıq
passionate	joy	0.734	ehtiraslı
goodday	joy	0.734	yaxşı gün
luxurious	joy	0.734	dəbdəbəli
tgif	joy	0.734	tgif
victory	joy	0.734	qələbə
feelinggood	joy	0.734	yaxşı hiss etmək
enchant	joy	0.734	ovsunlamaq
greatnight	joy	0.734	əla gecə
vivacious	joy	0.734	canlı
glorification	joy	0.733	tərifləmə
sing	joy	0.729	oxumaq
glowing	joy	0.729	parlayan
yessss	joy	0.728	bəli
fulfillment	joy	0.728	yerinə yetirilməsi
breathtaking	joy	0.728	nəfəs kəsici
thankful	joy	0.727	minnətdar
cheery	joy	0.727	şən
santa	joy	0.727	Santa
hurrah	joy	0.727	tələsmək
christmasbreak	joy	0.727	Milad bayramı
win	joy	0.727	qalib
atpeace	joy	0.727	sülh
award	joy	0.727	mükafat
merry	joy	0.727	şən
inspiration	joy	0.725	ilham
radiance	joy	0.725	parlaqlıq
pleased	joy	0.725	məmnun
uplift	joy	0.723	yüksəliş
optimistic	joy	0.723	optimist
heaven	joy	0.721	Cənnət
lucky	joy	0.721	şanslı
godisgreat	joy	0.721	Allah böyükdür
holidays	joy	0.721	bayramlar
thrill	joy	0.721	həyəcan
congratulatory	joy	0.719	təbrik
thriving	joy	0.719	çiçəklənən
amusement	joy	0.719	əyləncə
perfect	joy	0.719	mükəmməl
lover	joy	0.719	sevgili
xmas	joy	0.719	Milad
heartfelt	joy	0.719	ürəkdən
utopian	joy	0.719	utopik
lovely	joy	0.719	sevimli
harmony	joy	0.719	harmoniya
praising	joy	0.719	tərifləyən
brighten	joy	0.719	işıqlandırmaq
luckiest	joy	0.712	ən şanslı
merrychristmas	joy	0.712	Milad bayramınız mübarək
magic	joy	0.712	sehrli
achievement	joy	0.712	nailiyyət
yay	joy	0.712	yay
holiday	joy	0.712	bayram
treasures	joy	0.712	xəzinələri
luxury	joy	0.712	dəbdəbəli
bestfeeling	joy	0.712	ən yaxşı hiss
intimate	joy	0.710	Intim
soblessed	joy	0.706	ağladı
yaaay	joy	0.706	yaaay
rave	joy	0.706	heyran
chuckle	joy	0.706	gülmək
proud	joy	0.704	qürurlu
winning	joy	0.703	qalib
cherish	joy	0.703	bəsləmək
goodnews	joy	0.703	yaxşı xəbər
fuckyeah	joy	0.703	kahretsin
optimism	joy	0.703	optimizm
amazingly	joy	0.703	heyrətamiz şəkildə
lovelife	joy	0.703	sevgi həyatı
truelove	joy	0.703	Əsl sevgi
beautification	joy	0.703	gözəlləşdirmə
satisfying	joy	0.703	qaneedici
appreciates	joy	0.703	təqdir edir
cuddled	joy	0.703	qucaqlanıb
goodlife	joy	0.703	yaxşı həyat
gooood	joy	0.703	yaxşı
sweetest	joy	0.703	ən şirin
yaay	joy	0.700	yaay
entertained	joy	0.700	əyləndirdi
excite	joy	0.697	həyəcanlandırmaq
newbeginnings	joy	0.693	yeni başlanğıclar
praisejesus	joy	0.691	İsanı tərifləyin
birthday	joy	0.691	Ad günü
greatfriends	joy	0.688	böyük dostlar
adoration	joy	0.688	pərəstiş
godsend	joy	0.688	ilahi
favorite	joy	0.688	Sevimli
content	joy	0.688	məzmun
entertaining	joy	0.688	əyləncəli
honored	joy	0.688	fəxri ad
metime	joy	0.688	vaxt
exquisite	joy	0.688	incə
holidayseason	joy	0.688	tətil mövsümü
thankyoujesus	joy	0.688	sağ ol İsa
angelic	joy	0.688	mələk
goodhealth	joy	0.682	sağlıq
majestic	joy	0.682	əzəmətli
luscious	joy	0.682	dadlı
memoriesiwontforget	joy	0.682	xatirələr unudulmaz
bestfriends	joy	0.682	ən yaxşı dostlar
precious	joy	0.682	qiymətli
appreciated	joy	0.682	təqdir etdi
exaltation	joy	0.682	ucaltma
smiled	joy	0.682	gülümsədi
brightens	joy	0.682	işıqlandırır
tranquility	joy	0.679	əmin-amanlıq
marry	joy	0.676	evlənmək
embrace	joy	0.676	qucaqlamaq
positively	joy	0.676	müsbət
grin	joy	0.672	təbəssüm
hug	joy	0.672	qucaqlamaq
hilarious	joy	0.672	gülməli
dearest	joy	0.672	ən əziz
contentment	joy	0.672	məmnunluq
accomplished	joy	0.672	yerinə yetirildi
relaxation	joy	0.672	istirahət
bday	joy	0.672	ad günü
enliven	joy	0.672	canlandırmaq
weeeee	joy	0.672	weeeee
giggles	joy	0.672	gülür
fulfilled	joy	0.667	yerinə yetirildi
bountiful	joy	0.667	bərəkətli
victor	joy	0.667	qalib
adore	joy	0.667	pərəstiş etmək
boisterous	joy	0.667	gurultulu
fulfill	joy	0.664	yerinə yetirmək
cuddles	joy	0.662	qucaqlayır
prosperous	joy	0.660	firavan
appreciation	joy	0.656	təqdir
serenity	joy	0.656	sükunət
happynewyear	joy	0.656	yeni iliniz mübarək
humor	joy	0.656	yumor
satisfy	joy	0.656	qane etmək
besties	joy	0.656	yaxşılar
encouraged	joy	0.656	həvəsləndirdi
captivate	joy	0.656	ovsunlamaq
christmaseve	joy	0.656	yeni il ərəfəsi
glow	joy	0.656	parıltı
romanticism	joy	0.656	romantizm
innerpeace	joy	0.656	Daxili sülh
pleasant	joy	0.656	xoş
praises	joy	0.652	tərifləyir
abundance	joy	0.652	bolluq
fortunes	joy	0.652	sərvət
engaged	joy	0.652	nişanlı
praised	joy	0.652	təriflədi
relaxing	joy	0.652	rahatlatıcı
treasure	joy	0.652	xəzinə
satisfaction	joy	0.652	məmnunluq
nothingbetter	joy	0.647	daha yaxşı heç nə
affection	joy	0.647	məhəbbət
relieved	joy	0.647	rahatladı
complement	joy	0.647	tamamlayır
carnival	joy	0.643	karnaval
priceless	joy	0.641	qiymətsiz
uplifting	joy	0.641	ruhlandırıcı
sensuality	joy	0.641	həssaslıq
saintly	joy	0.641	müqəddəsliklə
champion	joy	0.641	çempion
thanksgiving	joy	0.641	Şükran günü
harmoniously	joy	0.641	ahəngdar şəkildə
wedding	joy	0.641	toy
achieve	joy	0.641	nail olmaq
divine	joy	0.641	ilahi
jackpot	joy	0.641	cekpot
honeymoon	joy	0.636	bal ayı
exalt	joy	0.636	ucaltmaq
twinkle	joy	0.636	parıldamaq
comforting	joy	0.636	təsəlliverici
felicity	joy	0.636	xoşbəxtlik
peaceful	joy	0.636	dinc
climax	joy	0.636	kulminasiya nöqtəsi
winner	joy	0.636	qalib
reverie	joy	0.636	xəyal
yayy	joy	0.636	ayy
cuddle	joy	0.636	qucaqlamaq
xoxo	joy	0.634	xoxo
stargazing	joy	0.625	ulduza baxmaq
festival	joy	0.625	festival
sweet	joy	0.625	şirin
generosity	joy	0.625	alicənablıq
brighter	joy	0.625	daha parlaq
praisegod	joy	0.625	şükür allah
gorgeous	joy	0.625	qəşəng
hearts	joy	0.625	ürəklər
amusing	joy	0.625	əyləncəli
fondness	joy	0.625	məhəbbət
snuggling	joy	0.625	qucaqlamaq
reward	joy	0.625	mükafat
sex	joy	0.622	seks
kind	joy	0.621	mehriban
genial	joy	0.621	mehriban
parade	joy	0.621	parad
applause	joy	0.621	alqışlar
beauty	joy	0.621	gözəllik
fulfilling	joy	0.618	yerinə yetirən
aspiring	joy	0.618	həvəsli
newlife	joy	0.618	yeni həyat
godbless	joy	0.616	Allah qorusun
virtuous	joy	0.613	fəzilətli
kiss	joy	0.610	öpmək
christmas	joy	0.609	Milad
rainbows	joy	0.609	göy qurşağı
elegance	joy	0.609	zəriflik
generous	joy	0.609	səxavətli
super	joy	0.609	super
playful	joy	0.609	oynaq
enlightenment	joy	0.609	maarifləndirmə
praiseworthy	joy	0.609	tərifəlayiq
awards	joy	0.609	mükafatlar
adorable	joy	0.609	cazibədar
rekindle	joy	0.609	yenidən alovlanmaq
winnings	joy	0.609	uduşlar
independence	joy	0.607	müstəqillik
amour	joy	0.607	həvəs
kindness	joy	0.606	mehribanlıq
surprises	joy	0.606	sürprizlər
heheh	joy	0.606	heheh
hilarity	joy	0.606	şənlik
wonder	joy	0.606	heyrət
freely	joy	0.606	sərbəst
successful	joy	0.606	uğurlu
inspired	joy	0.606	ilhamlanmışdır
onelove	joy	0.606	tək sevgi
whimsical	joy	0.603	şıltaq
entertainment	joy	0.603	əyləncə
passion	joy	0.603	ehtiras
stressfree	joy	0.601	stresssiz
beautify	joy	0.601	gözəlləşdirmək
sunrise	joy	0.600	günəşin doğuşu
godisgood	joy	0.597	yaxsi
goodmusic	joy	0.594	yaxşı musiqi
revere	joy	0.594	hörmət etmək
whoo	joy	0.594	vay
fanfare	joy	0.594	fanfar
inspire	joy	0.594	ruhlandırmaq
angel	joy	0.594	mələk
thankgod	joy	0.594	allaha şükür
goodies	joy	0.594	nemətlər
jesus	joy	0.594	İsa
accomplishment	joy	0.594	nailiyyət
snuggled	joy	0.594	qucaqladı
peacefully	joy	0.594	sülh yolu ilə
flirt	joy	0.594	flört etmək
friendship	joy	0.591	dostluq
singing	joy	0.591	oxumaq
heroic	joy	0.591	qəhrəmanlıq
exalted	joy	0.591	uca
fortune	joy	0.591	bəxt
highest	joy	0.591	ən yüksək
summer	joy	0.591	yay
contented	joy	0.588	razı qaldı
rollicking	joy	0.588	yuvarlanma
overflowing	joy	0.588	daşqın
woot	joy	0.588	vay
accolade	joy	0.586	alqış
hope	joy	0.586	ümid
cozy	joy	0.583	rahat
delicious	joy	0.579	dadlı
raving	joy	0.578	çılğın
thelife	joy	0.578	həyat
darling	joy	0.578	sevgilim
sensuous	joy	0.578	həssas
picturesque	joy	0.578	mənzərəli
friendly	joy	0.578	mehriban
everlasting	joy	0.578	əbədi
praise	joy	0.578	tərifləmək
ambition	joy	0.578	ambisiya
sparkle	joy	0.577	parıldamaq
sensual	joy	0.576	şəhvətli
peace	joy	0.576	sülh
flattering	joy	0.576	yaltaq
grace	joy	0.576	lütf
luckygirl	joy	0.576	şanslı qız
heroism	joy	0.576	qəhrəmanlıq
succeeding	joy	0.576	uğur qazanır
yeahhh	joy	0.576	bəli
special	joy	0.574	xüsusi
livelife	joy	0.574	həyatı yaşa
tantalizing	joy	0.572	cazibədar
pumped	joy	0.567	vurulur
yey	joy	0.562	ye
surprise	joy	0.562	sürpriz
sunny	joy	0.562	günəşli
prevail	joy	0.562	üstünlük təşkil edir
revels	joy	0.562	əylənir
humorous	joy	0.562	yumoristik
sweets	joy	0.562	şirniyyatlar
liking	joy	0.562	bəyənmə
admirable	joy	0.562	təqdirəlayiq
superstar	joy	0.562	super ulduz
relax	joy	0.562	istirahət edin
prosper	joy	0.562	çiçəklənmək
hero	joy	0.562	qəhrəman
hugs	joy	0.562	qucaqlayır
worthwhile	joy	0.562	dəyərli
newyear	joy	0.561	Yeni il
tenderness	joy	0.561	incəlik
bless	joy	0.561	xeyir-dua ver
favorable	joy	0.561	əlverişli
freedom	joy	0.561	azadlıq
masterpiece	joy	0.561	şah əsəri
dreams	joy	0.559	xəyallar
hopeful	joy	0.559	ümidli
home	joy	0.559	ev
cruising	joy	0.556	kruiz
gracias	joy	0.554	gracias
faithfulness	joy	0.553	sədaqət
eagerness	joy	0.552	həvəs
closeness	joy	0.552	yaxınlıq
sunshine	joy	0.551	günəş işığı
comfy	joy	0.551	rahat
vacation	joy	0.547	məzuniyyət
celestial	joy	0.547	səmavi
good	joy	0.547	yaxşı
elite	joy	0.547	elit
illuminate	joy	0.547	işıqlandırmaq
confidence	joy	0.547	güvən
mistletoe	joy	0.547	ökseotu
daughter	joy	0.547	qızı
lifted	joy	0.547	qaldırıldı
goodmorning	joy	0.547	Sabahınız xeyir
zeal	joy	0.547	qeyrət
gifts	joy	0.547	hədiyyələr
gift	joy	0.547	hədiyyə
astonishment	joy	0.547	heyrət
heart	joy	0.547	ürək
completion	joy	0.547	tamamlama
bonus	joy	0.547	bonus
charmed	joy	0.546	məftun etdi
dance	joy	0.545	rəqs
sublime	joy	0.545	əzəmətli
recreation	joy	0.545	istirahət
encouragement	joy	0.545	həvəsləndirmə
god	joy	0.545	allah
gush	joy	0.545	fışqırmaq
freshstart	joy	0.544	yeni başlanğıc
free	joy	0.544	pulsuz
savior	joy	0.543	xilaskar
sanctuary	joy	0.541	ziyarətgah
grandchildren	joy	0.540	nəvələri
wellness	joy	0.537	sağlamlıq
revel	joy	0.534	əylənmək
music	joy	0.531	musiqi
fab	joy	0.531	fab
bridal	joy	0.531	gəlin
soar	joy	0.531	uçmaq
alive	joy	0.531	diri
money	joy	0.531	pul
soothing	joy	0.531	sakitləşdirici
serene	joy	0.531	sakit
holiness	joy	0.531	müqəddəslik
inspirational	joy	0.531	ruhlandırıcı
matrimony	joy	0.531	nikah
dayoff	joy	0.531	istirahət günü
savor	joy	0.531	dadmaq
vitality	joy	0.531	dirilik
confident	joy	0.531	inamlı
firstborn	joy	0.531	ilk doğulan
rainbow	joy	0.531	göy qurşağı
liberation	joy	0.531	qurtuluş
elegant	joy	0.530	zərif
mastery	joy	0.530	ustalıq
glimmer	joy	0.530	parıltı
illumination	joy	0.530	işıqlandırma
blossom	joy	0.530	çiçək aç
warmth	joy	0.530	istilik
welcomed	joy	0.530	qarşılandı
treat	joy	0.529	müalicə etmək
faithful	joy	0.529	sadiq
snuggles	joy	0.522	qucaqlayır
laurels	joy	0.521	dəfnə
commendable	joy	0.519	təqdirəlayiqdir
succeed	joy	0.516	uğur qazanmaq
jingle	joy	0.516	cingilti
zest	joy	0.516	ləzzət
noschool	joy	0.516	məktəb
brotherly	joy	0.516	qardaşcasına
silly	joy	0.516	axmaq
abundant	joy	0.516	bol
fancy	joy	0.516	fantaziya
resplendent	joy	0.516	parlaq
strengthening	joy	0.516	gücləndirilməsi
presents	joy	0.516	hədiyyə edir
pride	joy	0.516	qürur
almighty	joy	0.516	qüdrətli
powerful	joy	0.516	güclü
aspire	joy	0.516	can atmaq
remarkable	joy	0.516	əlamətdar
greeted	joy	0.516	salamladı
thanking	joy	0.515	təşəkkür edir
cutie	joy	0.515	şirin
kudos	joy	0.515	sağol
therapeutic	joy	0.515	terapevtik
zen	joy	0.515	zen
coronation	joy	0.515	tacqoyma
complete	joy	0.515	tam
shining	joy	0.515	parlayan
spirit	joy	0.515	ruh
princely	joy	0.515	şahzadə
vivid	joy	0.515	canlı
comfort	joy	0.515	rahatlıq
leisure	joy	0.515	asudə
reunited	joy	0.515	qovuşdu
kid	joy	0.515	uşaq
newme	joy	0.515	yeni
payday	joy	0.515	maaş günü
animated	joy	0.515	animasiya
familytime	joy	0.515	ailə vaxtı
relationship	joy	0.514	münasibət
godly	joy	0.514	ilahi
marriage	joy	0.514	evlilik
daymade	joy	0.514	gündüzlü
spouse	joy	0.507	həyat yoldaşı
intimately	joy	0.507	yaxından
respect	joy	0.500	hörmət
bloom	joy	0.500	çiçəklənmək
purr	joy	0.500	pırıltı
carefree	joy	0.500	qayğısız
nature	joy	0.500	təbiət
encourage	joy	0.500	həvəsləndirmək
soulful	joy	0.500	ruhlu
refreshed	joy	0.500	təzələndi
family	joy	0.500	ailə
gem	joy	0.500	daş
meritorious	joy	0.500	ləyaqətli
achieved	joy	0.500	nail olub
motherhood	joy	0.500	analıq
holyspirit	joy	0.500	Müqəddəs Ruh
surreal	joy	0.500	sürreal
charitable	joy	0.500	xeyriyyəçi
teamjesus	joy	0.500	komandajesus
stressrelief	joy	0.500	stresdən azad olmaq
erotic	joy	0.500	erotik
inviting	joy	0.500	dəvət edən
baby	joy	0.500	körpə
dignity	joy	0.500	ləyaqət
satisfied	joy	0.500	razı
visionary	joy	0.500	uzaqgörən
memorable	joy	0.500	yaddaqalan
veracity	joy	0.500	doğruluq
healthy	joy	0.500	sağlam
welcoming	joy	0.500	salamlayan
diamond	joy	0.500	almaz
christ	joy	0.500	məsih
beach	joy	0.500	çimərlik
accomplish	joy	0.500	yerinə yetirmək
friends	joy	0.500	dostlar
excel	joy	0.500	excel
health	joy	0.493	sağlamlıq
aura	joy	0.493	aura
yehey	joy	0.486	hey
approved	joy	0.486	təsdiq edilmişdir
oasis	joy	0.486	oazis
liberty	joy	0.486	azadlıq
crowning	joy	0.485	tac qoyma
aspiration	joy	0.485	istək
privileged	joy	0.485	imtiyazlı
crescendo	joy	0.485	kreşendo
rapture	joy	0.485	şövq
liberate	joy	0.485	azad etmək
nocomplaints	joy	0.485	heç bir şikayət yoxdur
prestige	joy	0.485	prestij
bounty	joy	0.485	nemət
gentle	joy	0.485	mülayim
inseparable	joy	0.485	ayrılmaz
engaging	joy	0.485	cəlbedici
loyal	joy	0.485	sadiq
betrothed	joy	0.485	nişanlı
transcendence	joy	0.484	transsendensiya
selfworth	joy	0.484	özünə dəyər
yummy	joy	0.484	dadlı
datenight	joy	0.484	tarix gecəsi
destiny	joy	0.484	taleyi
heyday	joy	0.484	heyranlıq
aloha	joy	0.484	salam
desire	joy	0.484	arzu
dream	joy	0.484	yuxu
luck	joy	0.484	uğurlar
fete	joy	0.484	bayram
trophy	joy	0.484	kubok
bouquet	joy	0.484	buket
chocolate	joy	0.484	şokolad
creativity	joy	0.484	yaradıcılıq
boyfriend	joy	0.480	sevgilisi
commemoration	joy	0.479	anım
intelligence	joy	0.477	kəşfiyyat
readiness	joy	0.473	hazırlıq
friend	joy	0.471	dost
bride	joy	0.471	gəlin
enthusiast	joy	0.471	həvəskar
lush	joy	0.470	sulu
inheritance	joy	0.470	miras
soothe	joy	0.470	sakitləşdirmək
tickle	joy	0.470	qıdıq
kiddo	joy	0.470	balaca
nostalgia	joy	0.470	nostalji
massage	joy	0.470	masaj edin
calming	joy	0.470	sakitləşdirici
adventure	joy	0.470	macəra
pretty	joy	0.469	gözəl
purring	joy	0.469	mırıltı
eternal	joy	0.469	əbədi
humanitarian	joy	0.469	humanitar
nurture	joy	0.469	tərbiyə etmək
giving	joy	0.469	verilməsi
rest	joy	0.469	istirahət
getaway	joy	0.469	qaçış
goals	joy	0.469	məqsədlər
pray	joy	0.469	dua etmək
bridegroom	joy	0.469	bəy
heartily	joy	0.469	ürəkdən
luster	joy	0.469	parıltı
bonding	joy	0.469	bağlama
princess	joy	0.469	şahzadə
amicable	joy	0.469	mehriban
benevolence	joy	0.469	xeyirxahlıq
child	joy	0.466	uşaq
salutary	joy	0.465	salamat
invite	joy	0.457	dəvət et
beam	joy	0.456	şüa
reminiscing	joy	0.456	xatırlayaraq
befriend	joy	0.455	dost olmaq
aesthetics	joy	0.455	estetika
friday	joy	0.455	cümə
freshair	joy	0.455	təmiz hava
ceremony	joy	0.455	mərasim
kindred	joy	0.455	qohum
mindfulness	joy	0.455	zehinlilik
sonice	joy	0.455	çox xoş
elevation	joy	0.455	yüksəklik
tropical	joy	0.455	tropik
scholarship	joy	0.455	təqaüd
hee	joy	0.455	hee
noworries	joy	0.453	narahat olmayın
allure	joy	0.453	cazibədarlıq
approve	joy	0.453	təsdiq etmək
scenery	joy	0.453	mənzərə
waterfall	joy	0.453	şəlalə
vindication	joy	0.453	bəraət qazanma
namaste	joy	0.453	namaste
commemorate	joy	0.453	xatırlamaq
faith	joy	0.453	iman
birth	joy	0.453	doğum
forgiveness	joy	0.453	əfv
journey	joy	0.447	səyahət
meditation	joy	0.446	meditasiya
relaxed	joy	0.442	rahat
present	joy	0.441	indiki
weekend	joy	0.441	həftə sonu
tender	joy	0.441	tender
tranquil	joy	0.441	sakit
lyrical	joy	0.439	lirik
sharing	joy	0.439	paylaşma
esteem	joy	0.439	hörmət
nostalgic	joy	0.439	nostalji
prayer	joy	0.439	dua
righteousness	joy	0.439	salehlik
