English Word	Emotion	Emotion-Intensity-Score	Hawaiian Word
ecstasy	joy	0.906	hauʻoli
lovelovelove	joy	0.906	alohaalohaaloha
cheerful	joy	0.906	ʻoliʻoli
cheer	joy	0.897	ʻoliʻoli
elated	joy	0.894	hauʻoli
peaceofmind	joy	0.891	peaceofmind
jolly	joy	0.891	hauʻoli
delighted	joy	0.891	hauʻoli
lovethis	joy	0.891	aloha keia
excitation	joy	0.891	hauʻoli
exhilaration	joy	0.891	hauʻoli
pleasures	joy	0.891	lealea
laugh	joy	0.891	akaaka
marvelously	joy	0.881	kupanaha
loving	joy	0.879	aloha
joyful	joy	0.879	hauʻoli
blissful	joy	0.879	hauʻoli
outstanding	joy	0.879	kūʻokoʻa
pleasurable	joy	0.877	oluolu
lovinglife	joy	0.875	ola aloha
enthusiastic	joy	0.875	hoihoi
glee	joy	0.875	ʻoliʻoli
iloveher	joy	0.875	iloveher
yaaaay	joy	0.875	iaaay
overthemoon	joy	0.875	overthemoon
happyplace	joy	0.875	wahi hauʻoli
sohappy	joy	0.868	hauʻoli
superb	joy	0.864	maikaʻi loa
woohoo	joy	0.864	woohoo
laughing	joy	0.864	ʻakaʻaka
wonderful	joy	0.863	kupanaha
hooray	joy	0.859	hooray
loved	joy	0.859	aloha
tearsofjoy	joy	0.859	waimaka hauʻoli
hallelujah	joy	0.859	haleluia
magnificent	joy	0.859	nani loa
glory	joy	0.859	hanohano
ilovechristmas	joy	0.859	ilovechristmas
brilliant	joy	0.859	ʻōlinolino
celebrated	joy	0.859	hoʻolauleʻa ʻia
cheering	joy	0.859	ʻoliʻoli
yayyyy	joy	0.859	ʻaeyyy
heavenly	joy	0.853	lani
exciting	joy	0.853	hoihoi
thrilled	joy	0.851	hauʻoli
mademyday	joy	0.848	makemyday
hohoho	joy	0.845	hohoho
celebrate	joy	0.844	hoʻolauleʻa
wonderfully	joy	0.844	kupanaha
blessing	joy	0.844	hoʻomaikaʻi
favoriteholiday	joy	0.844	lā hoʻomaha punahele
paradise	joy	0.833	paradaiso
marvellous	joy	0.833	kupanaha
festive	joy	0.833	ʻahaʻaina
sweetness	joy	0.833	ʻono
blessed	joy	0.833	pomaikai
celebrations	joy	0.833	nā hoʻolauleʻa
compliment	joy	0.831	hoʻomaikaʻi
smiling	joy	0.828	ʻakaʻaka
allsmiles	joy	0.828	aloha aloha
love	joy	0.828	aloha
enchanting	joy	0.828	hoonanea
homesweethome	joy	0.826	homesweethome
thankyougod	joy	0.824	mahalo
marvelous	joy	0.824	kupanaha
laughter	joy	0.824	ʻakaʻaka
goodmood	joy	0.819	maikaʻi
goodness	joy	0.818	maikaʻi
excellence	joy	0.818	maikaʻi loa
sensational	joy	0.818	hoonanea
joys	joy	0.818	hauʻoli
delightful	joy	0.818	ʻoluʻolu
excited	joy	0.818	hauʻoli
rejoicing	joy	0.818	ka hauoli ana
happyheart	joy	0.818	hauʻoli puʻuwai
celebratory	joy	0.818	hoʻolauleʻa
greatful	joy	0.816	nui loa
jovial	joy	0.814	hauʻoli
rejoice	joy	0.812	e hauoli
splendid	joy	0.812	nani loa
enjoy	joy	0.812	lealea
smiley	joy	0.812	minoʻaka
glorious	joy	0.812	hanohano
victorious	joy	0.812	lanakila
lovemaking	joy	0.812	Hoʻoipoipo
bonanza	joy	0.812	maikaʻi
greatday	joy	0.812	lā nui
excellent	joy	0.812	maikaʻi loa
goodtimes	joy	0.811	nā manawa maikaʻi
whatmakesmesmile	joy	0.811	ʻo ka mea ʻaʻohe
happyday	joy	0.809	lā hauʻoli
myfavorite	joy	0.804	kaʻu punahele
thankyoulord	joy	0.803	mahalo
gladness	joy	0.803	hauʻoli
yayyy	joy	0.803	hayyy
yeahhhh	joy	0.803	yeahhhh
pleasure	joy	0.803	leʻaleʻa
giggle	joy	0.802	ʻakaʻaka
happier	joy	0.797	hauʻoli
lovemylife	joy	0.797	lovemylife
magnificence	joy	0.797	ka nani
happytweet	joy	0.797	happytweet
lovinlife	joy	0.797	ola aloha
yesss	joy	0.797	yesss
dancing	joy	0.797	hula
success	joy	0.797	holomua
grateful	joy	0.789	mahalo
amuse	joy	0.788	lealea
splendor	joy	0.788	ka nani
happy	joy	0.788	hauʻoli
fun	joy	0.788	leʻaleʻa
giggling	joy	0.781	ʻakaʻaka
glad	joy	0.781	hauʻoli
glorify	joy	0.781	hoonani
radiant	joy	0.781	ʻālohilohi
beautiful	joy	0.781	uʻi
solucky	joy	0.781	ʻoluʻolu
sothankful	joy	0.781	mahalo nui
enchanted	joy	0.781	kupua
romance	joy	0.779	aloha aloha
perfection	joy	0.779	hemolele
christmassy	joy	0.779	Kalikimaka
heavens	joy	0.779	lani
thrilling	joy	0.776	hauʻoli
lovable	joy	0.773	aloha
congrats	joy	0.773	aloha
fiesta	joy	0.773	ʻahaʻaina
entertain	joy	0.773	hoʻokipa
happyvalentinesday	joy	0.773	hauʻoli lā male
miraculous	joy	0.773	hana mana
cheers	joy	0.773	Ke aloha
cheered	joy	0.773	hauʻoli
positivity	joy	0.773	maikaʻi
funday	joy	0.772	lā hoʻomaha
enjoying	joy	0.771	lealea ana
lifeisgood	joy	0.766	ola maikaʻi
amused	joy	0.766	leʻaleʻa
goodfeeling	joy	0.766	manaʻo maikaʻi
christmasspirit	joy	0.766	ʻuhane Kalikimaka
cuddling	joy	0.766	puliki ana
smiles	joy	0.766	minoaka
sosweet	joy	0.766	momona nō
thebest	joy	0.766	ka ʻoi aʻe
party	joy	0.765	pāʻina
delight	joy	0.765	leʻaleʻa
orgasm	joy	0.765	hoʻokalakupua
positive	joy	0.761	maikaʻi
sweetheart	joy	0.758	ipo
enlighten	joy	0.758	e hoomalamalama
cheerfulness	joy	0.758	ʻoliʻoli
miracles	joy	0.758	nā hana mana
giddy	joy	0.757	pupule
christmastime	joy	0.757	wā Kalikimaka
gratify	joy	0.750	hoonanea
greatness	joy	0.750	nui
friendliness	joy	0.750	aloha aloha
blessings	joy	0.750	hoʻomaikaʻi
laughs	joy	0.750	ʻakaʻaka
tistheseason	joy	0.750	kau kau
smile	joy	0.750	minoʻaka
pleasing	joy	0.750	ʻoluʻolu
romantic	joy	0.750	aloha
happyholidays	joy	0.750	lā hauʻoli
frolic	joy	0.748	leʻaleʻa
jubilee	joy	0.742	Iubile
miracle	joy	0.742	hana mana
enthusiasm	joy	0.742	ohohia
selflove	joy	0.742	aloha iho
triumph	joy	0.742	lanakila
magical	joy	0.742	kupua
rewarding	joy	0.742	uku
goodvibes	joy	0.742	ʻoluʻolu
positiveenergy	joy	0.742	ikehu maikai
feelgood	joy	0.736	ʻoluʻolu
prosperity	joy	0.735	ka pomaikai
behappy	joy	0.734	e hoʻohauʻoli
admiration	joy	0.734	mahalo
passionate	joy	0.734	makemake nui
goodday	joy	0.734	lā maikaʻi
luxurious	joy	0.734	ʻoluʻolu
tgif	joy	0.734	tgif
victory	joy	0.734	lanakila
feelinggood	joy	0.734	ʻoluʻolu
enchant	joy	0.734	hoʻohiwahiwa
greatnight	joy	0.734	po nui
vivacious	joy	0.734	olaola
glorification	joy	0.733	ka hoonani ana
sing	joy	0.729	mele
glowing	joy	0.729	ʻālohilohi
yessss	joy	0.728	yessss
fulfillment	joy	0.728	hoʻokō
breathtaking	joy	0.728	kahaha
thankful	joy	0.727	mahalo
cheery	joy	0.727	ʻoliʻoli
santa	joy	0.727	santa
hurrah	joy	0.727	hurray
christmasbreak	joy	0.727	kalikimaka
win	joy	0.727	lanakila
atpeace	joy	0.727	ka maluhia
award	joy	0.727	makana
merry	joy	0.727	hauʻoli
inspiration	joy	0.725	hoʻoulu ʻana
radiance	joy	0.725	ʻōlinolino
pleased	joy	0.725	ʻoluʻolu
uplift	joy	0.723	hookiekie
optimistic	joy	0.723	manaʻolana
heaven	joy	0.721	lani
lucky	joy	0.721	laki
godisgreat	joy	0.721	akua nui
holidays	joy	0.721	lā hoʻomaha
thrill	joy	0.721	hauʻoli
congratulatory	joy	0.719	hoʻomaikaʻi
thriving	joy	0.719	e ulu ana
amusement	joy	0.719	leʻaleʻa
perfect	joy	0.719	hemolele
lover	joy	0.719	mea aloha
xmas	joy	0.719	Kalikimaka
heartfelt	joy	0.719	puuwai
utopian	joy	0.719	utopia
lovely	joy	0.719	nani
harmony	joy	0.719	ka lokahi
praising	joy	0.719	e hoolea ana
brighten	joy	0.719	e hoomalamalama
luckiest	joy	0.712	laki loa
merrychristmas	joy	0.712	mele kalikimaka
magic	joy	0.712	kilokilo
achievement	joy	0.712	hoʻokō
yay	joy	0.712	ʻae
holiday	joy	0.712	lā hoʻomaha
treasures	joy	0.712	waiwai
luxury	joy	0.712	ʻoluʻolu
bestfeeling	joy	0.712	manaʻo maikaʻi loa
intimate	joy	0.710	pili pili
soblessed	joy	0.706	kaumaha
yaaay	joy	0.706	haaay
rave	joy	0.706	hoʻohiwahiwa
chuckle	joy	0.706	ʻakaʻaka
proud	joy	0.704	haaheo
winning	joy	0.703	lanakila
cherish	joy	0.703	mahalo
goodnews	joy	0.703	nuhou maikai
fuckyeah	joy	0.703	aloha
optimism	joy	0.703	manaʻo manaʻo maikaʻi
amazingly	joy	0.703	kupanaha
lovelife	joy	0.703	aloha aloha
truelove	joy	0.703	aloha ʻoiaʻiʻo
beautification	joy	0.703	ka nani
satisfying	joy	0.703	ʻoluʻolu
appreciates	joy	0.703	mahalo
cuddled	joy	0.703	pulikiia
goodlife	joy	0.703	ola maikai
gooood	joy	0.703	gooood
sweetest	joy	0.703	ʻoluʻolu loa
yaay	joy	0.700	haaay
entertained	joy	0.700	hoʻokipa ʻia
excite	joy	0.697	hoonanea
newbeginnings	joy	0.693	hoomaka hou
praisejesus	joy	0.691	hoʻomaikaʻi iā Iesu
birthday	joy	0.691	lā hānau
greatfriends	joy	0.688	mau hoa aloha
adoration	joy	0.688	hoʻomana
godsend	joy	0.688	akua
favorite	joy	0.688	punahele
content	joy	0.688	maʻiʻo
entertaining	joy	0.688	hoonanea
honored	joy	0.688	hanohano
metime	joy	0.688	metime
exquisite	joy	0.688	nani loa
holidayseason	joy	0.688	kau hoʻomaha
thankyoujesus	joy	0.688	mahalo iā Iesu
angelic	joy	0.688	ʻānela
goodhealth	joy	0.682	Kou ola pono
majestic	joy	0.682	hanohano
luscious	joy	0.682	ʻoluʻolu
memoriesiwontforget	joy	0.682	poina ʻole ka hoʻomanaʻo
bestfriends	joy	0.682	hoapili
precious	joy	0.682	makamae
appreciated	joy	0.682	mahalo ʻia
exaltation	joy	0.682	hookiekie
smiled	joy	0.682	minoaka
brightens	joy	0.682	hoʻomālamalama
tranquility	joy	0.679	ka maluhia
marry	joy	0.676	male
embrace	joy	0.676	apo
positively	joy	0.676	maikaʻi
grin	joy	0.672	ʻakaʻaka
hug	joy	0.672	apo
hilarious	joy	0.672	ʻakaʻaka
dearest	joy	0.672	aloha
contentment	joy	0.672	ʻoluʻolu
accomplished	joy	0.672	hookoia
relaxation	joy	0.672	hoʻomaha
bday	joy	0.672	lā lā
enliven	joy	0.672	hoʻolaʻa
weeeee	joy	0.672	weeeee
giggles	joy	0.672	ʻakaʻaka
fulfilled	joy	0.667	hookoia
bountiful	joy	0.667	nui loa
victor	joy	0.667	lanakila
adore	joy	0.667	mahalo
boisterous	joy	0.667	walaau
fulfill	joy	0.664	hoʻokō
cuddles	joy	0.662	puliki
prosperous	joy	0.660	pomaikai
appreciation	joy	0.656	mahalo
serenity	joy	0.656	ʻoluʻolu
happynewyear	joy	0.656	hauʻoli makahiki hou
humor	joy	0.656	hoʻohenehene
satisfy	joy	0.656	māʻona
besties	joy	0.656	nā hoaaloha
encouraged	joy	0.656	paipai ʻia
captivate	joy	0.656	hoʻopio
christmaseve	joy	0.656	Kalikimaka
glow	joy	0.656	ʻālohilohi
romanticism	joy	0.656	pili aloha
innerpeace	joy	0.656	ka maluhia loko
pleasant	joy	0.656	ʻoluʻolu
praises	joy	0.652	hoʻomaikaʻi
abundance	joy	0.652	ka nui
fortunes	joy	0.652	waiwai
engaged	joy	0.652	hoopalau
praised	joy	0.652	mahalo ʻia
relaxing	joy	0.652	hoʻomaha
treasure	joy	0.652	waiwai
satisfaction	joy	0.652	ʻoluʻolu
nothingbetter	joy	0.647	ʻaʻohe mea maikaʻi
affection	joy	0.647	aloha
relieved	joy	0.647	hoʻomaha
complement	joy	0.647	hoʻokō
carnival	joy	0.643	carnival
priceless	joy	0.641	waiwai ole
uplifting	joy	0.641	hookiekie
sensuality	joy	0.641	pili kino
saintly	joy	0.641	hemolele
champion	joy	0.641	champion
thanksgiving	joy	0.641	hoʻomaikaʻi
harmoniously	joy	0.641	me ka lokahi
wedding	joy	0.641	ʻAha Hoʻomale
achieve	joy	0.641	hoʻokō
divine	joy	0.641	akua
jackpot	joy	0.641	jackpot
honeymoon	joy	0.636	honeymoon
exalt	joy	0.636	hookiekie
twinkle	joy	0.636	ʻōlinolino
comforting	joy	0.636	hooluolu
felicity	joy	0.636	hauʻoli
peaceful	joy	0.636	maluhia
climax	joy	0.636	kiʻekiʻe
winner	joy	0.636	lanakila
reverie	joy	0.636	hoʻomanaʻo
yayy	joy	0.636	ʻae
cuddle	joy	0.636	apo
xoxo	joy	0.634	xoxo
stargazing	joy	0.625	nānā hōkū
festival	joy	0.625	ʻahaʻaina
sweet	joy	0.625	ʻono
generosity	joy	0.625	lokomaikaʻi
brighter	joy	0.625	ʻoi aku ka mālamalama
praisegod	joy	0.625	akua hoolea
gorgeous	joy	0.625	nani loa
hearts	joy	0.625	na naau
amusing	joy	0.625	ʻoluʻolu
fondness	joy	0.625	aloha
snuggling	joy	0.625	puliki ana
reward	joy	0.625	uku
sex	joy	0.622	ka wahine
kind	joy	0.621	ʻano ʻano
genial	joy	0.621	makamae
parade	joy	0.621	parade
applause	joy	0.621	paʻipaʻi
beauty	joy	0.621	nani
fulfilling	joy	0.618	hoʻokō
aspiring	joy	0.618	makemake nui
newlife	joy	0.618	ola hou
godbless	joy	0.616	na ke Akua e hoʻopōmaikaʻi aku
virtuous	joy	0.613	pono
kiss	joy	0.610	honi
christmas	joy	0.609	Kalikimaka
rainbows	joy	0.609	ānuenue
elegance	joy	0.609	ka nani
generous	joy	0.609	lokomaikaʻi
super	joy	0.609	nui loa
playful	joy	0.609	pāʻani
enlightenment	joy	0.609	ka malamalama
praiseworthy	joy	0.609	mahaloia
awards	joy	0.609	makana
adorable	joy	0.609	ʻoluʻolu
rekindle	joy	0.609	e hoʻā hou
winnings	joy	0.609	lanakila
independence	joy	0.607	kūʻokoʻa
amour	joy	0.607	aloha
kindness	joy	0.606	lokomaikaʻi
surprises	joy	0.606	kahaha
heheh	joy	0.606	heheh
hilarity	joy	0.606	hilarity
wonder	joy	0.606	kahaha
freely	joy	0.606	manuahi
successful	joy	0.606	holomua
inspired	joy	0.606	hoʻoulu ʻia
onelove	joy	0.606	hoʻokahi aloha
whimsical	joy	0.603	hoʻomāʻewaʻewa
entertainment	joy	0.603	hoʻokipa
passion	joy	0.603	kuko
stressfree	joy	0.601	pilikia ʻole
beautify	joy	0.601	e hoonani
sunrise	joy	0.600	puka ʻana o ka lā
godisgood	joy	0.597	maikaʻi maikaʻi
goodmusic	joy	0.594	mele maikaʻi
revere	joy	0.594	mahalo
whoo	joy	0.594	whoo
fanfare	joy	0.594	leʻaleʻa
inspire	joy	0.594	hoʻoulu
angel	joy	0.594	ʻānela
thankgod	joy	0.594	mahalo
goodies	joy	0.594	mea maikai
jesus	joy	0.594	lesu
accomplishment	joy	0.594	hoʻokō
snuggled	joy	0.594	hili ʻia
peacefully	joy	0.594	me ka maluhia
flirt	joy	0.594	pāhili
friendship	joy	0.591	hoalohaloha
singing	joy	0.591	himeni ana
heroic	joy	0.591	meʻe
exalted	joy	0.591	hookiekieia
fortune	joy	0.591	waiwai
highest	joy	0.591	kiekie loa
summer	joy	0.591	kauwela
contented	joy	0.588	ʻoluʻolu
rollicking	joy	0.588	kawiliwili ana
overflowing	joy	0.588	e kahe ana
woot	joy	0.588	woot
accolade	joy	0.586	hoʻomaikaʻi
hope	joy	0.586	manaʻolana
cozy	joy	0.583	ʻoluʻolu
delicious	joy	0.579	ʻono
raving	joy	0.578	hoʻōho
thelife	joy	0.578	ke ola
darling	joy	0.578	aloha
sensuous	joy	0.578	nanea
picturesque	joy	0.578	kiʻi kiʻi
friendly	joy	0.578	hoalohaloha
everlasting	joy	0.578	mau loa
praise	joy	0.578	mahalo
ambition	joy	0.578	manaʻo manaʻo
sparkle	joy	0.577	ʻōlinolino
sensual	joy	0.576	pili kino
peace	joy	0.576	maluhia
flattering	joy	0.576	hoomalimali
grace	joy	0.576	lokomaikaʻi
luckygirl	joy	0.576	wahine laki laki
heroism	joy	0.576	ka manaʻo koa
succeeding	joy	0.576	holomua
yeahhh	joy	0.576	yeahhh
special	joy	0.574	kūikawā
livelife	joy	0.574	ola ola
tantalizing	joy	0.572	hoonanea
pumped	joy	0.567	pahū ʻia
yey	joy	0.562	ʻae
surprise	joy	0.562	kāhāhā
sunny	joy	0.562	lā
prevail	joy	0.562	lanakila
revels	joy	0.562	hauʻoli
humorous	joy	0.562	hoʻohenehene
sweets	joy	0.562	mea ʻono
liking	joy	0.562	makemake
admirable	joy	0.562	mahalo ʻia
superstar	joy	0.562	hoku hōkū
relax	joy	0.562	hoʻomaha
prosper	joy	0.562	pomaikai
hero	joy	0.562	meʻe
hugs	joy	0.562	puliki
worthwhile	joy	0.562	pono
newyear	joy	0.561	Makahiki Hou
tenderness	joy	0.561	ʻoluʻolu
bless	joy	0.561	hoomaikai
favorable	joy	0.561	maikaʻi
freedom	joy	0.561	kūʻokoʻa
masterpiece	joy	0.561	haku hana
dreams	joy	0.559	moeuhane
hopeful	joy	0.559	manaʻolana
home	joy	0.559	home
cruising	joy	0.556	kaa ana
gracias	joy	0.554	aloha
faithfulness	joy	0.553	ʻoiaʻiʻo
eagerness	joy	0.552	makemake nui
closeness	joy	0.552	pili
sunshine	joy	0.551	ka lā
comfy	joy	0.551	ʻoluʻolu
vacation	joy	0.547	hoʻomaha
celestial	joy	0.547	lani
good	joy	0.547	maikaʻi loa
elite	joy	0.547	elite
illuminate	joy	0.547	hoʻomālamalama
confidence	joy	0.547	hilinaʻi
mistletoe	joy	0.547	mistletoe
daughter	joy	0.547	kaikamahine
lifted	joy	0.547	hāpai ʻia
goodmorning	joy	0.547	aloha kakahiaka
zeal	joy	0.547	ukiuki
gifts	joy	0.547	makana
gift	joy	0.547	makana
astonishment	joy	0.547	kahaha
heart	joy	0.547	Puʻuwai
completion	joy	0.547	hoʻopau ʻana
bonus	joy	0.547	bonus
charmed	joy	0.546	hoonanea
dance	joy	0.545	hula
sublime	joy	0.545	hanohano
recreation	joy	0.545	leʻaleʻa
encouragement	joy	0.545	paipai
god	joy	0.545	akua
gush	joy	0.545	hū
freshstart	joy	0.544	hoʻomaka hou
free	joy	0.544	manuahi
savior	joy	0.543	mea hoopakele
sanctuary	joy	0.541	hale kapu
grandchildren	joy	0.540	moopuna
wellness	joy	0.537	olakino
revel	joy	0.534	hauʻoli
music	joy	0.531	mele
fab	joy	0.531	fab
bridal	joy	0.531	wahine mare
soar	joy	0.531	lele lele
alive	joy	0.531	ola
money	joy	0.531	kālā
soothing	joy	0.531	hooluolu
serene	joy	0.531	mālie
holiness	joy	0.531	hemolele
inspirational	joy	0.531	hoʻouluhua
matrimony	joy	0.531	male mare
dayoff	joy	0.531	lā hoʻomaha
savor	joy	0.531	ʻono
vitality	joy	0.531	olaola
confident	joy	0.531	hilinaʻi
firstborn	joy	0.531	makahiapo
rainbow	joy	0.531	anuenue
liberation	joy	0.531	hoʻokuʻu ʻia
elegant	joy	0.530	nani
mastery	joy	0.530	ka manaʻo
glimmer	joy	0.530	ʻōlinolino
illumination	joy	0.530	hoʻomālamalama
blossom	joy	0.530	mohala
warmth	joy	0.530	mehana
welcomed	joy	0.530	hookipaia
treat	joy	0.529	pono
faithful	joy	0.529	pono
snuggles	joy	0.522	snuggles
laurels	joy	0.521	laurels
commendable	joy	0.519	mahaloia
succeed	joy	0.516	holomua
jingle	joy	0.516	jingle
zest	joy	0.516	ʻona
noschool	joy	0.516	ʻaʻohe kula
brotherly	joy	0.516	hoahanau
silly	joy	0.516	lapuwale
abundant	joy	0.516	nui loa
fancy	joy	0.516	nani
resplendent	joy	0.516	ʻōlinolino
strengthening	joy	0.516	hooikaika ana
presents	joy	0.516	makana
pride	joy	0.516	haaheo
almighty	joy	0.516	mana loa
powerful	joy	0.516	mana ikaika
aspire	joy	0.516	makemake
remarkable	joy	0.516	kupaianaha
greeted	joy	0.516	aloha ʻia
thanking	joy	0.515	mahalo
cutie	joy	0.515	cutie
kudos	joy	0.515	mahalo
therapeutic	joy	0.515	lapaau
zen	joy	0.515	zen
coronation	joy	0.515	poni
complete	joy	0.515	piha
shining	joy	0.515	alohilohi
spirit	joy	0.515	ʻuhane
princely	joy	0.515	aliʻi
vivid	joy	0.515	olaola
comfort	joy	0.515	hōʻoluʻolu
leisure	joy	0.515	leʻaleʻa
reunited	joy	0.515	hui hou
kid	joy	0.515	keiki
newme	joy	0.515	newme
payday	joy	0.515	lā uku
animated	joy	0.515	hoʻoulu ʻia
familytime	joy	0.515	wā ʻohana
relationship	joy	0.514	pilina
godly	joy	0.514	haipule
marriage	joy	0.514	male ʻana
daymade	joy	0.514	hana lā
spouse	joy	0.507	kane
intimately	joy	0.507	pili loa
respect	joy	0.500	mahalo
bloom	joy	0.500	mohala
purr	joy	0.500	purr
carefree	joy	0.500	mālama ʻole
nature	joy	0.500	ʻano ʻano
encourage	joy	0.500	paipai
soulful	joy	0.500	uhane
refreshed	joy	0.500	hōʻoluʻolu
family	joy	0.500	ohana
gem	joy	0.500	pōhaku makamae
meritorious	joy	0.500	hanohano
achieved	joy	0.500	loaa
motherhood	joy	0.500	noho makuahine
holyspirit	joy	0.500	ʻUhane Hemolele
surreal	joy	0.500	ʻoiaʻiʻo
charitable	joy	0.500	aloha
teamjesus	joy	0.500	huiiesu
stressrelief	joy	0.500	hoʻomaha hoʻoluhi
erotic	joy	0.500	erotic
inviting	joy	0.500	kono ana
baby	joy	0.500	pēpē
dignity	joy	0.500	hanohano
satisfied	joy	0.500	māʻona
visionary	joy	0.500	ʻike maka
memorable	joy	0.500	poina
veracity	joy	0.500	ʻoiaʻiʻo
healthy	joy	0.500	olakino
welcoming	joy	0.500	hoʻokipa
diamond	joy	0.500	daimana
christ	joy	0.500	Kristo
beach	joy	0.500	kahakai
accomplish	joy	0.500	hoʻokō
friends	joy	0.500	hoa
excel	joy	0.500	ʻoi aku ka maikaʻi
health	joy	0.493	olakino
aura	joy	0.493	aura
yehey	joy	0.486	yehey
approved	joy	0.486	aponoia
oasis	joy	0.486	oasis
liberty	joy	0.486	kuokoa
crowning	joy	0.485	leialii
aspiration	joy	0.485	ka manao
privileged	joy	0.485	pono
crescendo	joy	0.485	ʻāpiki
rapture	joy	0.485	hauʻoli
liberate	joy	0.485	hoʻokuʻu
nocomplaints	joy	0.485	ʻaʻohe hoʻopiʻi
prestige	joy	0.485	hanohano
bounty	joy	0.485	makana
gentle	joy	0.485	akahai
inseparable	joy	0.485	hiki ole ke kaawale
engaging	joy	0.485	pili ana
loyal	joy	0.485	kūpaʻa
betrothed	joy	0.485	hoopalau
transcendence	joy	0.484	oi aku
selfworth	joy	0.484	pono pono'ī
yummy	joy	0.484	ʻono
datenight	joy	0.484	lā pō
destiny	joy	0.484	hopena
heyday	joy	0.484	lā aloha
aloha	joy	0.484	aloha
desire	joy	0.484	makemake
dream	joy	0.484	moeuhane
luck	joy	0.484	laki
fete	joy	0.484	pāʻina
trophy	joy	0.484	pila
bouquet	joy	0.484	ʻāpana
chocolate	joy	0.484	kokoleka
creativity	joy	0.484	hana hoʻohua
boyfriend	joy	0.480	hoa kāne
commemoration	joy	0.479	hoʻomanaʻo
intelligence	joy	0.477	naauao
readiness	joy	0.473	mākaukau
friend	joy	0.471	hoaloha
bride	joy	0.471	wahine mare
enthusiast	joy	0.471	hoihoi
lush	joy	0.470	lush
inheritance	joy	0.470	hoʻoilina
soothe	joy	0.470	hooluolu
tickle	joy	0.470	ʻōniʻoniʻo
kiddo	joy	0.470	keiki keiki
nostalgia	joy	0.470	nostalgia
massage	joy	0.470	lomilomi
calming	joy	0.470	hooluolu
adventure	joy	0.470	huakaʻi hele
pretty	joy	0.469	nani
purring	joy	0.469	ʻōniʻoniʻo
eternal	joy	0.469	mau loa
humanitarian	joy	0.469	kōkua kanaka
nurture	joy	0.469	hanai
giving	joy	0.469	hāʻawi
rest	joy	0.469	hoomaha
getaway	joy	0.469	hele ʻē
goals	joy	0.469	pahu hopu
pray	joy	0.469	pule
bridegroom	joy	0.469	kane mare
heartily	joy	0.469	me ka naau
luster	joy	0.469	ʻōlinolino
bonding	joy	0.469	hoʻopaʻa ʻana
princess	joy	0.469	kamāliʻiwahine
amicable	joy	0.469	oluolu
benevolence	joy	0.469	lokomaikaʻi
child	joy	0.466	keiki
salutary	joy	0.465	salutary
invite	joy	0.457	kono
beam	joy	0.456	kaola
reminiscing	joy	0.456	hoʻomanaʻo
befriend	joy	0.455	hoalohaloha
aesthetics	joy	0.455	nā mea nani
friday	joy	0.455	Pōʻalima
freshair	joy	0.455	hau hou
ceremony	joy	0.455	ʻahaʻaina
kindred	joy	0.455	ʻohana
mindfulness	joy	0.455	ka noonoo ana
sonice	joy	0.455	sonice
elevation	joy	0.455	kiʻekiʻe
tropical	joy	0.455	pāʻani
scholarship	joy	0.455	haʻawina
hee	joy	0.455	hee
noworries	joy	0.453	ʻaʻohe hopohopo
allure	joy	0.453	hoʻohihi
approve	joy	0.453	apono
scenery	joy	0.453	hiʻona
waterfall	joy	0.453	wailele
vindication	joy	0.453	hoʻopono
namaste	joy	0.453	namaste
commemorate	joy	0.453	hoʻomanaʻo
faith	joy	0.453	ka manaoio
birth	joy	0.453	hānau
forgiveness	joy	0.453	kala kala
journey	joy	0.447	huakaʻi
meditation	joy	0.446	ka noonoo ana
relaxed	joy	0.442	hoʻomaha
present	joy	0.441	i kēia manawa
weekend	joy	0.441	hopena pule
tender	joy	0.441	palupalu
tranquil	joy	0.441	noho malie
lyrical	joy	0.439	mele
sharing	joy	0.439	kaʻana like
esteem	joy	0.439	mahalo
nostalgic	joy	0.439	nostalgic
prayer	joy	0.439	pule
righteousness	joy	0.439	ka pono
husband	joy	0.438	kane
relief	joy	0.438	hoʻomaha
strength	joy	0.438	ikaika
mighty	joy	0.438	ikaika loa
unbeaten	joy	0.438	lanakila ole
eager	joy	0.438	makemake nui
share	joy	0.438	kaʻana like
newday	joy	0.438	lā hou
sonnet	joy	0.438	sonnet
meditate	joy	0.438	e noonoo
life	joy	0.438	ola
winterbreak	joy	0.429	hoʻoilo hoʻoilo
warm	joy	0.429	mehana
movingforward	joy	0.429	neʻe i mua
buddy	joy	0.427	hoa
oneness	joy	0.426	hoʻokahi
unconstrained	joy	0.424	kaohi ole
amen	joy	0.424	Amene
reverence	joy	0.424	ka mahalo
healthful	joy	0.424	olakino
thelittlethings	joy	0.424	nā mea liʻiliʻi
medal	joy	0.424	mekala
unsurpassed	joy	0.424	lua ole
candlelight	joy	0.424	kukui kukui
carols	joy	0.424	mele
ejaculation	joy	0.424	ejaculation
beginnings	joy	0.422	hoomaka ana
sledding	joy	0.422	kaʻa kaʻa
graduation	joy	0.422	puka puka
frisky	joy	0.422	liʻiliʻi
lml	joy	0.422	lml
ease	joy	0.422	oluolu
symphony	joy	0.422	symphony
wealth	joy	0.422	waiwai
helpful	joy	0.422	kōkua
musical	joy	0.422	mele
glitter	joy	0.422	ʻōlinolino
calmness	joy	0.422	ka malie
energy	joy	0.422	ikehu
safe	joy	0.422	palekana
nostress	joy	0.421	ihu ihu
