English Word	Emotion	Emotion-Intensity-Score	Hungarian Word
avoid	fear	0.297	elkerül
inflation	fear	0.297	infláció
mislead	fear	0.297	félrevezetni
adjudicate	fear	0.297	ítélkezzen
endless	fear	0.297	végtelen
deflation	fear	0.297	defláció
depreciated	fear	0.297	amortizálódott
bitch	fear	0.297	kurva
swamp	fear	0.297	ingovány
bale	fear	0.297	bála
dashed	fear	0.297	szaggatott
crouching	fear	0.297	guggolás
flounder	fear	0.297	lepényhal
hide	fear	0.297	elrejt
reluctant	fear	0.297	vonakodó
unsurpassed	fear	0.297	páratlan
medical	fear	0.297	orvosi
timidity	fear	0.297	félénkség
auditor	fear	0.297	könyvvizsgáló
deluge	fear	0.287	özönvíz
disinformation	fear	0.286	dezinformáció
court	fear	0.284	bíróság
aversion	fear	0.283	idegenkedés
cartridge	fear	0.281	patron
unfriendly	fear	0.281	barátságtalan
cautious	fear	0.281	óvatos
surveillance	fear	0.281	felügyelet
yelp	fear	0.281	nyüszít
confusion	fear	0.281	zavar
apache	fear	0.281	apache
flying	fear	0.281	repülő
submitting	fear	0.281	benyújtása
discourage	fear	0.281	elkedvetleníteni
rush	fear	0.281	rohanás
fortress	fear	0.281	erőd
dwarfed	fear	0.281	eltörpült
challenge	fear	0.281	kihívás
notready	fear	0.281	nem áll készen
wan	fear	0.281	halvány
mistaken	fear	0.281	téves
hurryup	fear	0.281	siess
swelling	fear	0.281	duzzanat
oncoming	fear	0.281	közelgő
remains	fear	0.281	maradványok
unruly	fear	0.281	rakoncátlan
bigoted	fear	0.281	nagyképű
intense	fear	0.279	erős
noncompliance	fear	0.276	meg nem felelés
alerts	fear	0.276	riasztások
planes	fear	0.274	repülőgépek
cop	fear	0.273	zsaru
displeased	fear	0.273	elégedetlen
unbridled	fear	0.271	féktelen
problem	fear	0.266	probléma
crouch	fear	0.266	lekuporodik
sneak	fear	0.266	settenkedik
hood	fear	0.266	kapucni
force	fear	0.266	Kényszerítés
confession	fear	0.266	gyónás
posse	fear	0.266	posse
banger	fear	0.266	bunker
belt	fear	0.266	öv
crowds	fear	0.266	tömegek
elevation	fear	0.266	magasság
insomnia	fear	0.266	álmatlanság
auditions	fear	0.266	meghallgatások
forgotten	fear	0.266	elfelejtett
affront	fear	0.266	sértés
cloak	fear	0.266	köpeny
newjob	fear	0.266	új Munka
blindfold	fear	0.266	vakon
skid	fear	0.266	csúszás
blemish	fear	0.266	hiba
uncanny	fear	0.266	rejtélyes
sentence	fear	0.266	mondat
cupping	fear	0.266	köpölyözés
regiment	fear	0.266	ezred
hooded	fear	0.266	csuklyás
operation	fear	0.266	művelet
immerse	fear	0.266	bemerül
shanghai	fear	0.266	sanghaj
acrobat	fear	0.266	akrobata
flurries	fear	0.266	záporok
spur	fear	0.262	sarkantyú
mortgagor	fear	0.258	jelzálogos adós
defense	fear	0.258	védelem
insect	fear	0.250	rovar
defend	fear	0.250	megvédeni
cataract	fear	0.250	szürkehályog
stealthy	fear	0.250	titkos
swampy	fear	0.250	mocsaras
sunk	fear	0.250	elsüllyedt
run	fear	0.250	fuss
scapegoat	fear	0.250	bűnbak
jobinterview	fear	0.250	állásinterjú
repent	fear	0.250	megtérni
breakingnews	fear	0.250	friss hírek
obliging	fear	0.250	kötelezve
rascal	fear	0.250	gazember
impatiently	fear	0.250	türelmetlenül
react	fear	0.250	reagál
doubt	fear	0.250	kétség
guard	fear	0.250	őr
forewarned	fear	0.250	előre figyelmeztetett
foul	fear	0.250	szabálytalan
indifference	fear	0.250	közöny
hag	fear	0.250	boszorkány
picket	fear	0.250	karó
delusional	fear	0.250	káprázatos
standstill	fear	0.250	leállás
rating	fear	0.250	értékelés
spinster	fear	0.250	aggszűz
unfamiliar	fear	0.250	ismeretlen
indecisive	fear	0.250	határozatlan
grounded	fear	0.242	földelt
badhabit	fear	0.242	rossz szokás
highest	fear	0.236	legmagasabb
aaaah	fear	0.234	ááá
shrink	fear	0.234	összezsugorodik
insomniac	fear	0.234	álmatlanságban szenvedő egyén
chicken	fear	0.234	csirke
bee	fear	0.234	méh
inequality	fear	0.234	egyenlőtlenség
verge	fear	0.234	szélén
shelters	fear	0.234	menedékhelyek
buzz	fear	0.234	zümmögés
buck	fear	0.234	bak
discontent	fear	0.234	elégedetlenség
difficulty	fear	0.234	nehézség
finalized	fear	0.234	véglegesítve
overdrive	fear	0.234	túlhajtás
pinion	fear	0.234	fogaskerék
scaffold	fear	0.234	állvány
dependence	fear	0.234	függőség
rekindle	fear	0.234	újjáéleszteni
instinctive	fear	0.234	ösztönös
thatmoment	fear	0.234	Abban a pillanatban
sleepless	fear	0.234	álmatlan
intercede	fear	0.234	közbenjár
psychiatrist	fear	0.234	pszichiáter
rushing	fear	0.233	rohanó
overslept	fear	0.226	átaludt
default	fear	0.226	alapértelmezett
confessional	fear	0.225	gyóntatószéki
impatient	fear	0.224	türelmetlen
tactics	fear	0.219	taktikát
aga	fear	0.219	aga
blues	fear	0.219	blues
thrill	fear	0.219	izgalom
immigrant	fear	0.219	bevándorló
veer	fear	0.219	irányváltozás
sweat	fear	0.219	izzad
cane	fear	0.219	nád
revelations	fear	0.219	kinyilatkoztatások
whatif	fear	0.219	mi van ha
waver	fear	0.219	habozik
jungle	fear	0.219	dzsungel
fingerscrossed	fear	0.219	szorít valakinek
stingy	fear	0.219	fukar
bait	fear	0.219	csali
unequal	fear	0.219	egyenlőtlen
lastminute	fear	0.219	utolsó pillanatban
heft	fear	0.219	súly
overtired	fear	0.218	túlfáradt
prognosis	fear	0.217	prognózis
alertness	fear	0.216	éberség
hyped	fear	0.214	felpezsdített
wishmeluck	fear	0.212	kívánj szerencsét
somuchtodo	fear	0.212	sok a tennivaló
toomuchtodo	fear	0.212	sok dolgom van
tryouts	fear	0.210	próbatételek
clowns	fear	0.207	bohócok
fluctuation	fear	0.204	ingadozás
examination	fear	0.204	vizsgálat
restless	fear	0.204	nyughatatlan
uphill	fear	0.203	fárasztó
quail	fear	0.203	fürj
phew	fear	0.203	fú
mighty	fear	0.203	hatalmas
cross	fear	0.203	kereszt
hurry	fear	0.203	siet
recesses	fear	0.203	mélyedéseket
intimacy	fear	0.203	meghittség
overcome	fear	0.203	legyőzni
birth	fear	0.203	születés
acceptances	fear	0.203	elfogadások
help	fear	0.203	Segítség
fearless	fear	0.200	rettenthetetlen
change	fear	0.198	változás
ware	fear	0.198	áru
withstand	fear	0.197	ellenállni
asap	fear	0.191	minél hamarabb
heighten	fear	0.188	fokozni
watch	fear	0.188	néz
tract	fear	0.188	traktus
advance	fear	0.188	előleg
overcoming	fear	0.188	legyőzni
attorney	fear	0.188	ügyvéd
deadlines	fear	0.188	határidőket
bug	fear	0.188	bogár
knots	fear	0.188	csomók
owing	fear	0.188	fizetendő
waitinggame	fear	0.188	várójáték
unorganised	fear	0.188	szervezetlen
gnome	fear	0.188	gnóm
fragile	fear	0.188	törékeny
cautiously	fear	0.188	óvatosan
stillness	fear	0.188	nyugalom
intrigue	fear	0.188	cselszövés
rule	fear	0.188	szabály
elf	fear	0.185	Manó
stillwaiting	fear	0.184	még mindig vár
lonely	fear	0.183	magányos
slippery	fear	0.181	csúszós
interview	fear	0.180	interjú
everyman	fear	0.178	minden ember
speculation	fear	0.176	spekuláció
needtoknow	fear	0.173	tudni kell
worship	fear	0.172	imádat
unsure	fear	0.172	bizonytalan
surprise	fear	0.172	meglepetés
settlor	fear	0.172	telepes
competition	fear	0.172	verseny
readytogo	fear	0.172	indulásra kész
checkpoint	fear	0.172	ellenőrző pont
composure	fear	0.172	nyugalom
interviewer	fear	0.172	riporter
chaff	fear	0.172	pelyva
regulatory	fear	0.172	szabályozó
birch	fear	0.172	nyír-
shell	fear	0.172	héj
assessment	fear	0.172	értékelés
uncertain	fear	0.172	bizonytalan
rod	fear	0.172	rúd
humanrights	fear	0.172	emberi jogok
less	fear	0.167	Kevésbé
coy	fear	0.162	félénk
iris	fear	0.160	írisz
intimately	fear	0.156	bensőségesen
hearing	fear	0.156	meghallgatás
legalized	fear	0.156	legalizálták
needit	fear	0.156	kell
audition	fear	0.156	meghallgatás
retirement	fear	0.156	nyugdíjazás
countdown	fear	0.156	visszaszámlálás
sly	fear	0.156	ravasz
bases	fear	0.156	bázisok
ceasefire	fear	0.156	tűzszünet
medication	fear	0.156	gyógyszer
courageous	fear	0.154	bátor
overthinker	fear	0.153	túlgondoló
backtrack	fear	0.151	visszalép
dawned	fear	0.150	felvirradt
censor	fear	0.149	cenzor
bailiff	fear	0.147	végrehajtó
syllabus	fear	0.147	tanterv
delay	fear	0.141	késleltetés
newcomer	fear	0.141	újonc
imagination	fear	0.141	képzelet
waiting	fear	0.141	várakozás
gent	fear	0.141	férfi
validity	fear	0.141	érvényesség
cove	fear	0.141	öbölben
rationality	fear	0.141	racionalitás
caricature	fear	0.141	karikatúra
eventuality	fear	0.141	eshetőség
alreadyyyyy	fear	0.140	már éééé
shy	fear	0.140	félénk
symptom	fear	0.133	tünet
excite	fear	0.132	izgat
raccoon	fear	0.127	mosómedve
clown	fear	0.125	bohóc
tryout	fear	0.125	kipróbál
needtorelax	fear	0.125	lazítani kell
swim	fear	0.125	úszás
campaigning	fear	0.125	kampányol
hawk	fear	0.125	sólyom
prevent	fear	0.125	megakadályozni
gameday	fear	0.125	játéknap
ahhh	fear	0.125	ahhh
marry	fear	0.125	feleségül vesz
sprite	fear	0.125	kobold
soready	fear	0.125	bánatos
sag	fear	0.123	megereszkedik
pharmacy	fear	0.123	gyógyszertár
policeman	fear	0.121	rendőr
dreamt	fear	0.111	álmodott
lace	fear	0.111	csipke
homework	fear	0.109	házi feladat
destination	fear	0.109	rendeltetési hely
incase	fear	0.109	Amennyiben
pray	fear	0.109	imádkozik
knot	fear	0.109	csomó
confidence	fear	0.109	bizalom
bigday	fear	0.109	nagy nap
holiness	fear	0.109	szentség
notoriety	fear	0.109	hírhedtség
weight	fear	0.109	súly
slender	fear	0.100	karcsú
undecided	fear	0.098	eldöntetlen
sympathetic	fear	0.097	szimpatikus
poise	fear	0.094	egyensúly
case	fear	0.094	ügy
treat	fear	0.094	csemege
locate	fear	0.094	keresse meg
loyal	fear	0.094	hűséges
grades	fear	0.094	évfolyamok
god	fear	0.094	Isten
helmet	fear	0.094	sisak
confident	fear	0.094	magabiztos
counsellor	fear	0.094	tanácsadó
northeast	fear	0.088	északkeleti
graduation	fear	0.078	érettségi
compassion	fear	0.078	együttérzés
nurture	fear	0.078	táplálkozás
graded	fear	0.075	osztályozott
mum	fear	0.070	mama
infant	fear	0.067	csecsemő
journey	fear	0.062	utazás
parade	fear	0.062	felvonulás
gradschool	fear	0.062	gimnázium
civilian	fear	0.062	polgári
cloudiness	fear	0.062	felhősödés
cash	fear	0.062	készpénz
civilians	fear	0.062	civilek
guidelines	fear	0.062	iránymutatásokat
soulmate	fear	0.062	lélektárs
youth	fear	0.062	ifjúság
opera	fear	0.057	opera
synonymous	fear	0.056	szinonim
honest	fear	0.047	becsületes
praying	fear	0.047	imádkozás
intelligence	fear	0.038	intelligencia
volunteer	fear	0.031	önkéntes
romance	fear	0.031	románc
lines	fear	0.031	vonalak
obey	fear	0.016	engedelmeskedik
happiest	joy	0.986	legboldogabb
happiness	joy	0.984	boldogság
bliss	joy	0.971	boldogság
celebrating	joy	0.970	ünnepelve
jubilant	joy	0.969	ujjongó
ecstatic	joy	0.954	elragadtatott
elation	joy	0.944	euphoria
beaming	joy	0.938	sugárzó
bestdayever	joy	0.938	legjobb napja
loveee	joy	0.932	szerelmem
celebration	joy	0.929	ünneplés
awesomeness	joy	0.926	félelmetesség
joy	joy	0.924	öröm
joyous	joy	0.922	vidám
fabulous	joy	0.922	mesés
happily	joy	0.922	boldogan
excitement	joy	0.922	izgalom
exuberance	joy	0.922	gazdagság
makesmehappy	joy	0.922	boldoggá tesz
euphoria	joy	0.922	eufória
lovee	joy	0.920	szerelmem
gratitude	joy	0.914	hála
happydance	joy	0.912	boldog tánc
merriment	joy	0.912	vidámság
spectacular	joy	0.912	látványos
overjoyed	joy	0.909	elragadtatott
purebliss	joy	0.909	tiszta boldogság
triumphant	joy	0.907	diadalmas
ecstasy	joy	0.906	eksztázis
lovelovelove	joy	0.906	szerelem szerelem szerelem
cheerful	joy	0.906	vidám
cheer	joy	0.897	éljenzés
elated	joy	0.894	felajzott
peaceofmind	joy	0.891	szellemi béke
jolly	joy	0.891	vidám
delighted	joy	0.891	elragadtatva
lovethis	joy	0.891	szeretem
excitation	joy	0.891	gerjesztés
exhilaration	joy	0.891	jókedv
pleasures	joy	0.891	örömöket
laugh	joy	0.891	nevetés
marvelously	joy	0.881	csodálatosan
loving	joy	0.879	szerető
joyful	joy	0.879	vidám
blissful	joy	0.879	boldog
outstanding	joy	0.879	kiemelkedő
pleasurable	joy	0.877	kellemes
lovinglife	joy	0.875	szerető élet
enthusiastic	joy	0.875	lelkes
glee	joy	0.875	vidámság
iloveher	joy	0.875	szeretem őt
yaaaay	joy	0.875	yaaaay
overthemoon	joy	0.875	A fellegekben
happyplace	joy	0.875	boldog hely
sohappy	joy	0.868	boldog
superb	joy	0.864	nagyszerű
woohoo	joy	0.864	Ju Hú
laughing	joy	0.864	nevetés
wonderful	joy	0.863	csodálatos
hooray	joy	0.859	Hurrá
loved	joy	0.859	szeretett
tearsofjoy	joy	0.859	örömkönnyek
hallelujah	joy	0.859	Alleluja
magnificent	joy	0.859	Káprázatos
glory	joy	0.859	dicsőség
ilovechristmas	joy	0.859	szeretem a karácsonyt
brilliant	joy	0.859	ragyogó
celebrated	joy	0.859	ünnepelt
cheering	joy	0.859	éljenzés
yayyyy	joy	0.859	yayyyy
heavenly	joy	0.853	mennyei
exciting	joy	0.853	izgalmas
thrilled	joy	0.851	izgatott
mademyday	joy	0.848	feldobta a napomat
hohoho	joy	0.845	ho ho hó
celebrate	joy	0.844	ünnepel
wonderfully	joy	0.844	csodálatosan
blessing	joy	0.844	áldás
favoriteholiday	joy	0.844	kedvenc ünnepe
paradise	joy	0.833	paradicsom
marvellous	joy	0.833	csodálatos
festive	joy	0.833	ünnepies
sweetness	joy	0.833	édesség
blessed	joy	0.833	áldott
celebrations	joy	0.833	ünnepségek
compliment	joy	0.831	bók
smiling	joy	0.828	mosolygás
allsmiles	joy	0.828	csupa mosoly
love	joy	0.828	szeretet
enchanting	joy	0.828	varázslatos
homesweethome	joy	0.826	otthon, édes otthon
thankyougod	joy	0.824	köszönöm Istenem
marvelous	joy	0.824	csodálatos
laughter	joy	0.824	nevetés
goodmood	joy	0.819	jó hangulat
goodness	joy	0.818	jóság
excellence	joy	0.818	kiválóság
sensational	joy	0.818	szenzációs
joys	joy	0.818	örömeit
delightful	joy	0.818	elragadó
excited	joy	0.818	izgatott
rejoicing	joy	0.818	öröm
happyheart	joy	0.818	boldog szív
celebratory	joy	0.818	ünnepi
greatful	joy	0.816	nagyszerű
jovial	joy	0.814	kedélyes
rejoice	joy	0.812	örülj
splendid	joy	0.812	pompás
enjoy	joy	0.812	Élvezd
smiley	joy	0.812	mosolygós
glorious	joy	0.812	dicső
victorious	joy	0.812	győztes
lovemaking	joy	0.812	Szerelmeskedés
bonanza	joy	0.812	bonanza
greatday	joy	0.812	Nagy nap
excellent	joy	0.812	kiváló
goodtimes	joy	0.811	szép idők
whatmakesmesmile	joy	0.811	mitől mosolyog
happyday	joy	0.809	boldog nap
myfavorite	joy	0.804	a kedvencem
thankyoulord	joy	0.803	köszönöm Uram
gladness	joy	0.803	öröm
yayyy	joy	0.803	yayyyy
yeahhhh	joy	0.803	yeahhhh
pleasure	joy	0.803	öröm
giggle	joy	0.802	kuncogás
happier	joy	0.797	boldogabb
lovemylife	joy	0.797	szeretem az életem
magnificence	joy	0.797	pompa
happytweet	joy	0.797	happytweet
lovinlife	joy	0.797	szerető élet
yesss	joy	0.797	yesss
dancing	joy	0.797	tánc
success	joy	0.797	siker
grateful	joy	0.789	hálás
amuse	joy	0.788	szórakoztat
splendor	joy	0.788	ragyogás
happy	joy	0.788	boldog
fun	joy	0.788	szórakoztató
giggling	joy	0.781	kuncogva
glad	joy	0.781	boldog
glorify	joy	0.781	dicsőíteni
radiant	joy	0.781	sugárzó
beautiful	joy	0.781	szép
solucky	joy	0.781	mázlista
sothankful	joy	0.781	nagyon hálás
enchanted	joy	0.781	elvarázsolt
romance	joy	0.779	románc
perfection	joy	0.779	tökéletesség
christmassy	joy	0.779	karácsonyi
heavens	joy	0.779	egek
thrilling	joy	0.776	izgató
lovable	joy	0.773	kedves
congrats	joy	0.773	gratula
fiesta	joy	0.773	fiesta
entertain	joy	0.773	szórakoztatni
happyvalentinesday	joy	0.773	boldog Valentin napot
miraculous	joy	0.773	csodálatos
cheers	joy	0.773	Egészségére
cheered	joy	0.773	ujjongott
positivity	joy	0.773	pozitivitás
funday	joy	0.772	vidám nap
enjoying	joy	0.771	élvezve
lifeisgood	joy	0.766	az élet jó
amused	joy	0.766	vidám
goodfeeling	joy	0.766	jó érzés
christmasspirit	joy	0.766	karácsonyi hangulat
cuddling	joy	0.766	hozzábújva
smiles	joy	0.766	mosolyog
sosweet	joy	0.766	de édes
thebest	joy	0.766	a legjobb
party	joy	0.765	buli
delight	joy	0.765	élvezet
orgasm	joy	0.765	orgazmus
positive	joy	0.761	pozitív
sweetheart	joy	0.758	Édesem
enlighten	joy	0.758	felvilágosít
cheerfulness	joy	0.758	vidámság
miracles	joy	0.758	csodákat
giddy	joy	0.757	szeleburdi
christmastime	joy	0.757	karácsony
gratify	joy	0.750	kielégít
greatness	joy	0.750	nagyság
friendliness	joy	0.750	barátság
blessings	joy	0.750	áldás
laughs	joy	0.750	nevet
tistheseason	joy	0.750	idényben
smile	joy	0.750	mosoly
pleasing	joy	0.750	kellemes
romantic	joy	0.750	romantikus
happyholidays	joy	0.750	kellemes Ünnepeket
frolic	joy	0.748	vidámság
jubilee	joy	0.742	jubileum
miracle	joy	0.742	csoda
enthusiasm	joy	0.742	lelkesedés
selflove	joy	0.742	önimádat
triumph	joy	0.742	diadal
magical	joy	0.742	mágikus
rewarding	joy	0.742	jutalmazó
goodvibes	joy	0.742	jó hangulatot
positiveenergy	joy	0.742	pozitív energia
feelgood	joy	0.736	jó érzés
prosperity	joy	0.735	jólét
behappy	joy	0.734	Legyél boldog
admiration	joy	0.734	csodálat
passionate	joy	0.734	szenvedélyes
goodday	joy	0.734	jó nap
luxurious	joy	0.734	fényűző
tgif	joy	0.734	tgif
victory	joy	0.734	győzelem
feelinggood	joy	0.734	jól érzi magát
enchant	joy	0.734	elvarázsol
greatnight	joy	0.734	remek este
vivacious	joy	0.734	élénk
glorification	joy	0.733	dicsőítés
sing	joy	0.729	énekel
glowing	joy	0.729	fénylő
yessss	joy	0.728	yessss
fulfillment	joy	0.728	teljesítés
breathtaking	joy	0.728	lélegzetelállító
thankful	joy	0.727	hálás
cheery	joy	0.727	derűs
santa	joy	0.727	Télapó
hurrah	joy	0.727	Hurrá
christmasbreak	joy	0.727	karácsonyi szünet
win	joy	0.727	győzelem
atpeace	joy	0.727	békében
award	joy	0.727	díj
merry	joy	0.727	vidám
inspiration	joy	0.725	ihlet
radiance	joy	0.725	ragyogás
pleased	joy	0.725	elégedett
uplift	joy	0.723	felemelés
optimistic	joy	0.723	optimista
heaven	joy	0.721	menny
lucky	joy	0.721	szerencsés
godisgreat	joy	0.721	Az isten jó
holidays	joy	0.721	ünnepek
thrill	joy	0.721	izgalom
congratulatory	joy	0.719	gratuláló
thriving	joy	0.719	virágzó
amusement	joy	0.719	szórakoztatás
perfect	joy	0.719	tökéletes
lover	joy	0.719	szerető
xmas	joy	0.719	karácsony
heartfelt	joy	0.719	őszinte
utopian	joy	0.719	utópisztikus
lovely	joy	0.719	bájos
harmony	joy	0.719	harmónia
praising	joy	0.719	dicséret
brighten	joy	0.719	felvilágosítani
luckiest	joy	0.712	legszerencsésebb
merrychristmas	joy	0.712	boldog Karácsonyt
magic	joy	0.712	varázslat
achievement	joy	0.712	teljesítmény
yay	joy	0.712	Hurrá
holiday	joy	0.712	ünnep
treasures	joy	0.712	kincseket
luxury	joy	0.712	luxus
bestfeeling	joy	0.712	legjobb érzés
intimate	joy	0.710	meghitt
soblessed	joy	0.706	bőségesen áldott
yaaay	joy	0.706	yaaay
rave	joy	0.706	félrebeszél
chuckle	joy	0.706	kuncogás
proud	joy	0.704	büszke
winning	joy	0.703	nyerő
cherish	joy	0.703	dédelgetni
goodnews	joy	0.703	jó hírek
fuckyeah	joy	0.703	basszus
optimism	joy	0.703	optimizmus
amazingly	joy	0.703	elképesztően
lovelife	joy	0.703	szerelmi élet
truelove	joy	0.703	igaz szerelem
beautification	joy	0.703	szépítés
satisfying	joy	0.703	kielégítő
appreciates	joy	0.703	értékeli
cuddled	joy	0.703	hozzábújva
goodlife	joy	0.703	jó élet
gooood	joy	0.703	jóóóó
sweetest	joy	0.703	legédesebb
yaay	joy	0.700	igen
entertained	joy	0.700	szórakoztatta
excite	joy	0.697	izgat
newbeginnings	joy	0.693	új kezdetek
praisejesus	joy	0.691	dicsérd jézusom
birthday	joy	0.691	születésnap
greatfriends	joy	0.688	remek barátok
adoration	joy	0.688	imádat
godsend	joy	0.688	szerencsés véletlen
favorite	joy	0.688	kedvenc
content	joy	0.688	tartalom
entertaining	joy	0.688	szórakoztató
honored	joy	0.688	megbecsült
metime	joy	0.688	idő
exquisite	joy	0.688	tökéletes
holidayseason	joy	0.688	ünnepek
thankyoujesus	joy	0.688	Köszönöm Jézus
angelic	joy	0.688	angyali
goodhealth	joy	0.682	jó egészség
majestic	joy	0.682	fenséges
luscious	joy	0.682	zamatos
memoriesiwontforget	joy	0.682	emlékeit nem felejtem el
bestfriends	joy	0.682	legjobb barátok
precious	joy	0.682	értékes
appreciated	joy	0.682	értékelt, megbecsült
exaltation	joy	0.682	túlfűtöttség
smiled	joy	0.682	mosolygott
brightens	joy	0.682	kivilágosodik
tranquility	joy	0.679	nyugalom
marry	joy	0.676	feleségül vesz
embrace	joy	0.676	ölelés
positively	joy	0.676	pozitívan
grin	joy	0.672	vigyorog
hug	joy	0.672	Ölelés
hilarious	joy	0.672	vicces
dearest	joy	0.672	legkedvesebb
contentment	joy	0.672	megelégedés
accomplished	joy	0.672	teljesítve
relaxation	joy	0.672	pihenés
bday	joy	0.672	szülinap
enliven	joy	0.672	lelkesít
weeeee	joy	0.672	wieeee
giggles	joy	0.672	kuncog
fulfilled	joy	0.667	teljesült
bountiful	joy	0.667	bőséges
victor	joy	0.667	győztes
adore	joy	0.667	rajong
boisterous	joy	0.667	féktelen
fulfill	joy	0.664	teljesíteni
cuddles	joy	0.662	hozzábújik
prosperous	joy	0.660	virágzó
appreciation	joy	0.656	felértékelődés
serenity	joy	0.656	higgadtság
happynewyear	joy	0.656	boldog új évet
humor	joy	0.656	humor
satisfy	joy	0.656	kielégíteni
besties	joy	0.656	legjobbak
encouraged	joy	0.656	biztatott
captivate	joy	0.656	rabul ejteni
christmaseve	joy	0.656	szenteste
glow	joy	0.656	világít
romanticism	joy	0.656	romantika
innerpeace	joy	0.656	a belső béke
pleasant	joy	0.656	kellemes
praises	joy	0.652	dicséri
abundance	joy	0.652	bőség
fortunes	joy	0.652	vagyonokat
engaged	joy	0.652	foglalt
praised	joy	0.652	dicsérte
relaxing	joy	0.652	pihentető
treasure	joy	0.652	kincs
satisfaction	joy	0.652	elégedettség
nothingbetter	joy	0.647	semmi sem jobb
affection	joy	0.647	szeretet
relieved	joy	0.647	megkönnyebbülten
complement	joy	0.647	kiegészítés
carnival	joy	0.643	karnevál
priceless	joy	0.641	megfizethetetlen
uplifting	joy	0.641	felemelő
sensuality	joy	0.641	érzékiség
saintly	joy	0.641	szent
champion	joy	0.641	bajnok
thanksgiving	joy	0.641	hálaadás
harmoniously	joy	0.641	harmonikusan
wedding	joy	0.641	esküvő
achieve	joy	0.641	elérni
divine	joy	0.641	isteni
jackpot	joy	0.641	főnyeremény
honeymoon	joy	0.636	nászút
exalt	joy	0.636	felemel
twinkle	joy	0.636	csillogás
comforting	joy	0.636	megnyugtató
felicity	joy	0.636	boldogság
peaceful	joy	0.636	Békés
climax	joy	0.636	csúcspontja
winner	joy	0.636	győztes
reverie	joy	0.636	álmodozás
yayy	joy	0.636	yayy
cuddle	joy	0.636	ölelkezés
xoxo	joy	0.634	puszi
stargazing	joy	0.625	csillagnéző
festival	joy	0.625	fesztivál
sweet	joy	0.625	édes
generosity	joy	0.625	nagylelkűség
brighter	joy	0.625	világosabb
praisegod	joy	0.625	Hála Istennek
gorgeous	joy	0.625	gyönyörű
hearts	joy	0.625	szívek
amusing	joy	0.625	szórakoztató
fondness	joy	0.625	szeretet
snuggling	joy	0.625	összebújva
reward	joy	0.625	jutalom
sex	joy	0.622	szex
kind	joy	0.621	kedves
genial	joy	0.621	derűs
parade	joy	0.621	felvonulás
applause	joy	0.621	taps
beauty	joy	0.621	szépség
fulfilling	joy	0.618	teljesítő
aspiring	joy	0.618	Feltörekvő
newlife	joy	0.618	új élet
godbless	joy	0.616	Isten áldjon
virtuous	joy	0.613	erényes
kiss	joy	0.610	csók
christmas	joy	0.609	Karácsony
rainbows	joy	0.609	szivárványok
elegance	joy	0.609	elegancia
generous	joy	0.609	nagylelkű
super	joy	0.609	szuper
playful	joy	0.609	játékos
enlightenment	joy	0.609	felvilágosodás
praiseworthy	joy	0.609	dicséretre méltó
awards	joy	0.609	díjakat
adorable	joy	0.609	imádni való
rekindle	joy	0.609	újjáéleszteni
winnings	joy	0.609	nyeremények
independence	joy	0.607	függetlenség
amour	joy	0.607	szerelme
kindness	joy	0.606	kedvesség
surprises	joy	0.606	meglepetéseket
heheh	joy	0.606	heheh
hilarity	joy	0.606	vidámság
wonder	joy	0.606	csoda
freely	joy	0.606	szabadon
successful	joy	0.606	sikeres
inspired	joy	0.606	ihletett
onelove	joy	0.606	egy szerelem
whimsical	joy	0.603	szeszélyes
entertainment	joy	0.603	szórakozás
passion	joy	0.603	szenvedély
stressfree	joy	0.601	stressz mentes
beautify	joy	0.601	szépít
sunrise	joy	0.600	Napkelte
godisgood	joy	0.597	Isten jó
goodmusic	joy	0.594	jó zene
revere	joy	0.594	tisztel
whoo	joy	0.594	hú
fanfare	joy	0.594	harsonaszó
inspire	joy	0.594	inspirálni
angel	joy	0.594	angyal
thankgod	joy	0.594	hál 'Istennek
goodies	joy	0.594	finomságokat
jesus	joy	0.594	Jézus
accomplishment	joy	0.594	teljesítmény
snuggled	joy	0.594	összebújva
peacefully	joy	0.594	békésen
flirt	joy	0.594	flört
friendship	joy	0.591	barátság
singing	joy	0.591	éneklés
heroic	joy	0.591	hősies
exalted	joy	0.591	emelkedett
fortune	joy	0.591	szerencse
highest	joy	0.591	legmagasabb
summer	joy	0.591	nyár
contented	joy	0.588	elégedett
rollicking	joy	0.588	vidám
overflowing	joy	0.588	túláradó
woot	joy	0.588	woot
accolade	joy	0.586	elismerés
hope	joy	0.586	remény
cozy	joy	0.583	kényelmes
delicious	joy	0.579	finom
raving	joy	0.578	dühöngő
thelife	joy	0.578	Az élet
darling	joy	0.578	Drágám
sensuous	joy	0.578	érzéki
picturesque	joy	0.578	festői
friendly	joy	0.578	barátságos
everlasting	joy	0.578	örökkévaló
praise	joy	0.578	dicséret
ambition	joy	0.578	ambíció
sparkle	joy	0.577	szikra
sensual	joy	0.576	érzéki
peace	joy	0.576	béke
flattering	joy	0.576	hízelgő
grace	joy	0.576	kegyelem
luckygirl	joy	0.576	szerencsés lány
heroism	joy	0.576	hősiesség
succeeding	joy	0.576	sikerül
yeahhh	joy	0.576	yeahhh
special	joy	0.574	különleges
livelife	joy	0.574	Éld az életet
tantalizing	joy	0.572	csábító
pumped	joy	0.567	pumpált
yey	joy	0.562	igen
surprise	joy	0.562	meglepetés
