English Word	Emotion	Emotion-Intensity-Score	Hindi Word
goodfeeling	joy	0.766	अच्छी अनुभूति
christmasspirit	joy	0.766	क्रिसमस का उत्साह
cuddling	joy	0.766	लिपटना
smiles	joy	0.766	मुस्कान
sosweet	joy	0.766	कितना प्यारा
thebest	joy	0.766	सबसे अच्छा
party	joy	0.765	समारोह
delight	joy	0.765	आनंद
orgasm	joy	0.765	ओगाज़्म
positive	joy	0.761	सकारात्मक
sweetheart	joy	0.758	प्रिय
enlighten	joy	0.758	सूचित करना
cheerfulness	joy	0.758	उत्साह
miracles	joy	0.758	चमत्कार
giddy	joy	0.757	चक्कर
christmastime	joy	0.757	क्रिसमस का समाये
gratify	joy	0.750	घूस देना
greatness	joy	0.750	महानता
friendliness	joy	0.750	मित्रता
blessings	joy	0.750	आशीर्वाद का
laughs	joy	0.750	हंसते हुए
tistheseason	joy	0.750	तीसत्यऋतु
smile	joy	0.750	मुस्कुराओ
pleasing	joy	0.750	मनभावन
romantic	joy	0.750	प्रेम प्रसंगयुक्त
happyholidays	joy	0.750	छुट्टियों की शुभकामनाएं
frolic	joy	0.748	उल्लास
jubilee	joy	0.742	जयंती
miracle	joy	0.742	चमत्कार
enthusiasm	joy	0.742	जोश
selflove	joy	0.742	स्वार्थपरता
triumph	joy	0.742	विजयोल्लास
magical	joy	0.742	मैजिकल
rewarding	joy	0.742	पुरस्कृत
goodvibes	joy	0.742	अच्छी तरंगे
positiveenergy	joy	0.742	सकारात्मक ऊर्जा
feelgood	joy	0.736	अच्छा लगना
prosperity	joy	0.735	समृद्धि
behappy	joy	0.734	खुश रहो
admiration	joy	0.734	प्रशंसा
passionate	joy	0.734	जोशीला
goodday	joy	0.734	अच्छा दिन
luxurious	joy	0.734	शान शौकत
tgif	joy	0.734	टीजीआईएफ
victory	joy	0.734	विजय
feelinggood	joy	0.734	अच्छा लग रहा है
enchant	joy	0.734	एंचेंट
greatnight	joy	0.734	अच्छी रात
vivacious	joy	0.734	गरमागरम
glorification	joy	0.733	स्तुति
sing	joy	0.729	गाओ
glowing	joy	0.729	प्रकाश से युक्त
yessss	joy	0.728	हाँ
fulfillment	joy	0.728	पूर्ति
breathtaking	joy	0.728	लुभावनी
thankful	joy	0.727	कृतज्ञ
cheery	joy	0.727	प्रसन्न
santa	joy	0.727	सांता
hurrah	joy	0.727	हुर्रे
christmasbreak	joy	0.727	क्रिसमस की छुट्टी
win	joy	0.727	जीत
atpeace	joy	0.727	शांति से
award	joy	0.727	पुरस्कार
merry	joy	0.727	आनंदित
inspiration	joy	0.725	प्रेरणा
radiance	joy	0.725	चमक
pleased	joy	0.725	प्रसन्न
uplift	joy	0.723	उत्थान
optimistic	joy	0.723	आशावादी
heaven	joy	0.721	स्वर्ग
lucky	joy	0.721	भाग्यशाली
godisgreat	joy	0.721	भगवान महान है
holidays	joy	0.721	छुट्टियां
thrill	joy	0.721	रोमांच
congratulatory	joy	0.719	बधाई का
thriving	joy	0.719	संपन्न
amusement	joy	0.719	मनोरंजन
perfect	joy	0.719	उत्तम
lover	joy	0.719	प्रेम करनेवाला
xmas	joy	0.719	क्रिसमस
heartfelt	joy	0.719	हार्दिक
utopian	joy	0.719	काल्पनिक
lovely	joy	0.719	प्यारा
harmony	joy	0.719	समन्वय
praising	joy	0.719	की तारीफ
brighten	joy	0.719	रोशन
luckiest	joy	0.712	सबसे भाग्यशाली
merrychristmas	joy	0.712	क्रिसमस की बधाई
magic	joy	0.712	जादू
achievement	joy	0.712	उपलब्धि
yay	joy	0.712	वाह
holiday	joy	0.712	छुट्टी का दिन
treasures	joy	0.712	खजाने
luxury	joy	0.712	विलासिता
bestfeeling	joy	0.712	सर्वश्रेष्ठ अनुभव
intimate	joy	0.710	अन्तरंग
soblessed	joy	0.706	भाग्यवान
yaaay	joy	0.706	याय:
rave	joy	0.706	बड़बड़ाना
chuckle	joy	0.706	कुड़ाकुड़ाना
proud	joy	0.704	गर्व
winning	joy	0.703	जीत
cherish	joy	0.703	संजोकर रखना
goodnews	joy	0.703	खुशखबरी
fuckyeah	joy	0.703	भाड़ में जाओ
optimism	joy	0.703	आशावाद
amazingly	joy	0.703	आश्चर्यजनक
lovelife	joy	0.703	प्रेममय जीवन
truelove	joy	0.703	इश्क वाला लव
beautification	joy	0.703	सौंदर्यीकरण
satisfying	joy	0.703	संतुष्टि देने वाला
appreciates	joy	0.703	की सराहना करता है
cuddled	joy	0.703	गले लगाया
goodlife	joy	0.703	अच्छा जीवन
gooood	joy	0.703	गूड
sweetest	joy	0.703	सबसे प्यारी
yaay	joy	0.700	याय
entertained	joy	0.700	मनोरंजन
excite	joy	0.697	एक्साइट
newbeginnings	joy	0.693	नई शुरुआत
praisejesus	joy	0.691	यीशु की स्तुति
birthday	joy	0.691	जन्मदिन
greatfriends	joy	0.688	महान मित्र
adoration	joy	0.688	आराधना
godsend	joy	0.688	आकस्मिक धन-प्राप्ति
favorite	joy	0.688	पसंदीदा
content	joy	0.688	विषय
entertaining	joy	0.688	मनोरंजक
honored	joy	0.688	सम्मानित
metime	joy	0.688	मुझे समय
exquisite	joy	0.688	उत्कृष्ट
holidayseason	joy	0.688	छुट्टियों का मौसम
thankyoujesus	joy	0.688	धन्यवाद ईशू
angelic	joy	0.688	दिव्य
goodhealth	joy	0.682	अच्छा स्वास्थ्य
majestic	joy	0.682	आलीशान
luscious	joy	0.682	सुस्वाद
memoriesiwontforget	joy	0.682	यादें मैं नहीं भूलूंगा
bestfriends	joy	0.682	सबसे अच्छा दोस्त
precious	joy	0.682	कीमती
appreciated	joy	0.682	की सराहना की
exaltation	joy	0.682	उमंग
smiled	joy	0.682	मुस्कराए
brightens	joy	0.682	चमक
tranquility	joy	0.679	शांति
marry	joy	0.676	शादी कर
embrace	joy	0.676	अपनाना
positively	joy	0.676	सकारात्मक
grin	joy	0.672	मुसकान
hug	joy	0.672	गले लगाना
hilarious	joy	0.672	आनंददायक
dearest	joy	0.672	प्यारे
contentment	joy	0.672	संतोष
accomplished	joy	0.672	कुशल
relaxation	joy	0.672	विश्राम
bday	joy	0.672	जन्मदिन
enliven	joy	0.672	सजीव
weeeee	joy	0.672	वीईईईई
giggles	joy	0.672	हंसी
fulfilled	joy	0.667	पूरा
bountiful	joy	0.667	प्रचुर
victor	joy	0.667	विजेता
adore	joy	0.667	प्यार करते हैं
boisterous	joy	0.667	उद्दाम
fulfill	joy	0.664	पूरा
cuddles	joy	0.662	गले लगाना
prosperous	joy	0.660	समृद्ध
appreciation	joy	0.656	प्रशंसा
serenity	joy	0.656	शांति
happynewyear	joy	0.656	नए साल की शुभकामनाएँ
humor	joy	0.656	हास्य
satisfy	joy	0.656	संतुष्ट करना
besties	joy	0.656	जिगरी
encouraged	joy	0.656	प्रोत्साहित
captivate	joy	0.656	बंदी बनाना
christmaseve	joy	0.656	क्रिसमस की पूर्व संध्या
glow	joy	0.656	चमकना
romanticism	joy	0.656	प्राकृतवाद
innerpeace	joy	0.656	आत्मिक शांति
pleasant	joy	0.656	सुखद
praises	joy	0.652	प्रशंसा
abundance	joy	0.652	प्रचुरता
fortunes	joy	0.652	किस्मत
engaged	joy	0.652	व्यस्त
praised	joy	0.652	की सराहना की
relaxing	joy	0.652	आराम
treasure	joy	0.652	खजाना
satisfaction	joy	0.652	संतुष्टि
nothingbetter	joy	0.647	कुछ भी बेहतर नहीं है
affection	joy	0.647	स्नेह
relieved	joy	0.647	चिंतामुक्त
complement	joy	0.647	पूरक हैं
carnival	joy	0.643	CARNIVAL
priceless	joy	0.641	अमूल्य
uplifting	joy	0.641	उत्थान
sensuality	joy	0.641	कामुकता
saintly	joy	0.641	पुण्य
champion	joy	0.641	चैंपियन
thanksgiving	joy	0.641	धन्यवाद
harmoniously	joy	0.641	सौहार्दपूर्वक
wedding	joy	0.641	शादी
achieve	joy	0.641	प्राप्त करना
divine	joy	0.641	दिव्य
jackpot	joy	0.641	जैकपोट
honeymoon	joy	0.636	सुहाग रात
exalt	joy	0.636	प्रशंसा करना
twinkle	joy	0.636	टिमटिमाहट
comforting	joy	0.636	आराम देते
felicity	joy	0.636	परम सुख
peaceful	joy	0.636	शांतिपूर्ण
climax	joy	0.636	उत्कर्ष
winner	joy	0.636	विजेता
reverie	joy	0.636	भावना
yayy	joy	0.636	याय्य
cuddle	joy	0.636	छाती से लगाना
xoxo	joy	0.634	क्सोक्सो
stargazing	joy	0.625	स्टारगेज़िंग
festival	joy	0.625	त्योहार
sweet	joy	0.625	मीठा
generosity	joy	0.625	उदारता
brighter	joy	0.625	उज्जवल
praisegod	joy	0.625	जय भगवन
gorgeous	joy	0.625	मनमोहक
hearts	joy	0.625	दिल
amusing	joy	0.625	विनोदी
fondness	joy	0.625	अनुराग
snuggling	joy	0.625	जन-जीवन सामान्य
reward	joy	0.625	इनाम
sex	joy	0.622	लिंग
kind	joy	0.621	मेहरबान
genial	joy	0.621	मिलनसार
parade	joy	0.621	परेड
applause	joy	0.621	वाहवाही
beauty	joy	0.621	सुंदरता
fulfilling	joy	0.618	पूरा
aspiring	joy	0.618	आकांक्षी
newlife	joy	0.618	नया जीवन
godbless	joy	0.616	भगवान भला करे
virtuous	joy	0.613	धार्मिक
kiss	joy	0.610	चुम्मा
christmas	joy	0.609	क्रिसमस
rainbows	joy	0.609	इन्द्रधनुष
elegance	joy	0.609	लालित्य
generous	joy	0.609	उदार
super	joy	0.609	उत्तम
playful	joy	0.609	चंचल
enlightenment	joy	0.609	प्रबोधन
praiseworthy	joy	0.609	सराहनीय
awards	joy	0.609	पुरस्कार
adorable	joy	0.609	प्यारी
rekindle	joy	0.609	फिर से जगाना
winnings	joy	0.609	जीत
independence	joy	0.607	आजादी
amour	joy	0.607	प्रणय
kindness	joy	0.606	दयालुता
surprises	joy	0.606	आश्चर्य
heheh	joy	0.606	हेहेह
hilarity	joy	0.606	आनंद
wonder	joy	0.606	आश्चर्य
freely	joy	0.606	आज़ादी से
successful	joy	0.606	सफल
inspired	joy	0.606	प्रेरित किया
onelove	joy	0.606	वन लव
whimsical	joy	0.603	सनकी
entertainment	joy	0.603	मनोरंजन
passion	joy	0.603	जोश
stressfree	joy	0.601	तनाव मुक्त
beautify	joy	0.601	सुंदर बनाएं
sunrise	joy	0.600	सूर्योदय
godisgood	joy	0.597	भगवान अच्छे हैं
goodmusic	joy	0.594	मधुर संगीत
revere	joy	0.594	सम्मान
whoo	joy	0.594	वू
fanfare	joy	0.594	धूमधाम
inspire	joy	0.594	प्रेरित करना
angel	joy	0.594	देवदूत
thankgod	joy	0.594	सुकर है
goodies	joy	0.594	उपहार
jesus	joy	0.594	यीशु
accomplishment	joy	0.594	उपलब्धि
snuggled	joy	0.594	छीन लिया
peacefully	joy	0.594	शांति से
flirt	joy	0.594	इश्कबाज़ी करना
friendship	joy	0.591	मित्रता
singing	joy	0.591	गायन
heroic	joy	0.591	वीर रस
exalted	joy	0.591	ऊंचा
fortune	joy	0.591	सौभाग्य
highest	joy	0.591	उच्चतम
summer	joy	0.591	गर्मी
contented	joy	0.588	संतुष्ट
rollicking	joy	0.588	आनंद मचानेवाला
overflowing	joy	0.588	बह निकला
woot	joy	0.588	वूट
accolade	joy	0.586	सम्मान
hope	joy	0.586	आशा
cozy	joy	0.583	आरामदेह
delicious	joy	0.579	स्वादिष्ट
raving	joy	0.578	दीवाना
thelife	joy	0.578	जीवन
darling	joy	0.578	प्रिय
sensuous	joy	0.578	कामुक
picturesque	joy	0.578	सुरम्य
friendly	joy	0.578	दोस्ताना
everlasting	joy	0.578	चिरस्थायी
praise	joy	0.578	प्रशंसा
ambition	joy	0.578	महत्वाकांक्षा
sparkle	joy	0.577	चमक
sensual	joy	0.576	कामुक
peace	joy	0.576	शांति
flattering	joy	0.576	चापलूसी
grace	joy	0.576	कृपा
luckygirl	joy	0.576	भाग्यशाली लड़की
heroism	joy	0.576	साहस
succeeding	joy	0.576	सफल
yeahhh	joy	0.576	हाँ
special	joy	0.574	विशेष
livelife	joy	0.574	ज़िन्दगी जियो
tantalizing	joy	0.572	tantalizing
pumped	joy	0.567	पंप
yey	joy	0.562	मार
surprise	joy	0.562	आश्चर्य
sunny	joy	0.562	धूप
prevail	joy	0.562	प्रचलित होना
revels	joy	0.562	मौज-मस्ती करना
humorous	joy	0.562	रस लेनेवाला
sweets	joy	0.562	मीठा
liking	joy	0.562	पसंद
admirable	joy	0.562	प्रशंसनीय
superstar	joy	0.562	सुपर स्टार
relax	joy	0.562	आराम करना
prosper	joy	0.562	प्रोस्पर
hero	joy	0.562	नायक
hugs	joy	0.562	गले
worthwhile	joy	0.562	सार्थक
newyear	joy	0.561	नया साल
tenderness	joy	0.561	कोमलता
bless	joy	0.561	आशीर्वाद देना
favorable	joy	0.561	अनुकूल
freedom	joy	0.561	स्वतंत्रता
masterpiece	joy	0.561	मास्टरपीस
dreams	joy	0.559	सपने
hopeful	joy	0.559	आशावान
home	joy	0.559	घर
cruising	joy	0.556	मंडरा
gracias	joy	0.554	ग्रेसियस
faithfulness	joy	0.553	भक्ति
eagerness	joy	0.552	उत्सुकता
closeness	joy	0.552	निकटता
sunshine	joy	0.551	धूप
comfy	joy	0.551	आरामदायक
vacation	joy	0.547	छुट्टी
celestial	joy	0.547	स्वर्गीय
good	joy	0.547	अच्छा
elite	joy	0.547	अभिजात वर्ग
illuminate	joy	0.547	रोशन
confidence	joy	0.547	आत्मविश्वास
mistletoe	joy	0.547	बंडा
daughter	joy	0.547	बेटी
lifted	joy	0.547	उठा लिया
goodmorning	joy	0.547	शुभ प्रभात
zeal	joy	0.547	उत्साह
gifts	joy	0.547	उपहार
gift	joy	0.547	उपहार
astonishment	joy	0.547	विस्मय
heart	joy	0.547	हृदय
completion	joy	0.547	समापन
bonus	joy	0.547	बक्शीश
charmed	joy	0.546	मन प्रसन्न कर दिया
dance	joy	0.545	नृत्य
sublime	joy	0.545	उदात्त
recreation	joy	0.545	मनोरंजन
encouragement	joy	0.545	प्रोत्साहन
god	joy	0.545	परमेश्वर
gush	joy	0.545	बौछार
freshstart	joy	0.544	नयी शुरुआत
free	joy	0.544	नि: शुल्क
savior	joy	0.543	रक्षक
sanctuary	joy	0.541	अभ्यारण्य
grandchildren	joy	0.540	पोते
wellness	joy	0.537	कल्याण
revel	joy	0.534	रेवेल
music	joy	0.531	संगीत
fab	joy	0.531	फैब
bridal	joy	0.531	शादी का
soar	joy	0.531	ऊंची उड़ान भरना
alive	joy	0.531	जीवित
money	joy	0.531	पैसे
soothing	joy	0.531	सुखदायक
serene	joy	0.531	निर्मल
holiness	joy	0.531	परम पूज्य
inspirational	joy	0.531	प्रेरणादायक
matrimony	joy	0.531	विवाह
dayoff	joy	0.531	छुट्टी का दिन
savor	joy	0.531	स्वाद
vitality	joy	0.531	प्राण
confident	joy	0.531	आत्मविश्वासी
firstborn	joy	0.531	जेठा
rainbow	joy	0.531	इंद्रधनुष
liberation	joy	0.531	मुक्ति
elegant	joy	0.530	सुरुचिपूर्ण
mastery	joy	0.530	प्रभुत्व
glimmer	joy	0.530	प्रभा
illumination	joy	0.530	रोशनी
blossom	joy	0.530	खिलना
warmth	joy	0.530	गरमाहट
welcomed	joy	0.530	स्वागत किया
treat	joy	0.529	व्यवहार करना
faithful	joy	0.529	वफ़ादार
snuggles	joy	0.522	स्नगल्स
laurels	joy	0.521	ख्याति
commendable	joy	0.519	सराहनीय
succeed	joy	0.516	सफल होना
jingle	joy	0.516	टनटनाहट
zest	joy	0.516	उत्तेजकता
noschool	joy	0.516	स्कूल नहीं
brotherly	joy	0.516	भाई
silly	joy	0.516	नासमझ
abundant	joy	0.516	भरपूर
fancy	joy	0.516	कल्पना
resplendent	joy	0.516	देदीप्यमान
strengthening	joy	0.516	को सुदृढ़
presents	joy	0.516	प्रस्तुत करता है
pride	joy	0.516	गौरव
almighty	joy	0.516	सर्वशक्तिमान
powerful	joy	0.516	ताकतवर
aspire	joy	0.516	महत्त्वाकांक्षा करना
remarkable	joy	0.516	उत्कृष्ट
greeted	joy	0.516	बधाई दी
thanking	joy	0.515	धन्यवाद
cutie	joy	0.515	प्यारी
kudos	joy	0.515	प्रशंसा
therapeutic	joy	0.515	चिकित्सकीय
zen	joy	0.515	जेन
coronation	joy	0.515	राज तिलक करना
complete	joy	0.515	पूरा
shining	joy	0.515	चम चम
spirit	joy	0.515	आत्मा
princely	joy	0.515	राजसी
vivid	joy	0.515	जीवंत
comfort	joy	0.515	आराम
leisure	joy	0.515	फुर्सत
reunited	joy	0.515	फिर से
kid	joy	0.515	बच्चा
newme	joy	0.515	मैं नई
payday	joy	0.515	payday
animated	joy	0.515	एनिमेटेड
familytime	joy	0.515	परिवार के लिये समय
relationship	joy	0.514	रिश्ता
godly	joy	0.514	धार्मिक
marriage	joy	0.514	विवाह
daymade	joy	0.514	दिन का बना
spouse	joy	0.507	पति या पत्नी
intimately	joy	0.507	परिचित
respect	joy	0.500	आदर
bloom	joy	0.500	फूल का खिलना
purr	joy	0.500	म्याऊँ
carefree	joy	0.500	लापरवाह
nature	joy	0.500	प्रकृति
encourage	joy	0.500	प्रोत्साहित करना
soulful	joy	0.500	भावपूर्ण
refreshed	joy	0.500	ताजा
family	joy	0.500	परिवार
gem	joy	0.500	रत्न
meritorious	joy	0.500	सराहनीय
achieved	joy	0.500	हासिल
motherhood	joy	0.500	मातृत्व
holyspirit	joy	0.500	पवित्र आत्मा
surreal	joy	0.500	असली
charitable	joy	0.500	दानशील
teamjesus	joy	0.500	टीम जीसस
stressrelief	joy	0.500	तनाव से राहत
erotic	joy	0.500	कामुक
inviting	joy	0.500	आमंत्रित
baby	joy	0.500	शिशु
dignity	joy	0.500	गौरव
satisfied	joy	0.500	संतुष्ट
visionary	joy	0.500	काल्पनिक
memorable	joy	0.500	अविस्मरणीय
veracity	joy	0.500	सच्चाई
healthy	joy	0.500	स्वस्थ
welcoming	joy	0.500	स्वागत करते हुए
diamond	joy	0.500	हीरा
christ	joy	0.500	ईसा मसीह
beach	joy	0.500	सागरतट
accomplish	joy	0.500	पूरा करना
friends	joy	0.500	दोस्त
excel	joy	0.500	एक्सेल
health	joy	0.493	स्वास्थ्य
aura	joy	0.493	औरा
yehey	joy	0.486	येहे
approved	joy	0.486	स्वीकृत
oasis	joy	0.486	शाद्वल
liberty	joy	0.486	स्वतंत्रता
crowning	joy	0.485	ताजपोशी
aspiration	joy	0.485	आकांक्षा
privileged	joy	0.485	विशेषाधिकार प्राप्त
crescendo	joy	0.485	तेज
rapture	joy	0.485	उत्साह
liberate	joy	0.485	आजाद कराने
nocomplaints	joy	0.485	कोई शिकायत नहीं
prestige	joy	0.485	प्रतिष्ठा
bounty	joy	0.485	इनाम
gentle	joy	0.485	सज्जन
inseparable	joy	0.485	अवियोज्य
engaging	joy	0.485	मनोहन
loyal	joy	0.485	निष्ठावान
betrothed	joy	0.485	मंगेतर
transcendence	joy	0.484	श्रेष्ठता
selfworth	joy	0.484	स्वाभिमान
yummy	joy	0.484	स्वादिष्ट
datenight	joy	0.484	तिथि रात
destiny	joy	0.484	तकदीर
heyday	joy	0.484	उमंग का समय
aloha	joy	0.484	अलोहा
desire	joy	0.484	इच्छा
dream	joy	0.484	सपना
luck	joy	0.484	भाग्य
fete	joy	0.484	उत्सव
trophy	joy	0.484	ट्रॉफी
bouquet	joy	0.484	पुष्प गुच्छ
chocolate	joy	0.484	चॉकलेट
creativity	joy	0.484	रचनात्मकता
boyfriend	joy	0.480	दोस्त
commemoration	joy	0.479	स्मरणोत्सव
intelligence	joy	0.477	बुद्धि
readiness	joy	0.473	तत्परता
friend	joy	0.471	दोस्त
bride	joy	0.471	दुल्हन
enthusiast	joy	0.471	सरगर्म
lush	joy	0.470	रसीला
inheritance	joy	0.470	विरासत
soothe	joy	0.470	शांत करना
tickle	joy	0.470	गुदगुदी
kiddo	joy	0.470	बच्ची
nostalgia	joy	0.470	उदासी
massage	joy	0.470	मालिश
calming	joy	0.470	शांतिदायक
adventure	joy	0.470	साहसिक काम
pretty	joy	0.469	सुंदर
purring	joy	0.469	purring
eternal	joy	0.469	शास्वत
humanitarian	joy	0.469	मानवीय
nurture	joy	0.469	पालन - पोषण करना
giving	joy	0.469	दे रही है
rest	joy	0.469	विश्राम
getaway	joy	0.469	दूर हो जाओ
goals	joy	0.469	लक्ष्य
pray	joy	0.469	प्रार्थना करना
bridegroom	joy	0.469	वर वधु
heartily	joy	0.469	दिल से
luster	joy	0.469	आभा
bonding	joy	0.469	संबंध
princess	joy	0.469	राजकुमारी
amicable	joy	0.469	मैत्रीपूर्ण
benevolence	joy	0.469	भलाई
child	joy	0.466	बच्चा
salutary	joy	0.465	लाभदायक
invite	joy	0.457	आमंत्रित करना
beam	joy	0.456	खुशी से उछलना
reminiscing	joy	0.456	याद
befriend	joy	0.455	मित्रवत व्यवहार करना
aesthetics	joy	0.455	सौंदर्यशास्र
friday	joy	0.455	शुक्रवार
freshair	joy	0.455	ताज़ी हवा
ceremony	joy	0.455	समारोह
kindred	joy	0.455	आत्मीय
mindfulness	joy	0.455	सचेतन
sonice	joy	0.455	बहुत अच्छा
elevation	joy	0.455	ऊंचाई
tropical	joy	0.455	उष्णकटिबंधीय
scholarship	joy	0.455	छात्रवृत्ति
hee	joy	0.455	ही
noworries	joy	0.453	चिंता न करें
allure	joy	0.453	फुसलाना
approve	joy	0.453	मंजूर
scenery	joy	0.453	प्राकृतिक दृश्य
waterfall	joy	0.453	झरना
vindication	joy	0.453	प्रमाण
namaste	joy	0.453	नमस्ते
commemorate	joy	0.453	मनाना
faith	joy	0.453	आस्था
birth	joy	0.453	जन्म
forgiveness	joy	0.453	माफी
journey	joy	0.447	सफ़र
meditation	joy	0.446	ध्यान
relaxed	joy	0.442	ढील
present	joy	0.441	वर्तमान
weekend	joy	0.441	सप्ताहांत
tender	joy	0.441	निविदा
tranquil	joy	0.441	शांत
lyrical	joy	0.439	गेय
sharing	joy	0.439	बंटवारे
esteem	joy	0.439	आदर
nostalgic	joy	0.439	याद में आतुर
prayer	joy	0.439	प्रार्थना
righteousness	joy	0.439	धर्म
husband	joy	0.438	पति
relief	joy	0.438	राहत
strength	joy	0.438	ताकत
mighty	joy	0.438	ताकतवर
unbeaten	joy	0.438	अजेय
eager	joy	0.438	आतुर
share	joy	0.438	शेयर करना
newday	joy	0.438	नया दिन
sonnet	joy	0.438	गाथा
meditate	joy	0.438	ध्यान
life	joy	0.438	जिंदगी
winterbreak	joy	0.429	सर्दियों की छुट्टी
warm	joy	0.429	गरम
movingforward	joy	0.429	आगे बढ़ते हुए
buddy	joy	0.427	साथी
oneness	joy	0.426	एकता
unconstrained	joy	0.424	स्वेच्छापूर्ण
amen	joy	0.424	तथास्तु
reverence	joy	0.424	श्रद्धा
healthful	joy	0.424	स्वस्थ
thelittlethings	joy	0.424	छोटी - छोटी चीजें
medal	joy	0.424	पदक
unsurpassed	joy	0.424	नायाब
candlelight	joy	0.424	मोमबत्ती की रोशनी में
carols	joy	0.424	कैरोल
ejaculation	joy	0.424	फटना
beginnings	joy	0.422	शुरुआत
sledding	joy	0.422	बढ़ाव
graduation	joy	0.422	स्नातक स्तर की पढ़ाई
frisky	joy	0.422	प्रफुल्ल
lml	joy	0.422	एलएमएल
ease	joy	0.422	आराम
symphony	joy	0.422	स्वर की समता
wealth	joy	0.422	संपत्ति
helpful	joy	0.422	मददगार
musical	joy	0.422	संगीत
glitter	joy	0.422	चमक
calmness	joy	0.422	शांति
energy	joy	0.422	ऊर्जा
safe	joy	0.422	सुरक्षित
nostress	joy	0.421	कोई तनाव नहीं है
soundness	joy	0.421	दृढ़ता
promise	joy	0.415	पक्का वादा
reunite	joy	0.414	पुनर्मिलन
mother	joy	0.412	मां
salvation	joy	0.412	मोक्ष
poems	joy	0.412	कविताओं
clown	joy	0.409	विदूषक
lavender	joy	0.409	लैवेंडर
immaculate	joy	0.409	निर्मल
purify	joy	0.409	शुद्ध
inauguration	joy	0.409	उद्घाटन
aromatherapy	joy	0.409	अरोमा थेरेपी
lighten	joy	0.409	हल्का
travel	joy	0.409	यात्रा करना
cash	joy	0.406	नकद
companion	joy	0.406	साथी
live	joy	0.406	लाइव
opportune	joy	0.406	सामयिक
completing	joy	0.406	पूरा
charity	joy	0.406	दान पुण्य
heal	joy	0.406	ठीक होना
star	joy	0.406	सितारा
wishing	joy	0.406	बधाई देने के लिए
flowers	joy	0.406	पुष्प
income	joy	0.403	आय
soul	joy	0.401	आत्मा
munchies	joy	0.400	बिस्कुट
emancipation	joy	0.397	मुक्ति
indescribable	joy	0.397	अवर्णनीय
progress	joy	0.397	प्रगति
equality	joy	0.394	समानता
childhood	joy	0.394	बचपन
together	joy	0.394	साथ में
rhythmical	joy	0.394	तालबद्ध
fullness	joy	0.394	परिपूर्णता
calm	joy	0.394	शांत
hammock	joy	0.394	झूला
picnic	joy	0.394	पिकनिक
movies	joy	0.393	चलचित्र
zealous	joy	0.393	उत्साही
playground	joy	0.391	खेल का मैदान
affluence	joy	0.391	समृद्धि
warms	joy	0.391	गर्मजोशी
choir	joy	0.391	गाना बजानेवालों
littlethings	joy	0.391	छोटी बातें
auspicious	joy	0.391	शुभ
meaningful	joy	0.391	सार्थक
adventures	joy	0.391	एडवेंचर्स
goofy	joy	0.391	नासमझ
starry	joy	0.391	तारों से जड़ा
humanity	joy	0.391	इंसानियत
gesture	joy	0.387	हाव-भाव
witty	joy	0.382	हाज़िर जवाब
vow	joy	0.382	व्रत
shopping	joy	0.382	खरीदारी
vibes	joy	0.379	अनुभूति
worship	joy	0.379	पूजा करना
jump	joy	0.379	कूदना
communion	joy	0.379	ऐक्य
reverend	joy	0.377	श्रद्धेय
rising	joy	0.375	उभरता हुआ
advance	joy	0.375	अग्रिम
beaches	joy	0.375	समुद्र तटों
sonorous	joy	0.375	मधुर
courtship	joy	0.375	प्रेमालाप
experience	joy	0.375	अनुभव
reunion	joy	0.375	रीयूनियन
simplicity	joy	0.375	सादगी
full	joy	0.375	भरा हुआ
hymn	joy	0.375	भजन
spirits	joy	0.375	आत्माओं
unforgettable	joy	0.375	अविस्मरणीय
mirth	joy	0.375	प्रमोद
youth	joy	0.375	युवा
scenic	joy	0.375	सुंदर
unique	joy	0.375	अद्वितीय
redeemed	joy	0.375	भुनाए
alliance	joy	0.368	संधि
baptismal	joy	0.368	बपतिस्मा
grant	joy	0.366	देना
kitten	joy	0.364	बिल्ली का बच्चा
sanctification	joy	0.364	पिवत्रीकरण
conciliation	joy	0.364	समझौता
improves	joy	0.364	बेहतर बनाता है
pure	joy	0.364	शुद्ध
improve	joy	0.364	सुधारें
authentic	joy	0.364	विश्वसनीय
moonlight	joy	0.364	चांदनी
weightloss	joy	0.362	वजन घटना
raspberries	joy	0.360	रास्पबेरी
feeling	joy	0.359	भावना
jest	joy	0.359	हंसी
independent	joy	0.359	स्वतंत्र
sanctify	joy	0.359	पवित्रा
devotional	joy	0.359	धार्मिक
tinsel	joy	0.359	चमकी
proficiency	joy	0.359	प्रवीणता
listenting	joy	0.359	सुन
fidelity	joy	0.359	सत्य के प्रति निष्ठा
revival	joy	0.359	पुनः प्रवर्तन
giver	joy	0.353	दाता
cocoa	joy	0.353	कोको
deliverance	joy	0.348	मुक्ति
melody	joy	0.348	राग
unification	joy	0.348	एकीकरण
romp	joy	0.348	कोलाहल करते हुए खेलना
purpose	joy	0.348	उद्देश्य
choral	joy	0.348	कोरल
exceed	joy	0.348	सीमा पार करना
dolphin	joy	0.348	डॉल्फ़िन
roaring	joy	0.348	गर्जन
favor	joy	0.348	पक्ष
hotyoga	joy	0.347	हॉटयोग
voluptuous	joy	0.344	कामुक
fruits	joy	0.344	फल
cookies	joy	0.344	कुकीज़
manicure	joy	0.344	मैनीक्योर
nowork	joy	0.344	कोई काम नहीं
