English Word	Emotion	Emotion-Intensity-Score	Dutch Word
dike	fear	0.328	dijk
dominion	fear	0.328	heerschappij
wimp	fear	0.328	watje
quash	fear	0.328	vernietigen
subordinate	fear	0.328	ondergeschikt
shank	fear	0.328	schacht
remove	fear	0.328	verwijderen
senseless	fear	0.328	zinloos
shutdown	fear	0.328	stilgelegd
gametime	fear	0.328	game tijd
uhoh	fear	0.328	Oh Oh
loom	fear	0.328	weefgetouw
police	fear	0.328	politie
wrongly	fear	0.328	ten onrechte
unlucky	fear	0.328	pech gehad
gladiator	fear	0.328	gladiator
adrift	fear	0.328	op drift
hives	fear	0.328	netelroos
smut	fear	0.328	vuiligheid
encumbrance	fear	0.328	bezwaring
unsettled	fear	0.327	onrustig
scarce	fear	0.327	schaars
antisocial	fear	0.324	antisociaal
astray	fear	0.320	op een dwaalspoor
vigilant	fear	0.319	voorzichtig
socialist	fear	0.318	socialistisch
halter	fear	0.318	halster
pessimist	fear	0.317	pessimist
pacing	fear	0.316	ijsberen
wimpy	fear	0.312	watje
clinical	fear	0.312	klinisch
blight	fear	0.312	vloek
muzzle	fear	0.312	uiteinde van een loop
ahhhhhhhh	fear	0.312	ahhhhhhh
therapist	fear	0.312	therapeut
laxative	fear	0.312	laxeermiddel
obsessing	fear	0.312	geobsedeerd
seclusion	fear	0.312	afzondering
foreigner	fear	0.312	buitenlander
dentist	fear	0.312	tandarts
chargeable	fear	0.312	belastbaar
deadline	fear	0.312	deadline
uneasy	fear	0.312	ongemakkelijk
valium	fear	0.312	valium
powerful	fear	0.312	krachtig
opponent	fear	0.312	tegenstander
ordnance	fear	0.312	munitie
cram	fear	0.312	volproppen
unexpected	fear	0.312	niet verwacht
thorny	fear	0.312	netelig
discontinuity	fear	0.312	discontinuïteit
conspire	fear	0.312	samenzweren
collusion	fear	0.312	samenzwering
litigate	fear	0.312	procederen
unkind	fear	0.312	onaardig
whirlwind	fear	0.312	wervelwind
nether	fear	0.312	onder
trickery	fear	0.312	bedrog
bewilderment	fear	0.312	verbijstering
overthinking	fear	0.309	over analyseren
doubts	fear	0.308	twijfels
seriousness	fear	0.305	ernst
irrational	fear	0.305	irrationeel
erase	fear	0.303	wissen
teasing	fear	0.303	plagen
razor	fear	0.303	scheermes
sweating	fear	0.298	zweten
mage	fear	0.297	magiër
giant	fear	0.297	reusachtig
weighty	fear	0.297	gewichtig
warning	fear	0.297	waarschuwing
avoid	fear	0.297	voorkomen
inflation	fear	0.297	inflatie
mislead	fear	0.297	misleiden
adjudicate	fear	0.297	oordelen
endless	fear	0.297	eindeloos
deflation	fear	0.297	deflatie
depreciated	fear	0.297	afgeschreven
bitch	fear	0.297	teef
swamp	fear	0.297	moeras
bale	fear	0.297	baal
dashed	fear	0.297	gestreept
crouching	fear	0.297	gehurkt
flounder	fear	0.297	bot
hide	fear	0.297	verbergen
reluctant	fear	0.297	huiverig
unsurpassed	fear	0.297	onovertroffen
medical	fear	0.297	medisch
timidity	fear	0.297	verlegenheid
auditor	fear	0.297	accountant
deluge	fear	0.287	zondvloed
disinformation	fear	0.286	desinformatie
court	fear	0.284	rechtbank
aversion	fear	0.283	afkeer
cartridge	fear	0.281	patroon
unfriendly	fear	0.281	onvriendelijk
cautious	fear	0.281	voorzichtig
surveillance	fear	0.281	toezicht
yelp	fear	0.281	gillen
confusion	fear	0.281	verwardheid
apache	fear	0.281	apache
flying	fear	0.281	vliegend
submitting	fear	0.281	indienen
discourage	fear	0.281	ontmoedigen
rush	fear	0.281	stormloop
fortress	fear	0.281	vesting
dwarfed	fear	0.281	verkleind
challenge	fear	0.281	uitdaging
notready	fear	0.281	Niet klaar
wan	fear	0.281	wan
mistaken	fear	0.281	vergis je
hurryup	fear	0.281	haast je
swelling	fear	0.281	zwelling
oncoming	fear	0.281	naderend
remains	fear	0.281	stoffelijk overschot
unruly	fear	0.281	onhandelbaar
bigoted	fear	0.281	onverdraagzaam
intense	fear	0.279	intens
noncompliance	fear	0.276	niet-naleving
alerts	fear	0.276	waarschuwingen
planes	fear	0.274	vliegtuigen
cop	fear	0.273	politieagent
displeased	fear	0.273	niet tevreden
unbridled	fear	0.271	ongebreideld
problem	fear	0.266	probleem
crouch	fear	0.266	hurken
sneak	fear	0.266	sluipen
hood	fear	0.266	kap
force	fear	0.266	kracht
confession	fear	0.266	bekentenis
posse	fear	0.266	troep
banger	fear	0.266	banger
belt	fear	0.266	riem
crowds	fear	0.266	drukte
elevation	fear	0.266	verhoging
insomnia	fear	0.266	slapeloosheid
auditions	fear	0.266	audities
forgotten	fear	0.266	vergeten
affront	fear	0.266	belediging
cloak	fear	0.266	mantel
newjob	fear	0.266	nieuwe baan
blindfold	fear	0.266	blinddoek
skid	fear	0.266	slippen
blemish	fear	0.266	smet
uncanny	fear	0.266	griezelig
sentence	fear	0.266	zin
cupping	fear	0.266	cupping
regiment	fear	0.266	regiment
hooded	fear	0.266	capuchon
operation	fear	0.266	operatie
immerse	fear	0.266	onderdompelen
shanghai	fear	0.266	sjanghai
acrobat	fear	0.266	acrobaat
flurries	fear	0.266	vlagen
spur	fear	0.262	aansporing
mortgagor	fear	0.258	hypotheekgever
defense	fear	0.258	verdediging
insect	fear	0.250	insect
defend	fear	0.250	verdedigen
cataract	fear	0.250	staar
stealthy	fear	0.250	heimelijk
swampy	fear	0.250	moerassig
sunk	fear	0.250	gezonken
run	fear	0.250	rennen
scapegoat	fear	0.250	zondebok
jobinterview	fear	0.250	sollicitatiegesprek
repent	fear	0.250	berouw hebben
breakingnews	fear	0.250	belangrijk nieuws
obliging	fear	0.250	gedienstig
rascal	fear	0.250	boefje
impatiently	fear	0.250	ongeduldig
react	fear	0.250	Reageer
doubt	fear	0.250	twijfel
guard	fear	0.250	bewaker
forewarned	fear	0.250	gewaarschuwd
foul	fear	0.250	vals
indifference	fear	0.250	onverschilligheid
hag	fear	0.250	hag
picket	fear	0.250	piket
delusional	fear	0.250	misleidend
standstill	fear	0.250	blijf staan
rating	fear	0.250	beoordeling
spinster	fear	0.250	oude vrijster
unfamiliar	fear	0.250	onbekend
indecisive	fear	0.250	besluiteloos
grounded	fear	0.242	geaard
badhabit	fear	0.242	slechte gewoonte
highest	fear	0.236	hoogste
aaaah	fear	0.234	aaaah
shrink	fear	0.234	krimpen
insomniac	fear	0.234	slapeloze
chicken	fear	0.234	kip
bee	fear	0.234	bij
inequality	fear	0.234	ongelijkheid
verge	fear	0.234	berm
shelters	fear	0.234	schuilplaatsen
buzz	fear	0.234	ophef
buck	fear	0.234	bok
discontent	fear	0.234	ontevredenheid
difficulty	fear	0.234	moeilijkheid
finalized	fear	0.234	afgerond
overdrive	fear	0.234	overdrive
pinion	fear	0.234	rondsel
scaffold	fear	0.234	steiger
dependence	fear	0.234	afhankelijkheid
rekindle	fear	0.234	nieuw leven inblazen
instinctive	fear	0.234	instinctief
thatmoment	fear	0.234	dat moment
sleepless	fear	0.234	slapeloos
intercede	fear	0.234	bemiddelen
psychiatrist	fear	0.234	psychiater
rushing	fear	0.233	haasten
overslept	fear	0.226	verslapen
default	fear	0.226	standaard
confessional	fear	0.225	biechtstoel
impatient	fear	0.224	ongeduldig
tactics	fear	0.219	tactieken
aga	fear	0.219	weer
blues	fear	0.219	blues
thrill	fear	0.219	sensatie
immigrant	fear	0.219	immigrant
veer	fear	0.219	veer
sweat	fear	0.219	zweet
cane	fear	0.219	riet
revelations	fear	0.219	onthullingen
whatif	fear	0.219	wat als
waver	fear	0.219	wankelen
jungle	fear	0.219	jungle
fingerscrossed	fear	0.219	duimen
stingy	fear	0.219	gierig
bait	fear	0.219	aas
unequal	fear	0.219	ongelijke
lastminute	fear	0.219	laatste minuut
heft	fear	0.219	gewicht
overtired	fear	0.218	oververmoeid
prognosis	fear	0.217	prognose
alertness	fear	0.216	alertheid
hyped	fear	0.214	gehyped
wishmeluck	fear	0.212	wens me geluk
somuchtodo	fear	0.212	zo veel te doen
toomuchtodo	fear	0.212	te veel te doen
tryouts	fear	0.210	try-outs
clowns	fear	0.207	clowns
fluctuation	fear	0.204	fluctuatie
examination	fear	0.204	inspectie
restless	fear	0.204	rusteloos
uphill	fear	0.203	bergopwaarts
quail	fear	0.203	kwartel
phew	fear	0.203	opluchting
mighty	fear	0.203	machtig
cross	fear	0.203	kruis
hurry	fear	0.203	haast je
recesses	fear	0.203	uitsparingen
intimacy	fear	0.203	intimiteit
overcome	fear	0.203	overwinnen
birth	fear	0.203	geboorte
acceptances	fear	0.203	acceptaties
help	fear	0.203	helpen
fearless	fear	0.200	onbevreesd
change	fear	0.198	Wijzigen
ware	fear	0.198	ware
withstand	fear	0.197	weerstaan
asap	fear	0.191	zsm
heighten	fear	0.188	verhogen
watch	fear	0.188	horloge
tract	fear	0.188	traktaat
advance	fear	0.188	voorschot
overcoming	fear	0.188	overwinnen
attorney	fear	0.188	procureur
deadlines	fear	0.188	deadlines
bug	fear	0.188	beestje
knots	fear	0.188	knopen
owing	fear	0.188	verschuldigd
waitinggame	fear	0.188	wachtspel
unorganised	fear	0.188	ongeorganiseerd
gnome	fear	0.188	kabouter
fragile	fear	0.188	Broos
cautiously	fear	0.188	voorzichtig
stillness	fear	0.188	stilte
intrigue	fear	0.188	intrigeren
rule	fear	0.188	regel
elf	fear	0.185	elf
stillwaiting	fear	0.184	nog steeds aan het wachten
lonely	fear	0.183	alleen
slippery	fear	0.181	glad
interview	fear	0.180	interview
everyman	fear	0.178	iedereen
speculation	fear	0.176	speculatie
needtoknow	fear	0.173	moet weten
worship	fear	0.172	aanbidding
unsure	fear	0.172	onzeker
surprise	fear	0.172	verrassing
settlor	fear	0.172	kolonist
competition	fear	0.172	wedstrijd
readytogo	fear	0.172	klaar om te gaan
checkpoint	fear	0.172	controlepost
composure	fear	0.172	kalmte
interviewer	fear	0.172	interviewer
chaff	fear	0.172	kaf
regulatory	fear	0.172	regelgevend
birch	fear	0.172	berk
shell	fear	0.172	schelp
assessment	fear	0.172	beoordeling
uncertain	fear	0.172	onzeker
rod	fear	0.172	hengel
humanrights	fear	0.172	mensenrechten
less	fear	0.167	minder
coy	fear	0.162	terughoudend
iris	fear	0.160	iris
intimately	fear	0.156	intiem
hearing	fear	0.156	horen
legalized	fear	0.156	gelegaliseerd
needit	fear	0.156	nodig hebben
audition	fear	0.156	auditie
retirement	fear	0.156	pensioen
countdown	fear	0.156	aftellen
sly	fear	0.156	sluw
bases	fear	0.156	basissen
ceasefire	fear	0.156	staakt-het-vuren
medication	fear	0.156	medicatie
courageous	fear	0.154	moedig
overthinker	fear	0.153	overdenker
backtrack	fear	0.151	teruglopen
dawned	fear	0.150	daagde op
censor	fear	0.149	censor
bailiff	fear	0.147	deurwaarder
syllabus	fear	0.147	syllabus
delay	fear	0.141	vertraging
newcomer	fear	0.141	nieuwkomer
imagination	fear	0.141	verbeelding
waiting	fear	0.141	aan het wachten
gent	fear	0.141	mijnheer
validity	fear	0.141	Geldigheid
cove	fear	0.141	inham
rationality	fear	0.141	rationaliteit
caricature	fear	0.141	karikatuur
eventuality	fear	0.141	eventualiteit
alreadyyyyy	fear	0.140	alyyyy
shy	fear	0.140	verlegen
symptom	fear	0.133	symptoom
excite	fear	0.132	opwinden
raccoon	fear	0.127	wasbeer
clown	fear	0.125	clown
tryout	fear	0.125	proberen
needtorelax	fear	0.125	moet ontspannen
swim	fear	0.125	zwemmen
campaigning	fear	0.125	campagne voeren
hawk	fear	0.125	havik
prevent	fear	0.125	voorkomen
gameday	fear	0.125	wedstrijddag
ahhh	fear	0.125	ahh
marry	fear	0.125	trouwen
sprite	fear	0.125	sprite
soready	fear	0.125	zo klaar
sag	fear	0.123	doorzakken
pharmacy	fear	0.123	apotheek
policeman	fear	0.121	politieagent
dreamt	fear	0.111	gedroomd
lace	fear	0.111	veter
homework	fear	0.109	huiswerk
destination	fear	0.109	bestemming
incase	fear	0.109	in geval dat
pray	fear	0.109	bidden
knot	fear	0.109	knoop
confidence	fear	0.109	vertrouwen
bigday	fear	0.109	grote dag
holiness	fear	0.109	heiligheid
notoriety	fear	0.109	bekendheid
weight	fear	0.109	gewicht
slender	fear	0.100	slank
undecided	fear	0.098	onbeslist
sympathetic	fear	0.097	sympathiek
poise	fear	0.094	evenwicht
case	fear	0.094	geval
treat	fear	0.094	traktatie
locate	fear	0.094	bevind zich
loyal	fear	0.094	loyaal
grades	fear	0.094	cijfers
god	fear	0.094	god
helmet	fear	0.094	helm
confident	fear	0.094	zelfverzekerd
counsellor	fear	0.094	raadgever
northeast	fear	0.088	noordoosten
graduation	fear	0.078	diploma uitreiking
compassion	fear	0.078	medeleven
nurture	fear	0.078	voeden
graded	fear	0.075	beoordeeld
mum	fear	0.070	mamma
infant	fear	0.067	zuigeling
journey	fear	0.062	reis
parade	fear	0.062	optocht
gradschool	fear	0.062	middelbare school
civilian	fear	0.062	burger
cloudiness	fear	0.062	bewolking
cash	fear	0.062	contant geld
civilians	fear	0.062	burgers
guidelines	fear	0.062	richtlijnen
soulmate	fear	0.062	zielsverwant
youth	fear	0.062	jeugd
opera	fear	0.057	opera
synonymous	fear	0.056	synoniem
honest	fear	0.047	eerlijk
praying	fear	0.047	bidden
intelligence	fear	0.038	intelligentie-
volunteer	fear	0.031	vrijwilliger
romance	fear	0.031	romantiek
lines	fear	0.031	lijnen
obey	fear	0.016	gehoorzamen
happiest	joy	0.986	gelukkigste
happiness	joy	0.984	geluk
bliss	joy	0.971	gelukzaligheid
celebrating	joy	0.970	vieren
jubilant	joy	0.969	juichend
ecstatic	joy	0.954	extatisch
elation	joy	0.944	opgetogenheid
beaming	joy	0.938	stralend
bestdayever	joy	0.938	beste dag ooit
loveee	joy	0.932	liefje
celebration	joy	0.929	viering
awesomeness	joy	0.926	geweldigheid
joy	joy	0.924	vreugde
joyous	joy	0.922	vreugdevol
fabulous	joy	0.922	fantastisch
happily	joy	0.922	gelukkig
excitement	joy	0.922	spanning
exuberance	joy	0.922	uitbundigheid
makesmehappy	joy	0.922	maakt me blij
euphoria	joy	0.922	euforie
lovee	joy	0.920	liefje
gratitude	joy	0.914	dankbaarheid
happydance	joy	0.912	vrolijke dans
merriment	joy	0.912	vrolijkheid
spectacular	joy	0.912	spectaculair
overjoyed	joy	0.909	dolblij
purebliss	joy	0.909	pure gelukzaligheid
triumphant	joy	0.907	triomfantelijk
ecstasy	joy	0.906	extase
lovelovelove	joy	0.906	liefde liefde liefde
cheerful	joy	0.906	vrolijk
cheer	joy	0.897	juichen
elated	joy	0.894	uitgelaten
peaceofmind	joy	0.891	gemoedsrust
jolly	joy	0.891	vrolijk
delighted	joy	0.891	verheugd
lovethis	joy	0.891	hou van dit
excitation	joy	0.891	opwinding
exhilaration	joy	0.891	opwinding
pleasures	joy	0.891	genoegens
laugh	joy	0.891	lachen
marvelously	joy	0.881	wonderbaarlijk
loving	joy	0.879	liefdevol
joyful	joy	0.879	blij
blissful	joy	0.879	gelukzalig
outstanding	joy	0.879	uitstekend
pleasurable	joy	0.877	aangenaam
lovinglife	joy	0.875	houden van het leven
enthusiastic	joy	0.875	enthousiast
glee	joy	0.875	vrolijkheid
iloveher	joy	0.875	ik hou van haar
yaaaay	joy	0.875	yaaaay
overthemoon	joy	0.875	over de maan
happyplace	joy	0.875	gelukkige plaats
sohappy	joy	0.868	zo blij
superb	joy	0.864	super
woohoo	joy	0.864	woohoo
laughing	joy	0.864	lachend
wonderful	joy	0.863	prachtig
hooray	joy	0.859	Hoera
loved	joy	0.859	hield van
tearsofjoy	joy	0.859	vreugdetranen
hallelujah	joy	0.859	hallelujah
magnificent	joy	0.859	magnifiek
glory	joy	0.859	heerlijkheid
ilovechristmas	joy	0.859	ik hou van Kerstmis
brilliant	joy	0.859	briljant
celebrated	joy	0.859	gevierd
cheering	joy	0.859	juichen
yayyyy	joy	0.859	yayyyy
heavenly	joy	0.853	hemels
exciting	joy	0.853	spannend
thrilled	joy	0.851	opgewonden
mademyday	joy	0.848	mademyday
hohoho	joy	0.845	hohoho
celebrate	joy	0.844	vieren
wonderfully	joy	0.844	wonderbaarlijk
blessing	joy	0.844	zegening
favoriteholiday	joy	0.844	favoriete feestdag
paradise	joy	0.833	paradijs
marvellous	joy	0.833	geweldig
festive	joy	0.833	feestelijk
sweetness	joy	0.833	zoetheid
blessed	joy	0.833	gezegend
celebrations	joy	0.833	vieringen
compliment	joy	0.831	compliment
smiling	joy	0.828	lachend
allsmiles	joy	0.828	allsmiles
love	joy	0.828	liefde
enchanting	joy	0.828	betoverend
homesweethome	joy	0.826	Oost West Thuis Best
thankyougod	joy	0.824	dank u God
marvelous	joy	0.824	geweldig
laughter	joy	0.824	gelach
goodmood	joy	0.819	goed gezind
goodness	joy	0.818	goedheid
excellence	joy	0.818	uitmuntendheid
sensational	joy	0.818	sensationeel
joys	joy	0.818	vreugden
delightful	joy	0.818	verrukkelijk
excited	joy	0.818	opgewonden
rejoicing	joy	0.818	zich verheugen
happyheart	joy	0.818	blij hart
celebratory	joy	0.818	feestelijk
greatful	joy	0.816	dankbaar
jovial	joy	0.814	joviaal
rejoice	joy	0.812	verheugen
splendid	joy	0.812	geweldig
enjoy	joy	0.812	genieten van
smiley	joy	0.812	smiley
glorious	joy	0.812	glorieus
victorious	joy	0.812	zegevierend
lovemaking	joy	0.812	vrijen
bonanza	joy	0.812	bonanza
greatday	joy	0.812	fantastische dag
excellent	joy	0.812	uitstekend
goodtimes	joy	0.811	goede Tijden
whatmakesmesmile	joy	0.811	wat maakt een lach?
happyday	joy	0.809	vrolijke dag
myfavorite	joy	0.804	mijn favoriet
thankyoulord	joy	0.803	God zij dank
gladness	joy	0.803	blijdschap
yayyy	joy	0.803	yayyy
yeahhhh	joy	0.803	yeahhhh
pleasure	joy	0.803	genoegen
giggle	joy	0.802	giechelen
happier	joy	0.797	gelukkiger
lovemylife	joy	0.797	hou van mijn leven
magnificence	joy	0.797	pracht
happytweet	joy	0.797	happytweet
lovinlife	joy	0.797	liefdevol leven
yesss	joy	0.797	yesss
dancing	joy	0.797	dansen
success	joy	0.797	succes
grateful	joy	0.789	dankbaar
amuse	joy	0.788	amuseren
splendor	joy	0.788	pracht
happy	joy	0.788	Vrolijk
fun	joy	0.788	plezier
giggling	joy	0.781	giechelen
glad	joy	0.781	blij
glorify	joy	0.781	verheerlijken
radiant	joy	0.781	stralend
beautiful	joy	0.781	mooi
solucky	joy	0.781	zoveel geluk
sothankful	joy	0.781	zo dankbaar
enchanted	joy	0.781	betoverd
romance	joy	0.779	romantiek
perfection	joy	0.779	perfectie
christmassy	joy	0.779	kerstmis
heavens	joy	0.779	hemels
thrilling	joy	0.776	spannend
lovable	joy	0.773	lief
congrats	joy	0.773	Proficiat
fiesta	joy	0.773	feest
entertain	joy	0.773	vermaken
happyvalentinesday	joy	0.773	fijne Valentijnsdag
miraculous	joy	0.773	wonderbaarlijk
cheers	joy	0.773	proost
cheered	joy	0.773	juichte
positivity	joy	0.773	positiviteit
funday	joy	0.772	leuke dag
enjoying	joy	0.771	genieten van
lifeisgood	joy	0.766	het leven is goed
amused	joy	0.766	geamuseerd
goodfeeling	joy	0.766	goed gevoel
christmasspirit	joy	0.766	kerstgeest
cuddling	joy	0.766	knuffelen
smiles	joy	0.766	glimlacht
sosweet	joy	0.766	zo lief
thebest	joy	0.766	het beste
party	joy	0.765	partij
delight	joy	0.765	vreugde
orgasm	joy	0.765	orgasme
positive	joy	0.761	positief
sweetheart	joy	0.758	Schatje
enlighten	joy	0.758	verlichten
cheerfulness	joy	0.758	opgewektheid
miracles	joy	0.758	wonderen
giddy	joy	0.757	duizelig
christmastime	joy	0.757	kersttijd
gratify	joy	0.750	bevredigen
greatness	joy	0.750	grootheid
friendliness	joy	0.750	vriendelijkheid
blessings	joy	0.750	zegeningen
laughs	joy	0.750	lacht
tistheseason	joy	0.750	het seizoen
smile	joy	0.750	glimlach
pleasing	joy	0.750	behagen
romantic	joy	0.750	romantisch
happyholidays	joy	0.750	fijne vakantie
frolic	joy	0.748	stoeien
jubilee	joy	0.742	jubileum
miracle	joy	0.742	wonder
enthusiasm	joy	0.742	enthousiasme
selflove	joy	0.742	zelfliefde
triumph	joy	0.742	triomf
magical	joy	0.742	magisch
rewarding	joy	0.742	belonend
goodvibes	joy	0.742	goed gevoel
positiveenergy	joy	0.742	positieve energie
feelgood	joy	0.736	goed voelen
prosperity	joy	0.735	voorspoed
behappy	joy	0.734	gelukkig zijn
admiration	joy	0.734	bewondering
passionate	joy	0.734	gepassioneerd
goodday	joy	0.734	Goededag
luxurious	joy	0.734	luxueus
tgif	joy	0.734	tgif
victory	joy	0.734	zege
feelinggood	joy	0.734	goed voelen
enchant	joy	0.734	betoveren
greatnight	joy	0.734	goede nacht
vivacious	joy	0.734	levendig
glorification	joy	0.733	verheerlijking
sing	joy	0.729	zingen
glowing	joy	0.729	gloeiend
yessss	joy	0.728	yesss
fulfillment	joy	0.728	vervulling
breathtaking	joy	0.728	adembenemend
thankful	joy	0.727	dankbaar
cheery	joy	0.727	vrolijk
santa	joy	0.727	de kerstman
hurrah	joy	0.727	Hoera
christmasbreak	joy	0.727	kerstvakantie
win	joy	0.727	winnen
atpeace	joy	0.727	in vrede
award	joy	0.727	prijs
merry	joy	0.727	vrolijk
inspiration	joy	0.725	inspiratie
radiance	joy	0.725	straling
pleased	joy	0.725	verheugd
uplift	joy	0.723	verheffen
optimistic	joy	0.723	optimistisch
heaven	joy	0.721	de hemel
lucky	joy	0.721	gelukkig
godisgreat	joy	0.721	God is geweldig
holidays	joy	0.721	vakantie
thrill	joy	0.721	sensatie
congratulatory	joy	0.719	felicitatie-
thriving	joy	0.719	gezond
amusement	joy	0.719	amusement
perfect	joy	0.719	perfect
lover	joy	0.719	minnaar
xmas	joy	0.719	Kerstmis
heartfelt	joy	0.719	oprecht
utopian	joy	0.719	utopisch
lovely	joy	0.719	lief
harmony	joy	0.719	harmonie
praising	joy	0.719	prijzend
brighten	joy	0.719	opfleuren
luckiest	joy	0.712	gelukkigste
merrychristmas	joy	0.712	vrolijk kerstfeest
magic	joy	0.712	magie
achievement	joy	0.712	prestatie
yay	joy	0.712	jaaa
holiday	joy	0.712	vakantie
treasures	joy	0.712	schatten
luxury	joy	0.712	luxe
bestfeeling	joy	0.712	beste gevoel
intimate	joy	0.710	intiem
soblessed	joy	0.706	zo gezegend
yaaay	joy	0.706	jaaa
rave	joy	0.706	raaskallen
chuckle	joy	0.706	grinniken
proud	joy	0.704	trots
winning	joy	0.703	winnen
cherish	joy	0.703	koesteren
goodnews	joy	0.703	goed nieuws
fuckyeah	joy	0.703	fuckyeah
optimism	joy	0.703	optimisme
amazingly	joy	0.703	verbazingwekkend
lovelife	joy	0.703	liefdesleven
truelove	joy	0.703	echte liefde
beautification	joy	0.703	verfraaiing
satisfying	joy	0.703	bevredigend
appreciates	joy	0.703	waardeert
cuddled	joy	0.703	geknuffeld
goodlife	joy	0.703	goede leven
gooood	joy	0.703	gooood
sweetest	joy	0.703	liefste
yaay	joy	0.700	yaay
entertained	joy	0.700	vermaakt
excite	joy	0.697	opwinden
newbeginnings	joy	0.693	Nieuwe beginnen
praisejesus	joy	0.691	prijs Jezus
birthday	joy	0.691	verjaardag
greatfriends	joy	0.688	goede vrienden
adoration	joy	0.688	aanbidding
godsend	joy	0.688	godsgeschenk
favorite	joy	0.688	favoriet
content	joy	0.688	inhoud
entertaining	joy	0.688	onderhoudend
honored	joy	0.688	geëerd
metime	joy	0.688	tijd voor mezelf
exquisite	joy	0.688	verfijnd
holidayseason	joy	0.688	vakantie seizoen
thankyoujesus	joy	0.688	bedankt Jezus
angelic	joy	0.688	engelachtig
goodhealth	joy	0.682	goede gezondheid
majestic	joy	0.682	majestueus
luscious	joy	0.682	heerlijk
memoriesiwontforget	joy	0.682	herinneringen zal ik niet vergeten
bestfriends	joy	0.682	beste vrienden
precious	joy	0.682	kostbaar
appreciated	joy	0.682	gewaardeerd
exaltation	joy	0.682	verheerlijking
smiled	joy	0.682	glimlachte
brightens	joy	0.682	wordt helderder
tranquility	joy	0.679	kalmte
marry	joy	0.676	trouwen
embrace	joy	0.676	omarmen
positively	joy	0.676	positief
grin	joy	0.672	grijns
hug	joy	0.672	knuffel
hilarious	joy	0.672	hilarisch
dearest	joy	0.672	liefste
contentment	joy	0.672	tevredenheid
accomplished	joy	0.672	volbracht
relaxation	joy	0.672	ontspanning
bday	joy	0.672	verjaardag
enliven	joy	0.672	verlevendigen
weeeee	joy	0.672	weeeee
giggles	joy	0.672	giechelt
fulfilled	joy	0.667	vervuld
bountiful	joy	0.667	overvloedig
victor	joy	0.667	Victor
adore	joy	0.667	dol zijn op
boisterous	joy	0.667	onstuimig
fulfill	joy	0.664	vervullen
cuddles	joy	0.662	knuffels
prosperous	joy	0.660	voorspoedig
appreciation	joy	0.656	waardering
serenity	joy	0.656	rust
happynewyear	joy	0.656	gelukkig nieuwjaar
humor	joy	0.656	humor
satisfy	joy	0.656	voldoen
besties	joy	0.656	besties
encouraged	joy	0.656	aangemoedigd
captivate	joy	0.656	boeien
christmaseve	joy	0.656	kerstavond
glow	joy	0.656	gloed
romanticism	joy	0.656	romantiek
innerpeace	joy	0.656	innerlijke rust
pleasant	joy	0.656	prettig
praises	joy	0.652	lof
abundance	joy	0.652	overvloed
fortunes	joy	0.652	fortuinen
engaged	joy	0.652	betrokken
praised	joy	0.652	geprezen
relaxing	joy	0.652	ontspannend
treasure	joy	0.652	schat
satisfaction	joy	0.652	tevredenheid
nothingbetter	joy	0.647	niets beter
affection	joy	0.647	affectie
relieved	joy	0.647	opgelucht
complement	joy	0.647	aanvulling
carnival	joy	0.643	carnaval
priceless	joy	0.641	onbetaalbaar
uplifting	joy	0.641	opbeurend
sensuality	joy	0.641	sensualiteit
saintly	joy	0.641	heilig
champion	joy	0.641	kampioen
thanksgiving	joy	0.641	dankzegging
harmoniously	joy	0.641	harmonieus
wedding	joy	0.641	bruiloft
achieve	joy	0.641	bereiken
divine	joy	0.641	goddelijk
jackpot	joy	0.641	jackpot
honeymoon	joy	0.636	huwelijksreis
exalt	joy	0.636	verheerlijken
twinkle	joy	0.636	twinkelen
comforting	joy	0.636	geruststellend
felicity	joy	0.636	geluk
peaceful	joy	0.636	vredevol
climax	joy	0.636	climax
winner	joy	0.636	winnaar
reverie	joy	0.636	mijmering
yayy	joy	0.636	yayy
cuddle	joy	0.636	knuffel
xoxo	joy	0.634	xoxo
stargazing	joy	0.625	sterrenkijken
festival	joy	0.625	festival
sweet	joy	0.625	zoet
generosity	joy	0.625	vrijgevigheid
brighter	joy	0.625	helderder
praisegod	joy	0.625	lofgod
gorgeous	joy	0.625	heerlijk
hearts	joy	0.625	harten
amusing	joy	0.625	grappig
fondness	joy	0.625	genegenheid
snuggling	joy	0.625	knuffelen
reward	joy	0.625	beloning
sex	joy	0.622	seks
kind	joy	0.621	vriendelijk
genial	joy	0.621	geniaal
parade	joy	0.621	optocht
applause	joy	0.621	applaus
beauty	joy	0.621	schoonheid
fulfilling	joy	0.618	vervullend
aspiring	joy	0.618	strevend
newlife	joy	0.618	nieuw leven
godbless	joy	0.616	God zegene
virtuous	joy	0.613	deugdzaam
kiss	joy	0.610	kus
christmas	joy	0.609	kerstmis
rainbows	joy	0.609	regenbogen
elegance	joy	0.609	elegantie
generous	joy	0.609	genereus
super	joy	0.609	super
playful	joy	0.609	speels
enlightenment	joy	0.609	verlichting
praiseworthy	joy	0.609	lofwaardig
awards	joy	0.609	onderscheidingen
adorable	joy	0.609	schattig
rekindle	joy	0.609	nieuw leven inblazen
winnings	joy	0.609	winst
independence	joy	0.607	onafhankelijkheid
amour	joy	0.607	verliefdheid
kindness	joy	0.606	vriendelijkheid
surprises	joy	0.606	verrassingen
heheh	joy	0.606	heheh
hilarity	joy	0.606	hilariteit
