English Word	Emotion	Emotion-Intensity-Score	Afrikaans Word
blessings	joy	0.750	seëninge
laughs	joy	0.750	lag
tistheseason	joy	0.750	tiende seisoen
smile	joy	0.750	glimlag
pleasing	joy	0.750	aangenaam
romantic	joy	0.750	romanties
happyholidays	joy	0.750	gelukkige vakansiedae
frolic	joy	0.748	baljaar
jubilee	joy	0.742	jubileum
miracle	joy	0.742	wonderwerk
enthusiasm	joy	0.742	entoesiasme
selflove	joy	0.742	selfliefde
triumph	joy	0.742	triomf
magical	joy	0.742	magies
rewarding	joy	0.742	lonend
goodvibes	joy	0.742	goeie gevoel
positiveenergy	joy	0.742	positiewe energie
feelgood	joy	0.736	voel goed
prosperity	joy	0.735	welvaart
behappy	joy	0.734	wees gelukkig
admiration	joy	0.734	bewondering
passionate	joy	0.734	passievol
goodday	joy	0.734	goeie dag
luxurious	joy	0.734	luuks
tgif	joy	0.734	tgif
victory	joy	0.734	oorwinning
feelinggood	joy	0.734	voel goed
enchant	joy	0.734	betower
greatnight	joy	0.734	lekker aand
vivacious	joy	0.734	lewendig
glorification	joy	0.733	verheerliking
sing	joy	0.729	sing
glowing	joy	0.729	gloeiend
yessss	joy	0.728	yessss
fulfillment	joy	0.728	vervulling
breathtaking	joy	0.728	asemrowend
thankful	joy	0.727	dankbaar
cheery	joy	0.727	vrolik
santa	joy	0.727	Kersvader
hurrah	joy	0.727	hoera
christmasbreak	joy	0.727	kersfees
win	joy	0.727	wen
atpeace	joy	0.727	in vrede
award	joy	0.727	toekenning
merry	joy	0.727	vrolik
inspiration	joy	0.725	inspirasie
radiance	joy	0.725	uitstraling
pleased	joy	0.725	tevrede
uplift	joy	0.723	opheffing
optimistic	joy	0.723	optimisties
heaven	joy	0.721	hemel
lucky	joy	0.721	gelukkig
godisgreat	joy	0.721	godisgroot
holidays	joy	0.721	vakansies
thrill	joy	0.721	opwinding
congratulatory	joy	0.719	gelukwens
thriving	joy	0.719	floreer
amusement	joy	0.719	vermaak
perfect	joy	0.719	perfek
lover	joy	0.719	minnaar
xmas	joy	0.719	kersfees
heartfelt	joy	0.719	hartlik
utopian	joy	0.719	utopies
lovely	joy	0.719	lieflik
harmony	joy	0.719	harmonie
praising	joy	0.719	lofprysing
brighten	joy	0.719	verhelder
luckiest	joy	0.712	gelukkigste
merrychristmas	joy	0.712	Geseënde Kersfees
magic	joy	0.712	towerkuns
achievement	joy	0.712	prestasie
yay	joy	0.712	jaaa
holiday	joy	0.712	vakansie
treasures	joy	0.712	skatte
luxury	joy	0.712	luukse
bestfeeling	joy	0.712	beste gevoel
intimate	joy	0.710	intiem
soblessed	joy	0.706	geseënd
yaaay	joy	0.706	jaaa
rave	joy	0.706	rave
chuckle	joy	0.706	giggel
proud	joy	0.704	trots
winning	joy	0.703	wen
cherish	joy	0.703	koester
goodnews	joy	0.703	goeie nuus
fuckyeah	joy	0.703	fok ja
optimism	joy	0.703	optimisme
amazingly	joy	0.703	verbasend
lovelife	joy	0.703	liefdes lewe
truelove	joy	0.703	ware liefde
beautification	joy	0.703	verfraaiing
satisfying	joy	0.703	bevredigend
appreciates	joy	0.703	waardeer
cuddled	joy	0.703	gekuier
goodlife	joy	0.703	goeie lewe
gooood	joy	0.703	gooood
sweetest	joy	0.703	soetste
yaay	joy	0.700	jaaa
entertained	joy	0.700	vermaak
excite	joy	0.697	opgewonde maak
newbeginnings	joy	0.693	nuwe begin
praisejesus	joy	0.691	prys Jesus
birthday	joy	0.691	verjaarsdag
greatfriends	joy	0.688	groot vriende
adoration	joy	0.688	aanbidding
godsend	joy	0.688	uitkoms
favorite	joy	0.688	gunsteling
content	joy	0.688	inhoud
entertaining	joy	0.688	vermaaklik
honored	joy	0.688	vereer
metime	joy	0.688	my tyd
exquisite	joy	0.688	voortreflik
holidayseason	joy	0.688	vakansieseisoen
thankyoujesus	joy	0.688	dankie jesus
angelic	joy	0.688	engelagtig
goodhealth	joy	0.682	goeie gesondheid
majestic	joy	0.682	majestueus
luscious	joy	0.682	heerlik
memoriesiwontforget	joy	0.682	herinneringe sal ek nie vergeet nie
bestfriends	joy	0.682	beste vriende
precious	joy	0.682	kosbaar
appreciated	joy	0.682	waardeer
exaltation	joy	0.682	verheffing
smiled	joy	0.682	geglimlag
brightens	joy	0.682	verhelder
tranquility	joy	0.679	rustigheid
marry	joy	0.676	trou
embrace	joy	0.676	omhels
positively	joy	0.676	positief
grin	joy	0.672	grinnik
hug	joy	0.672	drukkie
hilarious	joy	0.672	skreeusnaakse
dearest	joy	0.672	liefste
contentment	joy	0.672	tevredenheid
accomplished	joy	0.672	volbring
relaxation	joy	0.672	ontspanning
bday	joy	0.672	verjaarsdag
enliven	joy	0.672	verlewendig
weeeee	joy	0.672	weeeee
giggles	joy	0.672	giggel
fulfilled	joy	0.667	vervul
bountiful	joy	0.667	oorvloedig
victor	joy	0.667	oorwinnaar
adore	joy	0.667	aanbid
boisterous	joy	0.667	luidrugtig
fulfill	joy	0.664	vervul
cuddles	joy	0.662	knuffels
prosperous	joy	0.660	voorspoedige
appreciation	joy	0.656	waardering
serenity	joy	0.656	kalmte
happynewyear	joy	0.656	gelukkige Nuwe Jaar
humor	joy	0.656	humor
satisfy	joy	0.656	bevredig
besties	joy	0.656	besties
encouraged	joy	0.656	aangemoedig
captivate	joy	0.656	boei
christmaseve	joy	0.656	Oukersaand
glow	joy	0.656	gloei
romanticism	joy	0.656	romantiek
innerpeace	joy	0.656	innerlike vrede
pleasant	joy	0.656	aangenaam
praises	joy	0.652	lof
abundance	joy	0.652	oorvloed
fortunes	joy	0.652	fortuine
engaged	joy	0.652	verloof
praised	joy	0.652	geprys
relaxing	joy	0.652	ontspanne
treasure	joy	0.652	skat
satisfaction	joy	0.652	tevredenheid
nothingbetter	joy	0.647	niks beter
affection	joy	0.647	toegeneentheid
relieved	joy	0.647	verlig
complement	joy	0.647	aanvul
carnival	joy	0.643	karnaval
priceless	joy	0.641	onskatbaar
uplifting	joy	0.641	opbouend
sensuality	joy	0.641	sensualiteit
saintly	joy	0.641	heilig
champion	joy	0.641	kampioen
thanksgiving	joy	0.641	danksegging
harmoniously	joy	0.641	harmonieus
wedding	joy	0.641	troue
achieve	joy	0.641	bereik
divine	joy	0.641	goddelike
jackpot	joy	0.641	boerpot
honeymoon	joy	0.636	wittebrood
exalt	joy	0.636	verhef
twinkle	joy	0.636	glinster
comforting	joy	0.636	vertroostend
felicity	joy	0.636	geluk
peaceful	joy	0.636	vreedsaam
climax	joy	0.636	klimaks
winner	joy	0.636	wenner
reverie	joy	0.636	droom
yayy	joy	0.636	jaai
cuddle	joy	0.636	knuffel
xoxo	joy	0.634	xoxo
stargazing	joy	0.625	sterrekyk
festival	joy	0.625	fees
sweet	joy	0.625	soet
generosity	joy	0.625	vrygewigheid
brighter	joy	0.625	helderder
praisegod	joy	0.625	Prys die Here
gorgeous	joy	0.625	pragtig
hearts	joy	0.625	harte
amusing	joy	0.625	amusant
fondness	joy	0.625	voorliefde
snuggling	joy	0.625	knus
reward	joy	0.625	beloning
sex	joy	0.622	seks
kind	joy	0.621	soort
genial	joy	0.621	geniaal
parade	joy	0.621	parade
applause	joy	0.621	applous
beauty	joy	0.621	skoonheid
fulfilling	joy	0.618	vervullend
aspiring	joy	0.618	aspirant
newlife	joy	0.618	nuwe lewe
godbless	joy	0.616	God seën
virtuous	joy	0.613	deugsaam
kiss	joy	0.610	soen
christmas	joy	0.609	Kersfees
rainbows	joy	0.609	reënboë
elegance	joy	0.609	elegansie
generous	joy	0.609	vrygewig
super	joy	0.609	super
playful	joy	0.609	speels
enlightenment	joy	0.609	verligting
praiseworthy	joy	0.609	lofwaardig
awards	joy	0.609	toekennings
adorable	joy	0.609	skatryk
rekindle	joy	0.609	weer opvlam
winnings	joy	0.609	wengeld
independence	joy	0.607	onafhanklikheid
amour	joy	0.607	amour
kindness	joy	0.606	vriendelikheid
surprises	joy	0.606	verrassings
heheh	joy	0.606	heheh
hilarity	joy	0.606	hilariteit
wonder	joy	0.606	wonder
freely	joy	0.606	vrylik
successful	joy	0.606	suksesvol
inspired	joy	0.606	geïnspireer
onelove	joy	0.606	een liefde
whimsical	joy	0.603	grillerig
entertainment	joy	0.603	vermaak
passion	joy	0.603	passie
stressfree	joy	0.601	Stres vry
beautify	joy	0.601	verfraai
sunrise	joy	0.600	sonsopkoms
godisgood	joy	0.597	God is goed
goodmusic	joy	0.594	goeie musiek
revere	joy	0.594	vereer
whoo	joy	0.594	sjoe
fanfare	joy	0.594	fanfare
inspire	joy	0.594	inspireer
angel	joy	0.594	engel
thankgod	joy	0.594	dank die Here
goodies	joy	0.594	lekkernye
jesus	joy	0.594	jesus
accomplishment	joy	0.594	prestasie
snuggled	joy	0.594	gekuier
peacefully	joy	0.594	vreedsaam
flirt	joy	0.594	flankeer
friendship	joy	0.591	vriendskap
singing	joy	0.591	sing
heroic	joy	0.591	heldhaftig
exalted	joy	0.591	verhewe
fortune	joy	0.591	fortuin
highest	joy	0.591	hoogste
summer	joy	0.591	somer
contented	joy	0.588	tevrede
rollicking	joy	0.588	rollende
overflowing	joy	0.588	oorloop
woot	joy	0.588	woot
accolade	joy	0.586	eerbewys
hope	joy	0.586	hoop
cozy	joy	0.583	snoesig
delicious	joy	0.579	heerlik
raving	joy	0.578	gaande
thelife	joy	0.578	die lewe
darling	joy	0.578	liefling
sensuous	joy	0.578	sensueel
picturesque	joy	0.578	skilderagtig
friendly	joy	0.578	vriendelik
everlasting	joy	0.578	ewigdurend
praise	joy	0.578	lof
ambition	joy	0.578	ambisie
sparkle	joy	0.577	vonkel
sensual	joy	0.576	sensueel
peace	joy	0.576	vrede
flattering	joy	0.576	vleiend
grace	joy	0.576	genade
luckygirl	joy	0.576	gelukkige meisie
heroism	joy	0.576	heldhaftigheid
succeeding	joy	0.576	slaag
yeahhh	joy	0.576	jahhh
special	joy	0.574	spesiaal
livelife	joy	0.574	leef die lewe
tantalizing	joy	0.572	prikkelend
pumped	joy	0.567	gepomp
yey	joy	0.562	ja
surprise	joy	0.562	verras
sunny	joy	0.562	sonnig
prevail	joy	0.562	seëvier
revels	joy	0.562	rewels
humorous	joy	0.562	humoristies
sweets	joy	0.562	lekkers
liking	joy	0.562	hou van
admirable	joy	0.562	bewonderenswaardig
superstar	joy	0.562	superster
relax	joy	0.562	ontspan
prosper	joy	0.562	voorspoedig wees
hero	joy	0.562	held
hugs	joy	0.562	drukkies
worthwhile	joy	0.562	die moeite werd
newyear	joy	0.561	nuwe jaar
tenderness	joy	0.561	teerheid
bless	joy	0.561	seën
favorable	joy	0.561	gunstig
freedom	joy	0.561	vryheid
masterpiece	joy	0.561	meesterstuk
dreams	joy	0.559	drome
hopeful	joy	0.559	hoopvol
home	joy	0.559	tuis
cruising	joy	0.556	vaart
gracias	joy	0.554	baie dankie
faithfulness	joy	0.553	getrouheid
eagerness	joy	0.552	gretigheid
closeness	joy	0.552	nabyheid
sunshine	joy	0.551	sonskyn
comfy	joy	0.551	gemaklik
vacation	joy	0.547	vakansie
celestial	joy	0.547	hemelse
good	joy	0.547	goed
elite	joy	0.547	elite
illuminate	joy	0.547	verlig
confidence	joy	0.547	vertroue
mistletoe	joy	0.547	maretak
daughter	joy	0.547	dogter
lifted	joy	0.547	opgehef
goodmorning	joy	0.547	goeie more
zeal	joy	0.547	ywer
gifts	joy	0.547	geskenke
gift	joy	0.547	geskenk
astonishment	joy	0.547	verbasing
heart	joy	0.547	hart
completion	joy	0.547	voltooiing
bonus	joy	0.547	bonus
charmed	joy	0.546	bekoor
dance	joy	0.545	dans
sublime	joy	0.545	verhewe
recreation	joy	0.545	ontspanning
encouragement	joy	0.545	aanmoediging
god	joy	0.545	God
gush	joy	0.545	spoel
freshstart	joy	0.544	nuwe begin
free	joy	0.544	vry
savior	joy	0.543	redder
sanctuary	joy	0.541	heiligdom
grandchildren	joy	0.540	kleinkinders
wellness	joy	0.537	welstand
revel	joy	0.534	verlustig
music	joy	0.531	musiek
fab	joy	0.531	fab
bridal	joy	0.531	bruid
soar	joy	0.531	styg
alive	joy	0.531	lewendig
money	joy	0.531	geld
soothing	joy	0.531	strelend
serene	joy	0.531	rustig
holiness	joy	0.531	heiligheid
inspirational	joy	0.531	inspirerend
matrimony	joy	0.531	huwelik
dayoff	joy	0.531	afdag
savor	joy	0.531	smul
vitality	joy	0.531	lewenskragtigheid
confident	joy	0.531	selfversekerd
firstborn	joy	0.531	eersgeborene
rainbow	joy	0.531	reënboog
liberation	joy	0.531	bevryding
elegant	joy	0.530	elegant
mastery	joy	0.530	bemeestering
glimmer	joy	0.530	glinster
illumination	joy	0.530	verligting
blossom	joy	0.530	blom
warmth	joy	0.530	warmte
welcomed	joy	0.530	verwelkom
treat	joy	0.529	behandel
faithful	joy	0.529	getrou
snuggles	joy	0.522	snuggles
laurels	joy	0.521	louere
commendable	joy	0.519	prysenswaardig
succeed	joy	0.516	slaag
jingle	joy	0.516	klingel
zest	joy	0.516	geur
noschool	joy	0.516	geen skool
brotherly	joy	0.516	broederlik
silly	joy	0.516	simpel
abundant	joy	0.516	oorvloedig
fancy	joy	0.516	fancy
resplendent	joy	0.516	glansryk
strengthening	joy	0.516	versterking
presents	joy	0.516	geskenke
pride	joy	0.516	trots
almighty	joy	0.516	almagtig
powerful	joy	0.516	kragtig
aspire	joy	0.516	streef
remarkable	joy	0.516	merkwaardig
greeted	joy	0.516	gegroet
thanking	joy	0.515	bedank
cutie	joy	0.515	cutie
kudos	joy	0.515	lof
therapeutic	joy	0.515	terapeutiese
zen	joy	0.515	zen
coronation	joy	0.515	kroning
complete	joy	0.515	voltooi
shining	joy	0.515	blink
spirit	joy	0.515	gees
princely	joy	0.515	vorstelik
vivid	joy	0.515	aanskoulik
comfort	joy	0.515	troos
leisure	joy	0.515	ontspanning
reunited	joy	0.515	herenig
kid	joy	0.515	kind
newme	joy	0.515	nuweling
payday	joy	0.515	betaaldag
animated	joy	0.515	geanimeerde
familytime	joy	0.515	familie tyd
relationship	joy	0.514	verhouding
godly	joy	0.514	godvresend
marriage	joy	0.514	huwelik
daymade	joy	0.514	daggemaak
spouse	joy	0.507	eggenoot
intimately	joy	0.507	intiem
respect	joy	0.500	respek
bloom	joy	0.500	blom
purr	joy	0.500	spin
carefree	joy	0.500	sorgeloos
nature	joy	0.500	aard
encourage	joy	0.500	aanmoedig
soulful	joy	0.500	sielvol
refreshed	joy	0.500	verfris
family	joy	0.500	familie
gem	joy	0.500	juweel
meritorious	joy	0.500	verdienstelik
achieved	joy	0.500	behaal
motherhood	joy	0.500	moederskap
holyspirit	joy	0.500	Heilige Gees
surreal	joy	0.500	surrealisties
charitable	joy	0.500	liefdadigheid
teamjesus	joy	0.500	spanjesus
stressrelief	joy	0.500	stresverligting
erotic	joy	0.500	eroties
inviting	joy	0.500	uitnodigend
baby	joy	0.500	baba
dignity	joy	0.500	waardigheid
satisfied	joy	0.500	tevrede
visionary	joy	0.500	visioenêr
memorable	joy	0.500	onvergeetlik
veracity	joy	0.500	waarheid
healthy	joy	0.500	gesond
welcoming	joy	0.500	verwelkomend
diamond	joy	0.500	diamant
christ	joy	0.500	christus
beach	joy	0.500	strand
accomplish	joy	0.500	bereik
friends	joy	0.500	vriende
excel	joy	0.500	uitblink
health	joy	0.493	gesondheid
aura	joy	0.493	aura
yehey	joy	0.486	yehey
approved	joy	0.486	goedgekeur
oasis	joy	0.486	oase
liberty	joy	0.486	vryheid
crowning	joy	0.485	bekroning
aspiration	joy	0.485	aspirasie
privileged	joy	0.485	bevoorreg
crescendo	joy	0.485	crescendo
rapture	joy	0.485	wegraping
liberate	joy	0.485	bevry
nocomplaints	joy	0.485	geen klagtes
prestige	joy	0.485	prestige
bounty	joy	0.485	oorvloed
gentle	joy	0.485	sag
inseparable	joy	0.485	onafskeidbaar
engaging	joy	0.485	innemend
loyal	joy	0.485	lojaal
betrothed	joy	0.485	verloof
transcendence	joy	0.484	transendensie
selfworth	joy	0.484	eiewaarde
yummy	joy	0.484	lekker
datenight	joy	0.484	uitgaan aand
destiny	joy	0.484	lot
heyday	joy	0.484	bloeitydperk
aloha	joy	0.484	aloha
desire	joy	0.484	begeerte
dream	joy	0.484	droom
luck	joy	0.484	geluk
fete	joy	0.484	fees
trophy	joy	0.484	trofee
bouquet	joy	0.484	ruiker
chocolate	joy	0.484	sjokolade
creativity	joy	0.484	kreatiwiteit
boyfriend	joy	0.480	kêrel
commemoration	joy	0.479	herdenking
intelligence	joy	0.477	intelligensie
readiness	joy	0.473	gereedheid
friend	joy	0.471	vriend
bride	joy	0.471	bruid
enthusiast	joy	0.471	entoesias
lush	joy	0.470	welig
inheritance	joy	0.470	erfenis
soothe	joy	0.470	streel
tickle	joy	0.470	kielie
kiddo	joy	0.470	bokkie
nostalgia	joy	0.470	nostalgie
massage	joy	0.470	Masseer
calming	joy	0.470	kalmerend
adventure	joy	0.470	avontuur
pretty	joy	0.469	mooi
purring	joy	0.469	proes
eternal	joy	0.469	ewige
humanitarian	joy	0.469	humanitêre
nurture	joy	0.469	koester
giving	joy	0.469	gee
rest	joy	0.469	rus
getaway	joy	0.469	gaan weg
goals	joy	0.469	doelwitte
pray	joy	0.469	bid
bridegroom	joy	0.469	bruidegom
heartily	joy	0.469	hartlik
luster	joy	0.469	glans
bonding	joy	0.469	binding
princess	joy	0.469	prinses
amicable	joy	0.469	vriendskaplik
benevolence	joy	0.469	welwillendheid
child	joy	0.466	kind
salutary	joy	0.465	heilsaam
invite	joy	0.457	nooi
beam	joy	0.456	balk
reminiscing	joy	0.456	herhinnering
befriend	joy	0.455	bevriend
aesthetics	joy	0.455	estetika
friday	joy	0.455	Vrydag
freshair	joy	0.455	vars lug
ceremony	joy	0.455	seremonie
kindred	joy	0.455	verwante
mindfulness	joy	0.455	bewustheid
sonice	joy	0.455	so lekker
elevation	joy	0.455	hoogte
tropical	joy	0.455	tropies
scholarship	joy	0.455	beurs
hee	joy	0.455	hee
noworries	joy	0.453	geen probleem
allure	joy	0.453	aanloklikheid
approve	joy	0.453	goedkeur
scenery	joy	0.453	natuurskoon
waterfall	joy	0.453	waterval
vindication	joy	0.453	regverdiging
namaste	joy	0.453	namaste
commemorate	joy	0.453	herdenk
faith	joy	0.453	geloof
birth	joy	0.453	geboorte
forgiveness	joy	0.453	vergifnis
journey	joy	0.447	reis
meditation	joy	0.446	meditasie
relaxed	joy	0.442	ontspanne
present	joy	0.441	teenwoordig
weekend	joy	0.441	naweek
tender	joy	0.441	tender
tranquil	joy	0.441	rustige
lyrical	joy	0.439	liries
sharing	joy	0.439	deel
esteem	joy	0.439	agting
nostalgic	joy	0.439	nostalgies
prayer	joy	0.439	gebed
righteousness	joy	0.439	geregtigheid
husband	joy	0.438	man
relief	joy	0.438	verligting
strength	joy	0.438	sterkte
mighty	joy	0.438	magtig
unbeaten	joy	0.438	onoorwonne
eager	joy	0.438	gretig
share	joy	0.438	deel
newday	joy	0.438	nuwe dag
sonnet	joy	0.438	sonnet
meditate	joy	0.438	mediteer
life	joy	0.438	lewe
winterbreak	joy	0.429	wintervakansie
warm	joy	0.429	warm
movingforward	joy	0.429	beweeg vorentoe
buddy	joy	0.427	maatjie
oneness	joy	0.426	eenheid
unconstrained	joy	0.424	onbeperk
amen	joy	0.424	amen
reverence	joy	0.424	eerbied
healthful	joy	0.424	gesond
thelittlethings	joy	0.424	die klein dingetjies
medal	joy	0.424	medalje
unsurpassed	joy	0.424	onoortreflik
candlelight	joy	0.424	kerslig
carols	joy	0.424	kersliedere
ejaculation	joy	0.424	ejakulasie
beginnings	joy	0.422	begin
sledding	joy	0.422	slee
graduation	joy	0.422	gradeplegtigheid
frisky	joy	0.422	fris
lml	joy	0.422	lml
ease	joy	0.422	gemak
symphony	joy	0.422	simfonie
wealth	joy	0.422	rykdom
helpful	joy	0.422	behulpsaam
musical	joy	0.422	musiekblyspel
glitter	joy	0.422	glinster
calmness	joy	0.422	kalmte
energy	joy	0.422	energie
safe	joy	0.422	veilig
nostress	joy	0.421	geen stres
soundness	joy	0.421	gesondheid
promise	joy	0.415	belofte
reunite	joy	0.414	herenig
mother	joy	0.412	ma
salvation	joy	0.412	verlossing
poems	joy	0.412	gedigte
clown	joy	0.409	nar
lavender	joy	0.409	laventel
immaculate	joy	0.409	onberispelik
purify	joy	0.409	suiwer
inauguration	joy	0.409	inhuldiging
aromatherapy	joy	0.409	aromaterapie
lighten	joy	0.409	verlig
travel	joy	0.409	reis
cash	joy	0.406	kontant
companion	joy	0.406	metgesel
live	joy	0.406	leef
opportune	joy	0.406	opportun
completing	joy	0.406	voltooi
charity	joy	0.406	liefdadigheid
heal	joy	0.406	genees
star	joy	0.406	ster
wishing	joy	0.406	wens
flowers	joy	0.406	blomme
income	joy	0.403	inkomste
soul	joy	0.401	siel
munchies	joy	0.400	munchies
emancipation	joy	0.397	bevryding
indescribable	joy	0.397	onbeskryflik
progress	joy	0.397	vordering
equality	joy	0.394	gelykheid
childhood	joy	0.394	kinderjare
together	joy	0.394	saam
rhythmical	joy	0.394	ritmies
fullness	joy	0.394	volheid
calm	joy	0.394	kalm
hammock	joy	0.394	hangmat
picnic	joy	0.394	piekniek
movies	joy	0.393	flieks
zealous	joy	0.393	ywerig
playground	joy	0.391	speelgrond
affluence	joy	0.391	welvaart
warms	joy	0.391	verwarm
choir	joy	0.391	koor
littlethings	joy	0.391	klein dingetjies
auspicious	joy	0.391	gunstig
meaningful	joy	0.391	betekenisvol
adventures	joy	0.391	avonture
goofy	joy	0.391	dom
starry	joy	0.391	sterretjie
humanity	joy	0.391	mensdom
gesture	joy	0.387	gebaar
witty	joy	0.382	geestig
vow	joy	0.382	gelofte
shopping	joy	0.382	Inkopies
vibes	joy	0.379	vibes
worship	joy	0.379	aanbidding
jump	joy	0.379	spring
communion	joy	0.379	nagmaal
reverend	joy	0.377	dominee
rising	joy	0.375	stygende
advance	joy	0.375	vooruit
beaches	joy	0.375	strande
sonorous	joy	0.375	sonore
courtship	joy	0.375	hofmakery
experience	joy	0.375	ondervinding
reunion	joy	0.375	reünie
simplicity	joy	0.375	eenvoud
full	joy	0.375	vol
hymn	joy	0.375	gesang
spirits	joy	0.375	geeste
unforgettable	joy	0.375	onvergeetlik
mirth	joy	0.375	vrolikheid
youth	joy	0.375	jeug
scenic	joy	0.375	natuurskoon
unique	joy	0.375	uniek
redeemed	joy	0.375	verlos
alliance	joy	0.368	alliansie
baptismal	joy	0.368	doop
grant	joy	0.366	toestaan
kitten	joy	0.364	katjie
sanctification	joy	0.364	heiligmaking
conciliation	joy	0.364	versoening
improves	joy	0.364	verbeter
pure	joy	0.364	suiwer
improve	joy	0.364	verbeter
authentic	joy	0.364	outentieke
moonlight	joy	0.364	maanlig
weightloss	joy	0.362	gewigsverlies
raspberries	joy	0.360	frambose
feeling	joy	0.359	gevoel
jest	joy	0.359	grap
independent	joy	0.359	onafhanklik
sanctify	joy	0.359	heilig
devotional	joy	0.359	oordenking
tinsel	joy	0.359	klatergoud
proficiency	joy	0.359	vaardigheid
listenting	joy	0.359	luister
fidelity	joy	0.359	getrouheid
revival	joy	0.359	herlewing
giver	joy	0.353	gewer
cocoa	joy	0.353	kakao
deliverance	joy	0.348	bevryding
melody	joy	0.348	melodie
unification	joy	0.348	eenwording
romp	joy	0.348	rompslomp
purpose	joy	0.348	doel
choral	joy	0.348	koor
exceed	joy	0.348	oorskry
dolphin	joy	0.348	dolfyn
roaring	joy	0.348	brul
favor	joy	0.348	guns
hotyoga	joy	0.347	hotyoga
voluptuous	joy	0.344	wellustig
fruits	joy	0.344	vrugte
cookies	joy	0.344	koekies
manicure	joy	0.344	manikuur
nowork	joy	0.344	geen werk
date	joy	0.344	datum
newstart	joy	0.344	nuwe begin
hedonism	joy	0.344	hedonisme
pledge	joy	0.344	belofte
electric	joy	0.344	elektriese
humble	joy	0.344	nederig
roadtrip	joy	0.344	padreis
thx	joy	0.344	dankie
kiddos	joy	0.344	kinders
celebrity	joy	0.342	celebrity
bridesmaid	joy	0.338	strooimeisie
rhythm	joy	0.338	ritme
spa	joy	0.333	spa
snowday	joy	0.333	sneeudag
familiarity	joy	0.333	bekendheid
coffee	joy	0.333	koffie
edification	joy	0.333	opbou
garden	joy	0.333	tuin
renovation	joy	0.333	opknapping
dawn	joy	0.333	dagbreek
connoisseur	joy	0.333	fynproewer
gazing	joy	0.333	staar
obliging	joy	0.333	verpligtend
partner	joy	0.333	vennoot
foodie	joy	0.331	kosmens
synchronize	joy	0.329	sinchroniseer
tribulation	joy	0.328	verdrukking
psalm	joy	0.328	psalm
pedicure	joy	0.328	pedikuur
noregrets	joy	0.328	geen berou
chirping	joy	0.328	tjirp
saint	joy	0.328	heilige
healing	joy	0.328	genesing
carol	joy	0.328	carol
true	joy	0.328	waar
hobby	joy	0.328	stokperdjie
amnesty	joy	0.328	amnestie
respite	joy	0.324	uitstel
recreational	joy	0.318	ontspanning
cousins	joy	0.318	neefs
mellow	joy	0.318	rustig
restorative	joy	0.318	herstellende
lazyday	joy	0.318	lui dag
classics	joy	0.318	klassieke
reconciliation	joy	0.316	versoening
woods	joy	0.312	woude
progression	joy	0.312	progressie
muchneeded	joy	0.312	broodnodig
sterling	joy	0.312	sterling
dove	joy	0.312	duif
simplify	joy	0.312	vereenvoudig
fitness	joy	0.312	fiksheid
sunset	joy	0.312	sonsondergang
wisdom	joy	0.312	wysheid
relight	joy	0.312	weer aansteek
living	joy	0.312	lewende
presto	joy	0.312	presto
playhouse	joy	0.312	speelhuis
superman	joy	0.312	superman
pony	joy	0.312	ponie
recovery	joy	0.312	herstel
crafts	joy	0.312	handwerk
lord	joy	0.312	heer
deal	joy	0.312	ooreenkoms
improvement	joy	0.309	verbetering
infant	joy	0.309	baba
absolution	joy	0.306	absolusie
honest	joy	0.303	eerlik
gently	joy	0.303	saggies
banquet	joy	0.303	banket
established	joy	0.303	gestig
endless	joy	0.303	eindeloos
decorating	joy	0.303	versier
providing	joy	0.300	verskaffing
lounging	joy	0.297	ontspan
growth	joy	0.297	groei
strolling	joy	0.297	kuier
feat	joy	0.297	prestasie
morals	joy	0.297	sedes
mine	joy	0.297	myne
spending	joy	0.297	besteding
light	joy	0.297	lig
spiritual	joy	0.297	geestelike
quaint	joy	0.297	oulik
fraternal	joy	0.297	broederlike
notable	joy	0.297	noemenswaardig
softly	joy	0.297	saggies
harvest	joy	0.297	oes
yearning	joy	0.297	verlange
breeze	joy	0.297	briesie
joker	joy	0.297	grapmaker
meditating	joy	0.297	mediteer
fervor	joy	0.295	ywer
quotes	joy	0.294	aanhalings
volunteer	joy	0.294	vrywilliger
gain	joy	0.288	wins
resources	joy	0.288	hulpbronne
create	joy	0.288	skep
psalms	joy	0.288	psalms
hippie	joy	0.288	hippie
taoism	joy	0.288	taoïsme
midwife	joy	0.288	vroedvrou
receiving	joy	0.287	ontvang
snowfall	joy	0.286	sneeuval
ocean	joy	0.286	oseaan
lsd	joy	0.286	lsd
hiking	joy	0.283	stap
evergreen	joy	0.281	immergroen
destination	joy	0.281	bestemming
candid	joy	0.281	openhartig
unwind	joy	0.281	ontspan
truce	joy	0.281	wapenstilstand
toast	joy	0.281	roosterbrood
chill	joy	0.281	verkoel
infinity	joy	0.281	oneindigheid
rested	joy	0.281	uitgerus
buzzing	joy	0.281	gons
venerable	joy	0.279	eerbiedwaardig
balance	joy	0.275	balans
retirement	joy	0.275	aftrede
fireplace	joy	0.273	kaggel
buddha	joy	0.273	boeddha
devout	joy	0.273	vroom
drinks	joy	0.273	drankies
rapt	joy	0.273	verslae
swim	joy	0.273	swem
compensate	joy	0.273	vergoed
snowing	joy	0.271	sneeu
sublimation	joy	0.270	sublimasie
fruity	joy	0.268	vrugtig
sunday	joy	0.266	Sondag
sketching	joy	0.266	skets
