English Word	Emotion	Emotion-Intensity-Score	Spanish Word
deadline	fear	0.312	plazo
uneasy	fear	0.312	difícil
valium	fear	0.312	valio
powerful	fear	0.312	poderoso
opponent	fear	0.312	adversario
ordnance	fear	0.312	artillería
cram	fear	0.312	atestar
unexpected	fear	0.312	inesperado
thorny	fear	0.312	espinoso
discontinuity	fear	0.312	discontinuidad
conspire	fear	0.312	conspirar
collusion	fear	0.312	colusión
litigate	fear	0.312	litigar
unkind	fear	0.312	cruel
whirlwind	fear	0.312	torbellino
nether	fear	0.312	inferior
trickery	fear	0.312	astucia
bewilderment	fear	0.312	desconcierto
overthinking	fear	0.309	cavilaciones
doubts	fear	0.308	dudas
seriousness	fear	0.305	gravedad
irrational	fear	0.305	irracional
erase	fear	0.303	borrar
teasing	fear	0.303	broma
razor	fear	0.303	maquinilla de afeitar
sweating	fear	0.298	transpiración
mage	fear	0.297	mago
giant	fear	0.297	gigante
weighty	fear	0.297	pesado
warning	fear	0.297	advertencia
avoid	fear	0.297	evitar
inflation	fear	0.297	inflación
mislead	fear	0.297	engañar
adjudicate	fear	0.297	juzgar
endless	fear	0.297	sin fin
deflation	fear	0.297	deflación
depreciated	fear	0.297	depreciado
bitch	fear	0.297	perra
swamp	fear	0.297	pantano
bale	fear	0.297	bala
dashed	fear	0.297	punteado
crouching	fear	0.297	agazapado
flounder	fear	0.297	platija
hide	fear	0.297	ocultar
reluctant	fear	0.297	reacio
unsurpassed	fear	0.297	insuperado
medical	fear	0.297	médico
timidity	fear	0.297	timidez
auditor	fear	0.297	auditor
deluge	fear	0.287	diluvio
disinformation	fear	0.286	desinformación
court	fear	0.284	tribunal
aversion	fear	0.283	aversión
cartridge	fear	0.281	cartucho
unfriendly	fear	0.281	antipático
cautious	fear	0.281	precavido
surveillance	fear	0.281	vigilancia
yelp	fear	0.281	gañido
confusion	fear	0.281	confusión
apache	fear	0.281	apache
flying	fear	0.281	volador
submitting	fear	0.281	sumisión
discourage	fear	0.281	desalentar
rush	fear	0.281	prisa
fortress	fear	0.281	fortaleza
dwarfed	fear	0.281	enano
challenge	fear	0.281	desafío
notready	fear	0.281	no está listo
wan	fear	0.281	pálido
mistaken	fear	0.281	equivocado
hurryup	fear	0.281	darse prisa
swelling	fear	0.281	hinchazón
oncoming	fear	0.281	venidero
remains	fear	0.281	restos
unruly	fear	0.281	revoltoso
bigoted	fear	0.281	fanático
intense	fear	0.279	intenso
noncompliance	fear	0.276	incumplimiento
alerts	fear	0.276	alertas
planes	fear	0.274	aviones
cop	fear	0.273	policía
displeased	fear	0.273	disgustado
unbridled	fear	0.271	desenfrenado
problem	fear	0.266	problema
crouch	fear	0.266	agacharse
sneak	fear	0.266	furtivo
hood	fear	0.266	capucha
force	fear	0.266	fuerza
confession	fear	0.266	confesión
posse	fear	0.266	grupo
banger	fear	0.266	petardo
belt	fear	0.266	cinturón
crowds	fear	0.266	multitudes
elevation	fear	0.266	elevación
insomnia	fear	0.266	insomnio
auditions	fear	0.266	audiciones
forgotten	fear	0.266	olvidado
affront	fear	0.266	afrenta
cloak	fear	0.266	capa
newjob	fear	0.266	Nuevo trabajo
blindfold	fear	0.266	venda
skid	fear	0.266	patinar
blemish	fear	0.266	defecto
uncanny	fear	0.266	misterioso
sentence	fear	0.266	frase
cupping	fear	0.266	utilización de tazas
regiment	fear	0.266	regimiento
hooded	fear	0.266	encapuchado
operation	fear	0.266	operación
immerse	fear	0.266	sumergirse
shanghai	fear	0.266	llevar a la fuerza
acrobat	fear	0.266	acróbata
flurries	fear	0.266	ráfagas
spur	fear	0.262	estimular
mortgagor	fear	0.258	deudor hipotecario
defense	fear	0.258	defensa
insect	fear	0.250	insecto
defend	fear	0.250	defender
cataract	fear	0.250	catarata
stealthy	fear	0.250	cauteloso
swampy	fear	0.250	pantanoso
sunk	fear	0.250	hundido
run	fear	0.250	correr
scapegoat	fear	0.250	chivo expiatorio
jobinterview	fear	0.250	entrevista de trabajo
repent	fear	0.250	arrepentirse
breakingnews	fear	0.250	noticias de última hora
obliging	fear	0.250	servicial
rascal	fear	0.250	bribón
impatiently	fear	0.250	Impacientemente
react	fear	0.250	reaccionar
doubt	fear	0.250	duda
guard	fear	0.250	Guardia
forewarned	fear	0.250	advertido
foul	fear	0.250	falta
indifference	fear	0.250	indiferencia
hag	fear	0.250	bruja
picket	fear	0.250	piquete
delusional	fear	0.250	delirante
standstill	fear	0.250	parada
rating	fear	0.250	clasificación
spinster	fear	0.250	solterona
unfamiliar	fear	0.250	desconocido
indecisive	fear	0.250	indeciso
grounded	fear	0.242	conectado a tierra
badhabit	fear	0.242	mal hábito
highest	fear	0.236	más alto
aaaah	fear	0.234	aaaah
shrink	fear	0.234	encogerse
insomniac	fear	0.234	insomne
chicken	fear	0.234	pollo
bee	fear	0.234	abeja
inequality	fear	0.234	desigualdad
verge	fear	0.234	borde
shelters	fear	0.234	refugios
buzz	fear	0.234	zumbido
buck	fear	0.234	dólar
discontent	fear	0.234	descontento
difficulty	fear	0.234	dificultad
finalized	fear	0.234	finalizado
overdrive	fear	0.234	sobremarcha
pinion	fear	0.234	piñón
scaffold	fear	0.234	andamio
dependence	fear	0.234	dependencia
rekindle	fear	0.234	reavivar
instinctive	fear	0.234	instintivo
thatmoment	fear	0.234	ese momento
sleepless	fear	0.234	insomne
intercede	fear	0.234	interceder
psychiatrist	fear	0.234	psiquiatra
rushing	fear	0.233	corriendo
overslept	fear	0.226	se quedó dormido
default	fear	0.226	defecto
confessional	fear	0.225	confesional
impatient	fear	0.224	impaciente
tactics	fear	0.219	táctica
aga	fear	0.219	aga
blues	fear	0.219	blues
thrill	fear	0.219	emoción
immigrant	fear	0.219	inmigrante
veer	fear	0.219	virar
sweat	fear	0.219	sudor
cane	fear	0.219	caña
revelations	fear	0.219	revelaciones
whatif	fear	0.219	Y si
waver	fear	0.219	vacilar
jungle	fear	0.219	selva
fingerscrossed	fear	0.219	dedos cruzados
stingy	fear	0.219	tacaño
bait	fear	0.219	carnada
unequal	fear	0.219	desigual
lastminute	fear	0.219	último minuto
heft	fear	0.219	peso
overtired	fear	0.218	demasiado cansado
prognosis	fear	0.217	pronóstico
alertness	fear	0.216	vigilancia
hyped	fear	0.214	exagerado
wishmeluck	fear	0.212	Deséame suerte
somuchtodo	fear	0.212	mucho que hacer
toomuchtodo	fear	0.212	demasiadas cosas que hacer
tryouts	fear	0.210	audiciones
clowns	fear	0.207	payasos
fluctuation	fear	0.204	fluctuación
examination	fear	0.204	examen
restless	fear	0.204	inquieto
uphill	fear	0.203	cuesta arriba
quail	fear	0.203	codorniz
phew	fear	0.203	Uf
mighty	fear	0.203	poderoso
cross	fear	0.203	cruz
hurry	fear	0.203	apuro
recesses	fear	0.203	lo más hondo
intimacy	fear	0.203	intimidad
overcome	fear	0.203	superar
birth	fear	0.203	nacimiento
acceptances	fear	0.203	aceptaciones
help	fear	0.203	ayuda
fearless	fear	0.200	audaz
change	fear	0.198	cambio
ware	fear	0.198	mercancía
withstand	fear	0.197	resistir a
asap	fear	0.191	lo antes posible
heighten	fear	0.188	aumentar
watch	fear	0.188	reloj
tract	fear	0.188	tracto
advance	fear	0.188	ventaja
overcoming	fear	0.188	superación
attorney	fear	0.188	abogado
deadlines	fear	0.188	plazos
bug	fear	0.188	insecto
knots	fear	0.188	nudos
owing	fear	0.188	debido
waitinggame	fear	0.188	juego de espera
unorganised	fear	0.188	desorganizado
gnome	fear	0.188	gnomo
fragile	fear	0.188	frágil
cautiously	fear	0.188	cautelosamente
stillness	fear	0.188	quietud
intrigue	fear	0.188	intriga
rule	fear	0.188	regla
elf	fear	0.185	duende
stillwaiting	fear	0.184	todavía esperando
lonely	fear	0.183	solitaria
slippery	fear	0.181	resbaladizo
interview	fear	0.180	entrevista
everyman	fear	0.178	cada hombre
speculation	fear	0.176	especulación
needtoknow	fear	0.173	necesito saber
worship	fear	0.172	Adoración
unsure	fear	0.172	inseguro
surprise	fear	0.172	sorpresa
settlor	fear	0.172	fideicomitente
competition	fear	0.172	competencia
readytogo	fear	0.172	Listo para ir
checkpoint	fear	0.172	control
composure	fear	0.172	calma
interviewer	fear	0.172	entrevistador
chaff	fear	0.172	paja
regulatory	fear	0.172	regulador
birch	fear	0.172	abedul
shell	fear	0.172	caparazón
assessment	fear	0.172	evaluación
uncertain	fear	0.172	incierto
rod	fear	0.172	varilla
humanrights	fear	0.172	derechos humanos
less	fear	0.167	menos
coy	fear	0.162	tímido
iris	fear	0.160	iris
intimately	fear	0.156	íntimamente
hearing	fear	0.156	audiencia
legalized	fear	0.156	legalizado
needit	fear	0.156	necesito
audition	fear	0.156	audición
retirement	fear	0.156	Jubilación
countdown	fear	0.156	cuenta regresiva
sly	fear	0.156	astuto
bases	fear	0.156	bases
ceasefire	fear	0.156	alto el fuego
medication	fear	0.156	medicamento
courageous	fear	0.154	valiente
overthinker	fear	0.153	pensador excesivo
backtrack	fear	0.151	retractarse
dawned	fear	0.150	amaneció
censor	fear	0.149	censurar
bailiff	fear	0.147	alguacil
syllabus	fear	0.147	silaba
delay	fear	0.141	demora
newcomer	fear	0.141	recién llegado
imagination	fear	0.141	imaginación
waiting	fear	0.141	esperando
gent	fear	0.141	caballero
validity	fear	0.141	validez
cove	fear	0.141	ensenada
rationality	fear	0.141	racionalidad
caricature	fear	0.141	caricatura
eventuality	fear	0.141	eventualidad
alreadyyyyy	fear	0.140	yayyyy
shy	fear	0.140	tímido
symptom	fear	0.133	síntoma
excite	fear	0.132	excitar
raccoon	fear	0.127	mapache
clown	fear	0.125	payaso
tryout	fear	0.125	probar
needtorelax	fear	0.125	necesito relajarme
swim	fear	0.125	nadar
campaigning	fear	0.125	haciendo campaña
hawk	fear	0.125	halcón
prevent	fear	0.125	prevenir
gameday	fear	0.125	día de juego
ahhh	fear	0.125	ahhh
marry	fear	0.125	casar
sprite	fear	0.125	duende
soready	fear	0.125	muy preparado
sag	fear	0.123	hundimiento
pharmacy	fear	0.123	farmacia
policeman	fear	0.121	policía
dreamt	fear	0.111	soñado
lace	fear	0.111	cordón
homework	fear	0.109	tareas para el hogar
destination	fear	0.109	destino
incase	fear	0.109	en caso
pray	fear	0.109	rezar
knot	fear	0.109	nudo
confidence	fear	0.109	confianza
bigday	fear	0.109	gran día
holiness	fear	0.109	santidad
notoriety	fear	0.109	notoriedad
weight	fear	0.109	peso
slender	fear	0.100	esbelto
undecided	fear	0.098	indeciso
sympathetic	fear	0.097	simpático
poise	fear	0.094	equilibrio
case	fear	0.094	caso
treat	fear	0.094	tratar
locate	fear	0.094	localizar
loyal	fear	0.094	leal
grades	fear	0.094	Los grados
god	fear	0.094	dios
helmet	fear	0.094	casco
confident	fear	0.094	confidente
counsellor	fear	0.094	consejero
northeast	fear	0.088	Noreste
graduation	fear	0.078	graduación
compassion	fear	0.078	compasión
nurture	fear	0.078	nutrir
graded	fear	0.075	calificado
mum	fear	0.070	mamá
infant	fear	0.067	niño
journey	fear	0.062	viaje
parade	fear	0.062	desfile
gradschool	fear	0.062	la escuela de Posgrado
civilian	fear	0.062	civil
cloudiness	fear	0.062	abundancia de nubes
cash	fear	0.062	dinero
civilians	fear	0.062	civiles
guidelines	fear	0.062	pautas
soulmate	fear	0.062	alma gemela
youth	fear	0.062	juventud
opera	fear	0.057	ópera
synonymous	fear	0.056	sinónimo
honest	fear	0.047	honesto
praying	fear	0.047	Orando
intelligence	fear	0.038	inteligencia
volunteer	fear	0.031	voluntario
romance	fear	0.031	romance
lines	fear	0.031	líneas
obey	fear	0.016	obedecer
happiest	joy	0.986	más feliz
happiness	joy	0.984	felicidad
bliss	joy	0.971	felicidad
celebrating	joy	0.970	celebrando
jubilant	joy	0.969	jubiloso
ecstatic	joy	0.954	extático
elation	joy	0.944	elación
beaming	joy	0.938	radiante
bestdayever	joy	0.938	el mejor día
loveee	joy	0.932	te amo
celebration	joy	0.929	celebracion
awesomeness	joy	0.926	genialidad
joy	joy	0.924	alegría
joyous	joy	0.922	jubiloso
fabulous	joy	0.922	fabuloso
happily	joy	0.922	felizmente
excitement	joy	0.922	excitación
exuberance	joy	0.922	exuberancia
makesmehappy	joy	0.922	me hace feliz
euphoria	joy	0.922	euforia
lovee	joy	0.920	te amo
gratitude	joy	0.914	gratitud
happydance	joy	0.912	danza feliz
merriment	joy	0.912	alegría
spectacular	joy	0.912	espectacular
overjoyed	joy	0.909	lleno de alegría
purebliss	joy	0.909	pura felicidad
triumphant	joy	0.907	triunfante
ecstasy	joy	0.906	éxtasis
lovelovelove	joy	0.906	amor Amor Amor
cheerful	joy	0.906	alegre
cheer	joy	0.897	alegría
elated	joy	0.894	exaltado
peaceofmind	joy	0.891	tranquilidad de espíritu
jolly	joy	0.891	alegre
delighted	joy	0.891	contento
lovethis	joy	0.891	me encanta esto
excitation	joy	0.891	excitación
exhilaration	joy	0.891	regocijo
pleasures	joy	0.891	placeres
laugh	joy	0.891	risa
marvelously	joy	0.881	maravillosamente
loving	joy	0.879	cariñoso
joyful	joy	0.879	alegre
blissful	joy	0.879	feliz
outstanding	joy	0.879	sobresaliente
pleasurable	joy	0.877	agradable
lovinglife	joy	0.875	vida amorosa
enthusiastic	joy	0.875	entusiasta
glee	joy	0.875	alegría
iloveher	joy	0.875	la amo
yaaaay	joy	0.875	yaaaay
overthemoon	joy	0.875	sobre la Luna
happyplace	joy	0.875	lugar feliz
sohappy	joy	0.868	tan feliz
superb	joy	0.864	magnífico
woohoo	joy	0.864	woohoo
laughing	joy	0.864	reír
wonderful	joy	0.863	maravilloso
hooray	joy	0.859	hurra
loved	joy	0.859	amado
tearsofjoy	joy	0.859	lagrimas de alegria
hallelujah	joy	0.859	aleluya
magnificent	joy	0.859	magnífico
glory	joy	0.859	gloria
ilovechristmas	joy	0.859	amo la Navidad
brilliant	joy	0.859	brillante
celebrated	joy	0.859	celebrado
cheering	joy	0.859	aplausos
yayyyy	joy	0.859	yayyyy
heavenly	joy	0.853	celestial
exciting	joy	0.853	emocionante
thrilled	joy	0.851	encantado
mademyday	joy	0.848	me alegró el día
hohoho	joy	0.845	Ho Ho Ho
celebrate	joy	0.844	celebrar
wonderfully	joy	0.844	maravillosamente
blessing	joy	0.844	bendición
favoriteholiday	joy	0.844	fiesta favorita
paradise	joy	0.833	paraíso
marvellous	joy	0.833	maravilloso
festive	joy	0.833	festivo
sweetness	joy	0.833	dulzura
blessed	joy	0.833	bendecido
celebrations	joy	0.833	celebraciones
compliment	joy	0.831	cumplido
smiling	joy	0.828	sonriente
allsmiles	joy	0.828	todo sonrisas
love	joy	0.828	amor
enchanting	joy	0.828	encantador
homesweethome	joy	0.826	Hogar dulce hogar
thankyougod	joy	0.824	gracias Dios
marvelous	joy	0.824	maravilloso
laughter	joy	0.824	la risa
goodmood	joy	0.819	buen humor
goodness	joy	0.818	bondad
excellence	joy	0.818	excelencia
sensational	joy	0.818	sensacional
joys	joy	0.818	alegrías
delightful	joy	0.818	encantador
excited	joy	0.818	entusiasmado
rejoicing	joy	0.818	alegría
happyheart	joy	0.818	Corazón feliz
celebratory	joy	0.818	celebratorio
greatful	joy	0.816	agradecido
jovial	joy	0.814	jovial
rejoice	joy	0.812	alegrarse
splendid	joy	0.812	espléndido
enjoy	joy	0.812	disfrutar
smiley	joy	0.812	sonriente
glorious	joy	0.812	glorioso
victorious	joy	0.812	victorioso
lovemaking	joy	0.812	haciendo el amor
bonanza	joy	0.812	bonanza
greatday	joy	0.812	gran día
excellent	joy	0.812	excelente
goodtimes	joy	0.811	Buenos tiempos
whatmakesmesmile	joy	0.811	lo que me hace sonreír
happyday	joy	0.809	día feliz
myfavorite	joy	0.804	mi favorito
thankyoulord	joy	0.803	gracias Señor
gladness	joy	0.803	alegría
yayyy	joy	0.803	yayyy
yeahhhh	joy	0.803	sí
pleasure	joy	0.803	Placer
giggle	joy	0.802	risilla
happier	joy	0.797	más feliz
lovemylife	joy	0.797	amo mi vida
magnificence	joy	0.797	magnificencia
happytweet	joy	0.797	feliz tweet
lovinlife	joy	0.797	amo la vida
yesss	joy	0.797	siiii
dancing	joy	0.797	bailando
success	joy	0.797	éxito
grateful	joy	0.789	agradecido
amuse	joy	0.788	entretener
splendor	joy	0.788	esplendor
happy	joy	0.788	contento
fun	joy	0.788	divertida
giggling	joy	0.781	riendo
glad	joy	0.781	contento
glorify	joy	0.781	glorificar
radiant	joy	0.781	radiante
beautiful	joy	0.781	hermoso
solucky	joy	0.781	muy afortunado
sothankful	joy	0.781	muy agradecido
enchanted	joy	0.781	encantado
romance	joy	0.779	romance
perfection	joy	0.779	perfección
christmassy	joy	0.779	navideño
heavens	joy	0.779	Cielos
thrilling	joy	0.776	emocionante
lovable	joy	0.773	amable
congrats	joy	0.773	felicitaciones
fiesta	joy	0.773	fiesta
entertain	joy	0.773	entretener
happyvalentinesday	joy	0.773	Feliz día de San Valentín
miraculous	joy	0.773	milagroso
cheers	joy	0.773	salud
cheered	joy	0.773	animado
positivity	joy	0.773	positividad
funday	joy	0.772	día divertido
enjoying	joy	0.771	disfrutando
lifeisgood	joy	0.766	la vida es buena
amused	joy	0.766	divertido
goodfeeling	joy	0.766	Buen sentimiento
christmasspirit	joy	0.766	espíritu navideño
cuddling	joy	0.766	caricias
smiles	joy	0.766	sonrisas
sosweet	joy	0.766	Tan dulce
thebest	joy	0.766	lo mejor
party	joy	0.765	fiesta
delight	joy	0.765	deleitar
orgasm	joy	0.765	orgasmo
positive	joy	0.761	positivo
sweetheart	joy	0.758	cariño
enlighten	joy	0.758	iluminar
cheerfulness	joy	0.758	alegría
miracles	joy	0.758	milagros
giddy	joy	0.757	mareado
christmastime	joy	0.757	tiempo de Navidad
gratify	joy	0.750	satisfacer
greatness	joy	0.750	grandeza
friendliness	joy	0.750	amabilidad
blessings	joy	0.750	bendiciones
laughs	joy	0.750	risas
tistheseason	joy	0.750	tisthetemporada
smile	joy	0.750	sonreír
pleasing	joy	0.750	agradable
romantic	joy	0.750	romántico
happyholidays	joy	0.750	felices vacaciones
frolic	joy	0.748	fiesta
jubilee	joy	0.742	aniversario
miracle	joy	0.742	milagro
enthusiasm	joy	0.742	entusiasmo
selflove	joy	0.742	amor propio
triumph	joy	0.742	triunfo
magical	joy	0.742	mágico
rewarding	joy	0.742	gratificante
goodvibes	joy	0.742	buenas vibraciones
positiveenergy	joy	0.742	energía positiva
feelgood	joy	0.736	sentirse bien
prosperity	joy	0.735	prosperidad
behappy	joy	0.734	ser feliz
admiration	joy	0.734	admiración
passionate	joy	0.734	apasionado
goodday	joy	0.734	Buenos días
luxurious	joy	0.734	lujoso
tgif	joy	0.734	gif
victory	joy	0.734	victoria
feelinggood	joy	0.734	sentirse bien
enchant	joy	0.734	encantar
greatnight	joy	0.734	gran noche
vivacious	joy	0.734	vivaz
glorification	joy	0.733	glorificación
sing	joy	0.729	cantar
glowing	joy	0.729	brillante
yessss	joy	0.728	siiii
fulfillment	joy	0.728	cumplimiento
breathtaking	joy	0.728	asombroso
thankful	joy	0.727	agradecido
cheery	joy	0.727	alegre
santa	joy	0.727	Papa Noel
hurrah	joy	0.727	Hurra
christmasbreak	joy	0.727	Descanso navideño
win	joy	0.727	victoria
atpeace	joy	0.727	en paz
award	joy	0.727	otorgar
merry	joy	0.727	alegre
inspiration	joy	0.725	inspiración
radiance	joy	0.725	resplandor
pleased	joy	0.725	encantado
uplift	joy	0.723	edificación
optimistic	joy	0.723	optimista
heaven	joy	0.721	cielo
lucky	joy	0.721	afortunado
godisgreat	joy	0.721	Dios es grande
holidays	joy	0.721	Días festivos
thrill	joy	0.721	emoción
congratulatory	joy	0.719	congratulatorio
thriving	joy	0.719	prosperando
amusement	joy	0.719	diversión
perfect	joy	0.719	Perfecto
lover	joy	0.719	amante
xmas	joy	0.719	Navidad
heartfelt	joy	0.719	sentido
utopian	joy	0.719	utópico
lovely	joy	0.719	hermoso
harmony	joy	0.719	armonía
praising	joy	0.719	alabando
brighten	joy	0.719	aclarar
luckiest	joy	0.712	más afortunado
merrychristmas	joy	0.712	Feliz Navidad
magic	joy	0.712	magia
achievement	joy	0.712	logro
yay	joy	0.712	Hurra
holiday	joy	0.712	fiesta
treasures	joy	0.712	tesoros
luxury	joy	0.712	lujo
bestfeeling	joy	0.712	El mejor sentimiento
intimate	joy	0.710	íntimo
soblessed	joy	0.706	tan bendecido
yaaay	joy	0.706	siiii
rave	joy	0.706	delirio
chuckle	joy	0.706	risita
proud	joy	0.704	orgulloso
winning	joy	0.703	victorioso
cherish	joy	0.703	valorar
goodnews	joy	0.703	buenas noticias
fuckyeah	joy	0.703	joder si
optimism	joy	0.703	optimismo
amazingly	joy	0.703	Asombrosamente
lovelife	joy	0.703	vida amorosa
truelove	joy	0.703	amor verdadero
beautification	joy	0.703	embellecimiento
satisfying	joy	0.703	satisfactorio
appreciates	joy	0.703	aprecia
cuddled	joy	0.703	abrazado
goodlife	joy	0.703	buena vida
gooood	joy	0.703	bien
sweetest	joy	0.703	más dulce
yaay	joy	0.700	yaay
entertained	joy	0.700	entretenido
excite	joy	0.697	excitar
newbeginnings	joy	0.693	nuevos comienzos
praisejesus	joy	0.691	alabado sea el Señor
birthday	joy	0.691	cumpleaños
greatfriends	joy	0.688	Buenos amigos
adoration	joy	0.688	adoración
godsend	joy	0.688	bendición
favorite	joy	0.688	favorito
content	joy	0.688	contenido
entertaining	joy	0.688	entretenido
honored	joy	0.688	honrado
metime	joy	0.688	tiempo personal
exquisite	joy	0.688	Exquisito
holidayseason	joy	0.688	temporada de vacaciones
thankyoujesus	joy	0.688	gracias Jesús
angelic	joy	0.688	angelical
goodhealth	joy	0.682	buena salud
majestic	joy	0.682	majestuoso
luscious	joy	0.682	delicioso
memoriesiwontforget	joy	0.682	recuerdos que no olvidaré
bestfriends	joy	0.682	mejores amigos
precious	joy	0.682	precioso
appreciated	joy	0.682	apreciado
exaltation	joy	0.682	exaltación
smiled	joy	0.682	sonrió
brightens	joy	0.682	ilumina
tranquility	joy	0.679	tranquilidad
marry	joy	0.676	casar
embrace	joy	0.676	abrazar
positively	joy	0.676	afirmativamente
grin	joy	0.672	sonrisa
hug	joy	0.672	abrazo
hilarious	joy	0.672	divertidísimo
dearest	joy	0.672	querido
contentment	joy	0.672	contentamiento
accomplished	joy	0.672	logrado
relaxation	joy	0.672	relajación
bday	joy	0.672	cumpleaños
enliven	joy	0.672	animar
weeeee	joy	0.672	weeeee
giggles	joy	0.672	risitas
fulfilled	joy	0.667	cumplido
bountiful	joy	0.667	abundante
victor	joy	0.667	Víctor
adore	joy	0.667	adorar
boisterous	joy	0.667	bullicioso
fulfill	joy	0.664	realizar
cuddles	joy	0.662	mimos
prosperous	joy	0.660	próspero
appreciation	joy	0.656	apreciación
serenity	joy	0.656	serenidad
happynewyear	joy	0.656	feliz año nuevo
humor	joy	0.656	humor
satisfy	joy	0.656	satisfacer
besties	joy	0.656	mejores amigos
encouraged	joy	0.656	motivado
captivate	joy	0.656	cautivar
christmaseve	joy	0.656	Nochebuena
glow	joy	0.656	resplandor
romanticism	joy	0.656	romanticismo
innerpeace	joy	0.656	paz interior
pleasant	joy	0.656	agradable
praises	joy	0.652	alabanzas
abundance	joy	0.652	abundancia
fortunes	joy	0.652	fortunas
engaged	joy	0.652	comprometido
praised	joy	0.652	alabado
relaxing	joy	0.652	relajante
treasure	joy	0.652	tesoro
satisfaction	joy	0.652	satisfacción
nothingbetter	joy	0.647	nada mejor
affection	joy	0.647	cariño
relieved	joy	0.647	aliviado
complement	joy	0.647	complementar
carnival	joy	0.643	carnaval
priceless	joy	0.641	no tiene precio
uplifting	joy	0.641	edificante
sensuality	joy	0.641	sensualidad
saintly	joy	0.641	santo
champion	joy	0.641	campeón
thanksgiving	joy	0.641	acción de gracias
harmoniously	joy	0.641	armoniosamente
wedding	joy	0.641	boda
achieve	joy	0.641	lograr
divine	joy	0.641	divino
jackpot	joy	0.641	bote
honeymoon	joy	0.636	Luna de miel
exalt	joy	0.636	exaltar
twinkle	joy	0.636	centelleo
comforting	joy	0.636	consolador
felicity	joy	0.636	felicidad
peaceful	joy	0.636	pacífico
climax	joy	0.636	clímax
winner	joy	0.636	ganador
reverie	joy	0.636	ensueño
yayy	joy	0.636	yayy
cuddle	joy	0.636	abrazo
xoxo	joy	0.634	besos y abrazos
stargazing	joy	0.625	estudio de las estrellas
festival	joy	0.625	festival
sweet	joy	0.625	dulce
generosity	joy	0.625	generosidad
brighter	joy	0.625	más brillante
praisegod	joy	0.625	alabado sea el Señor
gorgeous	joy	0.625	precioso
hearts	joy	0.625	corazones
amusing	joy	0.625	entretenido
fondness	joy	0.625	cariño
snuggling	joy	0.625	acurrucarse
reward	joy	0.625	premio
sex	joy	0.622	sexo
kind	joy	0.621	tipo
genial	joy	0.621	genial
parade	joy	0.621	desfile
applause	joy	0.621	aplausos
beauty	joy	0.621	belleza
fulfilling	joy	0.618	cumpliendo
aspiring	joy	0.618	ambicioso
newlife	joy	0.618	nueva vida
godbless	joy	0.616	Dios los bendiga
virtuous	joy	0.613	virtuoso
kiss	joy	0.610	Beso
christmas	joy	0.609	Navidad
rainbows	joy	0.609	arcoiris
elegance	joy	0.609	elegancia
generous	joy	0.609	generoso
super	joy	0.609	súper
playful	joy	0.609	juguetón
enlightenment	joy	0.609	iluminación
praiseworthy	joy	0.609	loable
awards	joy	0.609	premios
adorable	joy	0.609	adorable
rekindle	joy	0.609	reavivar
winnings	joy	0.609	ganancias
independence	joy	0.607	independencia
amour	joy	0.607	aventura amorosa
kindness	joy	0.606	amabilidad
surprises	joy	0.606	sorpresas
heheh	joy	0.606	jejeje
hilarity	joy	0.606	hilaridad
wonder	joy	0.606	preguntarse
freely	joy	0.606	libremente
successful	joy	0.606	exitoso
inspired	joy	0.606	inspirado
onelove	joy	0.606	un amor
whimsical	joy	0.603	caprichoso
entertainment	joy	0.603	entretenimiento
passion	joy	0.603	pasión
stressfree	joy	0.601	libre de estrés
beautify	joy	0.601	embellecer
sunrise	joy	0.600	amanecer
godisgood	joy	0.597	Dios es bueno
goodmusic	joy	0.594	buena música
revere	joy	0.594	reverenciar
whoo	joy	0.594	guau
fanfare	joy	0.594	trompeteo
inspire	joy	0.594	inspirar
angel	joy	0.594	ángel
thankgod	joy	0.594	gracias a Dios
goodies	joy	0.594	golosinas
jesus	joy	0.594	Jesús
accomplishment	joy	0.594	logro
snuggled	joy	0.594	acurrucado
peacefully	joy	0.594	pacíficamente
flirt	joy	0.594	Ligar
friendship	joy	0.591	amistad
singing	joy	0.591	cantando
heroic	joy	0.591	heroico
exalted	joy	0.591	exaltado
fortune	joy	0.591	fortuna
highest	joy	0.591	más alto
summer	joy	0.591	el verano
contented	joy	0.588	contento
rollicking	joy	0.588	alegre
overflowing	joy	0.588	desbordante
woot	joy	0.588	guau
accolade	joy	0.586	espaldarazo
hope	joy	0.586	esperar
cozy	joy	0.583	acogedor
delicious	joy	0.579	delicioso
raving	joy	0.578	delirante
thelife	joy	0.578	la vida
darling	joy	0.578	querida
sensuous	joy	0.578	sensual
picturesque	joy	0.578	pintoresco
friendly	joy	0.578	amigable
everlasting	joy	0.578	eterno
praise	joy	0.578	elogio
ambition	joy	0.578	ambición
sparkle	joy	0.577	brillar
sensual	joy	0.576	sensual
peace	joy	0.576	paz
flattering	joy	0.576	halagador
grace	joy	0.576	gracia
luckygirl	joy	0.576	chica con suerte
heroism	joy	0.576	heroísmo
succeeding	joy	0.576	subsiguiente
yeahhh	joy	0.576	sí
special	joy	0.574	especial
livelife	joy	0.574	Vive la vida
tantalizing	joy	0.572	tentador
pumped	joy	0.567	bombeado
yey	joy	0.562	si
surprise	joy	0.562	sorpresa
sunny	joy	0.562	soleado
prevail	joy	0.562	prevalecer
revels	joy	0.562	fiestas
humorous	joy	0.562	humorístico
