English Word	Emotion	Emotion-Intensity-Score	Frisian Word
abandoned	fear	0.534	ferlitten
fled	fear	0.534	flechte
rejection	fear	0.533	ôfwizing
hopelessness	fear	0.531	hopeleazens
shaking	fear	0.531	triljen
endocarditis	fear	0.531	endokarditis
cowardly	fear	0.531	lef
lawlessness	fear	0.531	wetteloosheid
punish	fear	0.531	straffe
manipulation	fear	0.531	manipulaasje
broken	fear	0.531	brutsen
carnivorous	fear	0.531	fleiseter
impotence	fear	0.531	ûnmacht
unstable	fear	0.531	ynstabyl
penetration	fear	0.531	penetraasje
incursion	fear	0.531	ynfal
stalk	fear	0.531	stalk
frenzied	fear	0.531	frenzyed
disembodied	fear	0.531	disembodied
superstitious	fear	0.531	byleauwich
stressed	fear	0.531	beklamme
leeches	fear	0.531	leeches
helpless	fear	0.531	helpleas
harbinger	fear	0.531	harbringer
saber	fear	0.531	sabel
atherosclerosis	fear	0.531	atherosclerose
deserted	fear	0.531	ferlitten
manifestation	fear	0.531	manifestaasje
theft	fear	0.531	stellerij
captor	fear	0.531	captor
slave	fear	0.531	slaaf
distrust	fear	0.531	wantrouwen
subjugation	fear	0.531	ûnderwerping
buried	fear	0.531	begroeven
wrangling	fear	0.531	wrakselje
freakout	fear	0.531	hielendal gek wurde
rebellion	fear	0.531	reboelje
abandon	fear	0.531	ferlitte
eek	fear	0.531	eek
jarring	fear	0.531	jarring
swastika	fear	0.531	swastika
failing	fear	0.531	failing
stormy	fear	0.531	stoarmich
bacterium	fear	0.531	baktearje
suspense	fear	0.529	spanning
blood	fear	0.525	bloed
hiding	fear	0.524	hiding
bear	fear	0.524	bear
unlawful	fear	0.519	yllegaal
crazy	fear	0.519	gek
anxious	fear	0.518	benaud
cult	fear	0.518	kultus
captive	fear	0.517	finzene
deportation	fear	0.517	deportaasje
emaciated	fear	0.516	fermagere
badfeeling	fear	0.516	min gefoel
troublesome	fear	0.516	lestich
unthinkable	fear	0.516	net te tinken
robber	fear	0.516	rôver
embolism	fear	0.516	embolisme
plight	fear	0.516	pech
intolerance	fear	0.516	yntolerânsje
sorcery	fear	0.516	tsjoenderij
helplessness	fear	0.516	ûnmacht
foreboding	fear	0.516	foarsizzing
grievous	fear	0.516	grievous
plunder	fear	0.516	plonderje
exacerbation	fear	0.516	exacerbaasje
relapse	fear	0.516	weromfallen
chased	fear	0.516	efterfolge
insidious	fear	0.516	ferrifeljend
smite	fear	0.516	smite
detainee	fear	0.516	detineard
suspect	fear	0.516	fertochte
shriek	fear	0.516	skriezen
oppress	fear	0.516	ûnderdrukke
busted	fear	0.516	busted
growl	fear	0.516	grom
pernicious	fear	0.516	pernicious
incite	fear	0.516	stimulearje
harshness	fear	0.516	hurdens
fang	fear	0.516	hoektosk
sting	fear	0.516	stekke
enforce	fear	0.516	ôftwinge
conspirator	fear	0.516	gearspanner
darkness	fear	0.516	tsjuster
revulsion	fear	0.516	ôfwizing
exile	fear	0.516	ballingskip
biopsy	fear	0.516	biopsy
palsy	fear	0.516	ferlamming
depression	fear	0.508	depresje
confinement	fear	0.507	opsluting
subvert	fear	0.500	subvert
infarct	fear	0.500	ynfarkt
surrender	fear	0.500	oerjefte
prayforme	fear	0.500	bid foar my
mistrust	fear	0.500	wantrouwen
odious	fear	0.500	odious
madden	fear	0.500	madden
eeeek	fear	0.500	eeeek
hunting	fear	0.500	jacht
constraint	fear	0.500	beheining
suppression	fear	0.500	ûnderdrukking
alcoholism	fear	0.500	alkoholisme
intolerant	fear	0.500	ûnferdraachsum
blob	fear	0.500	blob
cliff	fear	0.500	Klif
frenetic	fear	0.500	frenetic
illegal	fear	0.500	yllegaal
scalpel	fear	0.500	skalpel
downfall	fear	0.500	ûndergong
prohibited	fear	0.500	ferbean
suppress	fear	0.500	ûnderdrukke
raving	fear	0.500	raving
squeamish	fear	0.500	smoarch
instability	fear	0.500	ynstabiliteit
vertigo	fear	0.500	vertigo
brute	fear	0.500	brute
sinful	fear	0.500	sûndich
ruined	fear	0.500	ferwoaste
premeditated	fear	0.500	foarbedoeld
snowmageddon	fear	0.500	snowmageddon
defiance	fear	0.500	útdaging
wasp	fear	0.500	wesp
towering	fear	0.500	tuorren
woe	fear	0.491	woe
lash	fear	0.484	lash
indefensible	fear	0.484	ûnferdedigber
dismay	fear	0.484	ferachting
disgusting	fear	0.484	walgelijk
divorce	fear	0.484	skieding
hate	fear	0.484	haat
freakish	fear	0.484	freakish
sonervous	fear	0.484	sonnerous
ambulance	fear	0.484	ambulânse
rabble	fear	0.484	rabbel
flinch	fear	0.484	flinkje
palpitations	fear	0.484	hartkloppingen
fiend	fear	0.484	fiend
hallucination	fear	0.484	hallusinaasje
blackness	fear	0.484	swartens
defamation	fear	0.484	laster
intrusion	fear	0.484	ynbraak
syringe	fear	0.484	spuit
prejudiced	fear	0.484	foaroardielen
indictment	fear	0.484	oanklacht
worrying	fear	0.484	soargen
retard	fear	0.484	retard
canthandleit	fear	0.484	canthandleit
insecurity	fear	0.484	ûnfeiligens
ravine	fear	0.484	ravyn
poaching	fear	0.484	stropery
cracked	fear	0.484	kreake
hospital	fear	0.484	sikehûs
slam	fear	0.484	slam
armor	fear	0.484	harnas
warrior	fear	0.484	strider
coerce	fear	0.484	twang
hearse	fear	0.484	hearse
jumpy	fear	0.484	jumpy
cutting	fear	0.484	cutting
dishonor	fear	0.484	skande
perjury	fear	0.484	meineed
accusing	fear	0.484	beskuldigjend
worse	fear	0.484	minder
endemic	fear	0.484	endemysk
ohno	fear	0.484	ohno
restriction	fear	0.484	beheining
ravenous	fear	0.484	ravenous
rat	fear	0.484	rôt
lion	fear	0.484	liuw
shiver	fear	0.484	huverje
averse	fear	0.483	averse
inspection	fear	0.483	ynspeksje
sinner	fear	0.483	sûnder
despairing	fear	0.474	wanhopich
missing	fear	0.474	mist
darken	fear	0.471	fertsjusterje
austere	fear	0.470	strange
unhealthy	fear	0.469	ûnsûn
revoke	fear	0.469	weromlûke
fret	fear	0.469	fret
breakdown	fear	0.469	ôfbraak
superstition	fear	0.469	byleauwe
criticize	fear	0.469	kritisearje
armored	fear	0.469	pânsere
illegality	fear	0.469	yllegaliteit
overwhelmed	fear	0.469	oerstjoer
infidelity	fear	0.469	ûntrou
thresh	fear	0.469	dorsken
scrapie	fear	0.469	scrapie
precipice	fear	0.469	afgrond
idolatry	fear	0.469	ôfgoaderij
depressed	fear	0.469	depressyf
subversion	fear	0.469	subversion
asteroid	fear	0.469	asteroïde
jaws	fear	0.469	jaws
accused	fear	0.469	beskuldige
sinking	fear	0.469	sinke
admonition	fear	0.469	fermaning
indict	fear	0.469	oanklacht
quiver	fear	0.469	kiver
startle	fear	0.469	skrikke
toothache	fear	0.469	kiespijn
soulless	fear	0.469	sieleleas
foreclose	fear	0.469	forclose
aftermath	fear	0.469	neisleep
fierce	fear	0.469	fûl
fever	fear	0.469	koarts
intrusive	fear	0.469	opdringerig
decomposition	fear	0.469	ôfbraak
nervous	fear	0.469	senuweftich
animosity	fear	0.469	fijânskip
inmate	fear	0.469	finzene
regime	fear	0.469	regime
spear	fear	0.468	spear
nasty	fear	0.466	ferfelend
worried	fear	0.466	soargen
puma	fear	0.465	puma
thirteenth	fear	0.465	trettjinde
contraband	fear	0.464	smoargens
insecure	fear	0.461	ûnwis
disturbance	fear	0.459	steuring
denunciation	fear	0.456	ûntkenning
destitute	fear	0.455	wanhopich
stigma	fear	0.455	stigma
powerfully	fear	0.454	krêftich
apprehension	fear	0.453	apprehension
derogatory	fear	0.453	derogatory
disruption	fear	0.453	fersteuring
rigor	fear	0.453	strangens
dinosaur	fear	0.453	dinosaurus
rifle	fear	0.453	gewear
illicit	fear	0.453	yllegaal
grope	fear	0.453	groppe
howl	fear	0.453	hyl
stranger	fear	0.453	frjemd
resisting	fear	0.453	ferset
resign	fear	0.453	resign
spasm	fear	0.453	spasm
unspeakable	fear	0.453	ûnbesprekber
quandary	fear	0.453	dilemma
shrill	fear	0.453	skril
penal	fear	0.453	penal
lockup	fear	0.453	opslute
indoctrination	fear	0.453	yndoktrinaasje
restrain	fear	0.453	ynbine
disreputable	fear	0.453	ûnreputabele
scold	fear	0.453	skele
wail	fear	0.453	weil
omgomgomg	fear	0.453	omgomgomg
hydrocephalus	fear	0.453	hydrocephalus
warn	fear	0.453	warskôgje
batter	fear	0.453	beslach
ohgod	fear	0.453	ohgod
penalty	fear	0.453	straf
straits	fear	0.453	straits
orphan	fear	0.453	wees
urgent	fear	0.450	driuwend
arraignment	fear	0.450	arraignment
tramp	fear	0.440	swalker
stress	fear	0.439	klam
behemoth	fear	0.439	behemoth
accidental	fear	0.438	tafallich
dominate	fear	0.438	dominearje
cabal	fear	0.438	cabal
accuser	fear	0.438	oanklager
debacle	fear	0.438	debakel
perverse	fear	0.438	pervers
looming	fear	0.438	driigjend
yell	fear	0.438	roppe
forfeiture	fear	0.438	ferfal
infirmity	fear	0.438	ynvaliditeit
expel	fear	0.438	ferdriuwe
probation	fear	0.438	proeftiid
falter	fear	0.438	wankelje
tribunal	fear	0.438	tribunaal
atrophy	fear	0.438	atrophy
aghhh	fear	0.438	aghhh
bewildered	fear	0.438	ferbjustere
asp	fear	0.438	asp
mace	fear	0.438	mace
wince	fear	0.438	wink
concealed	fear	0.438	ferburgen
indomitable	fear	0.438	ûnbidich
illegitimate	fear	0.438	illegitime
stripped	fear	0.438	stripped
unprepared	fear	0.438	net taret
entangled	fear	0.438	entangled
coldsweat	fear	0.438	kâld Swit
dentists	fear	0.438	toskedokters
predicament	fear	0.438	predicament
rheumatism	fear	0.438	reuma
displaced	fear	0.438	ferpleatst
dislocated	fear	0.438	dislocated
prick	fear	0.438	prik
targeting	fear	0.438	targeting
obstruct	fear	0.438	hinderje
gasping	fear	0.438	gasping
scarcity	fear	0.438	krapte
irreconcilable	fear	0.438	ûnfersoenlik
impermeable	fear	0.438	impermeable
broke	fear	0.438	bruts
halting	fear	0.435	halting
mysterious	fear	0.435	mysterieuze
insulting	fear	0.435	beledigjend
rebels	fear	0.435	rebellen
repulsion	fear	0.431	ôfwiking
glare	fear	0.430	glare
punitive	fear	0.425	punitive
sordid	fear	0.425	sordid
stake	fear	0.423	stake
tempest	fear	0.423	stoarm
deleterious	fear	0.422	skealik
reticent	fear	0.422	reticent
stresses	fear	0.422	beklammet
fainting	fear	0.422	flauwvallen
offense	fear	0.422	oanstjit
extrajudicial	fear	0.422	bûtengerjochtlik
delusion	fear	0.422	waan
thumping	fear	0.422	klopjend
lament	fear	0.422	jammerje
depress	fear	0.422	depressyf
usurped	fear	0.422	usurped
bigot	fear	0.422	bigot
hydra	fear	0.422	hydra
stressin	fear	0.422	stressin
coyote	fear	0.422	coyote
wilderness	fear	0.422	wyldernis
infamous	fear	0.422	berucht
troll	fear	0.422	troll
dissident	fear	0.422	dissidint
unnatural	fear	0.422	ûnnatuerlik
disappear	fear	0.422	ferdwine
bayonet	fear	0.422	bajonet
depresson	fear	0.422	depresje
anathema	fear	0.422	anathema
steal	fear	0.422	stelle
publicspeaking	fear	0.422	Iepenbier sprekke
burdensome	fear	0.422	lêstich
bier	fear	0.422	bier
prowl	fear	0.422	prowl
ultimatum	fear	0.422	ultimatum
varicella	fear	0.422	varicella
suspension	fear	0.422	suspension
unsteady	fear	0.422	unsteady
heathen	fear	0.422	heidens
alien	fear	0.422	frjemdling
adversity	fear	0.418	tsjinslach
ineptitude	fear	0.417	ûnfoldwaande
outsider	fear	0.413	bûtensteander
ugliness	fear	0.410	ûnsjoch
immoral	fear	0.410	ymmoreel
vulture	fear	0.410	gier
ghetto	fear	0.406	ghetto
nausea	fear	0.406	wearze
weakly	fear	0.406	swakke
penance	fear	0.406	boete
distressed	fear	0.406	distressed
dominant	fear	0.406	dominant
disallowed	fear	0.406	net tastien
recklessness	fear	0.406	roekeloosheid
insolvent	fear	0.406	ynsolvent
wary	fear	0.406	warskôgje
scar	fear	0.406	litteken
ohdear	fear	0.406	ohdear
drones	fear	0.406	drones
tearful	fear	0.406	tearful
stretcher	fear	0.406	stretcher
stressing	fear	0.406	stressing
omnipotence	fear	0.406	almacht
rubble	fear	0.406	puinhoop
escape	fear	0.406	ûntsnappe
whimper	fear	0.406	wimper
dismissal	fear	0.406	ûntslach
screech	fear	0.406	screech
resection	fear	0.406	resection
disorder	fear	0.406	disoarder
possession	fear	0.406	besit
claw	fear	0.406	klau
blackout	fear	0.406	blackout
squall	fear	0.406	swalk
disabled	fear	0.406	ynvalide
deport	fear	0.406	deportearje
disgust	fear	0.406	wearze
stressful	fear	0.406	stressfolle
socialism	fear	0.405	sosjalisme
conspiracy	fear	0.400	gearspanning
toughness	fear	0.400	hurdens
defection	fear	0.398	defection
absence	fear	0.396	ôfwêzigens
moan	fear	0.394	moan
crusade	fear	0.392	krústocht
overt	fear	0.391	oertsjûge
whatdoido	fear	0.391	watdoido
refutation	fear	0.391	wjerrjochting
descent	fear	0.391	ôfstamming
reject	fear	0.391	ôfwize
suspicion	fear	0.391	fertinking
exigent	fear	0.391	fereaske
concealment	fear	0.391	ferbergjen
xanax	fear	0.391	xanax
cleave	fear	0.391	kliuwe
diagnosis	fear	0.391	diagnoaze
separation	fear	0.391	skieding
spaz	fear	0.391	spaz
musket	fear	0.391	musket
brimstone	fear	0.391	swevel
repellent	fear	0.391	repellent
discrimination	fear	0.391	diskriminaasje
unrest	fear	0.391	ûnrêst
insolvency	fear	0.391	ynsolvensje
submission	fear	0.391	yntsjinjen
mental	fear	0.391	geastlik
scarecrow	fear	0.391	scarecrow
snare	fear	0.391	snare
unemployed	fear	0.391	wurkleazen
stifled	fear	0.391	fersmoarge
procedure	fear	0.391	proseduere
excitation	fear	0.391	excitation
cyst	fear	0.391	cyste
avoiding	fear	0.391	mije
lose	fear	0.391	ferlieze
nervy	fear	0.391	nervy
gulp	fear	0.391	gulp
conquer	fear	0.391	feroverje
dubious	fear	0.391	twifelich
hardened	fear	0.391	ferhurde
radon	fear	0.391	radon
urgency	fear	0.391	urginsje
theocratic	fear	0.391	teokratyske
poverty	fear	0.391	earmoed
throb	fear	0.388	klopje
outcast	fear	0.388	útstoarn
orc	fear	0.388	orc
disapprove	fear	0.380	ôfkarre
dontpanic	fear	0.378	net yn panyk reitsje
withdrawals	fear	0.377	ûntlûken
plea	fear	0.377	pleit
expose	fear	0.375	bleatstelle
edict	fear	0.375	edikt
frigate	fear	0.375	fregat
bunker	fear	0.375	bunker
obligor	fear	0.375	skuldner
suspected	fear	0.375	fertocht
interrogate	fear	0.375	ûnderfreegje
escaped	fear	0.375	ûntkommen
flu	fear	0.375	gryp
ocd	fear	0.375	ocd
taunt	fear	0.375	taunt
sultan	fear	0.375	sultan
bad	fear	0.375	min
bankrupt	fear	0.375	fallyt
psychological	fear	0.375	psychologysk
dentistry	fear	0.375	toskedokter
chimera	fear	0.375	chimera
sneaking	fear	0.375	sneaking
nauseous	fear	0.375	mislik
barricade	fear	0.375	barrikade
locust	fear	0.375	sprinkhaan
dissolution	fear	0.375	ûntbining
misconception	fear	0.375	misfetting
embarrassment	fear	0.375	ferlegenens
chasm	fear	0.375	kloof
grieve	fear	0.375	fertriet
khan	fear	0.375	khan
coldness	fear	0.375	kjeld
kerosene	fear	0.375	kerosine
antsy	fear	0.375	antsy
mentalhealth	fear	0.375	geastlike sûnens
obi	fear	0.375	obi
pressure	fear	0.375	druk
military	fear	0.375	militêr
whirlpool	fear	0.375	draaikolk
repellant	fear	0.373	repellant
unknown	fear	0.369	ûnbekend
pare	fear	0.367	pare
jealousy	fear	0.365	jaloerskens
formidable	fear	0.359	formidabel
desert	fear	0.359	woastyn
cautionary	fear	0.359	cautionary
onedge	fear	0.359	op it rântsje
jaundice	fear	0.359	geelsucht
pessimism	fear	0.359	pessimisme
recurring	fear	0.359	weromkommend
difficult	fear	0.359	dreech
concerned	fear	0.359	besoarge
consternation	fear	0.359	ferbjustering
bottomless	fear	0.359	boaiemleaze
revolution	fear	0.359	revolúsje
stint	fear	0.359	stint
government	fear	0.359	regear
bankruptcy	fear	0.359	fallisemint
timid	fear	0.359	timid
contempt	fear	0.359	ferachting
warned	fear	0.359	warskôge
measles	fear	0.359	mazelen
rejects	fear	0.359	rejects
sectarian	fear	0.359	sektarysk
headaches	fear	0.359	hoofdpijn
dart	fear	0.359	dart
sortie	fear	0.359	sortie
wasting	fear	0.359	fergrieme
conquest	fear	0.359	oerweldiging
depreciation	fear	0.359	ôfskriuwing
mournful	fear	0.359	treurich
mandamus	fear	0.359	mandamus
spike	fear	0.359	spike
cur	fear	0.359	cur
burke	fear	0.359	burke
rebel	fear	0.359	rebel
exam	fear	0.359	eksamen
anomaly	fear	0.359	anomaly
mug	fear	0.359	mok
constrain	fear	0.358	beheine
languishing	fear	0.358	languishing
bane	fear	0.356	bane
impeach	fear	0.354	impeach
warden	fear	0.354	warder
adverse	fear	0.352	adverse
lawyer	fear	0.349	Advokate
libel	fear	0.348	libel
retrenchment	fear	0.345	retrenchment
imminent	fear	0.345	driigjend
shame	fear	0.344	skamte
avoidance	fear	0.344	mijen
shortage	fear	0.344	tekoart
opium	fear	0.344	opium
swerve	fear	0.344	útswaaie
evade	fear	0.344	ûntwykje
servile	fear	0.344	servile
pest	fear	0.344	pest
hesitation	fear	0.344	wifkjen
loneliness	fear	0.344	iensumens
discipline	fear	0.344	dissipline
fanaticism	fear	0.344	fanatisme
sorrow	fear	0.344	fertriet
hiss	fear	0.344	sjit
belittle	fear	0.344	belitte
knell	fear	0.344	knibbel
contentious	fear	0.344	kontroversjeel
bearish	fear	0.344	bearish
opposed	fear	0.344	ferset
launches	fear	0.344	lansearret
taboo	fear	0.344	taboe
cutter	fear	0.344	cutter
defy	fear	0.344	defy
unjustifiable	fear	0.344	unjustifiable
parachute	fear	0.344	parachute
eel	fear	0.344	iel
psych	fear	0.344	psych
aaaaaaah	fear	0.344	aaaaaah
verdict	fear	0.344	oardiel
mri	fear	0.344	mri
shaky	fear	0.344	wankelich
resistant	fear	0.344	resistint
obstacle	fear	0.344	obstakel
reckless	fear	0.344	roekeloos
recession	fear	0.344	resessy
disrespectful	fear	0.343	respektleas
phalanx	fear	0.342	falanks
creature	fear	0.340	skepsel
specter	fear	0.331	spook
mortgage	fear	0.331	hypoteek
enigmatic	fear	0.329	enigmatysk
supremacy	fear	0.328	supremasy
bugaboo	fear	0.328	bugaboo
defendant	fear	0.328	foarroppene
feeling	fear	0.328	gefoel
ethereal	fear	0.328	etherysk
undesirable	fear	0.328	net winske
mishap	fear	0.328	ûngelok
outpost	fear	0.328	bûtenpost
weirdo	fear	0.328	raar
caution	fear	0.328	foarsichtigens
spillin	fear	0.328	spillin
dike	fear	0.328	dyk
dominion	fear	0.328	dominion
wimp	fear	0.328	wimp
quash	fear	0.328	quash
subordinate	fear	0.328	ûndergeskikt
shank	fear	0.328	skank
remove	fear	0.328	weinimme
senseless	fear	0.328	sinleas
shutdown	fear	0.328	ofslúte
gametime	fear	0.328	spultsjetiid
uhoh	fear	0.328	uhoh
loom	fear	0.328	loom
police	fear	0.328	Plysje
wrongly	fear	0.328	ferkeard
unlucky	fear	0.328	ûngelokkich
gladiator	fear	0.328	gladiator
adrift	fear	0.328	adrift
hives	fear	0.328	hives
smut	fear	0.328	smout
encumbrance	fear	0.328	beswarring
unsettled	fear	0.327	ûnrêstich
scarce	fear	0.327	scarce
antisocial	fear	0.324	antisocial
astray	fear	0.320	ferdwaald
vigilant	fear	0.319	wach
socialist	fear	0.318	sosjalist
halter	fear	0.318	halter
pessimist	fear	0.317	pessimist
pacing	fear	0.316	pacing
wimpy	fear	0.312	wimpy
clinical	fear	0.312	klinysk
blight	fear	0.312	smoargens
muzzle	fear	0.312	muzzle
ahhhhhhhh	fear	0.312	ahhhhhhh
therapist	fear	0.312	terapeut
laxative	fear	0.312	laxeermiddel
obsessing	fear	0.312	obsesje
seclusion	fear	0.312	ôfskieding
foreigner	fear	0.312	bûtenlanner
dentist	fear	0.312	toskedokter
chargeable	fear	0.312	chargeable
deadline	fear	0.312	deadline
uneasy	fear	0.312	ûngemaklik
valium	fear	0.312	valium
powerful	fear	0.312	krêftich
opponent	fear	0.312	tsjinstander
ordnance	fear	0.312	wapens
cram	fear	0.312	kram
unexpected	fear	0.312	ûnferwachts
thorny	fear	0.312	stekelige
discontinuity	fear	0.312	diskontinuïteit
conspire	fear	0.312	conspire
collusion	fear	0.312	gearspanning
litigate	fear	0.312	prosedearje
unkind	fear	0.312	ûnfreonlik
whirlwind	fear	0.312	wervelwyn
nether	fear	0.312	nether
trickery	fear	0.312	trickery
bewilderment	fear	0.312	ferbjustering
overthinking	fear	0.309	oertinke
doubts	fear	0.308	twifels
seriousness	fear	0.305	earnst
irrational	fear	0.305	irrasjoneel
erase	fear	0.303	wiskje
teasing	fear	0.303	pleage
razor	fear	0.303	skearmes
sweating	fear	0.298	swit
mage	fear	0.297	mage
giant	fear	0.297	reus
weighty	fear	0.297	gewichtich
warning	fear	0.297	warskôging
avoid	fear	0.297	mije
inflation	fear	0.297	ynflaasje
mislead	fear	0.297	misliede
adjudicate	fear	0.297	oardielje
endless	fear	0.297	einleas
deflation	fear	0.297	deflaasje
depreciated	fear	0.297	ôfskreaun
bitch	fear	0.297	teef
swamp	fear	0.297	sompe
bale	fear	0.297	bale
dashed	fear	0.297	dashed
crouching	fear	0.297	crouching
flounder	fear	0.297	flunder
hide	fear	0.297	ferstopje
reluctant	fear	0.297	weromhâldend
unsurpassed	fear	0.297	onovertroffen
medical	fear	0.297	medysk
timidity	fear	0.297	timidity
auditor	fear	0.297	auditor
deluge	fear	0.287	deluge
disinformation	fear	0.286	disinformaasje
court	fear	0.284	rjochtbank
aversion	fear	0.283	ôfkear
cartridge	fear	0.281	cartridge
unfriendly	fear	0.281	ûnfreonlik
cautious	fear	0.281	foarsichtich
surveillance	fear	0.281	tafersjoch
yelp	fear	0.281	jip
confusion	fear	0.281	betizing
apache	fear	0.281	apache
flying	fear	0.281	fleane
submitting	fear	0.281	yntsjinje
discourage	fear	0.281	ûntmoedigje
rush	fear	0.281	rush
fortress	fear	0.281	festing
dwarfed	fear	0.281	dwerch
challenge	fear	0.281	útdaging
notready	fear	0.281	net klear
wan	fear	0.281	wan
mistaken	fear	0.281	fersin
hurryup	fear	0.281	oanmeitsje
swelling	fear	0.281	swolling
oncoming	fear	0.281	oankommende
remains	fear	0.281	oerbliuwsel
unruly	fear	0.281	ûnrêstich
bigoted	fear	0.281	bigoted
intense	fear	0.279	fûleindich
noncompliance	fear	0.276	net-neilibjen
alerts	fear	0.276	warskôgings
planes	fear	0.274	fleantugen
cop	fear	0.273	cop
displeased	fear	0.273	ûntefreden
unbridled	fear	0.271	ûnbeheind
problem	fear	0.266	probleem
crouch	fear	0.266	krûpe
sneak	fear	0.266	sneak
hood	fear	0.266	motorkap
force	fear	0.266	krêft
confession	fear	0.266	belidenis
posse	fear	0.266	posse
banger	fear	0.266	banger
belt	fear	0.266	riem
crowds	fear	0.266	mannichte
elevation	fear	0.266	ferheging
insomnia	fear	0.266	slapeloosheid
auditions	fear	0.266	audysjes
forgotten	fear	0.266	fergetten
affront	fear	0.266	affront
cloak	fear	0.266	mantel
newjob	fear	0.266	newjob
blindfold	fear	0.266	blyndoek
skid	fear	0.266	skid
blemish	fear	0.266	smet
uncanny	fear	0.266	ûnferjitlik
sentence	fear	0.266	sin
cupping	fear	0.266	cupping
regiment	fear	0.266	rezjimint
hooded	fear	0.266	hooded
operation	fear	0.266	operaasje
immerse	fear	0.266	ûnderdompelje
shanghai	fear	0.266	shanghai
acrobat	fear	0.266	akrobaat
flurries	fear	0.266	flurries
spur	fear	0.262	spur
mortgagor	fear	0.258	hypoteekjouwer
defense	fear	0.258	ferdigening
insect	fear	0.250	ynsekt
defend	fear	0.250	ferdigenje
cataract	fear	0.250	katarakt
stealthy	fear	0.250	stealthy
swampy	fear	0.250	sompig
sunk	fear	0.250	sonken
run	fear	0.250	rinne
scapegoat	fear	0.250	sûndebok
jobinterview	fear	0.250	sollisitaasjepetear
repent	fear	0.250	bekeare
breakingnews	fear	0.250	brekkend nijs
obliging	fear	0.250	ferplichte
rascal	fear	0.250	rascal
impatiently	fear	0.250	ûngeduldich
react	fear	0.250	reagearje
doubt	fear	0.250	twivel
guard	fear	0.250	beskermje
forewarned	fear	0.250	warskôge
foul	fear	0.250	foul
indifference	fear	0.250	ûnferskilligens
hag	fear	0.250	hag
picket	fear	0.250	piket
delusional	fear	0.250	delusional
standstill	fear	0.250	stilstân
rating	fear	0.250	wurdearring
spinster	fear	0.250	spinster
unfamiliar	fear	0.250	ûnbekend
indecisive	fear	0.250	ûnbeslissend
grounded	fear	0.242	grûn
badhabit	fear	0.242	minne gewoante
highest	fear	0.236	heechste
aaaah	fear	0.234	aaaah
shrink	fear	0.234	krimp
insomniac	fear	0.234	insomniac
chicken	fear	0.234	hin
bee	fear	0.234	bee
inequality	fear	0.234	ûngelikens
verge	fear	0.234	ferge
shelters	fear	0.234	skûlplakken
buzz	fear	0.234	buzz
buck	fear	0.234	buck
discontent	fear	0.234	ûnfrede
difficulty	fear	0.234	swierrichheid
finalized	fear	0.234	finalisearre
overdrive	fear	0.234	oerstjoer
pinion	fear	0.234	pinion
scaffold	fear	0.234	steiger
dependence	fear	0.234	ôfhinklikens
rekindle	fear	0.234	opnij oanstekke
instinctive	fear	0.234	ynstinktyf
thatmoment	fear	0.234	dat momint
sleepless	fear	0.234	sliepeleas
intercede	fear	0.234	intercede
psychiatrist	fear	0.234	psychiater
rushing	fear	0.233	rushing
overslept	fear	0.226	oersliepe
default	fear	0.226	standert
confessional	fear	0.225	konfesjoneel
impatient	fear	0.224	ûngeduldich
tactics	fear	0.219	taktyk
aga	fear	0.219	aga
blues	fear	0.219	blues
thrill	fear	0.219	opwining
immigrant	fear	0.219	ymmigrant
veer	fear	0.219	veer
sweat	fear	0.219	swit
cane	fear	0.219	gongelstok
revelations	fear	0.219	iepenbieringen
whatif	fear	0.219	wat as
waver	fear	0.219	wankelje
jungle	fear	0.219	jungle
fingerscrossed	fear	0.219	fingerscrossed
stingy	fear	0.219	suinich
bait	fear	0.219	aas
unequal	fear	0.219	ûngelikense
lastminute	fear	0.219	Lêste minút
heft	fear	0.219	heft
overtired	fear	0.218	oerwurch
prognosis	fear	0.217	prognoaze
alertness	fear	0.216	alertness
hyped	fear	0.214	hyped
wishmeluck	fear	0.212	winskje my lok
somuchtodo	fear	0.212	somuchtodo
toomuchtodo	fear	0.212	toomuchtodo
tryouts	fear	0.210	tryouts
clowns	fear	0.207	clowns
fluctuation	fear	0.204	fluktuaasje
examination	fear	0.204	eksamen
restless	fear	0.204	ûnrêstich
uphill	fear	0.203	omheech
quail	fear	0.203	kwartel
phew	fear	0.203	pjo
mighty	fear	0.203	machtich
cross	fear	0.203	krús
hurry	fear	0.203	hastich
recesses	fear	0.203	útsparrings
intimacy	fear	0.203	yntimiteit
overcome	fear	0.203	oerwinne
birth	fear	0.203	berte
acceptances	fear	0.203	akseptaasjes
help	fear	0.203	help
fearless	fear	0.200	eangstleas
change	fear	0.198	wikseljild
ware	fear	0.198	ware
withstand	fear	0.197	wjerstean
asap	fear	0.191	sa gau mooglik
heighten	fear	0.188	ferheegje
watch	fear	0.188	horloazje
tract	fear	0.188	traktaat
advance	fear	0.188	foarút
overcoming	fear	0.188	oerwinne
attorney	fear	0.188	advokaat
deadlines	fear	0.188	deadlines
bug	fear	0.188	bug
knots	fear	0.188	knopen
owing	fear	0.188	skuldich
waitinggame	fear	0.188	waitinggame
unorganised	fear	0.188	net organisearre
gnome	fear	0.188	kabouter
fragile	fear	0.188	fragile
cautiously	fear	0.188	foarsichtich
stillness	fear	0.188	stilte
intrigue	fear	0.188	intrigue
rule	fear	0.188	regel
elf	fear	0.185	elf
