English Word	Emotion	Emotion-Intensity-Score	Turkmen Word
martyr	fear	0.562	şehit
purge	fear	0.562	arassalamak
worries	fear	0.562	aladalar
distressing	fear	0.562	gynandyryjy
travesty	fear	0.562	ýolagçy
deterioration	fear	0.562	ýaramazlaşmagy
corrupting	fear	0.562	korrupsiýa
ulcer	fear	0.562	ýara
overpowering	fear	0.562	aşa güýç
thrash	fear	0.562	zyňmak
incrimination	fear	0.562	günäkärlemek
grave	fear	0.562	mazar
confine	fear	0.562	çäklendirmek
appalling	fear	0.562	elhenç
lawsuit	fear	0.562	kazyýet işi
risky	fear	0.562	töwekgelçilikli
incubus	fear	0.562	inkubus
punishing	fear	0.562	jeza bermek
powerless	fear	0.562	güýçsiz
freak	fear	0.562	geň
mange	fear	0.562	mange
risk	fear	0.562	töwekgelçiligi
sacrifices	fear	0.562	gurban
duel	fear	0.562	duel
pitfall	fear	0.562	çukur
gunpowder	fear	0.562	ýarag
turbulence	fear	0.562	tüweleý
eeek	fear	0.562	eeek
martyrdom	fear	0.562	şehitlik
unsafe	fear	0.561	howply
worstfeeling	fear	0.560	iň erbet duýgy
perpetrator	fear	0.560	günäkär
sin	fear	0.560	günä
occult	fear	0.559	okkult
intimidation	fear	0.559	gorkuzmak
disable	fear	0.558	öçürmek
decay	fear	0.557	çüýremek
autopsy	fear	0.557	jeset
affliction	fear	0.557	görgi
vulnerability	fear	0.548	gowşak goralanlygy
growling	fear	0.547	möňňürmek
scandal	fear	0.547	dawa
scorpion	fear	0.547	Çeçen
appendicitis	fear	0.547	appendisit
thief	fear	0.547	ogry
siren	fear	0.547	siren
brigade	fear	0.547	brigada
insanity	fear	0.547	dälilik
enmity	fear	0.547	duşmançylyk
beware	fear	0.547	seresap boluň
ailing	fear	0.547	näsag
talons	fear	0.547	talonlar
expulsion	fear	0.547	kowmak
asylum	fear	0.547	gaçybatalga
needles	fear	0.547	iňňeler
outburst	fear	0.547	gazap
cannon	fear	0.547	top
outcry	fear	0.547	gykylyk
defenseless	fear	0.547	goragsyz
apparition	fear	0.547	eşik
flood	fear	0.547	suw joşmagy
precarious	fear	0.547	howply
derogation	fear	0.547	kemsitmek
overthrow	fear	0.547	agdarmak
gonorrhea	fear	0.547	gonoreýa
bondage	fear	0.547	gulçulyk
neuralgia	fear	0.547	newrologiýa
deformity	fear	0.547	deformasiýa
samurai	fear	0.547	samurai
communism	fear	0.547	kommunizm
adder	fear	0.547	mahabatçy
coercion	fear	0.547	mejbur etmek
jeopardize	fear	0.547	howp sal
senile	fear	0.547	garry
noxious	fear	0.547	zäherli
abhor	fear	0.547	ýigrenji
mad	fear	0.547	däli
plunge	fear	0.547	gark bolmak
uprising	fear	0.545	gozgalaň
retribution	fear	0.545	jeza
cemetery	fear	0.541	gonamçylyk
badness	fear	0.539	erbetlik
phantom	fear	0.538	fantom
abandoned	fear	0.534	taşlandy
fled	fear	0.534	gaçdy
rejection	fear	0.533	ret etmek
hopelessness	fear	0.531	umytsyzlyk
shaking	fear	0.531	titremek
endocarditis	fear	0.531	endokardit
cowardly	fear	0.531	gorkak
lawlessness	fear	0.531	bikanunçylyk
punish	fear	0.531	jeza ber
manipulation	fear	0.531	manipulýasiýa
broken	fear	0.531	döwüldi
carnivorous	fear	0.531	ýyrtyjy
impotence	fear	0.531	ejizlik
unstable	fear	0.531	durnuksyz
penetration	fear	0.531	aralaşmagy
incursion	fear	0.531	çozuş
stalk	fear	0.531	sapak
frenzied	fear	0.531	gazaply
disembodied	fear	0.531	bölünmedi
superstitious	fear	0.531	yrym
stressed	fear	0.531	nygtady
leeches	fear	0.531	sülükler
helpless	fear	0.531	ejiz
harbinger	fear	0.531	harbinger
saber	fear	0.531	gylyç
atherosclerosis	fear	0.531	ateroskleroz
deserted	fear	0.531	taşlandy
manifestation	fear	0.531	ýüze çykmagy
theft	fear	0.531	ogurlyk
captor	fear	0.531	kaptor
slave	fear	0.531	gul
distrust	fear	0.531	ynamsyzlyk
subjugation	fear	0.531	boýun egmek
buried	fear	0.531	jaýlandy
wrangling	fear	0.531	dawa
freakout	fear	0.531	freakout
rebellion	fear	0.531	gozgalaň
abandon	fear	0.531	terk et
eek	fear	0.531	eek
jarring	fear	0.531	gaplamak
swastika	fear	0.531	swastika
failing	fear	0.531	şowsuz
stormy	fear	0.531	tupanly
bacterium	fear	0.531	bakteriýa
suspense	fear	0.529	şübhe
blood	fear	0.525	gan
hiding	fear	0.524	gizlenmek
bear	fear	0.524	aýy
unlawful	fear	0.519	bikanun
crazy	fear	0.519	däli
anxious	fear	0.518	aladaly
cult	fear	0.518	kult
captive	fear	0.517	ýesir
deportation	fear	0.517	deportasiýa
emaciated	fear	0.516	halys
badfeeling	fear	0.516	erbet duýmak
troublesome	fear	0.516	kynçylykly
unthinkable	fear	0.516	pikir edip bolmajak zat
robber	fear	0.516	garakçy
embolism	fear	0.516	emboliýa
plight	fear	0.516	kynçylyk
intolerance	fear	0.516	çydamsyzlyk
sorcery	fear	0.516	jadygöýlik
helplessness	fear	0.516	ejizlik
foreboding	fear	0.516	öňünden bellemek
grievous	fear	0.516	gynandyryjy
plunder	fear	0.516	talamak
exacerbation	fear	0.516	agyrlaşma
relapse	fear	0.516	gaýdyp gelmek
chased	fear	0.516	kowalady
insidious	fear	0.516	mekir
smite	fear	0.516	ur
detainee	fear	0.516	tussag
suspect	fear	0.516	şübheli
shriek	fear	0.516	gygyr
oppress	fear	0.516	sütem etmek
busted	fear	0.516	büstü
growl	fear	0.516	gygyr
pernicious	fear	0.516	zyýanly
incite	fear	0.516	öjükdirmek
harshness	fear	0.516	gödeklik
fang	fear	0.516	el
sting	fear	0.516	aljyramak
enforce	fear	0.516	ýerine ýetirmek
conspirator	fear	0.516	dildüwşük
darkness	fear	0.516	garaňkylyk
revulsion	fear	0.516	ýigrenmek
exile	fear	0.516	sürgün
biopsy	fear	0.516	biopsiýa
palsy	fear	0.516	ysmaz
depression	fear	0.508	depressiýa
confinement	fear	0.507	tussaglyk
subvert	fear	0.500	agdarmak
infarct	fear	0.500	infarkt
surrender	fear	0.500	boýun egmek
prayforme	fear	0.500	doga
mistrust	fear	0.500	ynamsyzlyk
odious	fear	0.500	erbet
madden	fear	0.500	däli
eeeek	fear	0.500	eeeek
hunting	fear	0.500	aw
constraint	fear	0.500	çäklendirme
suppression	fear	0.500	basyş
alcoholism	fear	0.500	arakhorluk
intolerant	fear	0.500	çydamsyzlyk
blob	fear	0.500	blob
cliff	fear	0.500	gaýa
frenetic	fear	0.500	frenetik
illegal	fear	0.500	bikanun
scalpel	fear	0.500	skalpel
downfall	fear	0.500	ýykylmagy
prohibited	fear	0.500	gadagan
suppress	fear	0.500	basmak
raving	fear	0.500	gyrkmak
squeamish	fear	0.500	gysmak
instability	fear	0.500	durnuksyzlyk
vertigo	fear	0.500	wertikal
brute	fear	0.500	zalym
sinful	fear	0.500	günäli
ruined	fear	0.500	weýran boldy
premeditated	fear	0.500	bilgeşleýin
snowmageddon	fear	0.500	gar gar
defiance	fear	0.500	boýun egmezlik
wasp	fear	0.500	wasp
towering	fear	0.500	diň
woe	fear	0.491	Waý!
lash	fear	0.484	kirpik
indefensible	fear	0.484	eldegrilmesiz
dismay	fear	0.484	aljyraňňy
disgusting	fear	0.484	ýigrenji
divorce	fear	0.484	aýrylyşmak
hate	fear	0.484	ýigrenç
freakish	fear	0.484	geň
sonervous	fear	0.484	sonervous
ambulance	fear	0.484	tiz kömek
rabble	fear	0.484	gödek
flinch	fear	0.484	çişirmek
palpitations	fear	0.484	sarsgynlar
fiend	fear	0.484	gazaply
hallucination	fear	0.484	galýusinasiýa
blackness	fear	0.484	gara
defamation	fear	0.484	töhmet
intrusion	fear	0.484	çozuş
syringe	fear	0.484	şpris
prejudiced	fear	0.484	düşünjeli
indictment	fear	0.484	günäkärleme
worrying	fear	0.484	aladaly
retard	fear	0.484	yza çekmek
canthandleit	fear	0.484	Kantandleit
insecurity	fear	0.484	howpsuzlyk
ravine	fear	0.484	jülge
poaching	fear	0.484	brakonerlik
cracked	fear	0.484	ýaryldy
hospital	fear	0.484	hassahana
slam	fear	0.484	slam
armor	fear	0.484	sowut
warrior	fear	0.484	söweşiji
coerce	fear	0.484	mejbur etmek
hearse	fear	0.484	ojak
jumpy	fear	0.484	bökmek
cutting	fear	0.484	kesmek
dishonor	fear	0.484	biabraýlyk
perjury	fear	0.484	ýalan sözlemek
accusing	fear	0.484	günäkärlemek
worse	fear	0.484	has erbet
endemic	fear	0.484	endemik
ohno	fear	0.484	ay Ýok
restriction	fear	0.484	çäklendirme
ravenous	fear	0.484	garga
rat	fear	0.484	syçan
lion	fear	0.484	arslan
shiver	fear	0.484	titremek
averse	fear	0.483	garşy
inspection	fear	0.483	gözden geçirmek
sinner	fear	0.483	günäkär
despairing	fear	0.474	umytsyzlyk
missing	fear	0.474	dereksiz ýitdi
darken	fear	0.471	garaňky
austere	fear	0.470	austere
unhealthy	fear	0.469	saglyga zyýanly
revoke	fear	0.469	ýatyrmak
fret	fear	0.469	fret
breakdown	fear	0.469	bölünmek
superstition	fear	0.469	yrym
criticize	fear	0.469	tankyt et
armored	fear	0.469	sowutly
illegality	fear	0.469	bikanunlyk
overwhelmed	fear	0.469	aljyraňňy
infidelity	fear	0.469	kapyrlyk
thresh	fear	0.469	bosagasy
scrapie	fear	0.469	galyndylar
precipice	fear	0.469	ýagyş
idolatry	fear	0.469	butparazlyk
depressed	fear	0.469	depressiýa
subversion	fear	0.469	agdarmak
asteroid	fear	0.469	asteroid
jaws	fear	0.469	eňekler
accused	fear	0.469	günäkärlenýär
sinking	fear	0.469	gark bolmak
admonition	fear	0.469	öwüt
indict	fear	0.469	günäkärlemek
quiver	fear	0.469	titremek
startle	fear	0.469	gorkmak
toothache	fear	0.469	diş agyry
soulless	fear	0.469	manysyz
foreclose	fear	0.469	aýyrmak
aftermath	fear	0.469	netijesi
fierce	fear	0.469	gazaply
fever	fear	0.469	gyzzyrma
intrusive	fear	0.469	çozuş
decomposition	fear	0.469	dargamak
nervous	fear	0.469	nerw
animosity	fear	0.469	duşmançylyk
inmate	fear	0.469	tussag
regime	fear	0.469	re regimeimi
spear	fear	0.468	naýza
nasty	fear	0.466	nejis
worried	fear	0.466	aladalanýar
puma	fear	0.465	puma
thirteenth	fear	0.465	on üçünji
contraband	fear	0.464	kontrabanda
insecure	fear	0.461	ygtybarly däl
disturbance	fear	0.459	bidüzgünçilik
denunciation	fear	0.456	ýazgarmak
destitute	fear	0.455	garyp
stigma	fear	0.455	stigma
powerfully	fear	0.454	güýçli
apprehension	fear	0.453	gorkmak
derogatory	fear	0.453	kemsidiji
disruption	fear	0.453	bozulmagy
rigor	fear	0.453	berk
dinosaur	fear	0.453	dinozawr
rifle	fear	0.453	tüpeň
illicit	fear	0.453	bikanun
grope	fear	0.453	ýüp
howl	fear	0.453	agla
stranger	fear	0.453	nätanyş
resisting	fear	0.453	garşy durmak
resign	fear	0.453	işden git
spasm	fear	0.453	spazm
unspeakable	fear	0.453	gürläp bolmaýar
quandary	fear	0.453	dawa
shrill	fear	0.453	shrill
penal	fear	0.453	jeza
lockup	fear	0.453	gulplamak
indoctrination	fear	0.453	indoktrinasiýa
restrain	fear	0.453	sakla
disreputable	fear	0.453	abraýsyz
scold	fear	0.453	käýin
wail	fear	0.453	agla
omgomgomg	fear	0.453	omgomgomg
hydrocephalus	fear	0.453	gidrosefali
warn	fear	0.453	duýduryş beriň
batter	fear	0.453	batyr
ohgod	fear	0.453	ohgod
penalty	fear	0.453	jeza
straits	fear	0.453	bogazlar
orphan	fear	0.453	ýetim
urgent	fear	0.450	gyssagly
arraignment	fear	0.450	kazyýet işi
tramp	fear	0.440	tramp
stress	fear	0.439	stres
behemoth	fear	0.439	behemot
accidental	fear	0.438	tötänleýin
dominate	fear	0.438	agdyklyk edýär
cabal	fear	0.438	kabel
accuser	fear	0.438	aýyplaýjy
debacle	fear	0.438	kynçylyk
perverse	fear	0.438	bozuk
looming	fear	0.438	ýakyn wagtda
yell	fear	0.438	gygyr
forfeiture	fear	0.438	mahrum etmek
infirmity	fear	0.438	gowşaklyk
expel	fear	0.438	kowmak
probation	fear	0.438	synag
falter	fear	0.438	gowşamak
tribunal	fear	0.438	tribunaly
atrophy	fear	0.438	atrofiýa
aghhh	fear	0.438	aghh
bewildered	fear	0.438	geň galdy
asp	fear	0.438	asp
mace	fear	0.438	krujka
wince	fear	0.438	wince
concealed	fear	0.438	gizlenendir
indomitable	fear	0.438	egsilmez
illegitimate	fear	0.438	bikanun
stripped	fear	0.438	ýyrtyldy
unprepared	fear	0.438	taýyn däl
entangled	fear	0.438	gümürtik
coldsweat	fear	0.438	sowuklama
dentists	fear	0.438	stomatologlar
predicament	fear	0.438	kynçylyk
rheumatism	fear	0.438	revmatizm
displaced	fear	0.438	göçürildi
dislocated	fear	0.438	ýerleşdirildi
prick	fear	0.438	prik
targeting	fear	0.438	nyşana almak
obstruct	fear	0.438	päsgelçilik
gasping	fear	0.438	gaz alýar
scarcity	fear	0.438	gytçylyk
irreconcilable	fear	0.438	ylalaşyp bolmaýar
impermeable	fear	0.438	geçip bolmaýar
broke	fear	0.438	döwdi
halting	fear	0.435	saklamak
mysterious	fear	0.435	syrly
insulting	fear	0.435	kemsidiji
rebels	fear	0.435	gozgalaňçylar
repulsion	fear	0.431	ýigrenmek
glare	fear	0.430	ýalpyldawuk
punitive	fear	0.425	jeza beriji
sordid	fear	0.425	Sordid
stake	fear	0.423	paý
tempest	fear	0.423	tupan
deleterious	fear	0.422	öçürmek
reticent	fear	0.422	saklanýar
stresses	fear	0.422	stres edýär
fainting	fear	0.422	huşsuz
offense	fear	0.422	kemsitmek
extrajudicial	fear	0.422	kazyýetden daşary
delusion	fear	0.422	aldaw
thumping	fear	0.422	zyňmak
lament	fear	0.422	aglamak
depress	fear	0.422	depressiýa
usurped	fear	0.422	elinden aldy
bigot	fear	0.422	bigot
hydra	fear	0.422	gidra
stressin	fear	0.422	stresin
coyote	fear	0.422	köýot
wilderness	fear	0.422	çöl
infamous	fear	0.422	abraýly
troll	fear	0.422	troll
dissident	fear	0.422	dissident
unnatural	fear	0.422	tebigy däl
disappear	fear	0.422	ýitýär
bayonet	fear	0.422	süngü
depresson	fear	0.422	depresson
anathema	fear	0.422	anatema
steal	fear	0.422	ogurlamak
publicspeaking	fear	0.422	köpçüligiň öňünde çykyş etmek
burdensome	fear	0.422	agyr
bier	fear	0.422	bier
prowl	fear	0.422	prowl
ultimatum	fear	0.422	ultimatum
varicella	fear	0.422	varicella
suspension	fear	0.422	togtatmak
unsteady	fear	0.422	durnuksyz
heathen	fear	0.422	butparazlar
alien	fear	0.422	keseki
adversity	fear	0.418	kynçylyklar
ineptitude	fear	0.417	ukypsyzlyk
outsider	fear	0.413	daşarky adam
ugliness	fear	0.410	nejislik
immoral	fear	0.410	ahlaksyz
vulture	fear	0.410	möjek
ghetto	fear	0.406	getto
nausea	fear	0.406	ýürek bulanma
weakly	fear	0.406	gowşak
penance	fear	0.406	toba
distressed	fear	0.406	gynanýan
dominant	fear	0.406	agdyklyk edýär
disallowed	fear	0.406	rugsat berilmedi
recklessness	fear	0.406	biperwaýlyk
insolvent	fear	0.406	tölege ukypsyz
wary	fear	0.406	seresap boluň
scar	fear	0.406	yz
ohdear	fear	0.406	ohdear
drones	fear	0.406	pilotsyz uçarlar
tearful	fear	0.406	gözýaşly
stretcher	fear	0.406	nosilka
stressing	fear	0.406	nygtamak
omnipotence	fear	0.406	gudrat
rubble	fear	0.406	harabalyklar
escape	fear	0.406	gaçmak
whimper	fear	0.406	pyşyrdamak
dismissal	fear	0.406	işden aýyrmak
screech	fear	0.406	gykylyk
resection	fear	0.406	rezeksiýa
disorder	fear	0.406	tertipsizlik
possession	fear	0.406	eýeçilik etmek
claw	fear	0.406	dyrnak
blackout	fear	0.406	öçürildi
squall	fear	0.406	gykylyk
disabled	fear	0.406	maýyp
deport	fear	0.406	deportasiýa
disgust	fear	0.406	ýigrenç
stressful	fear	0.406	stresli
socialism	fear	0.405	sosializm
conspiracy	fear	0.400	dildüwşük
toughness	fear	0.400	berklik
defection	fear	0.398	defekt
absence	fear	0.396	ýoklugy
moan	fear	0.394	nalyş
crusade	fear	0.392	haçly ýöriş
overt	fear	0.391	artykmaç
whatdoido	fear	0.391	men näme edýärin
refutation	fear	0.391	ret etmek
descent	fear	0.391	nesil
reject	fear	0.391	ret et
suspicion	fear	0.391	şübhe
exigent	fear	0.391	joşgunly
concealment	fear	0.391	gizlemek
xanax	fear	0.391	kanax
cleave	fear	0.391	ýapyş
diagnosis	fear	0.391	diagnoz
separation	fear	0.391	aýralyk
spaz	fear	0.391	spaz
musket	fear	0.391	musket
brimstone	fear	0.391	kükürt
repellent	fear	0.391	ýigrenji
discrimination	fear	0.391	diskriminasiýa
unrest	fear	0.391	tolgunyşyklar
insolvency	fear	0.391	tozmak
submission	fear	0.391	tabşyrmak
mental	fear	0.391	akyl
scarecrow	fear	0.391	garakçy
snare	fear	0.391	duzak
unemployed	fear	0.391	işsiz
stifled	fear	0.391	boguldy
procedure	fear	0.391	tertibi
excitation	fear	0.391	tolgunma
cyst	fear	0.391	kist
avoiding	fear	0.391	gaça durmak
lose	fear	0.391	ýitirmek
nervy	fear	0.391	tolgunmak
gulp	fear	0.391	gulp
conquer	fear	0.391	basyp almak
dubious	fear	0.391	şübheli
hardened	fear	0.391	gatylaşdy
radon	fear	0.391	radon
urgency	fear	0.391	gyssaglylyk
theocratic	fear	0.391	teokratik
poverty	fear	0.391	garyplyk
throb	fear	0.388	trob
outcast	fear	0.388	kowulan
orc	fear	0.388	orc
disapprove	fear	0.380	oňlamaz
dontpanic	fear	0.378	dontpanic
withdrawals	fear	0.377	çykarmak
plea	fear	0.377	haýyş
expose	fear	0.375	paş etmek
edict	fear	0.375	buýruk
frigate	fear	0.375	frigat
bunker	fear	0.375	bunker
obligor	fear	0.375	borçly
suspected	fear	0.375	şübheli
interrogate	fear	0.375	sorag etmek
escaped	fear	0.375	gaçdy
flu	fear	0.375	dümew
ocd	fear	0.375	ok
taunt	fear	0.375	kemsitmek
sultan	fear	0.375	soltan
bad	fear	0.375	erbet
bankrupt	fear	0.375	bankrot
psychological	fear	0.375	psihologiki
dentistry	fear	0.375	stomatologiýa
chimera	fear	0.375	Kimera
sneaking	fear	0.375	gizlemek
nauseous	fear	0.375	ýürek bulanma
barricade	fear	0.375	barrikada
locust	fear	0.375	çekirtge
dissolution	fear	0.375	dargatmak
misconception	fear	0.375	ýalňyş düşünje
embarrassment	fear	0.375	utanç
chasm	fear	0.375	jady
grieve	fear	0.375	gynan
khan	fear	0.375	han
coldness	fear	0.375	sowuklyk
kerosene	fear	0.375	kerosin
antsy	fear	0.375	garynja
mentalhealth	fear	0.375	akyl saglygy
obi	fear	0.375	obi
pressure	fear	0.375	basyş
military	fear	0.375	harby
whirlpool	fear	0.375	tüweleý
repellant	fear	0.373	repellant
unknown	fear	0.369	näbelli
pare	fear	0.367	pare
jealousy	fear	0.365	gabanjaňlyk
formidable	fear	0.359	gorkunç
desert	fear	0.359	çöl
cautionary	fear	0.359	seresap boluň
onedge	fear	0.359	onedge
jaundice	fear	0.359	sarylyk
pessimism	fear	0.359	pessimizm
recurring	fear	0.359	gaýtalanýar
difficult	fear	0.359	kyn
concerned	fear	0.359	bilen baglanyşykly
consternation	fear	0.359	aljyraňňylyk
bottomless	fear	0.359	düýpsüz
revolution	fear	0.359	ynkylap
stint	fear	0.359	stint
government	fear	0.359	hökümet
bankruptcy	fear	0.359	bankrot
timid	fear	0.359	utanjaň
contempt	fear	0.359	äsgermezlik
warned	fear	0.359	duýduryş berdi
measles	fear	0.359	gyzamyk
rejects	fear	0.359	ret edýär
sectarian	fear	0.359	mezhep
headaches	fear	0.359	kelle agyry
dart	fear	0.359	dart
sortie	fear	0.359	sortie
wasting	fear	0.359	biderek sarp etmek
conquest	fear	0.359	basyp almak
depreciation	fear	0.359	amortizasiýa
mournful	fear	0.359	ýasly
mandamus	fear	0.359	mandamus
spike	fear	0.359	tüýdük
cur	fear	0.359	egrilik
burke	fear	0.359	burke
rebel	fear	0.359	gozgalaňçy
exam	fear	0.359	ekzamen
anomaly	fear	0.359	anomaliýa
mug	fear	0.359	krujka
constrain	fear	0.358	çäklendirmek
languishing	fear	0.358	ejizlemek
bane	fear	0.356	gadagan
impeach	fear	0.354	impiç
warden	fear	0.354	gözegçi
adverse	fear	0.352	ýaramaz
lawyer	fear	0.349	aklawçy
libel	fear	0.348	töhmet
retrenchment	fear	0.345	retrenchment
imminent	fear	0.345	ýakyn wagtda
shame	fear	0.344	utanç
avoidance	fear	0.344	gaça durmak
shortage	fear	0.344	ýetmezçiligi
opium	fear	0.344	tirýek
swerve	fear	0.344	swerve
evade	fear	0.344	gaçmak
servile	fear	0.344	gul
pest	fear	0.344	zyýan berijiler
hesitation	fear	0.344	ikirjiňlenmek
loneliness	fear	0.344	ýalňyzlyk
discipline	fear	0.344	tertip-düzgün
fanaticism	fear	0.344	fanatizm
sorrow	fear	0.344	hasrat
hiss	fear	0.344	pyşyrdady
belittle	fear	0.344	kemsitmek
knell	fear	0.344	dyza çökmek
contentious	fear	0.344	jedelli
bearish	fear	0.344	aýy
opposed	fear	0.344	garşy çykdy
launches	fear	0.344	başlaýar
taboo	fear	0.344	gadagan
cutter	fear	0.344	kesiji
defy	fear	0.344	garşy çyk
unjustifiable	fear	0.344	esassyz
parachute	fear	0.344	paraşýut
eel	fear	0.344	eel
psych	fear	0.344	psih
aaaaaaah	fear	0.344	aaaaaaah
verdict	fear	0.344	höküm
mri	fear	0.344	mri
shaky	fear	0.344	titreýär
resistant	fear	0.344	çydamly
obstacle	fear	0.344	päsgelçilik
reckless	fear	0.344	biperwaý
recession	fear	0.344	çökgünlik
disrespectful	fear	0.343	hormatsyzlyk
phalanx	fear	0.342	phalanx
creature	fear	0.340	jandar
specter	fear	0.331	tomaşaçy
mortgage	fear	0.331	ipoteka
enigmatic	fear	0.329	manyly
supremacy	fear	0.328	ýokarylyk
bugaboo	fear	0.328	bugaboo
defendant	fear	0.328	günäkärlenýän
feeling	fear	0.328	duýmak
ethereal	fear	0.328	ethere
undesirable	fear	0.328	islenmeýän
mishap	fear	0.328	näsazlyk
outpost	fear	0.328	post
weirdo	fear	0.328	Weirdo
caution	fear	0.328	seresap boluň
spillin	fear	0.328	spillin
dike	fear	0.328	Dike
dominion	fear	0.328	agalyk etmek
wimp	fear	0.328	wimp
quash	fear	0.328	töleg
subordinate	fear	0.328	tabynlygyndaky
shank	fear	0.328	shank
remove	fear	0.328	aýyrmak
senseless	fear	0.328	manysyz
shutdown	fear	0.328	öçür
gametime	fear	0.328	oýun wagty
uhoh	fear	0.328	uhoh
loom	fear	0.328	dokma
police	fear	0.328	polisiýa
wrongly	fear	0.328	nädogry
unlucky	fear	0.328	bagtsyz
gladiator	fear	0.328	gladiator
adrift	fear	0.328	adrift
hives	fear	0.328	uýlar
smut	fear	0.328	smut
encumbrance	fear	0.328	gurşaw
unsettled	fear	0.327	çözülmedik
scarce	fear	0.327	gyt
antisocial	fear	0.324	jemgyýetçilik
astray	fear	0.320	azaşdy
vigilant	fear	0.319	hüşgär
socialist	fear	0.318	sosialist
halter	fear	0.318	halter
pessimist	fear	0.317	pessimist
pacing	fear	0.316	ädim
wimpy	fear	0.312	wimpy
clinical	fear	0.312	kliniki
blight	fear	0.312	blight
muzzle	fear	0.312	agzy
ahhhhhhhh	fear	0.312	ahhhhhhh
therapist	fear	0.312	terapewt
laxative	fear	0.312	laksatif
obsessing	fear	0.312	gümürtik
seclusion	fear	0.312	ýekelik
foreigner	fear	0.312	daşary ýurtly
dentist	fear	0.312	diş lukmany
chargeable	fear	0.312	tölegli
deadline	fear	0.312	möhleti
uneasy	fear	0.312	biynjalyk
valium	fear	0.312	walium
powerful	fear	0.312	güýçli
opponent	fear	0.312	garşydaş
ordnance	fear	0.312	ýaraglar
cram	fear	0.312	kram
unexpected	fear	0.312	garaşylmadyk
thorny	fear	0.312	tikenli
discontinuity	fear	0.312	kesilmegi
conspire	fear	0.312	dildüwşük
collusion	fear	0.312	birleşmek
litigate	fear	0.312	kazyýet işi
unkind	fear	0.312	rehimsiz
whirlwind	fear	0.312	tupan
nether	fear	0.312	Nether
trickery	fear	0.312	hile
bewilderment	fear	0.312	aljyraňňylyk
overthinking	fear	0.309	çakdanaşa pikir etmek
doubts	fear	0.308	şübheler
seriousness	fear	0.305	çynlakaýlyk
irrational	fear	0.305	manysyz
erase	fear	0.303	poz
teasing	fear	0.303	gülmek
razor	fear	0.303	razor
sweating	fear	0.298	derlemek
mage	fear	0.297	mage
giant	fear	0.297	äpet
weighty	fear	0.297	agyr
warning	fear	0.297	duýduryş
avoid	fear	0.297	gaça dur
inflation	fear	0.297	inflýasiýa
mislead	fear	0.297	azaşdyrmak
adjudicate	fear	0.297	höküm çykarmak
endless	fear	0.297	tükeniksiz
deflation	fear	0.297	deflýasiýa
depreciated	fear	0.297	köneldi
bitch	fear	0.297	ganjyk
swamp	fear	0.297	batgalyk
bale	fear	0.297	bale
dashed	fear	0.297	çyzyldy
crouching	fear	0.297	egilmek
flounder	fear	0.297	flounder
hide	fear	0.297	gizle
reluctant	fear	0.297	göwünsiz
unsurpassed	fear	0.297	deňi-taýy bolmadyk
medical	fear	0.297	lukmançylyk
timidity	fear	0.297	çekinjeňlik
auditor	fear	0.297	auditor
deluge	fear	0.287	suw joşmagy
disinformation	fear	0.286	dezinformasiýa
court	fear	0.284	kazyýet
aversion	fear	0.283	ýigrenç
cartridge	fear	0.281	kartrij
unfriendly	fear	0.281	dost däl
cautious	fear	0.281	seresap
surveillance	fear	0.281	gözegçilik
yelp	fear	0.281	yelp
confusion	fear	0.281	bulaşyklyk
apache	fear	0.281	apache
flying	fear	0.281	uçýar
submitting	fear	0.281	tabşyrmak
discourage	fear	0.281	ruhdan düşürmek
rush	fear	0.281	howlukma
fortress	fear	0.281	gala
dwarfed	fear	0.281	derwüş
challenge	fear	0.281	kynçylyk
notready	fear	0.281	eýýäm däl
wan	fear	0.281	islemek
mistaken	fear	0.281	ýalňyş
hurryup	fear	0.281	howlukma
swelling	fear	0.281	çişmek
oncoming	fear	0.281	ýetip gelýän
remains	fear	0.281	galýar
unruly	fear	0.281	tertipsiz
bigoted	fear	0.281	uly
intense	fear	0.279	güýçli
noncompliance	fear	0.276	laýyk gelmezlik
alerts	fear	0.276	duýduryşlary
planes	fear	0.274	uçarlar
cop	fear	0.273	göçürme
displeased	fear	0.273	nägile
unbridled	fear	0.271	gözegçiliksiz
problem	fear	0.266	mesele
crouch	fear	0.266	egilmek
sneak	fear	0.266	gizlemek
hood	fear	0.266	kapot
force	fear	0.266	güýç
confession	fear	0.266	boýun alma
posse	fear	0.266	posse
banger	fear	0.266	banger
belt	fear	0.266	guşak
crowds	fear	0.266	märeke
elevation	fear	0.266	beýiklik
insomnia	fear	0.266	ukusyzlyk
auditions	fear	0.266	ses berişlik
forgotten	fear	0.266	unudyldy
affront	fear	0.266	garşy çykmak
cloak	fear	0.266	eşik
newjob	fear	0.266	newjob
blindfold	fear	0.266	gözleri
skid	fear	0.266	skid
blemish	fear	0.266	kemçilik
uncanny	fear	0.266	jadygöý
sentence	fear	0.266	sözlem
cupping	fear	0.266	käse
regiment	fear	0.266	polk
hooded	fear	0.266	kapotly
operation	fear	0.266	operasiýa
immerse	fear	0.266	çümdürmek
shanghai	fear	0.266	Şanhaý
acrobat	fear	0.266	akrobat
flurries	fear	0.266	tüýdük
spur	fear	0.262	höweslendirmek
mortgagor	fear	0.258	girew goýujy
defense	fear	0.258	goranmak
insect	fear	0.250	mör-möjek
defend	fear	0.250	goramak
