English Word	Emotion	Emotion-Intensity-Score	Romanian Word
misconception	fear	0.375	concepție greșită
embarrassment	fear	0.375	jenă
chasm	fear	0.375	prăpastie
grieve	fear	0.375	întrista
khan	fear	0.375	han
coldness	fear	0.375	frig
kerosene	fear	0.375	kerosenul
antsy	fear	0.375	nerăbdător
mentalhealth	fear	0.375	sănătate mentală
obi	fear	0.375	obi
pressure	fear	0.375	presiune
military	fear	0.375	militar
whirlpool	fear	0.375	vârtej
repellant	fear	0.373	respingător
unknown	fear	0.369	necunoscut
pare	fear	0.367	pare
jealousy	fear	0.365	gelozie
formidable	fear	0.359	formidabil
desert	fear	0.359	deşert
cautionary	fear	0.359	precaut
onedge	fear	0.359	pe muchie
jaundice	fear	0.359	icter
pessimism	fear	0.359	pesimism
recurring	fear	0.359	recurente
difficult	fear	0.359	dificil
concerned	fear	0.359	îngrijorat
consternation	fear	0.359	consternare
bottomless	fear	0.359	fără fund
revolution	fear	0.359	revoluţie
stint	fear	0.359	efort
government	fear	0.359	guvern
bankruptcy	fear	0.359	faliment
timid	fear	0.359	timid
contempt	fear	0.359	dispreţ
warned	fear	0.359	avertizat
measles	fear	0.359	pojar
rejects	fear	0.359	respinge
sectarian	fear	0.359	sectar
headaches	fear	0.359	dureri de cap
dart	fear	0.359	lance
sortie	fear	0.359	ieşire
wasting	fear	0.359	risipirea
conquest	fear	0.359	cucerire
depreciation	fear	0.359	depreciere
mournful	fear	0.359	jale
mandamus	fear	0.359	mandamus
spike	fear	0.359	ţeapă
cur	fear	0.359	cur
burke	fear	0.359	burke
rebel	fear	0.359	rebel
exam	fear	0.359	examen
anomaly	fear	0.359	anomalie
mug	fear	0.359	halbă
constrain	fear	0.358	constrânge
languishing	fear	0.358	languind
bane	fear	0.356	nenorocire
impeach	fear	0.354	acuzare
warden	fear	0.354	director
adverse	fear	0.352	advers
lawyer	fear	0.349	avocat
libel	fear	0.348	calomnie
retrenchment	fear	0.345	retragere
imminent	fear	0.345	iminent
shame	fear	0.344	rușine
avoidance	fear	0.344	evitare
shortage	fear	0.344	deficit
opium	fear	0.344	opiu
swerve	fear	0.344	vira
evade	fear	0.344	se sustrage
servile	fear	0.344	servil
pest	fear	0.344	dăunător
hesitation	fear	0.344	ezitare
loneliness	fear	0.344	singurătate
discipline	fear	0.344	disciplina
fanaticism	fear	0.344	fanatism
sorrow	fear	0.344	întristare
hiss	fear	0.344	șuierat
belittle	fear	0.344	slăbici
knell	fear	0.344	dangăt
contentious	fear	0.344	contencios
bearish	fear	0.344	de urs
opposed	fear	0.344	opus
launches	fear	0.344	lansează
taboo	fear	0.344	tabu
cutter	fear	0.344	tăietor
defy	fear	0.344	sfidează
unjustifiable	fear	0.344	nejustificat
parachute	fear	0.344	paraşuta
eel	fear	0.344	Ţipar
psych	fear	0.344	psihic
aaaaaaah	fear	0.344	aaaaaaah
verdict	fear	0.344	verdict
mri	fear	0.344	mri
shaky	fear	0.344	tremurat
resistant	fear	0.344	rezistent
obstacle	fear	0.344	obstacol
reckless	fear	0.344	nesăbuit
recession	fear	0.344	recesiune
disrespectful	fear	0.343	lipsit de respect
phalanx	fear	0.342	falangă
creature	fear	0.340	creatură
specter	fear	0.331	spectru
mortgage	fear	0.331	credit ipotecar
enigmatic	fear	0.329	enigmatic
supremacy	fear	0.328	supremaţie
bugaboo	fear	0.328	gogoriţă
defendant	fear	0.328	pârât
feeling	fear	0.328	sentiment
ethereal	fear	0.328	eteric
undesirable	fear	0.328	indezirabil
mishap	fear	0.328	accident
outpost	fear	0.328	avanpost
weirdo	fear	0.328	ciudat
caution	fear	0.328	prudență
spillin	fear	0.328	revărsat
dike	fear	0.328	dig
dominion	fear	0.328	stăpânire
wimp	fear	0.328	slăbănog
quash	fear	0.328	casă
subordinate	fear	0.328	subordonat
shank	fear	0.328	coadă
remove	fear	0.328	elimina
senseless	fear	0.328	lipsit de sens
shutdown	fear	0.328	închide
gametime	fear	0.328	timp de joc
uhoh	fear	0.328	uhoh
loom	fear	0.328	război de ţesut
police	fear	0.328	politie
wrongly	fear	0.328	gresit
unlucky	fear	0.328	ghinionist
gladiator	fear	0.328	gladiator
adrift	fear	0.328	în derivă
hives	fear	0.328	urticarie
smut	fear	0.328	negru de fum
encumbrance	fear	0.328	grevare
unsettled	fear	0.327	neasezat
scarce	fear	0.327	rară
antisocial	fear	0.324	antisocial
astray	fear	0.320	rătăcit
vigilant	fear	0.319	vigilent
socialist	fear	0.318	socialist
halter	fear	0.318	ştreang
pessimist	fear	0.317	pesimist
pacing	fear	0.316	ritmul
wimpy	fear	0.312	slăbănog
clinical	fear	0.312	clinic
blight	fear	0.312	pacoste
muzzle	fear	0.312	bot
ahhhhhhhh	fear	0.312	ahhhhhhh
therapist	fear	0.312	terapeut
laxative	fear	0.312	laxativ
obsessing	fear	0.312	obsedat
seclusion	fear	0.312	izolare
foreigner	fear	0.312	străin
dentist	fear	0.312	dentist
chargeable	fear	0.312	taxabil
deadline	fear	0.312	termen limita
uneasy	fear	0.312	neliniştit
valium	fear	0.312	valium
powerful	fear	0.312	puternic
opponent	fear	0.312	adversar
ordnance	fear	0.312	muniţie
cram	fear	0.312	ghiftui
unexpected	fear	0.312	neașteptat
thorny	fear	0.312	spinos
discontinuity	fear	0.312	discontinuitate
conspire	fear	0.312	conspira
collusion	fear	0.312	coluziune
litigate	fear	0.312	a litiga
unkind	fear	0.312	aspru
whirlwind	fear	0.312	vârtej de vânt
nether	fear	0.312	de jos
trickery	fear	0.312	smecherie
bewilderment	fear	0.312	nedumerire
overthinking	fear	0.309	prea multe gânduri
doubts	fear	0.308	îndoieli
seriousness	fear	0.305	gravitate
irrational	fear	0.305	iraţional
erase	fear	0.303	şterge
teasing	fear	0.303	tachinarea
razor	fear	0.303	brici
sweating	fear	0.298	transpiraţie
mage	fear	0.297	mag
giant	fear	0.297	gigant
weighty	fear	0.297	cu greutate
warning	fear	0.297	avertizare
avoid	fear	0.297	evita
inflation	fear	0.297	inflatia
mislead	fear	0.297	induce în eroare
adjudicate	fear	0.297	judeca
endless	fear	0.297	fără sfârşit
deflation	fear	0.297	deflaţie
depreciated	fear	0.297	amortizate
bitch	fear	0.297	căţea
swamp	fear	0.297	mlaştină
bale	fear	0.297	balot
dashed	fear	0.297	întreruptă
crouching	fear	0.297	chircit
flounder	fear	0.297	cambulă
hide	fear	0.297	ascunde
reluctant	fear	0.297	reticent
unsurpassed	fear	0.297	de neîntrecut
medical	fear	0.297	medical
timidity	fear	0.297	timiditate
auditor	fear	0.297	auditor
deluge	fear	0.287	potop
disinformation	fear	0.286	dezinformare
court	fear	0.284	tribunal
aversion	fear	0.283	aversiune
cartridge	fear	0.281	cartuş
unfriendly	fear	0.281	neprietenos
cautious	fear	0.281	precaut
surveillance	fear	0.281	supraveghere
yelp	fear	0.281	scheunat
confusion	fear	0.281	confuzie
apache	fear	0.281	apache
flying	fear	0.281	zbor
submitting	fear	0.281	depunerea
discourage	fear	0.281	descuraja
rush	fear	0.281	te grabesti
fortress	fear	0.281	fortăreață
dwarfed	fear	0.281	pitic
challenge	fear	0.281	provocare
notready	fear	0.281	nu e gata
wan	fear	0.281	wan
mistaken	fear	0.281	gresit
hurryup	fear	0.281	Grăbiţi-vă
swelling	fear	0.281	umflătură
oncoming	fear	0.281	care se apropie
remains	fear	0.281	ramane
unruly	fear	0.281	nesupus
bigoted	fear	0.281	bigot
intense	fear	0.279	intens
noncompliance	fear	0.276	nerespectarea
alerts	fear	0.276	alerte
planes	fear	0.274	avioane
cop	fear	0.273	poliţist
displeased	fear	0.273	nemulțumit
unbridled	fear	0.271	neînfrânat
problem	fear	0.266	problemă
crouch	fear	0.266	se ghemuiesc
sneak	fear	0.266	a strecura
hood	fear	0.266	glugă
force	fear	0.266	forta
confession	fear	0.266	mărturisire
posse	fear	0.266	posse
banger	fear	0.266	banger
belt	fear	0.266	centura
crowds	fear	0.266	mulţimile
elevation	fear	0.266	cota
insomnia	fear	0.266	insomnie
auditions	fear	0.266	audiții
forgotten	fear	0.266	uitat
affront	fear	0.266	afront
cloak	fear	0.266	mantie
newjob	fear	0.266	nou loc de muncă
blindfold	fear	0.266	legat la ochi
skid	fear	0.266	derapaj
blemish	fear	0.266	cusur
uncanny	fear	0.266	straniu
sentence	fear	0.266	propoziție
cupping	fear	0.266	cupând
regiment	fear	0.266	regiment
hooded	fear	0.266	cu glugă
operation	fear	0.266	Operațiune
immerse	fear	0.266	scufunda
shanghai	fear	0.266	shanghai
acrobat	fear	0.266	acrobat
flurries	fear	0.266	rafale
spur	fear	0.262	pinten
mortgagor	fear	0.258	debitor ipotecar
defense	fear	0.258	apărare
insect	fear	0.250	insectă
defend	fear	0.250	apăra
cataract	fear	0.250	cataractă
stealthy	fear	0.250	ascuns
swampy	fear	0.250	mlăştinos
sunk	fear	0.250	scufundat
run	fear	0.250	alerga
scapegoat	fear	0.250	ţap ispăşitor
jobinterview	fear	0.250	interviu de angajare
repent	fear	0.250	pocăi
breakingnews	fear	0.250	știri de ultimă oră
obliging	fear	0.250	obligator
rascal	fear	0.250	ticălos
impatiently	fear	0.250	nerăbdător
react	fear	0.250	reacţiona
doubt	fear	0.250	îndoială
guard	fear	0.250	paznic
forewarned	fear	0.250	prevenit
foul	fear	0.250	fault
indifference	fear	0.250	indiferenţă
hag	fear	0.250	hag
picket	fear	0.250	picheta
delusional	fear	0.250	delirante
standstill	fear	0.250	oprire
rating	fear	0.250	rating
spinster	fear	0.250	fată bătrână
unfamiliar	fear	0.250	necunoscut
indecisive	fear	0.250	nehotărâtă
grounded	fear	0.242	împământat
badhabit	fear	0.242	obicei prost
highest	fear	0.236	cel mai inalt
aaaah	fear	0.234	aaaah
shrink	fear	0.234	micșora
insomniac	fear	0.234	insomniac
chicken	fear	0.234	pui
bee	fear	0.234	albina
inequality	fear	0.234	inegalitate
verge	fear	0.234	marginea
shelters	fear	0.234	adăposturi
buzz	fear	0.234	zumzet
buck	fear	0.234	dolar
discontent	fear	0.234	nemulţumire
difficulty	fear	0.234	dificultate
finalized	fear	0.234	finalizat
overdrive	fear	0.234	overdrive
pinion	fear	0.234	pinion
scaffold	fear	0.234	schelă
dependence	fear	0.234	dependență
rekindle	fear	0.234	reaprinde
instinctive	fear	0.234	instinctiv
thatmoment	fear	0.234	acel moment
sleepless	fear	0.234	nedormit
intercede	fear	0.234	interveni
psychiatrist	fear	0.234	psihiatru
rushing	fear	0.233	repezindu-se
overslept	fear	0.226	adormit prea mult
default	fear	0.226	Mod implicit
confessional	fear	0.225	confesional
impatient	fear	0.224	nerăbdător
tactics	fear	0.219	tactici
aga	fear	0.219	aga
blues	fear	0.219	blues
thrill	fear	0.219	fior
immigrant	fear	0.219	imigrant
veer	fear	0.219	vira
sweat	fear	0.219	sudoare
cane	fear	0.219	baston
revelations	fear	0.219	dezvăluiri
whatif	fear	0.219	și dacă
waver	fear	0.219	clătina
jungle	fear	0.219	junglă
fingerscrossed	fear	0.219	degete încrucișate
stingy	fear	0.219	zgârcit
bait	fear	0.219	momeală
unequal	fear	0.219	inegal
lastminute	fear	0.219	ultimul minut
heft	fear	0.219	ridicare
overtired	fear	0.218	exagerat
prognosis	fear	0.217	prognoză
alertness	fear	0.216	vigilenţă
hyped	fear	0.214	exagerat
wishmeluck	fear	0.212	urează-mi noroc
somuchtodo	fear	0.212	somuchtodo
toomuchtodo	fear	0.212	toouchtodo
tryouts	fear	0.210	probe
clowns	fear	0.207	clovnii
fluctuation	fear	0.204	fluctuaţie
examination	fear	0.204	examinare
restless	fear	0.204	neliniştit
uphill	fear	0.203	în sus
quail	fear	0.203	prepeliţă
phew	fear	0.203	uf
mighty	fear	0.203	puternic
cross	fear	0.203	cruce
hurry	fear	0.203	grabă
recesses	fear	0.203	adâncituri
intimacy	fear	0.203	intimitate
overcome	fear	0.203	a depasi
birth	fear	0.203	naștere
acceptances	fear	0.203	acceptări
help	fear	0.203	Ajutor
fearless	fear	0.200	neînfricat
change	fear	0.198	Schimbare
ware	fear	0.198	articole
withstand	fear	0.197	rezista
asap	fear	0.191	cât mai curând posibil
heighten	fear	0.188	spori
watch	fear	0.188	ceas
tract	fear	0.188	tract
advance	fear	0.188	avans
overcoming	fear	0.188	depășirea
attorney	fear	0.188	avocat
deadlines	fear	0.188	termenele limită
bug	fear	0.188	gândac
knots	fear	0.188	noduri
owing	fear	0.188	datorat
waitinggame	fear	0.188	joc de așteptare
unorganised	fear	0.188	neorganizat
gnome	fear	0.188	gnom
fragile	fear	0.188	fragil
cautiously	fear	0.188	cu prudență
stillness	fear	0.188	liniștea
intrigue	fear	0.188	intrigi
rule	fear	0.188	regulă
elf	fear	0.185	elf
stillwaiting	fear	0.184	încă aștept
lonely	fear	0.183	singuratic
slippery	fear	0.181	alunecos
interview	fear	0.180	interviu
everyman	fear	0.178	fiecare om
speculation	fear	0.176	speculație
needtoknow	fear	0.173	Trebuie să știu
worship	fear	0.172	cult
unsure	fear	0.172	nesigur
surprise	fear	0.172	surprinde
settlor	fear	0.172	colonor
competition	fear	0.172	competiție
readytogo	fear	0.172	gata de plecare
checkpoint	fear	0.172	punct de control
composure	fear	0.172	calm
interviewer	fear	0.172	intervievatorul
chaff	fear	0.172	pleavă
regulatory	fear	0.172	de reglementare
birch	fear	0.172	mesteacăn
shell	fear	0.172	coajă
assessment	fear	0.172	evaluare
uncertain	fear	0.172	incert
rod	fear	0.172	tijă
humanrights	fear	0.172	drepturile omului
less	fear	0.167	Mai puțin
coy	fear	0.162	timid
iris	fear	0.160	iris
intimately	fear	0.156	intim
hearing	fear	0.156	auz
legalized	fear	0.156	legalizat
needit	fear	0.156	nevoie de el
audition	fear	0.156	audiție
retirement	fear	0.156	pensionare
countdown	fear	0.156	numărătoarea inversă
sly	fear	0.156	viclean
bases	fear	0.156	bazele
ceasefire	fear	0.156	încetare a focului
medication	fear	0.156	medicament
courageous	fear	0.154	curajos
overthinker	fear	0.153	supragânditor
backtrack	fear	0.151	înapoi
dawned	fear	0.150	răsărit
censor	fear	0.149	cenzura
bailiff	fear	0.147	executorul judecătoresc
syllabus	fear	0.147	programă
delay	fear	0.141	întârziere
newcomer	fear	0.141	nou venit
imagination	fear	0.141	imaginație
waiting	fear	0.141	aşteptare
gent	fear	0.141	gent
validity	fear	0.141	valabilitate
cove	fear	0.141	golfuleţ
rationality	fear	0.141	raționalitatea
caricature	fear	0.141	caricatură
eventuality	fear	0.141	eventualitate
alreadyyyyy	fear	0.140	dejaaaaa
shy	fear	0.140	timid
symptom	fear	0.133	simptom
excite	fear	0.132	excita
raccoon	fear	0.127	raton
clown	fear	0.125	clovn
tryout	fear	0.125	încearcă
needtorelax	fear	0.125	nevoie de relaxare
swim	fear	0.125	înot
campaigning	fear	0.125	campanie
hawk	fear	0.125	şoim
prevent	fear	0.125	împiedica
gameday	fear	0.125	ziua de joc
ahhh	fear	0.125	ahhh
marry	fear	0.125	se căsătoresc
sprite	fear	0.125	sprite
soready	fear	0.125	gata
sag	fear	0.123	sag
pharmacy	fear	0.123	farmacie
policeman	fear	0.121	polițist
dreamt	fear	0.111	visat
lace	fear	0.111	dantelă
homework	fear	0.109	teme pentru acasă
destination	fear	0.109	destinaţie
incase	fear	0.109	in caz
pray	fear	0.109	roagă-te
knot	fear	0.109	nod
confidence	fear	0.109	încredere
bigday	fear	0.109	zi mare
holiness	fear	0.109	sfinţenie
notoriety	fear	0.109	notorietate
weight	fear	0.109	greutate
slender	fear	0.100	subţire
undecided	fear	0.098	indecis
sympathetic	fear	0.097	simpatic
poise	fear	0.094	echilibru
case	fear	0.094	caz
treat	fear	0.094	trata
locate	fear	0.094	localiza
loyal	fear	0.094	loial
grades	fear	0.094	note
god	fear	0.094	dumnezeu
helmet	fear	0.094	cască
confident	fear	0.094	încrezător
counsellor	fear	0.094	consilier
northeast	fear	0.088	nord-est
graduation	fear	0.078	absolvire
compassion	fear	0.078	compasiune
nurture	fear	0.078	hrăni
graded	fear	0.075	gradat
mum	fear	0.070	mămică
infant	fear	0.067	copil
journey	fear	0.062	călătorie
parade	fear	0.062	paradă
gradschool	fear	0.062	facultate
civilian	fear	0.062	civil
cloudiness	fear	0.062	tulbureala
cash	fear	0.062	bani lichizi
civilians	fear	0.062	civili
guidelines	fear	0.062	instrucțiuni
soulmate	fear	0.062	suflet pereche
youth	fear	0.062	tineret
opera	fear	0.057	operă
synonymous	fear	0.056	sinonim
honest	fear	0.047	sincer
praying	fear	0.047	rugându-se
intelligence	fear	0.038	inteligenţă
volunteer	fear	0.031	voluntar
romance	fear	0.031	romantism
lines	fear	0.031	linii
obey	fear	0.016	ascultă
happiest	joy	0.986	cel mai fericit
happiness	joy	0.984	fericire
bliss	joy	0.971	fericire
celebrating	joy	0.970	sărbătorind
jubilant	joy	0.969	jubilatoare
ecstatic	joy	0.954	extatic
elation	joy	0.944	euforie
beaming	joy	0.938	radiind
bestdayever	joy	0.938	cea mai buna zi din totdeauna
loveee	joy	0.932	iubita
celebration	joy	0.929	celebrare
awesomeness	joy	0.926	minunatie
joy	joy	0.924	bucurie
joyous	joy	0.922	veselă
fabulous	joy	0.922	fabulos
happily	joy	0.922	fericit
excitement	joy	0.922	entuziasm
exuberance	joy	0.922	exuberanţă
makesmehappy	joy	0.922	mă face fericit
euphoria	joy	0.922	euforie
lovee	joy	0.920	iubita
gratitude	joy	0.914	recunoștință
happydance	joy	0.912	happydance
merriment	joy	0.912	veselie
spectacular	joy	0.912	spectaculos
overjoyed	joy	0.909	nespus de bucuros
purebliss	joy	0.909	fericire pură
triumphant	joy	0.907	triumfător
ecstasy	joy	0.906	extaz
lovelovelove	joy	0.906	iubire iubire iubire
cheerful	joy	0.906	bine dispus
cheer	joy	0.897	ridica moralul
elated	joy	0.894	entuziasmat
peaceofmind	joy	0.891	pacea minții
jolly	joy	0.891	vesel
delighted	joy	0.891	Încântat
lovethis	joy	0.891	iubesc asta
excitation	joy	0.891	excitaţie
exhilaration	joy	0.891	fericire
pleasures	joy	0.891	plăceri
laugh	joy	0.891	a rade
marvelously	joy	0.881	minunat
loving	joy	0.879	iubitor
joyful	joy	0.879	vesel
blissful	joy	0.879	fericită
outstanding	joy	0.879	remarcabil
pleasurable	joy	0.877	plăcută
lovinglife	joy	0.875	iubind viata
enthusiastic	joy	0.875	entuziast
glee	joy	0.875	bucurie
iloveher	joy	0.875	o iubesc
yaaaay	joy	0.875	daaaay
overthemoon	joy	0.875	peste luna
happyplace	joy	0.875	loc fericit
sohappy	joy	0.868	atat de fericit
superb	joy	0.864	superb
woohoo	joy	0.864	Woo hoo
laughing	joy	0.864	razand
wonderful	joy	0.863	minunat
hooray	joy	0.859	ura
loved	joy	0.859	iubit
tearsofjoy	joy	0.859	lacrimi de bucurie
hallelujah	joy	0.859	aleluia
magnificent	joy	0.859	magnific
glory	joy	0.859	glorie
ilovechristmas	joy	0.859	Iubesc Crăciunul
brilliant	joy	0.859	Sclipitor
celebrated	joy	0.859	sărbătorit
cheering	joy	0.859	aplauze
yayyyy	joy	0.859	daaaaa
heavenly	joy	0.853	ceresc
exciting	joy	0.853	captivant
thrilled	joy	0.851	încântat
mademyday	joy	0.848	mi-a făcut ziua
hohoho	joy	0.845	hohoho
celebrate	joy	0.844	sărbători
wonderfully	joy	0.844	minunat
blessing	joy	0.844	binecuvântare
favoriteholiday	joy	0.844	vacanta preferata
paradise	joy	0.833	paradis
marvellous	joy	0.833	minunat
festive	joy	0.833	festiv
sweetness	joy	0.833	dulceaţă
blessed	joy	0.833	binecuvântat
celebrations	joy	0.833	sarbatori
compliment	joy	0.831	compliment
smiling	joy	0.828	zâmbitor
allsmiles	joy	0.828	toate zâmbesc
love	joy	0.828	dragoste
enchanting	joy	0.828	feeric
homesweethome	joy	0.826	casă dulce casă
thankyougod	joy	0.824	mulțumesc Dumnezeu
marvelous	joy	0.824	minunat
laughter	joy	0.824	râsete
goodmood	joy	0.819	bună dispoziție
goodness	joy	0.818	bunătate
excellence	joy	0.818	excelenţă
sensational	joy	0.818	senzaţional
joys	joy	0.818	bucurii
delightful	joy	0.818	încântător
excited	joy	0.818	excitat
rejoicing	joy	0.818	bucurându-se
happyheart	joy	0.818	inima fericita
celebratory	joy	0.818	sărbătoritoare
greatful	joy	0.816	grozav
jovial	joy	0.814	jovial
rejoice	joy	0.812	bucura
splendid	joy	0.812	splendid
enjoy	joy	0.812	bucură-te
smiley	joy	0.812	zâmbitoare
glorious	joy	0.812	glorios
victorious	joy	0.812	victorios
lovemaking	joy	0.812	dragoste
bonanza	joy	0.812	bonanza
greatday	joy	0.812	zi buna
excellent	joy	0.812	excelent
goodtimes	joy	0.811	vremuri bune
whatmakesmesmile	joy	0.811	ceea ce face zâmbetul
happyday	joy	0.809	zi fericita
myfavorite	joy	0.804	preferatul meu
thankyoulord	joy	0.803	mulțumesc Doamne
gladness	joy	0.803	bucurie
yayyy	joy	0.803	daaaaa
yeahhhh	joy	0.803	dahhh
pleasure	joy	0.803	plăcere
giggle	joy	0.802	chicoti
happier	joy	0.797	mai fericit
lovemylife	joy	0.797	iubesc viața mea
magnificence	joy	0.797	măreție
happytweet	joy	0.797	happytweet
lovinlife	joy	0.797	viata iubitoare
yesss	joy	0.797	da
dancing	joy	0.797	dans
success	joy	0.797	succes
grateful	joy	0.789	recunoscător
amuse	joy	0.788	amuza
splendor	joy	0.788	splendoare
happy	joy	0.788	fericit
fun	joy	0.788	distracţie
giggling	joy	0.781	chicotind
glad	joy	0.781	bucuros
glorify	joy	0.781	glorifica
radiant	joy	0.781	radiant
beautiful	joy	0.781	frumoasa
solucky	joy	0.781	atât de norocos
sothankful	joy	0.781	atât de recunoscător
enchanted	joy	0.781	fermecat
romance	joy	0.779	romantism
perfection	joy	0.779	perfecţiune
christmassy	joy	0.779	de Crăciun
heavens	joy	0.779	cerurile
thrilling	joy	0.776	palpitant
lovable	joy	0.773	amabil
congrats	joy	0.773	felicitări
fiesta	joy	0.773	petrecere
entertain	joy	0.773	distra
happyvalentinesday	joy	0.773	ziua Indragostitilor fericita
miraculous	joy	0.773	miraculos
cheers	joy	0.773	noroc
cheered	joy	0.773	aplaudat
positivity	joy	0.773	pozitivitate
funday	joy	0.772	funday
enjoying	joy	0.771	bucurându-se
lifeisgood	joy	0.766	viata e buna
amused	joy	0.766	amuzat
goodfeeling	joy	0.766	sentiment bun
christmasspirit	joy	0.766	spiritul Crăciunului
cuddling	joy	0.766	giugiuleală
smiles	joy	0.766	zâmbete
sosweet	joy	0.766	atat de dulce
thebest	joy	0.766	cel mai bun
party	joy	0.765	parte
delight	joy	0.765	încântare
orgasm	joy	0.765	orgasm
positive	joy	0.761	pozitiv
sweetheart	joy	0.758	dragă
enlighten	joy	0.758	luminează
cheerfulness	joy	0.758	Veselie
miracles	joy	0.758	miracole
giddy	joy	0.757	ameţit
christmastime	joy	0.757	Crăciunul
gratify	joy	0.750	satisface
greatness	joy	0.750	măreţie
friendliness	joy	0.750	prietenie
blessings	joy	0.750	binecuvântări
laughs	joy	0.750	râde
tistheseason	joy	0.750	acest sezon
smile	joy	0.750	zâmbet
pleasing	joy	0.750	plăcut
romantic	joy	0.750	romantic
happyholidays	joy	0.750	sărbători fericite
frolic	joy	0.748	zburda
jubilee	joy	0.742	jubileu
miracle	joy	0.742	miracol
enthusiasm	joy	0.742	entuziasm
selflove	joy	0.742	iubire de sine
triumph	joy	0.742	triumf
magical	joy	0.742	magic
rewarding	joy	0.742	plină de satisfacții
goodvibes	joy	0.742	goodvibes
positiveenergy	joy	0.742	energie pozitivă
feelgood	joy	0.736	se simte bine
prosperity	joy	0.735	prosperitate
behappy	joy	0.734	fi fericit
admiration	joy	0.734	admirație
passionate	joy	0.734	pasionat
goodday	joy	0.734	o zi buna
luxurious	joy	0.734	luxos
tgif	joy	0.734	tgif
victory	joy	0.734	victorie
feelinggood	joy	0.734	simtindu-se bine
enchant	joy	0.734	încânta
greatnight	joy	0.734	noapte frumoasa
vivacious	joy	0.734	vioi
glorification	joy	0.733	glorificare
sing	joy	0.729	cânta
glowing	joy	0.729	strălucitoare
yessss	joy	0.728	dasss
fulfillment	joy	0.728	împlinire
breathtaking	joy	0.728	uluitoare
thankful	joy	0.727	recunoscător
cheery	joy	0.727	vesel
santa	joy	0.727	mosul
hurrah	joy	0.727	Ura
christmasbreak	joy	0.727	pauză de Crăciun
win	joy	0.727	victorie
atpeace	joy	0.727	in pace
award	joy	0.727	adjudecare
merry	joy	0.727	vesel
inspiration	joy	0.725	inspirație
radiance	joy	0.725	strălucire
pleased	joy	0.725	mulţumit
uplift	joy	0.723	înălţa
optimistic	joy	0.723	optimist
heaven	joy	0.721	cer
lucky	joy	0.721	norocos
godisgreat	joy	0.721	dumnezeu nemaipomenit
holidays	joy	0.721	sărbători
thrill	joy	0.721	fior
congratulatory	joy	0.719	de felicitare
thriving	joy	0.719	înfloritor
amusement	joy	0.719	amuzament
perfect	joy	0.719	perfect
lover	joy	0.719	amant
xmas	joy	0.719	Crăciun
heartfelt	joy	0.719	din suflet
utopian	joy	0.719	utopic
lovely	joy	0.719	minunat
harmony	joy	0.719	armonie
praising	joy	0.719	lăudând
brighten	joy	0.719	lumina
luckiest	joy	0.712	cel mai norocos
merrychristmas	joy	0.712	Craciun Fericit
magic	joy	0.712	magie
achievement	joy	0.712	realizare
yay	joy	0.712	ura
holiday	joy	0.712	vacanţă
treasures	joy	0.712	comori
luxury	joy	0.712	luxos
bestfeeling	joy	0.712	cel mai bun sentiment
intimate	joy	0.710	intim
soblessed	joy	0.706	așa de binecuvântat
yaaay	joy	0.706	yaaay
rave	joy	0.706	rave
chuckle	joy	0.706	chicoteală
proud	joy	0.704	mândru
winning	joy	0.703	învingătoare
cherish	joy	0.703	preţuieşte
goodnews	joy	0.703	Vești bune
fuckyeah	joy	0.703	la naiba
optimism	joy	0.703	optimism
amazingly	joy	0.703	uimitor
lovelife	joy	0.703	iubeste viata
truelove	joy	0.703	dragoste adevărată
beautification	joy	0.703	înfrumuseţare
satisfying	joy	0.703	satisfăcător
appreciates	joy	0.703	apreciază
cuddled	joy	0.703	îmbrățișat
goodlife	joy	0.703	viata buna
gooood	joy	0.703	bun
sweetest	joy	0.703	cel mai dulce
yaay	joy	0.700	daaa
entertained	joy	0.700	distrat
excite	joy	0.697	excita
newbeginnings	joy	0.693	noi începuturi
praisejesus	joy	0.691	lauda lui Isus
birthday	joy	0.691	zi de nastere
greatfriends	joy	0.688	prieteni buni
adoration	joy	0.688	adorare
godsend	joy	0.688	chilipir
favorite	joy	0.688	favorit
content	joy	0.688	conţinut
entertaining	joy	0.688	distractiv
honored	joy	0.688	onorat
metime	joy	0.688	timp pentru mine
exquisite	joy	0.688	rafinat
holidayseason	joy	0.688	sezonul de vacanță
thankyoujesus	joy	0.688	multumesc Iisus
angelic	joy	0.688	angelic
goodhealth	joy	0.682	Sanatate buna
majestic	joy	0.682	maiestuos
luscious	joy	0.682	delicios
memoriesiwontforget	joy	0.682	amintirile nu uitam
bestfriends	joy	0.682	cei mai buni prieteni
precious	joy	0.682	prețios
appreciated	joy	0.682	apreciat
exaltation	joy	0.682	exaltare
smiled	joy	0.682	a zâmbit
brightens	joy	0.682	luminează
tranquility	joy	0.679	liniște
marry	joy	0.676	se căsătoresc
embrace	joy	0.676	îmbrăţişare
positively	joy	0.676	pozitiv
grin	joy	0.672	grimasă
hug	joy	0.672	îmbrăţişare
hilarious	joy	0.672	hilar
dearest	joy	0.672	cea mai dragă
contentment	joy	0.672	mulțumire
accomplished	joy	0.672	realizat
relaxation	joy	0.672	relaxare
bday	joy	0.672	zi de zi
enliven	joy	0.672	anima
weeeee	joy	0.672	weeeee
giggles	joy	0.672	chicotește
fulfilled	joy	0.667	împlinit
bountiful	joy	0.667	generos
