English Word	Emotion	Emotion-Intensity-Score	Tamil Word
convict	fear	0.594	குற்றவாளி
sepsis	fear	0.594	செப்சிஸ்
omen	fear	0.594	சகுனம்
cardiomyopathy	fear	0.594	கார்டியோமயோபதி
burglar	fear	0.594	திருடுபவர்
pain	fear	0.594	வலி
flee	fear	0.594	தப்பி ஓட
restrained	fear	0.594	கட்டுப்படுத்தப்பட்டது
deceit	fear	0.594	வஞ்சகம்
rot	fear	0.594	அழுகல்
dragon	fear	0.594	டிராகன்
terrible	fear	0.594	பயங்கரமான
haze	fear	0.594	மூடுபனி
tribulation	fear	0.594	இன்னல்கள்
torrent	fear	0.594	நீரோடை
sickness	fear	0.594	நோய்
hypertrophy	fear	0.594	அதிவிரைவு
fraught	fear	0.594	நிறைந்தது
accursed	fear	0.594	சபிக்கப்பட்ட
casket	fear	0.594	அலங்கார பெட்டி
foe	fear	0.594	எதிரி
euthanasia	fear	0.594	கருணைக்கொலை
goblin	fear	0.594	பூதம்
paranoia	fear	0.594	சித்தப்பிரமை
infidel	fear	0.594	காஃபிர்
wounded	fear	0.592	காயப்பட்ட
lava	fear	0.588	எரிமலைக்குழம்பு
elimination	fear	0.588	நீக்குதல்
spank	fear	0.587	அடி
hostilities	fear	0.586	பகைமைகள்
dismal	fear	0.584	அவலமான
blockade	fear	0.582	முற்றுகை
punch	fear	0.580	குத்து
bacteria	fear	0.578	பாக்டீரியா
sostressed	fear	0.578	அழுத்தமாக
cringe	fear	0.578	பயமுறுத்தும்
deprivation	fear	0.578	பற்றாக்குறை
abyss	fear	0.578	பள்ளம்
tumultuous	fear	0.578	கொந்தளிப்பான
demoralized	fear	0.578	மனஉளைச்சலுக்கு ஆளானார்
stealing	fear	0.578	திருடுதல்
haunted	fear	0.578	பேய்
evacuate	fear	0.578	வெளியேற்றம்
jail	fear	0.578	சிறை
desecration	fear	0.578	இடிக்கப்பட்டது
dire	fear	0.578	பயங்கரமான
curse	fear	0.578	சாபம்
coward	fear	0.578	கோழை
shady	fear	0.578	நிழலான
volatility	fear	0.578	நிலையற்ற தன்மை
surgery	fear	0.578	அறுவை சிகிச்சை
forbidding	fear	0.578	தடைசெய்கிறது
failure	fear	0.578	தோல்வி
infliction	fear	0.578	ஏற்படுத்துதல்
quarantine	fear	0.578	தனிமைப்படுத்துதல்
eatingdisorders	fear	0.578	உணவுக் கோளாறுகள்
pained	fear	0.578	வலித்தது
assail	fear	0.578	தாக்குதல்
dispossessed	fear	0.578	வெளியேற்றப்பட்டது
parasite	fear	0.578	ஒட்டுண்ணி
shudder	fear	0.578	நடுக்கம்
apprehensive	fear	0.578	பயம்
grizzly	fear	0.578	கிரிஸ்லி
clashing	fear	0.578	மோதல்
hateful	fear	0.578	வெறுக்கத்தக்கது
loss	fear	0.578	இழப்பு
confined	fear	0.578	கட்டுப்படுத்தப்பட்டது
jeopardy	fear	0.578	ஆபத்து
worry	fear	0.578	கவலை
angina	fear	0.578	ஆஞ்சினா
perdition	fear	0.577	அழிவு
mob	fear	0.577	கும்பல்
unholy	fear	0.575	புனிதமற்ற
comatose	fear	0.575	மயக்க நிலையில்
toxin	fear	0.575	நச்சு
pillage	fear	0.574	கொள்ளை
incest	fear	0.571	உறவுமுறை
wound	fear	0.571	காயம்
forced	fear	0.569	கட்டாயப்படுத்தப்பட்டது
cowardice	fear	0.567	கோழைத்தனம்
crypt	fear	0.566	மறைவான
domination	fear	0.566	ஆதிக்கம்
witch	fear	0.565	சூனியக்காரி
smuggle	fear	0.565	கடத்தல்
masks	fear	0.562	முகமூடிகள்
jitters	fear	0.562	நடுக்கங்கள்
hunter	fear	0.562	வேட்டைக்காரன்
banished	fear	0.562	நாடுகடத்தப்பட்டது
syncope	fear	0.562	ஒத்திசைவு
evasion	fear	0.562	ஏய்ப்பு
apprehend	fear	0.562	கைது
polio	fear	0.562	போலியோ
degrading	fear	0.562	இழிவுபடுத்தும்
misfortune	fear	0.562	துரதிர்ஷ்டம்
prisoner	fear	0.562	கைதி
inflict	fear	0.562	ஏற்படுத்துகின்றன
impending	fear	0.562	வரவிருக்கும்
vanished	fear	0.562	மறைந்து போனது
afflict	fear	0.562	துன்புறுத்துகின்றன
martyr	fear	0.562	தியாகி
purge	fear	0.562	களையெடுப்பு
worries	fear	0.562	கவலைகள்
distressing	fear	0.562	துன்பம் தரும்
travesty	fear	0.562	கேலிக்குரிய
deterioration	fear	0.562	சீரழிவு
corrupting	fear	0.562	கெடுக்கும்
ulcer	fear	0.562	புண்
overpowering	fear	0.562	மிகைப்படுத்துதல்
thrash	fear	0.562	அடித்தல்
incrimination	fear	0.562	குற்றஞ்சாட்டுதல்
grave	fear	0.562	கல்லறை
confine	fear	0.562	எல்லைக்குட்படுத்த
appalling	fear	0.562	பயங்கரமான
lawsuit	fear	0.562	வழக்கு
risky	fear	0.562	ஆபத்தானது
incubus	fear	0.562	இன்குபஸ்
punishing	fear	0.562	தண்டிக்கும்
powerless	fear	0.562	சக்தியற்ற
freak	fear	0.562	வெறித்தனம்
mange	fear	0.562	மாங்காய்
risk	fear	0.562	ஆபத்து
sacrifices	fear	0.562	தியாகங்கள்
duel	fear	0.562	சண்டை
pitfall	fear	0.562	பள்ளம்
gunpowder	fear	0.562	துப்பாக்கி குண்டு
turbulence	fear	0.562	கொந்தளிப்பு
eeek	fear	0.562	eeek
martyrdom	fear	0.562	தியாகி
unsafe	fear	0.561	பாதுகாப்பற்ற
worstfeeling	fear	0.560	மோசமான உணர்வு
perpetrator	fear	0.560	குற்றவாளி
sin	fear	0.560	பாவம்
occult	fear	0.559	அமானுஷ்யம்
intimidation	fear	0.559	மிரட்டல்
disable	fear	0.558	முடக்கு
decay	fear	0.557	சிதைவு
autopsy	fear	0.557	பிரேத பரிசோதனை
affliction	fear	0.557	துன்பம்
vulnerability	fear	0.548	பாதிப்பு
growling	fear	0.547	உறுமுகிறது
scandal	fear	0.547	ஊழல்
scorpion	fear	0.547	தேள்
appendicitis	fear	0.547	குடல் அழற்சி
thief	fear	0.547	திருடன்
siren	fear	0.547	சைரன்
brigade	fear	0.547	படையணி
insanity	fear	0.547	பைத்தியக்காரத்தனம்
enmity	fear	0.547	பகை
beware	fear	0.547	ஜாக்கிரதை
ailing	fear	0.547	நோய்வாய்ப்பட்ட
talons	fear	0.547	தண்டுகள்
expulsion	fear	0.547	வெளியேற்றம்
asylum	fear	0.547	புகலிடம்
needles	fear	0.547	ஊசிகள்
outburst	fear	0.547	வெடிப்பு
cannon	fear	0.547	பீரங்கி
outcry	fear	0.547	கூக்குரல்
defenseless	fear	0.547	பாதுகாப்பற்ற
apparition	fear	0.547	தோற்றம்
flood	fear	0.547	வெள்ளம்
precarious	fear	0.547	ஆபத்தான
derogation	fear	0.547	இழிவு
overthrow	fear	0.547	கவிழ்க்க
gonorrhea	fear	0.547	கோனோரியா
bondage	fear	0.547	அடிமைத்தனம்
neuralgia	fear	0.547	நரம்பு மண்டலம்
deformity	fear	0.547	சிதைவு
samurai	fear	0.547	சாமுராய்
communism	fear	0.547	கம்யூனிசம்
adder	fear	0.547	சேர்ப்பான்
coercion	fear	0.547	வற்புறுத்தல்
jeopardize	fear	0.547	ஆபத்து
senile	fear	0.547	முதுமை
noxious	fear	0.547	தீங்கு விளைவிக்கும்
abhor	fear	0.547	வெறுப்பு
mad	fear	0.547	பைத்தியம்
plunge	fear	0.547	சரிவு
uprising	fear	0.545	எழுச்சி
retribution	fear	0.545	பழிவாங்கல்
cemetery	fear	0.541	மயானம்
badness	fear	0.539	கெட்டது
phantom	fear	0.538	மாயை
abandoned	fear	0.534	கைவிடப்பட்டது
fled	fear	0.534	தப்பி
rejection	fear	0.533	நிராகரிப்பு
hopelessness	fear	0.531	நம்பிக்கையின்மை
shaking	fear	0.531	நடுங்குகிறது
endocarditis	fear	0.531	எண்டோகார்டிடிஸ்
cowardly	fear	0.531	கோழைத்தனமான
lawlessness	fear	0.531	அக்கிரமம்
punish	fear	0.531	தண்டிக்க
manipulation	fear	0.531	கையாளுதல்
broken	fear	0.531	உடைந்தது
carnivorous	fear	0.531	ஊனுண்ணி
impotence	fear	0.531	ஆண்மைக்குறைவு
unstable	fear	0.531	நிலையற்ற
penetration	fear	0.531	ஊடுருவல்
incursion	fear	0.531	ஊடுருவல்
stalk	fear	0.531	தண்டு
frenzied	fear	0.531	வெறிகொண்ட
disembodied	fear	0.531	உடலற்ற
superstitious	fear	0.531	மூடநம்பிக்கை
stressed	fear	0.531	வலியுறுத்தினார்
leeches	fear	0.531	லீச்ச்கள்
helpless	fear	0.531	ஆதரவற்ற
harbinger	fear	0.531	முன்னோடி
saber	fear	0.531	கத்தி
atherosclerosis	fear	0.531	பெருந்தமனி தடிப்பு
deserted	fear	0.531	வெறிச்சோடியது
manifestation	fear	0.531	வெளிப்பாடு
theft	fear	0.531	திருட்டு
captor	fear	0.531	சிறைபிடிப்பவர்
slave	fear	0.531	அடிமை
distrust	fear	0.531	அவநம்பிக்கை
subjugation	fear	0.531	அடிபணிதல்
buried	fear	0.531	புதைக்கப்பட்டது
wrangling	fear	0.531	சண்டையிடுதல்
freakout	fear	0.531	வெறித்தனம்
rebellion	fear	0.531	கிளர்ச்சி
abandon	fear	0.531	கைவிடு
eek	fear	0.531	eek
jarring	fear	0.531	சலசலக்கிறது
swastika	fear	0.531	ஸ்வஸ்திகா
failing	fear	0.531	தோல்வியுற்றது
stormy	fear	0.531	புயலடித்த
bacterium	fear	0.531	பாக்டீரியா
suspense	fear	0.529	சஸ்பென்ஸ்
blood	fear	0.525	இரத்தம்
hiding	fear	0.524	மறைத்து
bear	fear	0.524	தாங்க
unlawful	fear	0.519	சட்டவிரோதமானது
crazy	fear	0.519	பைத்தியம்
anxious	fear	0.518	கவலையுடன்
cult	fear	0.518	வழிபாட்டு
captive	fear	0.517	சிறைபிடிக்கப்பட்ட
deportation	fear	0.517	நாடு கடத்தல்
emaciated	fear	0.516	மெலிந்த
badfeeling	fear	0.516	மோசமான உணர்வு
troublesome	fear	0.516	தொந்தரவான
unthinkable	fear	0.516	சிந்திக்க முடியாதது
robber	fear	0.516	கொள்ளைக்காரன்
embolism	fear	0.516	எம்போலிசம்
plight	fear	0.516	அவல நிலை
intolerance	fear	0.516	சகிப்பின்மை
sorcery	fear	0.516	சூனியம்
helplessness	fear	0.516	உதவியற்ற தன்மை
foreboding	fear	0.516	முன்னறிவிப்பு
grievous	fear	0.516	துயரமான
plunder	fear	0.516	கொள்ளையடித்தல்
exacerbation	fear	0.516	தீவிரமடைதல்
relapse	fear	0.516	மறுபிறப்பு
chased	fear	0.516	துரத்தினார்
insidious	fear	0.516	நயவஞ்சகமான
smite	fear	0.516	அடி
detainee	fear	0.516	கைதி
suspect	fear	0.516	சந்தேகிக்கப்படுகிறது
shriek	fear	0.516	அலறல்
oppress	fear	0.516	ஒடுக்கு
busted	fear	0.516	உடைந்தது
growl	fear	0.516	உறுமல்
pernicious	fear	0.516	தீங்கு விளைவிக்கும்
incite	fear	0.516	தூண்டிவிடுதல்
harshness	fear	0.516	கடுமை
fang	fear	0.516	கோரைப் பற்கள்
sting	fear	0.516	கொடுக்கு
enforce	fear	0.516	செயல்படுத்த
conspirator	fear	0.516	சதிகாரன்
darkness	fear	0.516	இருள்
revulsion	fear	0.516	வெறுப்பு
exile	fear	0.516	நாடு கடத்தல்
biopsy	fear	0.516	பயாப்ஸி
palsy	fear	0.516	பக்கவாதம்
depression	fear	0.508	மன அழுத்தம்
confinement	fear	0.507	சிறைவாசம்
subvert	fear	0.500	அடிபணியச் செய்
infarct	fear	0.500	திசு அழிவு
surrender	fear	0.500	சரணடைதல்
prayforme	fear	0.500	எனக்காக பிரார்த்தனை செய்யுங்கள்
mistrust	fear	0.500	அவநம்பிக்கை
odious	fear	0.500	அருவருப்பான
madden	fear	0.500	பைத்தியம் பிடித்தது
eeeek	fear	0.500	ஈஈஈக்
hunting	fear	0.500	வேட்டையாடுதல்
constraint	fear	0.500	கட்டுப்பாடு
suppression	fear	0.500	அடக்குதல்
alcoholism	fear	0.500	மதுப்பழக்கம்
intolerant	fear	0.500	சகிப்புத்தன்மையற்ற
blob	fear	0.500	பொட்டு
cliff	fear	0.500	பாறை
frenetic	fear	0.500	வெறித்தனமான
illegal	fear	0.500	சட்டவிரோதமானது
scalpel	fear	0.500	ஸ்கால்பெல்
downfall	fear	0.500	வீழ்ச்சி
prohibited	fear	0.500	தடைசெய்யப்பட்டது
suppress	fear	0.500	அடக்கி
raving	fear	0.500	வெறித்தனம்
squeamish	fear	0.500	கசக்கும்
instability	fear	0.500	உறுதியற்ற தன்மை
vertigo	fear	0.500	தலைச்சுற்றல்
brute	fear	0.500	மிருகத்தனமான
sinful	fear	0.500	பாவம்
ruined	fear	0.500	பாழாக்கி
premeditated	fear	0.500	முன்கூட்டியே திட்டமிடப்பட்டது
snowmageddon	fear	0.500	பனிக்கட்டி
defiance	fear	0.500	எதிர்ப்பு
wasp	fear	0.500	குளவி
towering	fear	0.500	உயர்ந்து நிற்கும்
woe	fear	0.491	ஐயோ
lash	fear	0.484	பலங்கொண்டு அடி
indefensible	fear	0.484	பாதுகாக்க முடியாத
dismay	fear	0.484	திகைப்பு
disgusting	fear	0.484	அருவருப்பான
divorce	fear	0.484	விவாகரத்து
hate	fear	0.484	வெறுக்கிறேன்
freakish	fear	0.484	வினோதமான
sonervous	fear	0.484	மனச்சோர்வு
ambulance	fear	0.484	மருத்துவ அவசர ஊர்தி
rabble	fear	0.484	சலசலப்பு
flinch	fear	0.484	படபடப்பு
palpitations	fear	0.484	படபடப்பு
fiend	fear	0.484	அசுரன்
hallucination	fear	0.484	மாயத்தோற்றம்
blackness	fear	0.484	கருமை
defamation	fear	0.484	அவதூறு
intrusion	fear	0.484	ஊடுருவல்
syringe	fear	0.484	சிரிஞ்ச்
prejudiced	fear	0.484	பாரபட்சமான
indictment	fear	0.484	குற்றச்சாட்டு
worrying	fear	0.484	கவலைப்படுதல்
retard	fear	0.484	தடு
canthandleit	fear	0.484	canandleit
insecurity	fear	0.484	பாதுகாப்பின்மை
ravine	fear	0.484	பள்ளத்தாக்கு
poaching	fear	0.484	வேட்டையாடுதல்
cracked	fear	0.484	விரிசல்
hospital	fear	0.484	மருத்துவமனை
slam	fear	0.484	அறைகூவல்
armor	fear	0.484	கவசம்
warrior	fear	0.484	போர்வீரன்
coerce	fear	0.484	வற்புறுத்துதல்
hearse	fear	0.484	சவக்குழி
jumpy	fear	0.484	குதிக்கும்
cutting	fear	0.484	வெட்டுதல்
dishonor	fear	0.484	அவமதிப்பு
perjury	fear	0.484	பொய் சாட்சியம்
accusing	fear	0.484	குற்றம் சாட்டுகிறது
worse	fear	0.484	மோசமான
endemic	fear	0.484	உள்ளூர்
ohno	fear	0.484	ஓஹோ
restriction	fear	0.484	கட்டுப்பாடு
ravenous	fear	0.484	பேராசை கொண்ட
rat	fear	0.484	எலி
lion	fear	0.484	சிங்கம்
shiver	fear	0.484	நடுக்கம்
averse	fear	0.483	வெறுப்பு
inspection	fear	0.483	ஆய்வு
sinner	fear	0.483	பாவி
despairing	fear	0.474	அவநம்பிக்கை
missing	fear	0.474	காணவில்லை
darken	fear	0.471	இருட்டடிப்பு
austere	fear	0.470	சிக்கனமான
unhealthy	fear	0.469	ஆரோக்கியமற்ற
revoke	fear	0.469	திரும்பப் பெறு
fret	fear	0.469	வருத்தம்
breakdown	fear	0.469	முறிவு
superstition	fear	0.469	மூடநம்பிக்கை
criticize	fear	0.469	விமர்சிக்கிறார்கள்
armored	fear	0.469	கவசமாக
illegality	fear	0.469	சட்டவிரோதம்
overwhelmed	fear	0.469	நிரம்பி வழிந்தது
infidelity	fear	0.469	துரோகம்
thresh	fear	0.469	கதிரடி
scrapie	fear	0.469	ஸ்கிராப்பி
precipice	fear	0.469	சரிவு
idolatry	fear	0.469	உருவ வழிபாடு
depressed	fear	0.469	மனச்சோர்வு
subversion	fear	0.469	அடிபணிதல்
asteroid	fear	0.469	சிறுகோள்
jaws	fear	0.469	தாடைகள்
accused	fear	0.469	குற்றம் சாட்டினார்
sinking	fear	0.469	மூழ்கும்
admonition	fear	0.469	அறிவுரை
indict	fear	0.469	குற்றஞ்சாட்டவும்
quiver	fear	0.469	நடுக்கம்
startle	fear	0.469	திடுக்கிடும்
toothache	fear	0.469	பல்வலி
soulless	fear	0.469	ஆத்மா இல்லாத
foreclose	fear	0.469	முன்கூட்டியே
aftermath	fear	0.469	பின்விளைவு
fierce	fear	0.469	கடுமையான
fever	fear	0.469	காய்ச்சல்
intrusive	fear	0.469	ஊடுருவும்
decomposition	fear	0.469	சிதைவு
nervous	fear	0.469	பதட்டமாக
animosity	fear	0.469	பகைமை
inmate	fear	0.469	கைதி
regime	fear	0.469	ஆட்சி
spear	fear	0.468	ஈட்டி
nasty	fear	0.466	மோசமான
worried	fear	0.466	கவலை
puma	fear	0.465	பூமா
thirteenth	fear	0.465	பதின்மூன்றாவது
contraband	fear	0.464	கடத்தல்
insecure	fear	0.461	பாதுகாப்பற்ற
disturbance	fear	0.459	தொந்தரவு
denunciation	fear	0.456	கண்டனம்
destitute	fear	0.455	ஆதரவற்ற
stigma	fear	0.455	களங்கம்
powerfully	fear	0.454	சக்திவாய்ந்த
apprehension	fear	0.453	அச்சம்
derogatory	fear	0.453	இழிவான
disruption	fear	0.453	இடையூறு
rigor	fear	0.453	கடுமை
dinosaur	fear	0.453	டைனோசர்
rifle	fear	0.453	துப்பாக்கி
illicit	fear	0.453	சட்டவிரோத
grope	fear	0.453	தடுமாறி
howl	fear	0.453	அலறல்
stranger	fear	0.453	அந்நியன்
resisting	fear	0.453	எதிர்க்கிறது
resign	fear	0.453	ராஜினாமா
spasm	fear	0.453	பிடிப்பு
unspeakable	fear	0.453	சொல்லமுடியாது
quandary	fear	0.453	குழப்பமான
shrill	fear	0.453	சிலிர்ப்பு
penal	fear	0.453	தண்டனை
lockup	fear	0.453	பூட்டுதல்
indoctrination	fear	0.453	போதனை
restrain	fear	0.453	கட்டுப்படுத்து
disreputable	fear	0.453	மதிப்பிற்குரிய
scold	fear	0.453	திட்டு
wail	fear	0.453	புலம்பல்
omgomgomg	fear	0.453	omgomgomg
hydrocephalus	fear	0.453	ஹைட்ரோகெபாலஸ்
warn	fear	0.453	எச்சரிக்கை
batter	fear	0.453	இடி
ohgod	fear	0.453	அட கடவுளே
penalty	fear	0.453	தண்டம்
straits	fear	0.453	ஜலசந்தி
orphan	fear	0.453	அனாதை
urgent	fear	0.450	அவசரம்
arraignment	fear	0.450	விசாரணை
tramp	fear	0.440	நாடோடி
stress	fear	0.439	மன அழுத்தம்
behemoth	fear	0.439	பெஹிமோத்
accidental	fear	0.438	தற்செயலான
dominate	fear	0.438	ஆதிக்கம் செலுத்துகின்றன
cabal	fear	0.438	cabal
accuser	fear	0.438	குற்றம் சாட்டுபவர்
debacle	fear	0.438	தோல்வி
perverse	fear	0.438	விபரீதமான
looming	fear	0.438	தறியும்
yell	fear	0.438	கத்தவும்
forfeiture	fear	0.438	பறிமுதல்
infirmity	fear	0.438	பலவீனம்
expel	fear	0.438	வெளியேற்று
probation	fear	0.438	சோதனை
falter	fear	0.438	தடுமாறுகின்றன
tribunal	fear	0.438	தீர்ப்பாயம்
atrophy	fear	0.438	சிதைவு
aghhh	fear	0.438	ஆஹ்ஹ்ஹ்
bewildered	fear	0.438	திகைத்தார்
asp	fear	0.438	asp
mace	fear	0.438	சூலாயுதம்
wince	fear	0.438	சிணுங்குகிறது
concealed	fear	0.438	மறைக்கப்பட்டது
indomitable	fear	0.438	அடக்க முடியாத
illegitimate	fear	0.438	முறைகேடான
stripped	fear	0.438	கழற்றப்பட்டது
unprepared	fear	0.438	தயாராக இல்லை
entangled	fear	0.438	சிக்கிக்கொண்டது
coldsweat	fear	0.438	குளிர் வியர்வை
dentists	fear	0.438	பல் மருத்துவர்கள்
predicament	fear	0.438	இக்கட்டான நிலை
rheumatism	fear	0.438	வாத நோய்
displaced	fear	0.438	இடம்பெயர்ந்தார்
dislocated	fear	0.438	இடப்பெயர்ச்சி
prick	fear	0.438	குத்துதல்
targeting	fear	0.438	இலக்கு
obstruct	fear	0.438	தடை
gasping	fear	0.438	மூச்சுத்திணறல்
scarcity	fear	0.438	பற்றாக்குறை
irreconcilable	fear	0.438	சமரசம் செய்ய முடியாதது
impermeable	fear	0.438	ஊடுருவ முடியாத
broke	fear	0.438	உடைந்தது
halting	fear	0.435	நிறுத்துதல்
mysterious	fear	0.435	மர்மமான
insulting	fear	0.435	அவமதிப்பு
rebels	fear	0.435	கிளர்ச்சியாளர்கள்
repulsion	fear	0.431	விரட்டல்
glare	fear	0.430	கண்ணை கூசும்
punitive	fear	0.425	தண்டனைக்குரிய
sordid	fear	0.425	இழிவான
stake	fear	0.423	பங்கு
tempest	fear	0.423	புயல்
deleterious	fear	0.422	தீங்கு
reticent	fear	0.422	மந்தமான
stresses	fear	0.422	வலியுறுத்துகிறது
fainting	fear	0.422	மயக்கம்
offense	fear	0.422	குற்றம்
extrajudicial	fear	0.422	நீதிக்கு புறம்பான
delusion	fear	0.422	மாயை
thumping	fear	0.422	துடித்தல்
lament	fear	0.422	புலம்புகின்றனர்
depress	fear	0.422	மனச்சோர்வு
usurped	fear	0.422	அபகரித்தது
bigot	fear	0.422	மதவெறி
hydra	fear	0.422	ஹைட்ரா
stressin	fear	0.422	மன அழுத்தம்
coyote	fear	0.422	கொயோட்
wilderness	fear	0.422	வனப்பகுதி
infamous	fear	0.422	இழிவான
troll	fear	0.422	பூதம்
dissident	fear	0.422	எதிர்ப்பாளர்
unnatural	fear	0.422	இயற்கைக்கு மாறான
disappear	fear	0.422	மறைந்துவிடும்
bayonet	fear	0.422	பயோனெட்
depresson	fear	0.422	மனச்சோர்வு
anathema	fear	0.422	அனாதிமா
steal	fear	0.422	திருடுகிறார்கள்
publicspeaking	fear	0.422	பொது பேச்சு
burdensome	fear	0.422	பாரமான
bier	fear	0.422	பையர்
prowl	fear	0.422	உலாவும்
ultimatum	fear	0.422	இறுதி எச்சரிக்கை
varicella	fear	0.422	வெரிசெல்லா
suspension	fear	0.422	இடைநீக்கம்
unsteady	fear	0.422	நிலையற்ற
heathen	fear	0.422	புறஜாதிகள்
alien	fear	0.422	அன்னிய
adversity	fear	0.418	துன்பம்
ineptitude	fear	0.417	திறமையின்மை
outsider	fear	0.413	வெளிநாட்டவர்
ugliness	fear	0.410	அசிங்கம்
immoral	fear	0.410	ஒழுக்கக்கேடான
vulture	fear	0.410	கழுகு
ghetto	fear	0.406	கெட்டோ
nausea	fear	0.406	குமட்டல்
weakly	fear	0.406	பலவீனமாக
penance	fear	0.406	தவம்
distressed	fear	0.406	மன உளைச்சல்
dominant	fear	0.406	ஆதிக்கம் செலுத்தும்
disallowed	fear	0.406	அனுமதிக்கப்படவில்லை
recklessness	fear	0.406	பொறுப்பற்ற தன்மை
insolvent	fear	0.406	திவாலான
wary	fear	0.406	எச்சரிக்கையாக
scar	fear	0.406	வடு
ohdear	fear	0.406	அன்பே
drones	fear	0.406	ட்ரோன்கள்
tearful	fear	0.406	கண்ணீர்
stretcher	fear	0.406	ஸ்ட்ரெச்சர்
stressing	fear	0.406	வலியுறுத்துகிறது
omnipotence	fear	0.406	சர்வ வல்லமை
rubble	fear	0.406	இடிபாடுகள்
escape	fear	0.406	தப்பிக்க
whimper	fear	0.406	சிணுங்கல்
dismissal	fear	0.406	பணிநீக்கம்
screech	fear	0.406	அலறல்
resection	fear	0.406	பிரித்தல்
disorder	fear	0.406	கோளாறு
possession	fear	0.406	உடைமை
claw	fear	0.406	நகம்
blackout	fear	0.406	இருட்டடிப்பு
squall	fear	0.406	மூடுபனி
disabled	fear	0.406	ஊனமுற்றவர்
deport	fear	0.406	நாடு கடத்தல்
disgust	fear	0.406	வெறுப்பு
stressful	fear	0.406	மன அழுத்தம்
socialism	fear	0.405	சோசலிசம்
conspiracy	fear	0.400	சதி
toughness	fear	0.400	கடினத்தன்மை
defection	fear	0.398	மாறியதால்
absence	fear	0.396	இல்லாமை
moan	fear	0.394	புலம்பல்
crusade	fear	0.392	சிலுவைப் போர்
overt	fear	0.391	வெளிப்படையான
whatdoido	fear	0.391	என்னவோ
refutation	fear	0.391	மறுப்பு
descent	fear	0.391	வம்சாவளி
reject	fear	0.391	நிராகரிக்கின்றன
suspicion	fear	0.391	சந்தேகம்
exigent	fear	0.391	தேவையான
concealment	fear	0.391	மறைத்தல்
xanax	fear	0.391	சானாக்ஸ்
cleave	fear	0.391	பிளவு
diagnosis	fear	0.391	நோய் கண்டறிதல்
separation	fear	0.391	பிரித்தல்
spaz	fear	0.391	ஸ்பேஸ்
musket	fear	0.391	கஸ்தூரி
brimstone	fear	0.391	கந்தகம்
repellent	fear	0.391	விரட்டும்
discrimination	fear	0.391	பாகுபாடு
unrest	fear	0.391	அமைதியின்மை
insolvency	fear	0.391	திவால்
submission	fear	0.391	சமர்ப்பிப்பு
mental	fear	0.391	மன
scarecrow	fear	0.391	பயமுறுத்தும்
snare	fear	0.391	கண்ணி
unemployed	fear	0.391	வேலையில்லாதவர்
stifled	fear	0.391	திணறடித்தது
procedure	fear	0.391	செயல்முறை
excitation	fear	0.391	உற்சாகம்
cyst	fear	0.391	நீர்க்கட்டி
avoiding	fear	0.391	தவிர்க்கிறது
lose	fear	0.391	இழக்க
nervy	fear	0.391	பதற்றம்
gulp	fear	0.391	விழுங்கும்
conquer	fear	0.391	கைப்பற்றும்
dubious	fear	0.391	சந்தேகத்திற்குரிய
hardened	fear	0.391	கடினமாக்கப்பட்டது
radon	fear	0.391	ரேடான்
urgency	fear	0.391	அவசர
theocratic	fear	0.391	இறையச்சம் சார்ந்த
poverty	fear	0.391	வறுமை
throb	fear	0.388	துடிக்கிறது
outcast	fear	0.388	புறக்கணிக்கப்பட்ட
orc	fear	0.388	orc
disapprove	fear	0.380	ஏற்கவில்லை
dontpanic	fear	0.378	பீதியடைய வேண்டாம்
withdrawals	fear	0.377	திரும்பப் பெறுதல்
plea	fear	0.377	வேண்டுகோள்
expose	fear	0.375	அம்பலப்படுத்து
edict	fear	0.375	அரசாணை
frigate	fear	0.375	போர்க்கப்பல்
bunker	fear	0.375	பதுங்கு குழி
obligor	fear	0.375	கடமைப்பட்டவர்
suspected	fear	0.375	சந்தேகத்திற்குரிய
interrogate	fear	0.375	விசாரிக்க
escaped	fear	0.375	தப்பித்தார்
flu	fear	0.375	காய்ச்சல்
ocd	fear	0.375	ஒசிடி
taunt	fear	0.375	இகழ்ச்சிப்
sultan	fear	0.375	சுல்தான்
bad	fear	0.375	மோசமான
bankrupt	fear	0.375	திவாலானது
psychological	fear	0.375	உளவியல்
dentistry	fear	0.375	பல் மருத்துவம்
chimera	fear	0.375	கைமேரா
sneaking	fear	0.375	பதுங்கி
nauseous	fear	0.375	குமட்டல்
barricade	fear	0.375	தடுப்பு
locust	fear	0.375	வெட்டுக்கிளி
dissolution	fear	0.375	கலைப்பு
misconception	fear	0.375	தவறான கருத்து
embarrassment	fear	0.375	சங்கடம்
chasm	fear	0.375	பள்ளம்
grieve	fear	0.375	வருத்தம்
khan	fear	0.375	கான்
coldness	fear	0.375	குளிர்ச்சி
kerosene	fear	0.375	மண்ணெண்ணெய்
antsy	fear	0.375	எறும்பு
mentalhealth	fear	0.375	மன ஆரோக்கியம்
obi	fear	0.375	ஓபி
pressure	fear	0.375	அழுத்தம்
military	fear	0.375	இராணுவ
whirlpool	fear	0.375	நீர்ச்சுழி
repellant	fear	0.373	விரட்டி
unknown	fear	0.369	தெரியவில்லை
pare	fear	0.367	பரே
jealousy	fear	0.365	பொறாமை
formidable	fear	0.359	வலிமையான
desert	fear	0.359	பாலைவனம்
cautionary	fear	0.359	எச்சரிக்கை
