English Word	Emotion	Emotion-Intensity-Score	Mongolian Word
batter	fear	0.453	зуурсан гурил
ohgod	fear	0.453	өө бурхан минь
penalty	fear	0.453	торгууль
straits	fear	0.453	давалгаа
orphan	fear	0.453	өнчин
urgent	fear	0.450	яаралтай
arraignment	fear	0.450	шүүх хурал
tramp	fear	0.440	тэнэмэл
stress	fear	0.439	стресс
behemoth	fear	0.439	бэгемот
accidental	fear	0.438	санамсаргүй
dominate	fear	0.438	давамгайлах
cabal	fear	0.438	кабал
accuser	fear	0.438	буруутгагч
debacle	fear	0.438	сүйрэл
perverse	fear	0.438	гажуудсан
looming	fear	0.438	ойртож байна
yell	fear	0.438	хашгирах
forfeiture	fear	0.438	хураан авах
infirmity	fear	0.438	сул дорой байдал
expel	fear	0.438	хөөх
probation	fear	0.438	туршилт
falter	fear	0.438	ганхах
tribunal	fear	0.438	шүүх
atrophy	fear	0.438	атрофи
aghhh	fear	0.438	аххх
bewildered	fear	0.438	андуурсан
asp	fear	0.438	asp
mace	fear	0.438	бороохой
wince	fear	0.438	нүд ирмэх
concealed	fear	0.438	далдлагдсан
indomitable	fear	0.438	няцашгүй
illegitimate	fear	0.438	хууль бус
stripped	fear	0.438	хуулагдсан
unprepared	fear	0.438	бэлтгэлгүй
entangled	fear	0.438	орооцолдсон
coldsweat	fear	0.438	хүйтэн хөлс
dentists	fear	0.438	шүдний эмч нар
predicament	fear	0.438	хүндрэл
rheumatism	fear	0.438	хэрх өвчин
displaced	fear	0.438	нүүлгэн шилжүүлсэн
dislocated	fear	0.438	мултарсан
prick	fear	0.438	хатгах
targeting	fear	0.438	зорилтот
obstruct	fear	0.438	саад хийх
gasping	fear	0.438	амьсгаадах
scarcity	fear	0.438	хомсдол
irreconcilable	fear	0.438	эвлэршгүй
impermeable	fear	0.438	ус үл нэвтрэх
broke	fear	0.438	эвдэрсэн
halting	fear	0.435	зогсох
mysterious	fear	0.435	нууцлаг
insulting	fear	0.435	доромжилсон
rebels	fear	0.435	босогчид
repulsion	fear	0.431	түлхэлт
glare	fear	0.430	хурц гэрэл
punitive	fear	0.425	шийтгэлтэй
sordid	fear	0.425	муухай
stake	fear	0.423	гадас
tempest	fear	0.423	шуурга
deleterious	fear	0.422	хор хөнөөлтэй
reticent	fear	0.422	дуугүй
stresses	fear	0.422	стресс
fainting	fear	0.422	ухаан алдах
offense	fear	0.422	гэмт хэрэг
extrajudicial	fear	0.422	шүүхээс гадуур
delusion	fear	0.422	төөрөгдөл
thumping	fear	0.422	цохих
lament	fear	0.422	халаглах
depress	fear	0.422	сэтгэлээр унах
usurped	fear	0.422	булаан авсан
bigot	fear	0.422	том хүн
hydra	fear	0.422	гидра
stressin	fear	0.422	стресс
coyote	fear	0.422	чоно чоно
wilderness	fear	0.422	цөл
infamous	fear	0.422	гутамшигтай
troll	fear	0.422	тролль
dissident	fear	0.422	эсэргүүцэгч
unnatural	fear	0.422	байгалийн бус
disappear	fear	0.422	алга болно
bayonet	fear	0.422	жад
depresson	fear	0.422	сэтгэлийн хямрал
anathema	fear	0.422	анатема
steal	fear	0.422	хулгайлах
publicspeaking	fear	0.422	Олон нийтийн өмнө үг хэлэх
burdensome	fear	0.422	ачаалал ихтэй
bier	fear	0.422	биэр
prowl	fear	0.422	хов жив
ultimatum	fear	0.422	ultimatum
varicella	fear	0.422	салхин цэцэг
suspension	fear	0.422	түдгэлзүүлэх
unsteady	fear	0.422	тогтворгүй
heathen	fear	0.422	харийнхан
alien	fear	0.422	харийн
adversity	fear	0.418	гай зовлон
ineptitude	fear	0.417	чадваргүй байдал
outsider	fear	0.413	гадны хүн
ugliness	fear	0.410	муухай байдал
immoral	fear	0.410	ёс суртахуунгүй
vulture	fear	0.410	тас шувуу
ghetto	fear	0.406	гетто
nausea	fear	0.406	дотор муухайрах
weakly	fear	0.406	сул дорой
penance	fear	0.406	наманчлал
distressed	fear	0.406	зовсон
dominant	fear	0.406	давамгайлсан
disallowed	fear	0.406	зөвшөөрөөгүй
recklessness	fear	0.406	болгоомжгүй байдал
insolvent	fear	0.406	төлбөрийн чадваргүй
wary	fear	0.406	болгоомжтой
scar	fear	0.406	сорви
ohdear	fear	0.406	өө хонгор минь
drones	fear	0.406	нисгэгчгүй онгоцууд
tearful	fear	0.406	нулимстай
stretcher	fear	0.406	дамнуурга
stressing	fear	0.406	стресс
omnipotence	fear	0.406	бүхнийг чадагч
rubble	fear	0.406	нуранги
escape	fear	0.406	зугтах
whimper	fear	0.406	гинших
dismissal	fear	0.406	ажлаас халах
screech	fear	0.406	хашгирах
resection	fear	0.406	тайрах
disorder	fear	0.406	эмх замбараагүй байдал
possession	fear	0.406	эзэмшил
claw	fear	0.406	хумс
blackout	fear	0.406	харанхуйлах
squall	fear	0.406	шуурга
disabled	fear	0.406	тахир дутуу болсон
deport	fear	0.406	албадан гаргах
disgust	fear	0.406	зэвүүцэл
stressful	fear	0.406	стресстэй
socialism	fear	0.405	социализм
conspiracy	fear	0.400	хуйвалдаан
toughness	fear	0.400	хатуулаг
defection	fear	0.398	урвах
absence	fear	0.396	байхгүй
moan	fear	0.394	ёолох
crusade	fear	0.392	загалмайтны аян дайн
overt	fear	0.391	ил тод
whatdoido	fear	0.391	би юу хийх вэ
refutation	fear	0.391	няцаалт
descent	fear	0.391	удам
reject	fear	0.391	татгалзах
suspicion	fear	0.391	сэжиг
exigent	fear	0.391	шаардлагатай
concealment	fear	0.391	далдлах
xanax	fear	0.391	xanax
cleave	fear	0.391	цавчих
diagnosis	fear	0.391	оношлогоо
separation	fear	0.391	тусгаарлах
spaz	fear	0.391	spaz
musket	fear	0.391	мушкет
brimstone	fear	0.391	хүхэр
repellent	fear	0.391	зэвүүн
discrimination	fear	0.391	ялгаварлан гадуурхах
unrest	fear	0.391	үймээн самуун
insolvency	fear	0.391	төлбөрийн чадваргүй байдал
submission	fear	0.391	оруулах
mental	fear	0.391	сэтгэцийн
scarecrow	fear	0.391	айлгах
snare	fear	0.391	урхи
unemployed	fear	0.391	ажилгүй
stifled	fear	0.391	боомилсон
procedure	fear	0.391	журам
excitation	fear	0.391	өдөөлт
cyst	fear	0.391	цист
avoiding	fear	0.391	зайлсхийх
lose	fear	0.391	алдах
nervy	fear	0.391	мэдрэл муутай
gulp	fear	0.391	залгих
conquer	fear	0.391	байлдан дагуулах
dubious	fear	0.391	эргэлзээтэй
hardened	fear	0.391	хатуурсан
radon	fear	0.391	радон
urgency	fear	0.391	яаралтай
theocratic	fear	0.391	теократ
poverty	fear	0.391	ядуурал
throb	fear	0.388	цохилох
outcast	fear	0.388	гадуурхагдсан
orc	fear	0.388	орк
disapprove	fear	0.380	зөвшөөрөхгүй
dontpanic	fear	0.378	бүү сандар
withdrawals	fear	0.377	татан авалт
plea	fear	0.377	гуйх
expose	fear	0.375	илчлэх
edict	fear	0.375	зарлиг
frigate	fear	0.375	фрегат
bunker	fear	0.375	бункер
obligor	fear	0.375	үүрэг хүлээгч
suspected	fear	0.375	сэжигтэй
interrogate	fear	0.375	байцаах
escaped	fear	0.375	зугтсан
flu	fear	0.375	ханиад
ocd	fear	0.375	ocd
taunt	fear	0.375	дооглох
sultan	fear	0.375	султан
bad	fear	0.375	муу
bankrupt	fear	0.375	дампуурсан
psychological	fear	0.375	сэтгэл зүйн
dentistry	fear	0.375	шүдний эмнэлэг
chimera	fear	0.375	химер
sneaking	fear	0.375	гэтэх
nauseous	fear	0.375	дотор муухайрах
barricade	fear	0.375	хаалт
locust	fear	0.375	царцаа
dissolution	fear	0.375	татан буулгах
misconception	fear	0.375	буруу ойлголт
embarrassment	fear	0.375	ичгүүр
chasm	fear	0.375	ангал
grieve	fear	0.375	гашуудах
khan	fear	0.375	хан
coldness	fear	0.375	хүйтэн байдал
kerosene	fear	0.375	керосин
antsy	fear	0.375	анси
mentalhealth	fear	0.375	сэтгэцийн эрүүл мэнд
obi	fear	0.375	Оби
pressure	fear	0.375	даралт
military	fear	0.375	цэрэг
whirlpool	fear	0.375	усны эргүүлэг
repellant	fear	0.373	зэвүүн бодис
unknown	fear	0.369	үл мэдэгдэх
pare	fear	0.367	паре
jealousy	fear	0.365	атаархал
formidable	fear	0.359	аймаар
desert	fear	0.359	цөл
cautionary	fear	0.359	сэрэмжлүүлэг
onedge	fear	0.359	onedge
jaundice	fear	0.359	шарлалт
pessimism	fear	0.359	гутранги үзэл
recurring	fear	0.359	давтагдах
difficult	fear	0.359	хэцүү
concerned	fear	0.359	санаа зовж байна
consternation	fear	0.359	гайхшрал
bottomless	fear	0.359	ёроолгүй
revolution	fear	0.359	хувьсгал
stint	fear	0.359	хугацаа
government	fear	0.359	засгийн газар
bankruptcy	fear	0.359	дампуурал
timid	fear	0.359	аймхай
contempt	fear	0.359	жигшил
warned	fear	0.359	анхааруулсан
measles	fear	0.359	улаанбурхан
rejects	fear	0.359	татгалздаг
sectarian	fear	0.359	шашны
headaches	fear	0.359	толгой өвдөх
dart	fear	0.359	сум
sortie	fear	0.359	төрөл
wasting	fear	0.359	дэмий үрэх
conquest	fear	0.359	байлдан дагуулалт
depreciation	fear	0.359	элэгдэл
mournful	fear	0.359	гашуудалтай
mandamus	fear	0.359	мандамус
spike	fear	0.359	баяжуулалт
cur	fear	0.359	cur
burke	fear	0.359	Берк
rebel	fear	0.359	босогч
exam	fear	0.359	шалгалт
anomaly	fear	0.359	аномали
mug	fear	0.359	аяга
constrain	fear	0.358	хязгаарлах
languishing	fear	0.358	ядарч сульдах
bane	fear	0.356	муу
impeach	fear	0.354	яллах
warden	fear	0.354	харуул
adverse	fear	0.352	сөрөг
lawyer	fear	0.349	хуульч
libel	fear	0.348	гүтгэлэг
retrenchment	fear	0.345	цомхотгол
imminent	fear	0.345	ойрын үед
shame	fear	0.344	ичмээр
avoidance	fear	0.344	зайлсхийх
shortage	fear	0.344	хомсдол
opium	fear	0.344	опиум
swerve	fear	0.344	хазайх
evade	fear	0.344	зугтах
servile	fear	0.344	зарц
pest	fear	0.344	хортон шавьж
hesitation	fear	0.344	эргэлзээ
loneliness	fear	0.344	ганцаардал
discipline	fear	0.344	сахилга бат
fanaticism	fear	0.344	фанатизм
sorrow	fear	0.344	уй гашуу
hiss	fear	0.344	исгэрэх
belittle	fear	0.344	доромжлох
knell	fear	0.344	өвдөглөнө
contentious	fear	0.344	маргаантай
bearish	fear	0.344	буурай
opposed	fear	0.344	эсэргүүцсэн
launches	fear	0.344	хөөргөдөг
taboo	fear	0.344	хориотой
cutter	fear	0.344	таслагч
defy	fear	0.344	эсэргүүцэх
unjustifiable	fear	0.344	үндэслэлгүй
parachute	fear	0.344	шүхэр
eel	fear	0.344	могой
psych	fear	0.344	сэтгэл зүй
aaaaaaah	fear	0.344	аааааа
verdict	fear	0.344	шийдвэр
mri	fear	0.344	ноён
shaky	fear	0.344	сэгсэрнэ
resistant	fear	0.344	тэсвэртэй
obstacle	fear	0.344	саад тотгор
reckless	fear	0.344	болгоомжгүй
recession	fear	0.344	уналт
disrespectful	fear	0.343	үл хүндэтгэсэн
phalanx	fear	0.342	залгиур
creature	fear	0.340	амьтан
specter	fear	0.331	хий үзэгдэл
mortgage	fear	0.331	моргейжийн зээл
enigmatic	fear	0.329	оньсого мэт
supremacy	fear	0.328	давамгайлал
bugaboo	fear	0.328	бугабу
defendant	fear	0.328	шүүгдэгч
feeling	fear	0.328	мэдрэмж
ethereal	fear	0.328	эфирийн
undesirable	fear	0.328	хүсээгүй
mishap	fear	0.328	золгүй явдал
outpost	fear	0.328	застав
weirdo	fear	0.328	хачин
caution	fear	0.328	болгоомжтой
spillin	fear	0.328	асгаралт
dike	fear	0.328	далан
dominion	fear	0.328	ноёрхол
wimp	fear	0.328	новш
quash	fear	0.328	дарах
subordinate	fear	0.328	захирагч
shank	fear	0.328	бариул
remove	fear	0.328	арилгах
senseless	fear	0.328	утгагүй
shutdown	fear	0.328	унтраах
gametime	fear	0.328	тоглоомын цаг
uhoh	fear	0.328	өө
loom	fear	0.328	нэхмэлийн машин
police	fear	0.328	цагдаа
wrongly	fear	0.328	буруу
unlucky	fear	0.328	азгүй
gladiator	fear	0.328	гладиатор
adrift	fear	0.328	зөрөх
hives	fear	0.328	зөгий
smut	fear	0.328	новш
encumbrance	fear	0.328	ачаалал
unsettled	fear	0.327	тогтворгүй
scarce	fear	0.327	ховор
antisocial	fear	0.324	нийгмийн эсрэг
astray	fear	0.320	төөрөлдсөн
vigilant	fear	0.319	сонор сэрэмжтэй
socialist	fear	0.318	социалист
halter	fear	0.318	ногт
pessimist	fear	0.317	гутранги үзэлтэн
pacing	fear	0.316	хурдны хурд
wimpy	fear	0.312	залхуу
clinical	fear	0.312	клиник
blight	fear	0.312	хорхой
muzzle	fear	0.312	хошуу
ahhhhhhhh	fear	0.312	ахххххх
therapist	fear	0.312	эмчилгээний эмч
laxative	fear	0.312	тайвшруулах үйлчилгээтэй
obsessing	fear	0.312	хэт автах
seclusion	fear	0.312	тусгаарлалт
foreigner	fear	0.312	гадаад хүн
dentist	fear	0.312	шүдний эмч
chargeable	fear	0.312	төлбөртэй
deadline	fear	0.312	эцсийн хугацаа
uneasy	fear	0.312	эвгүй
valium	fear	0.312	валиум
powerful	fear	0.312	хүчирхэг
opponent	fear	0.312	өрсөлдөгч
ordnance	fear	0.312	зэвсэг
cram	fear	0.312	шахах
unexpected	fear	0.312	гэнэтийн
thorny	fear	0.312	өргөстэй
discontinuity	fear	0.312	тасалдал
conspire	fear	0.312	хуйвалдаан
collusion	fear	0.312	хуйвалдаан
litigate	fear	0.312	шүүх
unkind	fear	0.312	эелдэг бус
whirlwind	fear	0.312	хар салхи
nether	fear	0.312	бусад
trickery	fear	0.312	заль мэх
bewilderment	fear	0.312	төөрөгдөл
overthinking	fear	0.309	хэт их бодох
doubts	fear	0.308	эргэлзээ
seriousness	fear	0.305	ноцтой байдал
irrational	fear	0.305	үндэслэлгүй
erase	fear	0.303	арилгах
teasing	fear	0.303	шоолох
razor	fear	0.303	сахлын хутга
sweating	fear	0.298	хөлрөх
mage	fear	0.297	илбэчин
giant	fear	0.297	аварга
weighty	fear	0.297	жинтэй
warning	fear	0.297	анхааруулга
avoid	fear	0.297	зайлсхийх
inflation	fear	0.297	инфляци
mislead	fear	0.297	төөрөгдүүлэх
adjudicate	fear	0.297	шүүх
endless	fear	0.297	эцэс төгсгөлгүй
deflation	fear	0.297	дефляци
depreciated	fear	0.297	элэгдэлд орсон
bitch	fear	0.297	гичий
swamp	fear	0.297	намаг
bale	fear	0.297	боодол
dashed	fear	0.297	тасархай
crouching	fear	0.297	бөхийж байна
flounder	fear	0.297	бахь
hide	fear	0.297	нуугдах
reluctant	fear	0.297	дургүй
unsurpassed	fear	0.297	давсангүй
medical	fear	0.297	эмнэлгийн
timidity	fear	0.297	аймхай байдал
auditor	fear	0.297	аудитор
deluge	fear	0.287	үер
disinformation	fear	0.286	ташаа мэдээлэл
court	fear	0.284	шүүх
aversion	fear	0.283	дургүйцэл
cartridge	fear	0.281	сум
unfriendly	fear	0.281	нөхөрсөг бус
cautious	fear	0.281	болгоомжтой
surveillance	fear	0.281	тандалт
yelp	fear	0.281	хашгирах
confusion	fear	0.281	төөрөгдөл
apache	fear	0.281	apache
flying	fear	0.281	нисдэг
submitting	fear	0.281	оруулах
discourage	fear	0.281	урам хугарах
rush	fear	0.281	яарах
fortress	fear	0.281	цайз
dwarfed	fear	0.281	одой
challenge	fear	0.281	сорилт
notready	fear	0.281	бэлэн бус
wan	fear	0.281	ван
mistaken	fear	0.281	андуурсан
hurryup	fear	0.281	яараарай
swelling	fear	0.281	хаван
oncoming	fear	0.281	ирж байна
remains	fear	0.281	үлддэг
unruly	fear	0.281	сахилгагүй
bigoted	fear	0.281	мухардмал
intense	fear	0.279	эрчимтэй
noncompliance	fear	0.276	үл нийцэх
alerts	fear	0.276	сэрэмжлүүлэг
planes	fear	0.274	онгоцууд
cop	fear	0.273	цагдаа
displeased	fear	0.273	дургүйцсэн
unbridled	fear	0.271	хазааргүй
problem	fear	0.266	асуудал
crouch	fear	0.266	бөхийх
sneak	fear	0.266	сэмхэн
hood	fear	0.266	бүрээс
force	fear	0.266	хүч
confession	fear	0.266	гэм буруугаа хүлээх
posse	fear	0.266	эзэмших
banger	fear	0.266	бангер
belt	fear	0.266	бүс
crowds	fear	0.266	олон түмэн
elevation	fear	0.266	өндөрлөг
insomnia	fear	0.266	нойргүйдэл
auditions	fear	0.266	сонсгол
forgotten	fear	0.266	мартсан
affront	fear	0.266	доромжлох
cloak	fear	0.266	нөмрөг
newjob	fear	0.266	шинэ ажил
blindfold	fear	0.266	нүдийг нь боосон
skid	fear	0.266	гулгах
blemish	fear	0.266	толбо
uncanny	fear	0.266	ер бусын
sentence	fear	0.266	өгүүлбэр
cupping	fear	0.266	аягалах
regiment	fear	0.266	дэглэм
hooded	fear	0.266	юүдэнтэй
operation	fear	0.266	үйл ажиллагаа
immerse	fear	0.266	дүрэх
shanghai	fear	0.266	Шанхай
acrobat	fear	0.266	акробат
flurries	fear	0.266	шуурга
spur	fear	0.262	түлхэц
mortgagor	fear	0.258	барьцаалагч
defense	fear	0.258	хамгаалалт
insect	fear	0.250	шавьж
defend	fear	0.250	хамгаалах
cataract	fear	0.250	катаракт
stealthy	fear	0.250	нууцлаг
swampy	fear	0.250	намаг
sunk	fear	0.250	живсэн
run	fear	0.250	гүйх
scapegoat	fear	0.250	гэм буруутай ямаа
jobinterview	fear	0.250	ажлын ярилцлага
repent	fear	0.250	наманчлах
breakingnews	fear	0.250	Шуурхай мэдээ
obliging	fear	0.250	үүрэг хариуцлага
rascal	fear	0.250	новш
impatiently	fear	0.250	тэвчээргүй
react	fear	0.250	хариу үйлдэл үзүүлэх
doubt	fear	0.250	эргэлзээ
guard	fear	0.250	харуул
forewarned	fear	0.250	урьдчилан анхааруулсан
foul	fear	0.250	бүдүүлэг
indifference	fear	0.250	хайхрамжгүй байдал
hag	fear	0.250	хаг
picket	fear	0.250	пикет
delusional	fear	0.250	хуурмаг
standstill	fear	0.250	Номхон зогс
rating	fear	0.250	үнэлгээ
spinster	fear	0.250	ээрэх
unfamiliar	fear	0.250	танихгүй
indecisive	fear	0.250	шийдэмгий бус
grounded	fear	0.242	газардуулсан
badhabit	fear	0.242	Муу зуршил
highest	fear	0.236	хамгийн өндөр
aaaah	fear	0.234	аааа
shrink	fear	0.234	агших
insomniac	fear	0.234	нойргүйдэл
chicken	fear	0.234	тахиа
bee	fear	0.234	зөгий
inequality	fear	0.234	тэгш бус байдал
verge	fear	0.234	ирмэг
shelters	fear	0.234	хамгаалах байр
buzz	fear	0.234	шуугиан
buck	fear	0.234	доллар
discontent	fear	0.234	сэтгэл дундуур байна
difficulty	fear	0.234	хүндрэл
finalized	fear	0.234	эцэслэн боловсруулсан
overdrive	fear	0.234	хэтрүүлэх
pinion	fear	0.234	бүлүүр
scaffold	fear	0.234	тавцан
dependence	fear	0.234	хамаарал
rekindle	fear	0.234	дахин асаах
instinctive	fear	0.234	зөн совинтой
thatmoment	fear	0.234	Тэр мөч
sleepless	fear	0.234	нойргүй
intercede	fear	0.234	зуучлах
psychiatrist	fear	0.234	сэтгэцийн эмч
rushing	fear	0.233	яарах
overslept	fear	0.226	унтсан
default	fear	0.226	анхдагч
confessional	fear	0.225	гэм буруугаа хүлээсэн
impatient	fear	0.224	тэвчээргүй
tactics	fear	0.219	тактик
aga	fear	0.219	ах
blues	fear	0.219	блюз
thrill	fear	0.219	сэтгэл хөдөлгөм
immigrant	fear	0.219	цагаач
veer	fear	0.219	хазайх
sweat	fear	0.219	хөлс
cane	fear	0.219	таяг
revelations	fear	0.219	илчлэлтүүд
whatif	fear	0.219	Хэрвээ
waver	fear	0.219	эргэлзэх
jungle	fear	0.219	ширэнгэн ой
fingerscrossed	fear	0.219	хуруугаа завилсан
stingy	fear	0.219	хомс
bait	fear	0.219	өгөөш
unequal	fear	0.219	тэгш бус
lastminute	fear	0.219	сүүлийн минутад
heft	fear	0.219	хүнд
overtired	fear	0.218	хэт ядарсан
prognosis	fear	0.217	прогноз
alertness	fear	0.216	сонор сэрэмж
hyped	fear	0.214	сүрдүүлсэн
wishmeluck	fear	0.212	надад амжилт хүсээрэй
somuchtodo	fear	0.212	сомучтодо
toomuchtodo	fear	0.212	тоомчтодо
tryouts	fear	0.210	туршилтууд
clowns	fear	0.207	алиалагч
fluctuation	fear	0.204	хэлбэлзэл
examination	fear	0.204	шалгалт
restless	fear	0.204	тайван бус
uphill	fear	0.203	өгсүүр
quail	fear	0.203	бөднө шувуу
phew	fear	0.203	өө
mighty	fear	0.203	хүчирхэг
cross	fear	0.203	хөндлөн
hurry	fear	0.203	яараарай
recesses	fear	0.203	завсарлага
intimacy	fear	0.203	дотно байдал
overcome	fear	0.203	даван туулах
birth	fear	0.203	төрөлт
acceptances	fear	0.203	хүлээн авалт
help	fear	0.203	Туслаач
fearless	fear	0.200	айдасгүй
change	fear	0.198	өөрчлөх
ware	fear	0.198	эдлэл
withstand	fear	0.197	тэсвэрлэх
asap	fear	0.191	аль болох хурдан
heighten	fear	0.188	нэмэгдүүлэх
watch	fear	0.188	үзэх
tract	fear	0.188	зам
advance	fear	0.188	урьдчилгаа
overcoming	fear	0.188	даван туулах
attorney	fear	0.188	өмгөөлөгч
deadlines	fear	0.188	эцсийн хугацаа
bug	fear	0.188	алдаа
knots	fear	0.188	зангилаа
owing	fear	0.188	өртэй
waitinggame	fear	0.188	хүлээх тоглоом
unorganised	fear	0.188	зохион байгуулалтгүй
gnome	fear	0.188	гном
fragile	fear	0.188	хэврэг
cautiously	fear	0.188	болгоомжтой
stillness	fear	0.188	нам гүм байдал
intrigue	fear	0.188	сонирхол
rule	fear	0.188	дүрэм
elf	fear	0.185	элф
stillwaiting	fear	0.184	хүлээсээр байна
lonely	fear	0.183	ганцаардмал
slippery	fear	0.181	гулгамтгай
interview	fear	0.180	ярилцлага
everyman	fear	0.178	бүх хүн
speculation	fear	0.176	таамаг
needtoknow	fear	0.173	мэдэх хэрэгтэй
worship	fear	0.172	шүтэх
unsure	fear	0.172	итгэлгүй байна
surprise	fear	0.172	гэнэтийн
settlor	fear	0.172	суурин хүн
competition	fear	0.172	өрсөлдөөн
readytogo	fear	0.172	явахад бэлэн
checkpoint	fear	0.172	хяналтын цэг
composure	fear	0.172	тайван байдал
interviewer	fear	0.172	ярилцлага авагч
chaff	fear	0.172	хивс
regulatory	fear	0.172	зохицуулалт
birch	fear	0.172	хус
shell	fear	0.172	бүрхүүл
assessment	fear	0.172	үнэлгээ
uncertain	fear	0.172	тодорхойгүй
rod	fear	0.172	саваа
humanrights	fear	0.172	хүний эрх
less	fear	0.167	бага
coy	fear	0.162	уйтгартай
iris	fear	0.160	цахилдаг
intimately	fear	0.156	дотно
hearing	fear	0.156	сонсгол
legalized	fear	0.156	хуульчилсан
needit	fear	0.156	хэрэгтэй
audition	fear	0.156	сонсгол
retirement	fear	0.156	тэтгэвэр
countdown	fear	0.156	цаг тоолох
sly	fear	0.156	зальтай
bases	fear	0.156	суурь
ceasefire	fear	0.156	гал зогсоох
medication	fear	0.156	эм
courageous	fear	0.154	зоригтой
overthinker	fear	0.153	хэт сэтгэгч
backtrack	fear	0.151	ухрах
dawned	fear	0.150	үүр цайв
censor	fear	0.149	цензур
bailiff	fear	0.147	шүүхийн шийдвэр гүйцэтгэгч
syllabus	fear	0.147	хичээлийн хөтөлбөр
delay	fear	0.141	саатал
newcomer	fear	0.141	шинээр ирсэн хүн
imagination	fear	0.141	төсөөлөл
waiting	fear	0.141	хүлээж байна
gent	fear	0.141	эрхэм
validity	fear	0.141	хүчин төгөлдөр байдал
cove	fear	0.141	булан
rationality	fear	0.141	оновчтой байдал
caricature	fear	0.141	шог зураг
eventuality	fear	0.141	болзошгүй байдал
alreadyyyyy	fear	0.140	аль хэдийнээээ
shy	fear	0.140	ичимхий
symptom	fear	0.133	шинж тэмдэг
excite	fear	0.132	өдөөх
raccoon	fear	0.127	элбэнх
clown	fear	0.125	алиалагч
tryout	fear	0.125	туршилт
needtorelax	fear	0.125	тайвшруулах хэрэгтэй
swim	fear	0.125	усанд сэлэх
campaigning	fear	0.125	кампанит ажил
hawk	fear	0.125	шонхор
prevent	fear	0.125	урьдчилан сэргийлэх
gameday	fear	0.125	тоглолтын өдөр
ahhh	fear	0.125	ааа
marry	fear	0.125	гэрлэх
sprite	fear	0.125	sprite
soready	fear	0.125	шаналж байна
sag	fear	0.123	унжих
pharmacy	fear	0.123	эмийн сан
policeman	fear	0.121	цагдаа
dreamt	fear	0.111	зүүдэлсэн
lace	fear	0.111	нэхсэн тор
homework	fear	0.109	гэрийн даалгавар
destination	fear	0.109	очих газар
incase	fear	0.109	Хэрэв
pray	fear	0.109	залбир
knot	fear	0.109	зангилаа
confidence	fear	0.109	итгэл
bigday	fear	0.109	чухал өдөр
holiness	fear	0.109	ариун байдал
notoriety	fear	0.109	алдар нэр
weight	fear	0.109	жин
slender	fear	0.100	нарийхан
undecided	fear	0.098	шийдэгдээгүй
sympathetic	fear	0.097	өрөвдөх сэтгэлтэй
poise	fear	0.094	тайван
case	fear	0.094	хэрэг
treat	fear	0.094	эмчлэх
locate	fear	0.094	олох
loyal	fear	0.094	үнэнч
grades	fear	0.094	зэрэг
god	fear	0.094	бурхан
helmet	fear	0.094	дуулга
confident	fear	0.094	итгэлтэй
counsellor	fear	0.094	зөвлөх
northeast	fear	0.088	зүүн хойд
graduation	fear	0.078	төгсөлт
compassion	fear	0.078	өрөвч сэтгэл
nurture	fear	0.078	хүмүүжүүлэх
graded	fear	0.075	зэрэглэв
mum	fear	0.070	ээж
infant	fear	0.067	нялх хүүхэд
journey	fear	0.062	аялал
parade	fear	0.062	жагсаал
gradschool	fear	0.062	төгсөх сургууль
civilian	fear	0.062	иргэний
cloudiness	fear	0.062	үүлэрхэг
cash	fear	0.062	бэлэн мөнгө
civilians	fear	0.062	энгийн иргэд
guidelines	fear	0.062	удирдамж
soulmate	fear	0.062	сэтгэлийн хань
youth	fear	0.062	залуучууд
opera	fear	0.057	дуурь
synonymous	fear	0.056	ижил утгатай
honest	fear	0.047	шударга
praying	fear	0.047	залбирч байна
intelligence	fear	0.038	оюун ухаан
volunteer	fear	0.031	сайн дурын ажилтан
romance	fear	0.031	романтик
lines	fear	0.031	шугамууд
obey	fear	0.016	дуулгавартай байх
happiest	joy	0.986	хамгийн аз жаргалтай
happiness	joy	0.984	аз жаргал
bliss	joy	0.971	аз жаргал
celebrating	joy	0.970	тэмдэглэж байна
jubilant	joy	0.969	баярласан
ecstatic	joy	0.954	экстатик
elation	joy	0.944	баяр хөөр
beaming	joy	0.938	гэрэлтэх
bestdayever	joy	0.938	хамгийн сайн өдөр
loveee	joy	0.932	хайрт минь
celebration	joy	0.929	баяр
awesomeness	joy	0.926	гайхалтай байдал
joy	joy	0.924	баяр баясгалан
joyous	joy	0.922	баяр хөөртэй
fabulous	joy	0.922	гайхалтай
happily	joy	0.922	баяртайгаар
excitement	joy	0.922	сэтгэлийн хөөрөл
exuberance	joy	0.922	урам зориг
makesmehappy	joy	0.922	намайг аз жаргалтай болгодог
euphoria	joy	0.922	эйфори
lovee	joy	0.920	хайраа
gratitude	joy	0.914	талархал
happydance	joy	0.912	аз жаргалтай бүжиг
merriment	joy	0.912	баяр баясгалан
spectacular	joy	0.912	гайхалтай
overjoyed	joy	0.909	баярласан
purebliss	joy	0.909	цэвэр цэмцгэр
triumphant	joy	0.907	ялсан
ecstasy	joy	0.906	экстаз
lovelovelove	joy	0.906	хайр хайр хайр
cheerful	joy	0.906	хөгжилтэй
cheer	joy	0.897	баярлах
elated	joy	0.894	баярласан
peaceofmind	joy	0.891	сэтгэлийн амар амгалан
jolly	joy	0.891	хөгжилтэй
