English Word	Emotion	Emotion-Intensity-Score	Danish Word
positiveenergy	joy	0.742	positiv energi
feelgood	joy	0.736	have det godt
prosperity	joy	0.735	velstand
behappy	joy	0.734	Vær glad
admiration	joy	0.734	beundring
passionate	joy	0.734	lidenskabelig
goodday	joy	0.734	god dag
luxurious	joy	0.734	luksuriøs
tgif	joy	0.734	tgif
victory	joy	0.734	sejr
feelinggood	joy	0.734	føle sig godt tilpas
enchant	joy	0.734	fortrylle
greatnight	joy	0.734	fantastisk aften
vivacious	joy	0.734	livlig
glorification	joy	0.733	glorificering
sing	joy	0.729	synge
glowing	joy	0.729	glødende
yessss	joy	0.728	yessss
fulfillment	joy	0.728	opfyldelse
breathtaking	joy	0.728	betagende
thankful	joy	0.727	taknemmelig
cheery	joy	0.727	munter
santa	joy	0.727	julemanden
hurrah	joy	0.727	hurra
christmasbreak	joy	0.727	juleferie
win	joy	0.727	vinde
atpeace	joy	0.727	I fred
award	joy	0.727	pris
merry	joy	0.727	lystig
inspiration	joy	0.725	inspiration
radiance	joy	0.725	udstråling
pleased	joy	0.725	tilfreds
uplift	joy	0.723	opløftning
optimistic	joy	0.723	optimistisk
heaven	joy	0.721	himmel
lucky	joy	0.721	heldig
godisgreat	joy	0.721	Gud er stor
holidays	joy	0.721	helligdage
thrill	joy	0.721	spænding
congratulatory	joy	0.719	tillykke
thriving	joy	0.719	trives
amusement	joy	0.719	underholdning
perfect	joy	0.719	Perfekt
lover	joy	0.719	elsker
xmas	joy	0.719	jul
heartfelt	joy	0.719	inderligt
utopian	joy	0.719	utopisk
lovely	joy	0.719	dejlig
harmony	joy	0.719	harmoni
praising	joy	0.719	rosende
brighten	joy	0.719	lysne
luckiest	joy	0.712	heldigste
merrychristmas	joy	0.712	glædelig jul
magic	joy	0.712	magi
achievement	joy	0.712	præstation
yay	joy	0.712	yay
holiday	joy	0.712	ferie
treasures	joy	0.712	skatte
luxury	joy	0.712	luksus
bestfeeling	joy	0.712	bedste følelse
intimate	joy	0.710	intim
soblessed	joy	0.706	ædru
yaaay	joy	0.706	jaaaa
rave	joy	0.706	rave
chuckle	joy	0.706	grine
proud	joy	0.704	stolt
winning	joy	0.703	vinder
cherish	joy	0.703	værdsætte
goodnews	joy	0.703	gode nyheder
fuckyeah	joy	0.703	fuckyeah
optimism	joy	0.703	optimisme
amazingly	joy	0.703	utroligt
lovelife	joy	0.703	kærlighedsliv
truelove	joy	0.703	ægte kærlighed
beautification	joy	0.703	forskønnelse
satisfying	joy	0.703	tilfredsstillende
appreciates	joy	0.703	værdsætter
cuddled	joy	0.703	nusset
goodlife	joy	0.703	godt liv
gooood	joy	0.703	gooood
sweetest	joy	0.703	sødeste
yaay	joy	0.700	jaaaa
entertained	joy	0.700	underholdt
excite	joy	0.697	ophidse
newbeginnings	joy	0.693	nye begyndelser
praisejesus	joy	0.691	prisejesus
birthday	joy	0.691	fødselsdag
greatfriends	joy	0.688	store venner
adoration	joy	0.688	tilbedelse
godsend	joy	0.688	Guds gave
favorite	joy	0.688	favorit
content	joy	0.688	indhold
entertaining	joy	0.688	underholdende
honored	joy	0.688	hædret
metime	joy	0.688	mig tid
exquisite	joy	0.688	udsøgt
holidayseason	joy	0.688	ferie sæson
thankyoujesus	joy	0.688	tak Jesus
angelic	joy	0.688	engleagtig
goodhealth	joy	0.682	godt helbred
majestic	joy	0.682	majestætisk
luscious	joy	0.682	lækker
memoriesiwontforget	joy	0.682	minder jeg ikke glemmer
bestfriends	joy	0.682	bedste venner
precious	joy	0.682	kostbar
appreciated	joy	0.682	værdsat
exaltation	joy	0.682	ophøjelse
smiled	joy	0.682	smilede
brightens	joy	0.682	lysner
tranquility	joy	0.679	ro
marry	joy	0.676	gifte
embrace	joy	0.676	omfavne
positively	joy	0.676	positivt
grin	joy	0.672	grin
hug	joy	0.672	kram
hilarious	joy	0.672	hysterisk morsom
dearest	joy	0.672	kæreste
contentment	joy	0.672	tilfredshed
accomplished	joy	0.672	gennemført
relaxation	joy	0.672	lempelse
bday	joy	0.672	fødselsdag
enliven	joy	0.672	oplive
weeeee	joy	0.672	weeeee
giggles	joy	0.672	fniser
fulfilled	joy	0.667	opfyldt
bountiful	joy	0.667	rigelig
victor	joy	0.667	sejrherre
adore	joy	0.667	tilbede
boisterous	joy	0.667	larmende
fulfill	joy	0.664	opfylde
cuddles	joy	0.662	kæler
prosperous	joy	0.660	blomstrende
appreciation	joy	0.656	påskønnelse
serenity	joy	0.656	sindsro
happynewyear	joy	0.656	godt nytår
humor	joy	0.656	humor
satisfy	joy	0.656	tilfredsstille
besties	joy	0.656	bedstetier
encouraged	joy	0.656	opfordrede
captivate	joy	0.656	fængsle
christmaseve	joy	0.656	juleaften
glow	joy	0.656	glød
romanticism	joy	0.656	romantik
innerpeace	joy	0.656	indre ro
pleasant	joy	0.656	behagelig
praises	joy	0.652	roser
abundance	joy	0.652	overflod
fortunes	joy	0.652	formuer
engaged	joy	0.652	beskæftiget
praised	joy	0.652	rost
relaxing	joy	0.652	slapper af
treasure	joy	0.652	skat
satisfaction	joy	0.652	tilfredshed
nothingbetter	joy	0.647	intet bedre
affection	joy	0.647	kærlighed
relieved	joy	0.647	lettet
complement	joy	0.647	komplement
carnival	joy	0.643	karneval
priceless	joy	0.641	uvurderlig
uplifting	joy	0.641	opløftende
sensuality	joy	0.641	sanselighed
saintly	joy	0.641	hellig
champion	joy	0.641	champion
thanksgiving	joy	0.641	taksigelse
harmoniously	joy	0.641	harmonisk
wedding	joy	0.641	bryllup
achieve	joy	0.641	opnå
divine	joy	0.641	guddommelige
jackpot	joy	0.641	jackpot
honeymoon	joy	0.636	bryllupsrejse
exalt	joy	0.636	ophøje
twinkle	joy	0.636	glimte
comforting	joy	0.636	trøstende
felicity	joy	0.636	lykke
peaceful	joy	0.636	fredelig
climax	joy	0.636	klimaks
winner	joy	0.636	vinder
reverie	joy	0.636	drømmeri
yayy	joy	0.636	yayy
cuddle	joy	0.636	kæle
xoxo	joy	0.634	xoxo
stargazing	joy	0.625	stjernekiggeri
festival	joy	0.625	festival
sweet	joy	0.625	sød
generosity	joy	0.625	generøsitet
brighter	joy	0.625	lysere
praisegod	joy	0.625	ros Gud
gorgeous	joy	0.625	flot
hearts	joy	0.625	hjerter
amusing	joy	0.625	underholdende
fondness	joy	0.625	kærlighed
snuggling	joy	0.625	putter sig
reward	joy	0.625	belønning
sex	joy	0.622	køn
kind	joy	0.621	venlig
genial	joy	0.621	genialt
parade	joy	0.621	parade
applause	joy	0.621	bifald
beauty	joy	0.621	skønhed
fulfilling	joy	0.618	opfylder
aspiring	joy	0.618	aspirerende
newlife	joy	0.618	nyt liv
godbless	joy	0.616	Gud bevare
virtuous	joy	0.613	dydige
kiss	joy	0.610	kys
christmas	joy	0.609	jul
rainbows	joy	0.609	regnbuer
elegance	joy	0.609	elegance
generous	joy	0.609	gavmild
super	joy	0.609	super
playful	joy	0.609	legende
enlightenment	joy	0.609	oplysning
praiseworthy	joy	0.609	prisværdigt
awards	joy	0.609	priser
adorable	joy	0.609	yndig
rekindle	joy	0.609	genoplive
winnings	joy	0.609	gevinster
independence	joy	0.607	uafhængighed
amour	joy	0.607	amour
kindness	joy	0.606	venlighed
surprises	joy	0.606	overraskelser
heheh	joy	0.606	heheh
hilarity	joy	0.606	munterhed
wonder	joy	0.606	spekulerer
freely	joy	0.606	frit
successful	joy	0.606	vellykket
inspired	joy	0.606	inspireret
onelove	joy	0.606	en kærlighed
whimsical	joy	0.603	finurlig
entertainment	joy	0.603	underholdning
passion	joy	0.603	lidenskab
stressfree	joy	0.601	Stress fri
beautify	joy	0.601	forskønne
sunrise	joy	0.600	solopgang
godisgood	joy	0.597	Gud er god
goodmusic	joy	0.594	god musik
revere	joy	0.594	ære
whoo	joy	0.594	hov
fanfare	joy	0.594	fanfare
inspire	joy	0.594	inspirere
angel	joy	0.594	Engel
thankgod	joy	0.594	gudskelov
goodies	joy	0.594	godter
jesus	joy	0.594	jesus
accomplishment	joy	0.594	præstation
snuggled	joy	0.594	puttede
peacefully	joy	0.594	fredeligt
flirt	joy	0.594	flirt
friendship	joy	0.591	venskab
singing	joy	0.591	synge
heroic	joy	0.591	heroisk
exalted	joy	0.591	ophøjet
fortune	joy	0.591	formue
highest	joy	0.591	højest
summer	joy	0.591	sommer
contented	joy	0.588	tilfreds
rollicking	joy	0.588	rullende
overflowing	joy	0.588	overfyldte
woot	joy	0.588	woot
accolade	joy	0.586	anerkendelse
hope	joy	0.586	håber
cozy	joy	0.583	hyggelig
delicious	joy	0.579	lækker
raving	joy	0.578	rablende
thelife	joy	0.578	livet
darling	joy	0.578	skat
sensuous	joy	0.578	sanselig
picturesque	joy	0.578	maleriske
friendly	joy	0.578	venlige
everlasting	joy	0.578	evigt
praise	joy	0.578	ros
ambition	joy	0.578	ambition
sparkle	joy	0.577	glimte
sensual	joy	0.576	sanselig
peace	joy	0.576	fred
flattering	joy	0.576	smigrende
grace	joy	0.576	nåde
luckygirl	joy	0.576	heldig pige
heroism	joy	0.576	heltemod
succeeding	joy	0.576	lykkes
yeahhh	joy	0.576	yeahhh
special	joy	0.574	særlig
livelife	joy	0.574	Lev livet
tantalizing	joy	0.572	fristende
pumped	joy	0.567	pumpet
yey	joy	0.562	yey
surprise	joy	0.562	overraskelse
sunny	joy	0.562	solrig
prevail	joy	0.562	være fremherskende
revels	joy	0.562	svælger
humorous	joy	0.562	humoristisk
sweets	joy	0.562	søde sager
liking	joy	0.562	kan lide
admirable	joy	0.562	beundringsværdig
superstar	joy	0.562	superstjerne
relax	joy	0.562	slap af
prosper	joy	0.562	trives
hero	joy	0.562	helt
hugs	joy	0.562	kram
worthwhile	joy	0.562	umagen værd
newyear	joy	0.561	nyt år
tenderness	joy	0.561	ømhed
bless	joy	0.561	velsigne
favorable	joy	0.561	gunstige
freedom	joy	0.561	frihed
masterpiece	joy	0.561	mesterværk
dreams	joy	0.559	drømme
hopeful	joy	0.559	håbefuld
home	joy	0.559	hjem
cruising	joy	0.556	krydstogt
gracias	joy	0.554	tak
faithfulness	joy	0.553	trofasthed
eagerness	joy	0.552	Iver
closeness	joy	0.552	nærhed
sunshine	joy	0.551	solskin
comfy	joy	0.551	behageligt
vacation	joy	0.547	ferie
celestial	joy	0.547	himmelsk
good	joy	0.547	godt
elite	joy	0.547	elite
illuminate	joy	0.547	belyse
confidence	joy	0.547	tillid
mistletoe	joy	0.547	mistelten
daughter	joy	0.547	datter
lifted	joy	0.547	løftet
goodmorning	joy	0.547	god morgen
zeal	joy	0.547	iver
gifts	joy	0.547	gaver
gift	joy	0.547	gave
astonishment	joy	0.547	forbavselse
heart	joy	0.547	hjerte
completion	joy	0.547	færdiggørelse
bonus	joy	0.547	bonus
charmed	joy	0.546	charmeret
dance	joy	0.545	dans
sublime	joy	0.545	sublime
recreation	joy	0.545	rekreation
encouragement	joy	0.545	opmuntring
god	joy	0.545	Gud
gush	joy	0.545	bruse
freshstart	joy	0.544	nystart
free	joy	0.544	ledig
savior	joy	0.543	frelser
sanctuary	joy	0.541	helligdom
grandchildren	joy	0.540	børnebørn
wellness	joy	0.537	wellness
revel	joy	0.534	svælge
music	joy	0.531	musik
fab	joy	0.531	fab
bridal	joy	0.531	brude
soar	joy	0.531	svæve
alive	joy	0.531	i live
money	joy	0.531	penge
soothing	joy	0.531	beroligende
serene	joy	0.531	fredfyldt
holiness	joy	0.531	hellighed
inspirational	joy	0.531	inspirerende
matrimony	joy	0.531	ægteskab
dayoff	joy	0.531	fridag
savor	joy	0.531	smage
vitality	joy	0.531	vitalitet
confident	joy	0.531	selvsikker
firstborn	joy	0.531	førstefødte
rainbow	joy	0.531	regnbue
liberation	joy	0.531	befrielse
elegant	joy	0.530	elegant
mastery	joy	0.530	beherskelse
glimmer	joy	0.530	glimt
illumination	joy	0.530	belysning
blossom	joy	0.530	blomst
warmth	joy	0.530	varme
welcomed	joy	0.530	velkommen
treat	joy	0.529	behandle
faithful	joy	0.529	trofast
snuggles	joy	0.522	putter sig
laurels	joy	0.521	laurbær
commendable	joy	0.519	prisværdigt
succeed	joy	0.516	lykkes
jingle	joy	0.516	jingle
zest	joy	0.516	gejst
noschool	joy	0.516	ingen skole
brotherly	joy	0.516	broderlig
silly	joy	0.516	fjollet
abundant	joy	0.516	rigelig
fancy	joy	0.516	fancy
resplendent	joy	0.516	strålende
strengthening	joy	0.516	styrkelse
presents	joy	0.516	gaver
pride	joy	0.516	stolthed
almighty	joy	0.516	almægtig
powerful	joy	0.516	magtfulde
aspire	joy	0.516	stræbe
remarkable	joy	0.516	bemærkelsesværdig
greeted	joy	0.516	hilste
thanking	joy	0.515	takker
cutie	joy	0.515	søde
kudos	joy	0.515	kudos
therapeutic	joy	0.515	terapeutisk
zen	joy	0.515	zen
coronation	joy	0.515	kroning
complete	joy	0.515	komplet
shining	joy	0.515	skinner
spirit	joy	0.515	ånd
princely	joy	0.515	fyrstelige
vivid	joy	0.515	levende
comfort	joy	0.515	komfort
leisure	joy	0.515	fritid
reunited	joy	0.515	genforenet
kid	joy	0.515	barn
newme	joy	0.515	newme
payday	joy	0.515	lønningsdag
animated	joy	0.515	animeret
familytime	joy	0.515	familie tid
relationship	joy	0.514	forhold
godly	joy	0.514	gudfrygtige
marriage	joy	0.514	ægteskab
daymade	joy	0.514	daglavet
spouse	joy	0.507	ægtefælle
intimately	joy	0.507	intimt
respect	joy	0.500	respekt
bloom	joy	0.500	blomstre
purr	joy	0.500	spinde
carefree	joy	0.500	sorgløs
nature	joy	0.500	natur
encourage	joy	0.500	tilskynde
soulful	joy	0.500	sjælfulde
refreshed	joy	0.500	forfrisket
family	joy	0.500	familie
gem	joy	0.500	perle
meritorious	joy	0.500	fortjenstfulde
achieved	joy	0.500	opnået
motherhood	joy	0.500	moderskab
holyspirit	joy	0.500	hellige Ånd
surreal	joy	0.500	surrealistisk
charitable	joy	0.500	velgørende
teamjesus	joy	0.500	teamjesus
stressrelief	joy	0.500	stressaflastning
erotic	joy	0.500	erotisk
inviting	joy	0.500	indbydende
baby	joy	0.500	baby
dignity	joy	0.500	værdighed
satisfied	joy	0.500	tilfreds
visionary	joy	0.500	visionær
memorable	joy	0.500	mindeværdig
veracity	joy	0.500	sandhed
healthy	joy	0.500	sund og rask
welcoming	joy	0.500	imødekommende
diamond	joy	0.500	diamant
christ	joy	0.500	Kristus
beach	joy	0.500	strand
accomplish	joy	0.500	opnå
friends	joy	0.500	venner
excel	joy	0.500	Excel
health	joy	0.493	sundhed
aura	joy	0.493	aura
yehey	joy	0.486	yehey
approved	joy	0.486	godkendt
oasis	joy	0.486	oase
liberty	joy	0.486	frihed
crowning	joy	0.485	kroning
aspiration	joy	0.485	forhåbning
privileged	joy	0.485	privilegeret
crescendo	joy	0.485	crescendo
rapture	joy	0.485	ekstase
liberate	joy	0.485	befri
nocomplaints	joy	0.485	ingen klager
prestige	joy	0.485	prestige
bounty	joy	0.485	dusør
gentle	joy	0.485	blid
inseparable	joy	0.485	uadskillelige
engaging	joy	0.485	engagerende
loyal	joy	0.485	loyal
betrothed	joy	0.485	forlovet
transcendence	joy	0.484	transcendens
selfworth	joy	0.484	selvværd
yummy	joy	0.484	lækkert
datenight	joy	0.484	datenight
destiny	joy	0.484	skæbne
heyday	joy	0.484	storhedstid
aloha	joy	0.484	aloha
desire	joy	0.484	ønske
dream	joy	0.484	drøm
luck	joy	0.484	held
fete	joy	0.484	fest
trophy	joy	0.484	trofæ
bouquet	joy	0.484	buket
chocolate	joy	0.484	chokolade
creativity	joy	0.484	kreativitet
boyfriend	joy	0.480	kæreste
commemoration	joy	0.479	mindehøjtidelighed
intelligence	joy	0.477	intelligens
readiness	joy	0.473	beredskab
friend	joy	0.471	ven
bride	joy	0.471	brud
enthusiast	joy	0.471	entusiast
lush	joy	0.470	frodig
inheritance	joy	0.470	arv
soothe	joy	0.470	at lindre
tickle	joy	0.470	kildre
kiddo	joy	0.470	knægt
nostalgia	joy	0.470	nostalgi
massage	joy	0.470	massage
calming	joy	0.470	beroligende
adventure	joy	0.470	eventyr
pretty	joy	0.469	smuk
purring	joy	0.469	spindende
eternal	joy	0.469	evig
humanitarian	joy	0.469	humanitære
nurture	joy	0.469	pleje
giving	joy	0.469	giver
rest	joy	0.469	hvile
getaway	joy	0.469	gå væk
goals	joy	0.469	mål
pray	joy	0.469	bede
bridegroom	joy	0.469	Brudgom
heartily	joy	0.469	hjerteligt
luster	joy	0.469	glans
bonding	joy	0.469	binding
princess	joy	0.469	prinsesse
amicable	joy	0.469	venskabelig
benevolence	joy	0.469	velvilje
child	joy	0.466	barn
salutary	joy	0.465	velgørende
invite	joy	0.457	invitere
beam	joy	0.456	bjælke
reminiscing	joy	0.456	mindes
befriend	joy	0.455	blive ven
aesthetics	joy	0.455	æstetik
friday	joy	0.455	Fredag
freshair	joy	0.455	frisk luft
ceremony	joy	0.455	ceremoni
kindred	joy	0.455	slægtning
mindfulness	joy	0.455	mindfulness
sonice	joy	0.455	så sød
elevation	joy	0.455	højde
tropical	joy	0.455	tropisk
scholarship	joy	0.455	stipendium
hee	joy	0.455	hee
noworries	joy	0.453	Ingen problemer
allure	joy	0.453	lokke
approve	joy	0.453	godkende
scenery	joy	0.453	landskab
waterfall	joy	0.453	vandfald
vindication	joy	0.453	retfærdiggørelse
namaste	joy	0.453	namaste
commemorate	joy	0.453	mindes
faith	joy	0.453	tro
birth	joy	0.453	fødsel
forgiveness	joy	0.453	tilgivelse
journey	joy	0.447	rejse
meditation	joy	0.446	meditation
relaxed	joy	0.442	afslappet
present	joy	0.441	til stede
weekend	joy	0.441	weekend
tender	joy	0.441	bud
tranquil	joy	0.441	rolige
lyrical	joy	0.439	lyrisk
sharing	joy	0.439	deling
esteem	joy	0.439	agtelse
nostalgic	joy	0.439	nostalgisk
prayer	joy	0.439	bøn
righteousness	joy	0.439	retfærdighed
husband	joy	0.438	ægtemand
relief	joy	0.438	lettelse
strength	joy	0.438	styrke
mighty	joy	0.438	mægtig
unbeaten	joy	0.438	ubesejret
eager	joy	0.438	ivrige
share	joy	0.438	del
newday	joy	0.438	ny dag
sonnet	joy	0.438	sonet
meditate	joy	0.438	meditere
life	joy	0.438	liv
winterbreak	joy	0.429	vinterferie
warm	joy	0.429	varm
movingforward	joy	0.429	Bevæger sig fremad
buddy	joy	0.427	kammerat
oneness	joy	0.426	enhed
unconstrained	joy	0.424	ubegrænset
amen	joy	0.424	amen
reverence	joy	0.424	ærbødighed
healthful	joy	0.424	sundt
thelittlethings	joy	0.424	de små ting
medal	joy	0.424	medalje
unsurpassed	joy	0.424	uovertruffen
candlelight	joy	0.424	levende lys
carols	joy	0.424	julesange
ejaculation	joy	0.424	ejakulation
beginnings	joy	0.422	begyndelse
sledding	joy	0.422	slædekørsel
graduation	joy	0.422	eksamen
frisky	joy	0.422	frisk
lml	joy	0.422	lml
ease	joy	0.422	lethed
symphony	joy	0.422	symfoni
wealth	joy	0.422	rigdom
helpful	joy	0.422	nyttig
musical	joy	0.422	musikalsk
glitter	joy	0.422	glitter
calmness	joy	0.422	stilhed
energy	joy	0.422	energi
safe	joy	0.422	sikker
nostress	joy	0.421	ingen stress
soundness	joy	0.421	forsvarlighed
promise	joy	0.415	løfte
reunite	joy	0.414	genforene
mother	joy	0.412	mor
salvation	joy	0.412	frelse
poems	joy	0.412	digte
clown	joy	0.409	klovn
lavender	joy	0.409	lavendel
immaculate	joy	0.409	ulastelig
purify	joy	0.409	rense
inauguration	joy	0.409	indvielse
aromatherapy	joy	0.409	aromaterapi
lighten	joy	0.409	lette
travel	joy	0.409	rejse
cash	joy	0.406	kontanter
companion	joy	0.406	ledsager
live	joy	0.406	Direkte
opportune	joy	0.406	opportun
completing	joy	0.406	fuldfører
charity	joy	0.406	velgørenhed
heal	joy	0.406	hele
star	joy	0.406	stjerne
wishing	joy	0.406	ønsker
flowers	joy	0.406	blomster
income	joy	0.403	indkomst
soul	joy	0.401	sjæl
munchies	joy	0.400	lækkerier
emancipation	joy	0.397	frigørelse
indescribable	joy	0.397	ubeskrivelig
progress	joy	0.397	fremskridt
equality	joy	0.394	lighed
childhood	joy	0.394	barndom
together	joy	0.394	sammen
rhythmical	joy	0.394	rytmisk
fullness	joy	0.394	fylde
calm	joy	0.394	berolige
hammock	joy	0.394	hængekøje
picnic	joy	0.394	picnic
movies	joy	0.393	film
zealous	joy	0.393	ivrig
playground	joy	0.391	legeplads
affluence	joy	0.391	overflod
warms	joy	0.391	varmer
choir	joy	0.391	kor
littlethings	joy	0.391	små ting
auspicious	joy	0.391	lovende
meaningful	joy	0.391	meningsfuld
adventures	joy	0.391	eventyr
goofy	joy	0.391	Fedtmule
starry	joy	0.391	stjerneklar
humanity	joy	0.391	menneskelighed
gesture	joy	0.387	håndbevægelse
witty	joy	0.382	vittig
vow	joy	0.382	løfte
shopping	joy	0.382	handle ind
vibes	joy	0.379	vibes
worship	joy	0.379	tilbede
jump	joy	0.379	hoppe
communion	joy	0.379	nadver
reverend	joy	0.377	pastor
rising	joy	0.375	stigende
advance	joy	0.375	rykke
beaches	joy	0.375	strande
sonorous	joy	0.375	klangfuldt
courtship	joy	0.375	frieri
experience	joy	0.375	erfaring
reunion	joy	0.375	genforening
simplicity	joy	0.375	enkelhed
full	joy	0.375	fuld
hymn	joy	0.375	salme
spirits	joy	0.375	spiritus
unforgettable	joy	0.375	uforglemmelig
mirth	joy	0.375	munterhed
youth	joy	0.375	ungdom
scenic	joy	0.375	naturskøn
unique	joy	0.375	enestående
redeemed	joy	0.375	indløst
alliance	joy	0.368	alliance
baptismal	joy	0.368	dåb
grant	joy	0.366	give
kitten	joy	0.364	killing
sanctification	joy	0.364	helliggørelse
conciliation	joy	0.364	forlig
improves	joy	0.364	forbedres
pure	joy	0.364	ren
improve	joy	0.364	forbedre
authentic	joy	0.364	autentisk
moonlight	joy	0.364	måneskin
weightloss	joy	0.362	vægttab
raspberries	joy	0.360	hindbær
feeling	joy	0.359	følelse
jest	joy	0.359	spøg
independent	joy	0.359	uafhængig
sanctify	joy	0.359	hellige
devotional	joy	0.359	andagt
tinsel	joy	0.359	tinsel
proficiency	joy	0.359	dygtighed
listenting	joy	0.359	lytter
fidelity	joy	0.359	Troskab
revival	joy	0.359	vækkelse
giver	joy	0.353	giver
cocoa	joy	0.353	kakao
deliverance	joy	0.348	udfrielse
melody	joy	0.348	melodi
unification	joy	0.348	forening
romp	joy	0.348	boltre sig
purpose	joy	0.348	formål
choral	joy	0.348	kor
exceed	joy	0.348	overstige
dolphin	joy	0.348	delfin
roaring	joy	0.348	brølende
favor	joy	0.348	gunst
hotyoga	joy	0.347	hotyoga
voluptuous	joy	0.344	vellystig
fruits	joy	0.344	frugter
cookies	joy	0.344	cookies
manicure	joy	0.344	manicure
nowork	joy	0.344	intet arbejde
date	joy	0.344	dato
newstart	joy	0.344	ny start
hedonism	joy	0.344	hedonisme
pledge	joy	0.344	løfte
electric	joy	0.344	elektrisk
humble	joy	0.344	ydmyg
roadtrip	joy	0.344	tur
thx	joy	0.344	tak
kiddos	joy	0.344	børn
celebrity	joy	0.342	berømthed
bridesmaid	joy	0.338	brudepige
rhythm	joy	0.338	rytme
spa	joy	0.333	spa
snowday	joy	0.333	sne dag
familiarity	joy	0.333	fortrolighed
coffee	joy	0.333	kaffe
edification	joy	0.333	opbyggelse
garden	joy	0.333	have
renovation	joy	0.333	renovation
dawn	joy	0.333	daggry
connoisseur	joy	0.333	kender
gazing	joy	0.333	stirrer
obliging	joy	0.333	forpligtende
partner	joy	0.333	partner
foodie	joy	0.331	madelsker
synchronize	joy	0.329	synkronisere
tribulation	joy	0.328	trængsel
psalm	joy	0.328	salme
pedicure	joy	0.328	pedicure
noregrets	joy	0.328	ingen fortrydelser
chirping	joy	0.328	kvidrende
saint	joy	0.328	helgen
healing	joy	0.328	helbredelse
carol	joy	0.328	carol
true	joy	0.328	rigtigt
hobby	joy	0.328	hobby
amnesty	joy	0.328	amnesti
respite	joy	0.324	pusterum
recreational	joy	0.318	rekreative
cousins	joy	0.318	fætter og kusine
mellow	joy	0.318	mild
restorative	joy	0.318	genoprettende
lazyday	joy	0.318	doven dag
classics	joy	0.318	klassikere
reconciliation	joy	0.316	forsoning
woods	joy	0.312	skove
progression	joy	0.312	progression
muchneeded	joy	0.312	tiltrængt
sterling	joy	0.312	sterling
dove	joy	0.312	due
simplify	joy	0.312	forenkle
fitness	joy	0.312	fitness
sunset	joy	0.312	solnedgang
wisdom	joy	0.312	visdom
relight	joy	0.312	tænde igen
living	joy	0.312	levende
presto	joy	0.312	presto
playhouse	joy	0.312	legehus
superman	joy	0.312	supermand
pony	joy	0.312	pony
recovery	joy	0.312	genopretning
crafts	joy	0.312	håndværk
lord	joy	0.312	herre
deal	joy	0.312	del
improvement	joy	0.309	forbedring
infant	joy	0.309	spædbarn
absolution	joy	0.306	absolution
honest	joy	0.303	ærlig
gently	joy	0.303	forsigtigt
banquet	joy	0.303	banket
established	joy	0.303	etableret
endless	joy	0.303	endeløs
decorating	joy	0.303	pynter op
providing	joy	0.300	at sørge for
lounging	joy	0.297	slapper af
growth	joy	0.297	vækst
strolling	joy	0.297	slentre
feat	joy	0.297	bedrift
morals	joy	0.297	moral
mine	joy	0.297	mine
spending	joy	0.297	forbrug
light	joy	0.297	lys
spiritual	joy	0.297	åndelig
quaint	joy	0.297	malerisk
fraternal	joy	0.297	broderlig
notable	joy	0.297	bemærkelsesværdig
softly	joy	0.297	blidt
harvest	joy	0.297	høst
yearning	joy	0.297	længsel
breeze	joy	0.297	brise
joker	joy	0.297	joker
meditating	joy	0.297	meditere
fervor	joy	0.295	inderlighed
quotes	joy	0.294	citater
volunteer	joy	0.294	frivillig
gain	joy	0.288	gevinst
resources	joy	0.288	ressourcer
create	joy	0.288	skab
psalms	joy	0.288	salmer
hippie	joy	0.288	hippie
taoism	joy	0.288	taoisme
midwife	joy	0.288	jordemoder
receiving	joy	0.287	modtager
snowfall	joy	0.286	snefald
ocean	joy	0.286	ocean
lsd	joy	0.286	lsd
hiking	joy	0.283	vandreture
evergreen	joy	0.281	stedsegrøn
destination	joy	0.281	bestemmelsessted
candid	joy	0.281	oprigtig
unwind	joy	0.281	slappe af
truce	joy	0.281	våbenstilstand
toast	joy	0.281	ristet brød
chill	joy	0.281	chill
infinity	joy	0.281	uendelighed
rested	joy	0.281	udhvilet
buzzing	joy	0.281	summende
venerable	joy	0.279	ærværdige
balance	joy	0.275	balance
retirement	joy	0.275	pensionering
fireplace	joy	0.273	ildsted
buddha	joy	0.273	buddha
devout	joy	0.273	troende
drinks	joy	0.273	drikkevarer
rapt	joy	0.273	henført
swim	joy	0.273	svømme
compensate	joy	0.273	kompensere
snowing	joy	0.271	sner
sublimation	joy	0.270	sublimering
fruity	joy	0.268	frugtagtig
sunday	joy	0.266	Søndag
sketching	joy	0.266	skitsering
paragon	joy	0.266	paragon
humility	joy	0.266	ydmyghed
ministry	joy	0.266	ministerium
waves	joy	0.266	bølger
cathedral	joy	0.266	katedral
sun	joy	0.266	sol
yoga	joy	0.266	yoga
fortitude	joy	0.266	mod
salute	joy	0.266	salut
buddhism	joy	0.266	buddhisme
whim	joy	0.266	indfald
artwork	joy	0.265	kunstværk
practiced	joy	0.264	øvet
clean	joy	0.260	ren
running	joy	0.258	løb
clarity	joy	0.258	klarhed
found	joy	0.258	fundet
fitting	joy	0.258	montering
immerse	joy	0.258	fordybe
exercise	joy	0.258	dyrke motion
food	joy	0.258	mad
autumn	joy	0.254	efterår
fit	joy	0.250	passe
morning	joy	0.250	morgen
contagious	joy	0.250	smitsom
outdoors	joy	0.250	udendørs
hardy	joy	0.250	hårdfør
candles	joy	0.250	stearinlys
advocacy	joy	0.250	fortalervirksomhed
