English Word	Emotion	Emotion-Intensity-Score	Somali Word
flinch	fear	0.484	gariir
palpitations	fear	0.484	garaaca wadnaha
fiend	fear	0.484	fiid
hallucination	fear	0.484	dhalanteed
blackness	fear	0.484	madow
defamation	fear	0.484	sumcad dilid
intrusion	fear	0.484	faragelin
syringe	fear	0.484	saliingaha
prejudiced	fear	0.484	cuqdad
indictment	fear	0.484	eedayn
worrying	fear	0.484	walaacsan
retard	fear	0.484	dib u dhac
canthandleit	fear	0.484	canthandleit
insecurity	fear	0.484	ammaan darro
ravine	fear	0.484	doox
poaching	fear	0.484	ugaarsi
cracked	fear	0.484	dillaacay
hospital	fear	0.484	isbitaalka
slam	fear	0.484	dharbaaxo
armor	fear	0.484	hub
warrior	fear	0.484	dagaalyahan
coerce	fear	0.484	qasbid
hearse	fear	0.484	maqal
jumpy	fear	0.484	booday
cutting	fear	0.484	goyn
dishonor	fear	0.484	sharaf dhac
perjury	fear	0.484	been-sheegid
accusing	fear	0.484	eedayn
worse	fear	0.484	ka sii daran
endemic	fear	0.484	cidhiidhi
ohno	fear	0.484	ohno
restriction	fear	0.484	xaddidid
ravenous	fear	0.484	hunguri weyn
rat	fear	0.484	jiir
lion	fear	0.484	libaax
shiver	fear	0.484	gariir
averse	fear	0.483	diidid
inspection	fear	0.483	kormeerid
sinner	fear	0.483	dembiile
despairing	fear	0.474	quusasho
missing	fear	0.474	maqan
darken	fear	0.471	madow
austere	fear	0.470	ba'an
unhealthy	fear	0.469	caafimaad darro
revoke	fear	0.469	ka noqosho
fret	fear	0.469	murugo
breakdown	fear	0.469	burburid
superstition	fear	0.469	khuraafaad
criticize	fear	0.469	dhaleecayn
armored	fear	0.469	gaashaaman
illegality	fear	0.469	sharci darro
overwhelmed	fear	0.469	ka batay
infidelity	fear	0.469	gaalnimo
thresh	fear	0.469	tumasho
scrapie	fear	0.469	xoqid
precipice	fear	0.469	dhuuban
idolatry	fear	0.469	sanam caabudid
depressed	fear	0.469	niyad jabsan
subversion	fear	0.469	qaran dumis
asteroid	fear	0.469	asteroid
jaws	fear	0.469	daanka
accused	fear	0.469	eedaysane
sinking	fear	0.469	quusid
admonition	fear	0.469	waano
indict	fear	0.469	eedayn
quiver	fear	0.469	gabooye
startle	fear	0.469	argagax
toothache	fear	0.469	ilig xanuun
soulless	fear	0.469	naf la'aan
foreclose	fear	0.469	la wareegid
aftermath	fear	0.469	ka dib
fierce	fear	0.469	daran
fever	fear	0.469	qandho
intrusive	fear	0.469	faragelin
decomposition	fear	0.469	burburid
nervous	fear	0.469	dareen
animosity	fear	0.469	cadaawad
inmate	fear	0.469	maxbuus
regime	fear	0.469	nidaam
spear	fear	0.468	waran
nasty	fear	0.466	xumaan
worried	fear	0.466	walwalsan
puma	fear	0.465	puma
thirteenth	fear	0.465	saddex iyo tobnaad
contraband	fear	0.464	kontarabaanka
insecure	fear	0.461	ammaan la'aan
disturbance	fear	0.459	qas
denunciation	fear	0.456	cambaarayn
destitute	fear	0.455	caydhsan
stigma	fear	0.455	ceebayn
powerfully	fear	0.454	si xoog leh
apprehension	fear	0.453	cabsi
derogatory	fear	0.453	bahdilid
disruption	fear	0.453	carqaladayn
rigor	fear	0.453	adag
dinosaur	fear	0.453	dinosaur
rifle	fear	0.453	qoriga
illicit	fear	0.453	xaaraan ah
grope	fear	0.453	haabhaab
howl	fear	0.453	baroor
stranger	fear	0.453	shisheeye
resisting	fear	0.453	iska caabin
resign	fear	0.453	is casil
spasm	fear	0.453	xamaasad
unspeakable	fear	0.453	aan la sheegi karin
quandary	fear	0.453	qallafsanaan
shrill	fear	0.453	qaylo
penal	fear	0.453	ciqaab
lockup	fear	0.453	quful
indoctrination	fear	0.453	indoctrination
restrain	fear	0.453	xakamayn
disreputable	fear	0.453	sumcad xumo
scold	fear	0.453	canaanto
wail	fear	0.453	baroorta
omgomgomg	fear	0.453	omgomgomg
hydrocephalus	fear	0.453	hydrocephalus
warn	fear	0.453	ka dig
batter	fear	0.453	garaacid
ohgod	fear	0.453	Ilaahow
penalty	fear	0.453	rigoore
straits	fear	0.453	cidhiidhi
orphan	fear	0.453	agoon
urgent	fear	0.450	degdeg ah
arraignment	fear	0.450	maxkamadayn
tramp	fear	0.440	tuman
stress	fear	0.439	stress
behemoth	fear	0.439	beheemoth
accidental	fear	0.438	shil
dominate	fear	0.438	ka taliyaan
cabal	fear	0.438	cabal
accuser	fear	0.438	eedaysane
debacle	fear	0.438	qallafsanaan
perverse	fear	0.438	qalloocan
looming	fear	0.438	soo socda
yell	fear	0.438	qaylo
forfeiture	fear	0.438	lumin
infirmity	fear	0.438	daciifnimo
expel	fear	0.438	cayrin
probation	fear	0.438	tijaabin
falter	fear	0.438	dhufan
tribunal	fear	0.438	maxkamad
atrophy	fear	0.438	atrophy
aghhh	fear	0.438	aghhh
bewildered	fear	0.438	wareersan
asp	fear	0.438	asp
mace	fear	0.438	naag
wince	fear	0.438	guulayso
concealed	fear	0.438	qarsoon
indomitable	fear	0.438	aan loo dulqaadan karin
illegitimate	fear	0.438	aan sharci ahayn
stripped	fear	0.438	qaawiyey
unprepared	fear	0.438	aan diyaarsanayn
entangled	fear	0.438	isku duuban
coldsweat	fear	0.438	hargab
dentists	fear	0.438	dhakhaatiirta ilkaha
predicament	fear	0.438	dhibaato
rheumatism	fear	0.438	laabotooyinka
displaced	fear	0.438	barakacay
dislocated	fear	0.438	kala daadsan
prick	fear	0.438	durid
targeting	fear	0.438	beegsiga
obstruct	fear	0.438	hor istaagid
gasping	fear	0.438	xiiqsan
scarcity	fear	0.438	yaraan
irreconcilable	fear	0.438	aan la heshiin karin
impermeable	fear	0.438	aan laga gudbi karin
broke	fear	0.438	jabay
halting	fear	0.435	joojinta
mysterious	fear	0.435	dahsoon
insulting	fear	0.435	cayda
rebels	fear	0.435	jabhado
repulsion	fear	0.431	iska celin
glare	fear	0.430	dhalaalid
punitive	fear	0.425	ciqaabid
sordid	fear	0.425	sirdid
stake	fear	0.423	saamiga
tempest	fear	0.423	duufaan
deleterious	fear	0.422	tir tiraya
reticent	fear	0.422	dib u dhac
stresses	fear	0.422	cadaadis
fainting	fear	0.422	miyir beelid
offense	fear	0.422	gaf
extrajudicial	fear	0.422	maxkamad ka baxsan
delusion	fear	0.422	dhalanteed
thumping	fear	0.422	tumasho
lament	fear	0.422	baroorta
depress	fear	0.422	niyad jab
usurped	fear	0.422	la qabsaday
bigot	fear	0.422	nin weyn
hydra	fear	0.422	hydra
stressin	fear	0.422	stressin
coyote	fear	0.422	coyote
wilderness	fear	0.422	cidlada
infamous	fear	0.422	magac xumo
troll	fear	0.422	rogrogid
dissident	fear	0.422	diidan
unnatural	fear	0.422	aan dabiici ahayn
disappear	fear	0.422	baaba'a
bayonet	fear	0.422	bayonet
depresson	fear	0.422	niyad jab
anathema	fear	0.422	anathema
steal	fear	0.422	xado
publicspeaking	fear	0.422	ku hadalka dadweynaha
burdensome	fear	0.422	culus
bier	fear	0.422	bir
prowl	fear	0.422	dabac
ultimatum	fear	0.422	ugu danbayn
varicella	fear	0.422	varicella
suspension	fear	0.422	ka joojinta
unsteady	fear	0.422	xasilloonayn
heathen	fear	0.422	gaalada
alien	fear	0.422	shisheeye
adversity	fear	0.418	dhib
ineptitude	fear	0.417	daacadnimo
outsider	fear	0.413	shisheeye
ugliness	fear	0.410	foolxumo
immoral	fear	0.410	anshax xumo
vulture	fear	0.410	gorgorka
ghetto	fear	0.406	geeto
nausea	fear	0.406	lalabo
weakly	fear	0.406	daciifnimo
penance	fear	0.406	towbad keen
distressed	fear	0.406	murugaysan
dominant	fear	0.406	awood badan
disallowed	fear	0.406	la diiday
recklessness	fear	0.406	taxadar la'aan
insolvent	fear	0.406	kharriban
wary	fear	0.406	digtoonow
scar	fear	0.406	nabar
ohdear	fear	0.406	ohdear
drones	fear	0.406	diyaaradaha aan duuliyaha lahayn
tearful	fear	0.406	oohin
stretcher	fear	0.406	bareelo
stressing	fear	0.406	cadaadis
omnipotence	fear	0.406	awood kasta
rubble	fear	0.406	burbur
escape	fear	0.406	baxso
whimper	fear	0.406	qaylo-dhaan
dismissal	fear	0.406	cayrin
screech	fear	0.406	qaylo
resection	fear	0.406	dib u eegis
disorder	fear	0.406	khalkhalka
possession	fear	0.406	haysashada
claw	fear	0.406	ciddi
blackout	fear	0.406	madoobaad
squall	fear	0.406	kufsan
disabled	fear	0.406	naafo ah
deport	fear	0.406	masaafurin
disgust	fear	0.406	karaahiyo
stressful	fear	0.406	walaacsan
socialism	fear	0.405	hantiwadaaga
conspiracy	fear	0.400	shirqool
toughness	fear	0.400	adkaanshaha
defection	fear	0.398	goosasho
absence	fear	0.396	maqnaansho
moan	fear	0.394	cabaad
crusade	fear	0.392	saliib
overt	fear	0.391	cad
whatdoido	fear	0.391	maxaan sameeyaa
refutation	fear	0.391	beenin
descent	fear	0.391	soo degid
reject	fear	0.391	diido
suspicion	fear	0.391	tuhun
exigent	fear	0.391	xamaasad leh
concealment	fear	0.391	qarin
xanax	fear	0.391	xanax
cleave	fear	0.391	kala jeexid
diagnosis	fear	0.391	ogaanshaha
separation	fear	0.391	kala saarid
spaz	fear	0.391	xamaasad
musket	fear	0.391	musket
brimstone	fear	0.391	baaruud
repellent	fear	0.391	celisa
discrimination	fear	0.391	takoorid
unrest	fear	0.391	xasilloonni darro
insolvency	fear	0.391	khasaare
submission	fear	0.391	soo gudbin
mental	fear	0.391	maskaxiyan
scarecrow	fear	0.391	cabsi
snare	fear	0.391	dabin
unemployed	fear	0.391	shaqo la'aan
stifled	fear	0.391	cabudhin
procedure	fear	0.391	habraaca
excitation	fear	0.391	kicin
cyst	fear	0.391	cyst
avoiding	fear	0.391	iska ilaalinta
lose	fear	0.391	lumin
nervy	fear	0.391	neerfaha
gulp	fear	0.391	caloolxumo
conquer	fear	0.391	guulaysto
dubious	fear	0.391	shaki badan
hardened	fear	0.391	qallafsanaan
radon	fear	0.391	radon
urgency	fear	0.391	degdeg ah
theocratic	fear	0.391	teocratic
poverty	fear	0.391	faqrinimo
throb	fear	0.388	garaacid
outcast	fear	0.388	ka baxsan
orc	fear	0.388	orc
disapprove	fear	0.380	diidaan
dontpanic	fear	0.378	ha cabsanin
withdrawals	fear	0.377	ka bixitaan
plea	fear	0.377	codsi
expose	fear	0.375	qaawin
edict	fear	0.375	amar
frigate	fear	0.375	markab
bunker	fear	0.375	guntimo
obligor	fear	0.375	waajib
suspected	fear	0.375	la tuhunsan yahay
interrogate	fear	0.375	su'aalo weydiin
escaped	fear	0.375	baxsatay
flu	fear	0.375	hargab
ocd	fear	0.375	ocd
taunt	fear	0.375	cayda
sultan	fear	0.375	suldaan
bad	fear	0.375	xun
bankrupt	fear	0.375	kacday
psychological	fear	0.375	nafsiyeed
dentistry	fear	0.375	dhakhtarka ilkaha
chimera	fear	0.375	chimera
sneaking	fear	0.375	dhuumasho
nauseous	fear	0.375	lalabo
barricade	fear	0.375	barricade
locust	fear	0.375	ayax
dissolution	fear	0.375	kala dirid
misconception	fear	0.375	fikrad khaldan
embarrassment	fear	0.375	xishood
chasm	fear	0.375	xujo
grieve	fear	0.375	murugoon
khan	fear	0.375	khaan
coldness	fear	0.375	qaboow
kerosene	fear	0.375	kirosin
antsy	fear	0.375	antsy
mentalhealth	fear	0.375	caafimaadka maskaxda
obi	fear	0.375	obi
pressure	fear	0.375	cadaadis
military	fear	0.375	ciidan
whirlpool	fear	0.375	dabayl
repellant	fear	0.373	celisa
unknown	fear	0.369	aan la garanayn
pare	fear	0.367	iska dhig
jealousy	fear	0.365	xaasidnimo
formidable	fear	0.359	laga cabsado
desert	fear	0.359	lamadegaan
cautionary	fear	0.359	taxaddar leh
onedge	fear	0.359	cufan
jaundice	fear	0.359	cagaarshow
pessimism	fear	0.359	rajo xumo
recurring	fear	0.359	soo noqnoqda
difficult	fear	0.359	adag
concerned	fear	0.359	walaacsan
consternation	fear	0.359	naxdin
bottomless	fear	0.359	gun la'aan
revolution	fear	0.359	kacaan
stint	fear	0.359	tirade
government	fear	0.359	dawladda
bankruptcy	fear	0.359	kiciyey
timid	fear	0.359	xishood badan
contempt	fear	0.359	quudhsi
warned	fear	0.359	ka digay
measles	fear	0.359	jadeeco
rejects	fear	0.359	diiday
sectarian	fear	0.359	kooxeed
headaches	fear	0.359	madax xanuun
dart	fear	0.359	dart
sortie	fear	0.359	kala soocida
wasting	fear	0.359	khasaarin
conquest	fear	0.359	qabsasho
depreciation	fear	0.359	qiimo dhaca
mournful	fear	0.359	murugaysan
mandamus	fear	0.359	mandamus
spike	fear	0.359	baraarujin
cur	fear	0.359	cur
burke	fear	0.359	burke
rebel	fear	0.359	fallaagow
exam	fear	0.359	imtixaan
anomaly	fear	0.359	anomaly
mug	fear	0.359	koob
constrain	fear	0.358	xannibid
languishing	fear	0.358	daalan
bane	fear	0.356	ban
impeach	fear	0.354	xil ka qaadis
warden	fear	0.354	ilaaliye
adverse	fear	0.352	xumaan
lawyer	fear	0.349	Garyaqaan
libel	fear	0.348	cay
retrenchment	fear	0.345	shaqo ka fariisin
imminent	fear	0.345	dhow
shame	fear	0.344	ceeb
avoidance	fear	0.344	ka fogaansho
shortage	fear	0.344	yaraan
opium	fear	0.344	opium
swerve	fear	0.344	leexleexan
evade	fear	0.344	ka cararid
servile	fear	0.344	adeegid
pest	fear	0.344	cayayaan
hesitation	fear	0.344	labalabayn
loneliness	fear	0.344	kalinimo
discipline	fear	0.344	edbinta
fanaticism	fear	0.344	xag-jirnimo
sorrow	fear	0.344	murugo
hiss	fear	0.344	foodhyo
belittle	fear	0.344	yaree
knell	fear	0.344	jilba joog
contentious	fear	0.344	muran badan
bearish	fear	0.344	bahalnimo
opposed	fear	0.344	ka soo horjeeda
launches	fear	0.344	bilaabay
taboo	fear	0.344	tabuu
cutter	fear	0.344	gooya
defy	fear	0.344	diidi
unjustifiable	fear	0.344	qiil la'aan
parachute	fear	0.344	baarashuud
eel	fear	0.344	eel
psych	fear	0.344	maskaxiyan
aaaaaaah	fear	0.344	ahaaaaah
verdict	fear	0.344	xukun
mri	fear	0.344	mri
shaky	fear	0.344	gariirsan
resistant	fear	0.344	adkaysi u leh
obstacle	fear	0.344	caqabad
reckless	fear	0.344	taxadar la'aan
recession	fear	0.344	hoos u dhac
disrespectful	fear	0.343	ixtiraam darro
phalanx	fear	0.342	phalanx
creature	fear	0.340	makhluuq
specter	fear	0.331	daawasho
mortgage	fear	0.331	dayn
enigmatic	fear	0.329	yaab leh
supremacy	fear	0.328	sareyn
bugaboo	fear	0.328	bugaboo
defendant	fear	0.328	eedaysanaha
feeling	fear	0.328	dareen
ethereal	fear	0.328	ethereal
undesirable	fear	0.328	aan la rabin
mishap	fear	0.328	xumaan
outpost	fear	0.328	dibadda
weirdo	fear	0.328	yaab leh
caution	fear	0.328	taxaddar
spillin	fear	0.328	daadsan
dike	fear	0.328	dik
dominion	fear	0.328	xukun
wimp	fear	0.328	garaacid
quash	fear	0.328	qush
subordinate	fear	0.328	hooseeyo
shank	fear	0.328	shanqadh
remove	fear	0.328	ka saar
senseless	fear	0.328	caqli-xumo
shutdown	fear	0.328	Bakhtii
gametime	fear	0.328	waqtiga ciyaarta
uhoh	fear	0.328	uuh
loom	fear	0.328	dharbaaxo
police	fear	0.328	booliis
wrongly	fear	0.328	si qaldan
unlucky	fear	0.328	nasiib darro
gladiator	fear	0.328	gladiator
adrift	fear	0.328	dulmarin
hives	fear	0.328	cuncunyo
smut	fear	0.328	xumeyn
encumbrance	fear	0.328	cudud
unsettled	fear	0.327	degganayn
scarce	fear	0.327	gabaabsi
antisocial	fear	0.324	bulshada ka soo horjeeda
astray	fear	0.320	baadiyoobay
vigilant	fear	0.319	feejigan
socialist	fear	0.318	hantiwadaag
halter	fear	0.318	hakin
pessimist	fear	0.317	niyad jab
pacing	fear	0.316	dhaqdhaqaajin
wimpy	fear	0.312	wimpy
clinical	fear	0.312	caafimaad
blight	fear	0.312	xanuun
muzzle	fear	0.312	xakame
ahhhhhhhh	fear	0.312	ahhhhhhh
therapist	fear	0.312	daaweeyaha
laxative	fear	0.312	calool jilciye
obsessing	fear	0.312	waswaasiin
seclusion	fear	0.312	gooni-u-saarid
foreigner	fear	0.312	shisheeye
dentist	fear	0.312	dhakhtarka ilkaha
chargeable	fear	0.312	la qaadi karo
deadline	fear	0.312	kama dambaysta
uneasy	fear	0.312	dhib la'aan
valium	fear	0.312	faashad
powerful	fear	0.312	awood leh
opponent	fear	0.312	ka soo horjeeda
ordnance	fear	0.312	amar
cram	fear	0.312	ciriiri
unexpected	fear	0.312	lama filaan ah
thorny	fear	0.312	qodax leh
discontinuity	fear	0.312	joojinta
conspire	fear	0.312	shirqool
collusion	fear	0.312	wadashaqayn
litigate	fear	0.312	dacwad
unkind	fear	0.312	naxariis darro
whirlwind	fear	0.312	duufaan
nether	fear	0.312	hoose
trickery	fear	0.312	khiyaano
bewilderment	fear	0.312	wareer
overthinking	fear	0.309	ka fikirid
doubts	fear	0.308	shakiyo
seriousness	fear	0.305	halis ah
irrational	fear	0.305	caqli-xumo
erase	fear	0.303	tirtirid
teasing	fear	0.303	jeesjeesasho
razor	fear	0.303	mandiil
sweating	fear	0.298	dhididsan
mage	fear	0.297	mage
giant	fear	0.297	weyn
weighty	fear	0.297	miisaan leh
warning	fear	0.297	digniin
avoid	fear	0.297	iska ilaali
inflation	fear	0.297	Sicir bararka
mislead	fear	0.297	marin habaabin
adjudicate	fear	0.297	garsoorid
endless	fear	0.297	aan dhammaad lahayn
deflation	fear	0.297	deflation
depreciated	fear	0.297	hoos u dhacay
bitch	fear	0.297	qaniinyo
swamp	fear	0.297	dhiiqo
bale	fear	0.297	bale
dashed	fear	0.297	tuurtay
crouching	fear	0.297	laabasho
flounder	fear	0.297	floor
hide	fear	0.297	qari
reluctant	fear	0.297	cagajiid
unsurpassed	fear	0.297	aan la dhaafin
medical	fear	0.297	caafimaad
timidity	fear	0.297	xishood
auditor	fear	0.297	hantidhawr
deluge	fear	0.287	daad
disinformation	fear	0.286	warbaxin
court	fear	0.284	maxkamad
aversion	fear	0.283	nacayb
cartridge	fear	0.281	kartoonada
unfriendly	fear	0.281	saaxiibtinimo la'aan
cautious	fear	0.281	taxaddar leh
surveillance	fear	0.281	ilaalinta
yelp	fear	0.281	jaad
confusion	fear	0.281	wareer
apache	fear	0.281	apache
flying	fear	0.281	duulaya
submitting	fear	0.281	soo gudbin
discourage	fear	0.281	niyad jabin
rush	fear	0.281	degdegsan
fortress	fear	0.281	qalcaddii
dwarfed	fear	0.281	duuduuban
challenge	fear	0.281	loolan
notready	fear	0.281	aan diyaar ahayn
wan	fear	0.281	waan
mistaken	fear	0.281	qalday
hurryup	fear	0.281	dhaqso
swelling	fear	0.281	barar
oncoming	fear	0.281	soo socda
remains	fear	0.281	haray
unruly	fear	0.281	maamul la'aan
bigoted	fear	0.281	nin jeclaysi
intense	fear	0.279	daran
noncompliance	fear	0.276	u hoggaansami la'aan
alerts	fear	0.276	digniino
planes	fear	0.274	diyaarado
cop	fear	0.273	askari
displeased	fear	0.273	xanaaqsan
unbridled	fear	0.271	aan xakameyn
problem	fear	0.266	dhibaato
crouch	fear	0.266	jilbasho
sneak	fear	0.266	dhuumasho
hood	fear	0.266	dabool
force	fear	0.266	xoog
confession	fear	0.266	qirasho
posse	fear	0.266	haysashada
banger	fear	0.266	banger
belt	fear	0.266	suunka
crowds	fear	0.266	dad badan
elevation	fear	0.266	sare u qaadid
insomnia	fear	0.266	hurdo la'aan
auditions	fear	0.266	bandhigyo
forgotten	fear	0.266	iloobay
affront	fear	0.266	aflagaado
cloak	fear	0.266	marada
newjob	fear	0.266	shaqo cusub
blindfold	fear	0.266	indho shareerid
skid	fear	0.266	taraarax
blemish	fear	0.266	iin
uncanny	fear	0.266	aan la garan karin
sentence	fear	0.266	xukun
cupping	fear	0.266	koobab
regiment	fear	0.266	guuto
hooded	fear	0.266	daboolan
operation	fear	0.266	hawlgal
immerse	fear	0.266	quusin
shanghai	fear	0.266	shanghai
acrobat	fear	0.266	acrobat
flurries	fear	0.266	qulqulo
spur	fear	0.262	kicin
mortgagor	fear	0.258	mortgagor
defense	fear	0.258	difaaca
insect	fear	0.250	cayayaan
defend	fear	0.250	difaaco
cataract	fear	0.250	cataract
stealthy	fear	0.250	qarsoodi ah
swampy	fear	0.250	dhiiqo leh
sunk	fear	0.250	quustay
run	fear	0.250	orod
scapegoat	fear	0.250	rigoore
jobinterview	fear	0.250	wareysi shaqo
repent	fear	0.250	toobad
breakingnews	fear	0.250	War degdeg AH
obliging	fear	0.250	waajibinaysa
rascal	fear	0.250	cunfi
impatiently	fear	0.250	samir la'aan
react	fear	0.250	falcelin
doubt	fear	0.250	shaki
guard	fear	0.250	ilaali
forewarned	fear	0.250	ka digay
foul	fear	0.250	xumaan
indifference	fear	0.250	danayn la'aan
hag	fear	0.250	hag
picket	fear	0.250	qaado
delusional	fear	0.250	dhalanteed
standstill	fear	0.250	istaagid
rating	fear	0.250	qiimeynta
spinster	fear	0.250	spinster
unfamiliar	fear	0.250	aan la aqoon
indecisive	fear	0.250	go'aan la'aan
grounded	fear	0.242	salka ku haysa
badhabit	fear	0.242	badhabit
highest	fear	0.236	ugu sarreeya
aaaah	fear	0.234	ahaaa
shrink	fear	0.234	dhimid
insomniac	fear	0.234	hurdo la'aan
chicken	fear	0.234	digaag
bee	fear	0.234	shinni
inequality	fear	0.234	sinnaan la'aan
verge	fear	0.234	qarka u saaran
shelters	fear	0.234	hoy
buzz	fear	0.234	buuq
buck	fear	0.234	lacag
discontent	fear	0.234	niyad jab
difficulty	fear	0.234	dhib
finalized	fear	0.234	dhammaatay
overdrive	fear	0.234	xad dhaaf
pinion	fear	0.234	pinion
scaffold	fear	0.234	shafka
dependence	fear	0.234	ku tiirsanaanta
rekindle	fear	0.234	dib u kicin
instinctive	fear	0.234	dareen leh
thatmoment	fear	0.234	waqtigaas
sleepless	fear	0.234	hurdo la'aan
intercede	fear	0.234	shafeeco
psychiatrist	fear	0.234	dhakhtarka maskaxda
rushing	fear	0.233	degdegsan
overslept	fear	0.226	seexday
default	fear	0.226	default
confessional	fear	0.225	qirasho leh
impatient	fear	0.224	dulqaad la'aan
tactics	fear	0.219	xeeladaha
aga	fear	0.219	aga
blues	fear	0.219	buluug
thrill	fear	0.219	farxad
immigrant	fear	0.219	soo galooti
veer	fear	0.219	waar
sweat	fear	0.219	dhidid
cane	fear	0.219	bakoorad
revelations	fear	0.219	muujinta
whatif	fear	0.219	ka waran
waver	fear	0.219	gaabsan
jungle	fear	0.219	kaynta
fingerscrossed	fear	0.219	faraha lagala wareegay
stingy	fear	0.219	bakhaylnimo
bait	fear	0.219	sed
unequal	fear	0.219	aan sinnayn
lastminute	fear	0.219	daqiiqadii ugu dambeysay
heft	fear	0.219	cufan
overtired	fear	0.218	daal badan
prognosis	fear	0.217	saadaasha
alertness	fear	0.216	feejignaan
hyped	fear	0.214	buunbuuniyey
wishmeluck	fear	0.212	niyad jab
somuchtodo	fear	0.212	somuchtodo
toomuchtodo	fear	0.212	toomuchtodo
tryouts	fear	0.210	tijaabooyin
clowns	fear	0.207	dharbaaxayaal
fluctuation	fear	0.204	isbedbeddelka
examination	fear	0.204	baaritaan
restless	fear	0.204	nasasho la'aan
uphill	fear	0.203	sare
quail	fear	0.203	digaagduur
phew	fear	0.203	phew
mighty	fear	0.203	xoog badan
cross	fear	0.203	iskutallaab
hurry	fear	0.203	dhaqso
recesses	fear	0.203	nasasho
intimacy	fear	0.203	isu dhawaansho
overcome	fear	0.203	ka adkaan
birth	fear	0.203	dhalashada
acceptances	fear	0.203	aqbalid
help	fear	0.203	I caawi
fearless	fear	0.200	cabsi la'aan
change	fear	0.198	isbedel
ware	fear	0.198	ware
withstand	fear	0.197	adkaysi
asap	fear	0.191	dhaqso badan
heighten	fear	0.188	kordhin
watch	fear	0.188	daawo
tract	fear	0.188	marin
advance	fear	0.188	hore u mari
overcoming	fear	0.188	ka adkaansho
attorney	fear	0.188	qareen
deadlines	fear	0.188	waqtiyada kama dambaysta ah
bug	fear	0.188	bug
knots	fear	0.188	guntinno
owing	fear	0.188	lagu leeyahay
waitinggame	fear	0.188	ciyaarta sugitaanka
unorganised	fear	0.188	aan abaabulnayn
gnome	fear	0.188	gnome
fragile	fear	0.188	jilicsan
cautiously	fear	0.188	si taxadar leh
stillness	fear	0.188	aamusnaan
intrigue	fear	0.188	dhagarta
rule	fear	0.188	xeer
elf	fear	0.185	elf
stillwaiting	fear	0.184	weli sugaya
lonely	fear	0.183	cidlo
slippery	fear	0.181	simbiran
interview	fear	0.180	waraysi
everyman	fear	0.178	nin walba
speculation	fear	0.176	mala-awaal
needtoknow	fear	0.173	waa in la ogaadaa
worship	fear	0.172	cibaado
unsure	fear	0.172	aan la hubin
surprise	fear	0.172	yaab
settlor	fear	0.172	dejiye
competition	fear	0.172	tartanka
readytogo	fear	0.172	diyaarto
checkpoint	fear	0.172	isbaaro
composure	fear	0.172	degenaansho
interviewer	fear	0.172	waraysiye
chaff	fear	0.172	buunshaha
regulatory	fear	0.172	sharciyeyn
birch	fear	0.172	bjørk
shell	fear	0.172	qolof
assessment	fear	0.172	qiimaynta
uncertain	fear	0.172	aan la hubin
rod	fear	0.172	usha
humanrights	fear	0.172	xuquuqda aadanaha
less	fear	0.167	ka yar
coy	fear	0.162	koley
iris	fear	0.160	iris
intimately	fear	0.156	si dhow
hearing	fear	0.156	maqal
legalized	fear	0.156	xalaaleeyey
needit	fear	0.156	u baahan
audition	fear	0.156	daawasho
retirement	fear	0.156	hawlgab
countdown	fear	0.156	tirinta
sly	fear	0.156	khiyaano
bases	fear	0.156	saldhigyada
ceasefire	fear	0.156	xabbad joojin
medication	fear	0.156	daawo
courageous	fear	0.154	geesinimo leh
overthinker	fear	0.153	ka fiirsada
backtrack	fear	0.151	dib u dhac
dawned	fear	0.150	waagu baryay
censor	fear	0.149	faafreeb
bailiff	fear	0.147	Namsmannen
syllabus	fear	0.147	manhajka
delay	fear	0.141	dib u dhac
newcomer	fear	0.141	cusub
imagination	fear	0.141	mala-awaal
waiting	fear	0.141	sugitaanka
gent	fear	0.141	caan ah
validity	fear	0.141	ansaxnimada
cove	fear	0.141	damac
rationality	fear	0.141	caqli-galnimada
caricature	fear	0.141	caricature
eventuality	fear	0.141	aakhirka
alreadyyyyy	fear	0.140	hore ayay
shy	fear	0.140	xishood
symptom	fear	0.133	calaamad
excite	fear	0.132	xamaasad
raccoon	fear	0.127	raccoon
clown	fear	0.125	dharbaaxo
tryout	fear	0.125	tijaabin
needtorelax	fear	0.125	loo baahan yahay
swim	fear	0.125	dabaal
campaigning	fear	0.125	olole
hawk	fear	0.125	caws
prevent	fear	0.125	ka hortag
gameday	fear	0.125	gameday
ahhh	fear	0.125	ahaa
marry	fear	0.125	guurso
sprite	fear	0.125	sprite
soready	fear	0.125	xanuunsaday
sag	fear	0.123	sag
pharmacy	fear	0.123	farmashiyaha
policeman	fear	0.121	booliis
dreamt	fear	0.111	ku riyooday
lace	fear	0.111	shalash
homework	fear	0.109	shaqada guriga
destination	fear	0.109	meesha loo socdo
incase	fear	0.109	Lacalla
pray	fear	0.109	tukada
knot	fear	0.109	guntin
confidence	fear	0.109	kalsooni
bigday	fear	0.109	bigday
holiness	fear	0.109	quduusnimada
notoriety	fear	0.109	caannimo
weight	fear	0.109	miisaanka
slender	fear	0.100	caato ah
undecided	fear	0.098	go'aan la'aan
sympathetic	fear	0.097	dabacsanaadaan
poise	fear	0.094	xasillooni
case	fear	0.094	kiis
treat	fear	0.094	daweyn
locate	fear	0.094	meel hel
loyal	fear	0.094	daacad
grades	fear	0.094	buundooyinka
god	fear	0.094	ilaah
