English Word	Emotion	Emotion-Intensity-Score	Kazakh Word
waver	fear	0.219	тербеліс
jungle	fear	0.219	джунгли
fingerscrossed	fear	0.219	саусақ айқастырды
stingy	fear	0.219	сараң
bait	fear	0.219	жем
unequal	fear	0.219	тең емес
lastminute	fear	0.219	Соңғы минут
heft	fear	0.219	ауыр
overtired	fear	0.218	шамадан тыс шаршаған
prognosis	fear	0.217	болжам
alertness	fear	0.216	сергектік
hyped	fear	0.214	қобалжыды
wishmeluck	fear	0.212	маған сәттілік тіле
somuchtodo	fear	0.212	сомучтодо
toomuchtodo	fear	0.212	тымучтодо
tryouts	fear	0.210	сынақтар
clowns	fear	0.207	сайқымазақтар
fluctuation	fear	0.204	ауытқуы
examination	fear	0.204	емтихан
restless	fear	0.204	мазасыз
uphill	fear	0.203	жоғары
quail	fear	0.203	бөдене
phew	fear	0.203	уф
mighty	fear	0.203	құдіретті
cross	fear	0.203	крест
hurry	fear	0.203	асығыңыз
recesses	fear	0.203	ойықтар
intimacy	fear	0.203	жақындық
overcome	fear	0.203	жеңу
birth	fear	0.203	туу
acceptances	fear	0.203	қабылдаулар
help	fear	0.203	Көмектесіңдер
fearless	fear	0.200	қорықпайтын
change	fear	0.198	өзгерту
ware	fear	0.198	ыдыс
withstand	fear	0.197	қарсы тұру
asap	fear	0.191	мүмкіндігінше тезірек
heighten	fear	0.188	арттыру
watch	fear	0.188	қарау
tract	fear	0.188	тракт
advance	fear	0.188	алдын ала
overcoming	fear	0.188	жеңу
attorney	fear	0.188	адвокат
deadlines	fear	0.188	мерзімдері
bug	fear	0.188	қате
knots	fear	0.188	түйіндер
owing	fear	0.188	қарыз
waitinggame	fear	0.188	күту ойыны
unorganised	fear	0.188	ұйымдастырылмаған
gnome	fear	0.188	гном
fragile	fear	0.188	сынғыш
cautiously	fear	0.188	сақтықпен
stillness	fear	0.188	тыныштық
intrigue	fear	0.188	интрига
rule	fear	0.188	ереже
elf	fear	0.185	эльф
stillwaiting	fear	0.184	әлі күтіп тұрмын
lonely	fear	0.183	жалғыздық
slippery	fear	0.181	тайғақ
interview	fear	0.180	сұхбат
everyman	fear	0.178	әрбір адам
speculation	fear	0.176	алыпсатарлық
needtoknow	fear	0.173	білу керек
worship	fear	0.172	ғибадат ету
unsure	fear	0.172	сенімсіз
surprise	fear	0.172	таң қалдыру
settlor	fear	0.172	қоныстанушы
competition	fear	0.172	бәсеке
readytogo	fear	0.172	дайын
checkpoint	fear	0.172	бақылау пункті
composure	fear	0.172	сабырлылық
interviewer	fear	0.172	сұхбат беруші
chaff	fear	0.172	саман
regulatory	fear	0.172	реттеуші
birch	fear	0.172	қайың
shell	fear	0.172	қабық
assessment	fear	0.172	бағалау
uncertain	fear	0.172	белгісіз
rod	fear	0.172	таяқ
humanrights	fear	0.172	адам құқықтары
less	fear	0.167	Аздау
coy	fear	0.162	ұялшақ
iris	fear	0.160	ирис
intimately	fear	0.156	жақын
hearing	fear	0.156	есту
legalized	fear	0.156	заңдастырылған
needit	fear	0.156	қажет
audition	fear	0.156	тыңдау
retirement	fear	0.156	зейнеткерлікке шығу
countdown	fear	0.156	кері санақ
sly	fear	0.156	қу
bases	fear	0.156	негіздер
ceasefire	fear	0.156	атысты тоқтату
medication	fear	0.156	дәрі
courageous	fear	0.154	батыл
overthinker	fear	0.153	артық ойшыл
backtrack	fear	0.151	кері шегініс
dawned	fear	0.150	таң атты
censor	fear	0.149	цензор
bailiff	fear	0.147	сот орындаушысы
syllabus	fear	0.147	жоспар
delay	fear	0.141	кешіктіру
newcomer	fear	0.141	жаңадан келген
imagination	fear	0.141	қиял
waiting	fear	0.141	күту
gent	fear	0.141	мырза
validity	fear	0.141	жарамдылық
cove	fear	0.141	бұғаз
rationality	fear	0.141	ұтымдылық
caricature	fear	0.141	карикатура
eventuality	fear	0.141	ықтималдық
alreadyyyyy	fear	0.140	уже жжж
shy	fear	0.140	ұялшақ
symptom	fear	0.133	симптом
excite	fear	0.132	еліктіру
raccoon	fear	0.127	ракон
clown	fear	0.125	сайқымазақ
tryout	fear	0.125	байқап көру
needtorelax	fear	0.125	босаңсыту қажет
swim	fear	0.125	жүзу
campaigning	fear	0.125	үгіт-насихат жүргізу
hawk	fear	0.125	сұңқар
prevent	fear	0.125	алдын алу
gameday	fear	0.125	ойын күні
ahhh	fear	0.125	ахх
marry	fear	0.125	үйлен
sprite	fear	0.125	спрайт
soready	fear	0.125	қатты
sag	fear	0.123	шөгу
pharmacy	fear	0.123	дәріхана
policeman	fear	0.121	полицей
dreamt	fear	0.111	армандаған
lace	fear	0.111	шілтер
homework	fear	0.109	үй жұмысы
destination	fear	0.109	межелі
incase	fear	0.109	жағдайда
pray	fear	0.109	дұға ету
knot	fear	0.109	түйін
confidence	fear	0.109	сенімділік
bigday	fear	0.109	үлкен күн
holiness	fear	0.109	киелілік
notoriety	fear	0.109	атақтылық
weight	fear	0.109	салмақ
slender	fear	0.100	жіңішке
undecided	fear	0.098	шешілмеген
sympathetic	fear	0.097	жанашыр
poise	fear	0.094	байсалдылық
case	fear	0.094	іс
treat	fear	0.094	емдеу
locate	fear	0.094	табу
loyal	fear	0.094	адал
grades	fear	0.094	бағалар
god	fear	0.094	құдай
helmet	fear	0.094	дулыға
confident	fear	0.094	сенімді
counsellor	fear	0.094	кеңесші
northeast	fear	0.088	солтүстік-шығыс
graduation	fear	0.078	бітіру
compassion	fear	0.078	жанашырлық
nurture	fear	0.078	тәрбиелеу
graded	fear	0.075	бағаланған
mum	fear	0.070	анам
infant	fear	0.067	нәресте
journey	fear	0.062	саяхат
parade	fear	0.062	парад
gradschool	fear	0.062	мектеп
civilian	fear	0.062	азаматтық
cloudiness	fear	0.062	бұлттылық
cash	fear	0.062	қолма-қол ақша
civilians	fear	0.062	бейбіт тұрғындар
guidelines	fear	0.062	нұсқаулар
soulmate	fear	0.062	жан серігі
youth	fear	0.062	жастар
opera	fear	0.057	опера
synonymous	fear	0.056	синоним
honest	fear	0.047	адал
praying	fear	0.047	дұға ету
intelligence	fear	0.038	ақыл
volunteer	fear	0.031	ерікті
romance	fear	0.031	романтика
lines	fear	0.031	сызықтар
obey	fear	0.016	бағыну
happiest	joy	0.986	ең бақытты
happiness	joy	0.984	бақыт
bliss	joy	0.971	бақыт
celebrating	joy	0.970	тойлау
jubilant	joy	0.969	қуанышты
ecstatic	joy	0.954	экстатикалық
elation	joy	0.944	қуаныш
beaming	joy	0.938	сәулелену
bestdayever	joy	0.938	ең керемет күн
loveee	joy	0.932	ғашық
celebration	joy	0.929	мереке
awesomeness	joy	0.926	кереметтік
joy	joy	0.924	қуаныш
joyous	joy	0.922	қуанышты
fabulous	joy	0.922	керемет
happily	joy	0.922	бақытты
excitement	joy	0.922	толқу
exuberance	joy	0.922	толқу
makesmehappy	joy	0.922	мені бақытты етеді
euphoria	joy	0.922	эйфория
lovee	joy	0.920	ғашық
gratitude	joy	0.914	алғыс
happydance	joy	0.912	бақытты би
merriment	joy	0.912	көңілділік
spectacular	joy	0.912	әсерлі
overjoyed	joy	0.909	қуанышында шек болмады
purebliss	joy	0.909	таза бақыт
triumphant	joy	0.907	жеңімпаз
ecstasy	joy	0.906	экстаз
lovelovelove	joy	0.906	ғашық махаббат
cheerful	joy	0.906	көңілді
cheer	joy	0.897	көңіл көтеру
elated	joy	0.894	шаттанды
peaceofmind	joy	0.891	ой тыныштығы
jolly	joy	0.891	көңілді
delighted	joy	0.891	Қуанышты
lovethis	joy	0.891	мұны жақсы көремін
excitation	joy	0.891	қозу
exhilaration	joy	0.891	шаттану
pleasures	joy	0.891	ләззат
laugh	joy	0.891	күл
marvelously	joy	0.881	керемет
loving	joy	0.879	сүйетін
joyful	joy	0.879	қуанышты
blissful	joy	0.879	бақытты
outstanding	joy	0.879	көрнекті
pleasurable	joy	0.877	ұнамды
lovinglife	joy	0.875	сүйіспеншілікке толы өмір
enthusiastic	joy	0.875	ынталы
glee	joy	0.875	қуану
iloveher	joy	0.875	мен оны жақсы көремін
yaaaay	joy	0.875	яааай
overthemoon	joy	0.875	артық ай
happyplace	joy	0.875	бақытты жер
sohappy	joy	0.868	сондай бақытты
superb	joy	0.864	тамаша
woohoo	joy	0.864	уау
laughing	joy	0.864	күлу
wonderful	joy	0.863	тамаша
hooray	joy	0.859	ура
loved	joy	0.859	сүйген
tearsofjoy	joy	0.859	қуаныш көз жасы
hallelujah	joy	0.859	сәлем
magnificent	joy	0.859	керемет
glory	joy	0.859	даңқ
ilovechristmas	joy	0.859	Рождество мерекесі
brilliant	joy	0.859	тамаша
celebrated	joy	0.859	атап өтілді
cheering	joy	0.859	қолдау көрсету
yayyyy	joy	0.859	аааааа
heavenly	joy	0.853	көктегі
exciting	joy	0.853	қызықты
thrilled	joy	0.851	толқып кетті
mademyday	joy	0.848	менің күнім
hohoho	joy	0.845	хохохо
celebrate	joy	0.844	тойлау
wonderfully	joy	0.844	керемет
blessing	joy	0.844	бата
favoriteholiday	joy	0.844	сүйікті мереке
paradise	joy	0.833	жұмақ
marvellous	joy	0.833	керемет
festive	joy	0.833	мерекелік
sweetness	joy	0.833	тәттілік
blessed	joy	0.833	құтты болсын
celebrations	joy	0.833	мерекелер
compliment	joy	0.831	комплимент
smiling	joy	0.828	жымиып
allsmiles	joy	0.828	күлді
love	joy	0.828	махаббат
enchanting	joy	0.828	сиқырлы
homesweethome	joy	0.826	жылы ұя
thankyougod	joy	0.824	рахмет саған
marvelous	joy	0.824	керемет
laughter	joy	0.824	күлкі
goodmood	joy	0.819	көтеріңкі көңіл-күй
goodness	joy	0.818	жақсылық
excellence	joy	0.818	тамаша
sensational	joy	0.818	сенсациялық
joys	joy	0.818	қуаныштар
delightful	joy	0.818	тамаша
excited	joy	0.818	толқыған
rejoicing	joy	0.818	қуану
happyheart	joy	0.818	бақытты жүрек
celebratory	joy	0.818	мерекелік
greatful	joy	0.816	тамаша
jovial	joy	0.814	көңілді
rejoice	joy	0.812	қуану
splendid	joy	0.812	тамаша
enjoy	joy	0.812	ләззат алыңыз
smiley	joy	0.812	смайлик
glorious	joy	0.812	даңқты
victorious	joy	0.812	жеңімпаз
lovemaking	joy	0.812	сүйіспеншілік
bonanza	joy	0.812	жақсы
greatday	joy	0.812	тамаша күн
excellent	joy	0.812	тамаша
goodtimes	joy	0.811	жақсы кездер
whatmakesmesmile	joy	0.811	немесмиле
happyday	joy	0.809	бақытты күн
myfavorite	joy	0.804	менің сүйікті
thankyoulord	joy	0.803	рахмет сізге
gladness	joy	0.803	қуаныш
yayyy	joy	0.803	ияйй
yeahhhh	joy	0.803	иә
pleasure	joy	0.803	рахат
giggle	joy	0.802	күлу
happier	joy	0.797	бақыттырақ
lovemylife	joy	0.797	сүйікті өмір
magnificence	joy	0.797	ұлылық
happytweet	joy	0.797	бақытты твит
lovinlife	joy	0.797	ғашық өмір
yesss	joy	0.797	иә
dancing	joy	0.797	билеу
success	joy	0.797	жетістік
grateful	joy	0.789	риза
amuse	joy	0.788	көңіл көтеру
splendor	joy	0.788	салтанат
happy	joy	0.788	бақытты
fun	joy	0.788	көңілді
giggling	joy	0.781	күлу
glad	joy	0.781	қуанышты
glorify	joy	0.781	дәріптеу
radiant	joy	0.781	сәулелі
beautiful	joy	0.781	әдемі
solucky	joy	0.781	жолы болғыш
sothankful	joy	0.781	алғыс
enchanted	joy	0.781	сиқырланған
romance	joy	0.779	романтика
perfection	joy	0.779	кемелдік
christmassy	joy	0.779	Рождество
heavens	joy	0.779	аспан
thrilling	joy	0.776	толғандыратын
lovable	joy	0.773	сүйкімді
congrats	joy	0.773	құттықтаймын
fiesta	joy	0.773	мереке
entertain	joy	0.773	көңіл көтеру
happyvalentinesday	joy	0.773	Әулие Валентин күні құтты болсын
miraculous	joy	0.773	ғажайып
cheers	joy	0.773	шаттық
cheered	joy	0.773	қуанды
positivity	joy	0.773	позитивтілік
funday	joy	0.772	қызықты күн
enjoying	joy	0.771	ләззат алу
lifeisgood	joy	0.766	өмір жақсы
amused	joy	0.766	көңілді
goodfeeling	joy	0.766	жақсы сезім
christmasspirit	joy	0.766	рождестволық рух
cuddling	joy	0.766	құшақтау
smiles	joy	0.766	күледі
sosweet	joy	0.766	тәп-тәтті
thebest	joy	0.766	ең жақсы
party	joy	0.765	кеш
delight	joy	0.765	рахаттану
orgasm	joy	0.765	оргазм
positive	joy	0.761	оң
sweetheart	joy	0.758	қымбаттым
enlighten	joy	0.758	ағарту
cheerfulness	joy	0.758	көңілділік
miracles	joy	0.758	кереметтер
giddy	joy	0.757	басы ауырады
christmastime	joy	0.757	Рождество
gratify	joy	0.750	қуанту
greatness	joy	0.750	ұлылық
friendliness	joy	0.750	достық
blessings	joy	0.750	баталар
laughs	joy	0.750	күледі
tistheseason	joy	0.750	маусым
smile	joy	0.750	күлу
pleasing	joy	0.750	ұнамды
romantic	joy	0.750	романтикалық
happyholidays	joy	0.750	мерекелеріңіз құтты болсын
frolic	joy	0.748	көңілді
jubilee	joy	0.742	мерейтой
miracle	joy	0.742	керемет
enthusiasm	joy	0.742	ынта
selflove	joy	0.742	өзін жақсы көру
triumph	joy	0.742	жеңіс
magical	joy	0.742	сиқырлы
rewarding	joy	0.742	марапаттау
goodvibes	joy	0.742	жақсылықтар
positiveenergy	joy	0.742	позитивті энергия
feelgood	joy	0.736	жақсы сезіну
prosperity	joy	0.735	өркендеу
behappy	joy	0.734	бақытты бол
admiration	joy	0.734	таңдану
passionate	joy	0.734	құмар
goodday	joy	0.734	Қайырлы күн
luxurious	joy	0.734	сәнді
tgif	joy	0.734	tgif
victory	joy	0.734	жеңіс
feelinggood	joy	0.734	жақсы сезіну
enchant	joy	0.734	сиқырлау
greatnight	joy	0.734	тамаша түн
vivacious	joy	0.734	сергек
glorification	joy	0.733	дәріптеу
sing	joy	0.729	ән айту
glowing	joy	0.729	жарқыраған
yessss	joy	0.728	иә
fulfillment	joy	0.728	орындалуы
breathtaking	joy	0.728	тыныс алу
thankful	joy	0.727	рахмет
cheery	joy	0.727	көңілді
santa	joy	0.727	Аяз ата
hurrah	joy	0.727	асығыс
christmasbreak	joy	0.727	Рождестволық мереке
win	joy	0.727	жеңу
atpeace	joy	0.727	тыныштық
award	joy	0.727	марапаттау
merry	joy	0.727	көңілді
inspiration	joy	0.725	шабыт
radiance	joy	0.725	жарқырау
pleased	joy	0.725	риза
uplift	joy	0.723	көтеру
optimistic	joy	0.723	оптимистік
heaven	joy	0.721	аспан
lucky	joy	0.721	бақытты
godisgreat	joy	0.721	құдай тамаша
holidays	joy	0.721	мерекелер
thrill	joy	0.721	толқу
congratulatory	joy	0.719	құттықтау
thriving	joy	0.719	өркендеу
amusement	joy	0.719	ойын-сауық
perfect	joy	0.719	тамаша
lover	joy	0.719	ғашық
xmas	joy	0.719	Рождество
heartfelt	joy	0.719	шын жүректен
utopian	joy	0.719	утопиялық
lovely	joy	0.719	сүйкімді
harmony	joy	0.719	гармония
praising	joy	0.719	мақтау
brighten	joy	0.719	ағартыңыз
luckiest	joy	0.712	ең бақытты
merrychristmas	joy	0.712	рождество құтты болсын
magic	joy	0.712	сиқыр
achievement	joy	0.712	жетістік
yay	joy	0.712	алақай
holiday	joy	0.712	мереке
treasures	joy	0.712	қазыналар
luxury	joy	0.712	Салтанат
bestfeeling	joy	0.712	ең жақсы сезім
intimate	joy	0.710	жақын
soblessed	joy	0.706	жылады
yaaay	joy	0.706	ияай
rave	joy	0.706	мақтаныш
chuckle	joy	0.706	күлу
proud	joy	0.704	мақтаныш
winning	joy	0.703	жеңу
cherish	joy	0.703	қадірлеу
goodnews	joy	0.703	жақсы жаңалық
fuckyeah	joy	0.703	иә
optimism	joy	0.703	оптимизм
amazingly	joy	0.703	таңқаларлық
lovelife	joy	0.703	махаббат өмірі
truelove	joy	0.703	нағыз махаббат
beautification	joy	0.703	көріктендіру
satisfying	joy	0.703	қанағаттандыратын
appreciates	joy	0.703	бағалайды
cuddled	joy	0.703	құшақтады
goodlife	joy	0.703	жақсы өмір
gooood	joy	0.703	жақсы
sweetest	joy	0.703	ең тәтті
yaay	joy	0.700	ия
entertained	joy	0.700	көңіл көтерді
excite	joy	0.697	еліктіру
newbeginnings	joy	0.693	жаңа бастамалар
praisejesus	joy	0.691	мадақтау Иса
birthday	joy	0.691	туған күні
greatfriends	joy	0.688	тамаша достар
adoration	joy	0.688	табыну
godsend	joy	0.688	құдайы
favorite	joy	0.688	сүйікті
content	joy	0.688	мазмұны
entertaining	joy	0.688	көңіл көтеру
honored	joy	0.688	құрметті
metime	joy	0.688	уақыт
exquisite	joy	0.688	талғампаз
holidayseason	joy	0.688	демалыс маусымы
thankyoujesus	joy	0.688	рахмет Иса
angelic	joy	0.688	періштелік
goodhealth	joy	0.682	жақсы денсаулық
majestic	joy	0.682	айбынды
luscious	joy	0.682	тәтті
memoriesiwontforget	joy	0.682	естеліктер ұмытпайды
bestfriends	joy	0.682	жақын достар
precious	joy	0.682	асыл
appreciated	joy	0.682	бағалады
exaltation	joy	0.682	асқақтату
smiled	joy	0.682	күлді
brightens	joy	0.682	жарқырайды
tranquility	joy	0.679	тыныштық
marry	joy	0.676	үйлен
embrace	joy	0.676	қамту
positively	joy	0.676	оң
grin	joy	0.672	күлу
hug	joy	0.672	құшақтау
hilarious	joy	0.672	күлкілі
dearest	joy	0.672	ең қымбатты
contentment	joy	0.672	қанағаттану
accomplished	joy	0.672	орындалды
relaxation	joy	0.672	Демалыс
bday	joy	0.672	туған күні
enliven	joy	0.672	жандандыру
weeeee	joy	0.672	уи
giggles	joy	0.672	күледі
fulfilled	joy	0.667	орындалды
bountiful	joy	0.667	мол
victor	joy	0.667	жеңімпаз
adore	joy	0.667	сүю
boisterous	joy	0.667	шулы
fulfill	joy	0.664	орындау
cuddles	joy	0.662	құшақтайды
prosperous	joy	0.660	гүлденген
appreciation	joy	0.656	ризашылық
serenity	joy	0.656	тыныштық
happynewyear	joy	0.656	жаңа жыл құтты болсын
humor	joy	0.656	юмор
satisfy	joy	0.656	қанағаттандыру
besties	joy	0.656	жақсылар
encouraged	joy	0.656	көтермеледі
captivate	joy	0.656	баурап алу
christmaseve	joy	0.656	рождество қарсаңында
glow	joy	0.656	жарқырау
romanticism	joy	0.656	романтизм
innerpeace	joy	0.656	ішкі тыныштық
pleasant	joy	0.656	жағымды
praises	joy	0.652	мақтайды
abundance	joy	0.652	молшылық
fortunes	joy	0.652	сәттілік
engaged	joy	0.652	айналысқан
praised	joy	0.652	мақтады
relaxing	joy	0.652	демалу
treasure	joy	0.652	қазына
satisfaction	joy	0.652	қанағаттану
nothingbetter	joy	0.647	жақсырақ ештеңе
affection	joy	0.647	сүйіспеншілік
relieved	joy	0.647	жеңілдетілді
complement	joy	0.647	толықтыру
carnival	joy	0.643	карнавал
priceless	joy	0.641	баға жетпес
uplifting	joy	0.641	көтеріңкі
sensuality	joy	0.641	сезімталдық
saintly	joy	0.641	әулие
champion	joy	0.641	чемпион
thanksgiving	joy	0.641	алғыс айту
harmoniously	joy	0.641	үйлесімді
wedding	joy	0.641	үйлену той
achieve	joy	0.641	жету
divine	joy	0.641	құдайлық
jackpot	joy	0.641	джекпот
honeymoon	joy	0.636	бал айы
exalt	joy	0.636	жоғарылату
twinkle	joy	0.636	жыпылықтау
comforting	joy	0.636	жұбататын
felicity	joy	0.636	бақыт
peaceful	joy	0.636	бейбіт
climax	joy	0.636	шарықтау шегі
winner	joy	0.636	жеңімпаз
reverie	joy	0.636	армандау
yayy	joy	0.636	ия
cuddle	joy	0.636	құшақтау
xoxo	joy	0.634	xoxo
stargazing	joy	0.625	жұлдызды қарау
festival	joy	0.625	фестиваль
sweet	joy	0.625	тәтті
generosity	joy	0.625	жомарттық
brighter	joy	0.625	жарқынырақ
praisegod	joy	0.625	мадақтау
gorgeous	joy	0.625	тамаша
hearts	joy	0.625	жүректер
amusing	joy	0.625	қызық
fondness	joy	0.625	сүйіспеншілік
snuggling	joy	0.625	құшақтау
reward	joy	0.625	сыйақы
sex	joy	0.622	жыныстық қатынас
kind	joy	0.621	мейірімді
genial	joy	0.621	мейірімді
parade	joy	0.621	парад
applause	joy	0.621	шапалақтау
beauty	joy	0.621	сұлулық
fulfilling	joy	0.618	орындаушы
aspiring	joy	0.618	ұмтылу
newlife	joy	0.618	жаңа өмір
godbless	joy	0.616	құдай сақтасын
virtuous	joy	0.613	ізгі
kiss	joy	0.610	сүйіс
christmas	joy	0.609	Рождество
rainbows	joy	0.609	кемпірқосақ
elegance	joy	0.609	талғампаздық
generous	joy	0.609	жомарт
super	joy	0.609	тамаша
playful	joy	0.609	ойнақы
enlightenment	joy	0.609	ағарту
praiseworthy	joy	0.609	мақтауға тұрарлық
awards	joy	0.609	марапаттары
adorable	joy	0.609	сүйкімді
rekindle	joy	0.609	қайта жану
winnings	joy	0.609	ұтыстар
independence	joy	0.607	тәуелсіздік
amour	joy	0.607	құмарлық
kindness	joy	0.606	мейірімділік
surprises	joy	0.606	тосын сыйлар
heheh	joy	0.606	хехе
hilarity	joy	0.606	көңілділік
wonder	joy	0.606	таңқаларлық
freely	joy	0.606	еркін
successful	joy	0.606	сәтті
inspired	joy	0.606	шабыттандырды
onelove	joy	0.606	бір махаббат
whimsical	joy	0.603	таңқаларлық
entertainment	joy	0.603	ойын-сауық
passion	joy	0.603	құмарлық
stressfree	joy	0.601	стресссіз
beautify	joy	0.601	көркейту
sunrise	joy	0.600	күннің шығуы
godisgood	joy	0.597	жақсы
goodmusic	joy	0.594	жақсы музыка
revere	joy	0.594	қастерлеу
whoo	joy	0.594	уа
fanfare	joy	0.594	фанфар
inspire	joy	0.594	шабыттандырады
angel	joy	0.594	періште
thankgod	joy	0.594	Құдайға шүкір
goodies	joy	0.594	тәттілер
jesus	joy	0.594	Иса
accomplishment	joy	0.594	жетістік
snuggled	joy	0.594	тығылып қалды
peacefully	joy	0.594	бейбіт түрде
flirt	joy	0.594	флирт
friendship	joy	0.591	достық
singing	joy	0.591	ән айту
heroic	joy	0.591	қаһармандық
exalted	joy	0.591	жоғарылатылған
fortune	joy	0.591	сәттілік
highest	joy	0.591	ең жоғары
summer	joy	0.591	жаз
contented	joy	0.588	қанағаттанған
rollicking	joy	0.588	айналдыру
overflowing	joy	0.588	толып жатыр
woot	joy	0.588	уау
accolade	joy	0.586	мақтау
hope	joy	0.586	үміт
cozy	joy	0.583	жайлы
delicious	joy	0.579	дәмді
raving	joy	0.578	мақтану
thelife	joy	0.578	өмір
darling	joy	0.578	қымбаттым
sensuous	joy	0.578	сезімтал
picturesque	joy	0.578	көркем
friendly	joy	0.578	достық
everlasting	joy	0.578	мәңгілік
praise	joy	0.578	мақтау
ambition	joy	0.578	амбиция
sparkle	joy	0.577	жарқырау
sensual	joy	0.576	сезімтал
peace	joy	0.576	бейбітшілік
flattering	joy	0.576	мақтау
grace	joy	0.576	әсемдік
luckygirl	joy	0.576	бақытты қыз
heroism	joy	0.576	қаһармандық
succeeding	joy	0.576	табысты
yeahhh	joy	0.576	иә
special	joy	0.574	арнайы
livelife	joy	0.574	өмір сүру
tantalizing	joy	0.572	таң қалдыратын
pumped	joy	0.567	айдалады
yey	joy	0.562	ие
surprise	joy	0.562	таң қалдыру
sunny	joy	0.562	шуақты
prevail	joy	0.562	басым
revels	joy	0.562	қуанады
humorous	joy	0.562	әзілқой
sweets	joy	0.562	тәттілер
liking	joy	0.562	ұнату
admirable	joy	0.562	тамаша
superstar	joy	0.562	супер жұлдыз
relax	joy	0.562	босаңсыңыз
prosper	joy	0.562	өркендеу
hero	joy	0.562	батыр
hugs	joy	0.562	құшақтайды
worthwhile	joy	0.562	тұрарлық
newyear	joy	0.561	жаңа жыл
tenderness	joy	0.561	нәзіктік
bless	joy	0.561	жарылқау
favorable	joy	0.561	қолайлы
freedom	joy	0.561	Бостандық
masterpiece	joy	0.561	жауһар
dreams	joy	0.559	армандар
hopeful	joy	0.559	үмітті
home	joy	0.559	үй
cruising	joy	0.556	круиз
gracias	joy	0.554	рахмет
faithfulness	joy	0.553	адалдық
eagerness	joy	0.552	ынта
closeness	joy	0.552	жақындық
sunshine	joy	0.551	күн сәулесі
comfy	joy	0.551	ыңғайлы
vacation	joy	0.547	демалыс
celestial	joy	0.547	аспандық
good	joy	0.547	жақсы
elite	joy	0.547	элита
illuminate	joy	0.547	жарықтандыру
confidence	joy	0.547	сенімділік
mistletoe	joy	0.547	омела
daughter	joy	0.547	қызы
lifted	joy	0.547	көтерілді
goodmorning	joy	0.547	қайырлы таң
zeal	joy	0.547	құлшыныс
gifts	joy	0.547	сыйлықтар
gift	joy	0.547	сыйлық
astonishment	joy	0.547	таң қалу
heart	joy	0.547	жүрек
completion	joy	0.547	аяқтау
bonus	joy	0.547	бонус
charmed	joy	0.546	Таң қалдым
dance	joy	0.545	би
sublime	joy	0.545	асқақ
recreation	joy	0.545	демалыс
encouragement	joy	0.545	мақтау
god	joy	0.545	құдай
gush	joy	0.545	атқылау
freshstart	joy	0.544	жаңадан бастау
free	joy	0.544	Тегін
savior	joy	0.543	құтқарушы
sanctuary	joy	0.541	киелі орын
grandchildren	joy	0.540	немерелері
wellness	joy	0.537	сауықтыру
revel	joy	0.534	көңіл көтеру
music	joy	0.531	музыка
fab	joy	0.531	керемет
bridal	joy	0.531	қалыңдық
soar	joy	0.531	қалықтап
alive	joy	0.531	тірі
money	joy	0.531	ақша
soothing	joy	0.531	тыныштандыратын
serene	joy	0.531	тыныш
holiness	joy	0.531	киелілік
inspirational	joy	0.531	шабыттандыратын
matrimony	joy	0.531	неке
dayoff	joy	0.531	Демалыс күні
savor	joy	0.531	дәмін тат
vitality	joy	0.531	өміршеңдігі
confident	joy	0.531	сенімді
firstborn	joy	0.531	тұңғышы
rainbow	joy	0.531	кемпірқосақ
liberation	joy	0.531	босату
elegant	joy	0.530	талғампаз
mastery	joy	0.530	шеберлік
glimmer	joy	0.530	жарқырау
illumination	joy	0.530	жарықтандыру
blossom	joy	0.530	гүлдену
warmth	joy	0.530	жылулық
welcomed	joy	0.530	қарсы алды
treat	joy	0.529	емдеу
faithful	joy	0.529	адал
snuggles	joy	0.522	құшақтайды
laurels	joy	0.521	лаврлар
commendable	joy	0.519	мақтауға тұрарлық
succeed	joy	0.516	табысқа жету
jingle	joy	0.516	шырылдау
zest	joy	0.516	дәм
noschool	joy	0.516	мектеп
brotherly	joy	0.516	бауырлас
silly	joy	0.516	ақымақ
abundant	joy	0.516	мол
fancy	joy	0.516	сәнді
resplendent	joy	0.516	жарқыраған
strengthening	joy	0.516	нығайту
presents	joy	0.516	сыйлықтар береді
pride	joy	0.516	мақтаныш
almighty	joy	0.516	құдіретті
powerful	joy	0.516	күшті
aspire	joy	0.516	ұмтылу
remarkable	joy	0.516	тамаша
greeted	joy	0.516	сәлем берді
thanking	joy	0.515	алғыс айту
cutie	joy	0.515	сүйкімді
kudos	joy	0.515	мақтау
therapeutic	joy	0.515	емдік
zen	joy	0.515	zen
coronation	joy	0.515	тәж кию
complete	joy	0.515	толық
shining	joy	0.515	жарқыраған
spirit	joy	0.515	рух
princely	joy	0.515	князьдік
vivid	joy	0.515	жанды
comfort	joy	0.515	жайлылық
leisure	joy	0.515	демалыс
reunited	joy	0.515	қайта қосылды
kid	joy	0.515	бала
newme	joy	0.515	жаңа
payday	joy	0.515	жалақы күні
animated	joy	0.515	анимациялық
familytime	joy	0.515	отбасылық уақыт
relationship	joy	0.514	қатынас
godly	joy	0.514	құдайшыл
marriage	joy	0.514	неке
daymade	joy	0.514	күндізгі
spouse	joy	0.507	жұбайы
intimately	joy	0.507	жақын
respect	joy	0.500	құрмет
bloom	joy	0.500	гүлдену
purr	joy	0.500	ызылдау
carefree	joy	0.500	уайымсыз
nature	joy	0.500	табиғат
encourage	joy	0.500	ынталандыру
