English Word	Emotion	Emotion-Intensity-Score	Swahili Word
smiley	joy	0.812	mwenye tabasamu
glorious	joy	0.812	tukufu
victorious	joy	0.812	mshindi
lovemaking	joy	0.812	kufanya mapenzi
bonanza	joy	0.812	bonanza
greatday	joy	0.812	siku kuu
excellent	joy	0.812	bora
goodtimes	joy	0.811	nyakati nzuri
whatmakesmesmile	joy	0.811	kinachofanya kutabasamu
happyday	joy	0.809	siku ya furaha
myfavorite	joy	0.804	kipenzi changu
thankyoulord	joy	0.803	asante bwana
gladness	joy	0.803	furaha
yayyy	joy	0.803	yayyy
yeahhhh	joy	0.803	ndio
pleasure	joy	0.803	furaha
giggle	joy	0.802	Chekacheka
happier	joy	0.797	furaha zaidi
lovemylife	joy	0.797	lovemylife
magnificence	joy	0.797	ukuu
happytweet	joy	0.797	furahatweet
lovinlife	joy	0.797	maisha ya mapenzi
yesss	joy	0.797	ndio
dancing	joy	0.797	kucheza
success	joy	0.797	mafanikio
grateful	joy	0.789	mwenye shukrani
amuse	joy	0.788	furahisha
splendor	joy	0.788	fahari
happy	joy	0.788	furaha
fun	joy	0.788	furaha
giggling	joy	0.781	akicheka
glad	joy	0.781	furahi
glorify	joy	0.781	tukuzeni
radiant	joy	0.781	kung'aa
beautiful	joy	0.781	mrembo
solucky	joy	0.781	furaha
sothankful	joy	0.781	mwenye shukrani
enchanted	joy	0.781	kurogwa
romance	joy	0.779	mapenzi
perfection	joy	0.779	ukamilifu
christmassy	joy	0.779	Krismasi
heavens	joy	0.779	mbinguni
thrilling	joy	0.776	kusisimua
lovable	joy	0.773	kupendwa
congrats	joy	0.773	Hongera
fiesta	joy	0.773	Fiesta
entertain	joy	0.773	kuburudisha
happyvalentinesday	joy	0.773	happyvalentinesday
miraculous	joy	0.773	ya miujiza
cheers	joy	0.773	cheers
cheered	joy	0.773	kushangilia
positivity	joy	0.773	chanya
funday	joy	0.772	siku ya furaha
enjoying	joy	0.771	kufurahia
lifeisgood	joy	0.766	maisha ni mazuri
amused	joy	0.766	kufurahishwa
goodfeeling	joy	0.766	hisia njema
christmasspirit	joy	0.766	krismasi
cuddling	joy	0.766	kubembelezana
smiles	joy	0.766	tabasamu
sosweet	joy	0.766	tamu
thebest	joy	0.766	Bora
party	joy	0.765	chama
delight	joy	0.765	furaha
orgasm	joy	0.765	orgasm
positive	joy	0.761	chanya
sweetheart	joy	0.758	mpenzi
enlighten	joy	0.758	angaza
cheerfulness	joy	0.758	uchangamfu
miracles	joy	0.758	miujiza
giddy	joy	0.757	giddy
christmastime	joy	0.757	Krismasi
gratify	joy	0.750	kuridhisha
greatness	joy	0.750	ukuu
friendliness	joy	0.750	urafiki
blessings	joy	0.750	baraka
laughs	joy	0.750	anacheka
tistheseason	joy	0.750	msimu wa tisthe
smile	joy	0.750	tabasamu
pleasing	joy	0.750	kupendeza
romantic	joy	0.750	kimapenzi
happyholidays	joy	0.750	sikukuu za furaha
frolic	joy	0.748	mcheshi
jubilee	joy	0.742	yubile
miracle	joy	0.742	muujiza
enthusiasm	joy	0.742	shauku
selflove	joy	0.742	kujipenda
triumph	joy	0.742	ushindi
magical	joy	0.742	ya kichawi
rewarding	joy	0.742	yenye thawabu
goodvibes	joy	0.742	wema
positiveenergy	joy	0.742	nishati chanya
feelgood	joy	0.736	kujisikia vizuri
prosperity	joy	0.735	ustawi
behappy	joy	0.734	Kuwa na furaha
admiration	joy	0.734	pongezi
passionate	joy	0.734	mwenye shauku
goodday	joy	0.734	siku njema
luxurious	joy	0.734	anasa
tgif	joy	0.734	tgif
victory	joy	0.734	ushindi
feelinggood	joy	0.734	kujisikia vizuri
enchant	joy	0.734	mchawi
greatnight	joy	0.734	usiku mkuu
vivacious	joy	0.734	mkali
glorification	joy	0.733	utukufu
sing	joy	0.729	imba
glowing	joy	0.729	inang'aa
yessss	joy	0.728	yesss
fulfillment	joy	0.728	utimilifu
breathtaking	joy	0.728	ya kustaajabisha
thankful	joy	0.727	mwenye shukrani
cheery	joy	0.727	furaha
santa	joy	0.727	santa
hurrah	joy	0.727	haraka
christmasbreak	joy	0.727	mapumziko ya Krismasi
win	joy	0.727	kushinda
atpeace	joy	0.727	amani
award	joy	0.727	tuzo
merry	joy	0.727	furaha
inspiration	joy	0.725	msukumo
radiance	joy	0.725	mwangaza
pleased	joy	0.725	radhi
uplift	joy	0.723	kuinua
optimistic	joy	0.723	mwenye matumaini
heaven	joy	0.721	mbinguni
lucky	joy	0.721	bahati
godisgreat	joy	0.721	godigreat
holidays	joy	0.721	likizo
thrill	joy	0.721	msisimko
congratulatory	joy	0.719	pongezi
thriving	joy	0.719	kustawi
amusement	joy	0.719	pumbao
perfect	joy	0.719	kamili
lover	joy	0.719	mpenzi
xmas	joy	0.719	Krismasi
heartfelt	joy	0.719	ya moyoni
utopian	joy	0.719	ndotoni
lovely	joy	0.719	kupendeza
harmony	joy	0.719	maelewano
praising	joy	0.719	kusifu
brighten	joy	0.719	kuangaza
luckiest	joy	0.712	mwenye bahati zaidi
merrychristmas	joy	0.712	Krismasi njema
magic	joy	0.712	uchawi
achievement	joy	0.712	mafanikio
yay	joy	0.712	jamani
holiday	joy	0.712	Sikukuu
treasures	joy	0.712	hazina
luxury	joy	0.712	anasa
bestfeeling	joy	0.712	hisia bora
intimate	joy	0.710	wa karibu
soblessed	joy	0.706	mwenye huzuni
yaaay	joy	0.706	yaaay
rave	joy	0.706	rave
chuckle	joy	0.706	cheki
proud	joy	0.704	fahari
winning	joy	0.703	kushinda
cherish	joy	0.703	thamini
goodnews	joy	0.703	habari njema
fuckyeah	joy	0.703	jamani
optimism	joy	0.703	matumaini
amazingly	joy	0.703	ajabu
lovelife	joy	0.703	maisha ya mapenzi
truelove	joy	0.703	upendo wa kweli
beautification	joy	0.703	urembo
satisfying	joy	0.703	kuridhisha
appreciates	joy	0.703	inathamini
cuddled	joy	0.703	kubembelezwa
goodlife	joy	0.703	maisha mazuri
gooood	joy	0.703	nzuri
sweetest	joy	0.703	tamu zaidi
yaay	joy	0.700	haya
entertained	joy	0.700	kuburudishwa
excite	joy	0.697	changamsha
newbeginnings	joy	0.693	mwanzo mpya
praisejesus	joy	0.691	msifu Yesu
birthday	joy	0.691	siku ya kuzaliwa
greatfriends	joy	0.688	marafiki wakubwa
adoration	joy	0.688	kuabudu
godsend	joy	0.688	godsend
favorite	joy	0.688	favorite
content	joy	0.688	maudhui
entertaining	joy	0.688	kuburudisha
honored	joy	0.688	kuheshimiwa
metime	joy	0.688	wakati
exquisite	joy	0.688	maridadi
holidayseason	joy	0.688	msimu wa likizo
thankyoujesus	joy	0.688	asante Yesu
angelic	joy	0.688	malaika
goodhealth	joy	0.682	Afya njema
majestic	joy	0.682	mkuu
luscious	joy	0.682	ya kupendeza
memoriesiwontforget	joy	0.682	kumbukumbu hazisahau
bestfriends	joy	0.682	marafiki bora
precious	joy	0.682	ya thamani
appreciated	joy	0.682	kuthaminiwa
exaltation	joy	0.682	kuinuliwa
smiled	joy	0.682	alitabasamu
brightens	joy	0.682	huangaza
tranquility	joy	0.679	utulivu
marry	joy	0.676	kuoa
embrace	joy	0.676	kukumbatia
positively	joy	0.676	vyema
grin	joy	0.672	tabasamu
hug	joy	0.672	kukumbatia
hilarious	joy	0.672	ya kufurahisha
dearest	joy	0.672	mpendwa zaidi
contentment	joy	0.672	kuridhika
accomplished	joy	0.672	imekamilika
relaxation	joy	0.672	utulivu
bday	joy	0.672	siku ya siku
enliven	joy	0.672	changamsha
weeeee	joy	0.672	weeeee
giggles	joy	0.672	kucheka
fulfilled	joy	0.667	imetimia
bountiful	joy	0.667	tele
victor	joy	0.667	mshindi
adore	joy	0.667	kuabudu
boisterous	joy	0.667	mwenye kelele
fulfill	joy	0.664	kutimiza
cuddles	joy	0.662	kubembeleza
prosperous	joy	0.660	kufanikiwa
appreciation	joy	0.656	kuthamini
serenity	joy	0.656	Utulivu
happynewyear	joy	0.656	heri ya mwaka mpya
humor	joy	0.656	ucheshi
satisfy	joy	0.656	kuridhisha
besties	joy	0.656	marafiki
encouraged	joy	0.656	tia moyo
captivate	joy	0.656	vutia
christmaseve	joy	0.656	Krismasi
glow	joy	0.656	mwanga
romanticism	joy	0.656	mapenzi
innerpeace	joy	0.656	amani ya ndani
pleasant	joy	0.656	kupendeza
praises	joy	0.652	sifa
abundance	joy	0.652	wingi
fortunes	joy	0.652	bahati
engaged	joy	0.652	kushiriki
praised	joy	0.652	kusifiwa
relaxing	joy	0.652	kufurahi
treasure	joy	0.652	hazina
satisfaction	joy	0.652	kuridhika
nothingbetter	joy	0.647	hakuna bora
affection	joy	0.647	mapenzi
relieved	joy	0.647	kutuliza
complement	joy	0.647	kamilisha
carnival	joy	0.643	kanivali
priceless	joy	0.641	isiyo na thamani
uplifting	joy	0.641	kuinua
sensuality	joy	0.641	uasherati
saintly	joy	0.641	mtakatifu
champion	joy	0.641	bingwa
thanksgiving	joy	0.641	Shukrani
harmoniously	joy	0.641	kwa upatanifu
wedding	joy	0.641	harusi
achieve	joy	0.641	kufikia
divine	joy	0.641	Mungu
jackpot	joy	0.641	jackpot
honeymoon	joy	0.636	honeymoon
exalt	joy	0.636	kuinua
twinkle	joy	0.636	kufumba na kufumbua
comforting	joy	0.636	kufariji
felicity	joy	0.636	furaha
peaceful	joy	0.636	yenye amani
climax	joy	0.636	kilele
winner	joy	0.636	mshindi
reverie	joy	0.636	reverie
yayy	joy	0.636	haya
cuddle	joy	0.636	kubembeleza
xoxo	joy	0.634	xoxo
stargazing	joy	0.625	kutazama nyota
festival	joy	0.625	tamasha
sweet	joy	0.625	tamu
generosity	joy	0.625	ukarimu
brighter	joy	0.625	mkali zaidi
praisegod	joy	0.625	sifa ya mungu
gorgeous	joy	0.625	mrembo
hearts	joy	0.625	mioyo
amusing	joy	0.625	kufurahisha
fondness	joy	0.625	mapenzi
snuggling	joy	0.625	kuteleza
reward	joy	0.625	zawadi
sex	joy	0.622	ngono
kind	joy	0.621	aina
genial	joy	0.621	jini
parade	joy	0.621	gwaride
applause	joy	0.621	makofi
beauty	joy	0.621	uzuri
fulfilling	joy	0.618	kutimiza
aspiring	joy	0.618	kutamani
newlife	joy	0.618	maisha mapya
godbless	joy	0.616	Mungu akubariki
virtuous	joy	0.613	wema
kiss	joy	0.610	busu
christmas	joy	0.609	Krismasi
rainbows	joy	0.609	upinde wa mvua
elegance	joy	0.609	umaridadi
generous	joy	0.609	mkarimu
super	joy	0.609	mkuu
playful	joy	0.609	mwenye kucheza
enlightenment	joy	0.609	kuelimika
praiseworthy	joy	0.609	yenye kusifiwa
awards	joy	0.609	tuzo
adorable	joy	0.609	ya kupendeza
rekindle	joy	0.609	kuwasha upya
winnings	joy	0.609	ushindi
independence	joy	0.607	uhuru
amour	joy	0.607	upendo
kindness	joy	0.606	wema
surprises	joy	0.606	mshangao
heheh	joy	0.606	heheh
hilarity	joy	0.606	furaha
wonder	joy	0.606	ajabu
freely	joy	0.606	kwa uhuru
successful	joy	0.606	mafanikio
inspired	joy	0.606	aliongoza
onelove	joy	0.606	upendo mmoja
whimsical	joy	0.603	kichekesho
entertainment	joy	0.603	burudani
passion	joy	0.603	shauku
stressfree	joy	0.601	isiyo na msongo wa mawazo
beautify	joy	0.601	kupamba
sunrise	joy	0.600	jua kuchomoza
godisgood	joy	0.597	godisgood
goodmusic	joy	0.594	muziki mzuri
revere	joy	0.594	heshima
whoo	joy	0.594	Whoo
fanfare	joy	0.594	ushabiki
inspire	joy	0.594	kuhamasisha
angel	joy	0.594	malaika
thankgod	joy	0.594	Asante Mungu
goodies	joy	0.594	nzuri
jesus	joy	0.594	yesu
accomplishment	joy	0.594	mafanikio
snuggled	joy	0.594	snuggled
peacefully	joy	0.594	kwa amani
flirt	joy	0.594	kutania
friendship	joy	0.591	urafiki
singing	joy	0.591	kuimba
heroic	joy	0.591	kishujaa
exalted	joy	0.591	kuinuliwa
fortune	joy	0.591	bahati
highest	joy	0.591	ya juu zaidi
summer	joy	0.591	majira ya joto
contented	joy	0.588	kuridhika
rollicking	joy	0.588	rollicking
overflowing	joy	0.588	kufurika
woot	joy	0.588	wooote
accolade	joy	0.586	sifa
hope	joy	0.586	matumaini
cozy	joy	0.583	starehe
delicious	joy	0.579	ladha
raving	joy	0.578	raving
thelife	joy	0.578	maisha
darling	joy	0.578	mpenzi
sensuous	joy	0.578	mwenye hisia
picturesque	joy	0.578	picha nzuri
friendly	joy	0.578	kirafiki
everlasting	joy	0.578	milele
praise	joy	0.578	sifa
ambition	joy	0.578	tamaa
sparkle	joy	0.577	kung'aa
sensual	joy	0.576	ya kimwili
peace	joy	0.576	amani
flattering	joy	0.576	kubembeleza
grace	joy	0.576	neema
luckygirl	joy	0.576	msichana mwenye bahati
heroism	joy	0.576	ushujaa
succeeding	joy	0.576	kufanikiwa
yeahhh	joy	0.576	ndio
special	joy	0.574	Maalum
livelife	joy	0.574	ishi maisha
tantalizing	joy	0.572	ya kuvutia
pumped	joy	0.567	kusukuma
yey	joy	0.562	ndio
surprise	joy	0.562	mshangao
sunny	joy	0.562	jua
prevail	joy	0.562	shinda
revels	joy	0.562	furaha
humorous	joy	0.562	mcheshi
sweets	joy	0.562	pipi
liking	joy	0.562	kupenda
admirable	joy	0.562	ya kupendeza
superstar	joy	0.562	nyota
relax	joy	0.562	pumzika
prosper	joy	0.562	kufanikiwa
hero	joy	0.562	shujaa
hugs	joy	0.562	kukumbatia
worthwhile	joy	0.562	yenye thamani
newyear	joy	0.561	mwaka mpya
tenderness	joy	0.561	huruma
bless	joy	0.561	bariki
favorable	joy	0.561	nzuri
freedom	joy	0.561	uhuru
masterpiece	joy	0.561	kazi bora
dreams	joy	0.559	ndoto
hopeful	joy	0.559	mwenye matumaini
home	joy	0.559	nyumbani
cruising	joy	0.556	kusafiri kwa meli
gracias	joy	0.554	neema
faithfulness	joy	0.553	uaminifu
eagerness	joy	0.552	hamu
closeness	joy	0.552	ukaribu
sunshine	joy	0.551	mwanga wa jua
comfy	joy	0.551	starehe
vacation	joy	0.547	likizo
celestial	joy	0.547	mbinguni
good	joy	0.547	nzuri
elite	joy	0.547	wasomi
illuminate	joy	0.547	angaza
confidence	joy	0.547	kujiamini
mistletoe	joy	0.547	mistletoe
daughter	joy	0.547	binti
lifted	joy	0.547	kuinuliwa
goodmorning	joy	0.547	Habari za asubuhi
zeal	joy	0.547	bidii
gifts	joy	0.547	zawadi
gift	joy	0.547	zawadi
astonishment	joy	0.547	mshangao
heart	joy	0.547	moyo
completion	joy	0.547	kukamilika
bonus	joy	0.547	ziada
charmed	joy	0.546	haiba
dance	joy	0.545	ngoma
sublime	joy	0.545	tukufu
recreation	joy	0.545	burudani
encouragement	joy	0.545	kutia moyo
god	joy	0.545	mungu
gush	joy	0.545	gush
freshstart	joy	0.544	mwanzo mpya
free	joy	0.544	bure
savior	joy	0.543	mwokozi
sanctuary	joy	0.541	patakatifu
grandchildren	joy	0.540	wajukuu
wellness	joy	0.537	afya njema
revel	joy	0.534	furaha
music	joy	0.531	muziki
fab	joy	0.531	kitambaa
bridal	joy	0.531	bibi harusi
soar	joy	0.531	kupaa
alive	joy	0.531	hai
money	joy	0.531	pesa
soothing	joy	0.531	kutuliza
serene	joy	0.531	utulivu
holiness	joy	0.531	utakatifu
inspirational	joy	0.531	ya kutia moyo
matrimony	joy	0.531	ndoa
dayoff	joy	0.531	siku ya mapumziko
savor	joy	0.531	harufu
vitality	joy	0.531	uhai
confident	joy	0.531	kujiamini
firstborn	joy	0.531	mzaliwa wa kwanza
rainbow	joy	0.531	upinde wa mvua
liberation	joy	0.531	ukombozi
elegant	joy	0.530	kifahari
mastery	joy	0.530	umahiri
glimmer	joy	0.530	mng'aro
illumination	joy	0.530	mwangaza
blossom	joy	0.530	kuchanua
warmth	joy	0.530	joto
welcomed	joy	0.530	kukaribishwa
treat	joy	0.529	kutibu
faithful	joy	0.529	mwaminifu
snuggles	joy	0.522	snuggles
laurels	joy	0.521	laureli
commendable	joy	0.519	ya kupongezwa
succeed	joy	0.516	kufanikiwa
jingle	joy	0.516	jingle
zest	joy	0.516	zest
noschool	joy	0.516	hakuna shule
brotherly	joy	0.516	ndugu
silly	joy	0.516	mjinga
abundant	joy	0.516	tele
fancy	joy	0.516	dhana
resplendent	joy	0.516	yenye kung'aa
strengthening	joy	0.516	kuimarisha
presents	joy	0.516	zawadi
pride	joy	0.516	kiburi
almighty	joy	0.516	mwenyezi
powerful	joy	0.516	yenye nguvu
aspire	joy	0.516	tamani
remarkable	joy	0.516	ya ajabu
greeted	joy	0.516	salamu
thanking	joy	0.515	kushukuru
cutie	joy	0.515	mrembo
kudos	joy	0.515	heshima
therapeutic	joy	0.515	matibabu
zen	joy	0.515	zen
coronation	joy	0.515	kutawazwa
complete	joy	0.515	kamili
shining	joy	0.515	kung'aa
spirit	joy	0.515	roho
princely	joy	0.515	kifalme
vivid	joy	0.515	wazi
comfort	joy	0.515	faraja
leisure	joy	0.515	burudani
reunited	joy	0.515	kuunganishwa tena
kid	joy	0.515	mtoto
newme	joy	0.515	mpya
payday	joy	0.515	siku ya malipo
animated	joy	0.515	uhuishaji
familytime	joy	0.515	wakati wa familia
relationship	joy	0.514	uhusiano
godly	joy	0.514	wacha Mungu
marriage	joy	0.514	ndoa
daymade	joy	0.514	ya mchana
spouse	joy	0.507	mwenzi
intimately	joy	0.507	kwa karibu
respect	joy	0.500	heshima
bloom	joy	0.500	maua
purr	joy	0.500	purr
carefree	joy	0.500	bila kujali
nature	joy	0.500	asili
encourage	joy	0.500	himiza
soulful	joy	0.500	mwenye moyo
refreshed	joy	0.500	imeburudishwa
family	joy	0.500	familia
gem	joy	0.500	vito
meritorious	joy	0.500	meritorious
achieved	joy	0.500	kufikiwa
motherhood	joy	0.500	uzazi
holyspirit	joy	0.500	roho takatifu
surreal	joy	0.500	surreal
charitable	joy	0.500	hisani
teamjesus	joy	0.500	teamjesus
stressrelief	joy	0.500	kupunguza msongo wa mawazo
erotic	joy	0.500	hisia za kimapenzi
inviting	joy	0.500	kukaribisha
baby	joy	0.500	mtoto
dignity	joy	0.500	heshima
satisfied	joy	0.500	kuridhika
visionary	joy	0.500	mwenye maono
memorable	joy	0.500	kukumbukwa
veracity	joy	0.500	ukweli
healthy	joy	0.500	afya
welcoming	joy	0.500	kukaribisha
diamond	joy	0.500	Almasi
christ	joy	0.500	kristo
beach	joy	0.500	pwani
accomplish	joy	0.500	kamilisha
friends	joy	0.500	marafiki
excel	joy	0.500	bora
health	joy	0.493	afya
aura	joy	0.493	aura
yehey	joy	0.486	yehey
approved	joy	0.486	kupitishwa
oasis	joy	0.486	oasis
liberty	joy	0.486	uhuru
crowning	joy	0.485	kuvikwa taji
aspiration	joy	0.485	hamu
privileged	joy	0.485	upendeleo
crescendo	joy	0.485	crescendo
rapture	joy	0.485	unyakuo
liberate	joy	0.485	weka huru
nocomplaints	joy	0.485	hakuna malalamiko
prestige	joy	0.485	ufahari
bounty	joy	0.485	fadhila
gentle	joy	0.485	mpole
inseparable	joy	0.485	isiyoweza kutenganishwa
engaging	joy	0.485	kujishughulisha
loyal	joy	0.485	mwaminifu
betrothed	joy	0.485	kuchumbiwa
transcendence	joy	0.484	kuvuka mipaka
selfworth	joy	0.484	kujithamini
yummy	joy	0.484	kitamu
datenight	joy	0.484	usiku wa manane
destiny	joy	0.484	hatima
heyday	joy	0.484	siku njema
aloha	joy	0.484	aloha
desire	joy	0.484	hamu
dream	joy	0.484	ndoto
luck	joy	0.484	bahati
fete	joy	0.484	sherehe
trophy	joy	0.484	nyara
bouquet	joy	0.484	shada la maua
chocolate	joy	0.484	chokoleti
creativity	joy	0.484	ubunifu
boyfriend	joy	0.480	mpenzi
commemoration	joy	0.479	ukumbusho
intelligence	joy	0.477	akili
readiness	joy	0.473	utayari
friend	joy	0.471	rafiki
bride	joy	0.471	bibi harusi
enthusiast	joy	0.471	mwenye shauku
lush	joy	0.470	lush
inheritance	joy	0.470	urithi
soothe	joy	0.470	tuliza
tickle	joy	0.470	tekenya
kiddo	joy	0.470	mtoto
nostalgia	joy	0.470	nostalgia
massage	joy	0.470	massage
calming	joy	0.470	kutuliza
adventure	joy	0.470	tukio
pretty	joy	0.469	nzuri
purring	joy	0.469	purring
eternal	joy	0.469	milele
humanitarian	joy	0.469	ya kibinadamu
nurture	joy	0.469	kulea
giving	joy	0.469	kutoa
rest	joy	0.469	pumzika
getaway	joy	0.469	getaway
goals	joy	0.469	malengo
pray	joy	0.469	omba
bridegroom	joy	0.469	bwana harusi
heartily	joy	0.469	kwa moyo
luster	joy	0.469	mng'aro
bonding	joy	0.469	kuunganisha
princess	joy	0.469	binti mfalme
amicable	joy	0.469	mwenye urafiki
benevolence	joy	0.469	wema
child	joy	0.466	mtoto
salutary	joy	0.465	salama
invite	joy	0.457	kukaribisha
beam	joy	0.456	boriti
reminiscing	joy	0.456	kukumbusha
befriend	joy	0.455	urafiki
aesthetics	joy	0.455	uzuri
friday	joy	0.455	Ijumaa
freshair	joy	0.455	hewa safi
ceremony	joy	0.455	sherehe
kindred	joy	0.455	jamaa
mindfulness	joy	0.455	akili
sonice	joy	0.455	nzuri sana
elevation	joy	0.455	mwinuko
tropical	joy	0.455	kitropiki
scholarship	joy	0.455	udhamini
hee	joy	0.455	hee
noworries	joy	0.453	hakuna wasiwasi
allure	joy	0.453	kuvutia
approve	joy	0.453	kuidhinisha
scenery	joy	0.453	mandhari
waterfall	joy	0.453	maporomoko ya maji
vindication	joy	0.453	uthibitisho
namaste	joy	0.453	namaste
commemorate	joy	0.453	kumbukumbu
faith	joy	0.453	imani
birth	joy	0.453	kuzaliwa
forgiveness	joy	0.453	msamaha
journey	joy	0.447	safari
meditation	joy	0.446	kutafakari
relaxed	joy	0.442	tulia
present	joy	0.441	sasa
weekend	joy	0.441	wikendi
tender	joy	0.441	zabuni
tranquil	joy	0.441	utulivu
lyrical	joy	0.439	sauti
sharing	joy	0.439	kugawana
esteem	joy	0.439	heshima
nostalgic	joy	0.439	nostalgic
prayer	joy	0.439	maombi
righteousness	joy	0.439	haki
husband	joy	0.438	mume
relief	joy	0.438	unafuu
strength	joy	0.438	nguvu
mighty	joy	0.438	hodari
unbeaten	joy	0.438	bila kushindwa
eager	joy	0.438	hamu
share	joy	0.438	shiriki
newday	joy	0.438	siku mpya
sonnet	joy	0.438	sonnet
meditate	joy	0.438	tafakari
life	joy	0.438	maisha
winterbreak	joy	0.429	majira ya baridi
warm	joy	0.429	joto
movingforward	joy	0.429	Songa mbele
buddy	joy	0.427	rafiki
oneness	joy	0.426	umoja
unconstrained	joy	0.424	bila vikwazo
amen	joy	0.424	amina
reverence	joy	0.424	heshima
healthful	joy	0.424	mwenye afya njema
thelittlethings	joy	0.424	vitu vidogo
medal	joy	0.424	medali
unsurpassed	joy	0.424	isiyo na kifani
candlelight	joy	0.424	mwanga wa mishumaa
carols	joy	0.424	nyimbo
ejaculation	joy	0.424	kumwaga shahawa
beginnings	joy	0.422	mwanzo
sledding	joy	0.422	kuteleza
graduation	joy	0.422	kuhitimu
frisky	joy	0.422	frisky
lml	joy	0.422	lml
ease	joy	0.422	urahisi
symphony	joy	0.422	symphony
wealth	joy	0.422	utajiri
helpful	joy	0.422	kusaidia
musical	joy	0.422	ya muziki
glitter	joy	0.422	pambo
calmness	joy	0.422	utulivu
energy	joy	0.422	nishati
safe	joy	0.422	salama
nostress	joy	0.421	nostress
soundness	joy	0.421	uzima
promise	joy	0.415	ahadi
reunite	joy	0.414	kuungana tena
mother	joy	0.412	mama
salvation	joy	0.412	wokovu
poems	joy	0.412	mashairi
clown	joy	0.409	mcheshi
lavender	joy	0.409	lavender
immaculate	joy	0.409	safi
purify	joy	0.409	safisha
inauguration	joy	0.409	uzinduzi
aromatherapy	joy	0.409	aromatherapy
lighten	joy	0.409	wepesi
travel	joy	0.409	kusafiri
cash	joy	0.406	fedha taslimu
companion	joy	0.406	mwenzi
live	joy	0.406	kuishi
opportune	joy	0.406	fursa
completing	joy	0.406	kukamilisha
charity	joy	0.406	hisani
heal	joy	0.406	ponya
star	joy	0.406	nyota
wishing	joy	0.406	kutaka
flowers	joy	0.406	maua
income	joy	0.403	mapato
soul	joy	0.401	nafsi
munchies	joy	0.400	munchies
emancipation	joy	0.397	ukombozi
indescribable	joy	0.397	isiyoelezeka
progress	joy	0.397	maendeleo
equality	joy	0.394	usawa
childhood	joy	0.394	utotoni
together	joy	0.394	pamoja
rhythmical	joy	0.394	wenye utungo
fullness	joy	0.394	utimilifu
calm	joy	0.394	utulivu
hammock	joy	0.394	machela
picnic	joy	0.394	picnic
movies	joy	0.393	sinema
zealous	joy	0.393	mwenye bidii
playground	joy	0.391	uwanja wa michezo
affluence	joy	0.391	utajiri
warms	joy	0.391	joto
choir	joy	0.391	kwaya
littlethings	joy	0.391	mambo madogo
auspicious	joy	0.391	nzuri
meaningful	joy	0.391	yenye maana
adventures	joy	0.391	matukio
goofy	joy	0.391	goofy
starry	joy	0.391	mwenye nyota
humanity	joy	0.391	ubinadamu
gesture	joy	0.387	ishara
witty	joy	0.382	mwenye akili
vow	joy	0.382	kiapo
shopping	joy	0.382	ununuzi
vibes	joy	0.379	mitetemo
worship	joy	0.379	ibada
jump	joy	0.379	kuruka
communion	joy	0.379	ushirika
reverend	joy	0.377	mchungaji
rising	joy	0.375	kupanda
advance	joy	0.375	mapema
beaches	joy	0.375	fukwe
sonorous	joy	0.375	sonorous
courtship	joy	0.375	uchumba
experience	joy	0.375	uzoefu
reunion	joy	0.375	muungano
simplicity	joy	0.375	usahili
full	joy	0.375	kamili
hymn	joy	0.375	wimbo
spirits	joy	0.375	roho
unforgettable	joy	0.375	isiyosahaulika
mirth	joy	0.375	furaha
youth	joy	0.375	vijana
scenic	joy	0.375	yenye mandhari nzuri
unique	joy	0.375	kipekee
redeemed	joy	0.375	kukombolewa
alliance	joy	0.368	Muungano
baptismal	joy	0.368	ubatizo
grant	joy	0.366	ruzuku
kitten	joy	0.364	paka
sanctification	joy	0.364	utakaso
conciliation	joy	0.364	upatanisho
improves	joy	0.364	inaboresha
pure	joy	0.364	safi
improve	joy	0.364	kuboresha
authentic	joy	0.364	halisi
moonlight	joy	0.364	mwanga wa mwezi
weightloss	joy	0.362	kupungua uzito
raspberries	joy	0.360	raspberries
feeling	joy	0.359	hisia
jest	joy	0.359	mzaha
independent	joy	0.359	kujitegemea
sanctify	joy	0.359	kutakasa
devotional	joy	0.359	ibada
tinsel	joy	0.359	puluki
proficiency	joy	0.359	ustadi
listenting	joy	0.359	kusikiliza
fidelity	joy	0.359	uaminifu
revival	joy	0.359	uamsho
giver	joy	0.353	mtoaji
cocoa	joy	0.353	kakao
deliverance	joy	0.348	ukombozi
melody	joy	0.348	wimbo
unification	joy	0.348	umoja
romp	joy	0.348	romp
purpose	joy	0.348	kusudi
choral	joy	0.348	kwaya
exceed	joy	0.348	zidi
dolphin	joy	0.348	pomboo
roaring	joy	0.348	kunguruma
favor	joy	0.348	upendeleo
hotyoga	joy	0.347	hotyoga
voluptuous	joy	0.344	mwenye kujitolea
fruits	joy	0.344	matunda
cookies	joy	0.344	vidakuzi
manicure	joy	0.344	manicure
nowork	joy	0.344	hakuna kazi
date	joy	0.344	tarehe
newstart	joy	0.344	mwanzo mpya
hedonism	joy	0.344	hedonism
pledge	joy	0.344	ahadi
electric	joy	0.344	umeme
humble	joy	0.344	mnyenyekevu
roadtrip	joy	0.344	safari ya barabarani
thx	joy	0.344	Asante
kiddos	joy	0.344	watoto
celebrity	joy	0.342	mtu Mashuhuri
bridesmaid	joy	0.338	mchumba
rhythm	joy	0.338	mdundo
spa	joy	0.333	spa
snowday	joy	0.333	siku ya theluji
familiarity	joy	0.333	kufahamiana
