English Word	Emotion	Emotion-Intensity-Score	Yiddish Word
giggles	joy	0.672	גיגגלעס
fulfilled	joy	0.667	מקוים
bountiful	joy	0.667	ברייטהאַרציק
victor	joy	0.667	נצחון
adore	joy	0.667	אַדאָר
boisterous	joy	0.667	טומלדיק
fulfill	joy	0.664	מקיים
cuddles	joy	0.662	קאַדאַלז
prosperous	joy	0.660	בליענדיק
appreciation	joy	0.656	אַפּרישייישאַן
serenity	joy	0.656	קלאָרקייט
happynewyear	joy	0.656	א גוט געבענטשט יאר
humor	joy	0.656	הומאָר
satisfy	joy	0.656	באַפרידיקן
besties	joy	0.656	בעסטיעס
encouraged	joy	0.656	דערמוטיקט
captivate	joy	0.656	כאַפּן
christmaseve	joy	0.656	ניטל נאכט
glow	joy	0.656	שייַנען
romanticism	joy	0.656	ראָמאַנטישיזאַם
innerpeace	joy	0.656	אינערליכע שלום
pleasant	joy	0.656	אָנגענעם
praises	joy	0.652	לויב
abundance	joy	0.652	זעט
fortunes	joy	0.652	מאַזל
engaged	joy	0.652	פאַרקנאַסט
praised	joy	0.652	געלויבט
relaxing	joy	0.652	רילאַקסינג
treasure	joy	0.652	אוצר
satisfaction	joy	0.652	צופֿרידנקייט
nothingbetter	joy	0.647	גאָרנישט בעסער
affection	joy	0.647	ליבשאַפט
relieved	joy	0.647	ריליווד
complement	joy	0.647	דערגאַנג
carnival	joy	0.643	קאַרנאַוואַל
priceless	joy	0.641	שאַץ
uplifting	joy	0.641	דערהויבן
sensuality	joy	0.641	סענסואַליטי
saintly	joy	0.641	הייליק
champion	joy	0.641	מייַסטער
thanksgiving	joy	0.641	דאנק
harmoniously	joy	0.641	כאַרמאָוניאַסלי
wedding	joy	0.641	חתונה
achieve	joy	0.641	דערגרייכן
divine	joy	0.641	געטלעך
jackpot	joy	0.641	דזשאַקפּאַט
honeymoon	joy	0.636	האָניק - כוידעש
exalt	joy	0.636	דערהויבן
twinkle	joy	0.636	פינקלען
comforting	joy	0.636	טרייסטן
felicity	joy	0.636	גליק
peaceful	joy	0.636	פרידלעך
climax	joy	0.636	קלימאַקס
winner	joy	0.636	געווינער
reverie	joy	0.636	רעווערי
yayy	joy	0.636	יאיי
cuddle	joy	0.636	קאַדאַל
xoxo	joy	0.634	xoxo
stargazing	joy	0.625	סטאַרגאַזינג
festival	joy	0.625	פעסטיוואַל
sweet	joy	0.625	זיס
generosity	joy	0.625	ברייטהאַרציקייט
brighter	joy	0.625	ברייטער
praisegod	joy	0.625	לויבן גאָט
gorgeous	joy	0.625	פּרעכטיק
hearts	joy	0.625	הערצער
amusing	joy	0.625	אַמיוזינג
fondness	joy	0.625	ליבשאַפט
snuggling	joy	0.625	סנאַגלינג
reward	joy	0.625	באלוינונג
sex	joy	0.622	געשלעכט
kind	joy	0.621	מין
genial	joy	0.621	דזשעניאַל
parade	joy	0.621	פּאַראַד
applause	joy	0.621	אַפּלאָדיסמענטן
beauty	joy	0.621	שיינקייט
fulfilling	joy	0.618	מקיים
aspiring	joy	0.618	אַספּיירינג
newlife	joy	0.618	נייע לעבן
godbless	joy	0.616	די אייבערשטער זאל דיך בענטשען
virtuous	joy	0.613	ערלעך
kiss	joy	0.610	קושן
christmas	joy	0.609	ניטל
rainbows	joy	0.609	רעגנבויגן
elegance	joy	0.609	עלאַגאַנס
generous	joy	0.609	ברייטהאַרציק
super	joy	0.609	סופּער
playful	joy	0.609	שטיפעריש
enlightenment	joy	0.609	השכלה
praiseworthy	joy	0.609	לויבן
awards	joy	0.609	אַוואַרדס
adorable	joy	0.609	טייַער
rekindle	joy	0.609	ריצינדן
winnings	joy	0.609	ווינינגז
independence	joy	0.607	זעלבסטשטענדיקייט
amour	joy	0.607	ליבהאָבער
kindness	joy	0.606	גוטהאַרציקייט
surprises	joy	0.606	סאַפּרייזיז
heheh	joy	0.606	heheh
hilarity	joy	0.606	כילעריקייט
wonder	joy	0.606	ווונדער
freely	joy	0.606	פריי
successful	joy	0.606	מצליח
inspired	joy	0.606	ינספּייערד
onelove	joy	0.606	onelove
whimsical	joy	0.603	כווימזיקאַל
entertainment	joy	0.603	פאַרווייַלונג
passion	joy	0.603	לייַדנשאַפט
stressfree	joy	0.601	סטרעספריי
beautify	joy	0.601	באַפּוצן
sunrise	joy	0.600	זונופגאַנג
godisgood	joy	0.597	גוטס
goodmusic	joy	0.594	גוט מוזיק
revere	joy	0.594	כבוד
whoo	joy	0.594	וואו
fanfare	joy	0.594	פאַנפער
inspire	joy	0.594	באַגייַסטערן
angel	joy	0.594	מלאך
thankgod	joy	0.594	געלויבט גאט
goodies	joy	0.594	גודיז
jesus	joy	0.594	יאָשקע
accomplishment	joy	0.594	אַקאַמפּלישמאַנט
snuggled	joy	0.594	זיך צעשלאָגן
peacefully	joy	0.594	פרידלעך
flirt	joy	0.594	פלירטעווען
friendship	joy	0.591	פרענדשיפּ
singing	joy	0.591	זינגען
heroic	joy	0.591	העלדיש
exalted	joy	0.591	דערהויבן
fortune	joy	0.591	רייכקייט
highest	joy	0.591	העכסטן
summer	joy	0.591	זומער
contented	joy	0.588	צופֿרידן
rollicking	joy	0.588	ראָליקינג
overflowing	joy	0.588	איבערפולט
woot	joy	0.588	woot
accolade	joy	0.586	אַקקאָלאַדע
hope	joy	0.586	האָפֿן
cozy	joy	0.583	היימיש
delicious	joy	0.579	געשמאַק
raving	joy	0.578	ראַווינג
thelife	joy	0.578	די לעבן
darling	joy	0.578	ליבלינג
sensuous	joy	0.578	סענסואַס
picturesque	joy	0.578	פּיקטשעראַסק
friendly	joy	0.578	פרייַנדלעך
everlasting	joy	0.578	אייביק
praise	joy	0.578	לויב
ambition	joy	0.578	אַמביציע
sparkle	joy	0.577	פינקלען
sensual	joy	0.576	כושיק
peace	joy	0.576	שלום
flattering	joy	0.576	פלאַטערינג
grace	joy	0.576	חן
luckygirl	joy	0.576	מאַזלדיק מיידל
heroism	joy	0.576	העלדישקייט
succeeding	joy	0.576	געראָטן
yeahhh	joy	0.576	יאָההה
special	joy	0.574	ספּעציעלע
livelife	joy	0.574	לעבן לעבן
tantalizing	joy	0.572	טאַנטאַליזינג
pumped	joy	0.567	פּאַמפּט
yey	joy	0.562	ייי
surprise	joy	0.562	יבערראַשן
sunny	joy	0.562	זוניק
prevail	joy	0.562	פּריווייל
revels	joy	0.562	רעוועלס
humorous	joy	0.562	שפּאַסיק
sweets	joy	0.562	זיסוואַרג
liking	joy	0.562	לייקינג
admirable	joy	0.562	אַדמראַבאַל
superstar	joy	0.562	סופּערסטאַר
relax	joy	0.562	אָפּרוען
prosper	joy	0.562	וווילטאָג
hero	joy	0.562	העלד
hugs	joy	0.562	כאַגז
worthwhile	joy	0.562	ווערטיק
newyear	joy	0.561	נייע יאר
tenderness	joy	0.561	צערטלעכקייַט
bless	joy	0.561	בענטשן
favorable	joy	0.561	גינציק
freedom	joy	0.561	פרייהייט
masterpiece	joy	0.561	מייַסטערווערק
dreams	joy	0.559	חלומות
hopeful	joy	0.559	האָפענונג
home	joy	0.559	היים
cruising	joy	0.556	קרויסינג
gracias	joy	0.554	gracias
faithfulness	joy	0.553	אמונה
eagerness	joy	0.552	לאָעט
closeness	joy	0.552	נאָענטקייט
sunshine	joy	0.551	זונשייַן
comfy	joy	0.551	באַקוועם
vacation	joy	0.547	וואַקאַציע
celestial	joy	0.547	הימלישע
good	joy	0.547	גוט
elite	joy	0.547	עליט
illuminate	joy	0.547	באלויכטן
confidence	joy	0.547	צוטרוי
mistletoe	joy	0.547	מיסטלעטאָ
daughter	joy	0.547	טאָכטער
lifted	joy	0.547	אויפֿגעהויבן
goodmorning	joy	0.547	גוט מארגן
zeal	joy	0.547	ברען
gifts	joy	0.547	גיפס
gift	joy	0.547	טאַלאַנט
astonishment	joy	0.547	כידעש
heart	joy	0.547	הארץ
completion	joy	0.547	קאַמפּלישאַן
bonus	joy	0.547	באָנוס
charmed	joy	0.546	כיינעוודיק
dance	joy	0.545	טאַנצן
sublime	joy	0.545	סאַבליים
recreation	joy	0.545	פאַרווייַלונג
encouragement	joy	0.545	דערמוטיקונג
god	joy	0.545	גאָט
gush	joy	0.545	גוש
freshstart	joy	0.544	פרעשסטאַרט
free	joy	0.544	פרייַ
savior	joy	0.543	גואל
sanctuary	joy	0.541	מיזבייעך
grandchildren	joy	0.540	אייניקלעך
wellness	joy	0.537	וועללנעסס
revel	joy	0.534	רעוועל
music	joy	0.531	מוזיק
fab	joy	0.531	fab
bridal	joy	0.531	ברידאַל
soar	joy	0.531	שוועבן
alive	joy	0.531	לעבעדיק
money	joy	0.531	געלט
soothing	joy	0.531	סודינג
serene	joy	0.531	קלאָר
holiness	joy	0.531	קדושה
inspirational	joy	0.531	ינספּיראַציע
matrimony	joy	0.531	חתונה
dayoff	joy	0.531	טאָג אַוועק
savor	joy	0.531	גוסטירן
vitality	joy	0.531	וויטאַליטי
confident	joy	0.531	זיכער
firstborn	joy	0.531	ערשטגעבוירן
rainbow	joy	0.531	רעגנבויגן
liberation	joy	0.531	באַפרייַונג
elegant	joy	0.530	עלעגאַנט
mastery	joy	0.530	מאַסטערי
glimmer	joy	0.530	פינקלען
illumination	joy	0.530	ילומאַניישאַן
blossom	joy	0.530	בליען
warmth	joy	0.530	וואַרעמקייט
welcomed	joy	0.530	באַגריסן
treat	joy	0.529	מייַכל
faithful	joy	0.529	געטריי
snuggles	joy	0.522	סנאַגאַלז
laurels	joy	0.521	לאָראַלז
commendable	joy	0.519	לויבלעך
succeed	joy	0.516	מצליח זיין
jingle	joy	0.516	דזשינגלע
zest	joy	0.516	זעסט
noschool	joy	0.516	קיין שולע
brotherly	joy	0.516	ברודערלעך
silly	joy	0.516	נאַריש
abundant	joy	0.516	שעפעדיק
fancy	joy	0.516	פאַנטאַזיע
resplendent	joy	0.516	גלענצנדיק
strengthening	joy	0.516	פֿאַרשטאַרקונג
presents	joy	0.516	גיט
pride	joy	0.516	שטאָלץ
almighty	joy	0.516	אלמעכטיקער
powerful	joy	0.516	שטאַרק
aspire	joy	0.516	אַספּירירן
remarkable	joy	0.516	מערקווירדיק
greeted	joy	0.516	באַגריסן
thanking	joy	0.515	דאַנקען
cutie	joy	0.515	קוטיע
kudos	joy	0.515	קודאָס
therapeutic	joy	0.515	טעראַפּיוטיק
zen	joy	0.515	זן
coronation	joy	0.515	קאָראַניישאַן
complete	joy	0.515	גאַנץ
shining	joy	0.515	שייַנען
spirit	joy	0.515	גייסט
princely	joy	0.515	פּרינץ
vivid	joy	0.515	לעבעדיק
comfort	joy	0.515	טרייסטן
leisure	joy	0.515	פרייַע צייַט
reunited	joy	0.515	ווידער פאראייניגט
kid	joy	0.515	קינד
newme	joy	0.515	newme
payday	joy	0.515	פּיידיי
animated	joy	0.515	אַנימאַטעד
familytime	joy	0.515	משפּחה צייט
relationship	joy	0.514	שייכות
godly	joy	0.514	פרומע
marriage	joy	0.514	חתונה
daymade	joy	0.514	טאָג געמאכט
spouse	joy	0.507	ספּאַוס
intimately	joy	0.507	ינטאַמאַטיק
respect	joy	0.500	רעספּעקט
bloom	joy	0.500	בליען
purr	joy	0.500	purr
carefree	joy	0.500	זאָרגלאָז
nature	joy	0.500	נאַטור
encourage	joy	0.500	מוטיקן
soulful	joy	0.500	נשמהדיק
refreshed	joy	0.500	דערקוויקט
family	joy	0.500	משפּחה
gem	joy	0.500	gem
meritorious	joy	0.500	מעריטאָריאַס
achieved	joy	0.500	דערגרייכט
motherhood	joy	0.500	מוטערשאַפט
holyspirit	joy	0.500	הייליק גייסט
surreal	joy	0.500	סעריל
charitable	joy	0.500	צדקה
teamjesus	joy	0.500	teamjesus
stressrelief	joy	0.500	סטרעסרעליעף
erotic	joy	0.500	עראָטיש
inviting	joy	0.500	ינווייטינג
baby	joy	0.500	בעיבי
dignity	joy	0.500	כשיוועס
satisfied	joy	0.500	צופֿרידן
visionary	joy	0.500	וויזשאַנערי
memorable	joy	0.500	מעמעראַבאַל
veracity	joy	0.500	אמת
healthy	joy	0.500	געזונט
welcoming	joy	0.500	וועלקאַמינג
diamond	joy	0.500	דימענט
christ	joy	0.500	משיח
beach	joy	0.500	ברעג
accomplish	joy	0.500	ויספירן
friends	joy	0.500	פרייַנד
excel	joy	0.500	יקסעל
health	joy	0.493	געזונט
aura	joy	0.493	אָראַ
yehey	joy	0.486	ייהיי
approved	joy	0.486	באוויליקט
oasis	joy	0.486	אָאַזיס
liberty	joy	0.486	פרייהייט
crowning	joy	0.485	קראַונינג
aspiration	joy	0.485	אַספּיראַטיאָן
privileged	joy	0.485	זוכה
crescendo	joy	0.485	קרעססענדאָ
rapture	joy	0.485	היספּייַלעס
liberate	joy	0.485	באַפרייען
nocomplaints	joy	0.485	קיין טענות
prestige	joy	0.485	פּרעסטיזש
bounty	joy	0.485	ברייטהאַרציקייט
gentle	joy	0.485	מילד
inseparable	joy	0.485	ינסעפּעראַבאַל
engaging	joy	0.485	ענגיידזשינג
loyal	joy	0.485	געטרייַ
betrothed	joy	0.485	פאַרקנאַסט
transcendence	joy	0.484	טראַנססענדענסע
selfworth	joy	0.484	selfworth
yummy	joy	0.484	יאַמי
datenight	joy	0.484	טאָג נאַכט
destiny	joy	0.484	צוקונפט
heyday	joy	0.484	כייאיי
aloha	joy	0.484	אַלאָהאַ
desire	joy	0.484	פאַרלאַנג
dream	joy	0.484	חלום
luck	joy	0.484	גליק
fete	joy	0.484	פעטע
trophy	joy	0.484	טראָופי
bouquet	joy	0.484	בוקיי
chocolate	joy	0.484	שאָקאָלאַד
creativity	joy	0.484	שעפֿערישקייט
boyfriend	joy	0.480	בויפרענד
commemoration	joy	0.479	קאַמעמעריישאַן
intelligence	joy	0.477	סייכל
readiness	joy	0.473	גרייטקייט
friend	joy	0.471	פרייַנד
bride	joy	0.471	כלה
enthusiast	joy	0.471	ענטוזיאַסט
lush	joy	0.470	לאַש
inheritance	joy	0.470	ירושה
soothe	joy	0.470	באַרויקן
tickle	joy	0.470	קיצלען
kiddo	joy	0.470	קינד
nostalgia	joy	0.470	בענקשאפט
massage	joy	0.470	מאַסאַזש
calming	joy	0.470	באַרויקן
adventure	joy	0.470	פּאַסירונג
pretty	joy	0.469	שיין
purring	joy	0.469	פּורינג
eternal	joy	0.469	אייביק
humanitarian	joy	0.469	כיומאַנאַטעריאַן
nurture	joy	0.469	נערטשער
giving	joy	0.469	געבן
rest	joy	0.469	מנוחה
getaway	joy	0.469	גיי אוועק
goals	joy	0.469	צילן
pray	joy	0.469	דאַוונען
bridegroom	joy	0.469	חתן
heartily	joy	0.469	האַרציק
luster	joy	0.469	גלאַנצן
bonding	joy	0.469	באַנדינג
princess	joy	0.469	פּרינסעס
amicable	joy	0.469	פרייַנדלעך
benevolence	joy	0.469	גוטהאַרציקייט
child	joy	0.466	קינד
salutary	joy	0.465	געזונט
invite	joy	0.457	פאַרבעטן
beam	joy	0.456	שטראַל
reminiscing	joy	0.456	דערמאָנונג
befriend	joy	0.455	באַפרייען זיך
aesthetics	joy	0.455	עסטעטיק
friday	joy	0.455	פרייטאג
freshair	joy	0.455	פרישער
ceremony	joy	0.455	צערעמאָניע
kindred	joy	0.455	קרובים
mindfulness	joy	0.455	מינדפולנעסס
sonice	joy	0.455	אזוי שיין
elevation	joy	0.455	הייך
tropical	joy	0.455	טראַפּיקאַל
scholarship	joy	0.455	וויסנשאַפט
hee	joy	0.455	הי
noworries	joy	0.453	קיינע זארגן
allure	joy	0.453	פאַרנאַרן
approve	joy	0.453	אַפּרווו
scenery	joy	0.453	דעקאראציע
waterfall	joy	0.453	וואַסערפאַל
vindication	joy	0.453	באַרעכטיקן
namaste	joy	0.453	נאַמאַסטע
commemorate	joy	0.453	קאַמעמערייט
faith	joy	0.453	אמונה
birth	joy	0.453	געבורט
forgiveness	joy	0.453	מחילה
journey	joy	0.447	נסיעה
meditation	joy	0.446	קלערן
relaxed	joy	0.442	רילאַקסט
present	joy	0.441	פאָרשטעלן
weekend	joy	0.441	סוף וואך
tender	joy	0.441	ווייך
tranquil	joy	0.441	רויק
lyrical	joy	0.439	ליריקאַל
sharing	joy	0.439	ייַנטיילונג
esteem	joy	0.439	שאַצן
nostalgic	joy	0.439	בענקשאפט
prayer	joy	0.439	תפילה
righteousness	joy	0.439	גערעכטיקייט
husband	joy	0.438	מאַן
relief	joy	0.438	רעליעף
strength	joy	0.438	שטאַרקייט
mighty	joy	0.438	גוואַלדיק
unbeaten	joy	0.438	אומגעשלאגן
eager	joy	0.438	לאָעט
share	joy	0.438	טיילן
newday	joy	0.438	newday
sonnet	joy	0.438	sonnet
meditate	joy	0.438	קלערן
life	joy	0.438	לעבן
winterbreak	joy	0.429	ווינטערברעכן
warm	joy	0.429	וואַרעם
movingforward	joy	0.429	מאָווינג פאָרויס
buddy	joy	0.427	חבר
oneness	joy	0.426	אייןקייט
unconstrained	joy	0.424	אומבאגרענעצט
amen	joy	0.424	אמן
reverence	joy	0.424	מורא
healthful	joy	0.424	געזונט
thelittlethings	joy	0.424	די קליין זאכן
medal	joy	0.424	מעדאַל
unsurpassed	joy	0.424	אַנסערפּאַסט
candlelight	joy	0.424	ליכט ליכט
carols	joy	0.424	קאַראָלס
ejaculation	joy	0.424	ידזשאַקיוליישאַן
beginnings	joy	0.422	אָנהייב
sledding	joy	0.422	שליטן
graduation	joy	0.422	גראַדזשאַוויישאַן
frisky	joy	0.422	פריסקי
lml	joy	0.422	lml
ease	joy	0.422	יז
symphony	joy	0.422	סימפאָניע
wealth	joy	0.422	עשירות
helpful	joy	0.422	נוציק
musical	joy	0.422	מוזיקאַליש
glitter	joy	0.422	פינקלען
calmness	joy	0.422	רואיגקייט
energy	joy	0.422	ענערגיע
safe	joy	0.422	זיכער
nostress	joy	0.421	נאָסטרעסס
soundness	joy	0.421	געזונטקייט
promise	joy	0.415	צוזאָג
reunite	joy	0.414	זיך ווידער פאראייניגן
mother	joy	0.412	מוטער
salvation	joy	0.412	ישועה
poems	joy	0.412	לידער
clown	joy	0.409	בלאַזן
lavender	joy	0.409	לאַוואַנדע
immaculate	joy	0.409	ומבאַפלעקט
purify	joy	0.409	רייניקן
inauguration	joy	0.409	ייַנשווערונג
aromatherapy	joy	0.409	אַראָמאַטהעראַפּי
lighten	joy	0.409	לייכטן
travel	joy	0.409	אַרומפאָרן
cash	joy	0.406	געלט
companion	joy	0.406	באַגלייטער
live	joy	0.406	לעבן
opportune	joy	0.406	גינציק
completing	joy	0.406	פאַרענדיקן
charity	joy	0.406	צדקה
heal	joy	0.406	היילן
star	joy	0.406	שטערן
wishing	joy	0.406	ווינטשן
flowers	joy	0.406	בלומען
income	joy	0.403	האַכנאָסע
soul	joy	0.401	נשמה
munchies	joy	0.400	מאַנטשיעס
emancipation	joy	0.397	עמאנציפאציע
indescribable	joy	0.397	אומבאשרייבלעך
progress	joy	0.397	פּראָגרעס
equality	joy	0.394	גלייכקייט
childhood	joy	0.394	קינדשאַפט
together	joy	0.394	צוזאַמען
rhythmical	joy	0.394	רידמיש
fullness	joy	0.394	פולקייט
calm	joy	0.394	רויק
hammock	joy	0.394	כאַמאַק
picnic	joy	0.394	מאַכנ אַ פּיקניק
movies	joy	0.393	סרטים
zealous	joy	0.393	פאַרברענט
playground	joy	0.391	שפּילפּלאַץ
affluence	joy	0.391	עשירות
warms	joy	0.391	וואַרמס
choir	joy	0.391	כאָר
littlethings	joy	0.391	קליינע זאכן
auspicious	joy	0.391	גינסטיק
meaningful	joy	0.391	מינינגפאַל
adventures	joy	0.391	אַדווענטשערז
goofy	joy	0.391	גופי
starry	joy	0.391	שטערן
humanity	joy	0.391	מענטשהייט
gesture	joy	0.387	האַווייַע
witty	joy	0.382	וויציק
vow	joy	0.382	נדר
shopping	joy	0.382	שאַפּינג
vibes	joy	0.379	וויבעס
worship	joy	0.379	דינען
jump	joy	0.379	שפּרונג
communion	joy	0.379	קאַמיוניאַן
reverend	joy	0.377	רעווערענד
rising	joy	0.375	רייזינג
advance	joy	0.375	שטייַגן
beaches	joy	0.375	ביטשיז
sonorous	joy	0.375	קלאַנגען
courtship	joy	0.375	קאָורטשיפּ
experience	joy	0.375	דערפאַרונג
reunion	joy	0.375	ווידעראום
simplicity	joy	0.375	פּאַשטעס
full	joy	0.375	פול
hymn	joy	0.375	הימען
spirits	joy	0.375	גייסטער
unforgettable	joy	0.375	אַנפערגעטאַבאַל
mirth	joy	0.375	שמחה
youth	joy	0.375	יוגנט
scenic	joy	0.375	סיניק
unique	joy	0.375	יינציק
redeemed	joy	0.375	אויסגעלייזט
alliance	joy	0.368	בונד
baptismal	joy	0.368	באַפּטיסמאַל
grant	joy	0.366	שענקען
kitten	joy	0.364	קעצל
sanctification	joy	0.364	קדושה
conciliation	joy	0.364	ויסגלייַך
improves	joy	0.364	ימפּרוווז
pure	joy	0.364	ריין
improve	joy	0.364	פֿאַרבעסערן
authentic	joy	0.364	עכט
moonlight	joy	0.364	לעוואָנע - ליכט
weightloss	joy	0.362	וואָג אָנווער
raspberries	joy	0.360	ראַזבעריז
feeling	joy	0.359	געפיל
jest	joy	0.359	וויץ
independent	joy	0.359	אומאָפּהענגיק
sanctify	joy	0.359	פאַרהייליקן
devotional	joy	0.359	איבערגעגעבנקייט
tinsel	joy	0.359	טינסעל
proficiency	joy	0.359	באַהאַוונטקייט
listenting	joy	0.359	צוגעהערט
fidelity	joy	0.359	געטרייַשאַפט
revival	joy	0.359	ופלעב
giver	joy	0.353	גיווער
cocoa	joy	0.353	קאַקאַאָ
deliverance	joy	0.348	ישועה
melody	joy	0.348	ניגון
unification	joy	0.348	פֿאַראייניקונג
romp	joy	0.348	romp
purpose	joy	0.348	ציל
choral	joy	0.348	כאָר
exceed	joy	0.348	יקסיד
dolphin	joy	0.348	דעלפין
roaring	joy	0.348	ברוםנדיק
favor	joy	0.348	טויווע
hotyoga	joy	0.347	האָטיאָגאַ
voluptuous	joy	0.344	וווילטויק
fruits	joy	0.344	פירות
cookies	joy	0.344	קיכלעך
manicure	joy	0.344	מאַניקור
nowork	joy	0.344	קיין אַרבעט
date	joy	0.344	טאָג
newstart	joy	0.344	נוסטאַרט
hedonism	joy	0.344	העדאָניזם
pledge	joy	0.344	צוזאָג
electric	joy	0.344	עלעקטריש
humble	joy	0.344	אַניוועסדיק
roadtrip	joy	0.344	ראָאַדטריפּ
thx	joy	0.344	אדאנק
kiddos	joy	0.344	קינדער
celebrity	joy	0.342	רום
bridesmaid	joy	0.338	בריידזמייד
rhythm	joy	0.338	ריטם
spa	joy	0.333	ספּאַ
snowday	joy	0.333	שנייטאָג
familiarity	joy	0.333	פאַמיליעראַטי
coffee	joy	0.333	קאַווע
edification	joy	0.333	אויפבויען
garden	joy	0.333	גאָרטן
renovation	joy	0.333	רענאַוויישאַן
dawn	joy	0.333	פאַרטאָג
connoisseur	joy	0.333	קענער
gazing	joy	0.333	אָנקוקן
obliging	joy	0.333	אַבליידזשד
partner	joy	0.333	שוטעף
foodie	joy	0.331	פודי
synchronize	joy	0.329	סינגקראַנייז
tribulation	joy	0.328	טריביאַליישאַן
psalm	joy	0.328	סאַם
pedicure	joy	0.328	פּעדיקיער
noregrets	joy	0.328	אן קיין חרטה
chirping	joy	0.328	ציטערנדיק
saint	joy	0.328	הייליקער
healing	joy	0.328	היילונג
carol	joy	0.328	carol
true	joy	0.328	אמת
hobby	joy	0.328	פערדל
amnesty	joy	0.328	אַמניסטיע
respite	joy	0.324	אָפּרוען
recreational	joy	0.318	רעקרייישאַנאַל
cousins	joy	0.318	קאַזאַנז
mellow	joy	0.318	מעלאָו
restorative	joy	0.318	רעסטאָראַטיוו
lazyday	joy	0.318	פויל
classics	joy	0.318	קלאַסיקס
reconciliation	joy	0.316	ויסגלייַך
woods	joy	0.312	וואַלד
progression	joy	0.312	פּראַגרעשאַן
muchneeded	joy	0.312	פיל נויטיק
sterling	joy	0.312	סטערלינג
dove	joy	0.312	טויב
simplify	joy	0.312	פאַרפּאָשעטערן
fitness	joy	0.312	טויגיקייט
sunset	joy	0.312	זונ - ונטערגאַנג
wisdom	joy	0.312	חכמה
relight	joy	0.312	רילייט
living	joy	0.312	לעבעדיק
presto	joy	0.312	presto
playhouse	joy	0.312	שפּיל הויז
superman	joy	0.312	סופּערמאַן
pony	joy	0.312	פּאָני
recovery	joy	0.312	אָפּזוך
crafts	joy	0.312	קראַפס
lord	joy	0.312	האר
deal	joy	0.312	האַנדלען
improvement	joy	0.309	פֿאַרבעסערונג
infant	joy	0.309	פּיצל קינד
absolution	joy	0.306	אַבסאָלוטיאָן
honest	joy	0.303	ערלעך
gently	joy	0.303	דזשענטלי
banquet	joy	0.303	באַנקעט
established	joy	0.303	געגרינדעט
endless	joy	0.303	אָנ אַ סאָף
decorating	joy	0.303	דעקערייטינג
providing	joy	0.300	פּראַוויידינג
lounging	joy	0.297	לאָונגינג
growth	joy	0.297	וואוקס
strolling	joy	0.297	שפּאַצירן
feat	joy	0.297	קונץ
morals	joy	0.297	מאָראַל
mine	joy	0.297	מייַן
spending	joy	0.297	ספּענדינג
light	joy	0.297	ליכט
spiritual	joy	0.297	רוחניות
quaint	joy	0.297	מאָדנע
fraternal	joy	0.297	ברודערלעך
notable	joy	0.297	נאָוטאַבאַל
softly	joy	0.297	ווייך
harvest	joy	0.297	שניט
yearning	joy	0.297	בענקעניש
breeze	joy	0.297	ווינטל
joker	joy	0.297	דזשאָקער
meditating	joy	0.297	קלערן
fervor	joy	0.295	ברעם
quotes	joy	0.294	ציטירט
volunteer	joy	0.294	פרייַוויליקער
gain	joy	0.288	געווינען
resources	joy	0.288	רעסורסן
create	joy	0.288	שאַפֿן
psalms	joy	0.288	תהלים
hippie	joy	0.288	כיפּי
taoism	joy	0.288	טאַאָיזם
midwife	joy	0.288	אַקושערקע
receiving	joy	0.287	באקומען
snowfall	joy	0.286	שנייפאַל
ocean	joy	0.286	אָקעאַן
lsd	joy	0.286	lsd
hiking	joy	0.283	כייקינג
evergreen	joy	0.281	עווערגרין
destination	joy	0.281	דעסטיניישאַן
candid	joy	0.281	אָפנהאַרציק
unwind	joy	0.281	אָפּרוען
truce	joy	0.281	שטויס
toast	joy	0.281	טאָסט
chill	joy	0.281	ציטערן
infinity	joy	0.281	ומענדיקייַט
rested	joy	0.281	רעסטיד
buzzing	joy	0.281	ברומען
venerable	joy	0.279	ערעוודיק
balance	joy	0.275	וואָג
retirement	joy	0.275	ריטייערמאַנט
fireplace	joy	0.273	קאַמין
buddha	joy	0.273	בודאַ
devout	joy	0.273	פרום
drinks	joy	0.273	טרינקען
rapt	joy	0.273	rapt
swim	joy	0.273	שווימען
compensate	joy	0.273	פאַרגיטיקן
snowing	joy	0.271	שנייען
sublimation	joy	0.270	סובלימאַטיאָן
fruity	joy	0.268	פרוכטיק
sunday	joy	0.266	זונטיק
sketching	joy	0.266	סקעטשינג
paragon	joy	0.266	פּאַראַגאָן
humility	joy	0.266	אַניוועס
ministry	joy	0.266	מיניסטעריום
waves	joy	0.266	כוואליעס
cathedral	joy	0.266	קאַטעדראַל
sun	joy	0.266	זון
yoga	joy	0.266	יאָגאַ
fortitude	joy	0.266	שטאַרקייט
salute	joy	0.266	באַגריסן
buddhism	joy	0.266	בודדהיסם
whim	joy	0.266	קאַפּריז
artwork	joy	0.265	קונסטווערק
practiced	joy	0.264	פּראַקטיסיז
clean	joy	0.260	ריין
running	joy	0.258	פליסנדיק
clarity	joy	0.258	קלעריטי
found	joy	0.258	געפונען
fitting	joy	0.258	פּאַסן
immerse	joy	0.258	ייַנטונקען
exercise	joy	0.258	געניטונג
food	joy	0.258	עסנוואַרג
autumn	joy	0.254	האַרבסט
fit	joy	0.250	פּאַסיק
morning	joy	0.250	פרימאָרגן
contagious	joy	0.250	איבערכאפענד
outdoors	joy	0.250	דרויסנדיק
