English Word	Emotion	Emotion-Intensity-Score	Welsh Word
gasping	fear	0.438	gaspio
scarcity	fear	0.438	prinder
irreconcilable	fear	0.438	anghymodlon
impermeable	fear	0.438	anhydraidd
broke	fear	0.438	torrodd
halting	fear	0.435	atal
mysterious	fear	0.435	dirgel
insulting	fear	0.435	sarhaus
rebels	fear	0.435	gwrthryfelwyr
repulsion	fear	0.431	gwrthyriad
glare	fear	0.430	llewyrch
punitive	fear	0.425	cosbol
sordid	fear	0.425	sordid
stake	fear	0.423	stanc
tempest	fear	0.423	tymestl
deleterious	fear	0.422	niweidiol
reticent	fear	0.422	dawedog
stresses	fear	0.422	straen
fainting	fear	0.422	llewygu
offense	fear	0.422	trosedd
extrajudicial	fear	0.422	allfarnol
delusion	fear	0.422	lledrith
thumping	fear	0.422	curo
lament	fear	0.422	galarnad
depress	fear	0.422	iselach
usurped	fear	0.422	trawsfeddiant
bigot	fear	0.422	bigot
hydra	fear	0.422	hydra
stressin	fear	0.422	stressin
coyote	fear	0.422	coyote
wilderness	fear	0.422	anialwch
infamous	fear	0.422	anenwog
troll	fear	0.422	trolio
dissident	fear	0.422	anghytunol
unnatural	fear	0.422	annaturiol
disappear	fear	0.422	diflannu
bayonet	fear	0.422	bidog
depresson	fear	0.422	iselder
anathema	fear	0.422	anathema
steal	fear	0.422	dwyn
publicspeaking	fear	0.422	siarad cyhoeddus
burdensome	fear	0.422	beichus
bier	fear	0.422	elor
prowl	fear	0.422	prowl
ultimatum	fear	0.422	wltimatwm
varicella	fear	0.422	varicella
suspension	fear	0.422	ataliad
unsteady	fear	0.422	ansefydlog
heathen	fear	0.422	cenhedloedd
alien	fear	0.422	estron
adversity	fear	0.418	adfyd
ineptitude	fear	0.417	anallu
outsider	fear	0.413	tu allan
ugliness	fear	0.410	hylltra
immoral	fear	0.410	anfoesol
vulture	fear	0.410	fwltur
ghetto	fear	0.406	ghetto
nausea	fear	0.406	cyfog
weakly	fear	0.406	yn wan
penance	fear	0.406	penyd
distressed	fear	0.406	trallodus
dominant	fear	0.406	trech
disallowed	fear	0.406	anghymeradwy
recklessness	fear	0.406	di-hid
insolvent	fear	0.406	ansolfent
wary	fear	0.406	wyliadwrus
scar	fear	0.406	craith
ohdear	fear	0.406	ohdar
drones	fear	0.406	drones
tearful	fear	0.406	dagreuol
stretcher	fear	0.406	stretsier
stressing	fear	0.406	pwysleisio
omnipotence	fear	0.406	hollalluog
rubble	fear	0.406	rwbel
escape	fear	0.406	dianc
whimper	fear	0.406	whimper
dismissal	fear	0.406	diswyddiad
screech	fear	0.406	sgrech
resection	fear	0.406	echdoriad
disorder	fear	0.406	anhrefn
possession	fear	0.406	meddiant
claw	fear	0.406	Crafanc
blackout	fear	0.406	blacowt
squall	fear	0.406	squall
disabled	fear	0.406	anabl
deport	fear	0.406	alltudio
disgust	fear	0.406	ffieidd-dod
stressful	fear	0.406	dirdynnol
socialism	fear	0.405	sosialaeth
conspiracy	fear	0.400	cynllwyn
toughness	fear	0.400	caledwch
defection	fear	0.398	diffygiad
absence	fear	0.396	absenoldeb
moan	fear	0.394	cwynfan
crusade	fear	0.392	crwsâd
overt	fear	0.391	amlwg
whatdoido	fear	0.391	bethdoido
refutation	fear	0.391	gwrthbrofiad
descent	fear	0.391	disgyniad
reject	fear	0.391	gwrthod
suspicion	fear	0.391	amheuaeth
exigent	fear	0.391	dirfawr
concealment	fear	0.391	celu
xanax	fear	0.391	xanacs
cleave	fear	0.391	hollt
diagnosis	fear	0.391	diagnosis
separation	fear	0.391	gwahaniad
spaz	fear	0.391	sbaz
musket	fear	0.391	mwsged
brimstone	fear	0.391	brwmstan
repellent	fear	0.391	ymlid
discrimination	fear	0.391	gwahaniaethu
unrest	fear	0.391	aflonyddwch
insolvency	fear	0.391	ansolfedd
submission	fear	0.391	cyflwyniad
mental	fear	0.391	meddyliol
scarecrow	fear	0.391	bwgan brain
snare	fear	0.391	magl
unemployed	fear	0.391	di-waith
stifled	fear	0.391	mygu
procedure	fear	0.391	gweithdrefn
excitation	fear	0.391	cyffro
cyst	fear	0.391	cyst
avoiding	fear	0.391	osgoi
lose	fear	0.391	colli
nervy	fear	0.391	nerfi
gulp	fear	0.391	gulp
conquer	fear	0.391	gorchfygu
dubious	fear	0.391	amheus
hardened	fear	0.391	caledu
radon	fear	0.391	radon
urgency	fear	0.391	brys
theocratic	fear	0.391	theocrataidd
poverty	fear	0.391	tlodi
throb	fear	0.388	throb
outcast	fear	0.388	alltud
orc	fear	0.388	orc
disapprove	fear	0.380	anghymeradwyo
dontpanic	fear	0.378	peidiwch â phanicio
withdrawals	fear	0.377	tynnu'n ôl
plea	fear	0.377	ymbil
expose	fear	0.375	dinoethi
edict	fear	0.375	golygiad
frigate	fear	0.375	ffrigad
bunker	fear	0.375	byncer
obligor	fear	0.375	rhwymwr
suspected	fear	0.375	amheuir
interrogate	fear	0.375	holi
escaped	fear	0.375	diangodd
flu	fear	0.375	ffliw
ocd	fear	0.375	ocd
taunt	fear	0.375	taunt
sultan	fear	0.375	swltan
bad	fear	0.375	drwg
bankrupt	fear	0.375	methdalwr
psychological	fear	0.375	seicolegol
dentistry	fear	0.375	deintyddiaeth
chimera	fear	0.375	chimera
sneaking	fear	0.375	sleifio
nauseous	fear	0.375	cyfoglyd
barricade	fear	0.375	barricade
locust	fear	0.375	locust
dissolution	fear	0.375	diddymiad
misconception	fear	0.375	camsyniad
embarrassment	fear	0.375	embaras
chasm	fear	0.375	tamaid
grieve	fear	0.375	galaru
khan	fear	0.375	khan
coldness	fear	0.375	oerni
kerosene	fear	0.375	cerosin
antsy	fear	0.375	gwrthsy
mentalhealth	fear	0.375	Iechyd meddwl
obi	fear	0.375	obi
pressure	fear	0.375	pwysau
military	fear	0.375	milwrol
whirlpool	fear	0.375	trobwll
repellant	fear	0.373	ymlidiwr
unknown	fear	0.369	anhysbys
pare	fear	0.367	par
jealousy	fear	0.365	cenfigen
formidable	fear	0.359	aruthrol
desert	fear	0.359	anialwch
cautionary	fear	0.359	rhybuddiol
onedge	fear	0.359	ymyl
jaundice	fear	0.359	clefyd melyn
pessimism	fear	0.359	pesimistiaeth
recurring	fear	0.359	cylchol
difficult	fear	0.359	anodd
concerned	fear	0.359	dan sylw
consternation	fear	0.359	gofid
bottomless	fear	0.359	diwaelod
revolution	fear	0.359	chwyldro
stint	fear	0.359	cyfnod
government	fear	0.359	llywodraeth
bankruptcy	fear	0.359	methdaliad
timid	fear	0.359	ofnus
contempt	fear	0.359	dirmyg
warned	fear	0.359	rhybuddio
measles	fear	0.359	y frech goch
rejects	fear	0.359	yn gwrthod
sectarian	fear	0.359	sectyddol
headaches	fear	0.359	cur pen
dart	fear	0.359	dart
sortie	fear	0.359	sortie
wasting	fear	0.359	gwastraffu
conquest	fear	0.359	concwest
depreciation	fear	0.359	dibrisiant
mournful	fear	0.359	galarus
mandamus	fear	0.359	mandamws
spike	fear	0.359	pigyn
cur	fear	0.359	cyr
burke	fear	0.359	bwrc
rebel	fear	0.359	gwrthryfelwr
exam	fear	0.359	arholiad
anomaly	fear	0.359	anghysondeb
mug	fear	0.359	mwg
constrain	fear	0.358	cyfyngu
languishing	fear	0.358	dihoeni
bane	fear	0.356	bane
impeach	fear	0.354	uchelgyhuddiad
warden	fear	0.354	warden
adverse	fear	0.352	anffafriol
lawyer	fear	0.349	cyfreithiwr
libel	fear	0.348	enllib
retrenchment	fear	0.345	cwtogiad
imminent	fear	0.345	ar fin digwydd
shame	fear	0.344	cywilydd
avoidance	fear	0.344	osgoi
shortage	fear	0.344	prinder
opium	fear	0.344	opiwm
swerve	fear	0.344	wyrth
evade	fear	0.344	osgoi
servile	fear	0.344	gwasaidd
pest	fear	0.344	pla
hesitation	fear	0.344	petruso
loneliness	fear	0.344	unigrwydd
discipline	fear	0.344	disgyblaeth
fanaticism	fear	0.344	ffanatigiaeth
sorrow	fear	0.344	tristwch
hiss	fear	0.344	hisian
belittle	fear	0.344	bychanu
knell	fear	0.344	penlin
contentious	fear	0.344	cynhennus
bearish	fear	0.344	bearish
opposed	fear	0.344	gwrthwynebu
launches	fear	0.344	yn lansio
taboo	fear	0.344	tabŵ
cutter	fear	0.344	torrwr
defy	fear	0.344	herio
unjustifiable	fear	0.344	anghyfiawn
parachute	fear	0.344	parasiwt
eel	fear	0.344	llysywen
psych	fear	0.344	seic
aaaaaaah	fear	0.344	aaaaaah
verdict	fear	0.344	rheithfarn
mri	fear	0.344	mri
shaky	fear	0.344	sigledig
resistant	fear	0.344	gwrthsefyll
obstacle	fear	0.344	rhwystr
reckless	fear	0.344	di-hid
recession	fear	0.344	dirwasgiad
disrespectful	fear	0.343	amharchus
phalanx	fear	0.342	phalanx
creature	fear	0.340	creadur
specter	fear	0.331	bwgan
mortgage	fear	0.331	morgeisi
enigmatic	fear	0.329	enigmatig
supremacy	fear	0.328	goruchafiaeth
bugaboo	fear	0.328	bygabŵ
defendant	fear	0.328	diffynnydd
feeling	fear	0.328	teimlad
ethereal	fear	0.328	etheraidd
undesirable	fear	0.328	annymunol
mishap	fear	0.328	anffawd
outpost	fear	0.328	allbost
weirdo	fear	0.328	weirdo
caution	fear	0.328	pwyll
spillin	fear	0.328	spillin
dike	fear	0.328	diic
dominion	fear	0.328	arglwyddiaeth
wimp	fear	0.328	gwimp
quash	fear	0.328	dileu
subordinate	fear	0.328	israddol
shank	fear	0.328	shank
remove	fear	0.328	gwared
senseless	fear	0.328	disynnwyr
shutdown	fear	0.328	cau i lawr
gametime	fear	0.328	amser gêm
uhoh	fear	0.328	uhoh
loom	fear	0.328	gwŷdd
police	fear	0.328	heddlu
wrongly	fear	0.328	yn anghywir
unlucky	fear	0.328	anlwcus
gladiator	fear	0.328	gladiator
adrift	fear	0.328	aderyn
hives	fear	0.328	cychod gwenyn
smut	fear	0.328	smwt
encumbrance	fear	0.328	llyffethair
unsettled	fear	0.327	ansefydlog
scarce	fear	0.327	prin
antisocial	fear	0.324	gwrthgymdeithasol
astray	fear	0.320	cyfeiliorni
vigilant	fear	0.319	gwyliadwrus
socialist	fear	0.318	sosialaidd
halter	fear	0.318	ataliwr
pessimist	fear	0.317	pesimist
pacing	fear	0.316	camu
wimpy	fear	0.312	wimpy
clinical	fear	0.312	clinigol
blight	fear	0.312	malltod
muzzle	fear	0.312	trwyn
ahhhhhhhh	fear	0.312	ahhhhhhhh
therapist	fear	0.312	therapydd
laxative	fear	0.312	carthydd
obsessing	fear	0.312	obsesiwn
seclusion	fear	0.312	neilltuaeth
foreigner	fear	0.312	tramorwr
dentist	fear	0.312	deintydd
chargeable	fear	0.312	taladwy
deadline	fear	0.312	dyddiad cau
uneasy	fear	0.312	anesmwyth
valium	fear	0.312	valiwm
powerful	fear	0.312	nerthol
opponent	fear	0.312	gwrthwynebwr
ordnance	fear	0.312	ordnans
cram	fear	0.312	cram
unexpected	fear	0.312	annisgwyl
thorny	fear	0.312	pigog
discontinuity	fear	0.312	diffyg parhad
conspire	fear	0.312	cynllwyn
collusion	fear	0.312	cydgynllwynio
litigate	fear	0.312	ymgyfreithio
unkind	fear	0.312	angharedig
whirlwind	fear	0.312	corwynt
nether	fear	0.312	chwaith
trickery	fear	0.312	dichellwaith
bewilderment	fear	0.312	dryswch
overthinking	fear	0.309	gorfeddwl
doubts	fear	0.308	amheuon
seriousness	fear	0.305	difrifoldeb
irrational	fear	0.305	afresymegol
erase	fear	0.303	Dileu
teasing	fear	0.303	pryfocio
razor	fear	0.303	rasel
sweating	fear	0.298	chwysu
mage	fear	0.297	mage
giant	fear	0.297	cawr
weighty	fear	0.297	pwysfawr
warning	fear	0.297	rhybudd
avoid	fear	0.297	osgoi
inflation	fear	0.297	chwyddiant
mislead	fear	0.297	camarwain
adjudicate	fear	0.297	beirniad
endless	fear	0.297	diddiwedd
deflation	fear	0.297	datchwyddiant
depreciated	fear	0.297	dibrisio
bitch	fear	0.297	ast
swamp	fear	0.297	cors
bale	fear	0.297	byrn
dashed	fear	0.297	gwalchog
crouching	fear	0.297	cyrcydu
flounder	fear	0.297	lleden
hide	fear	0.297	cuddio
reluctant	fear	0.297	cyndyn
unsurpassed	fear	0.297	heb ei ail
medical	fear	0.297	meddygol
timidity	fear	0.297	ofnusrwydd
auditor	fear	0.297	archwiliwr
deluge	fear	0.287	dilyw
disinformation	fear	0.286	dadwybodaeth
court	fear	0.284	llys
aversion	fear	0.283	gwrthwynebiad
cartridge	fear	0.281	cetris
unfriendly	fear	0.281	anghyfeillgar
cautious	fear	0.281	gochel
surveillance	fear	0.281	gwyliadwriaeth
yelp	fear	0.281	cyfarth
confusion	fear	0.281	dryswch
apache	fear	0.281	apache
flying	fear	0.281	hedfan
submitting	fear	0.281	cyflwyno
discourage	fear	0.281	digalonni
rush	fear	0.281	rhuthr
fortress	fear	0.281	caer
dwarfed	fear	0.281	corrach
challenge	fear	0.281	her
notready	fear	0.281	ddim yn barod
wan	fear	0.281	wan
mistaken	fear	0.281	camgymryd
hurryup	fear	0.281	Brysiwch
swelling	fear	0.281	chwydd
oncoming	fear	0.281	yn dod ymlaen
remains	fear	0.281	olion
unruly	fear	0.281	afreolus
bigoted	fear	0.281	bigot
intense	fear	0.279	dwys
noncompliance	fear	0.276	diffyg cydymffurfio
alerts	fear	0.276	rhybuddion
planes	fear	0.274	awyrennau
cop	fear	0.273	cop
displeased	fear	0.273	anfodlon
unbridled	fear	0.271	di-rwystr
problem	fear	0.266	problem
crouch	fear	0.266	cwrcwd
sneak	fear	0.266	sleifio
hood	fear	0.266	cwfl
force	fear	0.266	grym
confession	fear	0.266	cyffes
posse	fear	0.266	posse
banger	fear	0.266	banger
belt	fear	0.266	gwregys
crowds	fear	0.266	torfeydd
elevation	fear	0.266	drychiad
insomnia	fear	0.266	anhunedd
auditions	fear	0.266	clyweliadau
forgotten	fear	0.266	anghofio
affront	fear	0.266	sarhau
cloak	fear	0.266	clogyn
newjob	fear	0.266	swydd newydd
blindfold	fear	0.266	mwgwd
skid	fear	0.266	sgid
blemish	fear	0.266	blemish
uncanny	fear	0.266	anhyfryd
sentence	fear	0.266	brawddeg
cupping	fear	0.266	cwpanu
regiment	fear	0.266	gatrawd
hooded	fear	0.266	cwfl
operation	fear	0.266	gweithrediad
immerse	fear	0.266	ymgolli
shanghai	fear	0.266	shanghai
acrobat	fear	0.266	acrobat
flurries	fear	0.266	ffluriau
spur	fear	0.262	ysbwriel
mortgagor	fear	0.258	morgeisiwr
defense	fear	0.258	amddiffynfa
insect	fear	0.250	pryfyn
defend	fear	0.250	amddiffyn
cataract	fear	0.250	cataract
stealthy	fear	0.250	llechwraidd
swampy	fear	0.250	corsiog
sunk	fear	0.250	suddo
run	fear	0.250	rhedeg
scapegoat	fear	0.250	bwch dihangol
jobinterview	fear	0.250	cyfweliad Swydd
repent	fear	0.250	edifarhau
breakingnews	fear	0.250	newyddion torri
obliging	fear	0.250	gorfodi
rascal	fear	0.250	rascal
impatiently	fear	0.250	yn ddiamynedd
react	fear	0.250	ymateb
doubt	fear	0.250	amheuaeth
guard	fear	0.250	gard
forewarned	fear	0.250	rhagrybuddio
foul	fear	0.250	aflan
indifference	fear	0.250	difaterwch
hag	fear	0.250	hag
picket	fear	0.250	piced
delusional	fear	0.250	rhithiol
standstill	fear	0.250	llonydd
rating	fear	0.250	gradd
spinster	fear	0.250	troellwr
unfamiliar	fear	0.250	anghyfarwydd
indecisive	fear	0.250	amhendant
grounded	fear	0.242	wedi'i seilio
badhabit	fear	0.242	drwgarfer
highest	fear	0.236	uchaf
aaaah	fear	0.234	aaaah
shrink	fear	0.234	crebachu
insomniac	fear	0.234	anhunedd
chicken	fear	0.234	cyw iâr
bee	fear	0.234	gwenynen
inequality	fear	0.234	anghyfartaledd
verge	fear	0.234	ymyl
shelters	fear	0.234	llochesi
buzz	fear	0.234	bwrlwm
buck	fear	0.234	bwch
discontent	fear	0.234	anniddigrwydd
difficulty	fear	0.234	anhawster
finalized	fear	0.234	terfynol
overdrive	fear	0.234	goryrru
pinion	fear	0.234	piniwn
scaffold	fear	0.234	sgaffald
dependence	fear	0.234	dibyniaeth
rekindle	fear	0.234	ailgynnau
instinctive	fear	0.234	greddfol
thatmoment	fear	0.234	yr eiliad honno
sleepless	fear	0.234	di-gwsg
intercede	fear	0.234	eiriol
psychiatrist	fear	0.234	seiciatrydd
rushing	fear	0.233	rhuthro
overslept	fear	0.226	gor-gysgu
default	fear	0.226	rhagosodedig
confessional	fear	0.225	cyffes
impatient	fear	0.224	ddiamynedd
tactics	fear	0.219	tactegau
aga	fear	0.219	aga
blues	fear	0.219	felan
thrill	fear	0.219	gwefr
immigrant	fear	0.219	mewnfudwr
veer	fear	0.219	gogwyddo
sweat	fear	0.219	chwys
cane	fear	0.219	cansen
revelations	fear	0.219	datguddiadau
whatif	fear	0.219	bethif
waver	fear	0.219	gwamalwr
jungle	fear	0.219	jyngl
fingerscrossed	fear	0.219	croesi bysedd
stingy	fear	0.219	stingy
bait	fear	0.219	abwyd
unequal	fear	0.219	anghyfartal
lastminute	fear	0.219	funud olaf
heft	fear	0.219	heft
overtired	fear	0.218	gorflino
prognosis	fear	0.217	prognosis
alertness	fear	0.216	effro
hyped	fear	0.214	hyped
wishmeluck	fear	0.212	Dymuna bob lwc i fi
somuchtodo	fear	0.212	somuchtodo
toomuchtodo	fear	0.212	gormoddodo
tryouts	fear	0.210	treialon
clowns	fear	0.207	clowniau
fluctuation	fear	0.204	amrywiad
examination	fear	0.204	arholiad
restless	fear	0.204	aflonydd
uphill	fear	0.203	i fyny'r rhiw
quail	fear	0.203	soflieir
phew	fear	0.203	phew
mighty	fear	0.203	nerthol
cross	fear	0.203	croes
hurry	fear	0.203	brysia
recesses	fear	0.203	cilfachau
intimacy	fear	0.203	agosatrwydd
overcome	fear	0.203	goresgyn
birth	fear	0.203	geni
acceptances	fear	0.203	derbyniadau
help	fear	0.203	help
fearless	fear	0.200	di-ofn
change	fear	0.198	newid
ware	fear	0.198	nwyddau
withstand	fear	0.197	gwrthsefyll
asap	fear	0.191	cyn gynted â phosibl
heighten	fear	0.188	dwyshau
watch	fear	0.188	Gwylio
tract	fear	0.188	tract
advance	fear	0.188	ymlaen llaw
overcoming	fear	0.188	gorchfygu
attorney	fear	0.188	twrnai
deadlines	fear	0.188	terfynau amser
bug	fear	0.188	byg
knots	fear	0.188	clymau
owing	fear	0.188	dyledus
waitinggame	fear	0.188	gêm aros
unorganised	fear	0.188	di-drefn
gnome	fear	0.188	gnome
fragile	fear	0.188	bregus
cautiously	fear	0.188	yn ofalus
stillness	fear	0.188	llonyddwch
intrigue	fear	0.188	cynllwyn
rule	fear	0.188	rheol
elf	fear	0.185	coblyn
stillwaiting	fear	0.184	dal yn aros
lonely	fear	0.183	unig
slippery	fear	0.181	llithrig
interview	fear	0.180	cyfweliad
everyman	fear	0.178	pawb
speculation	fear	0.176	dyfalu
needtoknow	fear	0.173	angen gwybod
worship	fear	0.172	addoliad
unsure	fear	0.172	ansicr
surprise	fear	0.172	syndod
settlor	fear	0.172	setlwr
competition	fear	0.172	cystadleuaeth
readytogo	fear	0.172	barod i fynd
checkpoint	fear	0.172	pwynt gwirio
composure	fear	0.172	amgyffred
interviewer	fear	0.172	cyfwelydd
chaff	fear	0.172	chaff
regulatory	fear	0.172	rheoleiddiol
birch	fear	0.172	bedw
shell	fear	0.172	plisgyn
assessment	fear	0.172	asesu
uncertain	fear	0.172	ansicr
rod	fear	0.172	gwialen
humanrights	fear	0.172	hawliau Dynol
less	fear	0.167	llai
coy	fear	0.162	coi
iris	fear	0.160	iris
intimately	fear	0.156	yn agos
hearing	fear	0.156	clyw
legalized	fear	0.156	cyfreithloni
needit	fear	0.156	angen
audition	fear	0.156	clyweliad
retirement	fear	0.156	ymddeoliad
countdown	fear	0.156	cyfri i lawr
sly	fear	0.156	slei
bases	fear	0.156	seiliau
ceasefire	fear	0.156	cadoediad
medication	fear	0.156	meddyginiaeth
courageous	fear	0.154	gwrol
overthinker	fear	0.153	gor-feddwl
backtrack	fear	0.151	cefntrac
dawned	fear	0.150	gwawriodd
censor	fear	0.149	sensor
bailiff	fear	0.147	beili
syllabus	fear	0.147	maes llafur
delay	fear	0.141	oedi
newcomer	fear	0.141	newydd-ddyfodiad
imagination	fear	0.141	dychymyg
waiting	fear	0.141	aros
gent	fear	0.141	boneddig
validity	fear	0.141	dilysrwydd
cove	fear	0.141	cildraeth
rationality	fear	0.141	rhesymoledd
caricature	fear	0.141	gwawdlun
eventuality	fear	0.141	posibilrwydd
alreadyyyyy	fear	0.140	eisoesyyyy
shy	fear	0.140	swil
symptom	fear	0.133	symptom
excite	fear	0.132	cyffroi
raccoon	fear	0.127	racwn
clown	fear	0.125	clown
tryout	fear	0.125	tryout
needtorelax	fear	0.125	angen ymlacio
swim	fear	0.125	nofio
campaigning	fear	0.125	ymgyrchu
hawk	fear	0.125	gwalch
prevent	fear	0.125	atal
gameday	fear	0.125	diwrnod gêm
ahhh	fear	0.125	ahhh
marry	fear	0.125	priodi
sprite	fear	0.125	corlun
soready	fear	0.125	yn sobr
sag	fear	0.123	sag
pharmacy	fear	0.123	fferyllfa
policeman	fear	0.121	plismon
dreamt	fear	0.111	breuddwydio
lace	fear	0.111	les
homework	fear	0.109	gwaith Cartref
destination	fear	0.109	cyrchfan
incase	fear	0.109	rhag ofn
pray	fear	0.109	gweddio
knot	fear	0.109	cwlwm
confidence	fear	0.109	hyder
bigday	fear	0.109	diwrnod mawr
holiness	fear	0.109	sancteiddrwydd
notoriety	fear	0.109	enwogrwydd
weight	fear	0.109	pwysau
slender	fear	0.100	main
undecided	fear	0.098	heb benderfynu
sympathetic	fear	0.097	cydymdeimladol
poise	fear	0.094	osgo
case	fear	0.094	achos
treat	fear	0.094	trin
locate	fear	0.094	lleoli
loyal	fear	0.094	ffyddlon
grades	fear	0.094	graddau
god	fear	0.094	duw
helmet	fear	0.094	helmed
confident	fear	0.094	hyderus
counsellor	fear	0.094	cynghorwr
northeast	fear	0.088	gogledd-ddwyrain
graduation	fear	0.078	graddio
compassion	fear	0.078	tosturi
nurture	fear	0.078	meithrin
graded	fear	0.075	graddedig
mum	fear	0.070	mam
infant	fear	0.067	babanod
journey	fear	0.062	taith
parade	fear	0.062	parêd
gradschool	fear	0.062	ysgol raddedig
civilian	fear	0.062	sifil
cloudiness	fear	0.062	cymylog
cash	fear	0.062	arian parod
civilians	fear	0.062	sifiliaid
guidelines	fear	0.062	canllawiau
soulmate	fear	0.062	enaid
youth	fear	0.062	ieuenctid
opera	fear	0.057	opera
synonymous	fear	0.056	cyfystyr
honest	fear	0.047	onest
praying	fear	0.047	yn gweddio
intelligence	fear	0.038	cudd-wybodaeth
volunteer	fear	0.031	gwirfoddolwr
romance	fear	0.031	rhamant
lines	fear	0.031	llinellau
obey	fear	0.016	ufuddhau
happiest	joy	0.986	hapusaf
happiness	joy	0.984	hapusrwydd
bliss	joy	0.971	gwynfyd
celebrating	joy	0.970	dathlu
jubilant	joy	0.969	gorfoleddus
ecstatic	joy	0.954	ecstatig
elation	joy	0.944	gorfoledd
beaming	joy	0.938	trawstio
bestdayever	joy	0.938	diwrnod gorau erioed
loveee	joy	0.932	cariad
celebration	joy	0.929	dathliad
awesomeness	joy	0.926	awen
joy	joy	0.924	llawenydd
joyous	joy	0.922	llawen
fabulous	joy	0.922	gwych
happily	joy	0.922	yn hapus
excitement	joy	0.922	cyffro
exuberance	joy	0.922	afiaith
makesmehappy	joy	0.922	gwneudfihapus
euphoria	joy	0.922	ewfforia
lovee	joy	0.920	cariad
gratitude	joy	0.914	diolchgarwch
happydance	joy	0.912	dawns hapus
merriment	joy	0.912	hwyl
spectacular	joy	0.912	ysblennydd
overjoyed	joy	0.909	wrth ei bodd
purebliss	joy	0.909	purwynfyd
triumphant	joy	0.907	buddugoliaethus
ecstasy	joy	0.906	ecstasi
lovelovelove	joy	0.906	cariadcariad
cheerful	joy	0.906	siriol
cheer	joy	0.897	llon
elated	joy	0.894	hyawdl
peaceofmind	joy	0.891	tawelwch meddwl
jolly	joy	0.891	llawen
delighted	joy	0.891	wrth fy modd
lovethis	joy	0.891	caru hwn
excitation	joy	0.891	cyffro
exhilaration	joy	0.891	cynhyrfiad
pleasures	joy	0.891	pleserau
laugh	joy	0.891	chwerthin
marvelously	joy	0.881	yn rhyfeddol
loving	joy	0.879	cariadus
joyful	joy	0.879	llawen
blissful	joy	0.879	dedwydd
outstanding	joy	0.879	rhagorol
pleasurable	joy	0.877	pleserus
lovinglife	joy	0.875	bywyd cariadus
enthusiastic	joy	0.875	brwdfrydig
glee	joy	0.875	llawen
iloveher	joy	0.875	iloveher
yaaaay	joy	0.875	yaaaay
overthemoon	joy	0.875	dros y mis
happyplace	joy	0.875	man hapus
sohappy	joy	0.868	mor hapus
superb	joy	0.864	gwych
woohoo	joy	0.864	woohoo
laughing	joy	0.864	chwerthin
wonderful	joy	0.863	bendigedig
hooray	joy	0.859	hwre
loved	joy	0.859	caru
tearsofjoy	joy	0.859	dagrau llawenydd
hallelujah	joy	0.859	hallelwia
magnificent	joy	0.859	godidog
glory	joy	0.859	gogoniant
ilovechristmas	joy	0.859	nadolig
brilliant	joy	0.859	gwych
celebrated	joy	0.859	dathlu
cheering	joy	0.859	bloeddio
yayyyy	joy	0.859	yayyyy
heavenly	joy	0.853	nefol
exciting	joy	0.853	cyffrous
thrilled	joy	0.851	wrth ei fodd
mademyday	joy	0.848	gwnaethfyday
hohoho	joy	0.845	hohoho
celebrate	joy	0.844	dathlu
wonderfully	joy	0.844	yn rhyfeddol
blessing	joy	0.844	bendith
favoriteholiday	joy	0.844	hoff wyliau
paradise	joy	0.833	paradwys
marvellous	joy	0.833	rhyfeddol
festive	joy	0.833	gwyl
sweetness	joy	0.833	melyster
blessed	joy	0.833	bendigedig
celebrations	joy	0.833	dathliadau
compliment	joy	0.831	canmoliaeth
smiling	joy	0.828	gwenu
allsmiles	joy	0.828	gwenu
love	joy	0.828	cariad
enchanting	joy	0.828	hudolus
homesweethome	joy	0.826	cartrefweethome
thankyougod	joy	0.824	diolch i ti
marvelous	joy	0.824	rhyfeddol
laughter	joy	0.824	chwerthin
goodmood	joy	0.819	hwyliau da
goodness	joy	0.818	daioni
excellence	joy	0.818	rhagoriaeth
sensational	joy	0.818	synhwyrus
joys	joy	0.818	llawenydd
delightful	joy	0.818	hyfryd
excited	joy	0.818	cynhyrfus
rejoicing	joy	0.818	gorfoledd
happyheart	joy	0.818	calon hapus
celebratory	joy	0.818	dathliadol
greatful	joy	0.816	gwych
jovial	joy	0.814	llawen
rejoice	joy	0.812	llawenhau
splendid	joy	0.812	ysblenydd
enjoy	joy	0.812	mwynhau
smiley	joy	0.812	gwenog
glorious	joy	0.812	gogoneddus
victorious	joy	0.812	buddugol
lovemaking	joy	0.812	gwneud cariad
bonanza	joy	0.812	bonansa
greatday	joy	0.812	diwrnod gwych
excellent	joy	0.812	rhagorol
goodtimes	joy	0.811	amser da
whatmakesmesmile	joy	0.811	beth sy'n gwneudmesmile
happyday	joy	0.809	diwrnod Hapus
myfavorite	joy	0.804	fy ffefryn
thankyoulord	joy	0.803	diolch i ti
gladness	joy	0.803	gorfoledd
yayyy	joy	0.803	yayyy
yeahhhh	joy	0.803	iehhhh
pleasure	joy	0.803	pleser
giggle	joy	0.802	chwerthin
happier	joy	0.797	hapusach
lovemylife	joy	0.797	bywyd cariad
magnificence	joy	0.797	gwychder
happytweet	joy	0.797	trydar hapus
lovinlife	joy	0.797	bywyd cariad
yesss	joy	0.797	ie
dancing	joy	0.797	dawnsio
success	joy	0.797	llwyddiant
grateful	joy	0.789	ddiolchgar
amuse	joy	0.788	difyrrwch
splendor	joy	0.788	ysblander
happy	joy	0.788	hapus
