English Word	Emotion	Emotion-Intensity-Score	Samoan Word
defendant	fear	0.328	lē ua molia
feeling	fear	0.328	lagona
ethereal	fear	0.328	fa'aletino
undesirable	fear	0.328	lē mana'omia
mishap	fear	0.328	fa'alavelave
outpost	fear	0.328	nofoaga i fafo
weirdo	fear	0.328	uiga ese
caution	fear	0.328	fa'aeteete
spillin	fear	0.328	sasaa
dike	fear	0.328	alavai
dominion	fear	0.328	pulega
wimp	fear	0.328	wimp
quash	fear	0.328	soloia
subordinate	fear	0.328	i lalo ifo
shank	fear	0.328	vae
remove	fear	0.328	aveese
senseless	fear	0.328	valea
shutdown	fear	0.328	tapuni i lalo
gametime	fear	0.328	ta'aloga
uhoh	fear	0.328	uoh
loom	fear	0.328	lalaga
police	fear	0.328	leoleo
wrongly	fear	0.328	sese
unlucky	fear	0.328	le manuia
gladiator	fear	0.328	tautai
adrift	fear	0.328	tafefea
hives	fear	0.328	sulugatiti
smut	fear	0.328	ulavale
encumbrance	fear	0.328	fa'alavelave
unsettled	fear	0.327	le mautu
scarce	fear	0.327	utiuti
antisocial	fear	0.324	fa'afeagai
astray	fear	0.320	sese
vigilant	fear	0.319	mataala
socialist	fear	0.318	fa'aagafesootai
halter	fear	0.318	tofa
pessimist	fear	0.317	fa'anoanoa
pacing	fear	0.316	saoasaoa
wimpy	fear	0.312	fa'aleaga
clinical	fear	0.312	falema'i
blight	fear	0.312	malaia
muzzle	fear	0.312	gutu
ahhhhhhhh	fear	0.312	ahhhhhhhh
therapist	fear	0.312	foma'i
laxative	fear	0.312	laxative
obsessing	fear	0.312	mata'utia
seclusion	fear	0.312	faaesea
foreigner	fear	0.312	tagata ese
dentist	fear	0.312	fomai nifo
chargeable	fear	0.312	totogi
deadline	fear	0.312	aso gataaga
uneasy	fear	0.312	fa'anoanoa
valium	fear	0.312	valium
powerful	fear	0.312	malosi
opponent	fear	0.312	fili
ordnance	fear	0.312	auupega
cram	fear	0.312	gaogao
unexpected	fear	0.312	fa'afuase'i
thorny	fear	0.312	matuitui
discontinuity	fear	0.312	fa'aletonu
conspire	fear	0.312	taupulepule
collusion	fear	0.312	taupulepulega
litigate	fear	0.312	fa'amasinoga
unkind	fear	0.312	agaleaga
whirlwind	fear	0.312	asiosio
nether	fear	0.312	i lalo
trickery	fear	0.312	togafiti
bewilderment	fear	0.312	fememea'i
overthinking	fear	0.309	soona mafaufau
doubts	fear	0.308	masalosaloga
seriousness	fear	0.305	ogaoga
irrational	fear	0.305	le mafaufau
erase	fear	0.303	tapeina
teasing	fear	0.303	taufaalili
razor	fear	0.303	sele
sweating	fear	0.298	afu
mage	fear	0.297	fa'ataulāitu
giant	fear	0.297	tele
weighty	fear	0.297	mamafa
warning	fear	0.297	lapata'iga
avoid	fear	0.297	alo ese
inflation	fear	0.297	tau o tupe
mislead	fear	0.297	faaseseina
adjudicate	fear	0.297	faamasino
endless	fear	0.297	e le gata
deflation	fear	0.297	fa'aletonu
depreciated	fear	0.297	faaitiitia
bitch	fear	0.297	faife'au
swamp	fear	0.297	taufusi
bale	fear	0.297	bale
dashed	fear	0.297	motumotu
crouching	fear	0.297	punou
flounder	fear	0.297	fa'afefete
hide	fear	0.297	lalafi
reluctant	fear	0.297	musuā
unsurpassed	fear	0.297	e le mafaatusalia
medical	fear	0.297	faafomai
timidity	fear	0.297	matamuli
auditor	fear	0.297	suetusi
deluge	fear	0.287	lologa
disinformation	fear	0.286	fa'amatalaga sese
court	fear	0.284	faamasinoga
aversion	fear	0.283	'ino'ino
cartridge	fear	0.281	pusa
unfriendly	fear	0.281	le faauo
cautious	fear	0.281	fa'aeteete
surveillance	fear	0.281	mata'ituina
yelp	fear	0.281	ee
confusion	fear	0.281	fenumiai
apache	fear	0.281	apache
flying	fear	0.281	lele
submitting	fear	0.281	tuuina atu
discourage	fear	0.281	fa'avaivai
rush	fear	0.281	faanatinati
fortress	fear	0.281	olo
dwarfed	fear	0.281	fa'atauva'a
challenge	fear	0.281	lu'itau
notready	fear	0.281	e le'i sauni
wan	fear	0.281	wan
mistaken	fear	0.281	sese
hurryup	fear	0.281	tope mai
swelling	fear	0.281	fulafula
oncoming	fear	0.281	o lo'o sau
remains	fear	0.281	tumau
unruly	fear	0.281	le taupulea
bigoted	fear	0.281	mata'utia
intense	fear	0.279	malosi
noncompliance	fear	0.276	le usitaia
alerts	fear	0.276	mataala
planes	fear	0.274	vaalele
cop	fear	0.273	leoleo
displeased	fear	0.273	le fiafia
unbridled	fear	0.271	lē taofiofia
problem	fear	0.266	faafitauli
crouch	fear	0.266	punou
sneak	fear	0.266	sola
hood	fear	0.266	pulou
force	fear	0.266	malosi
confession	fear	0.266	ta'uta'u atu
posse	fear	0.266	posse
banger	fear	0.266	po'o
belt	fear	0.266	fusipa'u
crowds	fear	0.266	motu o tagata
elevation	fear	0.266	maualuga
insomnia	fear	0.266	le moe
auditions	fear	0.266	su'ega
forgotten	fear	0.266	galo
affront	fear	0.266	faalumaina
cloak	fear	0.266	ofutalaloa
newjob	fear	0.266	galuega fou
blindfold	fear	0.266	fusi mata
skid	fear	0.266	faasee
blemish	fear	0.266	ila
uncanny	fear	0.266	uiga ese
sentence	fear	0.266	faasalaga
cupping	fear	0.266	ipu
regiment	fear	0.266	pulega
hooded	fear	0.266	ufiufi
operation	fear	0.266	fa'agaioiga
immerse	fear	0.266	faatofu
shanghai	fear	0.266	Shanghai
acrobat	fear	0.266	acrobat
flurries	fear	0.266	vevesi
spur	fear	0.262	fa'aoso
mortgagor	fear	0.258	mokesi
defense	fear	0.258	puipuiga
insect	fear	0.250	iniseti
defend	fear	0.250	puipui
cataract	fear	0.250	fa'amata'u
stealthy	fear	0.250	faalilolilo
swampy	fear	0.250	taufusi
sunk	fear	0.250	goto
run	fear	0.250	tamo'e
scapegoat	fear	0.250	oti
jobinterview	fear	0.250	faatalanoaga faigaluega
repent	fear	0.250	salamo
breakingnews	fear	0.250	tala fou
obliging	fear	0.250	fa'atosina
rascal	fear	0.250	ulavale
impatiently	fear	0.250	le onosai
react	fear	0.250	tali atu
doubt	fear	0.250	masalosalo
guard	fear	0.250	leoleo
forewarned	fear	0.250	mua'i lapata'ia
foul	fear	0.250	leaga
indifference	fear	0.250	fa'atauva'a
hag	fear	0.250	hag
picket	fear	0.250	piketi
delusional	fear	0.250	fa'asesega
standstill	fear	0.250	tutu
rating	fear	0.250	fua fa'atatau
spinster	fear	0.250	faimeamea
unfamiliar	fear	0.250	lē masani ai
indecisive	fear	0.250	le mautonu
grounded	fear	0.242	fa'avae
badhabit	fear	0.242	leaga
highest	fear	0.236	maualuga
aaaah	fear	0.234	aaaah
shrink	fear	0.234	fa'aitiiti
insomniac	fear	0.234	lē maua le moe
chicken	fear	0.234	moa
bee	fear	0.234	pi
inequality	fear	0.234	le tutusa
verge	fear	0.234	pito
shelters	fear	0.234	fale puipui
buzz	fear	0.234	pisapisao
buck	fear	0.234	tupe
discontent	fear	0.234	le fiafia
difficulty	fear	0.234	faigata
finalized	fear	0.234	mae'a
overdrive	fear	0.234	fa'atelevave
pinion	fear	0.234	pinion
scaffold	fear	0.234	fatāmanu
dependence	fear	0.234	faalagolago
rekindle	fear	0.234	toe faaolaola
instinctive	fear	0.234	fa'anatinati
thatmoment	fear	0.234	lena taimi
sleepless	fear	0.234	leai se moe
intercede	fear	0.234	fautua
psychiatrist	fear	0.234	foma'i mafaufau
rushing	fear	0.233	faanatinati
overslept	fear	0.226	ua soona momoe
default	fear	0.226	faaletonu
confessional	fear	0.225	ta'uta'u atu
impatient	fear	0.224	le onosai
tactics	fear	0.219	togafiti
aga	fear	0.219	aga
blues	fear	0.219	lanumoana
thrill	fear	0.219	fiafia
immigrant	fear	0.219	tagata malaga mai
veer	fear	0.219	liliu
sweat	fear	0.219	afu
cane	fear	0.219	tootoo
revelations	fear	0.219	faaaliga
whatif	fear	0.219	a faapefea
waver	fear	0.219	fe'au
jungle	fear	0.219	vaomatua
fingerscrossed	fear	0.219	fa'asagataulima
stingy	fear	0.219	pipi'i
bait	fear	0.219	maunu
unequal	fear	0.219	lē tutusa
lastminute	fear	0.219	minute mulimuli
heft	fear	0.219	maualuga
overtired	fear	0.218	vaivai tele
prognosis	fear	0.217	fa'ailoga
alertness	fear	0.216	mataala
hyped	fear	0.214	fa'apea
wishmeluck	fear	0.212	manuia
somuchtodo	fear	0.212	somuchtodo
toomuchtodo	fear	0.212	toomuchtodo
tryouts	fear	0.210	fa'ata'ita'iga
clowns	fear	0.207	ulavale
fluctuation	fear	0.204	fesuiaiga
examination	fear	0.204	su'ega
restless	fear	0.204	le mapu
uphill	fear	0.203	a'ega
quail	fear	0.203	salu
phew	fear	0.203	phew
mighty	fear	0.203	malosi
cross	fear	0.203	satauro
hurry	fear	0.203	vave
recesses	fear	0.203	malolo
intimacy	fear	0.203	fa'afeusuaiga
overcome	fear	0.203	manumalo
birth	fear	0.203	fanau mai
acceptances	fear	0.203	taliaina
help	fear	0.203	fesoasoani
fearless	fear	0.200	lē fefe
change	fear	0.198	suiga
ware	fear	0.198	oloa
withstand	fear	0.197	tumau
asap	fear	0.191	vave
heighten	fear	0.188	fa'asilisili
watch	fear	0.188	matamata
tract	fear	0.188	sāvali
advance	fear	0.188	agai i luma
overcoming	fear	0.188	manumalo
attorney	fear	0.188	loia
deadlines	fear	0.188	taimi e gata ai
bug	fear	0.188	bug
knots	fear	0.188	nonoa
owing	fear	0.188	aitalafu
waitinggame	fear	0.188	ta'aloga faatalitali
unorganised	fear	0.188	lē maopoopo
gnome	fear	0.188	gnome
fragile	fear	0.188	maaleale
cautiously	fear	0.188	ma le fa'aeteete
stillness	fear	0.188	filemu
intrigue	fear	0.188	fa'alavelave
rule	fear	0.188	pulega
elf	fear	0.185	elf
stillwaiting	fear	0.184	faatalitali pea
lonely	fear	0.183	tuulafoaiina
slippery	fear	0.181	maseesee
interview	fear	0.180	faatalanoaga
everyman	fear	0.178	tagata uma
speculation	fear	0.176	taumatematega
needtoknow	fear	0.173	mana'omia le iloa
worship	fear	0.172	tapuai
unsure	fear	0.172	le mautinoa
surprise	fear	0.172	ofo
settlor	fear	0.172	tagata nofoia
competition	fear	0.172	tauvaga
readytogo	fear	0.172	saunitogo
checkpoint	fear	0.172	nofoaga siaki
composure	fear	0.172	filemu
interviewer	fear	0.172	fai faatalanoaga
chaff	fear	0.172	aputi
regulatory	fear	0.172	tulafono faatonutonu
birch	fear	0.172	birch
shell	fear	0.172	atigi
assessment	fear	0.172	iloiloga
uncertain	fear	0.172	le mautinoa
rod	fear	0.172	tootoo
humanrights	fear	0.172	aia tatau a tagata
less	fear	0.167	itiiti
coy	fear	0.162	coy
iris	fear	0.160	iris
intimately	fear	0.156	vavalalata
hearing	fear	0.156	fa'alogo
legalized	fear	0.156	fa'atulafonoina
needit	fear	0.156	mana'omia
audition	fear	0.156	su'ega
retirement	fear	0.156	litaea
countdown	fear	0.156	faitau i tua
sly	fear	0.156	fa'a'ole'ole
bases	fear	0.156	faavae
ceasefire	fear	0.156	taofi afi
medication	fear	0.156	vailaau
courageous	fear	0.154	lototetele
overthinker	fear	0.153	soona mafaufau
backtrack	fear	0.151	tua i tua
dawned	fear	0.150	ua tafa mai ata
censor	fear	0.149	tagavai
bailiff	fear	0.147	leoleo leoleo
syllabus	fear	0.147	syllabus
delay	fear	0.141	tuai
newcomer	fear	0.141	tagata fou
imagination	fear	0.141	mafaufauga
waiting	fear	0.141	faatalitali
gent	fear	0.141	matai
validity	fear	0.141	aoga
cove	fear	0.141	cove
rationality	fear	0.141	fa'amaoni
caricature	fear	0.141	ata tusi
eventuality	fear	0.141	fa'alavelave
alreadyyyyy	fear	0.140	ua umayyy
shy	fear	0.140	matamuli
symptom	fear	0.133	fa'ailoga
excite	fear	0.132	fa'aoso
raccoon	fear	0.127	raccoon
clown	fear	0.125	ulavale
tryout	fear	0.125	fa'ata'ita'iga
needtorelax	fear	0.125	mana'omia malolo
swim	fear	0.125	aau
campaigning	fear	0.125	fa'aupuga
hawk	fear	0.125	hawk
prevent	fear	0.125	puipuia
gameday	fear	0.125	aso ta'aloga
ahhh	fear	0.125	ahhh
marry	fear	0.125	faaipoipo
sprite	fear	0.125	sprite
soready	fear	0.125	tiga
sag	fear	0.123	pa'u
pharmacy	fear	0.123	fale talavai
policeman	fear	0.121	leoleo
dreamt	fear	0.111	miti
lace	fear	0.111	lane
homework	fear	0.109	meaaoga
destination	fear	0.109	taunuuga
incase	fear	0.109	mea ane
pray	fear	0.109	tatalo
knot	fear	0.109	nonoa
confidence	fear	0.109	mautinoa
bigday	fear	0.109	aso tele
holiness	fear	0.109	le paia
notoriety	fear	0.109	ta'uta'ua
weight	fear	0.109	mamafa
slender	fear	0.100	paee
undecided	fear	0.098	le mautonu
sympathetic	fear	0.097	tigaalofa
poise	fear	0.094	filemu
case	fear	0.094	mataupu
treat	fear	0.094	togafiti
locate	fear	0.094	su'e
loyal	fear	0.094	faamaoni
grades	fear	0.094	togi
god	fear	0.094	atua
helmet	fear	0.094	puloutau
confident	fear	0.094	mautinoa
counsellor	fear	0.094	faufautua
northeast	fear	0.088	i sasae
graduation	fear	0.078	fa'au'uga
compassion	fear	0.078	agaalofa
nurture	fear	0.078	faafailele
graded	fear	0.075	fa'ailoga
mum	fear	0.070	tina
infant	fear	0.067	pepe
journey	fear	0.062	malaga
parade	fear	0.062	solo
gradschool	fear	0.062	aoga faauu
civilian	fear	0.062	tagata lautele
cloudiness	fear	0.062	puaoa
cash	fear	0.062	tinoitupe
civilians	fear	0.062	tagata lautele
guidelines	fear	0.062	taiala
soulmate	fear	0.062	agaga
youth	fear	0.062	talavou
opera	fear	0.057	opera
synonymous	fear	0.056	uiga tutusa
honest	fear	0.047	faamaoni
praying	fear	0.047	tatalo
intelligence	fear	0.038	atamai
volunteer	fear	0.031	volenitia
romance	fear	0.031	alofaga
lines	fear	0.031	laina
obey	fear	0.016	usita'i
happiest	joy	0.986	sili ona fiafia
happiness	joy	0.984	fiafia
bliss	joy	0.971	manuia
celebrating	joy	0.970	faamanatu
jubilant	joy	0.969	fiafia
ecstatic	joy	0.954	fiafia
elation	joy	0.944	fiafia
beaming	joy	0.938	pupula
bestdayever	joy	0.938	aso sili
loveee	joy	0.932	alofaee
celebration	joy	0.929	fa'amanatuga
awesomeness	joy	0.926	mata'utia
joy	joy	0.924	olioli
joyous	joy	0.922	fiafia
fabulous	joy	0.922	ofoofogia
happily	joy	0.922	ma le fiafia
excitement	joy	0.922	fiafiaga
exuberance	joy	0.922	fiafia
makesmehappy	joy	0.922	faiamefiafia
euphoria	joy	0.922	euphoria
lovee	joy	0.920	alofa
gratitude	joy	0.914	faafetai
happydance	joy	0.912	siva fiafia
merriment	joy	0.912	fiafia
spectacular	joy	0.912	mata'ina
overjoyed	joy	0.909	fiafia tele
purebliss	joy	0.909	fiafia mama
triumphant	joy	0.907	manumalo
ecstasy	joy	0.906	fiafiaga
lovelovelove	joy	0.906	alofaalofaalofa
cheerful	joy	0.906	fiafia
cheer	joy	0.897	fiafia
elated	joy	0.894	fiafia
peaceofmind	joy	0.891	filemu o le mafaufau
jolly	joy	0.891	fiafia
delighted	joy	0.891	fiafia
lovethis	joy	0.891	alofa i lenei
excitation	joy	0.891	fiafiaga
exhilaration	joy	0.891	fa'afiafiaga
pleasures	joy	0.891	fiafiaga
laugh	joy	0.891	ata
marvelously	joy	0.881	ofoofogia
loving	joy	0.879	alofa
joyful	joy	0.879	fiafia
blissful	joy	0.879	fiafia
outstanding	joy	0.879	mata'ina
pleasurable	joy	0.877	fiafia
lovinglife	joy	0.875	ola alofa
enthusiastic	joy	0.875	fiafia
glee	joy	0.875	fiafia
iloveher	joy	0.875	alofaiva
yaaaay	joy	0.875	iaaay
overthemoon	joy	0.875	ova masina
happyplace	joy	0.875	nofoaga fiafia
sohappy	joy	0.868	fiafia
superb	joy	0.864	maoa'e
woohoo	joy	0.864	woohoo
laughing	joy	0.864	talie
wonderful	joy	0.863	matagofie
hooray	joy	0.859	talofa
loved	joy	0.859	alofagia
tearsofjoy	joy	0.859	loimata fiafia
hallelujah	joy	0.859	aleluia
magnificent	joy	0.859	matagofie
glory	joy	0.859	mamalu
ilovechristmas	joy	0.859	alofa kerisimasi
brilliant	joy	0.859	pupula
celebrated	joy	0.859	faamanatuina
cheering	joy	0.859	patipati
yayyyy	joy	0.859	iiyyy
heavenly	joy	0.853	faalelagi
exciting	joy	0.853	fiafia
thrilled	joy	0.851	fiafia
mademyday	joy	0.848	faiamyday
hohoho	joy	0.845	hohoho
celebrate	joy	0.844	faamanatu
wonderfully	joy	0.844	ofoofogia
blessing	joy	0.844	fa'amanuiaga
favoriteholiday	joy	0.844	aso malolo fiafia
paradise	joy	0.833	parataiso
marvellous	joy	0.833	ofoofogia
festive	joy	0.833	fiafia
sweetness	joy	0.833	suamalie
blessed	joy	0.833	manuia
celebrations	joy	0.833	aso faamanatu
compliment	joy	0.831	faamalo
smiling	joy	0.828	ataata
allsmiles	joy	0.828	'ata'ata uma
love	joy	0.828	alofa
enchanting	joy	0.828	fa'atauanau
homesweethome	joy	0.826	aiga moni
thankyougod	joy	0.824	faafetai
marvelous	joy	0.824	ofoofogia
laughter	joy	0.824	talie
goodmood	joy	0.819	lagona lelei
goodness	joy	0.818	agalelei
excellence	joy	0.818	tulaga silisili
sensational	joy	0.818	mata'ina
joys	joy	0.818	fiafiaga
delightful	joy	0.818	manaia
excited	joy	0.818	fiafia
rejoicing	joy	0.818	olioli
happyheart	joy	0.818	loto fiafia
celebratory	joy	0.818	fa'amanatuga
greatful	joy	0.816	maoae
jovial	joy	0.814	fiafia
rejoice	joy	0.812	olioli
splendid	joy	0.812	matagofie
enjoy	joy	0.812	fiafia
smiley	joy	0.812	ataata
glorious	joy	0.812	mamalu
victorious	joy	0.812	manumalo
lovemaking	joy	0.812	alofa
bonanza	joy	0.812	manuia
greatday	joy	0.812	aso tele
excellent	joy	0.812	lelei
goodtimes	joy	0.811	taimi lelei
whatmakesmesmile	joy	0.811	meameameamea
happyday	joy	0.809	aso fiafia
myfavorite	joy	0.804	la'u fiafia
thankyoulord	joy	0.803	faafetai
gladness	joy	0.803	fiafia
yayyy	joy	0.803	ioe
yeahhhh	joy	0.803	ioehhh
pleasure	joy	0.803	fiafiaga
giggle	joy	0.802	talie
happier	joy	0.797	sili atu le fiafia
lovemylife	joy	0.797	lovemylife
magnificence	joy	0.797	matagofie
happytweet	joy	0.797	happytweet
lovinlife	joy	0.797	ola alofa
yesss	joy	0.797	ioess
dancing	joy	0.797	siva
success	joy	0.797	manuia
grateful	joy	0.789	fa'afetai
amuse	joy	0.788	fa'afiafia
splendor	joy	0.788	mamalu
happy	joy	0.788	fiafia
fun	joy	0.788	malie
giggling	joy	0.781	talie
glad	joy	0.781	fiafia
glorify	joy	0.781	mamalu
radiant	joy	0.781	susulu
beautiful	joy	0.781	aulelei
solucky	joy	0.781	solucky
sothankful	joy	0.781	faafetai
enchanted	joy	0.781	fa'ataulāitu
romance	joy	0.779	alofaga
perfection	joy	0.779	atoatoa
christmassy	joy	0.779	Kerisimasi
heavens	joy	0.779	lagi
thrilling	joy	0.776	faagaeetia
lovable	joy	0.773	alofagia
congrats	joy	0.773	faamalo
fiesta	joy	0.773	tausamiga
entertain	joy	0.773	faafiafia
happyvalentinesday	joy	0.773	fiafia valentinesday
miraculous	joy	0.773	faavavega
cheers	joy	0.773	manuia
cheered	joy	0.773	fiafia
positivity	joy	0.773	manatu lelei
funday	joy	0.772	aso
enjoying	joy	0.771	fiafia
lifeisgood	joy	0.766	ola lelei
amused	joy	0.766	malie
goodfeeling	joy	0.766	lagona lelei
christmasspirit	joy	0.766	agaga Kerisimasi
cuddling	joy	0.766	fusi
smiles	joy	0.766	ataata
sosweet	joy	0.766	suamalie tele
thebest	joy	0.766	o le sili lava
party	joy	0.765	pati
delight	joy	0.765	fiafia
orgasm	joy	0.765	orgasm
positive	joy	0.761	lelei
sweetheart	joy	0.758	manamea
enlighten	joy	0.758	fa'amalamalamaina
cheerfulness	joy	0.758	fiafia
miracles	joy	0.758	vavega
giddy	joy	0.757	fa'anoanoa
christmastime	joy	0.757	Kerisimasi
gratify	joy	0.750	fa'amalie
greatness	joy	0.750	silisiliese
friendliness	joy	0.750	uiga faauo
blessings	joy	0.750	faamanuiaga
laughs	joy	0.750	ata
tistheseason	joy	0.750	tausaga fa'atasi
smile	joy	0.750	ataata
pleasing	joy	0.750	fiafia
romantic	joy	0.750	fa'afealofani
happyholidays	joy	0.750	aso fiafia
frolic	joy	0.748	ulavale
jubilee	joy	0.742	iupeli
miracle	joy	0.742	vavega
enthusiasm	joy	0.742	naunautaiga
selflove	joy	0.742	alofa mo oe lava
triumph	joy	0.742	manumalo
magical	joy	0.742	fa'ataulāitu
rewarding	joy	0.742	tauia
goodvibes	joy	0.742	taimi lelei
positiveenergy	joy	0.742	malosi lelei
feelgood	joy	0.736	lagona lelei
prosperity	joy	0.735	manuia
behappy	joy	0.734	fiafia
admiration	joy	0.734	faamemelo
passionate	joy	0.734	naunau
goodday	joy	0.734	manuia le aso
luxurious	joy	0.734	matagofie
tgif	joy	0.734	tgif
victory	joy	0.734	manumalo
feelinggood	joy	0.734	lagona lelei
enchant	joy	0.734	fa'ataulāitu
greatnight	joy	0.734	po tele
vivacious	joy	0.734	olaola
glorification	joy	0.733	mamalu
sing	joy	0.729	pese
glowing	joy	0.729	susulu
yessss	joy	0.728	ioesss
fulfillment	joy	0.728	faataunuuina
breathtaking	joy	0.728	mata'ina
thankful	joy	0.727	faafetai
cheery	joy	0.727	fiafia
santa	joy	0.727	sata
hurrah	joy	0.727	talofa
christmasbreak	joy	0.727	Kerisimasi
win	joy	0.727	malo
atpeace	joy	0.727	filemu
award	joy	0.727	taui
merry	joy	0.727	fiafia
inspiration	joy	0.725	musumusuga
radiance	joy	0.725	susulu
pleased	joy	0.725	fiafia
uplift	joy	0.723	siitia
optimistic	joy	0.723	fa'amoemoe
heaven	joy	0.721	lagi
lucky	joy	0.721	laki
godisgreat	joy	0.721	silisili ese
holidays	joy	0.721	aso malolo
thrill	joy	0.721	fiafia
congratulatory	joy	0.719	faamalo
thriving	joy	0.719	olaola
amusement	joy	0.719	fa'afiafiaga
perfect	joy	0.719	atoatoa
lover	joy	0.719	alofa
xmas	joy	0.719	xmas
heartfelt	joy	0.719	mai le loto
utopian	joy	0.719	utopia
lovely	joy	0.719	matagofie
harmony	joy	0.719	fealofani
praising	joy	0.719	vivii
brighten	joy	0.719	susulu
luckiest	joy	0.712	sili ona laki
merrychristmas	joy	0.712	manuia le kirisimasi
magic	joy	0.712	fa'ataulāitu
achievement	joy	0.712	ausia
yay	joy	0.712	ioe
holiday	joy	0.712	aso malolo
treasures	joy	0.712	'oa
luxury	joy	0.712	taugata
bestfeeling	joy	0.712	lagona sili
intimate	joy	0.710	vavalalata
soblessed	joy	0.706	fa'anoanoa
yaaay	joy	0.706	ioe
rave	joy	0.706	fa'afefe
chuckle	joy	0.706	ata
proud	joy	0.704	mimita
winning	joy	0.703	manumalo
cherish	joy	0.703	faapelepele
goodnews	joy	0.703	tala lelei
fuckyeah	joy	0.703	ioe
optimism	joy	0.703	fa'amoemoe
amazingly	joy	0.703	ofoofogia
lovelife	joy	0.703	olaga alofa
truelove	joy	0.703	alofa moni
beautification	joy	0.703	faamatagofieina
satisfying	joy	0.703	faamalie
appreciates	joy	0.703	talisapaia
cuddled	joy	0.703	fusifusia
goodlife	joy	0.703	soifua manuia
gooood	joy	0.703	gooood
sweetest	joy	0.703	sili ona suamalie
yaay	joy	0.700	ioe
entertained	joy	0.700	faafiafiaina
excite	joy	0.697	fa'aoso
newbeginnings	joy	0.693	amataga fou
praisejesus	joy	0.691	viia Iesu
birthday	joy	0.691	aso fanau
greatfriends	joy	0.688	uo sili
adoration	joy	0.688	ifoga
godsend	joy	0.688	alofa atua
favorite	joy	0.688	fiafia
content	joy	0.688	anotusi
entertaining	joy	0.688	faafiafia
honored	joy	0.688	mamalu
metime	joy	0.688	taimi
exquisite	joy	0.688	matagofie
holidayseason	joy	0.688	aso malolo
thankyoujesus	joy	0.688	faafetai Iesu
angelic	joy	0.688	agelu
goodhealth	joy	0.682	ola maloloina
majestic	joy	0.682	mamalu
luscious	joy	0.682	suamalie
memoriesiwontforget	joy	0.682	manatua e le galo
bestfriends	joy	0.682	uo mamae
precious	joy	0.682	taua
appreciated	joy	0.682	talisapaia
exaltation	joy	0.682	faaeaina
smiled	joy	0.682	ataata
brightens	joy	0.682	susulu
tranquility	joy	0.679	to'afilemu
marry	joy	0.676	faaipoipo
embrace	joy	0.676	opogi
positively	joy	0.676	lelei
grin	joy	0.672	'ata'ata
hug	joy	0.672	fusi
hilarious	joy	0.672	malie
dearest	joy	0.672	pele
contentment	joy	0.672	faamalieina
accomplished	joy	0.672	ausia
relaxation	joy	0.672	malolo
bday	joy	0.672	aso fanau
enliven	joy	0.672	faaolaola
weeeee	joy	0.672	weeeee
giggles	joy	0.672	talie
fulfilled	joy	0.667	faataunuuina
bountiful	joy	0.667	tele
victor	joy	0.667	manumalo
adore	joy	0.667	faamemelo
boisterous	joy	0.667	pisapisao
fulfill	joy	0.664	faataunuuina
cuddles	joy	0.662	fusi
prosperous	joy	0.660	manuia
appreciation	joy	0.656	talisapaia
serenity	joy	0.656	toafilemu
happynewyear	joy	0.656	manuia le tausaga fou
humor	joy	0.656	malie
satisfy	joy	0.656	faamalie
besties	joy	0.656	uo lelei
encouraged	joy	0.656	faamalosiau
captivate	joy	0.656	faatosina
christmaseve	joy	0.656	Kerisimasi
glow	joy	0.656	susulu
romanticism	joy	0.656	fa'afealofani
innerpeace	joy	0.656	filemu i totonu
pleasant	joy	0.656	manaia
praises	joy	0.652	viiga
abundance	joy	0.652	tele
fortunes	joy	0.652	manuia
engaged	joy	0.652	faamau
praised	joy	0.652	viia
relaxing	joy	0.652	malolo
treasure	joy	0.652	oa
satisfaction	joy	0.652	faamalieina
nothingbetter	joy	0.647	e leai se mea e sili atu
affection	joy	0.647	alofa
relieved	joy	0.647	mapu
complement	joy	0.647	fa'atasi
carnival	joy	0.643	fa'afiafiaga
priceless	joy	0.641	tautele
uplifting	joy	0.641	faagaeetia
sensuality	joy	0.641	tuinanau
saintly	joy	0.641	paia
champion	joy	0.641	siamupini
thanksgiving	joy	0.641	faafetai
harmoniously	joy	0.641	fa'atasi
wedding	joy	0.641	faaipoipopga
achieve	joy	0.641	ausia
divine	joy	0.641	paia
jackpot	joy	0.641	jackpot
honeymoon	joy	0.636	honeymoon
exalt	joy	0.636	faaeaina
twinkle	joy	0.636	emo
comforting	joy	0.636	faamafanafana
felicity	joy	0.636	fiafia
peaceful	joy	0.636	filemu
climax	joy	0.636	tumutumuga
winner	joy	0.636	manumalo
reverie	joy	0.636	manatunatu
yayy	joy	0.636	ioe
cuddle	joy	0.636	fusi
xoxo	joy	0.634	xoxo
stargazing	joy	0.625	va'ai fetu
festival	joy	0.625	tausamiga
sweet	joy	0.625	suamalie
generosity	joy	0.625	agalelei
brighter	joy	0.625	susulu atu
praisegod	joy	0.625	atua vivii
gorgeous	joy	0.625	aulelei
hearts	joy	0.625	loto
amusing	joy	0.625	malie
fondness	joy	0.625	fiafia
snuggling	joy	0.625	fa'asusu
reward	joy	0.625	taui
sex	joy	0.622	feusuaiga
kind	joy	0.621	agalelei
genial	joy	0.621	agalelei
parade	joy	0.621	solo
applause	joy	0.621	patipati
beauty	joy	0.621	lalelei
fulfilling	joy	0.618	faamalieina
aspiring	joy	0.618	fa'anaunau
newlife	joy	0.618	olaga fou
godbless	joy	0.616	faamanuia le atua
virtuous	joy	0.613	amio mama
kiss	joy	0.610	sogi
christmas	joy	0.609	kerisimasi
