English Word	Emotion	Emotion-Intensity-Score	Galician Word
omgomgomg	fear	0.453	omgomgomg
hydrocephalus	fear	0.453	hidrocefalia
warn	fear	0.453	avisar
batter	fear	0.453	rebozado
ohgod	fear	0.453	Ai Señor
penalty	fear	0.453	penalización
straits	fear	0.453	estreitos
orphan	fear	0.453	orfo
urgent	fear	0.450	urxente
arraignment	fear	0.450	imputación
tramp	fear	0.440	vagabundo
stress	fear	0.439	estrés
behemoth	fear	0.439	gigante
accidental	fear	0.438	accidental
dominate	fear	0.438	dominar
cabal	fear	0.438	cabal
accuser	fear	0.438	acusador
debacle	fear	0.438	debacle
perverse	fear	0.438	perverso
looming	fear	0.438	asomando
yell	fear	0.438	berrar
forfeiture	fear	0.438	decomiso
infirmity	fear	0.438	enfermidade
expel	fear	0.438	expulsar
probation	fear	0.438	liberdade condicional
falter	fear	0.438	vacilar
tribunal	fear	0.438	tribunal
atrophy	fear	0.438	atrofia
aghhh	fear	0.438	aghhh
bewildered	fear	0.438	desconcertado
asp	fear	0.438	asp
mace	fear	0.438	maza
wince	fear	0.438	estremecer
concealed	fear	0.438	encuberto
indomitable	fear	0.438	indomable
illegitimate	fear	0.438	ilexítimo
stripped	fear	0.438	desposuído
unprepared	fear	0.438	sen preparar
entangled	fear	0.438	enredado
coldsweat	fear	0.438	suor frío
dentists	fear	0.438	dentistas
predicament	fear	0.438	predicamento
rheumatism	fear	0.438	reumatismo
displaced	fear	0.438	desprazado
dislocated	fear	0.438	dislocado
prick	fear	0.438	picar
targeting	fear	0.438	orientación
obstruct	fear	0.438	obstruír
gasping	fear	0.438	jadeando
scarcity	fear	0.438	escaseza
irreconcilable	fear	0.438	irreconciliable
impermeable	fear	0.438	impermeable
broke	fear	0.438	rompeu
halting	fear	0.435	parando
mysterious	fear	0.435	misterioso
insulting	fear	0.435	insultante
rebels	fear	0.435	rebeldes
repulsion	fear	0.431	repulsión
glare	fear	0.430	brillo
punitive	fear	0.425	punitivo
sordid	fear	0.425	sórdido
stake	fear	0.423	estaca
tempest	fear	0.423	tempestade
deleterious	fear	0.422	prexudicial
reticent	fear	0.422	reticente
stresses	fear	0.422	tensións
fainting	fear	0.422	desmaio
offense	fear	0.422	ofensa
extrajudicial	fear	0.422	extraxudiciais
delusion	fear	0.422	delirio
thumping	fear	0.422	golpeando
lament	fear	0.422	lamento
depress	fear	0.422	deprimir
usurped	fear	0.422	usurpada
bigot	fear	0.422	fanático
hydra	fear	0.422	hidra
stressin	fear	0.422	estrés
coyote	fear	0.422	coiote
wilderness	fear	0.422	deserto
infamous	fear	0.422	infame
troll	fear	0.422	troll
dissident	fear	0.422	disidente
unnatural	fear	0.422	antinatural
disappear	fear	0.422	desaparecer
bayonet	fear	0.422	baioneta
depresson	fear	0.422	depresión
anathema	fear	0.422	anatema
steal	fear	0.422	roubar
publicspeaking	fear	0.422	falar en público
burdensome	fear	0.422	gravoso
bier	fear	0.422	bóveda
prowl	fear	0.422	merodear
ultimatum	fear	0.422	ultimato
varicella	fear	0.422	varicela
suspension	fear	0.422	suspensión
unsteady	fear	0.422	inestable
heathen	fear	0.422	pagán
alien	fear	0.422	alleo
adversity	fear	0.418	adversidade
ineptitude	fear	0.417	ineptitude
outsider	fear	0.413	alleo
ugliness	fear	0.410	feísmo
immoral	fear	0.410	inmoral
vulture	fear	0.410	voitre
ghetto	fear	0.406	gueto
nausea	fear	0.406	náuseas
weakly	fear	0.406	débilmente
penance	fear	0.406	penitencia
distressed	fear	0.406	angustiado
dominant	fear	0.406	dominante
disallowed	fear	0.406	non permitido
recklessness	fear	0.406	imprudencia
insolvent	fear	0.406	insolvente
wary	fear	0.406	cauteloso
scar	fear	0.406	cicatriz
ohdear	fear	0.406	oh querida
drones	fear	0.406	drons
tearful	fear	0.406	chorando
stretcher	fear	0.406	padiola
stressing	fear	0.406	estresante
omnipotence	fear	0.406	omnipotencia
rubble	fear	0.406	cascallos
escape	fear	0.406	escapar
whimper	fear	0.406	chorro
dismissal	fear	0.406	despedimento
screech	fear	0.406	berrar
resection	fear	0.406	resección
disorder	fear	0.406	desorde
possession	fear	0.406	posesión
claw	fear	0.406	garra
blackout	fear	0.406	apagón
squall	fear	0.406	borrasca
disabled	fear	0.406	desactivado
deport	fear	0.406	deportar
disgust	fear	0.406	noxo
stressful	fear	0.406	estresante
socialism	fear	0.405	socialismo
conspiracy	fear	0.400	conspiración
toughness	fear	0.400	dureza
defection	fear	0.398	deserción
absence	fear	0.396	ausencia
moan	fear	0.394	xemido
crusade	fear	0.392	cruzada
overt	fear	0.391	aberto
whatdoido	fear	0.391	Que fago
refutation	fear	0.391	refutación
descent	fear	0.391	descenso
reject	fear	0.391	rexeitar
suspicion	fear	0.391	sospeita
exigent	fear	0.391	esixente
concealment	fear	0.391	ocultación
xanax	fear	0.391	xanax
cleave	fear	0.391	fender
diagnosis	fear	0.391	diagnóstico
separation	fear	0.391	separación
spaz	fear	0.391	spaz
musket	fear	0.391	mosquete
brimstone	fear	0.391	xofre
repellent	fear	0.391	repelente
discrimination	fear	0.391	discriminación
unrest	fear	0.391	malestar
insolvency	fear	0.391	insolvencia
submission	fear	0.391	presentación
mental	fear	0.391	mental
scarecrow	fear	0.391	espantallo
snare	fear	0.391	trampa
unemployed	fear	0.391	desempregados
stifled	fear	0.391	sufocado
procedure	fear	0.391	procedemento
excitation	fear	0.391	excitación
cyst	fear	0.391	quiste
avoiding	fear	0.391	evitando
lose	fear	0.391	perder
nervy	fear	0.391	nervioso
gulp	fear	0.391	tragar
conquer	fear	0.391	conquistar
dubious	fear	0.391	dubidosa
hardened	fear	0.391	endurecido
radon	fear	0.391	radón
urgency	fear	0.391	urxencia
theocratic	fear	0.391	teocrático
poverty	fear	0.391	pobreza
throb	fear	0.388	latexar
outcast	fear	0.388	paria
orc	fear	0.388	orco
disapprove	fear	0.380	desaprobar
dontpanic	fear	0.378	non entres en pánico
withdrawals	fear	0.377	retiradas
plea	fear	0.377	súplica
expose	fear	0.375	expoñer
edict	fear	0.375	edicto
frigate	fear	0.375	fragata
bunker	fear	0.375	búnker
obligor	fear	0.375	obrigado
suspected	fear	0.375	sospeitoso
interrogate	fear	0.375	interrogar
escaped	fear	0.375	escapou
flu	fear	0.375	gripe
ocd	fear	0.375	ocd
taunt	fear	0.375	mofa
sultan	fear	0.375	sultán
bad	fear	0.375	malo
bankrupt	fear	0.375	quebra
psychological	fear	0.375	psicolóxico
dentistry	fear	0.375	odontoloxía
chimera	fear	0.375	quimera
sneaking	fear	0.375	furtivamente
nauseous	fear	0.375	náuseas
barricade	fear	0.375	barricada
locust	fear	0.375	saltón
dissolution	fear	0.375	disolución
misconception	fear	0.375	equívoco
embarrassment	fear	0.375	vergoña
chasm	fear	0.375	abismo
grieve	fear	0.375	entristecer
khan	fear	0.375	khan
coldness	fear	0.375	frialdade
kerosene	fear	0.375	queroseno
antsy	fear	0.375	ansioso
mentalhealth	fear	0.375	saúde mental
obi	fear	0.375	obi
pressure	fear	0.375	presión
military	fear	0.375	militar
whirlpool	fear	0.375	remuíño
repellant	fear	0.373	repelente
unknown	fear	0.369	descoñecido
pare	fear	0.367	pare
jealousy	fear	0.365	celos
formidable	fear	0.359	formidable
desert	fear	0.359	deserto
cautionary	fear	0.359	cautela
onedge	fear	0.359	onedge
jaundice	fear	0.359	ictericia
pessimism	fear	0.359	pesimismo
recurring	fear	0.359	recorrente
difficult	fear	0.359	difícil
concerned	fear	0.359	preocupado
consternation	fear	0.359	consternación
bottomless	fear	0.359	sen fondo
revolution	fear	0.359	revolución
stint	fear	0.359	paso
government	fear	0.359	goberno
bankruptcy	fear	0.359	bancarrota
timid	fear	0.359	tímido
contempt	fear	0.359	desprezo
warned	fear	0.359	avisou
measles	fear	0.359	sarampelo
rejects	fear	0.359	rexeita
sectarian	fear	0.359	sectario
headaches	fear	0.359	dores de cabeza
dart	fear	0.359	dardo
sortie	fear	0.359	saída
wasting	fear	0.359	desperdicio
conquest	fear	0.359	conquista
depreciation	fear	0.359	depreciación
mournful	fear	0.359	triste
mandamus	fear	0.359	mandamus
spike	fear	0.359	espiga
cur	fear	0.359	cur
burke	fear	0.359	burke
rebel	fear	0.359	rebelde
exam	fear	0.359	exame
anomaly	fear	0.359	anomalía
mug	fear	0.359	cunca
constrain	fear	0.358	restrinxir
languishing	fear	0.358	languidecendo
bane	fear	0.356	perdición
impeach	fear	0.354	imputación
warden	fear	0.354	alcaide
adverse	fear	0.352	adverso
lawyer	fear	0.349	avogado
libel	fear	0.348	difamación
retrenchment	fear	0.345	redución
imminent	fear	0.345	inminente
shame	fear	0.344	vergoña
avoidance	fear	0.344	evitación
shortage	fear	0.344	escaseza
opium	fear	0.344	opio
swerve	fear	0.344	virar
evade	fear	0.344	evadir
servile	fear	0.344	servil
pest	fear	0.344	praga
hesitation	fear	0.344	vacilación
loneliness	fear	0.344	soidade
discipline	fear	0.344	disciplina
fanaticism	fear	0.344	fanatismo
sorrow	fear	0.344	mágoa
hiss	fear	0.344	asubío
belittle	fear	0.344	menosprezar
knell	fear	0.344	atonar
contentious	fear	0.344	contencioso
bearish	fear	0.344	baixista
opposed	fear	0.344	oposto
launches	fear	0.344	lanzamentos
taboo	fear	0.344	tabú
cutter	fear	0.344	cortador
defy	fear	0.344	desafiar
unjustifiable	fear	0.344	inxustificable
parachute	fear	0.344	paracaídas
eel	fear	0.344	anguía
psych	fear	0.344	psico
aaaaaaah	fear	0.344	aaaaaaah
verdict	fear	0.344	veredicto
mri	fear	0.344	resonancia magnética
shaky	fear	0.344	tremente
resistant	fear	0.344	resistente
obstacle	fear	0.344	obstáculo
reckless	fear	0.344	imprudente
recession	fear	0.344	recesión
disrespectful	fear	0.343	irrespectuoso
phalanx	fear	0.342	falanxe
creature	fear	0.340	criatura
specter	fear	0.331	espectro
mortgage	fear	0.331	hipoteca
enigmatic	fear	0.329	enigmático
supremacy	fear	0.328	supremacía
bugaboo	fear	0.328	bugaboo
defendant	fear	0.328	imputado
feeling	fear	0.328	sentimento
ethereal	fear	0.328	etéreo
undesirable	fear	0.328	indesexable
mishap	fear	0.328	contratempo
outpost	fear	0.328	posto avanzado
weirdo	fear	0.328	estraño
caution	fear	0.328	precaución
spillin	fear	0.328	derramar
dike	fear	0.328	dique
dominion	fear	0.328	dominio
wimp	fear	0.328	mollo
quash	fear	0.328	anular
subordinate	fear	0.328	subordinado
shank	fear	0.328	caña
remove	fear	0.328	quitar
senseless	fear	0.328	sen sentido
shutdown	fear	0.328	apagado
gametime	fear	0.328	tempo de xogo
uhoh	fear	0.328	uhoh
loom	fear	0.328	tear
police	fear	0.328	policía
wrongly	fear	0.328	erróneamente
unlucky	fear	0.328	desafortunado
gladiator	fear	0.328	gladiador
adrift	fear	0.328	á deriva
hives	fear	0.328	colmeas
smut	fear	0.328	smut
encumbrance	fear	0.328	gravame
unsettled	fear	0.327	inestable
scarce	fear	0.327	escasa
antisocial	fear	0.324	antisociais
astray	fear	0.320	extraviado
vigilant	fear	0.319	vixiante
socialist	fear	0.318	socialista
halter	fear	0.318	cabestro
pessimist	fear	0.317	pesimista
pacing	fear	0.316	ritmo
wimpy	fear	0.312	parvo
clinical	fear	0.312	clínica
blight	fear	0.312	tizón
muzzle	fear	0.312	fociño
ahhhhhhhh	fear	0.312	ahhhhhhh
therapist	fear	0.312	terapeuta
laxative	fear	0.312	laxante
obsessing	fear	0.312	obsesionando
seclusion	fear	0.312	reclusión
foreigner	fear	0.312	estranxeiro
dentist	fear	0.312	dentista
chargeable	fear	0.312	cobrable
deadline	fear	0.312	data límite
uneasy	fear	0.312	incómodo
valium	fear	0.312	valium
powerful	fear	0.312	poderoso
opponent	fear	0.312	opoñente
ordnance	fear	0.312	artillería
cram	fear	0.312	cram
unexpected	fear	0.312	inesperado
thorny	fear	0.312	espiñento
discontinuity	fear	0.312	descontinuidade
conspire	fear	0.312	conspirar
collusion	fear	0.312	connivencia
litigate	fear	0.312	litigar
unkind	fear	0.312	desagradable
whirlwind	fear	0.312	remuíño
nether	fear	0.312	abaixo
trickery	fear	0.312	engaño
bewilderment	fear	0.312	desconcerto
overthinking	fear	0.309	Pensar de máis
doubts	fear	0.308	dúbidas
seriousness	fear	0.305	seriedade
irrational	fear	0.305	irracional
erase	fear	0.303	borrar
teasing	fear	0.303	burlas
razor	fear	0.303	navalla
sweating	fear	0.298	suando
mage	fear	0.297	mago
giant	fear	0.297	xigante
weighty	fear	0.297	pesado
warning	fear	0.297	Aviso
avoid	fear	0.297	evitar
inflation	fear	0.297	inflación
mislead	fear	0.297	enganar
adjudicate	fear	0.297	xulgar
endless	fear	0.297	sen fin
deflation	fear	0.297	deflación
depreciated	fear	0.297	depreciado
bitch	fear	0.297	cadela
swamp	fear	0.297	pantano
bale	fear	0.297	fardo
dashed	fear	0.297	trazos
crouching	fear	0.297	agachado
flounder	fear	0.297	platija
hide	fear	0.297	ocultar
reluctant	fear	0.297	renuente
unsurpassed	fear	0.297	insuperable
medical	fear	0.297	médico
timidity	fear	0.297	timidez
auditor	fear	0.297	auditor
deluge	fear	0.287	diluvio
disinformation	fear	0.286	desinformación
court	fear	0.284	tribunal
aversion	fear	0.283	aversión
cartridge	fear	0.281	cartucho
unfriendly	fear	0.281	antipático
cautious	fear	0.281	cauteloso
surveillance	fear	0.281	vixilancia
yelp	fear	0.281	berrar
confusion	fear	0.281	confusión
apache	fear	0.281	apache
flying	fear	0.281	voando
submitting	fear	0.281	presentando
discourage	fear	0.281	desanimar
rush	fear	0.281	présa
fortress	fear	0.281	fortaleza
dwarfed	fear	0.281	anano
challenge	fear	0.281	reto
notready	fear	0.281	non está preparado
wan	fear	0.281	wan
mistaken	fear	0.281	equivocado
hurryup	fear	0.281	apura
swelling	fear	0.281	inchazo
oncoming	fear	0.281	que se achega
remains	fear	0.281	queda
unruly	fear	0.281	indisciplinado
bigoted	fear	0.281	intolerante
intense	fear	0.279	intenso
noncompliance	fear	0.276	incumprimento
alerts	fear	0.276	alertas
planes	fear	0.274	avións
cop	fear	0.273	policía
displeased	fear	0.273	descontento
unbridled	fear	0.271	desenfreado
problem	fear	0.266	problema
crouch	fear	0.266	agacharse
sneak	fear	0.266	escabullirse
hood	fear	0.266	capucha
force	fear	0.266	forza
confession	fear	0.266	confesión
posse	fear	0.266	posse
banger	fear	0.266	banger
belt	fear	0.266	cinto
crowds	fear	0.266	multitudes
elevation	fear	0.266	elevación
insomnia	fear	0.266	insomnio
auditions	fear	0.266	audicións
forgotten	fear	0.266	esquecido
affront	fear	0.266	afrenta
cloak	fear	0.266	capa
newjob	fear	0.266	novo traballo
blindfold	fear	0.266	venda dos ollos
skid	fear	0.266	derrapar
blemish	fear	0.266	mancha
uncanny	fear	0.266	estraño
sentence	fear	0.266	sentenza
cupping	fear	0.266	copando
regiment	fear	0.266	rexemento
hooded	fear	0.266	encapuchados
operation	fear	0.266	operación
immerse	fear	0.266	mergullarse
shanghai	fear	0.266	Xangai
acrobat	fear	0.266	acróbata
flurries	fear	0.266	ráfagas
spur	fear	0.262	espolón
mortgagor	fear	0.258	deudor hipotecario
defense	fear	0.258	defensa
insect	fear	0.250	insecto
defend	fear	0.250	defender
cataract	fear	0.250	catarata
stealthy	fear	0.250	furtivo
swampy	fear	0.250	pantanoso
sunk	fear	0.250	afundido
run	fear	0.250	correr
scapegoat	fear	0.250	chivo expiatorio
jobinterview	fear	0.250	entrevista de traballo
repent	fear	0.250	arrepentirse
breakingnews	fear	0.250	novas de última hora
obliging	fear	0.250	obrigado
rascal	fear	0.250	canalla
impatiently	fear	0.250	con impaciencia
react	fear	0.250	reaccionar
doubt	fear	0.250	dúbida
guard	fear	0.250	garda
forewarned	fear	0.250	avisado
foul	fear	0.250	falta
indifference	fear	0.250	indiferenza
hag	fear	0.250	bruxa
picket	fear	0.250	piquete
delusional	fear	0.250	delirante
standstill	fear	0.250	parada
rating	fear	0.250	valoración
spinster	fear	0.250	solteirona
unfamiliar	fear	0.250	descoñecido
indecisive	fear	0.250	indeciso
grounded	fear	0.242	aterrado
badhabit	fear	0.242	mal hábito
highest	fear	0.236	máis alto
aaaah	fear	0.234	aaaah
shrink	fear	0.234	encoller
insomniac	fear	0.234	insomne
chicken	fear	0.234	polo
bee	fear	0.234	abella
inequality	fear	0.234	desigualdade
verge	fear	0.234	beira
shelters	fear	0.234	refuxios
buzz	fear	0.234	zumbido
buck	fear	0.234	dólar
discontent	fear	0.234	descontento
difficulty	fear	0.234	dificultade
finalized	fear	0.234	finalizado
overdrive	fear	0.234	overdrive
pinion	fear	0.234	piñón
scaffold	fear	0.234	Andamio
dependence	fear	0.234	dependencia
rekindle	fear	0.234	reavivar
instinctive	fear	0.234	instintivo
thatmoment	fear	0.234	ese momento
sleepless	fear	0.234	sen durmir
intercede	fear	0.234	interceder
psychiatrist	fear	0.234	psiquiatra
rushing	fear	0.233	correndo
overslept	fear	0.226	durmido
default	fear	0.226	por defecto
confessional	fear	0.225	confesionario
impatient	fear	0.224	impaciente
tactics	fear	0.219	tácticas
aga	fear	0.219	aga
blues	fear	0.219	azuis
thrill	fear	0.219	emoción
immigrant	fear	0.219	inmigrante
veer	fear	0.219	virar
sweat	fear	0.219	suor
cane	fear	0.219	cana
revelations	fear	0.219	revelacións
whatif	fear	0.219	que se
waver	fear	0.219	vacilar
jungle	fear	0.219	selva
fingerscrossed	fear	0.219	dedos cruzados
stingy	fear	0.219	tacaño
bait	fear	0.219	cebo
unequal	fear	0.219	desigual
lastminute	fear	0.219	último momento
heft	fear	0.219	peso
overtired	fear	0.218	canso de máis
prognosis	fear	0.217	prognóstico
alertness	fear	0.216	alerta
hyped	fear	0.214	exagerado
wishmeluck	fear	0.212	deséxame sorte
somuchtodo	fear	0.212	somuchtodo
toomuchtodo	fear	0.212	toouchtodo
tryouts	fear	0.210	probas
clowns	fear	0.207	pallasos
fluctuation	fear	0.204	fluctuación
examination	fear	0.204	exame
restless	fear	0.204	inquedo
uphill	fear	0.203	costa arriba
quail	fear	0.203	paspallás
phew	fear	0.203	uf
mighty	fear	0.203	poderoso
cross	fear	0.203	cruz
hurry	fear	0.203	présa
recesses	fear	0.203	recreos
intimacy	fear	0.203	intimidade
overcome	fear	0.203	superar
birth	fear	0.203	nacemento
acceptances	fear	0.203	aceptacións
help	fear	0.203	axuda
fearless	fear	0.200	sen medo
change	fear	0.198	cambiar
ware	fear	0.198	ware
withstand	fear	0.197	soportar
asap	fear	0.191	canto antes
heighten	fear	0.188	aumentar
watch	fear	0.188	ver
tract	fear	0.188	tracto
advance	fear	0.188	adiantado
overcoming	fear	0.188	superación
attorney	fear	0.188	avogado
deadlines	fear	0.188	prazos
bug	fear	0.188	erro
knots	fear	0.188	nós
owing	fear	0.188	debido
waitinggame	fear	0.188	xogo de espera
unorganised	fear	0.188	desorganizado
gnome	fear	0.188	gnomo
fragile	fear	0.188	fráxil
cautiously	fear	0.188	con cautela
stillness	fear	0.188	quietude
intrigue	fear	0.188	intriga
rule	fear	0.188	regra
elf	fear	0.185	duende
stillwaiting	fear	0.184	aínda agardando
lonely	fear	0.183	solitario
slippery	fear	0.181	esvaradío
interview	fear	0.180	entrevista
everyman	fear	0.178	cada un
speculation	fear	0.176	especulación
needtoknow	fear	0.173	cómpre saber
worship	fear	0.172	adoración
unsure	fear	0.172	inseguro
surprise	fear	0.172	sorpresa
settlor	fear	0.172	asentador
competition	fear	0.172	competencia
readytogo	fear	0.172	preparado para ir
checkpoint	fear	0.172	punto de control
composure	fear	0.172	compostura
interviewer	fear	0.172	entrevistador
chaff	fear	0.172	palla
regulatory	fear	0.172	regulamentaria
birch	fear	0.172	bidueiro
shell	fear	0.172	cuncha
assessment	fear	0.172	avaliación
uncertain	fear	0.172	incerto
rod	fear	0.172	vara
humanrights	fear	0.172	dereitos humanos
less	fear	0.167	menos
coy	fear	0.162	tímido
iris	fear	0.160	iris
intimately	fear	0.156	intimamente
hearing	fear	0.156	audición
legalized	fear	0.156	legalizado
needit	fear	0.156	necesito
audition	fear	0.156	audición
retirement	fear	0.156	xubilación
countdown	fear	0.156	conta atrás
sly	fear	0.156	astuto
bases	fear	0.156	bases
ceasefire	fear	0.156	cesamento do fogo
medication	fear	0.156	medicación
courageous	fear	0.154	valente
overthinker	fear	0.153	sobrepensador
backtrack	fear	0.151	retroceder
dawned	fear	0.150	amenceu
censor	fear	0.149	censor
bailiff	fear	0.147	alguacil
syllabus	fear	0.147	temario
delay	fear	0.141	atraso
newcomer	fear	0.141	recén chegado
imagination	fear	0.141	imaxinación
waiting	fear	0.141	agardando
gent	fear	0.141	señor
validity	fear	0.141	validez
cove	fear	0.141	enseada
rationality	fear	0.141	racionalidade
caricature	fear	0.141	caricatura
eventuality	fear	0.141	eventualidade
alreadyyyyy	fear	0.140	xaaaaa
shy	fear	0.140	tímido
symptom	fear	0.133	síntoma
excite	fear	0.132	emocionar
raccoon	fear	0.127	mapache
clown	fear	0.125	pallaso
tryout	fear	0.125	probar
needtorelax	fear	0.125	necesidade de relaxarse
swim	fear	0.125	nadar
campaigning	fear	0.125	facendo campaña
hawk	fear	0.125	falcón
prevent	fear	0.125	previr
gameday	fear	0.125	xornada de xogo
ahhh	fear	0.125	ahhh
marry	fear	0.125	casar
sprite	fear	0.125	sprite
soready	fear	0.125	desesperado
sag	fear	0.123	sag
pharmacy	fear	0.123	farmacia
policeman	fear	0.121	policía
dreamt	fear	0.111	soñado
lace	fear	0.111	encaixe
homework	fear	0.109	deberes
destination	fear	0.109	destino
incase	fear	0.109	en caso
pray	fear	0.109	rezar
knot	fear	0.109	nó
confidence	fear	0.109	confianza
bigday	fear	0.109	gran día
holiness	fear	0.109	santidade
notoriety	fear	0.109	notoriedade
weight	fear	0.109	peso
slender	fear	0.100	esvelto
undecided	fear	0.098	indeciso
sympathetic	fear	0.097	simpático
poise	fear	0.094	equilibrio
case	fear	0.094	caso
treat	fear	0.094	tratar
locate	fear	0.094	localizar
loyal	fear	0.094	leal
grades	fear	0.094	notas
god	fear	0.094	deus
helmet	fear	0.094	casco
confident	fear	0.094	confiado
counsellor	fear	0.094	conselleiro
northeast	fear	0.088	nordeste
graduation	fear	0.078	graduación
compassion	fear	0.078	compaixón
nurture	fear	0.078	nutrir
graded	fear	0.075	clasificado
mum	fear	0.070	mamá
infant	fear	0.067	infantil
journey	fear	0.062	viaxe
parade	fear	0.062	desfile
gradschool	fear	0.062	bacharelato
civilian	fear	0.062	civil
cloudiness	fear	0.062	nebulosidade
cash	fear	0.062	diñeiro en efectivo
civilians	fear	0.062	civís
guidelines	fear	0.062	directrices
soulmate	fear	0.062	alma xemelga
youth	fear	0.062	xuventude
opera	fear	0.057	ópera
synonymous	fear	0.056	sinónimo
honest	fear	0.047	honesto
praying	fear	0.047	rezando
intelligence	fear	0.038	intelixencia
volunteer	fear	0.031	voluntario
romance	fear	0.031	romance
lines	fear	0.031	liñas
obey	fear	0.016	obedecer
happiest	joy	0.986	máis feliz
happiness	joy	0.984	felicidade
bliss	joy	0.971	ledicia
celebrating	joy	0.970	celebrando
jubilant	joy	0.969	xúbilo
ecstatic	joy	0.954	extático
elation	joy	0.944	euforia
beaming	joy	0.938	radiante
bestdayever	joy	0.938	mellor día
loveee	joy	0.932	amor
celebration	joy	0.929	celebración
awesomeness	joy	0.926	marabilla
joy	joy	0.924	alegría
joyous	joy	0.922	alegre
fabulous	joy	0.922	fabuloso
happily	joy	0.922	felizmente
excitement	joy	0.922	emoción
exuberance	joy	0.922	exuberancia
makesmehappy	joy	0.922	faime feliz
euphoria	joy	0.922	euforia
lovee	joy	0.920	amor
gratitude	joy	0.914	gratitude
happydance	joy	0.912	happydance
merriment	joy	0.912	alegría
spectacular	joy	0.912	espectacular
overjoyed	joy	0.909	encantado
purebliss	joy	0.909	pura felicidade
triumphant	joy	0.907	triunfante
ecstasy	joy	0.906	éxtase
lovelovelove	joy	0.906	amoramoramor
cheerful	joy	0.906	alegre
cheer	joy	0.897	ánimo
elated	joy	0.894	eufórico
peaceofmind	joy	0.891	paz mental
jolly	joy	0.891	alegre
delighted	joy	0.891	encantado
lovethis	joy	0.891	Encántame isto
excitation	joy	0.891	excitación
exhilaration	joy	0.891	alegría
pleasures	joy	0.891	praceres
laugh	joy	0.891	rir
marvelously	joy	0.881	marabillosamente
loving	joy	0.879	cariñoso
joyful	joy	0.879	alegre
blissful	joy	0.879	feliz
outstanding	joy	0.879	sobresaínte
pleasurable	joy	0.877	pracenteiro
lovinglife	joy	0.875	vida amorosa
enthusiastic	joy	0.875	entusiasta
glee	joy	0.875	alegría
iloveher	joy	0.875	Ámoa
yaaaay	joy	0.875	xaaaaa
overthemoon	joy	0.875	sobrada
happyplace	joy	0.875	lugar feliz
sohappy	joy	0.868	moi feliz
superb	joy	0.864	xenial
woohoo	joy	0.864	woohoo
laughing	joy	0.864	rindo
wonderful	joy	0.863	marabilloso
hooray	joy	0.859	hurra
loved	joy	0.859	Amado
tearsofjoy	joy	0.859	bágoas de alegría
hallelujah	joy	0.859	aleluia
magnificent	joy	0.859	magnífico
glory	joy	0.859	gloria
ilovechristmas	joy	0.859	amo o Nadal
brilliant	joy	0.859	brillante
celebrated	joy	0.859	celebrado
cheering	joy	0.859	animando
yayyyy	joy	0.859	aaaaaa
heavenly	joy	0.853	celestial
exciting	joy	0.853	apaixonante
thrilled	joy	0.851	emocionado
mademyday	joy	0.848	feito o meu día
hohoho	joy	0.845	hohoho
celebrate	joy	0.844	celebrar
wonderfully	joy	0.844	marabilloso
blessing	joy	0.844	bendición
favoriteholiday	joy	0.844	vacacións favoritas
paradise	joy	0.833	paraíso
marvellous	joy	0.833	marabilloso
festive	joy	0.833	festivo
sweetness	joy	0.833	dozura
blessed	joy	0.833	bendito
celebrations	joy	0.833	celebracións
compliment	joy	0.831	eloxio
smiling	joy	0.828	sorrindo
allsmiles	joy	0.828	todos sorrisos
love	joy	0.828	amor
enchanting	joy	0.828	encantador
homesweethome	joy	0.826	fogar doce fogar
thankyougod	joy	0.824	grazas a Deus
marvelous	joy	0.824	marabilloso
laughter	joy	0.824	risas
goodmood	joy	0.819	bo humor
goodness	joy	0.818	bondade
excellence	joy	0.818	excelencia
sensational	joy	0.818	sensacional
joys	joy	0.818	alegrías
delightful	joy	0.818	delicioso
excited	joy	0.818	emocionado
rejoicing	joy	0.818	alegrándose
happyheart	joy	0.818	corazón feliz
celebratory	joy	0.818	de celebración
greatful	joy	0.816	xenial
jovial	joy	0.814	xovial
rejoice	joy	0.812	alegrarse
splendid	joy	0.812	espléndido
enjoy	joy	0.812	gozar
smiley	joy	0.812	sorriso
glorious	joy	0.812	glorioso
victorious	joy	0.812	vitorioso
lovemaking	joy	0.812	facer o amor
bonanza	joy	0.812	bonanza
greatday	joy	0.812	gran día
excellent	joy	0.812	excelente
goodtimes	joy	0.811	Bos tempos
whatmakesmesmile	joy	0.811	o que fai a sonrisa
happyday	joy	0.809	Bo día
myfavorite	joy	0.804	Meu favorito
thankyoulord	joy	0.803	grazas señor
gladness	joy	0.803	alegría
yayyy	joy	0.803	ayyy
yeahhhh	joy	0.803	sihhh
pleasure	joy	0.803	pracer
giggle	joy	0.802	rir
happier	joy	0.797	máis feliz
lovemylife	joy	0.797	amor a miña vida
magnificence	joy	0.797	magnificencia
happytweet	joy	0.797	happytweet
lovinlife	joy	0.797	vida amorosa
yesss	joy	0.797	siss
dancing	joy	0.797	bailando
success	joy	0.797	éxito
grateful	joy	0.789	agradecido
amuse	joy	0.788	divertirse
splendor	joy	0.788	esplendor
happy	joy	0.788	feliz
fun	joy	0.788	divertido
giggling	joy	0.781	rindo
glad	joy	0.781	contento
glorify	joy	0.781	glorificar
radiant	joy	0.781	radiante
beautiful	joy	0.781	fermosa
solucky	joy	0.781	solucioso
