English Word	Emotion	Emotion-Intensity-Score	Cebuano Word
disinformation	fear	0.286	disinformation
court	fear	0.284	korte
aversion	fear	0.283	pag-ayad
cartridge	fear	0.281	kabhang
unfriendly	fear	0.281	dili mahigalaon
cautious	fear	0.281	mabinantayon
surveillance	fear	0.281	pagbantay
yelp	fear	0.281	singgit
confusion	fear	0.281	kalibog
apache	fear	0.281	apache
flying	fear	0.281	naglupad
submitting	fear	0.281	pagsumite
discourage	fear	0.281	makapaluya
rush	fear	0.281	pagdali
fortress	fear	0.281	kuta
dwarfed	fear	0.281	dwarf
challenge	fear	0.281	hagit
notready	fear	0.281	dili andam
wan	fear	0.281	wan
mistaken	fear	0.281	nasayop
hurryup	fear	0.281	pagdali
swelling	fear	0.281	paghubag
oncoming	fear	0.281	umaabot
remains	fear	0.281	nagpabilin
unruly	fear	0.281	dili makapugong
bigoted	fear	0.281	panatiko
intense	fear	0.279	grabe
noncompliance	fear	0.276	dili pagsunod
alerts	fear	0.276	mga alerto
planes	fear	0.274	mga eroplano
cop	fear	0.273	pulis
displeased	fear	0.273	nasuko
unbridled	fear	0.271	walay pugong
problem	fear	0.266	problema
crouch	fear	0.266	pagduko
sneak	fear	0.266	paglusot
hood	fear	0.266	hood
force	fear	0.266	pwersa
confession	fear	0.266	pagkumpisal
posse	fear	0.266	posse
banger	fear	0.266	banger
belt	fear	0.266	bakus
crowds	fear	0.266	panon sa katawhan
elevation	fear	0.266	kahitas-an
insomnia	fear	0.266	insomnia
auditions	fear	0.266	mga audition
forgotten	fear	0.266	nakalimtan
affront	fear	0.266	pagbiaybiay
cloak	fear	0.266	kupo
newjob	fear	0.266	bag-ong trabaho
blindfold	fear	0.266	taptap sa mata
skid	fear	0.266	skid
blemish	fear	0.266	mantsa
uncanny	fear	0.266	talagsaon
sentence	fear	0.266	sentensiya
cupping	fear	0.266	pagkopa
regiment	fear	0.266	rehimyento
hooded	fear	0.266	naka-hood
operation	fear	0.266	operasyon
immerse	fear	0.266	isawsaw
shanghai	fear	0.266	shanghai
acrobat	fear	0.266	akrobat
flurries	fear	0.266	mga kagubot
spur	fear	0.262	pagdasig
mortgagor	fear	0.258	tigprenda
defense	fear	0.258	depensa
insect	fear	0.250	insekto
defend	fear	0.250	depensahan
cataract	fear	0.250	katarata
stealthy	fear	0.250	tago
swampy	fear	0.250	kalapokan
sunk	fear	0.250	nalunod
run	fear	0.250	dagan
scapegoat	fear	0.250	scapegoat
jobinterview	fear	0.250	interbyu sa trabaho
repent	fear	0.250	paghinulsol
breakingnews	fear	0.250	breakingnews
obliging	fear	0.250	obligado
rascal	fear	0.250	bastos
impatiently	fear	0.250	walay pailub
react	fear	0.250	reaksiyon
doubt	fear	0.250	pagduhaduha
guard	fear	0.250	bantay
forewarned	fear	0.250	gipasidan-an nang daan
foul	fear	0.250	foul
indifference	fear	0.250	walay pagtagad
hag	fear	0.250	hag
picket	fear	0.250	piket
delusional	fear	0.250	delusional
standstill	fear	0.250	paghunong
rating	fear	0.250	rating
spinster	fear	0.250	spinster
unfamiliar	fear	0.250	dili pamilyar
indecisive	fear	0.250	walay hukom
grounded	fear	0.242	gisaligan
badhabit	fear	0.242	badhabit
highest	fear	0.236	pinakataas
aaaah	fear	0.234	aaaah
shrink	fear	0.234	mokunhod
insomniac	fear	0.234	insomniac
chicken	fear	0.234	manok
bee	fear	0.234	buyog
inequality	fear	0.234	walay kaangayan
verge	fear	0.234	daplin
shelters	fear	0.234	mga puy-anan
buzz	fear	0.234	buzz
buck	fear	0.234	kuwarta
discontent	fear	0.234	pagkadiskontento
difficulty	fear	0.234	kalisud
finalized	fear	0.234	nahuman
overdrive	fear	0.234	overdrive
pinion	fear	0.234	pinion
scaffold	fear	0.234	scaffold
dependence	fear	0.234	pagsalig
rekindle	fear	0.234	sugdi pag-usab
instinctive	fear	0.234	kinaiyanhon
thatmoment	fear	0.234	nianang higayona
sleepless	fear	0.234	walay tulog
intercede	fear	0.234	magpataliwala
psychiatrist	fear	0.234	psychiatrist
rushing	fear	0.233	nagdali
overslept	fear	0.226	nasobrahan sa pagkatulog
default	fear	0.226	default
confessional	fear	0.225	kompisal
impatient	fear	0.224	walay pailub
tactics	fear	0.219	mga taktika
aga	fear	0.219	aga
blues	fear	0.219	mga blues
thrill	fear	0.219	kulbaan
immigrant	fear	0.219	imigrante
veer	fear	0.219	pagtipas
sweat	fear	0.219	singot
cane	fear	0.219	baston
revelations	fear	0.219	mga pagpadayag
whatif	fear	0.219	unsa man
waver	fear	0.219	magduhaduha
jungle	fear	0.219	kalasangan
fingerscrossed	fear	0.219	fingerscrossed
stingy	fear	0.219	kuripot
bait	fear	0.219	paon
unequal	fear	0.219	dili patas
lastminute	fear	0.219	lastminute
heft	fear	0.219	gibug-aton
overtired	fear	0.218	sobra kakapoy
prognosis	fear	0.217	prognosis
alertness	fear	0.216	pagkaalerto
hyped	fear	0.214	gi-hype
wishmeluck	fear	0.212	wishmeluck
somuchtodo	fear	0.212	somuchtodo
toomuchtodo	fear	0.212	toomuchtodo
tryouts	fear	0.210	mga pagsulay
clowns	fear	0.207	mga clown
fluctuation	fear	0.204	pag-usab-usab
examination	fear	0.204	pagsusi
restless	fear	0.204	walay pahulay
uphill	fear	0.203	pataas
quail	fear	0.203	buntog
phew	fear	0.203	phew
mighty	fear	0.203	gamhanan
cross	fear	0.203	krus
hurry	fear	0.203	pagdali
recesses	fear	0.203	mga recess
intimacy	fear	0.203	kasuod
overcome	fear	0.203	nabuntog
birth	fear	0.203	pagkatawo
acceptances	fear	0.203	mga pagdawat
help	fear	0.203	tabang
fearless	fear	0.200	walay kahadlok
change	fear	0.198	pagbag-o
ware	fear	0.198	tinda
withstand	fear	0.197	makaagwanta
asap	fear	0.191	asap
heighten	fear	0.188	pagpataas
watch	fear	0.188	tan-awa
tract	fear	0.188	tract
advance	fear	0.188	abante
overcoming	fear	0.188	pagbuntog
attorney	fear	0.188	abogado
deadlines	fear	0.188	mga deadline
bug	fear	0.188	bug
knots	fear	0.188	mga knot
owing	fear	0.188	utang
waitinggame	fear	0.188	naghulat nga dula
unorganised	fear	0.188	dili organisado
gnome	fear	0.188	gnome
fragile	fear	0.188	mahuyang
cautiously	fear	0.188	mabinantayon
stillness	fear	0.188	kahilom
intrigue	fear	0.188	intriga
rule	fear	0.188	lagda
elf	fear	0.185	elf
stillwaiting	fear	0.184	naghulat pa
lonely	fear	0.183	kamingaw
slippery	fear	0.181	danag
interview	fear	0.180	interbyu
everyman	fear	0.178	matag tawo
speculation	fear	0.176	pangagpas
needtoknow	fear	0.173	kinahanglan mahibal-an
worship	fear	0.172	pagsimba
unsure	fear	0.172	dili sigurado
surprise	fear	0.172	katingala
settlor	fear	0.172	tigpuyo
competition	fear	0.172	kompetisyon
readytogo	fear	0.172	andam na
checkpoint	fear	0.172	checkpoint
composure	fear	0.172	kalmado
interviewer	fear	0.172	tig-interbyu
chaff	fear	0.172	tahop
regulatory	fear	0.172	regulasyon
birch	fear	0.172	birch
shell	fear	0.172	kabhang
assessment	fear	0.172	pagtasa
uncertain	fear	0.172	walay kasigurohan
rod	fear	0.172	sungkod
humanrights	fear	0.172	tawhanong katungod
less	fear	0.167	gamay ra
coy	fear	0.162	luoy
iris	fear	0.160	iris
intimately	fear	0.156	suod
hearing	fear	0.156	paminaw
legalized	fear	0.156	gi-legalize
needit	fear	0.156	kinahanglan
audition	fear	0.156	audition
retirement	fear	0.156	pagretiro
countdown	fear	0.156	countdown
sly	fear	0.156	maliputon
bases	fear	0.156	mga base
ceasefire	fear	0.156	hunong-buto
medication	fear	0.156	tambal
courageous	fear	0.154	maisugon
overthinker	fear	0.153	overthiker
backtrack	fear	0.151	backtrack
dawned	fear	0.150	mibanagbanag
censor	fear	0.149	censor
bailiff	fear	0.147	bailiff
syllabus	fear	0.147	silabus
delay	fear	0.141	paglangan
newcomer	fear	0.141	bag-ong nangabot
imagination	fear	0.141	hunahuna
waiting	fear	0.141	naghulat
gent	fear	0.141	buotan
validity	fear	0.141	balido
cove	fear	0.141	luok
rationality	fear	0.141	rasyonalidad
caricature	fear	0.141	karikatura
eventuality	fear	0.141	panghitabo
alreadyyyyy	fear	0.140	naa nayyyy
shy	fear	0.140	maulawon
symptom	fear	0.133	simtoma
excite	fear	0.132	excite
raccoon	fear	0.127	raccoon
clown	fear	0.125	clown
tryout	fear	0.125	sulayi
needtorelax	fear	0.125	needtorelax
swim	fear	0.125	paglangoy
campaigning	fear	0.125	pagpangampanya
hawk	fear	0.125	banog
prevent	fear	0.125	pagpugong
gameday	fear	0.125	adlaw sa dula
ahhh	fear	0.125	ahhh
marry	fear	0.125	pagminyo
sprite	fear	0.125	sprite
soready	fear	0.125	sakit kaayo
sag	fear	0.123	sag
pharmacy	fear	0.123	botika
policeman	fear	0.121	pulis
dreamt	fear	0.111	nagdamgo
lace	fear	0.111	lace
homework	fear	0.109	buluhaton sa balay
destination	fear	0.109	destinasyon
incase	fear	0.109	incase
pray	fear	0.109	ampo
knot	fear	0.109	higot
confidence	fear	0.109	pagsalig
bigday	fear	0.109	dako nga adlaw
holiness	fear	0.109	pagkabalaan
notoriety	fear	0.109	kabantog
weight	fear	0.109	gibug-aton
slender	fear	0.100	yagpis
undecided	fear	0.098	wala makahukom
sympathetic	fear	0.097	mabination
poise	fear	0.094	kaligdong
case	fear	0.094	kaso
treat	fear	0.094	pagtratar
locate	fear	0.094	pangitaa
loyal	fear	0.094	maunongon
grades	fear	0.094	mga grado
god	fear	0.094	Dios
helmet	fear	0.094	helmet
confident	fear	0.094	masaligon
counsellor	fear	0.094	magtatambag
northeast	fear	0.088	amihanang-sidlakan
graduation	fear	0.078	gradwasyon
compassion	fear	0.078	kalooy
nurture	fear	0.078	pag-amuma
graded	fear	0.075	gradohan
mum	fear	0.070	mama
infant	fear	0.067	masuso
journey	fear	0.062	panaw
parade	fear	0.062	parada
gradschool	fear	0.062	gradschool
civilian	fear	0.062	sibilyan
cloudiness	fear	0.062	panganod
cash	fear	0.062	kwarta
civilians	fear	0.062	mga sibilyan
guidelines	fear	0.062	mga giya
soulmate	fear	0.062	soulmate
youth	fear	0.062	kabatan-onan
opera	fear	0.057	opera
synonymous	fear	0.056	susama
honest	fear	0.047	matinud-anon
praying	fear	0.047	nag-ampo
intelligence	fear	0.038	paniktik
volunteer	fear	0.031	boluntaryo
romance	fear	0.031	romansa
lines	fear	0.031	mga linya
obey	fear	0.016	motuman
happiest	joy	0.986	labing malipayon
happiness	joy	0.984	kalipay
bliss	joy	0.971	kalipay
celebrating	joy	0.970	nagsaulog
jubilant	joy	0.969	malipayon
ecstatic	joy	0.954	nalipay
elation	joy	0.944	kalipay
beaming	joy	0.938	nagsanag
bestdayever	joy	0.938	bestdayever
loveee	joy	0.932	loveee
celebration	joy	0.929	selebrasyon
awesomeness	joy	0.926	kahibulongan
joy	joy	0.924	kalipay
joyous	joy	0.922	malipayon
fabulous	joy	0.922	talagsaon
happily	joy	0.922	malipayon
excitement	joy	0.922	kahinam
exuberance	joy	0.922	kasadya
makesmehappy	joy	0.922	naghimo mehappy
euphoria	joy	0.922	euphoria
lovee	joy	0.920	lovee
gratitude	joy	0.914	pagpasalamat
happydance	joy	0.912	happydance
merriment	joy	0.912	kasadya
spectacular	joy	0.912	talagsaon
overjoyed	joy	0.909	nalipay kaayo
purebliss	joy	0.909	putli nga kalipay
triumphant	joy	0.907	madaogon
ecstasy	joy	0.906	ecstasy
lovelovelove	joy	0.906	lovelovelove
cheerful	joy	0.906	malipayon
cheer	joy	0.897	lipaya
elated	joy	0.894	nalipay
peaceofmind	joy	0.891	peaceofmind
jolly	joy	0.891	malipayon
delighted	joy	0.891	nalipay
lovethis	joy	0.891	ganahan ko ani
excitation	joy	0.891	kahinam
exhilaration	joy	0.891	kahinam
pleasures	joy	0.891	mga kalipayan
laugh	joy	0.891	mukatawa
marvelously	joy	0.881	kahibulongan
loving	joy	0.879	mahigugmaon
joyful	joy	0.879	malipayon
blissful	joy	0.879	malipayon
outstanding	joy	0.879	talagsaon
pleasurable	joy	0.877	makapahimuot
lovinglife	joy	0.875	gugmang kinabuhi
enthusiastic	joy	0.875	madasigon
glee	joy	0.875	kalipay
iloveher	joy	0.875	gihigugma ko siya
yaaaay	joy	0.875	yaaaay
overthemoon	joy	0.875	overthemoon
happyplace	joy	0.875	malipayon nga lugar
sohappy	joy	0.868	malipayon
superb	joy	0.864	maayo kaayo
woohoo	joy	0.864	woohoo
laughing	joy	0.864	nagkatawa
wonderful	joy	0.863	talagsaon
hooray	joy	0.859	hooray
loved	joy	0.859	gihigugma
tearsofjoy	joy	0.859	tearsofjoy
hallelujah	joy	0.859	hallelujah
magnificent	joy	0.859	halangdon
glory	joy	0.859	himaya
ilovechristmas	joy	0.859	ilovechristmas
brilliant	joy	0.859	hayag
celebrated	joy	0.859	gisaulog
cheering	joy	0.859	paglipay
yayyyy	joy	0.859	yayyy
heavenly	joy	0.853	langitnon
exciting	joy	0.853	kulbahinam
thrilled	joy	0.851	nalipay
mademyday	joy	0.848	mademyday
hohoho	joy	0.845	hohoho
celebrate	joy	0.844	pagsaulog
wonderfully	joy	0.844	katingalahan
blessing	joy	0.844	panalangin
favoriteholiday	joy	0.844	paborito nga holiday
paradise	joy	0.833	paraiso
marvellous	joy	0.833	kahibulongan
festive	joy	0.833	pista
sweetness	joy	0.833	katam-is
blessed	joy	0.833	gipanalanginan
celebrations	joy	0.833	mga selebrasyon
compliment	joy	0.831	pagdayeg
smiling	joy	0.828	nagpahiyom
allsmiles	joy	0.828	all smiles
love	joy	0.828	gugma
enchanting	joy	0.828	makapadani
homesweethome	joy	0.826	homesweethome
thankyougod	joy	0.824	salamat Ginoo
marvelous	joy	0.824	kahibulongan
laughter	joy	0.824	katawa
goodmood	joy	0.819	goodmood
goodness	joy	0.818	kaayo
excellence	joy	0.818	pagkamaayo
sensational	joy	0.818	sensational
joys	joy	0.818	mga kalipay
delightful	joy	0.818	makapalipay
excited	joy	0.818	naghinam-hinam
rejoicing	joy	0.818	pagmaya
happyheart	joy	0.818	malipayong kasingkasing
celebratory	joy	0.818	selebrasyon
greatful	joy	0.816	dako kaayo
jovial	joy	0.814	malipayon
rejoice	joy	0.812	magmaya
splendid	joy	0.812	nindot
enjoy	joy	0.812	malingaw
smiley	joy	0.812	smiley
glorious	joy	0.812	mahimayaon
victorious	joy	0.812	madaogon
lovemaking	joy	0.812	paghigugmaay
bonanza	joy	0.812	bonanza
greatday	joy	0.812	Nindot nga adlaw
excellent	joy	0.812	maayo kaayo
goodtimes	joy	0.811	maayong panahon
whatmakesmesmile	joy	0.811	whatmakesmesmile
happyday	joy	0.809	malipayong adlaw
myfavorite	joy	0.804	akong paborito
thankyoulord	joy	0.803	salamat Ginoo
gladness	joy	0.803	kalipay
yayyy	joy	0.803	yayyy
yeahhhh	joy	0.803	yeahhhh
pleasure	joy	0.803	kalipay
giggle	joy	0.802	agik-ik
happier	joy	0.797	mas malipayon
lovemylife	joy	0.797	lovemylife
magnificence	joy	0.797	kahalangdon
happytweet	joy	0.797	happytweet
lovinlife	joy	0.797	gugmang kinabuhi
yesss	joy	0.797	yesss
dancing	joy	0.797	pagsayaw
success	joy	0.797	kalampusan
grateful	joy	0.789	mapasalamaton
amuse	joy	0.788	kalingawan
splendor	joy	0.788	kahalangdon
happy	joy	0.788	malipayon
fun	joy	0.788	lingaw
giggling	joy	0.781	agik-ik
glad	joy	0.781	malipayon
glorify	joy	0.781	himayaon
radiant	joy	0.781	masanag
beautiful	joy	0.781	gwapa
solucky	joy	0.781	solucky
sothankful	joy	0.781	mapasalamaton
enchanted	joy	0.781	nalamdagan
romance	joy	0.779	romansa
perfection	joy	0.779	kahingpitan
christmassy	joy	0.779	pasko
heavens	joy	0.779	mga langit
thrilling	joy	0.776	kulbahinam
lovable	joy	0.773	higugmaon
congrats	joy	0.773	congrats
fiesta	joy	0.773	fiesta
entertain	joy	0.773	lingaw
happyvalentinesday	joy	0.773	happyvalentinesday
miraculous	joy	0.773	milagroso
cheers	joy	0.773	cheers
cheered	joy	0.773	nalipay
positivity	joy	0.773	pagkapositibo
funday	joy	0.772	funday
enjoying	joy	0.771	nalingaw
lifeisgood	joy	0.766	maayo ang kinabuhi
amused	joy	0.766	nalingaw
goodfeeling	joy	0.766	maayong pagbati
christmasspirit	joy	0.766	espiritu sa pasko
cuddling	joy	0.766	pagkugos
smiles	joy	0.766	nagpahiyom
sosweet	joy	0.766	tam-is kaayo
thebest	joy	0.766	labing maayo
party	joy	0.765	party
delight	joy	0.765	kalipay
orgasm	joy	0.765	orgasm
positive	joy	0.761	positibo
sweetheart	joy	0.758	hinigugma
enlighten	joy	0.758	paglamdag
cheerfulness	joy	0.758	kasadya
miracles	joy	0.758	mga milagro
giddy	joy	0.757	naglibog
christmastime	joy	0.757	panahon sa Pasko
gratify	joy	0.750	pagtagbaw
greatness	joy	0.750	kahalangdon
friendliness	joy	0.750	pagkamahigalaon
blessings	joy	0.750	mga panalangin
laughs	joy	0.750	mikatawa
tistheseason	joy	0.750	tistheseason
smile	joy	0.750	pahiyom
pleasing	joy	0.750	makapahimuot
romantic	joy	0.750	romantiko
happyholidays	joy	0.750	happyholidays
frolic	joy	0.748	naglingawlingaw
jubilee	joy	0.742	jubileo
miracle	joy	0.742	milagro
enthusiasm	joy	0.742	kadasig
selflove	joy	0.742	gugma sa kaugalingon
triumph	joy	0.742	kadaugan
magical	joy	0.742	mahika
rewarding	joy	0.742	magantihon
goodvibes	joy	0.742	goodvibes
positiveenergy	joy	0.742	positibo nga enerhiya
feelgood	joy	0.736	bati
prosperity	joy	0.735	kauswagan
behappy	joy	0.734	malipayon
admiration	joy	0.734	pagdayeg
passionate	joy	0.734	madasigon
goodday	joy	0.734	maayong adlaw
luxurious	joy	0.734	maluho
tgif	joy	0.734	tgif
victory	joy	0.734	kadaugan
feelinggood	joy	0.734	maayo nga pagbati
enchant	joy	0.734	pagdani
greatnight	joy	0.734	maayong gabii
vivacious	joy	0.734	buhi
glorification	joy	0.733	paghimaya
sing	joy	0.729	mokanta
glowing	joy	0.729	nagdan-ag
yessss	joy	0.728	yessss
fulfillment	joy	0.728	katumanan
breathtaking	joy	0.728	makaginhawa
thankful	joy	0.727	mapasalamaton
cheery	joy	0.727	malipayon
santa	joy	0.727	santa
hurrah	joy	0.727	hurray
christmasbreak	joy	0.727	pasko
win	joy	0.727	daog
atpeace	joy	0.727	kalinaw
award	joy	0.727	award
merry	joy	0.727	malipayon
inspiration	joy	0.725	inspirasyon
radiance	joy	0.725	kahayag
pleased	joy	0.725	nalipay
uplift	joy	0.723	pagbayaw
optimistic	joy	0.723	malaumon
heaven	joy	0.721	langit
lucky	joy	0.721	swerte
godisgreat	joy	0.721	kaayo
holidays	joy	0.721	holidays
thrill	joy	0.721	kulbaan
congratulatory	joy	0.719	pahalipay
thriving	joy	0.719	mauswagon
amusement	joy	0.719	kalingawan
perfect	joy	0.719	perpekto
lover	joy	0.719	mahigugmaon
xmas	joy	0.719	pasko
heartfelt	joy	0.719	kinasingkasing
utopian	joy	0.719	utopian
lovely	joy	0.719	nindot
harmony	joy	0.719	panag-uyon
praising	joy	0.719	pagdayeg
brighten	joy	0.719	hayag
luckiest	joy	0.712	labing swerte
merrychristmas	joy	0.712	maayong Pasko
magic	joy	0.712	salamangka
achievement	joy	0.712	kalampusan
yay	joy	0.712	oo
holiday	joy	0.712	holiday
treasures	joy	0.712	mga bahandi
luxury	joy	0.712	luho
bestfeeling	joy	0.712	labing maayo nga pagbati
intimate	joy	0.710	suod
soblessed	joy	0.706	nasubo
yaaay	joy	0.706	yaay
rave	joy	0.706	rave
chuckle	joy	0.706	katawa
proud	joy	0.704	mapahitas-on
winning	joy	0.703	nadaug
cherish	joy	0.703	mahalon
goodnews	joy	0.703	maayong Balita
fuckyeah	joy	0.703	fuckyeah
optimism	joy	0.703	pagkamalaumon
amazingly	joy	0.703	katingalahan
lovelife	joy	0.703	lovelife
truelove	joy	0.703	tinuod nga gugma
beautification	joy	0.703	pagpatahom
satisfying	joy	0.703	makatagbaw
appreciates	joy	0.703	nagpabili
cuddled	joy	0.703	gigakos
goodlife	joy	0.703	maayong kinabuhi
gooood	joy	0.703	gooood
sweetest	joy	0.703	pinakatam-is
yaay	joy	0.700	yaay
entertained	joy	0.700	gilingaw
excite	joy	0.697	excite
newbeginnings	joy	0.693	bag-ong mga sinugdanan
praisejesus	joy	0.691	pagdayeg kangJesus
birthday	joy	0.691	adlawng natawhan
greatfriends	joy	0.688	mga maayong higala
adoration	joy	0.688	pagsimba
godsend	joy	0.688	grasya sa Dios
favorite	joy	0.688	paborito
content	joy	0.688	sulod
entertaining	joy	0.688	makalingaw
honored	joy	0.688	gipasidunggan
metime	joy	0.688	metime
exquisite	joy	0.688	talagsaon
holidayseason	joy	0.688	holidayseason
thankyoujesus	joy	0.688	salamat jesus
angelic	joy	0.688	angheliko
goodhealth	joy	0.682	maayong panglawas
majestic	joy	0.682	halangdon
luscious	joy	0.682	lamian
memoriesiwontforget	joy	0.682	memories dili ko makalimtan
bestfriends	joy	0.682	bestfriends
precious	joy	0.682	bililhon
appreciated	joy	0.682	gipabilhan
exaltation	joy	0.682	kahimayaan
smiled	joy	0.682	mipahiyom
brightens	joy	0.682	nagsanag
tranquility	joy	0.679	kalinaw
marry	joy	0.676	pagminyo
embrace	joy	0.676	gakos
positively	joy	0.676	positibo
grin	joy	0.672	ngisi
hug	joy	0.672	gakos
hilarious	joy	0.672	kataw-anan
dearest	joy	0.672	pinakamahal
contentment	joy	0.672	katagbawan
accomplished	joy	0.672	nahuman
relaxation	joy	0.672	pagpahayahay
bday	joy	0.672	bday
enliven	joy	0.672	makapabuhi
weeeee	joy	0.672	weeeee
giggles	joy	0.672	agik-ik
fulfilled	joy	0.667	natuman
bountiful	joy	0.667	madagayaon
victor	joy	0.667	mananaug
adore	joy	0.667	simbahon
boisterous	joy	0.667	sabaan
fulfill	joy	0.664	tumanon
cuddles	joy	0.662	nagkugos
prosperous	joy	0.660	mauswagon
appreciation	joy	0.656	apresasyon
serenity	joy	0.656	kalinaw
happynewyear	joy	0.656	malipayong Bag-ong Tuig
humor	joy	0.656	humor
satisfy	joy	0.656	makatagbaw
besties	joy	0.656	mga besties
encouraged	joy	0.656	gidasig
captivate	joy	0.656	makabihag
christmaseve	joy	0.656	pasko
glow	joy	0.656	kahayag
romanticism	joy	0.656	romantikismo
innerpeace	joy	0.656	kalinaw sa sulod
pleasant	joy	0.656	makapahimuot
praises	joy	0.652	mga pagdayeg
abundance	joy	0.652	kadagaya
fortunes	joy	0.652	mga kapalaran
engaged	joy	0.652	engaged
praised	joy	0.652	gidayeg
relaxing	joy	0.652	nagpahayahay
treasure	joy	0.652	bahandi
satisfaction	joy	0.652	katagbawan
nothingbetter	joy	0.647	walay mas maayo
affection	joy	0.647	pagbati
relieved	joy	0.647	nahuwasan
complement	joy	0.647	komplemento
carnival	joy	0.643	karnabal
priceless	joy	0.641	bililhon
uplifting	joy	0.641	makapabayaw
sensuality	joy	0.641	kahilayan
saintly	joy	0.641	santos
champion	joy	0.641	kampeon
thanksgiving	joy	0.641	pagpasalamat
harmoniously	joy	0.641	harmoniously
wedding	joy	0.641	kasal
achieve	joy	0.641	makab-ot
divine	joy	0.641	balaanon
jackpot	joy	0.641	jackpot
honeymoon	joy	0.636	honeymoon
exalt	joy	0.636	pagbayaw
twinkle	joy	0.636	kidlap
comforting	joy	0.636	makahupay
felicity	joy	0.636	kalipay
peaceful	joy	0.636	malinawon
climax	joy	0.636	kinapungkayan
winner	joy	0.636	mananaog
reverie	joy	0.636	paghanduraw
yayy	joy	0.636	yayy
cuddle	joy	0.636	gakus
xoxo	joy	0.634	xoxo
stargazing	joy	0.625	pagtan-aw sa bituon
festival	joy	0.625	pista
sweet	joy	0.625	tam-is
generosity	joy	0.625	pagkamanggihatagon
brighter	joy	0.625	mas hayag
praisegod	joy	0.625	pagdayeg sa Dios
gorgeous	joy	0.625	nindot
hearts	joy	0.625	mga kasingkasing
amusing	joy	0.625	makalingaw
fondness	joy	0.625	gugma
snuggling	joy	0.625	nagkugos
reward	joy	0.625	ganti
sex	joy	0.622	sekso
kind	joy	0.621	buotan
genial	joy	0.621	buotan
parade	joy	0.621	parada
applause	joy	0.621	palakpak
beauty	joy	0.621	katahom
fulfilling	joy	0.618	katumanan
aspiring	joy	0.618	nangandoy
newlife	joy	0.618	bag-ong kinabuhi
godbless	joy	0.616	godbless
virtuous	joy	0.613	mahiyason
kiss	joy	0.610	halok
christmas	joy	0.609	pasko
rainbows	joy	0.609	mga balangaw
elegance	joy	0.609	kaanindot
generous	joy	0.609	manggihatagon
super	joy	0.609	super
playful	joy	0.609	playful
enlightenment	joy	0.609	kalamdagan
praiseworthy	joy	0.609	dalaygon
awards	joy	0.609	awards
adorable	joy	0.609	madanihon
rekindle	joy	0.609	sugdi pag-usab
winnings	joy	0.609	mga kadaugan
independence	joy	0.607	kagawasan
amour	joy	0.607	gugma
kindness	joy	0.606	pagkamaayo
surprises	joy	0.606	mga surpresa
heheh	joy	0.606	heheh
hilarity	joy	0.606	kasadya
wonder	joy	0.606	katingala
freely	joy	0.606	gawasnon
successful	joy	0.606	malampuson
inspired	joy	0.606	dinasig
onelove	joy	0.606	usa ka gugma
whimsical	joy	0.603	kataw-anan
entertainment	joy	0.603	kalingawan
passion	joy	0.603	gugma
stressfree	joy	0.601	walay stress
beautify	joy	0.601	pagpatahom
sunrise	joy	0.600	pagsubang sa adlaw
godisgood	joy	0.597	maayo kaayo
goodmusic	joy	0.594	maayong musika
revere	joy	0.594	pagtahud
whoo	joy	0.594	whoo
fanfare	joy	0.594	lingawlingaw
inspire	joy	0.594	makapadasig
angel	joy	0.594	anghel
thankgod	joy	0.594	salamat
goodies	joy	0.594	maayong mga butang
jesus	joy	0.594	Hesus
accomplishment	joy	0.594	kalampusan
snuggled	joy	0.594	nagkugos
peacefully	joy	0.594	malinawon
flirt	joy	0.594	flirt
friendship	joy	0.591	panaghigalaay
singing	joy	0.591	pagkanta
heroic	joy	0.591	bayanihon
exalted	joy	0.591	gibayaw
fortune	joy	0.591	swerte
highest	joy	0.591	pinakataas
summer	joy	0.591	ting-init
contented	joy	0.588	kontento
rollicking	joy	0.588	rollicking
overflowing	joy	0.588	nag-awas
woot	joy	0.588	woot
accolade	joy	0.586	pasidungog
hope	joy	0.586	paglaum
cozy	joy	0.583	komportable
delicious	joy	0.579	lamian
raving	joy	0.578	nagyawyaw
thelife	joy	0.578	ang kinabuhi
darling	joy	0.578	palangga
sensuous	joy	0.578	sensuous
picturesque	joy	0.578	nindot
friendly	joy	0.578	mahigalaon
everlasting	joy	0.578	walay katapusan
praise	joy	0.578	pagdayeg
ambition	joy	0.578	ambisyon
sparkle	joy	0.577	kidlat
sensual	joy	0.576	mahilayon
peace	joy	0.576	kalinaw
flattering	joy	0.576	pag-ulog-ulog
grace	joy	0.576	grasya
luckygirl	joy	0.576	luckygirl
heroism	joy	0.576	pagkabayanihon
succeeding	joy	0.576	nagmalampuson
yeahhh	joy	0.576	yeahhh
special	joy	0.574	espesyal
livelife	joy	0.574	panginabuhi
tantalizing	joy	0.572	makapadani
pumped	joy	0.567	gibomba
yey	joy	0.562	oo
surprise	joy	0.562	katingala
sunny	joy	0.562	sunny
prevail	joy	0.562	mopatigbabaw
revels	joy	0.562	naghudyaka
humorous	joy	0.562	kataw-anan
sweets	joy	0.562	tam-is
liking	joy	0.562	ganahan
admirable	joy	0.562	dalaygon
superstar	joy	0.562	superstar
relax	joy	0.562	relaks
prosper	joy	0.562	mouswag
hero	joy	0.562	bayani
hugs	joy	0.562	mga gakos
worthwhile	joy	0.562	mapuslanon
