English Word	Emotion	Emotion-Intensity-Score	Bulgarian Word
omgomgomg	fear	0.453	omgomgomg
hydrocephalus	fear	0.453	хидроцефалия
warn	fear	0.453	предупреждавам
batter	fear	0.453	тесто
ohgod	fear	0.453	о, Боже
penalty	fear	0.453	дузпа
straits	fear	0.453	проливи
orphan	fear	0.453	сираче
urgent	fear	0.450	спешно
arraignment	fear	0.450	обвинение
tramp	fear	0.440	скитник
stress	fear	0.439	стрес
behemoth	fear	0.439	бегемот
accidental	fear	0.438	случаен
dominate	fear	0.438	упражнявам контрол
cabal	fear	0.438	кабала
accuser	fear	0.438	обвинител
debacle	fear	0.438	провал
perverse	fear	0.438	перверзен
looming	fear	0.438	задаващ се
yell	fear	0.438	крещи
forfeiture	fear	0.438	конфискация
infirmity	fear	0.438	немощ
expel	fear	0.438	изгонвам
probation	fear	0.438	изпитателен срок
falter	fear	0.438	залитам
tribunal	fear	0.438	трибунал
atrophy	fear	0.438	атрофия
aghhh	fear	0.438	ааааа
bewildered	fear	0.438	объркан
asp	fear	0.438	аспид
mace	fear	0.438	боздуган
wince	fear	0.438	трепвам
concealed	fear	0.438	скрито
indomitable	fear	0.438	неукротим
illegitimate	fear	0.438	нелегитимен
stripped	fear	0.438	съблечен
unprepared	fear	0.438	неподготвени
entangled	fear	0.438	заплетени
coldsweat	fear	0.438	студена пот
dentists	fear	0.438	зъболекари
predicament	fear	0.438	затруднено положение
rheumatism	fear	0.438	ревматизъм
displaced	fear	0.438	разместен
dislocated	fear	0.438	изкълчен
prick	fear	0.438	убождане
targeting	fear	0.438	насочване
obstruct	fear	0.438	възпрепятствам
gasping	fear	0.438	задъхвайки се
scarcity	fear	0.438	недостиг
irreconcilable	fear	0.438	непримирим
impermeable	fear	0.438	непропусклив
broke	fear	0.438	счупен
halting	fear	0.435	спиране
mysterious	fear	0.435	мистериозен
insulting	fear	0.435	обидно
rebels	fear	0.435	бунтовници
repulsion	fear	0.431	отблъскване
glare	fear	0.430	отблясъци
punitive	fear	0.425	наказателен
sordid	fear	0.425	мръсен
stake	fear	0.423	залог
tempest	fear	0.423	буря
deleterious	fear	0.422	вредно
reticent	fear	0.422	сдържан
stresses	fear	0.422	подчертава
fainting	fear	0.422	припадък
offense	fear	0.422	нарушение
extrajudicial	fear	0.422	извънсъдебно
delusion	fear	0.422	заблуда
thumping	fear	0.422	тропане
lament	fear	0.422	оплаквам се
depress	fear	0.422	депресирам
usurped	fear	0.422	узурпирана
bigot	fear	0.422	фанатик
hydra	fear	0.422	хидра
stressin	fear	0.422	стрес
coyote	fear	0.422	койот
wilderness	fear	0.422	пустиня
infamous	fear	0.422	позорен
troll	fear	0.422	трол
dissident	fear	0.422	дисидент
unnatural	fear	0.422	неестествено
disappear	fear	0.422	изчезва
bayonet	fear	0.422	щик
depresson	fear	0.422	депресия
anathema	fear	0.422	анатема
steal	fear	0.422	крадат
publicspeaking	fear	0.422	ораторство
burdensome	fear	0.422	натоварващ
bier	fear	0.422	биер
prowl	fear	0.422	дебна
ultimatum	fear	0.422	ултиматум
varicella	fear	0.422	варицела
suspension	fear	0.422	окачване
unsteady	fear	0.422	нестабилен
heathen	fear	0.422	езичник
alien	fear	0.422	извънземно
adversity	fear	0.418	несгоди
ineptitude	fear	0.417	некадърност
outsider	fear	0.413	аутсайдер
ugliness	fear	0.410	грозота
immoral	fear	0.410	неморален
vulture	fear	0.410	лешояд
ghetto	fear	0.406	гето
nausea	fear	0.406	гадене
weakly	fear	0.406	слабо
penance	fear	0.406	покаяние
distressed	fear	0.406	затруднено
dominant	fear	0.406	доминантен
disallowed	fear	0.406	забранено
recklessness	fear	0.406	безразсъдство
insolvent	fear	0.406	несъстоятелен
wary	fear	0.406	предпазлив
scar	fear	0.406	белег
ohdear	fear	0.406	о Боже
drones	fear	0.406	Дроновете
tearful	fear	0.406	сълзлив
stretcher	fear	0.406	носилка
stressing	fear	0.406	стресиращо
omnipotence	fear	0.406	всемогъщество
rubble	fear	0.406	развалини
escape	fear	0.406	бягство
whimper	fear	0.406	скимтя
dismissal	fear	0.406	уволнение
screech	fear	0.406	писък
resection	fear	0.406	резекция
disorder	fear	0.406	разстройство
possession	fear	0.406	владение
claw	fear	0.406	нокът
blackout	fear	0.406	затъмнение
squall	fear	0.406	шквал
disabled	fear	0.406	хора с увреждания
deport	fear	0.406	депортирам
disgust	fear	0.406	отвращение
stressful	fear	0.406	стресиращо
socialism	fear	0.405	социализъм
conspiracy	fear	0.400	конспирация
toughness	fear	0.400	издръжливост
defection	fear	0.398	дезертиране
absence	fear	0.396	отсъствие
moan	fear	0.394	стон
crusade	fear	0.392	кръстоносен поход
overt	fear	0.391	явен
whatdoido	fear	0.391	какво да правя
refutation	fear	0.391	опровержение
descent	fear	0.391	спускане
reject	fear	0.391	отхвърлям
suspicion	fear	0.391	подозрение
exigent	fear	0.391	взискателен
concealment	fear	0.391	прикриване
xanax	fear	0.391	ксанакс
cleave	fear	0.391	разцепвам
diagnosis	fear	0.391	диагноза
separation	fear	0.391	раздяла
spaz	fear	0.391	спаз
musket	fear	0.391	мускет
brimstone	fear	0.391	сяра
repellent	fear	0.391	репелент
discrimination	fear	0.391	дискриминация
unrest	fear	0.391	размирици
insolvency	fear	0.391	неплатежоспособност
submission	fear	0.391	подаване
mental	fear	0.391	психически
scarecrow	fear	0.391	плашило
snare	fear	0.391	примка
unemployed	fear	0.391	безработен
stifled	fear	0.391	задушен
procedure	fear	0.391	процедура
excitation	fear	0.391	възбуда
cyst	fear	0.391	киста
avoiding	fear	0.391	избягване
lose	fear	0.391	губя
nervy	fear	0.391	нервен
gulp	fear	0.391	глътка
conquer	fear	0.391	завладявам
dubious	fear	0.391	съмнително
hardened	fear	0.391	закалени
radon	fear	0.391	радон
urgency	fear	0.391	спешност
theocratic	fear	0.391	теократичен
poverty	fear	0.391	бедност
throb	fear	0.388	пулсиране
outcast	fear	0.388	изгнаник
orc	fear	0.388	орк
disapprove	fear	0.380	неодобрявам
dontpanic	fear	0.378	не изпадайте в паника
withdrawals	fear	0.377	тегления
plea	fear	0.377	апел
expose	fear	0.375	излагам
edict	fear	0.375	указ
frigate	fear	0.375	фрегата
bunker	fear	0.375	бункер
obligor	fear	0.375	длъжник
suspected	fear	0.375	заподозрян
interrogate	fear	0.375	разпитвам
escaped	fear	0.375	избягал
flu	fear	0.375	грип
ocd	fear	0.375	ocd
taunt	fear	0.375	подигравка
sultan	fear	0.375	султан
bad	fear	0.375	лошо
bankrupt	fear	0.375	фалирал
psychological	fear	0.375	психологически
dentistry	fear	0.375	стоматология
chimera	fear	0.375	химера
sneaking	fear	0.375	прокрадващ се
nauseous	fear	0.375	гадене
barricade	fear	0.375	барикада
locust	fear	0.375	скакалец
dissolution	fear	0.375	разтваряне
misconception	fear	0.375	погрешно схващане
embarrassment	fear	0.375	смущение
chasm	fear	0.375	пропаст
grieve	fear	0.375	тъгувам
khan	fear	0.375	хан
coldness	fear	0.375	студенина
kerosene	fear	0.375	керосин
antsy	fear	0.375	нервен
mentalhealth	fear	0.375	душевно здраве
obi	fear	0.375	оби
pressure	fear	0.375	налягане
military	fear	0.375	военни
whirlpool	fear	0.375	джакузи
repellant	fear	0.373	репелент
unknown	fear	0.369	неизвестен
pare	fear	0.367	подравнявам
jealousy	fear	0.365	ревност
formidable	fear	0.359	страхотен
desert	fear	0.359	пустинен
cautionary	fear	0.359	предупредителен
onedge	fear	0.359	на ръба
jaundice	fear	0.359	жълтеница
pessimism	fear	0.359	песимизъм
recurring	fear	0.359	повтарящи се
difficult	fear	0.359	труден
concerned	fear	0.359	обезпокоен
consternation	fear	0.359	ужас
bottomless	fear	0.359	бездънен
revolution	fear	0.359	революция
stint	fear	0.359	ограничение
government	fear	0.359	правителство
bankruptcy	fear	0.359	фалит
timid	fear	0.359	плах
contempt	fear	0.359	презрение
warned	fear	0.359	предупреден
measles	fear	0.359	дребна шарка
rejects	fear	0.359	отхвърля
sectarian	fear	0.359	сектантски
headaches	fear	0.359	главоболие
dart	fear	0.359	стрела
sortie	fear	0.359	излитане
wasting	fear	0.359	губене
conquest	fear	0.359	завоевание
depreciation	fear	0.359	амортизация
mournful	fear	0.359	траурно
mandamus	fear	0.359	мандамус
spike	fear	0.359	шип
cur	fear	0.359	cur
burke	fear	0.359	Бърк
rebel	fear	0.359	бунтовник
exam	fear	0.359	изпит
anomaly	fear	0.359	аномалия
mug	fear	0.359	халба
constrain	fear	0.358	ограничавам
languishing	fear	0.358	изнемогвайки
bane	fear	0.356	проклятие
impeach	fear	0.354	импийчмънт
warden	fear	0.354	надзирател
adverse	fear	0.352	неблагоприятен
lawyer	fear	0.349	адвокат
libel	fear	0.348	клевета
retrenchment	fear	0.345	съкращаване
imminent	fear	0.345	предстоящо
shame	fear	0.344	срам
avoidance	fear	0.344	избягване
shortage	fear	0.344	недостиг
opium	fear	0.344	опиум
swerve	fear	0.344	завивам
evade	fear	0.344	избягвам
servile	fear	0.344	сервилен
pest	fear	0.344	вредител
hesitation	fear	0.344	колебание
loneliness	fear	0.344	самота
discipline	fear	0.344	дисциплина
fanaticism	fear	0.344	фанатизъм
sorrow	fear	0.344	скръб
hiss	fear	0.344	съскане
belittle	fear	0.344	омаловажавам
knell	fear	0.344	звънене
contentious	fear	0.344	спорен
bearish	fear	0.344	мечи
opposed	fear	0.344	противопоставени
launches	fear	0.344	стартира
taboo	fear	0.344	табу
cutter	fear	0.344	фреза
defy	fear	0.344	противопоставям се
unjustifiable	fear	0.344	неоправдано
parachute	fear	0.344	парашут
eel	fear	0.344	змиорка
psych	fear	0.344	псих
aaaaaaah	fear	0.344	ааааааа
verdict	fear	0.344	присъда
mri	fear	0.344	ЯМР
shaky	fear	0.344	треперещ
resistant	fear	0.344	устойчиви
obstacle	fear	0.344	пречка
reckless	fear	0.344	безразсъден
recession	fear	0.344	рецесия
disrespectful	fear	0.343	неуважително
phalanx	fear	0.342	фаланга
creature	fear	0.340	създание
specter	fear	0.331	призрак
mortgage	fear	0.331	ипотека
enigmatic	fear	0.329	загадъчен
supremacy	fear	0.328	надмощие
bugaboo	fear	0.328	бугабу
defendant	fear	0.328	ответник
feeling	fear	0.328	чувство
ethereal	fear	0.328	ефирен
undesirable	fear	0.328	нежелателно
mishap	fear	0.328	злополука
outpost	fear	0.328	аванпост
weirdo	fear	0.328	чудак
caution	fear	0.328	Внимание
spillin	fear	0.328	разливане
dike	fear	0.328	дига
dominion	fear	0.328	владение
wimp	fear	0.328	слабак
quash	fear	0.328	анулирам
subordinate	fear	0.328	подчинен
shank	fear	0.328	джолан
remove	fear	0.328	Премахване
senseless	fear	0.328	безсмислен
shutdown	fear	0.328	изключвам
gametime	fear	0.328	време за игра
uhoh	fear	0.328	ухо
loom	fear	0.328	стан
police	fear	0.328	полиция
wrongly	fear	0.328	погрешно
unlucky	fear	0.328	без късмет
gladiator	fear	0.328	гладиатор
adrift	fear	0.328	по течението
hives	fear	0.328	копривна треска
smut	fear	0.328	мръсотия
encumbrance	fear	0.328	тежест
unsettled	fear	0.327	неуреден
scarce	fear	0.327	оскъден
antisocial	fear	0.324	антисоциален
astray	fear	0.320	заблуден
vigilant	fear	0.319	бдителен
socialist	fear	0.318	социалистически
halter	fear	0.318	оглавник
pessimist	fear	0.317	песимист
pacing	fear	0.316	темпото
wimpy	fear	0.312	слабичък
clinical	fear	0.312	клинични
blight	fear	0.312	мана
muzzle	fear	0.312	муцуна
ahhhhhhhh	fear	0.312	ахххххххх
therapist	fear	0.312	терапевт
laxative	fear	0.312	слабително
obsessing	fear	0.312	обсебващ
seclusion	fear	0.312	уединение
foreigner	fear	0.312	чужденец
dentist	fear	0.312	зъболекар
chargeable	fear	0.312	платими
deadline	fear	0.312	краен срок
uneasy	fear	0.312	неспокоен
valium	fear	0.312	валиум
powerful	fear	0.312	мощен
opponent	fear	0.312	опонент
ordnance	fear	0.312	боеприпаси
cram	fear	0.312	тъпча се
unexpected	fear	0.312	неочаквано
thorny	fear	0.312	бодлив
discontinuity	fear	0.312	прекъсване
conspire	fear	0.312	заговорничат
collusion	fear	0.312	тайно споразумение
litigate	fear	0.312	водя дела
unkind	fear	0.312	нелюбезен
whirlwind	fear	0.312	вихрушка
nether	fear	0.312	нетър
trickery	fear	0.312	измама
bewilderment	fear	0.312	недоумение
overthinking	fear	0.309	прекалено мислене
doubts	fear	0.308	съмнения
seriousness	fear	0.305	сериозност
irrational	fear	0.305	ирационален
erase	fear	0.303	изтрива
teasing	fear	0.303	дразнене
razor	fear	0.303	самобръсначка
sweating	fear	0.298	изпотяване
mage	fear	0.297	магьосник
giant	fear	0.297	гигант
weighty	fear	0.297	тежък
warning	fear	0.297	внимание
avoid	fear	0.297	да се избегне
inflation	fear	0.297	инфлация
mislead	fear	0.297	заблуждавам
adjudicate	fear	0.297	отсъждам
endless	fear	0.297	безкраен
deflation	fear	0.297	дефлация
depreciated	fear	0.297	амортизирана
bitch	fear	0.297	кучка
swamp	fear	0.297	блато
bale	fear	0.297	бала
dashed	fear	0.297	пунктирана
crouching	fear	0.297	приклекнал
flounder	fear	0.297	писия
hide	fear	0.297	Крия
reluctant	fear	0.297	неохотно
unsurpassed	fear	0.297	ненадминат
medical	fear	0.297	медицински
timidity	fear	0.297	плахост
auditor	fear	0.297	одитор
deluge	fear	0.287	потоп
disinformation	fear	0.286	дезинформация
court	fear	0.284	съдебна зала
aversion	fear	0.283	отвращение
cartridge	fear	0.281	патрон
unfriendly	fear	0.281	неприятелски
cautious	fear	0.281	предпазлив
surveillance	fear	0.281	наблюдение
yelp	fear	0.281	писък
confusion	fear	0.281	объркване
apache	fear	0.281	апаш
flying	fear	0.281	летене
submitting	fear	0.281	подаване
discourage	fear	0.281	обезсърчавам
rush	fear	0.281	втурвам се
fortress	fear	0.281	крепост
dwarfed	fear	0.281	джуджета
challenge	fear	0.281	предизвикателство
notready	fear	0.281	не е готов
wan	fear	0.281	слаб
mistaken	fear	0.281	грешен
hurryup	fear	0.281	побързай
swelling	fear	0.281	подуване
oncoming	fear	0.281	насрещно
remains	fear	0.281	остава
unruly	fear	0.281	непокорен
bigoted	fear	0.281	фанатичен
intense	fear	0.279	интензивен
noncompliance	fear	0.276	несъответствие
alerts	fear	0.276	сигнали
planes	fear	0.274	самолети
cop	fear	0.273	ченге
displeased	fear	0.273	недоволен
unbridled	fear	0.271	необуздан
problem	fear	0.266	проблем
crouch	fear	0.266	прикляквам
sneak	fear	0.266	промъквам се
hood	fear	0.266	качулка
force	fear	0.266	сила
confession	fear	0.266	изповед
posse	fear	0.266	отряд
banger	fear	0.266	удар
belt	fear	0.266	колан
crowds	fear	0.266	тълпи
elevation	fear	0.266	надморска височина
insomnia	fear	0.266	безсъние
auditions	fear	0.266	прослушвания
forgotten	fear	0.266	забравен
affront	fear	0.266	оскърбление
cloak	fear	0.266	наметало
newjob	fear	0.266	нова работа
blindfold	fear	0.266	превръзка на очите
skid	fear	0.266	пързаляне
blemish	fear	0.266	петно
uncanny	fear	0.266	необичаен
sentence	fear	0.266	изречение
cupping	fear	0.266	вендузи
regiment	fear	0.266	полк
hooded	fear	0.266	с качулка
operation	fear	0.266	операция
immerse	fear	0.266	Потопете
shanghai	fear	0.266	шанхай
acrobat	fear	0.266	акробат
flurries	fear	0.266	вълни
spur	fear	0.262	шпора
mortgagor	fear	0.258	залогодател
defense	fear	0.258	защита
insect	fear	0.250	насекомо
defend	fear	0.250	защитавам
cataract	fear	0.250	катаракта
stealthy	fear	0.250	крадлив
swampy	fear	0.250	блатиста
sunk	fear	0.250	потънал
run	fear	0.250	тичам
scapegoat	fear	0.250	изкупителна жертва
jobinterview	fear	0.250	интервю за работа
repent	fear	0.250	покайте се
breakingnews	fear	0.250	извънредни новини
obliging	fear	0.250	задължаващ
rascal	fear	0.250	негодник
impatiently	fear	0.250	нетърпеливо
react	fear	0.250	реагират
doubt	fear	0.250	съмнение
guard	fear	0.250	пазач
forewarned	fear	0.250	предупреден
foul	fear	0.250	фал
indifference	fear	0.250	безразличие
hag	fear	0.250	вещица
picket	fear	0.250	пикет
delusional	fear	0.250	заблуден
standstill	fear	0.250	застой
rating	fear	0.250	рейтинг
spinster	fear	0.250	стара мома
unfamiliar	fear	0.250	непознат
indecisive	fear	0.250	нерешителен
grounded	fear	0.242	заземен
badhabit	fear	0.242	лош навик
highest	fear	0.236	най-високо
aaaah	fear	0.234	аааа
shrink	fear	0.234	свиване
insomniac	fear	0.234	безсъние
chicken	fear	0.234	пиле
bee	fear	0.234	пчела
inequality	fear	0.234	неравенство
verge	fear	0.234	граница
shelters	fear	0.234	приюти
buzz	fear	0.234	бръмча
buck	fear	0.234	долар
discontent	fear	0.234	недоволство
difficulty	fear	0.234	трудност
finalized	fear	0.234	финализиран
overdrive	fear	0.234	овърдрайв
pinion	fear	0.234	зъбно колело
scaffold	fear	0.234	скеле
dependence	fear	0.234	зависимост
rekindle	fear	0.234	запалвам отново
instinctive	fear	0.234	инстинктивен
thatmoment	fear	0.234	този момент
sleepless	fear	0.234	безсънна
intercede	fear	0.234	ходатайствам
psychiatrist	fear	0.234	психиатър
rushing	fear	0.233	бързаме
overslept	fear	0.226	проспал
default	fear	0.226	по подразбиране
confessional	fear	0.225	изповедалня
impatient	fear	0.224	нетърпелив
tactics	fear	0.219	тактика
aga	fear	0.219	ага
blues	fear	0.219	блус
thrill	fear	0.219	тръпка
immigrant	fear	0.219	имигрант
veer	fear	0.219	завивам
sweat	fear	0.219	пот
cane	fear	0.219	тръстика
revelations	fear	0.219	откровения
whatif	fear	0.219	какво ако
waver	fear	0.219	колебая се
jungle	fear	0.219	джунгла
fingerscrossed	fear	0.219	стискам палци
stingy	fear	0.219	скъперник
bait	fear	0.219	стръв
unequal	fear	0.219	неравен
lastminute	fear	0.219	в последната минута
heft	fear	0.219	тежест
overtired	fear	0.218	преуморен
prognosis	fear	0.217	прогноза
alertness	fear	0.216	бдителност
hyped	fear	0.214	рекламиран
wishmeluck	fear	0.212	Пожелай ми късмет
somuchtodo	fear	0.212	somuchtodo
toomuchtodo	fear	0.212	toouchtodo
tryouts	fear	0.210	изпробвания
clowns	fear	0.207	клоуни
fluctuation	fear	0.204	флуктуация
examination	fear	0.204	Преглед
restless	fear	0.204	неспокоен
uphill	fear	0.203	нагоре
quail	fear	0.203	пъдпъдъци
phew	fear	0.203	уф
mighty	fear	0.203	могъщ
cross	fear	0.203	кръст
hurry	fear	0.203	побързайте
recesses	fear	0.203	вдлъбнатини
intimacy	fear	0.203	интимност
overcome	fear	0.203	преодолявам
birth	fear	0.203	раждане
acceptances	fear	0.203	приемания
help	fear	0.203	помогне
fearless	fear	0.200	безстрашен
change	fear	0.198	промяна
ware	fear	0.198	фаянс
withstand	fear	0.197	издържат
asap	fear	0.191	възможно най-скоро
heighten	fear	0.188	повишавам
watch	fear	0.188	гледам
tract	fear	0.188	тракт
advance	fear	0.188	аванс
overcoming	fear	0.188	преодоляване
attorney	fear	0.188	адвокат
deadlines	fear	0.188	крайни срокове
bug	fear	0.188	буболечка
knots	fear	0.188	възли
owing	fear	0.188	дължим
waitinggame	fear	0.188	чакаща игра
unorganised	fear	0.188	неорганизиран
gnome	fear	0.188	гном
fragile	fear	0.188	чуплив
cautiously	fear	0.188	предпазливо
stillness	fear	0.188	неподвижност
intrigue	fear	0.188	интрига
rule	fear	0.188	правило
elf	fear	0.185	елф
stillwaiting	fear	0.184	още чакам
lonely	fear	0.183	самотен
slippery	fear	0.181	хлъзгав
interview	fear	0.180	интервю
everyman	fear	0.178	всеки мъж
speculation	fear	0.176	спекулация
needtoknow	fear	0.173	трябва да знам
worship	fear	0.172	поклонение
unsure	fear	0.172	несигурен
surprise	fear	0.172	изненада
settlor	fear	0.172	заселник
competition	fear	0.172	състезание
readytogo	fear	0.172	готов да тръгвам
checkpoint	fear	0.172	контролно-пропускателен пункт
composure	fear	0.172	спокойствие
interviewer	fear	0.172	интервюиращ
chaff	fear	0.172	плява
regulatory	fear	0.172	регулаторен
birch	fear	0.172	бреза
shell	fear	0.172	черупка
assessment	fear	0.172	Оценяване
uncertain	fear	0.172	несигурен
rod	fear	0.172	прът
humanrights	fear	0.172	човешки права
less	fear	0.167	по-малко
coy	fear	0.162	срамежлив
iris	fear	0.160	Ирис
intimately	fear	0.156	интимно
hearing	fear	0.156	слух
legalized	fear	0.156	легализирани
needit	fear	0.156	трябва ми
audition	fear	0.156	прослушване
retirement	fear	0.156	пенсиониране
countdown	fear	0.156	обратно броене
sly	fear	0.156	хитър
bases	fear	0.156	бази
ceasefire	fear	0.156	прекратяване на огъня
medication	fear	0.156	лекарства
courageous	fear	0.154	смел
overthinker	fear	0.153	свръхмислител
backtrack	fear	0.151	връщане назад
dawned	fear	0.150	осъмна
censor	fear	0.149	цензор
bailiff	fear	0.147	съдебен изпълнител
syllabus	fear	0.147	учебен план
delay	fear	0.141	забавяне
newcomer	fear	0.141	новодошъл
imagination	fear	0.141	въображение
waiting	fear	0.141	очакване
gent	fear	0.141	господин
validity	fear	0.141	валидност
cove	fear	0.141	заливче
rationality	fear	0.141	рационалност
caricature	fear	0.141	карикатура
eventuality	fear	0.141	евентуалност
alreadyyyyy	fear	0.140	вечеyyyy
shy	fear	0.140	срамежлив
symptom	fear	0.133	симптом
excite	fear	0.132	вълнувам
raccoon	fear	0.127	миеща мечка
clown	fear	0.125	клоун
tryout	fear	0.125	опитай
needtorelax	fear	0.125	трябва да се отпуснете
swim	fear	0.125	плувам
campaigning	fear	0.125	агитация
hawk	fear	0.125	ястреб
prevent	fear	0.125	предотвратявам
gameday	fear	0.125	игрален ден
ahhh	fear	0.125	аааа
marry	fear	0.125	ожени се
sprite	fear	0.125	спрайт
soready	fear	0.125	soready
sag	fear	0.123	провисвам
pharmacy	fear	0.123	аптека
policeman	fear	0.121	полицай
dreamt	fear	0.111	сънуван
lace	fear	0.111	дантела
homework	fear	0.109	домашна работа
destination	fear	0.109	дестинация
incase	fear	0.109	в случай
pray	fear	0.109	молете се
knot	fear	0.109	възел
confidence	fear	0.109	увереност
bigday	fear	0.109	голям ден
holiness	fear	0.109	святост
notoriety	fear	0.109	известност
weight	fear	0.109	тегло
slender	fear	0.100	стройна
undecided	fear	0.098	нерешителен
sympathetic	fear	0.097	симпатичен
poise	fear	0.094	уравновесеност
case	fear	0.094	случай
treat	fear	0.094	лечение
locate	fear	0.094	локализирам
loyal	fear	0.094	лоялен
grades	fear	0.094	оценки
god	fear	0.094	Бог
helmet	fear	0.094	каска
confident	fear	0.094	уверен
counsellor	fear	0.094	съветник
northeast	fear	0.088	североизток
graduation	fear	0.078	абитуриентски
compassion	fear	0.078	състрадание
nurture	fear	0.078	подхранвам
graded	fear	0.075	степенувани
mum	fear	0.070	мама
infant	fear	0.067	кърмаче
journey	fear	0.062	пътуване
parade	fear	0.062	парад
gradschool	fear	0.062	градско училище
civilian	fear	0.062	граждански
cloudiness	fear	0.062	облачност
cash	fear	0.062	пари в брой
civilians	fear	0.062	цивилни
guidelines	fear	0.062	насоки
soulmate	fear	0.062	сродна душа
youth	fear	0.062	младост
opera	fear	0.057	опера
synonymous	fear	0.056	синоними
honest	fear	0.047	честен
praying	fear	0.047	моля се
intelligence	fear	0.038	интелигентност
volunteer	fear	0.031	доброволец
romance	fear	0.031	романтика
lines	fear	0.031	линии
obey	fear	0.016	подчинявам се
happiest	joy	0.986	най-щастлив
happiness	joy	0.984	щастие
bliss	joy	0.971	блаженство
celebrating	joy	0.970	празнуване
jubilant	joy	0.969	ликуващ
ecstatic	joy	0.954	екстатичен
elation	joy	0.944	въодушевление
beaming	joy	0.938	сияещ
bestdayever	joy	0.938	Най-добрият ден някога
loveee	joy	0.932	любовеее
celebration	joy	0.929	празненство
awesomeness	joy	0.926	страхотност
joy	joy	0.924	радост
joyous	joy	0.922	радостен
fabulous	joy	0.922	страхотно
happily	joy	0.922	щастливо
excitement	joy	0.922	вълнение
exuberance	joy	0.922	изобилие
makesmehappy	joy	0.922	прави ме щастлив
euphoria	joy	0.922	еуфория
lovee	joy	0.920	любима
gratitude	joy	0.914	благодарност
happydance	joy	0.912	щастлив танц
merriment	joy	0.912	веселие
spectacular	joy	0.912	грандиозен
overjoyed	joy	0.909	извънредно щастлив
purebliss	joy	0.909	чисто блаженство
triumphant	joy	0.907	триумфален
ecstasy	joy	0.906	екстаз
lovelovelove	joy	0.906	любов любов Любов
cheerful	joy	0.906	весело
cheer	joy	0.897	веселие
elated	joy	0.894	въодушевен
peaceofmind	joy	0.891	спокойствие
jolly	joy	0.891	весело
delighted	joy	0.891	удоволствието
lovethis	joy	0.891	обичам това
excitation	joy	0.891	възбуда
exhilaration	joy	0.891	въодушевление
pleasures	joy	0.891	удоволствия
laugh	joy	0.891	смея се
marvelously	joy	0.881	чудесно
loving	joy	0.879	любящ
joyful	joy	0.879	радостен
blissful	joy	0.879	блажен
outstanding	joy	0.879	изключителен
pleasurable	joy	0.877	приятно
lovinglife	joy	0.875	любящ живот
enthusiastic	joy	0.875	ентусиазиран
glee	joy	0.875	радост
iloveher	joy	0.875	обичам я
yaaaay	joy	0.875	даааай
overthemoon	joy	0.875	на седмото небе
happyplace	joy	0.875	щастливо място
sohappy	joy	0.868	толкова щастлив
superb	joy	0.864	превъзходен
woohoo	joy	0.864	уаууу
laughing	joy	0.864	смее се
wonderful	joy	0.863	чудесен
hooray	joy	0.859	Ура
loved	joy	0.859	обичан
tearsofjoy	joy	0.859	сълзи от щастие
hallelujah	joy	0.859	алелуя
magnificent	joy	0.859	великолепен
glory	joy	0.859	слава
ilovechristmas	joy	0.859	ilovechristmas
brilliant	joy	0.859	брилянтен
celebrated	joy	0.859	празнува
cheering	joy	0.859	аплодисменти
yayyyy	joy	0.859	еййййй
heavenly	joy	0.853	небесен
exciting	joy	0.853	вълнуващо
thrilled	joy	0.851	развълнуван
mademyday	joy	0.848	оправи ми деня
hohoho	joy	0.845	хо хо хо
celebrate	joy	0.844	празнувам
wonderfully	joy	0.844	чудесно
blessing	joy	0.844	благословение
favoriteholiday	joy	0.844	любим празник
paradise	joy	0.833	рай
marvellous	joy	0.833	прекрасно
festive	joy	0.833	празничен
sweetness	joy	0.833	сладост
blessed	joy	0.833	благословен
celebrations	joy	0.833	тържества
compliment	joy	0.831	комплимент
smiling	joy	0.828	усмихнат
allsmiles	joy	0.828	allsmiles
love	joy	0.828	любов
enchanting	joy	0.828	омагьосващ
homesweethome	joy	0.826	дом сладък дом
thankyougod	joy	0.824	Благодаря ти Господи
marvelous	joy	0.824	прекрасно
laughter	joy	0.824	смях
goodmood	joy	0.819	добро настроение
goodness	joy	0.818	доброта
excellence	joy	0.818	съвършенство
sensational	joy	0.818	сензационно
joys	joy	0.818	радости
delightful	joy	0.818	възхитителен
excited	joy	0.818	развълнуван
rejoicing	joy	0.818	ликувайки
happyheart	joy	0.818	щастливо сърце
celebratory	joy	0.818	празничен
greatful	joy	0.816	страхотен
jovial	joy	0.814	весел
rejoice	joy	0.812	радвай се
splendid	joy	0.812	великолепно
enjoy	joy	0.812	наслади се
smiley	joy	0.812	усмивка
glorious	joy	0.812	славен
victorious	joy	0.812	победоносен
lovemaking	joy	0.812	правене на любов
bonanza	joy	0.812	благоденствие
greatday	joy	0.812	чудесен ден
excellent	joy	0.812	отлично
goodtimes	joy	0.811	добри времена
whatmakesmesmile	joy	0.811	какво прави усмивка
happyday	joy	0.809	щастлив ден
myfavorite	joy	0.804	Моят фаворит
thankyoulord	joy	0.803	благодаря,господи
gladness	joy	0.803	радост
yayyy	joy	0.803	ейййй
yeahhhh	joy	0.803	дааааа
pleasure	joy	0.803	удоволствие
giggle	joy	0.802	кикотя се
happier	joy	0.797	по-щастлив
lovemylife	joy	0.797	обичам живота си
magnificence	joy	0.797	великолепие
