English Word	Emotion	Emotion-Intensity-Score	Malagasy Word
overtired	fear	0.218	reraka be
prognosis	fear	0.217	fizotrany
alertness	fear	0.216	mailo
hyped	fear	0.214	hyped
wishmeluck	fear	0.212	wishmeluck
somuchtodo	fear	0.212	somuchtodo
toomuchtodo	fear	0.212	toomuchtodo
tryouts	fear	0.210	andrana
clowns	fear	0.207	hatsikana
fluctuation	fear	0.204	fiovaovana
examination	fear	0.204	fandinihana
restless	fear	0.204	misamboaravoara
uphill	fear	0.203	manatrika ilay havoana
quail	fear	0.203	papelika
phew	fear	0.203	mifoka
mighty	fear	0.203	MAHERY
cross	fear	0.203	hazo fijaliana
hurry	fear	0.203	haingana
recesses	fear	0.203	fanambanin'ny
intimacy	fear	0.203	firaisana ara-nofo
overcome	fear	0.203	handresy
birth	fear	0.203	teraka
acceptances	fear	0.203	fanekena
help	fear	0.203	Vonjeo
fearless	fear	0.200	tsy nanan-tahotra
change	fear	0.198	fiovana
ware	fear	0.198	fantany
withstand	fear	0.197	hanohitra
asap	fear	0.191	faran'izay haingana indrindra
heighten	fear	0.188	mampitombo
watch	fear	0.188	mijery
tract	fear	0.188	taratasy mivalona
advance	fear	0.188	mialoha
overcoming	fear	0.188	fandresena
attorney	fear	0.188	Attorney
deadlines	fear	0.188	fe-potoana farany
bug	fear	0.188	bibikely
knots	fear	0.188	fatotra
owing	fear	0.188	Noho
waitinggame	fear	0.188	waitinggame
unorganised	fear	0.188	unorganized
gnome	fear	0.188	gnome
fragile	fear	0.188	marefo
cautiously	fear	0.188	tamim-pitandremana
stillness	fear	0.188	mangina
intrigue	fear	0.188	fiokoana
rule	fear	0.188	fitsipika
elf	fear	0.185	elf
stillwaiting	fear	0.184	mbola miandry
lonely	fear	0.183	manirery
slippery	fear	0.181	malama
interview	fear	0.180	resadresaka
everyman	fear	0.178	everyman
speculation	fear	0.176	tombantombana
needtoknow	fear	0.173	needtoknow
worship	fear	0.172	fanompoam-pivavahana
unsure	fear	0.172	antoka
surprise	fear	0.172	tsy nampoizina
settlor	fear	0.172	settlor
competition	fear	0.172	fifaninanana
readytogo	fear	0.172	vonona handeha
checkpoint	fear	0.172	toeram-pisavana
composure	fear	0.172	tony
interviewer	fear	0.172	mpanao dinidinika
chaff	fear	0.172	akofa
regulatory	fear	0.172	manara-dalàna
birch	fear	0.172	birch
shell	fear	0.172	akorandriaka
assessment	fear	0.172	fanombanana
uncertain	fear	0.172	tsy azo antoka
rod	fear	0.172	tehina
humanrights	fear	0.172	Zon'olombelona
less	fear	0.167	Kely kokoa
coy	fear	0.162	mody saro-kenatra
iris	fear	0.160	iris
intimately	fear	0.156	akaiky
hearing	fear	0.156	fihainoana
legalized	fear	0.156	ara-dalàna
needit	fear	0.156	mila
audition	fear	0.156	audition
retirement	fear	0.156	fisotroan-dronono
countdown	fear	0.156	countdown
sly	fear	0.156	fetsy
bases	fear	0.156	fototra
ceasefire	fear	0.156	fampitsaharana ady
medication	fear	0.156	fanafody
courageous	fear	0.154	Be Herim-po
overthinker	fear	0.153	overthiker
backtrack	fear	0.151	backtrack
dawned	fear	0.150	niposaka ny
censor	fear	0.149	sivana
bailiff	fear	0.147	mpiambina
syllabus	fear	0.147	fandaharam-pianarana
delay	fear	0.141	fahatarana
newcomer	fear	0.141	vao tonga
imagination	fear	0.141	mamoron
waiting	fear	0.141	IANDRASANA
gent	fear	0.141	gent
validity	fear	0.141	mampanankery
cove	fear	0.141	cove
rationality	fear	0.141	rationality '
caricature	fear	0.141	sariitatra
eventuality	fear	0.141	ny iafaran'izy roa tonta
alreadyyyyy	fear	0.140	efayyyy
shy	fear	0.140	menatra
symptom	fear	0.133	famantarana
excite	fear	0.132	manaitaitra
raccoon	fear	0.127	Raccoon
clown	fear	0.125	mpanao hatsikana
tryout	fear	0.125	Andramo
needtorelax	fear	0.125	needtorelax
swim	fear	0.125	milomano
campaigning	fear	0.125	fampielezan-kevitra
hawk	fear	0.125	hawk
prevent	fear	0.125	prévenir
gameday	fear	0.125	gameday
ahhh	fear	0.125	ahhh
marry	fear	0.125	hanambady
sprite	fear	0.125	sprite
soready	fear	0.125	soready
sag	fear	0.123	sag
pharmacy	fear	0.123	levitra
policeman	fear	0.121	polisy
dreamt	fear	0.111	nanonofy
lace	fear	0.111	dantelina
homework	fear	0.109	enti-mody
destination	fear	0.109	toerana halehany
incase	fear	0.109	raha toa ka
pray	fear	0.109	MIVAVAHA
knot	fear	0.109	fatotra
confidence	fear	0.109	fahatokiana
bigday	fear	0.109	bigday
holiness	fear	0.109	FAHAMASINANA
notoriety	fear	0.109	laza
weight	fear	0.109	lanja
slender	fear	0.100	manifinify
undecided	fear	0.098	tapa-kevitra
sympathetic	fear	0.097	mangoraka
poise	fear	0.094	poise
case	fear	0.094	tranga
treat	fear	0.094	Fifaliana
locate	fear	0.094	toerana
loyal	fear	0.094	Mivadika Mihitsy!
grades	fear	0.094	naoty
god	fear	0.094	ANDRIAMANITRA
helmet	fear	0.094	fiarovan-doha
confident	fear	0.094	antoka
counsellor	fear	0.094	mpanolo-tsaina
northeast	fear	0.088	avaratra
graduation	fear	0.078	diplaoma
compassion	fear	0.078	fangoraham-po
nurture	fear	0.078	fanabeazana
graded	fear	0.075	naoty
mum	fear	0.070	Neny
infant	fear	0.067	zaza
journey	fear	0.062	dia
parade	fear	0.062	matso
gradschool	fear	0.062	gradschool
civilian	fear	0.062	sivily
cloudiness	fear	0.062	rahona
cash	fear	0.062	vola
civilians	fear	0.062	olon-tsotra
guidelines	fear	0.062	torolalana
soulmate	fear	0.062	soulmate
youth	fear	0.062	HO AN'NY ZATOVO
opera	fear	0.057	opéra
synonymous	fear	0.056	mitovy dika
honest	fear	0.047	marina
praying	fear	0.047	mivavaka
intelligence	fear	0.038	fahiratan-tsaina
volunteer	fear	0.031	mpilatsaka an-tsitrapo
romance	fear	0.031	olon-tiany
lines	fear	0.031	tsipika
obey	fear	0.016	mankatò
happiest	joy	0.986	faly indrindra
happiness	joy	0.984	fahasambarana
bliss	joy	0.971	fahasambarana
celebrating	joy	0.970	fankalazana
jubilant	joy	0.969	mitondra hafaliana andrandrain'ny
ecstatic	joy	0.954	faly
elation	joy	0.944	hafaliana
beaming	joy	0.938	Feno ny taratry
bestdayever	joy	0.938	bestdayever
loveee	joy	0.932	loveee
celebration	joy	0.929	fankalazana
awesomeness	joy	0.926	mahatalanjona
joy	joy	0.924	FIFALIANA
joyous	joy	0.922	mahafaly
fabulous	joy	0.922	mahafinaritra
happily	joy	0.922	Soa ihany
excitement	joy	0.922	fientanentanana
exuberance	joy	0.922	firavoravoana
makesmehappy	joy	0.922	makesmehappy
euphoria	joy	0.922	hafaliana
lovee	joy	0.920	lovee
gratitude	joy	0.914	fankasitrahana
happydance	joy	0.912	happydance
merriment	joy	0.912	firavoravoana
spectacular	joy	0.912	mahatalanjona
overjoyed	joy	0.909	faly
purebliss	joy	0.909	purebliss
triumphant	joy	0.907	amim-boninahitra
ecstasy	joy	0.906	safononoky ny fahafinaretana
lovelovelove	joy	0.906	lovelovelove
cheerful	joy	0.906	amim-pifaliana no
cheer	joy	0.897	fifaliana
elated	joy	0.894	faly
peaceofmind	joy	0.891	filaminan-tsaina
jolly	joy	0.891	jolly
delighted	joy	0.891	Finaritra
lovethis	joy	0.891	lovethis
excitation	joy	0.891	fientanentanana
exhilaration	joy	0.891	fientanentanana
pleasures	joy	0.891	fahafinaretana
laugh	joy	0.891	ihomehezana
marvelously	joy	0.881	mahagaga
loving	joy	0.879	be fitiavana
joyful	joy	0.879	faly
blissful	joy	0.879	mahasambatra
outstanding	joy	0.879	miavaka
pleasurable	joy	0.877	mahafinaritra
lovinglife	joy	0.875	lovelife
enthusiastic	joy	0.875	mafana fo
glee	joy	0.875	Hifaly
iloveher	joy	0.875	tiako izy
yaaaay	joy	0.875	yaaaay
overthemoon	joy	0.875	overthemoon
happyplace	joy	0.875	happyplace
sohappy	joy	0.868	faly be
superb	joy	0.864	mahafinaritra
woohoo	joy	0.864	woohoo
laughing	joy	0.864	mihomehy
wonderful	joy	0.863	mahagaga
hooray	joy	0.859	hooray
loved	joy	0.859	tia
tearsofjoy	joy	0.859	tearsofjoy
hallelujah	joy	0.859	Haleloia
magnificent	joy	0.859	asa lehibe
glory	joy	0.859	voninahitra
ilovechristmas	joy	0.859	ilovechristmas
brilliant	joy	0.859	mamirapiratra
celebrated	joy	0.859	malaza
cheering	joy	0.859	tehaka
yayyyy	joy	0.859	yayyyy
heavenly	joy	0.853	any an-danitra
exciting	joy	0.853	mampientam-po
thrilled	joy	0.851	faly be
mademyday	joy	0.848	mademyday
hohoho	joy	0.845	hohoho
celebrate	joy	0.844	mankalaza
wonderfully	joy	0.844	mahatalanjona
blessing	joy	0.844	fitahiana
favoriteholiday	joy	0.844	fety ankafiziny
paradise	joy	0.833	PARADISA
marvellous	joy	0.833	mahatalanjona
festive	joy	0.833	fety
sweetness	joy	0.833	mamy
blessed	joy	0.833	nitso-drano
celebrations	joy	0.833	Ny fankalazana
compliment	joy	0.831	fankasitrahana
smiling	joy	0.828	mitsiky
allsmiles	joy	0.828	allsmiles
love	joy	0.828	fITIAVANA
enchanting	joy	0.828	hilaza izao
homesweethome	joy	0.826	trano mahamamy ny mody
thankyougod	joy	0.824	misaotra anao
marvelous	joy	0.824	mahatalanjona
laughter	joy	0.824	fihomehezana
goodmood	joy	0.819	goodmood
goodness	joy	0.818	hatsaran-toetra
excellence	joy	0.818	fahatsarany
sensational	joy	0.818	mampitolagaga
joys	joy	0.818	fifaliana
delightful	joy	0.818	mahafinaritra
excited	joy	0.818	faly
rejoicing	joy	0.818	fifaliana
happyheart	joy	0.818	happyheart
celebratory	joy	0.818	fankalazana
greatful	joy	0.816	lehibe
jovial	joy	0.814	jovial
rejoice	joy	0.812	hifaly
splendid	joy	0.812	kanto
enjoy	joy	0.812	ANKAFIZO
smiley	joy	0.812	Smiley
glorious	joy	0.812	be voninahitra
victorious	joy	0.812	mpandresy
lovemaking	joy	0.812	fifankatiavana
bonanza	joy	0.812	bonanza
greatday	joy	0.812	greatday
excellent	joy	0.812	tsara
goodtimes	joy	0.811	fotoana tsara
whatmakesmesmile	joy	0.811	whatmakesmesmile
happyday	joy	0.809	andro mahafinaritra
myfavorite	joy	0.804	ny tiako indrindra
thankyoulord	joy	0.803	misaotra anao
gladness	joy	0.803	fifaliana
yayyy	joy	0.803	yayyy
yeahhhh	joy	0.803	yeahhhh
pleasure	joy	0.803	fahafinaretana
giggle	joy	0.802	mitsikanikany
happier	joy	0.797	sambatra kokoa
lovemylife	joy	0.797	lovemylife
magnificence	joy	0.797	fahamboniany
happytweet	joy	0.797	happytweet
lovinlife	joy	0.797	lovinlife
yesss	joy	0.797	yesss
dancing	joy	0.797	dihy
success	joy	0.797	FETY
grateful	joy	0.789	Velom-pankasitrahana
amuse	joy	0.788	voly
splendor	joy	0.788	famirapiratana
happy	joy	0.788	SAMBATRA
fun	joy	0.788	fahafinaretana
giggling	joy	0.781	mikiakiaka
glad	joy	0.781	faly
glorify	joy	0.781	Mankalaza
radiant	joy	0.781	miramirana
beautiful	joy	0.781	Beautiful
solucky	joy	0.781	solucky
sothankful	joy	0.781	mankasitraka
enchanted	joy	0.781	enchanted
romance	joy	0.779	olon-tiany
perfection	joy	0.779	tonga lafatra
christmassy	joy	0.779	krismasy
heavens	joy	0.779	LANITRA
thrilling	joy	0.776	Nahafinaritra ny
lovable	joy	0.773	mahatehotia
congrats	joy	0.773	Arahabaina
fiesta	joy	0.773	fety
entertain	joy	0.773	voly
happyvalentinesday	joy	0.773	happyvalentinesday
miraculous	joy	0.773	mahagaga
cheers	joy	0.773	mahafaly
cheered	joy	0.773	nitehaka
positivity	joy	0.773	positivity
funday	joy	0.772	fundy
enjoying	joy	0.771	nankafy
lifeisgood	joy	0.766	tsara ny fiainana
amused	joy	0.766	miharihary amin'izany
goodfeeling	joy	0.766	fahatsapana tsara
christmasspirit	joy	0.766	christmasspirit
cuddling	joy	0.766	mifofofofo
smiles	joy	0.766	tsiky
sosweet	joy	0.766	mahafatifaty ery
thebest	joy	0.766	ny tsara indrindra
party	joy	0.765	fety
delight	joy	0.765	sitrany
orgasm	joy	0.765	levitra
positive	joy	0.761	tsara
sweetheart	joy	0.758	malalany
enlighten	joy	0.758	hanazava
cheerfulness	joy	0.758	-kafaliana
miracles	joy	0.758	FAHAGAGANA
giddy	joy	0.757	kizitina
christmastime	joy	0.757	Krismasy
gratify	joy	0.750	mpahita fitia
greatness	joy	0.750	fahalehibiazana
friendliness	joy	0.750	sariaka
blessings	joy	0.750	fitahiana
laughs	joy	0.750	mihomehy
tistheseason	joy	0.750	tisthseason
smile	joy	0.750	tsiky
pleasing	joy	0.750	hanaovana ny sitrapony
romantic	joy	0.750	tantaram-pitiavana
happyholidays	joy	0.750	mirary fety sambatra
frolic	joy	0.748	mbetika
jubilee	joy	0.742	Jobily
miracle	joy	0.742	fahagagana
enthusiasm	joy	0.742	hafanam-po
selflove	joy	0.742	fitiavan-tena
triumph	joy	0.742	fandresena
magical	joy	0.742	mahagaga
rewarding	joy	0.742	NAHAFINARITRA NY
goodvibes	joy	0.742	goodvibes
positiveenergy	joy	0.742	positiveenergy
feelgood	joy	0.736	mahatsapa tsara
prosperity	joy	0.735	fanambinana
behappy	joy	0.734	mba mifalia
admiration	joy	0.734	fahatalanjonana sy fifaliana
passionate	joy	0.734	liana
goodday	joy	0.734	andro tsara
luxurious	joy	0.734	tarehy
tgif	joy	0.734	tgif
victory	joy	0.734	fandresena
feelinggood	joy	0.734	feelinggood
enchant	joy	0.734	enchant
greatnight	joy	0.734	greatnight
vivacious	joy	0.734	mavitrika
glorification	joy	0.733	boninahitra
sing	joy	0.729	Mihirà
glowing	joy	0.729	mamiratra
yessss	joy	0.728	yessss
fulfillment	joy	0.728	tanteraka
breathtaking	joy	0.728	mahatalanjona
thankful	joy	0.727	feno fisaorana
cheery	joy	0.727	falifaly
santa	joy	0.727	santa
hurrah	joy	0.727	kopakopan-tànana
christmasbreak	joy	0.727	krismasy
win	joy	0.727	mandresy
atpeace	joy	0.727	fiadanana
award	joy	0.727	mari-pankasitrahana
merry	joy	0.727	ravoravo
inspiration	joy	0.725	aingam-panahy
radiance	joy	0.725	famirapiratan'ny
pleased	joy	0.725	faly
uplift	joy	0.723	mankahery
optimistic	joy	0.723	fanantenana
heaven	joy	0.721	any an-danitra
lucky	joy	0.721	Lucky
godisgreat	joy	0.721	lehibe Andriamanitra
holidays	joy	0.721	fety
thrill	joy	0.721	mampangitakitaka
congratulatory	joy	0.719	fiarahabana
thriving	joy	0.719	miroborobo
amusement	joy	0.719	voly
perfect	joy	0.719	tonga lafatra
lover	joy	0.719	tia
xmas	joy	0.719	xmas
heartfelt	joy	0.719	avy amin'ny fo
utopian	joy	0.719	mitsingevana
lovely	joy	0.719	mahafinaritra
harmony	joy	0.719	mifanaraka
praising	joy	0.719	nidera
brighten	joy	0.719	miramirana
luckiest	joy	0.712	tsara vintana
merrychristmas	joy	0.712	tratry ny krismasy
magic	joy	0.712	ody
achievement	joy	0.712	zava-bitany
yay	joy	0.712	yay
holiday	joy	0.712	fialan-tsasatra
treasures	joy	0.712	HARENA
luxury	joy	0.712	lafo vidy
bestfeeling	joy	0.712	bestfeeling
intimate	joy	0.710	akaiky
soblessed	joy	0.706	soblessed
yaaay	joy	0.706	yaaay
rave	joy	0.706	fiderana faran'izay tsara
chuckle	joy	0.706	nihomehy
proud	joy	0.704	mpiavonavona
winning	joy	0.703	mandresy
cherish	joy	0.703	KOLOKOLOINA
goodnews	joy	0.703	vaovao tsara
fuckyeah	joy	0.703	fuckyeah
optimism	joy	0.703	fanantenana
amazingly	joy	0.703	mahagaga
lovelife	joy	0.703	lovelife
truelove	joy	0.703	tena fitiavana
beautification	joy	0.703	fanatsarana tarehy
satisfying	joy	0.703	manome fahafaham-po
appreciates	joy	0.703	mankasitraka
cuddled	joy	0.703	cuddled
goodlife	joy	0.703	goodlife
gooood	joy	0.703	gooood
sweetest	joy	0.703	mamy indrindra
yaay	joy	0.700	yaay
entertained	joy	0.700	nampiantrano
excite	joy	0.697	manaitaitra
newbeginnings	joy	0.693	fiandohana vaovao
praisejesus	joy	0.691	preisejesus
birthday	joy	0.691	fitsingerenan'ny andro nahaterahana
greatfriends	joy	0.688	namana tsara
adoration	joy	0.688	fitsaohana
godsend	joy	0.688	fahasoavana
favorite	joy	0.688	toerana tena
content	joy	0.688	votoaty
entertaining	joy	0.688	voly
honored	joy	0.688	voninahitra
metime	joy	0.688	metime
exquisite	joy	0.688	faran 'izay tsara
holidayseason	joy	0.688	holidayseason
thankyoujesus	joy	0.688	misaotra Jesosy
angelic	joy	0.688	NY ANJELY
goodhealth	joy	0.682	salama tsara
majestic	joy	0.682	malaza
luscious	joy	0.682	luscious
memoriesiwontforget	joy	0.682	fahatsiarovana tsy adino
bestfriends	joy	0.682	mpinamana be
precious	joy	0.682	sarobidy
appreciated	joy	0.682	nankasitraka
exaltation	joy	0.682	fisandratana
smiled	joy	0.682	Nitsiky
brightens	joy	0.682	mamiratra
tranquility	joy	0.679	filaminana
marry	joy	0.676	hanambady
embrace	joy	0.676	dia mandamaka
positively	joy	0.676	tsara
grin	joy	0.672	tsiky
hug	joy	0.672	mamihina
hilarious	joy	0.672	mahatsikaiky
dearest	joy	0.672	malalako
contentment	joy	0.672	FIFALIANA
accomplished	joy	0.672	tanteraka
relaxation	joy	0.672	fialam-boly
bday	joy	0.672	fitsingerenan'ny andro nahaterahana
enliven	joy	0.672	hiaina ao
weeeee	joy	0.672	weeeee
giggles	joy	0.672	mikiakiaka
fulfilled	joy	0.667	tanteraka
bountiful	joy	0.667	'i Soafeno
victor	joy	0.667	mpandresy
adore	joy	0.667	mankafy
boisterous	joy	0.667	sahiran-tsaina
fulfill	joy	0.664	hanatanteraka
cuddles	joy	0.662	cuddles
prosperous	joy	0.660	nanan-karena
appreciation	joy	0.656	FANKASITRAHANAO
serenity	joy	0.656	fahatoniana
happynewyear	joy	0.656	tratry ny taona
humor	joy	0.656	humor
satisfy	joy	0.656	fahafaham-po
besties	joy	0.656	besties
encouraged	joy	0.656	Mampahery
captivate	joy	0.656	hambabo
christmaseve	joy	0.656	alin'ny Krismasy
glow	joy	0.656	tarafin'ny hazavana
romanticism	joy	0.656	romanticism
innerpeace	joy	0.656	fiadanana anaty
pleasant	joy	0.656	mahafinaritra
praises	joy	0.652	fiderana
abundance	joy	0.652	be dia be
fortunes	joy	0.652	harena
engaged	joy	0.652	mpifamofo
praised	joy	0.652	nidera
relaxing	joy	0.652	sasatra
treasure	joy	0.652	HARENANAO
satisfaction	joy	0.652	fahafaham-po
nothingbetter	joy	0.647	tsy misy tsaratsara kokoa
affection	joy	0.647	fitiavana
relieved	joy	0.647	maivamaivana erỳ
complement	joy	0.647	hameno
carnival	joy	0.643	Fetibe
priceless	joy	0.641	voavidim-bola
uplifting	joy	0.641	mitondra hery
sensuality	joy	0.641	hafalian'ny nofo
saintly	joy	0.641	masina
champion	joy	0.641	Tompon-daka
thanksgiving	joy	0.641	fisaorana
harmoniously	joy	0.641	mirindra
wedding	joy	0.641	fampakaram-bady
achieve	joy	0.641	hanatrarana
divine	joy	0.641	avy amin'Andriamanitra
jackpot	joy	0.641	jackpot
honeymoon	joy	0.636	volan-tantely
exalt	joy	0.636	hanandra-
twinkle	joy	0.636	namiratra
comforting	joy	0.636	mampahery
felicity	joy	0.636	ny fahasambarana
peaceful	joy	0.636	am-pilaminana
climax	joy	0.636	fara tampony
winner	joy	0.636	mpandresy
reverie	joy	0.636	reverie
yayy	joy	0.636	yayy
cuddle	joy	0.636	hamihina
xoxo	joy	0.634	xoxo
stargazing	joy	0.625	raha hijery kintana
festival	joy	0.625	fety
sweet	joy	0.625	hanitra
generosity	joy	0.625	fahalalahan-tanana
brighter	joy	0.625	mamiratra
praisegod	joy	0.625	praisegod
gorgeous	joy	0.625	tsara tarehy
hearts	joy	0.625	fo
amusing	joy	0.625	nampihomehy
fondness	joy	0.625	tia
snuggling	joy	0.625	mifofofofo
reward	joy	0.625	valisoa
sex	joy	0.622	Firaisana Ara-nofo
kind	joy	0.621	AHOANA
genial	joy	0.621	genial
parade	joy	0.621	matso
applause	joy	0.621	tehaka
beauty	joy	0.621	Beauty
fulfilling	joy	0.618	fanatanterahana
aspiring	joy	0.618	naniry
newlife	joy	0.618	fiainam-baovao
godbless	joy	0.616	TAHIN'ANDRIAMANITRA
virtuous	joy	0.613	tsara
kiss	joy	0.610	oroka
christmas	joy	0.609	Noely
rainbows	joy	0.609	havana teny
elegance	joy	0.609	haja
generous	joy	0.609	MALALA-TANANA
super	joy	0.609	super
playful	joy	0.609	mifaly
enlightenment	joy	0.609	fahazavana ara-panahy
praiseworthy	joy	0.609	mendri-piderana
awards	joy	0.609	mari-pankasitrahana
adorable	joy	0.609	mahatehotia
rekindle	joy	0.609	hamelona indray
winnings	joy	0.609	fandresena
independence	joy	0.607	TE HAHALEO TENA
amour	joy	0.607	amour
kindness	joy	0.606	Hatsaram-panahy
surprises	joy	0.606	tsy nampoizina
heheh	joy	0.606	heheh
hilarity	joy	0.606	hilarity
wonder	joy	0.606	Manontany tena
freely	joy	0.606	malalaka
successful	joy	0.606	MAHOMBY
inspired	joy	0.606	aingam-panahy
onelove	joy	0.606	One love
whimsical	joy	0.603	hafakely
entertainment	joy	0.603	fialam-boly
passion	joy	0.603	firehetam-po
stressfree	joy	0.601	tsy misy adin-tsaina
beautify	joy	0.601	hahatsara tarehy
sunrise	joy	0.600	Fiposahan'ny masoandro
godisgood	joy	0.597	tsara Andriamanitra
goodmusic	joy	0.594	mozika tsara
revere	joy	0.594	manaja
whoo	joy	0.594	whoo
fanfare	joy	0.594	fanfare
inspire	joy	0.594	aingam-panahy
angel	joy	0.594	ANJELY
thankgod	joy	0.594	Misaotra AN'ANDRIAMANITRA
goodies	joy	0.594	zava-tsoa
jesus	joy	0.594	Jesosy
accomplishment	joy	0.594	zava-bita
snuggled	joy	0.594	snuggled
peacefully	joy	0.594	am-pilaminana
flirt	joy	0.594	manadaladala
friendship	joy	0.591	NAMANA
singing	joy	0.591	fihirana
heroic	joy	0.591	be herim-po
exalted	joy	0.591	ambony
fortune	joy	0.591	harena
highest	joy	0.591	ambony indrindra
summer	joy	0.591	vanin-taona mafana
contented	joy	0.588	afa-po
rollicking	joy	0.588	rollicking
overflowing	joy	0.588	firehetan'ny
woot	joy	0.588	woot
accolade	joy	0.586	accolade
hope	joy	0.586	fanantenana
cozy	joy	0.583	cozy
delicious	joy	0.579	matsiro
raving	joy	0.578	mitabataba
thelife	joy	0.578	ny fiainana
darling	joy	0.578	hany malalako
sensuous	joy	0.578	manaitaitra filana
picturesque	joy	0.578	tsara tarehy
friendly	joy	0.578	sariaka
everlasting	joy	0.578	MANDRAKIZAY
praise	joy	0.578	fiderana
ambition	joy	0.578	faniriana
sparkle	joy	0.577	mamiratra
sensual	joy	0.576	nofo
peace	joy	0.576	fandriampahalemana
flattering	joy	0.576	mandrobo
grace	joy	0.576	fahasoavana
luckygirl	joy	0.576	tovovavy manam-bitana
heroism	joy	0.576	herimpon'izy
succeeding	joy	0.576	tafita
yeahhh	joy	0.576	yeahhh
special	joy	0.574	Special
livelife	joy	0.574	miaina fiainana
tantalizing	joy	0.572	tantalizing
pumped	joy	0.567	paompy
yey	joy	0.562	eny
surprise	joy	0.562	tsy nampoizina
sunny	joy	0.562	talaky masoandro
prevail	joy	0.562	Mandresy
revels	joy	0.562	mifaly
humorous	joy	0.562	nampihomehy
sweets	joy	0.562	zava-mamy
liking	joy	0.562	eritreritsika
admirable	joy	0.562	mendri-piderana
superstar	joy	0.562	superstar
relax	joy	0.562	Mitonia
prosper	joy	0.562	izay hambinina
hero	joy	0.562	REHAREHANY
hugs	joy	0.562	fifamihinana
worthwhile	joy	0.562	mahasoa
newyear	joy	0.561	taona vaovao
tenderness	joy	0.561	fitiavana
bless	joy	0.561	hitahy
favorable	joy	0.561	tsara
freedom	joy	0.561	Freedom
masterpiece	joy	0.561	sanganasa
dreams	joy	0.559	nofy
hopeful	joy	0.559	be fanantenana
home	joy	0.559	an-trano
cruising	joy	0.556	fitsangantsanganana
gracias	joy	0.554	gracias
faithfulness	joy	0.553	FAHAMARINANA
eagerness	joy	0.552	zotom-po
closeness	joy	0.552	akaiky
sunshine	joy	0.551	tara-masoandro
comfy	joy	0.551	mahazo aina
vacation	joy	0.547	vakansy
celestial	joy	0.547	selestialy
good	joy	0.547	tsara
elite	joy	0.547	sangany
illuminate	joy	0.547	hanazava
confidence	joy	0.547	fahatokiana
mistletoe	joy	0.547	mistletoe
daughter	joy	0.547	vavy
lifted	joy	0.547	asandratra
goodmorning	joy	0.547	salama
zeal	joy	0.547	zotom-pony
gifts	joy	0.547	fanomezam-pahasoavana
gift	joy	0.547	FANOMEZANA
astonishment	joy	0.547	talanjona
heart	joy	0.547	am-po
completion	joy	0.547	vita
bonus	joy	0.547	tombony
charmed	joy	0.546	Voangoly
dance	joy	0.545	mandihy
sublime	joy	0.545	ambony dia ambony
recreation	joy	0.545	NY FIALAM-BOLY
encouragement	joy	0.545	FAMPAHEREZANA
god	joy	0.545	ANDRIAMANITRA
gush	joy	0.545	nijininika
freshstart	joy	0.544	vao manomboka
free	joy	0.544	maimaim-poana
savior	joy	0.543	Mpamonjy
sanctuary	joy	0.541	fitoerana masina
grandchildren	joy	0.540	zafikeliny
wellness	joy	0.537	fahasalamana
revel	joy	0.534	mifaly
music	joy	0.531	MOZIKA
fab	joy	0.531	fab
bridal	joy	0.531	mpanotrona ny mpanambady
soar	joy	0.531	Manidina
alive	joy	0.531	VELONA
money	joy	0.531	Money
soothing	joy	0.531	hanitra
serene	joy	0.531	tony
holiness	joy	0.531	FAHAMASINANA
inspirational	joy	0.531	panahy
matrimony	joy	0.531	fanambadiana
dayoff	joy	0.531	andro tsy fiasana
savor	joy	0.531	ankasitrahana
vitality	joy	0.531	heriny
confident	joy	0.531	antoka
firstborn	joy	0.531	LAHIMATOA
rainbow	joy	0.531	Rainbow
liberation	joy	0.531	FAHAFAHANA
elegant	joy	0.530	kanto
mastery	joy	0.530	fehezina
glimmer	joy	0.530	tsirim
illumination	joy	0.530	hazavana
blossom	joy	0.530	mamony
warmth	joy	0.530	hafanana
welcomed	joy	0.530	nandray
treat	joy	0.529	Fifaliana
faithful	joy	0.529	MAHATOKY
snuggles	joy	0.522	snuggles
laurels	joy	0.521	Ravintsara
commendable	joy	0.519	-piderana
succeed	joy	0.516	mahomby
jingle	joy	0.516	jingle
zest	joy	0.516	zest
noschool	joy	0.516	tsy misy sekoly
brotherly	joy	0.516	rahalahy
silly	joy	0.516	adaladala
abundant	joy	0.516	be
fancy	joy	0.516	fancy
resplendent	joy	0.516	mamirapiratra
strengthening	joy	0.516	fanamafisana orina
presents	joy	0.516	fanomezana
pride	joy	0.516	ny avonavona
almighty	joy	0.516	Mahery Indrindra
powerful	joy	0.516	MAHERY
aspire	joy	0.516	hiandrandra
remarkable	joy	0.516	miavaka
greeted	joy	0.516	niarahaba
thanking	joy	0.515	misaotra
cutie	joy	0.515	cutie
kudos	joy	0.515	kudos
therapeutic	joy	0.515	pahasalamana
zen	joy	0.515	zen
coronation	joy	0.515	nanosotra
complete	joy	0.515	feno
shining	joy	0.515	mamirapiratra
spirit	joy	0.515	fanahy
princely	joy	0.515	andriana
vivid	joy	0.515	mazava tsara
comfort	joy	0.515	Ampionòny
leisure	joy	0.515	FIALAM-BOLY
reunited	joy	0.515	nihaona
kid	joy	0.515	zanak'osy
newme	joy	0.515	newme
payday	joy	0.515	Hijery
animated	joy	0.515	animation
familytime	joy	0.515	fotoanam-pianakaviana
