English Word	Emotion	Emotion-Intensity-Score	Slovenian Word
scarce	fear	0.327	redko
antisocial	fear	0.324	antisocialno
astray	fear	0.320	zablodeti
vigilant	fear	0.319	pozoren
socialist	fear	0.318	socialist
halter	fear	0.318	povodcem
pessimist	fear	0.317	pesimist
pacing	fear	0.316	tempo
wimpy	fear	0.312	wimpy
clinical	fear	0.312	klinični
blight	fear	0.312	okvaro
muzzle	fear	0.312	gobec
ahhhhhhhh	fear	0.312	ahhhhhhhh
therapist	fear	0.312	terapevt
laxative	fear	0.312	odvajalo
obsessing	fear	0.312	obseden
seclusion	fear	0.312	osamljenost
foreigner	fear	0.312	tujec
dentist	fear	0.312	zobozdravnik
chargeable	fear	0.312	plačljivo
deadline	fear	0.312	rok
uneasy	fear	0.312	nelagodno
valium	fear	0.312	valij
powerful	fear	0.312	močan
opponent	fear	0.312	nasprotnik
ordnance	fear	0.312	ubojno sredstvo
cram	fear	0.312	strpati
unexpected	fear	0.312	nepričakovano
thorny	fear	0.312	trnast
discontinuity	fear	0.312	diskontinuiteta
conspire	fear	0.312	zarotiti
collusion	fear	0.312	tajno dogovarjanje
litigate	fear	0.312	soditi
unkind	fear	0.312	neprijazen
whirlwind	fear	0.312	vrtinec
nether	fear	0.312	nether
trickery	fear	0.312	zvijača
bewilderment	fear	0.312	zmedenost
overthinking	fear	0.309	preveč misliti
doubts	fear	0.308	dvomi
seriousness	fear	0.305	resnost
irrational	fear	0.305	neracionalno
erase	fear	0.303	izbrisati
teasing	fear	0.303	dražiti
razor	fear	0.303	britvica
sweating	fear	0.298	potenje
mage	fear	0.297	mage
giant	fear	0.297	velikan
weighty	fear	0.297	tehten
warning	fear	0.297	Opozorilo
avoid	fear	0.297	izogibajte se
inflation	fear	0.297	inflacija
mislead	fear	0.297	zavajati
adjudicate	fear	0.297	razsojati
endless	fear	0.297	neskončno
deflation	fear	0.297	deflacija
depreciated	fear	0.297	amortizirano
bitch	fear	0.297	prasica
swamp	fear	0.297	močvirje
bale	fear	0.297	bala
dashed	fear	0.297	črtkano
crouching	fear	0.297	čepenje
flounder	fear	0.297	iverka
hide	fear	0.297	skriti
reluctant	fear	0.297	nejevoljen
unsurpassed	fear	0.297	neprekosljivo
medical	fear	0.297	medicinski
timidity	fear	0.297	plašnost
auditor	fear	0.297	revizor
deluge	fear	0.287	potop
disinformation	fear	0.286	dezinformacije
court	fear	0.284	sodišče
aversion	fear	0.283	odpor
cartridge	fear	0.281	kartuša
unfriendly	fear	0.281	neprijazen
cautious	fear	0.281	previden
surveillance	fear	0.281	nadzor
yelp	fear	0.281	vpiti
confusion	fear	0.281	zmedenost
apache	fear	0.281	apache
flying	fear	0.281	letenje
submitting	fear	0.281	predložitev
discourage	fear	0.281	odvračati
rush	fear	0.281	hitenje
fortress	fear	0.281	trdnjava
dwarfed	fear	0.281	pritlikavi
challenge	fear	0.281	izziv
notready	fear	0.281	ni pripravljen
wan	fear	0.281	omahniti
mistaken	fear	0.281	zmoten
hurryup	fear	0.281	pohiti
swelling	fear	0.281	otekanje
oncoming	fear	0.281	prihajajoči
remains	fear	0.281	ostanki
unruly	fear	0.281	neukrotljiv
bigoted	fear	0.281	fanatični
intense	fear	0.279	intenzivno
noncompliance	fear	0.276	neskladnost
alerts	fear	0.276	opozorila
planes	fear	0.274	letala
cop	fear	0.273	policaj
displeased	fear	0.273	nezadovoljen
unbridled	fear	0.271	nebrzdana
problem	fear	0.266	problem
crouch	fear	0.266	počepniti
sneak	fear	0.266	prikradati se
hood	fear	0.266	napa
force	fear	0.266	sila
confession	fear	0.266	spoved
posse	fear	0.266	posse
banger	fear	0.266	banger
belt	fear	0.266	pas
crowds	fear	0.266	množice
elevation	fear	0.266	višina
insomnia	fear	0.266	nespečnost
auditions	fear	0.266	avdicije
forgotten	fear	0.266	pozabljen
affront	fear	0.266	žalitev
cloak	fear	0.266	ogrinjalo
newjob	fear	0.266	nova služba
blindfold	fear	0.266	zavezati oči
skid	fear	0.266	drsenje
blemish	fear	0.266	madež
uncanny	fear	0.266	nenavaden
sentence	fear	0.266	stavek
cupping	fear	0.266	cupping
regiment	fear	0.266	polk
hooded	fear	0.266	s kapuco
operation	fear	0.266	delovanje
immerse	fear	0.266	potopiti
shanghai	fear	0.266	Šanghaj
acrobat	fear	0.266	akrobat
flurries	fear	0.266	nevihte
spur	fear	0.262	ostroga
mortgagor	fear	0.258	zastavitelj
defense	fear	0.258	obramba
insect	fear	0.250	žuželka
defend	fear	0.250	braniti
cataract	fear	0.250	katarakta
stealthy	fear	0.250	prikrito
swampy	fear	0.250	močvirnato
sunk	fear	0.250	potopljeno
run	fear	0.250	teči
scapegoat	fear	0.250	grešni kozel
jobinterview	fear	0.250	razgovor za službo
repent	fear	0.250	pokesati se
breakingnews	fear	0.250	breakingnews
obliging	fear	0.250	ustrežljiv
rascal	fear	0.250	nesramnik
impatiently	fear	0.250	nestrpno
react	fear	0.250	reagirati
doubt	fear	0.250	dvom
guard	fear	0.250	stražar
forewarned	fear	0.250	vnaprej opozorjen
foul	fear	0.250	prekršek
indifference	fear	0.250	ravnodušnost
hag	fear	0.250	hag
picket	fear	0.250	piket
delusional	fear	0.250	prividen
standstill	fear	0.250	mirovanje
rating	fear	0.250	ocena
spinster	fear	0.250	devica
unfamiliar	fear	0.250	nepoznan
indecisive	fear	0.250	neodločen
grounded	fear	0.242	ozemljen
badhabit	fear	0.242	slaba navada
highest	fear	0.236	najvišja
aaaah	fear	0.234	aaaah
shrink	fear	0.234	skrči
insomniac	fear	0.234	nespečnost
chicken	fear	0.234	piščanec
bee	fear	0.234	čebela
inequality	fear	0.234	neenakost
verge	fear	0.234	rob
shelters	fear	0.234	zavetišča
buzz	fear	0.234	buzz
buck	fear	0.234	dolar
discontent	fear	0.234	nezadovoljstvo
difficulty	fear	0.234	težavnost
finalized	fear	0.234	dokončan
overdrive	fear	0.234	overdrive
pinion	fear	0.234	zobnik
scaffold	fear	0.234	oder
dependence	fear	0.234	odvisnost
rekindle	fear	0.234	ponovno prižgati
instinctive	fear	0.234	instinktivno
thatmoment	fear	0.234	ta trenutek
sleepless	fear	0.234	neprespana
intercede	fear	0.234	posredovati
psychiatrist	fear	0.234	psihiater
rushing	fear	0.233	hitenje
overslept	fear	0.226	prespal
default	fear	0.226	privzeto
confessional	fear	0.225	spovednica
impatient	fear	0.224	nepotrpežljiv
tactics	fear	0.219	taktika
aga	fear	0.219	aga
blues	fear	0.219	blues
thrill	fear	0.219	vznemirjenje
immigrant	fear	0.219	priseljenec
veer	fear	0.219	veer
sweat	fear	0.219	pot
cane	fear	0.219	trs
revelations	fear	0.219	razodetja
whatif	fear	0.219	kaj če
waver	fear	0.219	omahovati
jungle	fear	0.219	džungla
fingerscrossed	fear	0.219	držim pesti
stingy	fear	0.219	skop
bait	fear	0.219	vaba
unequal	fear	0.219	neenakopravni
lastminute	fear	0.219	Zadnja minuta
heft	fear	0.219	teža
overtired	fear	0.218	preutrujen
prognosis	fear	0.217	napoved
alertness	fear	0.216	budnost
hyped	fear	0.214	hyped
wishmeluck	fear	0.212	zaželi mi srečo
somuchtodo	fear	0.212	somuchtodo
toomuchtodo	fear	0.212	prevečtodo
tryouts	fear	0.210	preizkusi
clowns	fear	0.207	klovni
fluctuation	fear	0.204	nihanje
examination	fear	0.204	pregled
restless	fear	0.204	brez počitka
uphill	fear	0.203	navkreber
quail	fear	0.203	prepelica
phew	fear	0.203	fuj
mighty	fear	0.203	mogočen
cross	fear	0.203	križ
hurry	fear	0.203	pohiti
recesses	fear	0.203	vdolbine
intimacy	fear	0.203	intimnost
overcome	fear	0.203	premagati
birth	fear	0.203	rojstvo
acceptances	fear	0.203	sprejemi
help	fear	0.203	pomoč
fearless	fear	0.200	neustrašen
change	fear	0.198	sprememba
ware	fear	0.198	posoda
withstand	fear	0.197	zdržati
asap	fear	0.191	takoj, ko bo mogoče
heighten	fear	0.188	povečati
watch	fear	0.188	gledati
tract	fear	0.188	trakt
advance	fear	0.188	vnaprej
overcoming	fear	0.188	premagovanje
attorney	fear	0.188	odvetnik
deadlines	fear	0.188	roki
bug	fear	0.188	napaka
knots	fear	0.188	vozli
owing	fear	0.188	dolguje
waitinggame	fear	0.188	čakajoča igra
unorganised	fear	0.188	neorganizirano
gnome	fear	0.188	gnome
fragile	fear	0.188	krhka
cautiously	fear	0.188	previdno
stillness	fear	0.188	tišina
intrigue	fear	0.188	spletkarjenje
rule	fear	0.188	pravilo
elf	fear	0.185	elf
stillwaiting	fear	0.184	še vedno čakam
lonely	fear	0.183	osamljen
slippery	fear	0.181	spolzko
interview	fear	0.180	intervju
everyman	fear	0.178	vsak moški
speculation	fear	0.176	špekulacije
needtoknow	fear	0.173	morati vedeti
worship	fear	0.172	čaščenje
unsure	fear	0.172	negotov
surprise	fear	0.172	presenečenje
settlor	fear	0.172	naseljenec
competition	fear	0.172	tekmovanje
readytogo	fear	0.172	pripravljen da grem
checkpoint	fear	0.172	kontrolna točka
composure	fear	0.172	zbranost
interviewer	fear	0.172	anketar
chaff	fear	0.172	pleve
regulatory	fear	0.172	regulativni
birch	fear	0.172	breza
shell	fear	0.172	lupina
assessment	fear	0.172	ocenjevanje
uncertain	fear	0.172	negotova
rod	fear	0.172	palica
humanrights	fear	0.172	človekove pravice
less	fear	0.167	manj
coy	fear	0.162	sramežljiv
iris	fear	0.160	iris
intimately	fear	0.156	intimno
hearing	fear	0.156	sluh
legalized	fear	0.156	legalizirana
needit	fear	0.156	needit
audition	fear	0.156	avdicija
retirement	fear	0.156	upokojitev
countdown	fear	0.156	odštevanje
sly	fear	0.156	zvit
bases	fear	0.156	baze
ceasefire	fear	0.156	prekinitev ognja
medication	fear	0.156	zdravila
courageous	fear	0.154	pogumen
overthinker	fear	0.153	premišljenec
backtrack	fear	0.151	nazaj
dawned	fear	0.150	zdanilo
censor	fear	0.149	cenzor
bailiff	fear	0.147	sodni izvršitelj
syllabus	fear	0.147	Učni načrt
delay	fear	0.141	zamuda
newcomer	fear	0.141	novinec
imagination	fear	0.141	domišljija
waiting	fear	0.141	čakanje
gent	fear	0.141	gospod
validity	fear	0.141	veljavnost
cove	fear	0.141	zaliv
rationality	fear	0.141	racionalnost
caricature	fear	0.141	karikatura
eventuality	fear	0.141	morebitnost
alreadyyyyy	fear	0.140	žeyyyy
shy	fear	0.140	sramežljiv
symptom	fear	0.133	simptom
excite	fear	0.132	vznemiriti
raccoon	fear	0.127	rakun
clown	fear	0.125	klovn
tryout	fear	0.125	poskusi
needtorelax	fear	0.125	treba se sprostiti
swim	fear	0.125	plavati
campaigning	fear	0.125	kampanjo
hawk	fear	0.125	Sokol
prevent	fear	0.125	preprečiti
gameday	fear	0.125	dan igre
ahhh	fear	0.125	ahhh
marry	fear	0.125	poročiti se
sprite	fear	0.125	sprite
soready	fear	0.125	soready
sag	fear	0.123	sag
pharmacy	fear	0.123	farmacija
policeman	fear	0.121	policist
dreamt	fear	0.111	sanjal
lace	fear	0.111	čipke
homework	fear	0.109	Domača naloga
destination	fear	0.109	cilj
incase	fear	0.109	v primeru
pray	fear	0.109	moliti
knot	fear	0.109	vozel
confidence	fear	0.109	zaupanje
bigday	fear	0.109	velik dan
holiness	fear	0.109	svetost
notoriety	fear	0.109	razvpitost
weight	fear	0.109	utež
slender	fear	0.100	vitek
undecided	fear	0.098	neodločen
sympathetic	fear	0.097	sočuten
poise	fear	0.094	uravnoteženost
case	fear	0.094	Ovitek
treat	fear	0.094	zdravljenje
locate	fear	0.094	poiskati
loyal	fear	0.094	zvest
grades	fear	0.094	ocene
god	fear	0.094	Bog
helmet	fear	0.094	čelada
confident	fear	0.094	samozavesten
counsellor	fear	0.094	svetovalec
northeast	fear	0.088	severovzhod
graduation	fear	0.078	matura
compassion	fear	0.078	sočutje
nurture	fear	0.078	negovati
graded	fear	0.075	ocenjeno
mum	fear	0.070	mama
infant	fear	0.067	dojenček
journey	fear	0.062	potovanje
parade	fear	0.062	parada
gradschool	fear	0.062	gradschool
civilian	fear	0.062	civilist
cloudiness	fear	0.062	oblačnost
cash	fear	0.062	gotovina
civilians	fear	0.062	civilisti
guidelines	fear	0.062	smernice
soulmate	fear	0.062	sorodna duša
youth	fear	0.062	mladina
opera	fear	0.057	opera
synonymous	fear	0.056	sinonim
honest	fear	0.047	pošten
praying	fear	0.047	moliti
intelligence	fear	0.038	inteligenca
volunteer	fear	0.031	prostovoljec
romance	fear	0.031	romantika
lines	fear	0.031	vrstice
obey	fear	0.016	ubogati
happiest	joy	0.986	najsrečnejši
happiness	joy	0.984	sreča
bliss	joy	0.971	blaženost
celebrating	joy	0.970	praznuje
jubilant	joy	0.969	jubilant
ecstatic	joy	0.954	ekstatično
elation	joy	0.944	vznesenost
beaming	joy	0.938	sijoč
bestdayever	joy	0.938	bestdayever
loveee	joy	0.932	ljubezeneee
celebration	joy	0.929	praznovanje
awesomeness	joy	0.926	neverjetnost
joy	joy	0.924	veselje
joyous	joy	0.922	veselo
fabulous	joy	0.922	čudovito
happily	joy	0.922	srečno
excitement	joy	0.922	vznemirjenje
exuberance	joy	0.922	razposajenost
makesmehappy	joy	0.922	me osrečuje
euphoria	joy	0.922	evforija
lovee	joy	0.920	ljubezen
gratitude	joy	0.914	hvaležnost
happydance	joy	0.912	happydance
merriment	joy	0.912	veselje
spectacular	joy	0.912	spektakularno
overjoyed	joy	0.909	presrečna
purebliss	joy	0.909	čista blaženost
triumphant	joy	0.907	zmagoslaven
ecstasy	joy	0.906	ekstazi
lovelovelove	joy	0.906	ljubezen ljubezen ljubezen
cheerful	joy	0.906	vesel
cheer	joy	0.897	navijati
elated	joy	0.894	vzneseno
peaceofmind	joy	0.891	duševni mir
jolly	joy	0.891	veselo
delighted	joy	0.891	navdušena
lovethis	joy	0.891	ljubim to
excitation	joy	0.891	vzbujanje
exhilaration	joy	0.891	vzhičenje
pleasures	joy	0.891	užitki
laugh	joy	0.891	smeh
marvelously	joy	0.881	čudovito
loving	joy	0.879	ljubeč
joyful	joy	0.879	veselo
blissful	joy	0.879	blažen
outstanding	joy	0.879	izjemen
pleasurable	joy	0.877	prijetno
lovinglife	joy	0.875	lovinglife
enthusiastic	joy	0.875	navdušena
glee	joy	0.875	veselje
iloveher	joy	0.875	ljubim jo
yaaaay	joy	0.875	jaaaaa
overthemoon	joy	0.875	čez luno
happyplace	joy	0.875	srečno mesto
sohappy	joy	0.868	tako srečen
superb	joy	0.864	odlično
woohoo	joy	0.864	juhu
laughing	joy	0.864	smeh
wonderful	joy	0.863	čudovito
hooray	joy	0.859	hura
loved	joy	0.859	ljubil
tearsofjoy	joy	0.859	solze sreče
hallelujah	joy	0.859	aleluja
magnificent	joy	0.859	veličastno
glory	joy	0.859	slava
ilovechristmas	joy	0.859	ilovebožič
brilliant	joy	0.859	briljantno
celebrated	joy	0.859	praznoval
cheering	joy	0.859	navijanje
yayyyy	joy	0.859	jayyyy
heavenly	joy	0.853	nebeški
exciting	joy	0.853	razburljivo
thrilled	joy	0.851	navdušena
mademyday	joy	0.848	polepšalo mi je dan
hohoho	joy	0.845	hohoho
celebrate	joy	0.844	praznovati
wonderfully	joy	0.844	čudovito
blessing	joy	0.844	blagoslov
favoriteholiday	joy	0.844	najljubši praznik
paradise	joy	0.833	raj
marvellous	joy	0.833	čudovito
festive	joy	0.833	praznično
sweetness	joy	0.833	sladkost
blessed	joy	0.833	blagoslovljen
celebrations	joy	0.833	praznovanja
compliment	joy	0.831	kompliment
smiling	joy	0.828	nasmejana
allsmiles	joy	0.828	allsmiles
love	joy	0.828	ljubezen
enchanting	joy	0.828	očarljivo
homesweethome	joy	0.826	Ljubo doma, kdor ga ima
thankyougod	joy	0.824	Hvala bogu
marvelous	joy	0.824	čudovito
laughter	joy	0.824	smeh
goodmood	joy	0.819	dobro razpoloženje
goodness	joy	0.818	dobrota
excellence	joy	0.818	odličnost
sensational	joy	0.818	senzacionalno
joys	joy	0.818	radosti
delightful	joy	0.818	čudovito
excited	joy	0.818	navdušen
rejoicing	joy	0.818	veselje
happyheart	joy	0.818	veselo srce
celebratory	joy	0.818	slavnostni
greatful	joy	0.816	čudovito
jovial	joy	0.814	veseljak
rejoice	joy	0.812	veseliti se
splendid	joy	0.812	čudovito
enjoy	joy	0.812	uživajte
smiley	joy	0.812	smešek
glorious	joy	0.812	veličastno
victorious	joy	0.812	zmagoviti
lovemaking	joy	0.812	ljubljenje
bonanza	joy	0.812	bonanza
greatday	joy	0.812	lep dan
excellent	joy	0.812	odlično
goodtimes	joy	0.811	dobri časi
whatmakesmesmile	joy	0.811	kaj nasmeji
happyday	joy	0.809	vesel dan
myfavorite	joy	0.804	moj najljubši
thankyoulord	joy	0.803	hvala gospod
gladness	joy	0.803	veselje
yayyy	joy	0.803	jayyy
yeahhhh	joy	0.803	jahhh
pleasure	joy	0.803	užitek
giggle	joy	0.802	hihitajte se
happier	joy	0.797	srečnejši
lovemylife	joy	0.797	ljubim svoje življenje
magnificence	joy	0.797	veličastnost
happytweet	joy	0.797	happytweet
lovinlife	joy	0.797	lovinlife
yesss	joy	0.797	jasss
dancing	joy	0.797	ples
success	joy	0.797	uspeh
grateful	joy	0.789	hvaležen
amuse	joy	0.788	zabavati
splendor	joy	0.788	sijaj
happy	joy	0.788	srečen
fun	joy	0.788	zabavno
giggling	joy	0.781	hihitanje
glad	joy	0.781	vesel
glorify	joy	0.781	poveličevati
radiant	joy	0.781	sijoča
beautiful	joy	0.781	lepa
solucky	joy	0.781	tako srečen
sothankful	joy	0.781	tako hvaležna
enchanted	joy	0.781	očaran
romance	joy	0.779	romantika
perfection	joy	0.779	popolnost
christmassy	joy	0.779	christmassy
heavens	joy	0.779	nebesa
thrilling	joy	0.776	vznemirljivo
lovable	joy	0.773	ljubek
congrats	joy	0.773	čestitke
fiesta	joy	0.773	fiesta
entertain	joy	0.773	zabavati
happyvalentinesday	joy	0.773	veselo valentinovo
miraculous	joy	0.773	čudežno
cheers	joy	0.773	na zdravje
cheered	joy	0.773	navijal
positivity	joy	0.773	pozitivnost
funday	joy	0.772	zabaven dan
enjoying	joy	0.771	uživanje
lifeisgood	joy	0.766	življenje je dobro
amused	joy	0.766	zabaval
goodfeeling	joy	0.766	dober občutek
christmasspirit	joy	0.766	božični duh
cuddling	joy	0.766	crkljanje
smiles	joy	0.766	nasmehi
sosweet	joy	0.766	sladko
thebest	joy	0.766	najboljši
party	joy	0.765	zabava
delight	joy	0.765	veselje
orgasm	joy	0.765	orgazem
positive	joy	0.761	pozitivno
sweetheart	joy	0.758	ljubica
enlighten	joy	0.758	razsvetliti
cheerfulness	joy	0.758	veselost
miracles	joy	0.758	čudeži
giddy	joy	0.757	vrtoglavo
christmastime	joy	0.757	božični čas
gratify	joy	0.750	zadovoljiti
greatness	joy	0.750	veličina
friendliness	joy	0.750	prijaznost
blessings	joy	0.750	blagoslovi
laughs	joy	0.750	se smeji
tistheseason	joy	0.750	tista sezona
smile	joy	0.750	nasmeh
pleasing	joy	0.750	prijeten
romantic	joy	0.750	romantično
happyholidays	joy	0.750	vesele praznike
frolic	joy	0.748	norčati
jubilee	joy	0.742	jubilejni
miracle	joy	0.742	čudež
enthusiasm	joy	0.742	navdušenje
selflove	joy	0.742	ljubezen do sebe
triumph	joy	0.742	zmagoslavje
magical	joy	0.742	čarobno
rewarding	joy	0.742	nagrajevanje
goodvibes	joy	0.742	dobro počutje
positiveenergy	joy	0.742	pozitivna energija
feelgood	joy	0.736	počutiti se dobro
prosperity	joy	0.735	blaginja
behappy	joy	0.734	behappy
admiration	joy	0.734	občudovanje
passionate	joy	0.734	strasten
goodday	joy	0.734	dober dan
luxurious	joy	0.734	razkošno
tgif	joy	0.734	tgif
victory	joy	0.734	zmaga
feelinggood	joy	0.734	počutiti se dobro
enchant	joy	0.734	očarati
greatnight	joy	0.734	odlična noč
vivacious	joy	0.734	živahen
glorification	joy	0.733	poveličevanje
sing	joy	0.729	peti
glowing	joy	0.729	svetleč
yessss	joy	0.728	jassss
fulfillment	joy	0.728	izpolnitev
breathtaking	joy	0.728	dih jemajoče
thankful	joy	0.727	hvaležen
cheery	joy	0.727	veselo
santa	joy	0.727	Božiček
hurrah	joy	0.727	hura
christmasbreak	joy	0.727	božični praznik
win	joy	0.727	zmaga
atpeace	joy	0.727	v miru
award	joy	0.727	nagrada
merry	joy	0.727	veselo
inspiration	joy	0.725	navdih
radiance	joy	0.725	sijaj
pleased	joy	0.725	zadovoljen
uplift	joy	0.723	vzpon
optimistic	joy	0.723	optimističen
heaven	joy	0.721	nebesa
lucky	joy	0.721	srečen
godisgreat	joy	0.721	bogivelik
holidays	joy	0.721	počitnice
thrill	joy	0.721	vznemirjenje
congratulatory	joy	0.719	čestitam
thriving	joy	0.719	uspešen
amusement	joy	0.719	zabava
perfect	joy	0.719	popolna
lover	joy	0.719	ljubimec
xmas	joy	0.719	božič
heartfelt	joy	0.719	srčno
utopian	joy	0.719	utopičen
lovely	joy	0.719	lepo
harmony	joy	0.719	harmonija
praising	joy	0.719	hvaliti
brighten	joy	0.719	posvetliti
luckiest	joy	0.712	najsrečnejši
merrychristmas	joy	0.712	vesel božič
magic	joy	0.712	magija
achievement	joy	0.712	dosežek
yay	joy	0.712	Juhu
holiday	joy	0.712	počitnice
treasures	joy	0.712	zakladi
luxury	joy	0.712	razkošje
bestfeeling	joy	0.712	bestfeeling
intimate	joy	0.710	intimno
soblessed	joy	0.706	soblesed
yaaay	joy	0.706	jaaaa
rave	joy	0.706	rave
chuckle	joy	0.706	smejati se
proud	joy	0.704	ponosen
winning	joy	0.703	zmagovalni
cherish	joy	0.703	ceniti
goodnews	joy	0.703	dobre novice
fuckyeah	joy	0.703	jebemti ja
optimism	joy	0.703	optimizem
amazingly	joy	0.703	neverjetno
lovelife	joy	0.703	ljubiti življenje
truelove	joy	0.703	resnična ljubezen
beautification	joy	0.703	polepšanje
satisfying	joy	0.703	zadovoljivo
appreciates	joy	0.703	ceni
cuddled	joy	0.703	crkljan
goodlife	joy	0.703	dobro življenje
gooood	joy	0.703	dobrooo
sweetest	joy	0.703	najslajši
yaay	joy	0.700	yaay
entertained	joy	0.700	zabaval
excite	joy	0.697	vznemiriti
newbeginnings	joy	0.693	novi začetki
praisejesus	joy	0.691	hvaljen Jezus
birthday	joy	0.691	rojstni dan
greatfriends	joy	0.688	veliki prijatelji
adoration	joy	0.688	oboževanje
godsend	joy	0.688	božji dar
favorite	joy	0.688	najljubši
content	joy	0.688	vsebino
entertaining	joy	0.688	zabaven
honored	joy	0.688	počaščen
metime	joy	0.688	čas
exquisite	joy	0.688	izvrstno
holidayseason	joy	0.688	praznična sezona
thankyoujesus	joy	0.688	hvala vamojesus
angelic	joy	0.688	angelski
goodhealth	joy	0.682	dobro zdravje
majestic	joy	0.682	veličastno
luscious	joy	0.682	slasten
memoriesiwontforget	joy	0.682	spomini, ki jih ne bomo pozabili
bestfriends	joy	0.682	najboljši prijatelji
precious	joy	0.682	dragoceno
appreciated	joy	0.682	cenjen
exaltation	joy	0.682	vzvišenost
smiled	joy	0.682	nasmehnil
brightens	joy	0.682	posvetli
tranquility	joy	0.679	umirjenost
marry	joy	0.676	poročiti se
embrace	joy	0.676	objem
positively	joy	0.676	pozitivno
grin	joy	0.672	nasmeh
hug	joy	0.672	objem
hilarious	joy	0.672	smešno
dearest	joy	0.672	najdražja
contentment	joy	0.672	zadovoljstvo
accomplished	joy	0.672	dosežen
relaxation	joy	0.672	sprostitev
bday	joy	0.672	bday
enliven	joy	0.672	poživiti
weeeee	joy	0.672	weeeee
giggles	joy	0.672	hihitanje
fulfilled	joy	0.667	izpolnjeno
bountiful	joy	0.667	izdatno
victor	joy	0.667	zmagovalec
adore	joy	0.667	obožujem
boisterous	joy	0.667	hudomušen
fulfill	joy	0.664	izpolniti
cuddles	joy	0.662	crkljanja
prosperous	joy	0.660	uspešen
appreciation	joy	0.656	spoštovanje
serenity	joy	0.656	spokojnost
happynewyear	joy	0.656	srečno novo leto
humor	joy	0.656	humor
satisfy	joy	0.656	zadovoljiti
besties	joy	0.656	najboljše
encouraged	joy	0.656	spodbujal
captivate	joy	0.656	očarati
christmaseve	joy	0.656	božični večer
glow	joy	0.656	sij
romanticism	joy	0.656	romantika
innerpeace	joy	0.656	notranji mir
pleasant	joy	0.656	prijetno
praises	joy	0.652	pohvale
abundance	joy	0.652	obilje
fortunes	joy	0.652	bogastva
engaged	joy	0.652	angažiran
praised	joy	0.652	pohvalil
relaxing	joy	0.652	sproščujoče
treasure	joy	0.652	zaklad
satisfaction	joy	0.652	zadovoljstvo
nothingbetter	joy	0.647	nič boljšega
affection	joy	0.647	naklonjenost
relieved	joy	0.647	olajšan
complement	joy	0.647	dopolnjujejo
carnival	joy	0.643	karneval
priceless	joy	0.641	neprecenljivo
uplifting	joy	0.641	dvigovanje
sensuality	joy	0.641	čutnost
saintly	joy	0.641	svetniški
champion	joy	0.641	prvak
thanksgiving	joy	0.641	zahvalni dan
harmoniously	joy	0.641	harmonično
wedding	joy	0.641	poroka
achieve	joy	0.641	doseči
divine	joy	0.641	božansko
jackpot	joy	0.641	jackpot
honeymoon	joy	0.636	medeni tedni
exalt	joy	0.636	povzdigniti
twinkle	joy	0.636	utripati
comforting	joy	0.636	tolažilno
felicity	joy	0.636	sreča
peaceful	joy	0.636	miren
climax	joy	0.636	vrhunec
winner	joy	0.636	zmagovalec
reverie	joy	0.636	sanjarjenje
yayy	joy	0.636	yayy
cuddle	joy	0.636	crkljati
xoxo	joy	0.634	xoxo
stargazing	joy	0.625	opazovanje zvezd
festival	joy	0.625	festival
sweet	joy	0.625	sladko
generosity	joy	0.625	velikodušnost
brighter	joy	0.625	svetlejša
praisegod	joy	0.625	praisebog
gorgeous	joy	0.625	krasen
hearts	joy	0.625	srca
amusing	joy	0.625	zabavno
fondness	joy	0.625	naklonjenost
snuggling	joy	0.625	stiskanje
reward	joy	0.625	nagrada
sex	joy	0.622	seks
kind	joy	0.621	prijazen
genial	joy	0.621	genialno
parade	joy	0.621	parada
applause	joy	0.621	aplavz
beauty	joy	0.621	lepota
fulfilling	joy	0.618	izpolnjuje
aspiring	joy	0.618	ambiciozen
newlife	joy	0.618	novo življenje
godbless	joy	0.616	Bog požegnaj
virtuous	joy	0.613	krepostni
kiss	joy	0.610	poljub
christmas	joy	0.609	božič
rainbows	joy	0.609	mavrice
elegance	joy	0.609	eleganca
generous	joy	0.609	radodaren
super	joy	0.609	super
playful	joy	0.609	igriv
enlightenment	joy	0.609	razsvetljenje
praiseworthy	joy	0.609	hvalevreden
awards	joy	0.609	nagrade
adorable	joy	0.609	čudovito
rekindle	joy	0.609	ponovno prižgati
winnings	joy	0.609	dobitki
independence	joy	0.607	neodvisnost
amour	joy	0.607	ljubezen
kindness	joy	0.606	prijaznost
surprises	joy	0.606	presenečenja
heheh	joy	0.606	heheh
hilarity	joy	0.606	veselje
wonder	joy	0.606	sprašujem se
freely	joy	0.606	prosto
successful	joy	0.606	uspešno
inspired	joy	0.606	navdihnjen
onelove	joy	0.606	ena ljubezen
whimsical	joy	0.603	muhast
entertainment	joy	0.603	zabava
passion	joy	0.603	strast
stressfree	joy	0.601	brez stresa
beautify	joy	0.601	polepšati
sunrise	joy	0.600	sončni vzhod
godisgood	joy	0.597	Bog je dober
goodmusic	joy	0.594	dobra glasba
revere	joy	0.594	spoštovati
whoo	joy	0.594	vau
fanfare	joy	0.594	fanfare
inspire	joy	0.594	navdihniti
angel	joy	0.594	angel
thankgod	joy	0.594	Hvala bogu
goodies	joy	0.594	dobrote
jesus	joy	0.594	Jezus
accomplishment	joy	0.594	dosežek
snuggled	joy	0.594	stisnil
peacefully	joy	0.594	mirno
flirt	joy	0.594	spogledovati se
friendship	joy	0.591	prijateljstvo
