English Word	Emotion	Emotion-Intensity-Score	Chinese-Simplified Word
bad	fear	0.375	坏的
bankrupt	fear	0.375	破产
psychological	fear	0.375	心理
dentistry	fear	0.375	牙科
chimera	fear	0.375	嵌合体
sneaking	fear	0.375	鬼鬼祟祟
nauseous	fear	0.375	恶心
barricade	fear	0.375	路障
locust	fear	0.375	刺槐
dissolution	fear	0.375	溶解
misconception	fear	0.375	误解
embarrassment	fear	0.375	尴尬
chasm	fear	0.375	鸿沟
grieve	fear	0.375	悲伤
khan	fear	0.375	汗
coldness	fear	0.375	寒冷
kerosene	fear	0.375	煤油
antsy	fear	0.375	坐立不安
mentalhealth	fear	0.375	精神健康
obi	fear	0.375	带
pressure	fear	0.375	压力
military	fear	0.375	军队
whirlpool	fear	0.375	漩涡
repellant	fear	0.373	驱虫剂
unknown	fear	0.369	未知
pare	fear	0.367	削减
jealousy	fear	0.365	妒忌
formidable	fear	0.359	强大
desert	fear	0.359	沙漠
cautionary	fear	0.359	警示性的
onedge	fear	0.359	边缘
jaundice	fear	0.359	黄疸
pessimism	fear	0.359	悲观主义
recurring	fear	0.359	再次发生的
difficult	fear	0.359	难的
concerned	fear	0.359	担心的
consternation	fear	0.359	惊愕
bottomless	fear	0.359	无底洞
revolution	fear	0.359	革命
stint	fear	0.359	限制
government	fear	0.359	政府
bankruptcy	fear	0.359	破产
timid	fear	0.359	胆小
contempt	fear	0.359	鄙视
warned	fear	0.359	警告
measles	fear	0.359	麻疹
rejects	fear	0.359	拒绝
sectarian	fear	0.359	宗派主义
headaches	fear	0.359	头痛
dart	fear	0.359	镖
sortie	fear	0.359	出击
wasting	fear	0.359	浪费
conquest	fear	0.359	征服
depreciation	fear	0.359	折旧
mournful	fear	0.359	悲哀
mandamus	fear	0.359	执行任务
spike	fear	0.359	长钉
cur	fear	0.359	电流
burke	fear	0.359	伯克
rebel	fear	0.359	反叛
exam	fear	0.359	考试
anomaly	fear	0.359	异常
mug	fear	0.359	马克杯
constrain	fear	0.358	约束
languishing	fear	0.358	憔悴
bane	fear	0.356	祸根
impeach	fear	0.354	劾
warden	fear	0.354	典狱长
adverse	fear	0.352	不利的
lawyer	fear	0.349	律师
libel	fear	0.348	诽谤
retrenchment	fear	0.345	裁员
imminent	fear	0.345	迫在眉睫
shame	fear	0.344	耻辱
avoidance	fear	0.344	回避
shortage	fear	0.344	短缺
opium	fear	0.344	鸦片
swerve	fear	0.344	转向
evade	fear	0.344	逃避
servile	fear	0.344	奴性的
pest	fear	0.344	害虫
hesitation	fear	0.344	犹豫
loneliness	fear	0.344	寂寞
discipline	fear	0.344	纪律
fanaticism	fear	0.344	狂热
sorrow	fear	0.344	悲哀
hiss	fear	0.344	嘶
belittle	fear	0.344	贬低
knell	fear	0.344	丧钟
contentious	fear	0.344	有争议的
bearish	fear	0.344	看跌
opposed	fear	0.344	反对
launches	fear	0.344	发射
taboo	fear	0.344	忌讳
cutter	fear	0.344	刀具
defy	fear	0.344	违抗
unjustifiable	fear	0.344	无理
parachute	fear	0.344	降落伞
eel	fear	0.344	鳗鱼
psych	fear	0.344	心理
aaaaaaah	fear	0.344	啊啊啊
verdict	fear	0.344	判决
mri	fear	0.344	核磁共振
shaky	fear	0.344	摇摇欲坠
resistant	fear	0.344	抵抗的
obstacle	fear	0.344	障碍
reckless	fear	0.344	鲁莽
recession	fear	0.344	经济衰退
disrespectful	fear	0.343	不敬
phalanx	fear	0.342	方阵
creature	fear	0.340	生物
specter	fear	0.331	幽灵
mortgage	fear	0.331	抵押
enigmatic	fear	0.329	神秘的
supremacy	fear	0.328	霸权
bugaboo	fear	0.328	bugaboo
defendant	fear	0.328	被告
feeling	fear	0.328	感觉
ethereal	fear	0.328	空灵的
undesirable	fear	0.328	不受欢迎的
mishap	fear	0.328	事故
outpost	fear	0.328	前哨
weirdo	fear	0.328	怪人
caution	fear	0.328	警告
spillin	fear	0.328	溢出
dike	fear	0.328	堤
dominion	fear	0.328	统治
wimp	fear	0.328	懦夫
quash	fear	0.328	取消
subordinate	fear	0.328	下属
shank	fear	0.328	小腿
remove	fear	0.328	消除
senseless	fear	0.328	无意义的
shutdown	fear	0.328	关闭
gametime	fear	0.328	游戏时间
uhoh	fear	0.328	哦哦
loom	fear	0.328	织机
police	fear	0.328	警察
wrongly	fear	0.328	错
unlucky	fear	0.328	倒霉
gladiator	fear	0.328	角斗士
adrift	fear	0.328	漂流
hives	fear	0.328	麻疹
smut	fear	0.328	黑穗病
encumbrance	fear	0.328	累赘
unsettled	fear	0.327	不安
scarce	fear	0.327	稀缺
antisocial	fear	0.324	反社会
astray	fear	0.320	误入歧途
vigilant	fear	0.319	警惕的
socialist	fear	0.318	社会主义者
halter	fear	0.318	吊带裤
pessimist	fear	0.317	悲观主义者
pacing	fear	0.316	起搏
wimpy	fear	0.312	懦弱的
clinical	fear	0.312	临床
blight	fear	0.312	枯萎病
muzzle	fear	0.312	枪口
ahhhhhhhh	fear	0.312	啊啊啊啊
therapist	fear	0.312	治疗师
laxative	fear	0.312	泻药
obsessing	fear	0.312	痴迷
seclusion	fear	0.312	隔离
foreigner	fear	0.312	外国人
dentist	fear	0.312	牙医
chargeable	fear	0.312	收费的
deadline	fear	0.312	最后期限
uneasy	fear	0.312	不安
valium	fear	0.312	安定
powerful	fear	0.312	强大的
opponent	fear	0.312	对手
ordnance	fear	0.312	军械
cram	fear	0.312	补习班
unexpected	fear	0.312	意外
thorny	fear	0.312	棘手的
discontinuity	fear	0.312	不连续性
conspire	fear	0.312	合谋
collusion	fear	0.312	共谋
litigate	fear	0.312	诉讼
unkind	fear	0.312	刻薄
whirlwind	fear	0.312	旋风
nether	fear	0.312	下界
trickery	fear	0.312	诡计
bewilderment	fear	0.312	困惑
overthinking	fear	0.309	想太多
doubts	fear	0.308	疑虑
seriousness	fear	0.305	严肃
irrational	fear	0.305	非理性的
erase	fear	0.303	擦除
teasing	fear	0.303	戏弄
razor	fear	0.303	剃刀
sweating	fear	0.298	出汗
mage	fear	0.297	法师
giant	fear	0.297	巨大的
weighty	fear	0.297	重
warning	fear	0.297	警告
avoid	fear	0.297	避免
inflation	fear	0.297	通货膨胀
mislead	fear	0.297	误导
adjudicate	fear	0.297	裁定
endless	fear	0.297	无尽的
deflation	fear	0.297	通货紧缩
depreciated	fear	0.297	折旧的
bitch	fear	0.297	婊子
swamp	fear	0.297	沼泽
bale	fear	0.297	包
dashed	fear	0.297	虚线
crouching	fear	0.297	蹲着
flounder	fear	0.297	比目鱼
hide	fear	0.297	隐藏
reluctant	fear	0.297	不情愿的
unsurpassed	fear	0.297	无与伦比
medical	fear	0.297	医疗的
timidity	fear	0.297	胆怯
auditor	fear	0.297	审计员
deluge	fear	0.287	洪水
disinformation	fear	0.286	虚假信息
court	fear	0.284	法庭
aversion	fear	0.283	厌恶
cartridge	fear	0.281	墨盒
unfriendly	fear	0.281	不友好
cautious	fear	0.281	谨慎
surveillance	fear	0.281	监视
yelp	fear	0.281	喊叫
confusion	fear	0.281	混乱
apache	fear	0.281	阿帕奇
flying	fear	0.281	飞行
submitting	fear	0.281	提交
discourage	fear	0.281	不鼓励
rush	fear	0.281	匆忙
fortress	fear	0.281	堡垒
dwarfed	fear	0.281	相形见绌
challenge	fear	0.281	挑战
notready	fear	0.281	还没好
wan	fear	0.281	万
mistaken	fear	0.281	错误
hurryup	fear	0.281	赶快
swelling	fear	0.281	肿胀
oncoming	fear	0.281	迎面而来
remains	fear	0.281	遗迹
unruly	fear	0.281	不羁
bigoted	fear	0.281	偏执的
intense	fear	0.279	激烈的
noncompliance	fear	0.276	不合规
alerts	fear	0.276	警报
planes	fear	0.274	飞机
cop	fear	0.273	警察
displeased	fear	0.273	不高兴
unbridled	fear	0.271	肆无忌惮
problem	fear	0.266	问题
crouch	fear	0.266	蹲伏
sneak	fear	0.266	潜行
hood	fear	0.266	兜帽
force	fear	0.266	力量
confession	fear	0.266	忏悔
posse	fear	0.266	团
banger	fear	0.266	砰砰
belt	fear	0.266	腰带
crowds	fear	0.266	人群
elevation	fear	0.266	海拔
insomnia	fear	0.266	失眠
auditions	fear	0.266	试镜
forgotten	fear	0.266	忘记了
affront	fear	0.266	冒犯
cloak	fear	0.266	披风
newjob	fear	0.266	新工作
blindfold	fear	0.266	眼罩
skid	fear	0.266	打滑
blemish	fear	0.266	缺陷
uncanny	fear	0.266	不可思议
sentence	fear	0.266	句子
cupping	fear	0.266	拔罐
regiment	fear	0.266	团
hooded	fear	0.266	连帽的
operation	fear	0.266	手术
immerse	fear	0.266	沉浸
shanghai	fear	0.266	上海
acrobat	fear	0.266	杂技演员
flurries	fear	0.266	乱舞
spur	fear	0.262	刺激
mortgagor	fear	0.258	抵押人
defense	fear	0.258	防御
insect	fear	0.250	昆虫
defend	fear	0.250	防守
cataract	fear	0.250	白内障
stealthy	fear	0.250	隐秘的
swampy	fear	0.250	沼泽
sunk	fear	0.250	沉没
run	fear	0.250	跑
scapegoat	fear	0.250	替罪羊
jobinterview	fear	0.250	工作面试
repent	fear	0.250	悔改
breakingnews	fear	0.250	爆炸新闻
obliging	fear	0.250	有义务的
rascal	fear	0.250	无赖
impatiently	fear	0.250	不耐烦地
react	fear	0.250	反应
doubt	fear	0.250	怀疑
guard	fear	0.250	警卫
forewarned	fear	0.250	预先警告
foul	fear	0.250	犯规
indifference	fear	0.250	漠不关心
hag	fear	0.250	魔女
picket	fear	0.250	纠察
delusional	fear	0.250	妄想
standstill	fear	0.250	停顿
rating	fear	0.250	评分
spinster	fear	0.250	老处女
unfamiliar	fear	0.250	陌生
indecisive	fear	0.250	优柔寡断
grounded	fear	0.242	接地
badhabit	fear	0.242	坏习惯
highest	fear	0.236	最高
aaaah	fear	0.234	啊啊啊
shrink	fear	0.234	收缩
insomniac	fear	0.234	失眠的
chicken	fear	0.234	鸡
bee	fear	0.234	蜜蜂
inequality	fear	0.234	不等式
verge	fear	0.234	边缘
shelters	fear	0.234	避难所
buzz	fear	0.234	嗡嗡声
buck	fear	0.234	降压
discontent	fear	0.234	不满
difficulty	fear	0.234	困难
finalized	fear	0.234	定稿
overdrive	fear	0.234	超速
pinion	fear	0.234	小齿轮
scaffold	fear	0.234	脚手架
dependence	fear	0.234	依赖
rekindle	fear	0.234	重新点燃
instinctive	fear	0.234	本能的
thatmoment	fear	0.234	那一刻
sleepless	fear	0.234	不眠不休
intercede	fear	0.234	说情
psychiatrist	fear	0.234	精神科医生
rushing	fear	0.233	冲
overslept	fear	0.226	睡过头了
default	fear	0.226	默认
confessional	fear	0.225	忏悔
impatient	fear	0.224	不耐烦
tactics	fear	0.219	策略
aga	fear	0.219	阿加
blues	fear	0.219	布鲁斯
thrill	fear	0.219	快感
immigrant	fear	0.219	移民
veer	fear	0.219	转向
sweat	fear	0.219	流汗
cane	fear	0.219	甘蔗
revelations	fear	0.219	启示录
whatif	fear	0.219	如果
waver	fear	0.219	动摇
jungle	fear	0.219	丛林
fingerscrossed	fear	0.219	手指交叉
stingy	fear	0.219	小气
bait	fear	0.219	饵
unequal	fear	0.219	不等
lastminute	fear	0.219	最后一分钟
heft	fear	0.219	重量
overtired	fear	0.218	过度疲劳
prognosis	fear	0.217	预后
alertness	fear	0.216	警觉
hyped	fear	0.214	炒作
wishmeluck	fear	0.212	祝我好运
somuchtodo	fear	0.212	需要做的事情还很多
toomuchtodo	fear	0.212	太多了
tryouts	fear	0.210	选拔赛
clowns	fear	0.207	小丑
fluctuation	fear	0.204	波动
examination	fear	0.204	考试
restless	fear	0.204	不安
uphill	fear	0.203	上坡
quail	fear	0.203	鹌鹑
phew	fear	0.203	唷
mighty	fear	0.203	强大的
cross	fear	0.203	叉
hurry	fear	0.203	匆忙
recesses	fear	0.203	凹槽
intimacy	fear	0.203	亲密
overcome	fear	0.203	克服
birth	fear	0.203	出生
acceptances	fear	0.203	接受
help	fear	0.203	帮助
fearless	fear	0.200	无所畏惧
change	fear	0.198	改变
ware	fear	0.198	洁具
withstand	fear	0.197	经受
asap	fear	0.191	尽快
heighten	fear	0.188	增高
watch	fear	0.188	手表
tract	fear	0.188	道
advance	fear	0.188	进步
overcoming	fear	0.188	克服
attorney	fear	0.188	律师
deadlines	fear	0.188	截止日期
bug	fear	0.188	漏洞
knots	fear	0.188	结
owing	fear	0.188	欠
waitinggame	fear	0.188	等待游戏
unorganised	fear	0.188	无组织的
gnome	fear	0.188	侏儒
fragile	fear	0.188	脆弱的
cautiously	fear	0.188	小心翼翼
stillness	fear	0.188	寂静
intrigue	fear	0.188	阴谋
rule	fear	0.188	规则
elf	fear	0.185	精灵
stillwaiting	fear	0.184	还在等待
lonely	fear	0.183	孤独
slippery	fear	0.181	滑
interview	fear	0.180	面试
everyman	fear	0.178	每个人
speculation	fear	0.176	投机
needtoknow	fear	0.173	需要知道
worship	fear	0.172	崇拜
unsure	fear	0.172	不确定
surprise	fear	0.172	惊喜
settlor	fear	0.172	委托人
competition	fear	0.172	竞赛
readytogo	fear	0.172	准备好出发
checkpoint	fear	0.172	检查点
composure	fear	0.172	镇静
interviewer	fear	0.172	面试官
chaff	fear	0.172	糠
regulatory	fear	0.172	监管
birch	fear	0.172	桦木
shell	fear	0.172	壳
assessment	fear	0.172	评估
uncertain	fear	0.172	不确定
rod	fear	0.172	竿
humanrights	fear	0.172	人权
less	fear	0.167	较少的
coy	fear	0.162	腼腆
iris	fear	0.160	虹膜
intimately	fear	0.156	亲密地
hearing	fear	0.156	听力
legalized	fear	0.156	合法化
needit	fear	0.156	需要它
audition	fear	0.156	试镜
retirement	fear	0.156	退休
countdown	fear	0.156	倒数
sly	fear	0.156	狡猾
bases	fear	0.156	基地
ceasefire	fear	0.156	停火
medication	fear	0.156	药物
courageous	fear	0.154	勇敢
overthinker	fear	0.153	想太多的人
backtrack	fear	0.151	回溯
dawned	fear	0.150	黎明
censor	fear	0.149	审查
bailiff	fear	0.147	法警
syllabus	fear	0.147	教学大纲
delay	fear	0.141	延迟
newcomer	fear	0.141	新人
imagination	fear	0.141	想像力
waiting	fear	0.141	等待
gent	fear	0.141	绅士
validity	fear	0.141	有效性
cove	fear	0.141	湾
rationality	fear	0.141	理性
caricature	fear	0.141	漫画
eventuality	fear	0.141	可能性
alreadyyyyy	fear	0.140	已经yyyy
shy	fear	0.140	害羞的
symptom	fear	0.133	症状
excite	fear	0.132	激发
raccoon	fear	0.127	狸
clown	fear	0.125	小丑
tryout	fear	0.125	试用
needtorelax	fear	0.125	需要放松
swim	fear	0.125	游泳
campaigning	fear	0.125	竞选活动
hawk	fear	0.125	鹰
prevent	fear	0.125	防止
gameday	fear	0.125	比赛日
ahhh	fear	0.125	啊啊啊
marry	fear	0.125	结婚
sprite	fear	0.125	精灵
soready	fear	0.125	准备好了
sag	fear	0.123	下垂
pharmacy	fear	0.123	药店
policeman	fear	0.121	警察
dreamt	fear	0.111	梦见
lace	fear	0.111	蕾丝
homework	fear	0.109	家庭作业
destination	fear	0.109	目的地
incase	fear	0.109	如果
pray	fear	0.109	祈祷
knot	fear	0.109	结
confidence	fear	0.109	信心
bigday	fear	0.109	重要的日子
holiness	fear	0.109	圣洁
notoriety	fear	0.109	恶名
weight	fear	0.109	重量
slender	fear	0.100	纤细的
undecided	fear	0.098	未定
sympathetic	fear	0.097	同情的
poise	fear	0.094	风度翩翩
case	fear	0.094	案子
treat	fear	0.094	对待
locate	fear	0.094	定位
loyal	fear	0.094	忠诚
grades	fear	0.094	成绩
god	fear	0.094	上帝
helmet	fear	0.094	头盔
confident	fear	0.094	自信的
counsellor	fear	0.094	顾问
northeast	fear	0.088	东北
graduation	fear	0.078	毕业
compassion	fear	0.078	同情
nurture	fear	0.078	培育
graded	fear	0.075	分级
mum	fear	0.070	妈妈
infant	fear	0.067	婴儿
journey	fear	0.062	旅行
parade	fear	0.062	游行
gradschool	fear	0.062	研究生院
civilian	fear	0.062	平民
cloudiness	fear	0.062	多云
cash	fear	0.062	现金
civilians	fear	0.062	平民
guidelines	fear	0.062	指导方针
soulmate	fear	0.062	灵魂伴侣
youth	fear	0.062	青年
opera	fear	0.057	歌剧
synonymous	fear	0.056	同义词
honest	fear	0.047	诚实的
praying	fear	0.047	祈祷
intelligence	fear	0.038	智力
volunteer	fear	0.031	志愿者
romance	fear	0.031	浪漫
lines	fear	0.031	线条
obey	fear	0.016	遵守
happiest	joy	0.986	最快乐的
happiness	joy	0.984	幸福
bliss	joy	0.971	幸福
celebrating	joy	0.970	庆祝
jubilant	joy	0.969	喜庆
ecstatic	joy	0.954	欣喜若狂
elation	joy	0.944	兴高采烈
beaming	joy	0.938	喜气洋洋
bestdayever	joy	0.938	最好的一天
loveee	joy	0.932	爱人
celebration	joy	0.929	庆典
awesomeness	joy	0.926	真棒
joy	joy	0.924	喜悦
joyous	joy	0.922	欢乐
fabulous	joy	0.922	极好
happily	joy	0.922	高兴地
excitement	joy	0.922	激动
exuberance	joy	0.922	繁荣
makesmehappy	joy	0.922	让我开心
euphoria	joy	0.922	欣快
lovee	joy	0.920	爱人
gratitude	joy	0.914	感激
happydance	joy	0.912	快乐的舞蹈
merriment	joy	0.912	欢乐
spectacular	joy	0.912	壮观
overjoyed	joy	0.909	喜出望外
purebliss	joy	0.909	纯粹幸福
triumphant	joy	0.907	凯
ecstasy	joy	0.906	狂喜
lovelovelove	joy	0.906	爱，爱，爱
cheerful	joy	0.906	愉快
cheer	joy	0.897	欢呼
elated	joy	0.894	兴高采烈
peaceofmind	joy	0.891	内心的平静
jolly	joy	0.891	快活
delighted	joy	0.891	高兴极了
lovethis	joy	0.891	喜欢这个
excitation	joy	0.891	励磁
exhilaration	joy	0.891	兴奋
pleasures	joy	0.891	乐趣
laugh	joy	0.891	笑
marvelously	joy	0.881	奇妙地
loving	joy	0.879	爱的
joyful	joy	0.879	快乐
blissful	joy	0.879	幸福的
outstanding	joy	0.879	杰出的
pleasurable	joy	0.877	愉快的
lovinglife	joy	0.875	热爱生活
enthusiastic	joy	0.875	热情的
glee	joy	0.875	高兴
iloveher	joy	0.875	我爱她
yaaaay	joy	0.875	啊啊啊
overthemoon	joy	0.875	非常开心
happyplace	joy	0.875	欢乐之地
sohappy	joy	0.868	很高兴
superb	joy	0.864	高超
woohoo	joy	0.864	呜呼
laughing	joy	0.864	笑
wonderful	joy	0.863	精彩的
hooray	joy	0.859	万岁
loved	joy	0.859	爱过
tearsofjoy	joy	0.859	喜极而泣
hallelujah	joy	0.859	哈利路亚
magnificent	joy	0.859	壮丽的
glory	joy	0.859	荣耀
ilovechristmas	joy	0.859	我喜欢圣诞
brilliant	joy	0.859	杰出的
celebrated	joy	0.859	著名
cheering	joy	0.859	欢呼
yayyyy	joy	0.859	耶耶耶
heavenly	joy	0.853	天上
exciting	joy	0.853	令人兴奋的
thrilled	joy	0.851	激动的
mademyday	joy	0.848	生日快乐
hohoho	joy	0.845	哈哈哈
celebrate	joy	0.844	庆祝
wonderfully	joy	0.844	奇妙地
blessing	joy	0.844	祝福
favoriteholiday	joy	0.844	最喜欢的节日
paradise	joy	0.833	天堂
marvellous	joy	0.833	奇妙
festive	joy	0.833	喜庆的
sweetness	joy	0.833	甜味
blessed	joy	0.833	祝福
celebrations	joy	0.833	庆祝活动
compliment	joy	0.831	赞扬
smiling	joy	0.828	微笑
allsmiles	joy	0.828	满脸笑容
love	joy	0.828	爱
enchanting	joy	0.828	妖娆
homesweethome	joy	0.826	家，甜蜜的家
thankyougod	joy	0.824	感谢上帝
marvelous	joy	0.824	奇妙
laughter	joy	0.824	笑声
goodmood	joy	0.819	好心情
goodness	joy	0.818	善良
excellence	joy	0.818	卓越
sensational	joy	0.818	耸人听闻
joys	joy	0.818	欢乐
delightful	joy	0.818	愉快
excited	joy	0.818	兴奋的
rejoicing	joy	0.818	欣喜若狂
happyheart	joy	0.818	快乐的心
celebratory	joy	0.818	庆祝的
greatful	joy	0.816	伟大的
jovial	joy	0.814	快活的
rejoice	joy	0.812	麾
splendid	joy	0.812	灿烂
enjoy	joy	0.812	请享用
smiley	joy	0.812	笑脸
glorious	joy	0.812	辉煌
victorious	joy	0.812	胜利的
lovemaking	joy	0.812	做爱
bonanza	joy	0.812	富矿
greatday	joy	0.812	愉快的一天
excellent	joy	0.812	出色的
goodtimes	joy	0.811	美好时光
whatmakesmesmile	joy	0.811	什么使我微笑
happyday	joy	0.809	愉快的一天
myfavorite	joy	0.804	我最喜欢的
thankyoulord	joy	0.803	感谢上帝
gladness	joy	0.803	欢乐
yayyy	joy	0.803	耶耶
yeahhhh	joy	0.803	是啊
pleasure	joy	0.803	乐趣
giggle	joy	0.802	傻笑
happier	joy	0.797	更快乐
lovemylife	joy	0.797	爱我的生活
magnificence	joy	0.797	壮丽
happytweet	joy	0.797	快乐推特
lovinlife	joy	0.797	爱生活
yesss	joy	0.797	是的
dancing	joy	0.797	跳舞
success	joy	0.797	成功
grateful	joy	0.789	感激的
amuse	joy	0.788	逗乐
splendor	joy	0.788	辉煌
happy	joy	0.788	快乐的
fun	joy	0.788	乐趣
giggling	joy	0.781	咯咯笑
glad	joy	0.781	高兴的
glorify	joy	0.781	美化
radiant	joy	0.781	容光焕发
beautiful	joy	0.781	美丽的
solucky	joy	0.781	真幸运
sothankful	joy	0.781	非常感谢
enchanted	joy	0.781	着迷的
romance	joy	0.779	浪漫
perfection	joy	0.779	完美
christmassy	joy	0.779	圣诞快乐
heavens	joy	0.779	天
thrilling	joy	0.776	惊险
lovable	joy	0.773	可爱的
congrats	joy	0.773	恭喜
fiesta	joy	0.773	嘉年华
entertain	joy	0.773	招待
happyvalentinesday	joy	0.773	情人节快乐
miraculous	joy	0.773	神奇
cheers	joy	0.773	干杯
cheered	joy	0.773	欢呼
positivity	joy	0.773	积极性
funday	joy	0.772	有趣的一天
enjoying	joy	0.771	享受
lifeisgood	joy	0.766	生活很好
amused	joy	0.766	逗乐了
goodfeeling	joy	0.766	好感觉
christmasspirit	joy	0.766	圣诞精神
cuddling	joy	0.766	拥抱
smiles	joy	0.766	微笑
sosweet	joy	0.766	如此甜蜜
thebest	joy	0.766	最好的
party	joy	0.765	派对
delight	joy	0.765	喜
orgasm	joy	0.765	高潮
positive	joy	0.761	积极的
sweetheart	joy	0.758	亲爱的
enlighten	joy	0.758	开导
cheerfulness	joy	0.758	快乐
miracles	joy	0.758	奇迹
giddy	joy	0.757	头晕
christmastime	joy	0.757	圣诞节的时候
gratify	joy	0.750	欣慰
greatness	joy	0.750	伟大
friendliness	joy	0.750	友善
blessings	joy	0.750	祝福
laughs	joy	0.750	笑
tistheseason	joy	0.750	季节
smile	joy	0.750	微笑
pleasing	joy	0.750	赏心悦目
romantic	joy	0.750	浪漫的
happyholidays	joy	0.750	节日快乐
frolic	joy	0.748	嬉戏
jubilee	joy	0.742	禧年
miracle	joy	0.742	奇迹
enthusiasm	joy	0.742	热情
selflove	joy	0.742	自爱
triumph	joy	0.742	胜利
magical	joy	0.742	神奇
rewarding	joy	0.742	有回报的
goodvibes	joy	0.742	良好的共鸣
positiveenergy	joy	0.742	正能量
feelgood	joy	0.736	感觉不错
prosperity	joy	0.735	繁荣
behappy	joy	0.734	要开心
admiration	joy	0.734	钦佩
passionate	joy	0.734	热情的
goodday	joy	0.734	再会
luxurious	joy	0.734	豪华
tgif	joy	0.734	动图
victory	joy	0.734	胜利
feelinggood	joy	0.734	感觉良好
enchant	joy	0.734	附魔
greatnight	joy	0.734	美好的夜晚
vivacious	joy	0.734	活泼
glorification	joy	0.733	美化
sing	joy	0.729	唱歌
glowing	joy	0.729	发光的
yessss	joy	0.728	是的
fulfillment	joy	0.728	履行
breathtaking	joy	0.728	惊险
thankful	joy	0.727	感恩的
cheery	joy	0.727	愉快的
santa	joy	0.727	圣诞老人
hurrah	joy	0.727	欢呼
christmasbreak	joy	0.727	圣诞假期
win	joy	0.727	赢
atpeace	joy	0.727	内心安宁
award	joy	0.727	奖
merry	joy	0.727	快乐的
inspiration	joy	0.725	灵感
radiance	joy	0.725	辐射
pleased	joy	0.725	高兴
uplift	joy	0.723	隆起
optimistic	joy	0.723	乐观的
heaven	joy	0.721	天堂
lucky	joy	0.721	幸运的
godisgreat	joy	0.721	神是伟大的
holidays	joy	0.721	假期
thrill	joy	0.721	快感
congratulatory	joy	0.719	祝贺
thriving	joy	0.719	熙
amusement	joy	0.719	娱乐
perfect	joy	0.719	完美的
lover	joy	0.719	情人
xmas	joy	0.719	圣诞节
heartfelt	joy	0.719	衷心
utopian	joy	0.719	乌托邦
lovely	joy	0.719	迷人的
harmony	joy	0.719	和谐
praising	joy	0.719	表扬
brighten	joy	0.719	提亮
luckiest	joy	0.712	最幸运的
merrychristmas	joy	0.712	圣诞节快乐
magic	joy	0.712	魔法
achievement	joy	0.712	成就
yay	joy	0.712	耶
holiday	joy	0.712	假期
treasures	joy	0.712	宝藏
luxury	joy	0.712	奢华
bestfeeling	joy	0.712	最好的感觉
intimate	joy	0.710	亲密的
soblessed	joy	0.706	蒙恩的
yaaay	joy	0.706	耶
rave	joy	0.706	狂欢
chuckle	joy	0.706	轻笑
proud	joy	0.704	自豪的
winning	joy	0.703	获胜
cherish	joy	0.703	珍惜
goodnews	joy	0.703	好消息
fuckyeah	joy	0.703	他妈的是的
optimism	joy	0.703	乐观
amazingly	joy	0.703	惊人地
lovelife	joy	0.703	热爱生活
truelove	joy	0.703	真爱
beautification	joy	0.703	美化
satisfying	joy	0.703	令人满意的
appreciates	joy	0.703	欣赏
cuddled	joy	0.703	拥抱
goodlife	joy	0.703	美好生活
gooood	joy	0.703	好极了
sweetest	joy	0.703	最甜蜜的
yaay	joy	0.700	耶
entertained	joy	0.700	娱乐的
excite	joy	0.697	激发
newbeginnings	joy	0.693	新的开端
praisejesus	joy	0.691	赞美耶稣
birthday	joy	0.691	生日
greatfriends	joy	0.688	好朋友
adoration	joy	0.688	崇拜
godsend	joy	0.688	天赐良机
favorite	joy	0.688	最喜欢的
content	joy	0.688	内容
entertaining	joy	0.688	有趣的
honored	joy	0.688	荣幸
metime	joy	0.688	时间
exquisite	joy	0.688	精美的
holidayseason	joy	0.688	假日季节
thankyoujesus	joy	0.688	谢谢你耶稣
angelic	joy	0.688	天使般的
goodhealth	joy	0.682	身体健康
majestic	joy	0.682	雄伟
luscious	joy	0.682	甜美
memoriesiwontforget	joy	0.682	记忆我不会忘记
bestfriends	joy	0.682	最好的朋友
precious	joy	0.682	宝贵的
appreciated	joy	0.682	赞赏
exaltation	joy	0.682	提高
smiled	joy	0.682	微笑
brightens	joy	0.682	提亮
tranquility	joy	0.679	安宁
marry	joy	0.676	结婚
embrace	joy	0.676	拥抱
positively	joy	0.676	积极
grin	joy	0.672	咧嘴笑
hug	joy	0.672	拥抱
hilarious	joy	0.672	搞笑
dearest	joy	0.672	最亲爱的
contentment	joy	0.672	满意
accomplished	joy	0.672	完成
relaxation	joy	0.672	松弛
bday	joy	0.672	生日
enliven	joy	0.672	活跃
weeeee	joy	0.672	呜呜呜
giggles	joy	0.672	咯咯笑
fulfilled	joy	0.667	完成
bountiful	joy	0.667	丰富
victor	joy	0.667	胜利者
adore	joy	0.667	崇拜
boisterous	joy	0.667	喧闹的
fulfill	joy	0.664	实现
cuddles	joy	0.662	拥抱
prosperous	joy	0.660	繁荣
appreciation	joy	0.656	欣赏
serenity	joy	0.656	宁静
happynewyear	joy	0.656	新年快乐
humor	joy	0.656	幽默
satisfy	joy	0.656	满足
besties	joy	0.656	闺蜜
encouraged	joy	0.656	鼓励
captivate	joy	0.656	着迷
christmaseve	joy	0.656	平安夜
glow	joy	0.656	辉光
romanticism	joy	0.656	浪漫主义
innerpeace	joy	0.656	内心的平静
pleasant	joy	0.656	令人愉快的
praises	joy	0.652	赞美
abundance	joy	0.652	丰富
fortunes	joy	0.652	财富
engaged	joy	0.652	已订婚的
