English Word	Emotion	Emotion-Intensity-Score	Maori Word
obey	fear	0.016	whakarongo
happiest	joy	0.986	tino harikoa
happiness	joy	0.984	harikoa
bliss	joy	0.971	harikoa
celebrating	joy	0.970	whakanui
jubilant	joy	0.969	harikoa
ecstatic	joy	0.954	harikoa
elation	joy	0.944	harikoa
beaming	joy	0.938	kurupae
bestdayever	joy	0.938	ra pai rawa atu
loveee	joy	0.932	arohaee
celebration	joy	0.929	whakanui
awesomeness	joy	0.926	whakamataku
joy	joy	0.924	harikoa
joyous	joy	0.922	harikoa
fabulous	joy	0.922	mīharo
happily	joy	0.922	harikoa
excitement	joy	0.922	whakahihiri
exuberance	joy	0.922	harikoa
makesmehappy	joy	0.922	hangamehappy
euphoria	joy	0.922	euphoria
lovee	joy	0.920	aroha
gratitude	joy	0.914	mihi
happydance	joy	0.912	harikoa
merriment	joy	0.912	harikoa
spectacular	joy	0.912	mīharo
overjoyed	joy	0.909	tino harikoa
purebliss	joy	0.909	parakore
triumphant	joy	0.907	wikitoria
ecstasy	joy	0.906	harikoa
lovelovelove	joy	0.906	arohalovelove
cheerful	joy	0.906	harikoa
cheer	joy	0.897	harikoa
elated	joy	0.894	koakoa
peaceofmind	joy	0.891	te rangimarie
jolly	joy	0.891	harikoa
delighted	joy	0.891	harikoa
lovethis	joy	0.891	aroha tenei
excitation	joy	0.891	whakahihiri
exhilaration	joy	0.891	whakahihiri
pleasures	joy	0.891	nga ahuareka
laugh	joy	0.891	katakata
marvelously	joy	0.881	whakamiharo
loving	joy	0.879	aroha
joyful	joy	0.879	harikoa
blissful	joy	0.879	harikoa
outstanding	joy	0.879	tino pai
pleasurable	joy	0.877	ahuareka
lovinglife	joy	0.875	oranga aroha
enthusiastic	joy	0.875	hihiko
glee	joy	0.875	harikoa
iloveher	joy	0.875	i aroha
yaaaay	joy	0.875	taaaa
overthemoon	joy	0.875	overthemoon
happyplace	joy	0.875	wahi harikoa
sohappy	joy	0.868	harikoa
superb	joy	0.864	tino pai
woohoo	joy	0.864	woohoo
laughing	joy	0.864	katakata
wonderful	joy	0.863	whakamiharo
hooray	joy	0.859	hore
loved	joy	0.859	aroha
tearsofjoy	joy	0.859	tearsofjoy
hallelujah	joy	0.859	Areruia
magnificent	joy	0.859	whakamīharo
glory	joy	0.859	kororia
ilovechristmas	joy	0.859	ilovechristmas
brilliant	joy	0.859	kanapa
celebrated	joy	0.859	whakanuia
cheering	joy	0.859	whakahihiri
yayyyy	joy	0.859	taaaaa
heavenly	joy	0.853	rangi
exciting	joy	0.853	whakahihiri
thrilled	joy	0.851	whakahihiri
mademyday	joy	0.848	mademyday
hohoho	joy	0.845	hohoho
celebrate	joy	0.844	whakanui
wonderfully	joy	0.844	whakamiharo
blessing	joy	0.844	manaakitanga
favoriteholiday	joy	0.844	hararei tino pai
paradise	joy	0.833	pararaiha
marvellous	joy	0.833	whakamiharo
festive	joy	0.833	hakari
sweetness	joy	0.833	reka
blessed	joy	0.833	manaakitia
celebrations	joy	0.833	whakanui
compliment	joy	0.831	whakamihi
smiling	joy	0.828	ataata
allsmiles	joy	0.828	mihimihi katoa
love	joy	0.828	aroha
enchanting	joy	0.828	whakamihi
homesweethome	joy	0.826	kaingareka
thankyougod	joy	0.824	whakawhetai koe
marvelous	joy	0.824	whakamiharo
laughter	joy	0.824	katakata
goodmood	joy	0.819	pai
goodness	joy	0.818	pai
excellence	joy	0.818	kairangi
sensational	joy	0.818	whakahihiri
joys	joy	0.818	harikoa
delightful	joy	0.818	ahuareka
excited	joy	0.818	hikaka
rejoicing	joy	0.818	te harikoa
happyheart	joy	0.818	ngakau harikoa
celebratory	joy	0.818	whakanui
greatful	joy	0.816	nui
jovial	joy	0.814	harikoa
rejoice	joy	0.812	harikoa
splendid	joy	0.812	ataahua
enjoy	joy	0.812	pārekareka
smiley	joy	0.812	menemene
glorious	joy	0.812	kororia
victorious	joy	0.812	toa
lovemaking	joy	0.812	mahi aroha
bonanza	joy	0.812	pai
greatday	joy	0.812	ra nui
excellent	joy	0.812	tino pai
goodtimes	joy	0.811	wā pai
whatmakesmesmile	joy	0.811	whatmakesmesmile
happyday	joy	0.809	rā harikoa
myfavorite	joy	0.804	taku tino pai
thankyoulord	joy	0.803	whakawhetai koe
gladness	joy	0.803	harikoa
yayyy	joy	0.803	taaaaa
yeahhhh	joy	0.803	yeahhhh
pleasure	joy	0.803	ahuareka
giggle	joy	0.802	katakata
happier	joy	0.797	harikoa ake
lovemylife	joy	0.797	lovemylife
magnificence	joy	0.797	whakahirahira
happytweet	joy	0.797	happytweet
lovinlife	joy	0.797	oranga aroha
yesss	joy	0.797	yesss
dancing	joy	0.797	kanikani
success	joy	0.797	angitu
grateful	joy	0.789	mihi
amuse	joy	0.788	whakangahau
splendor	joy	0.788	kororia
happy	joy	0.788	harikoa
fun	joy	0.788	ngahau
giggling	joy	0.781	katakata
glad	joy	0.781	koa
glorify	joy	0.781	whakakororia
radiant	joy	0.781	maramara
beautiful	joy	0.781	ataahua
solucky	joy	0.781	waimarie
sothankful	joy	0.781	tino mihi
enchanted	joy	0.781	makutu
romance	joy	0.779	whaiāipo
perfection	joy	0.779	tino pai
christmassy	joy	0.779	Kirihimete
heavens	joy	0.779	rangi
thrilling	joy	0.776	whakahihiri
lovable	joy	0.773	arohaina
congrats	joy	0.773	nga mihi
fiesta	joy	0.773	hakari
entertain	joy	0.773	whakangahau
happyvalentinesday	joy	0.773	happyvalentinesday
miraculous	joy	0.773	semeio
cheers	joy	0.773	kia ora
cheered	joy	0.773	i koa
positivity	joy	0.773	pai
funday	joy	0.772	moni
enjoying	joy	0.771	pārekareka
lifeisgood	joy	0.766	he pai te ora
amused	joy	0.766	whakahihiri
goodfeeling	joy	0.766	te pai
christmasspirit	joy	0.766	wairua kirihimete
cuddling	joy	0.766	te awhi
smiles	joy	0.766	ataata
sosweet	joy	0.766	tino reka
thebest	joy	0.766	pai rawa atu
party	joy	0.765	hui
delight	joy	0.765	harikoa
orgasm	joy	0.765	orgasm
positive	joy	0.761	pai
sweetheart	joy	0.758	hoa aroha
enlighten	joy	0.758	whakamarama
cheerfulness	joy	0.758	harikoa
miracles	joy	0.758	nga merekara
giddy	joy	0.757	pukuriri
christmastime	joy	0.757	te Kirihimete
gratify	joy	0.750	whakamihi
greatness	joy	0.750	nui
friendliness	joy	0.750	whakahoa
blessings	joy	0.750	manaakitanga
laughs	joy	0.750	katakata
tistheseason	joy	0.750	taima
smile	joy	0.750	ataata
pleasing	joy	0.750	ahuareka
romantic	joy	0.750	whaiāipo
happyholidays	joy	0.750	harikoakoa
frolic	joy	0.748	mokemoke
jubilee	joy	0.742	tiupiri
miracle	joy	0.742	merekara
enthusiasm	joy	0.742	hikaka
selflove	joy	0.742	aroha whaiaro
triumph	joy	0.742	wikitoria
magical	joy	0.742	makutu
rewarding	joy	0.742	utu
goodvibes	joy	0.742	he pai
positiveenergy	joy	0.742	pūngao pai
feelgood	joy	0.736	karekau
prosperity	joy	0.735	oranga
behappy	joy	0.734	harikoa
admiration	joy	0.734	whakamihi
passionate	joy	0.734	kaingākau
goodday	joy	0.734	rā pai
luxurious	joy	0.734	whakapaipai
tgif	joy	0.734	tgif
victory	joy	0.734	wikitoria
feelinggood	joy	0.734	karekau
enchant	joy	0.734	makutu
greatnight	joy	0.734	po nui
vivacious	joy	0.734	oraora
glorification	joy	0.733	whakakororiatanga
sing	joy	0.729	waiata
glowing	joy	0.729	anaana
yessss	joy	0.728	yessss
fulfillment	joy	0.728	whakatutukitanga
breathtaking	joy	0.728	whakahihiri
thankful	joy	0.727	mihi
cheery	joy	0.727	harikoa
santa	joy	0.727	Santa
hurrah	joy	0.727	hore
christmasbreak	joy	0.727	te Kirihimete
win	joy	0.727	toa
atpeace	joy	0.727	te rangimarie
award	joy	0.727	tohu
merry	joy	0.727	harikoa
inspiration	joy	0.725	whakahihiri
radiance	joy	0.725	te kanapa
pleased	joy	0.725	koa
uplift	joy	0.723	hikitia
optimistic	joy	0.723	whakaaro pai
heaven	joy	0.721	rangi
lucky	joy	0.721	waimarie
godisgreat	joy	0.721	atua nui
holidays	joy	0.721	hararei
thrill	joy	0.721	whakahihiri
congratulatory	joy	0.719	mihi
thriving	joy	0.719	whai hua
amusement	joy	0.719	whakangahau
perfect	joy	0.719	tino tika
lover	joy	0.719	hoa aroha
xmas	joy	0.719	xmas
heartfelt	joy	0.719	ngakau nui
utopian	joy	0.719	utopia
lovely	joy	0.719	ataahua
harmony	joy	0.719	te kotahitanga
praising	joy	0.719	whakamihi
brighten	joy	0.719	maramara
luckiest	joy	0.712	tino waimarie
merrychristmas	joy	0.712	hari Kirihimete
magic	joy	0.712	makutu
achievement	joy	0.712	paetae
yay	joy	0.712	ae
holiday	joy	0.712	hararei
treasures	joy	0.712	taonga
luxury	joy	0.712	papai
bestfeeling	joy	0.712	tino pai
intimate	joy	0.710	pirihono
soblessed	joy	0.706	pouri
yaaay	joy	0.706	haaay
rave	joy	0.706	rave
chuckle	joy	0.706	katakata
proud	joy	0.704	whakakake
winning	joy	0.703	toa
cherish	joy	0.703	poihere
goodnews	joy	0.703	rongo pai
fuckyeah	joy	0.703	karekau
optimism	joy	0.703	te wawata
amazingly	joy	0.703	whakamiharo
lovelife	joy	0.703	oranga aroha
truelove	joy	0.703	aroha pono
beautification	joy	0.703	whakapaipai
satisfying	joy	0.703	makona
appreciates	joy	0.703	maioha
cuddled	joy	0.703	awhi
goodlife	joy	0.703	oranga pai
gooood	joy	0.703	gooood
sweetest	joy	0.703	tino reka
yaay	joy	0.700	ae
entertained	joy	0.700	whakangahau
excite	joy	0.697	whakahihiri
newbeginnings	joy	0.693	timatanga hou
praisejesus	joy	0.691	whakamoemiti a Ihu
birthday	joy	0.691	huritau
greatfriends	joy	0.688	hoa nui
adoration	joy	0.688	karakia
godsend	joy	0.688	tuku atua
favorite	joy	0.688	tino pai
content	joy	0.688	ihirangi
entertaining	joy	0.688	whakangahau
honored	joy	0.688	whakanuia
metime	joy	0.688	wā
exquisite	joy	0.688	ataahua
holidayseason	joy	0.688	wa hararei
thankyoujesus	joy	0.688	whakawhetai ki a koe
angelic	joy	0.688	anahera
goodhealth	joy	0.682	hauora pai
majestic	joy	0.682	rangatira
luscious	joy	0.682	reka
memoriesiwontforget	joy	0.682	kare e wareware
bestfriends	joy	0.682	hoa pai
precious	joy	0.682	utu nui
appreciated	joy	0.682	maioha
exaltation	joy	0.682	te faateiteiraa
smiled	joy	0.682	ataata
brightens	joy	0.682	marama ana
tranquility	joy	0.679	te ata noho
marry	joy	0.676	marena
embrace	joy	0.676	awhi
positively	joy	0.676	pai
grin	joy	0.672	whakahihi
hug	joy	0.672	awhi
hilarious	joy	0.672	whakakatakata
dearest	joy	0.672	tino aroha
contentment	joy	0.672	whakakororia
accomplished	joy	0.672	kua tutuki
relaxation	joy	0.672	whakangā
bday	joy	0.672	rā
enliven	joy	0.672	whakaora
weeeee	joy	0.672	weeeee
giggles	joy	0.672	katakata
fulfilled	joy	0.667	kua tutuki
bountiful	joy	0.667	nui
victor	joy	0.667	toa
adore	joy	0.667	koropiko
boisterous	joy	0.667	ngangau
fulfill	joy	0.664	whakatutuki
cuddles	joy	0.662	awhi
prosperous	joy	0.660	whai rawa
appreciation	joy	0.656	maioha
serenity	joy	0.656	mārie
happynewyear	joy	0.656	hari hou
humor	joy	0.656	whakakatakata
satisfy	joy	0.656	makona
besties	joy	0.656	hoa pai
encouraged	joy	0.656	whakatenatena
captivate	joy	0.656	hopukina
christmaseve	joy	0.656	Kirihimete
glow	joy	0.656	muramura
romanticism	joy	0.656	te aroha
innerpeace	joy	0.656	te rangimarie o roto
pleasant	joy	0.656	ahuareka
praises	joy	0.652	whakamoemiti
abundance	joy	0.652	nui
fortunes	joy	0.652	waimarie
engaged	joy	0.652	taumau
praised	joy	0.652	whakanuia
relaxing	joy	0.652	whakangawari
treasure	joy	0.652	taonga
satisfaction	joy	0.652	te pai
nothingbetter	joy	0.647	kahore he pai ake
affection	joy	0.647	aroha
relieved	joy	0.647	kua whakamama
complement	joy	0.647	kīnaki
carnival	joy	0.643	carnaval
priceless	joy	0.641	utu nui
uplifting	joy	0.641	whakahihiri
sensuality	joy	0.641	taikaha
saintly	joy	0.641	tapu
champion	joy	0.641	toa
thanksgiving	joy	0.641	mihi
harmoniously	joy	0.641	marie
wedding	joy	0.641	marena
achieve	joy	0.641	tutuki
divine	joy	0.641	atua
jackpot	joy	0.641	pūtaonga
honeymoon	joy	0.636	honeymoon
exalt	joy	0.636	whakanuia
twinkle	joy	0.636	whitiwhiti
comforting	joy	0.636	whakamarie
felicity	joy	0.636	harikoa
peaceful	joy	0.636	marie
climax	joy	0.636	teitei
winner	joy	0.636	toa
reverie	joy	0.636	whakaaro
yayy	joy	0.636	pai
cuddle	joy	0.636	awhi
xoxo	joy	0.634	xoxo
stargazing	joy	0.625	titiro whetu
festival	joy	0.625	hakari
sweet	joy	0.625	reka
generosity	joy	0.625	atawhai
brighter	joy	0.625	marama ake
praisegod	joy	0.625	whakamoemiti
gorgeous	joy	0.625	ataahua
hearts	joy	0.625	nga ngakau
amusing	joy	0.625	whakahihiri
fondness	joy	0.625	aroha
snuggling	joy	0.625	te awhi
reward	joy	0.625	utu
sex	joy	0.622	sex
kind	joy	0.621	atawhai
genial	joy	0.621	ngawari
parade	joy	0.621	parade
applause	joy	0.621	pakipaki
beauty	joy	0.621	ataahua
fulfilling	joy	0.618	whakatutuki
aspiring	joy	0.618	te wawata
newlife	joy	0.618	oranga hou
godbless	joy	0.616	manaaki te Atua
virtuous	joy	0.613	pai
kiss	joy	0.610	kihi
christmas	joy	0.609	Kirihimete
rainbows	joy	0.609	aniwaniwa
elegance	joy	0.609	huatau
generous	joy	0.609	atawhai
super	joy	0.609	super
playful	joy	0.609	takaro
enlightenment	joy	0.609	whakamaramatanga
praiseworthy	joy	0.609	whakamoemititia
awards	joy	0.609	tohu
adorable	joy	0.609	ataahua
rekindle	joy	0.609	whakakorikori
winnings	joy	0.609	toa
independence	joy	0.607	mana motuhake
amour	joy	0.607	aroha
kindness	joy	0.606	atawhai
surprises	joy	0.606	ohorere
heheh	joy	0.606	heheh
hilarity	joy	0.606	harikoa
wonder	joy	0.606	miharo
freely	joy	0.606	noa
successful	joy	0.606	angitu
inspired	joy	0.606	faauruhia
onelove	joy	0.606	aroha kotahi
whimsical	joy	0.603	whakahihiri
entertainment	joy	0.603	whakangahau
passion	joy	0.603	weriweri
stressfree	joy	0.601	ahoteakore
beautify	joy	0.601	whakapaipai
sunrise	joy	0.600	whitinga ra
godisgood	joy	0.597	pai
goodmusic	joy	0.594	waiata pai
revere	joy	0.594	whakaute
whoo	joy	0.594	whoo
fanfare	joy	0.594	pārekareka
inspire	joy	0.594	whakahihiri
angel	joy	0.594	anahera
thankgod	joy	0.594	whakawhetai
goodies	joy	0.594	mea pai
jesus	joy	0.594	Ihu
accomplishment	joy	0.594	whakatutukitanga
snuggled	joy	0.594	kohukohu
peacefully	joy	0.594	marie
flirt	joy	0.594	whakakorikori
friendship	joy	0.591	whakahoa
singing	joy	0.591	waiata
heroic	joy	0.591	toa
exalted	joy	0.591	whakanuia
fortune	joy	0.591	taonga
highest	joy	0.591	teitei rawa
summer	joy	0.591	raumati
contented	joy	0.588	kua makona
rollicking	joy	0.588	hurihuri
overflowing	joy	0.588	e puhake ana
woot	joy	0.588	woot
accolade	joy	0.586	whakanui
hope	joy	0.586	tumanako
cozy	joy	0.583	awhiawhi
delicious	joy	0.579	reka
raving	joy	0.578	whakahihiri
thelife	joy	0.578	te ora
darling	joy	0.578	aroha
sensuous	joy	0.578	taikaha
picturesque	joy	0.578	ātaahua
friendly	joy	0.578	whakahoa
everlasting	joy	0.578	mau tonu
praise	joy	0.578	whakamoemiti
ambition	joy	0.578	wawata
sparkle	joy	0.577	kanapa
sensual	joy	0.576	taikaha
peace	joy	0.576	te rangimarie
flattering	joy	0.576	whakapati
grace	joy	0.576	aroha noa
luckygirl	joy	0.576	kotiro waimarie
heroism	joy	0.576	toa
succeeding	joy	0.576	angitu
yeahhh	joy	0.576	yeahhh
special	joy	0.574	motuhake
livelife	joy	0.574	oranga
tantalizing	joy	0.572	whakahihiri
pumped	joy	0.567	maminga
yey	joy	0.562	ae
surprise	joy	0.562	ohorere
sunny	joy	0.562	paki
prevail	joy	0.562	toa
revels	joy	0.562	harikoa
humorous	joy	0.562	whakakatakata
sweets	joy	0.562	reka
liking	joy	0.562	pai
admirable	joy	0.562	whakamīharo
superstar	joy	0.562	wheturangirangi
relax	joy	0.562	whakangawari
prosper	joy	0.562	kake
hero	joy	0.562	toa
hugs	joy	0.562	awhi
worthwhile	joy	0.562	whai hua
newyear	joy	0.561	tau hou
tenderness	joy	0.561	ngawari
bless	joy	0.561	manaaki
favorable	joy	0.561	pai
freedom	joy	0.561	herekoretanga
masterpiece	joy	0.561	mahi rangatira
dreams	joy	0.559	moemoea
hopeful	joy	0.559	tumanako
home	joy	0.559	kainga
cruising	joy	0.556	whakatere waka
gracias	joy	0.554	whakawhetai
faithfulness	joy	0.553	pono
eagerness	joy	0.552	hikaka
closeness	joy	0.552	tata
sunshine	joy	0.551	te ra
comfy	joy	0.551	hāneanea
vacation	joy	0.547	hararei
celestial	joy	0.547	tiretiera
good	joy	0.547	pai
elite	joy	0.547	rangatira
illuminate	joy	0.547	whakamarama
confidence	joy	0.547	māia
mistletoe	joy	0.547	mistletoe
daughter	joy	0.547	tamahine
lifted	joy	0.547	hikitia
goodmorning	joy	0.547	te ata pai
zeal	joy	0.547	ngakau nui
gifts	joy	0.547	koha
gift	joy	0.547	koha
astonishment	joy	0.547	miharo
heart	joy	0.547	ngakau
completion	joy	0.547	whakaotinga
bonus	joy	0.547	bonus
charmed	joy	0.546	whakahihiri
dance	joy	0.545	kanikani
sublime	joy	0.545	whakahirahira
recreation	joy	0.545	whakangahau
encouragement	joy	0.545	whakatenatena
god	joy	0.545	atua
gush	joy	0.545	pupuhi
freshstart	joy	0.544	timatanga hou
free	joy	0.544	kore utu
savior	joy	0.543	kaiwhakaora
sanctuary	joy	0.541	wahi tapu
grandchildren	joy	0.540	mootua
wellness	joy	0.537	oranga
revel	joy	0.534	harikoa
music	joy	0.531	waiata
fab	joy	0.531	fab
bridal	joy	0.531	marena
soar	joy	0.531	rere
alive	joy	0.531	ora
money	joy	0.531	moni
soothing	joy	0.531	whakamarie
serene	joy	0.531	marie
holiness	joy	0.531	tapu
inspirational	joy	0.531	whakahihiri
matrimony	joy	0.531	marena
dayoff	joy	0.531	rā whakatā
savor	joy	0.531	kakara
vitality	joy	0.531	oranga
confident	joy	0.531	māia
firstborn	joy	0.531	matamua
rainbow	joy	0.531	aniwaniwa
liberation	joy	0.531	whakaoranga
elegant	joy	0.530	huatau
mastery	joy	0.530	rangatira
glimmer	joy	0.530	kanapa
illumination	joy	0.530	whakamarama
blossom	joy	0.530	puāwai
warmth	joy	0.530	whakamahana
welcomed	joy	0.530	powhiritia
treat	joy	0.529	maimoatanga
faithful	joy	0.529	pono
snuggles	joy	0.522	kohuki
laurels	joy	0.521	laurels
commendable	joy	0.519	whakamihi
succeed	joy	0.516	angitu
jingle	joy	0.516	tangitangi
zest	joy	0.516	whakaihiihi
noschool	joy	0.516	korekura
brotherly	joy	0.516	teina
silly	joy	0.516	wairangi
abundant	joy	0.516	nui
fancy	joy	0.516	rerehua
resplendent	joy	0.516	kanapa
strengthening	joy	0.516	whakakaha
presents	joy	0.516	koha
pride	joy	0.516	whakakake
almighty	joy	0.516	kaha rawa
powerful	joy	0.516	kaha
aspire	joy	0.516	wawata
remarkable	joy	0.516	whakamiharo
greeted	joy	0.516	ohaina
thanking	joy	0.515	mihi
cutie	joy	0.515	cutie
kudos	joy	0.515	mihi
therapeutic	joy	0.515	whakaora
zen	joy	0.515	zen
coronation	joy	0.515	koroneihana
complete	joy	0.515	oti
shining	joy	0.515	whiti ana
spirit	joy	0.515	wairua
princely	joy	0.515	rangatira
vivid	joy	0.515	oraora
comfort	joy	0.515	whakamarie
leisure	joy	0.515	waatea
reunited	joy	0.515	ka hui ano
kid	joy	0.515	tamaiti
newme	joy	0.515	hou
payday	joy	0.515	ra utu
animated	joy	0.515	pakiwaituhi
familytime	joy	0.515	wā whānau
relationship	joy	0.514	hononga
godly	joy	0.514	tangata atua
marriage	joy	0.514	marena
daymade	joy	0.514	awatea
spouse	joy	0.507	hoa faaipoipo
intimately	joy	0.507	tata
respect	joy	0.500	whakaute
bloom	joy	0.500	puāwai
purr	joy	0.500	purr
carefree	joy	0.500	mahorahora
nature	joy	0.500	taiao
encourage	joy	0.500	whakatenatena
soulful	joy	0.500	wairua
refreshed	joy	0.500	tāmata
family	joy	0.500	whanau
gem	joy	0.500	kohatu
meritorious	joy	0.500	kaiaka
achieved	joy	0.500	kua tutuki
motherhood	joy	0.500	whaea
holyspirit	joy	0.500	wairua tapu
surreal	joy	0.500	pono
charitable	joy	0.500	atawhai
teamjesus	joy	0.500	timihu
stressrelief	joy	0.500	whakapouri
erotic	joy	0.500	erotic
inviting	joy	0.500	pōwhiri
baby	joy	0.500	pepi
dignity	joy	0.500	honore
satisfied	joy	0.500	makona
visionary	joy	0.500	matakite
memorable	joy	0.500	maumahara
veracity	joy	0.500	pono
healthy	joy	0.500	hauora
welcoming	joy	0.500	manaaki
diamond	joy	0.500	taimana
christ	joy	0.500	te Karaiti
beach	joy	0.500	takutai
accomplish	joy	0.500	whakatutuki
friends	joy	0.500	hoa
excel	joy	0.500	hiranga
health	joy	0.493	hauora
aura	joy	0.493	aura
yehey	joy	0.486	hehe
approved	joy	0.486	whakaaetia
oasis	joy	0.486	oasis
liberty	joy	0.486	herekoretanga
crowning	joy	0.485	whakakarauna
aspiration	joy	0.485	wawata
privileged	joy	0.485	whai mana
crescendo	joy	0.485	karekau
rapture	joy	0.485	mataora
liberate	joy	0.485	tuku noa
nocomplaints	joy	0.485	kore amuamu
prestige	joy	0.485	mana nui
bounty	joy	0.485	taonga
gentle	joy	0.485	ngawari
inseparable	joy	0.485	e kore e taea te wehe
engaging	joy	0.485	whakahihiri
loyal	joy	0.485	pono
betrothed	joy	0.485	kua taumautia
transcendence	joy	0.484	whakawhiti
selfworth	joy	0.484	utu whaiaro
yummy	joy	0.484	reka
datenight	joy	0.484	te po
destiny	joy	0.484	te mutunga
heyday	joy	0.484	rā nui
aloha	joy	0.484	aroha
desire	joy	0.484	hiahia
dream	joy	0.484	moemoea
luck	joy	0.484	waimarie
fete	joy	0.484	hakari
trophy	joy	0.484	taonga
bouquet	joy	0.484	hainga
chocolate	joy	0.484	tiakarete
creativity	joy	0.484	auahatanga
boyfriend	joy	0.480	hoa tane
commemoration	joy	0.479	whakamaumahara
intelligence	joy	0.477	matauranga
readiness	joy	0.473	hihiko
friend	joy	0.471	hoa
bride	joy	0.471	wahine marena hou
enthusiast	joy	0.471	kaingākau
lush	joy	0.470	puhoi
inheritance	joy	0.470	tuku iho
soothe	joy	0.470	whakamahana
tickle	joy	0.470	whakatiki
kiddo	joy	0.470	potiki
nostalgia	joy	0.470	nostalgia
massage	joy	0.470	mirimiri
calming	joy	0.470	marie
adventure	joy	0.470	mōrearea
pretty	joy	0.469	ataahua
purring	joy	0.469	tangi
eternal	joy	0.469	mau tonu
humanitarian	joy	0.469	atawhai tangata
nurture	joy	0.469	poipoi
giving	joy	0.469	hoatu
rest	joy	0.469	okiokinga
getaway	joy	0.469	mawhiti
goals	joy	0.469	whāinga
pray	joy	0.469	inoi
bridegroom	joy	0.469	tane marena hou
heartily	joy	0.469	ma te ngakau
luster	joy	0.469	kanapa
bonding	joy	0.469	herenga
princess	joy	0.469	wahine rangatira
amicable	joy	0.469	atawhai
benevolence	joy	0.469	atawhai
child	joy	0.466	tamaiti
salutary	joy	0.465	manaaki
invite	joy	0.457	powhiri
beam	joy	0.456	kurupae
reminiscing	joy	0.456	maumahara
befriend	joy	0.455	whakahoa
aesthetics	joy	0.455	rerehua
friday	joy	0.455	Paraire
freshair	joy	0.455	hau hou
ceremony	joy	0.455	hui
kindred	joy	0.455	whanaunga
mindfulness	joy	0.455	whakaaro
sonice	joy	0.455	sonice
elevation	joy	0.455	teiteitanga
tropical	joy	0.455	pārūrū
scholarship	joy	0.455	karahipi
hee	joy	0.455	hee
noworries	joy	0.453	karekau
allure	joy	0.453	whakawai
approve	joy	0.453	whakaae
scenery	joy	0.453	tirohanga
waterfall	joy	0.453	wairere
vindication	joy	0.453	whakatika
namaste	joy	0.453	namaste
commemorate	joy	0.453	whakamaumahara
faith	joy	0.453	whakapono
birth	joy	0.453	whanautanga
forgiveness	joy	0.453	murunga hara
journey	joy	0.447	haerenga
meditation	joy	0.446	whakaaroaro
relaxed	joy	0.442	whakangawari
present	joy	0.441	hakari
weekend	joy	0.441	wiki
tender	joy	0.441	ngawari
tranquil	joy	0.441	marie
lyrical	joy	0.439	waiata
sharing	joy	0.439	tiritahi
esteem	joy	0.439	whakanui
nostalgic	joy	0.439	nostalgic
prayer	joy	0.439	inoi
righteousness	joy	0.439	te tika
husband	joy	0.438	tane
relief	joy	0.438	whakaora
strength	joy	0.438	kaha
mighty	joy	0.438	kaha
unbeaten	joy	0.438	kaore i hinga
eager	joy	0.438	hikaka
share	joy	0.438	tohatoha
newday	joy	0.438	rā hou
sonnet	joy	0.438	sonnet
meditate	joy	0.438	whakaaroaro
life	joy	0.438	ora
winterbreak	joy	0.429	takahanga hotoke
warm	joy	0.429	mahana
movingforward	joy	0.429	neke whakamua
buddy	joy	0.427	hoa
oneness	joy	0.426	kotahitanga
unconstrained	joy	0.424	kore herea
amen	joy	0.424	āmine
reverence	joy	0.424	whakaute
healthful	joy	0.424	hauora
thelittlethings	joy	0.424	nga mea iti
medal	joy	0.424	mētara
unsurpassed	joy	0.424	kore ake
candlelight	joy	0.424	rama rama
carols	joy	0.424	waiata
ejaculation	joy	0.424	ejaculation
beginnings	joy	0.422	timatanga
sledding	joy	0.422	retere
graduation	joy	0.422	whakapōtaetanga
frisky	joy	0.422	rorirori
lml	joy	0.422	lml
ease	joy	0.422	ngawari
symphony	joy	0.422	symphony
wealth	joy	0.422	taonga
helpful	joy	0.422	āwhina
musical	joy	0.422	waiata
glitter	joy	0.422	kanapa
calmness	joy	0.422	marino
energy	joy	0.422	pūngao
safe	joy	0.422	haumaru
nostress	joy	0.421	ihu
soundness	joy	0.421	te ora
promise	joy	0.415	kupu whakaari
reunite	joy	0.414	whakahuihui
mother	joy	0.412	whaea
salvation	joy	0.412	whakaoranga
poems	joy	0.412	rotarota
clown	joy	0.409	hangareka
lavender	joy	0.409	lavender
immaculate	joy	0.409	pokekore
purify	joy	0.409	purea
inauguration	joy	0.409	whakapuaretanga
aromatherapy	joy	0.409	aromatherapy
lighten	joy	0.409	whakamama
travel	joy	0.409	haere
cash	joy	0.406	moni moni
companion	joy	0.406	hoa
live	joy	0.406	ora
opportune	joy	0.406	whai waahi
completing	joy	0.406	whakaoti
charity	joy	0.406	aroha
heal	joy	0.406	whakaora
star	joy	0.406	whetu
wishing	joy	0.406	hiahia
flowers	joy	0.406	puawai
income	joy	0.403	moni whiwhi
soul	joy	0.401	wairua
munchies	joy	0.400	nga kai
emancipation	joy	0.397	whakawāteatanga
indescribable	joy	0.397	e kore e taea te korero
progress	joy	0.397	te ahunga whakamua
equality	joy	0.394	taurite
childhood	joy	0.394	tamarikitanga
together	joy	0.394	tahi
rhythmical	joy	0.394	manawataki
fullness	joy	0.394	ki tonu
calm	joy	0.394	marino
hammock	joy	0.394	hammock
picnic	joy	0.394	pikiniki
movies	joy	0.393	kiriata
zealous	joy	0.393	ngakau nui
playground	joy	0.391	papa tākaro
affluence	joy	0.391	whai rawa
