English Word	Emotion	Emotion-Intensity-Score	Portuguese Word
worried	fear	0.466	preocupado
puma	fear	0.465	Puma
thirteenth	fear	0.465	décimo terceiro
contraband	fear	0.464	contrabando
insecure	fear	0.461	inseguro
disturbance	fear	0.459	perturbação
denunciation	fear	0.456	denúncia
destitute	fear	0.455	indigente
stigma	fear	0.455	estigma
powerfully	fear	0.454	poderosamente
apprehension	fear	0.453	apreensão
derogatory	fear	0.453	depreciativo
disruption	fear	0.453	perturbação
rigor	fear	0.453	rigor
dinosaur	fear	0.453	dinossauro
rifle	fear	0.453	rifle
illicit	fear	0.453	ilícito
grope	fear	0.453	tatear
howl	fear	0.453	uivo
stranger	fear	0.453	desconhecido
resisting	fear	0.453	resistindo
resign	fear	0.453	demitir-se
spasm	fear	0.453	espasmo
unspeakable	fear	0.453	indizível
quandary	fear	0.453	dilema
shrill	fear	0.453	estridente
penal	fear	0.453	penal
lockup	fear	0.453	trancar
indoctrination	fear	0.453	doutrinação
restrain	fear	0.453	conter
disreputable	fear	0.453	desonroso
scold	fear	0.453	repreender
wail	fear	0.453	lamento
omgomgomg	fear	0.453	omgomgomg
hydrocephalus	fear	0.453	hidrocefalia
warn	fear	0.453	avisar
batter	fear	0.453	massa
ohgod	fear	0.453	Oh Deus
penalty	fear	0.453	pena
straits	fear	0.453	estreito
orphan	fear	0.453	órfão
urgent	fear	0.450	urgente
arraignment	fear	0.450	acusação
tramp	fear	0.440	vagabundo
stress	fear	0.439	estresse
behemoth	fear	0.439	gigante
accidental	fear	0.438	acidental
dominate	fear	0.438	dominar
cabal	fear	0.438	cabala
accuser	fear	0.438	acusador
debacle	fear	0.438	fiasco
perverse	fear	0.438	perverso
looming	fear	0.438	iminente
yell	fear	0.438	gritar
forfeiture	fear	0.438	confisco
infirmity	fear	0.438	enfermidade
expel	fear	0.438	expulsar
probation	fear	0.438	liberdade condicional
falter	fear	0.438	vacilar
tribunal	fear	0.438	tribunal
atrophy	fear	0.438	atrofia
aghhh	fear	0.438	ahhhh
bewildered	fear	0.438	confuso
asp	fear	0.438	áspide
mace	fear	0.438	maça
wince	fear	0.438	estremecer
concealed	fear	0.438	escondido
indomitable	fear	0.438	indomável
illegitimate	fear	0.438	ilegítimo
stripped	fear	0.438	despojado
unprepared	fear	0.438	despreparado
entangled	fear	0.438	emaranhado
coldsweat	fear	0.438	suor frio
dentists	fear	0.438	Dentistas
predicament	fear	0.438	dilema
rheumatism	fear	0.438	reumatismo
displaced	fear	0.438	deslocado
dislocated	fear	0.438	deslocado
prick	fear	0.438	picada
targeting	fear	0.438	alvejando
obstruct	fear	0.438	obstruir
gasping	fear	0.438	ofegante
scarcity	fear	0.438	escassez
irreconcilable	fear	0.438	irreconciliável
impermeable	fear	0.438	impermeável
broke	fear	0.438	quebrou
halting	fear	0.435	parando
mysterious	fear	0.435	misterioso
insulting	fear	0.435	insultante
rebels	fear	0.435	rebeldes
repulsion	fear	0.431	repulsão
glare	fear	0.430	brilho
punitive	fear	0.425	punitivo
sordid	fear	0.425	sórdido
stake	fear	0.423	estaca
tempest	fear	0.423	tempestade
deleterious	fear	0.422	deletério
reticent	fear	0.422	reticente
stresses	fear	0.422	estressa
fainting	fear	0.422	desmaio
offense	fear	0.422	ofensa
extrajudicial	fear	0.422	extrajudicial
delusion	fear	0.422	ilusão
thumping	fear	0.422	batendo
lament	fear	0.422	lamento
depress	fear	0.422	deprimir
usurped	fear	0.422	usurpado
bigot	fear	0.422	intolerante
hydra	fear	0.422	hidra
stressin	fear	0.422	stressina
coyote	fear	0.422	coiote
wilderness	fear	0.422	região selvagem
infamous	fear	0.422	infame
troll	fear	0.422	provocador
dissident	fear	0.422	dissidente
unnatural	fear	0.422	antinatural
disappear	fear	0.422	desaparecer
bayonet	fear	0.422	baioneta
depresson	fear	0.422	depressão
anathema	fear	0.422	anátema
steal	fear	0.422	roubar
publicspeaking	fear	0.422	falar em público
burdensome	fear	0.422	pesado
bier	fear	0.422	esquife
prowl	fear	0.422	rondar
ultimatum	fear	0.422	ultimato
varicella	fear	0.422	varicela
suspension	fear	0.422	suspensão
unsteady	fear	0.422	instável
heathen	fear	0.422	pagão
alien	fear	0.422	estrangeiro
adversity	fear	0.418	adversidade
ineptitude	fear	0.417	inépcia
outsider	fear	0.413	estranho
ugliness	fear	0.410	feiúra
immoral	fear	0.410	imoral
vulture	fear	0.410	abutre
ghetto	fear	0.406	gueto
nausea	fear	0.406	náusea
weakly	fear	0.406	fracamente
penance	fear	0.406	penitência
distressed	fear	0.406	angustiado
dominant	fear	0.406	dominante
disallowed	fear	0.406	não permitido
recklessness	fear	0.406	imprudência
insolvent	fear	0.406	insolvente
wary	fear	0.406	cauteloso
scar	fear	0.406	cicatriz
ohdear	fear	0.406	Oh céus
drones	fear	0.406	drones
tearful	fear	0.406	choroso
stretcher	fear	0.406	maca
stressing	fear	0.406	estressando
omnipotence	fear	0.406	onipotência
rubble	fear	0.406	destroços, Pedregulho
escape	fear	0.406	escapar
whimper	fear	0.406	choramingar
dismissal	fear	0.406	demissão
screech	fear	0.406	guinchar
resection	fear	0.406	ressecção
disorder	fear	0.406	transtorno
possession	fear	0.406	posse
claw	fear	0.406	garra
blackout	fear	0.406	queda de energia
squall	fear	0.406	tempestade
disabled	fear	0.406	Desativado
deport	fear	0.406	deportar
disgust	fear	0.406	desgosto
stressful	fear	0.406	estressante
socialism	fear	0.405	socialismo
conspiracy	fear	0.400	conspiração
toughness	fear	0.400	dureza
defection	fear	0.398	deserção
absence	fear	0.396	ausência
moan	fear	0.394	gemer
crusade	fear	0.392	cruzada
overt	fear	0.391	evidente
whatdoido	fear	0.391	o que eu faço
refutation	fear	0.391	refutação
descent	fear	0.391	descida
reject	fear	0.391	rejeitar
suspicion	fear	0.391	suspeita
exigent	fear	0.391	exigente
concealment	fear	0.391	ocultação
xanax	fear	0.391	xanax
cleave	fear	0.391	partir
diagnosis	fear	0.391	diagnóstico
separation	fear	0.391	separação
spaz	fear	0.391	spaz
musket	fear	0.391	mosquete
brimstone	fear	0.391	enxofre
repellent	fear	0.391	repelente
discrimination	fear	0.391	discriminação
unrest	fear	0.391	agitação
insolvency	fear	0.391	insolvência
submission	fear	0.391	submissão
mental	fear	0.391	mental
scarecrow	fear	0.391	espantalho
snare	fear	0.391	laço
unemployed	fear	0.391	desempregado
stifled	fear	0.391	sufocado
procedure	fear	0.391	procedimento
excitation	fear	0.391	excitação
cyst	fear	0.391	cisto
avoiding	fear	0.391	evitando
lose	fear	0.391	perder
nervy	fear	0.391	nervoso
gulp	fear	0.391	gole
conquer	fear	0.391	conquistar
dubious	fear	0.391	duvidoso
hardened	fear	0.391	endurecido
radon	fear	0.391	radônio
urgency	fear	0.391	urgência
theocratic	fear	0.391	teocrático
poverty	fear	0.391	pobreza
throb	fear	0.388	pulsar
outcast	fear	0.388	exilado
orc	fear	0.388	orc
disapprove	fear	0.380	desaprovar
dontpanic	fear	0.378	não entrar em pânico
withdrawals	fear	0.377	saques
plea	fear	0.377	declarar
expose	fear	0.375	expor
edict	fear	0.375	edito
frigate	fear	0.375	fragata
bunker	fear	0.375	bunker
obligor	fear	0.375	Devedor
suspected	fear	0.375	suspeito
interrogate	fear	0.375	interrogar
escaped	fear	0.375	escapou
flu	fear	0.375	gripe
ocd	fear	0.375	ocd
taunt	fear	0.375	insultar
sultan	fear	0.375	sultão
bad	fear	0.375	mau
bankrupt	fear	0.375	falido
psychological	fear	0.375	psicológico
dentistry	fear	0.375	odontologia
chimera	fear	0.375	quimera
sneaking	fear	0.375	esgueirar-se
nauseous	fear	0.375	nauseante
barricade	fear	0.375	barricada
locust	fear	0.375	gafanhoto
dissolution	fear	0.375	dissolução
misconception	fear	0.375	equívoco
embarrassment	fear	0.375	embaraço
chasm	fear	0.375	abismo
grieve	fear	0.375	lamentar
khan	fear	0.375	cã
coldness	fear	0.375	frieza
kerosene	fear	0.375	querosene
antsy	fear	0.375	agitado
mentalhealth	fear	0.375	saúde mental
obi	fear	0.375	obi
pressure	fear	0.375	pressão
military	fear	0.375	militares
whirlpool	fear	0.375	hidromassagem
repellant	fear	0.373	repelente
unknown	fear	0.369	desconhecido
pare	fear	0.367	aparar
jealousy	fear	0.365	ciúmes
formidable	fear	0.359	formidável
desert	fear	0.359	deserto
cautionary	fear	0.359	cautelar
onedge	fear	0.359	no limite
jaundice	fear	0.359	icterícia
pessimism	fear	0.359	pessimismo
recurring	fear	0.359	recorrente
difficult	fear	0.359	difícil
concerned	fear	0.359	preocupado
consternation	fear	0.359	consternação
bottomless	fear	0.359	sem fundo
revolution	fear	0.359	revolução
stint	fear	0.359	período
government	fear	0.359	governo
bankruptcy	fear	0.359	falência
timid	fear	0.359	tímido
contempt	fear	0.359	desprezo
warned	fear	0.359	avisou
measles	fear	0.359	sarampo
rejects	fear	0.359	rejeita
sectarian	fear	0.359	sectário
headaches	fear	0.359	dores de cabeça
dart	fear	0.359	dardo
sortie	fear	0.359	surtida
wasting	fear	0.359	desperdiçando
conquest	fear	0.359	conquista
depreciation	fear	0.359	depreciação
mournful	fear	0.359	triste
mandamus	fear	0.359	mandamus
spike	fear	0.359	Espigão
cur	fear	0.359	cur
burke	fear	0.359	burca
rebel	fear	0.359	rebelde
exam	fear	0.359	exame
anomaly	fear	0.359	anomalia
mug	fear	0.359	caneca
constrain	fear	0.358	restringir
languishing	fear	0.358	definhando
bane	fear	0.356	maldição
impeach	fear	0.354	acusar
warden	fear	0.354	guardião
adverse	fear	0.352	desfavoraveis
lawyer	fear	0.349	advogado
libel	fear	0.348	difamação
retrenchment	fear	0.345	contenção
imminent	fear	0.345	iminente
shame	fear	0.344	vergonha
avoidance	fear	0.344	evitação
shortage	fear	0.344	falta
opium	fear	0.344	ópio
swerve	fear	0.344	desviar
evade	fear	0.344	fugir
servile	fear	0.344	servil
pest	fear	0.344	praga
hesitation	fear	0.344	hesitação
loneliness	fear	0.344	solidão
discipline	fear	0.344	disciplina
fanaticism	fear	0.344	fanatismo
sorrow	fear	0.344	tristeza
hiss	fear	0.344	silvo
belittle	fear	0.344	menosprezar
knell	fear	0.344	ajoelhar
contentious	fear	0.344	contencioso
bearish	fear	0.344	grosseiro
opposed	fear	0.344	oposição
launches	fear	0.344	lançamentos
taboo	fear	0.344	tabu
cutter	fear	0.344	cortador
defy	fear	0.344	desafiar
unjustifiable	fear	0.344	injustificável
parachute	fear	0.344	pára-quedas
eel	fear	0.344	enguia
psych	fear	0.344	psicológico
aaaaaaah	fear	0.344	aaaaaah
verdict	fear	0.344	veredito
mri	fear	0.344	ressonância magnética
shaky	fear	0.344	instável
resistant	fear	0.344	resistente
obstacle	fear	0.344	obstáculo
reckless	fear	0.344	irresponsável
recession	fear	0.344	recessão
disrespectful	fear	0.343	desrespeitoso
phalanx	fear	0.342	falange
creature	fear	0.340	criatura
specter	fear	0.331	espectro
mortgage	fear	0.331	hipoteca
enigmatic	fear	0.329	enigmático
supremacy	fear	0.328	supremacia
bugaboo	fear	0.328	bicho-papão
defendant	fear	0.328	réu
feeling	fear	0.328	sentimento
ethereal	fear	0.328	etéreo
undesirable	fear	0.328	indesejável
mishap	fear	0.328	acidente
outpost	fear	0.328	posto avançado
weirdo	fear	0.328	esquisito
caution	fear	0.328	Cuidado
spillin	fear	0.328	derramando
dike	fear	0.328	dique
dominion	fear	0.328	domínio
wimp	fear	0.328	covarde
quash	fear	0.328	anular
subordinate	fear	0.328	subordinar
shank	fear	0.328	pernil
remove	fear	0.328	remover
senseless	fear	0.328	sem sentido
shutdown	fear	0.328	desligar
gametime	fear	0.328	hora do jogo
uhoh	fear	0.328	uh
loom	fear	0.328	tear
police	fear	0.328	polícia
wrongly	fear	0.328	erroneamente
unlucky	fear	0.328	azarado
gladiator	fear	0.328	gladiador
adrift	fear	0.328	à deriva
hives	fear	0.328	urticária
smut	fear	0.328	obscenidade
encumbrance	fear	0.328	estorvo
unsettled	fear	0.327	instável
scarce	fear	0.327	escasso
antisocial	fear	0.324	anti-social
astray	fear	0.320	extraviado
vigilant	fear	0.319	Vigilância
socialist	fear	0.318	socialista
halter	fear	0.318	alça
pessimist	fear	0.317	pessimista
pacing	fear	0.316	andando
wimpy	fear	0.312	fracote
clinical	fear	0.312	clínico
blight	fear	0.312	praga
muzzle	fear	0.312	focinho
ahhhhhhhh	fear	0.312	ahhhhhhh
therapist	fear	0.312	terapeuta
laxative	fear	0.312	laxante
obsessing	fear	0.312	obsessivo
seclusion	fear	0.312	isolamento
foreigner	fear	0.312	estrangeiro
dentist	fear	0.312	dentista
chargeable	fear	0.312	exigível
deadline	fear	0.312	data limite
uneasy	fear	0.312	inquieto
valium	fear	0.312	valium
powerful	fear	0.312	poderoso
opponent	fear	0.312	oponente
ordnance	fear	0.312	artilharia
cram	fear	0.312	empinar
unexpected	fear	0.312	inesperado
thorny	fear	0.312	espinhoso
discontinuity	fear	0.312	descontinuidade
conspire	fear	0.312	conspirar
collusion	fear	0.312	conluio
litigate	fear	0.312	litigar
unkind	fear	0.312	cruel
whirlwind	fear	0.312	redemoinho
nether	fear	0.312	inferior
trickery	fear	0.312	malandragem
bewilderment	fear	0.312	perplexidade
overthinking	fear	0.309	pensar demasiado
doubts	fear	0.308	dúvidas
seriousness	fear	0.305	gravidade
irrational	fear	0.305	irracional
erase	fear	0.303	apagar
teasing	fear	0.303	provocando
razor	fear	0.303	navalha
sweating	fear	0.298	sudorese
mage	fear	0.297	mago
giant	fear	0.297	gigante
weighty	fear	0.297	pesado
warning	fear	0.297	aviso
avoid	fear	0.297	evitar
inflation	fear	0.297	inflação
mislead	fear	0.297	enganar
adjudicate	fear	0.297	julgar
endless	fear	0.297	sem fim
deflation	fear	0.297	deflação
depreciated	fear	0.297	depreciado
bitch	fear	0.297	cadela
swamp	fear	0.297	pântano
bale	fear	0.297	fardo
dashed	fear	0.297	tracejadas
crouching	fear	0.297	agachado
flounder	fear	0.297	linguado
hide	fear	0.297	ocultar
reluctant	fear	0.297	relutante
unsurpassed	fear	0.297	insuperável
medical	fear	0.297	médico
timidity	fear	0.297	timidez
auditor	fear	0.297	auditor
deluge	fear	0.287	dilúvio
disinformation	fear	0.286	desinformação
court	fear	0.284	quadra
aversion	fear	0.283	aversão
cartridge	fear	0.281	cartucho
unfriendly	fear	0.281	hostil
cautious	fear	0.281	cauteloso
surveillance	fear	0.281	vigilância
yelp	fear	0.281	gritar
confusion	fear	0.281	confusão
apache	fear	0.281	apache
flying	fear	0.281	vôo
submitting	fear	0.281	submetendo
discourage	fear	0.281	desencorajar
rush	fear	0.281	correr
fortress	fear	0.281	fortaleza
dwarfed	fear	0.281	anão
challenge	fear	0.281	desafio
notready	fear	0.281	não está pronto
wan	fear	0.281	pálido
mistaken	fear	0.281	enganado
hurryup	fear	0.281	se apresse
swelling	fear	0.281	inchaço
oncoming	fear	0.281	próximo
remains	fear	0.281	restos
unruly	fear	0.281	rebelde
bigoted	fear	0.281	intolerante
intense	fear	0.279	intenso
noncompliance	fear	0.276	descumprimento
alerts	fear	0.276	alertas
planes	fear	0.274	aviões
cop	fear	0.273	policial
displeased	fear	0.273	descontente
unbridled	fear	0.271	desenfreado
problem	fear	0.266	problema
crouch	fear	0.266	agachar
sneak	fear	0.266	esgueirar-se
hood	fear	0.266	de capuz
force	fear	0.266	força
confession	fear	0.266	confissão
posse	fear	0.266	posse
banger	fear	0.266	estrondoso
belt	fear	0.266	cinto
crowds	fear	0.266	multidões
elevation	fear	0.266	elevação
insomnia	fear	0.266	insônia
auditions	fear	0.266	audições
forgotten	fear	0.266	esquecido
affront	fear	0.266	afronta
cloak	fear	0.266	capa
newjob	fear	0.266	novo emprego
blindfold	fear	0.266	de olhos vendados
skid	fear	0.266	derrapar
blemish	fear	0.266	defeito
uncanny	fear	0.266	estranho
sentence	fear	0.266	frase
cupping	fear	0.266	ventosaterapia
regiment	fear	0.266	regimento
hooded	fear	0.266	encapuzado
operation	fear	0.266	Operação
immerse	fear	0.266	imergir
shanghai	fear	0.266	Xangai
acrobat	fear	0.266	acrobata
flurries	fear	0.266	rajadas
spur	fear	0.262	estimular
mortgagor	fear	0.258	hipoteca
defense	fear	0.258	defesa
insect	fear	0.250	inseto
defend	fear	0.250	defender
cataract	fear	0.250	catarata
stealthy	fear	0.250	furtivo
swampy	fear	0.250	pantanoso
sunk	fear	0.250	afundado
run	fear	0.250	corre
scapegoat	fear	0.250	bode expiatório
jobinterview	fear	0.250	entrevista de emprego
repent	fear	0.250	arrepender-se
breakingnews	fear	0.250	últimas notícias
obliging	fear	0.250	prestativo
rascal	fear	0.250	patife
impatiently	fear	0.250	impacientemente
react	fear	0.250	reagir
doubt	fear	0.250	dúvida
guard	fear	0.250	guarda
forewarned	fear	0.250	prevenido
foul	fear	0.250	falta
indifference	fear	0.250	indiferença
hag	fear	0.250	bruxa
picket	fear	0.250	piquete
delusional	fear	0.250	delirante
standstill	fear	0.250	paralisação
rating	fear	0.250	Avaliação
spinster	fear	0.250	solteirona
unfamiliar	fear	0.250	desconhecido
indecisive	fear	0.250	indeciso
grounded	fear	0.242	de castigo
badhabit	fear	0.242	mau hábito
highest	fear	0.236	Altíssima
aaaah	fear	0.234	aaaah
shrink	fear	0.234	Psiquiatra
insomniac	fear	0.234	insone
chicken	fear	0.234	frango
bee	fear	0.234	abelha
inequality	fear	0.234	desigualdade
verge	fear	0.234	Beira
shelters	fear	0.234	abrigos
buzz	fear	0.234	zumbido
buck	fear	0.234	bode
discontent	fear	0.234	descontentamento
difficulty	fear	0.234	dificuldade
finalized	fear	0.234	finalizado
overdrive	fear	0.234	overdrive
pinion	fear	0.234	pinhão
scaffold	fear	0.234	andaime
dependence	fear	0.234	dependência
rekindle	fear	0.234	reacender
instinctive	fear	0.234	instintivo
thatmoment	fear	0.234	aquele momento
sleepless	fear	0.234	sem dormir
intercede	fear	0.234	interceder
psychiatrist	fear	0.234	psiquiatra
rushing	fear	0.233	apressado
overslept	fear	0.226	dormiu demais
default	fear	0.226	predefinição
confessional	fear	0.225	confessional
impatient	fear	0.224	impaciente
tactics	fear	0.219	táticas
aga	fear	0.219	aga
blues	fear	0.219	blues
thrill	fear	0.219	emoção
immigrant	fear	0.219	imigrante
veer	fear	0.219	desviar
sweat	fear	0.219	suor
cane	fear	0.219	bengala
revelations	fear	0.219	revelações
whatif	fear	0.219	e se
waver	fear	0.219	vacilar
jungle	fear	0.219	selva
fingerscrossed	fear	0.219	dedos cruzados
stingy	fear	0.219	avarento
bait	fear	0.219	isca
unequal	fear	0.219	desigual
lastminute	fear	0.219	último minuto
heft	fear	0.219	peso
overtired	fear	0.218	exausto
prognosis	fear	0.217	prognóstico
alertness	fear	0.216	alerta
hyped	fear	0.214	sensacionalista
wishmeluck	fear	0.212	me deseje sorte
somuchtodo	fear	0.212	souchtodo
toomuchtodo	fear	0.212	muito para fazer
tryouts	fear	0.210	testes
clowns	fear	0.207	palhaços
fluctuation	fear	0.204	flutuação
examination	fear	0.204	exame
restless	fear	0.204	sem descanso
uphill	fear	0.203	subida
quail	fear	0.203	Codorna
phew	fear	0.203	ufa
mighty	fear	0.203	poderoso
cross	fear	0.203	Cruz
hurry	fear	0.203	pressa
recesses	fear	0.203	recessos
intimacy	fear	0.203	intimidade
overcome	fear	0.203	superar
birth	fear	0.203	nascimento
acceptances	fear	0.203	aceitações
help	fear	0.203	ajuda
fearless	fear	0.200	destemido
change	fear	0.198	mudança
ware	fear	0.198	porcelana
withstand	fear	0.197	suportar
asap	fear	0.191	assim que possível
heighten	fear	0.188	aumentar
watch	fear	0.188	ver
tract	fear	0.188	trato
advance	fear	0.188	avançar
overcoming	fear	0.188	superação
attorney	fear	0.188	advogado
deadlines	fear	0.188	prazos
bug	fear	0.188	incomodar
knots	fear	0.188	nós
owing	fear	0.188	devido
waitinggame	fear	0.188	jogo de espera
unorganised	fear	0.188	desorganizado
gnome	fear	0.188	gnomo
fragile	fear	0.188	frágil
cautiously	fear	0.188	cautelosamente
stillness	fear	0.188	quietude
intrigue	fear	0.188	intriga
rule	fear	0.188	regra
elf	fear	0.185	duende
stillwaiting	fear	0.184	ainda esperando
lonely	fear	0.183	sozinho
slippery	fear	0.181	escorregadio
interview	fear	0.180	entrevista
everyman	fear	0.178	homem comum
speculation	fear	0.176	especulação
needtoknow	fear	0.173	precisa saber
worship	fear	0.172	adoração
unsure	fear	0.172	inseguro
surprise	fear	0.172	surpresa
settlor	fear	0.172	instituidor
competition	fear	0.172	concorrência
readytogo	fear	0.172	pronto para ir
checkpoint	fear	0.172	posto de controle
composure	fear	0.172	compostura
interviewer	fear	0.172	entrevistador
chaff	fear	0.172	palha
regulatory	fear	0.172	regulamentar
birch	fear	0.172	bétula
shell	fear	0.172	Concha
assessment	fear	0.172	avaliação
uncertain	fear	0.172	incerto
rod	fear	0.172	Cajado
humanrights	fear	0.172	direitos humanos
less	fear	0.167	menos
coy	fear	0.162	recatado
iris	fear	0.160	íris
intimately	fear	0.156	intimamente
hearing	fear	0.156	audição
legalized	fear	0.156	legalizado
needit	fear	0.156	preciso disso
audition	fear	0.156	audição
retirement	fear	0.156	aposentadoria
countdown	fear	0.156	contagem regressiva
sly	fear	0.156	astuto
bases	fear	0.156	bases
ceasefire	fear	0.156	cessar-fogo
medication	fear	0.156	medicamento
courageous	fear	0.154	corajoso
overthinker	fear	0.153	pensador demais
backtrack	fear	0.151	retroceder
dawned	fear	0.150	amanheceu
censor	fear	0.149	censurar
bailiff	fear	0.147	oficial de justiça
syllabus	fear	0.147	programa de Estudos
delay	fear	0.141	atraso
newcomer	fear	0.141	recém-chegado
imagination	fear	0.141	imaginação
waiting	fear	0.141	espera
gent	fear	0.141	cavalheiro
validity	fear	0.141	validade
cove	fear	0.141	enseada
rationality	fear	0.141	racionalidade
caricature	fear	0.141	caricatura
eventuality	fear	0.141	eventualidade
alreadyyyyy	fear	0.140	jáaaa
shy	fear	0.140	tímido
symptom	fear	0.133	sintoma
excite	fear	0.132	excitar
raccoon	fear	0.127	guaxinim
clown	fear	0.125	palhaço
tryout	fear	0.125	Tente
needtorelax	fear	0.125	precisa relaxar
swim	fear	0.125	nadar
campaigning	fear	0.125	campanha
hawk	fear	0.125	Falcão
prevent	fear	0.125	evita
gameday	fear	0.125	Dia de jogo
ahhh	fear	0.125	Ahhh
marry	fear	0.125	casar
sprite	fear	0.125	duende
soready	fear	0.125	tão pronto
sag	fear	0.123	ceder
pharmacy	fear	0.123	farmacia
policeman	fear	0.121	policial
dreamt	fear	0.111	sonhou
lace	fear	0.111	renda
homework	fear	0.109	trabalho de casa
destination	fear	0.109	destino
incase	fear	0.109	em caso
pray	fear	0.109	rezar
knot	fear	0.109	nó
confidence	fear	0.109	confiança
bigday	fear	0.109	Grande dia
holiness	fear	0.109	santidade
notoriety	fear	0.109	notoriedade
weight	fear	0.109	peso
slender	fear	0.100	delgado
undecided	fear	0.098	indeciso
sympathetic	fear	0.097	simpático
poise	fear	0.094	equilíbrio
case	fear	0.094	caso
treat	fear	0.094	tratar
locate	fear	0.094	localizar
loyal	fear	0.094	leal
grades	fear	0.094	notas
god	fear	0.094	Deus
helmet	fear	0.094	capacete
confident	fear	0.094	confiante
counsellor	fear	0.094	conselheiro
northeast	fear	0.088	nordeste
graduation	fear	0.078	graduação
compassion	fear	0.078	compaixão
nurture	fear	0.078	nutrir
graded	fear	0.075	classificado
mum	fear	0.070	mãe
infant	fear	0.067	infantil
journey	fear	0.062	jornada
parade	fear	0.062	parada
gradschool	fear	0.062	pós Graduação
civilian	fear	0.062	civil
cloudiness	fear	0.062	nebulosidade
cash	fear	0.062	dinheiro
civilians	fear	0.062	civis
guidelines	fear	0.062	diretrizes
soulmate	fear	0.062	alma gêmea
youth	fear	0.062	juventude
opera	fear	0.057	ópera
synonymous	fear	0.056	sinônimo
honest	fear	0.047	honesto
praying	fear	0.047	Rezar
intelligence	fear	0.038	inteligência
volunteer	fear	0.031	voluntário
romance	fear	0.031	romance
lines	fear	0.031	linhas
obey	fear	0.016	obedecer
happiest	joy	0.986	mais feliz
happiness	joy	0.984	felicidade
bliss	joy	0.971	felicidade
celebrating	joy	0.970	a comemorar
jubilant	joy	0.969	jubiloso
ecstatic	joy	0.954	em êxtase
elation	joy	0.944	euforia
beaming	joy	0.938	radiante
bestdayever	joy	0.938	melhor dia de todos
loveee	joy	0.932	amor
celebration	joy	0.929	celebração
awesomeness	joy	0.926	Maravilha
joy	joy	0.924	alegria
joyous	joy	0.922	feliz
fabulous	joy	0.922	fabuloso
happily	joy	0.922	Felizmente
excitement	joy	0.922	excitação
exuberance	joy	0.922	exuberância
makesmehappy	joy	0.922	me faz feliz
euphoria	joy	0.922	euforia
lovee	joy	0.920	amor
gratitude	joy	0.914	gratidão
happydance	joy	0.912	dança feliz
merriment	joy	0.912	alegria
spectacular	joy	0.912	espetacular
overjoyed	joy	0.909	muito feliz
purebliss	joy	0.909	puro êxtase
triumphant	joy	0.907	triunfante
ecstasy	joy	0.906	êxtase
lovelovelove	joy	0.906	amor Amor amor
cheerful	joy	0.906	alegre
cheer	joy	0.897	alegrar
elated	joy	0.894	exaltado
peaceofmind	joy	0.891	paz de espírito
jolly	joy	0.891	alegre
delighted	joy	0.891	encantado
lovethis	joy	0.891	amo isso
excitation	joy	0.891	excitação
exhilaration	joy	0.891	alegria
pleasures	joy	0.891	prazeres
laugh	joy	0.891	riso
marvelously	joy	0.881	maravilhosamente
loving	joy	0.879	amoroso
joyful	joy	0.879	alegre
blissful	joy	0.879	feliz
outstanding	joy	0.879	excepcional
pleasurable	joy	0.877	agradável
lovinglife	joy	0.875	vida amorosa
enthusiastic	joy	0.875	entusiasmado
glee	joy	0.875	alegria
iloveher	joy	0.875	Eu amo-a
yaaaay	joy	0.875	aaaa
overthemoon	joy	0.875	sobre a Lua
happyplace	joy	0.875	lugar feliz
sohappy	joy	0.868	tão feliz
superb	joy	0.864	soberbo
woohoo	joy	0.864	woohoo
laughing	joy	0.864	risonho
wonderful	joy	0.863	Maravilhoso
hooray	joy	0.859	viva
loved	joy	0.859	amavam
tearsofjoy	joy	0.859	lágrimas de alegria
hallelujah	joy	0.859	Aleluia
magnificent	joy	0.859	magnífico
glory	joy	0.859	glória
ilovechristmas	joy	0.859	Eu amo o natal
brilliant	joy	0.859	brilhante
celebrated	joy	0.859	célebre
cheering	joy	0.859	torcendo
yayyyy	joy	0.859	aaaa
heavenly	joy	0.853	celestial
exciting	joy	0.853	excitante
thrilled	joy	0.851	emocionados
mademyday	joy	0.848	fez o meu dia
hohoho	joy	0.845	hohoho
celebrate	joy	0.844	comemoro
wonderfully	joy	0.844	maravilhosamente
blessing	joy	0.844	bênção
favoriteholiday	joy	0.844	feriado favorito
paradise	joy	0.833	paraíso
marvellous	joy	0.833	maravilhoso
festive	joy	0.833	festivo
sweetness	joy	0.833	Doçura
blessed	joy	0.833	abençoado
celebrations	joy	0.833	celebrações
compliment	joy	0.831	elogio
smiling	joy	0.828	sorridente
allsmiles	joy	0.828	sorrisos de todos
love	joy	0.828	amor
enchanting	joy	0.828	encantador
homesweethome	joy	0.826	lar Doce Lar
thankyougod	joy	0.824	obrigado deus
marvelous	joy	0.824	maravilhoso
laughter	joy	0.824	risada
goodmood	joy	0.819	bom humor
goodness	joy	0.818	bondade
excellence	joy	0.818	excelência
sensational	joy	0.818	sensacional
joys	joy	0.818	alegrias
delightful	joy	0.818	delicioso
excited	joy	0.818	animado
rejoicing	joy	0.818	alegria
happyheart	joy	0.818	coração feliz
celebratory	joy	0.818	comemorativo
greatful	joy	0.816	agradecido
jovial	joy	0.814	jovial
rejoice	joy	0.812	alegrar
splendid	joy	0.812	esplêndido
enjoy	joy	0.812	desfrutar
smiley	joy	0.812	risonho
glorious	joy	0.812	glorioso
