English Word	Emotion	Emotion-Intensity-Score	Irish Word
iloveher	joy	0.875	tá grá agam di
yaaaay	joy	0.875	yaaay
overthemoon	joy	0.875	overthemoon
happyplace	joy	0.875	áit sona
sohappy	joy	0.868	chomh sásta
superb	joy	0.864	thar barr
woohoo	joy	0.864	woohoo
laughing	joy	0.864	ag gáire
wonderful	joy	0.863	iontach
hooray	joy	0.859	húire
loved	joy	0.859	grá
tearsofjoy	joy	0.859	deora áthas
hallelujah	joy	0.859	hallelujah
magnificent	joy	0.859	iontach
glory	joy	0.859	ghlóir
ilovechristmas	joy	0.859	Nollag
brilliant	joy	0.859	thar cionn
celebrated	joy	0.859	ceiliúradh
cheering	joy	0.859	ag gártha
yayyyy	joy	0.859	yayyyy
heavenly	joy	0.853	neamhaí
exciting	joy	0.853	spreagúil
thrilled	joy	0.851	ar bís
mademyday	joy	0.848	rinne mo lá
hohoho	joy	0.845	hohoho
celebrate	joy	0.844	ceiliúradh
wonderfully	joy	0.844	go hiontach
blessing	joy	0.844	beannacht
favoriteholiday	joy	0.844	saoire is fearr leat
paradise	joy	0.833	Paradise
marvellous	joy	0.833	iontach
festive	joy	0.833	fhéile
sweetness	joy	0.833	binneas
blessed	joy	0.833	beannaithe
celebrations	joy	0.833	ceiliúrtha
compliment	joy	0.831	moladh
smiling	joy	0.828	miongháire
allsmiles	joy	0.828	aoibh gháire
love	joy	0.828	grá
enchanting	joy	0.828	draíochtúil
homesweethome	joy	0.826	Níl aon tinteán mar do thinteán féin
thankyougod	joy	0.824	go raibh maith agat Dia
marvelous	joy	0.824	iontach
laughter	joy	0.824	gáire
goodmood	joy	0.819	dea-ghiúmar
goodness	joy	0.818	maitheas
excellence	joy	0.818	barr feabhais
sensational	joy	0.818	sensational
joys	joy	0.818	sólás
delightful	joy	0.818	aoibhinn
excited	joy	0.818	ar bís
rejoicing	joy	0.818	rejoicing
happyheart	joy	0.818	croí sásta
celebratory	joy	0.818	ceiliúrtha
greatful	joy	0.816	iontach
jovial	joy	0.814	jovial
rejoice	joy	0.812	rejoice
splendid	joy	0.812	iontach
enjoy	joy	0.812	taitneamh a bhaint as
smiley	joy	0.812	gáire
glorious	joy	0.812	glórmhar
victorious	joy	0.812	buaiteach
lovemaking	joy	0.812	déanamh grá
bonanza	joy	0.812	bonanza
greatday	joy	0.812	lá iontach
excellent	joy	0.812	ar fheabhas
goodtimes	joy	0.811	craic mhaith
whatmakesmesmile	joy	0.811	cad a dhéanannmesmile
happyday	joy	0.809	lá sona
myfavorite	joy	0.804	is fearr liom
thankyoulord	joy	0.803	go raibh maith agat
gladness	joy	0.803	áthas
yayyy	joy	0.803	yayyy
yeahhhh	joy	0.803	seahhhh
pleasure	joy	0.803	pléisiúir
giggle	joy	0.802	gáire
happier	joy	0.797	níos sona
lovemylife	joy	0.797	mo shaol grá
magnificence	joy	0.797	maorga
happytweet	joy	0.797	tweet sásta
lovinlife	joy	0.797	saol gránda
yesss	joy	0.797	tá
dancing	joy	0.797	ag damhsa
success	joy	0.797	rath
grateful	joy	0.789	buíoch
amuse	joy	0.788	amus
splendor	joy	0.788	spleodar
happy	joy	0.788	sásta
fun	joy	0.788	craic
giggling	joy	0.781	ag gáire
glad	joy	0.781	sásta
glorify	joy	0.781	glóirigh
radiant	joy	0.781	radanta
beautiful	joy	0.781	álainn
solucky	joy	0.781	socrach
sothankful	joy	0.781	sothuigthe
enchanted	joy	0.781	draíocht
romance	joy	0.779	rómáns
perfection	joy	0.779	foirfeachta
christmassy	joy	0.779	nollaig
heavens	joy	0.779	flaithis
thrilling	joy	0.776	thrilling
lovable	joy	0.773	leamh
congrats	joy	0.773	comhghairdeas
fiesta	joy	0.773	fiesta
entertain	joy	0.773	siamsaíocht
happyvalentinesday	joy	0.773	Lá Fhéile Vailintín sona duit
miraculous	joy	0.773	míorúilteach
cheers	joy	0.773	gártha
cheered	joy	0.773	cheered
positivity	joy	0.773	dearfacht
funday	joy	0.772	lá spraoi
enjoying	joy	0.771	ag baint suilt as
lifeisgood	joy	0.766	tá an saol go maith
amused	joy	0.766	amus
goodfeeling	joy	0.766	dea-mhéin
christmasspirit	joy	0.766	spiorad na Nollag
cuddling	joy	0.766	ag gul
smiles	joy	0.766	aoibh gháire
sosweet	joy	0.766	chomh milis
thebest	joy	0.766	an _____ is fearr
party	joy	0.765	cóisir
delight	joy	0.765	áthas
orgasm	joy	0.765	orgasm
positive	joy	0.761	dearfach
sweetheart	joy	0.758	milseán
enlighten	joy	0.758	solas
cheerfulness	joy	0.758	cheerfulness
miracles	joy	0.758	míorúiltí
giddy	joy	0.757	giddy
christmastime	joy	0.757	nollaig
gratify	joy	0.750	sásaimh
greatness	joy	0.750	móruaisle
friendliness	joy	0.750	cairdiúlacht
blessings	joy	0.750	beannachtaí
laughs	joy	0.750	gáire
tistheseason	joy	0.750	séasúr
smile	joy	0.750	meangadh
pleasing	joy	0.750	taitneamhach
romantic	joy	0.750	rómánsúil
happyholidays	joy	0.750	laethanta saoire sona
frolic	joy	0.748	frolic
jubilee	joy	0.742	iubhaile
miracle	joy	0.742	míorúilt
enthusiasm	joy	0.742	díograis
selflove	joy	0.742	féinghrá
triumph	joy	0.742	bua
magical	joy	0.742	draíochtúil
rewarding	joy	0.742	luach saothair
goodvibes	joy	0.742	goodvibes
positiveenergy	joy	0.742	fuinneamh dearfach
feelgood	joy	0.736	mothú go maith
prosperity	joy	0.735	rathúnas
behappy	joy	0.734	sásta
admiration	joy	0.734	meas
passionate	joy	0.734	paiseanta
goodday	joy	0.734	lá maith
luxurious	joy	0.734	luxurious
tgif	joy	0.734	tgif
victory	joy	0.734	bua
feelinggood	joy	0.734	mothú go maith
enchant	joy	0.734	draíocht
greatnight	joy	0.734	oíche mhór
vivacious	joy	0.734	bríomhar
glorification	joy	0.733	glóiriú
sing	joy	0.729	canadh
glowing	joy	0.729	ag lasadh
yessss	joy	0.728	táss
fulfillment	joy	0.728	comhlíonadh
breathtaking	joy	0.728	breathta
thankful	joy	0.727	buíoch
cheery	joy	0.727	cheery
santa	joy	0.727	santach
hurrah	joy	0.727	deifir
christmasbreak	joy	0.727	briseadh na Nollag
win	joy	0.727	bua
atpeace	joy	0.727	suaimhneas
award	joy	0.727	bronnadh
merry	joy	0.727	meidhreach
inspiration	joy	0.725	inspioráid
radiance	joy	0.725	radiance
pleased	joy	0.725	sásta
uplift	joy	0.723	ardú
optimistic	joy	0.723	dóchasach
heaven	joy	0.721	neamh
lucky	joy	0.721	ádh
godisgreat	joy	0.721	diasgreat
holidays	joy	0.721	Laethanta Saoire
thrill	joy	0.721	sult
congratulatory	joy	0.719	comhghairdeachas
thriving	joy	0.719	faoi bhláth
amusement	joy	0.719	siamsa
perfect	joy	0.719	foirfe
lover	joy	0.719	leannán
xmas	joy	0.719	nollaig
heartfelt	joy	0.719	croíúil
utopian	joy	0.719	útóipeach
lovely	joy	0.719	álainn
harmony	joy	0.719	chéile
praising	joy	0.719	ag moladh
brighten	joy	0.719	gile
luckiest	joy	0.712	ádh mór
merrychristmas	joy	0.712	Nollaig Shona
magic	joy	0.712	draíocht
achievement	joy	0.712	éacht
yay	joy	0.712	yay
holiday	joy	0.712	saoire
treasures	joy	0.712	seoda
luxury	joy	0.712	só
bestfeeling	joy	0.712	mothú is fearr
intimate	joy	0.710	dlúth
soblessed	joy	0.706	sámh
yaaay	joy	0.706	yáay
rave	joy	0.706	rave
chuckle	joy	0.706	béic
proud	joy	0.704	bródúil
winning	joy	0.703	ag buachan
cherish	joy	0.703	chothaímid
goodnews	joy	0.703	Nuacht Maith
fuckyeah	joy	0.703	fuckyeah
optimism	joy	0.703	dóchas
amazingly	joy	0.703	go hiontach
lovelife	joy	0.703	saol ghrá
truelove	joy	0.703	fíorghrá
beautification	joy	0.703	áilleacht
satisfying	joy	0.703	sásúil
appreciates	joy	0.703	meas
cuddled	joy	0.703	cuachta
goodlife	joy	0.703	saol maith
gooood	joy	0.703	maith
sweetest	joy	0.703	is milse
yaay	joy	0.700	yaay
entertained	joy	0.700	siamsaíocht
excite	joy	0.697	sceitimíní
newbeginnings	joy	0.693	nuabheirthe
praisejesus	joy	0.691	moladh Íosa
birthday	joy	0.691	Breithlá
greatfriends	joy	0.688	cairde mór
adoration	joy	0.688	adhradh
godsend	joy	0.688	dia
favorite	joy	0.688	is fearr leat
content	joy	0.688	ábhar
entertaining	joy	0.688	siamsaíocht
honored	joy	0.688	onóir
metime	joy	0.688	metime
exquisite	joy	0.688	fíorálainn
holidayseason	joy	0.688	laethanta saoire
thankyoujesus	joy	0.688	go raibh maith agat
angelic	joy	0.688	aingil
goodhealth	joy	0.682	Sláinte
majestic	joy	0.682	maorga
luscious	joy	0.682	lusach
memoriesiwontforget	joy	0.682	cuimhní dearmad
bestfriends	joy	0.682	cairde is fearr
precious	joy	0.682	lómhara
appreciated	joy	0.682	meas
exaltation	joy	0.682	móradh
smiled	joy	0.682	aoibh
brightens	joy	0.682	geallann
tranquility	joy	0.679	suaimhneas
marry	joy	0.676	pósadh
embrace	joy	0.676	glacadh
positively	joy	0.676	go dearfach
grin	joy	0.672	grin
hug	joy	0.672	barróg
hilarious	joy	0.672	ghreannmhar
dearest	joy	0.672	is deise
contentment	joy	0.672	sásamh
accomplished	joy	0.672	i gcrích
relaxation	joy	0.672	scíthe
bday	joy	0.672	blá
enliven	joy	0.672	beocht
weeeee	joy	0.672	gioblach
giggles	joy	0.672	giggles
fulfilled	joy	0.667	comhlíonta
bountiful	joy	0.667	bountiful
victor	joy	0.667	bua
adore	joy	0.667	adhair
boisterous	joy	0.667	borb
fulfill	joy	0.664	chomhlíonadh
cuddles	joy	0.662	cuddles
prosperous	joy	0.660	saibhre
appreciation	joy	0.656	meas
serenity	joy	0.656	suaimhneas
happynewyear	joy	0.656	athbhliain faoi mhaise duit
humor	joy	0.656	greann
satisfy	joy	0.656	shásamh
besties	joy	0.656	maithe
encouraged	joy	0.656	spreagadh
captivate	joy	0.656	gafa
christmaseve	joy	0.656	Oíche Nollag
glow	joy	0.656	glow
romanticism	joy	0.656	rómánsachas
innerpeace	joy	0.656	síocháin istigh
pleasant	joy	0.656	taitneamhach
praises	joy	0.652	ag moladh
abundance	joy	0.652	raidhse
fortunes	joy	0.652	daingin
engaged	joy	0.652	gabháil
praised	joy	0.652	mhol
relaxing	joy	0.652	scíth a ligean
treasure	joy	0.652	stór
satisfaction	joy	0.652	sásamh
nothingbetter	joy	0.647	rud ar bith níos fearr
affection	joy	0.647	gean
relieved	joy	0.647	faoiseamh
complement	joy	0.647	comhlánú
carnival	joy	0.643	carnabhail
priceless	joy	0.641	gan phraghas
uplifting	joy	0.641	uplifting
sensuality	joy	0.641	sensuality
saintly	joy	0.641	naofa
champion	joy	0.641	curadh
thanksgiving	joy	0.641	buidheachas
harmoniously	joy	0.641	go comhchuí
wedding	joy	0.641	bainise
achieve	joy	0.641	bhaint amach
divine	joy	0.641	diaga
jackpot	joy	0.641	pota óir
honeymoon	joy	0.636	mhí na meala
exalt	joy	0.636	móradh
twinkle	joy	0.636	tintreach
comforting	joy	0.636	compordach
felicity	joy	0.636	sonas
peaceful	joy	0.636	suaimhneach
climax	joy	0.636	climax
winner	joy	0.636	buaiteoir
reverie	joy	0.636	reverie
yayy	joy	0.636	yayy
cuddle	joy	0.636	culaith
xoxo	joy	0.634	xoxo
stargazing	joy	0.625	stargazing
festival	joy	0.625	féile
sweet	joy	0.625	milis
generosity	joy	0.625	flaithiúlacht
brighter	joy	0.625	níos gile
praisegod	joy	0.625	moladh Dé
gorgeous	joy	0.625	taibhseach
hearts	joy	0.625	croíthe
amusing	joy	0.625	amaideach
fondness	joy	0.625	gean
snuggling	joy	0.625	ag slugadh
reward	joy	0.625	duais
sex	joy	0.622	gnéas
kind	joy	0.621	cineálta
genial	joy	0.621	fial
parade	joy	0.621	pharáid
applause	joy	0.621	bualadh bos
beauty	joy	0.621	áilleacht
fulfilling	joy	0.618	ag comhlíonadh
aspiring	joy	0.618	aspiring
newlife	joy	0.618	saol nua
godbless	joy	0.616	dia dhia
virtuous	joy	0.613	dea-bhéasach
kiss	joy	0.610	póg
christmas	joy	0.609	nollaig
rainbows	joy	0.609	boghanna báistí
elegance	joy	0.609	galántacht
generous	joy	0.609	fial
super	joy	0.609	sár
playful	joy	0.609	spraíúil
enlightenment	joy	0.609	eagna
praiseworthy	joy	0.609	inmholta
awards	joy	0.609	dámhachtainí
adorable	joy	0.609	gleoite
rekindle	joy	0.609	rekindle
winnings	joy	0.609	buaigh
independence	joy	0.607	neamhspleáchas
amour	joy	0.607	amour
kindness	joy	0.606	cineáltas
surprises	joy	0.606	iontas
heheh	joy	0.606	heheh
hilarity	joy	0.606	greann
wonder	joy	0.606	ionadh
freely	joy	0.606	faoi shaoirse
successful	joy	0.606	rathúil
inspired	joy	0.606	spreag
onelove	joy	0.606	grá amháin
whimsical	joy	0.603	whimsical
entertainment	joy	0.603	siamsaíocht
passion	joy	0.603	paisean
stressfree	joy	0.601	saor ó strus
beautify	joy	0.601	áille
sunrise	joy	0.600	éirí gréine
godisgood	joy	0.597	maitheas
goodmusic	joy	0.594	ceol maith
revere	joy	0.594	urraim
whoo	joy	0.594	cé
fanfare	joy	0.594	fanfare
inspire	joy	0.594	spreagadh
angel	joy	0.594	aingeal
thankgod	joy	0.594	Buíochas le Dia
goodies	joy	0.594	maitheas
jesus	joy	0.594	íosa
accomplishment	joy	0.594	éacht
snuggled	joy	0.594	snuggled
peacefully	joy	0.594	go suaimhneach
flirt	joy	0.594	flirt
friendship	joy	0.591	cairdeas
singing	joy	0.591	ag canadh
heroic	joy	0.591	gaiscíoch
exalted	joy	0.591	ardaithe
fortune	joy	0.591	fhortún
highest	joy	0.591	airde
summer	joy	0.591	samhradh
contented	joy	0.588	sásta
rollicking	joy	0.588	ag rolladh
overflowing	joy	0.588	ag cur thar maoil
woot	joy	0.588	woot
accolade	joy	0.586	gradam
hope	joy	0.586	dóchas
cozy	joy	0.583	cluthar
delicious	joy	0.579	blasta
raving	joy	0.578	ag creachadh
thelife	joy	0.578	an bheatha
darling	joy	0.578	a stór
sensuous	joy	0.578	sensuous
picturesque	joy	0.578	pictiúrtha
friendly	joy	0.578	cairdiúil
everlasting	joy	0.578	síoraí
praise	joy	0.578	moladh
ambition	joy	0.578	uaillmhian
sparkle	joy	0.577	spréach
sensual	joy	0.576	ciallmhar
peace	joy	0.576	síocháin
flattering	joy	0.576	flattering
grace	joy	0.576	grásta
luckygirl	joy	0.576	mí-ádh
heroism	joy	0.576	ghaisce
succeeding	joy	0.576	ag éirí
yeahhh	joy	0.576	seaeh
special	joy	0.574	speisialta
livelife	joy	0.574	saol beo
tantalizing	joy	0.572	tantalizing
pumped	joy	0.567	pumped
yey	joy	0.562	tá
surprise	joy	0.562	iontas
sunny	joy	0.562	Grianmhar
prevail	joy	0.562	i réim
revels	joy	0.562	revel
humorous	joy	0.562	greann
sweets	joy	0.562	milseáin
liking	joy	0.562	thaitin
admirable	joy	0.562	ionmholta
superstar	joy	0.562	sárréalta
relax	joy	0.562	scíth a ligean
prosper	joy	0.562	rath
hero	joy	0.562	laoch
hugs	joy	0.562	barróga
worthwhile	joy	0.562	fiúntach
newyear	joy	0.561	Athbhliain
tenderness	joy	0.561	trócaire
bless	joy	0.561	beannaigh
favorable	joy	0.561	fabhrach
freedom	joy	0.561	saoirse
masterpiece	joy	0.561	sárshaothar
dreams	joy	0.559	aisling
hopeful	joy	0.559	dóchasach
home	joy	0.559	abhaile
cruising	joy	0.556	cúrsáil
gracias	joy	0.554	gracias
faithfulness	joy	0.553	dílseacht
eagerness	joy	0.552	fonn
closeness	joy	0.552	cóngaracht
sunshine	joy	0.551	Solas na gréine
comfy	joy	0.551	compordach
vacation	joy	0.547	saoire
celestial	joy	0.547	neamhaí
good	joy	0.547	maith
elite	joy	0.547	mionlach
illuminate	joy	0.547	soilsiú
confidence	joy	0.547	muinín
mistletoe	joy	0.547	drualus
daughter	joy	0.547	iníon
lifted	joy	0.547	ardaithe
goodmorning	joy	0.547	maidin mhaith
zeal	joy	0.547	díograis
gifts	joy	0.547	bronntanais
gift	joy	0.547	bronntanas
astonishment	joy	0.547	ionadh
heart	joy	0.547	croí
completion	joy	0.547	críochnú
bonus	joy	0.547	bónas
charmed	joy	0.546	suairc
dance	joy	0.545	rince
sublime	joy	0.545	sublime
recreation	joy	0.545	caitheamh aimsire
encouragement	joy	0.545	spreagadh
god	joy	0.545	dhia
gush	joy	0.545	gush
freshstart	joy	0.544	tús úr
free	joy	0.544	saor
savior	joy	0.543	slánaitheoir
sanctuary	joy	0.541	tearmann
grandchildren	joy	0.540	chlann clainne
wellness	joy	0.537	folláine
revel	joy	0.534	revel
music	joy	0.531	Ceol
fab	joy	0.531	fab
bridal	joy	0.531	bridal
soar	joy	0.531	soar
alive	joy	0.531	beo
money	joy	0.531	airgead
soothing	joy	0.531	suaimhneach
serene	joy	0.531	suaimhneach
holiness	joy	0.531	beannaitheacht
inspirational	joy	0.531	spreagthach
matrimony	joy	0.531	pósadh
dayoff	joy	0.531	lá saoire
savor	joy	0.531	bhlaiseadh
vitality	joy	0.531	beocht
confident	joy	0.531	muiníneach
firstborn	joy	0.531	céadghin
rainbow	joy	0.531	tuar ceatha
liberation	joy	0.531	saoradh
elegant	joy	0.530	galánta
mastery	joy	0.530	máistreacht
glimmer	joy	0.530	glimmer
illumination	joy	0.530	soilsiú
blossom	joy	0.530	bhláth
warmth	joy	0.530	teas
welcomed	joy	0.530	fáilte roimh
treat	joy	0.529	chóireáil
faithful	joy	0.529	dílis
snuggles	joy	0.522	snuggles
laurels	joy	0.521	labhrais
commendable	joy	0.519	inmholta
succeed	joy	0.516	éirigh
jingle	joy	0.516	gligín
zest	joy	0.516	zest
noschool	joy	0.516	scoil
brotherly	joy	0.516	deartháracha
silly	joy	0.516	amaideach
abundant	joy	0.516	flúirseach
fancy	joy	0.516	mhaisiúil
resplendent	joy	0.516	resplendent
strengthening	joy	0.516	neartú
presents	joy	0.516	bronntanais
pride	joy	0.516	bród
almighty	joy	0.516	uilechumhachtach
powerful	joy	0.516	cumhachtach
aspire	joy	0.516	aspal
remarkable	joy	0.516	suntasach
greeted	joy	0.516	bheannaigh
thanking	joy	0.515	ag gabháil buíochais
cutie	joy	0.515	cutie
kudos	joy	0.515	beannachtaí
therapeutic	joy	0.515	teiripeacha
zen	joy	0.515	zen
coronation	joy	0.515	chorónú
complete	joy	0.515	iomlán
shining	joy	0.515	ag lonrú
spirit	joy	0.515	spiorad
princely	joy	0.515	prionsa
vivid	joy	0.515	beoga
comfort	joy	0.515	compord
leisure	joy	0.515	fóillíochta
reunited	joy	0.515	athaontaithe
kid	joy	0.515	leanbh
newme	joy	0.515	núíosa
payday	joy	0.515	páighe
animated	joy	0.515	beoite
familytime	joy	0.515	am teaghlaigh
relationship	joy	0.514	caidreamh
godly	joy	0.514	diadha
marriage	joy	0.514	pósadh
daymade	joy	0.514	laetheanta
spouse	joy	0.507	céile
intimately	joy	0.507	go dlúth
respect	joy	0.500	meas
bloom	joy	0.500	bhláth
purr	joy	0.500	purr
carefree	joy	0.500	aireach
nature	joy	0.500	nádúr
encourage	joy	0.500	spreagadh
soulful	joy	0.500	anamúil
refreshed	joy	0.500	athnuachan
family	joy	0.500	teaghlach
gem	joy	0.500	gem
meritorious	joy	0.500	tuillteanach
achieved	joy	0.500	bainte amach
motherhood	joy	0.500	mháithreachais
holyspirit	joy	0.500	Spiorad Naomh
surreal	joy	0.500	osréalaíoch
charitable	joy	0.500	carthanachta
teamjesus	joy	0.500	teamjesus
stressrelief	joy	0.500	faoiseamh struis
erotic	joy	0.500	erotic
inviting	joy	0.500	ag tabhairt cuireadh
baby	joy	0.500	leanbh
dignity	joy	0.500	dínit
satisfied	joy	0.500	sásta
visionary	joy	0.500	aislingeach
memorable	joy	0.500	i gcuimhne
veracity	joy	0.500	fírinneacht
healthy	joy	0.500	sláintiúil
welcoming	joy	0.500	fáilteach
diamond	joy	0.500	diamaint
christ	joy	0.500	críost
beach	joy	0.500	trá
accomplish	joy	0.500	chur i gcrích
friends	joy	0.500	cairde
excel	joy	0.500	ar fheabhas
health	joy	0.493	sláinte
aura	joy	0.493	aura
yehey	joy	0.486	sea
approved	joy	0.486	ceadaithe
oasis	joy	0.486	ósais
liberty	joy	0.486	saoirse
crowning	joy	0.485	corónú
aspiration	joy	0.485	séimhiú
privileged	joy	0.485	pribhléideach
crescendo	joy	0.485	crescendo
rapture	joy	0.485	éigniú
liberate	joy	0.485	shaoradh
nocomplaints	joy	0.485	neamhghearáin
prestige	joy	0.485	gradam
bounty	joy	0.485	deolchaire
gentle	joy	0.485	uasal
inseparable	joy	0.485	doscartha
engaging	joy	0.485	ag gabháil
loyal	joy	0.485	dílis
betrothed	joy	0.485	geallta
transcendence	joy	0.484	trascionacht
selfworth	joy	0.484	féinfhiúntas
yummy	joy	0.484	blasta
datenight	joy	0.484	oíche dáta
destiny	joy	0.484	cinniúint
heyday	joy	0.484	lá maith
aloha	joy	0.484	aló
desire	joy	0.484	dúil
dream	joy	0.484	aisling
luck	joy	0.484	ádh
fete	joy	0.484	féile
trophy	joy	0.484	trófaí
bouquet	joy	0.484	bouquet
chocolate	joy	0.484	seacláid
creativity	joy	0.484	cruthaitheacht
boyfriend	joy	0.480	bhuachaill
commemoration	joy	0.479	comóradh
intelligence	joy	0.477	éirim
readiness	joy	0.473	ullmhacht
friend	joy	0.471	cara
bride	joy	0.471	brídeog
enthusiast	joy	0.471	díograiseach
lush	joy	0.470	luisneach
inheritance	joy	0.470	oidhreacht
soothe	joy	0.470	soothing
tickle	joy	0.470	tickle
kiddo	joy	0.470	kiddo
nostalgia	joy	0.470	cumha
massage	joy	0.470	suathaireacht
calming	joy	0.470	suaimhniú
adventure	joy	0.470	eachtra
pretty	joy	0.469	deas
purring	joy	0.469	ag gríosadh
eternal	joy	0.469	síoraí
humanitarian	joy	0.469	daonnúla
nurture	joy	0.469	chothú
giving	joy	0.469	ag tabhairt
rest	joy	0.469	scíthe
getaway	joy	0.469	beir leat
goals	joy	0.469	spriocanna
pray	joy	0.469	guí
bridegroom	joy	0.469	fear na bainnse
heartily	joy	0.469	go croíúil
luster	joy	0.469	luster
bonding	joy	0.469	nascáil
princess	joy	0.469	banphrionsa
amicable	joy	0.469	cairdiúil
benevolence	joy	0.469	maitheas
child	joy	0.466	leanbh
salutary	joy	0.465	saoi
invite	joy	0.457	cuireadh
beam	joy	0.456	bhíoma
reminiscing	joy	0.456	ag meabhrú
befriend	joy	0.455	cairdeas
aesthetics	joy	0.455	aeistéitic
friday	joy	0.455	Dé hAoine
freshair	joy	0.455	aer úr
ceremony	joy	0.455	searmanas
kindred	joy	0.455	gaolta
mindfulness	joy	0.455	aireachais
sonice	joy	0.455	sonc
elevation	joy	0.455	ingearchló
tropical	joy	0.455	trópaiceach
scholarship	joy	0.455	scoláireacht
hee	joy	0.455	sé
noworries	joy	0.453	ná bí buartha
allure	joy	0.453	allure
approve	joy	0.453	cheadú
scenery	joy	0.453	radharcra
waterfall	joy	0.453	eas
vindication	joy	0.453	dearbhaithe
namaste	joy	0.453	namaste
commemorate	joy	0.453	comóradh
faith	joy	0.453	Creideamh
birth	joy	0.453	breith
forgiveness	joy	0.453	maithiúnas
journey	joy	0.447	aistear
meditation	joy	0.446	machnaimh
relaxed	joy	0.442	suaimhneach
present	joy	0.441	i láthair
weekend	joy	0.441	deireadh seachtaine
tender	joy	0.441	tairisceana
tranquil	joy	0.441	suaimhneach
lyrical	joy	0.439	lyrical
sharing	joy	0.439	ag roinnt
esteem	joy	0.439	meas
nostalgic	joy	0.439	cumha
prayer	joy	0.439	paidir
righteousness	joy	0.439	fíréantacht
husband	joy	0.438	fear céile
relief	joy	0.438	faoiseamh
strength	joy	0.438	neart
mighty	joy	0.438	cumhachtach
unbeaten	joy	0.438	gan buille
eager	joy	0.438	fonn
share	joy	0.438	sciar
newday	joy	0.438	lá nua
sonnet	joy	0.438	sonéad
meditate	joy	0.438	meditate
life	joy	0.438	saol
winterbreak	joy	0.429	briseadh an gheimhridh
warm	joy	0.429	te
movingforward	joy	0.429	ag bogadh ar aghaidh
buddy	joy	0.427	cara
oneness	joy	0.426	aontacht
unconstrained	joy	0.424	gan srian
amen	joy	0.424	amen
reverence	joy	0.424	urraim
healthful	joy	0.424	sláintiúil
thelittlethings	joy	0.424	na rudaí beaga
medal	joy	0.424	bonn
unsurpassed	joy	0.424	gan sárú
candlelight	joy	0.424	solas coinnle
carols	joy	0.424	carúil
ejaculation	joy	0.424	ejaculation
beginnings	joy	0.422	tús
sledding	joy	0.422	sledding
graduation	joy	0.422	céime
frisky	joy	0.422	friscach
lml	joy	0.422	lml
ease	joy	0.422	gan stró
symphony	joy	0.422	shiansach
wealth	joy	0.422	saibhreas
helpful	joy	0.422	Cabhrach
musical	joy	0.422	ceolmhar
glitter	joy	0.422	glioscarnach
calmness	joy	0.422	suaimhneas
energy	joy	0.422	fuinneamh
safe	joy	0.422	slán
nostress	joy	0.421	nocht
soundness	joy	0.421	fóntacht
promise	joy	0.415	gealltanas
reunite	joy	0.414	teacht le chéile arís
mother	joy	0.412	Máthair
salvation	joy	0.412	slánú
poems	joy	0.412	dánta
clown	joy	0.409	clown
lavender	joy	0.409	labhandar
immaculate	joy	0.409	gan Smál
purify	joy	0.409	ghlan
inauguration	joy	0.409	insealbhú
aromatherapy	joy	0.409	cumhartheiripe
lighten	joy	0.409	éadromaigh
travel	joy	0.409	taisteal
cash	joy	0.406	airgead
companion	joy	0.406	chompánach
live	joy	0.406	beo
opportune	joy	0.406	tráthúil
completing	joy	0.406	ag comhlánú
charity	joy	0.406	carthanacht
heal	joy	0.406	leighis
star	joy	0.406	réalta
wishing	joy	0.406	mian
flowers	joy	0.406	bláthanna
income	joy	0.403	ioncam
soul	joy	0.401	anam
munchies	joy	0.400	munchies
emancipation	joy	0.397	fuascailt
indescribable	joy	0.397	doscriosta
progress	joy	0.397	dul chun cinn
equality	joy	0.394	comhionannas
childhood	joy	0.394	óige
together	joy	0.394	le chéile
rhythmical	joy	0.394	rithimeach
fullness	joy	0.394	iomláine
calm	joy	0.394	calma
hammock	joy	0.394	hamóg
picnic	joy	0.394	picnic
movies	joy	0.393	scannáin
zealous	joy	0.393	díograiseach
playground	joy	0.391	clós súgartha
affluence	joy	0.391	saibhreas
warms	joy	0.391	téamh
choir	joy	0.391	cór
littlethings	joy	0.391	rudaí beaga
auspicious	joy	0.391	ionmholta
meaningful	joy	0.391	brí
adventures	joy	0.391	eachtraí
goofy	joy	0.391	goofy
starry	joy	0.391	réalt
humanity	joy	0.391	daonnachta
gesture	joy	0.387	gotha
witty	joy	0.382	deisbhéalach
vow	joy	0.382	vow
shopping	joy	0.382	siopadóireacht
vibes	joy	0.379	vibes
worship	joy	0.379	adhradh
jump	joy	0.379	léim
communion	joy	0.379	comaoineach
reverend	joy	0.377	urramach
rising	joy	0.375	ag ardú
advance	joy	0.375	airleacan
beaches	joy	0.375	tránna
sonorous	joy	0.375	sonrach
courtship	joy	0.375	suirghe
experience	joy	0.375	taithí
reunion	joy	0.375	teacht le chéile
simplicity	joy	0.375	simplíocht
full	joy	0.375	lán
hymn	joy	0.375	iomann
spirits	joy	0.375	biotáillí
unforgettable	joy	0.375	do-dhearmadta
mirth	joy	0.375	suairc
youth	joy	0.375	óige
scenic	joy	0.375	radhairc
unique	joy	0.375	uathúil
redeemed	joy	0.375	fuascailte
alliance	joy	0.368	Comhar
baptismal	joy	0.368	baiste
grant	joy	0.366	deontas
kitten	joy	0.364	piscín
sanctification	joy	0.364	naomhú
conciliation	joy	0.364	comhréiteach
improves	joy	0.364	feabhsaíonn
