English Word	Emotion	Emotion-Intensity-Score	Filipino Word
descent	fear	0.391	pagbaba
reject	fear	0.391	tanggihan
suspicion	fear	0.391	hinala
exigent	fear	0.391	kailangan
concealment	fear	0.391	pagtatago
xanax	fear	0.391	xanax
cleave	fear	0.391	hiwain
diagnosis	fear	0.391	diagnosis
separation	fear	0.391	paghihiwalay
spaz	fear	0.391	spaz
musket	fear	0.391	musket
brimstone	fear	0.391	asupre
repellent	fear	0.391	panlaban
discrimination	fear	0.391	diskriminasyon
unrest	fear	0.391	pagkabagabag
insolvency	fear	0.391	insolvency
submission	fear	0.391	pagsusumite
mental	fear	0.391	kaisipan
scarecrow	fear	0.391	panakot
snare	fear	0.391	patibong
unemployed	fear	0.391	walang trabaho
stifled	fear	0.391	pinipigilan
procedure	fear	0.391	pamamaraan
excitation	fear	0.391	kaguluhan
cyst	fear	0.391	siste
avoiding	fear	0.391	pag-iwas
lose	fear	0.391	mawala
nervy	fear	0.391	kinakabahan
gulp	fear	0.391	lagok
conquer	fear	0.391	lupigin
dubious	fear	0.391	kahina-hinala
hardened	fear	0.391	tumigas
radon	fear	0.391	radon
urgency	fear	0.391	pagmamadali
theocratic	fear	0.391	teokratiko
poverty	fear	0.391	kahirapan
throb	fear	0.388	pintig
outcast	fear	0.388	itinakwil
orc	fear	0.388	orc
disapprove	fear	0.380	hindi aprubahan
dontpanic	fear	0.378	huwag mag-panic
withdrawals	fear	0.377	mga withdrawal
plea	fear	0.377	pagsusumamo
expose	fear	0.375	ilantad
edict	fear	0.375	utos
frigate	fear	0.375	frigate
bunker	fear	0.375	bunker
obligor	fear	0.375	obligor
suspected	fear	0.375	pinaghihinalaan
interrogate	fear	0.375	magtanong
escaped	fear	0.375	nakatakas
flu	fear	0.375	trangkaso
ocd	fear	0.375	ocd
taunt	fear	0.375	panunuya
sultan	fear	0.375	sultan
bad	fear	0.375	masama
bankrupt	fear	0.375	bangkarota
psychological	fear	0.375	sikolohikal
dentistry	fear	0.375	pagpapagaling ng ngipin
chimera	fear	0.375	chimera
sneaking	fear	0.375	pagnanakaw
nauseous	fear	0.375	nasusuka
barricade	fear	0.375	barikada
locust	fear	0.375	balang
dissolution	fear	0.375	pagkalusaw
misconception	fear	0.375	maling akala
embarrassment	fear	0.375	kahihiyan
chasm	fear	0.375	bangin
grieve	fear	0.375	magdalamhati
khan	fear	0.375	khan
coldness	fear	0.375	lamig
kerosene	fear	0.375	kerosene
antsy	fear	0.375	baliw
mentalhealth	fear	0.375	kalusugang pangkaisipan
obi	fear	0.375	obi
pressure	fear	0.375	presyon
military	fear	0.375	militar
whirlpool	fear	0.375	whirlpool
repellant	fear	0.373	repellant
unknown	fear	0.369	hindi kilala
pare	fear	0.367	pare
jealousy	fear	0.365	selos
formidable	fear	0.359	mabigat
desert	fear	0.359	disyerto
cautionary	fear	0.359	nagbabala
onedge	fear	0.359	onedge
jaundice	fear	0.359	paninilaw ng balat
pessimism	fear	0.359	pesimismo
recurring	fear	0.359	umuulit
difficult	fear	0.359	mahirap
concerned	fear	0.359	nag-aalala
consternation	fear	0.359	pagkabalisa
bottomless	fear	0.359	napakalalim
revolution	fear	0.359	rebolusyon
stint	fear	0.359	stint
government	fear	0.359	pamahalaan
bankruptcy	fear	0.359	bangkarota
timid	fear	0.359	mahiyain
contempt	fear	0.359	paghamak
warned	fear	0.359	binalaan
measles	fear	0.359	tigdas
rejects	fear	0.359	tumatanggi
sectarian	fear	0.359	sektaryan
headaches	fear	0.359	sakit ng ulo
dart	fear	0.359	dart
sortie	fear	0.359	sortie
wasting	fear	0.359	pag-aaksaya
conquest	fear	0.359	pananakop
depreciation	fear	0.359	pamumura
mournful	fear	0.359	malungkot
mandamus	fear	0.359	mandamus
spike	fear	0.359	spike
cur	fear	0.359	cur
burke	fear	0.359	burke
rebel	fear	0.359	rebelde
exam	fear	0.359	pagsusulit
anomaly	fear	0.359	anomalya
mug	fear	0.359	tabo
constrain	fear	0.358	hadlangan
languishing	fear	0.358	nanghihina
bane	fear	0.356	bane
impeach	fear	0.354	impeach
warden	fear	0.354	warden
adverse	fear	0.352	salungat
lawyer	fear	0.349	abogado
libel	fear	0.348	libelo
retrenchment	fear	0.345	retrenchment
imminent	fear	0.345	nalalapit na
shame	fear	0.344	kahihiyan
avoidance	fear	0.344	pag-iwas
shortage	fear	0.344	kakapusan
opium	fear	0.344	opyo
swerve	fear	0.344	lumihis
evade	fear	0.344	umiwas
servile	fear	0.344	alipin
pest	fear	0.344	peste
hesitation	fear	0.344	pag-aatubili
loneliness	fear	0.344	kalungkutan
discipline	fear	0.344	disiplina
fanaticism	fear	0.344	panatisismo
sorrow	fear	0.344	kalungkutan
hiss	fear	0.344	sumisitsit
belittle	fear	0.344	maliitin
knell	fear	0.344	lumuhod
contentious	fear	0.344	palaaway
bearish	fear	0.344	bearish
opposed	fear	0.344	sumasalungat
launches	fear	0.344	paglulunsad
taboo	fear	0.344	bawal
cutter	fear	0.344	pamutol
defy	fear	0.344	suwayin
unjustifiable	fear	0.344	hindi makatwiran
parachute	fear	0.344	parasyut
eel	fear	0.344	igat
psych	fear	0.344	psych
aaaaaaah	fear	0.344	aaaaaah
verdict	fear	0.344	hatol
mri	fear	0.344	mri
shaky	fear	0.344	nanginginig
resistant	fear	0.344	lumalaban
obstacle	fear	0.344	balakid
reckless	fear	0.344	walang ingat
recession	fear	0.344	recession
disrespectful	fear	0.343	walang galang
phalanx	fear	0.342	phalanx
creature	fear	0.340	nilalang
specter	fear	0.331	multo
mortgage	fear	0.331	sangla
enigmatic	fear	0.329	palaisipan
supremacy	fear	0.328	pangingibabaw
bugaboo	fear	0.328	bugaboo
defendant	fear	0.328	nasasakdal
feeling	fear	0.328	pakiramdam
ethereal	fear	0.328	ethereal
undesirable	fear	0.328	hindi kanais-nais
mishap	fear	0.328	sakuna
outpost	fear	0.328	outpost
weirdo	fear	0.328	kakaiba
caution	fear	0.328	pag-iingat
spillin	fear	0.328	spillin
dike	fear	0.328	dike
dominion	fear	0.328	kapangyarihan
wimp	fear	0.328	wimp
quash	fear	0.328	iwaksi
subordinate	fear	0.328	nasasakupan
shank	fear	0.328	shank
remove	fear	0.328	tanggalin
senseless	fear	0.328	walang sense
shutdown	fear	0.328	pagsasara
gametime	fear	0.328	oras ng laro
uhoh	fear	0.328	uoh
loom	fear	0.328	habihan
police	fear	0.328	pulis
wrongly	fear	0.328	mali
unlucky	fear	0.328	malas
gladiator	fear	0.328	manlalaban
adrift	fear	0.328	naaanod
hives	fear	0.328	mga pantal
smut	fear	0.328	smut
encumbrance	fear	0.328	encumbrance
unsettled	fear	0.327	hindi maayos
scarce	fear	0.327	kakaunti
antisocial	fear	0.324	antisosyal
astray	fear	0.320	naliligaw
vigilant	fear	0.319	mapagbantay
socialist	fear	0.318	sosyalista
halter	fear	0.318	halter
pessimist	fear	0.317	pesimista
pacing	fear	0.316	pacing
wimpy	fear	0.312	makulit
clinical	fear	0.312	klinikal
blight	fear	0.312	blight
muzzle	fear	0.312	nguso
ahhhhhhhh	fear	0.312	ahhhhhhhh
therapist	fear	0.312	therapist
laxative	fear	0.312	laxative
obsessing	fear	0.312	nahuhumaling
seclusion	fear	0.312	pag-iisa
foreigner	fear	0.312	dayuhan
dentist	fear	0.312	Dentista
chargeable	fear	0.312	may bayad
deadline	fear	0.312	deadline
uneasy	fear	0.312	hindi mapalagay
valium	fear	0.312	valium
powerful	fear	0.312	makapangyarihan
opponent	fear	0.312	kalaban
ordnance	fear	0.312	ordnance
cram	fear	0.312	magsiksikan
unexpected	fear	0.312	hindi inaasahan
thorny	fear	0.312	matinik
discontinuity	fear	0.312	kawalan ng pagpapatuloy
conspire	fear	0.312	makipagsabwatan
collusion	fear	0.312	sabwatan
litigate	fear	0.312	litisin
unkind	fear	0.312	hindi mabait
whirlwind	fear	0.312	ipoipo
nether	fear	0.312	nether
trickery	fear	0.312	panlilinlang
bewilderment	fear	0.312	pagkalito
overthinking	fear	0.309	masyadong nag-iisip
doubts	fear	0.308	pagdududa
seriousness	fear	0.305	kaseryosohan
irrational	fear	0.305	hindi makatwiran
erase	fear	0.303	burahin
teasing	fear	0.303	panunukso
razor	fear	0.303	pang-ahit
sweating	fear	0.298	pagpapawisan
mage	fear	0.297	salamangkero
giant	fear	0.297	higante
weighty	fear	0.297	mabigat
warning	fear	0.297	babala
avoid	fear	0.297	iwasan
inflation	fear	0.297	inflation
mislead	fear	0.297	iligaw
adjudicate	fear	0.297	humatol
endless	fear	0.297	walang katapusan
deflation	fear	0.297	pagpapalabas ng hangin
depreciated	fear	0.297	depreciated
bitch	fear	0.297	asong babae
swamp	fear	0.297	latian
bale	fear	0.297	bale
dashed	fear	0.297	putol-putol
crouching	fear	0.297	nakayuko
flounder	fear	0.297	dumapa
hide	fear	0.297	tago
reluctant	fear	0.297	nag-aatubili
unsurpassed	fear	0.297	walang kapantay
medical	fear	0.297	medikal
timidity	fear	0.297	pagkamahiyain
auditor	fear	0.297	auditor
deluge	fear	0.287	delubyo
disinformation	fear	0.286	disinformation
court	fear	0.284	hukuman
aversion	fear	0.283	pag-ayaw
cartridge	fear	0.281	kartutso
unfriendly	fear	0.281	hindi palakaibigan
cautious	fear	0.281	maingat
surveillance	fear	0.281	pagmamatyag
yelp	fear	0.281	sumigaw
confusion	fear	0.281	pagkalito
apache	fear	0.281	apache
flying	fear	0.281	lumilipad
submitting	fear	0.281	pagsusumite
discourage	fear	0.281	panghinaan ng loob
rush	fear	0.281	nagmamadali
fortress	fear	0.281	kuta
dwarfed	fear	0.281	dwarf
challenge	fear	0.281	hamon
notready	fear	0.281	Hindi pa handa
wan	fear	0.281	wan
mistaken	fear	0.281	nagkakamali
hurryup	fear	0.281	bilisan mo
swelling	fear	0.281	pamamaga
oncoming	fear	0.281	paparating
remains	fear	0.281	labi
unruly	fear	0.281	masungit
bigoted	fear	0.281	bigoted
intense	fear	0.279	matindi
noncompliance	fear	0.276	hindi pagsunod
alerts	fear	0.276	mga alerto
planes	fear	0.274	mga eroplano
cop	fear	0.273	pulis
displeased	fear	0.273	hindi nasisiyahan
unbridled	fear	0.271	walang pigil
problem	fear	0.266	problema
crouch	fear	0.266	yumuko
sneak	fear	0.266	palusot
hood	fear	0.266	hood
force	fear	0.266	puwersa
confession	fear	0.266	pagtatapat
posse	fear	0.266	posse
banger	fear	0.266	banger
belt	fear	0.266	sinturon
crowds	fear	0.266	maraming tao
elevation	fear	0.266	elevation
insomnia	fear	0.266	hindi pagkakatulog
auditions	fear	0.266	mga audition
forgotten	fear	0.266	nakalimutan
affront	fear	0.266	pagsuway
cloak	fear	0.266	balabal
newjob	fear	0.266	bagong trabaho
blindfold	fear	0.266	takip ng mata
skid	fear	0.266	magpadulas
blemish	fear	0.266	dungis
uncanny	fear	0.266	kataka-taka
sentence	fear	0.266	pangungusap
cupping	fear	0.266	pagkukusa
regiment	fear	0.266	rehimyento
hooded	fear	0.266	nakatalukbong
operation	fear	0.266	operasyon
immerse	fear	0.266	isawsaw
shanghai	fear	0.266	shanghai
acrobat	fear	0.266	akrobat
flurries	fear	0.266	magulo
spur	fear	0.262	mag-udyok
mortgagor	fear	0.258	sangla
defense	fear	0.258	pagtatanggol
insect	fear	0.250	insekto
defend	fear	0.250	ipagtanggol
cataract	fear	0.250	katarata
stealthy	fear	0.250	patago
swampy	fear	0.250	latian
sunk	fear	0.250	lumubog
run	fear	0.250	tumakbo
scapegoat	fear	0.250	scapegoat
jobinterview	fear	0.250	panayam sa trabaho
repent	fear	0.250	magsisi
breakingnews	fear	0.250	nagbabagang balita
obliging	fear	0.250	nagpapautang
rascal	fear	0.250	bastos
impatiently	fear	0.250	naiinip
react	fear	0.250	gumanti
doubt	fear	0.250	pagdududa
guard	fear	0.250	bantay
forewarned	fear	0.250	paunang babala
foul	fear	0.250	napakarumi
indifference	fear	0.250	pagwawalang bahala
hag	fear	0.250	hag
picket	fear	0.250	piket
delusional	fear	0.250	maling akala
standstill	fear	0.250	huminto
rating	fear	0.250	marka
spinster	fear	0.250	spinster
unfamiliar	fear	0.250	hindi pamilyar
indecisive	fear	0.250	walang katiyakan
grounded	fear	0.242	pinagbabatayan
badhabit	fear	0.242	bisyo
highest	fear	0.236	pinakamataas
aaaah	fear	0.234	aaaah
shrink	fear	0.234	pag-urong
insomniac	fear	0.234	insomniac
chicken	fear	0.234	manok
bee	fear	0.234	bubuyog
inequality	fear	0.234	hindi pagkakapantay-pantay
verge	fear	0.234	gilid
shelters	fear	0.234	mga tirahan
buzz	fear	0.234	buzz
buck	fear	0.234	buck
discontent	fear	0.234	kawalang-kasiyahan
difficulty	fear	0.234	kahirapan
finalized	fear	0.234	tinapos na
overdrive	fear	0.234	overdrive
pinion	fear	0.234	pinion
scaffold	fear	0.234	plantsa
dependence	fear	0.234	pagtitiwala
rekindle	fear	0.234	muling magpainit
instinctive	fear	0.234	likas
thatmoment	fear	0.234	sa sandaling iyon
sleepless	fear	0.234	walang tulog
intercede	fear	0.234	mamagitan
psychiatrist	fear	0.234	psychiatrist
rushing	fear	0.233	nagmamadali
overslept	fear	0.226	overslept
default	fear	0.226	default
confessional	fear	0.225	kumpisalan
impatient	fear	0.224	naiinip
tactics	fear	0.219	mga taktika
aga	fear	0.219	aga
blues	fear	0.219	blues
thrill	fear	0.219	kiligin
immigrant	fear	0.219	imigrante
veer	fear	0.219	lumihis
sweat	fear	0.219	pawis
cane	fear	0.219	tungkod
revelations	fear	0.219	mga paghahayag
whatif	fear	0.219	Paano kung
waver	fear	0.219	mag-alinlangan
jungle	fear	0.219	gubat
fingerscrossed	fear	0.219	fingerscrossed
stingy	fear	0.219	kuripot
bait	fear	0.219	pain
unequal	fear	0.219	hindi pantay
lastminute	fear	0.219	huling minuto
heft	fear	0.219	bigat
overtired	fear	0.218	sobrang pagod
prognosis	fear	0.217	pagbabala
alertness	fear	0.216	pagiging alerto
hyped	fear	0.214	hyped
wishmeluck	fear	0.212	wishmeluck
somuchtodo	fear	0.212	maraming gagawin
toomuchtodo	fear	0.212	toomuchtodo
tryouts	fear	0.210	mga pagsubok
clowns	fear	0.207	mga payaso
fluctuation	fear	0.204	pagbabagu-bago
examination	fear	0.204	pagsusuri
restless	fear	0.204	hindi mapakali
uphill	fear	0.203	paakyat
quail	fear	0.203	pugo
phew	fear	0.203	Phew
mighty	fear	0.203	makapangyarihan
cross	fear	0.203	krus
hurry	fear	0.203	magmadali
recesses	fear	0.203	mga recess
intimacy	fear	0.203	pagpapalagayang-loob
overcome	fear	0.203	pagtagumpayan
birth	fear	0.203	kapanganakan
acceptances	fear	0.203	mga pagtanggap
help	fear	0.203	tulong
fearless	fear	0.200	walang takot
change	fear	0.198	pagbabago
ware	fear	0.198	paninda
withstand	fear	0.197	makatiis
asap	fear	0.191	ASAP
heighten	fear	0.188	taasan
watch	fear	0.188	panoorin
tract	fear	0.188	tract
advance	fear	0.188	advance
overcoming	fear	0.188	pagtagumpayan
attorney	fear	0.188	abogado
deadlines	fear	0.188	mga deadline
bug	fear	0.188	surot
knots	fear	0.188	buhol
owing	fear	0.188	utang
waitinggame	fear	0.188	waitinggame
unorganised	fear	0.188	hindi organisado
gnome	fear	0.188	gnome
fragile	fear	0.188	marupok
cautiously	fear	0.188	maingat
stillness	fear	0.188	katahimikan
intrigue	fear	0.188	intriga
rule	fear	0.188	tuntunin
elf	fear	0.185	duwende
stillwaiting	fear	0.184	naghihintay pa rin
lonely	fear	0.183	nag-iisa
slippery	fear	0.181	madulas
interview	fear	0.180	panayam
everyman	fear	0.178	bawat lalaki
speculation	fear	0.176	haka-haka
needtoknow	fear	0.173	kailangan malaman
worship	fear	0.172	pagsamba
unsure	fear	0.172	hindi sigurado
surprise	fear	0.172	sorpresa
settlor	fear	0.172	settlor
competition	fear	0.172	kompetisyon
readytogo	fear	0.172	nakahanda nang umalis
checkpoint	fear	0.172	checkpoint
composure	fear	0.172	katahimikan
interviewer	fear	0.172	tagapakinayam
chaff	fear	0.172	ipa
regulatory	fear	0.172	regulasyon
birch	fear	0.172	birch
shell	fear	0.172	kabibi
assessment	fear	0.172	pagtatasa
uncertain	fear	0.172	hindi sigurado
rod	fear	0.172	pamalo
humanrights	fear	0.172	mga karapatang pantao
less	fear	0.167	mas mababa
coy	fear	0.162	nakakahiya
iris	fear	0.160	iris
intimately	fear	0.156	intimately
hearing	fear	0.156	pandinig
legalized	fear	0.156	ginawang legal
needit	fear	0.156	kailangan i-edit
audition	fear	0.156	audition
retirement	fear	0.156	pagreretiro
countdown	fear	0.156	countdown
sly	fear	0.156	palihim
bases	fear	0.156	mga base
ceasefire	fear	0.156	tigil-putukan
medication	fear	0.156	gamot
courageous	fear	0.154	matapang
overthinker	fear	0.153	overthiker
backtrack	fear	0.151	backtrack
dawned	fear	0.150	madaling araw
censor	fear	0.149	sensor
bailiff	fear	0.147	bailiff
syllabus	fear	0.147	syllabus
delay	fear	0.141	pagkaantala
newcomer	fear	0.141	bagong dating
imagination	fear	0.141	imahinasyon
waiting	fear	0.141	naghihintay
gent	fear	0.141	maginoo
validity	fear	0.141	bisa
cove	fear	0.141	cove
rationality	fear	0.141	katwiran
caricature	fear	0.141	karikatura
eventuality	fear	0.141	kaganapan
alreadyyyyy	fear	0.140	nayyyy
shy	fear	0.140	mahiyain
symptom	fear	0.133	sintomas
excite	fear	0.132	excite
raccoon	fear	0.127	raccoon
clown	fear	0.125	payaso
tryout	fear	0.125	tryout
needtorelax	fear	0.125	needtorrelax
swim	fear	0.125	lumangoy
campaigning	fear	0.125	pangangampanya
hawk	fear	0.125	lawin
prevent	fear	0.125	pigilan
gameday	fear	0.125	araw ng laro
ahhh	fear	0.125	ahhh
marry	fear	0.125	magpakasal
sprite	fear	0.125	engkanto
soready	fear	0.125	masakit
sag	fear	0.123	lumubog
pharmacy	fear	0.123	parmasya
policeman	fear	0.121	pulis
dreamt	fear	0.111	napanaginipan
lace	fear	0.111	puntas
homework	fear	0.109	takdang aralin
destination	fear	0.109	patutunguhan
incase	fear	0.109	kung sakali
pray	fear	0.109	manalangin
knot	fear	0.109	buhol
confidence	fear	0.109	kumpiyansa
bigday	fear	0.109	mahalagang araw
holiness	fear	0.109	kabanalan
notoriety	fear	0.109	kasikatan
weight	fear	0.109	timbang
slender	fear	0.100	payat
undecided	fear	0.098	undecided
sympathetic	fear	0.097	nakikiramay
poise	fear	0.094	poise
case	fear	0.094	kaso
treat	fear	0.094	gamutin
locate	fear	0.094	hanapin
loyal	fear	0.094	tapat
grades	fear	0.094	mga grado
god	fear	0.094	diyos
helmet	fear	0.094	helmet
confident	fear	0.094	tiwala
counsellor	fear	0.094	tagapayo
northeast	fear	0.088	hilagang-silangan
graduation	fear	0.078	graduation
compassion	fear	0.078	pakikiramay
nurture	fear	0.078	pagyamanin
graded	fear	0.075	namarkahan
mum	fear	0.070	nanay
infant	fear	0.067	sanggol
journey	fear	0.062	paglalakbay
parade	fear	0.062	parada
gradschool	fear	0.062	gradschool
civilian	fear	0.062	sibilyan
cloudiness	fear	0.062	maulap
cash	fear	0.062	cash
civilians	fear	0.062	mga sibilyan
guidelines	fear	0.062	mga alituntunin
soulmate	fear	0.062	soulmate
youth	fear	0.062	kabataan
opera	fear	0.057	opera
synonymous	fear	0.056	magkasingkahulugan
honest	fear	0.047	tapat
praying	fear	0.047	nagdarasal
intelligence	fear	0.038	katalinuhan
volunteer	fear	0.031	boluntaryo
romance	fear	0.031	pagmamahalan
lines	fear	0.031	mga linya
obey	fear	0.016	sumunod
happiest	joy	0.986	pinakamasaya
happiness	joy	0.984	kaligayahan
bliss	joy	0.971	kaligayahan
celebrating	joy	0.970	nagdiriwang
jubilant	joy	0.969	nagagalak
ecstatic	joy	0.954	tuwang-tuwa
elation	joy	0.944	kagalakan
beaming	joy	0.938	kumikinang
bestdayever	joy	0.938	bestdayever
loveee	joy	0.932	loveee
celebration	joy	0.929	pagdiriwang
awesomeness	joy	0.926	kahanga-hanga
joy	joy	0.924	kagalakan
joyous	joy	0.922	masayahin
fabulous	joy	0.922	hindi kapani-paniwala
happily	joy	0.922	masaya
excitement	joy	0.922	pananabik
exuberance	joy	0.922	kagalakan
makesmehappy	joy	0.922	nagpapasaya
euphoria	joy	0.922	euphoria
lovee	joy	0.920	lovee
gratitude	joy	0.914	pasasalamat
happydance	joy	0.912	happydance
merriment	joy	0.912	katuwaan
spectacular	joy	0.912	kagila-gilalas
overjoyed	joy	0.909	tuwang-tuwa
purebliss	joy	0.909	purebliss
triumphant	joy	0.907	nagtatagumpay
ecstasy	joy	0.906	lubos na kaligayahan
lovelovelove	joy	0.906	lovelovelove
cheerful	joy	0.906	masayahin
cheer	joy	0.897	magsaya
elated	joy	0.894	natutuwa
peaceofmind	joy	0.891	kapayapaan ng isip
jolly	joy	0.891	masayahin
delighted	joy	0.891	natutuwa
lovethis	joy	0.891	mahal ko ito
excitation	joy	0.891	kaguluhan
exhilaration	joy	0.891	katuwaan
pleasures	joy	0.891	kasiyahan
laugh	joy	0.891	tumawa
marvelously	joy	0.881	kahanga-hanga
loving	joy	0.879	mapagmahal
joyful	joy	0.879	masayahin
blissful	joy	0.879	maligaya
outstanding	joy	0.879	namumukod-tangi
pleasurable	joy	0.877	kasiya-siya
lovinglife	joy	0.875	buhay pag-ibig
enthusiastic	joy	0.875	masigasig
glee	joy	0.875	tuwa
iloveher	joy	0.875	Mahal ko siya
yaaaay	joy	0.875	yaaaay
overthemoon	joy	0.875	overthemoon
happyplace	joy	0.875	masayang lugar
sohappy	joy	0.868	masayang masaya
superb	joy	0.864	napakagaling
woohoo	joy	0.864	woohoo
laughing	joy	0.864	tumatawa
wonderful	joy	0.863	kahanga-hanga
hooray	joy	0.859	hooray
loved	joy	0.859	minamahal
tearsofjoy	joy	0.859	luha ng kasiyahan
hallelujah	joy	0.859	hallelujah
magnificent	joy	0.859	kahanga-hanga
glory	joy	0.859	kaluwalhatian
ilovechristmas	joy	0.859	mahal ko ang pasko
brilliant	joy	0.859	napakatalino
celebrated	joy	0.859	ipinagdiwang
cheering	joy	0.859	pagpalakpak
yayyyy	joy	0.859	yayyyy
heavenly	joy	0.853	makalangit
exciting	joy	0.853	kapana-panabik
thrilled	joy	0.851	kinikilig
mademyday	joy	0.848	mademyday
hohoho	joy	0.845	hohoho
celebrate	joy	0.844	magdiwang
wonderfully	joy	0.844	kamangha-mangha
blessing	joy	0.844	pagpapala
favoriteholiday	joy	0.844	paboritong holiday
paradise	joy	0.833	paraiso
marvellous	joy	0.833	kahanga-hanga
festive	joy	0.833	maligaya
sweetness	joy	0.833	tamis
blessed	joy	0.833	pinagpala
celebrations	joy	0.833	mga pagdiriwang
compliment	joy	0.831	papuri
smiling	joy	0.828	nakangiti
allsmiles	joy	0.828	allsmiles
love	joy	0.828	pag-ibig
enchanting	joy	0.828	kaakit-akit
homesweethome	joy	0.826	homesweethome
thankyougod	joy	0.824	Salamat panginoon
marvelous	joy	0.824	kahanga-hanga
laughter	joy	0.824	tawa
goodmood	joy	0.819	goodmood
goodness	joy	0.818	kabutihan
excellence	joy	0.818	kahusayan
sensational	joy	0.818	kahindik-hindik
joys	joy	0.818	mga kagalakan
delightful	joy	0.818	nakakatuwa
excited	joy	0.818	nasasabik
rejoicing	joy	0.818	nagsasaya
happyheart	joy	0.818	happyheart
celebratory	joy	0.818	pagdiriwang
greatful	joy	0.816	napakahusay
jovial	joy	0.814	masayahin
rejoice	joy	0.812	magalak
splendid	joy	0.812	kahanga-hanga
enjoy	joy	0.812	magsaya
smiley	joy	0.812	smiley
glorious	joy	0.812	maluwalhati
victorious	joy	0.812	nagwagi
lovemaking	joy	0.812	pag-ibig
bonanza	joy	0.812	bonanza
greatday	joy	0.812	magandang araw
excellent	joy	0.812	mahusay
goodtimes	joy	0.811	goodtimes
whatmakesmesmile	joy	0.811	whatmakesmile
happyday	joy	0.809	masayang araw
myfavorite	joy	0.804	Paborito ko
thankyoulord	joy	0.803	salamat Panginoon
gladness	joy	0.803	kagalakan
yayyy	joy	0.803	yayyy
yeahhhh	joy	0.803	yeahhhh
pleasure	joy	0.803	kasiyahan
giggle	joy	0.802	hagikgik
happier	joy	0.797	mas masaya
lovemylife	joy	0.797	mahalin ang buhay ko
magnificence	joy	0.797	kadakilaan
happytweet	joy	0.797	happytweet
lovinlife	joy	0.797	lovinlife
yesss	joy	0.797	yesss
dancing	joy	0.797	pagsasayaw
success	joy	0.797	tagumpay
grateful	joy	0.789	nagpapasalamat
amuse	joy	0.788	magpatawa
splendor	joy	0.788	karingalan
happy	joy	0.788	masaya
fun	joy	0.788	masaya
giggling	joy	0.781	humahagikgik
glad	joy	0.781	masaya
glorify	joy	0.781	luwalhatiin
radiant	joy	0.781	nagliliwanag
beautiful	joy	0.781	maganda
solucky	joy	0.781	napakaswerte
sothankful	joy	0.781	nagpapasalamat
enchanted	joy	0.781	enchanted
romance	joy	0.779	pagmamahalan
perfection	joy	0.779	pagiging perpekto
christmassy	joy	0.779	pasko
heavens	joy	0.779	langit
thrilling	joy	0.776	nakakakilig
lovable	joy	0.773	kaibig-ibig
congrats	joy	0.773	congrats
fiesta	joy	0.773	fiesta
entertain	joy	0.773	aliwin
happyvalentinesday	joy	0.773	Maligayang Araw ng mga Puso
miraculous	joy	0.773	mapaghimala
cheers	joy	0.773	tagay
cheered	joy	0.773	nagyaya
positivity	joy	0.773	pagiging positibo
funday	joy	0.772	Masayang araw
enjoying	joy	0.771	tinatangkilik
lifeisgood	joy	0.766	maganda ang buhay
amused	joy	0.766	nalilibang
goodfeeling	joy	0.766	magandang pakiramdam
christmasspirit	joy	0.766	christmasspirit
cuddling	joy	0.766	magkayakap
smiles	joy	0.766	mga ngiti
sosweet	joy	0.766	sobrang tamis
thebest	joy	0.766	ang pinakamahusay
party	joy	0.765	party
delight	joy	0.765	galak
orgasm	joy	0.765	orgasm
positive	joy	0.761	positibo
sweetheart	joy	0.758	syota
enlighten	joy	0.758	maliwanagan
cheerfulness	joy	0.758	pagiging masayahin
miracles	joy	0.758	mga himala
giddy	joy	0.757	nalilito
christmastime	joy	0.757	panahon ng pasko
gratify	joy	0.750	bigyang kasiyahan
greatness	joy	0.750	kadakilaan
friendliness	joy	0.750	pagkamagiliw
blessings	joy	0.750	pagpapala
laughs	joy	0.750	tumatawa
tistheseason	joy	0.750	ito ang panahon
smile	joy	0.750	ngumiti
pleasing	joy	0.750	nakalulugod
romantic	joy	0.750	romantiko
happyholidays	joy	0.750	happyholidays
frolic	joy	0.748	nagsasaya
jubilee	joy	0.742	jubileo
miracle	joy	0.742	himala
enthusiasm	joy	0.742	sigasig
selflove	joy	0.742	Pagmamahal sa sarili
triumph	joy	0.742	pagtatagumpay
magical	joy	0.742	mahiwaga
rewarding	joy	0.742	nagbibigay-kasiyahan
goodvibes	joy	0.742	goodvibes
positiveenergy	joy	0.742	positibong enerhiya
feelgood	joy	0.736	masarap sa pakiramdam
prosperity	joy	0.735	kasaganaan
behappy	joy	0.734	masayahin
admiration	joy	0.734	paghanga
passionate	joy	0.734	madamdamin
goodday	joy	0.734	magandang araw
luxurious	joy	0.734	maluho
tgif	joy	0.734	tgif
victory	joy	0.734	tagumpay
feelinggood	joy	0.734	magandang pakiramdam
enchant	joy	0.734	mang-akit
greatnight	joy	0.734	magandang gabi
vivacious	joy	0.734	masigla
glorification	joy	0.733	pagluwalhati
sing	joy	0.729	kumanta
glowing	joy	0.729	kumikinang
yessss	joy	0.728	yessss
fulfillment	joy	0.728	katuparan
breathtaking	joy	0.728	makapigil-hininga
thankful	joy	0.727	mapagpasalamat
cheery	joy	0.727	masayahin
santa	joy	0.727	santa
hurrah	joy	0.727	hurray
christmasbreak	joy	0.727	christmasbreak
win	joy	0.727	panalo
