English Word	Emotion	Emotion-Intensity-Score	Esperanto Word
party	joy	0.765	festo
delight	joy	0.765	ĝojo
orgasm	joy	0.765	orgasmo
positive	joy	0.761	pozitiva
sweetheart	joy	0.758	karulino
enlighten	joy	0.758	lumigi
cheerfulness	joy	0.758	gajeco
miracles	joy	0.758	mirakloj
giddy	joy	0.757	kapturna
christmastime	joy	0.757	kristnaska tempo
gratify	joy	0.750	kontentigi
greatness	joy	0.750	grandeco
friendliness	joy	0.750	amikeco
blessings	joy	0.750	benojn
laughs	joy	0.750	ridas
tistheseason	joy	0.750	ĉi tiu sezono
smile	joy	0.750	rideti
pleasing	joy	0.750	plaĉa
romantic	joy	0.750	romantika
happyholidays	joy	0.750	feliĉaj festotagoj
frolic	joy	0.748	petoliĝi
jubilee	joy	0.742	jubileo
miracle	joy	0.742	miraklo
enthusiasm	joy	0.742	entuziasmo
selflove	joy	0.742	memamo
triumph	joy	0.742	triumfo
magical	joy	0.742	magia
rewarding	joy	0.742	rekompencanta
goodvibes	joy	0.742	bonaj vibroj
positiveenergy	joy	0.742	pozitiva energio
feelgood	joy	0.736	sentiĝu bone
prosperity	joy	0.735	prosperon
behappy	joy	0.734	Estu feliĉa
admiration	joy	0.734	admiro
passionate	joy	0.734	pasia
goodday	joy	0.734	bonan tagon
luxurious	joy	0.734	luksa
tgif	joy	0.734	tgif
victory	joy	0.734	venko
feelinggood	joy	0.734	farante bonon
enchant	joy	0.734	sorĉi
greatnight	joy	0.734	bonan nokton
vivacious	joy	0.734	vigla
glorification	joy	0.733	glorado
sing	joy	0.729	kanti
glowing	joy	0.729	brilanta
yessss	joy	0.728	jessss
fulfillment	joy	0.728	plenumo
breathtaking	joy	0.728	miriga
thankful	joy	0.727	dankema
cheery	joy	0.727	gaja
santa	joy	0.727	sankta
hurrah	joy	0.727	urĝo
christmasbreak	joy	0.727	kristnaska festo
win	joy	0.727	venki
atpeace	joy	0.727	ĉe paco
award	joy	0.727	premio
merry	joy	0.727	gaja
inspiration	joy	0.725	inspiro
radiance	joy	0.725	radiado
pleased	joy	0.725	kontenta
uplift	joy	0.723	levo
optimistic	joy	0.723	optimisma
heaven	joy	0.721	ĉielo
lucky	joy	0.721	bonŝanca
godisgreat	joy	0.721	Dio estas granda
holidays	joy	0.721	ferioj
thrill	joy	0.721	emocio
congratulatory	joy	0.719	gratulon
thriving	joy	0.719	prosperanta
amusement	joy	0.719	amuzo
perfect	joy	0.719	perfekta
lover	joy	0.719	amanto
xmas	joy	0.719	kristnaskon
heartfelt	joy	0.719	elkore
utopian	joy	0.719	utopia
lovely	joy	0.719	Amindaj
harmony	joy	0.719	harmonio
praising	joy	0.719	laŭdante
brighten	joy	0.719	heligi
luckiest	joy	0.712	plej bonŝanca
merrychristmas	joy	0.712	feliĉan Kristnaskon
magic	joy	0.712	magio
achievement	joy	0.712	atingo
yay	joy	0.712	jes
holiday	joy	0.712	ferio
treasures	joy	0.712	trezoroj
luxury	joy	0.712	lukso
bestfeeling	joy	0.712	plej bona sento
intimate	joy	0.710	intima
soblessed	joy	0.706	sobenita
yaaay	joy	0.706	jaaay
rave	joy	0.706	rave
chuckle	joy	0.706	rideti
proud	joy	0.704	fiera
winning	joy	0.703	venkanta
cherish	joy	0.703	ŝati
goodnews	joy	0.703	bona novaĵo
fuckyeah	joy	0.703	fuckyeah
optimism	joy	0.703	optimismo
amazingly	joy	0.703	mirinde
lovelife	joy	0.703	amvivo
truelove	joy	0.703	vera amo
beautification	joy	0.703	plibeligo
satisfying	joy	0.703	kontentiga
appreciates	joy	0.703	aprezas
cuddled	joy	0.703	karesita
goodlife	joy	0.703	bonvivon
gooood	joy	0.703	bonege
sweetest	joy	0.703	plej dolĉa
yaay	joy	0.700	jaay
entertained	joy	0.700	amuzis
excite	joy	0.697	eksciti
newbeginnings	joy	0.693	novaj komencoj
praisejesus	joy	0.691	laŭdi Jesuon
birthday	joy	0.691	naskiĝtago
greatfriends	joy	0.688	grandaj amikoj
adoration	joy	0.688	adorado
godsend	joy	0.688	dieco
favorite	joy	0.688	ŝatata
content	joy	0.688	enhavo
entertaining	joy	0.688	amuzante
honored	joy	0.688	honorita
metime	joy	0.688	tempo
exquisite	joy	0.688	delikata
holidayseason	joy	0.688	feria sezono
thankyoujesus	joy	0.688	dankon Jesuo
angelic	joy	0.688	anĝela
goodhealth	joy	0.682	bona sano
majestic	joy	0.682	majesta
luscious	joy	0.682	bongusta
memoriesiwontforget	joy	0.682	memoroj ne forgesos
bestfriends	joy	0.682	plej bonaj amikoj
precious	joy	0.682	altvalora
appreciated	joy	0.682	aprezita
exaltation	joy	0.682	ekzaltiĝo
smiled	joy	0.682	ridetis
brightens	joy	0.682	heligas
tranquility	joy	0.679	trankvilo
marry	joy	0.676	edziĝi
embrace	joy	0.676	brakumi
positively	joy	0.676	pozitive
grin	joy	0.672	grin
hug	joy	0.672	brakumo
hilarious	joy	0.672	ridiga
dearest	joy	0.672	plej kara
contentment	joy	0.672	kontenteco
accomplished	joy	0.672	plenumita
relaxation	joy	0.672	malstreĉiĝo
bday	joy	0.672	feston
enliven	joy	0.672	vigligi
weeeee	joy	0.672	weeeee
giggles	joy	0.672	ridas
fulfilled	joy	0.667	plenumita
bountiful	joy	0.667	abundega
victor	joy	0.667	venkinto
adore	joy	0.667	adoras
boisterous	joy	0.667	bruema
fulfill	joy	0.664	plenumi
cuddles	joy	0.662	karesojn
prosperous	joy	0.660	prospera
appreciation	joy	0.656	aprezo
serenity	joy	0.656	sereneco
happynewyear	joy	0.656	feliĉan Novjaron
humor	joy	0.656	humuro
satisfy	joy	0.656	kontentigi
besties	joy	0.656	bestulinoj
encouraged	joy	0.656	kuraĝigita
captivate	joy	0.656	allogi
christmaseve	joy	0.656	Kristnaska antaŭvespero
glow	joy	0.656	brilas
romanticism	joy	0.656	romantikismo
innerpeace	joy	0.656	interna paco
pleasant	joy	0.656	agrabla
praises	joy	0.652	laŭdoj
abundance	joy	0.652	abundo
fortunes	joy	0.652	sortoj
engaged	joy	0.652	engaĝita
praised	joy	0.652	laŭdis
relaxing	joy	0.652	malstreĉiĝanta
treasure	joy	0.652	trezoro
satisfaction	joy	0.652	kontentigo
nothingbetter	joy	0.647	nenio pli bona
affection	joy	0.647	korinklino
relieved	joy	0.647	malpezigita
complement	joy	0.647	komplemento
carnival	joy	0.643	karnavalo
priceless	joy	0.641	netaksebla
uplifting	joy	0.641	edifa
sensuality	joy	0.641	sensualeco
saintly	joy	0.641	sankta
champion	joy	0.641	ĉampiono
thanksgiving	joy	0.641	dankon
harmoniously	joy	0.641	harmonie
wedding	joy	0.641	geedziĝo
achieve	joy	0.641	atingi
divine	joy	0.641	dia
jackpot	joy	0.641	jackpot
honeymoon	joy	0.636	mielmonato
exalt	joy	0.636	altigi
twinkle	joy	0.636	brili
comforting	joy	0.636	konsola
felicity	joy	0.636	felio
peaceful	joy	0.636	paca
climax	joy	0.636	kulmino
winner	joy	0.636	venkinto
reverie	joy	0.636	revado
yayy	joy	0.636	jayy
cuddle	joy	0.636	karesi
xoxo	joy	0.634	xoxo
stargazing	joy	0.625	stelrigardado
festival	joy	0.625	festivalo
sweet	joy	0.625	dolĉa
generosity	joy	0.625	malavareco
brighter	joy	0.625	pli hele
praisegod	joy	0.625	laŭdodio
gorgeous	joy	0.625	belega
hearts	joy	0.625	koroj
amusing	joy	0.625	amuza
fondness	joy	0.625	ŝato
snuggling	joy	0.625	kunpreminte
reward	joy	0.625	rekompenco
sex	joy	0.622	sekso
kind	joy	0.621	afabla
genial	joy	0.621	afabla
parade	joy	0.621	parado
applause	joy	0.621	aplaŭdo
beauty	joy	0.621	beleco
fulfilling	joy	0.618	plenumante
aspiring	joy	0.618	aspirante
newlife	joy	0.618	nova vivo
godbless	joy	0.616	Dio benu vin
virtuous	joy	0.613	virta
kiss	joy	0.610	kiso
christmas	joy	0.609	kristnasko
rainbows	joy	0.609	ĉielarkoj
elegance	joy	0.609	eleganteco
generous	joy	0.609	malavara
super	joy	0.609	super
playful	joy	0.609	ludema
enlightenment	joy	0.609	klerismo
praiseworthy	joy	0.609	laŭdinda
awards	joy	0.609	premioj
adorable	joy	0.609	adorinda
rekindle	joy	0.609	rebruligi
winnings	joy	0.609	gajnoj
independence	joy	0.607	sendependeco
amour	joy	0.607	amo
kindness	joy	0.606	bonkoreco
surprises	joy	0.606	surprizoj
heheh	joy	0.606	heheh
hilarity	joy	0.606	ridigo
wonder	joy	0.606	miro
freely	joy	0.606	libere
successful	joy	0.606	sukcesa
inspired	joy	0.606	inspirita
onelove	joy	0.606	unu amo
whimsical	joy	0.603	kaprica
entertainment	joy	0.603	distro
passion	joy	0.603	pasio
stressfree	joy	0.601	senstresa
beautify	joy	0.601	beligi
sunrise	joy	0.600	sunleviĝo
godisgood	joy	0.597	Dio estas bona
goodmusic	joy	0.594	bona muziko
revere	joy	0.594	revere
whoo	joy	0.594	whoo
fanfare	joy	0.594	fanfaro
inspire	joy	0.594	inspiri
angel	joy	0.594	anĝelo
thankgod	joy	0.594	Dankon al Dio
goodies	joy	0.594	bonaĵojn
jesus	joy	0.594	Jesuo
accomplishment	joy	0.594	realigo
snuggled	joy	0.594	kunpremita
peacefully	joy	0.594	pace
flirt	joy	0.594	flirti
friendship	joy	0.591	amikeco
singing	joy	0.591	kantante
heroic	joy	0.591	heroa
exalted	joy	0.591	altigita
fortune	joy	0.591	fortuno
highest	joy	0.591	plej alta
summer	joy	0.591	somero
contented	joy	0.588	kontenta
rollicking	joy	0.588	ruliĝanta
overflowing	joy	0.588	superfluanta
woot	joy	0.588	woot
accolade	joy	0.586	laŭdon
hope	joy	0.586	espero
cozy	joy	0.583	komforta
delicious	joy	0.579	bongusta
raving	joy	0.578	delirante
thelife	joy	0.578	la vivo
darling	joy	0.578	karulino
sensuous	joy	0.578	sensuala
picturesque	joy	0.578	pitoreska
friendly	joy	0.578	amika
everlasting	joy	0.578	eterne
praise	joy	0.578	laŭdon
ambition	joy	0.578	ambicio
sparkle	joy	0.577	ekbrili
sensual	joy	0.576	malĉasta
peace	joy	0.576	pacon
flattering	joy	0.576	flatante
grace	joy	0.576	graco
luckygirl	joy	0.576	bonŝanca knabino
heroism	joy	0.576	heroeco
succeeding	joy	0.576	sukcesante
yeahhh	joy	0.576	jeshh
special	joy	0.574	speciala
livelife	joy	0.574	vivu VIVON
tantalizing	joy	0.572	tentante
pumped	joy	0.567	pumpita
yey	joy	0.562	jes
surprise	joy	0.562	surprizo
sunny	joy	0.562	sunplena
prevail	joy	0.562	triumfi
revels	joy	0.562	ĝojas
humorous	joy	0.562	humura
sweets	joy	0.562	dolĉaĵoj
liking	joy	0.562	ŝatado
admirable	joy	0.562	admirinda
superstar	joy	0.562	superstelulo
relax	joy	0.562	malstreĉiĝi
prosper	joy	0.562	prosperi
hero	joy	0.562	heroo
hugs	joy	0.562	brakumojn
worthwhile	joy	0.562	indas
newyear	joy	0.561	nova jaro
tenderness	joy	0.561	tenereco
bless	joy	0.561	benu
favorable	joy	0.561	favora
freedom	joy	0.561	libereco
masterpiece	joy	0.561	ĉefverko
dreams	joy	0.559	revoj
hopeful	joy	0.559	esperplena
home	joy	0.559	hejmen
cruising	joy	0.556	krozado
gracias	joy	0.554	dankon
faithfulness	joy	0.553	fideleco
eagerness	joy	0.552	fervoro
closeness	joy	0.552	proksimeco
sunshine	joy	0.551	sunbrilo
comfy	joy	0.551	komforta
vacation	joy	0.547	ferio
celestial	joy	0.547	ĉiela
good	joy	0.547	bona
elite	joy	0.547	elito
illuminate	joy	0.547	lumigi
confidence	joy	0.547	konfido
mistletoe	joy	0.547	visko
daughter	joy	0.547	filino
lifted	joy	0.547	levita
goodmorning	joy	0.547	bonan matenon
zeal	joy	0.547	fervoro
gifts	joy	0.547	donacoj
gift	joy	0.547	donaco
astonishment	joy	0.547	miro
heart	joy	0.547	koro
completion	joy	0.547	kompletigo
bonus	joy	0.547	bonuso
charmed	joy	0.546	ĉarmita
dance	joy	0.545	danci
sublime	joy	0.545	sublima
recreation	joy	0.545	distro
encouragement	joy	0.545	kuraĝigo
god	joy	0.545	Dio
gush	joy	0.545	ŝprucigi
freshstart	joy	0.544	freŝa komenco
free	joy	0.544	libera
savior	joy	0.543	savanto
sanctuary	joy	0.541	sanktejo
grandchildren	joy	0.540	nepoj
wellness	joy	0.537	bonfarto
revel	joy	0.534	revel
music	joy	0.531	muziko
fab	joy	0.531	fab
bridal	joy	0.531	geedziĝo
soar	joy	0.531	ŝvebi
alive	joy	0.531	viva
money	joy	0.531	mono
soothing	joy	0.531	trankviliga
serene	joy	0.531	serena
holiness	joy	0.531	sankteco
inspirational	joy	0.531	inspira
matrimony	joy	0.531	edzeco
dayoff	joy	0.531	tago libera
savor	joy	0.531	gustumi
vitality	joy	0.531	vigleco
confident	joy	0.531	memfida
firstborn	joy	0.531	unuenaskito
rainbow	joy	0.531	ĉielarko
liberation	joy	0.531	liberigo
elegant	joy	0.530	eleganta
mastery	joy	0.530	majstreco
glimmer	joy	0.530	brileton
illumination	joy	0.530	lumigado
blossom	joy	0.530	florado
warmth	joy	0.530	varmo
welcomed	joy	0.530	bonvenigita
treat	joy	0.529	trakti
faithful	joy	0.529	fidela
snuggles	joy	0.522	ĉasiĝas
laurels	joy	0.521	laŭroj
commendable	joy	0.519	laŭdinda
succeed	joy	0.516	sukcesi
jingle	joy	0.516	tinti
zest	joy	0.516	zesto
noschool	joy	0.516	noschool
brotherly	joy	0.516	frate
silly	joy	0.516	stulta
abundant	joy	0.516	abunda
fancy	joy	0.516	fantazio
resplendent	joy	0.516	brila
strengthening	joy	0.516	plifortigante
presents	joy	0.516	donacoj
pride	joy	0.516	fiero
almighty	joy	0.516	ĉiopova
powerful	joy	0.516	potenca
aspire	joy	0.516	aspiras
remarkable	joy	0.516	rimarkinda
greeted	joy	0.516	salutis
thanking	joy	0.515	dankante
cutie	joy	0.515	karulino
kudos	joy	0.515	gratulon
therapeutic	joy	0.515	terapia
zen	joy	0.515	zen
coronation	joy	0.515	kronado
complete	joy	0.515	kompleta
shining	joy	0.515	brilanta
spirit	joy	0.515	spirito
princely	joy	0.515	princa
vivid	joy	0.515	vigla
comfort	joy	0.515	komforto
leisure	joy	0.515	libertempo
reunited	joy	0.515	reunuiĝis
kid	joy	0.515	infano
newme	joy	0.515	newme
payday	joy	0.515	salajrotago
animated	joy	0.515	vigla
familytime	joy	0.515	familia tempo
relationship	joy	0.514	rilato
godly	joy	0.514	pie
marriage	joy	0.514	geedzeco
daymade	joy	0.514	tagfarita
spouse	joy	0.507	edzino
intimately	joy	0.507	intime
respect	joy	0.500	respekto
bloom	joy	0.500	flori
purr	joy	0.500	ronroni
carefree	joy	0.500	senzorga
nature	joy	0.500	naturo
encourage	joy	0.500	kuraĝigi
soulful	joy	0.500	animplena
refreshed	joy	0.500	refreŝigita
family	joy	0.500	familio
gem	joy	0.500	gemo
meritorious	joy	0.500	meritplena
achieved	joy	0.500	atingita
motherhood	joy	0.500	patrineco
holyspirit	joy	0.500	Sankta Spirito
surreal	joy	0.500	superreala
charitable	joy	0.500	bonfara
teamjesus	joy	0.500	teamjesus
stressrelief	joy	0.500	streĉiĝo
erotic	joy	0.500	erotika
inviting	joy	0.500	invitante
baby	joy	0.500	bebo
dignity	joy	0.500	digno
satisfied	joy	0.500	kontenta
visionary	joy	0.500	viziulo
memorable	joy	0.500	memorinda
veracity	joy	0.500	vereco
healthy	joy	0.500	sana
welcoming	joy	0.500	bonvena
diamond	joy	0.500	diamanto
christ	joy	0.500	kristo
beach	joy	0.500	plaĝo
accomplish	joy	0.500	plenumi
friends	joy	0.500	amikoj
excel	joy	0.500	excel
health	joy	0.493	sano
aura	joy	0.493	aŭro
yehey	joy	0.486	jes hej
approved	joy	0.486	aprobita
oasis	joy	0.486	oazo
liberty	joy	0.486	libereco
crowning	joy	0.485	kronon
aspiration	joy	0.485	aspiro
privileged	joy	0.485	privilegiita
crescendo	joy	0.485	crescendo
rapture	joy	0.485	ravo
liberate	joy	0.485	liberigi
nocomplaints	joy	0.485	neniuj plendoj
prestige	joy	0.485	prestiĝo
bounty	joy	0.485	premio
gentle	joy	0.485	milda
inseparable	joy	0.485	nedisigebla
engaging	joy	0.485	engaĝante
loyal	joy	0.485	lojala
betrothed	joy	0.485	fianĉiĝinta
transcendence	joy	0.484	transcendeco
selfworth	joy	0.484	memvaloro
yummy	joy	0.484	bongusta
datenight	joy	0.484	danokto
destiny	joy	0.484	destino
heyday	joy	0.484	glortempo
aloha	joy	0.484	aloha
desire	joy	0.484	deziro
dream	joy	0.484	revo
luck	joy	0.484	ŝanco
fete	joy	0.484	festo
trophy	joy	0.484	Trofeo
bouquet	joy	0.484	bukedo
chocolate	joy	0.484	ĉokolado
creativity	joy	0.484	kreemo
boyfriend	joy	0.480	koramiko
commemoration	joy	0.479	memormemoro
intelligence	joy	0.477	inteligenteco
readiness	joy	0.473	preteco
friend	joy	0.471	amiko
bride	joy	0.471	novedzino
enthusiast	joy	0.471	entuziasmulo
lush	joy	0.470	abunda
inheritance	joy	0.470	heredo
soothe	joy	0.470	trankviligi
tickle	joy	0.470	tikli
kiddo	joy	0.470	infano
nostalgia	joy	0.470	nostalgio
massage	joy	0.470	masaĝo
calming	joy	0.470	trankviligi
adventure	joy	0.470	aventuro
pretty	joy	0.469	bela
purring	joy	0.469	ronronado
eternal	joy	0.469	eterna
humanitarian	joy	0.469	humanitara
nurture	joy	0.469	nutri
giving	joy	0.469	donante
rest	joy	0.469	ripozi
getaway	joy	0.469	foriri
goals	joy	0.469	celoj
pray	joy	0.469	preĝu
bridegroom	joy	0.469	edziĝanto
heartily	joy	0.469	kore
luster	joy	0.469	brilo
bonding	joy	0.469	ligado
princess	joy	0.469	princino
amicable	joy	0.469	amikeca
benevolence	joy	0.469	bonvolemo
child	joy	0.466	infano
salutary	joy	0.465	saluta
invite	joy	0.457	inviti
beam	joy	0.456	trabo
reminiscing	joy	0.456	rememorante
befriend	joy	0.455	amikiĝi
aesthetics	joy	0.455	estetiko
friday	joy	0.455	vendredo
freshair	joy	0.455	freŝa aero
ceremony	joy	0.455	ceremonio
kindred	joy	0.455	parencaro
mindfulness	joy	0.455	atenteco
sonice	joy	0.455	tiel belan
elevation	joy	0.455	alteco
tropical	joy	0.455	tropika
scholarship	joy	0.455	stipendio
hee	joy	0.455	hee
noworries	joy	0.453	nun zorgoj
allure	joy	0.453	alloge
approve	joy	0.453	aprobi
scenery	joy	0.453	pejzaĝo
waterfall	joy	0.453	akvofalo
vindication	joy	0.453	pravigo
namaste	joy	0.453	namaste
commemorate	joy	0.453	memorfesti
faith	joy	0.453	fido
birth	joy	0.453	naskiĝo
forgiveness	joy	0.453	pardonon
journey	joy	0.447	vojaĝo
meditation	joy	0.446	meditado
relaxed	joy	0.442	malstreĉita
present	joy	0.441	ĉeestanta
weekend	joy	0.441	semajnfino
tender	joy	0.441	tenera
tranquil	joy	0.441	trankvila
lyrical	joy	0.439	lirika
sharing	joy	0.439	kundivido
esteem	joy	0.439	estimo
nostalgic	joy	0.439	nostalgia
prayer	joy	0.439	preĝo
righteousness	joy	0.439	justeco
husband	joy	0.438	edzo
relief	joy	0.438	reliefo
strength	joy	0.438	forto
mighty	joy	0.438	potenca
unbeaten	joy	0.438	nevenkita
eager	joy	0.438	avida
share	joy	0.438	kunhavigi
newday	joy	0.438	nova tago
sonnet	joy	0.438	soneto
meditate	joy	0.438	mediti
life	joy	0.438	vivo
winterbreak	joy	0.429	vintra ripozo
warm	joy	0.429	varma
movingforward	joy	0.429	movante antaŭen
buddy	joy	0.427	kamarado
oneness	joy	0.426	unueco
unconstrained	joy	0.424	nelimigita
amen	joy	0.424	amen
reverence	joy	0.424	respekto
healthful	joy	0.424	sana
thelittlethings	joy	0.424	la etaĵoj
medal	joy	0.424	medalo
unsurpassed	joy	0.424	nesuperita
candlelight	joy	0.424	kandela lumo
carols	joy	0.424	kantojn
ejaculation	joy	0.424	ejakulado
beginnings	joy	0.422	komencoj
sledding	joy	0.422	sledado
graduation	joy	0.422	diplomiĝo
frisky	joy	0.422	ŝanceliĝema
lml	joy	0.422	lml
ease	joy	0.422	facileco
symphony	joy	0.422	simfonio
wealth	joy	0.422	riĉeco
helpful	joy	0.422	helpema
musical	joy	0.422	muzika
glitter	joy	0.422	brileto
calmness	joy	0.422	trankvilo
energy	joy	0.422	energio
safe	joy	0.422	sekura
nostress	joy	0.421	niaj
soundness	joy	0.421	solideco
promise	joy	0.415	promesi
reunite	joy	0.414	reunuiĝi
mother	joy	0.412	patrino
salvation	joy	0.412	savo
poems	joy	0.412	poemoj
clown	joy	0.409	klaŭno
lavender	joy	0.409	lavendo
immaculate	joy	0.409	senmakula
purify	joy	0.409	purigi
inauguration	joy	0.409	inaŭguro
aromatherapy	joy	0.409	aromaterapio
lighten	joy	0.409	malpezigi
travel	joy	0.409	vojaĝi
cash	joy	0.406	kontanta
companion	joy	0.406	kunulo
live	joy	0.406	vivi
opportune	joy	0.406	oportuna
completing	joy	0.406	kompletigante
charity	joy	0.406	karitato
heal	joy	0.406	resanigi
star	joy	0.406	stelo
wishing	joy	0.406	deziranta
flowers	joy	0.406	floroj
income	joy	0.403	enspezo
soul	joy	0.401	animo
munchies	joy	0.400	manĝetoj
emancipation	joy	0.397	emancipiĝo
indescribable	joy	0.397	nepriskribebla
progress	joy	0.397	progreso
equality	joy	0.394	egaleco
childhood	joy	0.394	infanaĝo
together	joy	0.394	kune
rhythmical	joy	0.394	ritma
fullness	joy	0.394	pleneco
calm	joy	0.394	trankvila
hammock	joy	0.394	hamako
picnic	joy	0.394	pikniko
movies	joy	0.393	filmoj
zealous	joy	0.393	fervora
playground	joy	0.391	ludejo
affluence	joy	0.391	riĉeco
warms	joy	0.391	varmigas
choir	joy	0.391	koruso
littlethings	joy	0.391	malgrandaj aferoj
auspicious	joy	0.391	aŭspicia
meaningful	joy	0.391	signifoplena
adventures	joy	0.391	aventuroj
goofy	joy	0.391	stulta
starry	joy	0.391	stela
humanity	joy	0.391	homaro
gesture	joy	0.387	gesto
witty	joy	0.382	sprita
vow	joy	0.382	promeso
shopping	joy	0.382	butikumado
vibes	joy	0.379	vibroj
worship	joy	0.379	adori
jump	joy	0.379	salti
communion	joy	0.379	komuneco
reverend	joy	0.377	reverendo
rising	joy	0.375	leviĝanta
advance	joy	0.375	antaŭeniĝo
beaches	joy	0.375	plaĝoj
sonorous	joy	0.375	sonora
courtship	joy	0.375	amindumado
experience	joy	0.375	sperto
reunion	joy	0.375	reunuiĝo
simplicity	joy	0.375	simpleco
full	joy	0.375	plena
hymn	joy	0.375	himno
spirits	joy	0.375	spiritoj
unforgettable	joy	0.375	neforgesebla
mirth	joy	0.375	gajeco
youth	joy	0.375	juneco
scenic	joy	0.375	pitoreska
unique	joy	0.375	unika
redeemed	joy	0.375	elaĉetita
alliance	joy	0.368	alianco
baptismal	joy	0.368	bapto
grant	joy	0.366	subvencion
kitten	joy	0.364	katido
sanctification	joy	0.364	sanktigo
conciliation	joy	0.364	interpacigo
improves	joy	0.364	plibonigas
pure	joy	0.364	pura
improve	joy	0.364	plibonigi
authentic	joy	0.364	aŭtentika
moonlight	joy	0.364	lunlumo
weightloss	joy	0.362	malplipeziĝo
raspberries	joy	0.360	framboj
feeling	joy	0.359	sento
jest	joy	0.359	ŝerco
independent	joy	0.359	sendependa
sanctify	joy	0.359	sanktigi
devotional	joy	0.359	devota
tinsel	joy	0.359	tinsel
proficiency	joy	0.359	scipovo
listenting	joy	0.359	aŭskultante
fidelity	joy	0.359	fideleco
revival	joy	0.359	reviviĝo
giver	joy	0.353	donanto
cocoa	joy	0.353	kakao
deliverance	joy	0.348	savo
melody	joy	0.348	melodio
unification	joy	0.348	unuiĝo
romp	joy	0.348	rompiĝi
purpose	joy	0.348	celo
choral	joy	0.348	ĥoralo
exceed	joy	0.348	superi
dolphin	joy	0.348	delfeno
roaring	joy	0.348	muĝante
favor	joy	0.348	favoro
hotyoga	joy	0.347	hotjogo
voluptuous	joy	0.344	volupta
fruits	joy	0.344	fruktoj
cookies	joy	0.344	kuketoj
manicure	joy	0.344	manikuro
nowork	joy	0.344	neniu laboro
date	joy	0.344	dato
newstart	joy	0.344	novkomenco
hedonism	joy	0.344	hedonismo
pledge	joy	0.344	promeso
electric	joy	0.344	elektra
humble	joy	0.344	humila
roadtrip	joy	0.344	vojvojaĝo
thx	joy	0.344	Dankon
kiddos	joy	0.344	infanoj
celebrity	joy	0.342	famulo
bridesmaid	joy	0.338	edziniĝantino
rhythm	joy	0.338	ritmo
spa	joy	0.333	banurbo
snowday	joy	0.333	neĝtago
familiarity	joy	0.333	familiareco
coffee	joy	0.333	kafo
edification	joy	0.333	edifo
garden	joy	0.333	ĝardeno
renovation	joy	0.333	renovigo
dawn	joy	0.333	tagiĝo
connoisseur	joy	0.333	konisto
gazing	joy	0.333	rigardante
obliging	joy	0.333	kompatema
partner	joy	0.333	partnero
foodie	joy	0.331	manĝanto
synchronize	joy	0.329	sinkronigi
tribulation	joy	0.328	aflikto
psalm	joy	0.328	psalmo
pedicure	joy	0.328	pedikuro
noregrets	joy	0.328	noregrets
chirping	joy	0.328	pepado
saint	joy	0.328	sanktulo
healing	joy	0.328	resanigo
carol	joy	0.328	karol
true	joy	0.328	vera
hobby	joy	0.328	hobio
amnesty	joy	0.328	amnestio
respite	joy	0.324	ripozo
recreational	joy	0.318	distra
cousins	joy	0.318	kuzoj
mellow	joy	0.318	milda
restorative	joy	0.318	restariga
lazyday	joy	0.318	pigra tago
classics	joy	0.318	klasikaĵoj
reconciliation	joy	0.316	repaciĝo
woods	joy	0.312	arbaroj
progression	joy	0.312	progresado
muchneeded	joy	0.312	tre bezonata
sterling	joy	0.312	sterlingo
dove	joy	0.312	kolombo
simplify	joy	0.312	simpligi
fitness	joy	0.312	taŭgeco
sunset	joy	0.312	sunsubiro
wisdom	joy	0.312	saĝo
relight	joy	0.312	relumigi
living	joy	0.312	vivanta
presto	joy	0.312	presto
playhouse	joy	0.312	ludkabano
superman	joy	0.312	superhomo
pony	joy	0.312	poneo
recovery	joy	0.312	Retrovo
crafts	joy	0.312	metioj
lord	joy	0.312	sinjoro
deal	joy	0.312	interkonsento
improvement	joy	0.309	plibonigo
infant	joy	0.309	infaneto
absolution	joy	0.306	absolvo
honest	joy	0.303	honesta
gently	joy	0.303	milde
banquet	joy	0.303	bankedo
established	joy	0.303	establita
endless	joy	0.303	senfina
decorating	joy	0.303	ornamado
providing	joy	0.300	havigante
lounging	joy	0.297	loundante
growth	joy	0.297	kresko
strolling	joy	0.297	promenante
feat	joy	0.297	feat
morals	joy	0.297	moralo
mine	joy	0.297	mia
spending	joy	0.297	elspezadon
light	joy	0.297	lumo
spiritual	joy	0.297	spirita
quaint	joy	0.297	kurioza
fraternal	joy	0.297	frata
notable	joy	0.297	rimarkinda
softly	joy	0.297	mallaŭte
harvest	joy	0.297	rikolto
yearning	joy	0.297	sopiro
breeze	joy	0.297	venteto
joker	joy	0.297	ŝercisto
meditating	joy	0.297	meditante
fervor	joy	0.295	fervoro
quotes	joy	0.294	citaĵoj
volunteer	joy	0.294	volontulo
gain	joy	0.288	gajno
resources	joy	0.288	rimedoj
create	joy	0.288	krei
psalms	joy	0.288	psalmoj
hippie	joy	0.288	hipio
taoism	joy	0.288	taoismo
midwife	joy	0.288	akuŝistino
receiving	joy	0.287	ricevante
snowfall	joy	0.286	neĝado
ocean	joy	0.286	oceano
lsd	joy	0.286	lsd
hiking	joy	0.283	migrado
evergreen	joy	0.281	ĉiamverdaj
destination	joy	0.281	destino
candid	joy	0.281	sincera
unwind	joy	0.281	malstreĉiĝi
truce	joy	0.281	paŭzo
toast	joy	0.281	rostpano
