English Word	Emotion	Emotion-Intensity-Score	Kinyarwanda Word
christmastime	joy	0.757	Noheri
gratify	joy	0.750	shimishwa
greatness	joy	0.750	ubukuru
friendliness	joy	0.750	urugwiro
blessings	joy	0.750	imigisha
laughs	joy	0.750	aseka
tistheseason	joy	0.750	tistheseason
smile	joy	0.750	kumwenyura
pleasing	joy	0.750	bishimishije
romantic	joy	0.750	urukundo
happyholidays	joy	0.750	umunsi mukuru
frolic	joy	0.748	frolic
jubilee	joy	0.742	yubile
miracle	joy	0.742	igitangaza
enthusiasm	joy	0.742	ishyaka
selflove	joy	0.742	kwikunda
triumph	joy	0.742	intsinzi
magical	joy	0.742	magic
rewarding	joy	0.742	bihesha ingororano
goodvibes	joy	0.742	goodvibes
positiveenergy	joy	0.742	ibyiza
feelgood	joy	0.736	mererwa neza
prosperity	joy	0.735	gutera imbere
behappy	joy	0.734	imyitwarire
admiration	joy	0.734	kwishima
passionate	joy	0.734	ishyaka
goodday	joy	0.734	umunsi mwiza
luxurious	joy	0.734	nziza
tgif	joy	0.734	tgif
victory	joy	0.734	intsinzi
feelinggood	joy	0.734	Ibyiyumvo
enchant	joy	0.734	umurozi
greatnight	joy	0.734	nightnight
vivacious	joy	0.734	vivacious
glorification	joy	0.733	guhimbaza
sing	joy	0.729	kuririmba
glowing	joy	0.729	kumurika
yessss	joy	0.728	yessss
fulfillment	joy	0.728	isohozwa
breathtaking	joy	0.728	guhumeka
thankful	joy	0.727	murakoze
cheery	joy	0.727	impundu
santa	joy	0.727	santa
hurrah	joy	0.727	hurray
christmasbreak	joy	0.727	Noheri
win	joy	0.727	gutsinda
atpeace	joy	0.727	atpeace
award	joy	0.727	igihembo
merry	joy	0.727	byishimo
inspiration	joy	0.725	guhumeka
radiance	joy	0.725	urumuri
pleased	joy	0.725	yishimiye
uplift	joy	0.723	kuzamura
optimistic	joy	0.723	afite icyizere
heaven	joy	0.721	ijuru
lucky	joy	0.721	amahirwe
godisgreat	joy	0.721	Imana irahambaye
holidays	joy	0.721	ibiruhuko
thrill	joy	0.721	gushimisha
congratulatory	joy	0.719	twishimiye
thriving	joy	0.719	gutera imbere
amusement	joy	0.719	kwishimisha
perfect	joy	0.719	biratunganye
lover	joy	0.719	umukunzi
xmas	joy	0.719	xmas
heartfelt	joy	0.719	bivuye ku mutima
utopian	joy	0.719	utopian
lovely	joy	0.719	mwiza
harmony	joy	0.719	ubwumvikane
praising	joy	0.719	gushima
brighten	joy	0.719	kumurika
luckiest	joy	0.712	amahirwe
merrychristmas	joy	0.712	Noheri
magic	joy	0.712	magic
achievement	joy	0.712	ibyagezweho
yay	joy	0.712	yay
holiday	joy	0.712	ibiruhuko
treasures	joy	0.712	ubutunzi
luxury	joy	0.712	kwinezeza
bestfeeling	joy	0.712	kumererwa neza
intimate	joy	0.710	inkoramutima
soblessed	joy	0.706	soblessed
yaaay	joy	0.706	yaaay
rave	joy	0.706	rave
chuckle	joy	0.706	aseka
proud	joy	0.704	ishema
winning	joy	0.703	gutsinda
cherish	joy	0.703	gaciro
goodnews	joy	0.703	Inkuru nziza
fuckyeah	joy	0.703	fuckyeah
optimism	joy	0.703	icyizere
amazingly	joy	0.703	biratangaje
lovelife	joy	0.703	Kunda ubuzima
truelove	joy	0.703	truelove
beautification	joy	0.703	ubwiza
satisfying	joy	0.703	kunyurwa
appreciates	joy	0.703	arashima
cuddled	joy	0.703	guhobera
goodlife	joy	0.703	ubuzima bwiza
gooood	joy	0.703	gooood
sweetest	joy	0.703	biryoshye
yaay	joy	0.700	yaay
entertained	joy	0.700	kwidagadura
excite	joy	0.697	byishimo
newbeginnings	joy	0.693	ibishya
praisejesus	joy	0.691	ishimwe
birthday	joy	0.691	isabukuru
greatfriends	joy	0.688	inshuti
adoration	joy	0.688	kuramya
godsend	joy	0.688	imana
favorite	joy	0.688	ukunda
content	joy	0.688	ibirimo
entertaining	joy	0.688	kwishimisha
honored	joy	0.688	icyubahiro
metime	joy	0.688	metime
exquisite	joy	0.688	byiza
holidayseason	joy	0.688	ikiruhuko
thankyoujesus	joy	0.688	urakoze
angelic	joy	0.688	abamarayika
goodhealth	joy	0.682	ubuzima bwiza
majestic	joy	0.682	icyubahiro
luscious	joy	0.682	luscious
memoriesiwontforget	joy	0.682	Kwibuka
bestfriends	joy	0.682	inshuti magara
precious	joy	0.682	agaciro
appreciated	joy	0.682	yashimiwe
exaltation	joy	0.682	gushyira hejuru
smiled	joy	0.682	aramwenyura
brightens	joy	0.682	kimurika
tranquility	joy	0.679	umutuzo
marry	joy	0.676	kurongora
embrace	joy	0.676	guhobera
positively	joy	0.676	byiza
grin	joy	0.672	asya
hug	joy	0.672	guhobera
hilarious	joy	0.672	urwenya
dearest	joy	0.672	bakundwa
contentment	joy	0.672	kunyurwa
accomplished	joy	0.672	byagezweho
relaxation	joy	0.672	kuruhuka
bday	joy	0.672	bday
enliven	joy	0.672	enliven
weeeee	joy	0.672	weeeee
giggles	joy	0.672	aseka
fulfilled	joy	0.667	byujujwe
bountiful	joy	0.667	ni byinshi
victor	joy	0.667	watsinze
adore	joy	0.667	kuramya
boisterous	joy	0.667	urusaku
fulfill	joy	0.664	gusohoza
cuddles	joy	0.662	guhobera
prosperous	joy	0.660	gutera imbere
appreciation	joy	0.656	gushima
serenity	joy	0.656	umutuzo
happynewyear	joy	0.656	umwaka mushya muhire
humor	joy	0.656	urwenya
satisfy	joy	0.656	guhaza
besties	joy	0.656	besties
encouraged	joy	0.656	bashishikarizwa
captivate	joy	0.656	gushimisha
christmaseve	joy	0.656	Noheri
glow	joy	0.656	kumurika
romanticism	joy	0.656	romantism
innerpeace	joy	0.656	imbere
pleasant	joy	0.656	birashimishije
praises	joy	0.652	ishimwe
abundance	joy	0.652	ubwinshi
fortunes	joy	0.652	amahirwe
engaged	joy	0.652	basezeranye
praised	joy	0.652	yashimwe
relaxing	joy	0.652	kuruhuka
treasure	joy	0.652	ubutunzi
satisfaction	joy	0.652	kunyurwa
nothingbetter	joy	0.647	ntakindi
affection	joy	0.647	urukundo
relieved	joy	0.647	kuruhuka
complement	joy	0.647	kuzuzanya
carnival	joy	0.643	karnivali
priceless	joy	0.641	ntagereranywa
uplifting	joy	0.641	kuzamura
sensuality	joy	0.641	amarangamutima
saintly	joy	0.641	mutagatifu
champion	joy	0.641	nyampinga
thanksgiving	joy	0.641	gushimira
harmoniously	joy	0.641	mubwumvikane
wedding	joy	0.641	ubukwe
achieve	joy	0.641	kugeraho
divine	joy	0.641	imana
jackpot	joy	0.641	jackpot
honeymoon	joy	0.636	ukwezi kwa buki
exalt	joy	0.636	gushyira hejuru
twinkle	joy	0.636	twinkle
comforting	joy	0.636	guhumuriza
felicity	joy	0.636	felicity
peaceful	joy	0.636	amahoro
climax	joy	0.636	indunduro
winner	joy	0.636	uwatsinze
reverie	joy	0.636	reverie
yayy	joy	0.636	yayy
cuddle	joy	0.636	guhobera
xoxo	joy	0.634	xoxo
stargazing	joy	0.625	inyenyeri
festival	joy	0.625	umunsi mukuru
sweet	joy	0.625	biryoshye
generosity	joy	0.625	ubuntu
brighter	joy	0.625	urumuri
praisegod	joy	0.625	ishimwe
gorgeous	joy	0.625	nziza
hearts	joy	0.625	imitima
amusing	joy	0.625	bishimishije
fondness	joy	0.625	gukunda
snuggling	joy	0.625	guswera
reward	joy	0.625	ibihembo
sex	joy	0.622	igitsina
kind	joy	0.621	ubwoko
genial	joy	0.621	rusange
parade	joy	0.621	parade
applause	joy	0.621	amashyi
beauty	joy	0.621	ubwiza
fulfilling	joy	0.618	gusohora
aspiring	joy	0.618	kwifuza
newlife	joy	0.618	ubuzima bushya
godbless	joy	0.616	kutubaha Imana
virtuous	joy	0.613	ingeso nziza
kiss	joy	0.610	gusomana
christmas	joy	0.609	Noheri
rainbows	joy	0.609	umukororombya
elegance	joy	0.609	elegance
generous	joy	0.609	ubuntu
super	joy	0.609	super
playful	joy	0.609	gukina
enlightenment	joy	0.609	kumurikirwa
praiseworthy	joy	0.609	gushimwa
awards	joy	0.609	ibihembo
adorable	joy	0.609	adorable
rekindle	joy	0.609	kubyutsa
winnings	joy	0.609	gutsindira
independence	joy	0.607	ubwigenge
amour	joy	0.607	amour
kindness	joy	0.606	ineza
surprises	joy	0.606	gutungurwa
heheh	joy	0.606	heheh
hilarity	joy	0.606	guhuza
wonder	joy	0.606	igitangaza
freely	joy	0.606	mu bwisanzure
successful	joy	0.606	gutsinda
inspired	joy	0.606	yahumetswe
onelove	joy	0.606	onelove
whimsical	joy	0.603	ibyifuzo
entertainment	joy	0.603	imyidagaduro
passion	joy	0.603	ishyaka
stressfree	joy	0.601	guhangayika
beautify	joy	0.601	kurimbisha
sunrise	joy	0.600	izuba rirashe
godisgood	joy	0.597	imana
goodmusic	joy	0.594	goodmusic
revere	joy	0.594	kubaha
whoo	joy	0.594	ninde
fanfare	joy	0.594	fanfare
inspire	joy	0.594	guhumeka
angel	joy	0.594	marayika
thankgod	joy	0.594	Thanksgod
goodies	joy	0.594	ibyiza
jesus	joy	0.594	Yesu
accomplishment	joy	0.594	ibyagezweho
snuggled	joy	0.594	aranyerera
peacefully	joy	0.594	amahoro
flirt	joy	0.594	flirt
friendship	joy	0.591	ubucuti
singing	joy	0.591	kuririmba
heroic	joy	0.591	intwari
exalted	joy	0.591	yashyizwe hejuru
fortune	joy	0.591	amahirwe
highest	joy	0.591	hejuru
summer	joy	0.591	icyi
contented	joy	0.588	kunyurwa
rollicking	joy	0.588	kuzunguruka
overflowing	joy	0.588	kurengerwa
woot	joy	0.588	woot
accolade	joy	0.586	ishimwe
hope	joy	0.586	ibyiringiro
cozy	joy	0.583	cozy
delicious	joy	0.579	biryoshye
raving	joy	0.578	raving
thelife	joy	0.578	ubuzima
darling	joy	0.578	mukundwa
sensuous	joy	0.578	byumvikana
picturesque	joy	0.578	nziza
friendly	joy	0.578	urugwiro
everlasting	joy	0.578	iteka ryose
praise	joy	0.578	ishimwe
ambition	joy	0.578	icyifuzo
sparkle	joy	0.577	urumuri
sensual	joy	0.576	amarangamutima
peace	joy	0.576	amahoro
flattering	joy	0.576	kureshya
grace	joy	0.576	ubuntu
luckygirl	joy	0.576	umunyamahirwe
heroism	joy	0.576	ubutwari
succeeding	joy	0.576	gutsinda
yeahhh	joy	0.576	yego
special	joy	0.574	idasanzwe
livelife	joy	0.574	baho ubuzima
tantalizing	joy	0.572	tantalizing
pumped	joy	0.567	pompe
yey	joy	0.562	yego
surprise	joy	0.562	gutungurwa
sunny	joy	0.562	izuba
prevail	joy	0.562	gutsinda
revels	joy	0.562	revels
humorous	joy	0.562	urwenya
sweets	joy	0.562	ibiryohereye
liking	joy	0.562	Gukunda
admirable	joy	0.562	gushimwa
superstar	joy	0.562	superstar
relax	joy	0.562	humura
prosper	joy	0.562	gutera imbere
hero	joy	0.562	intwari
hugs	joy	0.562	guhobera
worthwhile	joy	0.562	bifite akamaro
newyear	joy	0.561	newyear
tenderness	joy	0.561	ubwuzu
bless	joy	0.561	mugisha
favorable	joy	0.561	byiza
freedom	joy	0.561	umudendezo
masterpiece	joy	0.561	igihangano
dreams	joy	0.559	inzozi
hopeful	joy	0.559	twizeye
home	joy	0.559	urugo
cruising	joy	0.556	ingendo
gracias	joy	0.554	gracias
faithfulness	joy	0.553	ubudahemuka
eagerness	joy	0.552	ishyaka
closeness	joy	0.552	kuba hafi
sunshine	joy	0.551	izuba
comfy	joy	0.551	humura
vacation	joy	0.547	ikiruhuko
celestial	joy	0.547	ijuru
good	joy	0.547	byiza
elite	joy	0.547	intore
illuminate	joy	0.547	kumurika
confidence	joy	0.547	icyizere
mistletoe	joy	0.547	amakosa
daughter	joy	0.547	umukobwa
lifted	joy	0.547	yazamuye
goodmorning	joy	0.547	Mwaramutse
zeal	joy	0.547	ishyaka
gifts	joy	0.547	impano
gift	joy	0.547	impano
astonishment	joy	0.547	gutangara
heart	joy	0.547	umutima
completion	joy	0.547	kurangiza
bonus	joy	0.547	bonus
charmed	joy	0.546	igikundiro
dance	joy	0.545	kubyina
sublime	joy	0.545	sublime
recreation	joy	0.545	imyidagaduro
encouragement	joy	0.545	gutera inkunga
god	joy	0.545	imana
gush	joy	0.545	gush
freshstart	joy	0.544	shyashya
free	joy	0.544	ubuntu
savior	joy	0.543	umukiza
sanctuary	joy	0.541	ahera
grandchildren	joy	0.540	abuzukuru
wellness	joy	0.537	ubuzima bwiza
revel	joy	0.534	guhishurirwa
music	joy	0.531	umuziki
fab	joy	0.531	fab
bridal	joy	0.531	umugeni
soar	joy	0.531	izamuka
alive	joy	0.531	muzima
money	joy	0.531	amafaranga
soothing	joy	0.531	gutuza
serene	joy	0.531	umutuzo
holiness	joy	0.531	kwera
inspirational	joy	0.531	bitera imbaraga
matrimony	joy	0.531	gushyingirwa
dayoff	joy	0.531	umunsi wumunsi
savor	joy	0.531	impumuro nziza
vitality	joy	0.531	ubuzima
confident	joy	0.531	bizeye
firstborn	joy	0.531	imfura
rainbow	joy	0.531	umukororombya
liberation	joy	0.531	kwibohora
elegant	joy	0.530	elegant
mastery	joy	0.530	ubuhanga
glimmer	joy	0.530	glimmer
illumination	joy	0.530	kumurika
blossom	joy	0.530	indabyo
warmth	joy	0.530	ubushyuhe
welcomed	joy	0.530	ikaze
treat	joy	0.529	kuvura
faithful	joy	0.529	abizerwa
snuggles	joy	0.522	guswera
laurels	joy	0.521	laurels
commendable	joy	0.519	gushimirwa
succeed	joy	0.516	gutsinda
jingle	joy	0.516	jingle
zest	joy	0.516	zest
noschool	joy	0.516	ishuri
brotherly	joy	0.516	ubuvandimwe
silly	joy	0.516	silly
abundant	joy	0.516	ni byinshi
fancy	joy	0.516	fancy
resplendent	joy	0.516	kwiyongera
strengthening	joy	0.516	gushimangira
presents	joy	0.516	impano
pride	joy	0.516	ubwibone
almighty	joy	0.516	Ishoborabyose
powerful	joy	0.516	ikomeye
aspire	joy	0.516	kwifuza
remarkable	joy	0.516	bidasanzwe
greeted	joy	0.516	muramutse
thanking	joy	0.515	murakoze
cutie	joy	0.515	cutie
kudos	joy	0.515	kudos
therapeutic	joy	0.515	kuvura
zen	joy	0.515	zen
coronation	joy	0.515	kwimikwa
complete	joy	0.515	byuzuye
shining	joy	0.515	kumurika
spirit	joy	0.515	umwuka
princely	joy	0.515	igikomangoma
vivid	joy	0.515	Biragaragara
comfort	joy	0.515	humura
leisure	joy	0.515	imyidagaduro
reunited	joy	0.515	bongeye guhura
kid	joy	0.515	umwana
newme	joy	0.515	newme
payday	joy	0.515	umushahara
animated	joy	0.515	animasiyo
familytime	joy	0.515	igihe cyumuryango
relationship	joy	0.514	umubano
godly	joy	0.514	kubaha Imana
marriage	joy	0.514	gushyingirwa
daymade	joy	0.514	umunsi
spouse	joy	0.507	uwo mwashakanye
intimately	joy	0.507	hafi
respect	joy	0.500	kubaha
bloom	joy	0.500	indabyo
purr	joy	0.500	purr
carefree	joy	0.500	kutagira impungenge
nature	joy	0.500	kamere
encourage	joy	0.500	shishikarizwa
soulful	joy	0.500	umutima
refreshed	joy	0.500	agaruye ubuyanja
family	joy	0.500	umuryango
gem	joy	0.500	amabuye y'agaciro
meritorious	joy	0.500	icyubahiro
achieved	joy	0.500	byagezweho
motherhood	joy	0.500	ububyeyi
holyspirit	joy	0.500	Yera
surreal	joy	0.500	surreal
charitable	joy	0.500	abagiraneza
teamjesus	joy	0.500	teamjesus
stressrelief	joy	0.500	guhangayika
erotic	joy	0.500	erotic
inviting	joy	0.500	ubutumire
baby	joy	0.500	umwana
dignity	joy	0.500	icyubahiro
satisfied	joy	0.500	banyuzwe
visionary	joy	0.500	icyerekezo
memorable	joy	0.500	ntibibagirana
veracity	joy	0.500	Ukuri
healthy	joy	0.500	ubuzima bwiza
welcoming	joy	0.500	ikaze
diamond	joy	0.500	diyama
christ	joy	0.500	kristo
beach	joy	0.500	nyanja
accomplish	joy	0.500	kurangiza
friends	joy	0.500	inshuti
excel	joy	0.500	indashyikirwa
health	joy	0.493	ubuzima
aura	joy	0.493	aura
yehey	joy	0.486	yehey
approved	joy	0.486	byemewe
oasis	joy	0.486	oasis
liberty	joy	0.486	umudendezo
crowning	joy	0.485	ikamba
aspiration	joy	0.485	icyifuzo
privileged	joy	0.485	amahirwe
crescendo	joy	0.485	crescendo
rapture	joy	0.485	kuzamurwa
liberate	joy	0.485	kubohoza
nocomplaints	joy	0.485	ibirego
prestige	joy	0.485	icyubahiro
bounty	joy	0.485	ubuntu
gentle	joy	0.485	witonda
inseparable	joy	0.485	ntibishobora gutandukana
engaging	joy	0.485	gukurura
loyal	joy	0.485	ubudahemuka
betrothed	joy	0.485	gusezerana
transcendence	joy	0.484	kurenga
selfworth	joy	0.484	kwihesha agaciro
yummy	joy	0.484	yummy
datenight	joy	0.484	Datenight
destiny	joy	0.484	iherezo
heyday	joy	0.484	heyday
aloha	joy	0.484	aloha
desire	joy	0.484	kwifuza
dream	joy	0.484	kurota
luck	joy	0.484	amahirwe
fete	joy	0.484	fete
trophy	joy	0.484	igikombe
bouquet	joy	0.484	indabyo
chocolate	joy	0.484	shokora
creativity	joy	0.484	guhanga
boyfriend	joy	0.480	umukunzi
commemoration	joy	0.479	kwibuka
intelligence	joy	0.477	ubwenge
readiness	joy	0.473	kwitegura
friend	joy	0.471	inshuti
bride	joy	0.471	umugeni
enthusiast	joy	0.471	ishyaka
lush	joy	0.470	lush
inheritance	joy	0.470	umurage
soothe	joy	0.470	humura
tickle	joy	0.470	amatiku
kiddo	joy	0.470	kiddo
nostalgia	joy	0.470	nostalgia
massage	joy	0.470	massage
calming	joy	0.470	gutuza
adventure	joy	0.470	adventure
pretty	joy	0.469	byiza
purring	joy	0.469	purring
eternal	joy	0.469	ubuziraherezo
humanitarian	joy	0.469	ubumuntu
nurture	joy	0.469	kurera
giving	joy	0.469	gutanga
rest	joy	0.469	ikiruhuko
getaway	joy	0.469	inzira
goals	joy	0.469	intego
pray	joy	0.469	senga
bridegroom	joy	0.469	umukwe
heartily	joy	0.469	bivuye ku mutima
luster	joy	0.469	Kumurika
bonding	joy	0.469	guhuza
princess	joy	0.469	umwamikazi
amicable	joy	0.469	ubwumvikane
benevolence	joy	0.469	ineza
child	joy	0.466	umwana
salutary	joy	0.465	indamutso
invite	joy	0.457	gutumira
beam	joy	0.456	beam
reminiscing	joy	0.456	kwibutsa
befriend	joy	0.455	inshuti
aesthetics	joy	0.455	ubwiza
friday	joy	0.455	vendredi
freshair	joy	0.455	umwuka mwiza
ceremony	joy	0.455	umuhango
kindred	joy	0.455	bene wabo
mindfulness	joy	0.455	kuzirikana
sonice	joy	0.455	byiza cyane
elevation	joy	0.455	ubutumburuke
tropical	joy	0.455	gishyuha
scholarship	joy	0.455	buruse
hee	joy	0.455	hee
noworries	joy	0.453	inorries
allure	joy	0.453	allure
approve	joy	0.453	kwemeza
scenery	joy	0.453	ahantu nyaburanga
waterfall	joy	0.453	isumo
vindication	joy	0.453	kurenganurwa
namaste	joy	0.453	namaste
commemorate	joy	0.453	kwibuka
faith	joy	0.453	kwizera
birth	joy	0.453	kuvuka
forgiveness	joy	0.453	imbabazi
journey	joy	0.447	urugendo
meditation	joy	0.446	kuzirikana
relaxed	joy	0.442	kuruhuka
present	joy	0.441	bahari
weekend	joy	0.441	weekend
tender	joy	0.441	isoko
tranquil	joy	0.441	umutuzo
lyrical	joy	0.439	lyrical
sharing	joy	0.439	kugabana
esteem	joy	0.439	icyubahiro
nostalgic	joy	0.439	nostalgic
prayer	joy	0.439	gusenga
righteousness	joy	0.439	gukiranuka
husband	joy	0.438	umugabo
relief	joy	0.438	ubutabazi
strength	joy	0.438	imbaraga
mighty	joy	0.438	umunyembaraga
unbeaten	joy	0.438	idatsinzwe
eager	joy	0.438	ashishikaye
share	joy	0.438	kugabana
newday	joy	0.438	umunsi mushya
sonnet	joy	0.438	sonnet
meditate	joy	0.438	tekereza
life	joy	0.438	ubuzima
winterbreak	joy	0.429	imbeho
warm	joy	0.429	gishyushye
movingforward	joy	0.429	kugenda
buddy	joy	0.427	nshuti
oneness	joy	0.426	ubumwe
unconstrained	joy	0.424	nta mbogamizi
amen	joy	0.424	amen
reverence	joy	0.424	kubaha
healthful	joy	0.424	ubuzima bwiza
thelittlethings	joy	0.424	kubuntu
medal	joy	0.424	umudari
unsurpassed	joy	0.424	ntagereranywa
candlelight	joy	0.424	buji
carols	joy	0.424	karoli
ejaculation	joy	0.424	gusohora
beginnings	joy	0.422	intangiriro
sledding	joy	0.422	gusiganwa ku maguru
graduation	joy	0.422	impamyabumenyi
frisky	joy	0.422	frisky
lml	joy	0.422	lml
ease	joy	0.422	byoroshye
symphony	joy	0.422	simfoni
wealth	joy	0.422	ubutunzi
helpful	joy	0.422	ifasha
musical	joy	0.422	umuziki
glitter	joy	0.422	glitter
calmness	joy	0.422	ituze
energy	joy	0.422	ingufu
safe	joy	0.422	umutekano
nostress	joy	0.421	nostress
soundness	joy	0.421	ubuzima bwiza
promise	joy	0.415	amasezerano
reunite	joy	0.414	kongera guhura
mother	joy	0.412	nyina
salvation	joy	0.412	agakiza
poems	joy	0.412	ibisigo
clown	joy	0.409	clown
lavender	joy	0.409	lavender
immaculate	joy	0.409	utagira inenge
purify	joy	0.409	kweza
inauguration	joy	0.409	gutangiza
aromatherapy	joy	0.409	aromatherapy
lighten	joy	0.409	koroshya
travel	joy	0.409	ingendo
cash	joy	0.406	amafaranga
companion	joy	0.406	mugenzi
live	joy	0.406	Kubaho
opportune	joy	0.406	amahirwe
completing	joy	0.406	kurangiza
charity	joy	0.406	imfashanyo
heal	joy	0.406	Kiza
star	joy	0.406	inyenyeri
wishing	joy	0.406	kwifuriza
flowers	joy	0.406	indabyo
income	joy	0.403	amafaranga yinjiza
soul	joy	0.401	roho
munchies	joy	0.400	munchies
emancipation	joy	0.397	kubohoza
indescribable	joy	0.397	bitarondoreka
progress	joy	0.397	iterambere
equality	joy	0.394	uburinganire
childhood	joy	0.394	ubwana
together	joy	0.394	hamwe
rhythmical	joy	0.394	injyana
fullness	joy	0.394	byuzuye
calm	joy	0.394	ituze
hammock	joy	0.394	hammock
picnic	joy	0.394	picnic
movies	joy	0.393	firime
zealous	joy	0.393	ishyaka
playground	joy	0.391	ikibuga
affluence	joy	0.391	ubutunzi
warms	joy	0.391	ubushyuhe
choir	joy	0.391	korari
littlethings	joy	0.391	bito
auspicious	joy	0.391	byiza
meaningful	joy	0.391	bifite ireme
adventures	joy	0.391	ibyago
goofy	joy	0.391	goofy
starry	joy	0.391	inyenyeri
humanity	joy	0.391	ikiremwamuntu
gesture	joy	0.387	ibimenyetso
witty	joy	0.382	witty
vow	joy	0.382	indahiro
shopping	joy	0.382	guhaha
vibes	joy	0.379	vibes
worship	joy	0.379	kuramya
jump	joy	0.379	gusimbuka
communion	joy	0.379	gusangira
reverend	joy	0.377	icyubahiro
rising	joy	0.375	kuzamuka
advance	joy	0.375	imbere
beaches	joy	0.375	inyanja
sonorous	joy	0.375	sonorous
courtship	joy	0.375	kurambagiza
experience	joy	0.375	uburambe
reunion	joy	0.375	guhura
simplicity	joy	0.375	ubworoherane
full	joy	0.375	byuzuye
hymn	joy	0.375	indirimbo
spirits	joy	0.375	imyuka
unforgettable	joy	0.375	itazibagirana
mirth	joy	0.375	umunezero
youth	joy	0.375	rubyiruko
scenic	joy	0.375	nyaburanga
unique	joy	0.375	idasanzwe
redeemed	joy	0.375	yacunguwe
alliance	joy	0.368	ubumwe
baptismal	joy	0.368	kubatizwa
grant	joy	0.366	inkunga
kitten	joy	0.364	injangwe
sanctification	joy	0.364	kwezwa
conciliation	joy	0.364	ubwiyunge
improves	joy	0.364	Itezimbere
pure	joy	0.364	cyera
improve	joy	0.364	gutera imbere
authentic	joy	0.364	ukuri
moonlight	joy	0.364	ukwezi
weightloss	joy	0.362	guta ibiro
raspberries	joy	0.360	raspberries
feeling	joy	0.359	ibyiyumvo
jest	joy	0.359	urwenya
independent	joy	0.359	yigenga
sanctify	joy	0.359	kweza
devotional	joy	0.359	kwitanga
tinsel	joy	0.359	tinsel
proficiency	joy	0.359	ubuhanga
listenting	joy	0.359	gutegera
fidelity	joy	0.359	ubudahemuka
revival	joy	0.359	ububyutse
giver	joy	0.353	utanga
cocoa	joy	0.353	kakao
deliverance	joy	0.348	gutabarwa
melody	joy	0.348	melody
unification	joy	0.348	ubumwe
romp	joy	0.348	romp
purpose	joy	0.348	intego
choral	joy	0.348	chorale
exceed	joy	0.348	kurenga
dolphin	joy	0.348	dolphine
roaring	joy	0.348	gutontoma
favor	joy	0.348	ubutoni
hotyoga	joy	0.347	hotyoga
voluptuous	joy	0.344	ubushake
fruits	joy	0.344	imbuto
cookies	joy	0.344	kuki
manicure	joy	0.344	manicure
nowork	joy	0.344	nowork
date	joy	0.344	itariki
newstart	joy	0.344	newstart
hedonism	joy	0.344	hedonism
pledge	joy	0.344	umuhigo
electric	joy	0.344	amashanyarazi
humble	joy	0.344	kwicisha bugufi
roadtrip	joy	0.344	inzira nyabagendwa
thx	joy	0.344	thx
kiddos	joy	0.344	kiddos
celebrity	joy	0.342	ibyamamare
bridesmaid	joy	0.338	umukwe
rhythm	joy	0.338	injyana
spa	joy	0.333	spa
snowday	joy	0.333	shelegi
familiarity	joy	0.333	ikimenyane
coffee	joy	0.333	ikawa
edification	joy	0.333	kubaka
garden	joy	0.333	ubusitani
renovation	joy	0.333	kuvugurura
dawn	joy	0.333	umuseke
connoisseur	joy	0.333	umuzi
gazing	joy	0.333	kwitegereza
obliging	joy	0.333	itegeko
partner	joy	0.333	umufatanyabikorwa
foodie	joy	0.331	ibiryo
synchronize	joy	0.329	guhuza
tribulation	joy	0.328	amakuba
psalm	joy	0.328	zaburi
pedicure	joy	0.328	pedicure
noregrets	joy	0.328	nta kwicuza
chirping	joy	0.328	gutontoma
saint	joy	0.328	umutagatifu
healing	joy	0.328	gukira
carol	joy	0.328	karoli
true	joy	0.328	ukuri
hobby	joy	0.328	hobby
amnesty	joy	0.328	imbabazi
respite	joy	0.324	ikiruhuko
recreational	joy	0.318	imyidagaduro
cousins	joy	0.318	mubyara
mellow	joy	0.318	mugenzi wanjye
restorative	joy	0.318	kugarura
lazyday	joy	0.318	umunebwe
classics	joy	0.318	kera
reconciliation	joy	0.316	ubwiyunge
woods	joy	0.312	ishyamba
progression	joy	0.312	amajyambere
muchneeded	joy	0.312	byinshi
sterling	joy	0.312	sterling
dove	joy	0.312	inuma
simplify	joy	0.312	koroshya
fitness	joy	0.312	ubuzima bwiza
sunset	joy	0.312	izuba rirenze
wisdom	joy	0.312	ubwenge
relight	joy	0.312	relight
living	joy	0.312	kubaho
presto	joy	0.312	icyubahiro
playhouse	joy	0.312	inzu yo gukiniramo
superman	joy	0.312	superman
pony	joy	0.312	pony
recovery	joy	0.312	gukira
crafts	joy	0.312	ubukorikori
lord	joy	0.312	nyagasani
deal	joy	0.312	amasezerano
improvement	joy	0.309	gutera imbere
infant	joy	0.309	uruhinja
absolution	joy	0.306	gusiba
honest	joy	0.303	inyangamugayo
gently	joy	0.303	witonze
banquet	joy	0.303	ibirori
established	joy	0.303	yashizweho
endless	joy	0.303	bitagira iherezo
decorating	joy	0.303	gushushanya
providing	joy	0.300	gutanga
lounging	joy	0.297	Yamazaki
growth	joy	0.297	gukura
strolling	joy	0.297	gutembera
feat	joy	0.297	feat
morals	joy	0.297	imico
mine	joy	0.297	uwanjye
spending	joy	0.297	gukoresha
light	joy	0.297	urumuri
spiritual	joy	0.297	mu mwuka
quaint	joy	0.297	umutego
fraternal	joy	0.297	ubuvandimwe
notable	joy	0.297	biragaragara
softly	joy	0.297	buhoro
harvest	joy	0.297	gusarura
yearning	joy	0.297	kwifuza
breeze	joy	0.297	akayaga
joker	joy	0.297	urwenya
