English Word	Emotion	Emotion-Intensity-Score	Zulu Word
obstruct	fear	0.438	vimba
gasping	fear	0.438	ehefuzela
scarcity	fear	0.438	ukushoda
irreconcilable	fear	0.438	okungalungiseki
impermeable	fear	0.438	okungangeneki
broke	fear	0.438	ephukile
halting	fear	0.435	ukumisa
mysterious	fear	0.435	ongaqondakali
insulting	fear	0.435	ukuthuka
rebels	fear	0.435	amavukelambuso
repulsion	fear	0.431	ukwenyanya
glare	fear	0.430	ukucwayiza
punitive	fear	0.425	okujezisayo
sordid	fear	0.425	i-sordid
stake	fear	0.423	isigxobo
tempest	fear	0.423	isiphepho
deleterious	fear	0.422	ezisusayo
reticent	fear	0.422	ethule
stresses	fear	0.422	izingcindezi
fainting	fear	0.422	ukuquleka
offense	fear	0.422	icala
extrajudicial	fear	0.422	ngaphandle kokwahlulela
delusion	fear	0.422	inkohliso
thumping	fear	0.422	ukushaya
lament	fear	0.422	khala
depress	fear	0.422	cindezela
usurped	fear	0.422	qhwaga
bigot	fear	0.422	umkhulungwane
hydra	fear	0.422	i-hydra
stressin	fear	0.422	i-stressin
coyote	fear	0.422	i-coyote
wilderness	fear	0.422	ihlane
infamous	fear	0.422	ongadumile
troll	fear	0.422	i-troll
dissident	fear	0.422	ophikisayo
unnatural	fear	0.422	okungezona ezemvelo
disappear	fear	0.422	zinyamalale
bayonet	fear	0.422	i-bayonet
depresson	fear	0.422	ukucindezeleka
anathema	fear	0.422	inhlamba
steal	fear	0.422	ukweba
publicspeaking	fear	0.422	ukukhuluma esidlangalaleni
burdensome	fear	0.422	umthwalo
bier	fear	0.422	uhlaka
prowl	fear	0.422	zulazula
ultimatum	fear	0.422	okokugcina
varicella	fear	0.422	i-varicella
suspension	fear	0.422	ukumiswa
unsteady	fear	0.422	engaqinile
heathen	fear	0.422	umhedeni
alien	fear	0.422	umfokazi
adversity	fear	0.418	ubunzima
ineptitude	fear	0.417	ukungabi nangqondo
outsider	fear	0.413	ongaphandle
ugliness	fear	0.410	ubunuku
immoral	fear	0.410	oziphethe kabi
vulture	fear	0.410	inqe
ghetto	fear	0.406	ighetto
nausea	fear	0.406	isicanucanu
weakly	fear	0.406	ngobuthaka
penance	fear	0.406	ukuzisola
distressed	fear	0.406	edabukile
dominant	fear	0.406	obusayo
disallowed	fear	0.406	akuvunyelwe
recklessness	fear	0.406	ubudedengu
insolvent	fear	0.406	ongenamali
wary	fear	0.406	xwayile
scar	fear	0.406	isibazi
ohdear	fear	0.406	Hawu bantu
drones	fear	0.406	ama-drones
tearful	fear	0.406	izinyembezi
stretcher	fear	0.406	uhlaka
stressing	fear	0.406	egcizelela
omnipotence	fear	0.406	amandla onke
rubble	fear	0.406	imfucumfucu
escape	fear	0.406	phunyuka
whimper	fear	0.406	khwifa
dismissal	fear	0.406	ukuxoshwa
screech	fear	0.406	i-screech
resection	fear	0.406	ukukhishwa kabusha
disorder	fear	0.406	ukuphazamiseka
possession	fear	0.406	impahla
claw	fear	0.406	uzipho
blackout	fear	0.406	ukucisha
squall	fear	0.406	squala
disabled	fear	0.406	kukhutshaziwe
deport	fear	0.406	ukudingiswa
disgust	fear	0.406	ukunengeka
stressful	fear	0.406	ezicindezelayo
socialism	fear	0.405	i-socialism
conspiracy	fear	0.400	uzungu
toughness	fear	0.400	ubulukhuni
defection	fear	0.398	ukuhlubuka
absence	fear	0.396	ukungabi khona
moan	fear	0.394	bubula
crusade	fear	0.392	impi yenkolo
overt	fear	0.391	ngaphezulu
whatdoido	fear	0.391	ngenzeni
refutation	fear	0.391	ukuphika
descent	fear	0.391	ukwehla
reject	fear	0.391	nqaba
suspicion	fear	0.391	ukusola
exigent	fear	0.391	exigent
concealment	fear	0.391	ukucasha
xanax	fear	0.391	xanax
cleave	fear	0.391	hlukana
diagnosis	fear	0.391	ukuxilongwa
separation	fear	0.391	ukwehlukana
spaz	fear	0.391	i-spaz
musket	fear	0.391	musket
brimstone	fear	0.391	isibabule
repellent	fear	0.391	oxoshayo
discrimination	fear	0.391	ukucwasa
unrest	fear	0.391	uthuthuva
insolvency	fear	0.391	ukungabi nazimali
submission	fear	0.391	ukuzithoba
mental	fear	0.391	ngokwengqondo
scarecrow	fear	0.391	uvalo
snare	fear	0.391	ugibe
unemployed	fear	0.391	abangasebenzi
stifled	fear	0.391	ikhubaziwe
procedure	fear	0.391	inqubo
excitation	fear	0.391	ukuvusa amadlingozi
cyst	fear	0.391	icyst
avoiding	fear	0.391	ukugwema
lose	fear	0.391	lahlekelwa
nervy	fear	0.391	uvalo
gulp	fear	0.391	gulp
conquer	fear	0.391	nqoba
dubious	fear	0.391	ezingabazisayo
hardened	fear	0.391	lukhuni
radon	fear	0.391	iradoni
urgency	fear	0.391	ukuphuthuma
theocratic	fear	0.391	okungokwasezulwini
poverty	fear	0.391	ubumpofu
throb	fear	0.388	bhebha
outcast	fear	0.388	olahliwe
orc	fear	0.388	orc
disapprove	fear	0.380	phika
dontpanic	fear	0.378	ungabi novalo
withdrawals	fear	0.377	ukuhoxa
plea	fear	0.377	ngicela
expose	fear	0.375	veza
edict	fear	0.375	umyalo
frigate	fear	0.375	i-frigate
bunker	fear	0.375	indlu yokulala
obligor	fear	0.375	isibopho
suspected	fear	0.375	kusolwa
interrogate	fear	0.375	phenya
escaped	fear	0.375	waphunyuka
flu	fear	0.375	umkhuhlane
ocd	fear	0.375	ocd
taunt	fear	0.375	bhuqa
sultan	fear	0.375	sultan
bad	fear	0.375	kubi
bankrupt	fear	0.375	oswele imali
psychological	fear	0.375	ngokwengqondo
dentistry	fear	0.375	udokotela wamazinyo
chimera	fear	0.375	i-chimera
sneaking	fear	0.375	ukunyonyoba
nauseous	fear	0.375	isicanucanu
barricade	fear	0.375	umgoqo
locust	fear	0.375	isikhonyane
dissolution	fear	0.375	ukuhlakazwa
misconception	fear	0.375	umbono oyiphutha
embarrassment	fear	0.375	ukuphoxeka
chasm	fear	0.375	umhosha
grieve	fear	0.375	lusizi
khan	fear	0.375	khan
coldness	fear	0.375	ukubanda
kerosene	fear	0.375	uphalafini
antsy	fear	0.375	i-antsy
mentalhealth	fear	0.375	impilo yengqondo
obi	fear	0.375	obi
pressure	fear	0.375	ingcindezi
military	fear	0.375	ezempi
whirlpool	fear	0.375	i-whirlpool
repellant	fear	0.373	oxoshayo
unknown	fear	0.369	engaziwa
pare	fear	0.367	pare
jealousy	fear	0.365	umona
formidable	fear	0.359	ezesabekayo
desert	fear	0.359	ugwadule
cautionary	fear	0.359	isexwayiso
onedge	fear	0.359	eyodwa
jaundice	fear	0.359	i-jaundice
pessimism	fear	0.359	ukungabi nathemba
recurring	fear	0.359	okuphindayo
difficult	fear	0.359	nzima
concerned	fear	0.359	okhathazekile
consternation	fear	0.359	ukuxakeka
bottomless	fear	0.359	engenasiphelo
revolution	fear	0.359	uguquko
stint	fear	0.359	isithunzi
government	fear	0.359	uhulumeni
bankruptcy	fear	0.359	ukuqothuka
timid	fear	0.359	amagwala
contempt	fear	0.359	ukwedelela
warned	fear	0.359	waxwayisa
measles	fear	0.359	isimungumungwane
rejects	fear	0.359	enqaba
sectarian	fear	0.359	umuntu wehlelo
headaches	fear	0.359	ikhanda
dart	fear	0.359	umcibisholo
sortie	fear	0.359	uhlobo
wasting	fear	0.359	ukumosha
conquest	fear	0.359	ukunqoba
depreciation	fear	0.359	ukwehla kwenani
mournful	fear	0.359	elilile
mandamus	fear	0.359	mandamus
spike	fear	0.359	spike
cur	fear	0.359	cur
burke	fear	0.359	bhuqa
rebel	fear	0.359	dlubulunda
exam	fear	0.359	ukuhlolwa
anomaly	fear	0.359	okungaqondakali
mug	fear	0.359	inkomishi
constrain	fear	0.358	cindezela
languishing	fear	0.358	ephelelwa amandla
bane	fear	0.356	bane
impeach	fear	0.354	icala
warden	fear	0.354	umqaphi
adverse	fear	0.352	embi
lawyer	fear	0.349	ummeli
libel	fear	0.348	hlambalaza
retrenchment	fear	0.345	ukudilizwa emsebenzini
imminent	fear	0.345	okuseduze
shame	fear	0.344	amahloni
avoidance	fear	0.344	ukugwema
shortage	fear	0.344	ukushoda
opium	fear	0.344	i-opium
swerve	fear	0.344	phambuka
evade	fear	0.344	gwema
servile	fear	0.344	servile
pest	fear	0.344	inkathazo
hesitation	fear	0.344	ukungabaza
loneliness	fear	0.344	isizungu
discipline	fear	0.344	isiyalo
fanaticism	fear	0.344	ukushisekela ngokweqile
sorrow	fear	0.344	usizi
hiss	fear	0.344	akhe
belittle	fear	0.344	lulaza
knell	fear	0.344	guqa
contentious	fear	0.344	onombango
bearish	fear	0.344	i-bearish
opposed	fear	0.344	baphikiswa
launches	fear	0.344	iqala
taboo	fear	0.344	ihlazo
cutter	fear	0.344	umsiki
defy	fear	0.344	defy
unjustifiable	fear	0.344	okungathetheleleki
parachute	fear	0.344	ipharashuthi
eel	fear	0.344	i-eel
psych	fear	0.344	ingqondo
aaaaaaah	fear	0.344	aaaaaah
verdict	fear	0.344	isinqumo
mri	fear	0.344	mri
shaky	fear	0.344	iyanyakaza
resistant	fear	0.344	ukumelana
obstacle	fear	0.344	isithiyo
reckless	fear	0.344	budedengu
recession	fear	0.344	ukwehla komnotho
disrespectful	fear	0.343	ngokungahloniphi
phalanx	fear	0.342	i-phalanx
creature	fear	0.340	isidalwa
specter	fear	0.331	i-specter
mortgage	fear	0.331	imali yendlu
enigmatic	fear	0.329	okungaqondakali
supremacy	fear	0.328	ubukhulu
bugaboo	fear	0.328	bugaboo
defendant	fear	0.328	ummangalelwa
feeling	fear	0.328	umuzwa
ethereal	fear	0.328	ethereal
undesirable	fear	0.328	engathandeki
mishap	fear	0.328	iphutha
outpost	fear	0.328	indawo engaphandle
weirdo	fear	0.328	isimanga
caution	fear	0.328	ukuqapha
spillin	fear	0.328	spillin
dike	fear	0.328	dike
dominion	fear	0.328	ukubusa
wimp	fear	0.328	wimp
quash	fear	0.328	quma
subordinate	fear	0.328	ngaphansi
shank	fear	0.328	umkhonto
remove	fear	0.328	susa
senseless	fear	0.328	engenangqondo
shutdown	fear	0.328	vala shaqa
gametime	fear	0.328	isikhathi segeyimu
uhoh	fear	0.328	awu
loom	fear	0.328	uhlaka
police	fear	0.328	amaphoyisa
wrongly	fear	0.328	ngokungalungile
unlucky	fear	0.328	uneshwa
gladiator	fear	0.328	i-gladiator
adrift	fear	0.328	adrift
hives	fear	0.328	isifuba
smut	fear	0.328	smut
encumbrance	fear	0.328	ukucindezeleka
unsettled	fear	0.327	engahlalisekile
scarce	fear	0.327	ayitholakali
antisocial	fear	0.324	ukungahlali nabantu
astray	fear	0.320	edukile
vigilant	fear	0.319	eqaphile
socialist	fear	0.318	usocialist
halter	fear	0.318	halter
pessimist	fear	0.317	umuntu ongenathemba
pacing	fear	0.316	ukuhambahamba
wimpy	fear	0.312	wimpy
clinical	fear	0.312	emtholampilo
blight	fear	0.312	isilonda
muzzle	fear	0.312	umlomo
ahhhhhhhh	fear	0.312	ahhhhhhhh
therapist	fear	0.312	umelaphi
laxative	fear	0.312	i-laxative
obsessing	fear	0.312	othathekile
seclusion	fear	0.312	ukuzihlukanisa
foreigner	fear	0.312	owezizwe
dentist	fear	0.312	udokotela wamazinyo
chargeable	fear	0.312	iyakhokhiswa
deadline	fear	0.312	umnqamulajuqu
uneasy	fear	0.312	ngingakhululekile
valium	fear	0.312	Valium
powerful	fear	0.312	enamandla
opponent	fear	0.312	Umphikisi
ordnance	fear	0.312	umthetho
cram	fear	0.312	ikhilamu
unexpected	fear	0.312	okungalindelekile
thorny	fear	0.312	enameva
discontinuity	fear	0.312	ukungaqhubeki
conspire	fear	0.312	bopha uzungu
collusion	fear	0.312	ukusebenzisana
litigate	fear	0.312	icala
unkind	fear	0.312	engenamusa
whirlwind	fear	0.312	isivunguvungu
nether	fear	0.312	ngaphansi
trickery	fear	0.312	ubuqili
bewilderment	fear	0.312	ukudideka
overthinking	fear	0.309	ukucabanga ngokweqile
doubts	fear	0.308	ukungabaza
seriousness	fear	0.305	ukungathí sina
irrational	fear	0.305	engenangqondo
erase	fear	0.303	sula
teasing	fear	0.303	ukugcona
razor	fear	0.303	insingo
sweating	fear	0.298	ukujuluka
mage	fear	0.297	mage
giant	fear	0.297	umdondoshiya
weighty	fear	0.297	enesisindo
warning	fear	0.297	isixwayiso
avoid	fear	0.297	gwema
inflation	fear	0.297	ukwehla kwamandla emali
mislead	fear	0.297	khohlisa
adjudicate	fear	0.297	ahlulele
endless	fear	0.297	okungapheli
deflation	fear	0.297	deflation
depreciated	fear	0.297	yehlile
bitch	fear	0.297	nondindwa
swamp	fear	0.297	ixhaphozi
bale	fear	0.297	bale
dashed	fear	0.297	ideshi
crouching	fear	0.297	eqoshama
flounder	fear	0.297	i-flounder
hide	fear	0.297	fihla
reluctant	fear	0.297	manqikanqika
unsurpassed	fear	0.297	engadlulwanga
medical	fear	0.297	ezokwelapha
timidity	fear	0.297	uvalo
auditor	fear	0.297	umcwaningi mabhuku
deluge	fear	0.287	uzamcolo
disinformation	fear	0.286	i-disinformation
court	fear	0.284	enkantolo
aversion	fear	0.283	ukucasuka
cartridge	fear	0.281	i-cartridge
unfriendly	fear	0.281	engenabungane
cautious	fear	0.281	eqaphile
surveillance	fear	0.281	ukugadwa
yelp	fear	0.281	yebo
confusion	fear	0.281	ukudideka
apache	fear	0.281	apache
flying	fear	0.281	endizayo
submitting	fear	0.281	ukuthumela
discourage	fear	0.281	dikibala
rush	fear	0.281	phuthuma
fortress	fear	0.281	inqaba
dwarfed	fear	0.281	ncane
challenge	fear	0.281	inselele
notready	fear	0.281	notready
wan	fear	0.281	wan
mistaken	fear	0.281	ngephutha
hurryup	fear	0.281	shesha
swelling	fear	0.281	ukuvuvukala
oncoming	fear	0.281	ezayo
remains	fear	0.281	izinsalela
unruly	fear	0.281	abangalawuleki
bigoted	fear	0.281	khulu
intense	fear	0.279	kakhulu
noncompliance	fear	0.276	ukungathobeli
alerts	fear	0.276	izexwayiso
planes	fear	0.274	izindiza
cop	fear	0.273	iphoyisa
displeased	fear	0.273	ecasukile
unbridled	fear	0.271	ngokungalawuleki
problem	fear	0.266	inkinga
crouch	fear	0.266	qoshama
sneak	fear	0.266	nyonyoba
hood	fear	0.266	isigqoko
force	fear	0.266	amandla
confession	fear	0.266	ukuvuma izono
posse	fear	0.266	ukwazi
banger	fear	0.266	umbhangi
belt	fear	0.266	ibhande
crowds	fear	0.266	izixuku
elevation	fear	0.266	ukuphakama
insomnia	fear	0.266	ukuqwasha
auditions	fear	0.266	ama-auditions
forgotten	fear	0.266	ukhohliwe
affront	fear	0.266	ukweyisa
cloak	fear	0.266	ingubo
newjob	fear	0.266	umsebenzi omusha
blindfold	fear	0.266	ukuvala amehlo
skid	fear	0.266	skid
blemish	fear	0.266	sici
uncanny	fear	0.266	engaqondakali
sentence	fear	0.266	umusho
cupping	fear	0.266	ukufaka izinkomishi
regiment	fear	0.266	ibutho
hooded	fear	0.266	esigqokile
operation	fear	0.266	ukusebenza
immerse	fear	0.266	cwilisa
shanghai	fear	0.266	i-Shanghai
acrobat	fear	0.266	i-acrobat
flurries	fear	0.266	imifula
spur	fear	0.262	khuthaza
mortgagor	fear	0.258	umbolekisi
defense	fear	0.258	ukuzivikela
insect	fear	0.250	isinambuzane
defend	fear	0.250	vikela
cataract	fear	0.250	i-cataract
stealthy	fear	0.250	isinyenyela
swampy	fear	0.250	ixhaphozi
sunk	fear	0.250	wacwila
run	fear	0.250	gijima
scapegoat	fear	0.250	imbuzi yomhlatshelo
jobinterview	fear	0.250	umsebenzi interview
repent	fear	0.250	phenduka
breakingnews	fear	0.250	izindaba ezimnandi
obliging	fear	0.250	bophezela
rascal	fear	0.250	isixhwanguxhwangu
impatiently	fear	0.250	ngokuphelelwa isineke
react	fear	0.250	asabele
doubt	fear	0.250	ukungabaza
guard	fear	0.250	unogada
forewarned	fear	0.250	waxwayisa kusengaphambili
foul	fear	0.250	kubi
indifference	fear	0.250	ukunganaki
hag	fear	0.250	hag
picket	fear	0.250	ipiki
delusional	fear	0.250	okukhohlisayo
standstill	fear	0.250	ima
rating	fear	0.250	ukukala
spinster	fear	0.250	i-spister
unfamiliar	fear	0.250	engajwayelekile
indecisive	fear	0.250	ongakwazi ukwenza izinqumo
grounded	fear	0.242	isisekelo
badhabit	fear	0.242	i-badhabit
highest	fear	0.236	eliphezulu kakhulu
aaaah	fear	0.234	aaaaah
shrink	fear	0.234	shwabana
insomniac	fear	0.234	ongalali kahle
chicken	fear	0.234	inyama yenkukhu
bee	fear	0.234	inyosi
inequality	fear	0.234	ukungalingani
verge	fear	0.234	unqenqema
shelters	fear	0.234	izindawo zokukhosela
buzz	fear	0.234	buzz
buck	fear	0.234	imali
discontent	fear	0.234	ukunganeliseki
difficulty	fear	0.234	ubunzima
finalized	fear	0.234	kuqediwe
overdrive	fear	0.234	shayela ngokweqile
pinion	fear	0.234	pinion
scaffold	fear	0.234	isikafula
dependence	fear	0.234	ukuncika
rekindle	fear	0.234	vusa kabusha
instinctive	fear	0.234	engokwemvelo
thatmoment	fear	0.234	leso sikhathi
sleepless	fear	0.234	engalali
intercede	fear	0.234	lamula
psychiatrist	fear	0.234	udokotela wengqondo
rushing	fear	0.233	egijima
overslept	fear	0.226	ukulala ngokweqile
default	fear	0.226	okuzenzakalelayo
confessional	fear	0.225	okuvumayo
impatient	fear	0.224	engenasineke
tactics	fear	0.219	amaqhinga
aga	fear	0.219	aga
blues	fear	0.219	blues
thrill	fear	0.219	injabulo
immigrant	fear	0.219	isifiki
veer	fear	0.219	vula
sweat	fear	0.219	umjuluko
cane	fear	0.219	umoba
revelations	fear	0.219	izambulo
whatif	fear	0.219	Kuthiwani uma
waver	fear	0.219	ukuntengantenga
jungle	fear	0.219	ihlathi
fingerscrossed	fear	0.219	iminwe
stingy	fear	0.219	oncishanayo
bait	fear	0.219	udobo
unequal	fear	0.219	ukungalingani
lastminute	fear	0.219	umzuzu wokugcina
heft	fear	0.219	i-heft
overtired	fear	0.218	ukhathele ngokweqile
prognosis	fear	0.217	ukubikezela
alertness	fear	0.216	ukuqapha
hyped	fear	0.214	hyped
wishmeluck	fear	0.212	ngifisele inhlanhla
somuchtodo	fear	0.212	somuchtodo
toomuchtodo	fear	0.212	i-tomuchtodo
tryouts	fear	0.210	ukuzama
clowns	fear	0.207	abahlengi
fluctuation	fear	0.204	ukushintshashintsha
examination	fear	0.204	ukuhlolwa
restless	fear	0.204	abangaphumuli
uphill	fear	0.203	umqansa
quail	fear	0.203	izigwaca
phew	fear	0.203	phef
mighty	fear	0.203	enamandla
cross	fear	0.203	isiphambano
hurry	fear	0.203	shesha
recesses	fear	0.203	amakhefu
intimacy	fear	0.203	ukusondelana
overcome	fear	0.203	ukunqoba
birth	fear	0.203	ukuzalwa
acceptances	fear	0.203	ukwamukelwa
help	fear	0.203	Usizo
fearless	fear	0.200	bengesabi
change	fear	0.198	shintsha
ware	fear	0.198	impahla
withstand	fear	0.197	ukumelana
asap	fear	0.191	ngokushesha
heighten	fear	0.188	khulisa
watch	fear	0.188	buka
tract	fear	0.188	ipheshana
advance	fear	0.188	phambili
overcoming	fear	0.188	ukunqoba
attorney	fear	0.188	ummeli
deadlines	fear	0.188	umnqamulajuqu
bug	fear	0.188	iphutha
knots	fear	0.188	amafindo
owing	fear	0.188	ukweleta
waitinggame	fear	0.188	umdlalo wokulinda
unorganised	fear	0.188	engahlelekile
gnome	fear	0.188	i-gnome
fragile	fear	0.188	entekenteke
cautiously	fear	0.188	ngokucophelela
stillness	fear	0.188	ukuthula
intrigue	fear	0.188	uzungu
rule	fear	0.188	ukubusa
elf	fear	0.185	elf
stillwaiting	fear	0.184	ngisalindile
lonely	fear	0.183	isizungu
slippery	fear	0.181	eshelelayo
interview	fear	0.180	interview
everyman	fear	0.178	wonke umuntu
speculation	fear	0.176	ukuqagela
needtoknow	fear	0.173	ngidinga ukwazi
worship	fear	0.172	ukukhonza
unsure	fear	0.172	angiqinisekile
surprise	fear	0.172	ukumangala
settlor	fear	0.172	indawo yokuhlala
competition	fear	0.172	ukuncintisana
readytogo	fear	0.172	readytogo
checkpoint	fear	0.172	indawo yokuhlola
composure	fear	0.172	ukuzola
interviewer	fear	0.172	obuza imibuzo
chaff	fear	0.172	amakhoba
regulatory	fear	0.172	zokulawula
birch	fear	0.172	ibhishi
shell	fear	0.172	igobolondo
assessment	fear	0.172	ukuhlola
uncertain	fear	0.172	engaqinisekile
rod	fear	0.172	induku
humanrights	fear	0.172	amalungelo abantu
less	fear	0.167	Ngaphansi
coy	fear	0.162	inkomo
iris	fear	0.160	iris
intimately	fear	0.156	ngokuseduze
hearing	fear	0.156	ukuzwa
legalized	fear	0.156	kusemthethweni
needit	fear	0.156	needit
audition	fear	0.156	ukuhlolwa
retirement	fear	0.156	umhlalaphansi
countdown	fear	0.156	ukubala wehle
sly	fear	0.156	ngobuqili
bases	fear	0.156	izisekelo
ceasefire	fear	0.156	ukumiswa komlilo
medication	fear	0.156	imithi
courageous	fear	0.154	nesibindi
overthinker	fear	0.153	overthinker
backtrack	fear	0.151	emuva
dawned	fear	0.150	kwasa
censor	fear	0.149	i-censor
bailiff	fear	0.147	umsizi wesikhonzi senkantolo
syllabus	fear	0.147	isilabhasi
delay	fear	0.141	ukubambezela
newcomer	fear	0.141	osanda kufika
imagination	fear	0.141	umcabango
waiting	fear	0.141	ukulinda
gent	fear	0.141	kahle
validity	fear	0.141	ubuqiniso
cove	fear	0.141	thanda
rationality	fear	0.141	ukuhluzeka kwengqondo
caricature	fear	0.141	i-caricature
eventuality	fear	0.141	isiphetho
alreadyyyyy	fear	0.140	kakadeyyyy
shy	fear	0.140	enamahloni
symptom	fear	0.133	uphawu
excite	fear	0.132	jabulisa
raccoon	fear	0.127	irakhoni
clown	fear	0.125	umlingisi
tryout	fear	0.125	Zama
needtorelax	fear	0.125	udinga ukuphumula
swim	fear	0.125	bhukuda
campaigning	fear	0.125	umkhankaso
hawk	fear	0.125	uklebe
prevent	fear	0.125	vimbela
gameday	fear	0.125	usuku lomdlalo
ahhh	fear	0.125	ahhh
marry	fear	0.125	shada
sprite	fear	0.125	sprite
soready	fear	0.125	soready
sag	fear	0.123	sag
pharmacy	fear	0.123	ikhemisi
policeman	fear	0.121	iphoyisa
dreamt	fear	0.111	waphupha
lace	fear	0.111	uleyisi
homework	fear	0.109	umsebenzi wasekhaya
destination	fear	0.109	indawo okuyiwa kuyo
incase	fear	0.109	uma kwenzeka
pray	fear	0.109	khuleka
knot	fear	0.109	ifindo
confidence	fear	0.109	ukuzethemba
bigday	fear	0.109	usuku olukhulu
holiness	fear	0.109	ubungcwele
notoriety	fear	0.109	udumo
weight	fear	0.109	isisindo
slender	fear	0.100	mncane
undecided	fear	0.098	enganqumile
sympathetic	fear	0.097	onozwela
poise	fear	0.094	ukuthula
case	fear	0.094	icala
treat	fear	0.094	phatha
locate	fear	0.094	thola
loyal	fear	0.094	qotho
grades	fear	0.094	amabanga
god	fear	0.094	unkulunkulu
helmet	fear	0.094	isigqoko sokuzivikela
confident	fear	0.094	ukuzethemba
counsellor	fear	0.094	umeluleki
northeast	fear	0.088	enyakatho-mpumalanga
graduation	fear	0.078	ukuthweswa iziqu
compassion	fear	0.078	uzwelo
nurture	fear	0.078	khulisa
graded	fear	0.075	graded
mum	fear	0.070	umama
infant	fear	0.067	usana
journey	fear	0.062	uhambo
parade	fear	0.062	umbukiso
gradschool	fear	0.062	isikole se-grad
civilian	fear	0.062	umphakathi
cloudiness	fear	0.062	ukuguqubala
cash	fear	0.062	imali
civilians	fear	0.062	izakhamuzi
guidelines	fear	0.062	imihlahlandlela
soulmate	fear	0.062	umlingani womphefumulo
youth	fear	0.062	intsha
opera	fear	0.057	i-opera
synonymous	fear	0.056	igama elifanayo
honest	fear	0.047	qotho
praying	fear	0.047	ekhuleka
intelligence	fear	0.038	ubuhlakani
volunteer	fear	0.031	ivolontiya
romance	fear	0.031	ezothando
lines	fear	0.031	imigqa
obey	fear	0.016	lalela
happiest	joy	0.986	ngijabule kakhulu
happiness	joy	0.984	injabulo
bliss	joy	0.971	injabulo
celebrating	joy	0.970	ukubungaza
jubilant	joy	0.969	ejabulile
ecstatic	joy	0.954	ejabulile
elation	joy	0.944	injabulo
beaming	joy	0.938	ekhazimulayo
bestdayever	joy	0.938	usuku oluhle kakhulu
loveee	joy	0.932	uthando
celebration	joy	0.929	umgubho
awesomeness	joy	0.926	ubuhle
joy	joy	0.924	injabulo
joyous	joy	0.922	intokozo
fabulous	joy	0.922	emangalisayo
happily	joy	0.922	ngenjabulo
excitement	joy	0.922	injabulo
exuberance	joy	0.922	ukujabula
makesmehappy	joy	0.922	uyangijabulisa
euphoria	joy	0.922	injabulo
lovee	joy	0.920	uthando
gratitude	joy	0.914	ukubonga
happydance	joy	0.912	happydance
merriment	joy	0.912	intokozo
spectacular	joy	0.912	umbukwane
overjoyed	joy	0.909	ejabule
purebliss	joy	0.909	ubumsulwa
triumphant	joy	0.907	onqobayo
ecstasy	joy	0.906	injabulo
lovelovelove	joy	0.906	lovelovelove
cheerful	joy	0.906	ejabule
cheer	joy	0.897	thokoza
elated	joy	0.894	ejabule
peaceofmind	joy	0.891	ukuba nokuthula
jolly	joy	0.891	ubumnandi
delighted	joy	0.891	Ngijabulile
lovethis	joy	0.891	thanda lokhu
excitation	joy	0.891	ukuvusa amadlingozi
exhilaration	joy	0.891	injabulo
pleasures	joy	0.891	izinjabulo
laugh	joy	0.891	hleka
marvelously	joy	0.881	ngokumangalisayo
loving	joy	0.879	uthando
joyful	joy	0.879	intokozo
blissful	joy	0.879	intokozo
outstanding	joy	0.879	ezivelele
pleasurable	joy	0.877	ethokozisayo
lovinglife	joy	0.875	impilo yothando
enthusiastic	joy	0.875	nomdlandla
glee	joy	0.875	glee
iloveher	joy	0.875	ngiyamthanda
yaaaay	joy	0.875	yaaaay
overthemoon	joy	0.875	phezu kwenyanga
happyplace	joy	0.875	indawo ejabulisayo
sohappy	joy	0.868	ngijabule
superb	joy	0.864	kuhle kakhulu
woohoo	joy	0.864	awu
laughing	joy	0.864	ehleka
wonderful	joy	0.863	emangalisayo
hooray	joy	0.859	hawu
loved	joy	0.859	thandiwe
tearsofjoy	joy	0.859	izinyembezi zenjabulo
hallelujah	joy	0.859	haleluya
magnificent	joy	0.859	enhle kakhulu
glory	joy	0.859	inkazimulo
ilovechristmas	joy	0.859	usuku lukaKhisimusi
brilliant	joy	0.859	brilliant
celebrated	joy	0.859	kugujwa
cheering	joy	0.859	ukujabula
yayyyy	joy	0.859	yayyyy
heavenly	joy	0.853	okwasezulwini
exciting	joy	0.853	okujabulisayo
thrilled	joy	0.851	ngijabule
mademyday	joy	0.848	mademyday
hohoho	joy	0.845	hohoho
celebrate	joy	0.844	gubha
wonderfully	joy	0.844	ngokumangalisayo
blessing	joy	0.844	isibusiso
favoriteholiday	joy	0.844	iholidi eliyintandokazi
paradise	joy	0.833	ipharadesi
marvellous	joy	0.833	emangalisayo
festive	joy	0.833	umkhosi
sweetness	joy	0.833	ubumnandi
blessed	joy	0.833	ibusisiwe
celebrations	joy	0.833	imigubho
compliment	joy	0.831	ukuncoma
smiling	joy	0.828	emamatheka
allsmiles	joy	0.828	amamatheke
love	joy	0.828	uthando
enchanting	joy	0.828	ukuthakatha
homesweethome	joy	0.826	Ikhaya elithandekayo
thankyougod	joy	0.824	thankyougod
marvelous	joy	0.824	emangalisayo
laughter	joy	0.824	ukuhleka
goodmood	joy	0.819	isimo esihle
goodness	joy	0.818	ubuhle
excellence	joy	0.818	ubuhle
sensational	joy	0.818	eyethusayo
joys	joy	0.818	injabulo
delightful	joy	0.818	ejabulisayo
excited	joy	0.818	ejabulile
rejoicing	joy	0.818	bejabula
