English Word	Emotion	Emotion-Intensity-Score	Slovak Word
conspirator	fear	0.516	konšpirátor
darkness	fear	0.516	tma
revulsion	fear	0.516	odpor
exile	fear	0.516	exil
biopsy	fear	0.516	biopsia
palsy	fear	0.516	obrna
depression	fear	0.508	depresie
confinement	fear	0.507	uväznenie
subvert	fear	0.500	podvracať
infarct	fear	0.500	infarkt
surrender	fear	0.500	vzdať sa
prayforme	fear	0.500	modli sa za mňa
mistrust	fear	0.500	nedôvera
odious	fear	0.500	odporný
madden	fear	0.500	šialený
eeeek	fear	0.500	eeeek
hunting	fear	0.500	lov
constraint	fear	0.500	obmedzenie
suppression	fear	0.500	potlačenie
alcoholism	fear	0.500	alkoholizmus
intolerant	fear	0.500	netolerantný
blob	fear	0.500	kvapka
cliff	fear	0.500	útes
frenetic	fear	0.500	frenetický
illegal	fear	0.500	nezákonné
scalpel	fear	0.500	skalpel
downfall	fear	0.500	pád
prohibited	fear	0.500	zakázané
suppress	fear	0.500	potlačiť
raving	fear	0.500	blúznenie
squeamish	fear	0.500	štipľavý
instability	fear	0.500	nestabilita
vertigo	fear	0.500	vertigo
brute	fear	0.500	surový
sinful	fear	0.500	hriešny
ruined	fear	0.500	zničený
premeditated	fear	0.500	vopred premyslený
snowmageddon	fear	0.500	snowmageddon
defiance	fear	0.500	vzdor
wasp	fear	0.500	osa
towering	fear	0.500	týčiaci sa
woe	fear	0.491	beda
lash	fear	0.484	lash
indefensible	fear	0.484	neobhájiteľné
dismay	fear	0.484	zdesenie
disgusting	fear	0.484	hnusné
divorce	fear	0.484	rozvod
hate	fear	0.484	nenávidieť
freakish	fear	0.484	čudný
sonervous	fear	0.484	nervózny
ambulance	fear	0.484	ambulancia
rabble	fear	0.484	chátra
flinch	fear	0.484	cúvnuť
palpitations	fear	0.484	búšenie srdca
fiend	fear	0.484	diabol
hallucination	fear	0.484	halucinácia
blackness	fear	0.484	čiernota
defamation	fear	0.484	ohováranie
intrusion	fear	0.484	prenikanie
syringe	fear	0.484	striekačka
prejudiced	fear	0.484	predpojatý
indictment	fear	0.484	obžaloba
worrying	fear	0.484	znepokojujúce
retard	fear	0.484	retardovať
canthandleit	fear	0.484	canthandleit
insecurity	fear	0.484	neistota
ravine	fear	0.484	roklina
poaching	fear	0.484	pytliactvo
cracked	fear	0.484	prasknutý
hospital	fear	0.484	NEMOCNICA
slam	fear	0.484	zabuchnúť
armor	fear	0.484	brnenie
warrior	fear	0.484	bojovník
coerce	fear	0.484	donútiť
hearse	fear	0.484	pohrebný voz
jumpy	fear	0.484	skákavý
cutting	fear	0.484	rezanie
dishonor	fear	0.484	dehonestovať
perjury	fear	0.484	krivej prísahy
accusing	fear	0.484	obviňujúci
worse	fear	0.484	horšie
endemic	fear	0.484	endemický
ohno	fear	0.484	ale nie
restriction	fear	0.484	obmedzenie
ravenous	fear	0.484	pažravý
rat	fear	0.484	potkan
lion	fear	0.484	lev
shiver	fear	0.484	triaška
averse	fear	0.483	averzia
inspection	fear	0.483	inšpekcia
sinner	fear	0.483	hriešnik
despairing	fear	0.474	zúfalý
missing	fear	0.474	chýba
darken	fear	0.471	stmaviť
austere	fear	0.470	strohý
unhealthy	fear	0.469	nezdravé
revoke	fear	0.469	odvolať
fret	fear	0.469	rozčuľovať sa
breakdown	fear	0.469	zlomiť
superstition	fear	0.469	poverčivosť
criticize	fear	0.469	kritizovať
armored	fear	0.469	obrnený
illegality	fear	0.469	nezákonnosti
overwhelmed	fear	0.469	ohromený
infidelity	fear	0.469	nevera
thresh	fear	0.469	mlátiť
scrapie	fear	0.469	scrapie
precipice	fear	0.469	priepasť
idolatry	fear	0.469	modlárstvo
depressed	fear	0.469	depresívny
subversion	fear	0.469	podvracanie
asteroid	fear	0.469	asteroid
jaws	fear	0.469	čeľuste
accused	fear	0.469	obvinený
sinking	fear	0.469	potopenie
admonition	fear	0.469	napomenutie
indict	fear	0.469	obžalovať
quiver	fear	0.469	tulec
startle	fear	0.469	zaskočiť
toothache	fear	0.469	bolesť zubov
soulless	fear	0.469	bezduchý
foreclose	fear	0.469	zabaviť
aftermath	fear	0.469	následky
fierce	fear	0.469	divoký
fever	fear	0.469	horúčka
intrusive	fear	0.469	dotieravý
decomposition	fear	0.469	rozklad
nervous	fear	0.469	Nervózny
animosity	fear	0.469	nevraživosť
inmate	fear	0.469	chovanec
regime	fear	0.469	režimu
spear	fear	0.468	oštep
nasty	fear	0.466	škaredý
worried	fear	0.466	ustarostený
puma	fear	0.465	puma
thirteenth	fear	0.465	trinásty
contraband	fear	0.464	kontraband
insecure	fear	0.461	neistý
disturbance	fear	0.459	rušenie
denunciation	fear	0.456	výpoveď
destitute	fear	0.455	nemajetný
stigma	fear	0.455	stigma
powerfully	fear	0.454	výkonne
apprehension	fear	0.453	obavy
derogatory	fear	0.453	hanlivý
disruption	fear	0.453	rušenie
rigor	fear	0.453	prísnosť
dinosaur	fear	0.453	dinosaurus
rifle	fear	0.453	puška
illicit	fear	0.453	nedovolené
grope	fear	0.453	tápať
howl	fear	0.453	zavýjať
stranger	fear	0.453	cudzinec
resisting	fear	0.453	vzdorovať
resign	fear	0.453	odstúpiť
spasm	fear	0.453	kŕč
unspeakable	fear	0.453	nevysloviteľné
quandary	fear	0.453	dilema
shrill	fear	0.453	prenikavý
penal	fear	0.453	trestný
lockup	fear	0.453	zamknúť
indoctrination	fear	0.453	indoktrinácia
restrain	fear	0.453	prekážať
disreputable	fear	0.453	pochybné
scold	fear	0.453	nadávať
wail	fear	0.453	kvíliť
omgomgomg	fear	0.453	omgomgomg
hydrocephalus	fear	0.453	hydrocefalus
warn	fear	0.453	varovať
batter	fear	0.453	cesto
ohgod	fear	0.453	Ó Bože
penalty	fear	0.453	pokuta
straits	fear	0.453	úžiny
orphan	fear	0.453	sirota
urgent	fear	0.450	súrne
arraignment	fear	0.450	obvinenie
tramp	fear	0.440	tulák
stress	fear	0.439	stres
behemoth	fear	0.439	behemot
accidental	fear	0.438	náhodný
dominate	fear	0.438	dominovať
cabal	fear	0.438	kabala
accuser	fear	0.438	žalobca
debacle	fear	0.438	debakel
perverse	fear	0.438	perverzný
looming	fear	0.438	hroziace
yell	fear	0.438	kričať
forfeiture	fear	0.438	prepadnutie
infirmity	fear	0.438	invalidita
expel	fear	0.438	vyhnať
probation	fear	0.438	skúšobná doba
falter	fear	0.438	zakolísať
tribunal	fear	0.438	tribunálu
atrophy	fear	0.438	atrofia
aghhh	fear	0.438	ahhh
bewildered	fear	0.438	zmätený
asp	fear	0.438	asp
mace	fear	0.438	palcát
wince	fear	0.438	trhnúť
concealed	fear	0.438	skryté
indomitable	fear	0.438	neodbytný
illegitimate	fear	0.438	nelegitímne
stripped	fear	0.438	vyzlečený
unprepared	fear	0.438	nepripravený
entangled	fear	0.438	zapletený
coldsweat	fear	0.438	studený pot
dentists	fear	0.438	zubárov
predicament	fear	0.438	ťažká situácia
rheumatism	fear	0.438	reuma
displaced	fear	0.438	vysídlený
dislocated	fear	0.438	vykĺbené
prick	fear	0.438	prick
targeting	fear	0.438	cielenie
obstruct	fear	0.438	prekážať
gasping	fear	0.438	lapanie po dychu
scarcity	fear	0.438	nedostatok
irreconcilable	fear	0.438	nezmieriteľné
impermeable	fear	0.438	nepriepustný
broke	fear	0.438	zlomil
halting	fear	0.435	zastavenie
mysterious	fear	0.435	tajomný
insulting	fear	0.435	urážlivý
rebels	fear	0.435	rebeli
repulsion	fear	0.431	odpudzovanie
glare	fear	0.430	oslnenie
punitive	fear	0.425	represívny
sordid	fear	0.425	špinavý
stake	fear	0.423	podiel
tempest	fear	0.423	búrka
deleterious	fear	0.422	škodlivé
reticent	fear	0.422	zdržanlivý
stresses	fear	0.422	zdôrazňuje
fainting	fear	0.422	mdloby
offense	fear	0.422	priestupok
extrajudicial	fear	0.422	mimosúdne
delusion	fear	0.422	klam
thumping	fear	0.422	dunenie
lament	fear	0.422	nárek
depress	fear	0.422	deprimovať
usurped	fear	0.422	uzurpoval
bigot	fear	0.422	bigotný
hydra	fear	0.422	hydra
stressin	fear	0.422	stresín
coyote	fear	0.422	kojot
wilderness	fear	0.422	divočina
infamous	fear	0.422	neslávne známy
troll	fear	0.422	troll
dissident	fear	0.422	disident
unnatural	fear	0.422	neprirodzené
disappear	fear	0.422	zmiznúť
bayonet	fear	0.422	bajonet
depresson	fear	0.422	depresia
anathema	fear	0.422	kliatba
steal	fear	0.422	ukradnúť
publicspeaking	fear	0.422	hovorenie na verejnosti
burdensome	fear	0.422	zaťažujúce
bier	fear	0.422	pivo
prowl	fear	0.422	potulovať sa
ultimatum	fear	0.422	ultimátum
varicella	fear	0.422	varicella
suspension	fear	0.422	pozastavenie
unsteady	fear	0.422	nestály
heathen	fear	0.422	pohania
alien	fear	0.422	Votrelec
adversity	fear	0.418	protivenstvo
ineptitude	fear	0.417	neschopnosť
outsider	fear	0.413	outsider
ugliness	fear	0.410	škaredosť
immoral	fear	0.410	nemorálny
vulture	fear	0.410	sup
ghetto	fear	0.406	geto
nausea	fear	0.406	nevoľnosť
weakly	fear	0.406	slabo
penance	fear	0.406	pokánie
distressed	fear	0.406	utrápený
dominant	fear	0.406	dominantný
disallowed	fear	0.406	nepovolené
recklessness	fear	0.406	nerozvážnosť
insolvent	fear	0.406	bez peňazí
wary	fear	0.406	opatrný
scar	fear	0.406	jazva
ohdear	fear	0.406	ach drahá
drones	fear	0.406	drony
tearful	fear	0.406	plačlivý
stretcher	fear	0.406	nosidlá
stressing	fear	0.406	stresujúce
omnipotence	fear	0.406	všemohúcnosť
rubble	fear	0.406	sutiny
escape	fear	0.406	uniknúť
whimper	fear	0.406	kňučať
dismissal	fear	0.406	prepúšťanie
screech	fear	0.406	škrípanie
resection	fear	0.406	resekcia
disorder	fear	0.406	porucha
possession	fear	0.406	držba
claw	fear	0.406	pazúr
blackout	fear	0.406	výpadok prúdu
squall	fear	0.406	vŕzganie
disabled	fear	0.406	zdravotne postihnutých
deport	fear	0.406	deportovať
disgust	fear	0.406	znechutenie
stressful	fear	0.406	stresujúce
socialism	fear	0.405	socializmu
conspiracy	fear	0.400	sprisahanie
toughness	fear	0.400	húževnatosť
defection	fear	0.398	zbehnutie
absence	fear	0.396	neprítomnosť
moan	fear	0.394	stonanie
crusade	fear	0.392	križiacka výprava
overt	fear	0.391	zjavný
whatdoido	fear	0.391	čo robím
refutation	fear	0.391	vyvrátenie
descent	fear	0.391	zostup
reject	fear	0.391	odmietnuť
suspicion	fear	0.391	podozrenie
exigent	fear	0.391	naliehavé
concealment	fear	0.391	utajovanie
xanax	fear	0.391	xanax
cleave	fear	0.391	štiepiť
diagnosis	fear	0.391	diagnózy
separation	fear	0.391	oddelenie
spaz	fear	0.391	spaz
musket	fear	0.391	mušketa
brimstone	fear	0.391	síra
repellent	fear	0.391	repelent
discrimination	fear	0.391	diskriminácia
unrest	fear	0.391	nepokoj
insolvency	fear	0.391	platobná neschopnosť
submission	fear	0.391	podanie
mental	fear	0.391	duševný
scarecrow	fear	0.391	strašiak
snare	fear	0.391	nástraha
unemployed	fear	0.391	nezamestnaný
stifled	fear	0.391	udusené
procedure	fear	0.391	postup
excitation	fear	0.391	excitácia
cyst	fear	0.391	cysta
avoiding	fear	0.391	vyhýbanie sa
lose	fear	0.391	stratiť
nervy	fear	0.391	nervózny
gulp	fear	0.391	hlt
conquer	fear	0.391	dobyť
dubious	fear	0.391	pochybný
hardened	fear	0.391	stvrdnuté
radon	fear	0.391	radón
urgency	fear	0.391	naliehavosť
theocratic	fear	0.391	teokratický
poverty	fear	0.391	chudoba
throb	fear	0.388	pulzovať
outcast	fear	0.388	vyvrheľ
orc	fear	0.388	ork
disapprove	fear	0.380	nesúhlasiť
dontpanic	fear	0.378	nerobte paniku
withdrawals	fear	0.377	výberov
plea	fear	0.377	prosba
expose	fear	0.375	vystaviť
edict	fear	0.375	edikt
frigate	fear	0.375	fregata
bunker	fear	0.375	bunker
obligor	fear	0.375	povinný
suspected	fear	0.375	podozrivý
interrogate	fear	0.375	vypočúvať
escaped	fear	0.375	unikol
flu	fear	0.375	chrípka
ocd	fear	0.375	ocd
taunt	fear	0.375	posmievať sa
sultan	fear	0.375	sultána
bad	fear	0.375	zlý
bankrupt	fear	0.375	bankrot
psychological	fear	0.375	psychologický
dentistry	fear	0.375	zubné lekárstvo
chimera	fear	0.375	chiméra
sneaking	fear	0.375	zakrádanie sa
nauseous	fear	0.375	nevoľno
barricade	fear	0.375	barikáda
locust	fear	0.375	kobylka
dissolution	fear	0.375	rozpustenie
misconception	fear	0.375	mylná predstava
embarrassment	fear	0.375	trápnosť
chasm	fear	0.375	priepasť
grieve	fear	0.375	smútiť
khan	fear	0.375	chán
coldness	fear	0.375	chlad
kerosene	fear	0.375	petrolej
antsy	fear	0.375	mravčia
mentalhealth	fear	0.375	mentálne zdravie
obi	fear	0.375	obi
pressure	fear	0.375	tlak
military	fear	0.375	vojenské
whirlpool	fear	0.375	vírivka
repellant	fear	0.373	odpudzovač
unknown	fear	0.369	neznámy
pare	fear	0.367	pare
jealousy	fear	0.365	žiarlivosť
formidable	fear	0.359	impozantný
desert	fear	0.359	púšť
cautionary	fear	0.359	varovný
onedge	fear	0.359	na hrane
jaundice	fear	0.359	žltačka
pessimism	fear	0.359	pesimizmus
recurring	fear	0.359	opakujúce sa
difficult	fear	0.359	ťažké
concerned	fear	0.359	dotknutých
consternation	fear	0.359	zdesenie
bottomless	fear	0.359	bezodný
revolution	fear	0.359	revolúcie
stint	fear	0.359	stint
government	fear	0.359	vláda
bankruptcy	fear	0.359	bankrot
timid	fear	0.359	bojazlivý
contempt	fear	0.359	pohŕdanie
warned	fear	0.359	varoval
measles	fear	0.359	osýpky
rejects	fear	0.359	odmieta
sectarian	fear	0.359	sektársky
headaches	fear	0.359	bolesti hlavy
dart	fear	0.359	šípka
sortie	fear	0.359	výpad
wasting	fear	0.359	plytvanie
conquest	fear	0.359	dobytie
depreciation	fear	0.359	odpisy
mournful	fear	0.359	smútočný
mandamus	fear	0.359	mandamus
spike	fear	0.359	hrot
cur	fear	0.359	kúr
burke	fear	0.359	burke
rebel	fear	0.359	rebel
exam	fear	0.359	skúška
anomaly	fear	0.359	anomália
mug	fear	0.359	hrnček
constrain	fear	0.358	obmedziť
languishing	fear	0.358	chradnúci
bane	fear	0.356	prekliatie
impeach	fear	0.354	obžalovať
warden	fear	0.354	dozorca
adverse	fear	0.352	nepriaznivé
lawyer	fear	0.349	právnik
libel	fear	0.348	ohováranie
retrenchment	fear	0.345	škrty
imminent	fear	0.345	hroziacej
shame	fear	0.344	hanba
avoidance	fear	0.344	vyhýbanie sa
shortage	fear	0.344	nedostatok
opium	fear	0.344	ópium
swerve	fear	0.344	vybočiť
evade	fear	0.344	vyhýbať sa
servile	fear	0.344	servilný
pest	fear	0.344	škodca
hesitation	fear	0.344	váhanie
loneliness	fear	0.344	osamelosť
discipline	fear	0.344	disciplína
fanaticism	fear	0.344	fanatizmus
sorrow	fear	0.344	smútok
hiss	fear	0.344	syčať
belittle	fear	0.344	bagatelizovať
knell	fear	0.344	pokľaknúť
contentious	fear	0.344	sporný
bearish	fear	0.344	medvedí
opposed	fear	0.344	oponoval
launches	fear	0.344	spustí
taboo	fear	0.344	tabu
cutter	fear	0.344	rezačka
defy	fear	0.344	vzdorovať
unjustifiable	fear	0.344	neospravedlniteľné
parachute	fear	0.344	padák
eel	fear	0.344	úhor
psych	fear	0.344	psych
aaaaaaah	fear	0.344	aaaaaaah
verdict	fear	0.344	verdikt
mri	fear	0.344	mri
shaky	fear	0.344	roztrasený
resistant	fear	0.344	odolný
obstacle	fear	0.344	prekážka
reckless	fear	0.344	nerozvážne
recession	fear	0.344	recesia
disrespectful	fear	0.343	neúctivý
phalanx	fear	0.342	falanga
creature	fear	0.340	stvorenie
specter	fear	0.331	strašidlo
mortgage	fear	0.331	hypotéka
enigmatic	fear	0.329	záhadný
supremacy	fear	0.328	nadradenosť
bugaboo	fear	0.328	bugaboo
defendant	fear	0.328	obžalovaný
feeling	fear	0.328	pocit
ethereal	fear	0.328	éterický
undesirable	fear	0.328	nežiaduce
mishap	fear	0.328	nešťastie
outpost	fear	0.328	základňa
weirdo	fear	0.328	čudák
caution	fear	0.328	opatrnosť
spillin	fear	0.328	rozliať sa
dike	fear	0.328	hrádzu
dominion	fear	0.328	panstvo
wimp	fear	0.328	wimp
quash	fear	0.328	quash
subordinate	fear	0.328	podriadený
shank	fear	0.328	stopka
remove	fear	0.328	odstrániť
senseless	fear	0.328	nezmyselné
shutdown	fear	0.328	vypnúť
gametime	fear	0.328	čas na hru
uhoh	fear	0.328	Uh Oh
loom	fear	0.328	tkáčsky stav
police	fear	0.328	POLÍCIA
wrongly	fear	0.328	nesprávne
unlucky	fear	0.328	smolu
gladiator	fear	0.328	gladiátor
adrift	fear	0.328	unášaný
hives	fear	0.328	žihľavka
smut	fear	0.328	šmudlo
encumbrance	fear	0.328	vecné bremeno
unsettled	fear	0.327	nevyrovnaný
scarce	fear	0.327	vzácny
antisocial	fear	0.324	asociálom
astray	fear	0.320	blúdiť
vigilant	fear	0.319	ostražitý
socialist	fear	0.318	socialistický
halter	fear	0.318	ohlávka
pessimist	fear	0.317	pesimista
pacing	fear	0.316	stimulácia
wimpy	fear	0.312	usmrkaný
clinical	fear	0.312	klinický
blight	fear	0.312	pleseň
muzzle	fear	0.312	náhubok
ahhhhhhhh	fear	0.312	ahhhhhhhh
therapist	fear	0.312	terapeuta
laxative	fear	0.312	laxatívum
obsessing	fear	0.312	posadnutý
seclusion	fear	0.312	ústraní
foreigner	fear	0.312	cudzinec
dentist	fear	0.312	zubár
chargeable	fear	0.312	spoplatnené
deadline	fear	0.312	Konečný termín
uneasy	fear	0.312	nepokojný
valium	fear	0.312	valium
powerful	fear	0.312	mocný
opponent	fear	0.312	súpera
ordnance	fear	0.312	arzenál
cram	fear	0.312	napchať sa
unexpected	fear	0.312	neočakávané
thorny	fear	0.312	ostnatý
discontinuity	fear	0.312	diskontinuita
conspire	fear	0.312	konšpirovať
collusion	fear	0.312	tajná dohoda
litigate	fear	0.312	súdne spory
unkind	fear	0.312	nevľúdne
whirlwind	fear	0.312	víchrica
nether	fear	0.312	nether
trickery	fear	0.312	úskok
bewilderment	fear	0.312	zmätenosť
overthinking	fear	0.309	prílišné premýšľanie
doubts	fear	0.308	pochybnosti
seriousness	fear	0.305	vážnosť
irrational	fear	0.305	iracionálny
erase	fear	0.303	vymazať
teasing	fear	0.303	doberať si
razor	fear	0.303	žiletka
sweating	fear	0.298	potenie
mage	fear	0.297	mág
giant	fear	0.297	obor
weighty	fear	0.297	závažná
warning	fear	0.297	POZOR
avoid	fear	0.297	vyhnúť sa
inflation	fear	0.297	inflácie
mislead	fear	0.297	zavádzať
adjudicate	fear	0.297	súdiť
endless	fear	0.297	nekonečné
deflation	fear	0.297	deflácia
depreciated	fear	0.297	znehodnotené
bitch	fear	0.297	mrcha
swamp	fear	0.297	močiar
bale	fear	0.297	balík
dashed	fear	0.297	prerušovaná
crouching	fear	0.297	prikrčený
flounder	fear	0.297	platýz
hide	fear	0.297	skryť
reluctant	fear	0.297	neochotný
unsurpassed	fear	0.297	neprekonateľné
medical	fear	0.297	lekárske
timidity	fear	0.297	bojazlivosť
auditor	fear	0.297	audítor
deluge	fear	0.287	potopa
disinformation	fear	0.286	dezinformácie
court	fear	0.284	súd
aversion	fear	0.283	averzia
cartridge	fear	0.281	kazeta
unfriendly	fear	0.281	nepriateľský
cautious	fear	0.281	opatrný
surveillance	fear	0.281	dozor
yelp	fear	0.281	kričať
confusion	fear	0.281	zmätok
apache	fear	0.281	apache
flying	fear	0.281	lietanie
submitting	fear	0.281	odovzdávanie
discourage	fear	0.281	odradiť
rush	fear	0.281	ponáhľať sa
fortress	fear	0.281	pevnosť
dwarfed	fear	0.281	zakrpatený
challenge	fear	0.281	výzva
notready	fear	0.281	nie je pripravený
wan	fear	0.281	ochabnúť
mistaken	fear	0.281	pomýlený
hurryup	fear	0.281	ponáhľaj sa
swelling	fear	0.281	opuch
oncoming	fear	0.281	prichádzajúci
remains	fear	0.281	zvyšky
unruly	fear	0.281	neposlušný
bigoted	fear	0.281	bigotný
intense	fear	0.279	intenzívne
noncompliance	fear	0.276	nesúlad
alerts	fear	0.276	upozornenia
planes	fear	0.274	lietadlá
cop	fear	0.273	policajt
displeased	fear	0.273	nespokojný
unbridled	fear	0.271	nespútaný
problem	fear	0.266	problém
crouch	fear	0.266	prikrčiť sa
sneak	fear	0.266	plížiť sa
hood	fear	0.266	kapucňa
force	fear	0.266	sila
confession	fear	0.266	spoveď
posse	fear	0.266	posse
banger	fear	0.266	banger
belt	fear	0.266	pás
crowds	fear	0.266	davy
elevation	fear	0.266	nadmorská výška
insomnia	fear	0.266	nespavosť
auditions	fear	0.266	konkurzy
forgotten	fear	0.266	zabudnutý
affront	fear	0.266	uraziť
cloak	fear	0.266	plášť
newjob	fear	0.266	Nová práca
blindfold	fear	0.266	zaviazané oči
skid	fear	0.266	šmyk
blemish	fear	0.266	kaz
uncanny	fear	0.266	neskutočný
sentence	fear	0.266	veta
cupping	fear	0.266	baňkovanie
regiment	fear	0.266	pluku
hooded	fear	0.266	s kapucňou
operation	fear	0.266	prevádzka
immerse	fear	0.266	ponoriť
shanghai	fear	0.266	Šanghaj
acrobat	fear	0.266	akrobat
flurries	fear	0.266	návaly
spur	fear	0.262	ostroha
mortgagor	fear	0.258	hypotekárny úver
defense	fear	0.258	obrana
insect	fear	0.250	hmyzu
defend	fear	0.250	brániť
cataract	fear	0.250	katarakta
stealthy	fear	0.250	kradmý
swampy	fear	0.250	močaristá
sunk	fear	0.250	potopený
run	fear	0.250	behať
scapegoat	fear	0.250	obetný baránok
jobinterview	fear	0.250	pracovný pohovor
repent	fear	0.250	činiť pokánie
breakingnews	fear	0.250	Mimoriadne správy
obliging	fear	0.250	zaväzujúci
rascal	fear	0.250	darebák
impatiently	fear	0.250	netrpezlivo
react	fear	0.250	reagovať
doubt	fear	0.250	pochybovať
guard	fear	0.250	strážiť
forewarned	fear	0.250	vopred varovaný
foul	fear	0.250	faul
indifference	fear	0.250	ľahostajnosť
hag	fear	0.250	ježibaba
picket	fear	0.250	demonštrácie
delusional	fear	0.250	bludný
standstill	fear	0.250	zastavenie
rating	fear	0.250	hodnotenie
spinster	fear	0.250	špindíra
unfamiliar	fear	0.250	neznámy
indecisive	fear	0.250	nerozhodný
grounded	fear	0.242	uzemnený
badhabit	fear	0.242	zlozvyk
highest	fear	0.236	najvyššie
aaaah	fear	0.234	aaaah
shrink	fear	0.234	scvrknúť sa
insomniac	fear	0.234	nespavý
chicken	fear	0.234	kura
bee	fear	0.234	včela
inequality	fear	0.234	nerovnosť
verge	fear	0.234	krajnica
shelters	fear	0.234	prístrešky
buzz	fear	0.234	bzučať
buck	fear	0.234	dolár
discontent	fear	0.234	nespokojnosť
difficulty	fear	0.234	obtiažnosť
finalized	fear	0.234	dokončené
overdrive	fear	0.234	overdrive
pinion	fear	0.234	pastorok
scaffold	fear	0.234	lešenie
dependence	fear	0.234	závislosť
rekindle	fear	0.234	znovu zapáliť
instinctive	fear	0.234	inštinktívny
thatmoment	fear	0.234	tá chvíľa
sleepless	fear	0.234	nevyspatý
intercede	fear	0.234	prihovárať sa
psychiatrist	fear	0.234	psychiatra
rushing	fear	0.233	rúti sa
overslept	fear	0.226	prespal
default	fear	0.226	predvolená
confessional	fear	0.225	spovedná
impatient	fear	0.224	netrpezlivý
tactics	fear	0.219	taktiky
aga	fear	0.219	aga
blues	fear	0.219	blues
thrill	fear	0.219	vzrušenie
immigrant	fear	0.219	prisťahovalec
veer	fear	0.219	otočiť sa
sweat	fear	0.219	potiť sa
cane	fear	0.219	trstina
revelations	fear	0.219	odhalenia
whatif	fear	0.219	čo ak
waver	fear	0.219	kolísať
jungle	fear	0.219	džungľa
fingerscrossed	fear	0.219	držím palce
stingy	fear	0.219	lakomý
bait	fear	0.219	návnada
unequal	fear	0.219	nerovný
lastminute	fear	0.219	na poslednú chvíľu
heft	fear	0.219	heft
overtired	fear	0.218	unavený
prognosis	fear	0.217	prognóza
alertness	fear	0.216	bdelosť
hyped	fear	0.214	medializovaný
wishmeluck	fear	0.212	drž mi palce
somuchtodo	fear	0.212	somuchtodo
toomuchtodo	fear	0.212	toomuchtodo
tryouts	fear	0.210	pokusy
clowns	fear	0.207	klaunov
fluctuation	fear	0.204	kolísanie
examination	fear	0.204	vyšetrenie
restless	fear	0.204	nepokojný
uphill	fear	0.203	do kopca
quail	fear	0.203	prepelica
phew	fear	0.203	fuj
mighty	fear	0.203	mocný
cross	fear	0.203	kríž
hurry	fear	0.203	ponáhľaj sa
recesses	fear	0.203	vybrania
intimacy	fear	0.203	intimita
overcome	fear	0.203	prekonať
birth	fear	0.203	narodenia
acceptances	fear	0.203	prijatia
help	fear	0.203	Pomoc
fearless	fear	0.200	Nebojácny
change	fear	0.198	zmeniť
ware	fear	0.198	tovar
withstand	fear	0.197	vydržať
asap	fear	0.191	ASAP
heighten	fear	0.188	zvýšiť
watch	fear	0.188	sledovať
tract	fear	0.188	trakte
advance	fear	0.188	vopred
overcoming	fear	0.188	prekonávanie
attorney	fear	0.188	advokát
deadlines	fear	0.188	termíny
bug	fear	0.188	chyba
knots	fear	0.188	uzly
owing	fear	0.188	dlžný
waitinggame	fear	0.188	čakacia hra
unorganised	fear	0.188	neorganizovane
gnome	fear	0.188	škriatok
fragile	fear	0.188	krehký
cautiously	fear	0.188	opatrne
stillness	fear	0.188	ticho
intrigue	fear	0.188	intrigy
rule	fear	0.188	pravidlo
elf	fear	0.185	škriatok
stillwaiting	fear	0.184	stále čakám
lonely	fear	0.183	osamelý
slippery	fear	0.181	klzký
interview	fear	0.180	rozhovor
everyman	fear	0.178	každý muž
speculation	fear	0.176	špekulácie
needtoknow	fear	0.173	potreba vedieť
worship	fear	0.172	uctievanie
unsure	fear	0.172	neistý
surprise	fear	0.172	prekvapenie
settlor	fear	0.172	usadlík
competition	fear	0.172	súťaž
readytogo	fear	0.172	pripravený ísť
checkpoint	fear	0.172	kontrolný bod
composure	fear	0.172	vyrovnanosť
interviewer	fear	0.172	anketár
chaff	fear	0.172	plevy
regulatory	fear	0.172	regulačné
birch	fear	0.172	breza
shell	fear	0.172	škrupina
assessment	fear	0.172	hodnotenie
uncertain	fear	0.172	neistý
rod	fear	0.172	tyč
humanrights	fear	0.172	ľudské práva
less	fear	0.167	menej
coy	fear	0.162	hanblivý
iris	fear	0.160	dúhovka
intimately	fear	0.156	dôverne
hearing	fear	0.156	sluchu
legalized	fear	0.156	legalizované
needit	fear	0.156	potrebovať to
audition	fear	0.156	konkurz
retirement	fear	0.156	odchod do dôchodku
countdown	fear	0.156	odpočítavanie
sly	fear	0.156	prefíkaný
bases	fear	0.156	základne
ceasefire	fear	0.156	prímerie
medication	fear	0.156	lieky
courageous	fear	0.154	odvážny
overthinker	fear	0.153	nadmerný mysliteľ
backtrack	fear	0.151	ustúpiť
dawned	fear	0.150	svitlo
censor	fear	0.149	cenzor
bailiff	fear	0.147	súdny exekútor
syllabus	fear	0.147	osnova
delay	fear	0.141	meškanie
newcomer	fear	0.141	nováčik
imagination	fear	0.141	predstavivosť
waiting	fear	0.141	čakanie
gent	fear	0.141	pán
validity	fear	0.141	platnosť
cove	fear	0.141	zátoka
rationality	fear	0.141	racionalita
caricature	fear	0.141	karikatúra
eventuality	fear	0.141	eventualita
alreadyyyyy	fear	0.140	užyyyy
shy	fear	0.140	hanblivý
symptom	fear	0.133	symptóm
excite	fear	0.132	vzrušovať
raccoon	fear	0.127	medvedík čistotný
clown	fear	0.125	klaun
tryout	fear	0.125	vyskúšaj
needtorelax	fear	0.125	potrebuje relaxovať
