English Word	Emotion	Emotion-Intensity-Score	Macedonian Word
hag	fear	0.250	хаг
picket	fear	0.250	чепкалка
delusional	fear	0.250	заблуда
standstill	fear	0.250	застој
rating	fear	0.250	рејтинг
spinster	fear	0.250	спинстер
unfamiliar	fear	0.250	непознат
indecisive	fear	0.250	неодлучни
grounded	fear	0.242	втемелени
badhabit	fear	0.242	лоша навика
highest	fear	0.236	највисоко
aaaah	fear	0.234	аааа
shrink	fear	0.234	се намалуваат
insomniac	fear	0.234	несоница
chicken	fear	0.234	пилешко
bee	fear	0.234	пчела
inequality	fear	0.234	нееднаквост
verge	fear	0.234	работ
shelters	fear	0.234	засолништа
buzz	fear	0.234	зуи
buck	fear	0.234	долар
discontent	fear	0.234	незадоволство
difficulty	fear	0.234	тешкотија
finalized	fear	0.234	финализиран
overdrive	fear	0.234	претера
pinion	fear	0.234	крило
scaffold	fear	0.234	скеле
dependence	fear	0.234	зависност
rekindle	fear	0.234	повторно разгори
instinctive	fear	0.234	инстинктивно
thatmoment	fear	0.234	тој момент
sleepless	fear	0.234	непроспиени
intercede	fear	0.234	посредува
psychiatrist	fear	0.234	психијатар
rushing	fear	0.233	брзајќи
overslept	fear	0.226	преспана
default	fear	0.226	стандардно
confessional	fear	0.225	исповедни
impatient	fear	0.224	нетрпелив
tactics	fear	0.219	тактики
aga	fear	0.219	ага
blues	fear	0.219	блуз
thrill	fear	0.219	возбуда
immigrant	fear	0.219	имигрант
veer	fear	0.219	скршне
sweat	fear	0.219	пот
cane	fear	0.219	трска
revelations	fear	0.219	откровенија
whatif	fear	0.219	што ако
waver	fear	0.219	се колебаат
jungle	fear	0.219	џунглата
fingerscrossed	fear	0.219	вкрстени прсти
stingy	fear	0.219	скржавиот
bait	fear	0.219	мамка
unequal	fear	0.219	нееднаков
lastminute	fear	0.219	последната минута
heft	fear	0.219	тежина
overtired	fear	0.218	преуморен
prognosis	fear	0.217	прогноза
alertness	fear	0.216	будност
hyped	fear	0.214	возбуден
wishmeluck	fear	0.212	посакај ми среќа
somuchtodo	fear	0.212	толку многу
toomuchtodo	fear	0.212	премногу допре
tryouts	fear	0.210	обиди
clowns	fear	0.207	кловнови
fluctuation	fear	0.204	флуктуација
examination	fear	0.204	испитување
restless	fear	0.204	немирен
uphill	fear	0.203	нагорнина
quail	fear	0.203	потполошки
phew	fear	0.203	фуф
mighty	fear	0.203	моќно
cross	fear	0.203	крстот
hurry	fear	0.203	побрзај
recesses	fear	0.203	вдлабнатини
intimacy	fear	0.203	интимност
overcome	fear	0.203	надминат
birth	fear	0.203	раѓање
acceptances	fear	0.203	прифаќања
help	fear	0.203	помош
fearless	fear	0.200	бестрашен
change	fear	0.198	промена
ware	fear	0.198	опрема
withstand	fear	0.197	издржи
asap	fear	0.191	побрзо
heighten	fear	0.188	подигнете
watch	fear	0.188	часовник
tract	fear	0.188	тракт
advance	fear	0.188	однапред
overcoming	fear	0.188	совладување
attorney	fear	0.188	адвокат
deadlines	fear	0.188	рокови
bug	fear	0.188	бубачка
knots	fear	0.188	јазли
owing	fear	0.188	должи
waitinggame	fear	0.188	игра на чекање
unorganised	fear	0.188	неорганизирани
gnome	fear	0.188	гном
fragile	fear	0.188	кревка
cautiously	fear	0.188	претпазливо
stillness	fear	0.188	тишина
intrigue	fear	0.188	интрига
rule	fear	0.188	правило
elf	fear	0.185	елф
stillwaiting	fear	0.184	сеуште чекам
lonely	fear	0.183	осамен
slippery	fear	0.181	лизгава
interview	fear	0.180	интервју
everyman	fear	0.178	секој човек
speculation	fear	0.176	шпекулации
needtoknow	fear	0.173	треба да знае
worship	fear	0.172	обожување
unsure	fear	0.172	несигурни
surprise	fear	0.172	изненадување
settlor	fear	0.172	доселеник
competition	fear	0.172	конкуренција
readytogo	fear	0.172	спремен да одам
checkpoint	fear	0.172	контролен пункт
composure	fear	0.172	смиреност
interviewer	fear	0.172	интервјуер
chaff	fear	0.172	плева
regulatory	fear	0.172	регулаторни
birch	fear	0.172	бреза
shell	fear	0.172	школка
assessment	fear	0.172	оценување
uncertain	fear	0.172	неизвесна
rod	fear	0.172	Шипка
humanrights	fear	0.172	човечки права
less	fear	0.167	помалку
coy	fear	0.162	срамежлив
iris	fear	0.160	ирис
intimately	fear	0.156	интимно
hearing	fear	0.156	слух
legalized	fear	0.156	легализиран
needit	fear	0.156	ми треба
audition	fear	0.156	аудиција
retirement	fear	0.156	пензионирање
countdown	fear	0.156	одбројување
sly	fear	0.156	итар
bases	fear	0.156	основи
ceasefire	fear	0.156	прекин на огнот
medication	fear	0.156	лекови
courageous	fear	0.154	храбри
overthinker	fear	0.153	премислувач
backtrack	fear	0.151	назадување
dawned	fear	0.150	осамна
censor	fear	0.149	цензурира
bailiff	fear	0.147	извршител
syllabus	fear	0.147	наставна програма
delay	fear	0.141	одложување
newcomer	fear	0.141	новодојденец
imagination	fear	0.141	имагинација
waiting	fear	0.141	чекање
gent	fear	0.141	господин
validity	fear	0.141	валидност
cove	fear	0.141	заливот
rationality	fear	0.141	рационалност
caricature	fear	0.141	карикатура
eventuality	fear	0.141	евентуалност
alreadyyyyy	fear	0.140	веќе yyyy
shy	fear	0.140	срамежлив
symptom	fear	0.133	симптом
excite	fear	0.132	возбуди
raccoon	fear	0.127	ракун
clown	fear	0.125	кловн
tryout	fear	0.125	проба
needtorelax	fear	0.125	треба да се опушти
swim	fear	0.125	пливаат
campaigning	fear	0.125	водење кампања
hawk	fear	0.125	јастреб
prevent	fear	0.125	спречи
gameday	fear	0.125	ден на игра
ahhh	fear	0.125	аххх
marry	fear	0.125	се омажи
sprite	fear	0.125	спрајт
soready	fear	0.125	болен
sag	fear	0.123	попуштање
pharmacy	fear	0.123	аптека
policeman	fear	0.121	полицаец
dreamt	fear	0.111	сонувал
lace	fear	0.111	чипка
homework	fear	0.109	домашна работа
destination	fear	0.109	дестинација
incase	fear	0.109	во случај
pray	fear	0.109	молете се
knot	fear	0.109	јазол
confidence	fear	0.109	доверба
bigday	fear	0.109	голем ден
holiness	fear	0.109	светоста
notoriety	fear	0.109	озлогласеност
weight	fear	0.109	Тежина
slender	fear	0.100	витка
undecided	fear	0.098	неопределен
sympathetic	fear	0.097	симпатичен
poise	fear	0.094	сталоженост
case	fear	0.094	случај
treat	fear	0.094	третираат
locate	fear	0.094	лоцираат
loyal	fear	0.094	лојални
grades	fear	0.094	оценки
god	fear	0.094	бог
helmet	fear	0.094	шлем
confident	fear	0.094	самоуверен
counsellor	fear	0.094	советник
northeast	fear	0.088	североисток
graduation	fear	0.078	дипломирање
compassion	fear	0.078	сочувство
nurture	fear	0.078	негуваат
graded	fear	0.075	оценето
mum	fear	0.070	мама
infant	fear	0.067	доенче
journey	fear	0.062	патување
parade	fear	0.062	парада
gradschool	fear	0.062	gradschool
civilian	fear	0.062	цивилна
cloudiness	fear	0.062	облачност
cash	fear	0.062	готовина
civilians	fear	0.062	цивили
guidelines	fear	0.062	насоки
soulmate	fear	0.062	сродна душа
youth	fear	0.062	младина
opera	fear	0.057	опера
synonymous	fear	0.056	синоним
honest	fear	0.047	искрен
praying	fear	0.047	молејќи се
intelligence	fear	0.038	интелигенција
volunteer	fear	0.031	волонтер
romance	fear	0.031	романса
lines	fear	0.031	линии
obey	fear	0.016	послушајте
happiest	joy	0.986	најсреќен
happiness	joy	0.984	среќа
bliss	joy	0.971	блаженство
celebrating	joy	0.970	славејќи
jubilant	joy	0.969	радосен
ecstatic	joy	0.954	екстатично
elation	joy	0.944	воодушевување
beaming	joy	0.938	блескање
bestdayever	joy	0.938	најдобар ден
loveee	joy	0.932	сакана
celebration	joy	0.929	прослава
awesomeness	joy	0.926	чудесност
joy	joy	0.924	радост
joyous	joy	0.922	радосен
fabulous	joy	0.922	чудесно
happily	joy	0.922	среќно
excitement	joy	0.922	возбуда
exuberance	joy	0.922	бујност
makesmehappy	joy	0.922	правиме среќни
euphoria	joy	0.922	еуфорија
lovee	joy	0.920	љубов
gratitude	joy	0.914	благодарност
happydance	joy	0.912	среќен танц
merriment	joy	0.912	веселба
spectacular	joy	0.912	спектакуларен
overjoyed	joy	0.909	пресреќен
purebliss	joy	0.909	чистота
triumphant	joy	0.907	триумфално
ecstasy	joy	0.906	екстаза
lovelovelove	joy	0.906	љубов љубов љубов
cheerful	joy	0.906	весела
cheer	joy	0.897	навиваат
elated	joy	0.894	воодушевен
peaceofmind	joy	0.891	мирен ум
jolly	joy	0.891	весело
delighted	joy	0.891	воодушевен
lovethis	joy	0.891	го сакам ова
excitation	joy	0.891	побудување
exhilaration	joy	0.891	возбуда
pleasures	joy	0.891	задоволства
laugh	joy	0.891	смеј се
marvelously	joy	0.881	чудесно
loving	joy	0.879	љубовен
joyful	joy	0.879	радосен
blissful	joy	0.879	блажена
outstanding	joy	0.879	извонредна
pleasurable	joy	0.877	пријатно
lovinglife	joy	0.875	љубовен живот
enthusiastic	joy	0.875	ентузијастички
glee	joy	0.875	веселба
iloveher	joy	0.875	ја сакам
yaaaay	joy	0.875	аааај
overthemoon	joy	0.875	надмесечина
happyplace	joy	0.875	среќно место
sohappy	joy	0.868	среќен
superb	joy	0.864	врвен
woohoo	joy	0.864	ууууу
laughing	joy	0.864	смеејќи се
wonderful	joy	0.863	прекрасен
hooray	joy	0.859	ура
loved	joy	0.859	сакан
tearsofjoy	joy	0.859	солзи радосници
hallelujah	joy	0.859	алелуја
magnificent	joy	0.859	величествен
glory	joy	0.859	слава
ilovechristmas	joy	0.859	љубовен Божиќ
brilliant	joy	0.859	брилијантен
celebrated	joy	0.859	прослави
cheering	joy	0.859	навивајќи
yayyyy	joy	0.859	ајјиј
heavenly	joy	0.853	рајски
exciting	joy	0.853	возбудлив
thrilled	joy	0.851	возбуден
mademyday	joy	0.848	ми го направи денот
hohoho	joy	0.845	хохохо
celebrate	joy	0.844	слават
wonderfully	joy	0.844	прекрасно
blessing	joy	0.844	благослов
favoriteholiday	joy	0.844	омилен одмор
paradise	joy	0.833	рајот
marvellous	joy	0.833	чудесна
festive	joy	0.833	празнично
sweetness	joy	0.833	сладост
blessed	joy	0.833	благословен
celebrations	joy	0.833	прослави
compliment	joy	0.831	комплимент
smiling	joy	0.828	насмеани
allsmiles	joy	0.828	насмевки
love	joy	0.828	љубов
enchanting	joy	0.828	волшебно
homesweethome	joy	0.826	Доме сладок доме
thankyougod	joy	0.824	фала ти Боже
marvelous	joy	0.824	чудесна
laughter	joy	0.824	смеа
goodmood	joy	0.819	добро расположение
goodness	joy	0.818	добрина
excellence	joy	0.818	извонредност
sensational	joy	0.818	сензационален
joys	joy	0.818	радости
delightful	joy	0.818	прекрасен
excited	joy	0.818	возбуден
rejoicing	joy	0.818	радувајќи се
happyheart	joy	0.818	среќно срце
celebratory	joy	0.818	славенички
greatful	joy	0.816	одлично
jovial	joy	0.814	весел
rejoice	joy	0.812	радувај се
splendid	joy	0.812	прекрасно
enjoy	joy	0.812	уживајте
smiley	joy	0.812	смешковци
glorious	joy	0.812	славна
victorious	joy	0.812	победнички
lovemaking	joy	0.812	водење љубов
bonanza	joy	0.812	бонанца
greatday	joy	0.812	голем ден
excellent	joy	0.812	одлично
goodtimes	joy	0.811	добри времиња
whatmakesmesmile	joy	0.811	whatmakesmesmile
happyday	joy	0.809	среќен ден
myfavorite	joy	0.804	мојот омилен
thankyoulord	joy	0.803	фала ти Господе
gladness	joy	0.803	радоста
yayyy	joy	0.803	ајиј
yeahhhh	joy	0.803	ахаххх
pleasure	joy	0.803	задоволство
giggle	joy	0.802	кикотење
happier	joy	0.797	посреќен
lovemylife	joy	0.797	љубовен живот
magnificence	joy	0.797	величественост
happytweet	joy	0.797	среќен твит
lovinlife	joy	0.797	љубовен живот
yesss	joy	0.797	да, да
dancing	joy	0.797	танцување
success	joy	0.797	успех
grateful	joy	0.789	благодарен
amuse	joy	0.788	се забавуваат
splendor	joy	0.788	раскош
happy	joy	0.788	среќен
fun	joy	0.788	забава
giggling	joy	0.781	кикотење
glad	joy	0.781	мило
glorify	joy	0.781	глорифицираат
radiant	joy	0.781	зрачи
beautiful	joy	0.781	убава
solucky	joy	0.781	многу среќен
sothankful	joy	0.781	благодарен
enchanted	joy	0.781	маѓепсана
romance	joy	0.779	романса
perfection	joy	0.779	совршенство
christmassy	joy	0.779	Божиќ
heavens	joy	0.779	небесата
thrilling	joy	0.776	возбудлив
lovable	joy	0.773	симпатичен
congrats	joy	0.773	честитки
fiesta	joy	0.773	фиеста
entertain	joy	0.773	забавуваат
happyvalentinesday	joy	0.773	среќен ден на вљубените
miraculous	joy	0.773	чудесно
cheers	joy	0.773	на здравје
cheered	joy	0.773	навиваше
positivity	joy	0.773	позитивност
funday	joy	0.772	забавен ден
enjoying	joy	0.771	уживајќи
lifeisgood	joy	0.766	животот е добар
amused	joy	0.766	се забавуваат
goodfeeling	joy	0.766	добро чувство
christmasspirit	joy	0.766	Божиќен дух
cuddling	joy	0.766	гушкање
smiles	joy	0.766	насмевки
sosweet	joy	0.766	толку сладок
thebest	joy	0.766	најдобар
party	joy	0.765	Забава
delight	joy	0.765	воодушевување
orgasm	joy	0.765	оргазам
positive	joy	0.761	позитивен
sweetheart	joy	0.758	душо
enlighten	joy	0.758	просветли
cheerfulness	joy	0.758	веселост
miracles	joy	0.758	чуда
giddy	joy	0.757	вртоглаво
christmastime	joy	0.757	Божиќ
gratify	joy	0.750	задоволува
greatness	joy	0.750	величина
friendliness	joy	0.750	дружељубивост
blessings	joy	0.750	благослови
laughs	joy	0.750	се смее
tistheseason	joy	0.750	оваа сезона
smile	joy	0.750	насмевка
pleasing	joy	0.750	пријатен
romantic	joy	0.750	романтичен
happyholidays	joy	0.750	среќни празници
frolic	joy	0.748	веселие
jubilee	joy	0.742	јубилеј
miracle	joy	0.742	чудо
enthusiasm	joy	0.742	ентузијазам
selflove	joy	0.742	самољубието
triumph	joy	0.742	триумф
magical	joy	0.742	магичен
rewarding	joy	0.742	наградува
goodvibes	joy	0.742	добри вибрации
positiveenergy	joy	0.742	позитивна енергија
feelgood	joy	0.736	се чувствуваат добро
prosperity	joy	0.735	просперитет
behappy	joy	0.734	Биди среќен
admiration	joy	0.734	восхит
passionate	joy	0.734	страствен
goodday	joy	0.734	добар ден
luxurious	joy	0.734	луксузен
tgif	joy	0.734	tgif
victory	joy	0.734	победа
feelinggood	joy	0.734	се чувствувам добро
enchant	joy	0.734	маѓепсуваат
greatnight	joy	0.734	одлична ноќ
vivacious	joy	0.734	живописен
glorification	joy	0.733	глорификација
sing	joy	0.729	пее
glowing	joy	0.729	блескав
yessss	joy	0.728	да,сс
fulfillment	joy	0.728	исполнување
breathtaking	joy	0.728	го одзема здивот
thankful	joy	0.727	благодарен
cheery	joy	0.727	весел
santa	joy	0.727	Дедо Мраз
hurrah	joy	0.727	побргу
christmasbreak	joy	0.727	божиќна пауза
win	joy	0.727	победи
atpeace	joy	0.727	спокојно
award	joy	0.727	награда
merry	joy	0.727	весело
inspiration	joy	0.725	инспирација
radiance	joy	0.725	сјај
pleased	joy	0.725	задоволен
uplift	joy	0.723	издигнување
optimistic	joy	0.723	оптимист
heaven	joy	0.721	рајот
lucky	joy	0.721	среќа
godisgreat	joy	0.721	Господ е голем
holidays	joy	0.721	празници
thrill	joy	0.721	возбуда
congratulatory	joy	0.719	честитки
thriving	joy	0.719	просперитетна
amusement	joy	0.719	забава
perfect	joy	0.719	совршено
lover	joy	0.719	љубовник
xmas	joy	0.719	Божиќ
heartfelt	joy	0.719	од срце
utopian	joy	0.719	утописки
lovely	joy	0.719	прекрасна
harmony	joy	0.719	хармонија
praising	joy	0.719	пофалувајќи
brighten	joy	0.719	осветли
luckiest	joy	0.712	најсреќен
merrychristmas	joy	0.712	среќен Божиќ
magic	joy	0.712	магија
achievement	joy	0.712	достигнување
yay	joy	0.712	Јеее
holiday	joy	0.712	празник
treasures	joy	0.712	богатства
luxury	joy	0.712	луксуз
bestfeeling	joy	0.712	најдоброто чувство
intimate	joy	0.710	интимно
soblessed	joy	0.706	блажен
yaaay	joy	0.706	ааај
rave	joy	0.706	рејв
chuckle	joy	0.706	насмевка
proud	joy	0.704	горд
winning	joy	0.703	победувајќи
cherish	joy	0.703	негуваат
goodnews	joy	0.703	добри вести
fuckyeah	joy	0.703	ебам
optimism	joy	0.703	оптимизам
amazingly	joy	0.703	неверојатно
lovelife	joy	0.703	љубовен живот
truelove	joy	0.703	вистинска љубов
beautification	joy	0.703	разубавување
satisfying	joy	0.703	задоволувачки
appreciates	joy	0.703	цени
cuddled	joy	0.703	гушнати
goodlife	joy	0.703	добар живот
gooood	joy	0.703	добро
sweetest	joy	0.703	најслатко
yaay	joy	0.700	дај
entertained	joy	0.700	се забавуваат
excite	joy	0.697	возбуди
newbeginnings	joy	0.693	нови почетоци
praisejesus	joy	0.691	пофалби
birthday	joy	0.691	роденден
greatfriends	joy	0.688	големи пријатели
adoration	joy	0.688	обожување
godsend	joy	0.688	Божји дар
favorite	joy	0.688	омилен
content	joy	0.688	содржина
entertaining	joy	0.688	забавно
honored	joy	0.688	почестен
metime	joy	0.688	меѓувреме
exquisite	joy	0.688	извонредна
holidayseason	joy	0.688	празнична сезона
thankyoujesus	joy	0.688	благодарам Исусе
angelic	joy	0.688	ангелски
goodhealth	joy	0.682	добро здравје
majestic	joy	0.682	величествен
luscious	joy	0.682	претрупан
memoriesiwontforget	joy	0.682	сеќавањата нема да заборават
bestfriends	joy	0.682	најдобри другари
precious	joy	0.682	скапоцени
appreciated	joy	0.682	ценети
exaltation	joy	0.682	воздигнување
smiled	joy	0.682	се насмевна
brightens	joy	0.682	осветлува
tranquility	joy	0.679	спокојство
marry	joy	0.676	се омажи
embrace	joy	0.676	прегратка
positively	joy	0.676	позитивно
grin	joy	0.672	насмевка
hug	joy	0.672	прегратка
hilarious	joy	0.672	смешен
dearest	joy	0.672	најмили
contentment	joy	0.672	задоволство
accomplished	joy	0.672	остварен
relaxation	joy	0.672	релаксација
bday	joy	0.672	ден
enliven	joy	0.672	оживуваат
weeeee	joy	0.672	леееее
giggles	joy	0.672	кикотење
fulfilled	joy	0.667	исполнети
bountiful	joy	0.667	богат
victor	joy	0.667	победник
adore	joy	0.667	обожаваат
boisterous	joy	0.667	бурен
fulfill	joy	0.664	исполни
cuddles	joy	0.662	гушкање
prosperous	joy	0.660	просперитетна
appreciation	joy	0.656	благодарност
serenity	joy	0.656	спокојство
happynewyear	joy	0.656	среќна Нова година
humor	joy	0.656	хумор
satisfy	joy	0.656	задоволува
besties	joy	0.656	најдобрите
encouraged	joy	0.656	поттикнати
captivate	joy	0.656	плени
christmaseve	joy	0.656	Божиќ
glow	joy	0.656	Свети
romanticism	joy	0.656	романтизмот
innerpeace	joy	0.656	внатрешен мир
pleasant	joy	0.656	пријатен
praises	joy	0.652	пофалби
abundance	joy	0.652	изобилство
fortunes	joy	0.652	богатства
engaged	joy	0.652	верен
praised	joy	0.652	пофален
relaxing	joy	0.652	релаксирачки
treasure	joy	0.652	богатство
satisfaction	joy	0.652	задоволство
nothingbetter	joy	0.647	ништо подобро
affection	joy	0.647	наклонетост
relieved	joy	0.647	олеснето
complement	joy	0.647	дополнување
carnival	joy	0.643	карневалот
priceless	joy	0.641	бесценет
uplifting	joy	0.641	подигање
sensuality	joy	0.641	сензуалност
saintly	joy	0.641	свето
champion	joy	0.641	шампион
thanksgiving	joy	0.641	благодарност
harmoniously	joy	0.641	хармонично
wedding	joy	0.641	Свадба
achieve	joy	0.641	постигне
divine	joy	0.641	божествена
jackpot	joy	0.641	џекпот
honeymoon	joy	0.636	меден месец
exalt	joy	0.636	воздигнете
twinkle	joy	0.636	трепкаат
comforting	joy	0.636	утешителна
felicity	joy	0.636	среќа
peaceful	joy	0.636	мирен
climax	joy	0.636	климакс
winner	joy	0.636	победник
reverie	joy	0.636	реверзија
yayy	joy	0.636	дај
cuddle	joy	0.636	гушкање
xoxo	joy	0.634	xoxo
stargazing	joy	0.625	гледање ѕвезди
festival	joy	0.625	фестивал
sweet	joy	0.625	слатка
generosity	joy	0.625	великодушност
brighter	joy	0.625	посветла
praisegod	joy	0.625	Слава на Бога
gorgeous	joy	0.625	прекрасно
hearts	joy	0.625	срца
amusing	joy	0.625	забавен
fondness	joy	0.625	наклонетост
snuggling	joy	0.625	гушкање
reward	joy	0.625	награда
sex	joy	0.622	секс
kind	joy	0.621	љубезен
genial	joy	0.621	генијален
parade	joy	0.621	парада
applause	joy	0.621	аплауз
beauty	joy	0.621	убавина
fulfilling	joy	0.618	исполнување
aspiring	joy	0.618	аспиранти
newlife	joy	0.618	нов живот
godbless	joy	0.616	на здравје
virtuous	joy	0.613	доблесни
kiss	joy	0.610	бакнеж
christmas	joy	0.609	Божиќ
rainbows	joy	0.609	виножита
elegance	joy	0.609	елеганција
generous	joy	0.609	дарежлив
super	joy	0.609	супер
playful	joy	0.609	игрива
enlightenment	joy	0.609	просветлување
praiseworthy	joy	0.609	за пофалба
awards	joy	0.609	награди
adorable	joy	0.609	симпатична
rekindle	joy	0.609	повторно разгори
winnings	joy	0.609	добивки
independence	joy	0.607	независност
amour	joy	0.607	љубов
kindness	joy	0.606	добрина
surprises	joy	0.606	изненадувања
heheh	joy	0.606	хехех
hilarity	joy	0.606	веселост
wonder	joy	0.606	чудо
freely	joy	0.606	слободно
successful	joy	0.606	успешна
inspired	joy	0.606	инспириран
onelove	joy	0.606	една љубов
whimsical	joy	0.603	чуден
entertainment	joy	0.603	забава
passion	joy	0.603	страста
stressfree	joy	0.601	без стрес
beautify	joy	0.601	разубави
sunrise	joy	0.600	изгрејсонце
godisgood	joy	0.597	Бог е добар
goodmusic	joy	0.594	добра музика
revere	joy	0.594	почитуваат
whoo	joy	0.594	бе
fanfare	joy	0.594	фанфари
inspire	joy	0.594	инспирира
angel	joy	0.594	ангел
thankgod	joy	0.594	фала богу
goodies	joy	0.594	добрите
jesus	joy	0.594	Исус
accomplishment	joy	0.594	достигнување
snuggled	joy	0.594	згрчена
peacefully	joy	0.594	мирно
flirt	joy	0.594	флертуваат
friendship	joy	0.591	пријателство
singing	joy	0.591	пеење
heroic	joy	0.591	херојски
exalted	joy	0.591	возвишен
fortune	joy	0.591	богатство
highest	joy	0.591	највисоко
summer	joy	0.591	лето
contented	joy	0.588	задоволен
rollicking	joy	0.588	превртување
overflowing	joy	0.588	преплавени
woot	joy	0.588	вут
accolade	joy	0.586	признание
hope	joy	0.586	надеж
cozy	joy	0.583	пријатна
delicious	joy	0.579	вкусно
raving	joy	0.578	бесење
thelife	joy	0.578	животот
darling	joy	0.578	мила
sensuous	joy	0.578	сетилни
picturesque	joy	0.578	живописен
friendly	joy	0.578	пријателски
everlasting	joy	0.578	вечен
praise	joy	0.578	пофалби
ambition	joy	0.578	амбиција
sparkle	joy	0.577	Искра
sensual	joy	0.576	сензуална
peace	joy	0.576	мир
flattering	joy	0.576	додворувачки
grace	joy	0.576	милоста
luckygirl	joy	0.576	среќничка
heroism	joy	0.576	херојство
succeeding	joy	0.576	успевајќи
yeahhh	joy	0.576	ахахх
special	joy	0.574	посебен
livelife	joy	0.574	живеј го животот
tantalizing	joy	0.572	привлечен
pumped	joy	0.567	испумпана
yey	joy	0.562	да
surprise	joy	0.562	изненадување
sunny	joy	0.562	сончево
prevail	joy	0.562	преовладуваат
revels	joy	0.562	се веселат
humorous	joy	0.562	хумористичен
sweets	joy	0.562	слатки
liking	joy	0.562	допаѓање
admirable	joy	0.562	восхитувачки
superstar	joy	0.562	суперѕвезда
relax	joy	0.562	опушти се
prosper	joy	0.562	просперира
hero	joy	0.562	херој
hugs	joy	0.562	прегратки
worthwhile	joy	0.562	вредно
newyear	joy	0.561	нова година
tenderness	joy	0.561	нежност
bless	joy	0.561	благослови
favorable	joy	0.561	поволни
freedom	joy	0.561	слободата
masterpiece	joy	0.561	ремек дело
dreams	joy	0.559	соништата
hopeful	joy	0.559	надежен
home	joy	0.559	дома
cruising	joy	0.556	крстарење
gracias	joy	0.554	грацијас
faithfulness	joy	0.553	верност
eagerness	joy	0.552	нетрпение
closeness	joy	0.552	блискост
sunshine	joy	0.551	сонце
comfy	joy	0.551	удобно
vacation	joy	0.547	одмор
celestial	joy	0.547	небесни
good	joy	0.547	добро
elite	joy	0.547	елита
illuminate	joy	0.547	осветлуваат
confidence	joy	0.547	доверба
mistletoe	joy	0.547	имела
daughter	joy	0.547	ќерка
lifted	joy	0.547	подигнат
goodmorning	joy	0.547	добро утро
zeal	joy	0.547	ревност
gifts	joy	0.547	подароци
gift	joy	0.547	подарок
astonishment	joy	0.547	зачуденост
heart	joy	0.547	срцето
completion	joy	0.547	завршување
bonus	joy	0.547	бонус
charmed	joy	0.546	шармантен
dance	joy	0.545	танцуваат
sublime	joy	0.545	возвишено
recreation	joy	0.545	рекреација
encouragement	joy	0.545	охрабрување
god	joy	0.545	бог
gush	joy	0.545	бликаат
freshstart	joy	0.544	нов почеток
free	joy	0.544	бесплатно
savior	joy	0.543	Спасител
sanctuary	joy	0.541	светилиште
grandchildren	joy	0.540	внуци
wellness	joy	0.537	благосостојба
revel	joy	0.534	веселба
music	joy	0.531	музика
fab	joy	0.531	фаб
bridal	joy	0.531	невестински
soar	joy	0.531	издигнуваат
alive	joy	0.531	жив
money	joy	0.531	пари
soothing	joy	0.531	смирувачки
serene	joy	0.531	спокоен
holiness	joy	0.531	светоста
inspirational	joy	0.531	инспиративна
matrimony	joy	0.531	брак
dayoff	joy	0.531	слободен ден
savor	joy	0.531	арома
vitality	joy	0.531	виталност
confident	joy	0.531	самоуверен
firstborn	joy	0.531	првороден
rainbow	joy	0.531	виножито
liberation	joy	0.531	ослободување
elegant	joy	0.530	елегантен
mastery	joy	0.530	мајсторство
glimmer	joy	0.530	блесок
illumination	joy	0.530	осветлување
blossom	joy	0.530	цути
warmth	joy	0.530	топлина
welcomed	joy	0.530	добредојдени
treat	joy	0.529	третираат
faithful	joy	0.529	верен
snuggles	joy	0.522	се гушка
laurels	joy	0.521	ловорики
commendable	joy	0.519	за пофалба
succeed	joy	0.516	успее
jingle	joy	0.516	џинглинг
zest	joy	0.516	кора од лимон
noschool	joy	0.516	нема школо
brotherly	joy	0.516	братски
silly	joy	0.516	глупаво
abundant	joy	0.516	изобилство
fancy	joy	0.516	фенси
resplendent	joy	0.516	раскошен
strengthening	joy	0.516	зајакнување
presents	joy	0.516	подарува
pride	joy	0.516	гордост
almighty	joy	0.516	семоќен
powerful	joy	0.516	моќен
aspire	joy	0.516	се стремат
remarkable	joy	0.516	извонреден
greeted	joy	0.516	поздрави
thanking	joy	0.515	заблагодарувајќи се
cutie	joy	0.515	слатко
kudos	joy	0.515	благодарност
therapeutic	joy	0.515	терапевтски
zen	joy	0.515	зен
coronation	joy	0.515	крунисување
complete	joy	0.515	заврши
shining	joy	0.515	сјае
spirit	joy	0.515	дух
princely	joy	0.515	кнежевство
vivid	joy	0.515	живописни
comfort	joy	0.515	удобност
leisure	joy	0.515	слободно време
reunited	joy	0.515	повторно обединети
kid	joy	0.515	дете
newme	joy	0.515	новајлија
payday	joy	0.515	ден на исплата
animated	joy	0.515	анимирани
familytime	joy	0.515	семејно време
relationship	joy	0.514	врска
godly	joy	0.514	побожен
marriage	joy	0.514	брак
daymade	joy	0.514	дневна
spouse	joy	0.507	брачен другар
intimately	joy	0.507	интимно
respect	joy	0.500	почит
bloom	joy	0.500	цветаат
purr	joy	0.500	мрчење
carefree	joy	0.500	безгрижно
nature	joy	0.500	природата
encourage	joy	0.500	поттикнуваат
soulful	joy	0.500	душевна
refreshed	joy	0.500	освежен
family	joy	0.500	семејството
gem	joy	0.500	скапоцен камен
meritorious	joy	0.500	заслужен
achieved	joy	0.500	постигне
motherhood	joy	0.500	мајчинството
holyspirit	joy	0.500	Светиот Дух
surreal	joy	0.500	надреално
