English Word	Emotion	Emotion-Intensity-Score	Sundanese Word
holiday	joy	0.712	libur
treasures	joy	0.712	harta karun
luxury	joy	0.712	kamewahan
bestfeeling	joy	0.712	bestfeeling
intimate	joy	0.710	intim
soblessed	joy	0.706	kasedih
yaaay	joy	0.706	nyaaaa
rave	joy	0.706	ngareuah-reuah
chuckle	joy	0.706	cikikik
proud	joy	0.704	reueus
winning	joy	0.703	meunang
cherish	joy	0.703	ngahargaan
goodnews	joy	0.703	warta alus
fuckyeah	joy	0.703	heuheuheu
optimism	joy	0.703	optimisme
amazingly	joy	0.703	luar biasa
lovelife	joy	0.703	kahirupan cinta
truelove	joy	0.703	cinta sajati
beautification	joy	0.703	kageulisan
satisfying	joy	0.703	nyugemakeun
appreciates	joy	0.703	ngahargaan
cuddled	joy	0.703	dipangku
goodlife	joy	0.703	hirup alus
gooood	joy	0.703	goood
sweetest	joy	0.703	pangmanisna
yaay	joy	0.700	yeuh
entertained	joy	0.700	dihibur
excite	joy	0.697	ngagumbirakeun
newbeginnings	joy	0.693	awal anyar
praisejesus	joy	0.691	puji jesus
birthday	joy	0.691	ulang taun
greatfriends	joy	0.688	babaturan hébat
adoration	joy	0.688	pamujaan
godsend	joy	0.688	karunia
favorite	joy	0.688	karesep
content	joy	0.688	eusi
entertaining	joy	0.688	ngahibur
honored	joy	0.688	ngahormatan
metime	joy	0.688	metime
exquisite	joy	0.688	endah pisan
holidayseason	joy	0.688	usum liburan
thankyoujesus	joy	0.688	hatur nuhun Yesus
angelic	joy	0.688	malaikat
goodhealth	joy	0.682	kasehatan
majestic	joy	0.682	megah
luscious	joy	0.682	ngeunah
memoriesiwontforget	joy	0.682	kenangan moal poho
bestfriends	joy	0.682	sobat dalit
precious	joy	0.682	berharga
appreciated	joy	0.682	ngaapresiasi
exaltation	joy	0.682	pangagungan
smiled	joy	0.682	seuri
brightens	joy	0.682	brightens
tranquility	joy	0.679	katenangan
marry	joy	0.676	kawin
embrace	joy	0.676	nangkeup
positively	joy	0.676	positip
grin	joy	0.672	nyengir
hug	joy	0.672	nangkeup
hilarious	joy	0.672	pikaseurieun
dearest	joy	0.672	dearest
contentment	joy	0.672	kasugemaan
accomplished	joy	0.672	dilaksanakeun
relaxation	joy	0.672	rélaxasi
bday	joy	0.672	bday
enliven	joy	0.672	ngahirupkeun
weeeee	joy	0.672	weeeee
giggles	joy	0.672	nyikikik
fulfilled	joy	0.667	kaeusi
bountiful	joy	0.667	melimpah
victor	joy	0.667	meunangna
adore	joy	0.667	muja
boisterous	joy	0.667	riweuh
fulfill	joy	0.664	minuhan
cuddles	joy	0.662	cuddles
prosperous	joy	0.660	makmur
appreciation	joy	0.656	pangajén
serenity	joy	0.656	katenangan
happynewyear	joy	0.656	Wilujeng taun énggal
humor	joy	0.656	humor
satisfy	joy	0.656	nyugemakeun
besties	joy	0.656	sahabatna
encouraged	joy	0.656	didorong
captivate	joy	0.656	captivate
christmaseve	joy	0.656	wengi Natal
glow	joy	0.656	cahayaan
romanticism	joy	0.656	romantisme
innerpeace	joy	0.656	katengtreman batin
pleasant	joy	0.656	pikaresepeun
praises	joy	0.652	muji
abundance	joy	0.652	kaayaanana
fortunes	joy	0.652	rejeki
engaged	joy	0.652	papacangan
praised	joy	0.652	dipuji
relaxing	joy	0.652	sayah
treasure	joy	0.652	harta karun
satisfaction	joy	0.652	kapuasan
nothingbetter	joy	0.647	euweuh hadé
affection	joy	0.647	kaasih
relieved	joy	0.647	lega
complement	joy	0.647	pelengkap
carnival	joy	0.643	karnaval
priceless	joy	0.641	hargana
uplifting	joy	0.641	uplifting
sensuality	joy	0.641	sensualitas
saintly	joy	0.641	sakti
champion	joy	0.641	juara
thanksgiving	joy	0.641	syukuran
harmoniously	joy	0.641	sacara harmonis
wedding	joy	0.641	kawinan
achieve	joy	0.641	ngahontal
divine	joy	0.641	ilahi
jackpot	joy	0.641	jackpot
honeymoon	joy	0.636	bulan madu
exalt	joy	0.636	ngaluhuran
twinkle	joy	0.636	kedip-kedip
comforting	joy	0.636	ngalilipur
felicity	joy	0.636	kabagjaan
peaceful	joy	0.636	tengtrem
climax	joy	0.636	klimaks
winner	joy	0.636	meunangna
reverie	joy	0.636	lamunan
yayy	joy	0.636	yeuh
cuddle	joy	0.636	nangkeup
xoxo	joy	0.634	heureuy
stargazing	joy	0.625	panineungan bentang
festival	joy	0.625	festival
sweet	joy	0.625	amis
generosity	joy	0.625	kamurahan
brighter	joy	0.625	leuwih caang
praisegod	joy	0.625	pujian
gorgeous	joy	0.625	geulis
hearts	joy	0.625	hate
amusing	joy	0.625	pikaseurieun
fondness	joy	0.625	karesep
snuggling	joy	0.625	snuggling
reward	joy	0.625	balesan
sex	joy	0.622	kelamin
kind	joy	0.621	nanaon
genial	joy	0.621	genial
parade	joy	0.621	parade
applause	joy	0.621	keprok
beauty	joy	0.621	kageulisan
fulfilling	joy	0.618	minuhan
aspiring	joy	0.618	cita-cita
newlife	joy	0.618	kahirupan anyar
godbless	joy	0.616	berkah Allah
virtuous	joy	0.613	soleh
kiss	joy	0.610	nyium
christmas	joy	0.609	natal
rainbows	joy	0.609	katumbiri
elegance	joy	0.609	kaanggunan
generous	joy	0.609	berehan
super	joy	0.609	super
playful	joy	0.609	suka ulin
enlightenment	joy	0.609	pencerahan
praiseworthy	joy	0.609	pinuji
awards	joy	0.609	panghargaan
adorable	joy	0.609	pikaresepeun
rekindle	joy	0.609	hurung deui
winnings	joy	0.609	winnings
independence	joy	0.607	kamerdikaan
amour	joy	0.607	asmara
kindness	joy	0.606	kahadean
surprises	joy	0.606	kejutan
heheh	joy	0.606	heheh
hilarity	joy	0.606	kahariwang
wonder	joy	0.606	heran
freely	joy	0.606	kalawan bébas
successful	joy	0.606	suksés
inspired	joy	0.606	diideuan
onelove	joy	0.606	hiji cinta
whimsical	joy	0.603	aneh
entertainment	joy	0.603	hiburan
passion	joy	0.603	karep
stressfree	joy	0.601	stressfree
beautify	joy	0.601	ngagentos
sunrise	joy	0.600	panonpoe surup
godisgood	joy	0.597	hade pisan
goodmusic	joy	0.594	musik alus
revere	joy	0.594	ngahormat
whoo	joy	0.594	heueuh
fanfare	joy	0.594	heureuy
inspire	joy	0.594	mere ilham
angel	joy	0.594	malaikat
thankgod	joy	0.594	Alhamdulillah
goodies	joy	0.594	goodies
jesus	joy	0.594	Yesus
accomplishment	joy	0.594	prestasi
snuggled	joy	0.594	snuggled
peacefully	joy	0.594	tengtrem
flirt	joy	0.594	flirt
friendship	joy	0.591	silaturahim
singing	joy	0.591	nyanyi
heroic	joy	0.591	heroik
exalted	joy	0.591	diluhurkeun
fortune	joy	0.591	rejeki
highest	joy	0.591	pangluhurna
summer	joy	0.591	usum panas
contented	joy	0.588	sugema
rollicking	joy	0.588	ngagugulung
overflowing	joy	0.588	ngalembur
woot	joy	0.588	woot
accolade	joy	0.586	panghargaan
hope	joy	0.586	harepan
cozy	joy	0.583	nyaman
delicious	joy	0.579	ngeunah
raving	joy	0.578	ngagorowok
thelife	joy	0.578	kahirupan
darling	joy	0.578	sayang
sensuous	joy	0.578	sensual
picturesque	joy	0.578	éndah
friendly	joy	0.578	marahmay
everlasting	joy	0.578	langgeng
praise	joy	0.578	muji
ambition	joy	0.578	ambisi
sparkle	joy	0.577	herang
sensual	joy	0.576	sensual
peace	joy	0.576	karapihan
flattering	joy	0.576	nyanjung
grace	joy	0.576	rahmat
luckygirl	joy	0.576	gadis untung
heroism	joy	0.576	kapahlawanan
succeeding	joy	0.576	suksés
yeahhh	joy	0.576	hehehehe
special	joy	0.574	husus
livelife	joy	0.574	hirup hirup
tantalizing	joy	0.572	ngagoda
pumped	joy	0.567	dipompa
yey	joy	0.562	yeuh
surprise	joy	0.562	reuwas
sunny	joy	0.562	cerah
prevail	joy	0.562	lumaku
revels	joy	0.562	revels
humorous	joy	0.562	humoris
sweets	joy	0.562	manisan
liking	joy	0.562	resep
admirable	joy	0.562	endah pisan
superstar	joy	0.562	superstar
relax	joy	0.562	Tenang
prosper	joy	0.562	makmur
hero	joy	0.562	pahlawan
hugs	joy	0.562	nangkeup
worthwhile	joy	0.562	patut
newyear	joy	0.561	taun énggal
tenderness	joy	0.561	lelembutan
bless	joy	0.561	ngaberkahan
favorable	joy	0.561	nguntungkeun
freedom	joy	0.561	kabebasan
masterpiece	joy	0.561	Maha karya
dreams	joy	0.559	ngimpi
hopeful	joy	0.559	harepan
home	joy	0.559	imah
cruising	joy	0.556	pesiar
gracias	joy	0.554	hatur nuhun
faithfulness	joy	0.553	kasatiaan
eagerness	joy	0.552	kahayang
closeness	joy	0.552	kadeukeutan
sunshine	joy	0.551	cahaya panonpoe
comfy	joy	0.551	nyaman
vacation	joy	0.547	libur
celestial	joy	0.547	celestial
good	joy	0.547	alus
elite	joy	0.547	élit
illuminate	joy	0.547	nyaangan
confidence	joy	0.547	kapercayaan
mistletoe	joy	0.547	mistletoe
daughter	joy	0.547	putri
lifted	joy	0.547	diangkat
goodmorning	joy	0.547	Wilujeng énjing
zeal	joy	0.547	getol
gifts	joy	0.547	kado
gift	joy	0.547	kado
astonishment	joy	0.547	kaheranan
heart	joy	0.547	haté
completion	joy	0.547	parantosan
bonus	joy	0.547	bonus
charmed	joy	0.546	terpesona
dance	joy	0.545	tari
sublime	joy	0.545	luhung
recreation	joy	0.545	rekreasi
encouragement	joy	0.545	dorongan
god	joy	0.545	dewa
gush	joy	0.545	nyembur
freshstart	joy	0.544	ngamimitian anyar
free	joy	0.544	bébas
savior	joy	0.543	Jurusalamet
sanctuary	joy	0.541	tempat suci
grandchildren	joy	0.540	incu
wellness	joy	0.537	kasehatan
revel	joy	0.534	ngariung
music	joy	0.531	musik
fab	joy	0.531	fab
bridal	joy	0.531	panganten
soar	joy	0.531	ngapung
alive	joy	0.531	hirup
money	joy	0.531	duit
soothing	joy	0.531	nenangkeun
serene	joy	0.531	tengtrem
holiness	joy	0.531	kasucian
inspirational	joy	0.531	mereun
matrimony	joy	0.531	kawin
dayoff	joy	0.531	peré
savor	joy	0.531	ngeunah
vitality	joy	0.531	vitalitas
confident	joy	0.531	percaya diri
firstborn	joy	0.531	cikal
rainbow	joy	0.531	katumbiri
liberation	joy	0.531	pembebasan
elegant	joy	0.530	elegan
mastery	joy	0.530	ngawasaan
glimmer	joy	0.530	hérang
illumination	joy	0.530	katerangan
blossom	joy	0.530	mekar
warmth	joy	0.530	kahaneutan
welcomed	joy	0.530	ngabagéakeun
treat	joy	0.529	ngubaran
faithful	joy	0.529	satia
snuggles	joy	0.522	snuggles
laurels	joy	0.521	laurels
commendable	joy	0.519	dipuji
succeed	joy	0.516	suksés
jingle	joy	0.516	jingle
zest	joy	0.516	rasa
noschool	joy	0.516	teu sakola
brotherly	joy	0.516	baraya
silly	joy	0.516	bodo
abundant	joy	0.516	loba pisan
fancy	joy	0.516	fancy
resplendent	joy	0.516	resplendent
strengthening	joy	0.516	nguatkeun
presents	joy	0.516	hadiah
pride	joy	0.516	kareueus
almighty	joy	0.516	maha kawasa
powerful	joy	0.516	kawasa
aspire	joy	0.516	cita-cita
remarkable	joy	0.516	luar biasa
greeted	joy	0.516	dipapag
thanking	joy	0.515	hatur nuhun
cutie	joy	0.515	imut
kudos	joy	0.515	pujian
therapeutic	joy	0.515	terapi
zen	joy	0.515	zen
coronation	joy	0.515	penobatan
complete	joy	0.515	lengkep
shining	joy	0.515	caang
spirit	joy	0.515	sumanget
princely	joy	0.515	pangeran
vivid	joy	0.515	vivid
comfort	joy	0.515	kanyamanan
leisure	joy	0.515	luang
reunited	joy	0.515	ngahiji deui
kid	joy	0.515	budak leutik
newme	joy	0.515	abdi anyar
payday	joy	0.515	gajihan
animated	joy	0.515	animasi
familytime	joy	0.515	waktos kulawarga
relationship	joy	0.514	hubungan
godly	joy	0.514	soleh
marriage	joy	0.514	kawin
daymade	joy	0.514	daymade
spouse	joy	0.507	pasangan
intimately	joy	0.507	taliti
respect	joy	0.500	hormat
bloom	joy	0.500	mekar
purr	joy	0.500	purr
carefree	joy	0.500	marudah
nature	joy	0.500	alam
encourage	joy	0.500	ngadorong
soulful	joy	0.500	sumanget
refreshed	joy	0.500	refreshed
family	joy	0.500	kulawarga
gem	joy	0.500	permata
meritorious	joy	0.500	berjasa
achieved	joy	0.500	kahontal
motherhood	joy	0.500	indung
holyspirit	joy	0.500	roh suci
surreal	joy	0.500	surealis
charitable	joy	0.500	amal
teamjesus	joy	0.500	teamjesus
stressrelief	joy	0.500	stressrelief
erotic	joy	0.500	érotis
inviting	joy	0.500	ngondang
baby	joy	0.500	orok
dignity	joy	0.500	martabat
satisfied	joy	0.500	wareg
visionary	joy	0.500	visioner
memorable	joy	0.500	memorable
veracity	joy	0.500	kabeneran
healthy	joy	0.500	cageur
welcoming	joy	0.500	ngabagéakeun
diamond	joy	0.500	inten
christ	joy	0.500	Kristus
beach	joy	0.500	pantai
accomplish	joy	0.500	ngalengkepan
friends	joy	0.500	babaturan
excel	joy	0.500	unggul
health	joy	0.493	kaséhatan
aura	joy	0.493	aura
yehey	joy	0.486	yeuh
approved	joy	0.486	disatujuan
oasis	joy	0.486	oasis
liberty	joy	0.486	kamerdikaan
crowning	joy	0.485	penobatan
aspiration	joy	0.485	aspirasi
privileged	joy	0.485	boga hak husus
crescendo	joy	0.485	crescendo
rapture	joy	0.485	suka bungah
liberate	joy	0.485	ngabebaskeun
nocomplaints	joy	0.485	euweuh keluhan
prestige	joy	0.485	pamor
bounty	joy	0.485	kasinugrahan
gentle	joy	0.485	lemah lembut
inseparable	joy	0.485	teu bisa dipisahkeun
engaging	joy	0.485	ngalakonan
loyal	joy	0.485	satia
betrothed	joy	0.485	dijodokeun
transcendence	joy	0.484	transendensi
selfworth	joy	0.484	harga diri
yummy	joy	0.484	ngeunah
datenight	joy	0.484	bobogohan
destiny	joy	0.484	takdir
heyday	joy	0.484	hejo
aloha	joy	0.484	heueuh
desire	joy	0.484	kahayang
dream	joy	0.484	ngimpi
luck	joy	0.484	untung
fete	joy	0.484	pésta
trophy	joy	0.484	piala
bouquet	joy	0.484	karangan bunga
chocolate	joy	0.484	coklat
creativity	joy	0.484	kreativitas
boyfriend	joy	0.480	kabogoh
commemoration	joy	0.479	miéling
intelligence	joy	0.477	kecerdasan
readiness	joy	0.473	kasiapan
friend	joy	0.471	sobat
bride	joy	0.471	panganten awewe
enthusiast	joy	0.471	enthusiast
lush	joy	0.470	subur
inheritance	joy	0.470	warisan
soothe	joy	0.470	nenangkeun
tickle	joy	0.470	ngagitik
kiddo	joy	0.470	budak leutik
nostalgia	joy	0.470	nostalgia
massage	joy	0.470	urut
calming	joy	0.470	calming
adventure	joy	0.470	pangumbaraan
pretty	joy	0.469	geulis
purring	joy	0.469	nyurucud
eternal	joy	0.469	langgeng
humanitarian	joy	0.469	kamanusaan
nurture	joy	0.469	ngasuh
giving	joy	0.469	méré
rest	joy	0.469	istirahat
getaway	joy	0.469	kabur
goals	joy	0.469	gol
pray	joy	0.469	ngadoa
bridegroom	joy	0.469	panganten lalaki
heartily	joy	0.469	ati-ati
luster	joy	0.469	luster
bonding	joy	0.469	beungkeutan
princess	joy	0.469	putri
amicable	joy	0.469	silaturahmi
benevolence	joy	0.469	benevolence
child	joy	0.466	anaking
salutary	joy	0.465	salutary
invite	joy	0.457	ngajak
beam	joy	0.456	balok
reminiscing	joy	0.456	nginget-nginget
befriend	joy	0.455	sosobatan
aesthetics	joy	0.455	estetika
friday	joy	0.455	Jumaah
freshair	joy	0.455	hawa seger
ceremony	joy	0.455	upacara
kindred	joy	0.455	baraya
mindfulness	joy	0.455	kasadaran
sonice	joy	0.455	sonice
elevation	joy	0.455	élévasi
tropical	joy	0.455	tropis
scholarship	joy	0.455	beasiswa
hee	joy	0.455	heeh
noworries	joy	0.453	tong hariwang
allure	joy	0.453	pikabitaeun
approve	joy	0.453	nyatujuan
scenery	joy	0.453	pamandangan
waterfall	joy	0.453	curug
vindication	joy	0.453	pamales kabeneran
namaste	joy	0.453	namaste
commemorate	joy	0.453	miéling
faith	joy	0.453	iman
birth	joy	0.453	kalahiran
forgiveness	joy	0.453	hampura
journey	joy	0.447	lalampahan
meditation	joy	0.446	semedi
relaxed	joy	0.442	anteng
present	joy	0.441	hadir
weekend	joy	0.441	sabtu minggu
tender	joy	0.441	lelembutan
tranquil	joy	0.441	tengtrem
lyrical	joy	0.439	liris
sharing	joy	0.439	babagi
esteem	joy	0.439	hargaan
nostalgic	joy	0.439	nostalgia
prayer	joy	0.439	solat
righteousness	joy	0.439	kabeneran
husband	joy	0.438	carogé
relief	joy	0.438	relief
strength	joy	0.438	kakuatan
mighty	joy	0.438	perkasa
unbeaten	joy	0.438	teu eleh
eager	joy	0.438	hayang pisan
share	joy	0.438	babagi
newday	joy	0.438	poé anyar
sonnet	joy	0.438	soneta
meditate	joy	0.438	tapa
life	joy	0.438	hirup
winterbreak	joy	0.429	usum tiis
warm	joy	0.429	haneut
movingforward	joy	0.429	pindah ka hareup
buddy	joy	0.427	sobat
oneness	joy	0.426	kasatunggalan
unconstrained	joy	0.424	unconstrained
amen	joy	0.424	amin
reverence	joy	0.424	ngahormatan
healthful	joy	0.424	cageur
thelittlethings	joy	0.424	hal-hal leutik
medal	joy	0.424	medali
unsurpassed	joy	0.424	teu kaampeuh
candlelight	joy	0.424	cahaya lilin
carols	joy	0.424	carols
ejaculation	joy	0.424	éjakulasi
beginnings	joy	0.422	mimiti
sledding	joy	0.422	kareta lesod
graduation	joy	0.422	kalulusan
frisky	joy	0.422	lincah
lml	joy	0.422	lml
ease	joy	0.422	betah
symphony	joy	0.422	simfoni
wealth	joy	0.422	kabeungharan
helpful	joy	0.422	mantuan
musical	joy	0.422	musikal
glitter	joy	0.422	herang
calmness	joy	0.422	katenangan
energy	joy	0.422	tanaga
safe	joy	0.422	aman
nostress	joy	0.421	irung
soundness	joy	0.421	kasabaran
promise	joy	0.415	jangji
reunite	joy	0.414	ngahiji deui
mother	joy	0.412	indung
salvation	joy	0.412	kasalametan
poems	joy	0.412	sajak
clown	joy	0.409	badut
lavender	joy	0.409	lavender
immaculate	joy	0.409	suci beresih
purify	joy	0.409	nyucikeun
inauguration	joy	0.409	pelantikan
aromatherapy	joy	0.409	aromaterapi
lighten	joy	0.409	ngaringankeun
travel	joy	0.409	ngarambat
cash	joy	0.406	tunai
companion	joy	0.406	pendamping
live	joy	0.406	hirup
opportune	joy	0.406	kasempetan
completing	joy	0.406	ngalengkepan
charity	joy	0.406	sedekah
heal	joy	0.406	nyageurkeun
star	joy	0.406	béntang
wishing	joy	0.406	mikahayang
flowers	joy	0.406	kembang
income	joy	0.403	panghasilan
soul	joy	0.401	jiwa
munchies	joy	0.400	munchies
emancipation	joy	0.397	emansipasi
indescribable	joy	0.397	teu bisa dijelaskeun
progress	joy	0.397	kamajuan
equality	joy	0.394	sarua
childhood	joy	0.394	budak leutik
together	joy	0.394	babarengan
rhythmical	joy	0.394	ritmis
fullness	joy	0.394	kaeusian
calm	joy	0.394	kalem
hammock	joy	0.394	ayunan
picnic	joy	0.394	piknik
movies	joy	0.393	pilem
zealous	joy	0.393	getol
playground	joy	0.391	tempat kaulinan
affluence	joy	0.391	kamakmuran
warms	joy	0.391	warms
choir	joy	0.391	rampak sekar
littlethings	joy	0.391	hal-hal alit
auspicious	joy	0.391	nguntungkeun
meaningful	joy	0.391	hartina
adventures	joy	0.391	petualangan
goofy	joy	0.391	goblog
starry	joy	0.391	béntang
humanity	joy	0.391	kamanusaan
gesture	joy	0.387	sikep
witty	joy	0.382	pinter
vow	joy	0.382	sumpah
shopping	joy	0.382	balanja
vibes	joy	0.379	vibes
worship	joy	0.379	ibadah
jump	joy	0.379	luncat
communion	joy	0.379	komuni
reverend	joy	0.377	reverend
rising	joy	0.375	naék
advance	joy	0.375	sateuacanna
beaches	joy	0.375	pantai
sonorous	joy	0.375	sonorous
courtship	joy	0.375	bobogohan
experience	joy	0.375	pangalaman
reunion	joy	0.375	reuni
simplicity	joy	0.375	kesederhanaan
full	joy	0.375	pinuh
hymn	joy	0.375	tembang pamujaan
spirits	joy	0.375	arwah
unforgettable	joy	0.375	teu hilap
mirth	joy	0.375	kabungahan
youth	joy	0.375	nonoman
scenic	joy	0.375	endah
unique	joy	0.375	unik
redeemed	joy	0.375	ditebus
alliance	joy	0.368	aliansi
baptismal	joy	0.368	baptisan
grant	joy	0.366	hibah
kitten	joy	0.364	anak ucing
sanctification	joy	0.364	kasucian
conciliation	joy	0.364	konsiliasi
improves	joy	0.364	ngaronjatkeun
pure	joy	0.364	murni
improve	joy	0.364	ningkatkeun
authentic	joy	0.364	otentik
moonlight	joy	0.364	cahaya bulan
weightloss	joy	0.362	leungitna beurat
raspberries	joy	0.360	buah prambus
feeling	joy	0.359	rarasaan
jest	joy	0.359	bobodoran
independent	joy	0.359	mandiri
sanctify	joy	0.359	nyucikeun
devotional	joy	0.359	bakti
tinsel	joy	0.359	cingcin
proficiency	joy	0.359	kamahéran
listenting	joy	0.359	ngupingkeun
fidelity	joy	0.359	kasatiaan
revival	joy	0.359	wangenan
giver	joy	0.353	nu masihan
cocoa	joy	0.353	koko
deliverance	joy	0.348	pangiriman
melody	joy	0.348	wirahma
unification	joy	0.348	ngahiji
romp	joy	0.348	romp
purpose	joy	0.348	tujuanana
choral	joy	0.348	paduan suara
exceed	joy	0.348	ngaleuwihan
dolphin	joy	0.348	lauk lumba-lumba
roaring	joy	0.348	ngagerem
favor	joy	0.348	ni'mat
hotyoga	joy	0.347	hotyoga
voluptuous	joy	0.344	pikabitaeun
fruits	joy	0.344	bungbuahan
cookies	joy	0.344	cookies
manicure	joy	0.344	manikur
nowork	joy	0.344	euweuh gawe
date	joy	0.344	kaping
newstart	joy	0.344	ngamimitian anyar
hedonism	joy	0.344	hedonisme
pledge	joy	0.344	ikrar
electric	joy	0.344	listrik
humble	joy	0.344	hina
roadtrip	joy	0.344	jalan-jalan
thx	joy	0.344	thx
kiddos	joy	0.344	budak leutik
celebrity	joy	0.342	selebritis
bridesmaid	joy	0.338	panganten awewe
rhythm	joy	0.338	wirahma
spa	joy	0.333	spa
snowday	joy	0.333	poé salju
familiarity	joy	0.333	wawuh
coffee	joy	0.333	kopi
edification	joy	0.333	edification
garden	joy	0.333	kebon
renovation	joy	0.333	renovasi
dawn	joy	0.333	subuh
connoisseur	joy	0.333	penikmat
gazing	joy	0.333	neuteup
obliging	joy	0.333	ngawajibkeun
partner	joy	0.333	pasangan
foodie	joy	0.331	jelema kabeukina kana kadaharan
synchronize	joy	0.329	nyingkronkeun
tribulation	joy	0.328	kasangsaraan
psalm	joy	0.328	jabur
pedicure	joy	0.328	pedikur
noregrets	joy	0.328	teu kaduhung
chirping	joy	0.328	kicauan
saint	joy	0.328	santo
healing	joy	0.328	nyageurkeun
carol	joy	0.328	carol
true	joy	0.328	leres
hobby	joy	0.328	hobi
amnesty	joy	0.328	pangampunan
respite	joy	0.324	reureuh
recreational	joy	0.318	rekreasi
cousins	joy	0.318	misan
mellow	joy	0.318	lemes
restorative	joy	0.318	réstoratif
lazyday	joy	0.318	puguh
classics	joy	0.318	klasik
reconciliation	joy	0.316	rekonsiliasi
woods	joy	0.312	leuweung
progression	joy	0.312	kamajuan
muchneeded	joy	0.312	dibutuhkeun pisan
sterling	joy	0.312	sterling
dove	joy	0.312	japati
simplify	joy	0.312	nyederhanakeun
fitness	joy	0.312	kabugaran
sunset	joy	0.312	Panonpoé Tilelep
wisdom	joy	0.312	hikmah
relight	joy	0.312	relight
living	joy	0.312	hirup
presto	joy	0.312	presto
playhouse	joy	0.312	playhouse
superman	joy	0.312	superman
pony	joy	0.312	poni
recovery	joy	0.312	pamulihan
crafts	joy	0.312	karajinan
lord	joy	0.312	gusti
deal	joy	0.312	deal
improvement	joy	0.309	perbaikan
infant	joy	0.309	orok
absolution	joy	0.306	pangampura
honest	joy	0.303	jujur
gently	joy	0.303	gently
banquet	joy	0.303	banquet
established	joy	0.303	ngadegkeun
endless	joy	0.303	sajajalan
decorating	joy	0.303	ngahias
providing	joy	0.300	nyadiakeun
lounging	joy	0.297	ngorong
growth	joy	0.297	tumuwuhna
strolling	joy	0.297	jalan-jalan
feat	joy	0.297	feat
morals	joy	0.297	moral
mine	joy	0.297	milik
spending	joy	0.297	belanja
light	joy	0.297	cahayaan
spiritual	joy	0.297	rohani
quaint	joy	0.297	aneh
fraternal	joy	0.297	babarayaan
notable	joy	0.297	kasohor
softly	joy	0.297	lirih
harvest	joy	0.297	panén
yearning	joy	0.297	kahayang
breeze	joy	0.297	angin ngahiliwir
joker	joy	0.297	joker
meditating	joy	0.297	tapa
fervor	joy	0.295	sumanget
quotes	joy	0.294	tanda petik
volunteer	joy	0.294	relawan
gain	joy	0.288	kauntungan
resources	joy	0.288	sumberdaya
create	joy	0.288	nyiptakeun
psalms	joy	0.288	jabur
hippie	joy	0.288	hippie
taoism	joy	0.288	Taoisme
midwife	joy	0.288	bidan
receiving	joy	0.287	narima
snowfall	joy	0.286	salju turun
ocean	joy	0.286	sagara
lsd	joy	0.286	lsd
hiking	joy	0.283	hiking
evergreen	joy	0.281	evergreen
destination	joy	0.281	tujuan
candid	joy	0.281	jujur
unwind	joy	0.281	bersantai
truce	joy	0.281	gencatan senjata
toast	joy	0.281	roti bakar
chill	joy	0.281	tiiseun
infinity	joy	0.281	taya watesna
rested	joy	0.281	diistrénan
buzzing	joy	0.281	buzzing
venerable	joy	0.279	terhormat
balance	joy	0.275	kasaimbangan
retirement	joy	0.275	pangsiun
fireplace	joy	0.273	hawu
buddha	joy	0.273	budha
devout	joy	0.273	taqwa
drinks	joy	0.273	inuman
rapt	joy	0.273	rapet
swim	joy	0.273	ngojay
compensate	joy	0.273	ngimbangan
snowing	joy	0.271	turun salju
sublimation	joy	0.270	sublimasi
fruity	joy	0.268	buah-buahan
sunday	joy	0.266	Minggu
sketching	joy	0.266	sketsa
paragon	joy	0.266	paragon
humility	joy	0.266	humility
ministry	joy	0.266	mentri
waves	joy	0.266	ombak
cathedral	joy	0.266	katedral
sun	joy	0.266	panonpoe
yoga	joy	0.266	yoga
fortitude	joy	0.266	kateguhan
salute	joy	0.266	salam
buddhism	joy	0.266	agama budha
whim	joy	0.266	karep
artwork	joy	0.265	karya seni
practiced	joy	0.264	dipraktékkeun
clean	joy	0.260	beresih
running	joy	0.258	lumpat
clarity	joy	0.258	kajelasan
found	joy	0.258	kapanggih
fitting	joy	0.258	pas
immerse	joy	0.258	neuleumkeun
exercise	joy	0.258	latihan
food	joy	0.258	kadaharan
autumn	joy	0.254	usum gugur
fit	joy	0.250	pas
morning	joy	0.250	isuk
contagious	joy	0.250	tepa
outdoors	joy	0.250	di luar
hardy	joy	0.250	tangguh
candles	joy	0.250	lilin
advocacy	joy	0.250	advokasi
countryside	joy	0.250	padesaan
demonstrative	joy	0.250	demonstratif
football	joy	0.250	maén bal
chirp	joy	0.250	kiceup
chilled	joy	0.250	tiis
undying	joy	0.250	undying
visitor	joy	0.250	nganjang
clap	joy	0.250	keprok
diary	joy	0.250	diary
ardent	joy	0.250	sumanget
expedient	joy	0.250	mangpaat
mountain	joy	0.250	gunung
cradle	joy	0.247	nangkuban
trance	joy	0.246	trance
intense	joy	0.242	sengit
procession	joy	0.242	prosesi
church	joy	0.242	garéja
pay	joy	0.242	mayar
supremacy	joy	0.242	kaunggulan
preservative	joy	0.242	pangawét
grow	joy	0.242	tumuwuh
breakfast	joy	0.242	sasarap
consecration	joy	0.235	pangabdian
salary	joy	0.234	gajih
lifetime	joy	0.234	saumur hirup
incense	joy	0.234	menyan
ordination	joy	0.234	penahbisan
snowy	joy	0.234	salju
art	joy	0.234	seni
nursery	joy	0.234	pabinihan
skiing	joy	0.234	ameng ski
