English Word	Emotion	Emotion-Intensity-Score	Chinese-Traditional Word
knell	fear	0.344	喪鐘
contentious	fear	0.344	有爭議的
bearish	fear	0.344	看跌
opposed	fear	0.344	反對
launches	fear	0.344	發射
taboo	fear	0.344	忌諱
cutter	fear	0.344	刀具
defy	fear	0.344	違抗
unjustifiable	fear	0.344	無理
parachute	fear	0.344	降落傘
eel	fear	0.344	鰻魚
psych	fear	0.344	心理
aaaaaaah	fear	0.344	啊啊啊
verdict	fear	0.344	判決
mri	fear	0.344	核磁共振
shaky	fear	0.344	搖搖欲墜
resistant	fear	0.344	抵抗的
obstacle	fear	0.344	障礙
reckless	fear	0.344	魯莽
recession	fear	0.344	經濟衰退
disrespectful	fear	0.343	不敬
phalanx	fear	0.342	方陣
creature	fear	0.340	生物
specter	fear	0.331	幽靈
mortgage	fear	0.331	抵押
enigmatic	fear	0.329	神秘的
supremacy	fear	0.328	霸權
bugaboo	fear	0.328	bugaboo
defendant	fear	0.328	被告
feeling	fear	0.328	感覺
ethereal	fear	0.328	空靈的
undesirable	fear	0.328	不受歡迎的
mishap	fear	0.328	事故
outpost	fear	0.328	前哨
weirdo	fear	0.328	怪人
caution	fear	0.328	警告
spillin	fear	0.328	溢出
dike	fear	0.328	堤
dominion	fear	0.328	統治
wimp	fear	0.328	懦夫
quash	fear	0.328	取消
subordinate	fear	0.328	下屬
shank	fear	0.328	小腿
remove	fear	0.328	消除
senseless	fear	0.328	無意義的
shutdown	fear	0.328	關閉
gametime	fear	0.328	遊戲時間
uhoh	fear	0.328	哦哦
loom	fear	0.328	織機
police	fear	0.328	警察
wrongly	fear	0.328	錯
unlucky	fear	0.328	倒霉
gladiator	fear	0.328	角斗士
adrift	fear	0.328	漂流
hives	fear	0.328	麻疹
smut	fear	0.328	黑穗病
encumbrance	fear	0.328	累贅
unsettled	fear	0.327	不安
scarce	fear	0.327	稀缺
antisocial	fear	0.324	反社會
astray	fear	0.320	誤入歧途
vigilant	fear	0.319	警惕的
socialist	fear	0.318	社會主義者
halter	fear	0.318	吊帶褲
pessimist	fear	0.317	悲觀主義者
pacing	fear	0.316	起搏
wimpy	fear	0.312	懦弱的
clinical	fear	0.312	臨床
blight	fear	0.312	枯萎病
muzzle	fear	0.312	槍口
ahhhhhhhh	fear	0.312	啊啊啊啊
therapist	fear	0.312	治療師
laxative	fear	0.312	瀉藥
obsessing	fear	0.312	痴迷
seclusion	fear	0.312	隔離
foreigner	fear	0.312	外國人
dentist	fear	0.312	牙醫
chargeable	fear	0.312	收費的
deadline	fear	0.312	最後期限
uneasy	fear	0.312	不安
valium	fear	0.312	安定
powerful	fear	0.312	強大的
opponent	fear	0.312	對手
ordnance	fear	0.312	軍械
cram	fear	0.312	補習班
unexpected	fear	0.312	意外
thorny	fear	0.312	棘手的
discontinuity	fear	0.312	不連續性
conspire	fear	0.312	合謀
collusion	fear	0.312	共謀
litigate	fear	0.312	訴訟
unkind	fear	0.312	刻薄
whirlwind	fear	0.312	旋風
nether	fear	0.312	下界
trickery	fear	0.312	詭計
bewilderment	fear	0.312	困惑
overthinking	fear	0.309	想太多
doubts	fear	0.308	疑慮
seriousness	fear	0.305	嚴肅
irrational	fear	0.305	非理性的
erase	fear	0.303	擦除
teasing	fear	0.303	戲弄
razor	fear	0.303	剃刀
sweating	fear	0.298	出汗
mage	fear	0.297	法師
giant	fear	0.297	巨大的
weighty	fear	0.297	重
warning	fear	0.297	警告
avoid	fear	0.297	避免
inflation	fear	0.297	通貨膨脹
mislead	fear	0.297	誤導
adjudicate	fear	0.297	裁定
endless	fear	0.297	無盡的
deflation	fear	0.297	通貨緊縮
depreciated	fear	0.297	折舊的
bitch	fear	0.297	婊子
swamp	fear	0.297	沼澤
bale	fear	0.297	包
dashed	fear	0.297	虛線
crouching	fear	0.297	蹲著
flounder	fear	0.297	比目魚
hide	fear	0.297	隱藏
reluctant	fear	0.297	不情願的
unsurpassed	fear	0.297	無與倫比
medical	fear	0.297	醫療的
timidity	fear	0.297	膽怯
auditor	fear	0.297	審計員
deluge	fear	0.287	洪水
disinformation	fear	0.286	虛假信息
court	fear	0.284	法庭
aversion	fear	0.283	厭惡
cartridge	fear	0.281	墨盒
unfriendly	fear	0.281	不友好
cautious	fear	0.281	謹慎
surveillance	fear	0.281	監視
yelp	fear	0.281	喊叫
confusion	fear	0.281	混亂
apache	fear	0.281	阿帕奇
flying	fear	0.281	飛行
submitting	fear	0.281	提交
discourage	fear	0.281	不鼓勵
rush	fear	0.281	匆忙
fortress	fear	0.281	堡壘
dwarfed	fear	0.281	相形見絀
challenge	fear	0.281	挑戰
notready	fear	0.281	還沒好
wan	fear	0.281	萬
mistaken	fear	0.281	錯誤
hurryup	fear	0.281	趕快
swelling	fear	0.281	腫脹
oncoming	fear	0.281	迎面而來
remains	fear	0.281	遺跡
unruly	fear	0.281	不羈
bigoted	fear	0.281	偏執的
intense	fear	0.279	激烈的
noncompliance	fear	0.276	不合規
alerts	fear	0.276	警報
planes	fear	0.274	飛機
cop	fear	0.273	警察
displeased	fear	0.273	不高興
unbridled	fear	0.271	肆無忌憚
problem	fear	0.266	問題
crouch	fear	0.266	蹲伏
sneak	fear	0.266	潛行
hood	fear	0.266	兜帽
force	fear	0.266	力量
confession	fear	0.266	懺悔
posse	fear	0.266	團
banger	fear	0.266	砰砰
belt	fear	0.266	腰帶
crowds	fear	0.266	人群
elevation	fear	0.266	海拔
insomnia	fear	0.266	失眠
auditions	fear	0.266	試鏡
forgotten	fear	0.266	忘記了
affront	fear	0.266	冒犯
cloak	fear	0.266	披風
newjob	fear	0.266	新工作
blindfold	fear	0.266	眼罩
skid	fear	0.266	打滑
blemish	fear	0.266	缺陷
uncanny	fear	0.266	不可思議
sentence	fear	0.266	句子
cupping	fear	0.266	拔罐
regiment	fear	0.266	團
hooded	fear	0.266	連帽的
operation	fear	0.266	手術
immerse	fear	0.266	沉浸
shanghai	fear	0.266	上海
acrobat	fear	0.266	雜技演員
flurries	fear	0.266	亂舞
spur	fear	0.262	刺激
mortgagor	fear	0.258	抵押人
defense	fear	0.258	防禦
insect	fear	0.250	昆蟲
defend	fear	0.250	防守
cataract	fear	0.250	白內障
stealthy	fear	0.250	隱秘的
swampy	fear	0.250	沼澤
sunk	fear	0.250	沉沒
run	fear	0.250	跑
scapegoat	fear	0.250	替罪羊
jobinterview	fear	0.250	工作面試
repent	fear	0.250	悔改
breakingnews	fear	0.250	爆炸新聞
obliging	fear	0.250	有義務的
rascal	fear	0.250	無賴
impatiently	fear	0.250	不耐煩地
react	fear	0.250	反應
doubt	fear	0.250	懷疑
guard	fear	0.250	警衛
forewarned	fear	0.250	預先警告
foul	fear	0.250	犯規
indifference	fear	0.250	漠不關心
hag	fear	0.250	魔女
picket	fear	0.250	糾察
delusional	fear	0.250	妄想
standstill	fear	0.250	停頓
rating	fear	0.250	評分
spinster	fear	0.250	老處女
unfamiliar	fear	0.250	陌生
indecisive	fear	0.250	優柔寡斷
grounded	fear	0.242	接地
badhabit	fear	0.242	壞習慣
highest	fear	0.236	最高
aaaah	fear	0.234	啊啊啊
shrink	fear	0.234	收縮
insomniac	fear	0.234	失眠的
chicken	fear	0.234	雞
bee	fear	0.234	蜜蜂
inequality	fear	0.234	不等式
verge	fear	0.234	邊緣
shelters	fear	0.234	避難所
buzz	fear	0.234	嗡嗡聲
buck	fear	0.234	降壓
discontent	fear	0.234	不滿
difficulty	fear	0.234	困難
finalized	fear	0.234	定稿
overdrive	fear	0.234	超速
pinion	fear	0.234	小齒輪
scaffold	fear	0.234	腳手架
dependence	fear	0.234	依賴
rekindle	fear	0.234	重新點燃
instinctive	fear	0.234	本能的
thatmoment	fear	0.234	那一刻
sleepless	fear	0.234	不眠不休
intercede	fear	0.234	說情
psychiatrist	fear	0.234	精神科醫生
rushing	fear	0.233	衝
overslept	fear	0.226	睡過頭了
default	fear	0.226	默認
confessional	fear	0.225	懺悔
impatient	fear	0.224	不耐煩
tactics	fear	0.219	策略
aga	fear	0.219	阿加
blues	fear	0.219	布魯斯
thrill	fear	0.219	快感
immigrant	fear	0.219	移民
veer	fear	0.219	轉向
sweat	fear	0.219	流汗
cane	fear	0.219	甘蔗
revelations	fear	0.219	啟示錄
whatif	fear	0.219	如果
waver	fear	0.219	動搖
jungle	fear	0.219	叢林
fingerscrossed	fear	0.219	手指交叉
stingy	fear	0.219	小氣
bait	fear	0.219	餌
unequal	fear	0.219	不等
lastminute	fear	0.219	最後一分鐘
heft	fear	0.219	重量
overtired	fear	0.218	過度疲勞
prognosis	fear	0.217	預後
alertness	fear	0.216	警覺
hyped	fear	0.214	炒作
wishmeluck	fear	0.212	祝我好運
somuchtodo	fear	0.212	需要做的事情還很多
toomuchtodo	fear	0.212	太多了
tryouts	fear	0.210	選拔賽
clowns	fear	0.207	小丑
fluctuation	fear	0.204	波動
examination	fear	0.204	考試
restless	fear	0.204	不安
uphill	fear	0.203	上坡
quail	fear	0.203	鵪鶉
phew	fear	0.203	唷
mighty	fear	0.203	強大的
cross	fear	0.203	叉
hurry	fear	0.203	匆忙
recesses	fear	0.203	凹槽
intimacy	fear	0.203	親密
overcome	fear	0.203	克服
birth	fear	0.203	出生
acceptances	fear	0.203	接受
help	fear	0.203	幫助
fearless	fear	0.200	無所畏懼
change	fear	0.198	改變
ware	fear	0.198	潔具
withstand	fear	0.197	經受
asap	fear	0.191	盡快
heighten	fear	0.188	增高
watch	fear	0.188	手錶
tract	fear	0.188	道
advance	fear	0.188	進步
overcoming	fear	0.188	克服
attorney	fear	0.188	律師
deadlines	fear	0.188	截止日期
bug	fear	0.188	漏洞
knots	fear	0.188	結
owing	fear	0.188	欠
waitinggame	fear	0.188	等待遊戲
unorganised	fear	0.188	無組織的
gnome	fear	0.188	侏儒
fragile	fear	0.188	脆弱的
cautiously	fear	0.188	小心翼翼
stillness	fear	0.188	寂靜
intrigue	fear	0.188	陰謀
rule	fear	0.188	規則
elf	fear	0.185	精靈
stillwaiting	fear	0.184	還在等待
lonely	fear	0.183	孤獨
slippery	fear	0.181	滑
interview	fear	0.180	面試
everyman	fear	0.178	每個人
speculation	fear	0.176	投機
needtoknow	fear	0.173	需要知道
worship	fear	0.172	崇拜
unsure	fear	0.172	不確定
surprise	fear	0.172	驚喜
settlor	fear	0.172	委託人
competition	fear	0.172	競賽
readytogo	fear	0.172	準備好出發
checkpoint	fear	0.172	檢查點
composure	fear	0.172	鎮靜
interviewer	fear	0.172	面試官
chaff	fear	0.172	糠
regulatory	fear	0.172	監管
birch	fear	0.172	樺木
shell	fear	0.172	殼
assessment	fear	0.172	評估
uncertain	fear	0.172	不確定
rod	fear	0.172	竿
humanrights	fear	0.172	人權
less	fear	0.167	較少的
coy	fear	0.162	靦腆
iris	fear	0.160	虹膜
intimately	fear	0.156	親密地
hearing	fear	0.156	聽力
legalized	fear	0.156	合法化
needit	fear	0.156	需要它
audition	fear	0.156	試鏡
retirement	fear	0.156	退休
countdown	fear	0.156	倒數
sly	fear	0.156	狡猾
bases	fear	0.156	基地
ceasefire	fear	0.156	停火
medication	fear	0.156	藥物
courageous	fear	0.154	勇敢
overthinker	fear	0.153	想太多的人
backtrack	fear	0.151	回溯
dawned	fear	0.150	黎明
censor	fear	0.149	審查
bailiff	fear	0.147	法警
syllabus	fear	0.147	教學大綱
delay	fear	0.141	延遲
newcomer	fear	0.141	新人
imagination	fear	0.141	想像力
waiting	fear	0.141	等待
gent	fear	0.141	紳士
validity	fear	0.141	有效性
cove	fear	0.141	灣
rationality	fear	0.141	理性
caricature	fear	0.141	漫畫
eventuality	fear	0.141	可能性
alreadyyyyy	fear	0.140	已經yyyy
shy	fear	0.140	害羞的
symptom	fear	0.133	症狀
excite	fear	0.132	激發
raccoon	fear	0.127	狸
clown	fear	0.125	小丑
tryout	fear	0.125	試用
needtorelax	fear	0.125	需要放鬆
swim	fear	0.125	游泳
campaigning	fear	0.125	競選活動
hawk	fear	0.125	鷹
prevent	fear	0.125	防止
gameday	fear	0.125	比賽日
ahhh	fear	0.125	啊啊啊
marry	fear	0.125	結婚
sprite	fear	0.125	精靈
soready	fear	0.125	準備好了
sag	fear	0.123	下垂
pharmacy	fear	0.123	藥店
policeman	fear	0.121	警察
dreamt	fear	0.111	夢見
lace	fear	0.111	蕾絲
homework	fear	0.109	家庭作業
destination	fear	0.109	目的地
incase	fear	0.109	如果
pray	fear	0.109	祈禱
knot	fear	0.109	結
confidence	fear	0.109	信心
bigday	fear	0.109	重要的日子
holiness	fear	0.109	聖潔
notoriety	fear	0.109	惡名
weight	fear	0.109	重量
slender	fear	0.100	纖細的
undecided	fear	0.098	未定
sympathetic	fear	0.097	同情的
poise	fear	0.094	風度翩翩
case	fear	0.094	案子
treat	fear	0.094	對待
locate	fear	0.094	定位
loyal	fear	0.094	忠誠
grades	fear	0.094	成績
god	fear	0.094	上帝
helmet	fear	0.094	頭盔
confident	fear	0.094	自信的
counsellor	fear	0.094	顧問
northeast	fear	0.088	東北
graduation	fear	0.078	畢業
compassion	fear	0.078	同情
nurture	fear	0.078	培育
graded	fear	0.075	分級
mum	fear	0.070	媽媽
infant	fear	0.067	嬰兒
journey	fear	0.062	旅行
parade	fear	0.062	遊行
gradschool	fear	0.062	研究生院
civilian	fear	0.062	平民
cloudiness	fear	0.062	多雲
cash	fear	0.062	現金
civilians	fear	0.062	平民
guidelines	fear	0.062	指導方針
soulmate	fear	0.062	靈魂伴侶
youth	fear	0.062	青年
opera	fear	0.057	歌劇
synonymous	fear	0.056	同義詞
honest	fear	0.047	誠實的
praying	fear	0.047	祈禱
intelligence	fear	0.038	智力
volunteer	fear	0.031	志願者
romance	fear	0.031	浪漫
lines	fear	0.031	線條
obey	fear	0.016	遵守
happiest	joy	0.986	最快樂的
happiness	joy	0.984	幸福
bliss	joy	0.971	幸福
celebrating	joy	0.970	慶祝
jubilant	joy	0.969	喜慶
ecstatic	joy	0.954	欣喜若狂
elation	joy	0.944	興高采烈
beaming	joy	0.938	喜氣洋洋
bestdayever	joy	0.938	最好的一天
loveee	joy	0.932	愛人
celebration	joy	0.929	慶典
awesomeness	joy	0.926	真棒
joy	joy	0.924	喜悅
joyous	joy	0.922	歡樂
fabulous	joy	0.922	極好
happily	joy	0.922	高興地
excitement	joy	0.922	激動
exuberance	joy	0.922	繁榮
makesmehappy	joy	0.922	讓我開心
euphoria	joy	0.922	欣快
lovee	joy	0.920	愛人
gratitude	joy	0.914	感激
happydance	joy	0.912	快樂的舞蹈
merriment	joy	0.912	歡樂
spectacular	joy	0.912	壯觀
overjoyed	joy	0.909	喜出望外
purebliss	joy	0.909	純粹幸福
triumphant	joy	0.907	凱
ecstasy	joy	0.906	狂喜
lovelovelove	joy	0.906	愛，愛，愛
cheerful	joy	0.906	愉快
cheer	joy	0.897	歡呼
elated	joy	0.894	興高采烈
peaceofmind	joy	0.891	內心的平靜
jolly	joy	0.891	快活
delighted	joy	0.891	高興極了
lovethis	joy	0.891	喜歡這個
excitation	joy	0.891	勵磁
exhilaration	joy	0.891	興奮
pleasures	joy	0.891	樂趣
laugh	joy	0.891	笑
marvelously	joy	0.881	奇妙地
loving	joy	0.879	愛的
joyful	joy	0.879	快樂
blissful	joy	0.879	幸福的
outstanding	joy	0.879	傑出的
pleasurable	joy	0.877	愉快的
lovinglife	joy	0.875	熱愛生活
enthusiastic	joy	0.875	熱情的
glee	joy	0.875	高興
iloveher	joy	0.875	我愛她
yaaaay	joy	0.875	啊啊啊
overthemoon	joy	0.875	非常開心
happyplace	joy	0.875	歡樂之地
sohappy	joy	0.868	很高興
superb	joy	0.864	高超
woohoo	joy	0.864	嗚呼
laughing	joy	0.864	笑
wonderful	joy	0.863	精彩的
hooray	joy	0.859	萬歲
loved	joy	0.859	愛過
tearsofjoy	joy	0.859	喜極而泣
hallelujah	joy	0.859	哈利路亞
magnificent	joy	0.859	壯麗的
glory	joy	0.859	榮耀
ilovechristmas	joy	0.859	我喜歡聖誕
brilliant	joy	0.859	傑出的
celebrated	joy	0.859	著名
cheering	joy	0.859	歡呼
yayyyy	joy	0.859	耶耶耶
heavenly	joy	0.853	天上
exciting	joy	0.853	令人興奮的
thrilled	joy	0.851	激動的
mademyday	joy	0.848	生日快樂
hohoho	joy	0.845	哈哈哈
celebrate	joy	0.844	慶祝
wonderfully	joy	0.844	奇妙地
blessing	joy	0.844	祝福
favoriteholiday	joy	0.844	最喜歡的節日
paradise	joy	0.833	天堂
marvellous	joy	0.833	奇妙
festive	joy	0.833	喜慶的
sweetness	joy	0.833	甜味
blessed	joy	0.833	祝福
celebrations	joy	0.833	慶祝活動
compliment	joy	0.831	讚揚
smiling	joy	0.828	微笑
allsmiles	joy	0.828	滿臉笑容
love	joy	0.828	愛
enchanting	joy	0.828	妖嬈
homesweethome	joy	0.826	家，甜蜜的家
thankyougod	joy	0.824	感謝上帝
marvelous	joy	0.824	奇妙
laughter	joy	0.824	笑聲
goodmood	joy	0.819	好心情
goodness	joy	0.818	善良
excellence	joy	0.818	卓越
sensational	joy	0.818	聳人聽聞
joys	joy	0.818	歡樂
delightful	joy	0.818	愉快
excited	joy	0.818	興奮的
rejoicing	joy	0.818	欣喜若狂
happyheart	joy	0.818	快樂的心
celebratory	joy	0.818	慶祝的
greatful	joy	0.816	偉大的
jovial	joy	0.814	快活的
rejoice	joy	0.812	麾
splendid	joy	0.812	燦爛
enjoy	joy	0.812	請享用
smiley	joy	0.812	笑臉
glorious	joy	0.812	輝煌
victorious	joy	0.812	勝利的
lovemaking	joy	0.812	做愛
bonanza	joy	0.812	富礦
greatday	joy	0.812	愉快的一天
excellent	joy	0.812	出色的
goodtimes	joy	0.811	美好時光
whatmakesmesmile	joy	0.811	什麼使我微笑
happyday	joy	0.809	愉快的一天
myfavorite	joy	0.804	我最喜歡的
thankyoulord	joy	0.803	感謝上帝
gladness	joy	0.803	歡樂
yayyy	joy	0.803	耶耶
yeahhhh	joy	0.803	是啊
pleasure	joy	0.803	樂趣
giggle	joy	0.802	傻笑
happier	joy	0.797	更快樂
lovemylife	joy	0.797	愛我的生活
magnificence	joy	0.797	壯麗
happytweet	joy	0.797	快樂推特
lovinlife	joy	0.797	愛生活
yesss	joy	0.797	是的
dancing	joy	0.797	跳舞
success	joy	0.797	成功
grateful	joy	0.789	感激的
amuse	joy	0.788	逗樂
splendor	joy	0.788	輝煌
happy	joy	0.788	快樂的
fun	joy	0.788	樂趣
giggling	joy	0.781	咯咯笑
glad	joy	0.781	高興的
glorify	joy	0.781	美化
radiant	joy	0.781	容光煥發
beautiful	joy	0.781	美麗的
solucky	joy	0.781	真幸運
sothankful	joy	0.781	非常感謝
enchanted	joy	0.781	著迷的
romance	joy	0.779	浪漫
perfection	joy	0.779	完美
christmassy	joy	0.779	聖誕快樂
heavens	joy	0.779	天
thrilling	joy	0.776	驚險
lovable	joy	0.773	可愛的
congrats	joy	0.773	恭喜
fiesta	joy	0.773	嘉年華
entertain	joy	0.773	招待
happyvalentinesday	joy	0.773	情人節快樂
miraculous	joy	0.773	神奇
cheers	joy	0.773	乾杯
cheered	joy	0.773	歡呼
positivity	joy	0.773	積極性
funday	joy	0.772	有趣的一天
enjoying	joy	0.771	享受
lifeisgood	joy	0.766	生活很好
amused	joy	0.766	逗樂了
goodfeeling	joy	0.766	好感覺
christmasspirit	joy	0.766	聖誕精神
cuddling	joy	0.766	擁抱
smiles	joy	0.766	微笑
sosweet	joy	0.766	如此甜蜜
thebest	joy	0.766	最好的
party	joy	0.765	派對
delight	joy	0.765	喜
orgasm	joy	0.765	高潮
positive	joy	0.761	積極的
sweetheart	joy	0.758	親愛的
enlighten	joy	0.758	開導
cheerfulness	joy	0.758	快樂
miracles	joy	0.758	奇蹟
giddy	joy	0.757	頭暈
christmastime	joy	0.757	聖誕節的時候
gratify	joy	0.750	欣慰
greatness	joy	0.750	偉大
friendliness	joy	0.750	友善
blessings	joy	0.750	祝福
laughs	joy	0.750	笑
tistheseason	joy	0.750	季節
smile	joy	0.750	微笑
pleasing	joy	0.750	賞心悅目
romantic	joy	0.750	浪漫的
happyholidays	joy	0.750	節日快樂
frolic	joy	0.748	嬉戲
jubilee	joy	0.742	禧年
miracle	joy	0.742	奇蹟
enthusiasm	joy	0.742	熱情
selflove	joy	0.742	自愛
triumph	joy	0.742	勝利
magical	joy	0.742	神奇
rewarding	joy	0.742	有回報的
goodvibes	joy	0.742	良好的共鳴
positiveenergy	joy	0.742	正能量
feelgood	joy	0.736	感覺不錯
prosperity	joy	0.735	繁榮
behappy	joy	0.734	要開心
admiration	joy	0.734	欽佩
passionate	joy	0.734	熱情的
goodday	joy	0.734	再會
luxurious	joy	0.734	豪華
tgif	joy	0.734	動圖
victory	joy	0.734	勝利
feelinggood	joy	0.734	感覺良好
enchant	joy	0.734	附魔
greatnight	joy	0.734	美好的夜晚
vivacious	joy	0.734	活潑
glorification	joy	0.733	美化
sing	joy	0.729	唱歌
glowing	joy	0.729	發光的
yessss	joy	0.728	是的
fulfillment	joy	0.728	履行
breathtaking	joy	0.728	驚險
thankful	joy	0.727	感恩的
cheery	joy	0.727	愉快的
santa	joy	0.727	聖誕老人
hurrah	joy	0.727	歡呼
christmasbreak	joy	0.727	聖誕假期
win	joy	0.727	贏
atpeace	joy	0.727	內心安寧
award	joy	0.727	獎
merry	joy	0.727	快樂的
inspiration	joy	0.725	靈感
radiance	joy	0.725	輻射
pleased	joy	0.725	高興
uplift	joy	0.723	隆起
optimistic	joy	0.723	樂觀的
heaven	joy	0.721	天堂
lucky	joy	0.721	幸運的
godisgreat	joy	0.721	神是偉大的
holidays	joy	0.721	假期
thrill	joy	0.721	快感
congratulatory	joy	0.719	祝賀
thriving	joy	0.719	熙
amusement	joy	0.719	娛樂
perfect	joy	0.719	完美的
lover	joy	0.719	情人
xmas	joy	0.719	聖誕節
heartfelt	joy	0.719	衷心
utopian	joy	0.719	烏托邦
lovely	joy	0.719	迷人的
harmony	joy	0.719	和諧
praising	joy	0.719	表揚
brighten	joy	0.719	提亮
luckiest	joy	0.712	最幸運的
merrychristmas	joy	0.712	聖誕節快樂
magic	joy	0.712	魔法
achievement	joy	0.712	成就
yay	joy	0.712	耶
holiday	joy	0.712	假期
treasures	joy	0.712	寶藏
luxury	joy	0.712	奢華
bestfeeling	joy	0.712	最好的感覺
intimate	joy	0.710	親密的
soblessed	joy	0.706	蒙恩的
yaaay	joy	0.706	耶
rave	joy	0.706	狂歡
chuckle	joy	0.706	輕笑
proud	joy	0.704	自豪的
winning	joy	0.703	獲勝
cherish	joy	0.703	珍惜
goodnews	joy	0.703	好消息
fuckyeah	joy	0.703	他媽的是的
optimism	joy	0.703	樂觀
amazingly	joy	0.703	驚人地
lovelife	joy	0.703	熱愛生活
truelove	joy	0.703	真愛
beautification	joy	0.703	美化
satisfying	joy	0.703	令人滿意的
appreciates	joy	0.703	欣賞
cuddled	joy	0.703	擁抱
goodlife	joy	0.703	美好生活
gooood	joy	0.703	好極了
sweetest	joy	0.703	最甜蜜的
yaay	joy	0.700	耶
entertained	joy	0.700	娛樂的
excite	joy	0.697	激發
newbeginnings	joy	0.693	新的開端
praisejesus	joy	0.691	讚美耶穌
birthday	joy	0.691	生日
greatfriends	joy	0.688	好朋友
adoration	joy	0.688	崇拜
godsend	joy	0.688	天賜良機
favorite	joy	0.688	最喜歡的
content	joy	0.688	內容
entertaining	joy	0.688	有趣的
honored	joy	0.688	榮幸
metime	joy	0.688	時間
exquisite	joy	0.688	精美的
holidayseason	joy	0.688	假日季節
thankyoujesus	joy	0.688	謝謝你耶穌
angelic	joy	0.688	天使般的
goodhealth	joy	0.682	身體健康
majestic	joy	0.682	雄偉
luscious	joy	0.682	甜美
memoriesiwontforget	joy	0.682	記憶我不會忘記
bestfriends	joy	0.682	最好的朋友
precious	joy	0.682	寶貴的
appreciated	joy	0.682	讚賞
exaltation	joy	0.682	提高
smiled	joy	0.682	微笑
brightens	joy	0.682	提亮
tranquility	joy	0.679	安寧
marry	joy	0.676	結婚
embrace	joy	0.676	擁抱
positively	joy	0.676	積極
grin	joy	0.672	咧嘴笑
hug	joy	0.672	擁抱
hilarious	joy	0.672	搞笑
dearest	joy	0.672	最親愛的
contentment	joy	0.672	滿意
accomplished	joy	0.672	完成
relaxation	joy	0.672	鬆弛
bday	joy	0.672	生日
enliven	joy	0.672	活躍
weeeee	joy	0.672	嗚嗚嗚
giggles	joy	0.672	咯咯笑
fulfilled	joy	0.667	完成
bountiful	joy	0.667	豐富
victor	joy	0.667	勝利者
adore	joy	0.667	崇拜
boisterous	joy	0.667	喧鬧的
fulfill	joy	0.664	實現
cuddles	joy	0.662	擁抱
prosperous	joy	0.660	繁榮
appreciation	joy	0.656	欣賞
serenity	joy	0.656	寧靜
happynewyear	joy	0.656	新年快樂
humor	joy	0.656	幽默
satisfy	joy	0.656	滿足
besties	joy	0.656	閨蜜
encouraged	joy	0.656	鼓勵
captivate	joy	0.656	著迷
christmaseve	joy	0.656	平安夜
glow	joy	0.656	輝光
romanticism	joy	0.656	浪漫主義
innerpeace	joy	0.656	內心的平靜
pleasant	joy	0.656	令人愉快的
praises	joy	0.652	讚美
abundance	joy	0.652	豐富
fortunes	joy	0.652	財富
engaged	joy	0.652	已訂婚的
praised	joy	0.652	稱讚
relaxing	joy	0.652	放鬆
treasure	joy	0.652	寶藏
satisfaction	joy	0.652	滿意
nothingbetter	joy	0.647	沒有什麼比......好
affection	joy	0.647	感情
relieved	joy	0.647	鬆了一口氣
complement	joy	0.647	補充
carnival	joy	0.643	狂歡
priceless	joy	0.641	無價
uplifting	joy	0.641	令人振奮
sensuality	joy	0.641	肉慾
saintly	joy	0.641	聖潔的
champion	joy	0.641	冠軍
thanksgiving	joy	0.641	感恩
harmoniously	joy	0.641	和諧地
wedding	joy	0.641	婚禮
achieve	joy	0.641	達到
divine	joy	0.641	神聖的
jackpot	joy	0.641	頭獎
honeymoon	joy	0.636	蜜月
exalt	joy	0.636	高舉
twinkle	joy	0.636	閃爍
comforting	joy	0.636	安慰
felicity	joy	0.636	幸福
peaceful	joy	0.636	平靜的
climax	joy	0.636	高潮
winner	joy	0.636	優勝者
reverie	joy	0.636	遐想
yayy	joy	0.636	耶耶
cuddle	joy	0.636	偎
xoxo	joy	0.634	xoxo
stargazing	joy	0.625	觀星
festival	joy	0.625	節日
sweet	joy	0.625	甜的
generosity	joy	0.625	慷慨
brighter	joy	0.625	更亮
praisegod	joy	0.625	讚美神
gorgeous	joy	0.625	華麗的
hearts	joy	0.625	心
amusing	joy	0.625	有趣
fondness	joy	0.625	喜愛
snuggling	joy	0.625	依偎
reward	joy	0.625	報酬
sex	joy	0.622	性別
kind	joy	0.621	種類
genial	joy	0.621	和藹的
parade	joy	0.621	遊行
applause	joy	0.621	掌聲
beauty	joy	0.621	美麗
fulfilling	joy	0.618	充實的
aspiring	joy	0.618	有抱負的
newlife	joy	0.618	新生活
godbless	joy	0.616	上帝保佑
virtuous	joy	0.613	賢惠的
kiss	joy	0.610	吻
christmas	joy	0.609	聖誕節
rainbows	joy	0.609	彩虹
elegance	joy	0.609	優雅
generous	joy	0.609	慷慨的
super	joy	0.609	極好的
playful	joy	0.609	俏皮
enlightenment	joy	0.609	啟示
praiseworthy	joy	0.609	值得稱道
awards	joy	0.609	獎項
adorable	joy	0.609	可愛的
rekindle	joy	0.609	重新點燃
winnings	joy	0.609	獎金
independence	joy	0.607	獨立
amour	joy	0.607	戀情
kindness	joy	0.606	善良
surprises	joy	0.606	驚喜
heheh	joy	0.606	呵呵
hilarity	joy	0.606	歡鬧
wonder	joy	0.606	想知道
freely	joy	0.606	自由自在
successful	joy	0.606	成功的
inspired	joy	0.606	啟發
onelove	joy	0.606	唯一的愛
whimsical	joy	0.603	異想天開
