English Word	Emotion	Emotion-Intensity-Score	Bosnian Word
appreciates	joy	0.703	cijeni
cuddled	joy	0.703	cuddled
goodlife	joy	0.703	dobar zivot
gooood	joy	0.703	dobro
sweetest	joy	0.703	najslađe
yaay	joy	0.700	yaay
entertained	joy	0.700	entertained
excite	joy	0.697	uzbuditi
newbeginnings	joy	0.693	novi počeci
praisejesus	joy	0.691	praisejesus
birthday	joy	0.691	rođendan
greatfriends	joy	0.688	greatfriends
adoration	joy	0.688	obožavanje
godsend	joy	0.688	božji dar
favorite	joy	0.688	favorit
content	joy	0.688	sadržaj
entertaining	joy	0.688	zabavan
honored	joy	0.688	počastvovan
metime	joy	0.688	metime
exquisite	joy	0.688	exquisite
holidayseason	joy	0.688	praznična sezona
thankyoujesus	joy	0.688	thankyoujesus
angelic	joy	0.688	anđeoski
goodhealth	joy	0.682	dobro zdravlje
majestic	joy	0.682	veličanstveno
luscious	joy	0.682	luscious
memoriesiwontforget	joy	0.682	memoriesiwontforget
bestfriends	joy	0.682	najbolji prijatelji
precious	joy	0.682	precious
appreciated	joy	0.682	cijenjen
exaltation	joy	0.682	egzaltacija
smiled	joy	0.682	nasmiješio se
brightens	joy	0.682	posvjetljuje
tranquility	joy	0.679	spokoj
marry	joy	0.676	udati se
embrace	joy	0.676	zagrliti
positively	joy	0.676	pozitivno
grin	joy	0.672	osmijeh
hug	joy	0.672	zagrljaj
hilarious	joy	0.672	urnebesno
dearest	joy	0.672	najdraži
contentment	joy	0.672	zadovoljstvo
accomplished	joy	0.672	ostvareno
relaxation	joy	0.672	opuštanje
bday	joy	0.672	bday
enliven	joy	0.672	oživiti
weeeee	joy	0.672	weeeee
giggles	joy	0.672	kikoće se
fulfilled	joy	0.667	ispunjeno
bountiful	joy	0.667	obilan
victor	joy	0.667	pobjednik
adore	joy	0.667	obožavam
boisterous	joy	0.667	buran
fulfill	joy	0.664	ispuniti
cuddles	joy	0.662	maženje
prosperous	joy	0.660	prosperitetna
appreciation	joy	0.656	uvažavanje
serenity	joy	0.656	spokojstvo
happynewyear	joy	0.656	sretna Nova godina
humor	joy	0.656	humor
satisfy	joy	0.656	zadovoljiti
besties	joy	0.656	besties
encouraged	joy	0.656	ohrabren
captivate	joy	0.656	captivate
christmaseve	joy	0.656	Božić
glow	joy	0.656	sjaj
romanticism	joy	0.656	romantizam
innerpeace	joy	0.656	unutrašnji mir
pleasant	joy	0.656	prijatno
praises	joy	0.652	pohvale
abundance	joy	0.652	obilje
fortunes	joy	0.652	bogatstva
engaged	joy	0.652	zaručen
praised	joy	0.652	pohvaljen
relaxing	joy	0.652	opuštajuće
treasure	joy	0.652	blago
satisfaction	joy	0.652	zadovoljstvo
nothingbetter	joy	0.647	ništa bolje
affection	joy	0.647	naklonost
relieved	joy	0.647	olakšano
complement	joy	0.647	dopuna
carnival	joy	0.643	karneval
priceless	joy	0.641	neprocjenjivo
uplifting	joy	0.641	uzdizanje
sensuality	joy	0.641	senzualnost
saintly	joy	0.641	svetački
champion	joy	0.641	šampion
thanksgiving	joy	0.641	zahvaljivanje
harmoniously	joy	0.641	harmonično
wedding	joy	0.641	vjenčanje
achieve	joy	0.641	postići
divine	joy	0.641	božanstveno
jackpot	joy	0.641	džekpot
honeymoon	joy	0.636	medeni mjesec
exalt	joy	0.636	uzvisiti
twinkle	joy	0.636	treperenje
comforting	joy	0.636	utješno
felicity	joy	0.636	felicity
peaceful	joy	0.636	mirno
climax	joy	0.636	vrhunac
winner	joy	0.636	pobjednik
reverie	joy	0.636	sanjarenje
yayy	joy	0.636	yayy
cuddle	joy	0.636	maziti se
xoxo	joy	0.634	xoxo
stargazing	joy	0.625	stargazing
festival	joy	0.625	festival
sweet	joy	0.625	slatko
generosity	joy	0.625	velikodušnost
brighter	joy	0.625	svjetlije
praisegod	joy	0.625	praisegod
gorgeous	joy	0.625	divan
hearts	joy	0.625	srca
amusing	joy	0.625	zabavno
fondness	joy	0.625	naklonost
snuggling	joy	0.625	snuggling
reward	joy	0.625	nagrada
sex	joy	0.622	sex
kind	joy	0.621	vrsta
genial	joy	0.621	genijalan
parade	joy	0.621	parada
applause	joy	0.621	aplauz
beauty	joy	0.621	ljepota
fulfilling	joy	0.618	ispunjavanje
aspiring	joy	0.618	aspiring
newlife	joy	0.618	novi zivot
godbless	joy	0.616	nazdravlje
virtuous	joy	0.613	čestit
kiss	joy	0.610	poljubac
christmas	joy	0.609	Božić
rainbows	joy	0.609	duge
elegance	joy	0.609	elegancija
generous	joy	0.609	velikodušan
super	joy	0.609	Super
playful	joy	0.609	razigran
enlightenment	joy	0.609	prosvetljenje
praiseworthy	joy	0.609	pohvalno
awards	joy	0.609	nagrade
adorable	joy	0.609	adorable
rekindle	joy	0.609	ponovo zapaliti
winnings	joy	0.609	dobitke
independence	joy	0.607	nezavisnost
amour	joy	0.607	amour
kindness	joy	0.606	ljubaznost
surprises	joy	0.606	iznenađenja
heheh	joy	0.606	heheh
hilarity	joy	0.606	urnebesnost
wonder	joy	0.606	čudo
freely	joy	0.606	slobodno
successful	joy	0.606	uspješan
inspired	joy	0.606	inspirisan
onelove	joy	0.606	jedna ljubav
whimsical	joy	0.603	hirovito
entertainment	joy	0.603	zabava
passion	joy	0.603	strast
stressfree	joy	0.601	bez stresa
beautify	joy	0.601	uljepšati
sunrise	joy	0.600	izlazak sunca
godisgood	joy	0.597	Bog je dobar
goodmusic	joy	0.594	goodmusic
revere	joy	0.594	revere
whoo	joy	0.594	vau
fanfare	joy	0.594	fanfare
inspire	joy	0.594	inspirisati
angel	joy	0.594	anđeo
thankgod	joy	0.594	hvala bogu
goodies	joy	0.594	goodies
jesus	joy	0.594	Isuse
accomplishment	joy	0.594	postignuće
snuggled	joy	0.594	snuggled
peacefully	joy	0.594	mirno
flirt	joy	0.594	flert
friendship	joy	0.591	prijateljstvo
singing	joy	0.591	pjevati
heroic	joy	0.591	herojski
exalted	joy	0.591	uzvišeni
fortune	joy	0.591	bogatstvo
highest	joy	0.591	najviši
summer	joy	0.591	ljeto
contented	joy	0.588	zadovoljan
rollicking	joy	0.588	rollicking
overflowing	joy	0.588	prepuna
woot	joy	0.588	woot
accolade	joy	0.586	accolade
hope	joy	0.586	nada
cozy	joy	0.583	cozy
delicious	joy	0.579	ukusno
raving	joy	0.578	buncati
thelife	joy	0.578	život
darling	joy	0.578	draga
sensuous	joy	0.578	senzualno
picturesque	joy	0.578	slikovito
friendly	joy	0.578	prijateljski
everlasting	joy	0.578	vječna
praise	joy	0.578	pohvala
ambition	joy	0.578	ambicija
sparkle	joy	0.577	iskra
sensual	joy	0.576	senzualan
peace	joy	0.576	mir
flattering	joy	0.576	laskavo
grace	joy	0.576	grace
luckygirl	joy	0.576	sretnica
heroism	joy	0.576	herojstvo
succeeding	joy	0.576	uspješan
yeahhh	joy	0.576	yeahhh
special	joy	0.574	poseban
livelife	joy	0.574	živi život
tantalizing	joy	0.572	tantalizing
pumped	joy	0.567	pumped
yey	joy	0.562	yey
surprise	joy	0.562	iznenađenje
sunny	joy	0.562	sunčano
prevail	joy	0.562	prevladati
revels	joy	0.562	revels
humorous	joy	0.562	humorističan
sweets	joy	0.562	slatkiši
liking	joy	0.562	sviđanje
admirable	joy	0.562	divan
superstar	joy	0.562	superstar
relax	joy	0.562	opusti se
prosper	joy	0.562	prosperirati
hero	joy	0.562	heroj
hugs	joy	0.562	zagrljaji
worthwhile	joy	0.562	vrijedan truda
newyear	joy	0.561	Nova godina
tenderness	joy	0.561	nežnost
bless	joy	0.561	blagoslovi
favorable	joy	0.561	povoljno
freedom	joy	0.561	sloboda
masterpiece	joy	0.561	remek-djelo
dreams	joy	0.559	snovi
hopeful	joy	0.559	nadati se
home	joy	0.559	Dom
cruising	joy	0.556	krstarenje
gracias	joy	0.554	gracias
faithfulness	joy	0.553	vjernost
eagerness	joy	0.552	eagerness
closeness	joy	0.552	bliskost
sunshine	joy	0.551	sunshine
comfy	joy	0.551	udobno
vacation	joy	0.547	odmor
celestial	joy	0.547	nebeski
good	joy	0.547	dobro
elite	joy	0.547	elita
illuminate	joy	0.547	osvijetliti
confidence	joy	0.547	samopouzdanje
mistletoe	joy	0.547	imela
daughter	joy	0.547	kćer
lifted	joy	0.547	podignuto
goodmorning	joy	0.547	dobro jutro
zeal	joy	0.547	revnost
gifts	joy	0.547	pokloni
gift	joy	0.547	poklon
astonishment	joy	0.547	čuđenje
heart	joy	0.547	srce
completion	joy	0.547	završetak
bonus	joy	0.547	bonus
charmed	joy	0.546	očarani
dance	joy	0.545	plesati
sublime	joy	0.545	uzvišeno
recreation	joy	0.545	rekreacija
encouragement	joy	0.545	ohrabrenje
god	joy	0.545	god
gush	joy	0.545	gush
freshstart	joy	0.544	novi pocetak
free	joy	0.544	besplatno
savior	joy	0.543	spasitelj
sanctuary	joy	0.541	svetište
grandchildren	joy	0.540	unuci
wellness	joy	0.537	wellness
revel	joy	0.534	revel
music	joy	0.531	muzika
fab	joy	0.531	fab
bridal	joy	0.531	svadbeni
soar	joy	0.531	soar
alive	joy	0.531	živ
money	joy	0.531	novac
soothing	joy	0.531	umirujuće
serene	joy	0.531	spokojan
holiness	joy	0.531	svetost
inspirational	joy	0.531	inspirativno
matrimony	joy	0.531	brak
dayoff	joy	0.531	slobodan dan
savor	joy	0.531	savor
vitality	joy	0.531	vitalnost
confident	joy	0.531	samouveren
firstborn	joy	0.531	prvorođenče
rainbow	joy	0.531	rainbow
liberation	joy	0.531	oslobođenje
elegant	joy	0.530	elegantan
mastery	joy	0.530	majstorstvo
glimmer	joy	0.530	glimmer
illumination	joy	0.530	osvjetljenje
blossom	joy	0.530	cvjetati
warmth	joy	0.530	toplina
welcomed	joy	0.530	dobrodošli
treat	joy	0.529	tretirati
faithful	joy	0.529	vjerni
snuggles	joy	0.522	snuggles
laurels	joy	0.521	lovorike
commendable	joy	0.519	pohvalno
succeed	joy	0.516	uspjeti
jingle	joy	0.516	jingle
zest	joy	0.516	zest
noschool	joy	0.516	noschool
brotherly	joy	0.516	bratski
silly	joy	0.516	glupo
abundant	joy	0.516	u izobilju
fancy	joy	0.516	fancy
resplendent	joy	0.516	sjajan
strengthening	joy	0.516	jačanje
presents	joy	0.516	pokloni
pride	joy	0.516	ponos
almighty	joy	0.516	svemogući
powerful	joy	0.516	moćan
aspire	joy	0.516	težiti
remarkable	joy	0.516	izvanredan
greeted	joy	0.516	pozdravio
thanking	joy	0.515	hvala
cutie	joy	0.515	cutie
kudos	joy	0.515	svaka čast
therapeutic	joy	0.515	terapeutski
zen	joy	0.515	zen
coronation	joy	0.515	krunisanje
complete	joy	0.515	kompletan
shining	joy	0.515	sija
spirit	joy	0.515	duh
princely	joy	0.515	kneževski
vivid	joy	0.515	živopisno
comfort	joy	0.515	udobnost
leisure	joy	0.515	slobodno vrijeme
reunited	joy	0.515	ponovo ujedinjeni
kid	joy	0.515	klinac
newme	joy	0.515	newme
payday	joy	0.515	payday
animated	joy	0.515	animirani
familytime	joy	0.515	porodično vrijeme
relationship	joy	0.514	odnos
godly	joy	0.514	pobožan
marriage	joy	0.514	brak
daymade	joy	0.514	daymade
spouse	joy	0.507	supružnik
intimately	joy	0.507	intimno
respect	joy	0.500	poštovanje
bloom	joy	0.500	cvatu
purr	joy	0.500	predenje
carefree	joy	0.500	bezbrižan
nature	joy	0.500	priroda
encourage	joy	0.500	ohrabriti
soulful	joy	0.500	soulful
refreshed	joy	0.500	osvježeno
family	joy	0.500	porodica
gem	joy	0.500	dragulj
meritorious	joy	0.500	zaslužan
achieved	joy	0.500	postignuto
motherhood	joy	0.500	majčinstvo
holyspirit	joy	0.500	sveti duh
surreal	joy	0.500	nadrealno
charitable	joy	0.500	dobrotvorna
teamjesus	joy	0.500	teamjesus
stressrelief	joy	0.500	stressrelief
erotic	joy	0.500	erotic
inviting	joy	0.500	pozivanje
baby	joy	0.500	baby
dignity	joy	0.500	dostojanstvo
satisfied	joy	0.500	zadovoljan
visionary	joy	0.500	vizionar
memorable	joy	0.500	nezaboravno
veracity	joy	0.500	istinitost
healthy	joy	0.500	zdravo
welcoming	joy	0.500	welcoming
diamond	joy	0.500	dijamant
christ	joy	0.500	christ
beach	joy	0.500	plaža
accomplish	joy	0.500	ostvariti
friends	joy	0.500	prijatelji
excel	joy	0.500	excel
health	joy	0.493	zdravlje
aura	joy	0.493	aura
yehey	joy	0.486	yehey
approved	joy	0.486	odobreno
oasis	joy	0.486	oaza
liberty	joy	0.486	sloboda
crowning	joy	0.485	krunisanje
aspiration	joy	0.485	aspiracija
privileged	joy	0.485	privilegovan
crescendo	joy	0.485	crescendo
rapture	joy	0.485	zanos
liberate	joy	0.485	osloboditi
nocomplaints	joy	0.485	bez pritužbi
prestige	joy	0.485	prestiž
bounty	joy	0.485	bounty
gentle	joy	0.485	nježan
inseparable	joy	0.485	nerazdvojni
engaging	joy	0.485	angažovanje
loyal	joy	0.485	odan
betrothed	joy	0.485	vereni
transcendence	joy	0.484	transcendencija
selfworth	joy	0.484	selfworthy
yummy	joy	0.484	yummy
datenight	joy	0.484	datenight
destiny	joy	0.484	sudbina
heyday	joy	0.484	heyday
aloha	joy	0.484	aloha
desire	joy	0.484	želja
dream	joy	0.484	san
luck	joy	0.484	sreca
fete	joy	0.484	fete
trophy	joy	0.484	trofej
bouquet	joy	0.484	buket
chocolate	joy	0.484	cokolada
creativity	joy	0.484	kreativnost
boyfriend	joy	0.480	dečko
commemoration	joy	0.479	komemoracija
intelligence	joy	0.477	inteligencija
readiness	joy	0.473	spremnost
friend	joy	0.471	prijatelju
bride	joy	0.471	nevesta
enthusiast	joy	0.471	entuzijasta
lush	joy	0.470	lush
inheritance	joy	0.470	nasleđe
soothe	joy	0.470	smiriti
tickle	joy	0.470	golicati
kiddo	joy	0.470	klinac
nostalgia	joy	0.470	nostalgija
massage	joy	0.470	masaža
calming	joy	0.470	smirivanje
adventure	joy	0.470	avantura
pretty	joy	0.469	prilično
purring	joy	0.469	predenje
eternal	joy	0.469	vječni
humanitarian	joy	0.469	humanitarno
nurture	joy	0.469	njeguju
giving	joy	0.469	davanje
rest	joy	0.469	odmor
getaway	joy	0.469	bijeg
goals	joy	0.469	ciljevi
pray	joy	0.469	moli se
bridegroom	joy	0.469	mladoženja
heartily	joy	0.469	srčano
luster	joy	0.469	sjaj
bonding	joy	0.469	vezivanje
princess	joy	0.469	princezo
amicable	joy	0.469	prijateljski
benevolence	joy	0.469	dobronamjernost
child	joy	0.466	dijete
salutary	joy	0.465	spasonosno
invite	joy	0.457	pozvati
beam	joy	0.456	greda
reminiscing	joy	0.456	prisjećajući se
befriend	joy	0.455	sprijateljiti se
aesthetics	joy	0.455	estetika
friday	joy	0.455	petak
freshair	joy	0.455	svježi zrak
ceremony	joy	0.455	ceremonija
kindred	joy	0.455	rod
mindfulness	joy	0.455	svesnost
sonice	joy	0.455	tako lijepo
elevation	joy	0.455	nadmorska visina
tropical	joy	0.455	tropski
scholarship	joy	0.455	stipendija
hee	joy	0.455	hee
noworries	joy	0.453	bez brige
allure	joy	0.453	allure
approve	joy	0.453	odobriti
scenery	joy	0.453	pejzaž
waterfall	joy	0.453	vodopad
vindication	joy	0.453	opravdanje
namaste	joy	0.453	namaste
commemorate	joy	0.453	komemorirati
faith	joy	0.453	vjera
birth	joy	0.453	rođenje
forgiveness	joy	0.453	Oproštaj
journey	joy	0.447	putovanje
meditation	joy	0.446	meditacija
relaxed	joy	0.442	opušten
present	joy	0.441	prisutan
weekend	joy	0.441	vikend
tender	joy	0.441	tender
tranquil	joy	0.441	mirno
lyrical	joy	0.439	lirski
sharing	joy	0.439	dijeljenje
esteem	joy	0.439	esteem
nostalgic	joy	0.439	nostalgičan
prayer	joy	0.439	molitva
righteousness	joy	0.439	pravednost
husband	joy	0.438	muža
relief	joy	0.438	olakšanje
strength	joy	0.438	snagu
mighty	joy	0.438	moćan
unbeaten	joy	0.438	neporažen
eager	joy	0.438	nestrpljiv
share	joy	0.438	dijeliti
newday	joy	0.438	newday
sonnet	joy	0.438	sonet
meditate	joy	0.438	meditirati
life	joy	0.438	život
winterbreak	joy	0.429	zimski raspust
warm	joy	0.429	toplo
movingforward	joy	0.429	kretati se naprijed
buddy	joy	0.427	druže
oneness	joy	0.426	jedinstvo
unconstrained	joy	0.424	nesputan
amen	joy	0.424	amen
reverence	joy	0.424	poštovanje
healthful	joy	0.424	zdravo
thelittlethings	joy	0.424	thelittlethings
medal	joy	0.424	medalja
unsurpassed	joy	0.424	nenadmašan
candlelight	joy	0.424	svijeća
carols	joy	0.424	pjesme
ejaculation	joy	0.424	ejakulacija
beginnings	joy	0.422	počeci
sledding	joy	0.422	sanjkanje
graduation	joy	0.422	diplomiranje
frisky	joy	0.422	frisky
lml	joy	0.422	lml
ease	joy	0.422	lakoća
symphony	joy	0.422	simfonija
wealth	joy	0.422	bogatstvo
helpful	joy	0.422	korisno
musical	joy	0.422	muzički
glitter	joy	0.422	glitter
calmness	joy	0.422	smirenost
energy	joy	0.422	energije
safe	joy	0.422	sigurno
nostress	joy	0.421	nostress
soundness	joy	0.421	solidnost
promise	joy	0.415	obećanje
reunite	joy	0.414	ponovo se ujedinite
mother	joy	0.412	majka
salvation	joy	0.412	spasenje
poems	joy	0.412	pjesme
clown	joy	0.409	klovn
lavender	joy	0.409	lavanda
immaculate	joy	0.409	besprijekorno
purify	joy	0.409	purify
inauguration	joy	0.409	inauguracija
aromatherapy	joy	0.409	aromaterapija
lighten	joy	0.409	olakšati
travel	joy	0.409	putovanje
cash	joy	0.406	gotovina
companion	joy	0.406	pratilac
live	joy	0.406	live
opportune	joy	0.406	oportuno
completing	joy	0.406	dovršavanje
charity	joy	0.406	dobrotvorne svrhe
heal	joy	0.406	izliječiti
star	joy	0.406	zvijezda
wishing	joy	0.406	želja
flowers	joy	0.406	cveće
income	joy	0.403	prihod
soul	joy	0.401	soul
munchies	joy	0.400	munchies
emancipation	joy	0.397	emancipacija
indescribable	joy	0.397	neopisivo
progress	joy	0.397	napredak
equality	joy	0.394	jednakost
childhood	joy	0.394	djetinjstvo
together	joy	0.394	zajedno
rhythmical	joy	0.394	ritmično
fullness	joy	0.394	punoća
calm	joy	0.394	smiren
hammock	joy	0.394	viseća mreža
picnic	joy	0.394	piknik
movies	joy	0.393	filmovi
zealous	joy	0.393	revnosan
playground	joy	0.391	igralište
affluence	joy	0.391	bogatstvo
warms	joy	0.391	grije
choir	joy	0.391	hor
littlethings	joy	0.391	male stvari
auspicious	joy	0.391	povoljno
meaningful	joy	0.391	smisleno
adventures	joy	0.391	avanture
goofy	joy	0.391	glup
starry	joy	0.391	zvjezdano
humanity	joy	0.391	čovječanstvo
gesture	joy	0.387	gest
witty	joy	0.382	duhovit
vow	joy	0.382	zavjet
shopping	joy	0.382	shopping
vibes	joy	0.379	vibracije
worship	joy	0.379	obožavanje
jump	joy	0.379	skok
communion	joy	0.379	pričest
reverend	joy	0.377	velečasni
rising	joy	0.375	diže se
advance	joy	0.375	unaprijed
beaches	joy	0.375	plaže
sonorous	joy	0.375	zvučno
courtship	joy	0.375	udvaranje
experience	joy	0.375	iskustvo
reunion	joy	0.375	ponovno okupljanje
simplicity	joy	0.375	jednostavnost
full	joy	0.375	pun
hymn	joy	0.375	hymn
spirits	joy	0.375	duhovi
unforgettable	joy	0.375	nezaboravno
mirth	joy	0.375	veselje
youth	joy	0.375	mladost
scenic	joy	0.375	scenic
unique	joy	0.375	jedinstven
redeemed	joy	0.375	otkupio
alliance	joy	0.368	alijanse
baptismal	joy	0.368	baptismal
grant	joy	0.366	grant
kitten	joy	0.364	mače
sanctification	joy	0.364	posvećenje
conciliation	joy	0.364	pomirenje
improves	joy	0.364	poboljšava
pure	joy	0.364	čista
improve	joy	0.364	poboljšati
authentic	joy	0.364	autentičan
moonlight	joy	0.364	mjesečina
weightloss	joy	0.362	gubitak težine
raspberries	joy	0.360	maline
feeling	joy	0.359	osjećaj
jest	joy	0.359	šala
independent	joy	0.359	nezavisni
sanctify	joy	0.359	posvetiti
devotional	joy	0.359	devotional
tinsel	joy	0.359	šljokica
proficiency	joy	0.359	stručnost
listenting	joy	0.359	slušanje
fidelity	joy	0.359	vjernost
revival	joy	0.359	preporod
giver	joy	0.353	davalac
cocoa	joy	0.353	kakao
deliverance	joy	0.348	izbavljenje
melody	joy	0.348	melodija
unification	joy	0.348	ujedinjenje
romp	joy	0.348	romp
purpose	joy	0.348	svrha
choral	joy	0.348	horski
exceed	joy	0.348	premašiti
dolphin	joy	0.348	delfin
roaring	joy	0.348	rikanje
favor	joy	0.348	uslugu
hotyoga	joy	0.347	hotyoga
voluptuous	joy	0.344	voluptuous
fruits	joy	0.344	voće
cookies	joy	0.344	kolačići
manicure	joy	0.344	manikir
nowork	joy	0.344	bez posla
date	joy	0.344	datum
newstart	joy	0.344	newstart
hedonism	joy	0.344	hedonizam
pledge	joy	0.344	zalog
electric	joy	0.344	električni
humble	joy	0.344	skroman
roadtrip	joy	0.344	putovanje
thx	joy	0.344	hvala
kiddos	joy	0.344	klinci
celebrity	joy	0.342	slavna ličnost
bridesmaid	joy	0.338	djeveruša
rhythm	joy	0.338	ritam
spa	joy	0.333	spa
snowday	joy	0.333	snowday
familiarity	joy	0.333	familijarnost
coffee	joy	0.333	kafa
edification	joy	0.333	poučavanje
garden	joy	0.333	vrt
renovation	joy	0.333	renoviranje
dawn	joy	0.333	zora
connoisseur	joy	0.333	poznavalac
gazing	joy	0.333	gledanje
obliging	joy	0.333	obavezan
partner	joy	0.333	partner
foodie	joy	0.331	ljubitelj hrane
synchronize	joy	0.329	sinhronizovati
tribulation	joy	0.328	nevolja
psalm	joy	0.328	psalam
pedicure	joy	0.328	pedikir
noregrets	joy	0.328	bez žaljenja
chirping	joy	0.328	cvrkutanje
saint	joy	0.328	svetac
healing	joy	0.328	iscjeljivanje
carol	joy	0.328	carol
true	joy	0.328	tačno
hobby	joy	0.328	hobi
amnesty	joy	0.328	amnestija
respite	joy	0.324	predah
recreational	joy	0.318	rekreativno
cousins	joy	0.318	rođaci
mellow	joy	0.318	blag
restorative	joy	0.318	restorative
lazyday	joy	0.318	lazyday
classics	joy	0.318	klasici
reconciliation	joy	0.316	pomirenje
woods	joy	0.312	šume
progression	joy	0.312	progresija
muchneeded	joy	0.312	muchneeded
sterling	joy	0.312	sterling
dove	joy	0.312	golubica
simplify	joy	0.312	pojednostaviti
fitness	joy	0.312	fitness
sunset	joy	0.312	zalazak sunca
wisdom	joy	0.312	mudrost
relight	joy	0.312	relight
living	joy	0.312	živi
presto	joy	0.312	presto
playhouse	joy	0.312	playhouse
superman	joy	0.312	superman
pony	joy	0.312	poni
recovery	joy	0.312	oporavak
crafts	joy	0.312	zanati
lord	joy	0.312	lorde
deal	joy	0.312	dogovor
improvement	joy	0.309	poboljšanje
infant	joy	0.309	dojenče
absolution	joy	0.306	oproštenje
honest	joy	0.303	pošten
gently	joy	0.303	nežno
banquet	joy	0.303	banket
established	joy	0.303	uspostavljena
endless	joy	0.303	beskrajno
decorating	joy	0.303	ukrašavanje
providing	joy	0.300	pružanje
lounging	joy	0.297	lounging
growth	joy	0.297	rast
strolling	joy	0.297	šetnje
feat	joy	0.297	feat
morals	joy	0.297	moral
mine	joy	0.297	moj
spending	joy	0.297	trošenje
light	joy	0.297	svjetlo
spiritual	joy	0.297	duhovni
quaint	joy	0.297	čudan
fraternal	joy	0.297	bratski
notable	joy	0.297	notable
softly	joy	0.297	softly
harvest	joy	0.297	žetva
yearning	joy	0.297	žudnja
breeze	joy	0.297	breeze
joker	joy	0.297	joker
meditating	joy	0.297	meditiranje
fervor	joy	0.295	žar
quotes	joy	0.294	citati
volunteer	joy	0.294	volonter
gain	joy	0.288	dobitak
resources	joy	0.288	resurse
create	joy	0.288	stvoriti
psalms	joy	0.288	psalmi
hippie	joy	0.288	hipi
taoism	joy	0.288	taoizam
midwife	joy	0.288	babica
receiving	joy	0.287	primanje
snowfall	joy	0.286	snježne padavine
ocean	joy	0.286	ocean
lsd	joy	0.286	lsd
hiking	joy	0.283	planinarenje
evergreen	joy	0.281	evergreen
destination	joy	0.281	odredište
candid	joy	0.281	iskren
unwind	joy	0.281	opustiti se
truce	joy	0.281	primirje
toast	joy	0.281	tost
chill	joy	0.281	chill
infinity	joy	0.281	beskonačnost
rested	joy	0.281	odmorio
buzzing	joy	0.281	zujanje
venerable	joy	0.279	poštovan
balance	joy	0.275	balans
retirement	joy	0.275	odlazak u penziju
fireplace	joy	0.273	kamin
buddha	joy	0.273	buddha
devout	joy	0.273	pobožan
drinks	joy	0.273	pića
rapt	joy	0.273	rapt
swim	joy	0.273	plivati
compensate	joy	0.273	nadoknaditi
snowing	joy	0.271	snijeg
sublimation	joy	0.270	sublimacija
fruity	joy	0.268	voćni
sunday	joy	0.266	nedjelja
sketching	joy	0.266	skiciranje
paragon	joy	0.266	paragon
humility	joy	0.266	poniznost
ministry	joy	0.266	ministarstvo
waves	joy	0.266	talasi
cathedral	joy	0.266	katedrala
sun	joy	0.266	sunce
yoga	joy	0.266	joga
fortitude	joy	0.266	fortitude
salute	joy	0.266	salute
buddhism	joy	0.266	budizam
whim	joy	0.266	hir
artwork	joy	0.265	umetničko delo
practiced	joy	0.264	praktikovano
clean	joy	0.260	cisto
running	joy	0.258	trčanje
clarity	joy	0.258	jasnoća
found	joy	0.258	pronađeno
fitting	joy	0.258	uklapanje
immerse	joy	0.258	uroniti
exercise	joy	0.258	vježbe
food	joy	0.258	hrana
autumn	joy	0.254	jesen
fit	joy	0.250	fit
morning	joy	0.250	jutro
contagious	joy	0.250	zarazni
outdoors	joy	0.250	na otvorenom
hardy	joy	0.250	izdržljiv
candles	joy	0.250	svijeće
advocacy	joy	0.250	zagovaranje
countryside	joy	0.250	selo
demonstrative	joy	0.250	demonstrativna
football	joy	0.250	fudbal
chirp	joy	0.250	cvrkutati
chilled	joy	0.250	rashlađeno
undying	joy	0.250	undying
visitor	joy	0.250	posjetitelj
clap	joy	0.250	pljeskati
diary	joy	0.250	dnevnik
ardent	joy	0.250	gorljiv
expedient	joy	0.250	svrsishodno
mountain	joy	0.250	planina
cradle	joy	0.247	kolevka
trance	joy	0.246	trans
intense	joy	0.242	intenzivan
procession	joy	0.242	procesija
church	joy	0.242	crkva
pay	joy	0.242	platiti
supremacy	joy	0.242	prevlast
preservative	joy	0.242	konzervans
grow	joy	0.242	rasti
breakfast	joy	0.242	doručak
consecration	joy	0.235	posvećenje
salary	joy	0.234	plata
lifetime	joy	0.234	životni vijek
incense	joy	0.234	tamjan
ordination	joy	0.234	zaređenje
snowy	joy	0.234	snježno
art	joy	0.234	art
nursery	joy	0.234	rasadnik
skiing	joy	0.234	skijanje
candle	joy	0.234	svijeća
doll	joy	0.234	lutka
vote	joy	0.234	vote
humbled	joy	0.234	ponizan
lyre	joy	0.234	lira
pastry	joy	0.229	pecivo
remedy	joy	0.227	lijek
chilling	joy	0.227	hlađenje
firefly	joy	0.227	krijesnica
rescue	joy	0.225	spašavanje
camping	joy	0.221	kampovanje
perspective	joy	0.221	perspektiva
orchestra	joy	0.221	orkestar
orchard	joy	0.221	voćnjak
breezy	joy	0.219	breezy
gardens	joy	0.219	bašte
castle	joy	0.219	castle
lamb	joy	0.219	jagnjetina
possess	joy	0.219	posjedovati
bouttime	joy	0.212	bouttime
pho	joy	0.212	pho
reggae	joy	0.212	reggae
countrymusic	joy	0.212	countrymusic
teach	joy	0.212	podučavati
brisk	joy	0.212	brz
ribbon	joy	0.212	traka
raindrops	joy	0.212	kapi kiše
mucis	joy	0.212	mucis
repay	joy	0.212	otplatiti
listneing	joy	0.212	slušanje
nap	joy	0.206	nap
legalized	joy	0.203	legalizovano
unexpected	joy	0.203	neočekivano
vernal	joy	0.203	proljetni
