English Word	Emotion	Emotion-Intensity-Score	Shona Word
thatmoment	fear	0.234	that moment
sleepless	fear	0.234	vasina hope
intercede	fear	0.234	pindira
psychiatrist	fear	0.234	chiremba wepfungwa
rushing	fear	0.233	kumhanya
overslept	fear	0.226	overslept
default	fear	0.226	default
confessional	fear	0.225	confessional
impatient	fear	0.224	kusashivirira
tactics	fear	0.219	tactics
aga	fear	0.219	aga
blues	fear	0.219	blues
thrill	fear	0.219	thrill
immigrant	fear	0.219	immigrant
veer	fear	0.219	veer
sweat	fear	0.219	ziya
cane	fear	0.219	nzimbe
revelations	fear	0.219	zvakazarurwa
whatif	fear	0.219	whatif
waver	fear	0.219	waver
jungle	fear	0.219	sango
fingerscrossed	fear	0.219	minwe
stingy	fear	0.219	stingy
bait	fear	0.219	chirauro
unequal	fear	0.219	kusaenzana
lastminute	fear	0.219	lastminute
heft	fear	0.219	heft
overtired	fear	0.218	overtired
prognosis	fear	0.217	prognosis
alertness	fear	0.216	kungwarira
hyped	fear	0.214	hyped
wishmeluck	fear	0.212	wishmeluck
somuchtodo	fear	0.212	somuchtodo
toomuchtodo	fear	0.212	toomuchtodo
tryouts	fear	0.210	tryouts
clowns	fear	0.207	clowns
fluctuation	fear	0.204	kuchinja
examination	fear	0.204	kuongorora
restless	fear	0.204	kusagadzikana
uphill	fear	0.203	kukwidza
quail	fear	0.203	zvihuta
phew	fear	0.203	phew
mighty	fear	0.203	simba
cross	fear	0.203	cross
hurry	fear	0.203	kurumidza
recesses	fear	0.203	zororo
intimacy	fear	0.203	ushamwari hwepedyo
overcome	fear	0.203	kukunda
birth	fear	0.203	kuberekwa
acceptances	fear	0.203	kugamuchirwa
help	fear	0.203	help
fearless	fear	0.200	vasingatyi
change	fear	0.198	shanduko
ware	fear	0.198	ware
withstand	fear	0.197	kupikisa
asap	fear	0.191	asap
heighten	fear	0.188	heighten
watch	fear	0.188	watch
tract	fear	0.188	turakiti
advance	fear	0.188	advance
overcoming	fear	0.188	kukunda
attorney	fear	0.188	Gweta
deadlines	fear	0.188	mazuva ekupedzisira
bug	fear	0.188	bug
knots	fear	0.188	mapfundo
owing	fear	0.188	chikwereti
waitinggame	fear	0.188	waitgame
unorganised	fear	0.188	zvisina kurongeka
gnome	fear	0.188	gnome
fragile	fear	0.188	fragile
cautiously	fear	0.188	nokungwarira
stillness	fear	0.188	runyararo
intrigue	fear	0.188	intrigue
rule	fear	0.188	kutonga
elf	fear	0.185	elf
stillwaiting	fear	0.184	ndichaka mirira
lonely	fear	0.183	kusurukirwa
slippery	fear	0.181	inotsvedza
interview	fear	0.180	kubvunzurudza
everyman	fear	0.178	everyman
speculation	fear	0.176	kufungidzira
needtoknow	fear	0.173	needtoknow
worship	fear	0.172	kunamata
unsure	fear	0.172	kusava nechokwadi
surprise	fear	0.172	kushamisika
settlor	fear	0.172	settler
competition	fear	0.172	makwikwi
readytogo	fear	0.172	readytogo
checkpoint	fear	0.172	checkpoint
composure	fear	0.172	kudzikama
interviewer	fear	0.172	mubvunzurudzo
chaff	fear	0.172	hundi
regulatory	fear	0.172	regulatory
birch	fear	0.172	birch
shell	fear	0.172	shell
assessment	fear	0.172	kuongorora
uncertain	fear	0.172	kusava nechokwadi
rod	fear	0.172	tsvimbo
humanrights	fear	0.172	kodzero Dzevanhu
less	fear	0.167	zvishoma
coy	fear	0.162	coy
iris	fear	0.160	iris
intimately	fear	0.156	pedyo
hearing	fear	0.156	kunzwa
legalized	fear	0.156	zviri pamutemo
needit	fear	0.156	needit
audition	fear	0.156	audition
retirement	fear	0.156	retirement
countdown	fear	0.156	countdown
sly	fear	0.156	sly
bases	fear	0.156	mabhesi
ceasefire	fear	0.156	ceasefire
medication	fear	0.156	mushonga
courageous	fear	0.154	vakashinga
overthinker	fear	0.153	overthinker
backtrack	fear	0.151	backtrack
dawned	fear	0.150	kwaedza
censor	fear	0.149	censor
bailiff	fear	0.147	bailiff
syllabus	fear	0.147	sirabhasi
delay	fear	0.141	delay
newcomer	fear	0.141	mutsva
imagination	fear	0.141	imagination
waiting	fear	0.141	kumirira
gent	fear	0.141	gent
validity	fear	0.141	chokwadi
cove	fear	0.141	cove
rationality	fear	0.141	rationality
caricature	fear	0.141	caricature
eventuality	fear	0.141	chiitiko
alreadyyyyy	fear	0.140	alreadyyyy
shy	fear	0.140	kunyara
symptom	fear	0.133	chiratidzo
excite	fear	0.132	excite
raccoon	fear	0.127	raccoon
clown	fear	0.125	clown
tryout	fear	0.125	tryout
needtorelax	fear	0.125	needtorelax
swim	fear	0.125	kushambira
campaigning	fear	0.125	campaigning
hawk	fear	0.125	hawk
prevent	fear	0.125	kudzivirira
gameday	fear	0.125	gameday
ahhh	fear	0.125	ahhh
marry	fear	0.125	kuroora
sprite	fear	0.125	sprite
soready	fear	0.125	soready
sag	fear	0.123	sag
pharmacy	fear	0.123	pharmacy
policeman	fear	0.121	mupurisa
dreamt	fear	0.111	hope
lace	fear	0.111	lace
homework	fear	0.109	basa rechikoro
destination	fear	0.109	destination
incase	fear	0.109	zvikazo
pray	fear	0.109	nyengeterai
knot	fear	0.109	knot
confidence	fear	0.109	chivimbo
bigday	fear	0.109	bigday
holiness	fear	0.109	utsvene
notoriety	fear	0.109	notoriety
weight	fear	0.109	uremu
slender	fear	0.100	mutete
undecided	fear	0.098	asina kusarudza
sympathetic	fear	0.097	tsitsi
poise	fear	0.094	poise
case	fear	0.094	case
treat	fear	0.094	kubata
locate	fear	0.094	locate
loyal	fear	0.094	akavimbika
grades	fear	0.094	mamakisi
god	fear	0.094	mwari
helmet	fear	0.094	ngowani
confident	fear	0.094	nechivimbo
counsellor	fear	0.094	chipangamazano
northeast	fear	0.088	kuchamhembe kwakadziva kumabvazuva
graduation	fear	0.078	kupedza chikoro
compassion	fear	0.078	tsitsi
nurture	fear	0.078	kurera
graded	fear	0.075	graded
mum	fear	0.070	mhamha
infant	fear	0.067	mucheche
journey	fear	0.062	rwendo
parade	fear	0.062	parade
gradschool	fear	0.062	gradschool
civilian	fear	0.062	asiri varwi
cloudiness	fear	0.062	cloudiness
cash	fear	0.062	cash
civilians	fear	0.062	vanhuwo zvavo
guidelines	fear	0.062	nhungamiro
soulmate	fear	0.062	soulmate
youth	fear	0.062	youth
opera	fear	0.057	opera
synonymous	fear	0.056	zvakafanana
honest	fear	0.047	kutendeka
praying	fear	0.047	vachinyengetera
intelligence	fear	0.038	njere
volunteer	fear	0.031	volunteer
romance	fear	0.031	romance
lines	fear	0.031	mitsetse
obey	fear	0.016	teerera
happiest	joy	0.986	mufaro mukuru
happiness	joy	0.984	mufaro
bliss	joy	0.971	mufaro
celebrating	joy	0.970	kupemberera
jubilant	joy	0.969	jubilant
ecstatic	joy	0.954	ecstatic
elation	joy	0.944	elation
beaming	joy	0.938	kupenya
bestdayever	joy	0.938	bestdayever
loveee	joy	0.932	loveee
celebration	joy	0.929	mhemberero
awesomeness	joy	0.926	kutyisa
joy	joy	0.924	mufaro
joyous	joy	0.922	joyous
fabulous	joy	0.922	zvakanaka
happily	joy	0.922	nomufaro
excitement	joy	0.922	mufaro
exuberance	joy	0.922	kufara
makesmehappy	joy	0.922	inoita kuti ndifare
euphoria	joy	0.922	euphoria
lovee	joy	0.920	lovee
gratitude	joy	0.914	kutenda
happydance	joy	0.912	happydance
merriment	joy	0.912	mufaro
spectacular	joy	0.912	zvinoshamisa
overjoyed	joy	0.909	kufara zvikuru
purebliss	joy	0.909	purebliss
triumphant	joy	0.907	kukunda
ecstasy	joy	0.906	ecstasy
lovelovelove	joy	0.906	lovelovelove
cheerful	joy	0.906	kufara
cheer	joy	0.897	cheer
elated	joy	0.894	kufara
peaceofmind	joy	0.891	peaceofmind
jolly	joy	0.891	jolly
delighted	joy	0.891	kufara
lovethis	joy	0.891	lovethis
excitation	joy	0.891	excitation
exhilaration	joy	0.891	kufara
pleasures	joy	0.891	mafaro
laugh	joy	0.891	seka
marvelously	joy	0.881	zvinoshamisa
loving	joy	0.879	rudo
joyful	joy	0.879	mufaro
blissful	joy	0.879	blissful
outstanding	joy	0.879	outstanding
pleasurable	joy	0.877	zvinofadza
lovinglife	joy	0.875	rudo upenyu
enthusiastic	joy	0.875	ane shungu
glee	joy	0.875	glee
iloveher	joy	0.875	iloveher
yaaaay	joy	0.875	yaaaay
overthemoon	joy	0.875	overthemoon
happyplace	joy	0.875	happyplace
sohappy	joy	0.868	kufara
superb	joy	0.864	superb
woohoo	joy	0.864	woohoo
laughing	joy	0.864	vachiseka
wonderful	joy	0.863	zvinoshamisa
hooray	joy	0.859	hooray
loved	joy	0.859	kudiwa
tearsofjoy	joy	0.859	misodziofjoy
hallelujah	joy	0.859	Hareruya
magnificent	joy	0.859	magnificent
glory	joy	0.859	mbiri
ilovechristmas	joy	0.859	ilovechristmas
brilliant	joy	0.859	brilliant
celebrated	joy	0.859	kupembererwa
cheering	joy	0.859	kufara
yayyyy	joy	0.859	yayyyy
heavenly	joy	0.853	zvekudenga
exciting	joy	0.853	zvinofadza
thrilled	joy	0.851	kufara
mademyday	joy	0.848	mademyday
hohoho	joy	0.845	hohoho
celebrate	joy	0.844	celebrate
wonderfully	joy	0.844	zvinoshamisa
blessing	joy	0.844	chikomborero
favoriteholiday	joy	0.844	favoriteholiday
paradise	joy	0.833	paradhiso
marvellous	joy	0.833	zvinoshamisa
festive	joy	0.833	festive
sweetness	joy	0.833	kutapira
blessed	joy	0.833	akaropafadzwa
celebrations	joy	0.833	mhemberero
compliment	joy	0.831	compliment
smiling	joy	0.828	vachinyemwerera
allsmiles	joy	0.828	allsmiles
love	joy	0.828	rudo
enchanting	joy	0.828	enchanting
homesweethome	joy	0.826	kumba kunotapira kumba
thankyougod	joy	0.824	thankyougod
marvelous	joy	0.824	zvinoshamisa
laughter	joy	0.824	kuseka
goodmood	joy	0.819	goodmood
goodness	joy	0.818	kunaka
excellence	joy	0.818	kunaka
sensational	joy	0.818	sensational
joys	joy	0.818	mufaro
delightful	joy	0.818	zvinofadza
excited	joy	0.818	kufara
rejoicing	joy	0.818	vachifara
happyheart	joy	0.818	mufaro moyo
celebratory	joy	0.818	celebratory
greatful	joy	0.816	greatful
jovial	joy	0.814	jovial
rejoice	joy	0.812	farai
splendid	joy	0.812	splendid
enjoy	joy	0.812	enjoy
smiley	joy	0.812	smiley
glorious	joy	0.812	kubwinya
victorious	joy	0.812	anokunda
lovemaking	joy	0.812	kuita rudo
bonanza	joy	0.812	bonanza
greatday	joy	0.812	zuva guru
excellent	joy	0.812	zvakanakisa
goodtimes	joy	0.811	nguva dzakanaka
whatmakesmesmile	joy	0.811	whatmakesmesmile
happyday	joy	0.809	zuva rekufara
myfavorite	joy	0.804	myfavorite
thankyoulord	joy	0.803	thankyoulord
gladness	joy	0.803	mufaro
yayyy	joy	0.803	yayyy
yeahhhh	joy	0.803	yeahhh
pleasure	joy	0.803	mufaro
giggle	joy	0.802	seka
happier	joy	0.797	kufara
lovemylife	joy	0.797	lovemylife
magnificence	joy	0.797	magnificence
happytweet	joy	0.797	happytweet
lovinlife	joy	0.797	lovinlife
yesss	joy	0.797	yesss
dancing	joy	0.797	kutamba
success	joy	0.797	kubudirira
grateful	joy	0.789	kuonga
amuse	joy	0.788	amuse
splendor	joy	0.788	kubwinya
happy	joy	0.788	kufara
fun	joy	0.788	mafaro
giggling	joy	0.781	kuseka
glad	joy	0.781	kufara
glorify	joy	0.781	rumbidzai
radiant	joy	0.781	inopenya
beautiful	joy	0.781	runako
solucky	joy	0.781	solucky
sothankful	joy	0.781	sothankful
enchanted	joy	0.781	enchanted
romance	joy	0.779	romance
perfection	joy	0.779	kukwana
christmassy	joy	0.779	kisimusi
heavens	joy	0.779	matenga
thrilling	joy	0.776	zvinofadza
lovable	joy	0.773	zvinodikanwa
congrats	joy	0.773	makorokoto
fiesta	joy	0.773	fiesta
entertain	joy	0.773	entertain
happyvalentinesday	joy	0.773	happyvalentinesday
miraculous	joy	0.773	zvinoshamisa
cheers	joy	0.773	Mufaro
cheered	joy	0.773	cheered
positivity	joy	0.773	positivity
funday	joy	0.772	funday
enjoying	joy	0.771	kufara
lifeisgood	joy	0.766	hupenyu hwakanaka
amused	joy	0.766	amused
goodfeeling	joy	0.766	goodfeeling
christmasspirit	joy	0.766	kisimusi
cuddling	joy	0.766	kugumhana
smiles	joy	0.766	nyemwerero
sosweet	joy	0.766	kutapirisa
thebest	joy	0.766	zvakanakisa
party	joy	0.765	party
delight	joy	0.765	mufaro
orgasm	joy	0.765	orgasm
positive	joy	0.761	positive
sweetheart	joy	0.758	mudiwa
enlighten	joy	0.758	enlighten
cheerfulness	joy	0.758	kufara
miracles	joy	0.758	zvishamiso
giddy	joy	0.757	giddy
christmastime	joy	0.757	nguva yekisimusi
gratify	joy	0.750	fadza
greatness	joy	0.750	ukuru
friendliness	joy	0.750	ushamwari
blessings	joy	0.750	maropafadzo
laughs	joy	0.750	anoseka
tistheseason	joy	0.750	titheseason
smile	joy	0.750	nyemwerero
pleasing	joy	0.750	zvinofadza
romantic	joy	0.750	romantic
happyholidays	joy	0.750	Zororo rinofadza
frolic	joy	0.748	frolic
jubilee	joy	0.742	jubheri
miracle	joy	0.742	chishamiso
enthusiasm	joy	0.742	shungu
selflove	joy	0.742	selflove
triumph	joy	0.742	kukunda
magical	joy	0.742	zvemashiripiti
rewarding	joy	0.742	zvinopa mubayiro
goodvibes	joy	0.742	manyuku nyuku
positiveenergy	joy	0.742	positiveenergy
feelgood	joy	0.736	kunzwa zvakanaka
prosperity	joy	0.735	kubudirira
behappy	joy	0.734	fara
admiration	joy	0.734	kuyemura
passionate	joy	0.734	passionate
goodday	joy	0.734	zuva rakanaka
luxurious	joy	0.734	zvoumbozha
tgif	joy	0.734	tgif
victory	joy	0.734	kukunda
feelinggood	joy	0.734	kunzwa zvakanaka
enchant	joy	0.734	enchant
greatnight	joy	0.734	husiku hwakanaka
vivacious	joy	0.734	vivacious
glorification	joy	0.733	kukudzwa
sing	joy	0.729	sing
glowing	joy	0.729	kupenya
yessss	joy	0.728	yesss
fulfillment	joy	0.728	kuzadzikiswa
breathtaking	joy	0.728	zvinofema
thankful	joy	0.727	tenda
cheery	joy	0.727	cheery
santa	joy	0.727	santa
hurrah	joy	0.727	hurray
christmasbreak	joy	0.727	kisimusi
win	joy	0.727	win
atpeace	joy	0.727	rugare
award	joy	0.727	mubayiro
merry	joy	0.727	kufara
inspiration	joy	0.725	kufemerwa
radiance	joy	0.725	kupenya
pleased	joy	0.725	kufara
uplift	joy	0.723	simudza
optimistic	joy	0.723	vane tariro
heaven	joy	0.721	kudenga
lucky	joy	0.721	rombo rakanaka
godisgreat	joy	0.721	Mwari vakanaka
holidays	joy	0.721	mazororo
thrill	joy	0.721	thrill
congratulatory	joy	0.719	makorokoto
thriving	joy	0.719	kubudirira
amusement	joy	0.719	amusement
perfect	joy	0.719	zvakakwana
lover	joy	0.719	mudiwa
xmas	joy	0.719	xmas
heartfelt	joy	0.719	zvichibva pamwoyo
utopian	joy	0.719	utopian
lovely	joy	0.719	lovely
harmony	joy	0.719	kuwirirana
praising	joy	0.719	vachirumbidza
brighten	joy	0.719	penya
luckiest	joy	0.712	luckiest
merrychristmas	joy	0.712	kisimusi yakanaka
magic	joy	0.712	magic
achievement	joy	0.712	kubudirira
yay	joy	0.712	yay
holiday	joy	0.712	holiday
treasures	joy	0.712	pfuma
luxury	joy	0.712	luxury
bestfeeling	joy	0.712	bestfeeling
intimate	joy	0.710	intimate
soblessed	joy	0.706	soblessed
yaaay	joy	0.706	yaaay
rave	joy	0.706	rave
chuckle	joy	0.706	chuckle
proud	joy	0.704	kuzvikudza
winning	joy	0.703	kukunda
cherish	joy	0.703	koshesa
goodnews	joy	0.703	Nhau dzakanaka
fuckyeah	joy	0.703	fuckyah
optimism	joy	0.703	tariro
amazingly	joy	0.703	zvinoshamisa
lovelife	joy	0.703	hupenyu hwerudo
truelove	joy	0.703	rudo rwechokwadi
beautification	joy	0.703	runako
satisfying	joy	0.703	zvinogutsa
appreciates	joy	0.703	thanks
cuddled	joy	0.703	cuddled
goodlife	joy	0.703	hupenyu hwakanaka
gooood	joy	0.703	gooood
sweetest	joy	0.703	sweetest
yaay	joy	0.700	yaay
entertained	joy	0.700	kuvaraidzwa
excite	joy	0.697	excite
newbeginnings	joy	0.693	newbeginnings
praisejesus	joy	0.691	rumbidzai Jesu
birthday	joy	0.691	bhavhdhe
greatfriends	joy	0.688	shamwari huru
adoration	joy	0.688	kunamata
godsend	joy	0.688	godsend
favorite	joy	0.688	favorite
content	joy	0.688	content
entertaining	joy	0.688	kuvaraidza
honored	joy	0.688	kukudzwa
metime	joy	0.688	nguva
exquisite	joy	0.688	exquisite
holidayseason	joy	0.688	holidayseason
thankyoujesus	joy	0.688	thankyoujesus
angelic	joy	0.688	ngirozi
goodhealth	joy	0.682	hutano hwakanaka
majestic	joy	0.682	majestic
luscious	joy	0.682	luscious
memoriesiwontforget	joy	0.682	ndangariroiwontforget
bestfriends	joy	0.682	shamwari dzepamoyo
precious	joy	0.682	inokosha
appreciated	joy	0.682	kuongwa
exaltation	joy	0.682	kukwidziridzwa
smiled	joy	0.682	akanyemwerera
brightens	joy	0.682	inopenya
tranquility	joy	0.679	runyararo
marry	joy	0.676	kuroora
embrace	joy	0.676	kumbundira
positively	joy	0.676	zvakanaka
grin	joy	0.672	grin
hug	joy	0.672	hug
hilarious	joy	0.672	hilarious
dearest	joy	0.672	dearest
contentment	joy	0.672	kugutsikana
accomplished	joy	0.672	accomplished
relaxation	joy	0.672	kuzorora
bday	joy	0.672	bday
enliven	joy	0.672	enliven
weeeee	joy	0.672	weeeee
giggles	joy	0.672	giggles
fulfilled	joy	0.667	kuzadzikiswa
bountiful	joy	0.667	zvakawanda
victor	joy	0.667	mukundi
adore	joy	0.667	adore
boisterous	joy	0.667	bosterous
fulfill	joy	0.664	zadzisa
cuddles	joy	0.662	cuddles
prosperous	joy	0.660	kubudirira
appreciation	joy	0.656	kuonga
serenity	joy	0.656	runyararo
happynewyear	joy	0.656	goredzva rakanaka
humor	joy	0.656	kuseka
satisfy	joy	0.656	gutsa
besties	joy	0.656	besties
encouraged	joy	0.656	kukurudzira
captivate	joy	0.656	captivate
christmaseve	joy	0.656	kisimusi
glow	joy	0.656	kupenya
romanticism	joy	0.656	romanticism
innerpeace	joy	0.656	rugare
pleasant	joy	0.656	zvinofadza
praises	joy	0.652	kurumbidza
abundance	joy	0.652	kuwanda
fortunes	joy	0.652	fortunes
engaged	joy	0.652	engaged
praised	joy	0.652	akarumbidza
relaxing	joy	0.652	kuzorora
treasure	joy	0.652	pfuma
satisfaction	joy	0.652	kugutsikana
nothingbetter	joy	0.647	hapana chiri nani
affection	joy	0.647	rudo
relieved	joy	0.647	kurerukirwa
complement	joy	0.647	mubatsiri
carnival	joy	0.643	carnival
priceless	joy	0.641	inokosha
uplifting	joy	0.641	zvinosimudzira
sensuality	joy	0.641	sensuality
saintly	joy	0.641	mutsvene
champion	joy	0.641	shasha
thanksgiving	joy	0.641	kuvonga
harmoniously	joy	0.641	nokubatana
wedding	joy	0.641	muchato
achieve	joy	0.641	achieve
divine	joy	0.641	zvoumwari
jackpot	joy	0.641	jackpot
honeymoon	joy	0.636	honeymoon
exalt	joy	0.636	exalt
twinkle	joy	0.636	twinkle
comforting	joy	0.636	kunyaradza
felicity	joy	0.636	felicity
peaceful	joy	0.636	rugare
climax	joy	0.636	climax
winner	joy	0.636	mukundi
reverie	joy	0.636	reverie
yayy	joy	0.636	yayy
cuddle	joy	0.636	cuddle
xoxo	joy	0.634	xoxo
stargazing	joy	0.625	vachitarisa nyeredzi
festival	joy	0.625	mutambo
sweet	joy	0.625	kutapira
generosity	joy	0.625	rupo
brighter	joy	0.625	kupenya
praisegod	joy	0.625	praisegod
gorgeous	joy	0.625	kunaka
hearts	joy	0.625	mwoyo
amusing	joy	0.625	amusing
fondness	joy	0.625	fondness
snuggling	joy	0.625	snuggling
reward	joy	0.625	mubayiro
sex	joy	0.622	sex
kind	joy	0.621	mutsa
genial	joy	0.621	genial
parade	joy	0.621	parade
applause	joy	0.621	kuombera maoko
beauty	joy	0.621	runako
fulfilling	joy	0.618	kuzadzisa
aspiring	joy	0.618	shuwa
newlife	joy	0.618	hupenyu hutsva
godbless	joy	0.616	mwari komborera
virtuous	joy	0.613	virtuous
kiss	joy	0.610	kiss
christmas	joy	0.609	Kisimusi
rainbows	joy	0.609	miraraungu
elegance	joy	0.609	kunaka
generous	joy	0.609	ane rupo
super	joy	0.609	super
playful	joy	0.609	kutamba
enlightenment	joy	0.609	kuvhenekerwa
praiseworthy	joy	0.609	zvinorumbidzwa
awards	joy	0.609	mibayiro
adorable	joy	0.609	anoyevedza
rekindle	joy	0.609	rekindle
winnings	joy	0.609	winnings
independence	joy	0.607	kuzvimiririra
amour	joy	0.607	rudo
kindness	joy	0.606	mutsa
surprises	joy	0.606	zvinoshamisa
heheh	joy	0.606	heheh
hilarity	joy	0.606	hilarity
wonder	joy	0.606	hameno
freely	joy	0.606	pachena
successful	joy	0.606	kubudirira
inspired	joy	0.606	kufemerwa
onelove	joy	0.606	rudo rumwe
whimsical	joy	0.603	whimsical
entertainment	joy	0.603	varaidzo
passion	joy	0.603	chido
stressfree	joy	0.601	stressfree
beautify	joy	0.601	shongedza
sunrise	joy	0.600	kubuda kwezuva
godisgood	joy	0.597	godisgood
goodmusic	joy	0.594	goodmusic
revere	joy	0.594	revere
whoo	joy	0.594	whoo
fanfare	joy	0.594	fanfare
inspire	joy	0.594	kurudzira
angel	joy	0.594	ngirozi
thankgod	joy	0.594	thankgod
goodies	joy	0.594	goodies
jesus	joy	0.594	Jesu
accomplishment	joy	0.594	kubudirira
snuggled	joy	0.594	snuggled
peacefully	joy	0.594	norugare
flirt	joy	0.594	flirt
friendship	joy	0.591	ushamwari
singing	joy	0.591	kuimba
heroic	joy	0.591	heroic
exalted	joy	0.591	kumusoro
fortune	joy	0.591	rombo rakanaka
highest	joy	0.591	yepamusorosoro
summer	joy	0.591	chirimo
contented	joy	0.588	kugutsikana
rollicking	joy	0.588	rollicking
overflowing	joy	0.588	kufashukira
woot	joy	0.588	woot
accolade	joy	0.586	accolade
hope	joy	0.586	tariro
cozy	joy	0.583	cozy
delicious	joy	0.579	zvinonaka
raving	joy	0.578	raving
thelife	joy	0.578	upenyu
darling	joy	0.578	mudiwa
sensuous	joy	0.578	sensuous
picturesque	joy	0.578	picturesque
friendly	joy	0.578	ushamwari
everlasting	joy	0.578	nokusingaperi
praise	joy	0.578	rumbidzai
ambition	joy	0.578	vavariro
sparkle	joy	0.577	penya
sensual	joy	0.576	zvenyama
peace	joy	0.576	rugare
flattering	joy	0.576	kubata kumeso
grace	joy	0.576	Nyasha
luckygirl	joy	0.576	luckygirl
heroism	joy	0.576	ugamba
succeeding	joy	0.576	kubudirira
yeahhh	joy	0.576	yeahhh
special	joy	0.574	special
livelife	joy	0.574	Rarama hupenyu
tantalizing	joy	0.572	tantalizing
pumped	joy	0.567	pumped
yey	joy	0.562	yey
surprise	joy	0.562	kushamisika
sunny	joy	0.562	sunny
prevail	joy	0.562	kukunda
revels	joy	0.562	revels
humorous	joy	0.562	zvinosetsa
sweets	joy	0.562	zvihwitsi
liking	joy	0.562	kufarira
admirable	joy	0.562	zvinoyemurika
superstar	joy	0.562	superstar
relax	joy	0.562	zorora
prosper	joy	0.562	kubudirira
hero	joy	0.562	hero
hugs	joy	0.562	hugs
worthwhile	joy	0.562	zvakakosha
newyear	joy	0.561	goredzva
tenderness	joy	0.561	unyoro
bless	joy	0.561	ropafadzai
favorable	joy	0.561	yakanaka
freedom	joy	0.561	rusununguko
masterpiece	joy	0.561	unyanzvi
dreams	joy	0.559	hope
hopeful	joy	0.559	tariro
home	joy	0.559	kumba
cruising	joy	0.556	cruising
gracias	joy	0.554	gracias
faithfulness	joy	0.553	kutendeka
eagerness	joy	0.552	shungu
closeness	joy	0.552	pedyo
sunshine	joy	0.551	kupenya kwezuva
comfy	joy	0.551	comfy
vacation	joy	0.547	vacation
celestial	joy	0.547	zvekudenga
good	joy	0.547	kugona
elite	joy	0.547	elite
illuminate	joy	0.547	vhenekera
confidence	joy	0.547	chivimbo
mistletoe	joy	0.547	mistletoe
daughter	joy	0.547	mwanasikana
lifted	joy	0.547	kusimudzwa
goodmorning	joy	0.547	mangwani akanaka
zeal	joy	0.547	shungu
gifts	joy	0.547	zvipo
gift	joy	0.547	chipo
astonishment	joy	0.547	kushamisika
heart	joy	0.547	mwoyo
completion	joy	0.547	kupera
bonus	joy	0.547	bhonasi
charmed	joy	0.546	charmed
dance	joy	0.545	kutamba
sublime	joy	0.545	sublime
recreation	joy	0.545	varaidzo
encouragement	joy	0.545	kurudziro
god	joy	0.545	mwari
gush	joy	0.545	gush
freshstart	joy	0.544	freshstart
free	joy	0.544	vakasununguka
savior	joy	0.543	muponesi
sanctuary	joy	0.541	nzvimbo tsvene
grandchildren	joy	0.540	vazukuru
wellness	joy	0.537	hutano
revel	joy	0.534	revel
music	joy	0.531	music
fab	joy	0.531	fab
bridal	joy	0.531	muroora
soar	joy	0.531	soar
alive	joy	0.531	mupenyu
money	joy	0.531	mari
soothing	joy	0.531	zvinozorodza
serene	joy	0.531	serene
holiness	joy	0.531	utsvene
inspirational	joy	0.531	zvinokurudzira
matrimony	joy	0.531	matrimony
dayoff	joy	0.531	dayoff
savor	joy	0.531	savour
vitality	joy	0.531	simba
confident	joy	0.531	nechivimbo
firstborn	joy	0.531	dangwe
rainbow	joy	0.531	murarabungu
liberation	joy	0.531	rusununguko
elegant	joy	0.530	elegant
mastery	joy	0.530	mastery
glimmer	joy	0.530	glimmer
illumination	joy	0.530	kuvhenekera
blossom	joy	0.530	maruva
warmth	joy	0.530	kudziya
welcomed	joy	0.530	kugamuchirwa
treat	joy	0.529	kubata
faithful	joy	0.529	akatendeka
snuggles	joy	0.522	snuggles
laurels	joy	0.521	laurels
commendable	joy	0.519	zvinorumbidzwa
succeed	joy	0.516	kubudirira
jingle	joy	0.516	jingle
zest	joy	0.516	zest
noschool	joy	0.516	noschool
brotherly	joy	0.516	hama
silly	joy	0.516	silly
abundant	joy	0.516	abundant
fancy	joy	0.516	fancy
resplendent	joy	0.516	resplendent
strengthening	joy	0.516	kusimbisa
presents	joy	0.516	presents
pride	joy	0.516	kudada
almighty	joy	0.516	wamasimba ose
powerful	joy	0.516	simba
aspire	joy	0.516	aspire
remarkable	joy	0.516	zvinoshamisa
greeted	joy	0.516	akakwazisa
thanking	joy	0.515	kutenda
cutie	joy	0.515	cutie
kudos	joy	0.515	kudos
therapeutic	joy	0.515	kurapa
zen	joy	0.515	zen
coronation	joy	0.515	coronation
complete	joy	0.515	yakakwana
shining	joy	0.515	kupenya
spirit	joy	0.515	mweya
princely	joy	0.515	muchinda
vivid	joy	0.515	Vivid
comfort	joy	0.515	comfort
leisure	joy	0.515	zororo
reunited	joy	0.515	kusanganazve
kid	joy	0.515	kid
newme	joy	0.515	newme
payday	joy	0.515	payday
animated	joy	0.515	animated
familytime	joy	0.515	nguva yemhuri
relationship	joy	0.514	ukama
godly	joy	0.514	mwari
marriage	joy	0.514	muchato
daymade	joy	0.514	daymade
spouse	joy	0.507	mudzimai
intimately	joy	0.507	pedyo
respect	joy	0.500	rukudzo
bloom	joy	0.500	bloom
purr	joy	0.500	purr
carefree	joy	0.500	vasina hanya
nature	joy	0.500	nature
encourage	joy	0.500	kukurudzira
soulful	joy	0.500	mweya
refreshed	joy	0.500	zorodza
family	joy	0.500	mhuri
gem	joy	0.500	gem
meritorious	joy	0.500	meritorious
achieved	joy	0.500	kubudirira
motherhood	joy	0.500	humai
holyspirit	joy	0.500	mweya mutsvene
surreal	joy	0.500	surreal
