English Word	Emotion	Emotion-Intensity-Score	Javanese Word
confidence	fear	0.109	kapercayan
bigday	fear	0.109	dina gedhe
holiness	fear	0.109	kasucian
notoriety	fear	0.109	kesuwur
weight	fear	0.109	bobot
slender	fear	0.100	langsing
undecided	fear	0.098	ora mutusake
sympathetic	fear	0.097	simpatik
poise	fear	0.094	poise
case	fear	0.094	kasus
treat	fear	0.094	nambani
locate	fear	0.094	nemokake
loyal	fear	0.094	setia
grades	fear	0.094	biji
god	fear	0.094	Pengeran
helmet	fear	0.094	helm
confident	fear	0.094	manteb ing ati
counsellor	fear	0.094	penasehat
northeast	fear	0.088	timur laut
graduation	fear	0.078	wisuda
compassion	fear	0.078	welas asih
nurture	fear	0.078	nurture
graded	fear	0.075	dirating
mum	fear	0.070	mbok
infant	fear	0.067	bayi
journey	fear	0.062	lelampahan
parade	fear	0.062	arakan
gradschool	fear	0.062	lulusan sekolah
civilian	fear	0.062	sipil
cloudiness	fear	0.062	mendhung
cash	fear	0.062	awis
civilians	fear	0.062	warga sipil
guidelines	fear	0.062	pedoman
soulmate	fear	0.062	jodoh
youth	fear	0.062	mudha
opera	fear	0.057	opera
synonymous	fear	0.056	sinonim
honest	fear	0.047	jujur
praying	fear	0.047	ndedonga
intelligence	fear	0.038	intelijen
volunteer	fear	0.031	sukarelawan
romance	fear	0.031	asmara
lines	fear	0.031	baris
obey	fear	0.016	manut
happiest	joy	0.986	paling seneng
happiness	joy	0.984	rasa seneng
bliss	joy	0.971	kabegjan
celebrating	joy	0.970	ngrayakake
jubilant	joy	0.969	bungah
ecstatic	joy	0.954	bungah banget
elation	joy	0.944	kasenengan
beaming	joy	0.938	sumringah
bestdayever	joy	0.938	bestdayever
loveee	joy	0.932	loveee
celebration	joy	0.929	pahargyan
awesomeness	joy	0.926	kekaguman
joy	joy	0.924	kabungahan
joyous	joy	0.922	bungah-bungah
fabulous	joy	0.922	apik tenan
happily	joy	0.922	kanthi seneng
excitement	joy	0.922	kasenengan
exuberance	joy	0.922	exuberance
makesmehappy	joy	0.922	gawe seneng
euphoria	joy	0.922	euforia
lovee	joy	0.920	sayange
gratitude	joy	0.914	panuwun
happydance	joy	0.912	happydance
merriment	joy	0.912	kesenengan
spectacular	joy	0.912	spektakuler
overjoyed	joy	0.909	bungah banget
purebliss	joy	0.909	purebliss
triumphant	joy	0.907	kamenangan
ecstasy	joy	0.906	ekstasi
lovelovelove	joy	0.906	tresna tresna
cheerful	joy	0.906	ceria
cheer	joy	0.897	surak-surak
elated	joy	0.894	bungah-bungah
peaceofmind	joy	0.891	katentreman atine
jolly	joy	0.891	bungah
delighted	joy	0.891	remen
lovethis	joy	0.891	tresna iki
excitation	joy	0.891	kasenengan
exhilaration	joy	0.891	kasenengan
pleasures	joy	0.891	kesenengan
laugh	joy	0.891	ngguyu
marvelously	joy	0.881	apik tenan
loving	joy	0.879	tresna
joyful	joy	0.879	bungah-bungah
blissful	joy	0.879	rahayu
outstanding	joy	0.879	pinunjul
pleasurable	joy	0.877	nyenengake
lovinglife	joy	0.875	lovinglife
enthusiastic	joy	0.875	semangat
glee	joy	0.875	bungah-bungah
iloveher	joy	0.875	aku tresno marang wong kui
yaaaay	joy	0.875	yaaaa
overthemoon	joy	0.875	overthemoon
happyplace	joy	0.875	papan seneng
sohappy	joy	0.868	seneng
superb	joy	0.864	paling apik
woohoo	joy	0.864	woohoo
laughing	joy	0.864	ngguyu
wonderful	joy	0.863	apik tenan
hooray	joy	0.859	hore
loved	joy	0.859	ditresnani
tearsofjoy	joy	0.859	tearsofjoy
hallelujah	joy	0.859	Haleluya
magnificent	joy	0.859	nggumunake
glory	joy	0.859	kamulyan
ilovechristmas	joy	0.859	natal
brilliant	joy	0.859	sarwa
celebrated	joy	0.859	dirayakake
cheering	joy	0.859	surak-surak
yayyyy	joy	0.859	yayyyy
heavenly	joy	0.853	swarga
exciting	joy	0.853	narik kawigaten
thrilled	joy	0.851	bungah
mademyday	joy	0.848	mademyday
hohoho	joy	0.845	hohoho
celebrate	joy	0.844	ngrameke
wonderfully	joy	0.844	apik tenan
blessing	joy	0.844	berkah
favoriteholiday	joy	0.844	liburan favorit
paradise	joy	0.833	swarga
marvellous	joy	0.833	apik tenan
festive	joy	0.833	riyaya
sweetness	joy	0.833	manise
blessed	joy	0.833	rahayu
celebrations	joy	0.833	pahargyan
compliment	joy	0.831	pujian
smiling	joy	0.828	mesem
allsmiles	joy	0.828	kabeh mesem
love	joy	0.828	tresna
enchanting	joy	0.828	nggumunake
homesweethome	joy	0.826	homesweethome
thankyougod	joy	0.824	matur nuwun
marvelous	joy	0.824	apik tenan
laughter	joy	0.824	ngguyu
goodmood	joy	0.819	lagi bungah
goodness	joy	0.818	kabecikan
excellence	joy	0.818	unggul
sensational	joy	0.818	sensasional
joys	joy	0.818	kabungahan
delightful	joy	0.818	nyenengake
excited	joy	0.818	bungah
rejoicing	joy	0.818	bungah-bungah
happyheart	joy	0.818	seneng ati
celebratory	joy	0.818	pahargyan
greatful	joy	0.816	agung
jovial	joy	0.814	jovial
rejoice	joy	0.812	bungah-bungah
splendid	joy	0.812	apik tenan
enjoy	joy	0.812	sekeca
smiley	joy	0.812	mesem
glorious	joy	0.812	mulya
victorious	joy	0.812	menang
lovemaking	joy	0.812	pacaran
bonanza	joy	0.812	bonanza
greatday	joy	0.812	dina gedhe
excellent	joy	0.812	apik banget
goodtimes	joy	0.811	wektu apik
whatmakesmesmile	joy	0.811	whatmakesmesmile
happyday	joy	0.809	sugeng riyadi
myfavorite	joy	0.804	favoritku
thankyoulord	joy	0.803	matur nuwun
gladness	joy	0.803	kabungahan
yayyy	joy	0.803	yayyy
yeahhhh	joy	0.803	yeahhhh
pleasure	joy	0.803	kesenengan
giggle	joy	0.802	cekikikan
happier	joy	0.797	luwih seneng
lovemylife	joy	0.797	lovemylife
magnificence	joy	0.797	kamulyan
happytweet	joy	0.797	happytweet
lovinlife	joy	0.797	katresnan
yesss	joy	0.797	yesss
dancing	joy	0.797	nari
success	joy	0.797	sukses
grateful	joy	0.789	matur nuwun
amuse	joy	0.788	nyenengake
splendor	joy	0.788	kamulyan
happy	joy	0.788	seneng
fun	joy	0.788	nyenengake
giggling	joy	0.781	cekikikan
glad	joy	0.781	bungah
glorify	joy	0.781	ngluhurake
radiant	joy	0.781	sumringah
beautiful	joy	0.781	ayu
solucky	joy	0.781	solucky
sothankful	joy	0.781	matur nuwun
enchanted	joy	0.781	enchanted
romance	joy	0.779	asmara
perfection	joy	0.779	kasampurnan
christmassy	joy	0.779	natal
heavens	joy	0.779	langit
thrilling	joy	0.776	ngageti
lovable	joy	0.773	ditresnani
congrats	joy	0.773	sugeng rawuh
fiesta	joy	0.773	fiesta
entertain	joy	0.773	nglipur
happyvalentinesday	joy	0.773	happy valentinesday
miraculous	joy	0.773	ajaib
cheers	joy	0.773	surak-surak
cheered	joy	0.773	surak-surak
positivity	joy	0.773	positip
funday	joy	0.772	funday
enjoying	joy	0.771	nglaras
lifeisgood	joy	0.766	urip apik
amused	joy	0.766	gumun
goodfeeling	joy	0.766	perasaan apik
christmasspirit	joy	0.766	roh natal
cuddling	joy	0.766	cuddling
smiles	joy	0.766	mesem
sosweet	joy	0.766	sing manis
thebest	joy	0.766	paling apik
party	joy	0.765	pesta
delight	joy	0.765	bungahaken
orgasm	joy	0.765	orgasme
positive	joy	0.761	positif
sweetheart	joy	0.758	gendhakan
enlighten	joy	0.758	madhangi
cheerfulness	joy	0.758	kasenengan
miracles	joy	0.758	mukjijat
giddy	joy	0.757	pusing
christmastime	joy	0.757	natal
gratify	joy	0.750	marem
greatness	joy	0.750	agung
friendliness	joy	0.750	keramahan
blessings	joy	0.750	berkah
laughs	joy	0.750	ngguyu
tistheseason	joy	0.750	mangsa
smile	joy	0.750	mesem
pleasing	joy	0.750	nyenengke
romantic	joy	0.750	romantis
happyholidays	joy	0.750	happy holidays
frolic	joy	0.748	dolanan
jubilee	joy	0.742	jubile
miracle	joy	0.742	Ajaib
enthusiasm	joy	0.742	semangat
selflove	joy	0.742	tresna marang awake dhewe
triumph	joy	0.742	kamenangan
magical	joy	0.742	gaib
rewarding	joy	0.742	maringi ganjaran
goodvibes	joy	0.742	goodvibes
positiveenergy	joy	0.742	energi positif
feelgood	joy	0.736	krasa penak
prosperity	joy	0.735	kamakmuran
behappy	joy	0.734	seneng
admiration	joy	0.734	kagum
passionate	joy	0.734	semangat
goodday	joy	0.734	sugeng dalu
luxurious	joy	0.734	mewah
tgif	joy	0.734	tgif
victory	joy	0.734	kamenangan
feelinggood	joy	0.734	rasane apik
enchant	joy	0.734	enchant
greatnight	joy	0.734	wengi gedhe
vivacious	joy	0.734	sregep
glorification	joy	0.733	kamulyan
sing	joy	0.729	sing
glowing	joy	0.729	mencorong
yessss	joy	0.728	yessss
fulfillment	joy	0.728	kasenengan
breathtaking	joy	0.728	narik ati
thankful	joy	0.727	matur nuwun
cheery	joy	0.727	bungah
santa	joy	0.727	santa
hurrah	joy	0.727	hore
christmasbreak	joy	0.727	natal
win	joy	0.727	menang
atpeace	joy	0.727	ayem tentrem
award	joy	0.727	penghargaan
merry	joy	0.727	bungah-bungah
inspiration	joy	0.725	inspirasi
radiance	joy	0.725	sinartan
pleased	joy	0.725	seneng
uplift	joy	0.723	ngangkat
optimistic	joy	0.723	optimistis
heaven	joy	0.721	swarga
lucky	joy	0.721	begja
godisgreat	joy	0.721	apik tenan
holidays	joy	0.721	preian
thrill	joy	0.721	thrill
congratulatory	joy	0.719	sugeng rawuh
thriving	joy	0.719	ngrembaka
amusement	joy	0.719	hiburan
perfect	joy	0.719	sempurno
lover	joy	0.719	kekasih
xmas	joy	0.719	natal
heartfelt	joy	0.719	ati-ati
utopian	joy	0.719	utopia
lovely	joy	0.719	apik tenan
harmony	joy	0.719	harmoni
praising	joy	0.719	ngalem
brighten	joy	0.719	padhang
luckiest	joy	0.712	paling begja
merrychristmas	joy	0.712	sugeng natal
magic	joy	0.712	sihir
achievement	joy	0.712	prestasi
yay	joy	0.712	yay
holiday	joy	0.712	preian
treasures	joy	0.712	bandha
luxury	joy	0.712	kemewahan
bestfeeling	joy	0.712	raos paling apik
intimate	joy	0.710	intim
soblessed	joy	0.706	soblessed
yaaay	joy	0.706	yaaa
rave	joy	0.706	ngelem
chuckle	joy	0.706	ngguyu
proud	joy	0.704	bangga
winning	joy	0.703	menang
cherish	joy	0.703	ngurmati
goodnews	joy	0.703	kabar apik
fuckyeah	joy	0.703	jebule
optimism	joy	0.703	optimisme
amazingly	joy	0.703	apik tenan
lovelife	joy	0.703	katresnan
truelove	joy	0.703	tresna sejati
beautification	joy	0.703	kaendahan
satisfying	joy	0.703	marem
appreciates	joy	0.703	ngapresiasi
cuddled	joy	0.703	dirangkul
goodlife	joy	0.703	urip apik
gooood	joy	0.703	gooood
sweetest	joy	0.703	paling manis
yaay	joy	0.700	yay
entertained	joy	0.700	nglipur
excite	joy	0.697	gawe bungah
newbeginnings	joy	0.693	wiwitan anyar
praisejesus	joy	0.691	puji Gusti
birthday	joy	0.691	ulang tahun
greatfriends	joy	0.688	kanca gedhe
adoration	joy	0.688	pemujaan
godsend	joy	0.688	kanugrahan
favorite	joy	0.688	favorit
content	joy	0.688	isi
entertaining	joy	0.688	nglipur
honored	joy	0.688	diajeni
metime	joy	0.688	metime
exquisite	joy	0.688	kepileh
holidayseason	joy	0.688	mangsa liburan
thankyoujesus	joy	0.688	matur nuwun Gusti Yesus
angelic	joy	0.688	angelic
goodhealth	joy	0.682	sehat wal afiat
majestic	joy	0.682	agung
luscious	joy	0.682	enak-enak
memoriesiwontforget	joy	0.682	kenangan ora bakal lali
bestfriends	joy	0.682	kanca kanca
precious	joy	0.682	larang regane
appreciated	joy	0.682	ngormati
exaltation	joy	0.682	kaluhuran
smiled	joy	0.682	mesem
brightens	joy	0.682	padhang
tranquility	joy	0.679	katentreman
marry	joy	0.676	omah-omah
embrace	joy	0.676	ngrangkul
positively	joy	0.676	kanthi positif
grin	joy	0.672	nyengir
hug	joy	0.672	ngrangkul
hilarious	joy	0.672	gumuyu
dearest	joy	0.672	sing paling ditresnani
contentment	joy	0.672	kasenengan
accomplished	joy	0.672	rampung
relaxation	joy	0.672	relaksasi
bday	joy	0.672	bday
enliven	joy	0.672	nguri-uri
weeeee	joy	0.672	weeeee
giggles	joy	0.672	cekikikan
fulfilled	joy	0.667	kawujud
bountiful	joy	0.667	lubèr
victor	joy	0.667	menang
adore	joy	0.667	sujud
boisterous	joy	0.667	rame
fulfill	joy	0.664	nepaki
cuddles	joy	0.662	cuddles
prosperous	joy	0.660	makmur
appreciation	joy	0.656	apresiasi
serenity	joy	0.656	katentreman
happynewyear	joy	0.656	selamat tahun baru
humor	joy	0.656	humor
satisfy	joy	0.656	gawe marem
besties	joy	0.656	kanca-kanca
encouraged	joy	0.656	diwanti-wanti
captivate	joy	0.656	nggumunake
christmaseve	joy	0.656	bengi Natal
glow	joy	0.656	sumunar
romanticism	joy	0.656	romantisme
innerpeace	joy	0.656	katentreman
pleasant	joy	0.656	nyenengake
praises	joy	0.652	pujian
abundance	joy	0.652	turah mbrawah
fortunes	joy	0.652	rejeki
engaged	joy	0.652	tunangan
praised	joy	0.652	ngalem
relaxing	joy	0.652	sayah
treasure	joy	0.652	bandha
satisfaction	joy	0.652	kepuasan
nothingbetter	joy	0.647	boten langkung sae
affection	joy	0.647	tresno
relieved	joy	0.647	lega
complement	joy	0.647	ngompliti
carnival	joy	0.643	karnaval
priceless	joy	0.641	larang regane
uplifting	joy	0.641	uplifting
sensuality	joy	0.641	sensualitas
saintly	joy	0.641	suci
champion	joy	0.641	juara
thanksgiving	joy	0.641	panuwun
harmoniously	joy	0.641	kanthi harmonis
wedding	joy	0.641	manten
achieve	joy	0.641	entuk
divine	joy	0.641	gaib
jackpot	joy	0.641	jackpot
honeymoon	joy	0.636	bulan madu
exalt	joy	0.636	ngluhurake
twinkle	joy	0.636	kelip-kelip
comforting	joy	0.636	nglipur
felicity	joy	0.636	kesenengan
peaceful	joy	0.636	tentrem
climax	joy	0.636	klimaks
winner	joy	0.636	juara
reverie	joy	0.636	lamunan
yayy	joy	0.636	yayy
cuddle	joy	0.636	ngrangkul
xoxo	joy	0.634	xoxo
stargazing	joy	0.625	nyawang lintang
festival	joy	0.625	festival
sweet	joy	0.625	manis
generosity	joy	0.625	loman
brighter	joy	0.625	luwih padhang
praisegod	joy	0.625	puji
gorgeous	joy	0.625	nggantheng
hearts	joy	0.625	ati
amusing	joy	0.625	nyenengake
fondness	joy	0.625	kesenengan
snuggling	joy	0.625	snuggling
reward	joy	0.625	ganjaran
sex	joy	0.622	jinis
kind	joy	0.621	jenis
genial	joy	0.621	genial
parade	joy	0.621	arakan
applause	joy	0.621	keplok
beauty	joy	0.621	kaendahan
fulfilling	joy	0.618	ngebaki
aspiring	joy	0.618	kepinginan
newlife	joy	0.618	panguripan anyar
godbless	joy	0.616	Gusti mberkahi
virtuous	joy	0.613	berbudi luhur
kiss	joy	0.610	ngambung
christmas	joy	0.609	natal
rainbows	joy	0.609	pelangi
elegance	joy	0.609	keanggunan
generous	joy	0.609	loman
super	joy	0.609	super
playful	joy	0.609	dolanan
enlightenment	joy	0.609	pencerahan
praiseworthy	joy	0.609	pinuji
awards	joy	0.609	penghargaan
adorable	joy	0.609	nengsemake
rekindle	joy	0.609	nyalahake maneh
winnings	joy	0.609	winnings
independence	joy	0.607	kamardikan
amour	joy	0.607	asmara
kindness	joy	0.606	kesaenan
surprises	joy	0.606	kejutan
heheh	joy	0.606	heheh
hilarity	joy	0.606	gumuyu
wonder	joy	0.606	gumun
freely	joy	0.606	bebasan
successful	joy	0.606	sukses
inspired	joy	0.606	inspirasi
onelove	joy	0.606	siji tresna
whimsical	joy	0.603	aneh-aneh
entertainment	joy	0.603	hiburan
passion	joy	0.603	karep
stressfree	joy	0.601	bebas stres
beautify	joy	0.601	ayu
sunrise	joy	0.600	sunrise
godisgood	joy	0.597	apik tenan
goodmusic	joy	0.594	musik apik
revere	joy	0.594	ngurmati
whoo	joy	0.594	whoo
fanfare	joy	0.594	kesenengan
inspire	joy	0.594	menehi inspirasi
angel	joy	0.594	malaikat
thankgod	joy	0.594	matur nuwun
goodies	joy	0.594	barang-barang
jesus	joy	0.594	Gusti Yesus
accomplishment	joy	0.594	prestasi
snuggled	joy	0.594	snuggled
peacefully	joy	0.594	kanthi tentrem
flirt	joy	0.594	goroh
friendship	joy	0.591	paseduluran
singing	joy	0.591	nembang
heroic	joy	0.591	heroik
exalted	joy	0.591	diluhurake
fortune	joy	0.591	rejeki
highest	joy	0.591	paling dhuwur
summer	joy	0.591	mangsa panas
contented	joy	0.588	marem
rollicking	joy	0.588	muter-muter
overflowing	joy	0.588	kebanjiran
woot	joy	0.588	woot
accolade	joy	0.586	pangalembana
hope	joy	0.586	pangarep-arep
cozy	joy	0.583	mulyo
delicious	joy	0.579	enak
raving	joy	0.578	ngoceh
thelife	joy	0.578	urip
darling	joy	0.578	sayange
sensuous	joy	0.578	sensual
picturesque	joy	0.578	endah
friendly	joy	0.578	grapyak
everlasting	joy	0.578	langgeng
praise	joy	0.578	ngalem
ambition	joy	0.578	ambisi
sparkle	joy	0.577	cemlorot
sensual	joy	0.576	sensual
peace	joy	0.576	tentrem
flattering	joy	0.576	ngalem
grace	joy	0.576	sih-rahmat
luckygirl	joy	0.576	luckygirl
heroism	joy	0.576	kepahlawanan
succeeding	joy	0.576	kasil
yeahhh	joy	0.576	yeahhh
special	joy	0.574	khusus
livelife	joy	0.574	urip
tantalizing	joy	0.572	nggoda
pumped	joy	0.567	dipompa
yey	joy	0.562	yey
surprise	joy	0.562	kaget
sunny	joy	0.562	srengenge
prevail	joy	0.562	unggul
revels	joy	0.562	revels
humorous	joy	0.562	guyonan
sweets	joy	0.562	manisan
liking	joy	0.562	senengane
admirable	joy	0.562	nggumunake
superstar	joy	0.562	superstar
relax	joy	0.562	santai
prosper	joy	0.562	makmur
hero	joy	0.562	pahlawan
hugs	joy	0.562	ngrangkul
worthwhile	joy	0.562	prayoga
newyear	joy	0.561	taun anyar
tenderness	joy	0.561	kelembutan
bless	joy	0.561	mberkahi
favorable	joy	0.561	nguntungake
freedom	joy	0.561	kamardikan
masterpiece	joy	0.561	karya Agung
dreams	joy	0.559	impen
hopeful	joy	0.559	ngarep-arep
home	joy	0.559	ngarep
cruising	joy	0.556	njelajah
gracias	joy	0.554	matur nuwun
faithfulness	joy	0.553	kasetyan
eagerness	joy	0.552	eagerness
closeness	joy	0.552	raket
sunshine	joy	0.551	srengenge
comfy	joy	0.551	mulyo
vacation	joy	0.547	preian
celestial	joy	0.547	swarga
good	joy	0.547	apik
elite	joy	0.547	elit
illuminate	joy	0.547	madhangi
confidence	joy	0.547	kapercayan
mistletoe	joy	0.547	mistletoe
daughter	joy	0.547	putri
lifted	joy	0.547	diangkat
goodmorning	joy	0.547	sugeng enjang
zeal	joy	0.547	sregep
gifts	joy	0.547	peparingé
gift	joy	0.547	hadiah
astonishment	joy	0.547	gumun
heart	joy	0.547	ati
completion	joy	0.547	rampung
bonus	joy	0.547	bonus
charmed	joy	0.546	terpesona
dance	joy	0.545	nari
sublime	joy	0.545	luhur
recreation	joy	0.545	rekreasi
encouragement	joy	0.545	panjurung
god	joy	0.545	Pengeran
gush	joy	0.545	nyembur
freshstart	joy	0.544	wiwitan
free	joy	0.544	gratis
savior	joy	0.543	Juruwilujeng
sanctuary	joy	0.541	papan suci
grandchildren	joy	0.540	anak putu
wellness	joy	0.537	kesehatan
revel	joy	0.534	revel
music	joy	0.531	musik
fab	joy	0.531	fab
bridal	joy	0.531	penganten
soar	joy	0.531	mlumpat
alive	joy	0.531	urip
money	joy	0.531	dhuwit
soothing	joy	0.531	nyenengake
serene	joy	0.531	ayem
holiness	joy	0.531	kasucian
inspirational	joy	0.531	inspirasional
matrimony	joy	0.531	jodho
dayoff	joy	0.531	dayoff
savor	joy	0.531	rasane
vitality	joy	0.531	vitalitas
confident	joy	0.531	manteb ing ati
firstborn	joy	0.531	pambarep
rainbow	joy	0.531	pelangi
liberation	joy	0.531	mardika
elegant	joy	0.530	elegan
mastery	joy	0.530	nguwasani
glimmer	joy	0.530	glimmer
illumination	joy	0.530	iluminasi
blossom	joy	0.530	kembange
warmth	joy	0.530	anget
welcomed	joy	0.530	tampi
treat	joy	0.529	nambani
faithful	joy	0.529	setya
snuggles	joy	0.522	snuggles
laurels	joy	0.521	laurel
commendable	joy	0.519	pinuji
succeed	joy	0.516	sukses
jingle	joy	0.516	jingle
zest	joy	0.516	semangat
noschool	joy	0.516	ora sekolah
brotherly	joy	0.516	sedulur
silly	joy	0.516	bodho
abundant	joy	0.516	akeh banget
fancy	joy	0.516	apikan
resplendent	joy	0.516	gumebyar
strengthening	joy	0.516	penguatan
presents	joy	0.516	hadiah
pride	joy	0.516	bangga
almighty	joy	0.516	moho kuwoso
powerful	joy	0.516	kuwat
aspire	joy	0.516	cita-cita
remarkable	joy	0.516	luar biasa
greeted	joy	0.516	disambut
thanking	joy	0.515	matur nuwun
cutie	joy	0.515	ayu
kudos	joy	0.515	kudos
therapeutic	joy	0.515	terapeutik
zen	joy	0.515	zen
coronation	joy	0.515	penobatan
complete	joy	0.515	jangkep
shining	joy	0.515	sumunar
spirit	joy	0.515	semangat
princely	joy	0.515	pangeran
vivid	joy	0.515	urip
comfort	joy	0.515	panglipur
leisure	joy	0.515	luang
reunited	joy	0.515	ketemu maneh
kid	joy	0.515	bocah
newme	joy	0.515	anyaran
payday	joy	0.515	gajian
animated	joy	0.515	animasi
familytime	joy	0.515	wektu kulawarga
relationship	joy	0.514	sesambetan
godly	joy	0.514	saleh
marriage	joy	0.514	perkawinan
daymade	joy	0.514	gawe awan
spouse	joy	0.507	jodho
intimately	joy	0.507	raket
respect	joy	0.500	ngurmati
bloom	joy	0.500	mekar
purr	joy	0.500	purr
carefree	joy	0.500	ora peduli
nature	joy	0.500	alam
encourage	joy	0.500	menehi dorongan
soulful	joy	0.500	jiwane
refreshed	joy	0.500	dianyari
family	joy	0.500	kulawarga
gem	joy	0.500	permata
meritorious	joy	0.500	berjasa
achieved	joy	0.500	digayuh
motherhood	joy	0.500	ibu
holyspirit	joy	0.500	roh suci
surreal	joy	0.500	surealis
charitable	joy	0.500	amal
teamjesus	joy	0.500	teamjesus
stressrelief	joy	0.500	nyuda stres
erotic	joy	0.500	erotis
inviting	joy	0.500	ngundang
baby	joy	0.500	bayi
dignity	joy	0.500	kamulyan
satisfied	joy	0.500	wareg
visionary	joy	0.500	visioner
memorable	joy	0.500	paweling
veracity	joy	0.500	kabeneran
healthy	joy	0.500	sehat
welcoming	joy	0.500	sambutan
diamond	joy	0.500	inten
christ	joy	0.500	Kristus
beach	joy	0.500	pantai
accomplish	joy	0.500	ngrampungake
friends	joy	0.500	kanca
excel	joy	0.500	unggul
health	joy	0.493	kesehatan
aura	joy	0.493	aura
yehey	joy	0.486	heeh
approved	joy	0.486	disetujoni
oasis	joy	0.486	oasis
liberty	joy	0.486	kamardikan
crowning	joy	0.485	mahkota
aspiration	joy	0.485	aspirasi
privileged	joy	0.485	ndarbeni hak istimewa
crescendo	joy	0.485	crescendo
rapture	joy	0.485	pengangkatan
liberate	joy	0.485	mbebasake
nocomplaints	joy	0.485	ora keluhan
prestige	joy	0.485	pamor
bounty	joy	0.485	kanugrahan
gentle	joy	0.485	alus
inseparable	joy	0.485	ora bisa dipisahake
engaging	joy	0.485	melu
loyal	joy	0.485	setia
betrothed	joy	0.485	pacangan
transcendence	joy	0.484	transendensi
selfworth	joy	0.484	harga diri
yummy	joy	0.484	enak
datenight	joy	0.484	kencan
destiny	joy	0.484	takdir
heyday	joy	0.484	wayahe
aloha	joy	0.484	aloha
desire	joy	0.484	kepinginan
dream	joy	0.484	ngimpi
luck	joy	0.484	rejeki
fete	joy	0.484	pesta
trophy	joy	0.484	Piala
bouquet	joy	0.484	buket
chocolate	joy	0.484	coklat
creativity	joy	0.484	kreatifitas
boyfriend	joy	0.480	pacare
commemoration	joy	0.479	pengetan
intelligence	joy	0.477	intelijen
readiness	joy	0.473	kesiapan
friend	joy	0.471	kanca
bride	joy	0.471	penganten putri
enthusiast	joy	0.471	semangat
lush	joy	0.470	gembur
inheritance	joy	0.470	pusaka
soothe	joy	0.470	nglipur
tickle	joy	0.470	ngece
kiddo	joy	0.470	bocahe
nostalgia	joy	0.470	nostalgia
massage	joy	0.470	pijet
calming	joy	0.470	nentremake
adventure	joy	0.470	ngulandara
pretty	joy	0.469	ayu
purring	joy	0.469	purring
eternal	joy	0.469	langgeng
humanitarian	joy	0.469	kamanungsan
nurture	joy	0.469	nurture
giving	joy	0.469	menehi
rest	joy	0.469	ngaso
getaway	joy	0.469	plesiran
goals	joy	0.469	gol
pray	joy	0.469	ndedonga
bridegroom	joy	0.469	penganten kakung
heartily	joy	0.469	kanthi ati-ati
luster	joy	0.469	luster
bonding	joy	0.469	ikatan
princess	joy	0.469	putri
amicable	joy	0.469	rukun
benevolence	joy	0.469	benevolence
child	joy	0.466	bocah
salutary	joy	0.465	salutary
invite	joy	0.457	ngundang
beam	joy	0.456	balok
reminiscing	joy	0.456	ngeling-eling
befriend	joy	0.455	kekancan
aesthetics	joy	0.455	estetika
friday	joy	0.455	jumat
freshair	joy	0.455	hawa seger
ceremony	joy	0.455	upacara
kindred	joy	0.455	sederek
mindfulness	joy	0.455	eling
sonice	joy	0.455	apik banget
elevation	joy	0.455	elevasi
tropical	joy	0.455	tropis
scholarship	joy	0.455	beasiswa
hee	joy	0.455	hee
noworries	joy	0.453	ora kuwatir
allure	joy	0.453	mikat
approve	joy	0.453	nyetujoni
scenery	joy	0.453	sesawangan
waterfall	joy	0.453	grojogan
vindication	joy	0.453	kabeneran
namaste	joy	0.453	namaste
commemorate	joy	0.453	mengeti
faith	joy	0.453	iman
birth	joy	0.453	lair
forgiveness	joy	0.453	pangapunten
journey	joy	0.447	lelampahan
meditation	joy	0.446	semedi
relaxed	joy	0.442	anteng
present	joy	0.441	saiki
weekend	joy	0.441	akhir minggu
tender	joy	0.441	tender
tranquil	joy	0.441	ayem tentrem
lyrical	joy	0.439	lirik
sharing	joy	0.439	andum
esteem	joy	0.439	ngurmati
nostalgic	joy	0.439	nostalgia
prayer	joy	0.439	pandonga
righteousness	joy	0.439	kabeneran
husband	joy	0.438	bojomu
relief	joy	0.438	relief
strength	joy	0.438	kekuwatan
mighty	joy	0.438	gagah prakosa
unbeaten	joy	0.438	ora kalah
eager	joy	0.438	semangat
share	joy	0.438	nuduhake
newday	joy	0.438	dina anyar
sonnet	joy	0.438	soneta
meditate	joy	0.438	tapa
life	joy	0.438	urip
winterbreak	joy	0.429	mangsa adhem
warm	joy	0.429	anget
movingforward	joy	0.429	obah maju
buddy	joy	0.427	konco
oneness	joy	0.426	kesatuan
unconstrained	joy	0.424	ora kendala
amen	joy	0.424	amin
reverence	joy	0.424	pakurmatan
healthful	joy	0.424	sehat
thelittlethings	joy	0.424	barang cilik
medal	joy	0.424	medal
unsurpassed	joy	0.424	ora bisa ditandingi
candlelight	joy	0.424	cahya lilin
carols	joy	0.424	carols
ejaculation	joy	0.424	ejakulasi
beginnings	joy	0.422	wiwitan
sledding	joy	0.422	sledding
graduation	joy	0.422	wisuda
frisky	joy	0.422	lincah
lml	joy	0.422	lml
ease	joy	0.422	nggampangake
symphony	joy	0.422	simfoni
wealth	joy	0.422	kasugihan
helpful	joy	0.422	mbiyantu
musical	joy	0.422	musike
glitter	joy	0.422	glitter
calmness	joy	0.422	katentreman
energy	joy	0.422	tenogo
safe	joy	0.422	aman
nostress	joy	0.421	nostress
soundness	joy	0.421	kesarasan
promise	joy	0.415	janji
