English Word	Emotion	Emotion-Intensity-Score	Hausa Word
obi	fear	0.375	obi
pressure	fear	0.375	matsa lamba
military	fear	0.375	soja
whirlpool	fear	0.375	guguwa
repellant	fear	0.373	m
unknown	fear	0.369	wanda ba a sani ba
pare	fear	0.367	tafi
jealousy	fear	0.365	kishi
formidable	fear	0.359	m
desert	fear	0.359	Hamada
cautionary	fear	0.359	na taka tsantsan
onedge	fear	0.359	juzu'i
jaundice	fear	0.359	jaundice
pessimism	fear	0.359	rashin zato
recurring	fear	0.359	maimaituwa
difficult	fear	0.359	wuya
concerned	fear	0.359	damuwa
consternation	fear	0.359	mamaki
bottomless	fear	0.359	m
revolution	fear	0.359	juyin juya hali
stint	fear	0.359	tsauri
government	fear	0.359	gwamnati
bankruptcy	fear	0.359	fatarar kudi
timid	fear	0.359	m
contempt	fear	0.359	raini
warned	fear	0.359	gargadi
measles	fear	0.359	kyanda
rejects	fear	0.359	ya ƙi
sectarian	fear	0.359	mazhaba
headaches	fear	0.359	ciwon kai
dart	fear	0.359	dart
sortie	fear	0.359	iri-iri
wasting	fear	0.359	batawa
conquest	fear	0.359	cin nasara
depreciation	fear	0.359	rage daraja
mournful	fear	0.359	makoki
mandamus	fear	0.359	mandamus
spike	fear	0.359	karu
cur	fear	0.359	kur
burke	fear	0.359	burke
rebel	fear	0.359	tawaye
exam	fear	0.359	jarrabawa
anomaly	fear	0.359	anomaly
mug	fear	0.359	mug
constrain	fear	0.358	takura
languishing	fear	0.358	wahala
bane	fear	0.356	ban
impeach	fear	0.354	tsigewa
warden	fear	0.354	mai gadi
adverse	fear	0.352	m
lawyer	fear	0.349	lauya
libel	fear	0.348	zagi
retrenchment	fear	0.345	janyewa
imminent	fear	0.345	m
shame	fear	0.344	kunya
avoidance	fear	0.344	kaucewa
shortage	fear	0.344	karanci
opium	fear	0.344	opium
swerve	fear	0.344	karkata
evade	fear	0.344	kaucewa
servile	fear	0.344	mai hidima
pest	fear	0.344	kwaro
hesitation	fear	0.344	shakka
loneliness	fear	0.344	kadaici
discipline	fear	0.344	horo
fanaticism	fear	0.344	tsattsauran ra'ayi
sorrow	fear	0.344	bakin ciki
hiss	fear	0.344	hissa
belittle	fear	0.344	kadan
knell	fear	0.344	durkusa
contentious	fear	0.344	m
bearish	fear	0.344	bakin ciki
opposed	fear	0.344	adawa
launches	fear	0.344	kaddamar da
taboo	fear	0.344	haramun
cutter	fear	0.344	abun yanka
defy	fear	0.344	sabawa
unjustifiable	fear	0.344	rashin hujja
parachute	fear	0.344	parachute
eel	fear	0.344	irin
psych	fear	0.344	hankali
aaaaaaah	fear	0.344	aaaaaaa
verdict	fear	0.344	hukunci
mri	fear	0.344	mri
shaky	fear	0.344	girgiza
resistant	fear	0.344	m
obstacle	fear	0.344	cikas
reckless	fear	0.344	m
recession	fear	0.344	koma bayan tattalin arziki
disrespectful	fear	0.343	rashin mutunci
phalanx	fear	0.342	phalanx
creature	fear	0.340	halitta
specter	fear	0.331	kallo
mortgage	fear	0.331	jinginar gida
enigmatic	fear	0.329	ban mamaki
supremacy	fear	0.328	fifiko
bugaboo	fear	0.328	bugabu
defendant	fear	0.328	wanda ake tuhuma
feeling	fear	0.328	ji
ethereal	fear	0.328	ethereal
undesirable	fear	0.328	wanda ba a so
mishap	fear	0.328	rashin gaskiya
outpost	fear	0.328	waje
weirdo	fear	0.328	m
caution	fear	0.328	taka tsantsan
spillin	fear	0.328	zube
dike	fear	0.328	kayi
dominion	fear	0.328	mulki
wimp	fear	0.328	murza
quash	fear	0.328	kaska
subordinate	fear	0.328	m
shank	fear	0.328	shank
remove	fear	0.328	cire
senseless	fear	0.328	rashin hankali
shutdown	fear	0.328	rufewa
gametime	fear	0.328	lokacin wasan
uhoh	fear	0.328	uhoh
loom	fear	0.328	dunƙule
police	fear	0.328	'yan sanda
wrongly	fear	0.328	kuskure
unlucky	fear	0.328	rashin sa'a
gladiator	fear	0.328	gladiator
adrift	fear	0.328	gangara
hives	fear	0.328	amya
smut	fear	0.328	sumutu
encumbrance	fear	0.328	cikas
unsettled	fear	0.327	rashin kwanciyar hankali
scarce	fear	0.327	da wuya
antisocial	fear	0.324	rashin zaman lafiya
astray	fear	0.320	bata
vigilant	fear	0.319	a hankali
socialist	fear	0.318	gurguzu
halter	fear	0.318	tsayawa
pessimist	fear	0.317	m
pacing	fear	0.316	pacing
wimpy	fear	0.312	wimpy
clinical	fear	0.312	na asibiti
blight	fear	0.312	rashin lafiya
muzzle	fear	0.312	hanci
ahhhhhhhh	fear	0.312	ahhhhhhh
therapist	fear	0.312	mai ilimin hanyoyin kwantar da hankali
laxative	fear	0.312	laxative
obsessing	fear	0.312	m
seclusion	fear	0.312	keɓancewa
foreigner	fear	0.312	baƙon
dentist	fear	0.312	likitan hakori
chargeable	fear	0.312	m
deadline	fear	0.312	ranar ƙarshe
uneasy	fear	0.312	m
valium	fear	0.312	ruwa
powerful	fear	0.312	mai iko
opponent	fear	0.312	abokin hamayya
ordnance	fear	0.312	doka
cram	fear	0.312	cram
unexpected	fear	0.312	ba zato ba tsammani
thorny	fear	0.312	ƙaya
discontinuity	fear	0.312	katsewa
conspire	fear	0.312	makirci
collusion	fear	0.312	hada baki
litigate	fear	0.312	yi shari'a
unkind	fear	0.312	rashin alheri
whirlwind	fear	0.312	guguwa
nether	fear	0.312	ba
trickery	fear	0.312	yaudara
bewilderment	fear	0.312	rudani
overthinking	fear	0.309	tunani
doubts	fear	0.308	shakka
seriousness	fear	0.305	tsanani
irrational	fear	0.305	rashin hankali
erase	fear	0.303	shafe
teasing	fear	0.303	zagi
razor	fear	0.303	reza
sweating	fear	0.298	gumi
mage	fear	0.297	mage
giant	fear	0.297	kato
weighty	fear	0.297	m
warning	fear	0.297	gargadi
avoid	fear	0.297	kauce
inflation	fear	0.297	hauhawar farashin kaya
mislead	fear	0.297	bata
adjudicate	fear	0.297	yanke hukunci
endless	fear	0.297	mara iyaka
deflation	fear	0.297	deflation
depreciated	fear	0.297	rage daraja
bitch	fear	0.297	mace
swamp	fear	0.297	fadama
bale	fear	0.297	bale
dashed	fear	0.297	tsinke
crouching	fear	0.297	tsugunne
flounder	fear	0.297	fama
hide	fear	0.297	boye
reluctant	fear	0.297	m
unsurpassed	fear	0.297	maras misaltuwa
medical	fear	0.297	likita
timidity	fear	0.297	rashin kunya
auditor	fear	0.297	mai dubawa
deluge	fear	0.287	ambaliya
disinformation	fear	0.286	rashin fahimta
court	fear	0.284	kotu
aversion	fear	0.283	kyama
cartridge	fear	0.281	harsashi
unfriendly	fear	0.281	rashin abokantaka
cautious	fear	0.281	m
surveillance	fear	0.281	sa ido
yelp	fear	0.281	yelp
confusion	fear	0.281	rudani
apache	fear	0.281	apache
flying	fear	0.281	tashi
submitting	fear	0.281	mika wuya
discourage	fear	0.281	hana
rush	fear	0.281	rush
fortress	fear	0.281	sansanin soja
dwarfed	fear	0.281	dwarfed
challenge	fear	0.281	kalubale
notready	fear	0.281	ba shiri
wan	fear	0.281	wan
mistaken	fear	0.281	kuskure
hurryup	fear	0.281	yi sauri
swelling	fear	0.281	kumburi
oncoming	fear	0.281	mai zuwa
remains	fear	0.281	ragowar
unruly	fear	0.281	rashin da'a
bigoted	fear	0.281	girman kai
intense	fear	0.279	mai tsanani
noncompliance	fear	0.276	rashin yarda
alerts	fear	0.276	faɗakarwa
planes	fear	0.274	jirage
cop	fear	0.273	dan sanda
displeased	fear	0.273	rashin jin daɗi
unbridled	fear	0.271	mara nauyi
problem	fear	0.266	matsala
crouch	fear	0.266	tsugunne
sneak	fear	0.266	latsa
hood	fear	0.266	kaho
force	fear	0.266	karfi
confession	fear	0.266	ikirari
posse	fear	0.266	mulki
banger	fear	0.266	banger
belt	fear	0.266	bel
crowds	fear	0.266	taron jama'a
elevation	fear	0.266	daukaka
insomnia	fear	0.266	rashin barci
auditions	fear	0.266	auditions
forgotten	fear	0.266	manta
affront	fear	0.266	cin zarafi
cloak	fear	0.266	alkyabba
newjob	fear	0.266	sabon aiki
blindfold	fear	0.266	rufe ido
skid	fear	0.266	skid
blemish	fear	0.266	aibi
uncanny	fear	0.266	m
sentence	fear	0.266	magana
cupping	fear	0.266	cin abinci
regiment	fear	0.266	tsarin mulki
hooded	fear	0.266	kaho
operation	fear	0.266	aiki
immerse	fear	0.266	nutsewa
shanghai	fear	0.266	shanghai
acrobat	fear	0.266	acrobat
flurries	fear	0.266	tashin hankali
spur	fear	0.262	zuga
mortgagor	fear	0.258	jinginar gida
defense	fear	0.258	tsaro
insect	fear	0.250	kwari
defend	fear	0.250	kare
cataract	fear	0.250	cataract
stealthy	fear	0.250	sata
swampy	fear	0.250	fadama
sunk	fear	0.250	nutse
run	fear	0.250	gudu
scapegoat	fear	0.250	akuya
jobinterview	fear	0.250	hirar aiki
repent	fear	0.250	tuba
breakingnews	fear	0.250	labarai
obliging	fear	0.250	wajibci
rascal	fear	0.250	raskanci
impatiently	fear	0.250	rashin hakuri
react	fear	0.250	amsa
doubt	fear	0.250	shakka
guard	fear	0.250	gadi
forewarned	fear	0.250	an riga an yi gargaɗi
foul	fear	0.250	zagi
indifference	fear	0.250	rashin kulawa
hag	fear	0.250	hag
picket	fear	0.250	tsinke
delusional	fear	0.250	na yaudara
standstill	fear	0.250	tsayawa
rating	fear	0.250	rating
spinster	fear	0.250	spinster
unfamiliar	fear	0.250	wanda ba a sani ba
indecisive	fear	0.250	m
grounded	fear	0.242	kasa
badhabit	fear	0.242	badhabit
highest	fear	0.236	mafi girma
aaaah	fear	0.234	aaaah
shrink	fear	0.234	raguwa
insomniac	fear	0.234	rashin barci
chicken	fear	0.234	kaza
bee	fear	0.234	kudan zuma
inequality	fear	0.234	rashin daidaito
verge	fear	0.234	gaba
shelters	fear	0.234	mafaka
buzz	fear	0.234	buzz
buck	fear	0.234	kudi
discontent	fear	0.234	rashin gamsuwa
difficulty	fear	0.234	wahala
finalized	fear	0.234	kammala
overdrive	fear	0.234	overdrive
pinion	fear	0.234	pinion
scaffold	fear	0.234	zamba
dependence	fear	0.234	dogara
rekindle	fear	0.234	farfado
instinctive	fear	0.234	ilhami
thatmoment	fear	0.234	lokacin
sleepless	fear	0.234	rashin barci
intercede	fear	0.234	cẽto
psychiatrist	fear	0.234	likitan hauka
rushing	fear	0.233	gaggawa
overslept	fear	0.226	ya yi barci
default	fear	0.226	tsoho
confessional	fear	0.225	m
impatient	fear	0.224	rashin hakuri
tactics	fear	0.219	dabara
aga	fear	0.219	aga
blues	fear	0.219	blues
thrill	fear	0.219	burgewa
immigrant	fear	0.219	bakin haure
veer	fear	0.219	gaba
sweat	fear	0.219	gumi
cane	fear	0.219	gwangwani
revelations	fear	0.219	wahayi
whatif	fear	0.219	menene
waver	fear	0.219	karkarwa
jungle	fear	0.219	daji
fingerscrossed	fear	0.219	yatsa
stingy	fear	0.219	m
bait	fear	0.219	koto
unequal	fear	0.219	rashin daidaito
lastminute	fear	0.219	karshen minti
heft	fear	0.219	girma
overtired	fear	0.218	wuce gona da iri
prognosis	fear	0.217	tsinkaya
alertness	fear	0.216	faɗakarwa
hyped	fear	0.214	zagi
wishmeluck	fear	0.212	fatan alheri
somuchtodo	fear	0.212	samu
toomuchtodo	fear	0.212	mai yawa
tryouts	fear	0.210	gwaji
clowns	fear	0.207	mawaƙa
fluctuation	fear	0.204	canzawa
examination	fear	0.204	jarrabawa
restless	fear	0.204	m
uphill	fear	0.203	sama
quail	fear	0.203	kwarto
phew	fear	0.203	kafe
mighty	fear	0.203	mai girma
cross	fear	0.203	giciye
hurry	fear	0.203	sauri
recesses	fear	0.203	hutu
intimacy	fear	0.203	kusanci
overcome	fear	0.203	nasara
birth	fear	0.203	haihuwa
acceptances	fear	0.203	karbuwa
help	fear	0.203	taimako
fearless	fear	0.200	mara tsoro
change	fear	0.198	canji
ware	fear	0.198	wata
withstand	fear	0.197	jurewa
asap	fear	0.191	asap
heighten	fear	0.188	girma
watch	fear	0.188	kallo
tract	fear	0.188	fili
advance	fear	0.188	gaba
overcoming	fear	0.188	cin nasara
attorney	fear	0.188	lauya
deadlines	fear	0.188	kwanakin ƙarshe
bug	fear	0.188	kwaro
knots	fear	0.188	kulli
owing	fear	0.188	bashi
waitinggame	fear	0.188	wasan jira
unorganised	fear	0.188	mara tsari
gnome	fear	0.188	gnome
fragile	fear	0.188	m
cautiously	fear	0.188	a hankali
stillness	fear	0.188	nutsuwa
intrigue	fear	0.188	makirci
rule	fear	0.188	mulki
elf	fear	0.185	elf
stillwaiting	fear	0.184	yana jira
lonely	fear	0.183	kadaici
slippery	fear	0.181	m
interview	fear	0.180	hira
everyman	fear	0.178	kowane mutum
speculation	fear	0.176	hasashe
needtoknow	fear	0.173	bukatar sani
worship	fear	0.172	ibada
unsure	fear	0.172	rashin tabbas
surprise	fear	0.172	mamaki
settlor	fear	0.172	mazauni
competition	fear	0.172	gasar
readytogo	fear	0.172	shirye-shirye
checkpoint	fear	0.172	wurin bincike
composure	fear	0.172	nutsuwa
interviewer	fear	0.172	mai hira
chaff	fear	0.172	chaf
regulatory	fear	0.172	tsari
birch	fear	0.172	Birch
shell	fear	0.172	harsashi
assessment	fear	0.172	kima
uncertain	fear	0.172	rashin tabbas
rod	fear	0.172	sanda
humanrights	fear	0.172	haƙƙin ɗan adam
less	fear	0.167	Kadan
coy	fear	0.162	ku
iris	fear	0.160	iris
intimately	fear	0.156	m
hearing	fear	0.156	ji
legalized	fear	0.156	halattacce
needit	fear	0.156	bukata
audition	fear	0.156	saurare
retirement	fear	0.156	ritaya
countdown	fear	0.156	kirgawa
sly	fear	0.156	wayo
bases	fear	0.156	tushe
ceasefire	fear	0.156	tsagaita wuta
medication	fear	0.156	magani
courageous	fear	0.154	m
overthinker	fear	0.153	mai tunani
backtrack	fear	0.151	koma baya
dawned	fear	0.150	wayewar gari
censor	fear	0.149	tace
bailiff	fear	0.147	ma'aikacin kotu
syllabus	fear	0.147	manhaja
delay	fear	0.141	jinkiri
newcomer	fear	0.141	sabon shiga
imagination	fear	0.141	tunani
waiting	fear	0.141	jira
gent	fear	0.141	gent
validity	fear	0.141	inganci
cove	fear	0.141	kwarjini
rationality	fear	0.141	hankali
caricature	fear	0.141	caricature
eventuality	fear	0.141	hali
alreadyyyyy	fear	0.140	rigayyyy
shy	fear	0.140	jin kunya
symptom	fear	0.133	alama
excite	fear	0.132	zumudi
raccoon	fear	0.127	rakon
clown	fear	0.125	wawa
tryout	fear	0.125	gwadawa
needtorelax	fear	0.125	bukatatorelax
swim	fear	0.125	yi iyo
campaigning	fear	0.125	yakin neman zabe
hawk	fear	0.125	shaho
prevent	fear	0.125	hana
gameday	fear	0.125	gameday
ahhh	fear	0.125	ahhhh
marry	fear	0.125	aure
sprite	fear	0.125	sprite
soready	fear	0.125	m
sag	fear	0.123	sage
pharmacy	fear	0.123	kantin magani
policeman	fear	0.121	dan sanda
dreamt	fear	0.111	yayi mafarki
lace	fear	0.111	yadin da aka saka
homework	fear	0.109	aikin gida
destination	fear	0.109	makoma
incase	fear	0.109	incase
pray	fear	0.109	addu'a
knot	fear	0.109	kulli
confidence	fear	0.109	amincewa
bigday	fear	0.109	babban rana
holiness	fear	0.109	tsarki
notoriety	fear	0.109	sananne
weight	fear	0.109	nauyi
slender	fear	0.100	siririya
undecided	fear	0.098	rashin yanke shawara
sympathetic	fear	0.097	mai tausayi
poise	fear	0.094	kwanciyar hankali
case	fear	0.094	harka
treat	fear	0.094	bi da
locate	fear	0.094	gano wuri
loyal	fear	0.094	masu aminci
grades	fear	0.094	maki
god	fear	0.094	allah
helmet	fear	0.094	kwalkwali
confident	fear	0.094	m
counsellor	fear	0.094	mashawarci
northeast	fear	0.088	arewa maso gabas
graduation	fear	0.078	kammala karatun digiri
compassion	fear	0.078	tausayi
nurture	fear	0.078	raya
graded	fear	0.075	daraja
mum	fear	0.070	uwa
infant	fear	0.067	jariri
journey	fear	0.062	tafiya
parade	fear	0.062	fareti
gradschool	fear	0.062	makarantar sakandare
civilian	fear	0.062	farar hula
cloudiness	fear	0.062	girgije
cash	fear	0.062	tsabar kudi
civilians	fear	0.062	farar hula
guidelines	fear	0.062	jagororin
soulmate	fear	0.062	ruhi
youth	fear	0.062	matasa
opera	fear	0.057	wasan opera
synonymous	fear	0.056	m
honest	fear	0.047	gaskiya
praying	fear	0.047	addu'a
intelligence	fear	0.038	hankali
volunteer	fear	0.031	sa kai
romance	fear	0.031	soyayya
lines	fear	0.031	layuka
obey	fear	0.016	yi biyayya
happiest	joy	0.986	mafi farin ciki
happiness	joy	0.984	farin ciki
bliss	joy	0.971	ni'ima
celebrating	joy	0.970	bikin
jubilant	joy	0.969	murna
ecstatic	joy	0.954	m
elation	joy	0.944	elation
beaming	joy	0.938	haske
bestdayever	joy	0.938	yau da gobe
loveee	joy	0.932	masoyi
celebration	joy	0.929	biki
awesomeness	joy	0.926	ban mamaki
joy	joy	0.924	murna
joyous	joy	0.922	m
fabulous	joy	0.922	ban mamaki
happily	joy	0.922	cikin farin ciki
excitement	joy	0.922	tashin hankali
exuberance	joy	0.922	farin ciki
makesmehappy	joy	0.922	farin ciki
euphoria	joy	0.922	euphoria
lovee	joy	0.920	soyayya
gratitude	joy	0.914	godiya
happydance	joy	0.912	farin ciki
merriment	joy	0.912	murna
spectacular	joy	0.912	ban mamaki
overjoyed	joy	0.909	cike da murna
purebliss	joy	0.909	tsarki
triumphant	joy	0.907	nasara
ecstasy	joy	0.906	jin dadi
lovelovelove	joy	0.906	soyayyar soyayya
cheerful	joy	0.906	m
cheer	joy	0.897	murna
elated	joy	0.894	murna
peaceofmind	joy	0.891	zaman lafiya
jolly	joy	0.891	m
delighted	joy	0.891	murna
lovethis	joy	0.891	son wannan
excitation	joy	0.891	tashin hankali
exhilaration	joy	0.891	farin ciki
pleasures	joy	0.891	jin daɗi
laugh	joy	0.891	dariya
marvelously	joy	0.881	ban mamaki
loving	joy	0.879	soyayya
joyful	joy	0.879	m
blissful	joy	0.879	m
outstanding	joy	0.879	fice
pleasurable	joy	0.877	m
lovinglife	joy	0.875	rayuwa soyayya
enthusiastic	joy	0.875	m
glee	joy	0.875	murna
iloveher	joy	0.875	ina son ta
yaaaay	joy	0.875	yaaaay
overthemoon	joy	0.875	wuce wata
happyplace	joy	0.875	wurin farin ciki
sohappy	joy	0.868	murna
superb	joy	0.864	m
woohoo	joy	0.864	woohoo
laughing	joy	0.864	dariya
wonderful	joy	0.863	ban mamaki
hooray	joy	0.859	kyau
loved	joy	0.859	ƙaunataccen
tearsofjoy	joy	0.859	hawayen farin ciki
hallelujah	joy	0.859	hallelujah
magnificent	joy	0.859	m
glory	joy	0.859	daukaka
ilovechristmas	joy	0.859	ilovechristmas
brilliant	joy	0.859	m
celebrated	joy	0.859	bikin
cheering	joy	0.859	murna
yayyyy	joy	0.859	yaya
heavenly	joy	0.853	na sama
exciting	joy	0.853	m
thrilled	joy	0.851	m
mademyday	joy	0.848	makemyday
hohoho	joy	0.845	hohoho
celebrate	joy	0.844	bikin
wonderfully	joy	0.844	ban mamaki
blessing	joy	0.844	albarka
favoriteholiday	joy	0.844	hutun da aka fi so
paradise	joy	0.833	aljanna
marvellous	joy	0.833	ban mamaki
festive	joy	0.833	biki
sweetness	joy	0.833	zaƙi
blessed	joy	0.833	albarka
celebrations	joy	0.833	bukukuwan
compliment	joy	0.831	yabo
smiling	joy	0.828	murmushi
allsmiles	joy	0.828	murmushi
love	joy	0.828	soyayya
enchanting	joy	0.828	sihiri
homesweethome	joy	0.826	gida mai dadi
thankyougod	joy	0.824	na gode
marvelous	joy	0.824	ban mamaki
laughter	joy	0.824	dariya
goodmood	joy	0.819	jin dadi
goodness	joy	0.818	alheri
excellence	joy	0.818	inganci
sensational	joy	0.818	m
joys	joy	0.818	murna
delightful	joy	0.818	m
excited	joy	0.818	m
rejoicing	joy	0.818	murna
happyheart	joy	0.818	farin ciki
celebratory	joy	0.818	biki
greatful	joy	0.816	mai girma
jovial	joy	0.814	ban dariya
rejoice	joy	0.812	murna
splendid	joy	0.812	m
enjoy	joy	0.812	ji dadin
smiley	joy	0.812	murmushi
glorious	joy	0.812	daukaka
victorious	joy	0.812	mai nasara
lovemaking	joy	0.812	soyayya
bonanza	joy	0.812	bonanza
greatday	joy	0.812	babban rana
excellent	joy	0.812	m
goodtimes	joy	0.811	jin dadi
whatmakesmesmile	joy	0.811	abin mamaki
happyday	joy	0.809	ranar farin ciki
myfavorite	joy	0.804	nafi so
thankyoulord	joy	0.803	na gode
gladness	joy	0.803	murna
yayyy	joy	0.803	yaya
yeahhhh	joy	0.803	da ahhhh
pleasure	joy	0.803	jin dadi
giggle	joy	0.802	yi dariya
happier	joy	0.797	farin ciki
lovemylife	joy	0.797	soyayya rayuwata
magnificence	joy	0.797	girma
happytweet	joy	0.797	happytweet
lovinlife	joy	0.797	soyayya
yesss	joy	0.797	iya ss
dancing	joy	0.797	rawa
success	joy	0.797	nasara
grateful	joy	0.789	godiya
amuse	joy	0.788	nishadi
splendor	joy	0.788	ƙawa
happy	joy	0.788	farin ciki
fun	joy	0.788	fun
giggling	joy	0.781	dariya
glad	joy	0.781	murna
glorify	joy	0.781	daukaka
radiant	joy	0.781	mai haske
beautiful	joy	0.781	kyau
solucky	joy	0.781	m
sothankful	joy	0.781	m
enchanted	joy	0.781	sihiri
romance	joy	0.779	soyayya
perfection	joy	0.779	kamala
christmassy	joy	0.779	Kirsimeti
heavens	joy	0.779	sammai
thrilling	joy	0.776	m
lovable	joy	0.773	abin so
congrats	joy	0.773	taya murna
fiesta	joy	0.773	fista
entertain	joy	0.773	nishadantarwa
happyvalentinesday	joy	0.773	barka da ranar soyayya
miraculous	joy	0.773	ban mamaki
cheers	joy	0.773	murna
cheered	joy	0.773	murna
positivity	joy	0.773	tabbatacce
funday	joy	0.772	funday
enjoying	joy	0.771	jin dadi
lifeisgood	joy	0.766	rayuwa tana da kyau
amused	joy	0.766	nishadi
goodfeeling	joy	0.766	jin dadi
christmasspirit	joy	0.766	Kirsimeti
cuddling	joy	0.766	cudanya
smiles	joy	0.766	murmushi
sosweet	joy	0.766	sosweet
thebest	joy	0.766	mafi kyau
party	joy	0.765	jam'iyya
delight	joy	0.765	murna
orgasm	joy	0.765	inzali
positive	joy	0.761	tabbatacce
sweetheart	joy	0.758	masoyi
enlighten	joy	0.758	haskaka
cheerfulness	joy	0.758	fara'a
miracles	joy	0.758	abubuwan al'ajabi
giddy	joy	0.757	gidi
christmastime	joy	0.757	lokacin Kirsimeti
gratify	joy	0.750	gamsuwa
greatness	joy	0.750	girma
friendliness	joy	0.750	abokantaka
blessings	joy	0.750	albarka
laughs	joy	0.750	dariya
tistheseason	joy	0.750	kakar wasa
smile	joy	0.750	murmushi
pleasing	joy	0.750	m
romantic	joy	0.750	soyayya
happyholidays	joy	0.750	barka da hutu
frolic	joy	0.748	zagi
jubilee	joy	0.742	jubili
miracle	joy	0.742	abin al'ajabi
enthusiasm	joy	0.742	sha'awa
selflove	joy	0.742	son kai
triumph	joy	0.742	nasara
magical	joy	0.742	sihiri
rewarding	joy	0.742	m
goodvibes	joy	0.742	goodvibes
positiveenergy	joy	0.742	ingantaccen makamashi
feelgood	joy	0.736	jin dadi
prosperity	joy	0.735	wadata
behappy	joy	0.734	yi farin ciki
admiration	joy	0.734	sha'awa
passionate	joy	0.734	m
goodday	joy	0.734	ina kwana
luxurious	joy	0.734	m
tgif	joy	0.734	tgif
victory	joy	0.734	nasara
feelinggood	joy	0.734	jin dadi
enchant	joy	0.734	sihiri
greatnight	joy	0.734	babban dare
vivacious	joy	0.734	m
glorification	joy	0.733	daukaka
sing	joy	0.729	raira waƙa
glowing	joy	0.729	mai haske
yessss	joy	0.728	iya ss
fulfillment	joy	0.728	cikawa
breathtaking	joy	0.728	m
thankful	joy	0.727	godiya
cheery	joy	0.727	fara'a
santa	joy	0.727	santa
hurrah	joy	0.727	gagara
christmasbreak	joy	0.727	hutun Kirsimeti
win	joy	0.727	nasara
atpeace	joy	0.727	lafiya
award	joy	0.727	lambar yabo
merry	joy	0.727	murna
inspiration	joy	0.725	wahayi
radiance	joy	0.725	annuri
pleased	joy	0.725	murna
uplift	joy	0.723	dagawa
optimistic	joy	0.723	mai kyakkyawan fata
heaven	joy	0.721	sama
lucky	joy	0.721	sa'a
godisgreat	joy	0.721	abin godiya
holidays	joy	0.721	hutu
thrill	joy	0.721	burgewa
congratulatory	joy	0.719	taya murna
thriving	joy	0.719	bunƙasa
amusement	joy	0.719	nishadi
perfect	joy	0.719	cikakke
lover	joy	0.719	masoyi
xmas	joy	0.719	xmas
heartfelt	joy	0.719	zuciya
utopian	joy	0.719	utopian
lovely	joy	0.719	kyakkyawa
harmony	joy	0.719	jituwa
praising	joy	0.719	yabo
brighten	joy	0.719	haskakawa
luckiest	joy	0.712	mafi sa'a
merrychristmas	joy	0.712	bikin Kirsimeti
magic	joy	0.712	sihiri
achievement	joy	0.712	nasara
yay	joy	0.712	yaya
holiday	joy	0.712	biki
treasures	joy	0.712	dukiya
luxury	joy	0.712	alatu
bestfeeling	joy	0.712	jin dadi
intimate	joy	0.710	m
soblessed	joy	0.706	cikin damuwa
yaaay	joy	0.706	yayi
rave	joy	0.706	zagi
chuckle	joy	0.706	dariya
proud	joy	0.704	girman kai
winning	joy	0.703	nasara
cherish	joy	0.703	daraja
goodnews	joy	0.703	albishir
fuckyeah	joy	0.703	bakya
optimism	joy	0.703	kyakkyawan fata
amazingly	joy	0.703	abin mamaki
lovelife	joy	0.703	rayuwar soyayya
truelove	joy	0.703	soyayya ta gaskiya
beautification	joy	0.703	ƙawata
satisfying	joy	0.703	gamsarwa
appreciates	joy	0.703	godiya
cuddled	joy	0.703	cukude
goodlife	joy	0.703	rayuwa mai kyau
gooood	joy	0.703	kyau
sweetest	joy	0.703	mafi dadi
yaay	joy	0.700	yayi
entertained	joy	0.700	nishadantarwa
excite	joy	0.697	zumudi
newbeginnings	joy	0.693	sabon farawa
praisejesus	joy	0.691	yabo
birthday	joy	0.691	ranar haihuwa
greatfriends	joy	0.688	manyan abokai
adoration	joy	0.688	ado
godsend	joy	0.688	godiya
favorite	joy	0.688	wanda aka fi so
content	joy	0.688	abun ciki
entertaining	joy	0.688	nishadantarwa
honored	joy	0.688	girmamawa
metime	joy	0.688	lokaci
exquisite	joy	0.688	m
holidayseason	joy	0.688	lokacin hutu
thankyoujesus	joy	0.688	thankyoujesus
angelic	joy	0.688	na mala'ika
goodhealth	joy	0.682	lafiya
majestic	joy	0.682	mai girma
luscious	joy	0.682	m
memoriesiwontforget	joy	0.682	abubuwan tunawa ba za su manta ba
bestfriends	joy	0.682	manyan abokai
precious	joy	0.682	mai daraja
appreciated	joy	0.682	godiya
exaltation	joy	0.682	daukaka
smiled	joy	0.682	yayi murmushi
brightens	joy	0.682	yana haskakawa
tranquility	joy	0.679	kwanciyar hankali
marry	joy	0.676	aure
embrace	joy	0.676	runguma
positively	joy	0.676	tabbatacce
grin	joy	0.672	murmushi
hug	joy	0.672	runguma
hilarious	joy	0.672	m
dearest	joy	0.672	mafi soyuwa
contentment	joy	0.672	gamsuwa
accomplished	joy	0.672	cika
relaxation	joy	0.672	shakatawa
bday	joy	0.672	bday
enliven	joy	0.672	rayarwa
weeeee	joy	0.672	weeeeee
giggles	joy	0.672	giggles
fulfilled	joy	0.667	cika
bountiful	joy	0.667	m
victor	joy	0.667	nasara
adore	joy	0.667	kauna
boisterous	joy	0.667	m
fulfill	joy	0.664	cika
cuddles	joy	0.662	cuddles
prosperous	joy	0.660	wadata
appreciation	joy	0.656	godiya
serenity	joy	0.656	nutsuwa
happynewyear	joy	0.656	barka da sabon shekara
humor	joy	0.656	abin dariya
satisfy	joy	0.656	gamsar da
